,GPC
2004-08-24,6659575200
2004-08-25,6712012800
2004-08-26,6664818960
2004-08-27,6666566880
2004-08-30,6638600159
2004-08-31,6626364719
2004-09-01,6622868880
2004-09-02,6638600159
2004-09-03,6640348080
2004-09-07,6659575200
2004-09-08,6628112640
2004-09-09,6587910480
2004-09-10,6521489520
2004-09-13,6598398000
2004-09-14,6558195840
2004-09-15,6554700000
2004-09-16,6622868880
2004-09-17,6647339760
2004-09-20,6624616800
2004-09-21,6640348080
2004-09-22,6563439599
2004-09-23,6540716640
2004-09-24,6544212480
2004-09-27,6504010320
2004-09-28,6554700000
2004-09-29,6584414640
2004-09-30,6707749360
2004-10-01,6831837480
2004-10-04,6823098880
2004-10-05,6807369400
2004-10-06,6838828360
2004-10-07,6763676400
2004-10-08,6749694640
2004-10-11,6796883080
2004-10-12,6653570040
2004-10-13,6660560920
2004-10-14,6415880120
2004-10-15,6955925599
2004-10-18,6983889120
2004-10-19,6870287320
2004-10-20,6814360280
2004-10-21,6803873960
2004-10-22,6711244800
2004-10-25,6746199200
2004-10-26,6763676400
2004-10-27,6896503120
2004-10-28,6952430160
2004-10-29,6971655080
2004-11-01,6973402800
2004-11-02,7043311599
2004-11-03,7128949880
2004-11-04,7326442240
2004-11-05,7370135240
2004-11-08,7321199080
2004-11-09,7387612440
2004-11-10,7378873840
2004-11-11,7478493880
2004-11-12,7529177760
2004-11-15,7476746160
2004-11-16,7488980200
2004-11-17,7588600240
2004-11-18,7658509040
2004-11-19,7483737040
2004-11-22,7462764400
2004-11-23,7497718800
2004-11-24,7513448280
2004-11-26,7550150400
2004-11-29,7600834280
2004-11-30,7586852519
2004-12-01,7677733960
2004-12-02,7688220280
2004-12-03,7688220280
2004-12-06,7600834280
2004-12-07,7536168640
2004-12-08,7480241599
2004-12-09,7350910320
2004-12-10,7368387519
2004-12-13,7476746160
2004-12-14,7541411800
2004-12-15,7593843400
2004-12-16,7523934599
2004-12-17,7434800880
2004-12-20,7515196000
2004-12-21,7574618480
2004-12-22,7627050080
2004-12-23,7658509040
2004-12-27,7590347960
2004-12-28,7684724840
2004-12-29,7670743080
2004-12-30,7700454320
2004-12-31,7700454320
2005-01-03,7623554640
2005-01-04,7553645840
2005-01-05,7469755280
2005-01-06,7487232480
2005-01-07,7436548599
2005-01-10,7508205120
2005-01-11,7469755280
2005-01-12,7494223360
2005-01-13,7417323680
2005-01-14,7515196000
2005-01-18,7574618480
2005-01-19,7469755280
2005-01-20,7438296320
2005-01-21,7399846480
2005-01-24,7359648920
2005-01-25,7375378400
2005-01-26,7408585080
2005-01-27,7352658040
2005-01-28,7356153480
2005-01-31,7398098760
2005-02-01,7462764400
2005-02-02,7590347960
2005-02-03,7660256760
2005-02-04,7800074360
2005-02-07,7787840320
2005-02-08,7812308400
2005-02-09,7712688360
2005-02-10,7703949760
2005-02-11,7628797800
2005-02-14,7679481680
2005-02-15,7674238519
2005-02-16,7710940640
2005-02-17,7712688360
2005-02-18,7735408720
2005-02-22,7513448280
2005-02-23,7698706599
2005-02-24,7777354000
2005-02-25,7499466519
2005-02-28,7564132160
2005-03-01,7599086559
2005-03-02,7634040960
2005-03-03,7660256760
2005-03-04,7670743080
2005-03-07,7649770440
2005-03-08,7655013599
2005-03-09,7548402680
2005-03-10,7637536400
2005-03-11,7588600240
2005-03-14,7677733960
2005-03-15,7634040960
2005-03-16,7564132160
2005-03-17,7562384440
2005-03-18,7408585080
2005-03-21,7382369280
2005-03-22,7357901200
2005-03-23,7384117000
2005-03-24,7422566840
2005-03-28,7342171720
2005-03-29,7401594200
2005-03-30,7530925480
2005-03-31,7579002300
2005-04-01,7577259599
2005-04-04,7566803400
2005-04-05,7627797900
2005-04-06,7648710300
2005-04-07,7674850800
2005-04-08,7676593499
2005-04-11,7671365400
2005-04-12,7746301500
2005-04-13,7648710300
2005-04-14,7592943900
2005-04-15,7451785200
2005-04-18,7544148300
2005-04-19,7528464000
2005-04-20,7448299800
2005-04-21,7598172000
2005-04-22,7521493199
2005-04-25,7524978600
2005-04-26,7463984100
2005-04-27,7484896500
2005-04-28,7397761500
2005-04-29,7476183000
2005-05-02,7458755999
2005-05-03,7455270600
2005-05-04,7528464000
2005-05-05,7477925699
2005-05-06,7457013300
2005-05-09,7458755999
2005-05-10,7429130100
2005-05-11,7458755999
2005-05-12,7378591800
2005-05-13,7328053499
2005-05-16,7425644700
2005-05-17,7429130100
2005-05-18,7530206700
2005-05-19,7509294300
2005-05-20,7507551600
2005-05-23,7596429300
2005-05-24,7591201200
2005-05-25,7518007800
2005-05-26,7528464000
2005-05-27,7545890999
2005-05-31,7486639200
2005-06-01,7511037000
2005-06-02,7467469500
2005-06-03,7413445800
2005-06-06,7420416600
2005-06-07,7455270600
2005-06-08,7366392900
2005-06-09,7380334500
2005-06-10,7397761500
2005-06-13,7436100900
2005-06-14,7537177500
2005-06-15,7523235900
2005-06-16,7490124599
2005-06-17,7486639200
2005-06-20,7476183000
2005-06-21,7458755999
2005-06-22,7451785200
2005-06-23,7301913000
2005-06-24,7188637500
2005-06-27,7141584599
2005-06-28,7228719599
2005-06-29,7240918499
2005-06-30,7146742610
2005-07-01,7211096340
2005-07-05,7216314210
2005-07-06,7160656930
2005-07-07,7216314210
2005-07-08,7318932320
2005-07-11,7348500250
2005-07-12,7322410900
2005-07-13,7374589600
2005-07-14,7393721790
2005-07-15,7428507590
2005-07-18,7409375400
2005-07-19,7661572449
2005-07-20,7861590800
2005-07-21,7872026540
2005-07-22,7958991040
2005-07-25,7939858850
2005-07-26,8040737669
2005-07-27,7992037550
2005-07-28,8014648320
2005-07-29,7964208910
2005-08-01,8035519800
2005-08-02,8087698500
2005-08-03,8084219919
2005-08-04,7995516130
2005-08-05,7908551630
2005-08-08,7894637310
2005-08-09,7953773169
2005-08-10,7929423110
2005-08-11,7946816010
2005-08-12,7861590800
2005-08-15,7884201570
2005-08-16,7750276240
2005-08-17,7760711980
2005-08-18,7743319080
2005-08-19,7750276240
2005-08-22,7785062040
2005-08-23,7767669139
2005-08-24,7713751150
2005-08-25,7816369260
2005-08-26,7741579790
2005-08-29,7837240740
2005-08-30,7769408430
2005-08-31,7969426780
2005-09-01,7905073050
2005-09-02,7847676480
2005-09-06,8032041220
2005-09-07,7912030210
2005-09-08,7866808669
2005-09-09,7934640980
2005-09-12,7979862520
2005-09-13,7962469620
2005-09-14,7878983699
2005-09-15,7887680150
2005-09-16,7863330090
2005-09-19,7705054699
2005-09-20,7598958010
2005-09-21,7475468419
2005-09-22,7485904160
2005-09-23,7485904160
2005-09-26,7447639780
2005-09-27,7470250550
2005-09-28,7423289720
2005-09-29,7430246880
2005-09-30,7411961700
2005-10-03,7429239000
2005-10-04,7398139860
2005-10-05,7273743300
2005-10-06,7253010539
2005-10-07,7284109679
2005-10-10,7220183670
2005-10-11,7230550050
2005-10-12,7227094590
2005-10-13,7235733240
2005-10-14,7251282810
2005-10-17,7221911399
2005-10-18,7246099620
2005-10-19,7308297899
2005-10-20,7299659250
2005-10-21,7360129800
2005-10-24,7519080960
2005-10-25,7458610410
2005-10-26,7418872620
2005-10-27,7323847470
2005-10-28,7512170039
2005-10-31,7665938010
2005-11-01,7691853960
2005-11-02,7719497640
2005-11-03,7714314450
2005-11-04,7688398500
2005-11-07,7764418620
2005-11-08,7702220340
2005-11-09,7722953100
2005-11-10,7859443770
2005-11-11,7819705980
2005-11-14,7735047210
2005-11-15,7662482550
2005-11-16,7653843899
2005-11-17,7691853960
2005-11-18,7724680830
2005-11-21,7721225370
2005-11-22,7776512730
2005-11-23,7712586720
2005-11-25,7691853960
2005-11-28,7660754820
2005-11-29,7679759850
2005-11-30,7655571630
2005-12-01,7690126230
2005-12-02,7683215310
2005-12-05,7624472490
2005-12-06,7602012000
2005-12-07,7548452370
2005-12-08,7536358260
2005-12-09,7558818750
2005-12-12,7531175070
2005-12-13,7567457399
2005-12-14,7596828810
2005-12-15,7550180100
2005-12-16,7570912860
2005-12-19,7546724640
2005-12-20,7524264149
2005-12-21,7550180100
2005-12-22,7607195190
2005-12-23,7605467460
2005-12-27,7564001940
2005-12-28,7614106110
2005-12-29,7624472490
2005-12-30,7588190160
2006-01-03,7638294330
2006-01-04,7646932980
2006-01-05,7664210280
2006-01-06,7662482550
2006-01-09,7662482550
2006-01-10,7621017030
2006-01-11,7615833840
2006-01-12,7570912860
2006-01-13,7669393470
2006-01-17,7589917890
2006-01-18,7577823780
2006-01-19,7600284270
2006-01-20,7341124770
2006-01-23,7417144890
2006-01-24,7434422190
2006-01-25,7427511270
2006-01-26,7489709550
2006-01-27,7467249060
2006-01-30,7387773480
2006-01-31,7348035690
2006-02-01,7429239000
2006-02-02,7334213850
2006-02-03,7306570170
2006-02-06,7297931520
2006-02-07,7199450910
2006-02-08,7265104649
2006-02-09,7280654220
2006-02-10,7322119740
2006-02-13,7280654220
2006-02-14,7396412130
2006-02-15,7396412130
2006-02-16,7463793600
2006-02-17,7572640590
2006-02-21,7707403530
2006-02-22,7735047210
2006-02-23,7733319480
2006-02-24,7741958130
2006-02-27,7710858990
2006-02-28,7691853960
2006-03-01,7714314450
2006-03-02,7655571630
2006-03-03,7605467460
2006-03-06,7557091020
2006-03-07,7740230399
2006-03-08,7633111140
2006-03-09,7655571630
2006-03-10,7731591750
2006-03-13,7638294330
2006-03-14,7702220340
2006-03-15,7705675800
2006-03-16,7804156410
2006-03-17,7804156410
2006-03-20,7805884140
2006-03-21,7745413590
2006-03-22,7767874080
2006-03-23,7688398500
2006-03-24,7672848929
2006-03-27,7636566600
2006-03-28,7569185130
2006-03-29,7610650649
2006-03-30,7567457399
2006-03-31,7546912380
2006-04-03,7524528200
2006-04-04,7557243540
2006-04-05,7927443440
2006-04-06,7827575560
2006-04-07,7732873259
2006-04-10,7794860220
2006-04-11,7750091860
2006-04-12,7696714200
2006-04-13,7708767220
2006-04-17,7729429540
2006-04-18,7725985820
2006-04-19,7713932799
2006-04-20,7713932799
2006-04-21,7660555140
2006-04-24,7617508640
2006-04-25,7562409120
2006-04-26,7565852840
2006-04-27,7567574700
2006-04-28,7515918900
2006-05-01,7490091000
2006-05-02,7472872400
2006-05-03,7509031460
2006-05-04,7553799820
2006-05-05,7546912380
2006-05-08,7545190520
2006-05-09,7541746799
2006-05-10,7536581220
2006-05-11,7495256580
2006-05-12,7465984960
2006-05-15,7491812860
2006-05-16,7448766360
2006-05-17,7397110560
2006-05-18,7340289180
2006-05-19,7381613820
2006-05-22,7419494740
2006-05-23,7422938460
2006-05-24,7421216600
2006-05-25,7533137500
2006-05-26,7569296560
2006-05-30,7403998000
2006-05-31,7414329160
2006-06-01,7514197040
2006-06-02,7445322640
2006-06-05,7321348720
2006-06-06,7254196180
2006-06-07,7145719000
2006-06-08,7218037120
2006-06-09,7150884580
2006-06-12,7075122740
2006-06-13,7011413920
2006-06-14,7025188799
2006-06-15,7025188799
2006-06-16,7011413920
2006-06-19,6975254860
2006-06-20,6949426960
2006-06-21,7085453900
2006-06-22,7083732040
2006-06-23,7088897620
2006-06-26,7131944120
2006-06-27,7087175759
2006-06-28,7095785060
2006-06-29,7161215740
2006-06-30,7120193919
2006-07-03,7084302400
2006-07-05,7120193919
2006-07-06,7200522560
2006-07-07,7123612160
2006-07-10,7203940800
2006-07-11,7292815040
2006-07-12,7180013120
2006-07-13,7048410880
2006-07-14,7043283520
2006-07-17,7019355840
2006-07-18,6944154560
2006-07-19,7027901440
2006-07-20,7031319680
2006-07-21,7034737919
2006-07-24,7190267840
2006-07-25,7260341759
2006-07-26,7108230080
2006-07-27,7147539840
2006-07-28,7183431360
2006-07-31,7116775680
2006-08-01,7044992640
2006-08-02,7068920320
2006-08-03,7195395200
2006-08-04,7145830720
2006-08-07,7137285120
2006-08-08,7022774080
2006-08-09,6935608960
2006-08-10,6923645120
2006-08-11,6880917120
2006-08-14,6959536640
2006-08-15,7041574400
2006-08-16,7168049280
2006-08-17,7185140480
2006-08-18,7099684480
2006-08-21,7063792960
2006-08-22,7077465919
2006-08-23,7070629440
2006-08-24,7033028800
2006-08-25,6997137280
2006-08-28,7062083840
2006-08-29,7086011520
2006-08-30,7092848000
2006-08-31,7063792960
2006-09-01,7125321280
2006-09-05,7094557120
2006-09-06,6998846400
2006-09-07,6973209599
2006-09-08,7029610560
2006-09-11,6980046080
2006-09-12,7133866880
2006-09-13,7320160960
2006-09-14,7313324480
2006-09-15,7388525759
2006-09-18,7316742720
2006-09-19,7316742720
2006-09-20,7376561919
2006-09-21,7356052480
2006-09-22,7328706560
2006-09-25,7402198720
2006-09-26,7434672000
2006-09-27,7368016320
2006-09-28,7484236480
2006-09-29,7371434560
2006-10-02,7346567400
2006-10-03,7378953660
2006-10-04,7394294520
2006-10-05,7479521520
2006-10-06,7544294040
2006-10-09,7510203240
2006-10-10,7593725699
2006-10-11,7607362020
2006-10-12,7627816500
2006-10-13,7684066320
2006-10-16,7672134540
2006-10-17,7636339199
2006-10-18,7701111720
2006-10-19,7605657480
2006-10-20,7685770860
2006-10-23,7755657000
2006-10-24,7755657000
2006-10-25,7760770620
2006-10-26,7817020440
2006-10-27,7772702400
2006-10-30,7772702400
2006-10-31,7759066080
2006-11-01,7692589020
2006-11-02,7702816260
2006-11-03,7685770860
2006-11-06,7801679580
2006-11-07,7788043260
2006-11-08,7839179460
2006-11-09,7828952220
2006-11-10,7897133820
2006-11-13,7820429520
2006-11-14,7886906580
2006-11-15,7888611120
2006-11-16,8106792240
2006-11-17,8091451380
2006-11-20,8062474199
2006-11-21,8069292360
2006-11-22,8088042300
2006-11-24,8045428800
2006-11-27,7973838120
2006-11-28,7931224620
2006-11-29,8001110760
2006-11-30,7992588060
2006-12-01,7944860940
2006-12-04,8028383400
2006-12-05,8137473960
2006-12-06,8139178500
2006-12-07,8064178740
2006-12-08,8088042300
2006-12-11,8096565000
2006-12-12,8118724020
2006-12-13,8091451380
2006-12-14,8145996660
2006-12-15,8053951500
2006-12-18,8024974320
2006-12-19,8065883280
2006-12-20,8103383160
2006-12-21,8101678620
2006-12-22,8038610639
2006-12-26,8077815060
2006-12-27,8185201080
2006-12-28,8159632980
2006-12-29,8084633220
2007-01-03,8105658299
2007-01-04,8074974420
2007-01-05,7988036760
2007-01-08,7969285500
2007-01-09,8037471900
2007-01-10,8061337140
2007-01-11,8109067620
2007-01-12,8173844700
2007-01-16,8247145080
2007-01-17,8224984500
2007-01-18,8165321400
2007-01-19,8097135000
2007-01-22,8093725679
2007-01-23,8074974420
2007-01-24,8095430340
2007-01-25,7957352880
2007-01-26,7904508420
2007-01-29,7916441040
2007-01-30,7960762200
2007-01-31,8100544320
2007-02-01,8197709940
2007-02-02,8214756540
2007-02-05,8224984500
2007-02-06,8293170900
2007-02-07,8376699240
2007-02-08,8330673420
2007-02-09,8346015360
2007-02-12,8322150120
2007-02-13,8386927200
2007-02-14,8431248360
2007-02-15,8439771660
2007-02-16,8484092820
2007-02-20,8480683500
2007-02-21,8538641940
2007-02-22,8598305040
2007-02-23,8618760960
2007-02-26,8552279220
2007-02-27,8238621780
2007-02-28,8306808179
2007-03-01,8269305660
2007-03-02,8218165860
2007-03-05,8190891299
2007-03-06,8260782360
2007-03-07,8224984500
2007-03-08,8289761580
2007-03-09,8296580220
2007-03-12,8320445460
2007-03-13,8221575179
2007-03-14,8272714980
2007-03-15,8305103520
2007-03-16,8253963720
2007-03-19,8363061960
2007-03-20,8441476320
2007-03-21,8506253400
2007-03-22,8448294960
2007-03-23,8468750880
2007-03-26,8468750880
2007-03-27,8380108559
2007-03-28,8282942940
2007-03-29,8310217500
2007-03-30,8352834000
2007-04-02,8394974220
2007-04-03,8497165020
2007-04-04,8461398240
2007-04-05,8451179160
2007-04-09,8483539580
2007-04-10,8485242760
2007-04-11,8357504260
2007-04-12,8388161500
2007-04-13,8371129700
2007-04-16,8515900000
2007-04-17,8481836399
2007-04-18,8497165020
2007-04-19,8420521920
2007-04-20,8492055480
2007-04-23,8502274560
2007-04-24,8495461840
2007-04-25,8566995399
2007-04-26,8566995399
2007-04-27,8509087280
2007-04-30,8415412379
2007-05-01,8447772800
2007-05-02,8495461840
2007-05-03,8493758660
2007-05-04,8391567860
2007-05-07,8422225100
2007-05-08,8413709200
2007-05-09,8478430040
2007-05-10,8396677399
2007-05-11,8412006020
2007-05-14,8393271040
2007-05-15,8379645600
2007-05-16,8446069620
2007-05-17,8471617320
2007-05-18,8527822260
2007-05-21,8578917660
2007-05-22,8626606700
2007-05-23,8515900000
2007-05-24,8447772800
2007-05-25,8510790460
2007-05-29,8648748040
2007-05-30,8735610220
2007-05-31,8740719760
2007-06-01,8667483020
2007-06-04,8759454740
2007-06-05,8611278080
2007-06-06,8473320500
2007-06-07,8360910620
2007-06-08,8486945940
2007-06-11,8488649120
2007-06-12,8410302840
2007-06-13,8529525440
2007-06-14,8497165020
2007-06-15,8493758660
2007-06-18,8495461840
2007-06-19,8517603180
2007-06-20,8464804600
2007-06-21,8544854060
2007-06-22,8408599660
2007-06-25,8423928280
2007-06-26,8422225100
2007-06-27,8486945940
2007-06-28,8488649120
2007-06-29,8447772800
2007-07-02,8491595699
2007-07-03,8521983119
2007-07-05,8461208280
2007-07-06,8496660270
2007-07-09,8435885430
2007-07-10,8270442810
2007-07-11,8327841270
2007-07-12,8476401990
2007-07-13,8510165789
2007-07-16,8518606740
2007-07-17,8525359500
2007-07-18,8540553210
2007-07-19,8641844610
2007-07-20,8283948330
2007-07-23,8364981449
2007-07-24,8434197240
2007-07-25,8454455520
2007-07-26,8283948330
2007-07-27,8022278880
2007-07-30,8152269510
2007-07-31,8032408020
2007-08-01,8125258470
2007-08-02,8214732539
2007-08-03,8034096210
2007-08-06,8258625480
2007-08-07,8287324710
2007-08-08,8449390949
2007-08-09,8209667970
2007-08-10,8121882090
2007-08-13,8304206610
2007-08-14,8115129330
2007-08-15,7961504039
2007-08-16,8138763990
2007-08-17,8283948330
2007-08-20,8211356160
2007-08-21,8140452180
2007-08-22,8182656930
2007-08-23,8147204940
2007-08-24,8179280550
2007-08-27,8159022270
2007-08-28,8035784400
2007-08-29,8255249100
2007-08-30,8332905840
2007-08-31,8386927920
2007-09-04,8299142039
2007-09-05,8106688380
2007-09-06,8211356160
2007-09-07,8157334080
2007-09-10,8108376570
2007-09-11,8201227020
2007-09-12,8170839600
2007-09-13,8197850640
2007-09-14,8197850640
2007-09-17,8223173490
2007-09-18,8521983119
2007-09-19,8594575290
2007-09-20,8576005199
2007-09-21,8533800449
2007-09-24,8538865020
2007-09-25,8528735880
2007-09-26,8594575290
2007-09-27,8515230360
2007-09-28,8440950000
2007-10-01,8357734819
2007-10-02,8339587350
2007-10-03,8242250920
2007-10-04,8227402990
2007-10-05,8275246319
2007-10-08,8196057360
2007-10-09,8220803910
2007-10-10,8189458280
2007-10-11,8113568860
2007-10-12,8179559660
2007-10-15,8055826910
2007-10-16,8022831510
2007-10-17,8021181740
2007-10-18,7996435190
2007-10-19,7768766930
2007-10-22,7899098760
2007-10-23,7968389100
2007-10-24,8054177140
2007-10-25,8045928290
2007-10-26,8106969780
2007-10-29,8044278520
2007-10-30,8029430590
2007-10-31,8095421390
2007-11-01,8006333810
2007-11-02,8087172540
2007-11-05,8116868400
2007-11-06,8146564260
2007-11-07,7960140250
2007-11-08,8113568860
2007-11-09,7996435190
2007-11-12,8073974380
2007-11-13,8224103450
2007-11-14,7955190940
2007-11-15,7968389100
2007-11-16,7897448990
2007-11-19,7780315319
2007-11-20,7841356810
2007-11-21,7781965090
2007-11-23,7872702440
2007-11-26,7699476590
2007-11-27,7844656350
2007-11-28,8059126450
2007-11-29,7937043470
2007-11-30,7927144850
2007-12-03,7917246230
2007-12-04,7920545770
2007-12-05,7974988180
2007-12-06,8088822310
2007-12-07,8113568860
2007-12-10,8143264720
2007-12-11,7905697840
2007-12-12,7958490480
2007-12-13,7971688640
2007-12-14,7846306120
2007-12-17,7772066470
2007-12-18,7828158650
2007-12-19,7768766930
2007-12-20,7786914400
2007-12-21,8029430590
2007-12-24,8069025069
2007-12-26,8012932890
2007-12-27,7824859110
2007-12-28,7762167850
2007-12-31,7638435100
2008-01-02,7430564080
2008-01-03,7420665459
2008-01-04,7153402720
2008-01-07,7209494900
2008-01-08,6980176870
2008-01-09,7160001800
2008-01-10,7089061690
2008-01-11,6975227560
2008-01-14,7122057090
2008-01-15,6924084690
2008-01-16,6892739060
2008-01-17,6770656080
2008-01-18,6646923330
2008-01-22,6643623790
2008-01-23,6704665280
2008-01-24,6633725170
2008-01-25,6721162980
2008-01-28,6858093890
2008-01-29,6981826640
2008-01-30,7107209160
2008-01-31,7247439610
2008-02-01,7456960400
2008-02-04,7341476500
2008-02-05,7270536390
2008-02-06,7361273740
2008-02-07,7430564080
2008-02-08,7346425810
2008-02-11,7428914310
2008-02-12,7438812930
2008-02-13,7549347520
2008-02-14,7397568680
2008-02-15,7432213850
2008-02-19,7153402720
2008-02-20,7136905020
2008-02-21,6940582390
2008-02-22,6976877330
2008-02-25,7028020200
2008-02-26,7011522500
2008-02-27,7084112380
2008-02-28,7047817440
2008-02-29,6805301250
2008-03-03,6841596190
2008-03-04,6833347340
2008-03-05,6722812750
2008-03-06,6641974020
2008-03-07,6627126090
2008-03-10,6476997020
2008-03-11,6585881840
2008-03-12,6569384140
2008-03-13,6508342650
2008-03-14,6458849550
2008-03-17,6475347250
2008-03-18,6615577700
2008-03-19,6604029310
2008-03-20,6686517810
2008-03-24,6790453319
2008-03-25,6739310450
2008-03-26,6656821950
2008-03-27,6547937130
2008-03-28,6567734370
2008-03-31,6572390420
2008-04-01,6807702259
2008-04-02,6779922390
2008-04-03,6757044850
2008-04-04,6871432550
2008-04-07,6868164330
2008-04-08,6792995270
2008-04-09,6709655660
2008-04-10,6765215400
2008-04-11,6647559480
2008-04-14,6585463300
2008-04-15,6676973460
2008-04-16,6866530220
2008-04-17,6884505430
2008-04-18,6944967500
2008-04-21,6819141029
2008-04-22,6701485110
2008-04-23,6801165820
2008-04-24,6904114750
2008-04-25,6971113259
2008-04-28,6956406270
2008-04-29,7034843550
2008-04-30,6938431060
2008-05-01,7147597140
2008-05-02,7127987820
2008-05-05,6993990800
2008-05-06,7186815779
2008-05-07,7038111770
2008-05-08,7075696300
2008-05-09,7069159860
2008-05-12,7136158370
2008-05-13,7165572350
2008-05-14,7317544580
2008-05-15,7431932279
2008-05-16,7379640759
2008-05-19,7420493509
2008-05-20,7351860890
2008-05-21,7301203480
2008-05-22,7330617460
2008-05-23,7181913450
2008-05-27,7229302640
2008-05-28,7165572350
2008-05-29,7219497980
2008-05-30,7191718110
2008-06-02,7113280830
2008-06-03,7118183160
2008-06-04,7078964520
2008-06-05,7085500960
2008-06-06,6843652680
2008-06-09,6966210930
2008-06-10,6976015590
2008-06-11,6761947180
2008-06-12,6843652680
2008-06-13,7052818759
2008-06-16,6993990800
2008-06-17,6948235720
2008-06-18,6858359670
2008-06-19,6933528730
2008-06-20,6791361160
2008-06-23,6690046340
2008-06-24,6678607570
2008-06-25,6699851000
2008-06-26,6559317540
2008-06-27,6523367120
2008-06-30,6412407040
2008-07-01,6415639100
2008-07-02,6355845990
2008-07-03,6376854380
2008-07-07,6352613930
2008-07-08,6428567340
2008-07-09,6292820820
2008-07-10,6224947560
2008-07-11,6119905610
2008-07-14,6123137670
2008-07-15,6158690330
2008-07-16,6433415430
2008-07-17,6514216930
2008-07-18,6501288689
2008-07-21,6501288689
2008-07-22,6553001650
2008-07-23,6596634460
2008-07-24,6509368840
2008-07-25,6494824570
2008-07-28,6393014680
2008-07-29,6501288689
2008-07-30,6520681050
2008-07-31,6481896330
2008-08-01,6454423820
2008-08-04,6491592510
2008-08-05,6667739780
2008-08-06,6717836710
2008-08-07,6538457380
2008-08-08,6927920610
2008-08-11,6979633570
2008-08-12,6914992370
2008-08-13,6864895439
2008-08-14,6926304580
2008-08-15,6924688550
2008-08-18,6932768700
2008-08-19,6827726750
2008-08-20,6797022180
2008-08-21,6818030570
2008-08-22,6902064130
2008-08-25,6788942030
2008-08-26,6788942030
2008-08-27,6861663380
2008-08-28,6936000760
2008-08-29,6855199260
2008-09-02,6887519860
2008-09-03,6826110720
2008-09-04,6706524500
2008-09-05,6722684800
2008-09-08,6860047350
2008-09-09,6795406150
2008-09-10,6808334390
2008-09-11,6850351170
2008-09-12,6818030570
2008-09-15,6748541280
2008-09-16,6834190870
2008-09-17,6617642850
2008-09-18,6680668020
2008-09-19,6818030570
2008-09-22,6625723000
2008-09-23,6611178729
2008-09-24,6575626070
2008-09-25,6701676410
2008-09-26,6725916860
2008-09-29,6501288689
2008-09-30,6410760720
2008-10-01,6337422000
2008-10-02,5946813600
2008-10-03,5836805520
2008-10-06,5706071280
2008-10-07,5503592640
2008-10-08,5675779200
2008-10-09,5162408160
2008-10-10,5248501440
2008-10-13,5484460800
2008-10-14,5307491280
2008-10-15,4975872720
2008-10-16,5313868560
2008-10-17,5398367520
2008-10-20,5631138240
2008-10-21,5486055119
2008-10-22,5506781280
2008-10-23,5443008480
2008-10-24,5285170800
2008-10-27,5240529840
2008-10-28,5771438400
2008-10-29,5957973840
2008-10-30,6021746640
2008-10-31,6273649200
2008-11-03,6343799280
2008-11-04,6362931119
2008-11-05,6120594480
2008-11-06,5820862320
2008-11-07,5962756800
2008-11-10,5884635119
2008-11-11,5733174720
2008-11-12,5739552000
2008-11-13,6044067119
2008-11-14,5731580400
2008-11-17,5722014480
2008-11-18,5876663520
2008-11-19,5779410000
2008-11-20,5720420160
2008-11-21,5930870400
2008-11-24,6222630960
2008-11-25,6243357119
2008-11-26,6323073119
2008-11-28,6241762800
2008-12-01,5844777119
2008-12-02,5859126000
2008-12-03,5932464720
2008-12-04,5887823760
2008-12-05,6128566080
2008-12-08,6370902720
2008-12-09,6259300320
2008-12-10,6321478800
2008-12-11,6111028560
2008-12-12,6144509280
2008-12-15,5796947520
2008-12-16,5930870400
2008-12-17,6085519440
2008-12-18,5972322720
2008-12-19,5914927200
2008-12-22,5784192960
2008-12-23,5803324800
2008-12-24,5795353200
2008-12-26,5761872480
2008-12-29,5677373520
2008-12-30,5969134080
2008-12-31,6036549840
2009-01-02,6278904720
2009-01-05,6159321720
2009-01-06,6058872000
2009-01-07,5862755880
2009-01-08,5958422280
2009-01-09,6001472160
2009-01-12,5830867080
2009-01-13,5805356039
2009-01-14,5803761600
2009-01-15,5827678200
2009-01-16,5886672480
2009-01-20,5677800840
2009-01-21,5550245640
2009-01-22,5430662640
2009-01-23,5129313480
2009-01-26,5009730480
2009-01-27,5044808160
2009-01-28,5279190840
2009-01-29,5151635640
2009-01-30,5105396880
2009-02-02,5062347000
2009-02-03,5201063280
2009-02-04,5221791000
2009-02-05,5328618480
2009-02-06,5365290600
2009-02-09,5472118080
2009-02-10,5427473760
2009-02-11,5285568600
2009-02-12,5328618480
2009-02-13,5285568600
2009-02-17,5047997040
2009-02-18,4783320000
2009-02-19,4709975760
2009-02-20,4601553840
2009-02-23,4488348600
2009-02-24,4623876000
2009-02-25,4662142560
2009-02-26,4496320800
2009-02-27,4486754160
2009-03-02,4298610240
2009-03-03,4384710000
2009-03-04,4312960200
2009-03-05,4128005160
2009-03-06,4073794200
2009-03-09,3995666640
2009-03-10,4217293800
2009-03-11,4245993720
2009-03-12,4298610240
2009-03-13,4400654400
2009-03-16,4402248840
2009-03-17,4534587360
2009-03-18,4635037080
2009-03-19,4560098400
2009-03-20,4434137640
2009-03-23,4749836760
2009-03-24,4824775440
2009-03-25,4829558760
2009-03-26,5001758280
2009-03-27,4877391960
2009-03-30,4738675680
2009-03-31,4763058180
2009-04-01,4850790330
2009-04-02,5112391650
2009-04-03,5139508860
2009-04-06,5090059830
2009-04-07,4908215010
2009-04-08,4908215010
2009-04-09,5120367300
