,MTW
2005-01-14,2158973086
2005-01-18,2182368460
2005-01-19,2183568223
2005-01-20,2123580085
2005-01-21,2087587202
2005-01-24,2057593133
2005-01-25,2099584830
2005-01-26,2102584236
2005-01-27,2130778661
2005-01-28,2102584236
2005-01-31,2183568223
2005-02-01,2219561106
2005-02-02,2249555175
2005-02-03,2232758496
2005-02-04,2281948769
2005-02-07,2284348295
2005-02-08,2331738924
2005-02-09,2303544499
2005-02-10,2309543313
2005-02-11,2309543313
2005-02-14,2342536788
2005-02-15,2336537975
2005-02-16,2376730027
2005-02-17,2350935128
2005-02-18,2331139042
2005-02-22,2313742482
2005-02-23,2350935128
2005-02-24,2404324571
2005-02-25,2451115318
2005-02-28,2471511285
2005-03-01,2520101677
2005-03-02,2511703338
2005-03-03,2513502982
2005-03-04,2533299067
2005-03-07,2523101084
2005-03-08,2515902507
2005-03-09,2492507133
2005-03-10,2495506540
2005-03-11,2532099304
2005-03-14,2493107015
2005-03-15,2513502982
2005-03-16,2525500609
2005-03-17,2529699779
2005-03-18,2534498830
2005-03-21,2513502982
2005-03-22,2497306184
2005-03-23,2455314488
2005-03-24,2475710455
2005-03-28,2462513064
2005-03-29,2383928604
2005-03-30,2419321605
2005-03-31,2431273222
2005-04-01,2461972637
2005-04-04,2435486867
2005-04-05,2425855679
2005-04-06,2420438135
2005-04-07,2423447881
2005-04-08,2392748467
2005-04-11,2355427610
2005-04-12,2362049053
2005-04-13,2316300906
2005-04-14,2250086483
2005-04-15,2205542235
2005-04-18,2178454516
2005-04-19,2191095452
2005-04-20,2268746911
2005-04-21,2323524298
2005-04-22,2294028782
2005-04-25,2341582777
2005-04-26,2353621763
2005-04-27,2351213965
2005-04-28,2419234236
2005-04-29,2407797200
2005-05-02,2467992130
2005-05-03,2441506360
2005-05-04,2498089595
2005-05-05,2498089595
2005-05-06,2510128581
2005-05-09,2523371465
2005-05-10,2409001098
2005-05-11,2437894665
2005-05-12,2343388624
2005-05-13,2302456072
2005-05-16,2370476343
2005-05-17,2402981605
2005-05-18,2389738721
2005-05-19,2396962112
2005-05-20,2371680242
2005-05-23,2452943397
2005-05-24,2416826439
2005-05-25,2366262698
2005-05-26,2422243983
2005-05-27,2413214743
2005-05-31,2439700512
2005-06-01,2434884918
2005-06-02,2444516107
2005-06-03,2409603047
2005-06-06,2398767960
2005-06-07,2434282969
2005-06-08,2439098563
2005-06-09,2500497392
2005-06-10,2492070102
2005-06-13,2507118834
2005-06-14,2554672829
2005-06-15,2489060355
2005-06-16,2516148074
2005-06-17,2546245539
2005-06-20,2542633843
2005-06-21,2541429944
2005-06-22,2525177313
2005-06-23,2440904411
2005-06-24,2415622540
2005-06-27,2401175757
2005-06-28,2471001876
2005-06-29,2480031116
2005-06-30,2479276283
2005-07-01,2530650852
2005-07-05,2559057967
2005-07-06,2535486106
2005-07-07,2559662374
2005-07-08,2620707451
2005-07-11,2632191178
2005-07-12,2629169145
2005-07-13,2598948810
2005-07-14,2638235245
2005-07-15,2641257279
2005-07-18,2647301346
2005-07-19,2698675915
2005-07-20,2731918284
2005-07-21,2722852183
2005-07-22,2795985394
2005-07-25,2751863705
2005-07-26,2745819638
2005-07-27,2724665403
2005-07-28,2803238274
2005-07-29,2759116585
2005-08-01,2783897260
2005-08-02,2828018949
2005-08-03,2795380987
2005-08-04,2794172174
2005-08-05,2789336920
2005-08-08,2768787092
2005-08-09,2773017939
2005-08-10,2794776580
2005-08-11,2818952848
2005-08-12,2780270820
2005-08-15,2797194207
2005-08-16,2769391499
2005-08-17,2773622346
2005-08-18,2740379977
2005-08-19,2765160652
2005-08-22,2829227762
2005-08-23,2815930815
2005-08-24,2795985394
2005-08-25,2817744035
2005-08-26,2773017939
2005-08-29,2747028451
2005-08-30,2747028451
2005-08-31,2816535222
2005-09-01,2834667423
2005-09-02,2824392509
2005-09-06,2858239284
2005-09-07,2864283351
2005-09-08,2818952848
2005-09-09,2858843691
2005-09-12,2879997925
2005-09-13,2867909791
2005-09-14,2854008437
2005-09-15,2847964370
2005-09-16,2888459619
2005-09-19,2840107083
2005-09-20,2843733523
2005-09-21,2768182686
2005-09-22,2771204719
2005-09-23,2855821657
2005-09-26,2918075547
2005-09-27,2980933844
2005-09-28,2882415552
2005-09-29,2994835198
2005-09-30,3062058622
2005-10-03,3084605123
2005-10-04,3047433864
2005-10-05,2934701358
2005-10-06,2920685965
2005-10-07,2968216427
2005-10-10,2934091993
2005-10-11,2931045169
2005-10-12,3087042583
2005-10-13,3049261959
2005-10-14,3163213195
2005-10-17,3193072076
2005-10-18,3122995112
2005-10-19,3156510182
2005-10-20,3101057976
2005-10-21,3023668633
2005-10-24,3151635262
2005-10-25,3106542260
2005-10-26,3199775089
2005-10-27,3110807814
2005-10-28,3228415240
2005-10-31,3242430632
2005-11-01,3138229235
2005-11-02,3194290805
2005-11-03,3028543553
2005-11-04,2967607063
2005-11-07,2900576924
2005-11-08,2854265191
2005-11-09,2897530099
2005-11-10,2938357547
2005-11-11,2861577570
2005-11-14,2869499314
2005-11-15,2846343447
2005-11-16,2881077247
2005-11-17,2991372294
2005-11-18,2932873263
2005-11-21,2981013090
2005-11-22,3055964973
2005-11-23,3095573692
2005-11-25,3077292745
2005-11-28,3013309430
2005-11-29,3013918795
2005-11-30,3052918149
2005-12-01,3180884778
2005-12-02,3188197156
2005-12-05,3140666694
2005-12-06,3193681440
2005-12-07,3164431925
2005-12-08,3119948288
2005-12-09,3107760990
2005-12-12,3115073368
2005-12-13,3169916209
2005-12-14,3175400493
2005-12-15,3089480043
2005-12-16,3069371001
2005-12-19,3065714811
2005-12-20,3121776382
2005-12-21,3148588438
2005-12-22,3176619223
2005-12-23,3177228588
2005-12-27,3132135586
2005-12-28,3144322884
2005-12-29,3108979719
2005-12-30,3060230527
2006-01-03,3133354315
2006-01-04,3245477457
2006-01-05,3260102215
2006-01-06,3324694894
2006-01-09,3353335044
2006-01-10,3372834721
2006-01-11,3576971963
2006-01-12,3622064965
2006-01-13,3656189400
2006-01-17,3631205439
2006-01-18,3649486386
2006-01-19,3726266363
2006-01-20,3671423522
2006-01-23,3639736547
2006-01-24,3745766040
2006-01-25,3695798118
2006-01-26,3828639666
2006-01-27,3918216307
2006-01-30,4034605002
2006-01-31,4052276585
2006-02-01,4096150857
2006-02-02,3924309956
2006-02-03,4154040523
2006-02-06,4387427280
2006-02-07,4175977659
2006-02-08,4149774968
2006-02-09,4214977013
2006-02-10,4211320823
2006-02-13,4176587024
2006-02-14,4356959035
2006-02-15,4505644070
2006-02-16,4500159786
2006-02-17,4530018666
2006-02-21,4521487558
2006-02-22,4514175179
2006-02-23,4442270121
2006-02-24,4563533736
2006-02-27,4686625445
2006-02-28,4696375284
2006-03-01,4821295088
2006-03-02,4673828783
2006-03-03,4720140515
2006-03-06,4643969902
2006-03-07,4556830722
2006-03-08,4500159786
2006-03-09,4429473458
2006-03-10,4459941703
2006-03-13,4571455479
2006-03-14,4692109730
2006-03-15,4767670977
2006-03-16,4844450955
2006-03-17,4782905100
2006-03-20,4784123829
2006-03-21,4673828783
2006-03-22,4835310481
2006-03-23,4762186693
2006-03-24,4829216832
2006-03-27,4987651706
2006-03-28,5545220590
2006-03-29,5717061491
2006-03-30,5584829308
2006-03-31,2798609714
2006-04-03,2879359506
2006-04-04,2889184576
2006-04-05,2887649409
2006-04-06,2916203518
2006-04-07,2866157069
2006-04-10,2845278795
2006-04-11,2752861733
2006-04-12,2854182765
2006-04-13,2851112430
2006-04-17,2886728308
2006-04-18,3104107977
2006-04-19,3164286529
2006-04-20,3089370372
2006-04-21,3128670651
2006-04-24,3079545302
2006-04-25,3028577753
2006-04-26,3331312715
2006-04-27,3112090846
2006-04-28,3045157558
2006-05-01,3128670651
2006-05-02,3193147672
2006-05-03,3205429009
2006-05-04,3237974552
2006-05-05,3356489456
2006-05-08,3288942102
2006-05-09,3365086392
2006-05-10,3325786113
2006-05-11,3267449762
2006-05-12,3131740986
2006-05-15,3070334300
2006-05-16,3124986250
2006-05-17,2967171067
2006-05-18,2904536247
2006-05-19,2821637221
2006-05-22,2746721064
2006-05-23,2838217026
2006-05-24,2805057416
2006-05-25,2846813962
2006-05-26,2849270230
2006-05-30,2756546134
2006-05-31,2824093489
2006-06-01,2924186387
2006-06-02,2899009646
2006-06-05,2719088056
2006-06-06,2483900448
2006-06-07,2496795852
2006-06-08,2350033873
2006-06-09,2335910335
2006-06-12,2192218690
2006-06-13,2189148355
2006-06-14,2303978858
2006-06-15,2475917579
2006-06-16,2330383733
2006-06-19,2276345850
2006-06-20,2242572172
2006-06-21,2304592925
2006-06-22,2268362980
2006-06-23,2315032062
2006-06-26,2335296268
2006-06-27,2262836379
2006-06-28,2227220501
2006-06-29,2488812983
2006-06-30,5480407557
2006-07-03,5528438095
2006-07-05,5525974990
2006-07-06,5646667112
2006-07-07,5572773976
2006-07-10,5665140396
2006-07-11,5505038602
2006-07-12,5314148001
2006-07-13,5106015669
2006-07-14,4672509274
2006-07-17,4612163213
2006-07-18,4642952020
2006-07-19,4812906232
2006-07-20,4533343869
2006-07-21,4535806973
2006-07-24,4723002917
2006-07-25,4772265007
2006-07-26,4649109781
2006-07-27,4608468556
2006-07-28,4753791723
2006-07-31,4835074172
2006-08-01,4759949484
2006-08-02,4889262472
2006-08-03,5081384624
2006-08-04,4895420233
2006-08-07,4956997846
2006-08-08,5194687432
2006-08-09,4868326083
2006-08-10,4993944414
2006-08-11,4894188681
2006-08-14,4915125069
2006-08-15,5246412627
2006-08-16,5545679826
2006-08-17,5522280333
2006-08-18,5565384662
2006-08-21,5437303227
2006-08-22,5455776511
2006-08-23,5356020778
2006-08-24,5242717970
2006-08-25,5356020778
2006-08-28,5367104749
2006-08-29,5338779047
2006-08-30,5223013134
2006-08-31,5443460989
2006-09-01,5423756153
2006-09-05,5610952096
2006-09-06,5618341410
2006-09-07,5591247260
2006-09-08,5458239616
2006-09-11,5248875732
2006-09-12,5392967346
2006-09-13,5620804514
2006-09-14,5455776511
2006-09-15,5509964811
2006-09-18,5682382127
2006-09-19,5591247260
2006-09-20,5591247260
2006-09-21,5444692541
2006-09-22,5324000419
2006-09-25,5519817229
2006-09-26,5630656932
2006-09-27,5586321051
2006-09-28,5591247260
2006-09-29,5516122572
2006-10-02,2820216132
2006-10-03,2836349381
2006-10-04,2869236390
2006-10-05,3003266464
2006-10-06,3028086848
2006-10-09,3083932712
2006-10-10,3102548000
2006-10-11,3041117549
2006-10-12,3182593738
2006-10-13,3135435008
2006-10-16,3230372977
2006-10-17,3213619218
2006-10-18,3127988893
2006-10-19,3145983672
2006-10-20,2978446080
2006-10-23,3021881752
2006-10-24,2993958820
2006-10-25,3373710695
2006-10-26,3345167253
2006-10-27,3280634255
2006-10-30,3381777320
2006-10-31,3405356684
2006-11-01,3285598332
2006-11-02,3273188140
2006-11-03,3270085592
2006-11-06,3353854388
2006-11-07,3300490562
2006-11-08,3382397829
2006-11-09,3393567002
2006-11-10,3338962157
2006-11-13,3360679993
2006-11-14,3412182290
2006-11-15,3506499749
2006-11-16,3422110444
2006-11-17,3444448789
2006-11-20,3533802172
2006-11-21,3644873390
2006-11-22,3646114409
2006-11-24,3655422053
2006-11-27,3572273767
2006-11-28,3462443568
2006-11-29,3718093523
2006-11-30,3737949830
2006-12-01,3650457976
2006-12-04,3695755177
2006-12-05,3857708183
2006-12-06,3835369837
2006-12-07,3788831617
2006-12-08,3826682703
2006-12-11,3845297991
2006-12-12,3705683331
2006-12-13,3683344985
2006-12-14,3727401167
2006-12-15,3677760399
2006-12-18,3640529823
2006-12-19,3656042563
2006-12-20,3657283582
2006-12-21,3667832245
2006-12-22,3598955680
2006-12-26,3648596448
2006-12-27,3714990975
2006-12-28,3662868168
2006-12-29,3687688552
2007-01-03,6986938208
2007-01-04,6864077305
2007-01-05,6928610305
2007-01-08,7012999612
2007-01-09,7125932361
2007-01-10,7057676304
2007-01-11,7216526764
2007-01-12,7309603205
2007-01-16,7220249821
2007-01-17,7179296187
2007-01-18,7031614900
2007-01-19,7041543054
2007-01-22,6911236036
2007-01-23,7210321668
2007-01-24,7247552244
2007-01-25,7269890590
2007-01-26,7243829187
2007-01-29,7092424842
2007-01-30,7228936956
2007-01-31,6435925674
2007-02-01,6702744807
2007-02-02,6825605710
2007-02-05,6839256921
2007-02-06,6970804958
2007-02-07,7040302035
2007-02-08,6950948651
2007-02-09,6893861767
2007-02-12,7017963689
2007-02-13,7148270707
2007-02-14,7417571877
2007-02-15,7590073549
2007-02-16,7689355087
2007-02-20,7806010893
2007-02-21,8060419833
2007-02-22,7874266950
2007-02-23,7880472047
2007-02-26,7678185914
2007-02-27,7325736455
2007-02-28,7278577725
2007-03-01,7266167533
2007-03-02,7063881400
2007-03-05,6880210555
2007-03-06,6981974131
2007-03-07,7073809554
2007-03-08,7094906880
2007-03-09,7067604457
2007-03-12,7046507131
2007-03-13,6878969536
2007-03-14,6746180479
2007-03-15,6883933613
2007-03-16,7402679647
2007-03-19,7576422338
2007-03-20,7627304126
2007-03-21,7662052664
2007-03-22,7657088587
2007-03-23,7694319164
2007-03-26,7674462856
2007-03-27,7755129105
2007-03-28,7885436123
2007-03-29,7927630777
2007-03-30,7884195104
2007-04-02,3994981110
2007-04-03,4016201131
2007-04-04,4055520583
2007-04-05,4021818196
2007-04-09,4018073486
2007-04-10,4029307615
2007-04-11,4046782927
2007-04-12,4134783605
2007-04-13,4111067110
2007-04-16,4219039572
2007-04-17,4230897820
2007-04-18,4154755389
2007-04-19,4149138325
2007-04-20,4192202486
2007-04-23,4296430239
2007-04-24,4288316701
2007-04-25,4303295540
2007-04-26,4241507830
2007-04-27,4368827960
2007-04-30,4258359024
2007-05-01,4498644562
2007-05-02,4569794046
2007-05-03,4621595863
2007-05-04,4627212927
2007-05-07,4590389949
2007-05-08,4596007013
2007-05-09,4744547164
2007-05-10,4676518272
2007-05-11,4774504842
2007-05-14,4806334874
2007-05-15,4738305981
2007-05-16,4699610648
2007-05-17,4655298250
2007-05-18,4671525325
2007-05-21,4734561272
2007-05-22,4715213605
2007-05-23,4650929422
2007-05-24,4549822261
2007-05-25,4675894153
2007-05-29,4691497110
2007-05-30,4775128960
2007-05-31,4729568325
2007-06-01,4868122584
2007-06-04,4851271390
2007-06-05,4774504842
2007-06-06,4671525325
2007-06-07,4571042282
2007-06-08,4609113497
2007-06-11,4722703024
2007-06-12,4796973100
2007-06-13,4813200175
2007-06-14,4928662057
2007-06-15,5017286852
2007-06-18,5164578767
2007-06-19,5139614035
2007-06-20,5081571035
2007-06-21,5153344637
2007-06-22,5188295261
2007-06-25,5185174670
2007-06-26,4980463874
2007-06-27,4932406766
2007-06-28,4927413820
2007-06-29,5016662734
2007-07-02,5202928801
2007-07-03,5226086310
2007-07-05,5338744458
2007-07-06,5315586949
2007-07-09,5287422412
2007-07-10,5158491421
2007-07-11,5261761390
2007-07-12,5291177684
2007-07-13,5326852764
2007-07-16,5418231040
2007-07-17,5343751486
2007-07-18,5204806437
2007-07-19,5224208674
2007-07-20,5132204520
2007-07-23,5136585670
2007-07-24,5023927522
2007-07-25,4841170971
2007-07-26,4597078317
2007-07-27,4567662022
2007-07-30,4760432631
2007-07-31,4861199086
2007-08-01,4878723687
2007-08-02,4852436785
2007-08-03,4669054356
2007-08-06,4700348286
2007-08-07,4612725282
2007-08-08,4428091095
2007-08-09,4381776078
2007-08-10,4656536784
2007-08-13,4795481833
2007-08-14,4697844771
2007-08-15,4503196527
2007-08-16,4331079912
2007-08-17,4534490457
2007-08-20,4616480553
2007-08-21,4583934866
2007-08-22,4759180874
2007-08-23,4692211864
2007-08-24,4843674485
2007-08-27,4769820810
2007-08-28,4647148605
2007-08-29,4649026240
2007-08-30,4856192057
2007-08-31,4975108991
2007-09-04,4978864263
2007-09-05,5033315701
2007-09-06,5073371931
2007-09-07,4968850205
2007-09-10,4852436785
2007-09-11,5067113145
2007-09-12,4896874166
2007-09-13,4899377680
2007-09-14,4971979598
2007-09-17,4989504199
2007-09-18,5238603882
2007-09-19,5518997494
2007-09-20,5470178964
2007-09-21,5555298453
2007-09-24,5422612190
2007-09-25,5380052445
2007-09-26,5417605161
2007-09-27,5564060754
2007-09-28,5542780881
2007-10-01,5909263752
2007-10-02,5950754327
2007-10-03,5733243129
2007-10-04,5852685694
2007-10-05,6018647995
2007-10-08,6184610297
2007-10-09,6141862431
2007-10-10,6041279218
2007-10-11,5909263752
2007-10-12,5939438715
2007-10-15,5852685694
2007-10-16,5748330611
2007-10-17,5828797181
2007-10-18,5740786870
2007-10-19,5387488335
2007-10-22,5447838263
2007-10-23,5572309989
2007-10-24,5545906895
2007-10-25,5451610133
2007-10-26,5770961834
2007-10-29,6014876125
2007-10-30,5939438715
2007-10-31,6193411328
2007-11-01,5504416320
2007-11-02,5748330611
2007-11-05,5566023538
2007-11-06,5843884663
2007-11-07,5421435169
2007-11-08,5268045770
2007-11-09,5278104091
2007-11-12,4882057691
2007-11-13,5188836490
2007-11-14,5137287593
2007-11-15,4966296132
2007-11-16,5006529417
2007-11-19,4880800401
2007-11-20,4902174333
2007-11-21,4819193183
2007-11-23,4953723230
2007-11-26,4973839872
2007-11-27,5066879344
2007-11-28,5280618672
2007-11-29,5295706153
2007-11-30,5513217351
2007-12-03,5436522651
2007-12-04,5384973755
2007-12-05,5500644450
2007-12-06,5640203657
2007-12-07,5670378621
2007-12-10,5793593057
2007-12-11,5475498646
2007-12-12,6017390705
2007-12-13,6144377011
2007-12-14,6048822959
2007-12-17,5770961834
2007-12-18,5837598212
2007-12-19,5910521042
2007-12-20,6022419866
2007-12-21,6038764638
2007-12-24,6409665235
2007-12-26,6297766411
2007-12-27,6123003079
2007-12-28,6172037395
2007-12-31,6326924975
2008-01-02,6089811056
2008-01-03,6047052808
2008-01-04,5759406413
2008-01-07,5655750055
2008-01-08,5387539227
2008-01-09,5344780980
2008-01-10,5377173592
2008-01-11,5184113624
2008-01-14,5555980810
2008-01-15,5233350394
2008-01-16,4950886818
2008-01-17,4474067569
2008-01-18,4612707948
2008-01-22,4502573068
2008-01-23,4554401247
2008-01-24,4611412244
2008-01-25,4713772898
2008-01-28,4810950734
2008-01-29,4799289393
2008-01-30,4648987674
2008-01-31,4927564137
2008-02-01,5075274448
2008-02-04,5070091630
2008-02-05,4910719979
2008-02-06,4914607092
2008-02-07,4944408295
2008-02-08,4962548158
2008-02-11,5046768949
2008-02-12,4981983725
2008-02-13,5226871872
2008-02-14,5092118606
2008-02-15,5070091630
2008-02-19,5093414310
2008-02-20,5211323418
2008-02-21,5276108642
2008-02-22,5305909845
2008-02-25,5452324451
2008-02-26,5486012768
2008-02-27,5587077717
2008-02-28,5486012768
2008-02-29,5278700051
2008-03-03,5410861908
2008-03-04,5216506236
2008-03-05,5351985096
2008-03-06,5273517233
2008-03-07,5053247472
2008-03-10,4927564137
2008-03-11,5466577201
2008-03-12,5344780980
2008-03-13,5409566204
2008-03-14,5239828917
2008-03-17,5037699018
2008-03-18,5203549191
2008-03-19,4923677024
2008-03-20,4983279430
2008-03-24,5184113624
2008-03-25,5292952800
2008-03-26,5321458299
2008-03-27,5169860875
2008-03-28,5250194552
2008-03-31,5300069164
2008-04-01,5596249500
2008-04-02,5561175513
2008-04-03,5736545448
2008-04-04,5828777044
2008-04-07,5811889569
2008-04-08,5750834851
2008-04-09,5489728502
2008-04-10,5455953552
2008-04-11,5263696141
2008-04-14,5151978996
2008-04-15,4683026798
2008-04-16,4818126601
2008-04-17,4857097697
2008-04-18,5125998265
2008-04-21,5102615607
2008-04-22,4925946635
2008-04-23,4851901551
2008-04-24,5042859925
2008-04-25,5046757035
2008-04-28,5255901921
2008-04-29,5066242584
2008-04-30,4912956269
2008-05-01,5029869560
2008-05-02,5140287667
2008-05-05,5114306936
2008-05-06,5109110790
2008-05-07,4989599426
2008-05-08,5235117336
2008-05-09,5302667237
2008-05-12,5479336210
2008-05-13,5570268769
2008-05-14,5271490360
2008-05-15,5288377835
2008-05-16,5303966274
2008-05-19,5101316571
2008-05-20,5220827934
2008-05-21,5096120424
2008-05-22,5131194412
2008-05-23,5067541620
2008-05-27,5066242584
2008-05-28,5146782850
2008-05-29,5098718498
2008-05-30,5053252218
2008-06-02,5196146240
2008-06-03,5327348932
2008-06-04,5327348932
2008-06-05,5500120795
2008-06-06,5527400562
2008-06-09,5478037173
2008-06-10,5418281491
2008-06-11,5207837569
2008-06-12,5080531986
2008-06-13,5153278033
2008-06-16,5150679960
2008-06-17,5068840657
2008-06-18,5015580158
2008-06-19,5051953181
2008-06-20,4858396734
2008-06-23,4914255306
2008-06-24,4758370919
2008-06-25,4776557431
2008-06-26,4437508888
2008-06-27,4181598686
2008-06-30,4231851772
2008-07-01,4103061939
2008-07-02,3750516034
2008-07-03,3587902609
2008-07-07,3694577016
2008-07-08,3577495350
2008-07-09,3399271036
2008-07-10,3546273572
2008-07-11,3442200980
2008-07-14,3447404610
2008-07-15,3357641999
2008-07-16,3477325480
2008-07-17,3655549794
2008-07-18,3578796257
2008-07-21,3589203516
2008-07-22,3544972665
2008-07-23,3690674293
2008-07-24,3639938905
2008-07-25,3780436904
2008-07-28,3770029645
2008-07-29,3568388998
2008-07-30,3515051794
2008-07-31,3429191906
2008-08-01,3340730203
2008-08-04,2995989742
2008-08-05,3097460519
2008-08-06,3161204982
2008-08-07,3033716056
2008-08-08,3144293185
2008-08-11,3132585019
2008-08-12,3048026038
2008-08-13,2995989742
2008-08-14,3107867778
2008-08-15,3247064870
2008-08-18,3185922222
2008-08-19,3154700445
2008-08-20,3172913148
2008-08-21,3165107704
2008-08-22,3178116778
2008-08-25,3188524037
2008-08-26,3215843092
2008-08-27,3304304796
2008-08-28,3331623851
2008-08-29,3275684833
2008-09-02,3200232204
2008-09-03,3076646001
2008-09-04,2864598094
2008-09-05,2802154539
2008-09-08,2765729132
2008-09-09,2607018429
2008-09-10,2607018429
2008-09-11,2731905540
2008-09-12,2725401003
2008-09-15,2519857633
2008-09-16,2577097559
2008-09-17,2368952375
2008-09-18,2366350560
2008-09-19,2458714986
2008-09-22,2384563264
2008-09-23,2328624246
2008-09-24,2275287042
2008-09-25,2328624246
2008-09-26,2307809727
2008-09-29,2020309192
2008-09-30,2023919082
2008-10-01,2022617526
2008-10-02,1824781063
2008-10-03,1720656608
2008-10-06,1669895937
2008-10-07,1572279261
2008-10-08,1660785047
2008-10-09,1633452378
2008-10-10,1594405708
2008-10-13,1876843290
2008-10-14,1839098175
2008-10-15,1526724812
2008-10-16,1586596373
2008-10-17,1547549703
2008-10-20,1594405708
2008-10-21,1464250140
2008-10-22,1319777459
2008-10-23,1262509009
2008-10-24,1163590777
2008-10-27,1193526558
2008-10-28,1365331908
2008-10-29,1103719216
2008-10-30,1388759910
2008-10-31,1283333900
2008-11-03,1301555680
2008-11-04,1308063458
2008-11-05,1223462339
2008-11-06,1132353441
2008-11-07,1175304779
2008-11-10,1119337884
2008-11-11,1065974101
2008-11-12,973563648
2008-11-13,1000896317
2008-11-14,900676530
2008-11-17,861629860
2008-11-18,790044297
2008-11-19,711950956
2008-11-20,600017168
2008-11-21,629952949
2008-11-24,804361410
2008-11-25,765314739
2008-11-26,938421645
2008-11-28,1025625875
2008-12-01,851217414
2008-12-02,965754314
2008-12-03,942326312
2008-12-04,864232971
2008-12-05,969658981
2008-12-08,1145368998
2008-12-09,1154479888
2008-12-10,1285937011
2008-12-11,1166193889
2008-12-12,1190923447
2008-12-15,1124544107
2008-12-16,1187018780
2008-12-17,1205240559
2008-12-18,1150575221
2008-12-19,1138861220
2008-12-22,1059466323
2008-12-23,1065974101
2008-12-24,1055561656
2008-12-26,1078989658
2008-12-29,1037339876
2008-12-30,1071180324
2008-12-31,1127180265
2009-01-02,1235212554
2009-01-05,1280768338
2009-01-06,1326324122
2009-01-07,1236514148
2009-01-08,1092037231
2009-01-09,1056894198
2009-01-12,925433220
2009-01-13,955369878
2009-01-14,892893374
2009-01-15,885083811
2009-01-16,905909312
2009-01-20,806988180
2009-01-21,894194968
2009-01-22,830416869
2009-01-23,838226432
2009-01-26,808289774
2009-01-27,840829620
2009-01-28,890290186
2009-01-29,769241959
2009-01-30,715876612
2009-02-02,659908076
2009-02-03,644288950
2009-02-04,648193732
2009-02-05,679431984
2009-02-06,728892550
2009-02-09,717178205
2009-02-10,672924015
2009-02-11,682035172
2009-02-12,663812858
2009-02-13,648193732
2009-02-17,622161855
2009-02-18,603939541
2009-02-19,575304477
2009-02-20,554478975
2009-02-23,520637536
2009-02-24,574002883
2009-02-25,533653474
2009-02-26,520637536
2009-02-27,533653474
2009-03-02,454256250
2009-03-03,350128742
2009-03-04,356636712
2009-03-05,321493678
2009-03-06,314985709
2009-03-09,322795272
2009-03-10,374859025
2009-03-11,410002059
2009-03-12,454256250
2009-03-13,469875376
2009-03-16,505018409
2009-03-17,538859849
2009-03-18,567494914
2009-03-19,566193320
2009-03-20,523240723
2009-03-23,603939541
2009-03-24,587018821
2009-03-25,581812446
2009-03-26,629971418
2009-03-27,600034760
2009-03-30,399589308
2009-03-31,425635351
2009-04-01,462081191
2009-04-02,507638492
2009-04-03,531067961
2009-04-06,532369598
2009-04-07,510241766
2009-04-08,449064820
2009-04-09,559703978
2009-04-13,594848182
2009-04-14,551894155
2009-04-15,588339996
2009-04-16,633897296
2009-04-17,633897296
2009-04-20,561005615
2009-04-21,624785836
2009-04-22,640405482
2009-04-23,639103845
2009-04-24,684661146
2009-04-27,665136588
2009-04-28,657326765
2009-04-29,717202075
2009-04-30,774474110
2009-05-01,844762516
2009-05-04,899431277
2009-05-05,926765657
2009-05-06,973624595
2009-05-07,924162383
2009-05-08,1013975347
2009-05-11,894224728
2009-05-12,807015039
2009-05-13,715900438
2009-05-14,731520083
2009-05-15,702884066
2009-05-18,808316676
2009-05-19,823936322
2009-05-20,836952693
2009-05-21,791395393
2009-05-22,787490481
2009-05-26,827841233
2009-05-27,800506853
2009-05-28,814824862
2009-05-29,848667428
2009-06-01,920257472
2009-06-02,891621454
2009-06-03,839555968
2009-06-04,889018180
2009-06-05,894224728
2009-06-08,855175614
2009-06-09,859080525
2009-06-10,848667428
2009-06-11,836952693
2009-06-12,827841233
2009-06-15,803110127
2009-06-16,793998667
2009-06-17,743234818
2009-06-18,751044641
2009-06-19,757552827
2009-06-22,674248048
2009-06-23,666438225
2009-06-24,689867694
2009-06-25,709392252
2009-06-26,688566057
2009-06-29,708090615
2009-06-30,685298700
2009-07-01,710052835
2009-07-02,667058810
2009-07-06,639698976
2009-07-07,592796404
2009-07-08,575859364
2009-07-09,584979308
2009-07-10,571950816
2009-07-13,595402102
2009-07-14,598007801
2009-07-15,643607524
2009-07-16,657938866
2009-07-17,655333167
2009-07-20,699630041
2009-07-21,693115795
2009-07-22,725687026
2009-07-23,794738036
2009-07-24,850760553
2009-07-27,855971950
2009-07-28,767378202
2009-07-29,729595574
2009-07-30,776498147
2009-07-31,805160830
2009-08-03,845549156
2009-08-04,874211840
2009-08-05,885937483
2009-08-06,845549156
2009-08-07,889846030
2009-08-10,902874523
2009-08-11,884634633
2009-08-12,891148880
2009-08-13,914600166
2009-08-14,889846030
2009-08-17,807766528
2009-08-18,867697593
2009-08-19,859880498
2009-08-20,874211840
2009-08-21,897663126
2009-08-24,892451729
2009-08-25,848154855
2009-08-26,859880498
2009-08-27,883331784
2009-08-28,874211840
2009-08-31,865091895
2009-09-01,803857981
2009-09-02,826006418
2009-09-03,846852006
2009-09-04,892451729
2009-09-08,969319834
2009-09-09,1026645201
2009-09-10,1102210457
2009-09-11,1147810180
2009-09-14,1179078562
2009-09-15,1227283984
2009-09-16,1344540415
2009-09-17,1289820747
2009-09-18,1297637843
2009-09-21,1268975159
2009-09-22,1361477455
2009-09-23,1340631867
