,ETR
2013-11-20,11204625697
2013-11-21,11213542318
2013-11-22,11151125972
2013-11-25,11149342648
2013-11-26,11056609792
2013-11-27,11012026688
2013-11-29,11036993226
2013-12-02,11106542868
2013-12-03,11051259819
2013-12-04,11085142978
2013-12-05,11099409571
2013-12-06,11236725532
2013-12-09,11127942758
2013-12-10,10931777100
2013-12-11,10851527513
2013-12-12,10917510507
2013-12-13,10913943859
2013-12-16,11036993226
2013-12-17,10994193446
2013-12-18,11094059599
2013-12-19,10978143528
2013-12-20,11143992675
2013-12-23,11152909296
2013-12-24,11186792455
2013-12-26,11122592785
2013-12-27,11204625697
2013-12-30,11292008581
2013-12-31,11312538640
2014-01-02,11056857745
2014-01-03,10912031503
2014-01-06,10847664285
2014-01-07,10951367026
2014-01-08,10879847894
2014-01-09,10820844611
2014-01-10,10917395438
2014-01-13,10838724393
2014-01-14,10931699265
2014-01-15,10935275221
2014-01-16,10974610744
2014-01-17,11015734244
2014-01-21,11083677419
2014-01-22,11005006374
2014-01-23,11033614027
2014-01-24,10956730961
2014-01-27,10958518939
2014-01-28,10928123308
2014-01-29,11003218396
2014-01-30,11294658857
2014-01-31,11269627161
2014-02-03,11214199834
2014-02-04,11169500377
2014-02-05,11189168138
2014-02-06,11398361598
2014-02-07,11364390011
2014-02-10,11371541924
2014-02-11,11189168138
2014-02-12,11364390011
2014-02-13,11519944122
2014-02-14,11530671992
2014-02-18,11605767080
2014-02-19,11525308057
2014-02-20,11630798776
2014-02-21,11523520079
2014-02-24,11464516795
2014-02-25,11462728817
2014-02-26,11455576904
2014-02-27,11400149577
2014-02-28,11410877446
2014-03-03,11314326619
2014-03-04,11342934271
2014-03-05,11269627161
2014-03-06,11153408573
2014-03-07,11185592182
2014-03-10,11130164855
2014-03-11,11140892724
2014-03-12,11264263227
2014-03-13,11518156144
2014-03-14,11546763796
2014-03-17,11657618450
2014-03-18,11623646863
2014-03-19,11544975818
2014-03-20,11577159427
2014-03-21,11806020648
2014-03-24,11813172562
2014-03-25,11816748518
2014-03-26,11759533213
2014-03-27,11907935411
2014-03-28,11916875302
2014-03-31,11989821785
2014-04-01,12027486147
2014-04-02,12036453852
2014-04-03,12214014414
2014-04-04,12387987894
2014-04-07,12400542681
2014-04-08,12588864489
2014-04-09,12605006358
2014-04-10,12572722620
2014-04-11,12617561146
2014-04-14,12725173607
2014-04-15,12908114792
2014-04-16,12915288957
2014-04-17,12780773379
2014-04-21,12748489641
2014-04-22,12737728395
2014-04-23,12737728395
2014-04-24,12809470036
2014-04-25,12884798759
2014-04-28,13060565780
2014-04-29,13073120567
2014-04-30,13003172467
2014-05-01,13085675354
2014-05-02,12956540400
2014-05-05,13116165552
2014-05-06,13116165552
2014-05-07,13480254381
2014-05-08,13413893363
2014-05-09,13381609624
2014-05-12,13340358181
2014-05-13,13166384701
2014-05-14,13320629229
2014-05-15,13324216311
2014-05-16,13365467755
2014-05-19,13119752634
2014-05-20,13180733029
2014-05-21,13209429685
2014-05-22,13279377786
2014-05-23,13282964868
2014-05-27,13291932573
2014-05-28,13383403165
2014-05-29,13546615399
2014-05-30,13526886448
2014-06-02,13589660384
2014-06-03,13670369730
2014-06-04,13740317830
2014-06-05,14099026036
2014-06-06,14063155216
2014-06-09,14113374365
2014-06-10,14039839182
2014-06-11,13885594654
2014-06-12,13962716918
2014-06-13,14025490854
2014-06-16,14170767678
2014-06-17,14082884167
2014-06-18,14378818437
2014-06-19,14490017981
2014-06-20,14497192145
2014-06-23,14445179455
2014-06-24,14429037586
2014-06-25,14558172540
2014-06-26,14502572768
2014-06-27,14559966081
2014-06-30,14744190400
2014-07-01,14602298447
2014-07-02,14128127870
2014-07-03,13824586856
2014-07-07,14081429252
2014-07-08,14094001957
2014-07-09,14004196923
2014-07-10,14135312272
2014-07-11,14013177427
2014-07-14,13865897172
2014-07-15,13925168494
2014-07-16,14000604722
2014-07-17,13698859810
2014-07-18,13869489373
2014-07-21,13892838682
2014-07-22,13650365092
2014-07-23,13585705467
2014-07-24,13713228615
2014-07-25,13556967857
2014-07-28,13713228615
2014-07-29,13468958924
2014-07-30,13319882568
2014-07-31,13081001179
2014-08-01,13109738790
2014-08-04,13009157152
2014-08-05,12953478032
2014-08-06,12719984944
2014-08-07,12854692495
2014-08-08,13054059669
2014-08-11,13030710360
2014-08-12,12827750985
2014-08-13,12917556018
2014-08-14,13113330991
2014-08-15,13079205078
2014-08-18,13066632374
2014-08-19,13283960555
2014-08-20,13490512132
2014-08-21,13438425212
2014-08-22,13393522696
2014-08-25,13574928863
2014-08-26,13375561689
2014-08-27,13556967857
2014-08-28,13709636414
2014-08-29,13903615286
2014-09-02,13718616917
2014-09-03,13855120568
2014-09-04,13804829749
2014-09-05,13903615286
2014-09-08,13713228615
2014-09-09,13673714400
2014-09-10,13679102702
2014-09-11,13840751763
2014-09-12,13556967857
2014-09-15,13641384588
2014-09-16,13831771259
2014-09-17,13743762326
2014-09-18,13621627481
2014-09-19,13797645346
2014-09-22,13828179058
2014-09-23,13741966226
2014-09-24,13706044212
2014-09-25,13650365092
2014-09-26,13675510501
2014-09-29,13783276541
2014-09-30,13938388768
2014-10-01,14066363112
2014-10-02,13963623145
2014-10-03,14026709090
2014-10-06,14006882079
2014-10-07,14024906634
2014-10-08,14351151089
2014-10-09,13970832968
2014-10-10,14028511545
2014-10-13,14181720267
2014-10-14,14607099777
2014-10-15,14230386567
2014-10-16,14311497067
2014-10-17,14298879878
2014-10-20,14390805111
2014-10-21,14419644400
2014-10-22,14589075221
2014-10-23,14652161165
2014-10-24,14805369887
2014-10-27,14799962521
2014-10-28,14758506043
2014-10-29,14790950243
2014-10-30,15183885553
2014-10-31,15144231531
2014-11-03,15113589786
2014-11-04,14864850920
2014-11-05,15086552953
2014-11-06,14772925687
2014-11-07,14902702487
2014-11-10,15012652275
2014-11-11,14953171242
2014-11-12,14711642199
2014-11-13,14722456932
2014-11-14,14681000454
2014-11-17,15009047364
2014-11-18,15122602064
2014-11-19,15021664553
2014-11-20,14821591987
2014-11-21,14852233732
2014-11-24,14684605365
2014-11-25,14655766077
2014-11-26,14810777254
2014-11-28,15122602064
2014-12-01,15109984875
2014-12-02,15086552953
2014-12-03,15045096475
2014-12-04,15061318575
2014-12-05,14909912309
2014-12-08,15147836442
2014-12-09,15137021708
2014-12-10,14976603164
2014-12-11,15302847619
2014-12-12,15575018407
2014-12-15,15567808585
2014-12-16,15501117730
2014-12-17,15739041862
2014-12-18,15987780728
2014-12-19,16047261761
2014-12-22,15917484962
2014-12-23,15874226028
2014-12-24,16137384539
2014-12-26,16297803083
2014-12-29,16431184793
2014-12-30,16209482761
2014-12-31,15716567657
2015-01-02,15757889223
2015-01-05,15639314296
2015-01-06,15610568859
2015-01-07,15768668762
2015-01-08,15862091432
2015-01-09,15772261941
2015-01-12,15637517706
2015-01-13,15457858725
2015-01-14,15657280194
2015-01-15,15898023228
2015-01-16,15930361845
2015-01-20,15935751614
2015-01-21,16111817416
2015-01-22,16065106081
2015-01-23,16097444697
2015-01-26,15959107282
2015-01-27,15889040279
2015-01-28,15977073180
2015-01-29,16151342391
2015-01-30,15721957427
2015-02-02,15836939175
2015-02-03,16065106081
2015-02-04,15714771068
2015-02-05,15544095036
2015-02-06,14805696624
2015-02-09,14606275155
2015-02-10,14703291005
2015-02-11,14545191101
2015-02-12,14489496817
2015-02-13,14214618576
2015-02-17,14167907241
2015-02-18,14419429815
2015-02-19,14329600324
2015-02-20,14250550372
2015-02-23,14423022994
2015-02-24,14455361611
2015-02-25,14261329911
2015-02-26,14228991295
2015-02-27,14284685579
2015-03-02,13954113054
2015-03-03,13919977847
2015-03-04,13743912046
2015-03-05,13837334716
2015-03-06,13415136111
2015-03-09,13420525880
2015-03-10,13560659885
2015-03-11,13418729290
2015-03-12,13700793891
2015-03-13,13411542931
2015-03-16,13654082556
2015-03-17,13648692786
2015-03-18,14038552775
2015-03-19,14002620979
2015-03-20,14202042448
2015-03-23,14101433418
2015-03-24,13885842641
2015-03-25,13822961998
2015-03-26,13747505226
2015-03-27,13776250663
2015-03-30,13889435821
2015-03-31,13911103677
2015-04-01,13947007932
2015-04-02,13943417506
2015-04-06,14255784527
2015-04-07,14022406868
2015-04-08,13995478676
2015-04-09,13824933464
2015-04-10,14018816442
2015-04-13,13873404209
2015-04-14,13963164847
2015-04-15,13968550485
2015-04-16,13887765911
2015-04-17,13875199422
2015-04-20,14067287187
2015-04-21,14013430804
2015-04-22,13979321762
2015-04-23,14104986655
2015-04-24,14207313782
2015-04-27,14027792506
2015-04-28,14185771229
2015-04-29,14074468038
2015-04-30,13855452081
2015-05-01,13857247294
2015-05-04,13970345698
2015-05-05,13562832401
2015-05-06,13604122295
2015-05-07,13727991975
2015-05-08,13715425486
2015-05-11,13659773890
2015-05-12,13325864317
2015-05-13,13241489317
2015-05-14,13325864317
2015-05-15,13460505274
2015-05-18,13514361657
2015-05-19,13681316443
2015-05-20,13650797827
2015-05-21,13665159529
2015-05-22,13650797827
2015-05-26,13550265912
2015-05-27,13717220699
2015-05-28,13742353677
2015-05-29,13727991975
2015-06-01,13747739316
2015-06-02,13483843040
2015-06-03,13254055807
2015-06-04,13241489317
2015-06-05,12947074425
2015-06-08,12921941446
2015-06-09,12728058468
2015-06-10,12693949425
2015-06-11,12821409531
2015-06-12,12693949425
2015-06-15,12737034532
2015-06-16,12715491979
2015-06-17,12780119638
2015-06-18,12932712723
2015-06-19,12848337723
2015-06-22,12835771234
2015-06-23,12706515915
2015-06-24,12658045170
2015-06-25,12471343043
2015-06-26,12658045170
2015-06-29,12557513256
2015-06-30,12617182171
2015-07-01,12787200938
2015-07-02,12864156801
2015-07-06,12969747403
2015-07-07,13173769924
2015-07-08,13118290115
2015-07-09,12978695759
2015-07-10,12973326746
2015-07-13,12930374636
2015-07-14,12937533321
2015-07-15,12930374636
2015-07-16,13059230965
2015-07-17,12951850691
2015-07-20,12935743650
2015-07-21,12760355869
2015-07-22,12706665733
2015-07-23,12474008473
2015-07-24,12386314582
2015-07-27,12599285459
2015-07-28,12524119267
2015-07-29,12547384993
2015-07-30,12592126774
2015-07-31,12710245075
2015-08-03,12742459157
2015-08-04,12273565295
2015-08-05,12148288309
2015-08-06,12427477021
2015-08-07,12574230061
2015-08-10,12332624445
2015-08-11,12337993459
2015-08-12,12529488281
2015-08-13,12490115514
2015-08-14,12545595322
2015-08-17,12645816911
2015-08-18,12638658226
2015-08-19,12683400007
2015-08-20,12627920198
2015-08-21,12418528664
2015-08-24,11793933405
2015-08-25,11382309022
2015-08-26,11505796337
2015-08-27,11777826364
2015-08-28,11793933405
2015-08-31,11691922145
2015-09-01,11285666776
2015-09-02,11231976639
2015-09-03,11273139077
2015-09-04,11011847078
2015-09-08,11165758803
2015-09-09,11076275242
2015-09-10,11101330639
2015-09-11,11217659269
2015-09-14,11244504338
2015-09-15,11316091187
2015-09-16,11444947515
2015-09-17,11529062063
2015-09-18,11498637652
2015-09-21,11441368173
2015-09-22,11461054556
2015-09-23,11371570995
2015-09-24,11380519351
2015-09-25,11559486474
2015-09-28,11464633899
2015-09-29,11512955022
2015-09-30,11613031067
2015-10-01,11489943641
2015-10-02,11753957250
2015-10-05,11946615830
2015-10-06,11793202517
2015-10-07,11912722191
2015-10-08,12071487132
2015-10-09,12051864499
2015-10-12,12180303552
2015-10-13,12148193789
2015-10-14,12116084026
2015-10-15,12323013611
2015-10-16,12362258878
2015-10-19,12376529884
2015-10-20,12499617310
2015-10-21,12383665387
2015-10-22,12497833434
2015-10-23,12246306955
2015-10-26,12217764943
2015-10-27,12212413316
2015-10-28,12087542014
2015-10-29,12041161245
2015-10-30,12158897043
2015-11-02,12228468197
2015-11-03,12360475002
2015-11-04,12346203996
2015-11-05,12141058286
2015-11-06,11711144233
2015-11-09,11620166570
2015-11-10,11568434173
2015-11-11,11784283138
2015-11-12,11737902369
2015-11-13,11621950446
2015-11-16,11921641570
2015-11-17,11673682842
2015-11-18,11714711984
2015-11-19,11745037872
2015-11-20,11941264203
2015-11-23,11893099558
2015-11-24,11859205919
2015-11-25,11798554144
2015-11-27,11803905771
2015-11-30,11885964055
2015-12-01,12021538611
2015-12-02,11650492457
2015-12-03,11481024262
2015-12-04,11761092753
2015-12-07,11896667310
2015-12-08,11873476925
2015-12-09,12137490534
2015-12-10,11721847487
2015-12-11,11712928108
2015-12-14,11673682842
2015-12-15,11634437576
2015-12-16,11975157842
2015-12-17,11992996600
2015-12-18,11819960653
2015-12-21,11805689647
2015-12-22,12073271008
2015-12-23,12271281215
2015-12-24,12253442458
2015-12-28,12283768345
2015-12-29,12344420120
2015-12-30,12353339499
2015-12-31,12207628720
2016-01-04,12246915998
2016-01-05,12312990057
2016-01-06,12234415501
2016-01-07,12061194321
2016-01-08,12057622750
2016-01-11,12062980106
2016-01-12,12214771862
2016-01-13,12179056155
2016-01-14,12339776837
2016-01-15,12159412516
2016-01-19,12298703774
2016-01-20,11886187356
2016-01-21,11907616780
2016-01-22,12273702779
2016-01-25,12068337462
2016-01-26,12268345423
2016-01-27,12420137178
2016-01-28,12600501500
2016-01-29,12604073070
2016-02-01,12786223177
2016-02-02,12811224172
2016-02-03,13098735615
2016-02-04,12911228152
2016-02-05,12896941869
2016-02-08,12759436397
2016-02-09,12632645636
2016-02-10,12757650611
2016-02-11,12596929929
2016-02-12,12579072075
2016-02-16,12638002992
2016-02-17,12680861841
2016-02-18,13114807683
2016-02-19,13032661557
2016-02-22,13216597449
2016-02-23,13123736610
2016-02-24,13116593469
2016-02-25,13259456298
2016-02-26,12811224172
2016-02-29,12895156084
2016-03-01,12893370299
2016-03-02,13075520405
2016-03-03,13061234123
2016-03-04,13248741585
2016-03-07,13204096951
2016-03-08,13316601429
2016-03-09,13438034834
2016-03-10,13568397165
2016-03-11,13557682453
2016-03-14,13668401145
2016-03-15,13682687428
2016-03-16,13932697378
2016-03-17,14096989631
2016-03-18,13916625310
2016-03-21,14000557222
2016-03-22,13875552247
2016-03-23,13954126803
2016-03-24,14079131778
2016-03-28,13959484159
2016-03-29,14216637250
2016-03-30,14148777407
2016-03-31,14175910052
2016-04-01,14299287675
2016-04-04,14115115282
2016-04-05,13784320206
2016-04-06,13805777184
2016-04-07,13802201021
2016-04-08,13761075147
2016-04-11,13736042006
2016-04-12,13689551887
2016-04-13,13687763805
2016-04-14,13560810020
2016-04-15,13610876301
2016-04-18,13634121361
2016-04-19,13666306828
2016-04-20,13344452159
2016-04-21,13144187032
2016-04-22,13294385878
2016-04-25,13283657389
2016-04-26,13340875996
2016-04-27,13358756811
2016-04-28,13308690530
2016-04-29,13442796641
2016-05-02,13510743738
2016-05-03,13682399561
2016-05-04,13766439391
2016-05-05,13741406250
2016-05-06,13618028627
2016-05-09,13685975724
2016-05-10,13589419324
2016-05-11,13694916131
2016-05-12,13780744043
2016-05-13,13696704213
2016-05-16,13664518746
2016-05-17,13557233857
2016-05-18,13119153892
2016-05-19,13289021633
2016-05-20,13285445470
2016-05-23,13176372499
2016-05-24,13246107677
2016-05-25,13310478611
2016-05-26,13514319901
2016-05-27,13526836471
2016-05-31,13575114672
2016-06-01,13702068457
2016-06-02,13748558576
2016-06-03,13989949577
2016-06-06,14006042311
2016-06-07,14022135044
2016-06-08,14056108592
2016-06-09,14068625163
2016-06-10,14063260918
2016-06-13,14009618474
2016-06-14,14127631852
2016-06-15,13961340273
2016-06-16,14027499289
2016-06-17,14063260918
2016-06-20,13966704518
2016-06-21,13938095214
2016-06-22,13925578644
2016-06-23,13998889985
2016-06-24,13945247540
2016-06-27,14109751037
2016-06-28,14152664993
2016-06-29,14097234467
2016-06-30,14563549603
2016-07-01,14610095675
2016-07-05,14631578477
2016-07-06,14685285482
2016-07-07,14411379755
2016-07-08,14479408628
2016-07-11,14502681664
2016-07-12,14511632832
2016-07-13,14486569562
2016-07-14,14284273176
2016-07-15,14371994618
2016-07-18,14389896953
2016-07-19,14391687186
2016-07-20,14314707145
2016-07-21,14363043450
2016-07-22,14617256609
2016-07-25,14583242172
2016-07-26,14479408628
2016-07-27,14348721582
2016-07-28,14414960222
2016-07-29,14570710537
2016-08-01,14549227735
2016-08-02,14386316486
2016-08-03,14380945785
2016-08-04,14323658313
2016-08-05,14248468506
2016-08-08,14277112242
2016-08-09,14117781459
2016-08-10,14107040058
2016-08-11,14191181033
2016-08-12,14235936871
2016-08-15,14001416281
2016-08-16,13843875732
2016-08-17,13996045581
2016-08-18,14192971267
2016-08-19,13962031144
2016-08-22,14133893561
2016-08-23,14126732627
2016-08-24,14112410759
2016-08-25,14157166597
2016-08-26,13831344098
2016-08-29,14022899083
2016-08-30,13911904606
2016-08-31,13999626048
2016-09-01,13901163205
2016-09-02,14137474028
2016-09-06,14244888039
2016-09-07,14370204384
2016-09-08,14461506293
2016-09-09,13885051103
2016-09-12,14073025622
2016-09-13,13765105458
2016-09-14,13774056625
2016-09-15,13897582738
2016-09-16,14047962352
2016-09-19,14167907998
2016-09-20,14187600566
2016-09-21,14495520730
2016-09-22,14631578477
2016-09-23,14577871471
2016-09-26,14497310963
2016-09-27,14250258739
2016-09-28,14128522860
2016-09-29,13843875732
2016-09-30,13744524050
2016-10-03,13570769478
2016-10-04,13259086018
2016-10-05,13139069973
2016-10-06,13221469049
2016-10-07,13099661720
2016-10-10,13235799323
2016-10-11,13128322268
2016-10-12,13266251155
2016-10-13,13413136464
2016-10-14,13284163998
2016-10-17,13370145642
2016-10-18,13422092885
2016-10-19,13414927748
2016-10-20,13346858946
2016-10-21,13285955282
2016-10-24,13268042439
2016-10-25,12983228244
2016-10-26,12947402559
2016-10-27,12875751189
2016-10-28,12961732833
2016-10-31,13198182354
2016-11-01,12884707610
2016-11-02,12793352113
2016-11-03,12787978260
2016-11-04,12685875058
2016-11-07,12809473671
2016-11-08,12848881925
2016-11-09,12332992061
2016-11-10,12157446204
2016-11-11,12075047129
2016-11-14,12186106752
2016-11-15,12293583807
2016-11-16,12202228311
2016-11-17,12212976016
2016-11-18,12150281067
2016-11-21,12255966838
2016-11-22,12254175554
2016-11-23,12202228311
2016-11-25,12454799390
2016-11-28,12642884236
2016-11-29,12789769545
2016-11-30,12311496650
2016-12-01,12338365914
2016-12-02,12410017284
2016-12-05,12427930126
2016-12-06,12406434715
2016-12-07,12617806257
2016-12-08,12612432404
2016-12-09,12675127353
2016-12-12,12818430093
2016-12-13,13028010350
2016-12-14,12838134219
2016-12-15,12967106685
2016-12-16,13106826857
2016-12-19,13108618141
2016-12-20,13117574562
2016-12-21,13058462182
2016-12-22,13108618141
2016-12-23,13056670898
2016-12-27,13078166309
2016-12-28,12895455315
2016-12-29,13165939237
2016-12-30,13160565384
2017-01-03,13080699495
2017-01-04,13138086715
2017-01-05,13091459599
2017-01-06,13134500014
2017-01-09,12748929628
2017-01-10,12775829888
2017-01-11,12858324017
2017-01-12,12881637575
2017-01-13,12836803809
2017-01-17,12937231444
2017-01-18,12892397679
2017-01-19,12747136278
2017-01-20,12763276433
2017-01-23,12675402252
2017-01-24,12632361837
2017-01-25,12657468746
2017-01-26,12648501993
2017-01-27,12652088694
2017-01-30,12662848798
2017-01-31,12847563913
2017-02-01,12682575655
2017-02-02,12811696900
2017-02-03,12879844224
2017-02-06,12852943965
2017-02-07,12675402252
2017-02-08,12804523498
2017-02-09,12732789473
2017-02-10,12845770562
2017-02-13,12904951133
2017-02-14,12695129109
2017-02-15,12691542408
2017-02-16,13050212534
2017-02-17,13190093883
2017-02-21,13254654506
2017-02-22,13218787493
2017-02-23,13475236633
2017-02-24,13593597775
2017-02-27,13536210555
2017-02-28,13747825929
2017-03-01,13554144061
2017-03-02,13546970659
2017-03-03,13518277048
2017-03-06,13444749673
2017-03-07,13450129725
2017-03-08,13143466767
2017-03-09,13118359858
2017-03-10,13200853987
2017-03-13,13285141467
2017-03-14,13245687753
2017-03-15,13482410036
2017-03-16,13441162971
2017-03-17,13523657100
2017-03-20,13485996737
2017-03-21,13586424372
2017-03-22,13722719020
2017-03-23,13742445877
2017-03-24,13774726189
2017-03-27,13715545618
2017-03-28,13720925670
2017-03-29,13663538449
2017-03-30,13602564528
2017-03-31,13632947282
2017-04-03,13584488938
2017-04-04,13606025980
2017-04-05,13663458090
2017-04-06,13618589254
2017-04-07,13631152528
2017-04-10,13613204994
2017-04-11,13747811503
2017-04-12,13833959669
2017-04-13,13817806888
2017-04-17,13842933436
2017-04-18,13799859353
2017-04-19,13704737420
2017-04-20,13604231226
2017-04-21,13713711187
2017-04-24,13722684955
2017-04-25,13767553791
2017-04-26,13638331542
2017-04-27,13762169531
2017-04-28,13686789885
2017-05-01,13604231226
2017-05-02,13686789885
2017-05-03,13719095448
2017-05-04,13740632489
2017-05-05,13884212766
2017-05-08,13844728190
2017-05-09,13501930279
2017-05-10,13582694185
2017-05-11,13528851581
2017-05-12,13586283692
2017-05-15,13604231226
2017-05-16,13485777498
2017-05-17,13528851581
2017-05-18,13598846966
2017-05-19,13584488938
2017-05-22,13704737420
2017-05-23,13740632489
2017-05-24,13823191148
2017-05-25,13973950439
2017-05-26,13936260616
2017-05-30,14042151071
2017-05-31,14189320854
2017-06-01,14334695885
2017-06-02,14401101763
2017-06-05,14381359474
2017-06-06,14363411940
2017-06-07,14438791585
2017-06-08,14234189691
2017-06-09,14228805430
2017-06-12,14205473635
2017-06-13,14246752965
2017-06-14,14253931979
2017-06-15,14363411940
2017-06-16,14359822433
2017-06-19,14268290007
2017-06-20,14311364090
2017-06-21,14244958212
2017-06-22,14212652649
2017-06-23,14176757580
2017-06-26,14316748350
2017-06-27,14022408782
2017-06-28,13968566179
2017-06-29,13798064600
2017-06-30,13785114384
2017-07-03,13731245238
2017-07-05,13639667691
2017-07-06,13560659610
2017-07-07,13609141842
2017-07-10,13522951208
2017-07-11,13499607912
2017-07-12,13591185460
2017-07-13,13478060254
2017-07-14,13555272696
2017-07-17,13576820354
2017-07-18,13582207269
2017-07-19,13628893862
2017-07-20,13731245238
2017-07-21,13858735550
2017-07-24,13702515027
2017-07-25,13542703228
2017-07-26,13582207269
2017-07-27,13673784816
2017-07-28,13691741198
2017-07-31,13776136193
2017-08-01,13853348635
2017-08-02,13742019068
2017-08-03,13801275128
2017-08-04,13804866404
2017-08-07,13752792897
2017-08-08,13916195972
2017-08-09,13792296937
2017-08-10,13797683851
2017-08-11,13682763007
2017-08-14,13835392253
2017-08-15,13928765439
2017-08-16,14027525540
2017-08-17,13925174163
2017-08-18,13977247670
2017-08-21,14050868836
2017-08-22,14113716173
2017-08-23,14216067550
2017-08-24,14183746062
2017-08-25,14338170947
2017-08-28,14336375308
2017-08-29,14338170947
2017-08-30,14253775952
2017-08-31,14216067550
2017-09-01,14232228293
2017-09-05,14327397118
2017-09-06,14137059469
2017-09-07,14225045741
2017-09-08,14330988394
2017-09-11,14426157218
2017-09-12,14192724253
2017-09-13,14047277560
2017-09-14,14210680635
2017-09-15,14162198404
2017-09-18,14072416495
2017-09-19,14014956072
2017-09-20,13970065118
2017-09-21,13998795329
2017-09-22,13781523108
2017-09-25,13962882565
2017-09-26,13907217781
2017-09-27,13729449600
2017-09-28,13707901942
2017-09-29,13711493218
2017-10-02,13778793852
2017-10-03,13645369258
2017-10-04,14137597827
2017-10-05,14260204210
2017-10-06,14180870668
2017-10-09,14218734404
2017-10-10,14359371138
2017-10-11,14487386626
2017-10-12,14748826709
2017-10-13,14837175426
2017-10-16,15039115352
2017-10-17,15253676522
2017-10-18,15264494733
2017-10-19,15390707186
2017-10-20,15444798238
2017-10-23,15367267731
2017-10-24,15502495359
2017-10-25,15567404621
2017-10-26,15538556060
2017-10-27,15644935128
2017-10-30,15576419796
2017-10-31,15552980341
2017-11-01,15446601273
2017-11-02,15621495673
2017-11-03,15686404935
2017-11-06,15571010691
2017-11-07,15659359409
2017-11-08,15549374271
2017-11-09,15581828902
2017-11-10,15349237380
2017-11-13,15621495673
2017-11-14,15762132407
2017-11-15,15583631937
2017-11-16,15488071079
2017-11-17,15598056217
2017-11-20,15442995203
2017-11-21,15435783063
2017-11-22,15417752712
2017-11-24,15392510221
2017-11-27,15520525710
2017-11-28,15567404621
2017-11-29,15533146955
2017-11-30,15592647112
2017-12-01,15419555747
2017-12-04,15212206716
2017-12-05,14988630370
2017-12-06,15071569982
2017-12-07,15091403368
2017-12-08,15152706560
2017-12-11,15250070452
2017-12-12,15012069826
2017-12-13,15022888036
2017-12-14,14903887723
2017-12-15,15109433719
2017-12-18,14909296828
2017-12-19,14609993010
2017-12-20,14460341101
2017-12-21,14445916820
2017-12-22,14480174486
2017-12-26,14406250049
2017-12-27,14514432152
2017-12-28,14633432465
2017-12-29,14674902271
2018-01-02,14926445694
2018-01-03,14762001801
2018-01-04,14554188090
2018-01-05,14442149394
2018-01-08,14608400363
2018-01-09,14478290909
2018-01-10,14362638061
2018-01-11,14306618712
2018-01-12,14134946516
2018-01-16,14035557350
2018-01-17,14187351713
2018-01-18,14057242259
2018-01-19,13912676199
2018-01-22,13883762987
2018-01-23,14033750274
2018-01-24,13860271002
2018-01-25,14109647456
2018-01-26,14147596046
2018-01-29,13883762987
2018-01-30,14077120092
2018-01-31,14219879076
2018-02-01,13936168184
2018-02-02,13730161548
2018-02-05,13446450655
2018-02-06,13328990732
2018-02-07,13150090232
2018-02-08,13014559551
2018-02-09,13395852534
2018-02-12,13486206322
2018-02-13,13562103503
2018-02-14,13368746398
2018-02-15,13789795048
2018-02-16,13863885154
2018-02-20,13630772382
2018-02-21,13451871883
2018-02-22,13558489352
2018-02-23,14048206880
2018-02-26,13905447896
2018-02-27,13741004003
2018-02-28,13701248336
2018-03-01,13712090791
2018-03-02,13831357790
2018-03-05,14198194167
2018-03-06,14044592729
2018-03-07,13871113457
2018-03-08,13853042699
2018-03-09,13874727608
2018-03-12,13956046017
2018-03-13,13930746956
2018-03-14,14004837062
2018-03-15,14010258289
2018-03-16,14254213516
2018-03-19,14192772940
2018-03-20,14232528607
2018-03-21,14140367743
2018-03-22,14158438501
2018-03-23,13977730926
2018-03-26,14120489910
2018-03-27,14328303621
2018-03-28,14275898425
2018-03-29,14236142758
2018-04-02,14265142484
2018-04-03,14319389445
2018-04-04,14328430605
2018-04-05,14422458671
2018-04-06,14281416572
2018-04-09,14277800108
2018-04-10,14196429667
2018-04-11,14185580275
2018-04-12,13986674752
2018-04-13,14221744915
2018-04-16,14398951654
2018-04-17,14492979720
2018-04-18,14386294030
2018-04-19,14469472704
2018-04-20,14281416572
2018-04-23,14330238837
2018-04-24,14483938560
2018-04-25,14360978782
2018-04-26,14699118171
2018-04-27,14847393198
2018-04-30,14753365132
2018-05-01,14688268779
2018-05-02,14756981596
2018-05-03,14890790767
2018-05-04,14863667286
2018-05-07,14746132204
2018-05-08,14357362318
2018-05-09,14107826298
2018-05-10,14277800108
2018-05-11,14257909556
2018-05-14,14203662595
2018-05-15,14022839392
2018-05-16,13917961934
2018-05-17,13789577460
2018-05-18,13767878676
2018-05-21,13787769228
2018-05-22,13865523206
2018-05-23,14238019004
2018-05-24,14371828174
2018-05-25,14417033975
2018-05-29,14397143422
2018-05-30,14523719664
2018-05-31,14630405354
2018-06-01,14485746792
2018-06-04,14158456794
2018-06-05,14051771105
2018-06-06,13814892709
2018-06-07,13856482045
2018-06-08,13903496078
2018-06-11,13751604588
2018-06-12,13919770166
2018-06-13,13798618620
2018-06-14,13870947902
2018-06-15,14142182706
2018-06-18,14176539115
2018-06-19,14462239775
2018-06-20,14511062040
2018-06-21,14436924527
2018-06-22,14503829112
2018-06-25,14650295907
2018-06-26,14628597122
2018-06-27,14780488613
2018-06-28,14693693475
2018-06-29,14608706570
2018-07-02,14739017533
2018-07-03,14729967418
2018-07-05,14834948753
2018-07-06,14943550135
2018-07-09,14507334585
2018-07-10,14648516381
