,TGT
2013-11-26,40385001000
2013-11-27,40726443000
2013-11-29,40422939000
2013-12-02,39664179000
2013-12-03,39721086000
2013-12-04,40030913000
2013-12-05,39600949000
2013-12-06,40075174000
2013-12-09,39986652000
2013-12-10,39936068000
2013-12-11,39790639000
2013-12-12,39765347000
2013-12-13,39430228000
2013-12-16,39310091000
2013-12-17,38981295000
2013-12-18,40182665000
2013-12-19,39297445000
2013-12-20,39512427000
2013-12-23,39126724000
2013-12-24,39019233000
2013-12-26,39506104000
2013-12-27,39297445000
2013-12-30,39499781000
2013-12-31,40005621000
2014-01-02,39948714000
2014-01-03,40144727000
2014-01-06,39872838000
2014-01-07,39777993000
2014-01-08,39638887000
2014-01-09,40049882000
2014-01-10,39594626000
2014-01-13,38886450000
2014-01-14,39019233000
2014-01-15,38924388000
2014-01-16,38450163000
2014-01-17,38089752000
2014-01-21,37432160000
2014-01-22,37293054000
2014-01-23,37084395000
2014-01-24,36496356000
2014-01-27,36490033000
2014-01-28,36603847000
2014-01-29,35971547000
2014-01-30,35832441000
2014-01-31,35813472000
2014-02-03,35091153000
2014-02-04,34907496000
2014-02-05,34875831000
2014-02-06,35376138000
2014-02-07,35673789000
2014-02-10,35787783000
2014-02-11,36186762000
2014-02-12,36066435000
2014-02-13,36009438000
2014-02-14,35502798000
2014-02-18,35711787000
2014-02-19,36294423000
2014-02-20,35857446000
2014-02-21,35616792000
2014-02-24,35553462000
2014-02-25,35787783000
2014-02-26,38308317000
2014-02-27,38415978000
2014-02-28,39606582000
2014-03-03,39239268000
2014-03-04,38840289000
2014-03-05,38377980000
2014-03-06,38466642000
2014-03-07,38472975000
2014-03-10,38732628000
2014-03-11,38593302000
2014-03-12,38694630000
2014-03-13,37827009000
2014-03-14,37592688000
2014-03-17,37789011000
2014-03-18,37820676000
2014-03-19,37668684000
2014-03-20,37808010000
2014-03-21,37649685000
2014-03-24,37656018000
2014-03-25,37402698000
2014-03-26,37491360000
2014-03-27,37833342000
2014-03-28,37985334000
2014-03-31,38320983000
2014-04-01,38358981000
2014-04-02,38561637000
2014-04-03,39087276000
2014-04-04,38719962000
2014-04-07,38314650000
2014-04-08,38947950000
2014-04-09,38764293000
2014-04-10,37789011000
2014-04-11,37301370000
2014-04-14,37630686000
2014-04-15,37668684000
2014-04-16,37941003000
2014-04-17,37998000000
2014-04-21,37846008000
2014-04-22,38200656000
2014-04-23,38466642000
2014-04-24,38916285000
2014-04-25,38795958000
2014-04-28,39378594000
2014-04-29,39245601000
2014-04-30,39106275000
2014-05-01,39099942000
2014-05-02,39270933000
2014-05-05,37927645000
2014-05-06,36514940000
2014-05-07,36825355000
2014-05-08,36945720000
2014-05-09,37458855000
2014-05-12,37781940000
2014-05-13,37731260000
2014-05-14,37547545000
2014-05-15,36857030000
2014-05-16,37148440000
2014-05-19,36926715000
2014-05-20,35862435000
2014-05-21,36236200000
2014-05-22,35469665000
2014-05-23,35279615000
2014-05-27,35330295000
2014-05-28,35057890000
2014-05-29,35399980000
2014-05-30,35957460000
2014-06-02,35786415000
2014-06-03,35976465000
2014-06-04,36223530000
2014-06-05,36419915000
2014-06-06,36540280000
2014-06-09,36489600000
2014-06-10,36020810000
2014-06-11,36160180000
2014-06-12,36261540000
2014-06-13,36255205000
2014-06-16,36578290000
2014-06-17,36850695000
2014-06-18,37186450000
2014-06-19,37211790000
2014-06-20,36926715000
2014-06-23,37009070000
2014-06-24,37186450000
2014-06-25,36781010000
2014-06-26,36660645000
2014-06-27,36819020000
2014-06-30,36711325000
2014-07-01,36977395000
2014-07-02,37230795000
2014-07-03,37699585000
2014-07-07,38003665000
2014-07-08,37883300000
2014-07-09,38041675000
2014-07-10,37965655000
2014-07-11,38010000000
2014-07-14,38124030000
2014-07-15,38459785000
2014-07-16,38098690000
2014-07-17,37832620000
2014-07-18,38016335000
2014-07-21,37566550000
2014-07-22,37617230000
2014-07-23,38472455000
2014-07-24,38637165000
2014-07-25,38257065000
2014-07-28,38200050000
2014-07-29,38706850000
2014-07-30,38884230000
2014-07-31,37750265000
2014-08-01,37914975000
2014-08-04,38483800000
2014-08-05,36791020000
2014-08-06,36752980000
2014-08-07,36455000000
2014-08-08,37114360000
2014-08-11,37000240000
2014-08-12,37063640000
2014-08-13,36936840000
2014-08-14,37241160000
2014-08-15,36898800000
2014-08-18,37120700000
2014-08-19,37564500000
2014-08-20,38249220000
2014-08-21,38718380000
2014-08-22,38705700000
2014-08-25,38661320000
2014-08-26,38483800000
2014-08-27,38540860000
2014-08-28,38261900000
2014-08-29,38084380000
2014-09-02,38160460000
2014-09-03,38287260000
2014-09-04,38693020000
2014-09-05,38724720000
2014-09-08,38395040000
2014-09-09,38597920000
2014-09-10,39276300000
2014-09-11,39682060000
2014-09-12,39644020000
2014-09-15,39441140000
2014-09-16,39853240000
2014-09-17,39859580000
2014-09-18,40531620000
2014-09-19,40455540000
2014-09-22,40170240000
2014-09-23,39992720000
2014-09-24,40499920000
2014-09-25,39865920000
2014-09-26,40037100000
2014-09-29,39967360000
2014-09-30,39739120000
2014-10-01,39352380000
2014-10-02,39669380000
2014-10-03,39986380000
2014-10-06,39485520000
2014-10-07,39016360000
2014-10-08,39821540000
2014-10-09,39054400000
2014-10-10,38414060000
2014-10-13,38318960000
2014-10-14,39111460000
2014-10-15,38027320000
2014-10-16,37684960000
2014-10-17,37450380000
2014-10-20,38223860000
2014-10-21,39079760000
2014-10-22,38883220000
2014-10-23,39327020000
2014-10-24,39035380000
2014-10-27,39029040000
2014-10-28,38452100000
2014-10-29,38604260000
2014-10-30,39168520000
2014-10-31,39193880000
2014-11-03,39288261000
2014-11-04,39147923000
2014-11-05,38988448000
2014-11-06,39479631000
2014-11-07,40934043000
2014-11-10,41795208000
2014-11-11,41922788000
2014-11-12,42560688000
2014-11-13,43058250000
2014-11-14,43460127000
2014-11-17,42822227000
2014-11-18,43064629000
2014-11-19,46247750000
2014-11-20,45412101000
2014-11-21,45616229000
2014-11-24,45654502999
2014-11-25,45992590000
2014-11-26,46030864000
2014-11-28,47204600000
2014-12-01,46407225000
2014-12-02,46611352999
2014-12-03,46777207000
2014-12-04,46745312000
2014-12-05,46987714000
2014-12-08,47064262000
2014-12-09,46949440000
2014-12-10,46509289000
2014-12-11,46904787000
2014-12-12,46183960000
2014-12-15,46694280000
2014-12-16,46107412000
2014-12-17,46930302999
2014-12-18,47612856000
2014-12-19,47172705000
2014-12-22,47523550000
2014-12-23,47644751000
2014-12-24,47619235000
2014-12-26,47880774000
2014-12-29,48180587000
2014-12-30,48295408999
2014-12-31,48422989000
2015-01-02,48053007000
2015-01-05,47191842000
2015-01-06,47185463000
2015-01-07,48971583000
2015-01-08,49201227000
2015-01-09,48754697000
2015-01-12,48882277000
2015-01-13,48448505000
2015-01-14,47415107000
2015-01-15,48269893000
2015-01-16,47804226000
2015-01-20,46994093000
2015-01-21,47172705000
2015-01-22,48333683000
2015-01-23,48027491000
2015-01-26,48001975000
2015-01-27,47689404000
2015-01-28,47370454000
2015-01-29,48155071000
2015-01-30,46955819000
2015-02-02,47586825000
2015-02-03,48625083000
2015-02-04,48458449000
2015-02-05,48676355000
2015-02-06,48939124000
2015-02-09,48317451000
2015-02-10,49124985000
2015-02-11,48977578000
2015-02-12,49265983000
2015-02-13,48785308000
2015-02-17,49118576000
2015-02-18,49573615000
2015-02-19,49144212000
2015-02-20,49265983000
2015-02-23,49150621000
2015-02-24,49317255000
2015-02-25,49445435000
2015-02-26,49285210000
2015-02-27,49240347000
2015-03-02,49785112000
2015-03-03,49990200000
2015-03-04,49810748000
2015-03-05,50118380000
2015-03-06,49483888999
2015-03-09,50355512999
2015-03-10,49778703000
2015-03-11,49849202000
2015-03-12,50823370000
2015-03-13,50746462000
2015-03-16,51586041000
2015-03-17,51932127000
2015-03-18,51951354000
2015-03-19,51656540000
2015-03-20,52111579000
2015-03-23,52060307000
2015-03-24,52553800000
2015-03-25,52310258000
2015-03-26,51553996000
2015-03-27,52271804000
2015-03-30,52643526000
2015-03-31,52598662999
2015-04-01,52611481000
2015-04-02,52983203000
2015-04-06,53412606000
2015-04-07,52944749000
2015-04-08,53284426000
2015-04-09,53380561000
2015-04-10,53560012999
2015-04-13,53169063999
2015-04-14,53233154000
2015-04-15,52528163999
2015-04-16,52502528000
2015-04-17,51284818000
2015-04-20,51868037000
2015-04-21,52073125000
2015-04-22,52130806000
2015-04-23,52508937000
2015-04-24,53002430000
2015-04-27,52156442000
2015-04-28,52239759000
2015-04-29,50547783000
2015-04-30,50522147000
2015-05-01,51047685000
2015-05-04,50978444000
2015-05-05,50209126000
2015-05-06,50304496000
2015-05-07,50933938000
2015-05-08,51334492000
2015-05-11,51251838000
2015-05-12,51378998000
2015-05-13,50743198000
2015-05-14,49121908000
2015-05-15,49929374000
2015-05-18,49821288000
2015-05-19,49541536000
2015-05-20,49706844000
2015-05-21,50476162000
2015-05-22,50412582000
2015-05-26,50279064000
2015-05-27,51054740000
2015-05-28,50895790000
2015-05-29,50431655999
2015-06-01,50552458000
2015-06-02,50864000000
2015-06-03,51080172000
2015-06-04,50838567999
2015-06-05,50355360000
2015-06-08,50158262000
2015-06-09,50164620000
2015-06-10,50654186000
2015-06-11,50908505999
2015-06-12,50527026000
2015-06-15,51150110000
2015-06-16,51480726000
2015-06-17,52199180000
2015-06-18,52892202000
2015-06-19,52993930000
2015-06-22,53553434000
2015-06-23,53890408000
2015-06-24,53623372000
2015-06-25,53725100000
2015-06-26,53458064000
2015-06-29,52192822000
2015-06-30,51900354000
2015-07-01,52765042000
2015-07-02,52307266000
2015-07-06,52726894000
2015-07-07,53693310000
2015-07-08,53076584000
2015-07-09,52796832000
2015-07-10,53349978000
2015-07-13,53470780000
2015-07-14,53470780000
2015-07-15,53699667999
2015-07-16,54049358000
2015-07-17,53845902000
2015-07-20,53553434000
2015-07-21,52313624000
2015-07-22,52656955999
2015-07-23,51913070000
2015-07-24,50997517999
2015-07-27,50539742000
2015-07-28,51200974000
2015-07-29,52033872000
2015-07-30,52091094000
2015-07-31,52040230000
2015-08-03,50139243000
2015-08-04,49927185000
2015-08-05,49920948000
2015-08-06,49609098000
2015-08-07,49259826000
2015-08-10,49253589000
2015-08-11,49191219000
2015-08-12,49272300000
2015-08-13,49266063000
2015-08-14,49490595000
2015-08-17,49259826000
2015-08-18,50083110000
2015-08-19,50438619000
2015-08-20,50307642000
2015-08-21,48898080000
2015-08-24,46952136000
2015-08-25,46116378000
2015-08-26,47925108000
2015-08-27,48555045000
2015-08-28,48667311000
2015-08-31,48467726999
2015-09-01,47020743000
2015-09-02,48056085000
2015-09-03,48305565000
2015-09-04,47663154000
2015-09-08,48885606000
2015-09-09,48124692000
2015-09-10,48068558999
2015-09-11,48573756000
2015-09-14,48118455000
2015-09-15,48536333999
2015-09-16,48960450000
2015-09-17,48654837000
2015-09-18,47787894000
2015-09-21,48810762000
2015-09-22,48679785000
2015-09-23,49122612000
2015-09-24,49309722000
2015-09-25,49303485000
2015-09-28,48442779000
2015-09-29,48636126000
2015-09-30,49060242000
2015-10-01,49590387000
2015-10-02,49602861000
2015-10-05,49590387000
2015-10-06,48710970000
2015-10-07,48997872000
2015-10-08,49078953000
2015-10-09,49197456000
2015-10-12,49403276999
2015-10-13,49247351999
2015-10-14,47525940000
2015-10-15,46858581000
2015-10-16,46808685000
2015-10-19,46590390000
2015-10-20,46403280000
2015-10-21,47650680000
2015-10-22,48093507000
2015-10-23,45492678000
2015-10-26,46166274000
2015-10-27,46609101000
2015-10-28,47544651000
2015-10-29,47575836000
2015-10-30,48137166000
2015-11-02,47167230000
2015-11-03,47759415000
2015-11-04,47246595000
2015-11-05,47710575000
2015-11-06,47142810000
2015-11-09,46538415000
2015-11-10,47124495000
2015-11-11,45708135000
2015-11-12,45744765000
2015-11-13,43888845000
2015-11-16,44145255000
2015-11-17,44511555000
2015-11-18,42600690000
2015-11-19,43070775000
2015-11-20,43241715000
2015-11-23,44126940000
2015-11-24,44499345000
2015-11-25,44664180000
2015-11-27,44835120000
2015-11-30,44261250000
2015-12-01,44450505000
2015-12-02,43913265000
2015-12-03,44682495000
2015-12-04,45115950000
2015-12-07,44804595000
2015-12-08,44358930000
2015-12-09,43962105000
2015-12-10,44181885000
2015-12-11,43858320000
2015-12-14,44395560000
2015-12-15,44554290000
2015-12-16,45054900000
2015-12-17,44157465000
2015-12-18,43571385000
2015-12-21,43778954999
2015-12-22,44328405000
2015-12-23,44963325000
2015-12-24,44670285000
2015-12-28,44487135000
2015-12-29,45445620000
2015-12-30,44945010000
2015-12-31,44328405000
2016-01-04,44902275000
2016-01-05,45689820000
2016-01-06,45225840000
2016-01-07,45103740000
2016-01-08,43577490000
2016-01-11,44212410000
2016-01-12,44786280000
2016-01-13,43736220000
2016-01-14,42985305000
2016-01-15,42783840000
2016-01-19,42271020000
2016-01-20,41263695000
2016-01-21,41904720000
2016-01-22,42564060000
2016-01-25,42075660000
2016-01-26,43003620000
2016-01-27,43156245000
2016-01-28,43339395000
2016-01-29,44212410000
2016-02-01,43574189000
2016-02-02,43861373000
2016-02-03,43418630999
2016-02-04,41904932000
2016-02-05,41617748000
2016-02-08,41881000000
2016-02-09,41797238000
2016-02-10,41139108000
2016-02-11,40714315000
2016-02-12,41851085000
2016-02-16,42778450000
2016-02-17,43137430000
2016-02-18,43394699000
2016-02-19,43269055999
2016-02-22,43358801000
2016-02-23,44268217000
2016-02-24,46033202000
2016-02-25,47068261000
2016-02-26,46924669000
2016-02-29,46936635000
2016-03-01,48438368000
2016-03-02,48522130000
2016-03-03,47690493000
2016-03-04,48540079000
2016-03-07,48354605999
2016-03-08,48181099000
2016-03-09,48587943000
2016-03-10,48761450000
2016-03-11,48982821000
2016-03-14,48922991000
2016-03-15,48851195000
2016-03-16,49293937000
2016-03-17,49670866000
2016-03-18,49485393000
2016-03-21,49180260000
2016-03-22,48881110000
2016-03-23,48761450000
2016-03-24,49084532000
2016-03-28,49539240000
2016-03-29,49640951000
2016-03-30,50017880000
2016-03-31,49228124000
2016-04-01,49515308000
2016-04-04,49240090000
2016-04-05,49120430000
2016-04-06,49162311000
2016-04-07,48803330999
2016-04-08,48390504000
2016-04-11,47726391000
2016-04-12,48330674000
2016-04-13,48797348000
2016-04-14,48928974000
2016-04-15,49419580000
2016-04-18,49910186000
2016-04-19,50245234000
2016-04-20,49581121000
2016-04-21,49509325000
2016-04-22,49258039000
2016-04-25,49419580000
2016-04-26,49419580000
2016-04-27,49832407000
2016-04-28,48659739000
2016-04-29,47564850000
2016-05-02,46645864000
2016-05-03,46570178000
2016-05-04,46407162000
2016-05-05,45487286000
2016-05-06,45842428000
2016-05-09,46535246000
2016-05-10,46605110000
2016-05-11,44072540000
2016-05-12,44014320000
2016-05-13,43012936000
2016-05-16,43437942000
2016-05-17,42855742000
2016-05-18,39589600000
2016-05-19,39042332000
2016-05-20,39973852000
2016-05-23,39548846000
2016-05-24,39991318000
2016-05-25,40334816000
2016-05-26,40119402000
2016-05-27,40113580000
2016-05-31,40043716000
2016-06-01,39828302000
2016-06-02,39775903999
2016-06-03,39968030000
2016-06-06,40061182000
2016-06-07,39729328000
2016-06-08,39950564000
2016-06-09,39409118000
2016-06-10,39519736000
2016-06-13,38943358000
2016-06-14,38856028000
2016-06-15,39164594000
2016-06-16,38995756000
2016-06-17,39298500000
2016-06-20,39583778000
2016-06-21,39764260000
2016-06-22,40090292000
2016-06-23,40625916000
2016-06-24,40375570000
2016-06-27,40433790000
2016-06-28,40602628000
2016-06-29,40754000000
2016-06-30,40649203999
2016-07-01,40783110000
2016-07-05,40602628000
2016-07-06,41050922000
2016-07-07,40806398000
2016-07-08,41516682000
2016-07-11,42232788000
2016-07-12,42803344000
2016-07-13,42599574000
2016-07-14,42785878000
2016-07-15,42523888000
2016-07-18,43059512000
2016-07-19,43053690000
2016-07-20,43362256000
2016-07-21,43280748000
2016-07-22,43618424000
2016-07-25,44421860000
2016-07-26,44375284000
2016-07-27,43810550000
2016-07-28,43542738000
2016-07-29,43857126000
2016-08-01,43048251000
2016-08-02,42124689000
2016-08-03,42244410000
2016-08-04,42267214000
2016-08-05,42723294000
2016-08-08,42757500000
2016-08-09,41394961000
2016-08-10,41645805000
2016-08-11,42193101000
2016-08-12,43219281000
2016-08-15,43059653000
2016-08-16,43031148000
2016-08-17,40266163000
2016-08-18,40078030000
2016-08-19,39975412000
2016-08-22,40129339000
2016-08-23,40505605000
2016-08-24,40893273000
2016-08-25,40368781000
2016-08-26,40106535000
2016-08-29,40505605000
2016-08-30,40129339000
2016-08-31,40015319000
2016-09-01,40237658000
2016-09-02,40368781000
2016-09-06,39964010000
2016-09-07,40078030000
2016-09-08,39599146000
2016-09-09,39336900000
2016-09-12,39507930000
2016-09-13,39302694000
2016-09-14,38880820000
2016-09-15,39456621000
2016-09-16,39468023000
2016-09-19,39274189000
2016-09-20,39120262000
2016-09-21,39604847000
2016-09-22,39086056000
2016-09-23,39205777000
2016-09-26,38322122000
2016-09-27,38932129000
2016-09-28,38664181999
2016-09-29,38607172000
2016-09-30,39154468000
2016-10-03,39154468000
2016-10-04,39137365000
2016-10-05,38618574000
2016-10-06,39000541000
2016-10-07,39359704000
2016-10-10,39257086000
2016-10-11,38989139000
2016-10-12,38686986000
2016-10-13,38704089000
2016-10-14,38829511000
2016-10-17,38333524000
2016-10-18,38401936000
2016-10-19,38498853000
2016-10-20,38601471000
2016-10-21,38897923000
2016-10-24,38915026000
2016-10-25,38738295000
2016-10-26,39103159000
2016-10-27,38550162000
2016-10-28,39239983000
2016-10-31,38468181000
2016-11-01,37936466000
2016-11-02,38205122000
2016-11-03,37315199000
2016-11-04,37236841000
2016-11-07,37796541000
2016-11-08,37527885000
2016-11-09,38512957000
2016-11-10,39481238000
2016-11-11,39934595000
2016-11-14,40393549000
2016-11-15,39984968000
2016-11-16,42553991000
2016-11-17,42609961000
2016-11-18,42643543000
2016-11-21,42822647000
2016-11-22,43583839000
2016-11-23,43925256000
2016-11-25,43998017000
2016-11-28,43499884000
2016-11-29,43886077000
2016-11-30,43231228000
2016-12-01,43555853999
2016-12-02,43623018000
2016-12-05,43085706000
2016-12-06,42968169000
2016-12-07,43080109000
2016-12-08,43567048000
2016-12-09,43315183000
2016-12-12,42951378000
2016-12-13,43471899000
2016-12-14,43203243000
2016-12-15,43085706000
2016-12-16,42956975000
2016-12-19,43119288000
2016-12-20,43460705000
2016-12-21,43169661000
2016-12-22,41272278000
2016-12-23,41137950000
2016-12-27,41249890000
2016-12-28,40762951000
2016-12-29,40645414000
2016-12-30,40427131000
2017-01-03,40718175000
2017-01-04,41311457000
2017-01-05,40611832000
2017-01-06,39984968000
2017-01-09,39979371000
2017-01-10,39979371000
2017-01-11,40080117000
2017-01-12,39878625000
2017-01-13,39285343000
2017-01-17,39705118000
2017-01-18,37415945000
2017-01-19,36598783000
2017-01-20,35876770000
2017-01-23,35736845000
2017-01-24,36050277000
2017-01-25,36380500000
2017-01-26,35915949000
2017-01-27,35652890000
2017-01-30,35419888000
2017-01-31,35618752000
2017-02-01,35171308000
2017-02-02,35176832000
2017-02-03,35215500000
2017-02-06,35033208000
2017-02-07,35116068000
2017-02-08,35778948000
2017-02-09,36684884000
2017-02-10,36309252000
2017-02-13,35801044000
2017-02-14,36265060000
2017-02-15,36320300000
2017-02-16,36016480000
2017-02-17,36342396000
2017-02-21,36574404000
2017-02-22,36425256000
2017-02-23,35894952000
2017-02-24,36740124000
2017-02-27,36961084000
2017-02-28,32464548000
2017-03-01,31945292000
2017-03-02,32011580000
2017-03-03,31680140000
2017-03-06,30989640000
2017-03-07,30459336000
2017-03-08,30393048000
2017-03-09,30492480000
2017-03-10,30580864000
2017-03-13,30486956000
2017-03-14,30243900000
2017-03-15,30144468000
2017-03-16,30155516000
2017-03-17,29989796000
2017-03-20,30033988000
2017-03-21,29492636000
2017-03-22,29597592000
2017-03-23,29354536000
2017-03-24,29343488000
2017-03-27,29459492000
2017-03-28,29608640000
2017-03-29,30464860000
2017-03-30,30520100000
2017-03-31,30486956000
2017-04-03,29846172000
2017-04-04,29514732000
2017-04-05,29139100000
2017-04-06,29592068000
2017-04-07,29409776000
2017-04-10,29713596000
2017-04-11,29669404000
2017-04-12,29498160000
2017-04-13,29492636000
2017-04-17,29652832000
2017-04-18,29608640000
2017-04-19,29768836000
2017-04-20,30183136000
2017-04-21,30260472000
2017-04-24,30282568000
2017-04-25,30464860000
2017-04-26,30923352000
2017-04-27,30984116000
2017-04-28,30851540000
2017-05-01,30634461000
2017-05-02,30848688000
2017-05-03,31496862000
2017-05-04,31469397000
2017-05-05,31485876000
2017-05-08,31474890000
2017-05-09,31903344000
2017-05-10,32084613000
2017-05-11,30793758000
2017-05-12,30650940000
2017-05-15,30403755000
2017-05-16,29953329000
2017-05-17,30233472000
2017-05-18,30667419000
2017-05-19,30755307000
2017-05-22,30464178000
2017-05-23,29931357000
2017-05-24,29733609000
2017-05-25,29772060000
2017-05-26,29881920000
2017-05-30,30178542000
2017-05-31,30293895000
2017-06-01,30574038000
2017-06-02,30497136000
2017-06-05,30557559000
2017-06-06,29980794000
2017-06-07,29920371000
2017-06-08,30008259000
2017-06-09,31255170000
2017-06-12,31787991000
2017-06-13,31518834000
2017-06-14,31782498000
2017-06-15,30464178000
2017-06-16,28898673000
2017-06-19,28404303000
2017-06-20,27964863000
2017-06-21,27750636000
2017-06-22,27811059000
2017-06-23,27882468000
2017-06-26,28277964000
2017-06-27,28602051000
2017-06-28,28596558000
2017-06-29,28613037000
2017-06-30,28722897000
2017-07-03,28920645000
2017-07-05,28651488000
2017-07-06,28255992000
2017-07-07,28052751000
2017-07-10,27563874000
2017-07-11,27690213000
2017-07-12,27942891000
2017-07-13,29283183000
2017-07-14,29239239000
2017-07-17,29513889000
2017-07-18,29513889000
2017-07-19,29717130000
2017-07-20,29980794000
2017-07-21,30123612000
2017-07-24,29689665000
2017-07-25,30266430000
2017-07-26,30189528000
2017-07-27,30788265000
2017-07-28,30821223000
2017-07-31,30856815000
2017-08-01,30960270000
2017-08-02,30927600000
2017-08-03,31058280000
2017-08-04,31352310000
2017-08-07,31515660000
2017-08-08,31983930000
2017-08-09,31510215000
2017-08-10,30295980000
2017-08-11,30301425000
2017-08-14,30377655000
2017-08-15,29593575000
2017-08-16,30660795000
2017-08-17,30557340000
2017-08-18,30301425000
2017-08-21,30796920000
2017-08-22,30786030000
2017-08-23,30742470000
2017-08-24,29517345000
2017-08-25,29952945000
2017-08-28,29642580000
2017-08-29,29702475000
2017-08-30,29577240000
2017-08-31,29691585000
2017-09-01,30611790000
2017-09-05,31227075000
2017-09-06,31591890000
2017-09-07,31809690000
2017-09-08,31183515000
2017-09-11,31194405000
2017-09-12,31521105000
2017-09-13,32403195000
2017-09-14,32381415000
2017-09-15,32648220000
2017-09-18,32174505000
2017-09-19,32316075000
2017-09-20,32267070000
2017-09-21,31760685000
2017-09-22,32120055000
2017-09-25,31880475000
2017-09-26,31902255000
2017-09-27,32054715000
2017-09-28,32076495000
2017-09-29,32130945000
2017-10-02,32065605000
2017-10-03,31896810000
2017-10-04,31940370000
2017-10-05,31787910000
2017-10-06,31101840000
2017-10-09,30628125000
2017-10-10,31363200000
2017-10-11,32207175000
2017-10-12,32773455000
2017-10-13,33132825000
2017-10-16,32751675000
2017-10-17,32762565000
2017-10-18,32686335000
2017-10-19,32904135000
2017-10-20,33628320000
2017-10-23,34074810000
2017-10-24,34265385000
2017-10-25,33715440000
2017-10-26,33764445000
2017-10-27,32811570000
2017-10-30,32246325000
2017-10-31,31970160000
2017-11-01,31872690000
2017-11-02,32376285000
2017-11-03,32143440000
2017-11-06,32105535000
2017-11-07,31347435000
2017-11-08,31607355000
2017-11-09,32435850000
2017-11-10,33248100000
2017-11-13,32706600000
2017-11-14,32538735000
2017-11-15,29327640000
2017-11-16,29836650000
2017-11-17,31482810000
2017-11-20,31342020000
2017-11-21,31000875000
2017-11-22,31130835000
2017-11-24,30259020000
2017-11-27,30237360000
2017-11-28,30659730000
2017-11-29,33399720000
2017-11-30,32435850000
2017-12-01,32224665000
2017-12-04,33876240000
2017-12-05,33681300000
2017-12-06,32879880000
2017-12-07,33080235000
2017-12-08,33231855000
2017-12-11,33443040000
2017-12-12,33042330000
2017-12-13,33935805000
2017-12-14,33540510000
2017-12-15,33903315000
2017-12-18,34699320000
2017-12-19,34688490000
2017-12-20,34915920000
2017-12-21,35316630000
2017-12-22,35408685000
2017-12-26,35641530000
2017-12-27,35273310000
2017-12-28,35100030000
2017-12-29,35332875000
2018-01-02,36621645000
2018-01-03,36372555000
2018-01-04,35657775000
2018-01-05,36036825000
2018-01-08,36377970000
2018-01-09,37439310000
2018-01-10,38300295000
2018-01-11,40071000000
2018-01-12,41587200000
2018-01-16,40590840000
2018-01-17,41598030000
2018-01-18,42182850000
2018-01-19,42291150000
2018-01-22,42551070000
2018-01-23,42301980000
2018-01-24,41635935000
2018-01-25,41316450000
2018-01-26,41668425000
2018-01-29,41587200000
2018-01-30,40666650000
2018-01-31,40731630000
2018-02-01,40596255000
2018-02-02,39502425000
2018-02-05,37996413000
2018-02-06,39037999000
2018-02-07,39327925000
2018-02-08,38178959000
2018-02-09,38898405000
2018-02-12,38592372000
2018-02-13,39666172000
2018-02-14,40455415000
2018-02-15,40825876000
2018-02-16,40643330000
2018-02-20,39118534000
2018-02-21,39172224000
2018-02-22,40283607000
2018-02-23,40487629000
2018-02-26,41287610000
2018-02-27,40573533000
2018-02-28,40487629000
2018-03-01,39800397000
2018-03-02,40348035000
2018-03-05,40342666000
2018-03-06,38544051000
2018-03-07,38350767000
2018-03-08,37448775000
2018-03-09,37846081000
2018-03-12,37942723000
2018-03-13,38211173000
2018-03-14,37931985000
2018-03-15,37921247000
2018-03-16,38114531000
2018-03-19,37765546000
2018-03-20,38420564000
2018-03-21,37658166000
2018-03-22,36987041000
2018-03-23,36444772000
2018-03-26,37733332000
2018-03-27,36783019000
2018-03-28,37142742000
2018-03-29,37276967000
2018-04-02,37035362000
2018-04-03,37330657000
2018-04-04,38581634000
2018-04-05,38893036000
2018-04-06,38812501000
2018-04-09,38377612000
2018-04-10,39080951000
2018-04-11,39097058000
2018-04-12,38887667000
2018-04-13,38399088000
2018-04-16,38656800000
2018-04-17,38898405000
2018-04-18,38941357000
2018-04-19,38109162000
2018-04-20,37754808000
2018-04-23,38093055000
2018-04-24,37867557000
2018-04-25,38195066000
2018-04-26,38592372000
2018-04-27,39113165000
2018-04-30,38978940000
2018-05-01,38157483000
2018-05-02,38361505000
2018-05-03,38200435000
2018-05-04,38146745000
2018-05-07,36862761000
2018-05-08,36910614000
2018-05-09,37181781000
2018-05-10,37346608000
2018-05-11,37351925000
2018-05-14,38760930000
2018-05-15,38856636000
2018-05-16,39999791000
2018-05-17,40318811000
2018-05-18,40377298000
2018-05-21,40871779000
2018-05-22,40127399000
2018-05-23,37841089000
2018-05-24,37718798000
2018-05-25,37862357000
2018-05-29,38122890000
2018-05-30,39063999000
2018-05-31,38755613000
2018-06-01,38707760000
2018-06-04,40595295000
2018-06-05,41738450000
2018-06-06,41419430000
2018-06-07,41658695000
2018-06-08,41483234000
2018-06-11,42036202000
2018-06-12,42041519000
2018-06-13,41483234000
2018-06-14,41057874000
2018-06-15,41073825000
2018-06-18,41004704000
2018-06-19,40712269000
2018-06-20,40084863000
2018-06-21,40483638000
2018-06-22,40430468000
2018-06-25,40855828000
2018-06-26,40584661000
2018-06-27,40871779000
2018-06-28,40196520000
2018-06-29,40473004000
2018-07-02,40286909000
2018-07-03,40744171000
2018-07-05,40701635000
2018-07-06,40829243000
2018-07-09,41344992000
2018-07-10,41632110000
2018-07-11,41249286000
2018-07-12,40675050000
2018-07-13,41323724000
2018-07-16,41052557000
