,TGT
2004-08-24,39719680000
2004-08-25,40122880000
2004-08-26,40024320000
2004-08-27,40266240000
2004-08-30,40087040000
2004-08-31,39943680000
2004-09-01,40284160000
2004-09-02,40974080000
2004-09-03,41153280000
2004-09-07,41440000000
2004-09-08,41045760000
2004-09-09,40472320000
2004-09-10,41054720000
2004-09-13,41440000000
2004-09-14,41404160000
2004-09-15,40848640000
2004-09-16,40633600000
2004-09-17,40606720000
2004-09-20,40660480000
2004-09-21,40911360000
2004-09-22,40660480000
2004-09-23,40463360000
2004-09-24,41413120000
2004-09-27,40992000000
2004-09-28,41063680000
2004-09-29,41045760000
2004-09-30,40544000000
2004-10-01,40723200000
2004-10-04,41834240000
2004-10-05,41681920000
2004-10-06,42201600000
2004-10-07,42228480000
2004-10-08,42407680000
2004-10-11,42792960000
2004-10-12,42506240000
2004-10-13,41816320000
2004-10-14,41233920000
2004-10-15,42013440000
2004-10-18,42784000000
2004-10-19,43420160000
2004-10-20,43160320000
2004-10-21,43097600000
2004-10-22,42748160000
2004-10-25,42855680000
2004-10-26,43420160000
2004-10-27,44307200000
2004-10-28,44800000000
2004-10-29,44817920000
2004-11-01,44766890000
2004-11-02,44793500000
2004-11-03,44678190000
2004-11-04,45529710000
2004-11-05,45973210000
2004-11-08,45733720000
2004-11-09,45316830000
2004-11-10,45130560000
2004-11-11,45032990000
2004-11-12,46141740000
2004-11-15,46505410000
2004-11-16,45645020000
2004-11-17,45254740000
2004-11-18,45769200000
2004-11-19,45494230000
2004-11-22,45414400000
2004-11-23,45857900000
2004-11-24,46097390000
2004-11-26,46310270000
2004-11-29,46035300000
2004-11-30,45432140000
2004-12-01,46061910000
2004-12-02,46478800000
2004-12-03,45857900000
2004-12-06,45334570000
2004-12-07,45130560000
2004-12-08,45822420000
2004-12-09,46053040000
2004-12-10,45857900000
2004-12-13,45689370000
2004-12-14,46061910000
2004-12-15,45946600000
2004-12-16,45405530000
2004-12-17,44820110000
2004-12-20,44828980000
2004-12-21,44882200000
2004-12-22,44935420000
2004-12-23,44793500000
2004-12-27,45511970000
2004-12-28,45999820000
2004-12-29,45857900000
2004-12-30,46212700000
2004-12-31,46061910000
2005-01-03,45946600000
2005-01-04,45449880000
2005-01-05,45485360000
2005-01-06,43019500000
2005-01-07,43480740000
2005-01-10,44066160000
2005-01-11,43649270000
2005-01-12,44119380000
2005-01-13,43684750000
2005-01-14,44128250000
2005-01-18,44527400000
2005-01-19,44296780000
2005-01-20,44305650000
2005-01-21,43551700000
2005-01-24,43161420000
2005-01-25,43542830000
2005-01-26,44793500000
2005-01-27,44491920000
2005-01-28,43897630000
2005-01-31,45032990000
2005-02-01,44970900000
2005-02-02,45511970000
2005-02-03,45893380000
2005-02-04,45698240000
2005-02-07,45565190000
2005-02-08,44917680000
2005-02-09,44083900000
2005-02-10,43516220000
2005-02-11,43667010000
2005-02-14,44083900000
2005-02-15,44190340000
2005-02-16,43525090000
2005-02-17,44491920000
2005-02-18,44899940000
2005-02-22,44341130000
2005-02-23,45237000000
2005-02-24,45361180000
2005-02-25,45565190000
2005-02-28,45077340000
2005-03-01,45520840000
2005-03-02,46008690000
2005-03-03,46567500000
2005-03-04,46469930000
2005-03-07,46452190000
2005-03-08,46345750000
2005-03-09,46141740000
2005-03-10,46381230000
2005-03-11,45902250000
2005-03-14,46257050000
2005-03-15,46079650000
2005-03-16,45618410000
2005-03-17,45618410000
2005-03-18,45024120000
2005-03-21,44598360000
2005-03-22,44740280000
2005-03-23,44429830000
2005-03-24,44429830000
2005-03-28,44766890000
2005-03-29,44571750000
2005-03-30,45059600000
2005-03-31,44367740000
2005-04-01,43817800000
2005-04-04,44128250000
2005-04-05,44722540000
2005-04-06,44323390000
2005-04-07,45006380000
2005-04-08,44394350000
2005-04-11,44128250000
2005-04-12,44704800000
2005-04-13,44110510000
2005-04-14,43454130000
2005-04-15,42576000000
2005-04-18,43125940000
2005-04-19,42478430000
2005-04-20,41555950000
2005-04-21,42442950000
2005-04-22,41360810000
2005-04-25,41706740000
2005-04-26,41307590000
2005-04-27,41600300000
2005-04-28,41555950000
2005-04-29,41165670000
2005-05-02,41691760000
2005-05-03,41470935000
2005-05-04,40879124000
2005-05-05,41762424000
2005-05-06,41400271000
2005-05-09,42053913000
2005-05-10,41965583000
2005-05-11,42575060000
2005-05-12,43105040000
2005-05-13,42831217000
2005-05-16,43723350000
2005-05-17,44465322000
2005-05-18,45949266000
2005-05-19,46523411000
2005-05-20,45834437000
2005-05-23,46055262000
2005-05-24,46682405000
2005-05-25,46735403000
2005-05-26,47106389000
2005-05-27,47256550000
2005-05-31,47433210000
2005-06-01,47548039000
2005-06-02,48272345000
2005-06-03,47627536000
2005-06-06,47645202000
2005-06-07,47883693000
2005-06-08,47609870000
2005-06-09,47636369000
2005-06-10,47300715000
2005-06-13,47106389000
2005-06-14,48184015000
2005-06-15,48581500000
2005-06-16,48192848000
2005-06-17,48069186000
2005-06-20,48493170000
2005-06-21,48360675000
2005-06-22,49402969000
2005-06-23,48607999000
2005-06-24,47760031000
2005-06-27,48334176000
2005-06-28,49173311000
2005-06-29,48493170000
2005-06-30,48060353000
2005-07-01,48192848000
2005-07-05,49500132000
2005-07-06,49076148000
2005-07-07,49835786000
2005-07-08,50286269000
2005-07-11,50533593000
2005-07-12,51461058000
2005-07-13,51116571000
2005-07-14,51575887000
2005-07-15,51849710000
2005-07-18,52114700000
2005-07-19,52609348000
2005-07-20,52980334000
2005-07-21,51434559000
2005-07-22,52203030000
2005-07-25,51867376000
2005-07-26,52141199000
2005-07-27,52423855000
2005-07-28,52680012000
2005-07-29,51893875000
2005-08-01,50933360000
2005-08-02,50792368000
2005-08-03,50818804000
2005-08-04,49426508000
2005-08-05,48880164000
2005-08-08,48510060000
2005-08-09,48836104000
2005-08-10,48941848000
2005-08-11,49038780000
2005-08-12,49858296000
2005-08-15,50360580000
2005-08-16,49091652000
2005-08-17,49347200000
2005-08-18,49479380000
2005-08-19,48765608000
2005-08-22,49470568000
2005-08-23,49435320000
2005-08-24,49126900000
2005-08-25,49356012000
2005-08-26,49065216000
2005-08-29,49100464000
2005-08-30,47708168000
2005-08-31,47364500000
2005-09-01,46509736000
2005-09-02,46844592000
2005-09-06,47549552000
2005-09-07,47708168000
2005-09-08,47628860000
2005-09-09,47937280000
2005-09-12,48836104000
2005-09-13,47752228000
2005-09-14,46483300000
2005-09-15,46500924000
2005-09-16,46967960000
2005-09-19,46025076000
2005-09-20,44800208000
2005-09-21,44809020000
2005-09-22,46351120000
2005-09-23,46342308000
2005-09-26,46421616000
2005-09-27,46465676000
2005-09-28,45258432000
2005-09-29,45381800000
2005-09-30,45760716000
2005-10-03,45663784000
2005-10-04,45910520000
2005-10-05,45152688000
2005-10-06,45840024000
2005-10-07,46500924000
2005-10-10,46016264000
2005-10-11,45813588000
2005-10-12,45337740000
2005-10-13,46130820000
2005-10-14,47135388000
2005-10-17,46932712000
2005-10-18,46897464000
2005-10-19,49347200000
2005-10-20,49135712000
2005-10-21,48148768000
2005-10-24,48659864000
2005-10-25,47628860000
2005-10-26,47461432000
2005-10-27,46263000000
2005-10-28,48034212000
2005-10-31,48489283000
2005-11-01,48149710000
2005-11-02,49603779000
2005-11-03,49455760000
2005-11-04,49986887000
2005-11-07,50317753000
2005-11-08,49534123000
2005-11-09,49246792000
2005-11-10,51240695000
2005-11-11,50892415000
2005-11-14,50875001000
2005-11-15,47279010000
2005-11-16,47461857000
2005-11-17,48236780000
2005-11-18,48080054000
2005-11-21,47818844000
2005-11-22,47949449000
2005-11-23,47975570000
2005-11-25,48088761000
2005-11-28,47644704000
2005-11-29,47017800000
2005-11-30,46591157000
2005-12-01,46843660000
2005-12-02,46895902000
2005-12-05,45807527000
2005-12-06,46321240000
2005-12-07,46225463000
2005-12-08,45885890000
2005-12-09,46843660000
2005-12-12,47122284000
2005-12-13,47505392000
2005-12-14,47453150000
2005-12-15,47496685000
2005-12-16,46730469000
2005-12-19,45972960000
2005-12-20,47043921000
2005-12-21,47453150000
2005-12-22,47844965000
2005-12-23,48332557000
2005-12-27,48393506000
2005-12-28,48367385000
2005-12-29,48097468000
2005-12-30,47862379000
2006-01-03,47644704000
2006-01-04,47583755000
2006-01-05,47444443000
2006-01-06,47305131000
2006-01-09,47366080000
2006-01-10,47313838000
2006-01-11,47313838000
2006-01-12,46956851000
2006-01-13,47348666000
2006-01-17,47104870000
2006-01-18,46965558000
2006-01-19,47383494000
2006-01-20,46652106000
2006-01-23,45929425000
2006-01-24,47235475000
2006-01-25,47714360000
2006-01-26,46930730000
2006-01-27,47165819000
2006-01-30,47339959000
2006-01-31,47670825000
2006-02-01,47662118000
2006-02-02,48088761000
2006-02-03,47853672000
2006-02-06,47888500000
2006-02-07,47287717000
2006-02-08,47061335000
2006-02-09,47000386000
2006-02-10,47548927000
2006-02-13,47487978000
2006-02-14,48262901000
2006-02-15,48585060000
2006-02-16,47531513000
2006-02-17,47287717000
2006-02-21,46721762000
2006-02-22,47540220000
2006-02-23,47461857000
2006-02-24,47061335000
2006-02-27,48306436000
2006-02-28,47366080000
2006-03-01,47514099000
2006-03-02,46765297000
2006-03-03,46486673000
2006-03-06,46094858000
2006-03-07,46025202000
2006-03-08,46469259000
2006-03-09,45929425000
2006-03-10,46417017000
2006-03-13,46460552000
2006-03-14,47487978000
2006-03-15,46774004000
2006-03-16,46774004000
2006-03-17,46817539000
2006-03-20,46608571000
2006-03-21,46460552000
2006-03-22,46634692000
2006-03-23,46434431000
2006-03-24,46765297000
2006-03-27,46295119000
2006-03-28,46364775000
2006-03-29,46408310000
2006-03-30,45929425000
2006-03-31,45285107000
2006-04-03,44562426000
2006-04-04,44893292000
2006-04-05,45433126000
2006-04-06,45816234000
2006-04-07,45241572000
2006-04-10,44945534000
2006-04-11,44571133000
2006-04-12,44745273000
2006-04-13,44823636000
2006-04-17,44605961000
2006-04-18,44997776000
2006-04-19,44806222000
2006-04-20,44928120000
2006-04-21,44275095000
2006-04-24,45102260000
2006-04-25,45346056000
2006-04-26,46451845000
2006-04-27,46547622000
2006-04-28,46234170000
2006-05-01,45725696000
2006-05-02,46130272000
2006-05-03,46070016000
2006-05-04,45751520000
2006-05-05,46948032000
2006-05-08,47094368000
2006-05-09,46741440000
2006-05-10,46474592000
2006-05-11,45983936000
2006-05-12,44942368000
2006-05-15,43057216000
2006-05-16,42463264000
2006-05-17,41920960000
2006-05-18,41679936000
2006-05-19,42316928000
2006-05-22,42291104000
2006-05-23,42299712000
2006-05-24,42161984000
2006-05-25,42196416000
2006-05-26,42050080000
2006-05-30,41903744000
2006-05-31,42110336000
2006-06-01,42411616000
2006-06-02,42342752000
2006-06-05,41705760000
2006-06-06,40974080000
2006-06-07,42093120000
2006-06-08,42471872000
2006-06-09,41671328000
2006-06-12,41499168000
2006-06-13,41370048000
2006-06-14,41550816000
2006-06-15,42618208000
2006-06-16,42368576000
2006-06-19,42265280000
2006-06-20,42213632000
2006-06-21,42712896000
2006-06-22,42523520000
2006-06-23,42394400000
2006-06-26,42618208000
2006-06-27,41748800000
2006-06-28,41714368000
2006-06-29,42454656000
2006-06-30,42067296000
2006-07-03,41860704000
2006-07-05,41550816000
2006-07-06,42325536000
2006-07-07,42368576000
2006-07-10,42704288000
2006-07-11,43160512000
2006-07-12,42205024000
2006-07-13,41748800000
2006-07-14,41094592000
2006-07-17,40931040000
2006-07-18,39192224000
2006-07-19,39355776000
2006-07-20,39984160000
2006-07-21,39665664000
2006-07-24,39751744000
2006-07-25,40053024000
2006-07-26,39484896000
2006-07-27,39674272000
2006-07-28,39992768000
2006-07-31,39390176000
2006-08-01,39158570000
2006-08-02,39270084000
2006-08-03,39793342000
2006-08-04,40505316000
2006-08-07,40093572000
2006-08-08,39407332000
2006-08-09,38841184000
2006-08-10,40934216000
2006-08-11,41517520000
2006-08-14,41320226000
2006-08-15,41757704000
2006-08-16,42341008000
2006-08-17,42744174000
2006-08-18,42718440000
2006-08-21,41946420000
2006-08-22,41877796000
2006-08-23,40891326000
2006-08-24,40308022000
2006-08-25,40230820000
2006-08-28,40934216000
2006-08-29,41792016000
2006-08-30,41671924000
2006-08-31,41508942000
2006-09-01,41989310000
2006-09-05,42006466000
2006-09-06,41448896000
2006-09-07,41757704000
2006-09-08,43370368000
2006-09-11,43962250000
2006-09-12,45034500000
2006-09-13,45300418000
2006-09-14,45686428000
2006-09-15,46012392000
2006-09-18,45960924000
2006-09-19,46655742000
2006-09-20,47196156000
2006-09-21,46655742000
2006-09-22,47033174000
2006-09-25,47933864000
2006-09-26,48053956000
2006-09-27,47968176000
2006-09-28,48242672000
2006-09-29,47393450000
2006-10-02,47882396000
2006-10-03,48731618000
2006-10-04,49435014000
2006-10-05,50335704000
2006-10-06,50224190000
2006-10-09,50258502000
2006-10-10,50309970000
2006-10-11,50232768000
2006-10-12,51159192000
2006-10-13,51193504000
2006-10-16,50824650000
2006-10-17,49992584000
2006-10-18,49915382000
2006-10-19,49254876000
2006-10-20,49752400000
2006-10-23,51227816000
2006-10-24,50687402000
2006-10-25,49812446000
2006-10-26,50841806000
2006-10-27,50232768000
2006-10-30,50378274000
2006-10-31,50652162000
2006-11-01,49385430000
2006-11-02,48752064000
2006-11-03,47956077000
2006-11-06,48957480000
2006-11-07,49060188000
2006-11-08,49334076000
2006-11-09,48418263000
2006-11-10,49590846000
2006-11-13,49436784000
2006-11-14,50635044000
2006-11-15,49873293000
2006-11-16,50112945000
2006-11-17,49830498000
2006-11-20,49556610000
2006-11-21,49393989000
2006-11-22,50001678000
2006-11-24,49393989000
2006-11-27,48846213000
2006-11-28,48666474000
2006-11-29,49513815000
2006-11-30,49719231000
2006-12-01,49051629000
2006-12-04,49667877000
2006-12-05,50010237000
2006-12-06,49753467000
2006-12-07,49702113000
2006-12-08,49753467000
2006-12-11,49933206000
2006-12-12,49402548000
2006-12-13,50070150000
2006-12-14,51140025000
2006-12-15,50292684000
2006-12-18,50112945000
2006-12-19,50061591000
2006-12-20,49505256000
2006-12-21,49402548000
2006-12-22,49060188000
2006-12-26,48863331000
2006-12-27,49188573000
2006-12-28,48871890000
2006-12-29,48829095000
2007-01-03,48940362000
2007-01-04,49291281000
2007-01-05,49017393000
2007-01-08,49085865000
2007-01-09,49864734000
2007-01-10,49907529000
2007-01-11,51191379000
2007-01-12,51619329000
2007-01-16,52072956000
2007-01-17,51662124000
2007-01-18,52646409000
2007-01-19,53365365000
2007-01-22,52637850000
2007-01-23,52577937000
2007-01-24,52620732000
2007-01-25,51936012000
2007-01-26,51516621000
2007-01-29,51413913000
2007-01-30,51730596000
2007-01-31,52518024000
2007-02-01,52894620000
2007-02-02,53091477000
2007-02-05,53168508000
2007-02-06,53673489000
2007-02-07,53750520000
2007-02-08,53288334000
2007-02-09,52783353000
2007-02-12,52894620000
2007-02-13,53177067000
2007-02-14,53442396000
2007-02-15,53639253000
2007-02-16,53844669000
2007-02-20,55051487999
2007-02-21,54443799000
2007-02-22,54024408000
2007-02-23,54007290000
2007-02-26,53536545000
2007-02-27,50840460000
2007-02-28,52663527000
2007-03-01,52124310000
2007-03-02,52235577000
2007-03-05,51174261000
2007-03-06,51978807000
2007-03-07,51867540000
2007-03-08,52800471000
2007-03-09,52963092000
2007-03-12,53262657000
2007-03-13,51756273000
2007-03-14,50754870000
2007-03-15,50994522000
2007-03-16,51157143000
2007-03-19,51730596000
2007-03-20,52329726000
2007-03-21,52714881000
2007-03-22,52406757000
2007-03-23,52646409000
2007-03-26,52689204000
2007-03-27,51816186000
2007-03-28,51311205000
2007-03-29,51140025000
2007-03-30,50720634000
2007-04-02,51294087000
2007-04-03,52055838000
2007-04-04,51858981000
2007-04-05,52304049000
2007-04-09,52535142000
2007-04-10,51833304000
2007-04-11,51080112000
2007-04-12,51311205000
2007-04-13,51054435000
2007-04-16,51499503000
2007-04-17,51876099000
2007-04-18,52047279000
2007-04-19,52432434000
2007-04-20,53168508000
2007-04-23,52577937000
2007-04-24,51636447000
2007-04-25,51799068000
2007-04-26,52167105000
2007-04-27,52013043000
2007-04-30,50814783000
2007-05-01,51045876000
2007-05-02,50455305000
2007-05-03,50138622000
2007-05-04,50480982000
2007-05-07,50494980000
2007-05-08,50010024000
2007-05-09,50333328000
2007-05-10,49958976000
2007-05-11,49559100000
2007-05-14,49329384000
2007-05-15,48963540000
2007-05-16,48759348000
2007-05-17,49082652000
2007-05-18,49474020000
2007-05-21,49465512000
2007-05-22,49380432000
2007-05-23,49856880000
2007-05-24,51184128000
2007-05-25,51694608000
2007-05-29,51728640000
2007-05-30,51966864000
2007-05-31,53115444000
2007-06-01,54170436000
2007-06-04,54323580000
2007-06-05,54417168000
2007-06-06,54536279999
2007-06-07,53200524000
2007-06-08,53915196000
2007-06-11,53549352000
2007-06-12,53140968000
2007-06-13,54000276000
2007-06-14,54315072000
2007-06-15,54272532000
2007-06-18,54434184000
2007-06-19,53864148000
2007-06-20,54663900000
2007-06-21,54791520000
2007-06-22,54680916000
2007-06-25,54587328000
2007-06-26,53523828000
2007-06-27,54238500000
2007-06-28,54025800000
2007-06-29,54110880000
2007-07-02,54315072000
2007-07-03,53821608000
2007-07-05,54629867999
2007-07-06,57939479999
2007-07-09,56765376000
2007-07-10,55140348000
2007-07-11,55812479999
2007-07-12,59590032000
2007-07-13,59675112000
2007-07-16,58611612000
2007-07-17,58296816000
2007-07-18,57871416000
2007-07-19,58611612000
2007-07-20,57369444000
2007-07-23,56722836000
2007-07-24,55131840000
2007-07-25,54800028000
2007-07-26,52936776000
2007-07-27,52834680000
2007-07-30,53447256000
2007-07-31,51532956000
2007-08-01,51507432000
2007-08-02,53685480000
2007-08-03,51481908000
2007-08-06,52080504000
2007-08-07,52985296000
2007-08-08,55141575999
2007-08-09,52866912000
2007-08-10,52731616000
2007-08-13,53501112000
2007-08-14,50812104000
2007-08-15,49137816000
2007-08-16,50524600000
2007-08-17,51733808000
2007-08-20,49966504000
2007-08-21,50820560000
2007-08-22,53763248000
2007-08-23,52435656000
2007-08-24,53348904000
2007-08-27,52638600000
2007-08-28,51691528000
2007-08-29,54059208000
2007-08-30,53957736000
2007-08-31,55750408000
2007-09-04,54321343999
2007-09-05,52325728000
2007-09-06,53602584000
2007-09-07,51581600000
2007-09-10,51116520000
2007-09-11,52258080000
2007-09-12,53036032000
2007-09-13,54473552000
2007-09-14,54549656000
2007-09-17,53619496000
2007-09-18,56891968000
2007-09-19,55961808000
2007-09-20,55462904000
2007-09-21,55513640000
2007-09-24,54372080000
2007-09-25,51877560000
2007-09-26,52858456000
2007-09-27,52173520000
2007-09-28,53754792000
2007-10-01,54955543999
2007-10-02,55234591999
2007-10-03,55572832000
2007-10-04,55124664000
2007-10-05,57137191999
2007-10-08,56071736000
2007-10-09,55598200000
2007-10-10,55615112000
2007-10-11,54642672000
2007-10-12,54262152000
2007-10-15,53822440000
2007-10-16,53830896000
2007-10-17,53627952000
2007-10-18,52985296000
2007-10-19,51387112000
2007-10-22,52046680000
2007-10-23,51886016000
2007-10-24,52173520000
2007-10-25,52689336000
2007-10-26,53298168000
2007-10-29,52841544000
2007-10-30,53145960000
2007-10-31,51886016000
2007-11-01,49442232000
2007-11-02,50169448000
2007-11-05,46646505000
2007-11-06,47476170000
2007-11-07,47379510000
2007-11-08,47282850000
2007-11-09,45261045000
2007-11-12,45615465000
2007-11-13,48007800000
2007-11-14,45728235000
2007-11-15,44302500000
2007-11-16,43400340000
2007-11-19,43416450000
2007-11-20,41636295000
2007-11-21,43577550000
2007-11-23,46050435000
2007-11-26,44479710000
2007-11-27,45913500000
2007-11-28,47991690000
2007-11-29,47878920000
2007-11-30,48305835000
2007-12-03,47943360000
2007-12-04,47870865000
2007-12-05,48434715000
2007-12-06,44761635000
2007-12-07,44713305000
2007-12-10,44785800000
2007-12-11,42723720000
2007-12-12,42836490000
2007-12-13,42288750000
2007-12-14,41531580000
2007-12-17,41821560000
2007-12-18,42699555000
2007-12-19,41539635000
2007-12-20,40444155000
2007-12-21,40822740000
2007-12-24,42264585000
2007-12-26,41209380000
2007-12-27,40790520000
2007-12-28,40871070000
2007-12-31,40275000000
2008-01-02,39880305000
2008-01-03,39928635000
2008-01-04,38728440000
2008-01-07,39461445000
2008-01-08,39429225000
2008-01-09,40210560000
2008-01-10,41523525000
2008-01-11,40234725000
2008-01-14,40669695000
2008-01-15,40170285000
2008-01-16,40419990000
2008-01-17,40226670000
2008-01-18,40355550000
2008-01-22,43360065000
2008-01-23,43811145000
2008-01-24,42699555000
2008-01-25,41563800000
2008-01-28,43070085000
2008-01-29,42530400000
2008-01-30,42192090000
2008-01-31,44640810000
2008-02-01,45953775000
2008-02-04,43537275000
2008-02-05,42490125000
2008-02-06,41080500000
2008-02-07,43577550000
2008-02-08,42288750000
2008-02-11,43650045000
2008-02-12,43424505000
2008-02-13,43907805000
2008-02-14,42804270000
2008-02-15,42747885000
2008-02-19,42063210000
2008-02-20,43013700000
2008-02-21,41370480000
2008-02-22,41942385000
2008-02-25,42892875000
2008-02-26,44213895000
2008-02-27,44165565000
2008-02-28,43352010000
2008-02-29,42377355000
2008-03-03,42619005000
2008-03-04,42739830000
2008-03-05,42530400000
2008-03-06,42103485000
2008-03-07,41886000000
2008-03-10,41265765000
2008-03-11,41547690000
2008-03-12,41152995000
2008-03-13,40726080000
2008-03-14,40138065000
2008-03-17,39066750000
2008-03-18,41072445000
2008-03-19,40387770000
2008-03-20,42167925000
2008-03-24,43207020000
2008-03-25,43045920000
2008-03-26,42232365000
2008-03-27,41064390000
2008-03-28,40025295000
2008-03-31,40822740000
2008-04-01,42908985000
2008-04-02,43053975000
2008-04-03,42892875000
2008-04-04,42425685000
2008-04-07,42506235000
2008-04-08,42900930000
2008-04-09,42159870000
2008-04-10,42820380000
2008-04-11,41861835000
2008-04-14,41853780000
2008-04-15,42320970000
2008-04-16,43198965000
2008-04-17,43021755000
2008-04-18,43980300000
2008-04-21,43940025000
2008-04-22,42393465000
2008-04-23,42192090000
2008-04-24,42610950000
2008-04-25,43480890000
2008-04-28,43448670000
2008-04-29,43577550000
2008-04-30,42796215000
2008-05-01,43690320000
2008-05-02,43424505000
2008-05-05,40972257000
2008-05-06,41164832000
2008-05-07,41164832000
2008-05-08,40317502000
2008-05-09,40240472000
2008-05-12,41195644000
2008-05-13,41018475000
2008-05-14,41480655000
2008-05-15,42443530000
2008-05-16,42274064000
2008-05-19,42304876000
2008-05-20,41819587000
2008-05-21,40725761000
2008-05-22,40833603000
2008-05-23,40086412000
2008-05-27,40171145000
2008-05-28,40302096000
2008-05-29,41403625000
2008-05-30,41103208000
2008-06-02,40687246000
2008-06-03,42366500000
2008-06-04,41750260000
2008-06-05,42081489000
2008-06-06,40456156000
2008-06-09,40402235000
2008-06-10,40972257000
2008-06-11,39755183000
2008-06-12,40217363000
2008-06-13,41241862000
2008-06-16,40895227000
2008-06-17,40402235000
2008-06-18,39169755000
2008-06-19,39901540000
2008-06-20,38499594000
2008-06-23,37544422000
2008-06-24,37875651000
2008-06-25,38422564000
2008-06-26,36697092000
2008-06-27,36874261000
2008-06-30,35811247000
2008-07-01,36612359000
2008-07-02,35965307000
2008-07-03,36127070000
2008-07-07,36335051000
2008-07-08,37490501000
2008-07-09,36450596000
2008-07-10,34578767000
2008-07-11,34463222000
2008-07-14,33831576000
2008-07-15,33646704000
2008-07-16,35572454000
2008-07-17,36643171000
2008-07-18,36103961000
2008-07-21,35171898000
2008-07-22,35402988000
2008-07-23,35603266000
2008-07-24,34571064000
2008-07-25,34332271000
2008-07-28,33862388000
2008-07-29,35187304000
2008-07-30,35349067000
2008-07-31,34840669000
2008-08-01,34417004000
2008-08-04,33915035000
2008-08-05,36160465000
2008-08-06,36175535000
2008-08-07,34480160000
2008-08-08,36725590000
2008-08-11,38601805000
2008-08-12,37192760000
2008-08-13,36220745000
2008-08-14,37411275000
2008-08-15,38729900000
2008-08-18,37712675000
2008-08-19,37464020000
2008-08-20,37742815000
2008-08-21,38473710000
2008-08-22,39679310000
2008-08-25,39084045000
2008-08-26,39897825000
2008-08-27,39822475000
2008-08-28,40598580000
2008-08-29,39950570000
2008-09-02,41472640000
2008-09-03,41450035000
2008-09-04,40560905000
2008-09-05,41465105000
2008-09-08,43620115000
2008-09-09,42361770000
2008-09-10,42753590000
2008-09-11,43424205000
2008-09-12,43145410000
2008-09-15,41743900000
2008-09-16,43605045000
2008-09-17,40380065000
2008-09-18,41841855000
2008-09-19,40176620000
2008-09-22,37524300000
2008-09-23,37305785000
2008-09-24,37117410000
2008-09-25,37840770000
2008-09-26,38782645000
2008-09-29,35678225000
2008-09-30,36959175000
2008-10-01,35595340000
2008-10-02,33681450000
2008-10-03,32897809999
2008-10-06,31910725000
2008-10-07,30034510000
2008-10-08,31119549999
2008-10-09,28278855000
2008-10-10,27879500000
2008-10-13,30750335000
2008-10-14,29974230000
2008-10-15,26915020000
2008-10-16,28565184999
2008-10-17,29665294999
2008-10-20,28685745000
2008-10-21,28406950000
2008-10-22,25174434999
2008-10-23,25566255000
2008-10-24,24805220000
2008-10-27,24631915000
2008-10-28,29017285000
2008-10-29,30682520000
2008-10-30,28926865000
2008-10-31,30230419999
2008-11-03,29576504000
2008-11-04,31103470000
2008-11-05,28395550000
2008-11-06,26680534000
2008-11-07,27470344000
2008-11-10,27297338000
2008-11-11,26966370000
2008-11-12,25033216000
2008-11-13,26575226000
2008-11-14,24845166000
2008-11-17,23829696000
2008-11-18,22611132000
2008-11-19,20279312000
2008-11-20,21061600000
2008-11-21,21121776000
2008-11-24,22896968000
2008-11-25,24077922000
2008-11-26,26424786000
2008-11-28,25394272000
2008-12-01,22219988000
2008-12-02,23716866000
2008-12-03,25935855999
2008-12-04,25604888000
2008-12-05,26296912000
2008-12-08,28824304000
2008-12-09,28568555999
2008-12-10,29222970000
2008-12-11,28245109999
2008-12-12,26958848000
2008-12-15,26093818000
2008-12-16,27184508000
2008-12-17,26876105999
2008-12-18,26642924000
2008-12-19,25890724000
2008-12-22,24657116000
2008-12-23,24032790000
2008-12-24,24333670000
2008-12-26,24250928000
2008-12-29,24363758000
2008-12-30,25236309999
2008-12-31,25973466000
2009-01-02,26048686000
2009-01-05,27184508000
2009-01-06,28666342000
2009-01-07,27838922000
2009-01-08,28222544000
2009-01-09,26627880000
2009-01-12,26409742000
2009-01-13,26281868000
2009-01-14,25349140000
2009-01-15,26266824000
2009-01-16,26342044000
2009-01-20,24484109999
2009-01-21,25680108000
2009-01-22,25514624000
2009-01-23,25123480000
2009-01-26,24935430000
2009-01-27,25078348000
2009-01-28,26266824000
2009-01-29,24596940000
2009-01-30,23468640000
2009-02-02,22716440000
2009-02-03,24153142000
2009-02-04,23573948000
2009-02-05,24288538000
2009-02-06,24837644000
2009-02-09,24619505999
2009-02-10,23536338000
2009-02-11,23882350000
2009-02-12,23205370000
2009-02-13,22626176000
2009-02-17,22287686000
2009-02-18,22144768000
2009-02-19,22483258000
2009-02-20,22377950000
2009-02-23,21385046000
2009-02-24,20933726000
2009-02-25,20753198000
2009-02-26,20926204000
2009-02-27,21294782000
2009-03-02,20587714000
2009-03-03,19519590000
2009-03-04,20429752000
2009-03-05,19790382000
2009-03-06,19293930000
2009-03-09,19083314000
2009-03-10,20467362000
2009-03-11,20234180000
2009-03-12,21430178000
2009-03-13,22543434000
2009-03-16,21685926000
2009-03-17,22904490000
2009-03-18,23754476000
2009-03-19,23641646000
2009-03-20,22829270000
2009-03-23,24882776000
2009-03-24,24867732000
2009-03-25,24995605999
2009-03-26,26274346000
2009-03-27,25702674000
2009-03-30,25033216000
2009-03-31,25868158000
2009-04-01,25860636000
2009-04-02,27124332000
2009-04-03,27590696000
2009-04-06,26665490000
2009-04-07,26349566000
2009-04-08,28282720000
2009-04-09,30005258000
