,ZBRA
2004-08-24,3976740523
2004-08-25,4054172203
2004-08-26,4047239200
2004-08-27,4117501280
2004-08-30,4032900000
2004-08-31,4097426400
2004-09-01,4191348160
2004-09-02,4223611359
2004-09-03,4165537600
2004-09-07,4140444000
2004-09-08,4171990240
2004-09-09,4258025440
2004-09-10,4260893280
2004-09-13,4274515520
2004-09-14,4259459359
2004-09-15,4215724800
2004-09-16,4268779840
2004-09-17,4258025440
2004-09-20,4293873440
2004-09-21,4406436160
2004-09-22,4356965920
2004-09-23,4367720320
2004-09-24,4437265440
2004-09-27,4367003360
2004-09-28,4345494560
2004-09-29,4338324960
2004-09-30,4374172960
2004-10-01,4324702720
2004-10-04,4312380000
2004-10-05,4247694300
2004-10-06,4306630160
2004-10-07,4211757800
2004-10-08,4180852410
2004-10-11,4169352730
2004-10-12,4143478450
2004-10-13,4141322260
2004-10-14,4081667670
2004-10-15,4156415590
2004-10-18,4254162870
2004-10-19,4211757800
2004-10-20,4168634000
2004-10-21,4340410470
2004-10-22,4259912710
2004-10-25,4264225090
2004-10-26,4211039070
2004-10-27,3922828340
2004-10-28,3826518520
2004-10-29,3808550270
2004-11-01,3805675350
2004-11-02,3869642320
2004-11-03,3953733730
2004-11-04,3920672150
2004-11-05,3961639760
2004-11-08,3970983250
2004-11-09,4020575620
2004-11-10,4019856890
2004-11-11,4027044190
2004-11-12,3802081700
2004-11-15,3740989650
2004-11-16,3484403040
2004-11-17,3753926790
2004-11-18,3723740130
2004-11-19,3701459500
2004-11-22,3737396000
2004-11-23,3714396640
2004-11-24,3678460140
2004-11-26,3666241730
2004-11-29,3683491250
2004-11-30,3613774440
2004-12-01,3827237250
2004-12-02,3771176310
2004-12-03,3731646160
2004-12-06,3758957900
2004-12-07,3688522360
2004-12-08,3649710940
2004-12-09,3762551550
2004-12-10,3773332500
2004-12-13,3834424550
2004-12-14,3889766760
2004-12-15,3968108330
2004-12-16,4019138160
2004-12-17,3986795310
2004-12-20,3913484850
2004-12-21,3986076580
2004-12-22,4044293710
2004-12-23,4027762920
2004-12-27,4007638480
2004-12-28,4035668950
2004-12-29,4045731170
2004-12-30,4068011800
2004-12-31,4045012440
2005-01-03,3989670230
2005-01-04,3914922310
2005-01-05,3778363610
2005-01-06,3784113450
2005-01-07,3816456300
2005-01-10,3869642320
2005-01-11,3713677910
2005-01-12,3659054429
2005-01-13,3669835380
2005-01-14,3679897600
2005-01-18,3769020120
2005-01-19,3770457580
2005-01-20,3788425830
2005-01-21,3679897600
2005-01-24,3610180790
2005-01-25,3540463980
2005-01-26,3549807470
2005-01-27,3676303950
2005-01-28,3601556030
2005-01-31,3660491890
2005-02-01,3629586500
2005-02-02,3630305230
2005-02-03,3564900800
2005-02-04,3719427750
2005-02-07,3710084260
2005-02-08,3755004885
2005-02-09,3629586500
2005-02-10,3467153520
2005-02-11,3611618250
2005-02-14,3593650000
2005-02-15,3587900160
2005-02-16,3710802990
2005-02-17,3679897600
2005-02-18,3635336340
2005-02-22,3576400480
2005-02-23,3586462700
2005-02-24,3592931270
2005-02-25,3598681110
2005-02-28,3584306510
2005-03-01,3645398560
2005-03-02,3634617610
2005-03-03,3659773160
2005-03-04,3672710300
2005-03-07,3665523000
2005-03-08,3661929350
2005-03-09,3628867770
2005-03-10,3619524280
2005-03-11,3585743970
2005-03-14,3564900800
2005-03-15,3512433510
2005-03-16,3412530040
2005-03-17,3439123050
2005-03-18,3383780840
2005-03-21,3383780840
2005-03-22,3319813870
2005-03-23,3278846260
2005-03-24,3288908480
2005-03-28,3229972620
2005-03-29,3217035480
2005-03-30,3376234175
2005-03-31,3413248770
2005-04-01,3436966860
2005-04-04,3447982440
2005-04-05,3452303220
2005-04-06,3438620750
2005-04-07,3417016850
2005-04-08,3355085670
2005-04-11,3326280470
2005-04-12,3347884370
2005-04-13,3303236310
2005-04-14,3213940190
2005-04-15,3203858370
2005-04-18,3278031760
2005-04-19,3356525930
2005-04-20,3416296720
2005-04-21,3427098670
2005-04-22,3370208400
2005-04-25,3442941530
2005-04-26,3424218150
2005-04-27,3443661660
2005-04-28,3357246060
2005-04-29,3439340880
2005-05-02,3275871370
2005-05-03,3265789550
2005-05-04,3026706390
2005-05-05,3071354450
2005-05-06,3060552500
2005-05-09,3060552500
2005-05-10,2999341450
2005-05-11,2993580410
2005-05-12,2938130400
2005-05-13,2990699890
2005-05-16,2990699890
2005-05-17,2962614820
2005-05-18,3006542750
2005-05-19,3024546000
2005-05-20,3020945350
2005-05-23,3168572000
2005-05-24,3184414860
2005-05-25,3118162900
2005-05-26,3107360950
2005-05-27,3097279130
2005-05-31,3064873280
2005-06-01,3063433020
2005-06-02,3056231720
2005-06-03,3031027170
2005-06-06,3036788210
2005-06-07,3036788210
2005-06-08,3053351200
2005-06-09,3043989510
2005-06-10,3111681730
2005-06-13,3125364200
2005-06-14,3156329790
2005-06-15,3228342790
2005-06-16,3335642160
2005-06-17,3331321380
2005-06-20,3267229810
2005-06-21,3257868120
2005-06-22,3328440860
2005-06-23,3323399950
2005-06-24,3204578500
2005-06-27,3224022010
2005-06-28,3246346040
2005-06-29,3174333040
2005-06-30,3153449270
2005-07-01,3188735640
2005-07-05,3138422520
2005-07-06,3063596370
2005-07-07,3058607960
2005-07-08,3151962490
2005-07-11,3263132770
2005-07-12,3305890570
2005-07-13,3279523260
2005-07-14,3286649560
2005-07-15,3273109590
2005-07-18,3216099190
2005-07-19,3244604390
2005-07-20,3282373780
2005-07-21,3287362190
2005-07-22,3334395770
2005-07-25,3359337820
2005-07-26,3377153570
2005-07-27,2809900090
2005-07-28,2722959230
2005-07-29,2779257000
2005-08-01,2734361310
2005-08-02,2779969630
2005-08-03,2753602320
2005-08-04,2724384490
2005-08-05,2693028770
2005-08-08,2675213020
2005-08-09,2650983600
2005-08-10,2600386870
2005-08-11,2657397270
2005-08-12,2655972010
2005-08-15,2641006780
2005-08-16,2640294150
2005-08-17,2659535160
2005-08-18,2636731000
2005-08-19,2624616290
2005-08-22,2562617480
2005-08-23,2538388060
2005-08-24,2526985980
2005-08-25,2535537540
2005-08-26,2515583900
2005-08-29,2559766960
2005-08-30,2548364880
2005-08-31,2662385680
2005-09-01,2626754180
2005-09-02,2626041550
2005-09-06,2626754180
2005-09-07,2752177060
2005-09-08,2745763390
2005-09-09,2758590730
2005-09-12,2726522380
2005-09-13,2700867700
2005-09-14,2695879290
2005-09-15,2698017180
2005-09-16,2660960420
2005-09-19,2636731000
2005-09-20,2607513170
2005-09-21,2654546750
2005-09-22,2650270970
2005-09-23,2644569930
2005-09-26,2656684640
2005-09-27,2664523570
2005-09-28,2640294150
2005-09-29,2665236200
2005-09-30,2785670670
2005-10-03,2757719280
2005-10-04,2769715500
2005-10-05,2713968360
2005-10-06,2696326860
2005-10-07,2723141940
2005-10-10,2716791000
2005-10-11,2689270260
2005-10-12,2662455180
2005-10-13,2612353320
2005-10-14,2656809900
2005-10-17,2619409920
2005-10-18,2606708040
2005-10-19,2671628760
2005-10-20,2684330640
2005-10-21,2728081559
2005-10-24,2805704160
2005-10-25,2848043760
2005-10-26,2856511680
2005-10-27,2812055100
2005-10-28,2897439960
2005-10-31,3047745540
2005-11-01,3109137960
2005-11-02,3081617220
2005-11-03,3137364360
2005-11-04,3147949260
2005-11-07,3200873760
2005-11-08,3146537940
2005-11-09,3104904000
2005-11-10,3143009640
2005-11-11,3198756780
2005-11-14,3147949260
2005-11-15,3145126620
2005-11-16,3124662480
2005-11-17,3191700180
2005-11-18,3178998300
2005-11-21,3249564300
2005-11-22,3256620900
2005-11-23,3262971840
2005-11-25,3263677500
2005-11-28,3209341680
2005-11-29,3202285080
2005-11-30,3184643580
2005-12-01,3167002080
2005-12-02,3111960600
2005-12-05,3099964380
2005-12-06,3090790800
2005-12-07,3062564400
2005-12-08,3042100260
2005-12-09,3059036100
2005-12-12,3037866300
2005-12-13,3096436080
2005-12-14,3107020980
2005-12-15,3102081360
2005-12-16,3080911559
2005-12-19,3042100260
2005-12-20,3081617220
2005-12-21,3071737980
2005-12-22,3059741760
2005-12-23,3066092700
2005-12-27,3029398380
2005-12-28,3029398380
2005-12-29,3030104040
2005-12-30,3023753100
2006-01-03,3022341780
2006-01-04,2992704059
2006-01-05,3001171980
2006-01-06,3113371920
2006-01-09,3160651140
2006-01-10,3278496360
2006-01-11,3247447320
2006-01-12,3282024660
2006-01-13,3257326559
2006-01-17,3192412896
2006-01-18,3170530380
2006-01-19,3175470000
2006-01-20,3119722860
2006-01-23,3070326660
2006-01-24,3068209680
2006-01-25,3038571960
2006-01-26,3081617220
2006-01-27,3182526600
2006-01-30,3164885100
2006-01-31,3177586980
2006-02-01,3121134180
2006-02-02,3068915340
2006-02-03,3016696500
2006-02-06,3059036100
2006-02-07,3104904000
2006-02-08,3258737880
2006-02-09,3237568080
2006-02-10,3235451100
2006-02-13,3183937920
2006-02-14,3177586980
2006-02-15,3143009640
2006-02-16,3138775680
2006-02-17,3135953040
2006-02-21,3111960600
2006-02-22,3115488900
2006-02-23,3111960600
2006-02-24,3182526600
2006-02-27,3174058680
2006-02-28,3114783240
2006-03-01,3135247380
2006-03-02,3120428520
2006-03-03,3083028540
2006-03-06,3091496460
2006-03-07,3111960600
2006-03-08,3087968160
2006-03-09,3095730420
2006-03-10,3078794580
2006-03-13,3075971940
2006-03-14,3143715300
2006-03-15,3175470000
2006-03-16,3195228480
2006-03-17,3200873760
2006-03-20,3205813380
2006-03-21,3207224700
2006-03-22,3222043559
2006-03-23,3229100160
2006-03-24,3228394500
2006-03-27,3197345460
2006-03-28,3155005860
2006-03-29,3164179440
2006-03-30,3164179440
2006-03-31,3155711520
2006-04-03,3179482520
2006-04-04,3134182680
2006-04-05,3062693870
2006-04-06,3098084370
2006-04-07,3090298459
2006-04-10,3078973500
2006-04-11,3033673660
2006-04-12,3001114400
2006-04-13,2979880100
2006-04-17,3037212709
2006-04-18,3055615770
2006-04-19,3054907959
2006-04-20,3058447010
2006-04-21,3061278250
2006-04-24,3044998620
2006-04-25,3068356350
2006-04-26,2686846760
2006-04-27,2783816730
2006-04-28,2809297890
2006-05-01,2744887180
2006-05-02,2761166810
2006-05-03,2802927600
2006-05-04,2847519630
2006-05-05,2873708600
2006-05-08,2856721160
2006-05-09,2775323010
2006-05-10,2771783959
2006-05-11,2698171720
2006-05-12,2690385810
2006-05-15,2676229610
2006-05-16,2635884440
2006-05-17,2618897000
2006-05-18,2592708030
2006-05-19,2622436050
2006-05-22,2595539270
2006-05-23,2514848930
2006-05-24,2482997480
2006-05-25,2511309880
2006-05-26,2550239430
2006-05-30,2514141120
2006-05-31,2499277110
2006-06-01,2534667610
2006-06-02,2603325180
2006-06-05,2575720590
2006-06-06,2512017690
2006-06-07,2473795950
2006-06-08,2412216480
2006-06-09,2415047720
2006-06-12,2354883870
2006-06-13,2332233950
2006-06-14,2347805770
2006-06-15,2420710200
2006-06-16,2407969620
2006-06-19,2337896430
2006-06-20,2335065190
2006-06-21,2393105610
2006-06-22,2356299490
2006-06-23,2364085400
2006-06-26,2363377590
2006-06-27,2329402709
2006-06-28,2349221390
2006-06-29,2410093050
2006-06-30,2417878959
2006-07-03,2398771760
2006-07-05,2306729160
2006-07-06,2294692819
2006-07-07,2257167760
2006-07-10,2260707860
2006-07-11,2292568760
2006-07-12,2296108860
2006-07-13,2216810620
2006-07-14,2201234180
2006-07-17,2209022400
2006-07-18,2194862000
2006-07-19,2194862000
2006-07-20,2140344460
2006-07-21,2094323159
2006-07-24,2129724159
2006-07-25,2194153980
2006-07-26,2252211620
2006-07-27,2213270520
2006-07-28,2223890820
2006-07-31,2219642700
2006-08-01,2210438440
2006-08-02,2247963500
2006-08-03,2295400840
2006-08-04,2340006100
2006-08-07,2308145200
2006-08-08,2301065000
2006-08-09,2285488560
2006-08-10,2301773020
2006-08-11,2311685300
2006-08-14,2333633920
2006-08-15,2362662740
2006-08-16,2392399580
2006-08-17,2398771760
2006-08-18,2410100080
2006-08-21,2357706600
2006-08-22,2365494819
2006-08-23,2360538680
2006-08-24,2351334420
2006-08-25,2359830660
2006-08-28,2381779280
2006-08-29,2399479780
2006-08-30,2415056220
2006-08-31,2395939680
2006-09-01,2427800580
2006-09-05,2451873260
2006-09-06,2403019880
2006-09-07,2359122640
2006-09-08,2373991060
2006-09-11,2410808100
2006-09-12,2520551200
2006-09-13,2541791800
2006-09-14,2511346940
2006-09-15,2523383280
2006-09-18,2575776760
2006-09-19,2516303080
2006-09-20,2559492300
2006-09-21,2500726640
2006-09-22,2451165240
2006-09-25,2491522380
2006-09-26,2520551200
2006-09-27,2493646440
2006-09-28,2546039920
2006-09-29,2530463480
2006-10-02,2431763320
2006-10-03,2415225400
2006-10-04,2462771920
2006-10-05,2446923080
2006-10-06,2483444320
2006-10-09,2504116720
2006-10-10,2508251200
2006-10-11,2526856360
2006-10-12,2553730480
2006-10-13,2554419560
2006-10-16,2546150600
2006-10-17,2522032800
2006-10-18,2493091440
2006-10-19,2514452920
2006-10-20,2505494880
2006-10-23,2530301760
2006-10-24,2530301760
2006-10-25,2533747160
2006-10-26,2579226440
2006-10-27,2551663240
2006-10-30,2584050000
2006-10-31,2568201160
2006-11-01,2537881640
2006-11-02,2475864440
2006-11-03,2462082840
2006-11-06,2466906400
2006-11-07,2479998920
2006-11-08,2471729960
2006-11-09,2446923080
2006-11-10,2444855840
2006-11-13,2437275960
2006-11-14,2452435720
2006-11-15,2528234520
2006-11-16,2513763840
2006-11-17,2446234000
2006-11-20,2448301240
2006-11-21,2443477680
2006-11-22,2445544920
2006-11-24,2446234000
2006-11-27,2408334600
2006-11-28,2397998400
2006-11-29,2401443800
2006-11-30,2406956440
2006-12-01,2365611640
2006-12-04,2380771400
2006-12-05,2380771400
2006-12-06,2397309320
2006-12-07,2405578280
2006-12-08,2429696080
2006-12-11,2429007000
2006-12-12,2417292640
2006-12-13,2414536320
2006-12-14,2429007000
2006-12-15,2424872520
2006-12-18,2415225400
2006-12-19,2411780000
2006-12-20,2411090920
2006-12-21,2409712760
2006-12-22,2405578280
2006-12-26,2405578280
2006-12-27,2416603560
2006-12-28,2404889200
2006-12-29,2397309320
2007-01-03,2403511040
2007-01-04,2389729440
2007-01-05,2365611640
2007-01-08,2370435200
2007-01-09,2366300720
2007-01-10,2368367960
2007-01-11,2373191520
2007-01-12,2446234000
2007-01-16,2449679400
2007-01-17,2447612160
2007-01-18,2398687480
2007-01-19,2397998400
2007-01-22,2398687480
2007-01-23,2400065640
2007-01-24,2411780000
2007-01-25,2383527720
2007-01-26,2393863920
2007-01-29,2391107600
2007-01-30,2391107600
2007-01-31,2389040360
2007-02-01,2394553000
2007-02-02,2436586880
2007-02-05,2453124800
2007-02-06,2500671320
2007-02-07,2513763840
2007-02-08,2486200640
2007-02-09,2460015600
2007-02-12,2496536840
2007-02-13,2518587400
2007-02-14,2616436760
2007-02-15,2755630920
2007-02-16,2813513640
2007-02-20,2830740640
2007-02-21,2866572800
2007-02-22,2870018200
2007-02-23,2906539440
2007-02-26,2879665320
2007-02-27,2757009080
2007-02-28,2729445880
2007-03-01,2763210800
2007-03-02,2703260840
2007-03-05,2676800167
2007-03-06,2694302800
2007-03-07,2692235560
2007-03-08,2681210280
2007-03-09,2660537880
2007-03-12,2639176400
2007-03-13,2574402880
2007-03-14,2587495400
2007-03-15,2590940800
2007-03-16,2564755760
2007-03-19,2581982760
2007-03-20,2626083880
2007-03-21,2652268920
2007-03-22,2679143040
2007-03-23,2666050520
2007-03-26,2673630400
2007-03-27,2696370040
2007-03-28,2652958000
2007-03-29,2651579840
2007-03-30,2660537880
2007-04-02,2679620440
2007-04-03,2713478460
2007-04-04,2732825900
2007-04-05,2750100400
2007-04-09,2742499620
2007-04-10,2770829800
2007-04-11,2717624340
2007-04-12,2759774120
2007-04-13,2772211760
2007-04-16,2809524680
2007-04-17,2820580360
2007-04-18,2829563100
2007-04-19,2855129360
2007-04-20,2857893280
2007-04-23,2840618780
2007-04-24,2810215660
2007-04-25,2850292500
2007-04-26,2832327020
2007-04-27,2820580360
2007-04-30,2749409420
2007-05-01,2687912200
2007-05-02,2723843160
2007-05-03,2705877680
2007-05-04,2730752960
2007-05-07,2719006300
2007-05-08,2727989040
2007-05-09,2739735700
2007-05-10,2632633800
2007-05-11,2658891040
2007-05-14,2649908300
2007-05-15,2627796940
2007-05-16,2655436140
2007-05-17,2643689480
2007-05-18,2640925560
2007-05-21,2686530240
2007-05-22,2743881580
2007-05-23,2740426680
2007-05-24,2743881580
2007-05-25,2760465100
2007-05-29,2772211760
2007-05-30,2748718440
2007-05-31,2771520780
2007-06-01,2781194500
2007-06-04,2809524680
2007-06-05,2797778020
2007-06-06,2847528580
2007-06-07,2766683920
2007-06-08,2772902740
2007-06-11,2761847060
2007-06-12,2725916100
2007-06-13,2745954520
2007-06-14,2785340380
2007-06-15,2779812540
2007-06-18,2774975680
2007-06-19,2753555300
2007-06-20,2721079240
2007-06-21,2701040820
2007-06-22,2685839260
2007-06-25,2690676120
2007-06-26,2701731800
2007-06-27,2714860420
2007-06-28,2687221220
2007-06-29,2676856520
2007-07-02,2675991600
2007-07-03,2705481000
2007-07-05,2712339000
2007-07-06,2709595800
2007-07-09,2685592800
2007-07-10,2708910000
2007-07-11,2695879800
2007-07-12,2732913000
2007-07-13,2881045800
2007-07-16,2885846400
2007-07-17,2872130400
2007-07-18,2875559400
2007-07-19,2899562400
2007-07-20,2859100200
2007-07-23,2814523200
2007-07-24,2766517200
2007-07-25,2508656400
2007-07-26,2503170000
2007-07-27,2491511400
2007-07-30,2518257600
2007-07-31,2483967600
2007-08-01,2496997800
2007-08-02,2511399600
2007-08-03,2503855800
2007-08-06,2468194200
2007-08-07,2468880000
2007-08-08,2475738000
2007-08-09,2457907200
2007-08-10,2451049200
2007-08-13,2405786400
2007-08-14,2386584000
2007-08-15,2373553800
2007-08-16,2326919400
2007-08-17,2418816600
2007-08-20,2390698800
2007-08-21,2400300000
2007-08-22,2429103600
2007-08-23,2394127800
2007-08-24,2427046200
2007-08-27,2411958600
2007-08-28,2368067400
2007-08-29,2448991800
2007-08-30,2490139800
2007-08-31,2489454000
2007-09-04,2523744000
2007-09-05,2520315000
2007-09-06,2526487200
2007-09-07,2524429800
2007-09-10,2472994800
2007-09-11,2473680600
2007-09-12,2468194200
2007-09-13,2469565800
2007-09-14,2453792400
2007-09-17,2438019000
2007-09-18,2463393600
2007-09-19,2524429800
2007-09-20,2513457000
2007-09-21,2486025000
2007-09-24,2433904200
2007-09-25,2438704800
2007-09-26,2466136800
2007-09-27,2521000800
2007-09-28,2502484200
2007-10-01,2443651300
2007-10-02,2299479180
2007-10-03,2289559080
2007-10-04,2204246220
2007-10-05,2248556000
2007-10-08,2198294160
2007-10-09,2221441060
2007-10-10,2259798780
2007-10-11,2216811680
2007-10-12,2220118380
2007-10-15,2247233320
2007-10-16,2259798780
2007-10-17,2289559080
2007-10-18,2278316300
2007-10-19,2243265280
2007-10-22,2470104900
2007-10-23,2445635320
2007-10-24,2448280680
2007-10-25,2419181720
2007-10-26,2417197700
2007-10-29,2449603360
2007-10-30,2489945100
2007-10-31,2585178060
2007-11-01,2549465700
2007-11-02,2493251800
2007-11-05,2506478600
2007-11-06,2550788380
2007-11-07,2466798200
2007-11-08,2484654380
2007-11-09,2401325540
2007-11-12,2462168820
2007-11-13,2538884260
2007-11-14,2483331700
2007-11-15,2456878100
2007-11-16,2458200780
2007-11-19,2440344600
2007-11-20,2442989960
2007-11-21,2421165740
2007-11-23,2433069860
2007-11-26,2428440480
2007-11-27,2472088920
2007-11-28,2511107980
2007-11-29,2562031160
2007-11-30,2550788380
2007-12-03,2473411600
2007-12-04,2491267780
2007-12-05,2482670360
2007-12-06,2496558500
2007-12-07,2472750260
2007-12-10,2445635320
2007-12-11,2374210600
2007-12-12,2327255460
2007-12-13,2381485340
2007-12-14,2360983800
2007-12-17,2307415260
2007-12-18,2218795700
2007-12-19,2252524040
2007-12-20,2300801860
2007-12-21,2290881760
2007-12-24,2324610100
2007-12-26,2329239480
2007-12-27,2266412180
2007-12-28,2298156500
2007-12-31,2294849800
2008-01-02,2265750840
2008-01-03,2243926620
2008-01-04,2165888500
2008-01-07,2170517880
2008-01-08,2150677680
2008-01-09,2134144180
2008-01-10,2116288000
2008-01-11,2100415840
2008-01-14,2104383880
2008-01-15,2054783380
2008-01-16,1995262780
2008-01-17,1917886000
2008-01-18,1902675180
2008-01-22,1870269520
2008-01-23,1948968980
2008-01-24,1945000940
2008-01-25,1986004020
2008-01-28,2003860200
2008-01-29,2007166900
2008-01-30,2039572560
2008-01-31,2030975140
2008-02-01,2109013260
2008-02-04,2052799360
2008-02-05,2052138020
2008-02-06,2036927200
2008-02-07,1982697320
2008-02-08,1980713300
2008-02-11,1995924120
2008-02-12,1993940100
2008-02-13,2017087000
2008-02-14,1993278760
2008-02-15,1984020000
2008-02-19,1973438560
2008-02-20,1984020000
2008-02-21,1943678260
2008-02-22,1943016920
2008-02-25,2187051380
2008-02-26,2154645720
2008-02-27,2207552920
2008-02-28,2205568900
2008-02-29,2203584880
2008-03-03,2190358080
2008-03-04,2155968400
2008-03-05,2175808600
2008-03-06,2150016340
2008-03-07,2158613760
2008-03-10,2128192120
2008-03-11,2190358080
2008-03-12,2214827660
2008-03-13,2219457040
2008-03-14,2201600860
2008-03-17,2144725620
2008-03-18,2231361160
2008-03-19,2196971480
2008-03-20,2225409100
2008-03-24,2251862700
2008-03-25,2242603940
2008-03-26,2200939520
2008-03-27,2176469940
2008-03-28,2177131280
2008-03-31,2170064960
2008-04-01,2248869840
2008-04-02,2212398160
2008-04-03,2213700720
2008-04-04,2214352000
2008-04-07,2163552160
2008-04-08,2170716240
2008-04-09,2140106080
2008-04-10,2157039360
2008-04-11,2147270160
2008-04-14,2142059920
2008-04-15,2151829120
2008-04-16,2216957120
2008-04-17,2194813600
2008-04-18,2236495520
2008-04-21,2218259680
2008-04-22,2171367520
2008-04-23,2301623520
2008-04-24,2376520720
2008-04-25,2373915600
2008-04-28,2348515680
2008-04-29,2372613040
2008-04-30,2393454000
2008-05-01,2453371760
2008-05-02,2441648720
2008-05-05,2415597520
2008-05-06,2408433440
2008-05-07,2395407840
2008-05-08,2454674320
2008-05-09,2416248800
2008-05-12,2422110320
2008-05-13,2466397360
2008-05-14,2446858960
2008-05-15,2450766640
2008-05-16,2463792240
2008-05-19,2474212720
2008-05-20,2435135920
2008-05-21,2403874480
2008-05-22,2422761600
2008-05-23,2388895040
2008-05-27,2445556400
2008-05-28,2422110320
2008-05-29,2442951280
2008-05-30,2448812800
2008-06-02,2407130880
2008-06-03,2409084720
2008-06-04,2417551360
2008-06-05,2471607600
2008-06-06,2399966800
2008-06-09,2379777120
2008-06-10,2359587440
2008-06-11,2304879920
2008-06-12,2305531200
2008-06-13,2308136320
2008-06-16,2328326000
2008-06-17,2372613040
2008-06-18,2375218160
2008-06-19,2369356640
2008-06-20,2297064560
2008-06-23,2284690240
2008-06-24,2267756960
2008-06-25,2309438880
2008-06-26,2211746880
2008-06-27,2160295760
2008-06-30,2099665920
2008-07-01,2073291439
2008-07-02,2141479120
2008-07-03,2082297359
2008-07-07,2091946560
2008-07-08,2092589840
2008-07-09,2062998960
2008-07-10,1999314240
2008-07-11,1993524720
2008-07-14,2046273680
2008-07-15,2026975280
2008-07-16,2053993040
2008-07-17,2072648160
2008-07-18,2039840880
2008-07-21,2049490080
2008-07-22,2081654080
2008-07-23,2111888240
2008-07-24,1931126560
2008-07-25,1934986240
2008-07-28,1893816320
2008-07-29,1944635440
2008-07-30,1936916080
2008-07-31,1981945680
2008-08-01,1942705600
2008-08-04,1891243200
2008-08-05,1967150240
2008-08-06,1973583040
2008-08-07,1972296480
2008-08-08,2068145200
2008-08-11,2093876399
2008-08-12,2084870479
2008-08-13,2105455439
2008-08-14,2112531520
2008-08-15,2131829920
2008-08-18,2106742000
2008-08-19,2067501920
2008-08-20,2073934720
2008-08-21,2062355680
2008-08-22,2063642240
2008-08-25,2026332000
2008-08-26,2023115600
2008-08-27,2028261840
2008-08-28,2055922880
2008-08-29,2008320160
2008-09-02,2000600800
2008-09-03,1992238160
2008-09-04,1947208560
2008-09-05,1938202640
2008-09-08,1989665040
2008-09-09,1920834080
2008-09-10,1915687840
2008-09-11,1897676000
2008-09-12,1875804480
2008-09-15,1838494240
2008-09-16,1896389440
2008-09-17,1836564400
2008-09-18,1934986240
2008-09-19,1987735200
2008-09-22,1923407200
2008-09-23,1915044560
2008-09-24,1889956640
2008-09-25,1893173040
2008-09-26,1864868720
2008-09-29,1638632540
2008-09-30,1678408100
2008-10-01,1667560220
2008-10-02,1623566040
2008-10-03,1522921820
2008-10-06,1455423900
2008-10-07,1388528640
2008-10-08,1324044020
2008-10-09,1246903540
2008-10-10,1176392320
2008-10-13,1278844520
2008-10-14,1246300880
2008-10-15,1166147100
2008-10-16,1159517840
2008-10-17,1190253500
2008-10-20,1250519500
2008-10-21,1215565220
2008-10-22,1147464640
2008-10-23,1085390660
2008-10-24,1057668300
2008-10-27,1017290079
2008-10-28,1063092240
2008-10-29,1087198640
2008-10-30,1220989160
2008-10-31,1219783840
2008-11-03,1216770540
2008-11-04,1249314180
2008-11-05,1184829560
2008-11-06,1126371540
2008-11-07,1149875280
2008-11-10,1154093900
2008-11-11,1123960900
2008-11-12,1103470460
2008-11-13,1187842860
2008-11-14,1152888580
2008-11-17,1163133800
2008-11-18,1173379020
2008-11-19,1102867800
2008-11-20,1001018260
2008-11-21,1046217760
2008-11-24,1152888580
2008-11-25,1178200300
2008-11-26,1244492900
2008-11-28,1275228560
2008-12-01,1143848680
2008-12-02,1180610940
2008-12-03,1175187000
2008-12-04,1091417260
2008-12-05,1115523660
2008-12-08,1186637540
2008-12-09,1201101380
2008-12-10,1210743940
2008-12-11,1179405620
2008-12-12,1179405620
2008-12-15,1173981680
2008-12-16,1193266800
2008-12-17,1200498720
2008-12-18,1170968380
2008-12-19,1178802960
2008-12-22,1126371540
2008-12-23,1135411440
2008-12-24,1140835380
2008-12-26,1155299220
2008-12-29,1141438040
2008-12-30,1195074780
2008-12-31,1220989160
2009-01-02,1267393980
2009-01-05,1249916840
2009-01-06,1281255160
2009-01-07,1282460480
2009-01-08,1243287580
2009-01-09,1171571040
2009-01-12,1133603460
2009-01-13,1114318340
2009-01-14,1096238540
2009-01-15,1105881100
2009-01-16,1116126320
2009-01-20,1057668300
2009-01-21,1083582680
2009-01-22,1025727320
2009-01-23,1045012440
2009-01-26,1044409779
2009-01-27,1072734800
2009-01-28,1084788000
2009-01-29,1046820420
2009-01-30,1014276779
2009-02-02,1030548600
2009-02-03,1049231060
2009-02-04,1049833720
2009-02-05,1049231060
2009-02-06,1127576860
2009-02-09,1105881100
2009-02-10,1069721500
2009-02-11,1064297560
2009-02-12,1042601800
2009-02-13,1035972540
2009-02-17,1039588500
2009-02-18,1056462980
2009-02-19,1058873620
2009-02-20,1026329980
2009-02-23,1021508700
2009-02-24,1053449680
2009-02-25,1049231060
2009-02-26,1031151260
2009-02-27,1058873620
2009-03-02,1032959240
2009-03-03,1053449680
2009-03-04,1063694899
2009-03-05,1048025740
2009-03-06,1005839540
2009-03-09,991375700
2009-03-10,1031753920
2009-03-11,1055257660
2009-03-12,1098649180
2009-03-13,1113113020
2009-03-16,1102867800
2009-03-17,1134808780
2009-03-18,1157709860
2009-03-19,1168557740
2009-03-20,1142643360
2009-03-23,1245698220
2009-03-24,1225810440
2009-03-25,1201101380
2009-03-26,1204717340
2009-03-27,1184829560
2009-03-30,1131192820
2009-03-31,1146259320
2009-04-01,1160723160
2009-04-02,1194472120
2009-04-03,1213154580
2009-04-06,1184827290
2009-04-07,1148671980
2009-04-08,1119629190
2009-04-09,1182456450
