,GE
2004-08-25,207252089999
2004-08-26,207252089999
2004-08-27,207120015000
2004-08-30,205852095000
2004-08-31,207252089999
2004-09-01,207820012500
2004-09-02,209338875000
2004-09-03,207569070000
2004-09-07,210725662500
2004-09-08,212746410000
2004-09-09,214014330000
2004-09-10,214133197500
2004-09-13,213314332500
2004-09-14,213763387500
2004-09-15,211927545000
2004-09-16,211927545000
2004-09-17,216286020000
2004-09-20,216219982500
2004-09-21,217804882500
2004-09-22,214450177500
2004-09-23,211227547500
2004-09-24,211161510000
2004-09-27,209338875000
2004-09-28,210540757500
2004-09-29,211425660000
2004-09-30,211742337500
2004-10-01,214193120000
2004-10-04,215141810000
2004-10-05,214706993750
2004-10-06,216788841250
2004-10-07,214074533750
2004-10-08,212743732500
2004-10-11,214390763750
2004-10-12,214509350000
2004-10-13,212559265000
2004-10-14,210978115000
2004-10-15,211544693750
2004-10-18,213692422500
2004-10-19,210793647500
2004-10-20,209462846250
2004-10-21,210411536250
2004-10-22,207763110000
2004-10-25,207446880000
2004-10-26,212058567500
2004-10-27,214074533750
2004-10-28,214575231250
2004-10-29,215141810000
2004-11-01,214706993750
2004-11-02,214706993750
2004-11-03,216472611250
2004-11-04,221255589999
2004-11-05,221888050000
2004-11-08,221453233750
2004-11-09,223337437500
2004-11-10,222704977500
2004-11-11,225735515000
2004-11-12,228568408750
2004-11-15,227632895000
2004-11-16,227632895000
2004-11-17,229200868750
2004-11-18,232231406250
2004-11-19,228700171250
2004-11-22,227567013750
2004-11-23,225801396250
2004-11-24,224734120000
2004-11-26,223469200000
2004-11-29,222586391250
2004-11-30,222968502500
2004-12-01,227119021250
2004-12-02,226618323750
2004-12-03,225919982500
2004-12-06,224918587500
2004-12-07,222652272500
2004-12-08,225168936249
2004-12-09,227119021250
2004-12-10,231348597500
2004-12-13,236329220000
2004-12-14,235696760000
2004-12-15,235762641250
2004-12-16,233997023750
2004-12-17,231730708750
2004-12-20,233997023750
2004-12-21,234379135000
2004-12-22,232297287500
2004-12-23,231849295000
2004-12-27,230597551250
2004-12-28,231348597500
2004-12-29,230531670000
2004-12-30,230782018750
2004-12-31,231372248749
2005-01-03,231941837500
2005-01-04,229160125000
2005-01-05,227756022500
2005-01-06,229597251250
2005-01-07,228206395000
2005-01-10,227636806250
2005-01-11,224404721250
2005-01-12,226179718750
2005-01-13,223318528750
2005-01-14,225159757500
2005-01-18,227954716250
2005-01-19,224656400000
2005-01-20,224206027500
2005-01-21,222682708750
2005-01-24,223517222500
2005-01-25,226298935000
2005-01-26,224974310000
2005-01-27,225729346250
2005-01-28,226616845000
2005-01-31,229027662500
2005-02-01,229981392500
2005-02-02,229782698750
2005-02-03,228643521250
2005-02-04,229782698750
2005-02-07,229663482500
2005-02-08,230935122500
2005-02-09,228775983750
2005-02-10,228524305000
2005-02-11,229663482500
2005-02-14,230233071250
2005-02-15,230670197499
2005-02-16,229597251250
2005-02-17,228391842499
2005-02-18,227438112500
2005-02-22,224086811249
2005-02-23,223570207500
2005-02-24,225345205000
2005-02-25,225795577500
2005-02-28,223133081250
2005-03-01,223265543750
2005-03-02,225663115000
2005-03-03,225345205000
2005-03-04,228961431250
2005-03-07,229027662500
2005-03-08,228590536250
2005-03-09,226550613750
2005-03-10,229027662500
2005-03-11,227067217499
2005-03-14,229597251250
2005-03-15,228206395000
2005-03-16,225729346250
2005-03-17,224206027500
2005-03-18,227438112500
2005-03-21,228272626250
2005-03-22,225040541249
2005-03-23,225040541249
2005-03-24,226497628750
2005-03-28,228007701250
2005-03-29,225225988750
2005-03-30,229478035000
2005-03-31,228741535000
2005-04-01,224990370000
2005-04-04,223532319999
2005-04-05,225189194999
2005-04-06,225189194999
2005-04-07,226965365000
2005-04-08,226700265000
2005-04-11,227217209999
2005-04-12,228927105000
2005-04-13,226077280000
2005-04-14,225189194999
2005-04-15,226766540000
2005-04-18,228357140000
2005-04-19,228357140000
2005-04-20,225308490000
2005-04-21,229112675000
2005-04-22,228993380000
2005-04-25,230769550000
2005-04-26,229497069999
2005-04-27,230888845000
2005-04-28,226262850000
2005-04-29,229629620000
2005-05-02,229934485000
2005-05-03,228993380000
2005-05-04,229629620000
2005-05-05,227402780000
2005-05-06,227402780000
2005-05-09,229815190000
2005-05-10,227270230000
2005-05-11,229563345000
2005-05-12,227535330000
2005-05-13,226448420000
2005-05-16,229881465000
2005-05-17,231273240000
2005-05-18,234070045000
2005-05-19,234189340000
2005-05-20,234693030000
2005-05-23,235846215000
2005-05-24,235143700000
2005-05-25,233804944999
2005-05-26,234321890000
2005-05-27,233937495000
2005-05-31,231405790000
2005-06-01,234255615000
2005-06-02,234070045000
2005-06-03,232797565000
2005-06-06,232227600000
2005-06-07,233685650000
2005-06-08,233433805000
2005-06-09,233367530000
2005-06-10,232346895000
2005-06-13,231843205000
2005-06-14,230955120000
2005-06-15,230385155000
2005-06-16,229046400000
2005-06-17,231525084999
2005-06-20,230133310000
2005-06-21,229311500000
2005-06-22,226580970000
2005-06-23,219860685000
2005-06-24,220616220000
2005-06-27,219542565000
2005-06-28,222962355000
2005-06-29,222007995000
2005-06-30,219400587500
2005-07-01,219969531250
2005-07-05,219837218750
2005-07-06,217310050000
2005-07-07,216423556250
2005-07-08,221544050000
2005-07-11,222311462500
2005-07-12,222245306250
2005-07-13,222748093750
2005-07-14,225606043750
2005-07-15,224970943750
2005-07-18,222880406250
2005-07-19,223700743750
2005-07-20,223515506250
2005-07-21,221610206250
2005-07-22,222060068750
2005-07-25,220154768749
2005-07-26,219718137500
2005-07-27,220353237500
2005-07-28,220856024999
2005-07-29,218447937500
2005-08-01,216860187500
2005-08-02,216860187500
2005-08-03,216608793750
2005-08-04,215351825000
2005-08-05,214081625000
2005-08-08,213764075000
2005-08-09,216172162500
2005-08-10,214518256250
2005-08-11,218514093750
2005-08-12,216860187500
2005-08-15,216608793750
2005-08-16,214518256250
2005-08-17,215920768750
2005-08-18,215219512500
2005-08-19,214968118750
2005-08-22,215087200000
2005-08-23,215087200000
2005-08-24,212374793750
2005-08-25,212110168750
2005-08-26,211355987500
2005-08-29,212745268750
2005-08-30,210469493750
2005-08-31,212811425000
2005-09-01,209834393750
2005-09-02,211038437500
2005-09-06,214901962499
2005-09-07,215351825000
2005-09-08,214333018750
2005-09-09,215153356250
2005-09-12,218011306250
2005-09-13,217058656250
2005-09-14,215603218750
2005-09-15,217693756250
2005-09-16,218262700000
2005-09-19,215603218750
2005-09-20,214266862500
2005-09-21,212427718750
2005-09-22,210853200000
2005-09-23,211488300000
2005-09-26,210654731250
2005-09-27,212996662500
2005-09-28,212057243750
2005-09-29,213062818750
2005-09-30,211624113750
2005-10-03,208852892500
2005-10-04,206462550000
2005-10-05,205398716249
2005-10-06,211125031250
2005-10-07,215078290000
2005-10-10,213633577500
2005-10-11,212438406250
2005-10-12,212438406250
2005-10-13,213817450000
2005-10-14,215826913750
2005-10-17,213764915000
2005-10-18,213699246250
2005-10-19,216273461249
2005-10-20,212937488750
2005-10-21,212004992499
2005-10-24,214513538750
2005-10-25,213134495000
2005-10-26,211807986250
2005-10-27,211059362500
2005-10-28,214014456250
2005-10-31,213134495000
2005-11-01,211177566250
2005-11-02,212504075000
2005-11-03,213567908750
2005-11-04,213817450000
2005-11-07,213817450000
2005-11-08,212188865000
2005-11-09,213187030000
2005-11-10,216838212500
2005-11-11,217783842500
2005-11-14,216207792500
2005-11-15,216207792500
2005-11-16,217087753750
2005-11-17,217849511250
2005-11-18,224692195000
2005-11-21,227529085000
2005-11-22,226649123750
2005-11-23,225887366250
2005-11-25,227529085000
2005-11-28,226136907500
2005-11-29,225821697500
2005-11-30,224508322500
2005-12-01,224692195000
2005-12-02,223129278749
2005-12-05,224823532500
2005-12-06,225007405000
2005-12-07,223562692500
2005-12-08,222183648749
2005-12-09,223313151250
2005-12-12,223431355000
2005-12-13,222932272500
2005-12-14,224823532500
2005-12-15,226268245000
2005-12-16,226649123750
2005-12-19,225138742499
2005-12-20,223378820000
2005-12-21,221986642500
2005-12-22,222617062500
2005-12-23,222617062500
2005-12-27,220358057500
2005-12-28,220673267500
2005-12-29,221172350000
2005-12-30,220292388750
2006-01-03,220926615000
2006-01-04,220613355000
2006-01-05,220052097500
2006-01-06,221553135000
2006-01-09,220991877500
2006-01-10,219804100000
2006-01-11,221305137500
2006-01-12,218616322500
2006-01-13,219242842500
2006-01-17,218250852500
2006-01-18,217493807500
2006-01-19,216619290000
2006-01-20,208435372500
2006-01-23,207939377500
2006-01-24,205877082500
2006-01-25,204624042500
2006-01-26,206255605000
2006-01-27,205811820000
2006-01-30,205694347500
2006-01-31,204571832500
2006-02-01,206999597500
2006-02-02,205498560000
2006-02-03,205185300000
2006-02-06,204571832500
2006-02-07,201817755000
2006-02-08,204506570000
2006-02-09,205629085000
2006-02-10,207874115000
2006-02-13,207691380000
2006-02-14,208996630000
2006-02-15,208996630000
2006-02-16,208317900000
2006-02-17,209936410000
2006-02-21,208370109999
2006-02-22,210119145000
2006-02-23,207756642499
2006-02-24,206999597500
2006-02-27,208122112500
2006-02-28,205315825000
2006-03-01,204624042500
2006-03-02,205185300000
2006-03-03,206503602500
2006-03-06,206751600000
2006-03-07,207064859999
2006-03-08,208813895000
2006-03-09,207378120000
2006-03-10,210184407500
2006-03-13,210314932500
2006-03-14,210993662500
2006-03-15,215000780000
2006-03-16,214752782500
2006-03-17,215562037500
2006-03-20,215496775000
2006-03-21,214491732500
2006-03-22,215679510000
2006-03-23,213121220000
2006-03-24,212063967500
2006-03-27,211058925000
2006-03-28,209871147500
2006-03-29,211933442500
2006-03-30,216436555000
2006-03-31,215581410000
2006-04-03,215024452500
2006-04-04,215089215000
2006-04-05,213353580000
2006-04-06,213910537500
2006-04-07,210931462500
2006-04-10,210244980000
2006-04-11,211060987500
2006-04-12,213599677500
2006-04-13,210063645000
2006-04-17,206346277500
2006-04-18,209947072500
2006-04-19,210063645000
2006-04-20,211488420000
2006-04-21,210555840000
2006-04-24,210309742500
2006-04-25,210555840000
2006-04-26,211553182500
2006-04-27,213418342500
2006-04-28,214402732500
2006-05-01,213159292500
2006-05-02,213716250000
2006-05-03,213224055000
2006-05-04,215710935000
2006-05-05,217938765000
2006-05-08,216941422500
2006-05-09,216941422500
2006-05-10,215089215000
2006-05-11,213910537500
2006-05-12,212485762500
2006-05-15,214221397499
2006-05-16,215646172500
2006-05-17,213353580000
2006-05-18,211682707500
2006-05-19,211734517500
2006-05-22,211177560000
2006-05-23,210814890000
2006-05-24,212356237500
2006-05-25,213353580000
2006-05-26,212796622500
2006-05-30,211060987500
2006-05-31,212356237500
2006-06-01,214156635000
2006-06-02,214843117500
2006-06-05,212110140000
2006-06-06,214156635000
2006-06-07,213224055000
2006-06-08,214286160000
2006-06-09,211177560000
2006-06-12,209947072500
2006-06-13,209079254999
2006-06-14,210128407500
2006-06-15,211423657500
2006-06-16,210309742500
2006-06-19,209014492500
2006-06-20,208884967500
2006-06-21,208703632500
2006-06-22,206035417500
2006-06-23,205543222500
2006-06-26,205854082500
2006-06-27,203807587500
2006-06-28,204118447500
2006-06-29,206216752500
2006-06-30,203412551250
2006-07-03,205695187500
2006-07-05,205579121250
2006-07-06,206739783750
2006-07-07,205514640000
2006-07-10,206443170000
2006-07-11,205269611249
2006-07-12,204031571250
2006-07-13,201619972500
2006-07-14,198163777500
2006-07-17,199711327500
2006-07-18,200330347500
2006-07-19,202922493750
2006-07-20,200446413750
2006-07-21,199027826250
2006-07-24,201310462500
2006-07-25,201813416250
2006-07-26,201684453749
2006-07-27,201503906250
2006-07-28,203786542500
2006-07-31,201748935000
2006-08-01,200949367500
2006-08-02,201194396250
2006-08-03,201993963750
2006-08-04,202419540000
2006-08-07,201748935000
2006-08-08,199582365000
2006-08-09,199221270000
2006-08-10,201619972500
2006-08-11,200575376250
2006-08-14,202548502500
2006-08-15,204895620000
2006-08-16,208042305000
2006-08-17,209331930000
2006-08-18,209834883750
2006-08-21,209589855000
2006-08-22,209589855000
2006-08-23,208532362500
2006-08-24,208906353750
2006-08-25,208841872500
2006-08-28,209396411250
2006-08-29,211008442500
2006-08-30,211498500000
2006-08-31,210195978750
2006-09-01,210698932500
2006-09-05,209641440000
2006-09-06,209525373750
2006-09-07,210079912500
2006-09-08,209899365000
2006-09-11,212491511250
2006-09-12,213961683750
2006-09-13,215019176250
2006-09-14,214645185000
2006-09-15,215083657500
2006-09-18,215199723750
2006-09-19,215083657500
2006-09-20,216128253750
2006-09-21,212543096250
2006-09-22,212298067500
2006-09-25,215328686250
2006-09-26,218720400000
2006-09-27,218101380000
2006-09-28,218965428750
2006-09-29,217856351250
2006-10-02,218648429999
2006-10-03,219935429999
2006-10-04,222342120000
2006-10-05,223513289999
2006-10-06,222586650000
2006-10-09,222702480000
2006-10-10,223564770000
2006-10-11,222766830000
2006-10-12,223075710000
2006-10-13,221595660000
2006-10-16,219008789999
2006-10-17,219008789999
2006-10-18,219008789999
2006-10-19,217284210000
2006-10-20,218455380000
2006-10-23,218828610000
2006-10-24,218146500000
2006-10-25,219317670000
2006-10-26,219201840000
2006-10-27,216859500000
2006-10-30,216795150000
2006-10-31,216241740000
2006-11-01,214941870000
2006-11-02,213783570000
2006-11-03,214143929999
2006-11-06,217219860000
2006-11-07,218892960000
2006-11-08,219137490000
2006-11-09,217348560000
2006-11-10,216614970000
2006-11-13,217786140000
2006-11-14,219201840000
2006-11-15,220424490000
2006-11-16,221479830000
2006-11-17,223255890000
2006-11-20,221595660000
2006-11-21,220488840000
2006-11-22,221660010000
2006-11-24,219806730000
2006-11-27,218339550000
2006-11-28,216795150000
2006-11-29,217721789999
2006-11-30,217284210000
2006-12-01,217284210000
2006-12-04,217966320000
2006-12-05,217219860000
2006-12-06,216241740000
2006-12-07,216550620000
2006-12-08,217219860000
2006-12-11,216923850000
2006-12-12,219510720000
2006-12-13,218648429999
2006-12-14,223011360000
2006-12-15,230102730000
2006-12-18,234040950000
2006-12-19,234105300000
2006-12-20,234967590000
2006-12-21,232625250000
2006-12-22,231389730000
2006-12-26,232252020000
2006-12-27,232741080000
2006-12-28,230836320000
2006-12-29,229176090000
2007-01-03,233588205000
2007-01-04,232225575000
2007-01-05,231055770000
2007-01-08,231004350000
2007-01-09,231004350000
2007-01-10,231055770000
2007-01-11,233279685000
2007-01-12,233086860000
2007-01-16,234449490000
2007-01-17,233639625000
2007-01-18,233768175000
2007-01-19,227302110000
2007-01-22,226080885000
2007-01-23,224846805000
2007-01-24,225399570000
2007-01-25,223561305000
2007-01-26,221890155000
2007-01-29,222635745000
2007-01-30,221645909999
2007-01-31,221774460000
2007-02-01,222879990000
2007-02-02,223124235000
2007-02-05,223741275000
2007-02-06,223368480000
2007-02-07,222082980000
2007-02-08,219859065000
2007-02-09,218573565000
2007-02-12,219254880000
2007-02-13,220051890000
2007-02-14,223741275000
2007-02-15,222327225000
2007-02-16,220668930000
2007-02-20,222134400000
2007-02-21,220913175000
2007-02-22,217776555000
2007-02-23,215925435000
2007-02-26,217403760000
2007-02-27,213225885000
2007-02-28,214755630000
2007-03-01,215308395000
2007-03-02,214511385000
2007-03-05,212544570000
2007-03-06,213585825000
2007-03-07,211194795000
2007-03-08,211927530000
2007-03-09,211130520000
2007-03-12,211863255000
2007-03-13,209716469999
2007-03-14,211066245000
2007-03-15,212364600000
2007-03-16,211374765000
2007-03-19,213277305000
2007-03-20,213894344999
2007-03-21,218265045000
2007-03-22,220296135000
2007-03-23,220360409999
2007-03-26,221465940000
2007-03-27,220167585000
2007-03-28,218689260000
2007-03-29,218689260000
2007-03-30,217532310000
2007-04-02,216757480000
2007-04-03,216937170000
2007-04-04,215653670000
2007-04-05,215101765000
2007-04-09,213625740000
2007-04-10,214241819999
2007-04-11,214665375000
2007-04-12,216077225000
2007-04-13,217309385000
2007-04-16,217193870000
2007-04-17,216205575000
2007-04-18,215769185000
2007-04-19,214973415000
2007-04-20,215769185000
2007-04-23,213754090000
2007-04-24,213497390000
2007-04-25,217489075000
2007-04-26,220133085000
2007-04-27,226281050000
2007-04-30,226396564999
2007-05-01,227872590000
2007-05-02,229168925000
2007-05-03,229348615000
2007-05-04,228180630000
2007-05-07,228732535000
2007-05-08,227757075000
2007-05-09,228860885000
2007-05-10,225908835000
2007-05-11,227076819999
2007-05-14,224805025000
2007-05-15,225048890000
2007-05-16,226216875000
2007-05-17,224368635000
2007-05-18,227012645000
2007-05-21,227872590000
2007-05-22,229348615000
2007-05-23,230952990000
2007-05-24,229592480000
2007-05-25,230696290000
2007-05-29,229720830000
2007-05-30,231748760000
2007-05-31,230824640000
2007-06-01,230028870000
2007-06-04,232236490000
2007-06-05,229720830000
2007-06-06,229040575000
2007-06-07,225793319999
2007-06-08,229233100000
2007-06-11,230093045000
2007-06-12,227564550000
2007-06-13,231196855000
2007-06-14,232172314999
2007-06-15,234136069999
2007-06-18,233828030000
2007-06-19,241323670000
2007-06-20,239975995000
2007-06-21,238320280000
2007-06-22,234880500000
2007-06-25,234687975000
2007-06-26,233532825000
2007-06-27,233776689999
2007-06-28,234136069999
2007-06-29,235124365000
2007-07-02,232913366250
2007-07-03,235597550000
2007-07-05,234618013750
2007-07-06,234261818750
2007-07-09,235114142500
2007-07-10,230725311250
2007-07-11,232557171250
2007-07-12,237416688750
2007-07-13,240469788750
2007-07-16,244235278750
2007-07-17,247835392500
2007-07-18,246245236250
2007-07-19,247835392500
2007-07-20,244235278750
2007-07-23,248496897500
2007-07-24,244845898750
2007-07-25,246067138750
2007-07-26,240647886249
2007-07-27,236144563750
2007-07-30,239070451250
2007-07-31,235966466250
2007-08-01,237124100000
2007-08-02,237607507500
2007-08-03,231704847499
2007-08-06,238027308750
2007-08-07,240342576250
2007-08-08,246308842500
2007-08-09,237060493750
2007-08-10,232735268750
2007-08-13,232366352500
2007-08-14,229389580000
2007-08-15,224644553750
2007-08-16,226463692500
2007-08-17,234071000000
2007-08-20,232671662500
2007-08-21,233460380000
2007-08-22,238269012500
2007-08-23,238154521250
2007-08-24,239922775000
2007-08-27,237416688750
2007-08-28,231641241250
2007-08-29,235661156250
2007-08-30,233765690000
2007-08-31,236627971250
2007-09-04,237671113750
2007-09-05,235902860000
2007-09-06,239859168750
2007-09-07,235902860000
2007-09-10,238574322500
2007-09-11,240469788750
2007-09-12,242899547500
2007-09-13,246614152500
2007-09-14,245647337500
2007-09-17,244604195000
2007-09-18,253738052500
2007-09-19,254285066249
2007-09-20,251053868750
2007-09-21,251117475000
2007-09-24,248687716250
2007-09-25,250201545000
2007-09-26,251244687500
2007-09-27,251969798750
2007-09-28,252033405000
2007-10-01,252317677500
2007-10-02,252919957500
2007-10-03,249494490000
2007-10-04,250397910000
2007-10-05,250811977499
2007-10-08,249369015000
2007-10-09,252317677500
2007-10-10,251050380000
2007-10-11,249795630000
2007-10-12,246370162500
2007-10-15,245102865000
2007-10-16,244814272500
2007-10-17,246194497500
2007-10-18,244927200000
2007-10-19,240422647500
2007-10-22,241200592500
2007-10-23,243070170000
2007-10-24,241564470000
2007-10-25,241150402500
2007-10-26,242467890000
2007-10-29,243546975000
2007-10-30,243070170000
2007-10-31,247148107500
2007-11-01,242229487500
2007-11-02,242166750000
2007-11-05,241388805000
2007-11-06,241263330000
2007-11-07,234663345000
2007-11-08,234299467500
2007-11-09,230459932499
2007-11-12,229681987500
2007-11-13,235441289999
2007-11-14,234236730000
2007-11-15,230033317500
2007-11-16,232078560000
2007-11-19,229129897500
2007-11-20,228414690000
2007-11-21,223194930000
2007-11-23,226193782500
2007-11-26,220547407500
2007-11-27,224876295000
2007-11-28,230936737500
2007-11-29,229016970000
2007-11-30,229920390000
2007-12-03,221751967500
2007-12-04,217661482500
2007-12-05,220434480000
2007-12-06,223734472500
2007-12-07,223546260000
2007-12-10,224637892500
2007-12-11,222354247500
2007-12-12,223671735000
2007-12-13,225654240000
2007-12-14,221626492500
2007-12-17,219054255000
2007-12-18,220974022500
2007-12-19,219593797500
2007-12-20,219292657500
2007-12-21,223006717500
2007-12-24,225353100000
2007-12-26,225478575000
2007-12-27,223307857500
2007-12-28,224211277500
2007-12-31,221262150000
2008-01-02,219416219999
2008-01-03,219653197500
2008-01-04,215113207500
2008-01-07,215948864999
2008-01-08,211296622500
2008-01-09,213678870000
2008-01-10,214402275000
2008-01-11,209924647500
2008-01-14,211645852500
2008-01-15,206095590000
2008-01-16,206282677499
2008-01-17,198225442500
2008-01-18,204785977500
2008-01-22,203239387500
2008-01-23,206457292500
2008-01-24,206818995000
2008-01-25,202940047500
2008-01-28,207230587500
2008-01-29,207467565000
2008-01-30,208527727500
2008-01-31,211059645000
2008-02-01,215824140000
2008-02-04,211109535000
2008-02-05,204187297500
2008-02-06,204124935000
2008-02-07,204312022500
2008-02-08,201979665000
2008-02-11,203002410000
2008-02-12,205147680000
2008-02-13,208789650000
2008-02-14,205259932500
2008-02-15,205147680000
2008-02-19,204611362500
2008-02-20,205085317500
2008-02-21,201081645000
2008-02-22,200245987500
2008-02-25,204187297500
2008-02-26,202578344999
2008-02-27,203052300000
2008-02-28,202042027500
2008-02-29,197801377500
2008-03-03,199360440000
2008-03-04,200071372500
2008-03-05,200969392500
2008-03-06,196130062500
2008-03-07,192375840000
2008-03-10,189207825000
2008-03-11,199360440000
2008-03-12,202703070000
2008-03-13,204424275000
2008-03-14,201867412500
2008-03-17,204910702500
2008-03-18,215711887500
2008-03-19,212431620000
2008-03-20,223769122500
2008-03-24,223232805000
2008-03-25,222459510000
2008-03-26,221623852500
2008-03-27,219827812500
2008-03-28,218518200000
2008-03-31,220457672500
2008-04-01,228921972500
2008-04-02,226482262500
2008-04-03,225399330000
2008-04-04,223731365000
2008-04-07,221951372500
2008-04-08,220096695000
2008-04-09,217059505000
2008-04-10,218914182500
2008-04-11,190919755000
2008-04-14,189127315000
2008-04-15,190496540000
2008-04-16,191990240000
2008-04-17,190733042500
2008-04-18,194728690000
2008-04-21,193359465000
2008-04-22,192587720000
2008-04-23,192761985000
2008-04-24,195438197500
2008-04-25,198537625000
2008-04-28,197591615000
2008-04-29,195500435000
2008-04-30,194790927500
2008-05-01,197292875000
2008-05-02,198599862500
2008-05-05,197641405000
2008-05-06,196570919999
2008-05-07,194006735000
2008-05-08,194131210000
2008-05-09,192226742500
2008-05-12,192998487500
2008-05-13,192587720000
2008-05-14,193658205000
2008-05-15,192824222500
2008-05-16,191392760000
2008-05-19,192998487500
2008-05-20,188953050000
2008-05-21,184596425000
2008-05-22,184720900000
2008-05-23,181260495000
2008-05-27,181086230000
2008-05-28,181982450000
2008-05-29,182517692500
2008-05-30,182990697500
2008-06-02,181148467500
2008-06-03,181447207500
2008-06-04,181384970000
2008-06-05,185019639999
2008-06-06,178820785000
2008-06-09,179057287500
2008-06-10,180663014999
2008-06-11,177688062500
2008-06-12,173045145000
2008-06-13,173642625000
2008-06-16,172572139999
2008-06-17,171912422500
2008-06-18,168041250000
2008-06-19,166248810000
2008-06-20,163099592500
2008-06-23,163211620000
2008-06-24,164344342500
2008-06-25,166734262500
2008-06-26,158033460000
2008-06-27,156427732500
2008-06-30,158912086250
2008-07-01,161462542500
2008-07-02,157829697500
2008-07-03,160218417500
2008-07-07,161350571250
2008-07-08,167061105000
2008-07-09,161885545000
2008-07-10,164560413750
2008-07-11,164684826250
2008-07-14,161823338750
2008-07-15,158663261250
2008-07-16,164796797500
2008-07-17,166700308750
2008-07-18,166700308750
2008-07-21,164859003750
2008-07-22,169686208749
2008-07-23,174625385000
2008-07-24,170930333749
2008-07-25,170930333749
2008-07-28,164859003750
2008-07-29,169089028750
2008-07-30,172485489999
2008-07-31,168429642500
2008-08-01,167956875000
2008-08-04,167720491250
2008-08-05,174152617500
2008-08-06,172659667500
2008-08-07,170096770000
2008-08-08,176466690000
2008-08-11,178320436250
2008-08-12,177063870000
2008-08-13,174500972500
2008-08-14,175757538750
2008-08-15,177424666250
2008-08-18,174737356250
2008-08-19,170930333749
2008-08-20,170569537500
2008-08-21,171166717500
2008-08-22,173368818750
2008-08-25,168616261250
2008-08-26,168317671250
2008-08-27,168019081250
2008-08-28,171651926250
2008-08-29,167297488750
2008-09-02,169860386250
2008-09-03,170096770000
2008-09-04,164921210000
2008-09-05,165991157499
2008-09-08,173194641250
2008-09-09,167421901250
2008-09-10,167235282499
2008-09-11,167658285000
2008-09-12,159260441250
2008-09-15,146458395000
2008-09-16,149195470000
2008-09-17,139254911250
2008-09-18,147590548750
2008-09-19,158489083750
2008-09-22,155689802500
2008-09-23,148548525000
2008-09-24,146408630000
2008-09-25,152890521250
2008-09-26,150327623750
2008-09-29,137538018750
2008-09-30,151820573750
2008-10-01,145861215000
2008-10-02,131877250000
2008-10-03,128418582500
2008-10-06,127286428750
2008-10-07,120866743750
2008-10-08,122944432499
2008-10-09,113178051250
2008-10-10,128008021250
2008-10-13,125034562500
2008-10-14,124138792500
2008-10-15,114608795000
2008-10-16,118415817500
2008-10-17,116873102500
2008-10-20,119908767500
2008-10-21,121165333750
2008-10-22,112879461250
2008-10-23,111933926250
2008-10-24,106161186250
2008-10-27,105564006250
2008-10-28,116039538750
2008-10-29,114310205000
2008-10-30,115205975000
2008-10-31,116163951250
2008-11-03,114907385000
2008-11-04,123666025000
2008-11-05,118664642500
2008-11-06,109196851250
2008-11-07,112282281250
2008-11-10,109843796250
2008-11-11,106036773750
2008-11-12,96991984999
2008-11-13,100376005000
2008-11-14,95374622500
2008-11-17,95909596250
2008-11-18,95623447500
2008-11-19,86031243750
2008-11-20,76451481250
2008-11-21,83530552500
2008-11-24,90858448750
2008-11-25,93894113750
2008-11-26,96394805000
2008-11-28,102229751250
2008-12-01,92289192500
2008-12-02,104842413750
2008-12-03,107940285000
2008-12-04,104494058750
2008-12-05,106273157500
2008-12-08,112406693750
2008-12-09,105862596250
2008-12-10,107168927500
2008-12-11,101508158750
2008-12-12,101868955000
2008-12-15,100910978750
2008-12-16,106696160000
2008-12-17,103536082500
2008-12-18,95026267500
2008-12-19,98236109999
2008-12-22,95673212500
2008-12-23,97825548750
2008-12-24,95909596250
2008-12-26,95076032500
2008-12-29,93234727500
2008-12-30,94192703749
2008-12-31,102378365000
2009-01-02,107871645000
2009-01-05,105085390000
2009-01-06,106537940000
2009-01-07,101797345000
2009-01-08,101995420000
2009-01-09,101110684999
2009-01-12,100027875000
2009-01-13,94415750000
2009-01-14,89160160000
2009-01-15,87020950000
2009-01-16,88222605000
2009-01-20,81712540000
2009-01-21,82346380000
2009-01-22,85185455000
2009-01-23,76021185000
2009-01-26,78490520000
2009-01-27,82531250000
2009-01-28,85304300000
2009-01-29,80378835000
2009-01-30,76655025000
2009-02-02,73433005000
2009-02-03,71848405000
2009-02-04,71148540000
2009-02-05,68560360000
2009-02-06,70144960000
2009-02-09,79877045000
2009-02-10,73433005000
2009-02-11,75453370000
2009-02-12,73802745000
2009-02-13,72297375000
2009-02-17,68309464999
2009-02-18,68626385000
2009-02-19,63568870000
2009-02-20,59277245000
2009-02-23,55923175000
2009-02-24,57375725000
2009-02-25,56939960000
2009-02-26,57507775000
2009-02-27,53770760000
2009-03-02,48026585000
2009-03-03,44302775000
2009-03-04,42282410000
2009-03-05,42084335000
2009-03-06,44619695000
2009-03-09,46824930000
2009-03-10,56055225000
2009-03-11,53651915000
2009-03-12,60478900000
2009-03-13,60795820000
2009-03-16,61046714999
2009-03-17,63199130000
2009-03-18,65219495000
2009-03-19,64017839999
2009-03-20,60280825000
2009-03-23,65906154999
2009-03-24,65787310000
2009-03-25,66289100000
2009-03-26,68877280000
2009-03-27,68124595000
2009-03-30,62750160000
2009-03-31,64157927500
2009-04-01,64542503750
2009-04-02,68162825000
2009-04-03,69422643750
2009-04-06,71013993750
2009-04-07,67592591250
2009-04-08,67526285000
2009-04-09,71902497500
2009-04-13,76981556250
