,GE
2023-03-07,75032100000
2023-03-08,75543930000
2023-03-09,79518780000
2023-03-10,79039620000
2023-03-13,77275440000
2023-03-14,79181190000
2023-03-15,77961510000
2023-03-16,79878150000
2023-03-17,78418890000
2023-03-20,78092190000
2023-03-21,80063280000
2023-03-22,77809050000
2023-03-23,79551450000
2023-03-24,79355430000
2023-03-27,81043380000
2023-03-28,80890920000
2023-03-29,81696780000
2023-03-30,81685890000
2023-03-31,83025360000
2023-04-03,84179700000
2023-04-04,82557090000
2023-04-05,81860130000
2023-04-06,81293850000
2023-04-10,81958140000
2023-04-11,81566100000
2023-04-12,81729450000
2023-04-13,81903690000
2023-04-14,82894680000
2023-04-17,84049020000
2023-04-18,85519170000
2023-04-19,86009220000
2023-04-20,86640840000
2023-04-21,86423040000
2023-04-24,86978430000
2023-04-25,85497390000
2023-04-26,83558970000
2023-04-27,85170690000
2023-04-28,85954770000
2023-05-01,87871410000
2023-05-02,88165440000
2023-05-03,88383240000
2023-05-04,86259690000
2023-05-05,87054660000
2023-05-08,87653610000
2023-05-09,87718950000
2023-05-10,86455710000
2023-05-11,86423040000
2023-05-12,85813200000
2023-05-15,88590150000
2023-05-16,87827850000
2023-05-17,89864280000
2023-05-18,90332550000
2023-05-19,90550350000
2023-05-22,90800820000
2023-05-23,88328790000
2023-05-24,87697170000
2023-05-25,88176330000
2023-05-26,89232660000
2023-05-30,88938630000
2023-05-31,88176330000
2023-06-01,90909720000
2023-06-02,91889820000
2023-06-05,90408780000
2023-06-06,91595790000
2023-06-07,92129400000
2023-06-08,92118510000
2023-06-09,92325420000
2023-06-12,92260080000
2023-06-13,92706570000
2023-06-14,90931500000
2023-06-15,91552230000
2023-06-16,92314530000
2023-06-20,90343440000
2023-06-21,91236420000
2023-06-22,91040400000
2023-06-23,90136530000
2023-06-26,90713700000
2023-06-27,91127520000
2023-06-28,92978820000
2023-06-29,93577770000
2023-06-30,95319680000
2023-07-03,93959680000
2023-07-05,94275200000
2023-07-06,93165440000
2023-07-07,93948800000
2023-07-10,95907200000
2023-07-11,96505600000
2023-07-12,96494720000
2023-07-13,96560000000
2023-07-14,95689600000
2023-07-17,96440320000
2023-07-18,96364160000
2023-07-19,95352320000
2023-07-20,96527360000
2023-07-21,95733120000
2023-07-24,95667840000
2023-07-25,101662720000
2023-07-26,99541120000
2023-07-27,100150400000
2023-07-28,99258240000
2023-07-31,99127680000
2023-08-01,98246400000
2023-08-02,97158400000
2023-08-03,97495680000
2023-08-04,98104960000
2023-08-07,99552000000
2023-08-08,98529280000
2023-08-09,97332480000
2023-08-10,98551040000
2023-08-11,99443200000
2023-08-14,100259200000
2023-08-15,98790400000
2023-08-16,98551040000
2023-08-17,96277120000
2023-08-18,97006080000
2023-08-21,97201920000
2023-08-22,96886400000
2023-08-23,98464000000
2023-08-24,96353280000
2023-08-25,97158400000
2023-08-28,98888320000
2023-08-29,100074240000
2023-08-30,99192960000
2023-08-31,99323520000
2023-09-01,99127680000
2023-09-05,97952640000
2023-09-06,97778560000
2023-09-07,97006080000
2023-09-08,96940800000
2023-09-11,99149440000
2023-09-12,99791360000
2023-09-13,98572800000
2023-09-14,100346240000
2023-09-15,100215680000
2023-09-18,101151360000
2023-09-19,100835840000
2023-09-20,99660800000
2023-09-21,98039680000
2023-09-22,96538240000
2023-09-25,96940800000
2023-09-26,95384960000
2023-09-27,96222720000
2023-09-28,97473920000
2023-09-29,95928960000
2023-10-02,94394880000
2023-10-03,93502720000
2023-10-04,94449280000
2023-10-05,94340480000
2023-10-06,96723200000
2023-10-09,95678720000
2023-10-10,96734080000
2023-10-11,98279040000
2023-10-12,96603520000
2023-10-13,94906240000
2023-10-16,94699520000
2023-10-17,95461120000
2023-10-18,93339520000
2023-10-19,92806400000
2023-10-20,92044800000
2023-10-23,92577920000
2023-10-24,98594560000
2023-10-25,96494720000
2023-10-26,94405760000
2023-10-27,92284160000
2023-10-30,95287040000
2023-10-31,94264320000
2023-11-01,93067520000
2023-11-02,93524480000
2023-11-03,94514560000
2023-11-06,96995200000
2023-11-07,97006080000
2023-11-08,98790400000
2023-11-09,98126720000
2023-11-10,100019840000
2023-11-13,100237440000
2023-11-14,101738880000
2023-11-15,100912000000
2023-11-16,103207680000
2023-11-17,104067200000
2023-11-20,104186880000
2023-11-21,104034560000
2023-11-22,103773440000
2023-11-24,104099840000
2023-11-27,104099840000
2023-11-28,103131520000
2023-11-29,103131520000
2023-11-30,105688320000
2023-12-01,106297600000
2023-12-04,105448960000
2023-12-05,104328320000
2023-12-06,103958400000
2023-12-07,103675520000
2023-12-08,104632960000
2023-12-11,104371840000
2023-12-12,106134400000
2023-12-13,105144320000
2023-12-14,105296640000
2023-12-15,106928640000
2023-12-18,107287680000
2023-12-19,109278720000
2023-12-20,107048320000
2023-12-21,110170880000
2023-12-22,109931520000
2023-12-26,110606080000
2023-12-27,111237120000
2023-12-28,111345920000
2023-12-29,110747520000
2024-01-02,109590950000
2024-01-03,107943540000
2024-01-04,108467220000
2024-01-05,109885520000
2024-01-08,111620210000
2024-01-09,112056610000
2024-01-10,112853040000
2024-01-11,112962140000
2024-01-12,112929410000
2024-01-16,111347460000
2024-01-17,110398290000
2024-01-18,111849320000
2024-01-19,112951230000
2024-01-22,114184060000
2024-01-23,113071240000
2024-01-24,113049420000
2024-01-25,113049420000
2024-01-26,114151330000
2024-01-29,114074960000
2024-01-30,116529710000
2024-01-31,115220510000
2024-02-01,117817090000
2024-02-02,118798990000
2024-02-05,119824530000
2024-02-06,119704520000
2024-02-07,120511860000
2024-02-08,120991900000
2024-02-09,121188280000
2024-02-12,121962890000
2024-02-13,123359370000
2024-02-14,127472440000
2024-02-15,129098030000
2024-02-16,129785360000
2024-02-20,129316230000
2024-02-21,129708990000
2024-02-22,131967360000
2024-02-23,133418390000
2024-02-26,134662130000
2024-02-27,133985710000
2024-02-28,135393100000
2024-02-29,136505920000
2024-03-01,138044230000
2024-03-04,140095310000
2024-03-05,137356900000
2024-03-06,138786110000
2024-03-07,144873890000
2024-03-08,146139450000
2024-03-11,144928440000
2024-03-12,145703050000
2024-03-13,148059610000
2024-03-14,145092090000
2024-03-15,146957700000
2024-03-18,147841410000
2024-03-19,150928940000
2024-03-20,151332610000
2024-03-21,153700080000
2024-03-22,152401790000
2024-03-25,150950760000
2024-03-26,151005310000
2024-03-27,156722150000
2024-03-28,152729090000
2024-04-01,152307540000
2024-04-02,148615830000
2024-04-03,158580180000
2024-04-04,160507710000
2024-04-05,170210700000
2024-04-08,170450280000
2024-04-09,168239610000
2024-04-10,170548290000
2024-04-11,171713520000
2024-04-12,168392070000
2024-04-15,167379300000
2024-04-16,170711640000
2024-04-17,169524630000
2024-04-18,166551660000
2024-04-19,161237340000
2024-04-22,163556910000
2024-04-23,177093180000
2024-04-24,173357910000
2024-04-25,175612140000
2024-04-26,176799150000
2024-04-29,179129610000
2024-04-30,176221980000
2024-05-01,173913300000
2024-05-02,177114960000
2024-05-03,178715790000
2024-05-06,182919330000
2024-05-07,183801420000
2024-05-08,183888540000
2024-05-09,182407500000
2024-05-10,177920820000
2024-05-13,173695500000
2024-05-14,174240000000
2024-05-15,178018830000
2024-05-16,175459680000
2024-05-17,174120210000
2024-05-20,173455920000
2024-05-21,175329000000
2024-05-22,175122090000
2024-05-23,179968140000
2024-05-24,182222370000
2024-05-28,183561840000
2024-05-29,178160400000
2024-05-30,178813800000
2024-05-31,179837460000
2024-06-03,175829940000
2024-06-04,175742820000
2024-06-05,177016950000
2024-06-06,174915180000
2024-06-07,176330880000
2024-06-10,177332760000
2024-06-11,174632040000
2024-06-12,175383450000
2024-06-13,169546410000
2024-06-14,169753320000
2024-06-17,177757470000
2024-06-18,179652330000
2024-06-20,179685000000
2024-06-21,178857360000
2024-06-24,174828060000
2024-06-25,173945970000
2024-06-26,174936960000
2024-06-27,174784500000
2024-06-28,173118330000
2024-07-01,173118330000
2024-07-02,175819050000
2024-07-03,177507000000
2024-07-05,174784500000
2024-07-08,178084170000
2024-07-09,177648570000
2024-07-10,180447300000
2024-07-11,176330880000
2024-07-12,173161890000
2024-07-15,173760840000
2024-07-16,177343650000
2024-07-17,170602740000
2024-07-18,172922310000
2024-07-19,173292570000
2024-07-22,177245640000
2024-07-23,187308000000
2024-07-24,176744700000
2024-07-25,179325630000
2024-07-26,184923090000
2024-07-29,184988430000
2024-07-30,182385720000
2024-07-31,185347800000
2024-08-01,184857750000
2024-08-02,174544920000
2024-08-05,172454040000
2024-08-06,176712030000
2024-08-07,176559570000
2024-08-08,180349290000
2024-08-09,182004570000
