,PYPL
2020-02-20,143610390000
2020-02-21,140161770000
2020-02-24,136584120000
2020-02-25,128631180000
2020-02-26,127986030000
2020-02-27,126496320000
2020-02-28,126672270000
2020-03-02,132384780000
2020-03-03,128748480000
2020-03-04,135246900000
2020-03-05,131587140000
2020-03-06,130073970000
2020-03-09,119211990000
2020-03-10,128725020000
2020-03-11,121874700000
2020-03-12,113734080000
2020-03-13,129205950000
2020-03-16,108760560000
2020-03-17,114801510000
2020-03-18,107282580000
2020-03-19,109898370000
2020-03-20,101675640000
2020-03-23,100009980000
2020-03-24,114121170000
2020-03-25,112267830000
2020-03-26,118038990000
2020-03-27,109652040000
2020-03-30,113816190000
2020-03-31,112303020000
2020-04-01,107188740000
2020-04-02,109698960000
2020-04-03,108373470000
2020-04-06,119258910000
2020-04-07,117628440000
2020-04-08,123235380000
2020-04-09,124150320000
2020-04-13,124314540000
2020-04-14,128777805000
2020-04-15,126625350000
2020-04-16,127047630000
2020-04-17,131200050000
2020-04-20,131575410000
2020-04-21,126144420000
2020-04-22,135117870000
2020-04-23,135176520000
2020-04-24,140971140000
2020-04-27,141381690000
2020-04-28,136232220000
2020-04-29,144959340000
2020-04-30,144279000000
2020-05-01,141475530000
2020-05-04,145053180000
2020-05-05,147129390000
2020-05-06,150507630000
2020-05-07,171598170000
2020-05-08,170038080000
2020-05-11,168865080000
2020-05-12,165428190000
2020-05-13,168595290000
2020-05-14,169392930000
2020-05-15,170683230000
2020-05-18,171539520000
2020-05-19,170542469999
2020-05-20,177052620000
2020-05-21,173862060000
2020-05-22,176958780000
2020-05-26,172431000000
2020-05-27,171211080000
2020-05-28,174530670000
2020-05-29,181826730000
2020-06-01,181263690000
2020-06-02,184735770000
2020-06-03,183902940000
2020-06-04,181345800000
2020-06-05,182988000000
2020-06-08,183093570000
2020-06-09,183996780000
2020-06-10,187574430000
2020-06-11,179515920000
2020-06-12,182119980000
2020-06-15,184806150000
2020-06-16,189111060000
2020-06-17,192172590000
2020-06-18,197122650000
2020-06-19,192794280000
2020-06-22,199714980000
2020-06-23,202682670000
2020-06-24,197064000000
2020-06-25,202342500000
2020-06-26,200430510000
2020-06-29,197474550000
2020-06-30,204197560000
2020-07-01,207947960000
2020-07-02,207690120000
2020-07-06,206482960000
2020-07-07,207772160000
2020-07-08,212800040000
2020-07-09,214745560000
2020-07-10,209084800000
2020-07-13,201009720000
2020-07-14,201935600000
2020-07-15,201654320000
2020-07-16,199017320000
2020-07-17,203834240000
2020-07-20,209577040000
2020-07-21,205779760000
2020-07-22,209108240000
2020-07-23,203763920000
2020-07-24,202240320000
2020-07-27,208592560000
2020-07-28,206588440000
2020-07-29,216351200000
2020-07-30,225621720000
2020-07-31,229794040000
2020-08-03,230966040000
2020-08-04,231270760000
2020-08-05,237810520000
2020-08-06,239193480000
2020-08-07,232794360000
2020-08-10,226571040000
2020-08-11,221543160000
2020-08-12,224227040000
2020-08-13,226278040000
2020-08-14,224391120000
2020-08-17,230051880000
2020-08-18,228036040000
2020-08-19,225539680000
2020-08-20,232266960000
2020-08-21,230637880000
2020-08-24,233087360000
2020-08-25,236357240000
2020-08-26,238478560000
2020-08-27,239486480000
2020-08-28,239650560000
2020-08-31,239252079999
2020-09-01,244865960000
2020-09-02,247081040000
2020-09-03,240248280000
2020-09-04,224836480000
2020-09-08,217933400000
2020-09-09,228071200000
2020-09-10,222785480000
2020-09-11,215648000000
2020-09-14,219117120000
2020-09-15,218015440000
2020-09-16,212026520000
2020-09-17,206025880000
2020-09-18,206354040000
2020-09-21,214722120000
2020-09-22,220078160000
2020-09-23,212846920000
2020-09-24,213526680000
2020-09-25,219457000000
2020-09-28,225047440000
2020-09-29,227954000000
2020-09-30,230919160000
2020-10-01,230813680000
2020-10-02,224918520000
2020-10-05,230708200000
2020-10-06,224625520000
2020-10-07,228082920000
2020-10-08,226266320000
2020-10-09,231200440000
2020-10-12,236169720000
2020-10-13,243471280000
2020-10-14,238619200000
2020-10-15,238080079999
2020-10-16,239615400000
2020-10-19,234470320000
2020-10-20,236697120000
2020-10-21,249718040000
2020-10-22,239005960000
2020-10-23,237962880000
2020-10-26,231141840000
2020-10-27,234903960000
2020-10-28,225387320000
2020-10-29,228586880000
2020-10-30,218144360000
2020-11-02,220054720000
2020-11-03,210737320000
2020-11-04,227707880000
2020-11-05,239744320000
2020-11-06,237599560000
2020-11-09,216491840000
2020-11-10,214897920000
2020-11-11,225422480000
2020-11-12,221625200000
2020-11-13,221062640000
2020-11-16,224953680000
2020-11-17,225375600000
2020-11-18,222820640000
2020-11-19,223734800000
2020-11-20,225809240000
2020-11-23,235361040000
2020-11-24,241432000000
2020-11-25,251347120000
2020-11-27,247749079999
2020-11-30,250948640000
2020-12-01,253784880000
2020-12-02,249120320000
2020-12-03,251440880000
2020-12-04,255226440000
2020-12-07,255413960000
2020-12-08,254253680000
2020-12-09,247057600000
2020-12-10,252378480000
2020-12-11,250878320000
2020-12-14,258765880000
2020-12-15,259715200000
2020-12-16,269794400000
2020-12-17,276017720000
2020-12-18,277119400000
2020-12-21,278607840000
2020-12-22,285370280000
2020-12-23,280623680000
2020-12-24,279686080000
2020-12-28,276275560000
2020-12-29,270767160000
2020-12-30,271329720000
2020-12-31,274716600000
2021-01-04,272042160000
2021-01-05,275549430000
2021-01-06,266071590000
2021-01-07,275701920000
2021-01-08,284405580000
2021-01-11,278587500000
2021-01-12,278751720000
2021-01-13,287267700000
2021-01-14,283936380000
2021-01-15,281273670000
2021-01-19,290024250000
2021-01-20,286516980000
2021-01-21,291654720000
2021-01-22,295596000000
2021-01-25,290610750000
2021-01-26,282693000000
2021-01-27,269719620000
2021-01-28,278927670000
2021-01-29,274845630000
2021-02-01,283690050000
2021-02-02,292194300000
2021-02-03,295478700000
2021-02-04,317214390000
2021-02-05,316053120000
2021-02-08,330985410000
2021-02-09,333366600000
2021-02-10,332170140000
2021-02-11,334340189999
2021-02-12,349988010000
2021-02-16,357518670000
2021-02-17,348615600000
2021-02-18,341120130000
2021-02-19,336557160000
2021-02-22,321226050000
2021-02-23,310845000000
2021-02-24,312100110000
2021-02-25,297871620000
2021-02-26,304804050000
2021-03-01,320967990000
2021-03-02,315759870000
2021-03-03,299185380000
2021-03-04,280429110000
2021-03-05,280405650000
2021-03-08,265203570000
2021-03-09,283584480000
2021-03-10,283948110000
2021-03-11,297742590000
2021-03-12,293660550000
2021-03-15,293226540000
2021-03-16,292440630000
2021-03-17,294974310000
2021-03-18,279654930000
2021-03-19,283021440000
2021-03-22,286663605000
2021-03-23,285942210000
2021-03-24,274798710000
2021-03-25,274763520000
2021-03-26,282728190000
2021-03-29,276440910000
2021-03-30,277461420000
2021-03-31,285094160000
2021-04-01,290611960000
2021-04-05,294697480000
2021-04-06,297245060000
2021-04-07,300074400000
2021-04-08,310523000000
2021-04-09,313187980000
2021-04-12,315841219999
2021-04-13,323354820000
2021-04-14,313704540000
2021-04-15,321676000000
2021-04-16,316827380000
2021-04-19,314526340000
2021-04-20,310440820000
2021-04-21,310980860000
2021-04-22,307904980000
2021-04-23,312319219999
2021-04-26,318999280000
2021-04-27,315594680000
2021-04-28,318259660000
2021-04-29,314455900000
2021-04-30,307928460000
2021-05-03,304171660000
2021-05-04,293687840000
2021-05-05,290447600000
2021-05-06,295871480000
2021-05-07,297444640000
2021-05-10,286021620000
2021-05-11,291856400000
2021-05-12,281654340000
2021-05-13,282699200000
2021-05-14,289144460000
2021-05-17,286878640000
2021-05-18,285528540000
2021-05-19,287195620000
2021-05-20,295307960000
2021-05-21,294310060000
2021-05-24,301917580000
2021-05-25,303655100000
2021-05-26,306848380000
2021-05-27,304617780000
2021-05-28,305263480000
2021-06-01,304382980000
2021-06-02,307787580000
2021-06-03,302645460000
2021-06-04,308808960000
2021-06-07,305944400000
2021-06-08,308938100000
2021-06-09,309466400000
2021-06-10,316357780000
2021-06-11,318682300000
2021-06-14,322767820000
2021-06-15,319198860000
2021-06-16,315594680000
2021-06-17,326501140000
2021-06-18,332688120000
2021-06-21,332359400000
2021-06-22,336644500000
2021-06-23,338252880000
2021-06-24,344228540000
2021-06-25,339990400000
2021-06-28,344745100000
2021-06-29,343700240000
2021-06-30,342197520000
2021-07-01,339286000000
2021-07-02,340741760000
2021-07-06,343559360000
2021-07-07,348830620000
2021-07-08,346388700000
2021-07-09,352446540000
2021-07-12,355686780000
2021-07-13,353597060000
2021-07-14,353080500000
2021-07-15,348102740000
2021-07-16,345895620000
2021-07-19,346153900000
2021-07-20,349934180000
2021-07-21,354277980000
2021-07-22,356532060000
2021-07-23,362214219999
2021-07-26,360183200000
2021-07-27,352763520000
2021-07-28,354524520000
2021-07-29,332441580000
2021-07-30,323472219999
2021-08-02,318142260000
2021-08-03,321089000000
2021-08-04,323437000000
2021-08-05,329506580000
2021-08-06,328179960000
2021-08-09,326548100000
2021-08-10,322110380000
2021-08-11,324505340000
2021-08-12,322368660000
2021-08-13,322744340000
2021-08-16,326700719999
2021-08-17,318271400000
2021-08-18,315618160000
2021-08-19,317660920000
2021-08-20,320455040000
2021-08-23,325174520000
2021-08-24,328144740000
2021-08-25,326008060000
2021-08-26,321229880000
2021-08-27,326759420000
2021-08-30,338663780000
2021-08-31,338886840000
2021-09-01,336644500000
2021-09-02,335212219999
2021-09-03,339438620000
2021-09-07,344287240000
2021-09-08,334860020000
2021-09-09,336797120000
2021-09-10,333791680000
2021-09-13,329295260000
2021-09-14,331349760000
2021-09-15,331572820000
2021-09-16,332206780000
2021-09-17,324423160000
2021-09-20,316874340000
2021-09-21,316381260000
2021-09-22,319727160000
2021-09-23,327663400000
2021-09-24,326501140000
2021-09-27,320959860000
2021-09-28,307811060000
2021-09-29,304066000000
2021-09-30,305486540000
2021-10-01,310699100000
2021-10-04,299381740000
2021-10-05,305416100000
2021-10-06,310006440000
2021-10-07,309395960000
2021-10-08,305310440000
2021-10-11,299428700000
2021-10-12,300367900000
2021-10-13,300966640000
2021-10-14,312812300000
2021-10-15,315042900000
2021-10-18,317367420000
2021-10-19,318975800000
2021-10-20,303314640000
2021-10-21,285528540000
2021-10-22,282229600000
2021-10-25,289837120000
2021-10-26,285282000000
2021-10-27,275819560000
2021-10-28,278038420000
2021-10-29,273060660000
2021-11-01,271522720000
2021-11-02,269386040000
2021-11-03,270466120000
2021-11-04,267930280000
2021-11-05,265065720000
2021-11-08,269339080000
2021-11-09,241163080000
2021-11-10,240247359999
2021-11-11,237183220000
2021-11-12,244544200000
2021-11-15,249521960000
2021-11-16,253196580000
2021-11-17,242160980000
2021-11-18,235387000000
2021-11-19,227298140000
2021-11-22,222449520000
2021-11-23,220770700000
2021-11-24,221545540000
2021-11-26,220465460000
2021-11-29,219819760000
2021-11-30,217060859999
2021-12-01,210521680000
2021-12-02,219714100000
2021-12-03,215933820000
2021-12-06,217025640000
2021-12-07,224257480000
2021-12-08,231688900000
2021-12-09,225114500000
2021-12-10,221310740000
2021-12-13,218810120000
2021-12-14,219303200000
2021-12-15,223834840000
2021-12-16,221592500000
2021-12-17,218598800000
2021-12-20,214466320000
2021-12-21,222050359999
2021-12-22,225032320000
2021-12-23,225419740000
2021-12-27,225419740000
2021-12-28,223177400000
2021-12-29,223024780000
2021-12-30,225267120000
2021-12-31,219318540000
2022-01-03,226715220000
2022-01-04,222295819999
2022-01-05,217667080000
2022-01-06,223610010000
2022-01-07,218178800000
2022-01-10,212770850000
2022-01-11,222737760000
2022-01-12,217713600000
2022-01-13,210514630000
2022-01-14,207502460000
2022-01-18,202896980000
2022-01-19,201838650000
2022-01-20,201524640000
2022-01-21,190197020000
2022-01-24,188603710000
2022-01-25,183986600000
2022-01-26,182567740000
2022-01-27,183881930000
2022-01-28,190173760000
2022-01-31,199966220000
2022-02-01,204455400000
2022-02-02,154178910000
2022-02-03,144560900000
2022-02-04,146631040000
2022-02-07,141199830000
2022-02-08,139862380000
2022-02-09,142979220000
2022-02-10,138420260000
2022-02-11,134082270000
2022-02-14,132721560000
2022-02-15,134279980000
2022-02-16,128558020000
2022-02-17,122347600000
2022-02-18,120544950000
2022-02-22,119986710000
2022-02-23,117137360000
2022-02-24,122138260000
2022-02-25,129023220000
2022-02-28,130174590000
2022-03-01,123871130000
2022-03-02,123987430000
2022-03-03,117858420000
2022-03-04,116195330000
2022-03-07,108868430000
2022-03-08,110368700000
2022-03-09,116555860000
2022-03-10,114613650000
2022-03-11,112310909999
2022-03-14,112659810000
2022-03-15,116834980000
2022-03-16,125510960000
2022-03-17,130442080000
2022-03-18,138129510000
2022-03-21,133337950000
2022-03-22,137082810000
2022-03-23,133337950000
2022-03-24,134966150000
2022-03-25,132302880000
2022-03-28,135105710000
2022-03-29,140932340000
2022-03-30,137803870000
2022-03-31,133922700000
2022-04-01,135103860000
2022-04-04,141113880000
2022-04-05,136238700000
2022-04-06,130263420000
2022-04-07,130900320000
2022-04-08,128781180000
2022-04-11,127159980000
2022-04-12,125353500000
2022-04-13,121786860000
2022-04-14,118474980000
2022-04-18,116471640000
2022-04-19,120038280000
2022-04-20,109894200000
2022-04-21,103525200000
2022-04-22,99622740000
2022-04-25,101649240000
2022-04-26,96924600000
2022-04-27,95662380000
2022-04-28,106640220000
2022-04-29,101822940000
2022-05-02,105991740000
2022-05-03,105042180000
2022-05-04,107369760000
2022-05-05,98927940000
2022-05-06,94585440000
2022-05-09,92095740000
2022-05-10,91192500000
2022-05-11,87046860000
2022-05-12,86027820000
2022-05-13,91285140000
2022-05-16,89918700000
2022-05-17,92350500000
2022-05-18,89374440000
2022-05-19,94122240000
2022-05-20,93265320000
2022-05-23,94006440000
2022-05-24,91076700000
2022-05-25,92778960000
2022-05-26,93126360000
2022-05-27,98673180000
2022-05-31,98673180000
2022-06-01,95511840000
2022-06-02,102274559999
2022-06-03,100201740000
2022-06-06,100525980000
2022-06-07,102587220000
2022-06-08,101336580000
2022-06-09,97399380000
2022-06-10,91829400000
2022-06-13,85367760000
2022-06-14,83908680000
2022-06-15,87811140000
2022-06-16,82484340000
2022-06-17,84418200000
2022-06-21,83804460000
2022-06-22,84499260000
2022-06-23,85471980000
2022-06-24,89953440000
2022-06-27,87938520000
2022-06-28,83167559999
2022-06-29,82762260000
2022-06-30,80595360000
2022-07-01,82395600000
2022-07-05,85857600000
2022-07-06,84518960000
2022-07-07,86596160000
2022-07-08,84738220000
2022-07-11,81322380000
2022-07-12,82430220000
2022-07-13,82349440000
2022-07-14,80260700000
2022-07-15,85292140000
2022-07-18,85546020000
2022-07-19,89711960000
2022-07-20,92596960000
2022-07-21,95493500000
2022-07-22,93531700000
2022-07-25,94224100000
2022-07-26,88904160000
2022-07-27,99728680000
2022-07-28,99082440000
2022-07-29,99855620000
2022-08-01,102204010000
2022-08-02,103433020000
2022-08-03,112999680000
2022-08-04,111914920000
2022-08-05,109999279999
2022-08-08,111084040000
2022-08-09,109029920000
2022-08-10,114142140000
2022-08-11,114372940000
2022-08-12,116669400000
2022-08-15,117142540000
2022-08-16,117800320000
2022-08-17,114730680000
2022-08-18,115238440000
2022-08-19,111430240000
2022-08-22,107991320000
2022-08-23,107552800000
2022-08-24,108199040000
2022-08-25,111614880000
2022-08-26,106975800000
2022-08-29,106929640000
2022-08-30,105937200000
2022-08-31,107829760000
2022-09-01,106929640000
2022-09-02,105164020000
2022-09-06,105723710000
2022-09-07,109595380000
2022-09-08,110980180000
2022-09-09,111049420000
2022-09-12,112688100000
2022-09-13,109641540000
2022-09-14,112699640000
2022-09-15,111245600000
2022-09-16,108476000000
2022-09-19,109664620000
2022-09-20,105741020000
2022-09-21,105221720000
2022-09-22,101159640000
2022-09-23,100363380000
2022-09-26,97236040000
2022-09-27,98955500000
2022-09-28,105152480000
2022-09-29,102359800000
2022-09-30,98033729999
2022-10-03,99298020000
2022-10-04,105687810000
2022-10-05,106872370000
2022-10-06,107544380000
2022-10-07,102703630000
2022-10-10,96268280000
2022-10-11,94639510000
2022-10-12,95459590000
2022-10-13,95721560000
2022-10-14,91655330000
2022-10-17,96427740000
2022-10-18,97145310000
2022-10-19,96211330000
2022-10-20,96564420000
2022-10-21,95607660000
2022-10-24,94901479999
2022-10-25,101644360000
2022-10-26,100858450000
2022-10-27,99491650000
2022-10-28,98238750000
2022-10-31,95197620000
2022-11-01,94662290000
2022-11-02,90493550000
2022-11-03,87190450000
2022-11-04,85630020000
2022-11-07,88454740000
2022-11-08,92407070000
2022-11-09,89616520000
2022-11-10,98865200000
2022-11-11,103683170000
2022-11-14,101951890000
2022-11-15,102350540000
2022-11-16,99138560000
2022-11-17,97543960000
2022-11-18,96723880000
2022-11-21,91837570000
2022-11-22,91017490000
2022-11-23,91974250000
2022-11-25,91211120000
2022-11-28,91040270000
2022-11-29,88431960000
2022-11-30,89308990000
2022-12-01,89445670000
2022-12-02,85037740000
2022-12-05,83853180000
2022-12-06,82269970000
2022-12-07,84764380000
2022-12-08,84536580000
2022-12-09,83796229999
2022-12-12,84058200000
2022-12-13,83944300000
2022-12-14,82725570000
2022-12-15,79468030000
2022-12-16,78887140000
2022-12-19,78534050000
2022-12-20,78317640000
2022-12-21,78830190000
2022-12-22,78101229999
2022-12-23,78625170000
2022-12-27,77827870000
2022-12-28,76939450000
2022-12-29,80367840000
2022-12-30,81119580000
2023-01-03,84200820000
2023-01-04,87712010000
2023-01-05,86108830000
2023-01-06,86345920000
2023-01-09,87023320000
2023-01-10,87971680000
2023-01-11,88671660000
2023-01-12,90071620000
2023-01-13,89732920000
2023-01-17,90523220000
2023-01-18,87282990000
2023-01-19,86650750000
2023-01-20,89292610000
2023-01-23,89755500000
2023-01-24,89845820000
2023-01-25,89303900000
2023-01-26,91234490000
2023-01-27,92386070000
2023-01-30,89913560000
2023-01-31,92002210000
2023-02-01,93605390000
2023-02-02,98177840000
2023-02-03,96552080000
2023-02-06,92950570000
2023-02-07,93966670000
2023-02-08,90003880000
2023-02-09,88536180000
2023-02-10,91223200000
2023-02-13,89699050000
2023-02-14,87226540000
2023-02-15,87960390000
2023-02-16,86628170000
2023-02-17,84291140000
2023-02-21,84945960000
2023-02-22,85216920000
2023-02-23,84889510000
2023-02-24,83037950000
2023-02-27,83286330000
2023-02-28,83094400000
2023-03-01,83342779999
2023-03-02,83658900000
2023-03-03,86131410000
2023-03-06,86684620000
2023-03-07,84573390000
2023-03-08,85623360000
2023-03-09,85724970000
2023-03-10,82902470000
2023-03-13,81976690000
2023-03-14,82687960000
2023-03-15,83444390000
2023-03-16,83941150000
2023-03-17,82405710000
2023-03-20,82654090000
2023-03-21,86616880000
2023-03-22,83929860000
2023-03-23,81920240000
2023-03-24,83410520000
2023-03-27,82755700000
2023-03-28,82078300000
2023-03-29,83749220000
2023-03-30,83986310000
2023-03-31,84369340000
2023-04-03,83647190000
2023-04-04,83613860000
2023-04-05,81780710000
2023-04-06,83280560000
2023-04-10,82791720000
2023-04-11,81747380000
2023-04-12,81658500000
2023-04-13,83902720000
2023-04-14,85024830000
2023-04-17,85913630000
2023-04-18,84902620000
2023-04-19,83680520000
2023-04-20,81747380000
2023-04-21,82413980000
2023-04-24,82536190000
2023-04-25,79747580000
2023-04-26,80058660000
2023-04-27,82513970000
2023-04-28,84436000000
2023-05-01,83447210000
2023-05-02,80303080000
2023-05-03,79358730000
2023-05-04,79780910000
2023-05-05,83291670000
2023-05-08,83902720000
2023-05-09,73220455000
2023-05-10,70415180000
2023-05-11,71303980000
2023-05-12,68537590000
2023-05-15,69159750000
2023-05-16,67548800000
2023-05-17,68282060000
2023-05-18,68070970000
2023-05-19,67682120000
2023-05-22,70026330000
2023-05-23,68882000000
2023-05-24,68659800000
2023-05-25,65960070000
2023-05-26,66904420000
2023-05-30,68937550000
2023-05-31,68870890000
2023-06-01,70048550000
2023-06-02,71059560000
2023-06-05,71670610000
2023-06-06,72237220000
2023-06-07,71148440000
2023-06-08,71370640000
2023-06-09,70537390000
2023-06-12,70804030000
2023-06-13,70615160000
2023-06-14,70659600000
2023-06-15,73159350000
2023-06-16,73803730000
2023-06-20,76536790000
2023-06-21,75759090000
2023-06-22,76181270000
2023-06-23,74370340000
2023-06-26,73814840000
2023-06-27,73581530000
2023-06-28,73359330000
2023-06-29,73170460000
2023-06-30,73002620000
2023-07-03,74501400000
2023-07-05,75321900000
2023-07-06,72357160000
2023-07-07,73068260000
2023-07-10,75792320000
2023-07-11,77258280000
2023-07-12,77225460000
2023-07-13,79194660000
2023-07-14,78877400000
2023-07-17,80398060000
2023-07-18,81360780000
2023-07-19,81196680000
2023-07-20,79883880000
2023-07-21,79851060000
2023-07-24,80616860000
2023-07-25,79818240000
2023-07-26,80332420000
2023-07-27,78800820000
2023-07-28,80934120000
2023-07-31,82947080000
2023-08-01,82629820000
2023-08-02,80080800000
2023-08-03,70212920000
2023-08-04,68648500000
2023-08-07,70475480000
2023-08-08,69129860000
2023-08-09,67849880000
2023-08-10,68692260000
2023-08-11,67324760000
2023-08-14,69217380000
2023-08-15,65060180000
2023-08-16,65289920000
2023-08-17,64108400000
2023-08-18,65005480000
2023-08-21,65103940000
2023-08-22,66712120000
2023-08-23,67565440000
2023-08-24,66416740000
2023-08-25,66941860000
2023-08-28,67466980000
2023-08-29,68375000000
2023-08-30,69381480000
2023-08-31,68385940000
2023-09-01,69545580000
2023-09-05,69731560000
2023-09-06,68703200000
2023-09-07,67445100000
2023-09-08,66712120000
2023-09-11,67751420000
2023-09-12,68714140000
2023-09-13,68746960000
2023-09-14,70497360000
2023-09-15,70245740000
2023-09-18,68856360000
2023-09-19,68035860000
2023-09-20,66580840000
2023-09-21,64130280000
2023-09-22,63320720000
2023-09-25,64392840000
2023-09-26,64469420000
2023-09-27,62729960000
2023-09-28,63648920000
2023-09-29,63955240000
2023-10-02,63069120000
2023-10-03,61712100000
2023-10-04,63079890000
2023-10-05,61905960000
2023-10-06,62218290000
2023-10-09,62422920000
2023-10-10,62164440000
2023-10-11,62541390000
2023-10-12,60694335000
2023-10-13,60042750000
2023-10-16,61389000000
2023-10-17,61561320000
2023-10-18,60096600000
2023-10-19,59030370000
2023-10-20,57501030000
2023-10-23,57565650000
2023-10-24,58416480000
2023-10-25,55454730000
2023-10-26,55734750000
2023-10-27,54270030000
2023-10-30,54980850000
2023-10-31,55788600000
2023-11-01,55637820000
2023-11-02,59299620000
2023-11-03,60419700000
2023-11-06,58825740000
2023-11-07,58836510000
2023-11-08,59321160000
2023-11-09,58459560000
2023-11-10,58987290000
2023-11-13,58578030000
2023-11-14,61044360000
2023-11-15,62735250000
2023-11-16,61195140000
2023-11-17,60893580000
2023-11-20,61378230000
2023-11-21,59665800000
2023-11-22,60678180000
2023-11-24,60053520000
2023-11-27,60732030000
2023-11-28,62972190000
2023-11-29,62433690000
2023-11-30,62045970000
2023-12-01,64243050000
2023-12-04,64458450000
2023-12-05,62379840000
2023-12-06,64113810000
2023-12-07,62982960000
2023-12-08,63478380000
2023-12-11,63586080000
2023-12-12,63424530000
2023-12-13,66483210000
2023-12-14,66633990000
2023-12-15,65977020000
2023-12-18,66203190000
2023-12-19,67861770000
2023-12-20,66493980000
2023-12-21,66838620000
2023-12-22,66601680000
2023-12-26,67377120000
2023-12-27,67506360000
2023-12-28,67937160000
2023-12-29,66138570000
2024-01-02,65393440000
2024-01-03,62382320000
2024-01-04,62190800000
2024-01-05,63967680000
2024-01-08,65691360000
2024-01-09,64957200000
2024-01-10,64861440000
2024-01-11,65276400000
2024-01-12,64904000000
2024-01-16,62190800000
2024-01-17,63722960000
2024-01-18,66063760000
2024-01-19,70032480000
2024-01-22,67819360000
2024-01-23,68925920000
2024-01-24,67053280000
2024-01-25,64595440000
2024-01-26,65733920000
2024-01-29,67840640000
2024-01-30,67755520000
2024-01-31,65276400000
2024-02-01,65989280000
2024-02-02,66414880000
2024-02-05,65478560000
2024-02-06,67787440000
2024-02-07,67287360000
2024-02-08,59722320000
2024-02-09,62680240000
2024-02-12,63935760000
2024-02-13,61988640000
2024-02-14,62637680000
2024-02-15,63520800000
2024-02-16,62924960000
2024-02-20,62382320000
2024-02-21,61158720000
2024-02-22,62084400000
2024-02-23,62946240000
2024-02-26,63127120000
2024-02-27,64010240000
2024-02-28,64106000000
2024-02-29,64201760000
2024-03-01,64414560000
2024-03-04,63818720000
2024-03-05,61999280000
2024-03-06,61839680000
2024-03-07,62244000000
2024-03-08,62786640000
2024-03-11,63925120000
2024-03-12,63871920000
2024-03-13,66446800000
2024-03-14,67032000000
2024-03-15,66872400000
2024-03-18,68340720000
2024-03-19,67042640000
2024-03-20,69213200000
2024-03-21,70372960000
2024-03-22,68915280000
2024-03-25,70224000000
2024-03-26,70936880000
2024-03-27,70830480000
2024-03-28,71277360000
2024-04-01,69191920000
2024-04-02,68798240000
2024-04-03,69521760000
2024-04-04,68670560000
2024-04-05,69319600000
2024-04-08,70585760000
2024-04-09,71288000000
2024-04-10,70096320000
2024-04-11,70011200000
2024-04-12,68723760000
2024-04-15,67574640000
2024-04-16,67489520000
2024-04-17,67308640000
2024-04-18,66074400000
2024-04-19,66297840000
2024-04-22,67234160000
2024-04-23,68553520000
2024-04-24,68989760000
2024-04-25,68202399999
2024-04-26,70181440000
2024-04-29,71277360000
2024-04-30,72266880000
2024-05-01,70372960000
2024-05-02,71266720000
2024-05-03,69904800000
2024-05-06,69809040000
2024-05-07,70138880000
2024-05-08,67893840000
2024-05-09,68574800000
2024-05-10,66957520000
2024-05-13,68042800000
2024-05-14,68713120000
2024-05-15,67989600000
2024-05-16,68202399999
2024-05-17,68606720000
2024-05-20,68915280000
2024-05-21,68202399999
2024-05-22,66170160000
2024-05-23,65521120000
2024-05-24,65584960000
2024-05-28,66148880000
2024-05-29,64957200000
2024-05-30,66510640000
2024-05-31,67021360000
2024-06-03,67521440000
2024-06-04,67383120000
2024-06-05,67595920000
2024-06-06,71309280000
2024-06-07,71607200000
2024-06-10,71383760000
2024-06-11,68915280000
2024-06-12,67489520000
2024-06-13,65478560000
2024-06-14,64520960000
2024-06-17,63978320000
2024-06-18,62903680000
2024-06-20,63627200000
2024-06-21,64489040000
2024-06-24,63297360000
2024-06-25,63127120000
2024-06-26,61988640000
2024-06-27,62105680000
2024-06-28,61743920000
2024-07-01,61509840000
2024-07-02,62744080000
2024-07-03,63456960000
2024-07-05,63584640000
2024-07-08,62871760000
2024-07-09,62776000000
2024-07-10,62669600000
2024-07-11,63829360000
2024-07-12,64127280000
2024-07-15,64340080000
2024-07-16,65765840000
2024-07-17,65159360000
2024-07-18,63840000000
2024-07-19,63127120000
2024-07-22,64659280000
2024-07-23,63531440000
2024-07-24,61786480000
2024-07-25,60882080000
2024-07-26,62020560000
2024-07-29,61415480000
2024-07-30,66688000000
2024-07-31,68542760000
2024-08-01,68053020000
2024-08-02,64583160000
2024-08-05,62999320000
2024-08-06,65385500000
2024-08-07,65375080000
2024-08-08,66979760000
2024-08-09,67438240000
