,IP
2023-03-06,12791366000
2023-03-07,12676097000
2023-03-08,12861226000
2023-03-09,12644660000
2023-03-10,12407136000
2023-03-13,12173105000
2023-03-14,12379192000
2023-03-15,12043863999
2023-03-16,12110231000
2023-03-17,11897158000
2023-03-20,12166119000
2023-03-21,12309332000
2023-03-22,12015920000
2023-03-23,11914623000
2023-03-24,12043863999
2023-03-27,12050850000
2023-03-28,12106737999
2023-03-29,12249951000
2023-03-30,12309332000
2023-03-31,12483972000
2023-04-03,12449352000
2023-04-04,12241632000
2023-04-05,12279714000
2023-04-06,12387036000
2023-04-10,12425118000
2023-04-11,12650148000
2023-04-12,12625914000
2023-04-13,12601680000
2023-04-14,12432041999
2023-04-17,12580908000
2023-04-18,12632838000
2023-04-19,12660534000
2023-04-20,12653609999
2023-04-21,12477048000
2023-04-24,12594756000
2023-04-25,12009678000
2023-04-26,11964672000
2023-04-27,11428062000
2023-04-28,11462682000
2023-05-01,11507688000
2023-05-02,11189184000
2023-05-03,11182259999
2023-05-04,11005698000
2023-05-05,11199570000
2023-05-08,11209956000
2023-05-09,11119944000
2023-05-10,11040318000
2023-05-11,10971078000
2023-05-12,10995312000
2023-05-15,11016084000
2023-05-16,10898376000
2023-05-17,11113020000
2023-05-18,11088786000
2023-05-19,11064552000
2023-05-22,10984926000
2023-05-23,11064552000
2023-05-24,10891452000
2023-05-25,10597182000
2023-05-26,10600644000
2023-05-30,10434468000
2023-05-31,10192128000
2023-06-01,10098654000
2023-06-02,10517556000
2023-06-05,10482936000
2023-06-06,10673346000
2023-06-07,11123406000
2023-06-08,10991850000
2023-06-09,10967616000
2023-06-12,10846446000
2023-06-13,10922610000
2023-06-14,11009160000
2023-06-15,11012622000
2023-06-16,11071476000
2023-06-20,10912224000
2023-06-21,10773744000
2023-06-22,10642188000
2023-06-23,10593720000
2023-06-26,10849908000
2023-06-27,10964154000
2023-06-28,10860294000
2023-06-29,10967616000
2023-06-30,11006260000
2023-07-03,11082380000
2023-07-05,10840180000
2023-07-06,10829800000
2023-07-07,11002800000
2023-07-10,10802120000
2023-07-11,10968200000
2023-07-12,11006260000
2023-07-13,11013180000
2023-07-14,10864400000
2023-07-17,10722540000
2023-07-18,10850560000
2023-07-19,10919760000
2023-07-20,10937060000
2023-07-21,11020100000
2023-07-24,11200020000
2023-07-25,11739780000
2023-07-26,11684420000
2023-07-27,12248400000
2023-07-28,12366040000
2023-07-31,12476760000
2023-08-01,12435240000
2023-08-02,12660140000
2023-08-03,12670520000
2023-08-04,12545960000
2023-08-07,12504440000
2023-08-08,12404100000
2023-08-09,12355660000
2023-08-10,12300299999
2023-08-11,12255320000
2023-08-14,12006200000
2023-08-15,11867799999
2023-08-16,11774380000
2023-08-17,11843579999
2023-08-18,11940460000
2023-08-21,11784760000
2023-08-22,11684420000
2023-08-23,11722480000
2023-08-24,11674040000
2023-08-25,11739780000
2023-08-28,11919700000
2023-08-29,11999280000
2023-08-30,12044260000
2023-08-31,12082320000
2023-09-01,12175740000
2023-09-05,11874720000
2023-09-06,11722480000
2023-09-07,11618680000
2023-09-08,11981980000
2023-09-11,11971600000
2023-09-12,11937000000
2023-09-13,11698260000
2023-09-14,11975060000
2023-09-15,11847040000
2023-09-18,11819359999
2023-09-19,11798600000
2023-09-20,11667120000
2023-09-21,11808980000
2023-09-22,11788220000
2023-09-25,12044260000
2023-09-26,11947380000
2023-09-27,12092700000
2023-09-28,12231100000
2023-09-29,12272620000
2023-10-02,12273932390
2023-10-03,12163200550
2023-10-04,12263551280
2023-10-05,12093993150
2023-10-06,11955578349
2023-10-09,12166660919
2023-10-10,12239328690
2023-10-11,12260090910
2023-10-12,12152819440
2023-10-13,12163200550
2023-10-16,12114755370
2023-10-17,12287773870
2023-10-18,12201264620
2023-10-19,11855227620
2023-10-20,11533413210
2023-10-23,11215059169
2023-10-24,11509190620
2023-10-25,11460745440
2023-10-26,11377696560
2023-10-27,11467666180
2023-10-30,11554175430
2023-10-31,11671828009
2023-11-01,11630303570
2023-11-02,11782559849
2023-11-03,11972880200
2023-11-06,11886370950
2023-11-07,11713352450
2023-11-08,11613001720
2023-11-09,11509190620
2023-11-10,11450364330
2023-11-13,11221979910
2023-11-14,11599160240
2023-11-15,11789480590
2023-11-16,11633763940
2023-11-17,11550715060
2023-11-20,11273885460
2023-11-21,11242742130
2023-11-22,11391538040
2023-11-24,11394998410
2023-11-27,11806782440
2023-11-28,11855227620
2023-11-29,12384664230
2023-11-30,12782606780
2023-12-01,12869116030
2023-12-04,12927942320
2023-12-05,12609588280
2023-12-06,12647652349
2023-12-07,12741082340
2023-12-08,12748003080
2023-12-11,12772225669
2023-12-12,12474633849
2023-12-13,12772225669
2023-12-14,13035213790
2023-12-15,12952164910
2023-12-18,12748003080
2023-12-19,12754923820
2023-12-20,12661493830
2023-12-21,12658033460
2023-12-22,12678795680
2023-12-26,12658033460
2023-12-27,12619969390
2023-12-28,12543841250
2023-12-29,12509237550
2024-01-02,12734190000
2024-01-03,12667975000
2024-01-04,12709795000
2024-01-05,12988595000
2024-01-08,13124509999
2024-01-09,13127995000
2024-01-10,13089660000
2024-01-11,13180270000
2024-01-12,13127995000
2024-01-16,13002535000
2024-01-17,12859650000
2024-01-18,12786465000
2024-01-19,12803890000
2024-01-22,12667975000
2024-01-23,12723735000
2024-01-24,12608730000
2024-01-25,13121025000
2024-01-26,13093145000
2024-01-29,12796920000
2024-01-30,12657520000
2024-01-31,12486755000
2024-02-01,11974460000
2024-02-02,11660810000
2024-02-05,11490045000
2024-02-06,11549290000
2024-02-07,11800210000
2024-02-08,12159165000
2024-02-09,12288110000
2024-02-12,12371750000
2024-02-13,12061585000
2024-02-14,12033705000
2024-02-15,12221895000
2024-02-16,12476299999
2024-02-20,12455390000
2024-02-21,12103404999
2024-02-22,12019765000
2024-02-23,12103404999
2024-02-26,11779299999
2024-02-27,11918700000
2024-02-28,12065070000
2024-02-29,12322960000
2024-03-01,12214924999
2024-03-04,12507665000
2024-03-05,12493725000
2024-03-06,12444935000
2024-03-07,12504180000
2024-03-08,12629640000
2024-03-11,12762070000
2024-03-12,12591305000
2024-03-13,12647065000
2024-03-14,12612215000
2024-03-15,12667975000
2024-03-18,12176590000
2024-03-19,13511345000
2024-03-20,13671654999
2024-03-21,13898180000
2024-03-22,13776205000
2024-03-25,14236225000
2024-03-26,13312700000
2024-03-27,13727415000
2024-03-28,13598470000
2024-04-01,13601955000
2024-04-02,13486950000
2024-04-03,13615895000
2024-04-04,13692565000
2024-04-05,13473009999
2024-04-08,13316185000
2024-04-09,13291790000
2024-04-10,13330125000
2024-04-11,13176785000
2024-04-12,12943290000
2024-04-15,12814345000
2024-04-16,12514634999
2024-04-17,12218410000
2024-04-18,12288110000
2024-04-19,12326445000
2024-04-22,12113860000
2024-04-23,11991884999
2024-04-24,11998855000
2024-04-25,11681720000
2024-04-26,11789755000
2024-04-29,12309020000
2024-04-30,12176590000
2024-05-01,12295080000
2024-05-02,12479785000
2024-05-03,12643580000
2024-05-06,12866620000
2024-05-07,13535740000
2024-05-08,13689080000
2024-05-09,13884240000
2024-05-10,13375686000
2024-05-13,13701584000
2024-05-14,13815995000
2024-05-15,13767457000
2024-05-16,14048284000
2024-05-17,14089888000
2024-05-20,14277106000
2024-05-21,14523263000
2024-05-22,14596070000
2024-05-23,15310271999
2024-05-24,15760982000
2024-05-28,15653505000
2024-05-29,15393480000
2024-05-30,15455886000
2024-05-31,15632703000
2024-06-03,15792184999
2024-06-04,15331074000
2024-06-05,15393480000
2024-06-06,15403881000
2024-06-07,15674307000
2024-06-10,15528693000
2024-06-11,15618834999
2024-06-12,15570296999
2024-06-13,15722845000
2024-06-14,15563363000
2024-06-17,15729779000
2024-06-18,16034875000
2024-06-20,16138884999
2024-06-21,15975936000
2024-06-24,16405844000
2024-06-25,16152753000
2024-06-26,16159687000
2024-06-27,14994775000
2024-06-28,14960105000
2024-07-01,15025978000
2024-07-02,15081450000
2024-07-03,15095318000
2024-07-05,14845694000
2024-07-08,14967039000
2024-07-09,14752084999
2024-07-10,14804090000
2024-07-11,14876896999
2024-07-12,15126521000
2024-07-15,15303338000
2024-07-16,15778317000
2024-07-17,15861525000
2024-07-18,15903129000
2024-07-19,15851124000
2024-07-22,16401672000
2024-07-23,15948016000
2024-07-24,16073044000
2024-07-25,16052206000
2024-07-26,16295316000
2024-07-29,16198072000
2024-07-30,15948016000
2024-07-31,16142503999
2024-08-01,16194599000
2024-08-02,15954962000
2024-08-05,15430539000
2024-08-06,15638919000
2024-08-07,15378444000
2024-08-08,15576405000
2024-08-09,15402755000
