,IP
2009-04-13,3128000000
2009-04-14,2864500000
2009-04-15,3493500000
2009-04-16,3472250000
2009-04-17,3502000000
2009-04-20,3081250000
2009-04-21,3484999999
2009-04-22,3748500000
2009-04-23,3816500000
2009-04-24,4309500000
2009-04-27,4165000000
2009-04-28,4131000000
2009-04-29,4326500000
2009-04-30,5023500000
2009-05-01,5176500000
2009-05-04,5614250000
2009-05-05,5384750000
2009-05-06,5554750000
2009-05-07,5236000000
2009-05-08,5699250000
2009-05-11,5554750000
2009-05-12,5367750000
2009-05-13,4785500000
2009-05-14,4959750000
2009-05-15,4955500000
2009-05-18,5401750000
2009-05-19,5678000000
2009-05-20,5584500000
2009-05-21,5537750000
2009-05-22,5678000000
2009-05-26,5937250000
2009-05-27,5469750000
2009-05-28,5665250000
2009-05-29,5703500000
2009-06-01,5797000000
2009-06-02,5737500000
2009-06-03,5567500000
2009-06-04,5805500000
2009-06-05,5746000000
2009-06-08,5843750000
2009-06-09,5797000000
2009-06-10,6247500000
2009-06-11,6166750000
2009-06-12,6273000000
2009-06-15,6022250000
2009-06-16,5852250000
2009-06-17,5495250000
2009-06-18,5614250000
2009-06-19,5457000000
2009-06-22,4972500000
2009-06-23,5193500000
2009-06-24,5542000000
2009-06-25,5729000000
2009-06-26,5542000000
2009-06-29,5724750000
2009-06-30,6025551729
2009-07-01,6093781614
2009-07-02,5910413798
2009-07-06,5872034488
2009-07-07,5573528740
2009-07-08,5671609200
2009-07-09,5778218396
2009-07-10,5850712649
2009-07-13,5906149430
2009-07-14,6063931040
2009-07-15,6383758626
2009-07-16,6426402304
2009-07-17,6473310350
2009-07-20,6567126442
2009-07-21,6989298856
2009-07-22,7044735638
2009-07-23,7232367822
2009-07-24,7454114949
2009-07-27,7368827592
2009-07-28,7330448282
2009-07-29,7321919546
2009-07-30,7462643685
2009-07-31,7492494259
2009-08-03,7599103455
2009-08-04,7893344834
2009-08-05,7850701156
2009-08-06,7735563225
2009-08-07,8038333340
2009-08-10,7799528742
2009-08-11,7705712650
2009-08-12,8025540237
2009-08-13,8285666674
2009-08-14,7961574719
2009-08-17,7714241386
2009-08-18,7872022995
2009-08-19,8021275869
2009-08-20,8042597708
2009-08-21,8434919547
2009-08-24,8315517249
2009-08-25,8550057479
2009-08-26,8545793111
2009-08-27,8882678169
2009-08-28,8912528743
2009-08-31,9138540238
2009-09-01,8682252881
2009-09-02,8720632191
2009-09-03,8818712651
2009-09-04,8938114950
2009-09-08,9211034491
2009-09-09,9300586215
2009-09-10,9505275870
2009-09-11,9347494261
2009-09-14,9620413801
2009-09-15,9927448284
2009-09-16,10004206905
2009-09-17,9599091962
2009-09-18,9215298859
2009-09-21,9031931042
2009-09-22,9104425295
2009-09-23,8980758628
2009-09-24,8507413800
2009-09-25,8643873571
2009-09-28,8827241387
2009-09-29,9066045985
2009-09-30,8748264000
2009-10-01,8402716000
2009-10-02,8419572000
2009-10-05,8567061999
2009-10-06,8722980000
2009-10-07,8592346000
2009-10-08,9144380000
2009-10-09,9123310000
2009-10-12,9199162000
2009-10-13,9266586000
2009-10-14,9603706000
2009-10-15,9970324000
2009-10-16,9506784000
2009-10-19,9713270000
2009-10-20,9586850000
2009-10-21,9355080000
2009-10-22,9595278000
2009-10-23,9334010000
2009-10-26,9026388000
2009-10-27,8904182000
2009-10-28,8592346000
2009-10-29,9144380000
2009-10-30,8781976000
2009-11-02,8883112000
2009-11-03,9068528000
2009-11-04,9026388000
2009-11-05,9380364000
2009-11-06,9430932000
2009-11-09,9831262000
2009-11-10,9801764000
2009-11-11,9827048000
2009-11-12,9616348000
2009-11-13,9763838000
2009-11-16,9995608000
2009-11-17,9911328000
2009-11-18,10050390000
2009-11-19,9822834000
2009-11-20,9793336000
2009-11-23,9923970000
2009-11-24,9894472000
2009-11-25,10100958000
2009-11-27,9780694000
2009-11-30,10016678000
2009-12-01,10235806000
2009-12-02,10235806000
2009-12-03,10029320000
2009-12-04,10176810000
2009-12-07,10193666000
2009-12-08,10130456000
2009-12-09,10315872000
2009-12-10,10143098000
2009-12-11,10151526000
2009-12-14,10366440000
2009-12-15,10282160000
2009-12-16,10417008000
2009-12-17,10307444000
2009-12-18,10492860000
2009-12-21,10627708000
2009-12-22,10783626000
2009-12-23,10884762000
2009-12-24,10804696000
2009-12-28,10737272000
2009-12-29,10711988000
2009-12-30,10716202000
2009-12-31,10662157882
2010-01-04,10819894724
2010-01-05,11203578934
2010-01-06,11075684198
2010-01-07,10653631567
2010-01-08,10721842093
2010-01-11,10593947356
2010-01-12,10623789461
2010-01-13,10598210514
2010-01-14,10444736830
2010-01-15,10385052620
2010-01-19,10734631567
2010-01-20,10461789462
2010-01-21,9732789462
2010-01-22,9728526304
2010-01-25,9754105252
2010-01-26,9741315778
2010-01-27,9506842094
2010-01-28,9182842095
2010-01-29,9123157884
2010-02-01,9515368410
2010-02-02,9562263147
2010-02-03,9025105253
2010-02-04,8820473674
2010-02-05,9025105253
2010-02-08,8961157884
2010-02-09,9123157884
2010-02-10,8922789463
2010-02-11,8905736832
2010-02-12,8986736832
2010-02-16,9596368410
2010-02-17,9438631568
2010-02-18,9647526305
2010-02-19,9656052620
2010-02-22,9549473673
2010-02-23,9557999989
2010-02-24,9515368410
2010-02-25,9511105252
2010-02-26,9225473673
2010-03-01,9626210515
2010-03-02,9967263146
2010-03-03,10031210515
2010-03-04,9945947357
2010-03-05,10090894725
2010-03-08,10052526304
2010-03-09,9988578936
2010-03-10,9997105252
2010-03-11,10031210515
2010-03-12,10086631567
2010-03-15,9916105252
2010-03-16,10103684199
2010-03-17,10755947356
2010-03-18,10517210514
2010-03-19,10278473672
2010-03-22,10372263146
2010-03-23,10414894725
2010-03-24,10436210514
2010-03-25,10035473673
2010-03-26,9950210515
2010-03-29,10014157883
2010-03-30,10056789462
2010-03-31,9714272733
2010-04-01,9963681824
2010-04-05,10065136370
2010-04-06,10230000006
2010-04-07,10661181825
2010-04-08,10826045461
2010-04-09,10842954552
2010-04-12,10716136370
2010-04-13,10749954552
2010-04-14,11092363643
2010-04-15,11092363643
2010-04-16,10995136370
2010-04-19,10834500006
2010-04-20,10826045461
2010-04-21,11121954552
2010-04-22,11198045461
2010-04-23,11303727280
2010-04-26,11214954552
2010-04-27,10678090915
2010-04-28,10728818188
2010-04-29,11054318188
2010-04-30,10555500006
2010-05-03,10517454552
2010-05-04,9874909097
2010-05-05,9773454551
2010-05-06,9215454551
2010-05-07,9143590914
2010-05-10,9786136369
2010-05-11,9587454551
2010-05-12,9841090915
2010-05-13,9595909097
2010-05-14,9388772733
2010-05-17,9316909096
2010-05-18,9050590914
2010-05-19,8889954551
2010-05-20,8589818187
2010-05-21,8796954551
2010-05-24,8585590914
2010-05-25,8775818187
2010-05-26,8818090914
2010-05-27,9380318187
2010-05-28,9168954551
2010-06-01,8780045460
2010-06-02,9067500005
2010-06-03,9232363642
2010-06-04,8657454551
2010-06-07,8323500005
2010-06-08,8543318187
2010-06-09,8632090914
2010-06-10,9088636369
2010-06-11,9591681824
2010-06-14,9887590915
2010-06-15,10344136370
2010-06-16,10128545461
2010-06-17,10073590915
2010-06-18,10158136370
2010-06-21,10386409097
2010-06-22,9612818188
2010-06-23,9946772733
2010-06-24,9363409096
2010-06-25,9705818188
2010-06-28,9469090915
2010-06-29,8839227278
2010-06-30,9166194000
2010-07-01,9291996000
2010-07-02,9153180000
2010-07-06,9044730000
2010-07-07,9370080000
2010-07-08,9378756000
2010-07-09,9591318000
2010-07-12,9448164000
2010-07-13,9777852000
2010-07-14,9639036000
2010-07-15,9556614000
2010-07-16,9226926000
2010-07-19,9344052000
2010-07-20,9834246000
2010-07-21,9517572000
2010-07-22,9960048000
2010-07-23,10120554000
2010-07-26,10328778000
2010-07-27,10324440000
2010-07-28,9773514000
2010-07-29,9760500000
2010-07-30,9803880000
2010-08-02,10202976000
2010-08-03,9929682000
2010-08-04,9942696000
2010-08-05,9977400000
2010-08-06,9747486000
2010-08-09,9595656000
2010-08-10,9283320000
2010-08-11,8858196000
2010-08-12,8858196000
2010-08-13,8858196000
2010-08-16,8745408000
2010-08-17,8910252000
2010-08-18,8858196000
2010-08-19,8619606000
2010-08-20,8593578000
2010-08-23,8511156000
2010-08-24,8320284000
2010-08-25,8233524000
2010-08-26,8055666000
2010-08-27,8255214000
2010-08-30,8090369999
2010-08-31,8289918000
2010-09-01,8741070000
2010-09-02,8910252000
2010-09-03,9070758000
2010-09-07,8918928000
2010-09-08,8741070000
2010-09-09,8931942000
2010-09-10,9070758000
2010-09-13,9344052000
2010-09-14,9187884000
2010-09-15,9278982000
2010-09-16,9226926000
2010-09-17,9504558000
2010-09-20,8901576000
2010-09-21,8910252000
2010-09-22,8649972000
2010-09-23,8454761999
2010-09-24,8845182000
2010-09-27,8797464000
2010-09-28,8671662000
2010-09-29,8680338000
2010-09-30,8747517000
2010-10-01,8993016000
2010-10-04,8657070000
2010-10-05,8958560000
2010-10-06,8988709000
2010-10-07,8829350000
2010-10-08,8924104000
2010-10-11,9005937000
2010-10-12,9139454000
2010-10-13,9316041000
2010-10-14,9294506000
2010-10-15,9462479000
2010-10-18,9669215000
2010-10-19,9290199000
2010-10-20,9509856000
2010-10-21,9462479000
2010-10-22,9522777000
2010-10-25,9639066000
2010-10-26,9600303000
2010-10-27,10031003000
2010-10-28,9850109000
2010-10-29,10168827000
2010-11-01,10091301000
2010-11-02,10000854000
2010-11-03,10125757000
2010-11-04,10530615000
2010-11-05,10633983000
2010-11-08,10659825000
2010-11-09,10354028000
2010-11-10,10440168000
2010-11-11,10603834000
2010-11-12,10323879000
2010-11-15,10168827000
2010-11-16,9897486000
2010-11-17,9845802000
2010-11-18,9992240000
2010-11-19,9975012000
2010-11-22,10211897000
2010-11-23,9901793000
2010-11-24,10298037000
2010-11-26,10104222000
2010-11-29,10173134000
2010-11-30,10043924000
2010-12-01,10250660000
2010-12-02,10422940000
2010-12-03,10556457000
2010-12-06,10616755000
2010-12-07,10720123000
2010-12-08,10668439000
2010-12-09,10733044000
2010-12-10,10801956000
2010-12-13,10737351000
2010-12-14,10677053000
2010-12-15,10358335000
2010-12-16,10246353000
2010-12-17,10435861000
2010-12-20,10556457000
2010-12-21,10780421000
2010-12-22,10857947000
2010-12-23,10862254000
2010-12-27,10896710000
2010-12-28,10905324000
2010-12-29,10948394000
2010-12-30,10935473000
2010-12-31,11013265812
2011-01-03,11329291128
2011-01-04,11238379736
2011-01-05,11376911381
2011-01-06,11277341761
2011-01-07,11316303786
2011-01-10,11368253153
2011-01-11,11398556951
2011-01-12,11632329103
2011-01-13,11671291128
2011-01-14,11589037963
2011-01-18,11446177204
2011-01-19,11372582267
2011-01-20,11099848090
2011-01-21,11285999989
2011-01-24,11649645558
2011-01-25,11576050622
2011-01-26,11692936697
2011-01-27,11796835432
2011-01-28,11498126571
2011-01-31,11675620242
2011-02-01,11957012647
2011-02-02,11874759482
2011-02-03,11831468343
2011-02-04,11814151887
2011-02-07,11861772140
2011-02-08,12004632900
2011-02-09,11982987330
2011-02-10,11883417710
2011-02-11,11861772140
2011-02-14,12039265811
2011-02-15,12151822773
2011-02-16,12134506317
2011-02-17,12247063279
2011-02-18,11731898723
2011-02-22,11117164546
2011-02-23,11013265812
2011-02-24,11134481002
2011-02-25,11350936698
2011-02-28,11229721508
2011-03-01,10801139230
2011-03-02,10805468344
2011-03-03,11021924040
2011-03-04,10827113913
2011-03-07,10632303787
2011-03-08,10705898724
2011-03-09,10688582268
2011-03-10,10389873408
2011-03-11,10506759483
2011-03-14,10489443028
2011-03-15,10420177205
2011-03-16,10363898724
2011-03-17,10632303787
2011-03-18,10861746825
2011-03-21,10961316445
2011-03-22,10844430369
2011-03-23,10883392394
2011-03-24,11039240496
2011-03-25,11234050622
2011-03-28,11160455685
2011-03-29,11684278470
2011-03-30,12021949355
2011-03-31,12139076929
2011-04-01,12238153852
2011-04-04,12096000006
2011-04-05,12341538468
2011-04-06,12203692314
2011-04-07,12121846160
2011-04-08,12027076929
2011-04-11,11652307698
2011-04-12,11587692313
2011-04-13,11596307698
2011-04-14,11768615390
2011-04-15,12048615391
2011-04-18,11729846160
2011-04-19,11889230775
2011-04-20,12027076929
2011-04-21,12070153852
2011-04-25,11884923083
2011-04-26,12139076929
2011-04-27,12061538468
2011-04-28,12264000006
2011-04-29,12423384622
2011-05-02,12992000006
2011-05-03,12888615391
2011-05-04,12742153852
2011-05-05,12604307699
2011-05-06,12780923083
2011-05-09,12957538468
2011-05-10,13220307699
2011-05-11,13112615391
2011-05-12,13000615391
2011-05-13,12621538468
2011-05-16,12651692314
2011-05-17,12565538468
2011-05-18,12750769237
2011-05-19,12742153852
2011-05-20,12595692314
2011-05-23,12108923083
2011-05-24,12113230775
2011-05-25,12216615391
2011-05-26,12302769237
2011-05-27,12436307698
2011-05-31,12561230775
2011-06-01,12147692314
2011-06-02,12195076929
2011-06-03,12018461544
2011-06-06,11928000006
2011-06-07,11979692314
2011-06-08,11583384621
2011-06-09,11760000006
2011-06-10,11385230775
2011-06-13,11092307698
2011-06-14,11212923082
2011-06-15,10885538467
2011-06-16,10713230774
2011-06-17,10687384621
2011-06-20,11040615390
2011-06-21,11579076929
2011-06-22,11561846160
2011-06-23,11648000006
2011-06-24,11579076929
2011-06-27,11729846160
2011-06-28,11772923083
2011-06-29,11729846160
2011-06-30,12120320000
2011-07-01,12442368000
2011-07-05,12142080000
2011-07-06,12211712000
2011-07-07,12420608000
2011-07-08,12298752000
2011-07-11,12168192000
2011-07-12,12041984000
2011-07-13,12189952000
2011-07-14,12059392000
2011-07-15,12142080000
2011-07-18,11907072000
2011-07-19,12107264000
2011-07-20,12233472000
2011-07-21,12577280000
2011-07-22,12542464000
2011-07-25,12507648000
2011-07-26,12455424000
2011-07-27,12142080000
2011-07-28,12407552000
2011-07-29,12072448000
2011-08-01,12015872000
2011-08-02,11593728000
2011-08-03,11532800000
2011-08-04,10497024000
2011-08-05,10383872000
2011-08-08,9439488000
2011-08-09,10083584000
2011-08-10,9822464000
2011-08-11,10375168000
2011-08-12,10383872000
2011-08-15,10644992000
2011-08-16,10579712000
2011-08-17,10614528000
2011-08-18,9778944000
2011-08-19,9622272000
2011-08-22,9504768000
2011-08-23,9992192000
2011-08-24,10396928000
2011-08-25,10188032000
2011-08-26,10436096000
2011-08-29,10880000000
2011-08-30,10927872000
2011-08-31,11036672000
2011-09-01,10710272000
2011-09-02,10357760000
2011-09-06,11284736000
2011-09-07,11397888000
2011-09-08,10971392000
2011-09-09,10636288000
2011-09-12,10523136000
2011-09-13,10866944000
2011-09-14,10927872000
2011-09-15,11289088000
2011-09-16,11371776000
2011-09-19,11219456000
2011-09-20,11062784000
2011-09-21,10553600000
2011-09-22,10022656000
2011-09-23,10170624000
2011-09-26,10331648000
2011-09-27,10627584000
2011-09-28,9865984000
2011-09-29,9813760000
2011-09-30,9383062000
2011-10-03,9141030000
2011-10-04,9365774000
2011-10-05,9707212000
2011-10-06,9884414000
2011-10-07,9707212000
2011-10-10,10130768000
2011-10-11,10182632000
2011-10-12,10372800000
2011-10-13,10377122000
2011-10-14,10498138000
2011-10-17,10126446000
2011-10-18,10463562000
2011-10-19,10251784000
2011-10-20,10329580000
2011-10-21,10467884000
2011-10-24,10800678000
2011-10-25,10606188000
2011-10-26,10727204000
2011-10-27,11686688000
2011-10-28,11630502000
2011-10-31,11181014000
2011-11-01,10895762000
2011-11-02,11085930000
2011-11-03,11483554000
2011-11-04,11630502000
2011-11-07,11587282000
2011-11-08,11842280000
2011-11-09,11327962000
2011-11-10,11436012000
2011-11-11,11660756000
2011-11-14,11362538000
2011-11-15,11358216000
2011-11-16,11306352000
2011-11-17,11232878000
2011-11-18,11310674000
2011-11-21,10947626000
2011-11-22,10748814000
2011-11-23,10325258000
2011-11-25,10450596000
2011-11-28,10688306000
2011-11-29,10766102000
2011-11-30,11461944000
2011-12-01,11228556000
2011-12-02,11613214000
2011-12-05,11734230000
2011-12-06,11557028000
2011-12-07,11569994000
2011-12-08,11185336000
2011-12-09,11410080000
2011-12-12,11219912000
2011-12-13,11008134000
2011-12-14,11012456000
2011-12-15,11111862000
2011-12-16,11215590000
2011-12-19,11038388000
2011-12-20,11505164000
2011-12-21,11587282000
2011-12-22,11691010000
2011-12-23,11803382000
2011-12-27,11876856000
2011-12-28,11824992000
2011-12-29,11963296000
2011-12-30,11946008000
2012-01-03,12237488362
2012-01-04,12289953479
2012-01-05,12434232548
2012-01-06,12630976734
2012-01-09,12687813944
2012-01-10,12788372083
2012-01-11,12714046502
2012-01-12,12958883711
2012-01-13,12858325571
2012-01-17,12937023246
2012-01-18,13094418594
2012-01-19,13243069757
2012-01-20,13251813943
2012-01-23,12832093013
2012-01-24,13129395339
2012-01-25,12788372083
2012-01-26,12757767432
2012-01-27,12648465106
2012-01-30,12692186037
2012-01-31,12714046502
2012-02-01,12814604641
2012-02-02,12902046502
2012-02-03,13002604641
2012-02-06,12849581385
2012-02-07,12700930223
2012-02-08,12635348827
2012-02-09,12853953478
2012-02-10,13002604641
2012-02-13,13483534873
2012-02-14,13496651152
2012-02-15,13413581385
2012-02-16,13758976733
2012-02-17,13662790687
2012-02-21,13605953478
2012-02-22,13514139524
2012-02-23,13457302315
2012-02-24,13439813943
2012-02-27,13846418594
2012-02-28,14139348826
2012-02-29,14353581384
2012-03-01,14371069756
2012-03-02,14545953477
2012-03-05,14489116268
2012-03-06,14344837198
2012-03-07,14196186035
2012-03-08,14410418593
2012-03-09,14384186035
2012-03-12,14484744175
2012-03-13,14817023244
2012-03-14,14580930221
2012-03-15,14672744175
2012-03-16,14524093012
2012-03-19,14471627896
2012-03-20,14414790686
2012-03-21,14567813942
2012-03-22,14309860454
2012-03-23,14366697663
2012-03-26,14690232547
2012-03-27,14589674407
2012-03-28,14235534873
2012-03-29,14357953477
2012-03-30,14331720919
2012-04-02,14199677435
2012-04-03,14121870983
2012-04-04,14169419370
2012-04-05,14074322596
2012-04-09,13711225821
2012-04-10,13188193563
2012-04-11,13218451627
2012-04-12,13430258079
2012-04-13,13309225821
2012-04-16,13266000014
2012-04-17,13408645176
2012-04-18,13343806466
2012-04-19,13304903240
2012-04-20,13330838724
2012-04-23,13036903240
2012-04-24,13248709692
2012-04-25,13542645176
2012-04-26,13624774208
2012-04-27,13663677434
2012-04-30,13447548402
2012-05-01,13482129047
2012-05-02,13456193563
2012-05-03,13222774208
2012-05-04,12972064530
2012-05-07,12898580659
2012-05-08,12786193562
2012-05-09,12656516143
2012-05-10,12608967756
2012-05-11,12626258078
2012-05-14,12414451626
2012-05-15,12487935497
2012-05-16,12146451626
2012-05-17,11623419367
2012-05-18,11658000013
2012-05-21,12072967755
2012-05-22,11973548400
2012-05-23,12025419368
2012-05-24,11956258077
2012-05-25,11830903239
2012-05-29,12077290336
2012-05-30,11817935497
2012-05-31,11787677432
2012-06-01,11355419367
2012-06-04,11225741948
2012-06-05,11333806464
2012-06-06,11774709690
2012-06-07,11796322593
2012-06-08,11817935497
2012-06-11,11549935496
2012-06-12,11766064529
2012-06-13,11545612916
2012-06-14,11619096787
2012-06-15,11640709690
2012-06-18,11770387109
2012-06-19,12081612916
2012-06-20,11977870981
2012-06-21,11653677432
2012-06-22,11796322593
2012-06-25,11381354851
2012-06-26,11307870980
2012-06-27,11372709690
2012-06-28,11260322593
2012-06-29,11670967755
2012-07-02,11871944447
2012-07-03,12122111114
2012-07-05,12095777780
2012-07-06,11915833336
2012-07-09,11850000003
2012-07-10,11705166669
2012-07-11,12179166669
2012-07-12,12315222225
2012-07-13,12604888892
2012-07-16,12582944447
2012-07-17,13065722225
2012-07-18,13250055558
2012-07-19,13359777781
2012-07-20,13236888892
2012-07-23,13162277781
2012-07-24,12872611114
2012-07-25,12859444447
2012-07-26,13298333336
2012-07-27,13671388892
2012-07-30,13460722225
2012-07-31,13447555558
2012-08-01,13293944447
2012-08-02,13131555558
2012-08-03,13408055558
2012-08-06,13443166670
2012-08-07,13618722225
2012-08-08,13421222225
2012-08-09,13399277781
2012-08-10,13482666670
2012-08-13,13912777781
2012-08-14,13983000003
2012-08-15,14075166670
2012-08-16,14294611114
2012-08-17,14171722225
2012-08-20,14158555559
2012-08-21,14206833336
2012-08-22,14228777781
2012-08-23,14004944447
2012-08-24,14162944448
2012-08-27,14123444448
2012-08-28,14075166670
2012-08-29,14285833336
2012-08-30,14083944448
2012-08-31,14167333336
2012-09-04,14009333336
2012-09-05,14009333336
2012-09-06,14571111114
2012-09-07,14878333337
2012-09-10,14259500003
2012-09-11,14132222225
2012-09-12,14369222225
2012-09-13,14658888892
2012-09-14,14557944448
2012-09-17,14009333336
2012-09-18,13965444447
2012-09-19,13987388892
2012-09-20,14224388892
2012-09-21,14553555559
2012-09-24,15075833337
2012-09-25,14742277781
2012-09-26,14768611114
2012-09-27,14979277781
2012-09-28,14887111114
2012-10-01,14696203697
2012-10-02,14626574067
2012-10-03,14709259252
2012-10-04,14831111104
2012-10-05,14961666660
2012-10-08,14974722215
2012-10-09,14861574067
2012-10-10,14878981475
2012-10-11,15135740734
2012-10-12,14957314808
2012-10-15,15279351845
2012-10-16,15523055548
2012-10-17,15244537030
2012-10-18,15505648141
2012-10-19,15209722215
2012-10-22,15292407400
2012-10-23,14948611104
2012-10-24,14787592586
2012-10-25,14330648142
2012-10-26,14491666660
2012-10-31,14561296290
2012-11-01,15009537030
2012-11-02,14600462956
2012-11-05,14374166660
2012-11-06,14478611104
2012-11-07,14213148142
2012-11-08,14012962957
2012-11-09,14165277771
2012-11-12,14086944438
2012-11-13,13965092586
2012-11-14,13664814809
2012-11-15,13677870364
2012-11-16,13943333327
2012-11-19,14465555549
2012-11-20,14369814808
2012-11-21,14413333327
2012-11-23,14735370364
2012-11-26,14670092586
2012-11-27,14731018512
2012-11-28,15009537030
2012-11-29,15161851845
2012-11-30,15092222215
2012-12-03,14961666660
2012-12-04,14731018512
2012-12-05,14643981475
2012-12-06,14617870364
2012-12-07,14648333327
2012-12-10,14765833327
2012-12-11,15092222215
2012-12-12,15192314808
2012-12-13,15296759252
2012-12-14,15466481474
2012-12-17,15509999993
2012-12-18,15827685178
2012-12-19,15810277771
2012-12-20,16088796289
2012-12-21,15975648141
2012-12-24,16040925919
2012-12-26,16132314807
2012-12-27,16101851845
2012-12-28,15814629622
2012-12-31,16434416679
2013-01-02,16699416679
2013-01-03,16650833345
2013-01-04,16849583346
2013-01-07,16823083346
2013-01-08,16668500012
2013-01-09,16633166679
2013-01-10,16505083345
2013-01-11,16544833345
2013-01-14,16840750012
2013-01-15,16827500012
2013-01-16,16743583345
2013-01-17,17176416679
2013-01-18,17286833346
2013-01-22,17348666679
2013-01-23,17428166679
2013-01-24,17485583346
2013-01-25,17534166679
2013-01-28,17375166679
2013-01-29,17282416679
2013-01-30,17229416679
2013-01-31,17083666679
2013-02-01,17467916679
2013-02-04,17375166679
2013-02-05,17649000013
2013-02-06,17507666679
2013-02-07,17384000013
2013-02-08,17569500013
2013-02-11,17392833346
2013-02-12,17326583346
2013-02-13,17220583346
2013-02-14,17242666679
2013-02-15,17392833346
2013-02-19,17286833346
2013-02-20,16527166679
2013-02-21,17039500012
2013-02-22,17737333346
2013-02-25,17238250013
2013-02-26,17631333346
2013-02-27,18170166680
2013-02-28,18152500013
2013-03-01,18262916680
2013-03-04,18373333347
2013-03-05,18669250014
2013-03-06,18996083347
2013-03-07,19071166681
2013-03-08,19296416681
2013-03-11,19384750014
2013-03-12,19066750014
2013-03-13,18868000014
2013-03-14,18934250014
2013-03-15,18832666680
2013-03-18,18722250014
2013-03-19,18541166680
2013-03-20,18806166680
2013-03-21,18501416680
2013-03-22,18603000014
2013-03-25,18598583347
2013-03-26,18876833347
2013-03-27,18797333347
2013-03-28,19212500014
2013-04-01,19313362063
2013-04-02,20041241373
2013-04-03,19308896545
2013-04-04,19478586200
2013-04-05,19246379304
2013-04-08,19661672407
2013-04-09,19733120683
2013-04-10,19902810338
2013-04-11,20112689648
2013-04-12,20099293097
2013-04-15,18906999994
2013-04-16,19795637924
2013-04-17,19188327580
2013-04-18,18746241373
2013-04-19,19045431028
2013-04-22,19661672407
2013-04-23,19889413786
2013-04-24,20224327579
2013-04-25,19840293097
2013-04-26,19353551718
2013-04-29,19683999993
2013-04-30,19590224131
2013-05-01,19139206890
2013-05-02,18460448270
2013-05-03,19023103442
2013-05-06,19139206890
2013-05-07,19398206890
2013-05-08,19563431028
2013-05-09,19567896545
2013-05-10,19393741373
2013-05-13,19822431028
2013-05-14,20130551717
2013-05-15,20300241373
2013-05-16,19777775855
2013-05-17,20094827580
2013-05-20,19813499993
2013-05-21,19911741373
2013-05-22,19393741373
2013-05-23,19675068959
2013-05-24,19621482752
2013-05-28,19951931028
2013-05-29,19541103442
2013-05-30,19527706890
2013-05-31,19246379304
2013-06-03,19152603442
2013-06-04,18978448270
2013-06-05,18482775856
2013-06-06,18773034476
2013-06-07,19023103442
2013-06-10,19000775856
2013-06-11,18893603442
2013-06-12,18362206890
2013-06-13,19018637925
2013-06-14,18911465511
2013-06-17,19291034476
2013-06-18,19170465511
2013-06-19,19085620683
2013-06-20,18455982752
2013-06-21,18183586201
2013-06-24,17884396546
2013-06-25,18063017235
2013-06-26,18402396546
2013-06-27,18308620684
2013-06-28,18478310339
2013-07-01,18722441881
2013-07-02,18980069788
2013-07-03,18984511648
2013-07-05,19215488393
2013-07-08,19317651184
2013-07-09,19450906998
2013-07-10,19264348858
2013-07-11,19730744207
2013-07-12,19966162812
2013-07-15,19957279091
2013-07-16,20072767463
2013-07-17,19810697696
2013-07-18,19859558161
2013-07-19,19797372114
2013-07-22,19664116300
2013-07-23,19446465137
2013-07-24,19584162812
2013-07-25,20819000022
2013-07-26,20370372115
2013-07-29,20237116301
2013-07-30,20232674440
2013-07-31,20041674440
2013-08-01,20530279092
2013-08-02,20490302348
2013-08-05,20174930254
2013-08-06,20015023277
2013-08-07,19899534905
2013-08-08,19903976766
2013-08-09,19921744207
2013-08-12,20001697696
2013-08-13,19961720952
2013-08-14,20285976766
2013-08-15,19637465137
2013-08-16,19899534905
2013-08-19,19490883742
2013-08-20,19579720951
2013-08-21,19304325602
2013-08-22,19286558160
2013-08-23,19437581416
2013-08-26,19579720951
2013-08-27,19291000021
2013-08-28,19495325602
2013-08-29,19788488393
2013-08-30,19584162812
2013-09-03,19690767463
2013-09-04,19828465138
2013-09-05,19766279091
2013-09-06,19855116300
2013-09-09,20388139557
2013-09-10,20437000022
2013-09-11,20476976766
2013-09-12,19966162812
2013-09-13,20188255836
2013-09-16,20494744208
2013-09-17,19957279091
2013-09-18,19952837231
2013-09-19,19837348859
2013-09-20,19824023277
2013-09-23,19535302347
2013-09-24,19513093044
2013-09-25,19370953509
2013-09-26,19615255835
2013-09-27,18851255834
2013-09-30,18426505033
2013-10-01,18624686851
2013-10-02,18342828266
2013-10-03,18038949478
2013-10-04,17972888872
2013-10-07,17968484832
2013-10-08,17752686852
2013-10-09,17757090892
2013-10-10,18210707054
2013-10-11,18461737356
2013-10-14,18646707053
2013-10-15,18334020185
2013-10-16,18496969680
2013-10-17,18624686851
2013-10-18,18699555538
2013-10-21,18285575740
2013-10-22,18320808064
2013-10-23,18259151498
2013-10-24,18501373720
2013-10-25,18743595942
2013-10-28,18532202003
2013-10-29,18303191902
2013-10-30,18285575740
2013-10-31,18347232306
2013-11-01,18492565639
2013-11-04,18646707053
2013-11-05,17920040387
2013-11-06,17862787862
2013-11-07,17726262610
2013-11-08,18078585842
2013-11-11,18307595942
2013-11-12,18272363619
2013-11-13,18325212104
2013-11-14,18549818164
2013-11-15,18725979780
2013-11-18,18624686851
2013-11-19,18589454528
2013-11-20,18598262609
2013-11-21,19210424224
2013-11-22,19285292911
2013-11-25,19289696952
