,PCG
2004-08-24,11347560000
2004-08-25,11387460000
2004-08-26,11403420000
2004-08-27,11363520000
2004-08-30,11415390000
2004-08-31,11646810000
2004-09-01,11702670000
2004-09-02,11730600000
2004-09-03,11670750000
2004-09-07,11722620000
2004-09-08,11586960000
2004-09-09,11634840000
2004-09-10,11694690000
2004-09-13,11706660000
2004-09-14,11694690000
2004-09-15,11850300000
2004-09-16,11890200000
2004-09-17,11918130000
2004-09-20,11878230000
2004-09-21,11922120000
2004-09-22,11870250000
2004-09-23,11862270000
2004-09-24,11993940000
2004-09-27,12025860000
2004-09-28,12081720000
2004-09-29,12049800000
2004-09-30,11795200000
2004-10-01,11818480000
2004-10-04,11903840000
2004-10-05,11950400000
2004-10-06,11977560000
2004-10-07,11950400000
2004-10-08,11942640000
2004-10-11,11950400000
2004-10-12,12016360000
2004-10-13,11938760000
2004-10-14,11934880000
2004-10-15,11993080000
2004-10-18,12024120000
2004-10-19,11989200000
2004-10-20,12051280000
2004-10-21,12070680000
2004-10-22,12167680000
2004-10-25,12319000000
2004-10-26,12416000000
2004-10-27,12443160000
2004-10-28,12377200000
2004-10-29,12431520000
2004-11-01,12594480000
2004-11-02,12249160000
2004-11-03,12493600000
2004-11-04,12780720000
2004-11-05,12687600000
2004-11-08,12765200000
2004-11-09,12738040000
2004-11-10,12660440000
2004-11-11,12819520000
2004-11-12,13063960000
2004-11-15,13071720000
2004-11-16,13133800000
2004-11-17,13160960000
2004-11-18,12897120000
2004-11-19,12939800000
2004-11-22,13184239999
2004-11-23,13242440000
2004-11-24,13250200000
2004-11-26,13195880000
2004-11-29,13133800000
2004-11-30,12904880000
2004-12-01,12691480000
2004-12-02,12474200000
2004-12-03,12528520000
2004-12-06,12544040000
2004-12-07,12377200000
2004-12-08,12319000000
2004-12-09,12342280000
2004-12-10,12280200000
2004-12-13,12408240000
2004-12-14,12470320000
2004-12-15,12610000000
2004-12-16,12780720000
2004-12-17,12722520000
2004-12-20,12819520000
2004-12-21,13079480000
2004-12-22,13009640000
2004-12-23,12943680000
2004-12-27,12873840000
2004-12-28,12928160000
2004-12-29,12951440000
2004-12-30,12932040000
2004-12-31,12912640000
2005-01-03,12811760000
2005-01-04,12714760000
2005-01-05,12559559999
2005-01-06,12474200000
2005-01-07,12384960000
2005-01-10,12633280000
2005-01-11,12524640000
2005-01-12,12675960000
2005-01-13,12765200000
2005-01-14,12959200000
2005-01-18,13029040000
2005-01-19,13102760000
2005-01-20,13017399999
2005-01-21,13192000000
2005-01-24,13347200000
2005-01-25,13281239999
2005-01-26,13366600000
2005-01-27,13409280000
2005-01-28,13424800000
2005-01-31,13580000000
2005-02-01,13568360000
2005-02-02,13673120000
2005-02-03,13599399999
2005-02-04,13774000000
2005-02-07,13742960000
2005-02-08,13952480000
2005-02-09,13754600000
2005-02-10,13905920000
2005-02-11,13874880000
2005-02-14,13960239999
2005-02-15,13913680000
2005-02-16,13960239999
2005-02-17,13968000000
2005-02-18,13948600000
2005-02-22,13552840000
2005-02-23,13580000000
2005-02-24,13715800000
2005-02-25,13777880000
2005-02-28,13649840000
2005-03-01,13836079999
2005-03-02,13758480000
2005-03-03,13812800000
2005-03-04,13902040000
2005-03-07,13890399999
2005-03-08,13820559999
2005-03-09,13564480000
2005-03-10,13715800000
2005-03-11,13587760000
2005-03-14,13816680000
2005-03-15,13816680000
2005-03-16,13731320000
2005-03-17,13774000000
2005-03-18,13591640000
2005-03-21,13607160000
2005-03-22,13327800000
2005-03-23,13246320000
2005-03-24,13386000000
2005-03-28,13386000000
2005-03-29,12947559999
2005-03-30,13141559999
2005-03-31,12617000000
2005-04-01,12672500000
2005-04-04,12850099999
2005-04-05,12931500000
2005-04-06,12835300000
2005-04-07,12894500000
2005-04-08,12813100000
2005-04-11,12950000000
2005-04-12,13079500000
2005-04-13,12942599999
2005-04-14,12846400000
2005-04-15,12620700000
2005-04-18,12783499999
2005-04-19,12905600000
2005-04-20,12757599999
2005-04-21,12901900000
2005-04-22,13064700000
2005-04-25,13127599999
2005-04-26,12794600000
2005-04-27,12816800000
2005-04-28,12735400000
2005-04-29,12846400000
2005-05-02,12979600000
2005-05-03,13079500000
2005-05-04,13275600000
2005-05-05,13209000000
2005-05-06,13257100000
2005-05-09,13209000000
2005-05-10,13060999999
2005-05-11,13079500000
2005-05-12,13035099999
2005-05-13,12802000000
2005-05-16,13027700000
2005-05-17,13264500000
2005-05-18,13175700000
2005-05-19,13283000000
2005-05-20,13283000000
2005-05-23,13283000000
2005-05-24,13249700000
2005-05-25,13179400000
2005-05-26,13286699999
2005-05-27,13375500000
2005-05-31,13234900000
2005-06-01,13331100000
2005-06-02,13316300000
2005-06-03,13308900000
2005-06-06,13419900000
2005-06-07,13434700000
2005-06-08,13438400000
2005-06-09,13523499999
2005-06-10,13619700000
2005-06-13,13708499999
2005-06-14,13653000000
2005-06-15,13460600000
2005-06-16,13412500000
2005-06-17,13434700000
2005-06-20,13615999999
2005-06-21,13730700000
2005-06-22,13826900000
2005-06-23,13863900000
2005-06-24,13708499999
2005-06-27,13738100000
2005-06-28,13845400000
2005-06-29,13889800000
2005-06-30,13964880000
2005-07-01,14109960000
2005-07-05,14098800000
2005-07-06,13830960000
2005-07-07,13883040000
2005-07-08,14031840000
2005-07-11,14050440000
2005-07-12,14031840000
2005-07-13,14102519999
2005-07-14,13905360000
2005-07-15,13871880000
2005-07-18,13819800000
2005-07-19,13883040000
2005-07-20,14057880000
2005-07-21,13730519999
2005-07-22,13786320000
2005-07-25,13812360000
2005-07-26,13875599999
2005-07-27,13894200000
2005-07-28,13990920000
2005-07-29,13998360000
2005-08-01,13838400000
2005-08-02,14136000000
2005-08-03,14083920000
2005-08-04,13931400000
2005-08-05,13778880000
2005-08-08,13295280000
2005-08-09,13466400000
2005-08-10,13637519999
2005-08-11,13760280000
2005-08-12,13827240000
2005-08-15,13767720000
2005-08-16,13693320000
2005-08-17,13626360000
2005-08-18,13540800000
2005-08-19,13585440000
2005-08-22,13604040000
2005-08-23,13630080000
2005-08-24,13708200000
2005-08-25,13864440000
2005-08-26,13830960000
2005-08-29,13942559999
2005-08-30,13864440000
2005-08-31,13957440000
2005-09-01,14247599999
2005-09-02,14132280000
2005-09-06,14169480000
2005-09-07,14336880000
2005-09-08,14106240000
2005-09-09,14318280000
2005-09-12,14150880000
2005-09-13,14132280000
2005-09-14,14176920000
2005-09-15,14269920000
2005-09-16,14374080000
2005-09-19,14318280000
2005-09-20,14322000000
2005-09-21,14199240000
2005-09-22,14039280000
2005-09-23,14202960000
2005-09-26,14441040000
2005-09-27,14344320000
2005-09-28,14552640000
2005-09-29,14697720000
2005-09-30,13502000000
2005-10-03,13725600000
2005-10-04,13446960000
2005-10-05,12965360000
2005-10-06,12841520000
2005-10-07,13054800000
2005-10-10,12924080000
2005-10-11,12862160000
2005-10-12,12869039999
2005-10-13,12435600000
2005-10-14,12459680000
2005-10-17,12700480000
2005-10-18,12442480000
2005-10-19,12483760000
2005-10-20,12287680000
2005-10-21,12418400000
2005-10-24,12662640000
2005-10-25,12538800000
2005-10-26,12267039999
2005-10-27,12301440000
2005-10-28,12408080000
2005-10-31,12514720000
2005-11-01,12449360000
2005-11-02,12380560000
2005-11-03,12232640000
2005-11-04,12222320000
2005-11-07,12153520000
2005-11-08,12115680000
2005-11-09,12218880000
2005-11-10,12163840000
2005-11-11,12057199999
2005-11-14,12026240000
2005-11-15,11988400000
2005-11-16,11954000000
2005-11-17,12304880000
2005-11-18,12304880000
2005-11-21,12556000000
2005-11-22,12511280000
2005-11-23,12758960000
2005-11-25,12924080000
2005-11-28,12776160000
2005-11-29,12796800000
2005-11-30,12652320000
2005-12-01,12628240000
2005-12-02,12624800000
2005-12-05,12576640000
2005-12-06,12635119999
2005-12-07,12459680000
2005-12-08,12714240000
2005-12-09,12783039999
2005-12-12,12617920000
2005-12-13,12776160000
2005-12-14,12886240000
2005-12-15,12896560000
2005-12-16,12903440000
2005-12-19,12838080000
2005-12-20,12862160000
2005-12-21,12752080000
2005-12-22,12869039999
2005-12-23,12906880000
2005-12-27,12937840000
2005-12-28,12724560000
2005-12-29,12814000000
2005-12-30,12769280000
2006-01-03,12889680000
2006-01-04,12893119999
2006-01-05,12834640000
2006-01-06,12986000000
2006-01-09,12844960000
2006-01-10,12796800000
2006-01-11,12710800000
2006-01-12,12827760000
2006-01-13,12831199999
2006-01-17,13075440000
2006-01-18,13047920000
2006-01-19,12934400000
2006-01-20,12796800000
2006-01-23,12875920000
2006-01-24,13089199999
2006-01-25,12927520000
2006-01-26,12783039999
2006-01-27,12841520000
2006-01-30,12872480000
2006-01-31,12834640000
2006-02-01,12948160000
2006-02-02,12683280000
2006-02-03,12655760000
2006-02-06,12728000000
2006-02-07,12779600000
2006-02-08,12538800000
2006-02-09,12655760000
2006-02-10,12710800000
2006-02-13,12642000000
2006-02-14,12504400000
2006-02-15,12631680000
2006-02-16,12783039999
2006-02-17,12951600000
2006-02-21,12982560000
2006-02-22,13068560000
2006-02-23,12975680000
2006-02-24,13061680000
2006-02-27,13233680000
2006-02-28,13089199999
2006-03-01,13230240000
2006-03-02,13429760000
2006-03-03,13371280000
2006-03-06,13144240000
2006-03-07,13127039999
2006-03-08,13323119999
2006-03-09,13419440000
2006-03-10,13522640000
2006-03-13,13570800000
2006-03-14,13756560000
2006-03-15,13849440000
2006-03-16,13904480000
2006-03-17,13849440000
2006-03-20,13674000000
2006-03-21,13656800000
2006-03-22,13746240000
2006-03-23,13873520000
2006-03-24,13876960000
2006-03-27,13876960000
2006-03-28,13815039999
2006-03-29,13629280000
2006-03-30,13550160000
2006-03-31,13459400000
2006-04-03,13615100000
2006-04-04,13881520000
2006-04-05,14109880000
2006-04-06,13705060000
2006-04-07,13563200000
2006-04-10,13691220000
2006-04-11,13566660000
2006-04-12,13532060000
2006-04-13,13359060000
2006-04-17,13428260000
2006-04-18,13663540000
2006-04-19,13646240000
2006-04-20,13628940000
2006-04-21,13677380000
2006-04-24,13622020000
2006-04-25,13514760000
2006-04-26,13442100000
2006-04-27,13500920000
2006-04-28,13784640000
2006-05-01,13573579999
2006-05-02,13746579999
2006-05-03,13694680000
2006-05-04,13653160000
2006-05-05,14116799999
2006-05-08,13805400000
2006-05-09,13711980000
2006-05-10,13929960000
2006-05-11,13615100000
2006-05-12,13597799999
2006-05-15,13580500000
2006-05-16,13410960000
2006-05-17,13265640000
2006-05-18,13393660000
2006-05-19,13487079999
2006-05-22,13583960000
2006-05-23,13341760000
2006-05-24,13601260000
2006-05-25,13760420000
2006-05-26,13840000000
2006-05-30,13590880000
2006-05-31,13729280000
2006-06-01,13871140000
2006-06-02,13961100000
2006-06-05,13891900000
2006-06-06,13891900000
2006-06-07,13874600000
2006-06-08,14082200000
2006-06-09,14026840000
2006-06-12,13947260000
2006-06-13,13622020000
2006-06-14,13445560000
2006-06-15,13587420000
2006-06-16,13525140000
2006-06-19,13577040000
2006-06-20,13583960000
2006-06-21,13521680000
2006-06-22,13487079999
2006-06-23,13525140000
2006-06-26,13563200000
2006-06-27,13521680000
2006-06-28,13497460000
2006-06-29,13428260000
2006-06-30,13630160000
2006-07-03,13789780000
2006-07-05,13734260000
2006-07-06,13616280000
2006-07-07,13786309999
2006-07-10,13755080000
2006-07-11,13810599999
2006-07-12,13751610000
2006-07-13,13852240000
2006-07-14,13772430000
2006-07-17,13810599999
2006-07-18,14060440000
2006-07-19,14150660000
2006-07-20,14147190000
2006-07-21,14095140000
2006-07-24,14327630000
2006-07-25,14251290000
2006-07-26,14379680000
2006-07-27,14313750000
2006-07-28,14483780000
2006-07-31,14462960000
2006-08-01,14563590000
2006-08-02,14560120000
2006-08-03,14258230000
2006-08-04,14237410000
2006-08-07,14032680000
2006-08-08,14192300000
2006-08-09,14299870000
2006-08-10,14438670000
2006-08-11,14341510000
2006-08-14,14414380000
2006-08-15,14528890000
2006-08-16,14358860000
2006-08-17,14313750000
2006-08-18,14483780000
2006-08-21,14563590000
2006-08-22,14650340000
2006-08-23,14279050000
2006-08-24,14327630000
2006-08-25,14369269999
2006-08-28,14539300000
2006-08-29,14511540000
2006-08-30,14344980000
2006-08-31,14549710000
2006-09-01,14435200000
2006-09-05,14331099999
2006-09-06,14216590000
2006-09-07,14244349999
2006-09-08,14331099999
2006-09-11,14327630000
2006-09-12,14216590000
2006-09-13,14397030000
2006-09-14,14282519999
2006-09-15,14327630000
2006-09-18,14171480000
2006-09-19,14254760000
2006-09-20,14317220000
2006-09-21,14230470000
2006-09-22,14417849999
2006-09-25,14629519999
2006-09-26,14535830000
2006-09-27,14730150000
2006-09-28,14608700000
2006-09-29,14452550000
2006-10-02,14658000000
2006-10-03,14689410000
2006-10-04,14801089999
2006-10-05,14668470000
2006-10-06,14605650000
2006-10-09,14619610000
2006-10-10,14612630000
2006-10-11,14790620000
2006-10-12,14734780000
2006-10-13,14654510000
2006-10-16,14762699999
2006-10-17,14797600000
2006-10-18,15007000000
2006-10-19,14989550000
2006-10-20,15048880000
2006-10-23,15115190000
2006-10-24,15031430000
2006-10-25,15153580000
2006-10-26,15111699999
2006-10-27,15094250000
2006-10-30,15101230000
2006-10-31,15055860000
2006-11-01,15171030000
2006-11-02,15094250000
2006-11-03,14937199999
2006-11-06,15090760000
2006-11-07,15090760000
2006-11-08,15268750000
2006-11-09,15345530000
2006-11-10,15499089999
2006-11-13,15436269999
2006-11-14,15565400000
2006-11-15,15729430000
2006-11-16,16029570000
2006-11-17,15855070000
2006-11-20,15764330000
2006-11-21,15802720000
2006-11-22,15795740000
2006-11-24,15872519999
2006-11-27,15739900000
2006-11-28,15865540000
2006-11-29,16019100000
2006-11-30,16029570000
2006-12-01,16186620000
2006-12-04,16326220000
2006-12-05,16291320000
2006-12-06,16207560000
2006-12-07,16211050000
2006-12-08,16012120000
2006-12-11,16158699999
2006-12-12,16375080000
2006-12-13,16406490000
2006-12-14,16479780000
2006-12-15,16507699999
2006-12-18,16528640000
2006-12-19,16745019999
2006-12-20,16629850000
2006-12-21,16567030000
2006-12-22,16497230000
2006-12-26,16636830000
2006-12-27,16668240000
2006-12-28,16619380000
2006-12-29,16518170000
2007-01-03,16497230000
2007-01-04,16270380000
2007-01-05,15876010000
2007-01-08,16029570000
2007-01-09,16106350000
2007-01-10,16322730000
2007-01-11,16368100000
2007-01-12,16116820000
2007-01-16,16113330000
2007-01-17,16144740000
2007-01-18,16113330000
2007-01-19,16067960000
2007-01-22,15984199999
2007-01-23,16113330000
2007-01-24,16291320000
2007-01-25,16001650000
2007-01-26,16064470000
2007-01-29,16148230000
2007-01-30,16162190000
2007-01-31,16291320000
2007-02-01,16396019999
2007-02-02,16416960000
2007-02-05,16643810000
2007-02-06,16619380000
2007-02-07,16640320000
2007-02-08,16811330000
2007-02-09,16647300000
2007-02-12,16696160000
2007-02-13,16895089999
2007-02-14,16856699999
2007-02-15,16902070000
2007-02-16,16832269999
2007-02-20,16752000000
2007-02-21,16720589999
2007-02-22,16699650000
2007-02-23,16671730000
2007-02-26,16741530000
2007-02-27,16200580000
2007-02-28,16204070000
2007-03-01,16280850000
2007-03-02,15935339999
2007-03-05,15792250000
2007-03-06,15952790000
2007-03-07,16221519999
2007-03-08,16179640000
2007-03-09,16106350000
2007-03-12,16190110000
2007-03-13,15945810000
2007-03-14,15980710000
2007-03-15,16228500000
2007-03-16,16057490000
2007-03-19,16158699999
2007-03-20,16514680000
2007-03-21,16786900000
2007-03-22,16867170000
2007-03-23,17045160000
2007-03-26,17174290000
2007-03-27,17073080000
2007-03-28,16961400000
2007-03-29,16950930000
2007-03-30,16846230000
2007-04-02,17304000000
2007-04-03,17395000000
2007-04-04,17272500000
2007-04-05,17272500000
2007-04-09,17283000000
2007-04-10,17517500000
2007-04-11,17479000000
2007-04-12,17426500000
2007-04-13,17461500000
2007-04-16,17437000000
2007-04-17,17675000000
2007-04-18,17549000000
2007-04-19,17626000000
2007-04-20,17790500000
2007-04-23,18060000000
2007-04-24,18042500000
2007-04-25,18238500000
2007-04-26,18042500000
2007-04-27,17895500000
2007-04-30,17710000000
2007-05-01,17951500000
2007-05-02,18063500000
2007-05-03,17948000000
2007-05-04,17941000000
2007-05-07,18060000000
2007-05-08,18021500000
2007-05-09,17976000000
2007-05-10,17661000000
2007-05-11,17815000000
2007-05-14,17857000000
2007-05-15,17923500000
2007-05-16,18039000000
2007-05-17,18081000000
2007-05-18,18007500000
2007-05-21,17997000000
2007-05-22,17930500000
2007-05-23,17643500000
2007-05-24,17265500000
2007-05-25,17181500000
2007-05-29,17153500000
2007-05-30,17262000000
2007-05-31,17241000000
2007-06-01,17139500000
2007-06-04,17125500000
2007-06-05,16866500000
2007-06-06,16499000000
2007-06-07,15935500000
2007-06-08,15949500000
2007-06-11,15970500000
2007-06-12,15848000000
2007-06-13,16429000000
2007-06-14,16352000000
2007-06-15,16492000000
2007-06-18,16324000000
2007-06-19,16359000000
2007-06-20,15823500000
2007-06-21,15984500000
2007-06-22,15732500000
2007-06-25,15844500000
2007-06-26,15802500000
2007-06-27,15900500000
2007-06-28,15820000000
2007-06-29,15854999999
2007-07-02,16241280000
2007-07-03,16104000000
2007-07-05,15906880000
2007-07-06,15706240000
2007-07-09,15825920000
2007-07-10,15752000000
2007-07-11,15769599999
2007-07-12,15987840000
2007-07-13,16058240000
2007-07-16,15843520000
2007-07-17,15780160000
2007-07-18,15963200000
2007-07-19,16424319999
2007-07-20,16135680000
2007-07-23,16350400000
2007-07-24,15709760000
2007-07-25,15963200000
2007-07-26,15892800000
2007-07-27,15407040000
2007-07-30,15308480000
2007-07-31,15069120000
2007-08-01,15618240000
2007-08-02,15572480000
2007-08-03,15076160000
2007-08-06,15896319999
2007-08-07,16318720000
2007-08-08,16276480000
2007-08-09,15407040000
2007-08-10,15998400000
2007-08-13,15889280000
2007-08-14,15537280000
2007-08-15,15530240000
2007-08-16,15678080000
2007-08-17,15945599999
2007-08-20,15829440000
2007-08-21,15674560000
2007-08-22,15840000000
2007-08-23,15832959999
2007-08-24,15857599999
2007-08-27,15435200000
2007-08-28,15276800000
2007-08-29,15692160000
2007-08-30,15618240000
2007-08-31,15664000000
2007-09-04,15868160000
2007-09-05,15685120000
2007-09-06,15664000000
2007-09-07,15477440000
2007-09-10,15561920000
2007-09-11,15621760000
2007-09-12,15920959999
2007-09-13,16030080000
2007-09-14,16508800000
2007-09-17,16199040000
2007-09-18,16529920000
2007-09-19,16881920000
2007-09-20,16695360000
2007-09-21,16966400000
2007-09-24,16808000000
2007-09-25,16920640000
2007-09-26,17072000000
2007-09-27,16991040000
2007-09-28,16825599999
2007-10-01,17066340000
2007-10-02,17027400000
2007-10-03,17122980000
2007-10-04,17310600000
2007-10-05,17331840000
2007-10-08,17190240000
2007-10-09,17307060000
2007-10-10,17062800000
2007-10-11,17069880000
2007-10-12,17186700000
2007-10-15,16974300000
2007-10-16,16868100000
2007-10-17,16765440000
2007-10-18,16577820000
2007-10-19,16177800000
2007-10-22,16414980000
2007-10-23,16393740000
2007-10-24,16425600000
2007-10-25,16634460000
2007-10-26,16843320000
2007-10-29,16967220000
2007-10-30,17080500000
2007-10-31,17321220000
2007-11-01,16372500000
2007-11-02,16163639999
2007-11-05,15944160000
2007-11-06,15745919999
2007-11-07,15473340000
2007-11-08,16089300000
2007-11-09,15802560000
2007-11-12,15753000000
2007-11-13,15883980000
2007-11-14,15774240000
2007-11-15,15703440000
2007-11-16,15742380000
2007-11-19,15756540000
2007-11-20,16064520000
2007-11-21,16075139999
2007-11-23,16114080000
2007-11-26,16085760000
2007-11-27,16160100000
2007-11-28,16287540000
2007-11-29,16266300000
2007-11-30,16379580000
2007-12-03,16492860000
2007-12-04,16439760000
2007-12-05,16545960000
2007-12-06,16609680000
2007-12-07,16673400000
2007-12-10,16730040000
2007-12-11,16446840000
2007-12-12,16507020000
2007-12-13,16549500000
2007-12-14,16269840000
2007-12-17,16022040000
2007-12-18,16262760000
2007-12-19,16174260000
2007-12-20,16188419999
2007-12-21,15837960000
2007-12-24,15756540000
2007-12-26,15501660000
2007-12-27,15370680000
2007-12-28,15367139999
2007-12-31,15296950000
2008-01-02,15353750000
2008-01-03,15403450000
2008-01-04,15389250000
2008-01-07,15644850000
2008-01-08,15548999999
2008-01-09,15673250000
2008-01-10,15698100000
2008-01-11,15957250000
2008-01-14,15737150000
2008-01-15,15449600000
2008-01-16,15545450000
2008-01-17,15265000000
2008-01-18,15137200000
2008-01-22,14693450000
2008-01-23,15037800000
2008-01-24,14526600000
2008-01-25,14253250000
2008-01-28,14448500000
2008-01-29,14427200000
2008-01-30,14491100000
2008-01-31,14555000000
2008-02-01,14768000000
2008-02-04,14874500000
2008-02-05,14402350000
2008-02-06,14398800000
2008-02-07,14160950000
2008-02-08,14111250000
2008-02-11,14224850000
2008-02-12,14242600000
2008-02-13,14239050000
2008-02-14,14082850000
2008-02-15,14146750000
2008-02-19,14097050000
2008-02-20,14118350000
2008-02-21,13905350000
2008-02-22,13951499999
2008-02-25,13930200000
2008-02-26,14132550000
2008-02-27,13972800000
2008-02-28,13845000000
2008-02-29,13369299999
2008-03-03,13458049999
2008-03-04,13681700000
2008-03-05,13482899999
2008-03-06,13241499999
2008-03-07,13436750000
2008-03-10,13280549999
2008-03-11,13656850000
2008-03-12,13319600000
2008-03-13,13252150000
2008-03-14,13184700000
2008-03-17,13163400000
2008-03-18,13312500000
2008-03-19,13007200000
2008-03-20,13135000000
2008-03-24,13142100000
2008-03-25,13056900000
2008-03-26,13177600000
2008-03-27,13049800000
2008-03-28,12943300000
2008-03-31,13107920000
2008-04-01,13560040000
2008-04-02,13741600000
2008-04-03,13741600000
2008-04-04,13784320000
2008-04-07,13962320000
2008-04-08,13887560000
2008-04-09,14005040000
2008-04-10,13901799999
2008-04-11,13862640000
2008-04-14,13859080000
2008-04-15,13919600000
2008-04-16,14179480000
2008-04-17,14197280000
2008-04-18,14268480000
2008-04-21,14129640000
2008-04-22,14086920000
2008-04-23,14175920000
2008-04-24,14136760000
2008-04-25,14076240000
2008-04-28,14154560000
2008-04-29,14104720000
2008-04-30,14240000000
2008-05-01,14289840000
2008-05-02,14560400000
2008-05-05,14492760000
2008-05-06,14467840000
2008-05-07,14368160000
2008-05-08,14346799999
2008-05-09,14311200000
2008-05-12,14471400000
2008-05-13,14368160000
2008-05-14,14514120000
2008-05-15,14457160000
2008-05-16,14407320000
2008-05-19,14542600000
2008-05-20,14489200000
2008-05-21,14371720000
2008-05-22,14186600000
2008-05-23,14012160000
2008-05-27,14062000000
2008-05-28,14022840000
2008-05-29,14047760000
2008-05-30,14094040000
2008-06-02,13880440000
2008-06-03,13723799999
2008-06-04,13980120000
2008-06-05,14069120000
2008-06-06,13830600000
2008-06-09,13976560000
2008-06-10,14083360000
2008-06-11,13930280000
2008-06-12,14037080000
2008-06-13,14158120000
2008-06-16,14175920000
2008-06-17,14111840000
2008-06-18,14054879999
2008-06-19,14240000000
2008-06-20,14062000000
2008-06-23,14204400000
2008-06-24,14321879999
2008-06-25,14400200000
2008-06-26,13805680000
2008-06-27,13663280000
2008-06-30,14169330000
2008-07-01,14219310000
2008-07-02,14080080000
2008-07-03,13815900000
2008-07-07,13865880000
2008-07-08,14090790000
2008-07-09,14144340000
2008-07-10,14155050000
2008-07-11,13876590000
2008-07-14,13776630000
2008-07-15,13812330000
2008-07-16,13608840000
2008-07-17,13501740000
2008-07-18,13469609999
2008-07-21,13544580000
2008-07-22,13701660000
2008-07-23,13326810000
2008-07-24,13148310000
2008-07-25,13141170000
2008-07-28,13216140000
2008-07-29,13319670000
2008-07-30,13662390000
2008-07-31,13755210000
2008-08-01,13262550000
2008-08-04,13305390000
2008-08-05,13744500000
2008-08-06,13494599999
2008-08-07,13416060000
2008-08-08,13969410000
2008-08-11,14419230000
2008-08-12,14119349999
2008-08-13,14180040000
2008-08-14,13997970000
2008-08-15,14101500000
2008-08-18,14369250000
2008-08-19,14280000000
2008-08-20,14458500000
2008-08-21,14280000000
2008-08-22,14526330000
2008-08-25,14412090000
2008-08-26,14604869999
2008-08-27,14840490000
2008-08-28,15001140000
2008-08-29,14754810000
2008-09-02,14758380000
2008-09-03,14719109999
2008-09-04,14537040000
2008-09-05,14729820000
2008-09-08,15222480000
2008-09-09,14783369999
2008-09-10,14797650000
2008-09-11,14883330000
2008-09-12,14858340000
2008-09-15,14701260000
2008-09-16,14915460000
2008-09-17,14122920000
2008-09-18,14390670000
2008-09-19,14065800000
2008-09-22,13626690000
2008-09-23,13487460000
2008-09-24,13605270000
2008-09-25,14033670000
2008-09-26,13694520000
2008-09-29,13337520000
2008-09-30,13482000000
2008-10-01,14112000000
2008-10-02,13996800000
2008-10-03,13557599999
2008-10-06,12877200000
2008-10-07,12805200000
2008-10-08,12574800000
2008-10-09,11793600000
2008-10-10,10692000000
2008-10-13,12016800000
2008-10-14,11862000000
2008-10-15,10962000000
2008-10-16,11426400000
2008-10-17,11088000000
2008-10-20,12301200000
2008-10-21,12103200000
2008-10-22,11574000000
2008-10-23,12322799999
2008-10-24,12402000000
2008-10-27,12405600000
2008-10-28,13618800000
2008-10-29,12816000000
2008-10-30,13870800000
2008-10-31,13201200000
2008-11-03,13219200000
2008-11-04,13320000000
2008-11-05,13067999999
2008-11-06,12369600000
2008-11-07,12999600000
2008-11-10,12913200000
2008-11-11,13125600000
2008-11-12,12707999999
2008-11-13,13701600000
2008-11-14,13395600000
2008-11-17,13276800000
2008-11-18,13334400000
2008-11-19,13172400000
2008-11-20,12333600000
2008-11-21,13575600000
2008-11-24,13370400000
2008-11-25,13154400000
2008-11-26,13680000000
2008-11-28,13694400000
2008-12-01,13237200000
2008-12-02,13255200000
2008-12-03,13100400000
2008-12-04,12434400000
2008-12-05,12977999999
2008-12-08,13165200000
2008-12-09,12891600000
2008-12-10,13237200000
2008-12-11,13107599999
2008-12-12,13298400000
2008-12-15,13201200000
2008-12-16,13863600000
2008-12-17,13680000000
2008-12-18,13780800000
2008-12-19,13899600000
2008-12-22,14043600000
2008-12-23,13697999999
2008-12-24,13881600000
2008-12-26,13899600000
2008-12-29,13672799999
2008-12-30,13701600000
2008-12-31,14090440000
2009-01-02,14126840000
2009-01-05,14086800000
2009-01-06,13875680000
2009-01-07,13799239999
2009-01-08,13817440000
2009-01-09,13919360000
2009-01-12,14090440000
2009-01-13,13475280000
2009-01-14,13340600000
2009-01-15,13362440000
2009-01-16,13686400000
2009-01-20,13562640000
2009-01-21,13726440000
2009-01-22,13748280000
2009-01-23,13773760000
2009-01-26,14105000000
2009-01-27,14159600000
2009-01-28,14166880000
2009-01-29,14170520000
2009-01-30,14075880000
2009-02-02,14141400000
2009-02-03,14243320000
2009-02-04,14316120000
2009-02-05,14246960000
2009-02-06,14225120000
2009-02-09,13908440000
2009-02-10,13544440000
2009-02-11,13620880000
2009-02-12,13631800000
2009-02-13,13762840000
2009-02-17,13424320000
2009-02-18,12943840000
2009-02-19,13005719999
2009-02-20,12772760000
2009-02-23,12740000000
2009-02-24,13380640000
2009-02-25,13660920000
2009-02-26,13817440000
2009-02-27,13912080000
2009-03-02,13839280000
2009-03-03,13832000000
2009-03-04,13657280000
2009-03-05,13340600000
2009-03-06,13355160000
2009-03-09,12932920000
2009-03-10,13045760000
2009-03-11,12936560000
2009-03-12,13074880000
2009-03-13,13184080000
2009-03-16,13409760000
2009-03-17,13671840000
2009-03-18,13988520000
2009-03-19,13966680000
2009-03-20,14061320000
2009-03-23,14680120000
2009-03-24,14665560000
2009-03-25,14676480000
2009-03-26,14709239999
2009-03-27,14123199999
2009-03-30,13842920000
2009-03-31,14064960000
2009-04-01,14039200000
2009-04-02,13792639999
2009-04-03,13682240000
2009-04-06,13538720000
2009-04-07,13921440000
2009-04-08,14171680000
2009-04-09,14145920000
