,ITW
2004-08-24,27317989600
2004-08-25,27577185000
2004-08-26,27643490800
2004-08-27,27739935600
2004-08-30,27444573400
2004-08-31,27510879200
2004-09-01,27643490800
2004-09-02,27908714000
2004-09-03,28035297800
2004-09-07,27920769600
2004-09-08,27619379600
2004-09-09,27064822000
2004-09-10,26817682200
2004-09-13,26992488400
2004-09-14,26642876000
2004-09-15,26666987200
2004-09-16,27426490000
2004-09-17,27727880000
2004-09-20,27559101600
2004-09-21,27878575000
2004-09-22,27571157200
2004-09-23,27317989600
2004-09-24,27522934799
2004-09-27,27305934000
2004-09-28,27547046000
2004-09-29,27890630600
2004-09-30,27152092920
2004-10-01,27595011800
2004-10-04,27495937840
2004-10-05,27356068720
2004-10-06,27752364560
2004-10-07,27466798440
2004-10-08,27175404440
2004-10-11,27175404440
2004-10-12,26965600760
2004-10-13,26505198240
2004-10-14,26324533960
2004-10-15,26598444320
2004-10-18,26400296400
2004-10-19,25899098720
2004-10-20,25969033280
2004-10-21,26155525440
2004-10-22,25969033280
2004-10-25,26015656320
2004-10-26,26312878200
2004-10-27,26487714600
2004-10-28,26545993400
2004-10-29,26889838320
2004-11-01,26720829800
2004-11-02,26516854000
2004-11-03,26942289240
2004-11-04,27589183920
2004-11-05,27618323320
2004-11-08,27577528160
2004-11-09,27519249360
2004-11-10,27350240840
2004-11-11,27810643360
2004-11-12,27967996120
2004-11-15,27845610640
2004-11-16,27495937840
2004-11-17,27595011800
2004-11-18,27886405800
2004-11-19,27647462720
2004-11-22,27973824000
2004-11-23,27793159720
2004-11-24,27857266400
2004-11-26,27892233680
2004-11-29,27752364560
2004-11-30,27460970560
2004-12-01,27868922160
2004-12-02,27705741520
2004-12-03,27694085760
2004-12-06,27635806960
2004-12-07,27408519640
2004-12-08,27542560880
2004-12-09,27519249360
2004-12-10,27297789920
2004-12-13,27332757200
2004-12-14,27216199600
2004-12-15,26860698920
2004-12-16,26767452840
2004-12-17,26720829800
2004-12-20,27029707440
2004-12-21,27140437160
2004-12-22,27233683240
2004-12-23,27321101440
2004-12-27,27128781400
2004-12-28,27210371720
2004-12-29,27099642000
2004-12-30,27070502600
2004-12-31,27006395920
2005-01-03,26854871040
2005-01-04,26685862520
2005-01-05,26843215280
2005-01-06,26557649160
2005-01-07,26522681880
2005-01-10,26592616440
2005-01-11,26493542480
2005-01-12,26522681880
2005-01-13,26301222440
2005-01-14,26697518280
2005-01-18,26627583720
2005-01-19,26592616440
2005-01-20,26050623600
2005-01-21,25555253800
2005-01-24,25438696200
2005-01-25,25496975000
2005-01-26,25351278000
2005-01-27,25135646440
2005-01-28,25287171320
2005-01-31,25345450120
2005-02-01,25572737440
2005-02-02,25526114400
2005-02-03,25397901040
2005-02-04,25496975000
2005-02-07,25444524079
2005-02-08,25613532600
2005-02-09,25327966480
2005-02-10,25700950800
2005-02-11,25928238120
2005-02-14,25864131440
2005-02-15,25735918079
2005-02-16,25904926600
2005-02-17,26563477040
2005-02-18,26662551000
2005-02-22,26062279360
2005-02-23,26266255160
2005-02-24,26202148480
2005-02-25,26359501240
2005-02-28,26155525440
2005-03-01,26598444320
2005-03-02,26458575200
2005-03-03,26621755840
2005-03-04,27286134160
2005-03-07,27152092920
2005-03-08,27047191079
2005-03-09,26930633480
2005-03-10,27169576560
2005-03-11,27122953520
2005-03-14,27087986240
2005-03-15,27472626320
2005-03-16,27251166880
2005-03-17,27134609280
2005-03-18,26918977720
2005-03-21,26860698920
2005-03-22,26802420120
2005-03-23,26808248000
2005-03-24,26691690400
2005-03-28,26441091560
2005-03-29,25794196880
2005-03-30,26120558160
2005-03-31,51557579700
2005-04-01,51396354300
2005-04-04,51488483100
2005-04-05,52133384700
2005-04-06,51972159300
2005-04-07,52490383800
2005-04-08,52052772000
2005-04-11,51960643200
2005-04-12,52536448200
2005-04-13,51327257700
2005-04-14,50164131600
2005-04-15,48989489400
2005-04-18,49657423200
2005-04-19,50555679000
2005-04-20,49542262200
2005-04-21,49807132500
2005-04-22,49012521600
2005-04-25,49438617300
2005-04-26,48413684400
2005-04-27,48655522500
2005-04-28,47653621800
2005-04-29,48263975099
2005-05-02,48344587800
2005-05-03,48540361500
2005-05-04,49277391900
2005-05-05,48908876700
2005-05-06,49081618200
2005-05-09,49047069900
2005-05-10,48206394600
2005-05-11,48667038600
2005-05-12,48125781900
2005-05-13,47262074400
2005-05-16,47964556500
2005-05-17,48724619100
2005-05-18,49047069900
2005-05-19,48644006400
2005-05-20,48287007300
2005-05-23,49139198700
2005-05-24,48943425000
2005-05-25,48724619100
2005-05-26,48989489400
2005-05-27,49254359700
2005-05-31,48609458100
2005-06-01,49358004600
2005-06-02,49254359700
2005-06-03,49047069900
2005-06-06,48897360600
2005-06-07,49334972400
2005-06-08,48356103900
2005-06-09,47480880300
2005-06-10,46928107500
2005-06-13,47457848100
2005-06-14,47457848100
2005-06-15,47480880300
2005-06-16,47734234500
2005-06-17,48068201400
2005-06-20,48229426800
2005-06-21,48045169200
2005-06-22,47434815900
2005-06-23,47146913400
2005-06-24,46467463500
2005-06-27,46075916100
2005-06-28,46778398200
2005-06-29,46605656700
2005-06-30,45066689280
2005-07-01,45326863440
2005-07-05,46005578640
2005-07-06,45507854160
2005-07-07,45688844880
2005-07-08,46616422320
2005-07-11,46525926960
2005-07-12,46096074000
2005-07-13,46548550800
2005-07-14,46944468000
2005-07-15,46944468000
2005-07-18,46593798480
2005-07-19,47057587200
2005-07-20,48019100400
2005-07-21,47589247440
2005-07-22,48505512960
2005-07-25,48448953360
2005-07-26,48516824880
2005-07-27,48641256000
2005-07-28,48856182480
2005-07-29,48437641440
2005-08-01,48358458000
2005-08-02,48799622880
2005-08-03,48969301680
2005-08-04,48697815600
2005-08-05,48720439440
2005-08-08,48550760640
2005-08-09,48641256000
2005-08-10,48550760640
2005-08-11,48946677840
2005-08-12,49150292400
2005-08-15,49319971200
2005-08-16,48844870560
2005-08-17,48878806320
2005-08-18,48584696400
2005-08-19,48494201040
2005-08-22,48437641440
2005-08-23,48109595760
2005-08-24,47815485840
2005-08-25,47589247440
2005-08-26,47385632880
2005-08-29,47747614320
2005-08-30,46989715680
2005-08-31,47668430880
2005-09-01,48392393760
2005-09-02,48437641440
2005-09-06,48856182480
2005-09-07,48675191760
2005-09-08,47815485840
2005-09-09,47872045440
2005-09-12,47521375920
2005-09-13,46989715680
2005-09-14,46548550800
2005-09-15,46469367360
2005-09-16,46152633600
2005-09-19,45677532960
2005-09-20,45462606480
2005-09-21,44602900560
2005-09-22,44964882000
2005-09-23,45360799200
2005-09-26,44783891280
2005-09-27,45315551520
2005-09-28,45406046880
2005-09-29,46084762080
2005-09-30,23122189189
2005-10-03,23015480033
2005-10-04,22734666465
2005-10-05,22498783068
2005-10-06,22442620354
2005-10-07,22465085440
2005-10-10,22431387811
2005-10-11,22493166796
2005-10-12,22577410867
2005-10-13,22521248153
2005-10-14,22785212907
2005-10-17,22779596636
2005-10-18,22852608163
2005-10-19,23139038003
2005-10-20,22723433922
2005-10-21,22515631882
2005-10-24,22745899008
2005-10-25,22768364093
2005-10-26,23155886817
2005-10-27,23043561390
2005-10-28,23650118696
2005-10-31,23801758023
2005-11-01,23582723440
2005-11-02,23706281410
2005-11-03,23846688194
2005-11-04,23616421068
2005-11-07,23869153280
2005-11-08,23880385822
2005-11-09,23762444124
2005-11-10,23947781079
2005-11-11,24149966848
2005-11-14,24099420405
2005-11-15,24492559400
2005-11-16,24335303802
2005-11-17,24492559400
2005-11-18,24470094315
2005-11-21,24509408215
2005-11-22,24498175672
2005-11-23,24582419742
2005-11-25,24498175672
2005-11-28,24728442798
2005-11-29,24593652285
2005-11-30,24790221783
2005-12-01,25155279421
2005-12-02,25183360778
2005-12-05,24992407552
2005-12-06,24829535682
2005-12-07,24565570928
2005-12-08,24380233973
2005-12-09,24677896355
2005-12-12,24885698396
2005-12-13,24964326195
2005-12-14,25329383833
2005-12-15,25172128235
2005-12-16,25284453662
2005-12-19,25087884165
2005-12-20,25026105180
2005-12-21,25318151290
2005-12-22,25335000104
2005-12-23,25492255703
2005-12-27,25009256366
2005-12-28,25127198064
2005-12-29,25009256366
2005-12-30,24711593984
2006-01-03,50511832920
2006-01-04,50658440160
2006-01-05,50162231040
2006-01-06,50872712280
2006-01-09,50647162679
2006-01-10,50444168040
2006-01-11,50748660000
2006-01-12,50883989760
2006-01-13,50489277960
2006-01-17,50635885200
2006-01-18,50658440160
2006-01-19,50410335600
2006-01-20,48752546040
2006-01-23,49384084920
2006-01-24,49316420040
2006-01-25,48989373120
2006-01-26,48605938800
2006-01-27,49440472320
2006-01-30,49925403960
2006-01-31,47523300720
2006-02-01,47365416000
2006-02-02,48199949520
2006-02-03,47748850320
2006-02-06,47872902600
2006-02-07,47624798040
2006-02-08,47872902600
2006-02-09,47951844960
2006-02-10,48109729679
2006-02-13,48493164000
2006-02-14,49372807440
2006-02-15,49857739080
2006-02-16,49733686800
2006-02-17,49869016560
2006-02-21,49508137200
2006-02-22,49722409320
2006-02-23,48978095640
2006-02-24,48820210920
2006-02-27,48865320840
2006-02-28,48402944160
2006-03-01,49790074200
2006-03-02,49936681440
2006-03-03,50252450880
2006-03-06,50680995120
2006-03-07,51154649280
2006-03-08,50669717640
2006-03-09,50658440160
2006-03-10,51628303440
2006-03-13,52079402640
2006-03-14,52947768600
2006-03-15,54537893280
2006-03-16,55203264600
2006-03-17,55056657360
2006-03-20,54413841000
2006-03-21,53906354400
2006-03-22,55496479080
2006-03-23,55214542080
2006-03-24,54808552800
2006-03-27,54571725720
2006-03-28,54583003200
2006-03-29,53827412040
2006-03-30,53804857080
2006-03-31,27328199359
2006-04-03,27367920580
2006-04-04,27418990720
2006-04-05,27804854000
2006-04-06,27095546500
2006-04-07,27112569880
2006-04-10,27197686780
2006-04-11,27021778520
2006-04-12,27163640020
2006-04-13,27169314480
2006-04-17,27339548280
2006-04-18,27980762260
2006-04-19,28139647140
2006-04-20,28797884500
2006-04-21,29127003180
2006-04-24,29291562520
2006-04-25,29121328720
2006-04-26,29609332280
2006-04-27,29308585900
2006-04-28,29138352100
2006-05-01,29144026560
2006-05-02,29212120080
2006-05-03,29620681200
2006-05-04,29518540920
2006-05-05,30034916780
2006-05-08,30239197340
2006-05-09,30091661380
2006-05-10,30040591240
2006-05-11,29983846640
2006-05-12,29161049940
2006-05-15,29041886280
2006-05-16,29195096700
2006-05-17,28440393520
2006-05-18,28168019440
2006-05-19,28360951080
2006-05-22,28009134560
2006-05-23,28179368359
2006-05-24,28207740660
2006-05-25,28587929480
2006-05-26,28519835960
2006-05-30,27963738880
2006-05-31,28173693900
2006-06-01,28616301780
2006-06-02,28412021220
2006-06-05,27946715500
2006-06-06,27912668740
2006-06-07,27555177760
2006-06-08,27248756920
2006-06-09,27640294660
2006-06-12,27140942180
2006-06-13,26896940400
2006-06-14,26840195800
2006-06-15,27787830620
2006-06-16,27367920580
2006-06-19,26913963780
2006-06-20,27010429600
2006-06-21,27197686780
2006-06-22,26953685000
2006-06-23,26976382840
2006-06-26,27027452980
2006-06-27,26698334300
2006-06-28,26550798340
2006-06-29,27038801900
2006-06-30,26962757500
2006-07-03,26968433870
2006-07-05,26622175300
2006-07-06,26372415020
2006-07-07,25855865350
2006-07-10,25963716380
2006-07-11,25889923570
2006-07-12,25668545140
2006-07-13,25282551980
2006-07-14,25083879030
2006-07-17,24601387580
2006-07-18,24351627300
2006-07-19,25129289990
2006-07-20,24811413270
2006-07-21,24601387580
2006-07-24,24936293410
2006-07-25,25282551980
2006-07-26,25191730060
2006-07-27,25787748910
2006-07-28,25912629050
2006-07-31,25958040010
2006-08-01,25532312260
2006-08-02,25810454390
2006-08-03,26338356800
2006-08-04,26406473240
2006-08-07,26304298580
2006-08-08,25634486919
2006-08-09,24981704370
2006-08-10,25316610200
2006-08-11,25134966360
2006-08-14,25066849919
2006-08-15,25486901300
2006-08-16,25759367060
2006-08-17,25679897880
2006-08-18,25532312260
2006-08-21,25180377320
2006-08-22,25083879030
2006-08-23,25027115330
2006-08-24,24805736900
2006-08-25,24703562240
2006-08-28,24817089640
2006-08-29,24924940669
2006-08-30,24890882450
2006-08-31,24919264300
2006-09-01,25072526290
2006-09-05,25049820810
2006-09-06,24624093060
2006-09-07,24697885870
2006-09-08,24953322520
2006-09-11,24868176970
2006-09-12,24805736900
2006-09-13,24913587930
2006-09-14,25356344790
2006-09-15,24709238610
2006-09-18,24947646150
2006-09-19,25282551980
2006-09-20,25418784860
2006-09-21,24953322520
2006-09-22,25015762590
2006-09-25,25293904720
2006-09-26,25748014320
2006-09-27,25708279730
2006-09-28,25748014320
2006-09-29,25486901300
2006-10-02,25266845200
2006-10-03,25423365480
2006-10-04,25747586060
2006-10-05,26530187460
2006-10-06,26692297750
2006-10-09,26653167680
2006-10-10,26949438210
2006-10-11,27133908540
2006-10-12,27351918930
2006-10-13,27474899150
2006-10-16,27944459990
2006-10-17,27670549500
2006-10-18,26396027220
2006-10-19,26043856590
2006-10-20,25904106340
2006-10-23,26273047000
2006-10-24,26250686960
2006-10-25,26105346700
2006-10-26,26558137510
2006-10-27,26289817030
2006-10-30,26792917930
2006-10-31,26792917930
2006-11-01,26697887760
2006-11-02,26356897150
2006-11-03,26138886760
2006-11-06,26356897150
2006-11-07,26630807640
2006-11-08,26787327920
2006-11-09,26278637010
2006-11-10,26183606840
2006-11-13,26300997050
2006-11-14,26267456990
2006-11-15,26401617230
2006-11-16,26401617230
2006-11-17,26312177070
2006-11-20,25993546500
2006-11-21,26273047000
2006-11-22,26591677570
2006-11-24,26491057390
2006-11-27,26228326920
2006-11-28,26110936710
2006-11-29,26323357090
2006-11-30,26384847200
2006-12-01,26178016830
2006-12-04,26423977270
2006-12-05,26530187460
2006-12-06,26474287360
2006-12-07,26435157290
2006-12-08,26569317530
2006-12-11,26122116730
2006-12-12,26178016830
2006-12-13,26077396650
2006-12-14,26787327920
2006-12-15,26161246800
2006-12-18,26407207240
2006-12-19,26256276970
2006-12-20,26082986660
2006-12-21,25848206240
2006-12-22,25769946100
2006-12-26,25853796250
2006-12-27,26060626620
2006-12-28,26015906540
2006-12-29,25820256190
2007-01-03,25652555890
2007-01-04,25809076170
2007-01-05,25714046000
2007-01-08,25809076170
2007-01-09,26004726520
2007-01-10,26161246800
2007-01-11,26541367480
2007-01-12,26580497550
2007-01-16,26692297750
2007-01-17,26597267580
2007-01-18,26502237410
2007-01-19,26541367480
2007-01-22,26300997050
2007-01-23,26535777470
2007-01-24,26513417430
2007-01-25,26317767080
2007-01-26,26245096950
2007-01-29,26222736910
2007-01-30,28033900150
2007-01-31,28503460990
2007-02-01,28956251800
2007-02-02,28777371480
2007-02-05,28911531720
2007-02-06,29012151900
2007-02-07,29068052000
2007-02-08,28928301750
2007-02-09,28693521330
2007-02-12,28877991660
2007-02-13,29040101950
2007-02-14,29498482770
2007-02-15,29671773080
2007-02-16,29375502550
2007-02-20,29811523330
2007-02-21,29867423430
2007-02-22,29548792860
2007-02-23,29498482770
2007-02-26,29403452600
2007-02-27,28727061390
2007-02-28,28866811640
2007-03-01,28805321530
2007-03-02,28453150900
2007-03-05,28067440210
2007-03-06,28246320530
2007-03-07,28386070780
2007-03-08,28587311140
2007-03-09,28441970880
2007-03-12,28497870980
2007-03-13,27748809640
2007-03-14,27670549500
2007-03-15,27910919930
2007-03-16,28179240410
2007-03-19,28659981270
2007-03-20,28620851200
2007-03-21,29403452600
2007-03-22,29436992660
2007-03-23,29554382870
2007-03-26,29319602450
2007-03-27,29090412040
2007-03-28,28704701350
2007-03-29,28822091560
2007-03-30,28844451600
2007-04-02,28819605680
2007-04-03,29064594600
2007-04-04,29192656990
2007-04-05,29131409760
2007-04-09,29226064570
2007-04-10,29398670400
2007-04-11,29070162530
2007-04-12,28858581190
2007-04-13,29103570110
2007-04-16,29526732790
2007-04-17,29821833080
2007-04-18,28819605680
2007-04-19,28569048830
2007-04-20,28775062240
2007-04-23,28741654660
2007-04-24,28608024340
2007-04-25,28769494310
2007-04-26,28652567780
2007-04-27,28930964280
2007-04-30,28569048830
2007-05-01,28680407430
2007-05-02,29187089060
2007-05-03,29287311800
2007-05-04,29504461070
2007-05-07,29354126960
2007-05-08,29287311800
2007-05-09,29326287310
2007-05-10,28903124630
2007-05-11,29136977690
2007-05-14,29164817340
2007-05-15,28942100140
2007-05-16,28925396350
2007-05-17,28730518800
2007-05-18,28635863990
2007-05-21,28930964280
2007-05-22,29910919960
2007-05-23,29643659320
2007-05-24,29209360780
2007-05-25,29354126960
2007-05-29,29370830750
2007-05-30,29398670400
2007-05-31,29354126960
2007-06-01,29276175940
2007-06-04,29120273900
2007-06-05,28758358450
2007-06-06,28791766030
2007-06-07,28535641250
2007-06-08,28964371860
2007-06-11,29253904220
2007-06-12,29426510050
2007-06-13,30818492550
2007-06-14,30940987010
2007-06-15,30824060480
2007-06-18,30801788760
2007-06-19,30857468060
2007-06-20,30863035990
2007-06-21,31096889050
2007-06-22,30690430160
2007-06-25,30556799840
2007-06-26,30150340950
2007-06-27,30540096050
2007-06-28,30317378850
2007-06-29,30172612670
2007-07-02,30561087210
2007-07-03,30627034530
2007-07-05,30522617940
2007-07-06,30670999410
2007-07-09,31160108700
2007-07-10,30390723300
2007-07-11,30923797470
2007-07-12,31577775060
2007-07-13,31825077510
2007-07-16,31880033610
2007-07-17,31962467760
2007-07-18,31819581900
2007-07-19,31759130190
2007-07-20,31374437490
2007-07-23,31363446270
2007-07-24,31176595530
2007-07-25,30868841370
2007-07-26,30511626720
2007-07-27,30028013040
2007-07-30,30385227690
2007-07-31,30253333050
2007-08-01,30786407220
2007-08-02,30819380880
2007-08-03,30093960360
2007-08-06,30346758420
2007-08-07,30159907680
2007-08-08,30489644280
2007-08-09,29819179860
2007-08-10,30022517430
2007-08-13,29747736930
2007-08-14,29522416920
2007-08-15,28516720290
2007-08-16,28906908600
2007-08-17,29055290070
2007-08-20,30006030600
2007-08-21,30165403290
2007-08-22,31566783840
2007-08-23,31050196500
2007-08-24,31313985780
2007-08-27,31945980930
2007-08-28,30808389660
2007-08-29,31687687260
2007-08-30,31715165310
2007-08-31,31967963370
2007-09-04,32072379960
2007-09-05,31737147750
2007-09-06,31632731160
2007-09-07,31215064800
2007-09-10,30934788690
2007-09-11,31061187720
2007-09-12,30687486240
2007-09-13,30714964290
2007-09-14,31231551630
2007-09-17,31418402370
2007-09-18,31770121410
2007-09-19,31874538000
2007-09-20,31737147750
2007-09-21,31792103850
2007-09-24,31731652140
2007-09-25,31808590680
2007-09-26,32242743870
2007-09-27,32742844380
2007-09-28,32775818040
2007-10-01,30772702530
2007-10-02,30672705720
2007-10-03,30651653760
2007-10-04,30767439540
2007-10-05,31420050300
2007-10-08,31351631430
2007-10-09,31441102260
2007-10-10,31167426780
2007-10-11,31393735350
2007-10-12,31577940000
2007-10-15,31325316480
2007-10-16,30846384390
2007-10-17,30346400340
2007-10-18,30188510640
2007-10-19,29620107720
2007-10-22,29735893500
2007-10-23,29793786390
2007-10-24,29783260410
2007-10-25,29841153300
2007-10-26,29988517020
2007-10-29,30030620940
2007-10-30,29756945460
2007-10-31,30135880740
2007-11-01,29788523400
2007-11-02,29856942270
2007-11-05,29746419480
2007-11-06,30077987850
2007-11-07,29546425860
2007-11-08,29599055760
2007-11-09,29088545730
2007-11-12,28856974170
2007-11-13,29314854300
2007-11-14,29151701610
2007-11-15,28793818290
2007-11-16,28656980550
2007-11-19,28409620020
2007-11-20,28399094040
2007-11-21,28404357030
2007-11-23,28746451380
2007-11-26,28409620020
2007-11-27,29230646460
2007-11-28,29830627320
2007-11-29,29441166060
2007-11-30,29209594500
2007-12-03,28667506530
2007-12-04,28683295500
2007-12-05,29272750380
2007-12-06,29962202070
2007-12-07,29899046190
2007-12-10,30320085390
2007-12-11,29456955030
2007-12-12,29420114100
2007-12-13,29777997420
2007-12-14,29420114100
2007-12-17,27625434510
2007-12-18,27330707070
2007-12-19,27593856570
2007-12-20,27709642350
2007-12-21,28556983740
2007-12-24,28993811910
2007-12-26,28967496960
2007-12-27,28425408990
2007-12-28,28441197960
2007-12-31,28178048460
2008-01-02,27457018830
2008-01-03,27204395310
2008-01-04,26578099500
2008-01-07,26130745350
2008-01-08,24983413530
2008-01-09,25020254460
2008-01-10,25809702960
2008-01-11,25220248080
2008-01-14,25551816450
2008-01-15,25078147350
2008-01-16,25109725290
2008-01-17,24572900310
2008-01-18,24814997850
2008-01-22,25383400770
2008-01-23,26157060300
2008-01-24,26467576710
2008-01-25,26304424020
2008-01-28,26362316910
2008-01-29,26651781360
2008-01-30,26041274520
2008-01-31,26535995580
2008-02-01,26788619100
2008-02-04,26830723020
2008-02-05,26099167410
2008-02-06,25983381630
2008-02-07,25736021100
2008-02-08,25530764490
2008-02-11,25572868410
2008-02-12,25793913990
2008-02-13,26320212990
2008-02-14,25741284090
2008-02-15,25714969140
2008-02-19,25641287280
2008-02-20,25925488740
2008-02-21,25430767680
2008-02-22,25472871600
2008-02-25,25783388010
2008-02-26,25925488740
2008-02-27,26057063490
2008-02-28,26288635050
2008-02-29,25825491930
2008-03-03,25809702960
2008-03-04,25520238510
2008-03-05,25399189740
2008-03-06,25157092200
2008-03-07,24804471870
2008-03-10,24351854730
2008-03-11,25167618180
2008-03-12,25030780440
2008-03-13,25136040240
2008-03-14,24604478250
2008-03-17,25062358380
2008-03-18,25814965950
2008-03-19,25188670140
2008-03-20,25430767680
2008-03-24,26009696580
2008-03-25,26267583090
2008-03-26,25820228940
2008-03-27,25436030670
2008-03-28,25204459110
2008-03-31,25151366240
2008-04-01,26314284480
2008-04-02,26251705920
2008-04-03,26084829760
2008-04-04,26502020160
2008-04-07,26517664800
2008-04-08,25990961920
2008-04-09,25808441120
2008-04-10,26512449920
2008-04-11,25944028000
2008-04-14,26110904160
2008-04-15,26361218400
2008-04-16,27393764640
2008-04-17,26616747520
2008-04-18,27294681920
2008-04-21,27440698560
2008-04-22,27226888480
2008-04-23,26877491520
2008-04-24,27070442080
2008-04-25,27221673600
2008-04-28,27331186080
2008-04-29,27440698560
2008-04-30,27268607520
2008-05-01,27899608000
2008-05-02,27701442560
2008-05-05,27565855680
2008-05-06,27941327040
2008-05-07,27607574720
2008-05-08,27581500320
2008-05-09,27691012800
2008-05-12,28029980000
2008-05-13,28520178720
2008-05-14,28801782240
2008-05-15,28676625120
2008-05-16,28494104320
2008-05-19,28624476320
2008-05-20,28295938880
2008-05-21,27680583040
2008-05-22,27779665760
2008-05-23,27357260480
2008-05-27,27273822400
2008-05-28,27461558080
2008-05-29,27440698560
2008-05-30,28003905600
2008-06-02,27211243840
2008-06-03,26877491520
2008-06-04,26788838560
2008-06-05,26856632000
2008-06-06,26157838080
2008-06-09,26314284480
2008-06-10,26178697600
2008-06-11,25417325120
2008-06-12,25834515520
2008-06-13,25923168480
2008-06-16,25813656000
2008-06-17,25787581600
2008-06-18,25568556640
2008-06-19,25803226240
2008-06-20,25349531680
2008-06-23,25198300160
2008-06-24,24916696640
2008-06-25,25370391200
2008-06-26,24405638400
2008-06-27,24176183680
2008-06-30,24606094140
2008-07-01,24564661020
2008-07-02,23906910240
2008-07-03,24445540800
2008-07-07,24207300360
2008-07-08,24683781240
2008-07-09,23901731100
2008-07-10,24000134760
2008-07-11,23616878400
2008-07-14,23772252600
2008-07-15,23311309140
2008-07-16,24108896700
2008-07-17,24341958000
2008-07-18,24202121220
2008-07-21,24259091760
2008-07-22,24709676940
2008-07-23,24771826620
2008-07-24,23849939700
2008-07-25,24062284440
2008-07-28,23813685720
2008-07-29,24284987460
2008-07-30,24751110060
2008-07-31,24264270900
2008-08-01,24248733480
2008-08-04,24202121220
2008-08-05,24756289200
2008-08-06,25186157820
2008-08-07,24922021680
2008-08-08,25895700000
2008-08-11,25890520860
2008-08-12,25880162580
2008-08-13,25357069440
2008-08-14,25543518480
2008-08-15,25616026440
2008-08-18,25346711160
2008-08-19,24792543180
2008-08-20,24787364040
2008-08-21,25010067060
2008-08-22,25351890300
2008-08-25,24906484260
2008-08-26,25004887920
2008-08-27,25217232660
2008-08-28,25797296340
2008-08-29,25693713540
2008-09-02,25652280420
2008-09-03,25621205580
2008-09-04,24818438880
2008-09-05,24813259740
2008-09-08,25527981060
2008-09-09,24859872000
2008-09-10,24958275660
2008-09-11,24854692860
2008-09-12,24688960380
2008-09-15,24083001000
2008-09-16,24341958000
2008-09-17,23316488280
2008-09-18,24196942080
2008-09-19,25263844920
2008-09-22,24378211980
2008-09-23,23803327440
2008-09-24,23523653880
2008-09-25,23347563120
2008-09-26,23187009780
2008-09-29,22166719200
2008-09-30,22188951050
2008-10-01,21270443290
2008-10-02,20886067760
2008-10-03,20152259930
2008-10-06,19518289900
2008-10-07,18045682350
2008-10-08,17671290600
2008-10-09,17471615000
2008-10-10,16568082909
2008-10-13,18729571280
2008-10-14,18604774030
2008-10-15,16812685520
2008-10-16,17641339260
2008-10-17,16962442219
2008-10-20,17212036720
2008-10-21,17416704210
2008-10-22,16098845250
2008-10-23,15959072330
2008-10-24,15225264500
2008-10-27,14351683750
2008-10-28,16018975010
2008-10-29,16053918239
2008-10-30,16543123460
2008-10-31,16667920710
2008-11-03,16712847719
2008-11-04,17321858300
2008-11-05,16702863940
2008-11-06,15904161540
2008-11-07,16428309989
2008-11-10,16528147790
2008-11-11,16103837139
2008-11-12,15474859000
2008-11-13,16872588199
2008-11-14,15894177760
2008-11-17,16068893909
2008-11-18,16388374870
2008-11-19,15479850890
2008-11-20,14496448560
2008-11-21,15220272610
2008-11-24,16133788480
2008-11-25,15999007449
2008-11-26,16707855830
2008-11-28,17032328679
2008-12-01,15414956320
2008-12-02,16268569510
2008-12-03,16183707380
2008-12-04,15859234530
2008-12-05,16168731710
2008-12-08,16393366760
2008-12-09,16093853360
2008-12-10,16218650610
2008-12-11,15534761680
2008-12-12,15624615700
2008-12-15,15599656250
2008-12-16,16473237000
2008-12-17,16493204560
2008-12-18,16303512739
2008-12-19,16672912600
2008-12-22,16588050469
2008-12-23,16308504630
2008-12-24,16657936929
2008-12-26,17022344900
2008-12-29,16762766620
2008-12-30,17476606890
2008-12-31,17496574450
2009-01-02,18305260630
2009-01-05,18105585030
2009-01-06,18440041660
2009-01-07,17890933760
2009-01-08,18469993000
2009-01-09,18110576920
2009-01-12,17766136510
2009-01-13,17561469020
2009-01-14,17217028610
2009-01-15,17521533900
2009-01-16,17286915070
2009-01-20,16687888270
2009-01-21,17187077270
2009-01-22,16787726070
2009-01-23,16493204560
2009-01-26,16563091020
2009-01-27,17236996170
2009-01-28,17421696100
2009-01-29,16872588199
2009-01-30,16303512739
2009-02-02,16208666830
2009-02-03,16972426000
2009-02-04,17241988060
2009-02-05,17771128400
2009-02-06,17880949980
2009-02-09,17955828330
2009-02-10,17047304350
2009-02-11,17501566340
2009-02-12,17356801530
2009-02-13,17531517680
2009-02-17,16453269440
2009-02-18,16363415420
2009-02-19,15639591370
2009-02-20,15330094190
2009-02-23,14671164710
2009-02-24,14975670000
2009-02-25,14626237700
2009-02-26,14216902720
2009-02-27,13877454200
2009-03-02,13138654480
2009-03-03,13752656950
2009-03-04,14191943270
2009-03-05,13073759910
2009-03-06,13378265200
2009-03-09,13133662590
2009-03-10,13877454200
2009-03-11,14027210900
2009-03-12,14171975710
2009-03-13,13902413650
2009-03-16,13448151660
2009-03-17,13637843480
2009-03-18,13902413650
2009-03-19,14351683750
2009-03-20,13847502860
2009-03-23,14840888970
2009-03-24,15150386150
2009-03-25,15399980650
2009-03-26,16173723600
2009-03-27,15914145320
2009-03-30,15155378040
2009-03-31,15406150650
2009-04-01,15535991790
2009-04-02,16265099730
2009-04-03,16200179159
2009-04-06,16055356350
2009-04-07,15336236190
2009-04-08,15281303400
2009-04-09,16250118060
