,ITW
2013-11-26,34700856000
2013-11-27,34797150000
2013-11-29,34832166000
2013-12-02,34613316000
2013-12-03,34232516999
2013-12-04,34193124000
2013-12-05,34538907000
2013-12-06,35230473000
2013-12-09,34945968000
2013-12-10,34954722000
2013-12-11,34446990000
2013-12-12,34328811000
2013-12-13,34556415000
2013-12-16,35011623000
2013-12-17,34998492000
2013-12-18,35536863000
2013-12-19,35812614000
2013-12-20,35834499000
2013-12-23,36197790000
2013-12-24,36477918000
2013-12-26,36639867000
2013-12-27,36587343000
2013-12-30,36521688000
2013-12-31,35473352000
2014-01-02,35097861000
2014-01-03,35329906000
2014-01-06,34895349000
2014-01-07,34848940000
2014-01-08,34621114000
2014-01-09,34629552000
2014-01-10,34794093000
2014-01-13,34220309000
2014-01-14,34692837000
2014-01-15,34810969000
2014-01-16,34950196000
2014-01-17,34874254000
2014-01-21,35030357000
2014-01-22,34962853000
2014-01-23,34401726000
2014-01-24,33418698999
2014-01-27,33030551000
2014-01-28,33334319000
2014-01-29,33043207999
2014-01-30,33452451000
2014-01-31,33275253000
2014-02-03,32393482000
2014-02-04,32667717000
2014-02-05,32735221000
2014-02-06,32958828000
2014-02-07,33616992000
2014-02-10,33245720000
2014-02-11,33233063000
2014-02-12,33241501000
2014-02-13,32984142000
2014-02-14,33157121000
2014-02-18,33718248000
2014-02-19,33503079000
2014-02-20,34072644000
2014-02-21,34376412000
2014-02-24,34486106000
2014-02-25,34536734000
2014-02-26,34785655000
2014-02-27,34692837000
2014-02-28,34806750000
2014-03-03,34528296000
2014-03-04,34840502000
2014-03-05,34756122000
2014-03-06,34751903000
2014-03-07,34924882000
2014-03-10,34709713000
2014-03-11,34583143000
2014-03-12,34637990000
2014-03-13,34207652000
2014-03-14,33874351000
2014-03-17,34502982000
2014-03-18,34494544000
2014-03-19,34034673000
2014-03-20,34034673000
2014-03-21,34072644000
2014-03-24,33811066000
2014-03-25,34266718000
2014-03-26,34034673000
2014-03-27,33684496000
2014-03-28,34072644000
2014-03-31,32914251000
2014-04-01,33266340000
2014-04-02,33650805000
2014-04-03,33841014000
2014-04-04,33820778999
2014-04-07,33221823000
2014-04-08,33290622000
2014-04-09,33731744999
2014-04-10,33177306000
2014-04-11,32889969000
2014-04-14,33039708000
2014-04-15,33250152000
2014-04-16,33731744999
2014-04-17,34079786999
2014-04-21,34237619999
2014-04-22,34444017000
2014-04-23,34561380000
2014-04-24,34646367000
2014-04-25,34185009000
2014-04-28,34189056000
2014-04-29,34306419000
2014-04-30,34492581000
2014-05-01,34512816000
2014-05-02,34573521000
2014-05-05,34622085000
2014-05-06,34537098000
2014-05-07,34852764000
2014-05-08,34852764000
2014-05-09,34897281000
2014-05-12,35277699000
2014-05-13,35168430000
2014-05-14,34897281000
2014-05-15,34788012000
2014-05-16,34654461000
2014-05-19,34828482000
2014-05-20,34533051000
2014-05-21,34686837000
2014-05-22,34747542000
2014-05-23,34966080000
2014-05-27,35095584000
2014-05-28,35014644000
2014-05-29,35107725000
2014-05-30,35026785000
2014-06-02,35188665000
2014-06-03,35140101000
2014-06-04,35257464000
2014-06-05,35480049000
2014-06-06,35811903000
2014-06-09,36034488000
2014-06-10,35977830000
2014-06-11,35892843000
2014-06-12,35536707000
2014-06-13,35686446000
2014-06-16,35447673000
2014-06-17,35601459000
2014-06-18,35779527000
2014-06-19,35969736000
2014-06-20,36172086000
2014-06-23,35896890000
2014-06-24,35706681000
2014-06-25,35864514000
2014-06-26,35593365000
2014-06-27,35836185000
2014-06-30,34498640000
2014-07-01,34423780000
2014-07-02,34360740000
2014-07-03,34553800000
2014-07-07,34451360000
2014-07-08,34211020000
2014-07-09,34175559999
2014-07-10,33746100000
2014-07-11,33844600000
2014-07-14,33958860000
2014-07-15,34010079999
2014-07-16,33998260000
2014-07-17,33387559999
2014-07-18,33568800000
2014-07-21,33694880000
2014-07-22,33797320000
2014-07-23,33718520000
2014-07-24,33643660000
2014-07-25,33553040000
2014-07-28,33391500000
2014-07-29,32899000000
2014-07-30,33131460000
2014-07-31,32453780000
2014-08-01,32331640000
2014-08-04,32635020000
2014-08-05,32591680000
2014-08-06,32615320000
2014-08-07,32717760000
2014-08-08,33332399999
2014-08-11,33363920000
2014-08-12,33482120000
2014-08-13,33884000000
2014-08-14,34171620000
2014-08-15,34285880000
2014-08-18,34660180000
2014-08-19,34861120000
2014-08-20,35121160000
2014-08-21,35089640000
2014-08-22,34869000000
2014-08-25,34995080000
2014-08-26,34833540000
2014-08-27,34861120000
2014-08-28,34683820000
2014-08-29,34754740000
2014-09-02,34817780000
2014-09-03,34719280000
2014-09-04,34786260000
2014-09-05,34786260000
2014-09-08,34672000000
2014-09-09,34589260000
2014-09-10,34723220000
2014-09-11,34892640000
2014-09-12,34774440000
2014-09-15,34790200000
2014-09-16,34947800000
2014-09-17,34920220000
2014-09-18,35038420000
2014-09-19,34916280000
2014-09-22,34585320000
2014-09-23,34171620000
2014-09-24,34092820000
2014-09-25,33474239999
2014-09-26,33730340000
2014-09-29,33600320000
2014-09-30,32619888000
2014-10-01,32113704000
2014-10-02,32094384000
2014-10-03,32314632000
2014-10-06,32299176000
2014-10-07,31576608000
2014-10-08,32268264000
2014-10-09,31561152000
2014-10-10,31217256000
2014-10-13,30599016000
2014-10-14,31116792000
2014-10-15,31275216000
2014-10-16,32098247999
2014-10-17,32221896000
2014-10-20,32229624000
2014-10-21,33462239999
2014-10-22,33265176000
2014-10-23,33748176000
2014-10-24,33995472000
2014-10-27,34161624000
2014-10-28,34714176000
2014-10-29,34598256000
2014-10-30,34783728000
2014-10-31,35181720000
2014-11-03,35123760000
2014-11-04,35123760000
2014-11-05,35440608000
2014-11-06,35919744000
2014-11-07,35861784000
2014-11-10,35962248000
2014-11-11,35935200000
2014-11-12,36024072000
2014-11-13,35803824000
2014-11-14,36236592000
2014-11-17,36313872000
2014-11-18,36595944000
2014-11-19,36572760000
2014-11-20,36738912000
2014-11-21,37055760000
2014-11-24,37129176000
2014-11-25,36986208000
2014-11-26,36912792000
2014-11-28,36680952000
2014-12-01,36441384000
2014-12-02,36700272000
2014-12-03,37403520000
2014-12-04,37160088000
2014-12-05,37361016000
2014-12-08,37221912000
2014-12-09,37090536000
2014-12-10,36557304000
2014-12-11,36704136000
2014-12-12,36054984000
2014-12-15,35730408000
2014-12-16,35718816000
2014-12-17,36016344000
2014-12-18,36878016000
2014-12-19,37102128000
2014-12-22,37391928000
2014-12-23,37561944000
2014-12-24,37523304000
2014-12-26,37492392000
2014-12-29,37214184000
2014-12-30,37121448000
2014-12-31,35664020000
2015-01-02,35656488000
2015-01-05,34775244000
2015-01-06,34296961999
2015-01-07,34669796000
2015-01-08,35505848000
2015-01-09,35238462000
2015-01-12,35076524000
2015-01-13,35035098000
2015-01-14,34963544000
2015-01-15,34711222000
2015-01-16,35133014000
2015-01-20,35178206000
2015-01-21,35298718000
2015-01-22,35626360000
2015-01-23,35234696000
2015-01-26,35298718000
2015-01-27,35197036000
2015-01-28,34692392000
2015-01-29,35306250000
2015-01-30,35057694000
2015-02-02,35743106000
2015-02-03,36104642000
2015-02-04,36097110000
2015-02-05,36556562000
2015-02-06,36564094000
2015-02-09,36462412000
2015-02-10,36549030000
2015-02-11,36424752000
2015-02-12,36823948000
2015-02-13,37004716000
2015-02-17,36978354000
2015-02-18,37072504000
2015-02-19,37068738000
2015-02-20,37467934000
2015-02-23,37377550000
2015-02-24,37464168000
2015-02-25,37569616000
2015-02-26,37400146000
2015-02-27,37230676000
2015-03-02,37494296000
2015-03-03,37535722000
2015-03-04,36982120000
2015-03-05,37328592000
2015-03-06,36820182000
2015-03-09,37166654000
2015-03-10,36428518000
2015-03-11,36225154000
2015-03-12,36936928000
2015-03-13,36778756000
2015-03-16,37313528000
2015-03-17,37193016000
2015-03-18,37588446000
2015-03-19,37422742000
2015-03-20,37106398000
2015-03-23,36869140000
2015-03-24,36759926000
2015-03-25,36341900000
2015-03-26,36353198000
2015-03-27,36432284000
2015-03-30,36865374000
2015-03-31,35572668000
2015-04-01,35345624000
2015-04-02,35378582000
2015-04-06,35799712000
2015-04-07,35865628000
2015-04-08,35616612000
2015-04-09,35623936000
2015-04-10,35719148000
2015-04-13,35902248000
2015-04-14,36433238000
2015-04-15,36268448000
2015-04-16,35975488000
2015-04-17,35107594000
2015-04-20,35528724000
2015-04-21,34576604000
2015-04-22,34583928000
2015-04-23,34682802000
2015-04-24,34653506000
2015-04-27,34774352000
2015-04-28,34847592000
2015-04-29,34616886000
2015-04-30,34268996000
2015-05-01,34807310000
2015-05-04,35016044000
2015-05-05,34708436000
2015-05-06,34737732000
2015-05-07,34796324000
2015-05-08,35125904000
2015-05-11,35074636000
2015-05-12,35016044000
2015-05-13,35078298000
2015-05-14,35689852000
2015-05-15,35565344000
2015-05-18,35499428000
2015-05-19,35400554000
2015-05-20,35404216000
2015-05-21,35708162000
2015-05-22,35477456000
2015-05-26,34928156000
2015-05-27,35221116000
2015-05-28,34986748000
2015-05-29,34360546000
2015-06-01,34342236000
2015-06-02,34646182000
2015-06-03,34818296000
2015-06-04,34221390000
2015-06-05,34140826000
2015-06-08,33899133999
2015-06-09,33957726000
2015-06-10,34638858000
2015-06-11,34726746000
2015-06-12,34312940000
2015-06-15,33921106000
2015-06-16,33932092000
2015-06-17,33910119999
2015-06-18,34250686000
2015-06-19,34005332000
2015-06-22,34334912000
2015-06-23,34173783999
2015-06-24,34485054000
2015-06-25,34023642000
2015-06-26,33976036000
2015-06-29,33488990000
2015-06-30,33512529000
2015-07-01,34111293000
2015-07-02,34100340000
2015-07-06,33998112000
2015-07-07,34257333000
2015-07-08,33563643000
2015-07-09,33538086000
2015-07-10,33800958000
2015-07-13,34224474000
2015-07-14,34334004000
2015-07-15,34089387000
2015-07-16,34177011000
2015-07-17,33961602000
2015-07-20,34122245999
2015-07-21,33647616000
2015-07-22,32705658000
2015-07-23,32639940000
2015-07-24,32227377000
2015-07-27,31858626000
2015-07-28,32398974000
2015-07-29,32618034000
2015-07-30,32596128000
2015-07-31,32665497000
2015-08-03,32369766000
2015-08-04,32252934000
2015-08-05,32709309000
2015-08-06,32574222000
2015-08-07,32603430000
2015-08-10,33362838000
2015-08-11,32574222000
2015-08-12,32618034000
2015-08-13,32650893000
2015-08-14,32771376000
2015-08-17,32873604000
2015-08-18,32833443000
2015-08-19,32439134999
2015-08-20,31913391000
2015-08-21,31113822000
2015-08-24,30007569000
2015-08-25,29240859000
2015-08-26,30398226000
2015-08-27,30967781999
2015-08-28,31055406000
2015-08-31,30861903000
2015-09-01,29879784000
2015-09-02,30190119000
2015-09-03,30394575000
2015-09-04,29850576000
2015-09-08,30726816000
2015-09-09,30504105000
2015-09-10,30452991000
2015-09-11,30515058000
2015-09-14,30168213000
2015-09-15,30836345999
2015-09-16,31310976000
2015-09-17,31237956000
2015-09-18,30953178000
2015-09-21,30766977000
2015-09-22,30504105000
2015-09-23,30379970999
2015-09-24,30259488000
2015-09-25,30095193000
2015-09-28,29405154000
2015-09-29,29697234000
2015-09-30,29936147000
2015-10-01,29659735000
2015-10-02,30107086000
2015-10-05,31143631000
2015-10-06,31139994000
2015-10-07,31412769000
2015-10-08,31889216000
2015-10-09,31881942000
2015-10-12,31863757000
2015-10-13,31470961000
2015-10-14,30899951999
2015-10-15,31114535000
2015-10-16,30667183999
2015-10-19,30568985000
2015-10-20,30961781000
2015-10-21,31114535000
2015-10-22,32562061000
2015-10-23,32947583000
2015-10-26,32998501000
2015-10-27,32943946000
2015-10-28,33507681000
2015-10-29,33431304000
2015-10-30,33438578000
2015-11-02,34005950000
2015-11-03,33827737000
2015-11-04,33798641000
2015-11-05,33860469999
2015-11-06,33685894000
2015-11-09,33238543000
2015-11-10,33344016000
2015-11-11,33220358000
2015-11-12,32631164000
2015-11-13,32518417000
2015-11-16,33125796000
2015-11-17,32769369999
2015-11-18,33322194000
2015-11-19,33634976000
2015-11-20,34020498000
2015-11-23,33940483999
2015-11-24,33965943000
2015-11-25,33965943000
2015-11-27,33896840000
2015-11-30,34180526000
2015-12-01,34245992000
2015-12-02,33962306000
2015-12-03,33591332000
2015-12-04,34304183999
2015-12-07,33969580000
2015-12-08,33565873000
2015-12-09,33602243000
2015-12-10,33929573000
2015-12-11,33264001999
2015-12-14,33784093000
2015-12-15,33547688000
2015-12-16,34176889000
2015-12-17,33660435000
2015-12-18,33067604000
2015-12-21,33402208000
2015-12-22,33758633999
2015-12-23,34264176999
2015-12-24,34235081000
2015-12-28,34089601000
2015-12-29,34278725000
2015-12-30,33893203000
2015-12-31,33550160000
2016-01-04,32963720000
2016-01-05,32482260000
2016-01-06,31682240000
2016-01-07,30672260000
2016-01-08,30415240000
2016-01-11,30114780000
2016-01-12,30331980000
2016-01-13,29857760000
2016-01-14,29984460000
2016-01-15,29412500000
2016-01-19,29571780000
2016-01-20,29445080000
2016-01-21,29557300000
2016-01-22,29741920000
2016-01-25,29340100000
2016-01-26,30520220000
2016-01-27,31208019999
2016-01-28,32131120000
2016-01-29,32605339999
2016-02-01,32551040000
2016-02-02,32073199999
2016-02-03,32572760000
2016-02-04,33108519999
2016-02-05,32728420000
2016-02-08,32674120000
2016-02-09,32710320000
2016-02-10,32732040000
2016-02-11,32435199999
2016-02-12,33260560000
2016-02-16,33861480000
2016-02-17,34364660000
2016-02-18,34596340000
2016-02-19,34701320000
2016-02-22,34907660000
2016-02-23,34299500000
2016-02-24,34104019999
2016-02-25,34382760000
2016-02-26,34364660000
2016-02-29,34118500000
2016-03-01,35056080000
2016-03-02,35121240000
2016-03-03,34958340000
2016-03-04,35378260000
2016-03-07,35396360000
2016-03-08,35150200000
2016-03-09,35070560000
2016-03-10,35135720000
2016-03-11,35537540000
2016-03-14,35490480000
2016-03-15,35468760000
2016-03-16,35591840000
2016-03-17,36446160000
2016-03-18,36677840000
2016-03-21,36833500000
2016-03-22,37025360000
2016-03-23,36960200000
2016-03-24,36703180000
2016-03-28,36706800000
2016-03-29,36710420000
2016-03-30,37152060000
2016-03-31,36530104000
2016-04-01,36886704000
2016-04-04,36612122000
2016-04-05,36301880000
2016-04-06,36626386000
2016-04-07,36572896000
2016-04-08,36804686000
2016-04-11,36761894000
2016-04-12,37221908000
2016-04-13,37432302000
2016-04-14,37418038000
2016-04-15,37400208000
2016-04-18,37549980000
2016-04-19,37681922000
2016-04-20,37211210000
2016-04-21,37289662000
2016-04-22,37321756000
2016-04-25,37257568000
2016-04-26,37592772000
2016-04-27,37617734000
2016-04-28,37289662000
2016-04-29,37271832000
2016-05-02,37432302000
2016-05-03,37254002000
2016-05-04,36918798000
2016-05-05,36786856000
2016-05-06,37154154000
2016-05-09,37118494000
2016-05-10,37564244000
2016-05-11,37186248000
2016-05-12,37275398000
2016-05-13,36722668000
2016-05-16,37193380000
2016-05-17,37025778000
2016-05-18,36840346000
2016-05-19,36644216000
2016-05-20,36779724000
2016-05-23,36815384000
2016-05-24,37410906000
2016-05-25,37492924000
2016-05-26,37535716000
2016-05-27,37564244000
2016-05-31,37810298000
2016-06-01,38049220000
2016-06-02,38198992000
2016-06-03,38231086000
2016-06-06,38427216000
2016-06-07,38701798000
2016-06-08,39008474000
2016-06-09,38798080000
2016-06-10,38544894000
2016-06-13,37667658000
2016-06-14,37692620000
2016-06-15,37507188000
2016-06-16,37553546000
2016-06-17,37885184000
2016-06-20,38059918000
2016-06-21,37824562000
2016-06-22,37728280000
2016-06-23,38092012000
2016-06-24,36262654000
2016-06-27,35196420000
2016-06-28,35848998000
2016-06-29,36309012000
2016-06-30,36820560000
2016-07-01,37050335000
2016-07-05,36732185000
2016-07-06,37177595000
2016-07-07,37442720000
2016-07-08,38305260000
2016-07-11,38535035000
2016-07-12,38892070000
2016-07-13,39093565000
2016-07-14,39256175000
2016-07-15,39316270000
2016-07-18,39118310000
2016-07-19,39277385000
2016-07-20,40376770000
2016-07-21,40299000000
2016-07-22,40504030000
2016-07-25,40585335000
2016-07-26,40970650000
2016-07-27,40917625000
2016-07-28,40779760000
2016-07-29,40793900000
2016-08-01,40808040000
2016-08-02,40680780000
2016-08-03,40705525000
2016-08-04,40878740000
2016-08-05,41302940000
2016-08-08,41522110000
2016-08-09,41741280000
2016-08-10,41642300000
2016-08-11,42024080000
2016-08-12,42027615000
2016-08-15,42165480000
2016-08-16,41840260000
2016-08-17,42062965000
2016-08-18,42059430000
2016-08-19,42292740000
2016-08-22,42331625000
2016-08-23,42342230000
2016-08-24,42253855000
2016-08-25,42207900000
2016-08-26,42289205000
2016-08-29,42593215000
2016-08-30,42480095000
2016-08-31,42013475000
2016-09-01,42292740000
2016-09-02,42815920000
2016-09-06,42356370000
2016-09-07,42299810000
2016-09-08,42073570000
2016-09-09,40928230000
2016-09-12,41628160000
2016-09-13,40896415000
2016-09-14,41048420000
2016-09-15,41483225000
2016-09-16,41073165000
2016-09-19,41416060000
2016-09-20,41854400000
2016-09-21,42087710000
2016-09-22,42310415000
2016-09-23,41645835000
2016-09-26,41617555000
2016-09-27,42066500000
2016-09-28,42423535000
2016-09-29,42080640000
2016-09-30,41740272000
2016-10-03,41757687000
2016-10-04,41468598000
2016-10-05,41541741000
2016-10-06,41642748000
2016-10-07,40820760000
2016-10-10,40545603000
2016-10-11,40068432000
2016-10-12,40681440000
2016-10-13,40347072000
2016-10-14,40364487000
2016-10-17,40427181000
2016-10-18,40082364000
2016-10-19,40305276000
2016-10-20,39455424000
2016-10-21,39378798000
2016-10-24,39389247000
2016-10-25,38953872000
2016-10-26,39490254000
2016-10-27,39469356000
2016-10-28,39650472000
2016-10-31,39556431000
2016-11-01,39051396000
2016-11-02,39504186000
2016-11-03,39552948000
2016-11-04,39713166000
2016-11-07,40806828000
2016-11-08,41008842000
2016-11-09,42196545000
2016-11-10,42927975000
2016-11-11,43157853000
2016-11-14,43018533000
2016-11-15,43527051000
2016-11-16,43387731000
2016-11-17,43220547000
2016-11-18,43175268000
2016-11-21,43008084000
2016-11-22,43342452000
2016-11-23,43516602000
2016-11-25,43805691000
2016-11-28,43492221000
2016-11-29,43749963000
2016-11-30,43600194000
2016-12-01,43641990000
2016-12-02,43607160000
2016-12-05,43924113000
2016-12-06,44056467000
2016-12-07,44558019000
2016-12-08,44157474000
2016-12-09,44241066000
2016-12-12,44230617000
2016-12-13,43941528000
2016-12-14,43244928000
2016-12-15,43561881000
2016-12-16,43509636000
2016-12-19,43871868000
2016-12-20,43857936000
2016-12-21,43433010000
2016-12-22,43415595000
2016-12-23,43485255000
2016-12-27,43610643000
2016-12-28,42715512000
2016-12-29,42663267000
2016-12-30,42652818000
2017-01-03,42416424000
2017-01-04,42579138000
2017-01-05,42101382000
2017-01-06,42541056000
2017-01-09,42333336000
2017-01-10,42433734000
2017-01-11,42637992000
2017-01-12,42447582000
2017-01-13,42717618000
2017-01-17,42520284000
2017-01-18,42811092000
2017-01-19,42710694000
2017-01-20,42838788000
2017-01-23,42946110000
2017-01-24,43988172000
2017-01-25,44510934000
2017-01-26,44386302000
2017-01-27,44611332000
2017-01-30,44587098000
2017-01-31,44036640000
2017-02-01,43925856000
2017-02-02,43960476000
2017-02-03,44040102000
2017-02-06,44067798000
2017-02-07,43946628000
2017-02-08,44008944000
2017-02-09,44057412000
2017-02-10,44313600000
2017-02-13,44787894000
2017-02-14,44867520000
2017-02-15,44922912000
2017-02-16,45096012000
2017-02-17,45113322000
2017-02-21,45147942000
2017-02-22,45047544000
2017-02-23,45151403999
2017-02-24,45587616000
2017-02-27,45656856000
2017-02-28,45701862000
2017-03-01,46709303999
2017-03-02,46473888000
2017-03-03,46505046000
2017-03-06,46439267999
2017-03-07,46356180000
2017-03-08,46349256000
2017-03-09,46027289999
2017-03-10,46397724000
2017-03-13,46484274000
2017-03-14,46127688000
2017-03-15,46896252000
2017-03-16,46556976000
2017-03-17,46910100000
2017-03-20,46813164000
2017-03-21,46210776000
2017-03-22,46338870000
2017-03-23,46196928000
2017-03-24,45964974000
2017-03-27,45573767999
2017-03-28,46013442000
2017-03-29,45681089999
2017-03-30,45909582000
2017-03-31,45662409000
2017-04-03,45355626000
2017-04-04,45365967000
2017-04-05,45176382000
2017-04-06,45369414000
2017-04-07,45407331000
2017-04-10,45583128000
2017-04-11,45779607000
2017-04-12,45110889000
2017-04-13,44869598999
2017-04-17,45283239000
2017-04-18,45634832999
2017-04-19,45541764000
2017-04-20,46389726000
2017-04-21,46489689000
2017-04-24,48175272000
2017-04-25,48002922000
2017-04-26,47961557999
2017-04-27,48058073999
2017-04-28,47599623000
2017-05-01,47447955000
2017-05-02,47299734000
2017-05-03,47551364999
2017-05-04,47661669000
2017-05-05,48120120000
2017-05-08,48099438000
2017-05-09,47896064999
2017-05-10,47672010000
2017-05-11,47568600000
2017-05-12,47354886000
2017-05-15,47461743000
2017-05-16,47472084000
2017-05-17,46458666000
2017-05-18,46655145000
2017-05-19,47223900000
2017-05-22,47520342000
2017-05-23,47837466000
2017-05-24,48092544000
2017-05-25,48430350000
2017-05-26,48385539000
2017-05-30,48637170000
2017-05-31,48678534000
2017-06-01,49409298000
2017-06-02,49502367000
2017-06-05,49643694000
2017-06-06,49285206000
2017-06-07,49833279000
2017-06-08,49840173000
2017-06-09,49912560000
2017-06-12,49884984000
2017-06-13,50470973999
2017-06-14,50581278000
2017-06-15,51087987000
2017-06-16,51232761000
2017-06-19,51767046000
2017-06-20,51567120000
2017-06-21,50536467000
2017-06-22,50391693000
2017-06-23,50250366000
2017-06-26,50098698000
2017-06-27,49040469000
2017-06-28,49509261000
2017-06-29,48816414000
2017-06-30,49192050000
2017-07-03,49487374000
2017-07-05,49957832000
2017-07-06,49569790000
2017-07-07,50157004000
2017-07-10,50218816000
2017-07-11,50074588000
2017-07-12,50218816000
2017-07-13,49689979999
2017-07-14,50033379999
2017-07-17,50208514000
2017-07-18,50356175999
2017-07-19,50713312000
2017-07-20,50521008000
2017-07-21,50579386000
2017-07-24,48755932000
2017-07-25,48642610000
2017-07-26,48100038000
2017-07-27,48357588000
2017-07-28,48361022000
2017-07-31,48319814000
2017-08-01,48045094000
2017-08-02,48683818000
2017-08-03,48567062000
2017-08-04,49064992000
2017-08-07,48649477999
2017-08-08,48536156000
2017-08-09,48326682000
2017-08-10,47207198000
2017-08-11,47512824000
2017-08-14,47749770000
2017-08-15,47763506000
2017-08-16,48086302000
2017-08-17,46767646000
2017-08-18,46589077999
2017-08-21,46565040000
2017-08-22,47344558000
2017-08-23,46867232000
2017-08-24,46657758000
2017-08-25,46980554000
2017-08-28,46884402000
2017-08-29,46994290000
2017-08-30,47025196000
2017-08-31,47220934000
2017-09-01,47293048000
2017-09-05,46856929999
2017-09-06,47011460000
2017-09-07,47433842000
2017-09-08,48089736000
2017-09-11,48597968000
2017-09-12,49054690000
2017-09-13,49106200000
2017-09-14,49817038000
2017-09-15,50012775999
2017-09-18,50459196000
2017-09-19,50823200000
2017-09-20,50740784000
2017-09-21,50596556000
2017-09-22,50617160000
2017-09-25,50503838000
2017-09-26,50510706000
2017-09-27,50740784000
2017-09-28,50548479999
2017-09-29,50809464000
2017-10-02,51116237089
2017-10-03,50990284720
2017-10-04,51065175318
2017-10-05,51572388912
2017-10-06,51616642447
2017-10-09,51640471273
2017-10-10,51613238328
2017-10-11,51551964203
2017-10-12,52161301339
2017-10-13,52021732498
2017-10-16,52222575465
2017-10-17,52106835450
2017-10-18,52341719598
2017-10-19,52246404291
2017-10-20,52774042594
2017-10-23,52937440262
2017-10-24,53928038623
2017-10-25,53628476232
2017-10-26,53614859760
2017-10-27,54145902180
2017-10-30,53563797988
2017-10-31,53281256188
2017-11-01,52804679656
2017-11-02,53437845619
2017-11-03,53546777398
2017-11-06,53781661545
2017-11-07,53727195656
2017-11-08,53665921531
2017-11-09,53223386180
2017-11-10,53492311509
2017-11-13,53652305058
2017-11-14,53968888040
2017-11-15,53053180276
2017-11-16,53757832719
2017-11-17,53492311509
2017-11-20,54074415700
2017-11-21,54282066903
2017-11-22,54336532792
2017-11-24,54411423390
2017-11-27,54745026962
2017-11-28,55990934179
2017-11-29,56467510711
2017-11-30,57614698504
2017-12-01,56123694784
2017-12-04,56583250725
2017-12-05,56174756556
2017-12-06,56610483670
2017-12-07,56675161913
2017-12-08,56675161913
2017-12-11,56178160674
2017-12-12,55786687095
2017-12-13,55766262386
2017-12-14,55367980571
2017-12-15,56225818327
2017-12-18,56528784836
2017-12-19,57005361367
2017-12-20,57376410238
2017-12-21,57277690814
2017-12-22,56893025471
2017-12-26,56882813116
2017-12-27,56893025471
2017-12-28,56750052511
2017-12-29,56797710164
2018-01-02,56224854000
2018-01-03,56459592000
2018-01-04,56524230000
2018-01-05,56483406000
2018-01-08,57007314000
2018-01-09,57446172000
2018-01-10,56918862000
2018-01-11,57493800000
2018-01-12,58010904000
2018-01-16,57568644000
2018-01-17,58181004000
2018-01-18,57942864000
2018-01-19,58657283999
2018-01-22,58987277999
2018-01-23,58875012000
2018-01-24,59113152000
2018-01-25,59453352000
2018-01-26,60854976000
2018-01-29,60181380000
2018-01-30,59599638000
2018-01-31,59082533999
2018-02-01,58881816000
2018-02-02,57963276000
2018-02-05,54813024000
2018-02-06,55840427999
2018-02-07,55602288000
2018-02-08,53122230000
2018-02-09,54476226000
2018-02-12,54915083999
2018-02-13,55061370000
2018-02-14,55272294000
2018-02-15,55575072000
2018-02-16,55299510000
2018-02-20,54887868000
2018-02-21,54860652000
2018-02-22,55561464000
2018-02-23,55779192000
2018-02-26,56286089999
2018-02-27,55534248000
2018-02-28,54921888000
2018-03-01,53901288000
2018-03-02,53942112000
2018-03-05,54323136000
2018-03-06,54993330000
2018-03-07,55452600000
2018-03-08,56558250000
2018-03-09,57936060000
2018-03-12,57561839999
2018-03-13,57810186000
2018-03-14,57609468000
2018-03-15,57895236000
2018-03-16,58160592000
2018-03-19,57027726000
2018-03-20,57085560000
2018-03-21,57228444000
2018-03-22,55367550000
2018-03-23,53380782000
2018-03-26,54435402000
2018-03-27,52948727999
2018-03-28,52343172000
2018-03-29,53295732000
2018-04-02,51467962000
2018-04-03,52309712000
2018-04-04,53208701000
2018-04-05,53441024000
2018-04-06,51380420000
2018-04-09,51377053000
2018-04-10,52612742000
2018-04-11,52020150000
2018-04-12,52437658000
2018-04-13,52195234000
2018-04-16,52646412000
2018-04-17,53188499000
2018-04-18,53669980000
2018-04-19,53565603000
2018-04-20,53296243000
2018-04-23,52727220000
2018-04-24,50387155000
2018-04-25,51043720000
2018-04-26,47612747000
2018-04-27,48003319000
2018-04-30,47818134000
2018-05-01,48484800000
2018-05-02,48185137000
2018-05-03,48582443000
2018-05-04,48979749000
2018-05-07,48750793000
2018-05-08,48649783000
2018-05-09,49316449000
2018-05-10,49097594000
2018-05-11,49087493000
2018-05-14,48989850000
2018-05-15,49144732000
2018-05-16,48589177000
2018-05-17,49080759000
2018-05-18,49427560000
2018-05-21,50414091000
2018-05-22,49582442000
2018-05-23,49851802000
2018-05-24,49616112000
2018-05-25,49639681000
2018-05-29,48491534000
2018-05-30,49067291000
2018-05-31,48383789999
2018-06-01,49481432000
2018-06-04,49225539999
2018-06-05,49036987999
2018-06-06,49555506000
2018-06-07,49905674000
2018-06-08,49750792000
2018-06-11,50228906000
2018-06-12,50484798000
2018-06-13,50063923000
2018-06-14,50131262999
2018-06-15,50050455000
2018-06-18,49063924000
2018-06-19,48185137000
2018-06-20,48137999000
2018-06-21,47393892000
2018-06-22,47629582000
2018-06-25,47461232000
2018-06-26,47457864999
2018-06-27,47474700000
2018-06-28,46653152000
2018-06-29,46646418000
2018-07-02,46198713000
2018-07-03,46405359000
2018-07-05,46955304000
2018-07-06,46542011999
2018-07-09,47895210000
2018-07-10,48015198000
2018-07-11,47198613000
2018-07-12,47485251000
2018-07-13,47911875000
2018-07-16,47268606000
