,EQT
2004-11-02,1843555050
2004-11-03,1870326146
2004-11-04,1882494826
2004-11-05,1877627354
2004-11-08,1864241806
2004-11-09,1841121314
2004-11-10,1844771918
2004-11-11,1845988786
2004-11-12,1872759882
2004-11-15,1863024938
2004-11-16,1865458674
2004-11-17,1876410486
2004-11-18,1900747847
2004-11-19,1893446639
2004-11-22,1921434603
2004-11-23,1932386415
2004-11-24,1955506908
2004-11-26,1961591248
2004-11-29,1961591248
2004-11-30,1971326192
2004-12-01,1945771963
2004-12-02,1921434603
2004-12-03,1933603283
2004-12-06,1931169547
2004-12-07,1899530979
2004-12-08,1927518943
2004-12-09,1966458720
2004-12-10,1957940644
2004-12-13,1985928608
2004-12-14,1983494872
2004-12-15,1982278004
2004-12-16,1970109324
2004-12-17,1999314156
2004-12-20,1981061136
2004-12-21,1998097288
2004-12-22,1989579212
2004-12-23,2010265969
2004-12-27,1982278004
2004-12-28,1990796080
2004-12-29,2009049101
2004-12-30,2012699705
2004-12-31,2004710240
2005-01-03,1956140640
2005-01-04,1940355520
2005-01-05,1933070080
2005-01-06,1965854560
2005-01-07,1945212480
2005-01-10,1950069439
2005-01-11,1946426720
2005-01-12,1954926400
2005-01-13,1934284320
2005-01-14,1931855840
2005-01-18,1934284320
2005-01-19,1911213760
2005-01-20,1886928960
2005-01-21,1889357440
2005-01-24,1877215040
2005-01-25,1865072640
2005-01-26,1861429920
2005-01-27,1868715360
2005-01-28,1871143840
2005-01-31,1885714720
2005-02-01,1906356800
2005-02-02,1905142560
2005-02-03,1911213760
2005-02-04,1920927680
2005-02-07,1914856480
2005-02-08,1911213760
2005-02-09,1897857120
2005-02-10,1906356800
2005-02-11,1899071360
2005-02-14,1917284960
2005-02-15,1926998880
2005-02-16,1956140640
2005-02-17,1945212480
2005-02-18,1952497919
2005-02-22,1954926400
2005-02-23,1947640960
2005-02-24,1951283680
2005-02-25,1967068800
2005-02-28,1962211840
2005-03-01,1963426080
2005-03-02,1958569119
2005-03-03,1974354240
2005-03-04,1994996320
2005-03-07,1994996320
2005-03-08,2011995680
2005-03-09,1975568480
2005-03-10,1954926400
2005-03-11,1951283680
2005-03-14,1985282400
2005-03-15,1957354880
2005-03-16,1958569119
2005-03-17,1963426080
2005-03-18,1965854560
2005-03-21,1957354880
2005-03-22,1929427360
2005-03-23,1888143200
2005-03-24,1876000800
2005-03-28,1878429280
2005-03-29,1863858400
2005-03-30,1876000800
2005-03-31,1899822080
2005-04-01,1916828160
2005-04-04,1927760640
2005-04-05,1945981440
2005-04-06,1930190080
2005-04-07,1947196160
2005-04-08,1925331200
2005-04-11,1905895680
2005-04-12,1898607360
2005-04-13,1876742400
2005-04-14,1888889600
2005-04-15,1864595200
2005-04-18,1894963200
2005-04-19,1910754560
2005-04-20,1875527680
2005-04-21,1897392640
2005-04-22,1897392640
2005-04-25,1925331200
2005-04-26,1932619520
2005-04-27,1913184000
2005-04-28,1887674880
2005-04-29,1905895680
2005-05-02,1931404800
2005-05-03,1965416960
2005-05-04,1972705279
2005-05-05,1971490560
2005-05-06,1965416960
2005-05-09,1998214400
2005-05-10,2006717440
2005-05-11,2020079359
2005-05-12,1983637759
2005-05-13,1956913920
2005-05-16,1955699200
2005-05-17,1964202240
2005-05-18,1986067200
2005-05-19,1977564160
2005-05-20,1961772799
2005-05-23,1990926080
2005-05-24,2005502720
2005-05-25,1998214400
2005-05-26,2014005759
2005-05-27,2046803200
2005-05-31,2101465600
2005-06-01,2168275200
2005-06-02,2197428480
2005-06-03,2192569600
2005-06-06,2177992960
2005-06-07,2179207680
2005-06-08,2179207680
2005-06-09,2182851840
2005-06-10,2203502080
2005-06-13,2242373120
2005-06-14,2236299520
2005-06-15,2237514240
2005-06-16,2258164480
2005-06-17,2227796480
2005-06-20,2239943680
2005-06-21,2230225920
2005-06-22,2235084800
2005-06-23,2236299520
2005-06-24,2239943680
2005-06-27,2243587840
2005-06-28,2267882240
2005-06-29,2255735040
2005-06-30,2243060310
2005-07-01,2263661080
2005-07-05,2293956330
2005-07-06,2275779180
2005-07-07,2292744520
2005-07-08,2323039770
2005-07-11,2330310630
2005-07-12,2333946060
2005-07-13,2309709860
2005-07-14,2308498050
2005-07-15,2315768910
2005-07-18,2293956330
2005-07-19,2295168140
2005-07-20,2296379950
2005-07-21,2283050040
2005-07-22,2350911400
2005-07-25,2353335020
2005-07-26,2355758640
2005-07-27,2382418460
2005-07-28,2361817690
2005-07-29,2343640540
2005-08-01,2342428730
2005-08-02,2384842080
2005-08-03,2376359410
2005-08-04,2358182260
2005-08-05,2304862620
2005-08-08,2289109090
2005-08-09,2281838230
2005-08-10,2274567370
2005-08-11,2310921670
2005-08-12,2307286240
2005-08-15,2323039770
2005-08-16,2304862620
2005-08-17,2270931940
2005-08-18,2275779180
2005-08-19,2324251580
2005-08-22,2338793300
2005-08-23,2366664930
2005-08-24,2393324750
2005-08-25,2395748370
2005-08-26,2375147600
2005-08-29,2417560950
2005-08-30,2441797150
2005-08-31,2487845930
2005-09-01,2513293940
2005-09-02,2496328600
2005-09-06,2566613580
2005-09-07,2572672630
2005-09-08,2554495480
2005-09-09,2562978150
2005-09-12,2555707290
2005-09-13,2526623850
2005-09-14,2526623850
2005-09-15,2507234890
2005-09-16,2539953760
2005-09-19,2578731680
2005-09-20,2583578920
2005-09-21,2581155300
2005-09-22,2553283670
2005-09-23,2529047470
2005-09-26,2524200230
2005-09-27,2514505750
2005-09-28,2583578920
2005-09-29,2567825390
2005-09-30,2547002865
2005-10-03,2564964803
2005-10-04,2557780028
2005-10-05,2429651534
2005-10-06,2472760186
2005-10-07,2531435851
2005-10-10,2459588098
2005-10-11,2459588098
2005-10-12,2400912432
2005-10-13,2323077366
2005-10-14,2378160644
2005-10-17,2402109895
2005-10-18,2355408855
2005-10-19,2374568256
2005-10-20,2345829155
2005-10-21,2374568256
2005-10-24,2433243921
2005-10-25,2465575411
2005-10-26,2432046459
2005-10-27,2399714970
2005-10-28,2499104362
2005-10-31,2519461226
2005-11-01,2497906900
2005-11-02,2531435851
2005-11-03,2526646001
2005-11-04,2491919587
2005-11-07,2469167798
2005-11-08,2436836309
2005-11-09,2409294670
2005-11-10,2392530194
2005-11-11,2387740344
2005-11-14,2424861684
2005-11-15,2388937807
2005-11-16,2410492133
2005-11-17,2411689595
2005-11-18,2427256609
2005-11-21,2464377948
2005-11-22,2479944961
2005-11-23,2489524662
2005-11-25,2519461226
2005-11-28,2469167798
2005-11-29,2457193173
2005-11-30,2438033772
2005-12-01,2490722124
2005-12-02,2482339886
2005-12-05,2453600785
2005-12-06,2439231234
2005-12-07,2434441384
2005-12-08,2448810935
2005-12-09,2429651534
2005-12-12,2464377948
2005-12-13,2490722124
2005-12-14,2562569878
2005-12-15,2545805402
2005-12-16,2418874371
2005-12-19,2405702283
2005-12-20,2438033772
2005-12-21,2433243921
2005-12-22,2433243921
2005-12-23,2438033772
2005-12-27,2392530194
2005-12-28,2387740344
2005-12-29,2385345419
2005-12-30,2392530194
2006-01-03,2450173710
2006-01-04,2480068460
2006-01-05,2477676880
2006-01-06,2508767420
2006-01-09,2496809520
2006-01-10,2531487430
2006-01-11,2537466380
2006-01-12,2488438990
2006-01-13,2501592680
2006-01-17,2521921110
2006-01-18,2487243200
2006-01-19,2483655830
2006-01-20,2493222150
2006-01-23,2469306350
2006-01-24,2480068460
2006-01-25,2462131610
2006-01-26,2356902090
2006-01-27,2391580000
2006-01-30,2389188420
2006-01-31,2402342110
2006-02-01,2378426310
2006-02-02,2374838940
2006-02-03,2372447360
2006-02-06,2364076830
2006-02-07,2334182080
2006-02-08,2300699960
2006-02-09,2280371530
2006-02-10,2261238890
2006-02-13,2274392580
2006-02-14,2231344140
2006-02-15,2231344140
2006-02-16,2268413630
2006-02-17,2283958900
2006-02-21,2287546270
2006-02-22,2304287330
2006-02-23,2294721010
2006-02-24,2324615760
2006-02-27,2353314720
2006-02-28,2367664200
2006-03-01,2364076830
2006-03-02,2405929480
2006-03-03,2391580000
2006-03-06,2383209470
2006-03-07,2377230520
2006-03-08,2352118930
2006-03-09,2349727350
2006-03-10,2359293670
2006-03-13,2354510510
2006-03-14,2384405260
2006-03-15,2378426310
2006-03-16,2441803180
2006-03-17,2458544240
2006-03-20,2427453700
2006-03-21,2380817890
2006-03-22,2378426310
2006-03-23,2356902090
2006-03-24,2365272620
2006-03-27,2361685250
2006-03-28,2368859990
2006-03-29,2399950530
2006-03-30,2384405260
2006-03-31,2388144640
2006-04-03,2394151040
2006-04-04,2372528000
2006-04-05,2386943360
2006-04-06,2400157440
2006-04-07,2365320320
2006-04-10,2365320320
2006-04-11,2318470400
2006-04-12,2296847360
2006-04-13,2289639680
2006-04-17,2300451200
2006-04-18,2342496000
2006-04-19,2372528000
2006-04-20,2368924160
2006-04-21,2397754880
2006-04-24,2403761280
2006-04-25,2371326720
2006-04-26,2360515200
2006-04-27,2337690880
2006-04-28,2322074240
2006-05-01,2324476800
2006-05-02,2314866560
2006-05-03,2299249920
2006-05-04,2295646080
2006-05-05,2314866560
2006-05-08,2314866560
2006-05-09,2311262720
2006-05-10,2296847360
2006-05-11,2289639680
2006-05-12,2269217920
2006-05-15,2259607680
2006-05-16,2249997440
2006-05-17,2210355200
2006-05-18,2168310400
2006-05-19,2173115520
2006-05-22,2157498880
2006-05-23,2135875840
2006-05-24,2144284800
2006-05-25,2179121920
2006-05-26,2169511680
2006-05-30,2186329600
2006-05-31,2200744960
2006-06-01,2241588480
2006-06-02,2256003840
2006-06-05,2249997440
2006-06-06,2198342400
2006-06-07,2176719360
2006-06-08,2183927040
2006-06-09,2175518080
2006-06-12,2153895040
2006-06-13,2107045120
2006-06-14,2116655360
2006-06-15,2163505280
2006-06-16,2164706560
2006-06-19,2101038719
2006-06-20,2091428480
2006-06-21,2102240000
2006-06-22,2078214400
2006-06-23,2173115520
2006-06-26,2159901440
2006-06-27,2204348800
2006-06-28,2185128320
2006-06-29,2191134720
2006-06-30,2191937280
2006-07-03,2206357920
2006-07-05,2195542440
2006-07-06,2201551040
2006-07-07,2187130400
2006-07-10,2221980280
2006-07-11,2246014680
2006-07-12,2235199200
2006-07-13,2227988880
2006-07-14,2207559640
2006-07-17,2158289120
2006-07-18,2145070200
2006-07-19,2219576840
2006-07-20,2188332120
2006-07-21,2195542440
2006-07-24,2233997480
2006-07-25,2290478320
2006-07-26,2316916160
2006-07-27,2331336800
2006-07-28,2349362600
2006-07-31,2356572920
2006-08-01,2355371200
2006-08-02,2339748840
2006-08-03,2309705840
2006-08-04,2334941960
2006-08-07,2314512720
2006-08-08,2336143680
2006-08-09,2343354000
2006-08-10,2343354000
2006-08-11,2316916160
2006-08-14,2307302400
2006-08-15,2352967760
2006-08-16,2361379800
2006-08-17,2320521320
2006-08-18,2333740240
2006-08-21,2321723040
2006-08-22,2328933360
2006-08-23,2291680040
2006-08-24,2307302400
2006-08-25,2319319600
2006-08-28,2336143680
2006-08-29,2352967760
2006-08-30,2366186680
2006-08-31,2411852040
2006-09-01,2413053760
2006-09-05,2441895040
2006-09-06,2409448600
2006-09-07,2389019360
2006-09-08,2360178080
2006-09-11,2328933360
2006-09-12,2340950560
2006-09-13,2356572920
2006-09-14,2336143680
2006-09-15,2326529920
2006-09-18,2320521320
2006-09-19,2303697240
2006-09-20,2283268000
2006-09-21,2304898960
2006-09-22,2268847360
2006-09-25,2260435320
2006-09-26,2280864560
2006-09-27,2314512720
2006-09-28,2292881760
2006-09-29,2289276600
2006-10-02,2332538520
2006-10-03,2313311000
2006-10-04,2354169480
2006-10-05,2390221080
2006-10-06,2362581520
2006-10-09,2368590120
2006-10-10,2372195280
2006-10-11,2381809040
2006-10-12,2387817640
2006-10-13,2386615920
2006-10-16,2427474400
2006-10-17,2427474400
2006-10-18,2416658920
2006-10-19,2438289880
2006-10-20,2469534600
2006-10-23,2493569000
2006-10-24,2538032640
2006-10-25,2617346160
2006-10-26,2725500960
2006-10-27,2677432160
2006-10-30,2637775400
2006-10-31,2650994320
2006-11-01,2647389160
2006-11-02,2671423560
2006-11-03,2657002920
2006-11-06,2672625280
2006-11-07,2666616680
2006-11-08,2706273440
2006-11-09,2703870000
2006-11-10,2700264840
2006-11-13,2714685480
2006-11-14,2739921600
2006-11-15,2777174920
2006-11-16,2777174920
2006-11-17,2767561160
2006-11-20,2774771480
2006-11-21,2777174920
2006-11-22,2809621360
2006-11-24,2833655760
2006-11-27,2784385240
2006-11-28,2824042000
2006-11-29,2908162400
2006-11-30,2838462640
2006-12-01,2856488440
2006-12-04,2832454040
2006-12-05,2866102200
2006-12-06,2866102200
2006-12-07,2843269520
2006-12-08,2858891880
2006-12-11,2851681560
2006-12-12,2843269520
2006-12-13,2856488440
2006-12-14,2881724560
2006-12-15,2857690160
2006-12-18,2784385240
2006-12-19,2808419640
2006-12-20,2780780080
2006-12-21,2763956000
2006-12-22,2747131920
2006-12-26,2748333640
2006-12-27,2775973200
2006-12-28,2763956000
2006-12-29,2731509560
2007-01-03,2666774000
2007-01-04,2654652300
2007-01-05,2618287200
2007-01-08,2674047020
2007-01-09,2675259190
2007-01-10,2686168720
2007-01-11,2722533820
2007-01-12,2762535430
2007-01-16,2756474580
2007-01-17,2780717980
2007-01-18,2766171940
2007-01-19,2792839680
2007-01-22,2792839680
2007-01-23,2832841290
2007-01-24,2848599500
2007-01-25,2861933370
2007-01-26,2857084690
2007-01-29,2815870910
2007-01-30,2860721200
2007-01-31,2854660350
2007-02-01,2858296860
2007-02-02,2870418560
2007-02-05,2880115920
2007-02-06,2892237620
2007-02-07,2877691580
2007-02-08,2912844510
2007-02-09,2921329700
2007-02-12,2898298470
2007-02-13,2893449790
2007-02-14,2892237620
2007-02-15,2865569880
2007-02-16,2858296860
2007-02-20,2874055070
2007-02-21,2880115920
2007-02-22,2910420170
2007-02-23,2886176770
2007-02-26,2889813280
2007-02-27,2795264020
2007-02-28,2818295250
2007-03-01,2818295250
2007-03-02,2773444960
2007-03-05,2718897310
2007-03-06,2758898920
2007-03-07,2756474580
2007-03-08,2841326480
2007-03-09,2882540260
2007-03-12,2895874130
2007-03-13,2861933370
2007-03-14,2832841290
2007-03-15,2921329700
2007-03-16,2907995830
2007-03-19,2980726030
2007-03-20,3071638780
2007-03-21,3101943030
2007-03-22,3139520300
2007-03-23,3131035110
2007-03-26,3150429830
2007-03-27,3114064730
2007-03-28,3109216050
2007-03-29,3208613990
2007-03-30,3189219270
2007-04-02,3202584840
2007-04-03,3201371280
2007-04-04,3231710280
2007-04-05,3246273000
2007-04-09,3237778080
2007-04-10,3272971320
2007-04-11,3296028960
2007-04-12,3293601840
2007-04-13,3294815400
2007-04-16,3326367960
2007-04-17,3327581520
2007-04-18,3323940840
2007-04-19,3300883200
2007-04-20,3308164560
2007-04-23,3332435760
2007-04-24,3372483240
2007-04-25,3407676480
2007-04-26,3485344320
2007-04-27,3490198560
2007-04-30,3436801920
2007-05-01,3452578200
2007-05-02,3419812080
2007-05-03,3412530720
2007-05-04,3447723960
2007-05-07,3453791760
2007-05-08,3459859560
2007-05-09,3444083280
2007-05-10,3393113760
2007-05-11,3419812080
2007-05-14,3419812080
2007-05-15,3414957840
2007-05-16,3414957840
2007-05-17,3401608680
2007-05-18,3413744280
2007-05-21,3444083280
2007-05-22,3442869720
2007-05-23,3410103600
2007-05-24,3322727280
2007-05-25,3330008640
2007-05-29,3339717120
2007-05-30,3416171400
2007-05-31,3436801920
2007-06-01,3471995160
2007-06-04,3535100280
2007-06-05,3521751120
2007-06-06,3459859560
2007-06-07,3359134080
2007-06-08,3391900200
2007-06-11,3410103600
2007-06-12,3368842560
2007-06-13,3394327320
2007-06-14,3435588360
2007-06-15,3453791760
2007-06-18,3439229040
2007-06-19,3413744280
2007-06-20,3338503560
2007-06-21,3367629000
2007-06-22,3297242520
2007-06-25,3263262840
2007-06-26,3226856040
2007-06-27,3264476400
2007-06-28,3286320480
2007-06-29,3274184880
2007-07-02,3354943200
2007-07-03,3371936400
2007-07-05,3382860600
2007-07-06,3334308600
2007-07-09,3333094800
2007-07-10,3302749800
2007-07-11,3340377600
2007-07-12,3403495200
2007-07-13,3442336800
2007-07-16,3369508800
2007-07-17,3392571000
2007-07-18,3413205600
2007-07-19,3483606000
2007-07-20,3459330000
2007-07-23,3453261000
2007-07-24,3294253200
2007-07-25,3310032600
2007-07-26,3153452400
2007-07-27,3073341600
2007-07-30,3159521400
2007-07-31,3113397000
2007-08-01,3223852800
2007-08-02,3291825600
2007-08-03,3210501000
2007-08-06,3260266800
2007-08-07,3378005400
2007-08-08,3489675000
2007-08-09,3450833400
2007-08-10,3441123000
2007-08-13,3337950000
2007-08-14,3302749800
2007-08-15,3211714800
2007-08-16,3134031600
2007-08-17,3159521400
2007-08-20,3192294000
2007-08-21,3261480600
2007-08-22,3299108400
2007-08-23,3305177400
2007-08-24,3368295000
2007-08-27,3257839200
2007-08-28,3175300800
2007-08-29,3265122000
2007-08-30,3250556400
2007-08-31,3250556400
2007-09-04,3362226000
2007-09-05,3313674000
2007-09-06,3327025800
2007-09-07,3263908200
2007-09-10,3259053000
2007-09-11,3280901400
2007-09-12,3273618600
2007-09-13,3254197800
2007-09-14,3249342600
2007-09-17,3257839200
2007-09-18,3378005400
2007-09-19,3386502000
2007-09-20,3364653600
2007-09-21,3362226000
2007-09-24,3365867400
2007-09-25,3402281400
2007-09-26,3420488400
2007-09-27,3447192000
2007-09-28,3427771200
2007-10-01,3473895600
2007-10-02,3494530200
2007-10-03,3516378600
2007-10-04,3546723600
2007-10-05,3575854800
2007-10-08,3551578800
2007-10-09,3614696400
2007-10-10,3614696400
2007-10-11,3683883000
2007-10-12,3737290200
2007-10-15,3713014200
2007-10-16,3620765400
2007-10-17,3612268800
2007-10-18,3624406800
2007-10-19,3510309600
2007-10-22,3512737200
2007-10-23,3512737200
2007-10-24,3554006400
2007-10-25,3658393200
2007-10-26,3657179400
2007-10-29,3643827600
2007-10-30,3624406800
2007-10-31,3721510800
2007-11-01,3654751800
2007-11-02,3694807200
2007-11-05,3655965600
2007-11-06,3742145400
2007-11-07,3623193000
2007-11-08,3586779000
2007-11-09,3527302800
2007-11-12,3437481600
2007-11-13,3526089000
2007-11-14,3535799400
2007-11-15,3516378600
2007-11-16,3528516600
2007-11-19,3535799400
2007-11-20,3573427200
2007-11-21,3566144400
2007-11-23,3528516600
2007-11-26,3509095800
2007-11-27,3433840200
2007-11-28,3489675000
2007-11-29,3467826600
2007-11-30,3493316400
2007-12-03,3509095800
2007-12-04,3511523400
2007-12-05,3564930600
2007-12-06,3613482600
2007-12-07,3601344600
2007-12-10,3630475800
2007-12-11,3550365000
2007-12-12,3591634200
2007-12-13,3583137600
2007-12-14,3482392200
2007-12-17,3430198800
2007-12-18,3428985000
2007-12-19,3453261000
2007-12-20,3466612800
2007-12-21,3509095800
2007-12-24,3516378600
2007-12-26,3509095800
2007-12-27,3511523400
2007-12-28,3549151200
2007-12-31,3536057910
2008-01-02,3592127770
2008-01-03,3588471040
2008-01-04,3547028100
2008-01-07,3542152460
2008-01-08,3534839000
2008-01-09,3616505970
2008-01-10,3616505970
2008-01-11,3651854360
2008-01-14,3700610760
2008-01-15,3749367160
2008-01-16,3646978720
2008-01-17,3428793830
2008-01-18,3386131980
2008-01-22,3292275910
2008-01-23,3287400270
2008-01-24,3330062120
2008-01-25,3333718850
2008-01-28,3406853450
2008-01-29,3469017860
2008-01-30,3550684830
2008-01-31,3699391850
2008-02-01,3683546020
2008-02-04,3800561380
2008-02-05,3718894410
2008-02-06,3706705310
2008-02-07,3748148250
2008-02-08,3805437020
2008-02-11,3932203659
2008-02-12,3867601430
2008-02-13,3866382520
2008-02-14,3909044370
2008-02-15,3890760720
2008-02-19,3937079299
2008-02-20,4076035039
2008-02-21,4060189210
2008-02-22,4044343380
2008-02-25,4105288880
2008-02-26,4144294000
2008-02-27,4151607460
2008-02-28,4208896230
2008-02-29,4089443049
2008-03-03,4108945610
2008-03-04,4139418360
2008-03-05,4113821250
2008-03-06,4115040159
2008-03-07,4130885990
2008-03-10,4146731820
2008-03-11,4173547840
2008-03-12,4154045280
2008-03-13,4229617700
2008-03-14,4188174760
2008-03-17,3979741150
2008-03-18,4054094659
2008-03-19,3857850150
2008-03-20,3792029010
2008-03-24,3888322900
2008-03-25,3924890200
2008-03-26,3934641480
2008-03-27,3941954940
2008-03-28,3849317780
2008-03-31,4048613010
2008-04-01,4102897500
2008-04-02,4168543860
2008-04-03,4162231710
2008-04-04,4158444419
2008-04-07,4240502370
2008-04-08,4317510600
2008-04-09,4317510600
2008-04-10,4323822750
2008-04-11,4250601810
2008-04-14,4323822750
2008-04-15,4418505000
2008-04-16,4557372300
2008-04-17,4577571180
2008-04-18,4670991000
2008-04-21,4691189880
2008-04-22,4718963340
2008-04-23,4688665020
2008-04-24,4682352870
2008-04-25,4710126330
2008-04-28,4670991000
2008-04-29,4554847440
2008-04-30,4562422020
2008-05-01,4399568550
2008-05-02,4612919220
2008-05-05,4611656790
2008-05-06,4721488200
2008-05-07,4899490830
2008-05-08,5004272520
2008-05-09,5004272520
2008-05-12,4937363730
2008-05-13,5019421680
2008-05-14,5000485230
2008-05-15,4967662050
2008-05-16,4981548780
2008-05-19,5013109530
2008-05-20,5117891220
2008-05-21,5162076270
2008-05-22,5062344300
2008-05-23,4943675880
2008-05-27,4884341670
2008-05-28,4875504660
2008-05-29,4830057180
2008-05-30,4827532320
2008-06-02,4914639990
2008-06-03,4902015690
2008-06-04,4866667650
2008-06-05,5033308410
2008-06-06,4943675880
2008-06-09,5032045980
2008-06-10,4894441110
2008-06-11,4833844470
2008-06-12,4734112500
2008-06-13,4677303150
2008-06-16,4740424650
2008-06-17,4842681480
2008-06-18,4889391390
2008-06-19,4741687080
2008-06-20,4684877730
2008-06-23,4822482600
2008-06-24,4670991000
2008-06-25,4708863900
2008-06-26,4667203710
2008-06-27,4626805950
2008-06-30,4908304000
2008-07-01,4935717400
2008-07-02,4920052600
2008-07-03,4767320800
2008-07-07,4553235200
2008-07-08,4478827400
2008-07-09,4537570400
2008-07-10,4538875800
2008-07-11,4549319000
2008-07-14,4557151400
2008-07-15,4456635600
2008-07-16,4305209200
2008-07-17,4085902000
2008-07-18,4135507200
2008-07-21,4203388000
2008-07-22,4088512800
2008-07-23,3948835000
2008-07-24,3730833200
2008-07-25,3681228000
2008-07-28,3704725200
2008-07-29,3690365800
2008-07-30,3844403000
2008-07-31,3713863000
2008-08-01,3716473800
2008-08-04,3477585600
2008-08-05,3506304400
2008-08-06,3537634000
2008-08-07,3451477600
2008-08-08,3417537200
2008-08-11,3464531600
2008-08-12,3484112600
2008-08-13,3575490600
2008-08-14,3554604200
2008-08-15,3562436600
2008-08-18,3523274600
2008-08-19,3541550200
2008-08-20,3585933800
2008-08-21,3713863000
2008-08-22,3587239200
2008-08-25,3529801600
2008-08-26,3561131200
2008-08-27,3660341600
2008-08-28,3610736400
2008-08-29,3546771800
2008-09-02,3360099600
2008-09-03,3268721600
2008-09-04,3182565200
2008-09-05,3143403200
2008-09-08,3159068000
2008-09-09,2942371600
2008-09-10,3033749600
2008-09-11,2993282200
2008-09-12,3071606200
2008-09-15,2803999200
2008-09-16,2900598800
2008-09-17,2730896800
2008-09-18,2839245000
2008-09-19,3054636000
2008-09-22,2986755200
2008-09-23,2891461000
2008-09-24,2857520600
2008-09-25,2912347400
2008-09-26,2836634200
2008-09-29,2544224600
2008-09-30,2601431990
2008-10-01,2518061110
2008-10-02,2274461820
2008-10-03,2197604290
2008-10-06,1886266160
2008-10-07,1750788480
2008-10-08,1732551100
2008-10-09,1630942840
2008-10-10,1630942840
2008-10-13,2017835830
2008-10-14,1916227570
2008-10-15,1627034830
2008-10-16,1808105960
2008-10-17,1832856690
2008-10-20,2094693359
2008-10-21,1989177090
2008-10-22,1788565910
2008-10-23,1977453060
2008-10-24,2015230490
2008-10-27,1931859610
2008-10-28,2138984140
2008-10-29,2312239250
2008-10-30,2413847510
2008-10-31,2462046300
2008-11-03,2252316430
2008-11-04,2386491440
2008-11-05,2286185850
2008-11-06,2124654769
2008-11-07,2228868370
2008-11-10,2244500410
2008-11-11,2154616180
2008-11-12,2024349180
2008-11-13,2217144340
2008-11-14,2127260109
2008-11-17,2116838750
2008-11-18,2103812049
2008-11-19,1972242380
2008-11-20,1763815180
2008-11-21,1970939710
2008-11-24,2161129530
2008-11-25,2222355020
2008-11-26,2343503330
2008-11-28,2366951390
2008-12-01,2034770540
2008-12-02,2127260109
2008-12-03,2133773459
2008-12-04,1973545050
2008-12-05,2016533160
2008-12-08,2150708170
2008-12-09,2138984140
2008-12-10,2265343130
2008-12-11,2208025650
2008-12-12,2222355020
2008-12-15,2223657690
2008-12-16,2273159150
2008-12-17,2262737790
2008-12-18,2244500410
2008-12-19,2241895070
2008-12-22,2178064240
2008-12-23,2205420310
2008-12-24,2228868370
2008-12-26,2254921770
2008-12-29,2279672500
2008-12-30,2355227360
2008-12-31,2388674610
2009-01-02,2468427840
2009-01-05,2559947940
2009-01-06,2511573030
2009-01-07,2406978630
2009-01-08,2405671200
2009-01-09,2409593490
2009-01-12,2341607130
2009-01-13,2369063160
2009-01-14,2277543060
2009-01-15,2264468760
2009-01-16,2349451710
2009-01-20,2203019550
2009-01-21,2389982040
2009-01-22,2413515780
2009-01-23,2550795930
2009-01-26,2603093130
2009-01-27,2603093130
2009-01-28,2698535520
2009-01-29,2523339900
2009-01-30,2437049520
2009-02-02,2463198120
2009-02-03,2563870230
2009-02-04,2600478270
2009-02-05,2690690940
2009-02-06,2749525290
2009-02-09,2731221270
2009-02-10,2622704580
2009-02-11,2558640510
2009-02-12,2559947940
2009-02-13,2597863410
2009-02-17,2420052930
2009-02-18,2295847080
2009-02-19,2274928200
2009-02-20,2166411510
2009-02-23,2078813700
2009-02-24,2157259500
2009-02-25,2208249270
2009-02-26,2217401280
2009-02-27,2188637820
2009-03-02,1978141590
2009-03-03,1976834160
2009-03-04,2127188610
2009-03-05,2026516500
2009-03-06,2034361080
2009-03-09,2044820520
2009-03-10,2140262910
2009-03-11,2120651459
2009-03-12,2231783010
2009-03-13,2230475580
2009-03-16,2254009320
2009-03-17,2327225400
2009-03-18,2374292880
2009-03-19,2447508960
2009-03-20,2371678020
2009-03-23,2528569620
2009-03-24,2493269010
2009-03-25,2420052930
2009-03-26,2463198120
2009-03-27,2353374000
2009-03-30,2223938430
2009-03-31,2231959800
2009-04-01,2235884700
2009-04-02,2344473600
2009-04-03,2385030900
2009-04-06,2348398500
2009-04-07,2279058600
2009-04-08,2330082300
2009-04-09,2402038800
2009-04-13,2425588200
2009-04-14,2442596100
2009-04-15,2454370800
2009-04-16,2472687000
2009-04-17,2470070400
2009-04-20,2361481500
2009-04-21,2428204800
2009-04-22,2381106000
2009-04-23,2404655400
2009-04-24,2458295700
2009-04-27,2424279900
2009-04-28,2416430100
2009-04-29,2548568400
2009-04-30,2395497300
2009-05-01,2466145500
2009-05-04,2574734400
2009-05-05,2545951800
2009-05-06,2687248200
2009-05-07,2680706700
2009-05-08,2774904300
2009-05-11,2680706700
2009-05-12,2658465600
2009-05-13,2549876700
2009-05-14,2585200800
2009-05-15,2532868800
2009-05-18,2616600000
2009-05-19,2642766000
2009-05-20,2640149400
2009-05-21,2577351000
2009-05-22,2561651400
2009-05-26,2651924100
2009-05-27,2518477500
2009-05-28,2600900400
2009-05-29,2653232400
2009-06-01,2770979400
2009-06-02,2717339100
2009-06-03,2589125700
2009-06-04,2602208700
2009-06-05,2627066400
2009-06-08,2599592100
2009-06-09,2606133600
2009-06-10,2641457700
2009-06-11,2714722500
2009-06-12,2716030800
2009-06-15,2655849000
2009-06-16,2615291700
2009-06-17,2594358900
2009-06-18,2621833200
2009-06-19,2586509100
