,CI
2004-08-25,8867157897
2004-08-26,8907684212
2004-08-27,8956315791
2004-08-30,8948210528
2004-08-31,8992789476
2004-09-01,9110315791
2004-09-02,9268368423
2004-09-03,9300789476
2004-09-07,9321052634
2004-09-08,9211631581
2004-09-09,9167052633
2004-09-10,9183263160
2004-09-13,9276473686
2004-09-14,9252157897
2004-09-15,9321052634
2004-09-16,9365631581
2004-09-17,9385894739
2004-09-20,9462894739
2004-09-21,9475052634
2004-09-22,9284578949
2004-09-23,9146789476
2004-09-24,9090052633
2004-09-27,9130578949
2004-09-28,9276473686
2004-09-29,9333210528
2004-09-30,9406157897
2004-10-01,9313464383
2004-10-04,9499496184
2004-10-05,9424291839
2004-10-06,9479705566
2004-10-07,9277841273
2004-10-08,9226385668
2004-10-11,9198678804
2004-10-12,9123474460
2004-10-13,9083893225
2004-10-14,9016605127
2004-10-15,8850363944
2004-10-18,8783075846
2004-10-19,7880623709
2004-10-20,7900414326
2004-10-21,7726256896
2004-10-22,7765838130
2004-10-25,7892498079
2004-10-26,8379347258
2004-10-27,8466425973
2004-10-28,8323933531
2004-10-29,8371431012
2004-11-01,8331849778
2004-11-02,8371431012
2004-11-03,8612876540
2004-11-04,8759327106
2004-11-05,8676206514
2004-11-08,8794950217
2004-11-09,9123474460
2004-11-10,9178888187
2004-11-11,9242218162
2004-11-12,9226385668
2004-11-15,9329296877
2004-11-16,9170971940
2004-11-17,9127432583
2004-11-18,9032437621
2004-11-19,8988898264
2004-11-22,9119516336
2004-11-23,9265966902
2004-11-24,9238260038
2004-11-26,9273883149
2004-11-29,9246176285
2004-11-30,9238260038
2004-12-01,10002177857
2004-12-02,9879476031
2004-12-03,9875517907
2004-12-06,9954680376
2004-12-07,9926973512
2004-12-08,10180293410
2004-12-09,10556315134
2004-12-10,10686933207
2004-12-13,10647351972
2004-12-14,10647351972
2004-12-15,10726514441
2004-12-16,10540482640
2004-12-17,10437571432
2004-12-20,10556315134
2004-12-21,10647351972
2004-12-22,10560273257
2004-12-23,10552357011
2004-12-27,10560273257
2004-12-28,10845258143
2004-12-29,10774011922
2004-12-30,10706723824
2004-12-31,10762137551
2005-01-03,10444419149
2005-01-04,10366095796
2005-01-05,10303437113
2005-01-06,10307353281
2005-01-07,10287772442
2005-01-10,10448335316
2005-01-11,10573652682
2005-01-12,10769461065
2005-01-13,10785125735
2005-01-14,10879113759
2005-01-18,10828203579
2005-01-19,10695053879
2005-01-20,10581485017
2005-01-21,10463999987
2005-01-24,10452251484
2005-01-25,10417005975
2005-01-26,10420922143
2005-01-27,10514910167
2005-01-28,10260359269
2005-01-31,10475748490
2005-02-01,10777293400
2005-02-02,10718550885
2005-02-03,10695053879
2005-02-04,10859532921
2005-02-07,10828203579
2005-02-08,10953520945
2005-02-09,11141496992
2005-02-10,11352970046
2005-02-11,11705425135
2005-02-14,11670179626
2005-02-15,11768083818
2005-02-16,11709341303
2005-02-17,11580107770
2005-02-18,11744586812
2005-02-22,11513532920
2005-02-23,11685844297
2005-02-24,11709341303
2005-02-25,11932562860
2005-02-28,11854239506
2005-03-01,11979556871
2005-03-02,11991305374
2005-03-03,11744586812
2005-03-04,11771999985
2005-03-07,11717173638
2005-03-08,11584023938
2005-03-09,11427377231
2005-03-10,11482203579
2005-03-11,11384299387
2005-03-14,11298143699
2005-03-15,11352970046
2005-03-16,11141496992
2005-03-17,11211988010
2005-03-18,11243317351
2005-03-21,11274646693
2005-03-22,11094502980
2005-03-23,11243317351
2005-03-24,11258982022
2005-03-28,11341221543
2005-03-29,11227652681
2005-03-30,11537029926
2005-03-31,11658431123
2005-04-01,11477419349
2005-04-04,11353548381
2005-04-05,11504516123
2005-04-06,11732903219
2005-04-07,11767741929
2005-04-08,11655483865
2005-04-11,11655483865
2005-04-12,11938064510
2005-04-13,11818064510
2005-04-14,11566451607
2005-04-15,11616774187
2005-04-18,11221935478
2005-04-19,11430967736
2005-04-20,11338064510
2005-04-21,11496774187
2005-04-22,11353548381
2005-04-25,11492903220
2005-04-26,11291612897
2005-04-27,11682580639
2005-04-28,11473548381
2005-04-29,11868387090
2005-05-02,11895483865
2005-05-03,12185806445
2005-05-04,12487741929
2005-05-05,12437419348
2005-05-06,12576774187
2005-05-09,12689032251
2005-05-10,12549677413
2005-05-11,12507096767
2005-05-12,12468387090
2005-05-13,12224516122
2005-05-16,12305806445
2005-05-17,12460645155
2005-05-18,12452903219
2005-05-19,12464516122
2005-05-20,12569032251
2005-05-23,12507096767
2005-05-24,12514838703
2005-05-25,12518709671
2005-05-26,12739354832
2005-05-27,12758709671
2005-05-31,12549677413
2005-06-01,12692903219
2005-06-02,12580645155
2005-06-03,12719999993
2005-06-06,12929032251
2005-06-07,12994838703
2005-06-08,12975483864
2005-06-09,13292903219
2005-06-10,13312258057
2005-06-13,13331612896
2005-06-14,13559999993
2005-06-15,13660645154
2005-06-16,13710967735
2005-06-17,13772903218
2005-06-20,13734193541
2005-06-21,13761290315
2005-06-22,13799999993
2005-06-23,13807741928
2005-06-24,13784516122
2005-06-27,13649032251
2005-06-28,13889032251
2005-06-29,13935483864
2005-06-30,13811612896
2005-07-01,13555602943
2005-07-05,13738426472
2005-07-06,13749852943
2005-07-07,13791750002
2005-07-08,13852691178
2005-07-11,13997426472
2005-07-12,14027897060
2005-07-13,13841264708
2005-07-14,13806985296
2005-07-15,13959338237
2005-07-18,14001235296
2005-07-19,13845073531
2005-07-20,13738426472
2005-07-21,13170911766
2005-07-22,13193764707
2005-07-25,13209000002
2005-07-26,13178529413
2005-07-27,13140441178
2005-07-28,13547985296
2005-07-29,13551794119
2005-08-01,13666058825
2005-08-02,13761279413
2005-08-03,14671588237
2005-08-04,14393544119
2005-08-05,14126926472
2005-08-08,13894588237
2005-08-09,13940294119
2005-08-10,14283088237
2005-08-11,14435441178
2005-08-12,14401161766
2005-08-15,14431632355
2005-08-16,14298323531
2005-08-17,14290705884
2005-08-18,14245000002
2005-08-19,14332602943
2005-08-22,14363073531
2005-08-23,14359264708
2005-08-24,14328794119
2005-08-25,14363073531
2005-08-26,14321176472
2005-08-29,14382117649
2005-08-30,14545897061
2005-08-31,14641117649
2005-09-01,14656352943
2005-09-02,14675397061
2005-09-06,14740147061
2005-09-07,14690632355
2005-09-08,14534470590
2005-09-09,14625882355
2005-09-12,14561132355
2005-09-13,14385926472
2005-09-14,14549705884
2005-09-15,14462102943
2005-09-16,14614455884
2005-09-19,14542088237
2005-09-20,14302132355
2005-09-21,14214529413
2005-09-22,14336411766
2005-09-23,14534470590
2005-09-26,14542088237
2005-09-27,14587794119
2005-09-28,14743955884
2005-09-29,14911544119
2005-09-30,14964867649
2005-10-03,14514057779
2005-10-04,14650357306
2005-10-05,14248826266
2005-10-06,14211988556
2005-10-07,14215672327
2005-10-10,14097791655
2005-10-11,13803089974
2005-10-12,13368404995
2005-10-13,13456815499
2005-10-14,13703628157
2005-10-17,13817825058
2005-10-18,13788354890
2005-10-19,14086740342
2005-10-20,13957808356
2005-10-21,14042535090
2005-10-24,14186202159
2005-10-25,13729414554
2005-10-26,13519439606
2005-10-27,13526807148
2005-10-28,14112526739
2005-10-31,14226723640
2005-11-01,14433014817
2005-11-02,13552593545
2005-11-03,13733098325
2005-11-04,13703628157
2005-11-07,13733098325
2005-11-08,13714679470
2005-11-09,13501020751
2005-11-10,13607850110
2005-11-11,13766252264
2005-11-14,13843611455
2005-11-15,14057270174
2005-11-16,13998329838
2005-11-17,14035167548
2005-11-18,13987278524
2005-11-21,13987278524
2005-11-22,13766252264
2005-11-23,13968859669
2005-11-25,14002013609
2005-11-28,13828876371
2005-11-29,14160415762
2005-11-30,13817825058
2005-12-01,14167783304
2005-12-02,14156731991
2005-12-05,14119894281
2005-12-06,13884132936
2005-12-07,13876765394
2005-12-08,13799406203
2005-12-09,13803089974
2005-12-12,13788354890
2005-12-13,13655739134
2005-12-14,13880449165
2005-12-15,13865714081
2005-12-16,13674157989
2005-12-19,13453131728
2005-12-20,13740465867
2005-12-21,13920970646
2005-12-22,13906235562
2005-12-23,13880449165
2005-12-27,13828876371
2005-12-28,13876765394
2005-12-29,13939389501
2005-12-30,13714679470
2006-01-03,13490129681
2006-01-04,13796477803
2006-01-05,14001911250
2006-01-06,14055972684
2006-01-09,13864955619
2006-01-10,13861351523
2006-01-11,13846935141
2006-01-12,13836122854
2006-01-13,13742416370
2006-01-17,13764040943
2006-01-18,13796477803
2006-01-19,13764040943
2006-01-20,13457692821
2006-01-23,13270279851
2006-01-24,13353174049
2006-01-25,13425255961
2006-01-26,13569419783
2006-01-27,14182116028
2006-01-30,14326279851
2006-01-31,14607399304
2006-02-01,14726334458
2006-02-02,14618211591
2006-02-03,14574962444
2006-02-06,14329883946
2006-02-07,14383945379
2006-02-08,14542525584
2006-02-09,14722730362
2006-02-10,14852477802
2006-02-13,14380341284
2006-02-14,14618211591
2006-02-15,14719126267
2006-02-16,14603795209
2006-02-17,14683085311
2006-02-21,14488464151
2006-02-22,14708313980
2006-02-23,14892122853
2006-02-24,14964204765
2006-02-27,14859685993
2006-02-28,14747959031
2006-03-01,14758771318
2006-03-02,14812832751
2006-03-03,14838061420
2006-03-06,14657856642
2006-03-07,14838061420
2006-03-08,15090348109
2006-03-09,15090348109
2006-03-10,15317406130
2006-03-13,15187658689
2006-03-14,15288573365
2006-03-15,15735481214
2006-03-16,15886853228
2006-03-17,15922894184
2006-03-20,15897665515
2006-03-21,15735481214
2006-03-22,15847208177
2006-03-23,15749897597
2006-03-24,15753501692
2006-03-27,15930102375
2006-03-28,15829187699
2006-03-29,15926498279
2006-03-30,16009392477
2006-03-31,15692232068
2006-04-03,15177417710
2006-04-04,15225797457
2006-04-05,15177417710
2006-04-06,15011544292
2006-04-07,14638329103
2006-04-10,14576126571
2006-04-11,14227101255
2006-04-12,14237468344
2006-04-13,14451721508
2006-04-17,14306582268
2006-04-18,14489734166
2006-04-19,14230556951
2006-04-20,14116518977
2006-04-21,13833151888
2006-04-24,13791683534
2006-04-25,13684556952
2006-04-26,13653455686
2006-04-27,12278088598
2006-04-28,12326468345
2006-05-01,12115670877
2006-05-02,12153683535
2006-05-03,10367088600
2006-05-04,10391278473
2006-05-05,10584797460
2006-05-08,10709202523
2006-05-09,10221949359
2006-05-10,10657367080
2006-05-11,10816329106
2006-05-12,10771405055
2006-05-15,10660822777
2006-05-16,10888898726
2006-05-17,10733392397
2006-05-18,10754126574
2006-05-19,10740303789
2006-05-22,10667734169
2006-05-23,10650455688
2006-05-24,10674645561
2006-05-25,10688468346
2006-05-26,10674645561
2006-05-30,10608987334
2006-05-31,10681556954
2006-06-01,11196455688
2006-06-02,11224101257
2006-06-05,10750670878
2006-06-06,10809417713
2006-06-07,10916544295
2006-06-08,10909632903
2006-06-09,10909632903
2006-06-12,10432746827
2006-06-13,10474215182
2006-06-14,10294518979
2006-06-15,10505316448
2006-06-16,10764493663
2006-06-19,10805962017
2006-06-20,10498405055
2006-06-21,10626265815
2006-06-22,10626265815
2006-06-23,10843974675
2006-06-26,10778316447
2006-06-27,10657367080
2006-06-28,10557151891
2006-06-29,11089329105
2006-06-30,11348506320
2006-07-03,10638279585
2006-07-05,10596623671
2006-07-06,10670322596
2006-07-07,10638279585
2006-07-10,10817720446
2006-07-11,10904236575
2006-07-12,10849763456
2006-07-13,11038817220
2006-07-14,10792086037
2006-07-17,10776064532
2006-07-18,10654301091
2006-07-19,11045225822
2006-07-20,10945892489
2006-07-21,10917053779
2006-07-24,11070860231
2006-07-25,11211849478
2006-07-26,11128537650
2006-07-27,10192881735
2006-07-28,9789139799
2006-07-31,9747483885
2006-08-01,9898086036
2006-08-02,10904236575
2006-08-03,10897827973
2006-08-04,11218258081
2006-08-07,11288752704
2006-08-08,11481010769
2006-08-09,11474602167
2006-08-10,11605978511
2006-08-11,11314387113
2006-08-14,11215053780
2006-08-15,11333612919
2006-08-16,11737354856
2006-08-17,11820666684
2006-08-18,11929612920
2006-08-21,11958451630
2006-08-22,11750172060
2006-08-23,11695698942
2006-08-24,11871935501
2006-08-25,11750172060
2006-08-28,11961655931
2006-08-29,12298107545
2006-08-30,12224408620
2006-08-31,12077010770
2006-09-01,12115462383
2006-09-05,12089827974
2006-09-06,11833483888
2006-09-07,11923204318
2006-09-08,12019333351
2006-09-11,12240430125
2006-09-12,12564064534
2006-09-13,12493569910
2006-09-14,12371806469
2006-09-15,12310924749
2006-09-18,12288494641
2006-09-19,12551247330
2006-09-20,12692236577
2006-09-21,12596107545
2006-09-22,12509591416
2006-09-25,12692236577
2006-09-26,12554451631
2006-09-27,12455118297
2006-09-28,12455118297
2006-09-29,12423075287
2006-10-02,12391478560
2006-10-03,12254185703
2006-10-04,12282921417
2006-10-05,12640521417
2006-10-06,12528771417
2006-10-09,12643714274
2006-10-10,12541542845
2006-10-11,12557507131
2006-10-12,12662871417
2006-10-13,12544735703
2006-10-16,12477685703
2006-10-17,12375514274
2006-10-18,12618171417
2006-10-19,12701185702
2006-10-20,12761849988
2006-10-23,12758657131
2006-10-24,12522385703
2006-10-25,12375514274
2006-10-26,12614978560
2006-10-27,12579857131
2006-10-30,12480878560
2006-10-31,12448949988
2006-11-01,12662871417
2006-11-02,12947035702
2006-11-03,12844864274
2006-11-06,13055592845
2006-11-07,13010892845
2006-11-08,12710764274
2006-11-09,12525578560
2006-11-10,12682028560
2006-11-13,12771428560
2006-11-14,12927878559
2006-11-15,12889564274
2006-11-16,12867214274
2006-11-17,12931071417
2006-11-20,13100292845
2006-11-21,13205657131
2006-11-22,13282285702
2006-11-24,13269514273
2006-11-27,13049207131
2006-11-28,13036435702
2006-11-29,13087521416
2006-11-30,13416385702
2006-12-01,13346142845
2006-12-04,13540907130
2006-12-05,13540907130
2006-12-06,13604764273
2006-12-07,13614342844
2006-12-08,13623921416
2006-12-11,13703742844
2006-12-12,13758021416
2006-12-13,13662235702
2006-12-14,13799528559
2006-12-15,13799528559
2006-12-18,13809107130
2006-12-19,14003871416
2006-12-20,14038992844
2006-12-21,14042185701
2006-12-22,13872964273
2006-12-26,13920857130
2006-12-27,14029414273
2006-12-28,14061342844
2006-12-29,14003871416
2007-01-03,12695770000
2007-01-04,12455900000
2007-01-05,12369200000
2007-01-08,12392320000
2007-01-09,12325850000
2007-01-10,12400989999
2007-01-11,12580170000
2007-01-12,12597510000
2007-01-16,12597510000
2007-01-17,12669760000
2007-01-18,12470350000
2007-01-19,12516590000
2007-01-22,12432780000
2007-01-23,12583060000
2007-01-24,12479020000
2007-01-25,12507920000
2007-01-26,12519480000
2007-01-29,12629300000
2007-01-30,12747790000
2007-01-31,12753570000
2007-02-01,12964540000
2007-02-02,12903850000
2007-02-05,13054130000
2007-02-06,13210190000
2007-02-07,13481850000
2007-02-08,13409600000
2007-02-09,13294000000
2007-02-12,13478960000
2007-02-13,13594560000
2007-02-14,13756400000
2007-02-15,13863330000
2007-02-16,13863330000
2007-02-20,14022280000
2007-02-21,13929800000
2007-02-22,13967370000
2007-02-23,13860440000
2007-02-26,13736170000
2007-02-27,13374920000
2007-02-28,13727500000
2007-03-01,13744840000
2007-03-02,13583000000
2007-03-05,13400930000
2007-03-06,13478960000
2007-03-07,13473180000
2007-03-08,13496300000
2007-03-09,13481850000
2007-03-12,13496300000
2007-03-13,13204410000
2007-03-14,13400930000
2007-03-15,13571440000
2007-03-16,13710160000
2007-03-19,13866220000
2007-03-20,13958700000
2007-03-21,14140770000
2007-03-22,14039620000
2007-03-23,14103200000
2007-03-26,14169670000
2007-03-27,14042510000
2007-03-28,13935580000
2007-03-29,13655250000
2007-03-30,13741950000
2007-04-02,13571485721
2007-04-03,13831714292
2007-04-04,13902428578
2007-04-05,13919400007
2007-04-09,13922228578
2007-04-10,14004257149
2007-04-11,13848685721
2007-04-12,13786457149
2007-04-13,14041028578
2007-04-16,14270142864
2007-04-17,14335200007
2007-04-18,14329542864
2007-04-19,14145685721
2007-04-20,14357828578
2007-04-23,14391771435
2007-04-24,14403085721
2007-04-25,14465314293
2007-04-26,14499257150
2007-04-27,14561485721
2007-04-30,14668971435
2007-05-01,14635028578
2007-05-02,14504914293
2007-05-03,14934857150
2007-05-04,15169628579
2007-05-07,15217714293
2007-05-08,15415714293
2007-05-09,15234685721
2007-05-10,15248828579
2007-05-11,15415714293
2007-05-14,15497742864
2007-05-15,15438342864
2007-05-16,15531685722
2007-05-17,15619371436
2007-05-18,15715542865
2007-05-21,15421371436
2007-05-22,15421371436
2007-05-23,15353485722
2007-05-24,15373285722
2007-05-25,15565628579
2007-05-29,15933342865
2007-05-30,15789085722
2007-05-31,15806057150
2007-06-01,15888085722
2007-06-04,15845657150
2007-06-05,15856971436
2007-06-06,15766457150
2007-06-07,15477942864
2007-06-08,15528857150
2007-06-11,15494914293
2007-06-12,15390257150
2007-06-13,15226200007
2007-06-14,15248828579
2007-06-15,15404400007
2007-06-18,15449657150
2007-06-19,15642000007
2007-06-20,15260142864
2007-06-21,15288428579
2007-06-22,14985771436
2007-06-25,14816057150
2007-06-26,14770800007
2007-06-27,14937685721
2007-06-28,14923542864
2007-06-29,14770800007
2007-07-02,15077297210
2007-07-03,14973740500
2007-07-05,15136072640
2007-07-06,15192049240
2007-07-09,15136072640
2007-07-10,14889775600
2007-07-11,15046510080
2007-07-12,15231232860
2007-07-13,15082894870
2007-07-16,15088492529
2007-07-17,15038113590
2007-07-18,15113682000
2007-07-19,14979338160
2007-07-20,14657472710
2007-07-23,14979338160
2007-07-24,14853390810
2007-07-25,14668668029
2007-07-26,14453158120
2007-07-27,14047327770
2007-07-30,14623886750
2007-07-31,14453158120
2007-08-01,13683479870
2007-08-02,14204062250
2007-08-03,13397999210
2007-08-06,13658290400
2007-08-07,13428786340
2007-08-08,13126512700
2007-08-09,12625522130
2007-08-10,13266454200
2007-08-13,13571526670
2007-08-14,13425987510
2007-08-15,13221672920
2007-08-16,13059340779
2007-08-17,13336424950
2007-08-20,13644296250
2007-08-21,13616307950
2007-08-22,13988552340
2007-08-23,13963362870
2007-08-24,14178872779
2007-08-27,13876599140
2007-08-28,14044528940
2007-08-29,14324411940
2007-08-30,14285228320
2007-08-31,14464353440
2007-09-04,14649076220
2007-09-05,14609892600
2007-09-06,14674265690
2007-09-07,14525927700
2007-09-10,14394382690
2007-09-11,14615490260
2007-09-12,15161262110
2007-09-13,15127676150
2007-09-14,15208842220
2007-09-17,15026918270
2007-09-18,15063303060
2007-09-19,14948551029
2007-09-20,14517531210
2007-09-21,14797414210
2007-09-24,14705052820
2007-09-25,14584703130
2007-09-26,14973740500
2007-09-27,14951349860
2007-09-28,14914965070
2007-10-01,15146148240
2007-10-02,14915397450
2007-10-03,14790291600
2007-10-04,14492817690
2007-10-05,14670746010
2007-10-08,14670746010
2007-10-09,14845894200
2007-10-10,14895936540
2007-10-11,14476136910
2007-10-12,14698547310
2007-10-15,14367711840
2007-10-16,14273187420
2007-10-17,14801412120
2007-10-18,14801412120
2007-10-19,14303768850
2007-10-22,14312109240
2007-10-23,14448335610
2007-10-24,14150861700
2007-10-25,14706887700
2007-10-26,14476136910
2007-10-29,14517838860
2007-10-30,14409413790
2007-10-31,14592902370
2007-11-01,14387172750
2007-11-02,13881189090
2007-11-05,13975713510
2007-11-06,14128620660
2007-11-07,13761643500
2007-11-08,13853387790
2007-11-09,13700480640
2007-11-12,13630977390
2007-11-13,13594835700
2007-11-14,13858948050
2007-11-15,13753303110
2007-11-16,13736622330
2007-11-19,13592055570
2007-11-20,13792224930
2007-11-21,13553133750
2007-11-23,13630977390
2007-11-26,13708821030
2007-11-27,14028535980
2007-11-28,14356591320
2007-11-29,14540079900
2007-11-30,14904276930
2007-12-03,15196190580
2007-12-04,14882035890
2007-12-05,15390799680
2007-12-06,15396359940
2007-12-07,15485324100
2007-12-10,15374118900
2007-12-11,14854234590
2007-12-12,14932078230
2007-12-13,15346317600
2007-12-14,14934858360
2007-12-17,14679086400
2007-12-18,14843114070
2007-12-19,14770830690
2007-12-20,14870915370
2007-12-21,15123907200
2007-12-24,15151708500
2007-12-26,15176729670
2007-12-27,15123907200
2007-12-28,15179509800
2007-12-31,14937638490
2008-01-02,15249614559
2008-01-03,15069412320
2008-01-04,14982126860
2008-01-07,15381950580
2008-01-08,15491761320
2008-01-09,15869059760
2008-01-10,15852165800
2008-01-11,15500208300
2008-01-14,15781774300
2008-01-15,15320006059
2008-01-16,15733908080
2008-01-17,15001836480
2008-01-18,14604828420
2008-01-22,14255686580
2008-01-23,13968489260
2008-01-24,13951595300
2008-01-25,13675660620
2008-01-28,14005092840
2008-01-29,14190926400
2008-01-30,14016355480
2008-01-31,13850231540
2008-02-01,14019171140
2008-02-04,13934701340
2008-02-05,13461670460
2008-02-06,13734789480
2008-02-07,13579928180
2008-02-08,13396910280
2008-02-11,13273021240
2008-02-12,13247680300
2008-02-13,13180104460
2008-02-14,12909801100
2008-02-15,13647504020
2008-02-19,13470117440
2008-02-20,13577112520
2008-02-21,13273021240
2008-02-22,13337781420
2008-02-25,13354675380
2008-02-26,13444776500
2008-02-27,13436329520
2008-02-28,13073109380
2008-02-29,12552212280
2008-03-03,12597262840
2008-03-04,12436770220
2008-03-05,12647944720
2008-03-06,12180545160
2008-03-07,12076365740
2008-03-10,12101706680
2008-03-11,10913498160
2008-03-12,11248561700
2008-03-13,11555468640
2008-03-14,11245746040
2008-03-17,11102147380
2008-03-18,11141566620
2008-03-19,11088069080
2008-03-20,11214773780
2008-03-24,11659648059
2008-03-25,11800431059
2008-03-26,11617413160
2008-03-27,11718776920
2008-03-28,11575178260
2008-03-31,11423132620
2008-04-01,12373492600
2008-04-02,12101824700
2008-04-03,12065415600
2008-04-04,12160639400
2008-04-07,12155038000
2008-04-08,12208251300
2008-04-09,12009401600
2008-04-10,12000999500
2008-04-11,11720929500
2008-04-14,11676118300
2008-04-15,11956188300
2008-04-16,11942184800
2008-04-17,12085020500
2008-04-18,11958989000
2008-04-21,11849761700
2008-04-22,11155188100
2008-04-23,12009401600
2008-04-24,11785345600
2008-04-25,12180244300
2008-04-28,12135433100
2008-04-29,12236258300
2008-04-30,11961789700
2008-05-01,11482870000
2008-05-02,11883370100
2008-05-05,11533282600
2008-05-06,11522079800
2008-05-07,11426856000
2008-05-08,11530481900
2008-05-09,11561289600
2008-05-12,11457663699
2008-05-13,11166390900
2008-05-14,11219604200
2008-05-15,11261614700
2008-05-16,11331632200
2008-05-19,11146786000
2008-05-20,11076768500
2008-05-21,11155188100
2008-05-22,11410051800
2008-05-23,11368041300
2008-05-27,11337233600
2008-05-28,11384845500
2008-05-29,11463265100
2008-05-30,11370842000
2008-06-02,11244810500
2008-06-03,11258814000
2008-06-04,11398849000
2008-06-05,11844160300
2008-06-06,11636908500
2008-06-09,11368041300
2008-06-10,11298023800
2008-06-11,11171992300
2008-06-12,11183195100
2008-06-13,11384845500
2008-06-16,11230807000
2008-06-17,11230807000
2008-06-18,11118779000
2008-06-19,10345785800
2008-06-20,10135733300
2008-06-23,9903275200
2008-06-24,10046110900
2008-06-25,10256163400
2008-06-26,9866866100
2008-06-27,9998499000
2008-06-30,9911677300
2008-07-01,9616177950
2008-07-02,9828036520
2008-07-03,9467601810
2008-07-07,9456596170
2008-07-08,9863804850
2008-07-09,9797771010
2008-07-10,9434584890
2008-07-11,9302517210
2008-07-14,9478607450
2008-07-15,9250240420
2008-07-16,9280505930
2008-07-17,9385059510
2008-07-18,9621680770
2008-07-21,9385059510
2008-07-22,9918833050
2008-07-23,10339798780
2008-07-24,10136194440
2008-07-25,10207731100
2008-07-28,10067409190
2008-07-29,10023386630
2008-07-30,10141697260
2008-07-31,10185719820
2008-08-01,9797771010
2008-08-04,10312284680
2008-08-05,10835052580
2008-08-06,11030402690
2008-08-07,11187233060
2008-08-08,11605447380
2008-08-11,11732012240
2008-08-12,11487136750
2008-08-13,11621955840
2008-08-14,11734763650
2008-08-15,11872334150
2008-08-18,11610950200
2008-08-19,11553170590
2008-08-20,11495390980
2008-08-21,11412848680
2008-08-22,11627458660
2008-08-25,11297289460
2008-08-26,11426605730
2008-08-27,11495390980
2008-08-28,11682486860
2008-08-29,11522905080
2008-09-02,11520153670
2008-09-03,11544916360
2008-09-04,10914843470
2008-09-05,10956114620
2008-09-08,11300040870
2008-09-09,10829549760
2008-09-10,10983628720
2008-09-11,11187233060
2008-09-12,11187233060
2008-09-15,10865318090
2008-09-16,10438849540
2008-09-17,9795019600
2008-09-18,10226990970
2008-09-19,10138945850
2008-09-22,9500618730
2008-09-23,9495115910
2008-09-24,9280505930
2008-09-25,9715228710
2008-09-26,10050900730
2008-09-29,9170449530
2008-09-30,9349291180
2008-10-01,9200680320
2008-10-02,8767354440
2008-10-03,9102568800
2008-10-06,8254994280
2008-10-07,8244093000
2008-10-08,7535509800
2008-10-09,6758793600
2008-10-10,6066562320
2008-10-13,7494630000
2008-10-14,8317676640
2008-10-15,7222098000
2008-10-16,7014973680
2008-10-17,6873257040
2008-10-20,7576389600
2008-10-21,7592741520
2008-10-22,6657956760
2008-10-23,6655231440
2008-10-24,6494437560
2008-10-27,5649588360
2008-10-28,6063837000
2008-10-29,5409760200
2008-10-30,4246048560
2008-10-31,4442271600
2008-11-03,5227163760
2008-11-04,4908301320
2008-11-05,4673923800
2008-11-06,4175190240
2008-11-07,4319632200
2008-11-10,4101606600
2008-11-11,3856327800
2008-11-12,3545641320
2008-11-13,3600147720
2008-11-14,3529289400
2008-11-17,3319439760
2008-11-18,3420276600
2008-11-19,2965148160
2008-11-20,2420084160
2008-11-21,2403732240
2008-11-24,2839783440
2008-11-25,3145019280
2008-11-26,3371220840
2008-11-28,3300362520
2008-12-01,3041457120
2008-12-02,3267658680
2008-12-03,3390298080
2008-12-04,3354868920
2008-12-05,3853602480
2008-12-08,4006220400
2008-12-09,3829074600
2008-12-10,3921735480
2008-12-11,4033473600
2008-12-12,4235147280
2008-12-15,3987143160
2008-12-16,4355061360
2008-12-17,4316906880
2008-12-18,4333258800
2008-12-19,4409567760
2008-12-22,4232421960
2008-12-23,4226971320
2008-12-24,4196992800
2008-12-26,4327808160
2008-12-29,4194267480
2008-12-30,4494052680
2008-12-31,4592164200
2009-01-02,4849393890
2009-01-05,4947526650
2009-01-06,4952978470
2009-01-07,4658580190
2009-01-08,4740357490
2009-01-09,4554995610
2009-01-12,4369633730
2009-01-13,4203353220
2009-01-14,3996184060
2009-01-15,4012539520
2009-01-16,4162464570
2009-01-20,3846259010
2009-01-21,4047976350
2009-01-22,4075235450
2009-01-23,4230612320
2009-01-26,4252419600
2009-01-27,4511381050
2009-01-28,4985689390
2009-01-29,4797601600
2009-01-30,4732179760
2009-02-02,4813957060
2009-02-03,5007496670
2009-02-04,4912089820
2009-02-05,5830721490
2009-02-06,5923402430
2009-02-09,6065149750
2009-02-10,5596293230
2009-02-11,5762573740
2009-02-12,5857980590
2009-02-13,5806188300
2009-02-17,5430012720
2009-02-18,5615374600
2009-02-19,5239199020
2009-02-20,5089273970
2009-02-23,4830312520
2009-02-24,5124710800
2009-02-25,4884830720
2009-02-26,4467766490
2009-02-27,4296034160
2009-03-02,3824451730
2009-03-03,3633638030
2009-03-04,3908954940
2009-03-05,3508246170
2009-03-06,3663623040
2009-03-09,3709963510
2009-03-10,4176094120
2009-03-11,4167916390
2009-03-12,4508655140
2009-03-13,4699468840
2009-03-16,4544091970
2009-03-17,4702194750
2009-03-18,5042933500
2009-03-19,4857571620
2009-03-20,4704920660
2009-03-23,5102903520
2009-03-24,4841216160
2009-03-25,4838490250
2009-03-26,5081096240
2009-03-27,4879378900
2009-03-30,4669483830
2009-03-31,4794875690
2009-04-01,4903398540
2009-04-02,5097999600
2009-04-03,5026737240
2009-04-06,4906139400
2009-04-07,4892435100
2009-04-08,5215856580
2009-04-09,5605058700
2009-04-13,5599576980
