,CI
2023-03-07,83306294320
2023-03-08,82596599920
2023-03-09,80411332580
2023-03-10,81508401840
2023-03-13,80742523300
2023-03-14,80470473780
2023-03-15,79947074160
2023-03-16,81150597580
2023-03-17,79677981700
2023-03-20,80698167400
2023-03-21,81798193720
2023-03-22,79970730640
2023-03-23,75872245480
2023-03-24,76945658260
2023-03-27,77409916679
2023-03-28,75848589000
2023-03-29,75118195180
2023-03-30,75135937540
2023-03-31,75256651360
2023-04-03,77162144000
2023-04-04,75554108480
2023-04-05,78304850560
2023-04-06,78131088480
2023-04-10,77486107200
2023-04-11,78481557760
2023-04-12,76799894240
2023-04-13,77695210720
2023-04-14,76308059200
2023-04-17,76181419040
2023-04-18,76481821280
2023-04-19,75424523200
2023-04-20,75330279360
2023-04-21,74252365440
2023-04-24,75424523200
2023-04-25,74720639520
2023-04-26,73089043040
2023-04-27,73725188960
2023-04-28,74596944480
2023-05-01,75071108800
2023-05-02,73751695040
2023-05-03,72449952000
2023-05-04,71769629280
2023-05-05,76791058880
2023-05-08,77954381280
2023-05-09,77394808480
2023-05-10,77589186400
2023-05-11,76573120000
2023-05-12,75562943840
2023-05-15,75984096000
2023-05-16,75241925760
2023-05-17,77521448640
2023-05-18,75539382880
2023-05-19,75138846560
2023-05-22,75253706240
2023-05-23,74193463040
2023-05-24,73557317120
2023-05-25,72765079840
2023-05-26,71890379200
2023-05-30,71460391680
2023-05-31,72865213920
2023-06-01,74626395680
2023-06-02,75698419359
2023-06-05,77380082880
2023-06-06,77515558400
2023-06-07,77100296480
2023-06-08,77901369120
2023-06-09,78304850560
2023-06-12,78631758880
2023-06-13,80180892000
2023-06-14,77683430240
2023-06-15,79368038880
2023-06-16,79173660960
2023-06-20,79532965600
2023-06-21,80646220960
2023-06-22,81087988960
2023-06-23,80946623200
2023-06-26,81406061920
2023-06-27,81226409600
2023-06-28,80914226880
2023-06-29,81653452000
2023-06-30,82512674800
2023-07-03,82433279140
2023-07-05,82556783500
2023-07-06,82042182000
2023-07-07,81489352960
2023-07-10,81848103720
2023-07-11,82847900920
2023-07-12,79010444020
2023-07-13,79413303480
2023-07-14,83147840080
2023-07-17,82677347280
2023-07-18,83753599560
2023-07-19,86059014280
2023-07-20,86517744760
2023-07-21,86385418660
2023-07-24,85882579480
2023-07-25,86655952020
2023-07-26,85479720020
2023-07-27,86085479500
2023-07-28,85894341800
2023-07-31,86776515800
2023-08-01,86935307120
2023-08-02,88040965200
2023-08-03,84582843120
2023-08-04,84271141640
2023-08-07,85812005560
2023-08-08,85909044700
2023-08-09,84785743140
2023-08-10,84956296780
2023-08-11,85132731580
2023-08-14,85229770720
2023-08-15,85068038820
2023-08-16,84970999680
2023-08-17,79551510739
2023-08-18,81162948580
2023-08-21,82706753080
2023-08-22,82356824060
2023-08-23,82874366140
2023-08-24,83036098040
2023-08-25,82109815340
2023-08-28,82792029900
2023-08-29,82818495120
2023-08-30,83121374860
2023-08-31,81236463080
2023-09-01,81357026860
2023-09-05,81968667500
2023-09-06,81051206540
2023-09-07,82715574820
2023-09-08,82771445840
2023-09-11,83753599560
2023-09-12,84256438739
2023-09-13,83868282180
2023-09-14,83309571980
2023-09-15,83283106760
2023-09-18,83906509720
2023-09-19,83700669120
2023-09-20,84491685140
2023-09-21,85523828720
2023-09-22,85112147520
2023-09-25,86553031720
2023-09-26,84826911260
2023-09-27,84868079380
2023-09-28,85370918560
2023-09-29,84121172060
2023-10-02,84106600160
2023-10-03,83191062640
2023-10-04,83387040320
2023-10-05,83466016400
2023-10-06,84308427920
2023-10-09,84729633680
2023-10-10,85340967040
2023-10-11,86127802800
2023-10-12,86522683200
2023-10-13,89240045360
2023-10-16,91299273520
2023-10-17,90851742400
2023-10-18,91243697760
2023-10-19,90725965680
2023-10-20,89734377119
2023-10-23,88058329200
2023-10-24,89108418560
2023-10-25,88889040560
2023-10-26,88985566880
2023-10-27,88698912960
2023-10-30,89278070880
2023-10-31,90442236800
2023-11-01,90503662640
2023-11-02,93276600560
2023-11-03,90866367600
2023-11-06,89751927360
2023-11-07,86297455119
2023-11-08,86391056400
2023-11-09,84507330640
2023-11-10,85765097840
2023-11-13,86031276480
2023-11-14,84849560320
2023-11-15,82772781920
2023-11-16,82556328960
2023-11-17,82649930240
2023-11-20,83158887200
2023-11-21,83799470960
2023-11-22,84331828240
2023-11-24,84197276400
2023-11-27,83732195040
2023-11-28,83679544320
2023-11-29,76890526480
2023-11-30,76893451520
2023-12-01,78689426080
2023-12-04,76902226640
2023-12-05,75401681119
2023-12-06,75316854960
2023-12-07,75448481760
2023-12-08,75700035200
2023-12-11,88327432880
2023-12-12,86788861840
2023-12-13,86926338720
2023-12-14,87353394560
2023-12-15,84972412000
2023-12-18,85431643280
2023-12-19,86089777280
2023-12-20,86537308400
2023-12-21,86943888960
2023-12-22,87192517360
2023-12-26,87786300480
2023-12-27,87499646560
2023-12-28,87575697600
2023-12-29,87590322800
2024-01-02,88832796500
2024-01-03,86987961900
2024-01-04,87721312300
2024-01-05,89832559350
2024-01-08,89844017950
2024-01-09,89626304550
2024-01-10,88151009800
2024-01-11,88056476350
2024-01-12,87374689650
2024-01-16,87927567100
2024-01-17,88368723200
2024-01-18,88540602200
2024-01-19,86529617900
2024-01-22,87380418949
2024-01-23,87199946000
2024-01-24,87228592500
2024-01-25,85529855050
2024-01-26,85315006300
2024-01-29,85618659200
2024-01-30,85638711750
2024-01-31,86211641750
2024-02-01,88036423800
2024-02-02,92768825600
2024-02-05,92032610550
2024-02-06,93840204700
2024-02-07,94691005750
2024-02-08,95189454850
2024-02-09,95945722450
2024-02-12,96610321250
2024-02-13,96659020300
2024-02-14,96999913650
2024-02-15,97168928000
2024-02-16,97710346850
2024-02-20,97784827750
2024-02-21,98366351700
2024-02-22,98016864400
2024-02-23,98612711600
2024-02-26,98059834150
2024-02-27,97610084100
2024-02-28,96003015450
2024-02-29,96292345100
2024-03-01,95381386400
2024-03-04,96481412000
2024-03-05,95315499450
2024-03-06,97346536300
2024-03-07,98183014100
2024-03-08,97910872350
2024-03-11,98048375550
2024-03-12,98526772100
2024-03-13,99896074800
2024-03-14,100122382150
2024-03-15,100850003250
2024-03-18,101016152950
2024-03-19,100941672050
2024-03-20,101359910950
2024-03-21,101328399800
2024-03-22,100772657699
2024-03-25,101852630750
2024-03-26,102477124450
2024-03-27,104084193100
2024-03-28,104041223350
2024-04-01,104296177200
2024-04-02,104012576850
2024-04-03,103433917550
2024-04-04,103233392050
2024-04-05,103829239250
2024-04-08,102548740700
2024-04-09,102405508200
2024-04-10,102508635600
2024-04-11,101145062200
2024-04-12,100216915600
2024-04-15,99947638500
2024-04-16,99360385250
2024-04-17,99139807200
2024-04-18,99913262699
2024-04-19,100947401350
2024-04-22,101173708700
2024-04-23,101021882250
2024-04-24,100915890199
2024-04-25,101554707150
2024-04-26,101543248550
2024-04-29,102107584600
2024-04-30,102279463600
2024-05-01,102319568700
2024-05-02,98687192500
2024-05-03,97827797500
2024-05-06,98088480650
2024-05-07,99317415500
2024-05-08,99503617750
2024-05-09,100540621050
2024-05-10,99801541350
2024-05-13,100016390100
2024-05-14,99237205300
2024-05-15,98337705199
2024-05-16,97186115900
2024-05-17,97028560150
2024-05-20,95498837050
2024-05-21,96361096700
2024-05-22,96386878550
2024-05-23,96776470950
2024-05-24,95281123650
2024-05-28,95453002650
2024-05-29,95369927800
2024-05-30,94819915000
2024-05-31,98721568300
2024-06-03,97824932850
2024-06-04,96555892900
2024-06-05,95730873700
2024-06-06,96799388150
2024-06-07,96853816500
2024-06-10,97011372250
2024-06-11,96807982100
2024-06-12,96266563250
2024-06-13,95722279750
2024-06-14,95475919850
2024-06-17,95650663500
2024-06-18,95908482000
2024-06-20,96790794200
2024-06-21,97392370700
2024-06-24,98297600100
2024-06-25,97054342000
2024-06-26,96704854700
2024-06-27,95722279750
2024-06-28,94696735050
2024-07-01,93464935550
2024-07-02,93361808150
2024-07-03,93224304950
2024-07-05,91416710800
2024-07-08,92751637699
2024-07-09,94066512050
2024-07-10,94507668150
2024-07-11,95553265400
2024-07-12,95905617350
2024-07-15,94940230300
2024-07-16,97315025150
2024-07-17,98761673400
2024-07-18,97547061800
2024-07-19,96206405600
2024-07-22,96192082350
2024-07-23,96300939050
2024-07-24,98031187650
2024-07-25,97727534750
2024-07-26,98440832600
2024-07-29,99271581100
2024-07-30,99175288410
2024-07-31,98022643110
2024-08-01,93504835800
2024-08-02,94834594890
2024-08-05,91567829430
2024-08-06,92574285570
2024-08-07,92495568330
2024-08-08,94185177660
2024-08-09,94500046620
