,CMG
2010-09-13,5228723500
2010-09-14,5228723500
2010-09-15,5259754500
2010-09-16,5182177000
2010-09-17,5228723500
2010-09-20,5275270000
2010-09-21,5228723500
2010-09-22,5135630500
2010-09-23,5166661500
2010-09-24,5368363000
2010-09-27,5461456000
2010-09-28,5476971500
2010-09-29,5461456000
2010-09-30,5346104000
2010-10-01,5423809000
2010-10-04,5377186000
2010-10-05,5563678000
2010-10-06,5439350000
2010-10-07,5501514000
2010-10-08,5485973000
2010-10-11,5548137000
2010-10-12,5625842000
2010-10-13,5625842000
2010-10-14,5641383000
2010-10-15,5656924000
2010-10-18,5703547000
2010-10-19,5656924000
2010-10-20,5625842000
2010-10-21,5579219000
2010-10-22,6402892000
2010-10-25,6387351000
2010-10-26,6620466000
2010-10-27,6604925000
2010-10-28,6542761000
2010-10-29,6527220000
2010-11-01,6558302000
2010-11-02,6682630000
2010-11-03,6822498999
2010-11-04,6931286000
2010-11-05,7164401000
2010-11-08,7148859999
2010-11-09,7071155000
2010-11-10,7350893000
2010-11-11,7397516000
2010-11-12,7273188000
2010-11-15,7164401000
2010-11-16,6993450000
2010-11-17,7179942000
2010-11-18,7071155000
2010-11-19,7226565000
2010-11-22,7552926000
2010-11-23,7584008000
2010-11-24,7770500000
2010-11-26,7941451000
2010-11-29,7988073999
2010-11-30,8034697000
2010-12-01,8050238000
2010-12-02,7801581999
2010-12-03,7335352000
2010-12-06,7490762000
2010-12-07,7506303000
2010-12-08,7335352000
2010-12-09,7319811000
2010-12-10,7397516000
2010-12-13,7024531999
2010-12-14,7086695999
2010-12-15,7055614000
2010-12-16,7304270000
2010-12-17,7397516000
2010-12-20,7335352000
2010-12-21,7288729000
2010-12-22,7211023999
2010-12-23,7102237000
2010-12-27,6915745000
2010-12-28,6838040000
2010-12-29,6869122000
2010-12-30,6775876000
2010-12-31,6604925000
2011-01-03,6946827000
2011-01-04,6915745000
2011-01-05,6869122000
2011-01-06,7040073000
2011-01-07,6977909000
2011-01-10,6946827000
2011-01-11,6869122000
2011-01-12,6760334999
2011-01-13,7133319000
2011-01-14,7304270000
2011-01-18,7226565000
2011-01-19,7133319000
2011-01-20,6931286000
2011-01-21,6946827000
2011-01-24,6853581000
2011-01-25,6900204000
2011-01-26,6760334999
2011-01-27,7008991000
2011-01-28,6822498999
2011-01-31,6806958000
2011-02-01,6900204000
2011-02-02,7117778000
2011-02-03,7428598000
2011-02-04,7661713000
2011-02-07,7692795000
2011-02-08,7692795000
2011-02-09,7848205000
2011-02-10,7972533000
2011-02-11,8345517000
2011-02-14,8485386000
2011-02-15,8252270999
2011-02-16,8205648000
2011-02-17,8252270999
2011-02-18,8081320000
2011-02-22,7832664000
2011-02-23,7584008000
2011-02-24,7630631000
2011-02-25,7723877000
2011-02-28,7615090000
2011-03-01,7490762000
2011-03-02,7552926000
2011-03-03,7677254000
2011-03-04,7925909999
2011-03-07,7848205000
2011-03-08,7754959000
2011-03-09,7817123000
2011-03-10,7863745999
2011-03-11,7863745999
2011-03-14,7941451000
2011-03-15,8019156000
2011-03-16,8019156000
2011-03-17,7817123000
2011-03-18,7677254000
2011-03-21,7692795000
2011-03-22,7584008000
2011-03-23,7677254000
2011-03-24,7801581999
2011-03-25,7972533000
2011-03-28,8019156000
2011-03-29,8267812000
2011-03-30,8454304000
2011-03-31,8493007500
2011-04-01,8539758000
2011-04-04,8539758000
2011-04-05,8664426000
2011-04-06,8602092000
2011-04-07,8555341500
2011-04-08,8383923000
2011-04-11,8368339500
2011-04-12,8555341500
2011-04-13,8773510500
2011-04-14,8820261000
2011-04-15,8882595000
2011-04-18,8835844500
2011-04-19,8726760000
2011-04-20,8976096000
2011-04-21,8648842500
2011-04-25,8493007500
2011-04-26,8259255000
2011-04-27,8196921000
2011-04-28,8274838499
2011-04-29,8321589000
2011-05-02,8321589000
2011-05-03,8119003500
2011-05-04,8119003500
2011-05-05,8290422000
2011-05-06,8352756000
2011-05-09,8306005500
2011-05-10,8415090000
2011-05-11,8555341500
2011-05-12,8602092000
2011-05-13,8742343500
2011-05-16,8493007500
2011-05-17,8555341500
2011-05-18,8695593000
2011-05-19,8757927000
2011-05-20,8726760000
2011-05-23,8835844500
2011-05-24,8742343500
2011-05-25,8851428000
2011-05-26,9069597000
2011-05-27,9131931000
2011-05-31,9007263000
2011-06-01,8898178500
2011-06-02,8913762000
2011-06-03,8929345500
2011-06-06,8742343500
2011-06-07,8773510500
2011-06-08,8633259000
2011-06-09,8664426000
2011-06-10,8477424000
2011-06-13,8446257000
2011-06-14,8633259000
2011-06-15,8648842500
2011-06-16,8477424000
2011-06-17,8383923000
2011-06-20,8602092000
2011-06-21,8898178500
2011-06-22,8867011500
2011-06-23,9069597000
2011-06-24,9147514500
2011-06-27,9396850500
2011-06-28,9490351500
2011-06-29,9490351500
2011-06-30,9649948000
2011-07-01,9884930500
2011-07-05,10072916500
2011-07-06,10182575000
2011-07-07,10292233500
2011-07-08,10198240500
2011-07-11,10041585500
2011-07-12,10010254500
2011-07-13,10182575000
2011-07-14,10166909500
2011-07-15,10166909500
2011-07-18,10276568000
2011-07-19,10448888500
2011-07-20,10339230000
2011-07-21,10276568000
2011-07-22,10511550500
2011-07-25,10480219500
2011-07-26,10386226500
2011-07-27,10104247500
2011-07-28,10151244000
2011-07-29,10166909500
2011-08-01,10260902500
2011-08-02,10041585500
2011-08-03,10198240500
2011-08-04,9759606500
2011-08-05,9759606500
2011-08-08,9132986500
2011-08-09,9477627500
2011-08-10,9399300000
2011-08-11,9916261500
2011-08-12,9947592500
2011-08-15,10010254500
2011-08-16,9900596000
2011-08-17,9696944500
2011-08-18,8913669500
2011-08-19,8757014500
2011-08-22,8553363000
2011-08-23,9226979500
2011-08-24,9289641500
2011-08-25,9054659000
2011-08-26,9367969000
2011-08-29,9571620500
2011-08-30,9743941000
2011-08-31,9822268500
2011-09-01,9681279000
2011-09-02,9571620500
2011-09-06,9728275500
2011-09-07,9665613500
2011-09-08,9759606500
2011-09-09,9555955000
2011-09-12,9649948000
2011-09-13,9759606500
2011-09-14,9900596000
2011-09-15,9900596000
2011-09-16,9963258000
2011-09-19,10527216000
2011-09-20,10433223000
2011-09-21,10448888500
2011-09-22,10213906000
2011-09-23,10041585500
2011-09-26,10323564500
2011-09-27,10041585500
2011-09-28,9994589000
2011-09-29,9806603000
2011-09-30,9478143000
2011-10-03,9149692500
2011-10-04,9415581000
2011-10-05,9415581000
2011-10-06,9353019000
2011-10-07,9212254500
2011-10-10,9634548000
2011-10-11,9697110000
2011-10-12,9822234000
2011-10-13,9931717500
2011-10-14,10041201000
2011-10-17,10009920000
2011-10-18,10009920000
2011-10-19,9712750500
2011-10-20,9634548000
2011-10-21,10432213500
2011-10-24,10713742500
2011-10-25,10447854000
2011-10-26,10416573000
2011-10-27,10745023500
2011-10-28,10682461500
2011-10-31,10510416000
2011-11-01,10260168000
2011-11-02,10307089500
2011-11-03,10557337500
2011-11-04,10604259000
2011-11-07,10604259000
2011-11-08,10635540000
2011-11-09,10416573000
2011-11-10,10197606000
2011-11-11,10385292000
2011-11-14,10228887000
2011-11-15,10244527500
2011-11-16,9900436500
2011-11-17,9806593500
2011-11-18,9728391000
2011-11-21,9556345500
2011-11-22,9650188500
2011-11-23,9399940500
2011-11-25,9415581000
2011-11-28,9681469500
2011-11-29,9790953000
2011-11-30,10056841500
2011-12-01,10103763000
2011-12-02,10338370500
2011-12-05,10510416000
2011-12-06,10369651500
2011-12-07,10541697000
2011-12-08,10463494500
2011-12-09,10588618500
2011-12-12,10635540000
2011-12-13,10307089500
2011-12-14,10041201000
2011-12-15,9962998500
2011-12-16,9962998500
2011-12-19,9947358000
2011-12-20,10369651500
2011-12-21,10447854000
2011-12-22,10369651500
2011-12-23,10494775500
2011-12-27,10604259000
2011-12-28,10635540000
2011-12-29,10666821000
2011-12-30,10557337500
2012-01-03,10726515000
2012-01-04,10962090000
2012-01-05,11009205000
2012-01-06,10962090000
2012-01-09,10663695000
2012-01-10,10710810000
2012-01-11,10914975000
2012-01-12,10914975000
2012-01-13,11134845000
2012-01-17,11103435000
2012-01-18,11213370000
2012-01-19,11244780000
2012-01-20,11197665000
2012-01-23,11323305000
2012-01-24,11323305000
2012-01-25,11401830000
2012-01-26,11496060000
2012-01-27,11527470000
2012-01-30,11543175000
2012-01-31,11543175000
2012-02-01,11637405000
2012-02-02,11401830000
2012-02-03,11684520000
2012-02-06,11668815000
2012-02-07,11747340000
2012-02-08,11747340000
2012-02-09,11825865000
2012-02-10,11825865000
2012-02-13,11857275000
2012-02-14,11904390000
2012-02-15,11794455000
2012-02-16,11998620000
2012-02-17,12077145000
2012-02-21,12045735000
2012-02-22,12092850000
2012-02-23,12155670000
2012-02-24,12171375000
2012-02-27,12218490000
2012-02-28,12312720000
2012-02-29,12249900000
2012-03-01,12375540000
2012-03-02,12391245000
2012-03-05,12344130000
2012-03-06,12171375000
2012-03-07,12312720000
2012-03-08,12501180000
2012-03-09,12501180000
2012-03-12,12485475000
2012-03-13,12564000000
2012-03-14,12564000000
2012-03-15,12783870000
2012-03-16,12909510000
2012-03-19,13003739999
2012-03-20,12972330000
2012-03-21,13066560000
2012-03-22,13129380000
2012-03-23,13050855000
2012-03-26,13333545000
2012-03-27,13239315000
2012-03-28,13192200000
2012-03-29,13207905000
2012-03-30,13129380000
2012-04-02,13264775999
2012-04-03,13391559999
2012-04-04,13217232000
2012-04-05,13470800000
2012-04-09,13518343999
2012-04-10,13201384000
2012-04-11,13391559999
2012-04-12,13724368000
2012-04-13,13962088000
2012-04-16,13692672000
2012-04-17,13708520000
2012-04-18,13882848000
2012-04-19,13660975999
2012-04-20,13296472000
2012-04-23,13217232000
2012-04-24,12773488000
2012-04-25,13090448000
2012-04-26,13137991999
2012-04-27,13296472000
2012-04-30,13122143999
2012-05-01,13312320000
2012-05-02,13407408000
2012-05-03,13137991999
2012-05-04,12931968000
2012-05-07,12900272000
2012-05-08,12789336000
2012-05-09,12741791999
2012-05-10,12916120000
2012-05-11,12931968000
2012-05-14,12678400000
2012-05-15,12773488000
2012-05-16,12821032000
2012-05-17,12504072000
2012-05-18,12424832000
2012-05-21,12472376000
2012-05-22,12535768000
2012-05-23,12868575999
2012-05-24,12725943999
2012-05-25,12694248000
2012-05-29,13233080000
2012-05-30,13074600000
2012-05-31,13090448000
2012-06-01,12583312000
2012-06-04,12583312000
2012-06-05,12741791999
2012-06-06,13027056000
2012-06-07,12805184000
2012-06-08,12916120000
2012-06-11,12630856000
2012-06-12,12678400000
2012-06-13,12551616000
2012-06-14,12630856000
2012-06-15,12757640000
2012-06-18,13137991999
2012-06-19,13201384000
2012-06-20,13233080000
2012-06-21,12995359999
2012-06-22,13169688000
2012-06-25,13058752000
2012-06-26,13169688000
2012-06-27,12424832000
2012-06-28,11949392000
2012-06-29,12044480000
2012-07-02,12135090500
2012-07-03,12040161500
2012-07-05,12119269000
2012-07-06,12135090500
2012-07-09,12230019500
2012-07-10,12024340000
2012-07-11,12040161500
2012-07-12,12135090500
2012-07-13,12419877500
2012-07-16,12483163500
2012-07-17,12625557000
2012-07-18,12593914000
2012-07-19,12783772000
2012-07-20,10030831000
2012-07-23,9682758000
2012-07-24,9318863500
2012-07-25,9382149500
2012-07-26,9176470000
2012-07-27,9366328000
2012-07-30,9208113000
2012-07-31,9255577500
2012-08-01,8875861500
2012-08-02,8986612000
2012-08-03,9413792500
2012-08-06,9239756000
2012-08-07,9635293500
2012-08-08,9429614000
2012-08-09,9397971000
2012-08-10,9350506500
2012-08-13,9271399000
2012-08-14,9397971000
2012-08-15,9429614000
2012-08-16,9492900000
2012-08-17,9461257000
2012-08-20,9461257000
2012-08-21,9397971000
2012-08-22,9397971000
2012-08-23,9239756000
2012-08-24,9334685000
2012-08-27,9271399000
2012-08-28,9303042000
2012-08-29,9271399000
2012-08-30,9176470000
2012-08-31,9129005500
2012-09-04,9049898000
2012-09-05,9129005500
2012-09-06,9572007500
2012-09-07,10331439500
2012-09-10,10537119000
2012-09-11,10521297500
2012-09-12,10695334000
2012-09-13,10790263000
2012-09-14,10647869500
2012-09-17,10980121000
2012-09-18,10806084500
2012-09-19,10869370500
2012-09-20,10726977000
2012-09-21,10647869500
2012-09-24,10537119000
2012-09-25,10236510500
2012-09-26,10094117000
2012-09-27,10141581500
2012-09-28,10046652500
2012-10-01,9799792000
2012-10-02,9396636000
2012-10-03,9319106000
2012-10-04,9117528000
2012-10-05,8714372000
2012-10-08,8884938000
2012-10-09,8884938000
2012-10-10,8884938000
2012-10-11,8884938000
2012-10-12,9008986000
2012-10-15,9148540000
2012-10-16,9055504000
2012-10-17,8993480000
2012-10-18,8869432000
2012-10-19,7535916000
2012-10-22,7365350000
2012-10-23,7318832000
2012-10-24,7535916000
2012-10-25,7690976000
2012-10-26,7799518000
2012-10-31,7892554000
2012-11-01,8171661999
2012-11-02,8140650000
2012-11-05,8218180000
2012-11-06,8667854000
2012-11-07,8466276000
2012-11-08,8109638000
2012-11-09,8047614000
2012-11-12,8171661999
2012-11-13,8125144000
2012-11-14,7954578000
2012-11-15,8078626000
2012-11-16,8156156000
2012-11-19,8388746000
2012-11-20,8326722000
2012-11-21,8543806000
2012-11-23,8512794000
2012-11-26,8388746000
2012-11-27,8109638000
2012-11-28,8264698000
2012-11-29,8280204000
2012-11-30,8187168000
2012-12-03,8187168000
2012-12-04,8419758000
2012-12-05,8218180000
2012-12-06,8264698000
2012-12-07,8326722000
2012-12-10,8466276000
2012-12-11,8497288000
2012-12-12,8543806000
2012-12-13,8605830000
2012-12-14,8605830000
2012-12-17,8884938000
2012-12-18,9102022000
2012-12-19,8962468000
2012-12-20,8962468000
2012-12-21,9071010000
2012-12-24,9117528000
2012-12-26,8962468000
2012-12-27,9164046000
2012-12-28,9008986000
2012-12-31,9226070000
2013-01-02,9334612000
2013-01-03,9334612000
2013-01-04,9303600000
2013-01-07,9288094000
2013-01-08,9241576000
2013-01-09,9117528000
2013-01-10,9257082000
2013-01-11,9303600000
2013-01-14,9179552000
2013-01-15,9226070000
2013-01-16,8714372000
2013-01-17,9008986000
2013-01-18,9148540000
2013-01-22,9117528000
2013-01-23,9102022000
2013-01-24,9288094000
2013-01-25,9412142000
2013-01-28,9660238000
2013-01-29,9613720000
2013-01-30,9567202000
2013-01-31,9520684000
2013-02-01,9691250000
2013-02-04,9613720000
2013-02-05,9458660000
2013-02-06,10001370000
2013-02-07,9877322000
2013-02-08,9939346000
2013-02-11,10032382000
2013-02-12,10001370000
2013-02-13,9830804000
2013-02-14,9846310000
2013-02-15,9737768000
2013-02-19,9706756000
2013-02-20,9598214000
2013-02-21,9551696000
2013-02-22,9784286000
2013-02-25,9644732000
2013-02-26,9675744000
2013-02-27,9799792000
2013-02-28,9830804000
2013-03-01,9908334000
2013-03-04,9985864000
2013-03-05,10202948000
2013-03-06,10202948000
2013-03-07,10156430000
2013-03-08,9985864000
2013-03-11,10001370000
2013-03-12,9877322000
2013-03-13,10001370000
2013-03-14,10001370000
2013-03-15,9970358000
2013-03-18,9923840000
2013-03-19,9830804000
2013-03-20,10001370000
2013-03-21,9908334000
2013-03-22,9861816000
2013-03-25,9830804000
2013-03-26,9877322000
2013-03-27,9939346000
2013-03-28,10109912000
2013-04-01,9919221000
2013-04-02,9981023000
2013-04-03,10011924000
2013-04-04,9981023000
2013-04-05,10135528000
2013-04-08,10429087500
2013-04-09,10274582500
2013-04-10,10614493500
2013-04-11,10243681500
2013-04-12,10568142000
2013-04-15,10413637000
2013-04-16,10568142000
2013-04-17,10506340000
2013-04-18,10150978500
2013-04-19,11325216500
2013-04-22,11217063000
2013-04-23,11170711500
2013-04-24,11217063000
2013-04-25,11217063000
2013-04-26,11170711500
2013-04-29,11232513500
2013-04-30,11217063000
2013-05-01,11186162000
2013-05-02,11278865000
2013-05-03,11356117500
2013-05-06,11556974000
2013-05-07,11155261000
2013-05-08,11325216500
2013-05-09,11356117500
2013-05-10,11433370000
2013-05-13,11356117500
2013-05-14,11603325500
2013-05-15,11587875000
2013-05-16,11495172000
2013-05-17,11587875000
2013-05-20,11649677000
2013-05-21,11665127500
2013-05-22,11464271000
2013-05-23,11387018500
2013-05-24,11387018500
2013-05-28,11448820500
2013-05-29,11433370000
2013-05-30,11433370000
2013-05-31,11155261000
2013-06-03,11093459000
2013-06-04,11078008500
2013-06-05,10908053000
2013-06-06,11093459000
2013-06-07,11309766000
2013-06-10,11263414500
2013-06-11,11278865000
2013-06-12,11247964000
2013-06-13,11479721500
2013-06-14,11371568000
2013-06-17,11356117500
2013-06-18,11510622500
2013-06-19,11340667000
2013-06-20,11155261000
2013-06-21,11170711500
2013-06-24,11062558000
2013-06-25,11093459000
2013-06-26,11232513500
2013-06-27,11247964000
2013-06-28,11263414500
2013-07-01,11231059500
2013-07-02,11478235500
2013-07-03,11879896500
2013-07-05,11941690500
2013-07-08,11926242000
2013-07-09,11941690500
2013-07-10,11802654000
2013-07-11,11833551000
2013-07-12,11941690500
2013-07-15,11864448000
2013-07-16,11709963000
2013-07-17,11617272000
2013-07-18,11648169000
2013-07-19,12636873000
2013-07-22,12420593999
2013-07-23,12281557500
2013-07-24,12358800000
2013-07-25,12497836500
2013-07-26,12544181999
2013-07-29,12497836500
2013-07-30,12590527500
2013-07-31,12745012500
2013-08-01,12791357999
2013-08-02,12729564000
2013-08-05,12745012500
2013-08-06,12544181999
2013-08-07,12497836500
2013-08-08,12605976000
2013-08-09,12528733500
2013-08-12,12451491000
2013-08-13,12559630500
2013-08-14,12497836500
2013-08-15,12405145499
2013-08-16,12420593999
2013-08-19,12466939500
2013-08-20,12590527500
2013-08-21,12451491000
2013-08-22,12575079000
2013-08-23,12451491000
2013-08-26,12420593999
2013-08-27,12358800000
2013-08-28,12451491000
2013-08-29,12575079000
2013-08-30,12605976000
2013-09-03,12513285000
2013-09-04,12652321500
2013-09-05,12621424500
2013-09-06,12621424500
2013-09-09,12714115500
2013-09-10,12930394499
2013-09-11,13084879500
2013-09-12,13023085500
2013-09-13,13146673500
2013-09-16,13084879500
2013-09-17,13146673500
2013-09-18,13162122000
2013-09-19,13023085500
2013-09-20,12822255000
2013-09-23,12822255000
2013-09-24,12945843000
2013-09-25,12837703500
2013-09-26,12992188500
2013-09-27,12945843000
2013-09-30,13307151000
2013-10-01,13198584500
2013-10-02,13245112999
2013-10-03,13229603499
2013-10-04,13462246000
2013-10-07,13446736500
2013-10-08,13260622500
2013-10-09,13291641500
2013-10-10,13524284000
2013-10-11,13756926499
2013-10-14,13710398000
2013-10-15,13446736500
2013-10-16,13586322000
2013-10-17,13617340999
2013-10-18,15804180500
2013-10-21,15804180500
2013-10-22,16129880000
2013-10-23,16160899000
2013-10-24,16222937000
2013-10-25,16362522500
2013-10-28,16378032000
2013-10-29,16378032000
2013-10-30,16269465500
2013-10-31,16347012999
2013-11-01,16362522500
2013-11-04,16595164999
2013-11-05,16843317000
2013-11-06,16734750499
2013-11-07,16284975000
2013-11-08,16595164999
2013-11-11,16641693500
2013-11-12,16610674500
2013-11-13,16672712500
2013-11-14,16874336000
2013-11-15,16967393000
2013-11-18,16672712500
2013-11-19,16688222000
2013-11-20,16486598500
2013-11-21,16719240999
2013-11-22,16672712500
2013-11-25,16517617500
2013-11-26,16284975000
2013-11-27,16284975000
2013-11-29,16253956000
2013-12-02,16269465500
2013-12-03,16207427499
2013-12-04,16067842000
2013-12-05,16160899000
2013-12-06,16315994000
2013-12-09,16362522500
2013-12-10,16176408500
2013-12-11,16052332500
2013-12-12,15974785000
2013-12-13,15912747000
2013-12-16,15990294500
2013-12-17,15897237500
2013-12-18,16036823000
2013-12-19,15959275499
2013-12-20,16533127000
2013-12-23,16471088999
2013-12-24,16533127000
2013-12-26,16610674500
2013-12-27,16471088999
2013-12-30,16502108000
2013-12-31,16555513000
2014-01-02,16260433500
2014-01-03,16508921500
2014-01-06,16384677500
2014-01-07,16555513000
2014-01-08,16648696000
2014-01-09,16804001000
2014-01-10,16726348500
2014-01-13,16462330000
2014-01-14,16477860500
2014-01-15,16539982500
2014-01-16,16446799500
2014-01-17,16384677500
2014-01-21,16322555500
2014-01-22,16027476000
2014-01-23,15639213500
2014-01-24,15297542500
2014-01-27,15204359499
2014-01-28,15282012000
2014-01-29,15049054500
2014-01-30,15344134000
2014-01-31,17145671999
2014-02-03,16866123000
2014-02-04,16788470500
2014-02-05,16850592500
2014-02-06,16912714500
2014-02-07,17068019500
2014-02-10,17021428000
2014-02-11,16928245000
2014-02-12,16943775500
2014-02-13,17316507500
2014-02-14,17207794000
2014-02-18,17176733000
2014-02-19,17145671999
2014-02-20,17099080500
2014-02-21,17068019500
2014-02-24,17223324500
2014-02-25,17223324500
2014-02-26,17238855000
2014-02-27,17425221000
2014-02-28,17549465000
2014-03-03,17223324500
2014-03-04,18170685000
2014-03-05,18061971500
2014-03-06,18434703500
2014-03-07,18434703500
2014-03-10,18263868000
2014-03-11,18155154500
2014-03-12,18279398500
2014-03-13,17999849500
2014-03-14,17891136000
2014-03-17,17906666500
2014-03-18,18403642500
2014-03-19,18527886500
2014-03-20,18993801500
2014-03-21,18978271000
2014-03-24,18279398500
2014-03-25,17720300500
2014-03-26,17518404000
2014-03-27,17363099000
2014-03-28,17611587000
2014-03-31,17635832000
2014-04-01,17977371000
2014-04-02,17884224000
2014-04-03,17728979000
2014-04-04,17232195000
2014-04-07,16626739500
2014-04-08,17092474500
2014-04-09,17278768500
2014-04-10,16580166000
2014-04-11,16611214999
2014-04-14,16797509000
2014-04-15,16781984500
2014-04-16,17154572500
2014-04-17,16129955500
2014-04-21,15726318500
2014-04-22,15912612500
2014-04-23,15648696000
2014-04-24,15757367500
2014-04-25,15602122500
2014-04-28,14794848499
2014-04-29,15260583500
2014-04-30,15477926500
2014-05-01,15524500000
2014-05-02,15586597999
2014-05-05,15912612500
2014-05-06,15586597999
2014-05-07,15555549000
2014-05-08,15540024500
2014-05-09,15757367500
2014-05-12,15834989999
2014-05-13,15648696000
2014-05-14,15664220500
2014-05-15,15400304000
2014-05-16,15540024500
2014-05-19,15571073499
2014-05-20,15384779500
2014-05-21,15648696000
2014-05-22,16161004500
2014-05-23,16223102499
2014-05-27,16642264000
2014-05-28,16719886500
2014-05-29,16937229500
2014-05-30,16983803000
2014-06-02,17123523499
2014-06-03,17092474500
2014-06-04,17356391000
2014-06-05,17418489000
2014-06-06,17666881000
2014-06-09,17651356500
2014-06-10,17542685000
2014-06-11,17713454500
2014-06-12,18070518000
2014-06-13,18272336500
2014-06-16,18443106000
2014-06-17,18427581500
2014-06-18,18474155000
2014-06-19,18458630500
2014-06-20,18396532500
2014-06-23,18613875500
2014-06-24,18489679500
2014-06-25,18613875500
2014-06-26,18644924500
2014-06-27,18505204000
2014-06-30,18379350000
2014-07-01,18720570000
2014-07-02,18596490000
2014-07-03,18720570000
2014-07-07,18425880000
2014-07-08,18193230000
2014-07-09,18736080000
2014-07-10,18627510000
2014-07-11,18565470000
2014-07-14,18767100000
2014-07-15,18534450000
2014-07-16,18317310000
2014-07-17,18038130000
2014-07-18,18379350000
2014-07-21,18301800000
2014-07-22,20473200000
2014-07-23,20519730000
2014-07-24,20473200000
2014-07-25,20891970000
2014-07-28,21031560000
2014-07-29,20922990000
2014-07-30,21155640000
2014-07-31,20860950000
2014-08-01,20938500000
2014-08-04,21186660000
2014-08-05,20922990000
2014-08-06,20876460000
2014-08-07,20845440000
2014-08-08,20767890000
2014-08-11,21109110000
2014-08-12,20969520000
2014-08-13,21202170000
2014-08-14,21078090000
2014-08-15,21031560000
2014-08-18,21248700000
2014-08-19,21124620000
2014-08-20,21047070000
2014-08-21,21124620000
2014-08-22,21000540000
2014-08-25,20969520000
2014-08-26,21217680000
2014-08-27,21000540000
2014-08-28,21031560000
2014-08-29,21047070000
2014-09-02,21186660000
2014-09-03,21093600000
2014-09-04,21109110000
2014-09-05,21031560000
2014-09-08,21047070000
2014-09-09,20783400000
2014-09-10,20829930000
2014-09-11,20860950000
2014-09-12,20628300000
2014-09-15,20349120000
2014-09-16,20287080000
2014-09-17,20256060000
2014-09-18,20612790000
2014-09-19,20597280000
2014-09-22,20349120000
2014-09-23,20302590000
2014-09-24,20612790000
2014-09-25,20271570000
2014-09-26,20504220000
2014-09-29,20566260000
2014-09-30,20677496000
2014-10-01,20537888000
2014-10-02,20553400000
2014-10-03,20925688000
2014-10-06,20817104000
2014-10-07,20568912000
2014-10-08,20848128000
2014-10-09,20491352000
2014-10-10,20336232000
2014-10-13,19839848000
2014-10-14,20196624000
2014-10-15,20088040000
2014-10-16,20041504000
2014-10-17,19901896000
2014-10-20,20258672000
2014-10-21,18847080000
2014-10-22,18893616000
2014-10-23,18924640000
2014-10-24,19110784000
2014-10-27,19545120000
2014-10-28,20041504000
2014-10-29,19855360000
2014-10-30,19839848000
2014-10-31,19793312000
2014-11-03,19808824000
2014-11-04,20088040000
2014-11-05,19932920000
2014-11-06,20072528000
2014-11-07,20134576000
2014-11-10,20134576000
2014-11-11,20367256000
2014-11-12,20615448000
2014-11-13,20817104000
2014-11-14,20786080000
2014-11-17,20429304000
2014-11-18,20413792000
2014-11-19,20429304000
2014-11-20,20568912000
2014-11-21,20413792000
2014-11-24,20460328000
2014-11-25,20320720000
2014-11-26,20475840000
2014-11-28,20584424000
2014-12-01,20506864000
2014-12-02,20475840000
2014-12-03,20212136000
2014-12-04,20599936000
2014-12-05,20491352000
2014-12-08,20382768000
2014-12-09,20382768000
2014-12-10,20165600000
2014-12-11,20305208000
2014-12-12,20398280000
2014-12-15,20134576000
2014-12-16,19653704000
2014-12-17,20134576000
2014-12-18,20336232000
2014-12-19,20212136000
2014-12-22,20708520000
2014-12-23,20755056000
2014-12-24,20879152000
2014-12-26,21034272000
2014-12-29,21484120000
2014-12-30,21251440000
2014-12-31,21244142000
2015-01-02,21057926000
2015-01-05,20716530000
2015-01-06,20623422000
2015-01-07,21554502000
2015-01-08,22345920000
2015-01-09,22175222000
2015-01-12,22082114000
2015-01-13,22159704000
2015-01-14,22020042000
2015-01-15,21756236000
2015-01-16,22066596000
2015-01-20,21911416000
2015-01-21,21849344000
2015-01-22,22144186000
2015-01-23,22144186000
2015-01-26,22454546000
2015-01-27,22392474000
2015-01-28,22097632000
2015-01-29,22175222000
2015-01-30,22035560000
2015-02-02,22113150000
2015-02-03,22547654000
2015-02-04,20980336000
2015-02-05,20825156000
2015-02-06,20483760000
2015-02-09,20111328000
2015-02-10,20638940000
2015-02-11,20778602000
2015-02-12,20809638000
2015-02-13,20949300000
2015-02-17,20825156000
2015-02-18,20933782000
2015-02-19,20902746000
2015-02-20,20918264000
2015-02-23,20825156000
2015-02-24,20732048000
2015-02-25,20964818000
2015-02-26,20809638000
2015-02-27,20638940000
2015-03-02,20825156000
2015-03-03,20747566000
2015-03-04,20607904000
2015-03-05,20809638000
2015-03-06,20437206000
2015-03-09,20499278000
2015-03-10,20313062000
2015-03-11,20514796000
2015-03-12,20809638000
2015-03-13,20933782000
2015-03-16,21073444000
2015-03-17,20856192000
2015-03-18,20902746000
2015-03-19,21119998000
2015-03-20,21306214000
2015-03-23,21337250000
2015-03-24,21135516000
2015-03-25,20669976000
2015-03-26,20452724000
2015-03-27,20561350000
2015-03-30,20344098000
2015-03-31,20243560000
2015-04-01,20305800000
2015-04-02,20305800000
2015-04-06,20539200000
2015-04-07,20492520000
2015-04-08,20368040000
2015-04-09,20274680000
2015-04-10,21254960000
2015-04-13,21270520000
2015-04-14,21099360000
2015-04-15,21083800000
2015-04-16,21208280000
2015-04-17,21286080000
2015-04-20,21379440000
2015-04-21,21550600000
2015-04-22,19947920000
2015-04-23,19776760000
2015-04-24,19839000000
2015-04-27,20041280000
2015-04-28,19901240000
2015-04-29,19605600000
2015-04-30,19341080000
