,INTU
2004-08-24,7857795120
2004-08-25,7963268880
2004-08-26,8031073440
2004-08-27,8031073440
2004-08-30,7933133519
2004-08-31,7963268880
2004-09-01,7963268880
2004-09-02,8200584840
2004-09-03,8091344160
2004-09-07,8193051000
2004-09-08,8091344160
2004-09-09,8147847960
2004-09-10,8407765440
2004-09-13,8381397000
2004-09-14,8373863160
2004-09-15,8328660120
2004-09-16,8377630079
2004-09-17,8392697760
2004-09-20,8351261640
2004-09-21,8396464680
2004-09-22,8245787880
2004-09-23,8283457079
2004-09-24,8264622480
2004-09-27,8151614880
2004-09-28,8159148720
2004-09-29,8449201560
2004-09-30,8550908400
2004-10-01,8799525120
2004-10-04,8637547560
2004-10-05,8622479880
2004-10-06,8709119040
2004-10-07,8535840720
2004-10-08,8272156320
2004-10-11,8306058600
2004-10-12,8339960880
2004-10-13,8396464680
2004-10-14,8524539960
2004-10-15,8460502320
2004-10-18,8645081400
2004-10-19,8524539960
2004-10-20,8513239200
2004-10-21,8494404600
2004-10-22,8366329320
2004-10-25,8253321720
2004-10-26,8245787880
2004-10-27,8520773040
2004-10-28,8622479880
2004-10-29,8543374560
2004-11-01,8526506560
2004-11-02,8444520920
2004-11-03,8485513740
2004-11-04,8604765580
2004-11-05,8038319340
2004-11-08,8172477660
2004-11-09,8157571180
2004-11-10,8004779760
2004-11-11,8086765400
2004-11-12,8101671879
2004-11-15,8206017240
2004-11-16,8124031600
2004-11-17,8112851740
2004-11-18,8097945260
2004-11-19,8097945260
2004-11-22,8060679060
2004-11-23,8056952440
2004-11-24,8038319340
2004-11-26,8012233000
2004-11-29,7945153840
2004-11-30,7796089040
2004-12-01,7967513560
2004-12-02,8045772580
2004-12-03,7989873280
2004-12-06,8097945260
2004-12-07,8012233000
2004-12-08,7971240180
2004-12-09,8053225820
2004-12-10,8086765400
2004-12-13,8138938080
2004-12-14,8247010060
2004-12-15,8276823020
2004-12-16,8191110760
2004-12-17,8131484840
2004-12-20,8138938080
2004-12-21,8146391320
2004-12-22,8220923720
2004-12-23,8273096400
2004-12-27,8209743860
2004-12-28,8328995700
2004-12-29,8351355420
2004-12-30,8276823020
2004-12-31,8198564000
2005-01-03,7993599900
2005-01-04,7732736500
2005-01-05,7643297620
2005-01-06,7594851560
2005-01-07,7691743680
2005-01-10,7717830020
2005-01-11,7561311980
2005-01-12,7520319160
2005-01-13,7300448580
2005-01-14,7401067320
2005-01-18,7274362240
2005-01-19,7099211100
2005-01-20,7263182379
2005-01-21,7143930540
2005-01-24,7106664340
2005-01-25,7192376600
2005-01-26,7278088860
2005-01-27,7177470120
2005-01-28,7184923360
2005-01-31,7153458000
2005-02-01,7135115800
2005-02-02,7021394160
2005-02-03,6922346280
2005-02-04,7032399480
2005-02-07,7160794880
2005-02-08,6955362240
2005-02-09,6915009400
2005-02-10,7135115800
2005-02-11,7362559080
2005-02-14,7351553760
2005-02-15,7432259440
2005-02-16,7344216880
2005-02-17,7358890640
2005-02-18,7512965120
2005-02-22,7362559080
2005-02-23,7446933200
2005-02-24,7494622920
2005-02-25,7670708040
2005-02-28,7850461599
2005-03-01,7942172599
2005-03-02,7956846360
2005-03-03,7978857000
2005-03-04,8055894240
2005-03-07,8121926160
2005-03-08,8044888920
2005-03-09,8052225800
2005-03-10,8158610559
2005-03-11,8063231120
2005-03-14,8162279000
2005-03-15,7909156640
2005-03-16,7876140680
2005-03-17,7945841040
2005-03-18,7964183240
2005-03-21,8063231120
2005-03-22,7997199200
2005-03-23,8048557360
2005-03-24,8059562680
2005-03-28,8088910200
2005-03-29,8041220480
2005-03-30,8081573320
2005-03-31,8030215160
2005-04-01,7905488200
2005-04-04,7920161960
2005-04-05,7835787840
2005-04-06,7788098120
2005-04-07,7890814440
2005-04-08,7898151320
2005-04-11,7905488200
2005-04-12,7901819760
2005-04-13,7758750599
2005-04-14,7740408400
2005-04-15,7766087480
2005-04-18,7590002360
2005-04-19,7637692080
2005-04-20,7567991720
2005-04-21,7810108760
2005-04-22,7799103440
2005-04-25,7578997040
2005-04-26,7560654840
2005-04-27,7545981080
2005-04-28,7351553760
2005-04-29,7391906599
2005-05-02,7298482840
2005-05-03,7305579080
2005-05-04,7451052000
2005-05-05,7458148240
2005-05-06,7369445240
2005-05-09,7475888840
2005-05-10,7419118920
2005-05-11,7458148240
2005-05-12,7525562520
2005-05-13,7674583560
2005-05-16,7741997840
2005-05-17,7841345200
2005-05-18,7848441440
2005-05-19,7717161000
2005-05-20,7702968520
2005-05-23,7695872280
2005-05-24,7617813640
2005-05-25,7635554240
2005-05-26,7653294840
2005-05-27,7678131680
2005-05-31,7678131680
2005-06-01,7791671520
2005-06-02,7741997840
2005-06-03,7607169280
2005-06-06,7717161000
2005-06-07,7784575280
2005-06-08,7830700840
2005-06-09,7922951959
2005-06-10,7869730160
2005-06-13,8043588040
2005-06-14,7944240680
2005-06-15,8032943680
2005-06-16,8093261720
2005-06-17,8047136160
2005-06-20,7958433160
2005-06-21,8004558720
2005-06-22,8022299320
2005-06-23,7905211360
2005-06-24,7873278280
2005-06-27,7954885040
2005-06-28,8032943680
2005-06-29,8004558720
2005-06-30,8004558720
2005-07-01,7983270000
2005-07-05,7951336920
2005-07-06,8011654959
2005-07-07,8249379000
2005-07-08,8526132360
2005-07-11,8401948160
2005-07-12,8533228600
2005-07-13,8639672200
2005-07-14,8668057160
2005-07-15,8692894000
2005-07-18,8671605280
2005-07-19,8643220320
2005-07-20,8682249640
2005-07-21,8653864680
2005-07-22,8579354160
2005-07-25,8589998520
2005-07-26,8508391760
2005-07-27,8536776720
2005-07-28,8511939879
2005-07-29,8515488000
2005-08-01,8480006799
2005-08-02,8515488000
2005-08-03,8543872959
2005-08-04,8508391760
2005-08-05,8501295520
2005-08-08,8348726360
2005-08-09,8373563200
2005-08-10,8320341400
2005-08-11,8451621840
2005-08-12,8306148920
2005-08-15,8323889520
2005-08-16,8242282760
2005-08-17,8277763959
2005-08-18,8196157200
2005-08-19,8185512840
2005-08-22,8121646680
2005-08-23,8142935400
2005-08-24,8220994040
2005-08-25,7763286560
2005-08-26,7816508360
2005-08-29,7958433160
2005-08-30,7951336920
2005-08-31,8132291040
2005-09-01,8178416600
2005-09-02,8142935400
2005-09-06,8071973000
2005-09-07,8121646680
2005-09-08,8171320360
2005-09-09,8146483520
2005-09-12,8093261720
2005-09-13,7990366240
2005-09-14,7919403840
2005-09-15,7937144440
2005-09-16,8064876760
2005-09-19,7944240680
2005-09-20,7933596320
2005-09-21,7915855720
2005-09-22,8064876760
2005-09-23,8040039920
2005-09-26,7961981280
2005-09-27,7937144440
2005-09-28,7993914360
2005-09-29,7830700840
2005-09-30,7951336920
2005-10-03,7926500080
2005-10-04,8015203080
2005-10-05,7805864000
2005-10-06,7812960240
2005-10-07,7791671520
2005-10-10,7752642200
2005-10-11,7702968520
2005-10-12,7663939200
2005-10-13,7575236200
2005-10-14,7628458000
2005-10-17,7653294840
2005-10-18,7727805360
2005-10-19,7880374520
2005-10-20,7816508360
2005-10-21,8047136160
2005-10-24,8160676000
2005-10-25,8075521120
2005-10-26,8086165480
2005-10-27,7951336920
2005-10-28,8114550440
2005-10-31,8042704320
2005-11-01,8074230600
2005-11-02,8354464200
2005-11-03,8385990480
2005-11-04,8340452520
2005-11-07,8378984640
2005-11-08,8403505079
2005-11-09,8431528440
2005-11-10,8529610200
2005-11-11,8557633560
2005-11-14,8631194880
2005-11-15,8561136480
2005-11-16,8617183200
2005-11-17,9282738000
2005-11-18,9356299320
2005-11-21,9415848960
2005-11-22,9412346040
2005-11-23,9377316840
2005-11-25,9426357720
2005-11-28,9363305160
2005-11-29,9349293480
2005-11-30,9384322680
2005-12-01,9384322680
2005-12-02,9352796400
2005-12-05,9230194200
2005-12-06,9237200040
2005-12-07,9188159160
2005-12-08,9216182520
2005-12-09,9359802240
2005-12-12,9703088400
2005-12-13,9734614680
2005-12-14,9619018320
2005-12-15,9531445320
2005-12-16,9317767200
2005-12-19,9198667920
2005-12-20,9251211720
2005-12-21,9317767200
2005-12-22,9412346040
2005-12-23,9454381080
2005-12-27,9380819760
2005-12-28,9387825600
2005-12-29,9398334360
2005-12-30,9335281800
2006-01-03,9471895680
2006-01-04,9485907360
2006-01-05,9345790560
2006-01-06,9450878160
2006-01-09,9307258440
2006-01-10,9286240920
2006-01-11,9212679600
2006-01-12,9170644560
2006-01-13,9076065720
2006-01-17,9107592000
2006-01-18,9198667920
2006-01-19,9296749680
2006-01-20,9030527760
2006-01-23,8953463520
2006-01-24,9020019000
2006-01-25,8995498560
2006-01-26,9153129960
2006-01-27,9149627040
2006-01-30,9153129960
2006-01-31,8993843900
2006-02-01,9066014600
2006-02-02,8976660400
2006-02-03,8780768500
2006-02-06,8856375900
2006-02-07,8763585000
2006-02-08,8777331800
2006-02-09,8863249300
2006-02-10,9014464100
2006-02-13,9121001800
2006-02-14,9193172500
2006-02-15,9268779900
2006-02-16,9416558000
2006-02-17,8464592100
2006-02-21,8354617700
2006-02-22,8433661800
2006-02-23,8347744300
2006-02-24,8351181000
2006-02-27,8498959100
2006-02-28,8354617700
2006-03-01,8413041600
2006-03-02,8320250700
2006-03-03,8351181000
2006-03-06,8351181000
2006-03-07,8399294800
2006-03-08,8333997500
2006-03-09,8890742900
2006-03-10,9066014600
2006-03-13,9052267800
2006-03-14,9007590700
2006-03-15,9090071500
2006-03-16,9158805500
2006-03-17,9127875200
2006-03-20,9076324700
2006-03-21,9237849600
2006-03-22,9217229400
2006-03-23,9069451300
2006-03-24,8997280600
2006-03-27,8914799800
2006-03-28,8849502500
2006-03-29,9114128400
2006-03-30,9076324700
2006-03-31,9141622000
2006-04-03,9193172500
2006-04-04,9234412900
2006-04-05,9313457000
2006-04-06,9330640500
2006-04-07,9258469800
2006-04-10,9248159700
2006-04-11,9227539500
2006-04-12,9261906500
2006-04-13,9265343200
2006-04-17,9124438500
2006-04-18,9368444200
2006-04-19,9450925000
2006-04-20,9770538100
2006-04-21,9457798400
2006-04-24,9523095700
2006-04-25,9416558000
2006-04-26,9533405800
2006-04-27,9437178200
2006-04-28,9310020300
2006-05-01,9472111680
2006-05-02,9502932000
2006-05-03,9444715840
2006-05-04,9564572640
2006-05-05,9595392960
2006-05-08,9674156000
2006-05-09,9571421600
2006-05-10,9407046560
2006-05-11,9341981440
2006-05-12,9191304320
2006-05-15,9112541280
2006-05-16,8917345920
2006-05-17,8780366720
2006-05-18,8951590720
2006-05-19,8845431840
2006-05-22,9095418880
2006-05-23,8862554240
2006-05-24,9119390240
2006-05-25,9198153280
2006-05-26,9225549120
2006-05-30,9273491840
2006-05-31,9465262720
2006-06-01,9547450240
2006-06-02,9526903360
2006-06-05,9417320000
2006-06-06,9307736640
2006-06-07,9297463200
2006-06-08,9170757440
2006-06-09,8893374560
2006-06-12,8807762560
2006-06-13,9023504800
2006-06-14,9054325120
2006-06-15,9379650720
2006-06-16,9341981440
2006-06-19,9448140320
2006-06-20,9502932000
2006-06-21,9718674240
2006-06-22,9718674240
2006-06-23,9746070080
2006-06-26,9759768000
2006-06-27,9930992000
2006-06-28,10133036320
2006-06-29,10273440000
2006-06-30,10365900960
2006-07-03,10307684800
2006-07-05,10345354080
2006-07-06,10208374880
2006-07-07,10009755040
2006-07-10,10037150880
2006-07-11,10157007680
2006-07-12,10115913920
2006-07-13,9811135200
2006-07-14,9732372160
2006-07-17,9794012800
2006-07-18,9807710720
2006-07-19,10259742080
2006-07-20,9982359200
2006-07-21,10040575360
2006-07-24,10461786400
2006-07-25,10735744800
2006-07-26,10715197920
2006-07-27,10622736960
2006-07-28,10667255200
2006-07-31,10687626180
2006-08-01,10358722880
2006-08-02,10441814240
2006-08-03,10621845520
2006-08-04,10452200660
2006-08-07,10310252920
2006-08-08,10223699420
2006-08-09,10382957860
2006-08-10,10490284200
2006-08-11,10493746340
2006-08-14,10524905600
2006-08-15,10770717540
2006-08-16,10916127420
2006-08-17,10860733180
2006-08-18,10860733180
2006-08-21,10767255400
2006-08-22,10763793260
2006-08-23,10625307660
2006-08-24,10670315480
2006-08-25,10670315480
2006-08-28,10698012600
2006-08-29,10607996960
2006-08-30,10646080500
2006-08-31,10476435640
2006-09-01,10663391200
2006-09-05,10846884620
2006-09-06,10902278860
2006-09-07,10601072680
2006-09-08,10788028240
2006-09-11,10805338940
2006-09-12,11113469400
2006-09-13,11175787920
2006-09-14,11296962820
2006-09-15,11435448420
2006-09-18,11397364880
2006-09-19,11470069820
2006-09-20,11476994100
2006-09-21,11248492860
2006-09-22,11189636480
2006-09-25,11300424960
2006-09-26,11203485040
2006-09-27,11324659940
2006-09-28,11380054180
2006-09-29,11110007260
2006-10-02,11078848000
2006-10-03,11366205620
2006-10-04,11868215920
2006-10-05,11840518800
2006-10-06,11885526620
2006-10-09,11875140199
2006-10-10,11747041020
2006-10-11,11840518800
2006-10-12,12134800699
2006-10-13,12231740620
2006-10-16,12210967780
2006-10-17,12228278480
2006-10-18,12387536920
2006-10-19,12262899880
2006-10-20,12210967780
2006-10-23,12065557900
2006-10-24,11972080120
2006-10-25,11999777239
2006-10-26,12124414280
2006-10-27,11920148020
2006-10-30,12141724980
2006-10-31,12255630499
2006-11-01,11991769900
2006-11-02,11981354350
2006-11-03,11849424050
2006-11-06,12213968300
2006-11-07,11929276600
2006-11-08,11957051400
2006-11-09,11759155950
2006-11-10,11901501800
2006-11-13,11873727000
2006-11-14,11981354350
2006-11-15,11946635849
2006-11-16,12085509850
2006-11-17,11269625100
2006-11-20,11085617050
2006-11-21,11023123750
2006-11-22,10953686750
2006-11-24,11037011150
2006-11-27,11050898550
2006-11-28,10977989700
2006-11-29,11071729650
2006-11-30,10943271200
2006-12-01,10700241700
2006-12-04,10887721600
2006-12-05,10800925350
2006-12-06,10873834200
2006-12-07,10703713550
2006-12-08,10710657250
2006-12-11,10710657250
2006-12-12,10620389150
2006-12-13,10773150550
2006-12-14,10918968250
2006-12-15,10939799350
2006-12-18,10682882450
2006-12-19,10655107650
2006-12-20,10606501750
2006-12-21,10637748400
2006-12-22,10519705500
2006-12-26,10526649200
2006-12-27,10686354300
2006-12-28,10568311400
2006-12-29,10592614350
2007-01-03,10238485650
2007-01-04,10380831500
2007-01-05,10356528550
2007-01-08,10009343550
2007-01-09,10044062050
2007-01-10,10203767150
2007-01-11,10300978950
2007-01-12,10516233650
2007-01-16,10491930700
2007-01-17,10616917300
2007-01-18,10825228300
2007-01-19,10887721600
2007-01-22,10773150550
2007-01-23,11033539300
2007-01-24,11099504450
2007-01-25,10894665300
2007-01-26,10804397200
2007-01-29,10839115700
2007-01-30,10734960200
2007-01-31,10677117750
2007-02-01,10636378350
2007-02-02,10585454100
2007-02-05,10717857150
2007-02-06,10629588450
2007-02-07,10751806650
2007-02-08,10812915750
2007-02-09,10673722800
2007-02-12,10524345000
2007-02-13,10548109650
2007-02-14,10690697550
2007-02-15,10605823800
2007-02-16,10510765200
2007-02-20,10541319750
2007-02-21,10609218750
2007-02-22,10476815700
2007-02-23,10619403600
2007-02-26,10483605600
2007-02-27,10008312600
2007-02-28,10018497450
2007-03-01,9865724700
2007-03-02,9886094400
2007-03-05,9692582250
2007-03-06,9743506500
2007-03-07,9583943850
2007-03-08,9499070100
2007-03-09,9580548900
2007-03-12,9546599400
2007-03-13,9370062000
2007-03-14,9556784250
2007-03-15,9824985300
2007-03-16,9753691350
2007-03-19,9845355000
2007-03-20,9950598450
2007-03-21,10184850000
2007-03-22,9349692300
2007-03-23,9298768050
2007-03-26,9291978150
2007-03-27,9353087250
2007-03-28,9159575100
2007-03-29,9183339750
2007-03-30,9288583200
2007-04-02,9207104400
2007-04-03,9312347850
2007-04-04,9281793300
2007-04-05,9393826650
2007-04-09,9560179200
2007-04-10,9621288300
2007-04-11,9631473150
2007-04-12,9702767100
2007-04-13,9719741850
2007-04-16,9916648950
2007-04-17,9981153000
2007-04-18,9998127750
2007-04-19,10025287350
2007-04-20,10042262100
2007-04-23,10072816650
2007-04-24,9889489350
2007-04-25,9970968150
2007-04-26,9899674200
2007-04-27,9882699450
2007-04-30,9601732750
2007-05-01,9524108900
2007-05-02,9594982850
2007-05-03,9632107300
2007-05-04,9544358600
2007-05-07,9567983250
2007-05-08,9534233750
2007-05-09,9490359400
2007-05-10,9439735150
2007-05-11,9412735550
2007-05-14,9382361000
2007-05-15,9250737950
2007-05-16,9449860000
2007-05-17,9355361400
2007-05-18,10651342200
2007-05-21,10533218950
2007-05-22,10452220150
2007-05-23,10401595900
2007-05-24,10246348200
2007-05-25,10219348600
2007-05-29,10222723550
2007-05-30,10303722350
2007-05-31,10293597500
2007-06-01,10384721150
2007-06-04,10212598700
2007-06-05,10104600300
2007-06-06,10047226150
2007-06-07,9814354600
2007-06-08,9956102500
2007-06-11,10070850800
2007-06-12,9929102900
2007-06-13,10030351400
2007-06-14,10091100500
2007-06-15,10067475850
2007-06-18,9912228150
2007-06-19,9925727950
2007-06-20,9898728350
2007-06-21,10104600300
2007-06-22,10070850800
2007-06-25,10084350600
2007-06-26,10141724750
2007-06-27,10242973250
2007-06-28,10263222950
2007-06-29,10151849600
2007-07-02,9993226950
2007-07-03,10040476250
2007-07-05,10077600700
2007-07-06,9976352200
2007-07-09,9942602700
2007-07-10,9986477050
2007-07-11,10043851200
2007-07-12,10276722750
2007-07-13,10185599100
2007-07-16,10148474650
2007-07-17,10104600300
2007-07-18,10060725950
2007-07-19,10074225750
2007-07-20,10138349800
2007-07-23,10212598700
2007-07-24,10114725150
2007-07-25,10148474650
2007-07-26,9942602700
2007-07-27,9783980050
2007-07-30,9790729950
2007-07-31,9668405760
2007-08-01,9708915840
2007-08-02,9715667520
2007-08-03,9486110400
2007-08-06,10215291840
2007-08-07,9995862240
2007-08-08,9563754720
2007-08-09,8959479360
2007-08-10,9529996320
2007-08-13,9492862080
2007-08-14,9384835200
2007-08-15,9523244640
2007-08-16,9806815200
2007-08-17,9671781600
2007-08-20,9445600320
2007-08-21,9621144000
2007-08-22,9769680960
2007-08-23,9455727840
2007-08-24,9418593600
2007-08-27,9232922400
2007-08-28,8989861920
2007-08-29,9155278080
2007-08-30,9172157280
2007-08-31,9219419040
2007-09-04,9374707680
2007-09-05,9185660640
2007-09-06,9192412320
2007-09-07,9003365280
2007-09-10,9023620320
2007-09-11,9222794880
2007-09-12,9469231200
2007-09-13,9624519840
2007-09-14,9607640640
2007-09-17,9580633920
2007-09-18,9924969600
2007-09-19,10046499840
2007-09-20,10090385760
2007-09-21,10026244800
2007-09-24,9897962880
2007-09-25,9921593760
2007-09-26,9921593760
2007-09-27,9958728000
2007-09-28,10228795200
2007-10-01,10515741600
2007-10-02,10478607360
2007-10-03,10512365760
2007-10-04,10535996640
2007-10-05,10714916160
2007-10-08,10779057120
2007-10-09,10880332319
2007-10-10,10978231680
2007-10-11,10930969920
2007-10-12,11038996800
2007-10-15,10748674560
2007-10-16,10762177920
2007-10-17,10826318880
2007-10-18,11035620960
2007-10-19,10583258400
2007-10-22,10677781920
2007-10-23,10613640960
2007-10-24,10593385920
2007-10-25,10590010080
2007-10-26,10576506720
2007-10-29,10556251680
2007-10-30,10519117440
2007-10-31,10652741630
2007-11-01,10540154370
2007-11-02,10775263060
2007-11-05,10715658040
2007-11-06,10649430239
2007-11-07,10255374830
2007-11-08,10073248380
2007-11-09,9844762470
2007-11-12,10129542010
2007-11-13,10112985060
2007-11-14,9738797990
2007-11-15,9689127140
2007-11-16,10023577530
2007-11-19,9848073860
2007-11-20,9708995480
2007-11-21,9606342390
2007-11-23,9659324630
2007-11-26,9404347600
2007-11-27,9665947410
2007-11-28,9937481390
2007-11-29,9884499150
2007-11-30,9708995480
2007-12-03,9679192970
2007-12-04,9646079070
2007-12-05,9831516910
2007-12-06,9851385250
2007-12-07,9838139690
2007-12-10,9977218070
2007-12-11,9814959960
2007-12-12,9884499150
2007-12-13,10023577530
2007-12-14,9861319420
2007-12-17,9725552430
2007-12-18,9858008030
2007-12-19,9963972510
2007-12-20,10076559770
2007-12-21,10493794910
2007-12-24,10497106300
2007-12-26,10629561900
2007-12-27,10463992400
2007-12-28,10536842980
2007-12-31,10467303790
2008-01-02,10308357070
2008-01-03,10255374830
2008-01-04,9977218070
2008-01-07,10391141820
2008-01-08,10116296450
2008-01-09,10169278690
2008-01-10,10228883710
2008-01-11,10033511700
2008-01-14,10103050890
2008-01-15,10132853400
2008-01-16,10523597420
2008-01-17,10106362280
2008-01-18,10129542010
2008-01-22,9576539880
2008-01-23,9755354940
2008-01-24,9781846060
2008-01-25,9805025790
2008-01-28,9801714400
2008-01-29,9967283900
2008-01-30,10083182550
2008-01-31,9925391520
2008-02-01,10077393280
2008-02-04,10061222880
2008-02-05,9660196960
2008-02-06,9482322560
2008-02-07,9462918080
2008-02-08,9621388000
2008-02-11,9702240000
2008-02-12,9721644480
2008-02-13,10184117920
2008-02-14,9854241760
2008-02-15,9825135040
2008-02-19,9776623840
2008-02-20,9851007680
2008-02-21,9634324320
2008-02-22,8748186400
2008-02-25,8848442880
2008-02-26,8968103840
2008-02-27,8929294880
2008-02-28,8974572000
2008-02-29,8589716480
2008-03-03,8696441120
2008-03-04,8761122720
2008-03-05,8786995360
2008-03-06,8693207040
2008-03-07,8654398080
2008-03-10,8563843840
2008-03-11,8596184640
2008-03-12,8580014240
2008-03-13,8528268960
2008-03-14,8253372160
2008-03-17,8221031360
2008-03-18,8751420480
2008-03-19,8767590880
2008-03-20,8670568480
2008-03-24,8880783680
2008-03-25,8984274240
2008-03-26,8958401600
2008-03-27,8754654560
2008-03-28,8712611520
2008-03-31,8735250080
2008-04-01,9129807840
2008-04-02,9188021280
2008-04-03,9191255360
2008-04-04,9139510080
2008-04-07,9087764800
2008-04-08,9023083200
2008-04-09,8964869760
2008-04-10,9061892160
2008-04-11,8806399840
2008-04-14,8748186400
2008-04-15,8887251840
2008-04-16,9068360320
2008-04-17,8971337920
2008-04-18,9378832000
2008-04-21,9230064320
2008-04-22,8974572000
2008-04-23,9113637440
2008-04-24,9039253600
2008-04-25,8926060800
2008-04-28,8945465280
2008-04-29,8893720000
2008-04-30,8718564930
2008-05-01,9015972410
2008-05-02,9109720420
2008-05-05,8948085920
2008-05-06,8977180130
2008-05-07,8789684110
2008-05-08,8967482060
2008-05-09,8692703410
2008-05-12,8918991710
2008-05-13,8847872530
2008-05-14,8935155160
2008-05-15,9038601240
2008-05-16,8980412820
2008-05-19,8857570600
2008-05-20,8796149490
2008-05-21,9096789660
2008-05-22,9206701120
2008-05-23,8896362880
2008-05-27,9251958780
2008-05-28,9274587610
2008-05-29,9352172170
2008-05-30,9361870240
2008-06-02,9255191470
2008-06-03,9336008720
2008-06-04,9578460470
2008-06-05,9701302690
2008-06-06,9400662520
2008-06-09,9387731760
2008-06-10,9336008720
2008-06-11,9171141530
2008-06-12,9287518370
2008-06-13,9504108600
2008-06-16,9672208480
2008-06-17,9400662520
2008-06-18,9281052990
2008-06-19,9491177840
2008-06-20,9235795330
2008-06-23,9248726090
2008-06-24,9087091590
2008-06-25,9345706790
2008-06-26,9171141530
2008-06-27,9087091590
2008-06-30,8912526330
2008-07-01,9019205100
2008-07-02,8805847560
2008-07-03,8983645510
2008-07-07,8993343580
2008-07-08,9116185800
2008-07-09,8589257330
2008-07-10,8689470720
2008-07-11,8602188090
2008-07-14,8579559260
2008-07-15,8573093880
2008-07-16,8789684110
2008-07-17,8973947440
2008-07-18,9054764690
2008-07-21,8876966740
2008-07-22,8983645510
2008-07-23,8948085920
2008-07-24,8763822590
2008-07-25,8838174460
2008-07-28,8650678440
2008-07-29,8847872530
2008-07-30,8841407150
2008-07-31,8827590000
2008-08-01,8863120000
2008-08-04,9021390000
2008-08-05,9399300000
2008-08-06,9463900000
2008-08-07,9538190000
2008-08-08,9648010000
2008-08-11,9793360000
2008-08-12,9841810000
2008-08-13,9725530000
2008-08-14,9896720000
2008-08-15,9874110000
2008-08-18,9812740000
2008-08-19,9638320000
2008-08-20,9796590000
2008-08-21,9699690000
2008-08-22,10064680000
2008-08-25,9854730000
2008-08-26,9748140000
2008-08-27,9815970000
2008-08-28,10000080000
2008-08-29,9712610000
2008-09-02,9838580000
2008-09-03,9857960000
2008-09-04,9560800000
2008-09-05,9641550000
2008-09-08,9867650000
2008-09-09,9786900000
2008-09-10,9744910000
2008-09-11,9864420000
2008-09-12,9832120000
2008-09-15,9580180000
2008-09-16,9609250000
2008-09-17,9425140000
2008-09-18,9854730000
2008-09-19,10252020000
2008-09-22,9909640000
2008-09-23,9974240000
2008-09-24,10090520000
2008-09-25,10164810000
2008-09-26,10316620000
2008-09-29,9664160000
2008-09-30,10210030000
2008-10-01,9835350000
2008-10-02,9667390000
2008-10-03,8989090000
2008-10-06,8679010000
2008-10-07,8158980000
2008-10-08,8320480000
2008-10-09,7936110000
2008-10-10,8091150000
2008-10-13,8659630000
2008-10-14,8294640000
2008-10-15,7668019999
2008-10-16,8052390000
2008-10-17,8000710000
2008-10-20,8391540000
2008-10-21,8087920000
2008-10-22,7626030000
2008-10-23,7603420000
2008-10-24,7367630000
2008-10-27,7251350000
2008-10-28,7855360000
2008-10-29,7874740000
2008-10-30,8007170000
2008-10-31,8044260000
2008-11-03,8191920000
2008-11-04,8191920000
2008-11-05,8127720000
2008-11-06,7675110000
2008-11-07,7704000000
2008-11-10,7620539999
2008-11-11,7376580000
2008-11-12,6901500000
2008-11-13,7366950000
2008-11-14,6927179999
2008-11-17,6840510000
2008-11-18,6827670000
2008-11-19,6596550000
2008-11-20,6615810000
2008-11-21,7254600000
2008-11-24,7302750000
2008-11-25,7004220000
2008-11-26,7193610000
2008-11-28,7113360000
2008-12-01,6480990000
2008-12-02,7023480000
2008-12-03,7383000000
2008-12-04,7167929999
2008-12-05,7495350000
2008-12-08,7623750000
2008-12-09,7498560000
2008-12-10,7594860000
2008-12-11,7183980000
2008-12-12,7379789999
2008-12-15,7328429999
2008-12-16,7652640000
2008-12-17,7443990000
2008-12-18,7273860000
2008-12-19,7463250000
2008-12-22,7286700000
2008-12-23,7238550000
2008-12-24,7235340000
2008-12-26,7299539999
2008-12-29,7270650000
2008-12-30,7572390000
2008-12-31,7636590000
2009-01-02,7832400000
2009-01-05,7983270000
2009-01-06,8134140000
2009-01-07,8085990000
2009-01-08,8134140000
2009-01-09,7870920000
2009-01-12,7761780000
2009-01-13,7720050000
2009-01-14,7495350000
2009-01-15,7646220000
2009-01-16,7707210000
2009-01-20,7312380000
2009-01-21,7540289999
2009-01-22,7415100000
2009-01-23,7504980000
2009-01-26,7453620000
2009-01-27,7447200000
2009-01-28,7662270000
2009-01-29,7575600000
2009-01-30,7270650000
2009-02-02,7422100000
2009-02-03,7599200000
2009-02-04,7589540000
2009-02-05,7695800000
2009-02-06,7901880000
2009-02-09,7975940000
2009-02-10,7483279999
2009-02-11,7460740000
2009-02-12,7486500000
2009-02-13,7396340000
2009-02-17,6993840000
2009-02-18,7045360000
2009-02-19,6848940000
2009-02-20,7724779999
2009-02-23,7428540000
2009-02-24,7670040000
2009-02-25,7634620000
2009-02-26,7386680000
2009-02-27,7338380000
2009-03-02,7145180000
2009-03-03,7351259999
2009-03-04,7531580000
2009-03-05,7344820000
2009-03-06,7480060000
2009-03-09,7409220000
2009-03-10,7866460000
2009-03-11,7953400000
2009-03-12,8162700000
2009-03-13,8159480000
2009-03-16,8072540000
2009-03-17,8375220000
2009-03-18,8594180000
2009-03-19,8594180000
2009-03-20,8188460000
2009-03-23,8632820000
2009-03-24,8497580000
2009-03-25,8574860000
2009-03-26,8877540000
2009-03-27,8639260000
2009-03-30,8636040000
2009-03-31,8694000000
2009-04-01,8800260000
2009-04-02,8938720000
2009-04-03,8929060000
2009-04-06,8793820000
2009-04-07,8584520000
2009-04-08,8616720000
2009-04-09,8578080000
