,INTU
2013-11-26,20686560000
2013-11-27,20885360000
2013-11-29,21081320000
2013-12-02,21081320000
2013-12-03,21118240000
2013-12-04,21112560000
2013-12-05,21018840000
2013-12-06,21274440000
2013-12-09,21129600000
2013-12-10,21300000000
2013-12-11,21166520000
2013-12-12,21081320000
2013-12-13,21305680000
2013-12-16,21260240000
2013-12-17,21211960000
2013-12-18,21530040000
2013-12-19,21495960000
2013-12-20,21379520000
2013-12-23,21674879999
2013-12-24,21703280000
2013-12-26,21683400000
2013-12-27,21609560000
2013-12-30,21745879999
2013-12-31,21674879999
2014-01-02,21566960000
2014-01-03,21527200000
2014-01-06,21510160000
2014-01-07,21885040000
2014-01-08,21708960000
2014-01-09,21762920000
2014-01-10,21652160000
2014-01-13,21302840000
2014-01-14,21601040000
2014-01-15,21805520000
2014-01-16,21808360000
2014-01-17,21865160000
2014-01-21,21635120000
2014-01-22,21461879999
2014-01-23,21390879999
2014-01-24,20800160000
2014-01-27,20749040000
2014-01-28,20868320000
2014-01-29,20783120000
2014-01-30,21069960000
2014-01-31,20803000000
2014-02-03,20110040000
2014-02-04,20138440000
2014-02-05,20093000000
2014-02-06,20172520000
2014-02-07,20291800000
2014-02-10,20291800000
2014-02-11,20652480000
2014-02-12,19800480000
2014-02-13,20084480000
2014-02-14,20359960000
2014-02-18,20746200000
2014-02-19,20851280000
2014-02-20,20973400000
2014-02-21,21936160000
2014-02-24,21984440000
2014-02-25,21961720000
2014-02-26,22066800000
2014-02-27,22180400000
2014-02-28,22194600000
2014-03-03,22115080000
2014-03-04,22978440000
2014-03-05,22898920000
2014-03-06,22927320000
2014-03-07,23344800000
2014-03-10,23236879999
2014-03-11,23080680000
2014-03-12,22984120000
2014-03-13,22762600000
2014-03-14,22694440000
2014-03-17,22876200000
2014-03-18,22907440000
2014-03-19,22779640000
2014-03-20,22915960000
2014-03-21,22560960000
2014-03-24,22382040000
2014-03-25,22342280000
2014-03-26,22072480000
2014-03-27,22032720000
2014-03-28,22086680000
2014-03-31,22075320000
2014-04-01,22404760000
2014-04-02,22427480000
2014-04-03,22316720000
2014-04-04,21921960000
2014-04-07,21240360000
2014-04-08,21169360000
2014-04-09,21331240000
2014-04-10,20899560000
2014-04-11,20595680000
2014-04-14,20839920000
2014-04-15,20942160000
2014-04-16,21092680000
2014-04-17,21024520000
2014-04-21,21016000000
2014-04-22,21254560000
2014-04-23,21126760000
2014-04-24,21061440000
2014-04-25,21396560000
2014-04-28,21211960000
2014-04-29,21413600000
2014-04-30,21513000000
2014-05-01,21564120000
2014-05-02,21382360000
2014-05-05,21461879999
2014-05-06,21206280000
2014-05-07,21106879999
2014-05-08,21192080000
2014-05-09,21277280000
2014-05-12,21615240000
2014-05-13,21495960000
2014-05-14,21297160000
2014-05-15,21038720000
2014-05-16,21444840000
2014-05-19,21887879999
2014-05-20,21822560000
2014-05-21,22001480000
2014-05-22,22242879999
2014-05-23,22603560000
2014-05-27,22759760000
2014-05-28,22458720000
2014-05-29,22467240000
2014-05-30,22518360000
2014-06-02,22558120000
2014-06-03,22546760000
2014-06-04,22521200000
2014-06-05,22538240000
2014-06-06,22728520000
2014-06-09,22674560000
2014-06-10,22481440000
2014-06-11,22484280000
2014-06-12,22410440000
2014-06-13,22433160000
2014-06-16,22410440000
2014-06-17,22390560000
2014-06-18,22529720000
2014-06-19,22518360000
2014-06-20,22578000000
2014-06-23,22626280000
2014-06-24,22876200000
2014-06-25,23038080000
2014-06-26,22992640000
2014-06-27,23094879999
2014-06-30,22870520000
2014-07-01,23083520000
2014-07-02,23089200000
2014-07-03,23353320000
2014-07-07,23066480000
2014-07-08,23046600000
2014-07-09,23021040000
2014-07-10,22839280000
2014-07-11,22847800000
2014-07-14,23097720000
2014-07-15,23052280000
2014-07-16,23154520000
2014-07-17,22941520000
2014-07-18,23265280000
2014-07-21,23126120000
2014-07-22,23324920000
2014-07-23,23296520000
2014-07-24,23455560000
2014-07-25,23469760000
2014-07-28,23529400000
2014-07-29,23481120000
2014-07-30,23654360000
2014-07-31,23443420000
2014-08-01,23040160000
2014-08-04,23171720000
2014-08-05,23008700000
2014-08-06,23154560000
2014-08-07,23120240000
2014-08-08,23274680000
2014-08-11,23394800000
2014-08-12,23460580000
2014-08-13,23846680000
2014-08-14,23969660000
2014-08-15,23943920000
2014-08-18,24146980000
2014-08-19,24421540000
2014-08-20,24387220000
2014-08-21,24541660000
2014-08-22,23901019999
2014-08-25,23709400000
2014-08-26,23635040000
2014-08-27,23640760000
2014-08-28,23840960000
2014-08-29,23789480000
2014-09-02,23703680000
2014-09-03,23486320000
2014-09-04,23526360000
2014-09-05,24018280000
2014-09-08,24069760000
2014-09-09,23866700000
2014-09-10,24189880000
2014-09-11,24355760000
2014-09-12,24021140000
2014-09-15,23915320000
2014-09-16,23961080000
2014-09-17,24112660000
2014-09-18,24498760000
2014-09-19,24801920000
2014-09-22,24458720000
2014-09-23,24430120000
2014-09-24,24793340000
2014-09-25,24267100000
2014-09-26,24610300000
2014-09-29,25105080000
2014-09-30,25067900000
2014-10-01,24515920000
2014-10-02,24172720000
2014-10-03,24384360000
2014-10-06,24212760000
2014-10-07,23586420000
2014-10-08,23966800000
2014-10-09,23397660000
2014-10-10,22928620000
2014-10-13,22788480000
2014-10-14,22705540000
2014-10-15,22737000000
2014-10-16,22491040000
2014-10-17,23174580000
2014-10-20,23177440000
2014-10-21,23843820000
2014-10-22,23440560000
2014-10-23,23889580000
2014-10-24,24298560000
2014-10-27,24312860000
2014-10-28,24690380000
2014-10-29,24561680000
2014-10-30,24833380000
2014-10-31,25082850000
2014-11-03,25176900000
2014-11-04,25208250000
2014-11-05,25288050000
2014-11-06,25402050000
2014-11-07,25310850000
2014-11-10,25615800000
2014-11-11,25852350000
2014-11-12,25541700000
2014-11-13,25775400000
2014-11-14,25846650000
2014-11-17,25915050000
2014-11-18,26031900000
2014-11-19,26054700000
2014-11-20,25858050000
2014-11-21,26140200000
2014-11-24,26410950000
2014-11-25,26408100000
2014-11-26,26288400000
2014-11-28,26752950000
2014-12-01,26824200000
2014-12-02,26599050000
2014-12-03,26704500000
2014-12-04,26752950000
2014-12-05,26698800000
2014-12-08,26607600000
2014-12-09,26425200000
2014-12-10,26379600000
2014-12-11,26610450000
2014-12-12,26268450000
2014-12-15,26410950000
2014-12-16,26251350000
2014-12-17,26470800000
2014-12-18,26926800000
2014-12-19,26767200000
2014-12-22,26986650000
2014-12-23,27117750000
2014-12-24,26958150000
2014-12-26,26844150000
2014-12-29,26721600000
2014-12-30,26536350000
2014-12-31,26274150000
2015-01-02,25994850000
2015-01-05,25892250000
2015-01-06,25097100000
2015-01-07,25270950000
2015-01-08,25610100000
2015-01-09,25071450000
2015-01-12,24715200000
2015-01-13,24598350000
2015-01-14,24575550000
2015-01-15,24247800000
2015-01-16,24629700000
2015-01-20,24914700000
2015-01-21,24624000000
2015-01-22,25305150000
2015-01-23,25484700000
2015-01-26,25467600000
2015-01-27,25208250000
2015-01-28,24937500000
2015-01-29,25208250000
2015-01-30,24743699999
2015-02-02,24453560000
2015-02-03,25068500000
2015-02-04,25079580000
2015-02-05,25403670000
2015-02-06,24328910000
2015-02-09,24331680000
2015-02-10,24691780000
2015-02-11,24594830000
2015-02-12,24761030000
2015-02-13,24999250000
2015-02-17,24954930000
2015-02-18,24863520000
2015-02-19,25237470000
2015-02-20,26791440000
2015-02-23,26686180000
2015-02-24,26974260000
2015-02-25,27046280000
2015-02-26,27057360000
2015-02-27,27043510000
2015-03-02,27334360000
2015-03-03,27146000000
2015-03-04,26993650000
2015-03-05,27179240000
2015-03-06,26982570000
2015-03-09,27049050000
2015-03-10,26423030000
2015-03-11,26364860000
2015-03-12,26780360000
2015-03-13,27082290000
2015-03-16,27528260000
2015-03-17,27417460000
2015-03-18,27680610000
2015-03-19,27639060000
2015-03-20,27819110000
2015-03-23,27736010000
2015-03-24,27616900000
2015-03-25,26957640000
2015-03-26,26855150000
2015-03-27,26885620000
2015-03-30,27209710000
2015-03-31,26857920000
2015-04-01,27057360000
2015-04-02,27284500000
2015-04-06,27104450000
2015-04-07,26965950000
2015-04-08,27123840000
2015-04-09,27126610000
2015-04-10,27392530000
2015-04-13,27115530000
2015-04-14,27112760000
2015-04-15,27134920000
2015-04-16,26977030000
2015-04-17,26475660000
2015-04-20,26772050000
2015-04-21,26935480000
2015-04-22,27744320000
2015-04-23,28101650000
2015-04-24,28040710000
2015-04-27,28143200000
2015-04-28,28157050000
2015-04-29,28026860000
2015-04-30,27791410000
2015-05-01,27863430000
2015-05-04,28057330000
2015-05-05,27702770000
2015-05-06,27572580000
2015-05-07,27719390000
2015-05-08,28461750000
2015-05-11,28345410000
2015-05-12,28326020000
2015-05-13,28320480000
2015-05-14,28758140000
2015-05-15,28345410000
2015-05-18,28348180000
2015-05-19,28605790000
2015-05-20,28636260000
2015-05-21,28852320000
2015-05-22,29572520000
2015-05-26,28993590000
2015-05-27,29137630000
2015-05-28,29109930000
2015-05-29,28849550000
2015-06-01,29478340000
2015-06-02,29422940000
2015-06-03,29594680000
2015-06-04,29212420000
2015-06-05,29251200000
2015-06-08,28946500000
2015-06-09,28985280000
2015-06-10,29771960000
2015-06-11,29314910000
2015-06-12,29010210000
2015-06-15,28544850000
2015-06-16,28733210000
2015-06-17,28763680000
2015-06-18,28916030000
2015-06-19,28896640000
2015-06-22,29223500000
2015-06-23,29018520000
2015-06-24,28544850000
2015-06-25,28697200000
2015-06-26,28597480000
2015-06-29,27982540000
2015-06-30,27913290000
2015-07-01,28148740000
2015-07-02,28090570000
2015-07-06,28231840000
2015-07-07,28691660000
2015-07-08,28650110000
2015-07-09,28691660000
2015-07-10,28907720000
2015-07-13,29204110000
2015-07-14,29314910000
2015-07-15,29453410000
2015-07-16,29943700000
2015-07-17,29575290000
2015-07-20,29536510000
2015-07-21,29403550000
2015-07-22,29561440000
2015-07-23,29708250000
2015-07-24,29553130000
2015-07-27,29085000000
2015-07-28,29262280000
2015-07-29,29229040000
2015-07-30,29289980000
2015-07-31,28769440000
2015-08-03,28573600000
2015-08-04,28720480000
2015-08-05,29044160000
2015-08-06,28334240000
2015-08-07,28679680000
2015-08-10,28557280000
2015-08-11,28456640000
2015-08-12,28483840000
2015-08-13,28532800000
2015-08-14,28728640000
2015-08-17,28712320000
2015-08-18,28755840000
2015-08-19,28905440000
2015-08-20,27996960000
2015-08-21,24284160000
2015-08-24,22916000000
2015-08-25,21724640000
2015-08-26,22654880000
2015-08-27,23555200000
2015-08-28,23449120000
2015-08-31,23324000000
2015-09-01,22875200000
2015-09-02,23345760000
2015-09-03,23402880000
2015-09-04,23155360000
2015-09-08,23865280000
2015-09-09,23566080000
2015-09-10,24017600000
2015-09-11,24292320000
2015-09-14,24159040000
2015-09-15,24205280000
2015-09-16,24335840000
2015-09-17,23329440000
2015-09-18,23253280000
2015-09-21,23612320000
2015-09-22,23623200000
2015-09-23,23824480000
2015-09-24,23897920000
2015-09-25,23903360000
2015-09-28,23451840000
2015-09-29,23617760000
2015-09-30,24140000000
2015-10-01,24169920000
2015-10-02,24344000000
2015-10-05,24836320000
2015-10-06,24700320000
2015-10-07,24741120000
2015-10-08,25102880000
2015-10-09,25214400000
2015-10-12,25353120000
2015-10-13,24849920000
2015-10-14,24591520000
2015-10-15,25140960000
2015-10-16,25464640000
2015-10-19,25589760000
2015-10-20,25649600000
2015-10-21,25532640000
2015-10-22,26345920000
2015-10-23,26639680000
2015-10-26,26577120000
2015-10-27,26664160000
2015-10-28,26653280000
2015-10-29,26588000000
2015-10-30,26500960000
2015-11-02,25645130000
2015-11-03,25697730000
2015-11-04,25997550000
2015-11-05,25716140000
2015-11-06,25847640000
2015-11-09,25645130000
2015-11-10,26005440000
2015-11-11,26139570000
2015-11-12,25787150000
2015-11-13,25387390000
2015-11-16,25484700000
2015-11-17,25361090000
2015-11-18,25411060000
2015-11-19,25621460000
2015-11-20,27141600000
2015-11-23,26570890000
2015-11-24,26236880000
2015-11-25,26260550000
2015-11-27,26347340000
2015-11-30,26352600000
2015-12-01,26770770000
2015-12-02,26168500000
2015-12-03,25347940000
2015-12-04,25939690000
2015-12-07,25992290000
2015-12-08,25858160000
2015-12-09,25700360000
2015-12-10,25508370000
2015-12-11,25279560000
2015-12-14,25326900000
2015-12-15,25768740000
2015-12-16,26050150000
2015-12-17,25739810000
2015-12-18,25134910000
2015-12-21,25163840000
2015-12-22,25566230000
2015-12-23,25774000000
2015-12-24,25666170000
2015-12-28,25831860000
2015-12-29,26126420000
2015-12-30,25847640000
2015-12-31,25379500000
2016-01-04,24821940000
2016-01-05,25234850000
2016-01-06,25324270000
2016-01-07,24837720000
2016-01-08,24495820000
2016-01-11,24722000000
2016-01-12,24945550000
2016-01-13,24117100000
2016-01-14,24806160000
2016-01-15,24061870000
2016-01-19,23901440000
2016-01-20,24193370000
2016-01-21,24182850000
2016-01-22,24619430000
2016-01-25,24124990000
2016-01-26,24364320000
2016-01-27,23872510000
2016-01-28,24203890000
2016-01-29,25119130000
2016-02-01,24767090000
2016-02-02,24196550000
2016-02-03,24643730000
2016-02-04,24864750000
2016-02-05,23590030000
2016-02-08,23366440000
2016-02-09,23163410000
2016-02-10,23196820000
2016-02-11,23492370000
2016-02-12,24301920000
2016-02-16,24507520000
2016-02-17,25278520000
2016-02-18,24792790000
2016-02-19,24977830000
2016-02-22,25250250000
2016-02-23,25021520000
2016-02-24,25399310000
2016-02-25,25717990000
2016-02-26,24607750000
2016-02-29,24836480000
2016-03-01,25407020000
2016-03-02,25347910000
2016-03-03,25111470000
2016-03-04,25489260000
2016-03-07,25540660000
2016-03-08,25512390000
2016-03-09,25563790000
2016-03-10,25191140000
2016-03-11,25689720000
2016-03-14,25553510000
2016-03-15,25527810000
2016-03-16,25774530000
2016-03-17,25913310000
2016-03-18,26216570000
2016-03-21,26216570000
2016-03-22,26252550000
2016-03-23,26136900000
2016-03-24,26185730000
2016-03-28,26226850000
2016-03-29,26360490000
2016-03-30,26517260000
2016-03-31,26730570000
2016-04-01,26905330000
2016-04-04,26974720000
2016-04-05,26702300000
2016-04-06,27018410000
2016-04-07,26514690000
2016-04-08,26568660000
2016-04-11,26373340000
2016-04-12,26396470000
2016-04-13,26550670000
2016-04-14,26453010000
2016-04-15,26427310000
2016-04-18,26674030000
2016-04-19,26707440000
2016-04-20,26661180000
2016-04-21,26291100000
2016-04-22,26298810000
2016-04-25,26306520000
2016-04-26,26707440000
2016-04-27,26602070000
2016-04-28,26052090000
2016-04-29,25928730000
2016-05-02,25759379990
2016-05-03,25555240495
2016-05-04,25174684152
2016-05-05,25303216427
2016-05-06,25464511830
2016-05-09,25623286993
2016-05-10,25908074190
2016-05-11,25787102637
2016-05-12,25759379990
2016-05-13,25714015658
2016-05-16,26142456573
2016-05-17,25744258546
2016-05-18,25882871783
2016-05-19,25560280976
2016-05-20,25966039726
2016-05-23,26366757994
2016-05-24,27044702737
2016-05-25,26467567621
2016-05-26,26923731184
2016-05-27,27190876696
2016-05-31,26880887092
2016-06-01,27016980089
2016-06-02,27248842232
2016-06-03,27079986106
2016-06-06,27251362472
2016-06-07,27332010174
2016-06-08,27074945625
2016-06-09,27097627791
2016-06-10,26825441797
2016-06-13,26628863024
2016-06-14,26769996502
2016-06-15,26785117947
2016-06-16,26838043001
2016-06-17,26553255804
2016-06-20,27054783699
2016-06-21,27193396937
2016-06-22,26827962038
2016-06-23,27458022208
2016-06-24,26545695082
2016-06-27,26255867404
2016-06-28,26712030967
2016-06-29,27543710391
2016-06-30,28128406229
2016-07-01,28204013449
2016-07-05,28413193426
2016-07-06,28549286423
2016-07-07,28793749769
2016-07-08,29103739372
2016-07-11,29141542982
2016-07-12,29320480071
2016-07-13,29214629962
2016-07-14,29333081274
2016-07-15,28977727338
2016-07-18,29045773837
2016-07-19,28927322525
2016-07-20,28929842765
2016-07-21,28526604256
2016-07-22,28745865196
2016-07-25,28718142548
2016-07-26,28634974606
2016-07-27,28362788612
2016-07-28,28236776578
2016-07-29,27972151307
2016-08-01,27690000000
2016-08-02,27305000000
2016-08-03,27457500000
2016-08-04,27475000000
2016-08-05,27872500000
2016-08-08,28005000000
2016-08-09,28032500000
2016-08-10,28215000000
2016-08-11,28287500000
2016-08-12,28022500000
2016-08-15,28330000000
2016-08-16,28117500000
2016-08-17,28185000000
2016-08-18,28135000000
2016-08-19,28200000000
2016-08-22,28135000000
2016-08-23,28460000000
2016-08-24,27462500000
2016-08-25,27500000000
2016-08-26,27580000000
2016-08-29,27690000000
2016-08-30,27787500000
2016-08-31,27862500000
2016-09-01,28085000000
2016-09-02,28017500000
2016-09-06,27842500000
2016-09-07,27992500000
2016-09-08,27740000000
2016-09-09,27312500000
2016-09-12,27385000000
2016-09-13,26675000000
2016-09-14,27027500000
2016-09-15,27440000000
2016-09-16,27250000000
2016-09-19,27245000000
2016-09-20,27242500000
2016-09-21,27695000000
2016-09-22,27690000000
2016-09-23,27475000000
2016-09-26,27245000000
2016-09-27,27527500000
2016-09-28,27545000000
2016-09-29,27327500000
2016-09-30,27502500000
2016-10-03,27290000000
2016-10-04,27342500000
2016-10-05,27152500000
2016-10-06,27210000000
2016-10-07,26862500000
2016-10-10,27037500000
2016-10-11,26747500000
2016-10-12,26882500000
2016-10-13,26700000000
2016-10-14,26747500000
2016-10-17,26720000000
2016-10-18,26787500000
2016-10-19,27047500000
2016-10-20,26975000000
2016-10-21,27112500000
2016-10-24,27407500000
2016-10-25,27080000000
2016-10-26,26955000000
2016-10-27,26827500000
2016-10-28,27042500000
2016-10-31,27946180000
2016-11-01,27599230000
2016-11-02,27293400000
2016-11-03,27139200000
2016-11-04,27056960000
2016-11-07,27730300000
2016-11-08,27845950000
2016-11-09,28105520000
2016-11-10,28072110000
2016-11-11,28624660000
2016-11-14,28272570000
2016-11-15,28501300000
2016-11-16,28491020000
2016-11-17,29246600000
2016-11-18,29806860000
2016-11-21,29727190000
2016-11-22,29922510000
2016-11-23,29765740000
2016-11-25,29829990000
2016-11-28,29737470000
2016-11-29,29853120000
2016-11-30,29215760000
2016-12-01,29136090000
2016-12-02,29107820000
2016-12-05,29526730000
2016-12-06,29434210000
2016-12-07,29968770000
2016-12-08,30241190000
2016-12-09,30063860000
2016-12-12,29819710000
2016-12-13,30272030000
2016-12-14,30241190000
2016-12-15,30269460000
2016-12-16,30148670000
2016-12-19,30364550000
2016-12-20,30426230000
2016-12-21,30246330000
2016-12-22,30045870000
2016-12-23,30048440000
2016-12-27,30043300000
2016-12-28,29673220000
2016-12-29,29534440000
2016-12-30,29454770000
2017-01-03,29490750000
2017-01-04,29549860000
2017-01-05,29732330000
2017-01-06,30033020000
2017-01-09,29943070000
2017-01-10,29840270000
2017-01-11,29909660000
2017-01-12,30079280000
2017-01-13,30094700000
2017-01-17,29835130000
2017-01-18,29758030000
2017-01-19,29799150000
2017-01-20,30094700000
2017-01-23,30094700000
2017-01-24,30518750000
2017-01-25,30842570000
2017-01-26,30444220000
2017-01-27,30477630000
2017-01-30,30462210000
2017-01-31,30356480000
2017-02-01,30133760000
2017-02-02,30164480000
2017-02-03,30302720000
2017-02-06,30179840000
2017-02-07,30074880000
2017-02-08,29836800000
2017-02-09,29719040000
2017-02-10,30087680000
2017-02-13,30310400000
2017-02-14,30423040000
2017-02-15,30451200000
2017-02-16,30525440000
2017-02-17,30684160000
2017-02-21,30686720000
2017-02-22,30574080000
2017-02-23,30899200000
2017-02-24,32770559999
2017-02-27,32217600000
2017-02-28,32112640000
2017-03-01,31879680000
2017-03-02,32043520000
2017-03-03,32371200000
2017-03-06,32281600000
2017-03-07,32102400000
2017-03-08,32153600000
2017-03-09,31938560000
2017-03-10,31984640000
2017-03-13,31987200000
2017-03-14,31823360000
2017-03-15,31915520000
2017-03-16,31833600000
2017-03-17,31723520000
2017-03-20,31590400000
2017-03-21,30988800000
2017-03-22,31006720000
2017-03-23,30717440000
2017-03-24,30648320000
2017-03-27,30323200000
2017-03-28,30208000000
2017-03-29,30177280000
2017-03-30,29598720000
2017-03-31,29693440000
2017-04-03,29739520000
2017-04-04,29703680000
2017-04-05,29836800000
2017-04-06,30159360000
2017-04-07,30325760000
2017-04-10,30366720000
2017-04-11,30382080000
2017-04-12,30164480000
2017-04-13,30179840000
2017-04-17,30371840000
2017-04-18,30553600000
2017-04-19,30456320000
2017-04-20,30277120000
2017-04-21,30300160000
2017-04-24,30402560000
2017-04-25,30484480000
2017-04-26,29647360000
2017-04-27,32156160000
2017-04-28,32053760000
2017-05-01,32258640000
2017-05-02,32358870000
2017-05-03,32279200000
2017-05-04,32369150000
2017-05-05,32417980000
2017-05-08,32425690000
2017-05-09,32569610000
2017-05-10,32662130000
2017-05-11,32608160000
2017-05-12,32513070000
2017-05-15,32800910000
2017-05-16,32767500000
2017-05-17,32214950000
2017-05-18,32163550000
2017-05-19,32222660000
2017-05-22,32680120000
2017-05-23,33191550000
2017-05-24,35422310000
2017-05-25,35558520000
2017-05-26,35609920000
2017-05-30,35992850000
2017-05-31,36144480000
2017-06-01,36321810000
2017-06-02,36702170000
2017-06-05,36661050000
2017-06-06,36398910000
2017-06-07,36486290000
2017-06-08,36676470000
2017-06-09,36033970000
2017-06-12,35913180000
2017-06-13,35949160000
2017-06-14,36028830000
2017-06-15,35980000000
2017-06-16,35848930000
2017-06-19,36172750000
2017-06-20,36023690000
2017-06-21,36044250000
2017-06-22,35977430000
2017-06-23,36082800000
2017-06-26,35568800000
2017-06-27,34769530000
2017-06-28,34790090000
2017-06-29,34206700000
2017-06-30,34132170000
2017-07-03,33841760000
2017-07-05,33918859999
2017-07-06,33692700000
2017-07-07,33898300000
2017-07-10,33890590000
2017-07-11,34016520000
2017-07-12,34304359999
2017-07-13,34026800000
2017-07-14,34150160000
2017-07-17,34198990000
2017-07-18,34348050000
2017-07-19,34743830000
2017-07-20,34784950000
2017-07-21,34653880000
2017-07-24,35016250000
2017-07-25,35167880000
2017-07-26,35244980000
2017-07-27,35175590000
2017-07-28,34859480000
2017-07-31,35125760000
2017-08-01,35182080000
2017-08-02,34951680000
2017-08-03,35107840000
2017-08-04,35046400000
2017-08-07,34982400000
2017-08-08,34862080000
2017-08-09,35025920000
2017-08-10,34600960000
2017-08-11,34969600000
2017-08-14,35555840000
2017-08-15,35192320000
2017-08-16,35307520000
2017-08-17,34421760000
2017-08-18,34332160000
2017-08-21,34792960000
2017-08-22,35366400000
2017-08-23,34693120000
2017-08-24,34644480000
2017-08-25,35161600000
2017-08-28,35302400000
2017-08-29,35330560000
2017-08-30,35832320000
2017-08-31,36211200000
2017-09-01,36326400000
2017-09-05,36234240000
2017-09-06,36131840000
2017-09-07,36096000000
2017-09-08,36239360000
2017-09-11,36515840000
2017-09-12,36449280000
2017-09-13,36367360000
2017-09-14,36372480000
2017-09-15,36385280000
2017-09-18,36812800000
2017-09-19,37207040000
2017-09-20,37112320000
2017-09-21,36989440000
2017-09-22,37457920000
2017-09-25,37053440000
2017-09-26,37061120000
2017-09-27,36956160000
2017-09-28,36431360000
2017-09-29,36387840000
2017-10-02,36285440000
2017-10-03,36313600000
2017-10-04,36523520000
2017-10-05,36572160000
2017-10-06,36910080000
2017-10-09,36853760000
2017-10-10,36910080000
2017-10-11,36776960000
2017-10-12,37340160000
2017-10-13,37286400000
2017-10-16,37053440000
2017-10-17,37248000000
2017-10-18,37317120000
2017-10-19,37534720000
2017-10-20,37880320000
2017-10-23,37713920000
2017-10-24,38046720000
2017-10-25,38261760000
2017-10-26,38740480000
2017-10-27,39285760000
2017-10-30,38771200000
2017-10-31,38661120000
2017-11-01,38748160000
2017-11-02,38950400000
2017-11-03,39331840000
2017-11-06,39086080000
2017-11-07,39042560000
2017-11-08,39157760000
2017-11-09,39016960000
2017-11-10,39244800000
2017-11-13,39651840000
2017-11-14,39733760000
2017-11-15,39388160000
2017-11-16,39846400000
2017-11-17,40076800000
2017-11-20,40391680000
2017-11-21,38858240000
2017-11-22,38817280000
2017-11-24,39400960000
2017-11-27,39621120000
2017-11-28,39882240000
2017-11-29,39480320000
2017-11-30,40248320000
2017-12-01,40048640000
2017-12-04,39562240000
2017-12-05,39544320000
2017-12-06,39984640000
2017-12-07,39823360000
2017-12-08,39738880000
2017-12-11,39854080000
2017-12-12,39897600000
2017-12-13,40058880000
2017-12-14,39984640000
2017-12-15,40870400000
2017-12-18,41249280000
2017-12-19,40929280000
2017-12-20,40793600000
2017-12-21,40606720000
2017-12-22,40576000000
2017-12-26,40686080000
2017-12-27,40634880000
2017-12-28,40596480000
2017-12-29,40391680000
2018-01-02,40632320000
2018-01-03,40744960000
2018-01-04,41474560000
2018-01-05,42012160000
2018-01-08,42037760000
2018-01-09,42201600000
2018-01-10,41858560000
2018-01-11,41728000000
2018-01-12,42114560000
2018-01-16,41546240000
2018-01-17,42058240000
2018-01-18,42086400000
2018-01-19,42941440000
2018-01-22,43179520000
2018-01-23,43125760000
2018-01-24,42892800000
2018-01-25,42961920000
2018-01-26,43632640000
2018-01-29,43317760000
2018-01-30,43136000000
2018-01-31,43150300000
2018-02-01,42572050000
2018-02-02,41998940000
2018-02-05,40516050000
2018-02-06,41343590000
2018-02-07,41451530000
2018-02-08,39256750000
2018-02-09,40364420000
2018-02-12,40960660000
2018-02-13,40955520000
2018-02-14,42122300000
2018-02-15,43512670000
2018-02-16,44124330000
2018-02-20,44607490000
2018-02-21,44543240000
2018-02-22,44229700000
2018-02-23,44147460000
2018-02-26,44376190000
2018-02-27,43779950000
2018-02-28,42883020000
2018-03-01,42235380000
2018-03-02,43391880000
2018-03-05,43736260000
2018-03-06,43551220000
2018-03-07,43859620000
2018-03-08,44067790000
2018-03-09,45532690000
2018-03-12,45573810000
2018-03-13,45663760000
2018-03-14,45563530000
2018-03-15,45728010000
2018-03-16,45897630000
2018-03-19,45165180000
2018-03-20,45784550000
2018-03-21,45401620000
2018-03-22,44931310000
2018-03-23,43656590000
2018-03-26,44854210000
2018-03-27,44525250000
2018-03-28,43929010000
2018-03-29,44550950000
2018-04-02,43659160000
2018-04-03,43810790000
2018-04-04,44473850000
2018-04-05,44160310000
2018-04-06,43093760000
2018-04-09,43533230000
2018-04-10,44026670000
2018-04-11,44098630000
2018-04-12,44622910000
2018-04-13,44201430000
2018-04-16,45052100000
2018-04-17,46517000000
2018-04-18,46565830000
2018-04-19,46108370000
2018-04-20,45779410000
2018-04-23,46337100000
2018-04-24,45892490000
2018-04-25,45327090000
2018-04-26,47591260000
2018-04-27,47953630000
2018-04-30,47675820000
2018-05-01,48307920000
2018-05-02,47969940000
2018-05-03,48086040000
2018-05-04,48878100000
2018-05-07,48906480000
2018-05-08,49063860000
2018-05-09,49708860000
2018-05-10,50129400000
2018-05-11,50103600000
2018-05-14,49688220000
2018-05-15,48960660000
2018-05-16,49125780000
2018-05-17,48963240000
2018-05-18,49159320000
2018-05-21,49456020000
2018-05-22,49159320000
2018-05-23,50627340000
2018-05-24,51029820000
2018-05-25,50849220000
2018-05-29,50748600000
2018-05-30,51883800000
2018-05-31,52012800000
2018-06-01,52652640000
2018-06-04,53406000000
2018-06-05,53723340000
2018-06-06,54051000000
2018-06-07,53215080000
2018-06-08,53215080000
2018-06-11,53240880000
2018-06-12,53532420000
2018-06-13,53609820000
2018-06-14,53942640000
2018-06-15,53911680000
2018-06-18,53963280000
2018-06-19,54337380000
2018-06-20,55088160000
2018-06-21,54128400000
2018-06-22,53142840000
2018-06-25,52048920000
2018-06-26,52144380000
2018-06-27,51140760000
2018-06-28,52637160000
2018-06-29,52711980000
2018-07-02,53003520000
2018-07-03,52828080000
2018-07-05,52905480000
2018-07-06,53702700000
2018-07-09,53594340000
2018-07-10,53782680000
2018-07-11,53971020000
2018-07-12,55139760000
2018-07-13,55137180000
2018-07-16,55330680000
