,EW
2023-06-08,50955324000
2023-06-09,51040290000
2023-06-12,51932432999
2023-06-13,53043060000
2023-06-14,54942657000
2023-06-15,55403901000
2023-06-16,55798386000
2023-06-20,55780179000
2023-06-21,55282521000
2023-06-22,55428177000
2023-06-23,54827346000
2023-06-26,54311481000
2023-06-27,54736311000
2023-06-28,54888036000
2023-06-29,55846938000
2023-06-30,57258310000
2023-07-03,55534430000
2023-07-05,55212720000
2023-07-06,54909220000
2023-07-07,54787820000
2023-07-10,55625480000
2023-07-11,56111080000
2023-07-12,56511700000
2023-07-13,56505630000
2023-07-14,56681660000
2023-07-17,56238550000
2023-07-18,55837930000
2023-07-19,55613340000
2023-07-20,56238550000
2023-07-21,56189989999
2023-07-24,55479800000
2023-07-25,55649760000
2023-07-26,55619410000
2023-07-27,50180690000
2023-07-28,50830180000
2023-07-31,49816489999
2023-08-01,49804350000
2023-08-02,48790660000
2023-08-03,48560000000
2023-08-04,48286850000
2023-08-07,48462880000
2023-08-08,47704130000
2023-08-09,47327790000
2023-08-10,47515960000
2023-08-11,48201870000
2023-08-14,48881710000
2023-08-15,48475020000
2023-08-16,47825530000
2023-08-17,46635810000
2023-08-18,46484060000
2023-08-21,46332310000
2023-08-22,46113790000
2023-08-23,46071300000
2023-08-24,45531070000
2023-08-25,46235190000
2023-08-28,46150210000
2023-08-29,47242810000
2023-08-30,47236739999
2023-08-31,46417290000
2023-09-01,46362660000
2023-09-05,46113790000
2023-09-06,46714720000
2023-09-07,46186630000
2023-09-08,44960489999
2023-09-11,45446090000
2023-09-12,44535590000
2023-09-13,44414190000
2023-09-14,44930140000
2023-09-15,44432400000
2023-09-18,44274580000
2023-09-19,44323140000
2023-09-20,43673650000
2023-09-21,42599260000
2023-09-22,42283620000
2023-09-25,42162220000
2023-09-26,42714590000
2023-09-27,42556770000
2023-09-28,42465720000
2023-09-29,42052960000
2023-10-02,41867736000
2023-10-03,42121920000
2023-10-04,43132604000
2023-10-05,43695440000
2023-10-06,44603240000
2023-10-09,44119080000
2023-10-10,44125132000
2023-10-11,43053928000
2023-10-12,42315584000
2023-10-13,42836056000
2023-10-16,43132604000
2023-10-17,42563716000
2023-10-18,42188492000
2023-10-19,41807216000
2023-10-20,42049296000
2023-10-23,41789060000
2023-10-24,42660548000
2023-10-25,41359368000
2023-10-26,37994456000
2023-10-27,37346892000
2023-10-30,37740272000
2023-10-31,38563344000
2023-11-01,38629916000
2023-11-02,39658756000
2023-11-03,40590763999
2023-11-06,40608920000
2023-11-07,40263956000
2023-11-08,40088448000
2023-11-09,39126180000
2023-11-10,38859892000
2023-11-13,39095920000
2023-11-14,39816108000
2023-11-15,40554452000
2023-11-16,40832844000
2023-11-17,40487880000
2023-11-20,40663388000
2023-11-21,40524192000
2023-11-22,40584712000
2023-11-24,41093080000
2023-11-27,40645232000
2023-11-28,40608920000
2023-11-29,40808636000
2023-11-30,40978092000
2023-12-01,41371472000
2023-12-04,41867736000
2023-12-05,41668020000
2023-12-06,42055348000
2023-12-07,41310952000
2023-12-08,41867736000
2023-12-11,42551612000
2023-12-12,43683336000
2023-12-13,45523144000
2023-12-14,47060352000
2023-12-15,46539880000
2023-12-18,45317376000
2023-12-19,45577612000
2023-12-20,44857424000
2023-12-21,45359740000
2023-12-22,45892316000
2023-12-26,46164656000
2023-12-27,46122292000
2023-12-28,46424892000
2023-12-29,46146500000
2024-01-02,45462911999
2024-01-03,43995008000
2024-01-04,44229632000
2024-01-05,43826560000
2024-01-08,45523072000
2024-01-09,45619328000
2024-01-10,45793792000
2024-01-11,45204224000
2024-01-12,44536448000
2024-01-16,44512384000
2024-01-17,44410111999
2024-01-18,44783104000
2024-01-19,44704896000
2024-01-22,45216256000
2024-01-23,45017728000
2024-01-24,43640064000
2024-01-25,44247680000
2024-01-26,44061184000
2024-01-29,44861311999
2024-01-30,44458240000
2024-01-31,47207552000
2024-02-01,47351936000
2024-02-02,51791744000
2024-02-05,51773696000
2024-02-06,53091200000
2024-02-07,52104576000
2024-02-08,51617280000
2024-02-09,51142016000
2024-02-12,52411392000
2024-02-13,51894016000
2024-02-14,51761664000
2024-02-15,51761664000
2024-02-16,51797760000
2024-02-20,52279040000
2024-02-21,52128640000
2024-02-22,52712192000
2024-02-23,52784384000
2024-02-26,51827840000
2024-02-27,52044416000
2024-02-28,51737600000
2024-02-29,51057792000
2024-03-01,51268352000
2024-03-04,52351232000
2024-03-05,51797760000
2024-03-06,53139328000
2024-03-07,56436096000
2024-03-08,55431424000
2024-03-11,54643328000
2024-03-12,54691456000
2024-03-13,55906688000
2024-03-14,56165376000
2024-03-15,55533696000
2024-03-18,55858560000
2024-03-19,56736896000
2024-03-20,55972864000
2024-03-21,56959488000
2024-03-22,56424064000
2024-03-25,56045056000
2024-03-26,56201472000
2024-03-27,57242240000
2024-03-28,57488896000
2024-04-01,56700800000
2024-04-02,56736896000
2024-04-03,55960832000
2024-04-04,54865920000
2024-04-05,55768320000
2024-04-08,55551744000
2024-04-09,55978880000
2024-04-10,55052416000
2024-04-11,54992256000
2024-04-12,54312448000
2024-04-15,53662720000
2024-04-16,54174080000
2024-04-17,52483584000
2024-04-18,52008320000
2024-04-19,51701504000
2024-04-22,52315136000
2024-04-23,52790400000
2024-04-24,53307776000
2024-04-25,52946816000
2024-04-26,51996288000
2024-04-29,51707520000
2024-04-30,50937472000
2024-05-01,50714880000
2024-05-02,51172096000
2024-05-03,51286400000
2024-05-06,51190144000
2024-05-07,51641344000
2024-05-08,51190144000
2024-05-09,52591872000
2024-05-10,52170752000
2024-05-13,50955520000
2024-05-14,52014336000
2024-05-15,54240256000
2024-05-16,54210176000
2024-05-17,53626624000
2024-05-20,54011648000
2024-05-21,54348544000
2024-05-22,54270336000
2024-05-23,52615936000
2024-05-24,52928768000
2024-05-28,52363264000
2024-05-29,52357248000
2024-05-30,52874624000
2024-05-31,52273024000
2024-06-03,52856576000
2024-06-04,52585856000
2024-06-05,52381311999
2024-06-06,52748288000
2024-06-07,53025024000
2024-06-10,51797760000
2024-06-11,52339200000
2024-06-12,52802432000
2024-06-13,52742272000
2024-06-14,52513664000
2024-06-17,52260992000
2024-06-18,53253632000
2024-06-20,53446144000
2024-06-21,54685440000
2024-06-24,54246272000
2024-06-25,54793728000
2024-06-26,55082496000
2024-06-27,56153344000
2024-06-28,55569792000
2024-07-01,54294400000
2024-07-02,54883968000
2024-07-03,54793728000
2024-07-05,55539711999
2024-07-08,55250944000
2024-07-09,56237568000
2024-07-10,56418048000
2024-07-11,55858560000
2024-07-12,54739584000
2024-07-15,53843200000
2024-07-16,52778368000
2024-07-17,52525696000
2024-07-18,51623296000
2024-07-19,52038400000
2024-07-22,52978779000
2024-07-23,52412805000
2024-07-24,52352595000
2024-07-25,35945370000
2024-07-26,37552977000
2024-07-29,38377854000
2024-07-30,38317644000
2024-07-31,37962405000
2024-08-01,37245906000
2024-08-02,36625743000
2024-08-05,36547470000
2024-08-06,37336221000
2024-08-07,36770247000
2024-08-08,38106909000
2024-08-09,38919744000
