,HAL
2004-08-24,12351600000
2004-08-25,12439200000
2004-08-26,12605640000
2004-08-27,12684480000
2004-08-30,12702000000
2004-08-31,12780840000
2004-09-01,13087440000
2004-09-02,13008600000
2004-09-03,13192560000
2004-09-07,12912240000
2004-09-08,13104960000
2004-09-09,13306440000
2004-09-10,13280160000
2004-09-13,13472880000
2004-09-14,13464120000
2004-09-15,13542960000
2004-09-16,13613040000
2004-09-17,13805760000
2004-09-20,13840800000
2004-09-21,14138640000
2004-09-22,14042280000
2004-09-23,14121120000
2004-09-24,14708040000
2004-09-27,14550360000
2004-09-28,14769360000
2004-09-29,14541600000
2004-09-30,16883700000
2004-10-01,17234400000
2004-10-04,16963860000
2004-10-05,17023979999
2004-10-06,17424780000
2004-10-07,17555040000
2004-10-08,17715360000
2004-10-11,17234400000
2004-10-12,17084100000
2004-10-13,16923780000
2004-10-14,17254440000
2004-10-15,17194320000
2004-10-18,16893720000
2004-10-19,16803540000
2004-10-20,17344620000
2004-10-21,17414760000
2004-10-22,17254440000
2004-10-25,17214360000
2004-10-26,17895720000
2004-10-27,18396720000
2004-10-28,18166260000
2004-10-29,18557040000
2004-11-01,18406740000
2004-11-02,17805540000
2004-11-03,18577080000
2004-11-04,18486900000
2004-11-05,18496920000
2004-11-08,18236400000
2004-11-09,18236400000
2004-11-10,18697320000
2004-11-11,18677280000
2004-11-12,19038000000
2004-11-15,18537000000
2004-11-16,18737400000
2004-11-17,18967860000
2004-11-18,19498920000
2004-11-19,19959840000
2004-11-22,20029980000
2004-11-23,20280480000
2004-11-24,20430780000
2004-11-26,20460840000
2004-11-29,20520960000
2004-11-30,20721360000
2004-12-01,19969860000
2004-12-02,19348620000
2004-12-03,19408740000
2004-12-06,19599120000
2004-12-07,19268460000
2004-12-08,19218360000
2004-12-09,19729380000
2004-12-10,19278480000
2004-12-13,19458840000
2004-12-14,19829580000
2004-12-15,20130180000
2004-12-16,19779480000
2004-12-17,19659240000
2004-12-20,19679280000
2004-12-21,20029980000
2004-12-22,19839600000
2004-12-23,19939800000
2004-12-27,19468860000
2004-12-28,19679280000
2004-12-29,19879680000
2004-12-30,19679280000
2004-12-31,19659240000
2005-01-03,19048020000
2005-01-04,19068060000
2005-01-05,18827580000
2005-01-06,19168260000
2005-01-07,19027980000
2005-01-10,18957840000
2005-01-11,19138200000
2005-01-12,19799520000
2005-01-13,20340600000
2005-01-14,20691300000
2005-01-18,20951820000
2005-01-19,21142200000
2005-01-20,20931780000
2005-01-21,20941800000
2005-01-24,21042000000
2005-01-25,21342600000
2005-01-26,21412740000
2005-01-27,21793500000
2005-01-28,20460840000
2005-01-31,20611140000
2005-02-01,20510940000
2005-02-02,20821560000
2005-02-03,20931780000
2005-02-04,21031980000
2005-02-07,20541000000
2005-02-08,20520960000
2005-02-09,20380680000
2005-02-10,21042000000
2005-02-11,20991900000
2005-02-14,20751420000
2005-02-15,20721360000
2005-02-16,21272460000
2005-02-17,20931780000
2005-02-18,21292500000
2005-02-22,21112140000
2005-02-23,21593100000
2005-02-24,21813540000
2005-02-25,22424760000
2005-02-28,22033980000
2005-03-01,21472860000
2005-03-02,21913740000
2005-03-03,22084080000
2005-03-04,22444800000
2005-03-07,21933780000
2005-03-08,21753420000
2005-03-09,21112140000
2005-03-10,20541000000
2005-03-11,20230380000
2005-03-14,21042000000
2005-03-15,20811540000
2005-03-16,20991900000
2005-03-17,21352620000
2005-03-18,22003920000
2005-03-21,21813540000
2005-03-22,21773460000
2005-03-23,20981880000
2005-03-24,21072060000
2005-03-28,21302520000
2005-03-29,20781480000
2005-03-30,21112140000
2005-03-31,21759780000
2005-04-01,22453920000
2005-04-04,22584700000
2005-04-05,22363380000
2005-04-06,22916680000
2005-04-07,22695360000
2005-04-08,22303020000
2005-04-11,22433800000
2005-04-12,22101820000
2005-04-13,21508280000
2005-04-14,21307080000
2005-04-15,20421800000
2005-04-18,20713540000
2005-04-19,21548520000
2005-04-20,21025400000
2005-04-21,21800020000
2005-04-22,22051520000
2005-04-25,22232600000
2005-04-26,22222540000
2005-04-27,21508280000
2005-04-28,20904680000
2005-04-29,20924800000
2005-05-02,21518340000
2005-05-03,21085760000
2005-05-04,21226600000
2005-05-05,21417740000
2005-05-06,21377500000
2005-05-09,21699420000
2005-05-10,21216540000
2005-05-11,21437860000
2005-05-12,20451980000
2005-05-13,20572700000
2005-05-16,20472100000
2005-05-17,20874500000
2005-05-18,20512340000
2005-05-19,20773900000
2005-05-20,20995220000
2005-05-23,21115940000
2005-05-24,21276900000
2005-05-25,21478100000
2005-05-26,21457980000
2005-05-27,21729600000
2005-05-31,21498220000
2005-06-01,21769840000
2005-06-02,21649120000
2005-06-03,21840260000
2005-06-06,22061580000
2005-06-07,21739660000
2005-06-08,21729600000
2005-06-09,22443860000
2005-06-10,22534400000
2005-06-13,22544460000
2005-06-14,22735600000
2005-06-15,22785900000
2005-06-16,23097760000
2005-06-17,23339200000
2005-06-20,23298960000
2005-06-21,23218480000
2005-06-22,23842200000
2005-06-23,24234540000
2005-06-24,24204360000
2005-06-27,24647000000
2005-06-28,24083640000
2005-06-29,24103760000
2005-06-30,24196920000
2005-07-01,24338600000
2005-07-05,25117840000
2005-07-06,24652320000
2005-07-07,24794000000
2005-07-08,24470160000
2005-07-11,24702920000
2005-07-12,24804120000
2005-07-13,24500520000
2005-07-14,23822480000
2005-07-15,23620080000
2005-07-18,23488520000
2005-07-19,24915440000
2005-07-20,24733280000
2005-07-21,24642200000
2005-07-22,26959680000
2005-07-25,27759160000
2005-07-26,28224680000
2005-07-27,28518160000
2005-07-28,28467560000
2005-07-29,28366360000
2005-08-01,28710440000
2005-08-02,29671840000
2005-08-03,29722440000
2005-08-04,29955200000
2005-08-05,29560520000
2005-08-08,29661720000
2005-08-09,29530160000
2005-08-10,29894480000
2005-08-11,30268920000
2005-08-12,29762920000
2005-08-15,29479560000
2005-08-16,28872360000
2005-08-17,28234800000
2005-08-18,28052640000
2005-08-19,28578880000
2005-08-22,28831880000
2005-08-23,28842000000
2005-08-24,29631360000
2005-08-25,29186080000
2005-08-26,28973560000
2005-08-29,29246800000
2005-08-30,30279040000
2005-08-31,31372000000
2005-09-01,31958960000
2005-09-02,31533920000
2005-09-06,32798919999
2005-09-07,32485200000
2005-09-08,32626880000
2005-09-09,33446599999
2005-09-12,32181600000
2005-09-13,31726200000
2005-09-14,32060160000
2005-09-15,32545919999
2005-09-16,32890000000
2005-09-19,33770439999
2005-09-20,33355520000
2005-09-21,33527560000
2005-09-22,32991200000
2005-09-23,32890000000
2005-09-26,34003200000
2005-09-27,34468720000
2005-09-28,35096160000
2005-09-29,35116400000
2005-09-30,35013720000
2005-10-03,35218120000
2005-10-04,33685120000
2005-10-05,31804640000
2005-10-06,31058580000
2005-10-07,32049920000
2005-10-10,31130120000
2005-10-11,31569580000
2005-10-12,31242540000
2005-10-13,30394280000
2005-10-14,31314080000
2005-10-17,31324300000
2005-10-18,29893500000
2005-10-19,30404500000
2005-10-20,29443820000
2005-10-21,29668660000
2005-10-24,31222100000
2005-10-25,30353400000
2005-10-26,29709540000
2005-10-27,28156100000
2005-10-28,29454040000
2005-10-31,30200100000
2005-11-01,30680440000
2005-11-02,32172560000
2005-11-03,33051480000
2005-11-04,31232320000
2005-11-07,30220540000
2005-11-08,30149000000
2005-11-09,29842400000
2005-11-10,28616000000
2005-11-11,28646660000
2005-11-14,29259860000
2005-11-15,29270080000
2005-11-16,30404500000
2005-11-17,31027920000
2005-11-18,31365180000
2005-11-21,32101020000
2005-11-22,33368300000
2005-11-23,33501160000
2005-11-25,33225219999
2005-11-28,32233880000
2005-11-29,31896620000
2005-11-30,32520040000
2005-12-01,33368300000
2005-12-02,33644240000
2005-12-05,33317200000
2005-12-06,33153679999
2005-12-07,33102580000
2005-12-08,34093920000
2005-12-09,33787320000
2005-12-12,34216559999
2005-12-13,33695340000
2005-12-14,34001940000
2005-12-15,33674900000
2005-12-16,32560920000
2005-12-19,31998820000
2005-12-20,32448500000
2005-12-21,32867519999
2005-12-22,32795980000
2005-12-23,32632460000
2005-12-27,31457160000
2005-12-28,31906840000
2005-12-29,31395840000
2005-12-30,31661560000
2006-01-03,33454080000
2006-01-04,33853440000
2006-01-05,33075199999
2006-01-06,33822720000
2006-01-09,34119680000
2006-01-10,35123200000
2006-01-11,35891200000
2006-01-12,35317760000
2006-01-13,35614720000
2006-01-17,35840000000
2006-01-18,35532800000
2006-01-19,36741120000
2006-01-20,38656000000
2006-01-23,39424000000
2006-01-24,38891520000
2006-01-25,38010880000
2006-01-26,38471680000
2006-01-27,40407040000
2006-01-30,41400320000
2006-01-31,40765440000
2006-02-01,40427520000
2006-02-02,39792640000
2006-02-03,39628800000
2006-02-06,39659520000
2006-02-07,37365760000
2006-02-08,38174720000
2006-02-09,37109760000
2006-02-10,37529600000
2006-02-13,37048320000
2006-02-14,36157440000
2006-02-15,35133440000
2006-02-16,36474880000
2006-02-17,35891200000
2006-02-21,36956160000
2006-02-22,36239360000
2006-02-23,36167680000
2006-02-24,36464640000
2006-02-27,35328000000
2006-02-28,34816000000
2006-03-01,35522560000
2006-03-02,36710400000
2006-03-03,36433920000
2006-03-06,35092480000
2006-03-07,33996800000
2006-03-08,34263040000
2006-03-09,33822720000
2006-03-10,34304000000
2006-03-13,35143680000
2006-03-14,35614720000
2006-03-15,35532800000
2006-03-16,36300800000
2006-03-17,36044800000
2006-03-20,35072000000
2006-03-21,35072000000
2006-03-22,35328000000
2006-03-23,36075520000
2006-03-24,36485120000
2006-03-27,36659200000
2006-03-28,37468160000
2006-03-29,38021120000
2006-03-30,38041600000
2006-03-31,37459260000
2006-04-03,37387440000
2006-04-04,38577600000
2006-04-05,39675420000
2006-04-06,40280760000
2006-04-07,39644640000
2006-04-10,40598820000
2006-04-11,39398400000
2006-04-12,39347100000
2006-04-13,39562560000
2006-04-17,40506480000
2006-04-18,41553000000
2006-04-19,42322500000
2006-04-20,42476400000
2006-04-21,42753420000
2006-04-24,41193900000
2006-04-25,40434660000
2006-04-26,40219200000
2006-04-27,39490740000
2006-04-28,40085820000
2006-05-01,40834800000
2006-05-02,41511960000
2006-05-03,40568040000
2006-05-04,40978440000
2006-05-05,40855320000
2006-05-08,41040000000
2006-05-09,41953140000
2006-05-10,42189120000
2006-05-11,41070780000
2006-05-12,39542040000
2006-05-15,38608380000
2006-05-16,38475000000
2006-05-17,37838880000
2006-05-18,36464040000
2006-05-19,36423000000
2006-05-22,36094680000
2006-05-23,36464040000
2006-05-24,35930520000
2006-05-25,37859400000
2006-05-26,37777320000
2006-05-30,36894960000
2006-05-31,38269800000
2006-06-01,38546820000
2006-06-02,39388140000
2006-06-05,38095380000
2006-06-06,37643940000
2006-06-07,36094680000
2006-06-08,36987300000
2006-06-09,37254060000
2006-06-12,36125460000
2006-06-13,35027640000
2006-06-14,36330660000
2006-06-15,38136420000
2006-06-16,38177460000
2006-06-19,36464040000
2006-06-20,36115200000
2006-06-21,36987300000
2006-06-22,36669240000
2006-06-23,36823140000
2006-06-26,36966780000
2006-06-27,35858700000
2006-06-28,36217800000
2006-06-29,37818360000
2006-06-30,37518210000
2006-07-03,37942830000
2006-07-05,38003490000
2006-07-06,37548540000
2006-07-07,36709410000
2006-07-10,36719520000
2006-07-11,38205690000
2006-07-12,37851840000
2006-07-13,37275570000
2006-07-14,37356450000
2006-07-17,35637750000
2006-07-18,34424550000
2006-07-19,34525650000
2006-07-20,33039480000
2006-07-21,30370440000
2006-07-24,31442100000
2006-07-25,31795950000
2006-07-26,32352000000
2006-07-27,32705850000
2006-07-28,32968710000
2006-07-31,33726960000
2006-08-01,34101029999
2006-08-02,34090920000
2006-08-03,34080810000
2006-08-04,33231569999
2006-08-07,33767400000
2006-08-08,33423660000
2006-08-09,34313339999
2006-08-10,34394220000
2006-08-11,34242569999
2006-08-14,33848279999
2006-08-15,33939270000
2006-08-16,34212240000
2006-08-17,33939270000
2006-08-18,34444770000
2006-08-21,34475100000
2006-08-22,34384110000
2006-08-23,33777509999
2006-08-24,33575310000
2006-08-25,34323450000
2006-08-28,33585420000
2006-08-29,33989819999
2006-08-30,33352890000
2006-08-31,32978819999
2006-09-01,33292230000
2006-09-05,33261900000
2006-09-06,32311560000
2006-09-07,31816170000
2006-09-08,31138800000
2006-09-11,29976150000
2006-09-12,29369550000
2006-09-13,30137910000
2006-09-14,29379660000
2006-09-15,29349330000
2006-09-18,30127800000
2006-09-19,29420100000
2006-09-20,28146240000
2006-09-21,28409100000
2006-09-22,28520310000
2006-09-25,28277670000
2006-09-26,28732620000
2006-09-27,29197680000
2006-09-28,28813500000
2006-09-29,28762950000
2006-10-02,27637120000
2006-10-03,26357440000
2006-10-04,26694720000
2006-10-05,27448640000
2006-10-06,27458560000
2006-10-09,26873280000
2006-10-10,27190720000
2006-10-11,26863360000
2006-10-12,27528000000
2006-10-13,28480320000
2006-10-16,29244160000
2006-10-17,29095360000
2006-10-18,28400960000
2006-10-19,29144960000
2006-10-20,28549760000
2006-10-23,29025920000
2006-10-24,30593280000
2006-10-25,32378880000
2006-10-26,32140800000
2006-10-27,31892800000
2006-10-30,31535680000
2006-10-31,32091200000
2006-11-01,31277760000
2006-11-02,30950400000
2006-11-03,31525760000
2006-11-06,32259840000
2006-11-07,31446400000
2006-11-08,31615040000
2006-11-09,31853120000
2006-11-10,31535680000
2006-11-13,31734080000
2006-11-14,31813440000
2006-11-15,33281599999
2006-11-16,32249919999
2006-11-17,32339200000
2006-11-20,32071360000
2006-11-21,32398719999
2006-11-22,32349120000
2006-11-24,32031680000
2006-11-27,31624960000
2006-11-28,32448320000
2006-11-29,33370880000
2006-11-30,33470080000
2006-12-01,33261760000
2006-12-04,33033599999
2006-12-05,32944320000
2006-12-06,32904640000
2006-12-07,32646719999
2006-12-08,32547520000
2006-12-11,32339200000
2006-12-12,31992000000
2006-12-13,32458240000
2006-12-14,32954240000
2006-12-15,32607039999
2006-12-18,31684480000
2006-12-19,32041599999
2006-12-20,31704320000
2006-12-21,31505920000
2006-12-22,31208320000
2006-12-26,30920640000
2006-12-27,31099200000
2006-12-28,31009920000
2006-12-29,30801600000
2007-01-03,29631040000
2007-01-04,28996160000
2007-01-05,28768000000
2007-01-08,28728320000
2007-01-09,28480320000
2007-01-10,28133120000
2007-01-11,28043840000
2007-01-12,28887040000
2007-01-16,28569600000
2007-01-17,28827520000
2007-01-18,28400960000
2007-01-19,29135040000
2007-01-22,29085440000
2007-01-23,29492160000
2007-01-24,29908800000
2007-01-25,29502080000
2007-01-26,28916800000
2007-01-29,28529920000
2007-01-30,29085440000
2007-01-31,29303680000
2007-02-01,29383040000
2007-02-02,29512000000
2007-02-05,29581440000
2007-02-06,29650880000
2007-02-07,29402880000
2007-02-08,29482240000
2007-02-09,29670720000
2007-02-12,29492160000
2007-02-13,30404800000
2007-02-14,30454400000
2007-02-15,30136960000
2007-02-16,29809600000
2007-02-20,29799680000
2007-02-21,30027840000
2007-02-22,31257920000
2007-02-23,31297600000
2007-02-26,31644800000
2007-02-27,30484160000
2007-02-28,30672640000
2007-03-01,31089280000
2007-03-02,30732160000
2007-03-05,30037760000
2007-03-06,30722240000
2007-03-07,31198400000
2007-03-08,31476160000
2007-03-09,31763840000
2007-03-12,31932479999
2007-03-13,31545600000
2007-03-14,31575360000
2007-03-15,31882880000
2007-03-16,31803520000
2007-03-19,32140800000
2007-03-20,30256000000
2007-03-21,30444480000
2007-03-22,30504000000
2007-03-23,30831360000
2007-03-26,31119040000
2007-03-27,30791680000
2007-03-28,31059520000
2007-03-29,31783680000
2007-03-30,31486080000
2007-04-02,29204350000
2007-04-03,29647800000
2007-04-04,29720200000
2007-04-05,29810699999
2007-04-09,29503000000
2007-04-10,29738300000
2007-04-11,29367250000
2007-04-12,29611600000
2007-04-13,29566350000
2007-04-16,29783549999
2007-04-17,29484900000
2007-04-18,29285800000
2007-04-19,28978100000
2007-04-20,28643250000
2007-04-23,28516550000
2007-04-24,28136450000
2007-04-25,28543700000
2007-04-26,28625150000
2007-04-27,28733750000
2007-04-30,28751850000
2007-05-01,28407950000
2007-05-02,28896650000
2007-05-03,29204350000
2007-05-04,29213400000
2007-05-07,29195300000
2007-05-08,29294849999
2007-05-09,30000750000
2007-05-10,29693050000
2007-05-11,30371800000
2007-05-14,30833350000
2007-05-15,30788100000
2007-05-16,32208950000
2007-05-17,32896750000
2007-05-18,32996300000
2007-05-21,33222550000
2007-05-22,32851499999
2007-05-23,33204449999
2007-05-24,32489500000
2007-05-25,32688599999
2007-05-29,32389950000
2007-05-30,32670500000
2007-05-31,32534750000
2007-06-01,32426150000
2007-06-04,32978199999
2007-06-05,32878650000
2007-06-06,32389950000
2007-06-07,31702150000
2007-06-08,31892200000
2007-06-11,31910300000
2007-06-12,31385400000
2007-06-13,32127500000
2007-06-14,32815300000
2007-06-15,32914849999
2007-06-18,32507600000
2007-06-19,32878650000
2007-06-20,31846949999
2007-06-21,32489500000
2007-06-22,32326600000
2007-06-25,31729300000
2007-06-26,31159150000
2007-06-27,31503050000
2007-06-28,31240600000
2007-06-29,31222500000
2007-07-02,30756000000
2007-07-03,30676800000
2007-07-05,30360000000
2007-07-06,30676800000
2007-07-09,30879200000
2007-07-10,30773600000
2007-07-11,30289600000
2007-07-12,30791200000
2007-07-13,31248800000
2007-07-16,31178400000
2007-07-17,31063999999
2007-07-18,31372000000
2007-07-19,32032000000
2007-07-20,32181600000
2007-07-23,33211200000
2007-07-24,32771200000
2007-07-25,33043999999
2007-07-26,32445599999
2007-07-27,31732800000
2007-07-30,31970400000
2007-07-31,31697600000
2007-08-01,31380799999
2007-08-02,31204800000
2007-08-03,30157600000
2007-08-06,30183999999
2007-08-07,30527199999
2007-08-08,30333600000
2007-08-09,29427199999
2007-08-10,29242399999
2007-08-13,29233600000
2007-08-14,28943200000
2007-08-15,28626400000
2007-08-16,28133600000
2007-08-17,28380000000
2007-08-20,28714400000
2007-08-21,28529600000
2007-08-22,28688000000
2007-08-23,29365599999
2007-08-24,29682399999
2007-08-27,29409600000
2007-08-28,28996000000
2007-08-29,29664800000
2007-08-30,30025599999
2007-08-31,30439200000
2007-09-04,30791200000
2007-09-05,31099200000
2007-09-06,31310400000
2007-09-07,31011200000
2007-09-10,31028800000
2007-09-11,31530400000
2007-09-12,32225599999
2007-09-13,32436800000
2007-09-14,32656800000
2007-09-17,32331200000
2007-09-18,33096800000
2007-09-19,33457600000
2007-09-20,33748000000
2007-09-21,34276000000
2007-09-24,33941600000
2007-09-25,33440000000
2007-09-26,33792000000
2007-09-27,33976800000
2007-09-28,33792000000
2007-10-01,33907320000
2007-10-02,34116840000
2007-10-03,34160490000
2007-10-04,34492230000
2007-10-05,34029539999
2007-10-08,33933509999
2007-10-09,34448580000
2007-10-10,34963650000
2007-10-11,35469990000
2007-10-12,35932680000
2007-10-15,36212040000
2007-10-16,36011250000
2007-10-17,35950140000
2007-10-18,35801730000
2007-10-19,33916050000
2007-10-22,34335090000
2007-10-23,35173170000
2007-10-24,35391420000
2007-10-25,35801730000
2007-10-26,36037440000
2007-10-29,35435070000
2007-10-30,34160490000
2007-10-31,34413660000
2007-11-01,34204140000
2007-11-02,35190630000
2007-11-05,34710480000
2007-11-06,35478720000
2007-11-07,34867620000
2007-11-08,34789050000
2007-11-09,33584310000
2007-11-12,32135130000
2007-11-13,32693850000
2007-11-14,32318460000
2007-11-15,31925610000
2007-11-16,32318460000
2007-11-19,31724820000
2007-11-20,32423220000
2007-11-21,31768470000
2007-11-23,32135130000
2007-11-26,31279590000
2007-11-27,30624840000
2007-11-28,31297050000
2007-11-29,31943070000
2007-11-30,31960530000
2007-12-03,32021640000
2007-12-04,31681170000
2007-12-05,32213700000
2007-12-06,32981940000
2007-12-07,32781149999
2007-12-10,33208920000
2007-12-11,33060509999
2007-12-12,33697800000
2007-12-13,33793830000
2007-12-14,32824800000
2007-12-17,32012910000
2007-12-18,31820850000
2007-12-19,31593869999
2007-12-20,31899420000
2007-12-21,32554170000
2007-12-24,32702580000
2007-12-26,33304950000
2007-12-27,33121619999
2007-12-28,33191460000
2007-12-31,33322889999
2008-01-02,34008509999
2008-01-03,34386480000
2008-01-04,33410790000
2008-01-07,32830650000
2008-01-08,32136240000
2008-01-09,32294460000
2008-01-10,31811009999
2008-01-11,31573680000
2008-01-14,32074710000
2008-01-15,31081440000
2008-01-16,30351870000
2008-01-17,29270699999
2008-01-18,28479600000
2008-01-22,28084050000
2008-01-23,27829140000
2008-01-24,28453229999
2008-01-25,29086110000
2008-01-28,29490449999
2008-01-29,29648669999
2008-01-30,29059740000
2008-01-31,29156430000
2008-02-01,29648669999
2008-02-04,30510090000
2008-02-05,29965110000
2008-02-06,29411340000
2008-02-07,29516820000
2008-02-08,29657460000
2008-02-11,30404610000
2008-02-12,30387030000
2008-02-13,31353930000
2008-02-14,31503360000
2008-02-15,31503360000
2008-02-19,31934070000
2008-02-20,32276880000
2008-02-21,31696740000
2008-02-22,31784639999
2008-02-25,32602110000
2008-02-26,33015240000
2008-02-27,33006449999
2008-02-28,34333740000
2008-02-29,33665699999
2008-03-03,33894240000
2008-03-04,33586590000
2008-03-05,34509540000
2008-03-06,33964560000
2008-03-07,33393210000
2008-03-10,32505419999
2008-03-11,33727229999
2008-03-12,33331680000
2008-03-13,33903030000
2008-03-14,33753600000
2008-03-17,32171400000
2008-03-18,33076770000
2008-03-19,31538520000
2008-03-20,31846169999
2008-03-24,32197770000
2008-03-25,32918550000
2008-03-26,34254630000
2008-03-27,34368900000
2008-03-28,34465590000
2008-03-31,34413750000
2008-04-01,34492500000
2008-04-02,35157500000
2008-04-03,35157500000
2008-04-04,35936250000
2008-04-07,36435000000
2008-04-08,36671250000
2008-04-09,36890000000
2008-04-10,38097500000
2008-04-11,38080000000
2008-04-14,38570000000
2008-04-15,38963750000
2008-04-16,39375000000
2008-04-17,39506250000
2008-04-18,41501250000
2008-04-21,41527500000
2008-04-22,41982500000
2008-04-23,41545000000
2008-04-24,41020000000
2008-04-25,41046250000
2008-04-28,40950000000
2008-04-29,39357500000
2008-04-30,40171250000
2008-05-01,39305000000
2008-05-02,39576250000
2008-05-05,40188750000
2008-05-06,40880000000
2008-05-07,40810000000
2008-05-08,42008750000
2008-05-09,42105000000
2008-05-12,41510000000
2008-05-13,42691250000
2008-05-14,41877500000
2008-05-15,42288750000
2008-05-16,43295000000
2008-05-19,42936250000
2008-05-20,43680000000
2008-05-21,42385000000
2008-05-22,42245000000
2008-05-23,41798750000
2008-05-27,42105000000
2008-05-28,42787500000
2008-05-29,42376250000
2008-05-30,42507500000
2008-06-02,42043750000
2008-06-03,40906250000
2008-06-04,41028750000
2008-06-05,43137500000
2008-06-06,43216250000
2008-06-09,44275000000
2008-06-10,43470000000
2008-06-11,43198750000
2008-06-12,42315000000
2008-06-13,42122500000
2008-06-16,42691250000
2008-06-17,44073750000
2008-06-18,44082500000
2008-06-19,43881250000
2008-06-20,43776250000
2008-06-23,46383750000
2008-06-24,45613750000
2008-06-25,44485000000
2008-06-26,44633750000
2008-06-27,45640000000
2008-06-30,46807740000
2008-07-01,47548620000
2008-07-02,46693080000
2008-07-03,44585100000
2008-07-07,43218000000
2008-07-08,41842080000
2008-07-09,41242320000
2008-07-10,42327180000
2008-07-11,42371280000
2008-07-14,43385580000
2008-07-15,41242320000
2008-07-16,41074740000
2008-07-17,40801320000
2008-07-18,41436360000
2008-07-21,43138620000
2008-07-22,40836600000
2008-07-23,38957940000
2008-07-24,40060440000
2008-07-25,40589640000
2008-07-28,40474980000
2008-07-29,39319560000
2008-07-30,40307400000
2008-07-31,39531240000
2008-08-01,40333860000
2008-08-04,38261160000
2008-08-05,38278800000
2008-08-06,39557700000
2008-08-07,39566520000
2008-08-08,38384640000
2008-08-11,38349360000
2008-08-12,38172960000
2008-08-13,39769380000
2008-08-14,39310740000
2008-08-15,38464020000
2008-08-18,37899540000
2008-08-19,38843280000
2008-08-20,39839940000
2008-08-21,40536720000
2008-08-22,40095720000
2008-08-25,39742920000
2008-08-26,40131000000
2008-08-27,40369140000
2008-08-28,39257820000
2008-08-29,38755080000
2008-09-02,37696680000
2008-09-03,36453060000
2008-09-04,35394660000
2008-09-05,34724340000
2008-09-08,33436619999
2008-09-09,30693599999
2008-09-10,31381560000
2008-09-11,31681440000
2008-09-12,32898599999
2008-09-15,30287880000
2008-09-16,31425660000
2008-09-17,30508380000
2008-09-18,30561300000
2008-09-19,33180839999
2008-09-22,32986800000
2008-09-23,31037579999
2008-09-24,30843540000
2008-09-25,30587760000
2008-09-26,29988000000
2008-09-29,26715780000
2008-09-30,28989050000
2008-10-01,27136400000
2008-10-02,24639350000
2008-10-03,23986000000
2008-10-06,22052800000
2008-10-07,19502050000
2008-10-08,18786050000
2008-10-09,16951300000
2008-10-10,15581950000
2008-10-13,19251450000
2008-10-14,19099300000
2008-10-15,15832550000
2008-10-16,15841500000
2008-10-17,16342700000
2008-10-20,18616000000
2008-10-21,18571250000
2008-10-22,15787800000
2008-10-23,16772299999
2008-10-24,16691749999
2008-10-27,14928600000
2008-10-28,16333750000
2008-10-29,16870750000
2008-10-30,17873150000
2008-10-31,17712050000
2008-11-03,16432200000
2008-11-04,18043200000
2008-11-05,17201900000
2008-11-06,16333750000
2008-11-07,17398800000
2008-11-10,17273500000
2008-11-11,16593300000
2008-11-12,15492449999
2008-11-13,17148200000
2008-11-14,16208450000
2008-11-17,15680400000
2008-11-18,15805700000
2008-11-19,14481100000
2008-11-20,12046700000
2008-11-21,13720350000
2008-11-24,14704850000
2008-11-25,14499000000
2008-11-26,15734099999
2008-11-28,15752000000
2008-12-01,13541350000
2008-12-02,13800900000
2008-12-03,13514500000
2008-12-04,12333100000
2008-12-05,12807450000
2008-12-08,13702450000
2008-12-09,14033600000
2008-12-10,14955450000
2008-12-11,15161300000
2008-12-12,15376100000
2008-12-15,15447700000
2008-12-16,16494850000
2008-12-17,16476950000
2008-12-18,15116550000
2008-12-19,15671450000
2008-12-22,15223950000
2008-12-23,14857000000
2008-12-24,14964399999
2008-12-26,15429799999
2008-12-29,15644600000
2008-12-30,15868350000
2008-12-31,16307460000
2009-01-02,17446650000
2009-01-05,17643990000
2009-01-06,18756270000
2009-01-07,18558930000
2009-01-08,18980520000
2009-01-09,17051970000
2009-01-12,16083210000
2009-01-13,16415100000
2009-01-14,15428400000
2009-01-15,15625740000
2009-01-16,15912779999
2009-01-20,14899170000
2009-01-21,15894839999
2009-01-22,15114450000
2009-01-23,16370250000
2009-01-26,16926390000
2009-01-27,16657290000
2009-01-28,17464590000
2009-01-29,16163940000
2009-01-30,15473250000
2009-02-02,15374580000
2009-02-03,15598830000
2009-02-04,16558620000
2009-02-05,17168580000
2009-02-06,17679870000
2009-02-09,17652960000
2009-02-10,16442009999
2009-02-11,16486860000
2009-02-12,16280549999
2009-02-13,16406130000
2009-02-17,14674920000
2009-02-18,15257970000
2009-02-19,15249000000
2009-02-20,15311790000
2009-02-23,14325090000
2009-02-24,15275910000
2009-02-25,14863290000
2009-02-26,14979900000
2009-02-27,14630069999
2009-03-02,13257660000
2009-03-03,13383240000
2009-03-04,14656980000
2009-03-05,13795860000
2009-03-06,13562640000
2009-03-09,14100840000
2009-03-10,14665950000
2009-03-11,14145690000
2009-03-12,14585220000
2009-03-13,14450670000
2009-03-16,14764620000
2009-03-17,15527069999
2009-03-18,15616770000
2009-03-19,15975569999
2009-03-20,15105480000
2009-03-23,16199819999
2009-03-24,16406130000
2009-03-25,15634710000
2009-03-26,15482220000
2009-03-27,14952990000
2009-03-30,14190540000
2009-03-31,13892060000
2009-04-01,13963900000
2009-04-02,14655360000
2009-04-03,15562339999
2009-04-06,15257019999
2009-04-07,14610460000
2009-04-08,14843940000
2009-04-09,15373760000
