,ROK
2013-11-26,15807190183
2013-11-27,15871029582
2013-11-29,15762780167
2013-12-02,15522688516
2013-12-03,15426929419
2013-12-04,15111895865
2013-12-05,15156305882
2013-12-06,15501871321
2013-12-09,15537954459
2013-12-10,15526851955
2013-12-11,15220145280
2013-12-12,15339497199
2013-12-13,15338109386
2013-12-16,15399173158
2013-12-17,15339497199
2013-12-18,15697552956
2013-12-19,15825231753
2013-12-20,16169409379
2013-12-23,16147204371
2013-12-24,16251290347
2013-12-26,16349825070
2013-12-27,16373417891
2013-12-30,16334559127
2013-12-31,16358777942
2014-01-02,16112344083
2014-01-03,16313090766
2014-01-06,16131726521
2014-01-07,16203718435
2014-01-08,16124804222
2014-01-09,16119266382
2014-01-10,16192642756
2014-01-13,15930979839
2014-01-14,16369853621
2014-01-15,16455690133
2014-01-16,16566446924
2014-01-17,16506915149
2014-01-21,16589982742
2014-01-22,16483379331
2014-01-23,16199565055
2014-01-24,15643012184
2014-01-27,15638858804
2014-01-28,15922673079
2014-01-29,15933748758
2014-01-30,15935133218
2014-01-31,15899137261
2014-02-03,15501797276
2014-02-04,15392424945
2014-02-05,15216598541
2014-02-06,15317664112
2014-02-07,15554406751
2014-02-10,15511488495
2014-02-11,15710850718
2014-02-12,15998818373
2014-02-13,16122035302
2014-02-14,16198180596
2014-02-18,16405849578
2014-02-19,16336626584
2014-02-20,16473688112
2014-02-21,16519375288
2014-02-24,16691048313
2014-02-25,16731197649
2014-02-26,16853030119
2014-02-27,16915330813
2014-02-28,17006705165
2014-03-03,16833647680
2014-03-04,17167302512
2014-03-05,17096695058
2014-03-06,17092541678
2014-03-07,17266983623
2014-03-10,17131306555
2014-03-11,16900101755
2014-03-12,16862721338
2014-03-13,16648130057
2014-03-14,16613518560
2014-03-17,16925022033
2014-03-18,17067621400
2014-03-19,16922253113
2014-03-20,17001167326
2014-03-21,17034394363
2014-03-24,16908408514
2014-03-25,17121615335
2014-03-26,16913946353
2014-03-27,16859952418
2014-03-28,17201914009
2014-03-31,17172005676
2014-04-01,17211988668
2014-04-02,17385707874
2014-04-03,17493248335
2014-04-04,17166490780
2014-04-07,16819052368
2014-04-08,16954167306
2014-04-09,17087903520
2014-04-10,16761145966
2014-04-11,16654984228
2014-04-14,16744601279
2014-04-15,16879716217
2014-04-16,17330558920
2014-04-17,17512550469
2014-04-21,17613197311
2014-04-22,17602167520
2014-04-23,17531852603
2014-04-24,17598031349
2014-04-25,17247835488
2014-04-28,17169248228
2014-04-29,15942183993
2014-04-30,16431630963
2014-05-01,16575018244
2014-05-02,16485401194
2014-05-05,16522626738
2014-05-06,16381996904
2014-05-07,16486779917
2014-05-08,16317196883
2014-05-09,16253775585
2014-05-12,16740465108
2014-05-13,16639818266
2014-05-14,16493673537
2014-05-15,16512975671
2014-05-16,16570882073
2014-05-19,16740465108
2014-05-20,16394405419
2014-05-21,16489537365
2014-05-22,16528141633
2014-05-23,16718405526
2014-05-27,16860414083
2014-05-28,16701860840
2014-05-29,16595699102
2014-05-30,16693588496
2014-06-02,16911426866
2014-06-03,16886609837
2014-06-04,16868686427
2014-06-05,17275409965
2014-06-06,17418797247
2014-06-09,17624227102
2014-06-10,17460158963
2014-06-11,17395358941
2014-06-12,17275409965
2014-06-13,17319529129
2014-06-16,17325044024
2014-06-17,17500141954
2014-06-18,17329180196
2014-06-19,17280924861
2014-06-20,17542882394
2014-06-23,17438099381
2014-06-24,17134780132
2014-06-25,17198201429
2014-06-26,17194065258
2014-06-27,17349861054
2014-06-30,17109372000
2014-07-01,17181823000
2014-07-02,17121675000
2014-07-03,17250173000
2014-07-07,17121675000
2014-07-08,16961736000
2014-07-09,17028719000
2014-07-10,16804531000
2014-07-11,16840073000
2014-07-14,16890652000
2014-07-15,16846908000
2014-07-16,16846908000
2014-07-17,16495589000
2014-07-18,16745750000
2014-07-21,16743016000
2014-07-22,16808632000
2014-07-23,16764888000
2014-07-24,16767622000
2014-07-25,16822302000
2014-07-28,16727979000
2014-07-29,16399899000
2014-07-30,15492211000
2014-07-31,15263922000
2014-08-01,15250252000
2014-08-04,15430696000
2014-08-05,15352777000
2014-08-06,15278959000
2014-08-07,15248885000
2014-08-08,15467605000
2014-08-11,15546891000
2014-08-12,15482642000
2014-08-13,15611140000
2014-08-14,15694527000
2014-08-15,15623443000
2014-08-18,15812089000
2014-08-19,15895476000
2014-08-20,16056782000
2014-08-21,16047213000
2014-08-22,15918715000
2014-08-25,16041745000
2014-08-26,15906412000
2014-08-27,15907779000
2014-08-28,15907779000
2014-08-29,15940587000
2014-09-02,16018506000
2014-09-03,15924183000
2014-09-04,15991166000
2014-09-05,16019873000
2014-09-08,15935119000
2014-09-09,15847631000
2014-09-10,15832594000
2014-09-11,15879072000
2014-09-12,15775180000
2014-09-15,15787483000
2014-09-16,15896843000
2014-09-17,15876338000
2014-09-18,16092324000
2014-09-19,16011671000
2014-09-22,15720500000
2014-09-23,15620709000
2014-09-24,15488110000
2014-09-25,15240683000
2014-09-26,15425228000
2014-09-29,15239316000
2014-09-30,14882592543
2014-10-01,14816224957
2014-10-02,14822997160
2014-10-03,14939479045
2014-10-06,14739021847
2014-10-07,14340816331
2014-10-08,14636084367
2014-10-09,13943965256
2014-10-10,13614836207
2014-10-13,13354783625
2014-10-14,13675786031
2014-10-15,13650051661
2014-10-16,13966990745
2014-10-17,14244651054
2014-10-20,14237878851
2014-10-21,14757984014
2014-10-22,14239233291
2014-10-23,14583261186
2014-10-24,14805389433
2014-10-27,14619831080
2014-10-28,15018036596
2014-10-29,14793199468
2014-10-30,14932706843
2014-10-31,15217139354
2014-11-03,15012618834
2014-11-04,14797262790
2014-11-05,14929997962
2014-11-06,15138581803
2014-11-07,15209012711
2014-11-10,15271316975
2014-11-11,15286215821
2014-11-12,15229329319
2014-11-13,14649628772
2014-11-14,14915099116
2014-11-17,14923225759
2014-11-18,15019391037
2014-11-19,14924580200
2014-11-20,14947605689
2014-11-21,15391862182
2014-11-24,15475837495
2014-11-25,15550331724
2014-11-26,15528660676
2014-11-28,15631598156
2014-12-01,15118265195
2014-12-02,15669522491
2014-12-03,15972917170
2014-12-04,15752143363
2014-12-05,15479900817
2014-12-08,15123682957
2014-12-09,15042416526
2014-12-10,14474905944
2014-12-11,14477614825
2014-12-12,14194536754
2014-12-15,14002206199
2014-12-16,14198600075
2014-12-17,14618476640
2014-12-18,15093885266
2014-12-19,15141290684
2014-12-22,15222557116
2014-12-23,15344456764
2014-12-24,15295696905
2014-12-26,15306532429
2014-12-29,15317367953
2014-12-30,15217139354
2014-12-31,14964729547
2015-01-02,14943197562
2015-01-05,14441233162
2015-01-06,14275706028
2015-01-07,14299929511
2015-01-08,14721148967
2015-01-09,14468148144
2015-01-12,14264940036
2015-01-13,14060386178
2015-01-14,14112870392
2015-01-15,14103450148
2015-01-16,14088646909
2015-01-20,14190923837
2015-01-21,14317424249
2015-01-22,14604068799
2015-01-23,14380674455
2015-01-26,14433158668
2015-01-27,14431812919
2015-01-28,14609451795
2015-01-29,14805931158
2015-01-30,14657898761
2015-02-02,15057586232
2015-02-03,15385949002
2015-02-04,15085846962
2015-02-05,15212347374
2015-02-06,15159863160
2015-02-09,15480151437
2015-02-10,15476114190
2015-02-11,15520523908
2015-02-12,15729115013
2015-02-13,15866381417
2015-02-17,15855615424
2015-02-18,15940397615
2015-02-19,15856961173
2015-02-20,15906753889
2015-02-23,15840812185
2015-02-24,15936360368
2015-02-25,15823317447
2015-02-26,15800439713
2015-02-27,15750646998
2015-03-02,15843503683
2015-03-03,15762758739
2015-03-04,15455927954
2015-03-05,15368454265
2015-03-06,15120836438
2015-03-09,15116799190
2015-03-10,14897442094
2015-03-11,14800548161
2015-03-12,15239262355
2015-03-13,15007793517
2015-03-16,15422284227
2015-03-17,15209655876
2015-03-18,15568970875
2015-03-19,15408826737
2015-03-20,15630875331
2015-03-23,15509757916
2015-03-24,15628183833
2015-03-25,15302512561
2015-03-26,15260794340
2015-03-27,15225804864
2015-03-30,15546093141
2015-03-31,15554909239
2015-04-01,15184777767
2015-04-02,15127112356
2015-04-06,15338999214
2015-04-07,15128453412
2015-04-08,14959480349
2015-04-09,14979596190
2015-04-10,14959480349
2015-04-13,14923271835
2015-04-14,14955457181
2015-04-15,15306813868
2015-04-16,15332293933
2015-04-17,15061400609
2015-04-20,15306813868
2015-04-21,15250489514
2015-04-22,15290721196
2015-04-23,15290721196
2015-04-24,15037261600
2015-04-27,15400687793
2015-04-28,15226350505
2015-04-29,15064082721
2015-04-30,15904924871
2015-05-01,16258963671
2015-05-04,16389046109
2015-05-05,16119493841
2015-05-06,16206662485
2015-05-07,16017573580
2015-05-08,16103401168
2015-05-11,16179841363
2015-05-12,16315288025
2015-05-13,16578135013
2015-05-14,16684078442
2015-05-15,16678714218
2015-05-18,16771247086
2015-05-19,16764541806
2015-05-20,16763200750
2015-05-21,16853051506
2015-05-22,16780634478
2015-05-26,16594227686
2015-05-27,16717604843
2015-05-28,16604956134
2015-05-29,16480237921
2015-06-01,16606297190
2015-06-02,16834276721
2015-06-03,16937538037
2015-06-04,16700171115
2015-06-05,16785998703
2015-06-08,16761859693
2015-06-09,16779293422
2015-06-10,16993862392
2015-06-11,17016660345
2015-06-12,16879872627
2015-06-15,16615684583
2015-06-16,16641164648
2015-06-17,16710899563
2015-06-18,16842323057
2015-06-19,16678714218
2015-06-22,16877190515
2015-06-23,16842323057
2015-06-24,16785998703
2015-06-25,16631777256
2015-06-26,16725651180
2015-06-29,16482920033
2015-06-30,16502336000
2015-07-01,16718148000
2015-07-02,16699612000
2015-07-06,16605608000
2015-07-07,16576480000
2015-07-08,15983328000
2015-07-09,16085276000
2015-07-10,16175308000
2015-07-13,16470560000
2015-07-14,16550000000
2015-07-15,16270636000
2015-07-16,16351400000
2015-07-17,16383176000
2015-07-20,16335512000
2015-07-21,15995244000
2015-07-22,15927720000
2015-07-23,15609960000
2015-07-24,15559648000
2015-07-27,15400768000
2015-07-28,15786052000
2015-07-29,15406064000
2015-07-30,15504040000
2015-07-31,15461672000
2015-08-03,15267044000
2015-08-04,15220704000
2015-08-05,15362372000
2015-08-06,15414008000
2015-08-07,15345160000
2015-08-10,15747656000
2015-08-11,15456376000
2015-08-12,15337216000
2015-08-13,15251156000
2015-08-14,15380908000
2015-08-17,15490800000
2015-08-18,15316032000
2015-08-19,15094924000
2015-08-20,14726852000
2015-08-21,14423656000
2015-08-24,13924508000
2015-08-25,13712668000
2015-08-26,14180040000
2015-08-27,14725528000
2015-08-28,14785108000
2015-08-31,14806292000
2015-09-01,14239620000
2015-09-02,14345540000
2015-09-03,14297876000
2015-09-04,14068824000
2015-09-08,14513688000
2015-09-09,14059556000
2015-09-10,13921860000
2015-09-11,14021160000
2015-09-14,13894056000
2015-09-15,14107220000
2015-09-16,14243592000
2015-09-17,14013216000
2015-09-18,13741796000
2015-09-21,13770924000
2015-09-22,13650440000
2015-09-23,13425360000
2015-09-24,13379020000
2015-09-25,13277072000
2015-09-28,13226760000
2015-09-29,13287664000
2015-09-30,13335499521
2015-10-01,13189619907
2015-10-02,13459037213
2015-10-05,13671942596
2015-10-06,13711369519
2015-10-07,13552347597
2015-10-08,13854620671
2015-10-09,13875648364
2015-10-12,13867762979
2015-10-13,13738968365
2015-10-14,13648286442
2015-10-15,13830964518
2015-10-16,13704798365
2015-10-19,13557604520
2015-10-20,13713997980
2015-10-21,13657486057
2015-10-22,14068840285
2015-10-23,14198949131
2015-10-26,14137180285
2015-10-27,13830964518
2015-10-28,14288316822
2015-10-29,14267289130
2015-10-30,14346142976
2015-11-02,14530135282
2015-11-03,14474937590
2015-11-04,14407911821
2015-11-05,14318544130
2015-11-06,14325115284
2015-11-09,14166093362
2015-11-10,13691656057
2015-11-11,13656171827
2015-11-12,13455094520
2015-11-13,13489264520
2015-11-16,13753424903
2015-11-17,13543147981
2015-11-18,13940045671
2015-11-19,13899304517
2015-11-20,13823079133
2015-11-23,13729768749
2015-11-24,13669314134
2015-11-25,13816507979
2015-11-27,14063583362
2015-11-30,13988672209
2015-12-01,14051755285
2015-12-02,13834907210
2015-12-03,13678513750
2015-12-04,14026784901
2015-12-07,14041241439
2015-12-08,13656171827
2015-12-09,13643029519
2015-12-10,13628572981
2015-12-11,13349956060
2015-12-14,13581260673
2015-12-15,13344699137
2015-12-16,13586517596
2015-12-17,13144936061
2015-12-18,13092366831
2015-12-21,13240874907
2015-12-22,13406467982
2015-12-23,13694284519
2015-12-24,13644343750
2015-12-28,13566804135
2015-12-29,13794166056
2015-12-30,13665371442
2015-12-31,13366342044
2016-01-04,13224354783
2016-01-05,13105814960
2016-01-06,12755406032
2016-01-07,12170522729
2016-01-08,12175733270
2016-01-11,12173127999
2016-01-12,12286457281
2016-01-13,12110601499
2016-01-14,12061101353
2016-01-15,11942561530
2016-01-19,11887850842
2016-01-20,11685942352
2016-01-21,11731534592
2016-01-22,11929535176
2016-01-25,11809692717
2016-01-26,12305996812
2016-01-27,12227838687
2016-01-28,12131443666
2016-01-29,12449286708
2016-02-01,12305996812
2016-02-02,12079338249
2016-02-03,12382852302
2016-02-04,12849195782
2016-02-05,12873945855
2016-02-08,12687668990
2016-02-09,12670734730
2016-02-10,12446681438
2016-02-11,12243470312
2016-02-12,12548287000
2016-02-16,13060222720
2016-02-17,13319447169
2016-02-18,13276460200
2016-02-19,13234775867
2016-02-22,13686790357
2016-02-23,13372855221
2016-02-24,13340289336
2016-02-25,13552618909
2016-02-26,13662040284
2016-02-29,13559132086
2016-03-01,13912146285
2016-03-02,13982488598
2016-03-03,13935593723
2016-03-04,13987699139
2016-03-07,14177883911
2016-03-08,13727172055
2016-03-09,13706329889
2016-03-10,13819659170
2016-03-11,13887396212
2016-03-14,14009843942
2016-03-15,13961646431
2016-03-16,14269068390
2016-03-17,14717174975
2016-03-18,14786214652
2016-03-21,14859162235
2016-03-22,14857859600
2016-03-23,14726293423
2016-03-24,14533503380
2016-03-28,14575187714
2016-03-29,14687214360
2016-03-30,14895636027
2016-03-31,14719258303
2016-04-01,14694672289
2016-04-04,14486338172
2016-04-05,14411286130
2016-04-06,14438460145
2016-04-07,14360820101
2016-04-08,14426814138
2016-04-11,14490220174
2016-04-12,14620914248
2016-04-13,14952178435
2016-04-14,15063462497
2016-04-15,15121692530
2016-04-18,15147572545
2016-04-19,15034994481
2016-04-20,14961236440
2016-04-21,14879714394
2016-04-22,14895242403
2016-04-25,14851246378
2016-04-26,15000056462
2016-04-27,14970294445
2016-04-28,14782664339
2016-04-29,14683026283
2016-05-02,14653264266
2016-05-03,14539392202
2016-05-04,14369878106
2016-05-05,14451400152
2016-05-06,14517394189
2016-05-09,14400934124
2016-05-10,14725728307
2016-05-11,14741256316
2016-05-12,14752902322
2016-05-13,14632560254
2016-05-16,14826660364
2016-05-17,14717964303
2016-05-18,14525158194
2016-05-19,14263770046
2016-05-20,14385406115
2016-05-23,14465634160
2016-05-24,14708906297
2016-05-25,14978058449
2016-05-26,15110046524
2016-05-27,15076402505
2016-05-31,15016878471
2016-06-01,15031112479
2016-06-02,15200626575
2016-06-03,15292500627
2016-06-06,15386962680
2016-06-07,15376610674
2016-06-08,15401196688
2016-06-09,15364964668
2016-06-10,15100988519
2016-06-13,15002644463
2016-06-14,15025936476
2016-06-15,14956060437
2016-06-16,14996174459
2016-06-17,15100988519
2016-06-20,15269208614
2016-06-21,15168276557
2016-06-22,15267914613
2016-06-23,15595296797
2016-06-24,14540686203
2016-06-27,13989441892
2016-06-28,14215892019
2016-06-29,14443636148
2016-06-30,14754370000
2016-07-01,14891865000
2016-07-05,14479380000
2016-07-06,14501225000
2016-07-07,14516645000
2016-07-08,14867450000
2016-07-11,15100035000
2016-07-12,15295355000
2016-07-13,15270940000
2016-07-14,15256805000
2016-07-15,15312060000
2016-07-18,15333905000
2016-07-19,15291500000
2016-07-20,15357035000
2016-07-21,15222110000
2016-07-22,15231105000
2016-07-25,15186130000
2016-07-26,15502240000
2016-07-27,15025505000
2016-07-28,14935555000
2016-07-29,14700400000
2016-08-01,14645145000
2016-08-02,14526925000
2016-08-03,14733810000
2016-08-04,14783925000
2016-08-05,15052490000
2016-08-08,15161715000
2016-08-09,15236245000
2016-08-10,15333905000
2016-08-11,15294070000
2016-08-12,15116740000
2016-08-15,15273510000
2016-08-16,15283790000
2016-08-17,15285075000
2016-08-18,15331335000
2016-08-19,15218255000
2016-08-22,15182275000
2016-08-23,15270940000
2016-08-24,15139870000
2016-08-25,15123165000
2016-08-26,15146295000
2016-08-29,15201550000
2016-08-30,15079475000
2016-08-31,14897005000
2016-09-01,14961255000
2016-09-02,15044780000
2016-09-06,14970250000
2016-09-07,14962540000
2016-09-08,14932985000
2016-09-09,14456250000
2016-09-12,14741520000
2016-09-13,14672130000
2016-09-14,14719675000
2016-09-15,14835325000
2016-09-16,14634865000
2016-09-19,14769790000
2016-09-20,14782640000
2016-09-21,15038355000
2016-09-22,15237530000
2016-09-23,14876445000
2016-09-26,14724815000
2016-09-27,14857170000
2016-09-28,15124450000
2016-09-29,15049920000
2016-09-30,15732900510
2016-10-03,15505278850
2016-10-04,15327811115
2016-10-05,15591440721
2016-10-06,15518138831
2016-10-07,15393397017
2016-10-10,15051321528
2016-10-11,14814697881
2016-10-12,14952299676
2016-10-13,14956157670
2016-10-14,15020457574
2016-10-17,14855849820
2016-10-18,14913719733
2016-10-19,15104047449
2016-10-20,15176063342
2016-10-21,15816490385
2016-10-24,15389539023
2016-10-25,15254509224
2016-10-26,15511708840
2016-10-27,15201783303
2016-10-28,15277657190
2016-10-31,15395969013
2016-11-01,15298233159
2016-11-02,15214643284
2016-11-03,15106619445
2016-11-04,15118193428
2016-11-07,15977240145
2016-11-08,16078833994
2016-11-09,16312885644
2016-11-10,16814424896
2016-11-11,16937880711
2016-11-14,17003466613
2016-11-15,17165502371
2016-11-16,17152642391
2016-11-17,16968744665
2016-11-18,16872294809
2016-11-21,16937880711
2016-11-22,16937880711
2016-11-23,16957170682
2016-11-25,17093486479
2016-11-28,16782274944
2016-11-29,16890298782
2016-11-30,17195080327
2016-12-01,17642607659
2016-12-02,17591167736
2016-12-05,17517865845
2016-12-06,17541013811
2016-12-07,17866371325
2016-12-08,17696619578
2016-12-09,17947389204
2016-12-12,17669613619
2016-12-13,17627175682
2016-12-14,17434275970
2016-12-15,17516579847
2016-12-16,17349400097
2016-12-19,17339112112
2016-12-20,17434275970
2016-12-21,17434275970
2016-12-22,17434275970
2016-12-23,17490859886
2016-12-27,17493431882
2016-12-28,17327538129
2016-12-29,17341684108
2016-12-30,17283814195
2017-01-03,17848856870
2017-01-04,17774132335
2017-01-05,17745788546
2017-01-06,17844991808
2017-01-09,17819224727
2017-01-10,17976403920
2017-01-11,18250823330
2017-01-12,18134871467
2017-01-13,18293339013
2017-01-17,17990575814
2017-01-18,18031803143
2017-01-19,18036956560
2017-01-20,18109104386
2017-01-23,18039533268
2017-01-24,18298492430
2017-01-25,19713105166
2017-01-26,19701509979
2017-01-27,19421937153
2017-01-30,19236414171
2017-01-31,19066351437
2017-02-01,19036719295
2017-02-02,19022547400
2017-02-03,19290525040
2017-02-06,19320157183
2017-02-07,19249297711
2017-02-08,19148806096
2017-02-09,19370402991
2017-02-10,19512121935
2017-02-13,19584269762
2017-02-14,19610036842
2017-02-15,19646110755
2017-02-16,19567521159
2017-02-17,19572674575
2017-02-21,19561079389
2017-02-22,19696356563
2017-02-23,19514698643
2017-02-24,19472182960
2017-02-27,19487643209
2017-02-28,19467029544
2017-03-01,20031328613
2017-03-02,19718258582
2017-03-03,19713105166
2017-03-06,19736295538
2017-03-07,19786541346
2017-03-08,19715681874
2017-03-09,19606171780
2017-03-10,19880591191
2017-03-13,19898628147
2017-03-14,19640957339
2017-03-15,20158875663
2017-03-16,20049365570
2017-03-17,20097034669
2017-03-20,20091881253
2017-03-21,19859977526
2017-03-22,19919241812
2017-03-23,19850959048
2017-03-24,19744025663
2017-03-27,19692491501
2017-03-28,19987524576
2017-03-29,19901204855
2017-03-30,20018445073
2017-03-31,19986809163
2017-04-03,19935465488
2017-04-04,20018898960
2017-04-05,19918778793
2017-04-06,20008630225
2017-04-07,19931614712
2017-04-10,20030451287
2017-04-11,20038152838
2017-04-12,19283400813
2017-04-13,19052354274
2017-04-17,19320624977
2017-04-18,19193549381
2017-04-19,19199967341
2017-04-20,19744210298
2017-04-21,19714687684
2017-04-24,20145974556
2017-04-25,20555440366
2017-04-26,20532335712
2017-04-27,20443767872
2017-04-28,20197318231
2017-05-01,20088212922
2017-05-02,20020182552
2017-05-03,19836628913
2017-05-04,19882838221
2017-05-05,20074093411
2017-05-08,20040720022
2017-05-09,20169079210
2017-05-10,20234542396
2017-05-11,20135705821
2017-05-12,19985525571
2017-05-15,20283318887
2017-05-16,20216572110
2017-05-17,19733941563
2017-05-18,19795553973
2017-05-19,20198601823
2017-05-22,20338513338
2017-05-23,20356483624
2017-05-24,20282035295
2017-05-25,20442484280
2017-05-26,20445051464
2017-05-30,20457887383
2017-05-31,20373170319
2017-06-01,20674814411
2017-06-02,20844248539
2017-06-05,20814725926
2017-06-06,20504096691
2017-06-07,20219139293
2017-06-08,20543888039
2017-06-09,20810875150
2017-06-12,20704337024
2017-06-13,20667112859
2017-06-14,20519499793
2017-06-15,20742844780
2017-06-16,21062459158
2017-06-19,21058608383
2017-06-20,20813442334
2017-06-21,20552873182
2017-06-22,20605500449
2017-06-23,20818576701
2017-06-26,20712038575
2017-06-27,20456603791
2017-06-28,20605500449
2017-06-29,20386006238
2017-06-30,20795664000
2017-07-03,20908656000
2017-07-05,20992116000
2017-07-06,20902236000
2017-07-07,21112812000
2017-07-10,21146196000
2017-07-11,21078144000
2017-07-12,21279732000
2017-07-13,21273312000
2017-07-14,21486456000
2017-07-17,21352920000
2017-07-18,21248916000
2017-07-19,21486456000
2017-07-20,21420972000
2017-07-21,21196272000
2017-07-24,21052464000
2017-07-25,20942040000
2017-07-26,20900952000
2017-07-27,21182148000
2017-07-28,21117948000
2017-07-31,21189852000
2017-08-01,21002388000
2017-08-02,21214248000
2017-08-03,21254052000
2017-08-04,21173160000
2017-08-07,21291288000
2017-08-08,21263040000
2017-08-09,21268176000
2017-08-10,20827764000
2017-08-11,20757144000
2017-08-14,21052464000
2017-08-15,21073008000
2017-08-16,21061452000
2017-08-17,20705784000
2017-08-18,20721192000
2017-08-21,20603064000
2017-08-22,20951028000
2017-08-23,20545284000
2017-08-24,20560692000
2017-08-25,20493924000
2017-08-28,20488788000
2017-08-29,20592792000
2017-08-30,20880408000
2017-08-31,21065304000
2017-09-01,21103824000
2017-09-05,20981844000
2017-09-06,20841888000
2017-09-07,20872704000
2017-09-08,21058884000
2017-09-11,21679056000
2017-09-12,21715008000
2017-09-13,21813876000
2017-09-14,22104060000
2017-09-15,22306932000
2017-09-18,22490544000
2017-09-19,22743492000
2017-09-20,22801272000
2017-09-21,22769172000
2017-09-22,22797420000
2017-09-25,22812828000
2017-09-26,22724232000
2017-09-27,22769172000
2017-09-28,22761468000
2017-09-29,22882164000
2017-10-02,23090715167
2017-10-03,23103493648
2017-10-04,23301560103
2017-10-05,23322005673
2017-10-06,23296448711
2017-10-09,23419122128
2017-10-10,23351396179
2017-10-11,23480458837
2017-10-12,23576297445
2017-10-13,23752640482
2017-10-16,23820366432
2017-10-17,23802476558
2017-10-18,23636356305
2017-10-19,23824199976
2017-10-20,24087436685
2017-10-23,23981375292
2017-10-24,24110437950
2017-10-25,23904704406
2017-10-26,24027377824
2017-10-27,24123216431
2017-10-30,23895759470
2017-10-31,25661745544
2017-11-01,24938483519
2017-11-02,25457289848
2017-11-03,25349950607
2017-11-06,25151884152
2017-11-07,25663023392
2017-11-08,24762140481
2017-11-09,24254834786
2017-11-10,24612632254
2017-11-13,24603687317
2017-11-14,24481013899
2017-11-15,24116827191
2017-11-16,24740417064
2017-11-17,24836255671
2017-11-20,24819643646
2017-11-21,24665024026
2017-11-22,24409454406
2017-11-24,24468235418
2017-11-27,24412010102
2017-11-28,25190219595
2017-11-29,24295725925
2017-11-30,24672691114
2017-12-01,24337894912
2017-12-04,24378786051
2017-12-05,23982653140
2017-12-06,24354506937
2017-12-07,24567907570
2017-12-08,24644578456
2017-12-11,24466957570
2017-12-12,24374952507
2017-12-13,24465679722
2017-12-14,24208832254
2017-12-15,24397953773
2017-12-18,24640744912
2017-12-19,24769807570
2017-12-20,24671413266
2017-12-21,24808143013
2017-12-22,24863090481
2017-12-26,24857979089
2017-12-27,25044544911
2017-12-28,25241333519
2017-12-29,25090547443
2018-01-02,24822222654
2018-01-03,25185150022
2018-01-04,25073383462
2018-01-05,25112313387
2018-01-08,25368497412
2018-01-09,25461426911
2018-01-10,25383567060
2018-01-11,25887144480
2018-01-12,26110677599
2018-01-16,25746494428
2018-01-17,25939888250
2018-01-18,25750261840
2018-01-19,25556868018
2018-01-22,25609611787
2018-01-23,25705052894
2018-01-24,25175103589
2018-01-25,25079662482
2018-01-26,25494077816
2018-01-29,25088453111
2018-01-30,25088453111
2018-01-31,24775757905
2018-02-01,25014360672
2018-02-02,24365109984
2018-02-05,23177119362
2018-02-06,23680696782
2018-02-07,23707068667
2018-02-08,22444985606
2018-02-09,22986237148
2018-02-12,23395629265
2018-02-13,23162049713
2018-02-14,23494837784
2018-02-15,23556372182
2018-02-16,23302699766
2018-02-20,23190933206
2018-02-21,23100515315
2018-02-22,23268793057
2018-02-23,23291397529
2018-02-26,23655580701
2018-02-27,23182142578
2018-02-28,22704937043
2018-03-01,22123499772
2018-03-02,22431171762
2018-03-05,22743866968
2018-03-06,22792843326
2018-03-07,22868191568
2018-03-08,23087957275
2018-03-09,23751021808
2018-03-12,23596557911
2018-03-13,23285118509
2018-03-14,23032701897
2018-03-15,22825494231
2018-03-16,23104282727
2018-03-19,22856889332
2018-03-20,22888284433
2018-03-21,22777773677
2018-03-22,22097127887
2018-03-23,21475504888
2018-03-26,22234010528
2018-03-27,21751781776
2018-03-28,21938896578
2018-03-29,21876106376
2018-04-02,20811165211
2018-04-03,21279191652
2018-04-04,21349395619
2018-04-05,21545227735
2018-04-06,20809933562
2018-04-09,20850577964
2018-04-10,21189281310
2018-04-11,21167111636
2018-04-12,21426989476
2018-04-13,21292739786
2018-04-16,21378955183
2018-04-17,21497193442
2018-04-18,21814958763
2018-04-19,21492266848
2018-04-20,21286581543
2018-04-23,20840724776
2018-04-24,19953937834
2018-04-25,20605479906
2018-04-26,20357918552
2018-04-27,20481083405
2018-04-30,20264313264
2018-05-01,20598090015
2018-05-02,20616564743
2018-05-03,20931866767
2018-05-04,21367870346
2018-05-07,21436842664
2018-05-08,21564934111
2018-05-09,21824811951
2018-05-10,21925807131
2018-05-11,21912258997
2018-05-14,22029265607
2018-05-15,21945513507
2018-05-16,22174600134
2018-05-17,22138882326
2018-05-18,22457879296
2018-05-21,22621688550
2018-05-22,22307618175
2018-05-23,22268205422
2018-05-24,22034192201
2018-05-25,21923343834
2018-05-29,21728743366
2018-05-30,21920880536
2018-05-31,21604346864
2018-06-01,21997242745
2018-06-04,21933197022
2018-06-05,21966451532
2018-06-06,21923343834
2018-06-07,22003400988
2018-06-08,21924575482
2018-06-11,21978768017
2018-06-12,22195538159
2018-06-13,22025570661
2018-06-14,22039118795
2018-06-15,21881467783
2018-06-18,21611736755
2018-06-19,20970047871
2018-06-20,21039020189
2018-06-21,20708938383
2018-06-22,20689232006
2018-06-25,20386246468
2018-06-26,20290177883
2018-06-27,20349297012
2018-06-28,20277861397
2018-06-29,20473693514
2018-07-02,20307259000
2018-07-03,20238232000
2018-07-05,20540982000
2018-07-06,20494964000
2018-07-09,20695990000
2018-07-10,20756540000
2018-07-11,20253975000
2018-07-12,20445313000
2018-07-13,20716577000
2018-07-16,20299993000
