,ROK
2004-08-24,7084800000
2004-08-25,7221330000
2004-08-26,7195500000
2004-08-27,7243470000
2004-08-30,7180740000
2004-08-31,7195500000
2004-09-01,7213950000
2004-09-02,7322805000
2004-09-03,7213950000
2004-09-07,7234245000
2004-09-08,7245315000
2004-09-09,7309890000
2004-09-10,7195500000
2004-09-13,7241625000
2004-09-14,7221330000
2004-09-15,7134615000
2004-09-16,7193655000
2004-09-17,7243470000
2004-09-20,7263765000
2004-09-21,7269300000
2004-09-22,7175205000
2004-09-23,7044210000
2004-09-24,6957495000
2004-09-27,6937200000
2004-09-28,7011000000
2004-09-29,7090335000
2004-09-30,7140150000
2004-10-01,7284059999
2004-10-04,7367085000
2004-10-05,7365240000
2004-10-06,7378155000
2004-10-07,7328340000
2004-10-08,7250849999
2004-10-11,7278525000
2004-10-12,7184430000
2004-10-13,7112474999
2004-10-14,7011000000
2004-10-15,7175205000
2004-10-18,7167825000
2004-10-19,7260075000
2004-10-20,7350480000
2004-10-21,7402140000
2004-10-22,7381845000
2004-10-25,7463025000
2004-10-26,7551585000
2004-10-27,7704720000
2004-10-28,7686269999
2004-10-29,7691805000
2004-11-01,7691805000
2004-11-02,7717635000
2004-11-03,7747155000
2004-11-04,8298809999
2004-11-05,7961175000
2004-11-08,8099550000
2004-11-09,8136450000
2004-11-10,8193644999
2004-11-11,8324640000
2004-11-12,8451945000
2004-11-15,8357849999
2004-11-16,8357849999
2004-11-17,8326485000
2004-11-18,8333865000
2004-11-19,8271135000
2004-11-22,8391059999
2004-11-23,8367075000
2004-11-24,8540505000
2004-11-26,8529434999
2004-11-29,8638290000
2004-11-30,8726850000
2004-12-01,8586630000
2004-12-02,8481465000
2004-12-03,8547885000
2004-12-06,8538660000
2004-12-07,8444565000
2004-12-08,8536815000
2004-12-09,8664120000
2004-12-10,8581095000
2004-12-13,8590320000
2004-12-14,8629065000
2004-12-15,8815410000
2004-12-16,8739765000
2004-12-17,8835705000
2004-12-20,8966700000
2004-12-21,9034965000
2004-12-22,9020205000
2004-12-23,9055260000
2004-12-27,9060795000
2004-12-28,9132750000
2004-12-29,9114300000
2004-12-30,9086625000
2004-12-31,9141975000
2005-01-03,8994375000
2005-01-04,8856000000
2005-01-05,8669655000
2005-01-06,8594010000
2005-01-07,8490690000
2005-01-10,8534970000
2005-01-11,9566325000
2005-01-12,9732375000
2005-01-13,9806175000
2005-01-14,9920565000
2005-01-18,10234215000
2005-01-19,10134585000
2005-01-20,10097685000
2005-01-21,9848610000
2005-01-24,9667800000
2005-01-25,9684405000
2005-01-26,10106910000
2005-01-27,10295100000
2005-01-28,10415025000
2005-01-31,10451925000
2005-02-01,10682550000
2005-02-02,10800630000
2005-02-03,10854135000
2005-02-04,11129040000
2005-02-07,10948230000
2005-02-08,11199150000
2005-02-09,11082915000
2005-02-10,11014650000
2005-02-11,11129040000
2005-02-14,10937160000
2005-02-15,10988820000
2005-02-16,11066310000
2005-02-17,11051550000
2005-02-18,11060775000
2005-02-22,10839375000
2005-02-23,10868895000
2005-02-24,11140110000
2005-02-25,11494350000
2005-02-28,11466675000
2005-03-01,11154870000
2005-03-02,11117970000
2005-03-03,11022030000
2005-03-04,11457450000
2005-03-07,11418705000
2005-03-08,11278485000
2005-03-09,11062620000
2005-03-10,10555245000
2005-03-11,10689930000
2005-03-14,10918710000
2005-03-15,10702845000
2005-03-16,10736055000
2005-03-17,10830150000
2005-03-18,10988820000
2005-03-21,11040480000
2005-03-22,10822770000
2005-03-23,10643805000
2005-03-24,10850445000
2005-03-28,10915020000
2005-03-29,10645650000
2005-03-30,10368900000
2005-03-31,10348128000
2005-04-01,10333512000
2005-04-04,10267740000
2005-04-05,10245816000
2005-04-06,10424862000
2005-04-07,10620351000
2005-04-08,10523520000
2005-04-11,10275048000
2005-04-12,10516212000
2005-04-13,10253124000
2005-04-14,9856665000
2005-04-15,9405396000
2005-04-18,9686754000
2005-04-19,9884070000
2005-04-20,9794547000
2005-04-21,10101483000
2005-04-22,9993690000
2005-04-25,10300626000
2005-04-26,8769600000
2005-04-27,8451702000
2005-04-28,8349390000
2005-04-29,8446220999
2005-05-02,8681904000
2005-05-03,8548533000
2005-05-04,8775081000
2005-05-05,8753157000
2005-05-06,8879220000
2005-05-09,9083844000
2005-05-10,8890182000
2005-05-11,8870085000
2005-05-12,8718444000
2005-05-13,8751330000
2005-05-16,8892009000
2005-05-17,8897490000
2005-05-18,9197118000
2005-05-19,9155097000
2005-05-20,9334143000
2005-05-23,9409050000
2005-05-24,9412704000
2005-05-25,9399915000
2005-05-26,9387126000
2005-05-27,9414531000
2005-05-31,9385299000
2005-06-01,9452898000
2005-06-02,9297603000
2005-06-03,9209907000
2005-06-06,9339624000
2005-06-07,9306738000
2005-06-08,9303084000
2005-06-09,9118557000
2005-06-10,9045477000
2005-06-13,9153270000
2005-06-14,9096633000
2005-06-15,9195291000
2005-06-16,9171540000
2005-06-17,9198945000
2005-06-20,8952300000
2005-06-21,8873739000
2005-06-22,8881047000
2005-06-23,8806140000
2005-06-24,8691039000
2005-06-27,8742195000
2005-06-28,8997975000
2005-06-29,8952300000
2005-06-30,8704477000
2005-07-01,8765235000
2005-07-05,9220920000
2005-07-06,9156588000
2005-07-07,9254873000
2005-07-08,9419277000
2005-07-11,9435360000
2005-07-12,9447869000
2005-07-13,9581894000
2005-07-14,9639078000
2005-07-15,9721280000
2005-07-18,9612273000
2005-07-19,9712345000
2005-07-20,9844583000
2005-07-21,9617634000
2005-07-22,9755233000
2005-07-25,9617634000
2005-07-26,9592616000
2005-07-27,9219133000
2005-07-28,9279891000
2005-07-29,9204837000
2005-08-01,9083321000
2005-08-02,9092256000
2005-08-03,9253086000
2005-08-04,9245938000
2005-08-05,9194115000
2005-08-08,9142292000
2005-08-09,9267382000
2005-08-10,9215559000
2005-08-11,9354945000
2005-08-12,9322779000
2005-08-15,9396046000
2005-08-16,9265595000
2005-08-17,9288826000
2005-08-18,9211985000
2005-08-19,9224494000
2005-08-22,9208411000
2005-08-23,9179819000
2005-08-24,9004693000
2005-08-25,9010054000
2005-08-26,9044007000
2005-08-29,9147653000
2005-08-30,9069025000
2005-08-31,9299548000
2005-09-01,9328140000
2005-09-02,9320992000
2005-09-06,9426425000
2005-09-07,9512201000
2005-09-08,9429999000
2005-09-09,9524710000
2005-09-12,9705197000
2005-09-13,9721280000
2005-09-14,9622995000
2005-09-15,9605125000
2005-09-16,9824926000
2005-09-19,9508627000
2005-09-20,9447869000
2005-09-21,9324566000
2005-09-22,9328140000
2005-09-23,9467526000
2005-09-26,9408555000
2005-09-27,9381750000
2005-09-28,9385324000
2005-09-29,9396046000
2005-09-30,9453230000
2005-10-03,9578320000
2005-10-04,9513988000
2005-10-05,9290613000
2005-10-06,9256660000
2005-10-07,9247725000
2005-10-10,9063664000
2005-10-11,9065451000
2005-10-12,9097617000
2005-10-13,9245938000
2005-10-14,9428212000
2005-10-17,9406768000
2005-10-18,9365667000
2005-10-19,9396046000
2005-10-20,9287039000
2005-10-21,9254873000
2005-10-24,9372815000
2005-10-25,9542580000
2005-10-26,9503266000
2005-10-27,9331714000
2005-10-28,9381750000
2005-10-31,9497905000
2005-11-01,9413916000
2005-11-02,9671244000
2005-11-03,9989330000
2005-11-04,9960738000
2005-11-07,10071532000
2005-11-08,9980395000
2005-11-09,10042940000
2005-11-10,10042940000
2005-11-11,10062597000
2005-11-14,10117994000
2005-11-15,10087615000
2005-11-16,10168030000
2005-11-17,10255593000
2005-11-18,10273463000
2005-11-21,10243084000
2005-11-22,10159095000
2005-11-23,10168030000
2005-11-25,10159095000
2005-11-28,10034005000
2005-11-29,10034005000
2005-11-30,10084041000
2005-12-01,10618354000
2005-12-02,10545087000
2005-12-05,10612993000
2005-12-06,10627289000
2005-12-07,10646946000
2005-12-08,10575466000
2005-12-09,10611206000
2005-12-12,10711278000
2005-12-13,10709491000
2005-12-14,10770249000
2005-12-15,10711278000
2005-12-16,10688047000
2005-12-19,10614780000
2005-12-20,10573679000
2005-12-21,10591549000
2005-12-22,10570105000
2005-12-23,10568318000
2005-12-27,10427145000
2005-12-28,10600484000
2005-12-29,10688047000
2005-12-30,10571892000
2006-01-03,10598332000
2006-01-04,10757812000
2006-01-05,10883624000
2006-01-06,11105124000
2006-01-09,11402819999
2006-01-10,11409908000
2006-01-11,11523316000
2006-01-12,11523316000
2006-01-13,11521544000
2006-01-17,11643811999
2006-01-18,11510911999
2006-01-19,11668619999
2006-01-20,11432944000
2006-01-23,11335484000
2006-01-24,11569388000
2006-01-25,11840503999
2006-01-26,11884803999
2006-01-27,11728868000
2006-01-30,11815696000
2006-01-31,11707603999
2006-02-01,11580019999
2006-02-02,11594196000
2006-02-03,11427628000
2006-02-06,11838732000
2006-02-07,11849364000
2006-02-08,12092128000
2006-02-09,12093900000
2006-02-10,12155919999
2006-02-13,11927332000
2006-02-14,12154148000
2006-02-15,12051372000
2006-02-16,12099216000
2006-02-17,12232116000
2006-02-21,12379192000
2006-02-22,12347296000
2006-02-23,12304768000
2006-02-24,12260468000
2006-02-27,12233888000
2006-02-28,12079724000
2006-03-01,12152376000
2006-03-02,12083268000
2006-03-03,12111619999
2006-03-06,12047828000
2006-03-07,12159464000
2006-03-08,12148832000
2006-03-09,12423492000
2006-03-10,12466019999
2006-03-13,12584744000
2006-03-14,12698152000
2006-03-15,12769032000
2006-03-16,12742452000
2006-03-17,12898388000
2006-03-20,12933828000
2006-03-21,12694608000
2006-03-22,12784980000
2006-03-23,12749540000
2006-03-24,12774348000
2006-03-27,12811560000
2006-03-28,12799156000
2006-03-29,12818648000
2006-03-30,12855860000
2006-03-31,12699306000
2006-04-03,12909459999
2006-04-04,12787606000
2006-04-05,12872374000
2006-04-06,13064868000
2006-04-07,12978334000
2006-04-10,12840585999
2006-04-11,12547430000
2006-04-12,12552728000
2006-04-13,12990696000
2006-04-17,13126678000
2006-04-18,13391578000
2006-04-19,13628222000
2006-04-20,13660009999
2006-04-21,13711224000
2006-04-24,13871930000
2006-04-25,13359790000
2006-04-26,13322704000
2006-04-27,12962440000
2006-04-28,12796435999
2006-05-01,12860011999
2006-05-02,13220276000
2006-05-03,13326235999
2006-05-04,13315640000
2006-05-05,13516964000
2006-05-08,13419834000
2006-05-09,13412770000
2006-05-10,13373918000
2006-05-11,13133742000
2006-05-12,12888268000
2006-05-15,12679880000
2006-05-16,12605708000
2006-05-17,12054716000
2006-05-18,11636174000
2006-05-19,11920500000
2006-05-22,11855158000
2006-05-23,11984076000
2006-05-24,11659132000
2006-05-25,11775688000
2006-05-26,12014098000
2006-05-30,11964650000
2006-05-31,12058248000
2006-06-01,12190698000
2006-06-02,12063546000
2006-06-05,11902840000
2006-06-06,11743900000
2006-06-07,11715644000
2006-06-08,11614982000
2006-06-09,11567300000
2006-06-12,11309464000
2006-06-13,11099310000
2006-06-14,11198206000
2006-06-15,11599088000
2006-06-16,11901074000
2006-06-19,11943458000
2006-06-20,11856924000
2006-06-21,12061780000
2006-06-22,12204826000
2006-06-23,12208358000
2006-06-26,12390256000
2006-06-27,12331978000
2006-06-28,12296658000
2006-06-29,12819394000
2006-06-30,12140886000
2006-07-03,12414018000
2006-07-05,12228558000
2006-07-06,12459540000
2006-07-07,12270708000
2006-07-10,12240359999
2006-07-11,12172920000
2006-07-12,12167862000
2006-07-13,11677236000
2006-07-14,11540670000
2006-07-17,11326548000
2006-07-18,11346780000
2006-07-19,11690724000
2006-07-20,11340036000
2006-07-21,11098938000
2006-07-24,11237190000
2006-07-25,11363640000
2006-07-26,10200300000
2006-07-27,10446456000
2006-07-28,10542558000
2006-07-31,10449828000
2006-08-01,10510524000
2006-08-02,10549302000
2006-08-03,10660578000
2006-08-04,10545930000
2006-08-07,10405992000
2006-08-08,10207044000
2006-08-09,10151406000
2006-08-10,10259310000
2006-08-11,10149720000
2006-08-14,10282914000
2006-08-15,10328436000
2006-08-16,10537500000
2006-08-17,10503780000
2006-08-18,10394190000
2006-08-21,10264368000
2006-08-22,10201986000
2006-08-23,9984492000
2006-08-24,9709674000
2006-08-25,9627060000
2006-08-28,9595026000
2006-08-29,9652350000
2006-08-30,9470262000
2006-08-31,9505668000
2006-09-01,9600084000
2006-09-05,9615258000
2006-09-06,9424740000
2006-09-07,9493866000
2006-09-08,9530958000
2006-09-11,9087540000
2006-09-12,9541074000
2006-09-13,9623688000
2006-09-14,9756882000
2006-09-15,9738336000
2006-09-18,9642234000
2006-09-19,9534330000
2006-09-20,9385962000
2006-09-21,9273000000
2006-09-22,9183642000
2006-09-25,9294918000
2006-09-26,9507354000
2006-09-27,9630432000
2006-09-28,9687756000
2006-09-29,9795660000
2006-10-02,9788916000
2006-10-03,9686070000
2006-10-04,9766998000
2006-10-05,10163208000
2006-10-06,10173324000
2006-10-09,10149720000
2006-10-10,10158150000
2006-10-11,10132860000
2006-10-12,10260996000
2006-10-13,10400934000
2006-10-16,10497036000
2006-10-17,10306518000
2006-10-18,10353726000
2006-10-19,10379016000
2006-10-20,10232334000
2006-10-23,10303146000
2006-10-24,10056990000
2006-10-25,10154778000
2006-10-26,10591452000
2006-10-27,10658892000
2006-10-30,10603254000
2006-10-31,10453200000
2006-11-01,10340238000
2006-11-02,10132860000
2006-11-03,10235706000
2006-11-06,10335180000
2006-11-07,10655520000
2006-11-08,10822434000
2006-11-09,10591452000
2006-11-10,10599882000
2006-11-13,10773540000
2006-11-14,10780284000
2006-11-15,10896618000
2006-11-16,10948884000
2006-11-17,10736448000
2006-11-20,10702728000
2006-11-21,10854468000
2006-11-22,10854468000
2006-11-24,11021382000
2006-11-27,10739820000
2006-11-28,10628544000
2006-11-29,10773540000
2006-11-30,10972488000
2006-12-01,10802201999
2006-12-04,10928651999
2006-12-05,10564476000
2006-12-06,10721274000
2006-12-07,10594824000
2006-12-08,10589766000
2006-12-11,10480176000
2006-12-12,10456572000
2006-12-13,10394190000
2006-12-14,10601568000
2006-12-15,10454886000
2006-12-18,10341924000
2006-12-19,10328436000
2006-12-20,10379016000
2006-12-21,10301460000
2006-12-22,10249194000
2006-12-26,10348668000
2006-12-27,10537500000
2006-12-28,10449828000
2006-12-29,10298088000
2007-01-03,9821916000
2007-01-04,9696180000
2007-01-05,9639760000
2007-01-08,9670388000
2007-01-09,9662328000
2007-01-10,9672000000
2007-01-11,9788064000
2007-01-12,9862216000
2007-01-16,9847708000
2007-01-17,9983116000
2007-01-18,9965384000
2007-01-19,10068552000
2007-01-22,9913800000
2007-01-23,10155600000
2007-01-24,9752600000
2007-01-25,9354436000
2007-01-26,9402796000
2007-01-29,9551100000
2007-01-30,9723584000
2007-01-31,9867052000
2007-02-01,10026640000
2007-02-02,10010520000
2007-02-05,9989564000
2007-02-06,10062104000
2007-02-07,10183004000
2007-02-08,10220080000
2007-02-09,10165272000
2007-02-12,10257156000
2007-02-13,10416744000
2007-02-14,10503792000
2007-02-15,10497344000
2007-02-16,10421580000
2007-02-20,10444148000
2007-02-21,10384504000
2007-02-22,10440924000
2007-02-23,10366772000
2007-02-26,10236200000
2007-02-27,9907352000
2007-02-28,10002460000
2007-03-01,10005684000
2007-03-02,9799348000
2007-03-05,9797736000
2007-03-06,9933144000
2007-03-07,9746152000
2007-03-08,9833200000
2007-03-09,9896068000
2007-03-12,9871888000
2007-03-13,9654268000
2007-03-14,9747764000
2007-03-15,9678448000
2007-03-16,9678448000
2007-03-19,9833200000
2007-03-20,9881560000
2007-03-21,10018580000
2007-03-22,9915412000
2007-03-23,9918636000
2007-03-26,9870276000
2007-03-27,9799348000
2007-03-28,9738092000
2007-03-29,9683284000
2007-03-30,9651044000
2007-04-02,9386300000
2007-04-03,9460220000
2007-04-04,9475620000
2007-04-05,8942780000
2007-04-09,8956640000
2007-04-10,8945860000
2007-04-11,8888880000
2007-04-12,8978200000
2007-04-13,8884260000
2007-04-16,9024400000
2007-04-17,9167620000
2007-04-18,9186100000
2007-04-19,8982820000
2007-04-20,9019780000
2007-04-23,9227680000
2007-04-24,9102940000
2007-04-25,9229220000
2007-04-26,9104480000
2007-04-27,9275420000
2007-04-30,9169160000
2007-05-01,9357040000
2007-05-02,9480240000
2007-05-03,9478700000
2007-05-04,9698920000
2007-05-07,9705080000
2007-05-08,9772840000
2007-05-09,9891420000
2007-05-10,9738960000
2007-05-11,9917600000
2007-05-14,9772840000
2007-05-15,9779000000
2007-05-16,9835980000
2007-05-17,9823660000
2007-05-18,9832900000
2007-05-21,9900660000
2007-05-22,9906820000
2007-05-23,10171700000
2007-05-24,10164000000
2007-05-25,10200960000
2007-05-29,10270260000
2007-05-30,10442740000
2007-05-31,10479700000
2007-06-01,10518200000
2007-06-04,10561320000
2007-06-05,10573640000
2007-06-06,10428880000
2007-06-07,10168620000
2007-06-08,10262560000
2007-06-11,10277960000
2007-06-12,10241000000
2007-06-13,10470460000
2007-06-14,10559779999
2007-06-15,10753820000
2007-06-18,10781540000
2007-06-19,10661420000
2007-06-20,10545920000
2007-06-21,10707620000
2007-06-22,10549000000
2007-06-25,10505880000
2007-06-26,10596740000
2007-06-27,10655260000
2007-06-28,10698380000
2007-06-29,10693760000
2007-07-02,10383721000
2007-07-03,10513090000
2007-07-05,10444688000
2007-07-06,10715322000
2007-07-09,10743575000
2007-07-10,10624615000
2007-07-11,10704913000
2007-07-12,10875918000
2007-07-13,10945807000
2007-07-16,11038001000
2007-07-17,11079637000
2007-07-18,11054358000
2007-07-19,11229824000
2007-07-20,10889301000
2007-07-23,10804542000
2007-07-24,10510116000
2007-07-25,10657329000
2007-07-26,10519038000
2007-07-27,10422383000
2007-07-30,10675173000
2007-07-31,10407513000
2007-08-01,10501194000
2007-08-02,10666251000
2007-08-03,10379260000
2007-08-06,10602310000
2007-08-07,10508629000
2007-08-08,10403052000
2007-08-09,9945056000
2007-08-10,9869219000
2007-08-13,10307883999
2007-08-14,10237995000
2007-08-15,9928699000
2007-08-16,9879628000
2007-08-17,10148775000
2007-08-20,10214203000
2007-08-21,10123496000
2007-08-22,10313832000
2007-08-23,10193385000
2007-08-24,10406026000
2007-08-27,10423870000
2007-08-28,10016432000
2007-08-29,10355468000
2007-08-30,10264761000
2007-08-31,10477402000
2007-09-04,10578518000
2007-09-05,10541343000
2007-09-06,10621641000
2007-09-07,10235021000
2007-09-10,10084833999
2007-09-11,10304910000
2007-09-12,10237995000
2007-09-13,10199333000
2007-09-14,10182976000
2007-09-17,10129444000
2007-09-18,10603797000
2007-09-19,10660303000
2007-09-20,10444688000
2007-09-21,10406026000
2007-09-24,10119035000
2007-09-25,10150262000
2007-09-26,10365877000
2007-09-27,10453610000
2007-09-28,10336137000
2007-10-01,10557700000
2007-10-02,10608258000
2007-10-03,10466993000
2007-10-04,10475915000
2007-10-05,10813464000
2007-10-08,10678147000
2007-10-09,10789672000
2007-10-10,10895249000
2007-10-11,10703426000
2007-10-12,10658816000
2007-10-15,10455097000
2007-10-16,10333163000
2007-10-17,10232047000
2007-10-18,10083347000
2007-10-19,9872193000
2007-10-22,10000075000
2007-10-23,10022380000
2007-10-24,10093756000
2007-10-25,10000075000
2007-10-26,10056581000
2007-10-29,10074425000
2007-10-30,10020893000
2007-10-31,10242456000
2007-11-01,9959926000
2007-11-02,9943569000
2007-11-05,10138366000
2007-11-06,10373312000
2007-11-07,9869219000
2007-11-08,10819412000
2007-11-09,10423870000
2007-11-12,10102678000
2007-11-13,10444688000
2007-11-14,10385208000
2007-11-15,10144314000
2007-11-16,9992640000
2007-11-19,9933160000
2007-11-20,9943569000
2007-11-21,9730928000
2007-11-23,9785947000
2007-11-26,9661039000
2007-11-27,9893011000
2007-11-28,10062529000
2007-11-29,9982231000
2007-11-30,10095243000
2007-12-03,9927212000
2007-12-04,9906394000
2007-12-05,10117548000
2007-12-06,10330189000
2007-12-07,10365877000
2007-12-10,10510116000
2007-12-11,10287066000
2007-12-12,10459558000
2007-12-13,10505655000
2007-12-14,10490785000
2007-12-17,10212716000
2007-12-18,10113087000
2007-12-19,10349520000
2007-12-20,10426844000
2007-12-21,10557700000
2007-12-24,10658816000
2007-12-26,10762906000
2007-12-27,10478889000
2007-12-28,10373312000
2007-12-31,10130224000
2008-01-02,9795292000
2008-01-03,9812920000
2008-01-04,9414821000
2008-01-07,9284080000
2008-01-08,8952086000
2008-01-09,8913892000
2008-01-10,8982935000
2008-01-11,8693542000
2008-01-14,9003501000
2008-01-15,8498165000
2008-01-16,8521669000
2008-01-17,8145605000
2008-01-18,8088314000
2008-01-22,8229338000
2008-01-23,8311602000
2008-01-24,8252842000
2008-01-25,8339513000
2008-01-28,8399742000
2008-01-29,8445281000
2008-01-30,8518731000
2008-01-31,8358610000
2008-02-01,8520200000
2008-02-04,8548111000
2008-02-05,8172047000
2008-02-06,8045713000
2008-02-07,8016333000
2008-02-08,7951697000
2008-02-11,8008988000
2008-02-12,8164702000
2008-02-13,8655348000
2008-02-14,8580428999
2008-02-15,8567208000
2008-02-19,8636251000
2008-02-20,8620092000
2008-02-21,8439405000
2008-02-22,8471723000
2008-02-25,8596588000
2008-02-26,8627437000
2008-02-27,8586305000
2008-02-28,8379176000
2008-02-29,8036899000
2008-03-03,8014864000
2008-03-04,7885592000
2008-03-05,7966387000
2008-03-06,7784231000
2008-03-07,7644676000
2008-03-10,7602075000
2008-03-11,7862088000
2008-03-12,7929662000
2008-03-13,7894406000
2008-03-14,7734285000
2008-03-17,7797452000
2008-03-18,8125039000
2008-03-19,7910565000
2008-03-20,7995767000
2008-03-24,8280753000
2008-03-25,8390928000
2008-03-26,8257249000
2008-03-27,8343920000
2008-03-28,8377707000
2008-03-31,8400546000
2008-04-01,8734110000
2008-04-02,8741425000
2008-04-03,8637552000
2008-04-04,8780926000
2008-04-07,8691683000
2008-04-08,8653645000
2008-04-09,8444436000
2008-04-10,8514660000
2008-04-11,8318618000
2008-04-14,8282043000
2008-04-15,8305451000
2008-04-16,8650719000
2008-04-17,8647793000
2008-04-18,8975505000
2008-04-21,8878947000
2008-04-22,8922837000
2008-04-23,8109409000
2008-04-24,8232301000
2008-04-25,8197189000
2008-04-28,8090390000
2008-04-29,8034796000
2008-04-30,7933849000
2008-05-01,8173781000
2008-05-02,8311303000
2008-05-05,8132817000
2008-05-06,8160614000
2008-05-07,7964572000
2008-05-08,7966035000
2008-05-09,7916293000
2008-05-12,8110872000
2008-05-13,8097705000
2008-05-14,8208893000
2008-05-15,8381527000
2008-05-16,8391768000
2008-05-19,8460529000
2008-05-20,8478085000
2008-05-21,8397620000
2008-05-22,8473696000
2008-05-23,8390305000
2008-05-27,8400546000
2008-05-28,8504419000
2008-05-29,8497104000
2008-05-30,8565865000
2008-06-02,8346415000
2008-06-03,8172318000
2008-06-04,8126965000
2008-06-05,8327396000
2008-06-06,7885570000
2008-06-09,7870940000
2008-06-10,7906052000
2008-06-11,7686602000
2008-06-12,7670509000
2008-06-13,7923607999
2008-06-16,8138669000
2008-06-17,7989443000
2008-06-18,7866551000
2008-06-19,7847532000
2008-06-20,7705621000
2008-06-23,7734881000
2008-06-24,7635397000
2008-06-25,6696151000
2008-06-26,6277732999
2008-06-27,6425496000
2008-06-30,6192168000
2008-07-01,6145440000
2008-07-02,5992512000
2008-07-03,6084552000
2008-07-07,6070392000
2008-07-08,6119952000
2008-07-09,5947200000
2008-07-10,6013752000
2008-07-11,5897640000
2008-07-14,5914632000
2008-07-15,5882064000
2008-07-16,6050568000
2008-07-17,6261552000
2008-07-18,6178008000
2008-07-21,6178008000
2008-07-22,6398904000
2008-07-23,6386160000
2008-07-24,6115704000
2008-07-25,6190752000
2008-07-28,6169512000
2008-07-29,6359255999
2008-07-30,6431472000
2008-07-31,6302616000
2008-08-01,6204912000
2008-08-04,6209160000
2008-08-05,6478200000
2008-08-06,6492360000
2008-08-07,6390408000
2008-08-08,6635376000
2008-08-11,6758568000
2008-08-12,6895920000
2008-08-13,6908664000
2008-08-14,6861936000
2008-08-15,6979464000
2008-08-18,6844944000
2008-08-19,6721752000
2008-08-20,6696264000
2008-08-21,6731664000
2008-08-22,6812376000
2008-08-25,6636792000
2008-08-26,6629712000
2008-08-27,6633960000
2008-08-28,6776976000
2008-08-29,6684936000
2008-09-02,6675024000
2008-09-03,6540504000
2008-09-04,6200664000
2008-09-05,6156768000
2008-09-08,6267216000
2008-09-09,5931624000
2008-09-10,5959944000
2008-09-11,5993928000
2008-09-12,5910384000
2008-09-15,5580455999
2008-09-16,5495496000
2008-09-17,5094768000
2008-09-18,5148576000
2008-09-19,5543640000
2008-09-22,5370888000
2008-09-23,5312832000
2008-09-24,5195304000
2008-09-25,5335488000
2008-09-26,5280264000
2008-09-29,4954584000
2008-09-30,5287344000
2008-10-01,5195304000
2008-10-02,4770504000
2008-10-03,4640232000
2008-10-06,4563768000
2008-10-07,4257912000
2008-10-08,4141800000
2008-10-09,3858600000
2008-10-10,3640536000
2008-10-13,4240920000
2008-10-14,4178616000
2008-10-15,3732576000
2008-10-16,3862848000
2008-10-17,3894000000
2008-10-20,3997368000
2008-10-21,3843024000
2008-10-22,3540000000
2008-10-23,3358752000
2008-10-24,3238392000
2008-10-27,3204408000
2008-10-28,3640536000
2008-10-29,3694344000
2008-10-30,3810456000
2008-10-31,3918072000
2008-11-03,3994536000
2008-11-04,4228176000
2008-11-05,3923736000
2008-11-06,3490440000
2008-11-07,3610800000
2008-11-10,3523008000
2008-11-11,3674520000
2008-11-12,3663192000
2008-11-13,3918072000
2008-11-14,3692927999
2008-11-17,3624960000
2008-11-18,3719832000
2008-11-19,3565488000
2008-11-20,3324768000
2008-11-21,3559824000
2008-11-24,3869927999
2008-11-25,4086576000
2008-11-26,4478808000
2008-11-28,4410840000
2008-12-01,3847272000
2008-12-02,4014360000
2008-12-03,4158792000
2008-12-04,3918072000
2008-12-05,4051176000
2008-12-08,4136136000
2008-12-09,4214016000
2008-12-10,4239504000
2008-12-11,4020024000
2008-12-12,4113480000
2008-12-15,4018608000
2008-12-16,4371192000
2008-12-17,4439160000
2008-12-18,4266408000
2008-12-19,4359864000
2008-12-22,4253664000
2008-12-23,4219680000
2008-12-24,4359864000
2008-12-26,4382520000
2008-12-29,4291896000
2008-12-30,4436328000
2008-12-31,4561960000
2009-01-02,4816660000
2009-01-05,4819490000
2009-01-06,4888825000
2009-01-07,4542150000
2009-01-08,4530830000
2009-01-09,4444515000
2009-01-12,4281790000
2009-01-13,4222360000
2009-01-14,4004450000
2009-01-15,4029920000
2009-01-16,4042655000
2009-01-20,3836065000
2009-01-21,4102085000
2009-01-22,4010110000
2009-01-23,3952095000
2009-01-26,3966245000
2009-01-27,3986055000
2009-01-28,4130385000
2009-01-29,3851630000
2009-01-30,3684660000
2009-02-02,3277140000
2009-02-03,3493635000
2009-02-04,3466750000
2009-02-05,3555895000
2009-02-06,3695980000
2009-02-09,3594100000
2009-02-10,3424300000
2009-02-11,3448355000
2009-02-12,3448355000
2009-02-13,3410150000
2009-02-17,3240350000
2009-02-18,3247425000
2009-02-19,3124319999
2009-02-20,3122905000
2009-02-23,2955935000
2009-02-24,3064890000
2009-02-25,2998385000
2009-02-26,2931880000
2009-02-27,2844150000
2009-03-02,2651710000
2009-03-03,2650295000
2009-03-04,2790380000
2009-03-05,2508795000
2009-03-06,2603600000
2009-03-09,2595110000
2009-03-10,2827170000
2009-03-11,2876694999
2009-03-12,3052155000
2009-03-13,2998385000
2009-03-16,3067720000
2009-03-17,3258745000
2009-03-18,3374775000
2009-03-19,3339400000
2009-03-20,3172430000
2009-03-23,3495050000
2009-03-24,3472410000
2009-03-25,3364870000
2009-03-26,3516275000
2009-03-27,3347890000
2009-03-30,3087530000
2009-03-31,3090360000
2009-04-01,3134225000
2009-04-02,3383265000
2009-04-03,3438450000
2009-04-06,3425715000
2009-04-07,3343645000
2009-04-08,3802105000
2009-04-09,4079444999
