,CDW
2018-02-12,10396782000
2018-02-13,10558114000
2018-02-14,10711836000
2018-02-15,10854903999
2018-02-16,10876212000
2018-02-20,10792502000
2018-02-21,10825986000
2018-02-22,10877734000
2018-02-23,10964488000
2018-02-26,11189744000
2018-02-27,11185178000
2018-02-28,11099946000
2018-03-01,10970576000
2018-03-02,11131908000
2018-03-05,11253668000
2018-03-06,11279542000
2018-03-07,11351076000
2018-03-08,11131908000
2018-03-09,11320636000
2018-03-12,11463703999
2018-03-13,11513930000
2018-03-14,11480446000
2018-03-15,11358686000
2018-03-16,11541326000
2018-03-19,11259756000
2018-03-20,11446962000
2018-03-21,11383038000
2018-03-22,11148650000
2018-03-23,10640302000
2018-03-26,10894476000
2018-03-27,10685962000
2018-03-28,10643346000
2018-03-29,10701182000
2018-04-02,10436144000
2018-04-03,10495268000
2018-04-04,10548328000
2018-04-05,10569552000
2018-04-06,10301220000
2018-04-09,10377020000
2018-04-10,10630192000
2018-04-11,10586228000
2018-04-12,10622611999
2018-04-13,10549844000
2018-04-16,10710540000
2018-04-17,10833336000
2018-04-18,10931876000
2018-04-19,10995548000
2018-04-20,10843948000
2018-04-23,10856076000
2018-04-24,10724184000
2018-04-25,10783308000
2018-04-26,10787856000
2018-04-27,10856076000
2018-04-30,10807564000
2018-05-01,10971292000
2018-05-02,11530696000
2018-05-03,11294200000
2018-05-04,11448832000
2018-05-07,11577692000
2018-05-08,11611044000
2018-05-09,11777804000
2018-05-10,11856636000
2018-05-11,11921824000
2018-05-14,11877860000
2018-05-15,11839960000
2018-05-16,11921824000
2018-05-17,11962756000
2018-05-18,11938500000
2018-05-21,12106776000
2018-05-22,11974884000
2018-05-23,12153772000
2018-05-24,12174996000
2018-05-25,12232604000
2018-05-29,12262924000
2018-05-30,12340240000
2018-05-31,12135580000
2018-06-01,12279600000
2018-06-04,12334176000
2018-06-05,12766236000
2018-06-06,12893580000
2018-06-07,12835972000
2018-06-08,12842036000
2018-06-11,12826876000
2018-06-12,12796556000
2018-06-13,12701048000
2018-06-14,12710144000
2018-06-15,12957252000
2018-06-18,12892064000
2018-06-19,12843552000
2018-06-20,12778364000
2018-06-21,12743496000
2018-06-22,12699532000
2018-06-25,12487292000
2018-06-26,12490324000
2018-06-27,12259892000
2018-06-28,12388752000
2018-06-29,12247764000
2018-07-02,12443214000
2018-07-03,12399453000
2018-07-05,12336075000
2018-07-06,12511119000
2018-07-09,12613731000
2018-07-10,12722379000
2018-07-11,12677109000
2018-07-12,12841590000
2018-07-13,12868752000
2018-07-16,12817446000
2018-07-17,13004562000
2018-07-18,13155462000
2018-07-19,13185642000
2018-07-20,13039269000
2018-07-23,13057377000
2018-07-24,12841590000
2018-07-25,12959292000
2018-07-26,13092084000
2018-07-27,12776703000
2018-07-30,12612222000
2018-07-31,12689181000
2018-08-01,12659001000
2018-08-02,13164516000
2018-08-03,12861207000
2018-08-06,12923076000
2018-08-07,12974382000
2018-08-08,12859698000
2018-08-09,12930621000
2018-08-10,12773685000
2018-08-13,12790284000
2018-08-14,12956274000
2018-08-15,12861207000
2018-08-16,12954765000
2018-08-17,12974382000
2018-08-20,12972873000
2018-08-21,13030215000
2018-08-22,12968346000
2018-08-23,13027197000
2018-08-24,13096611000
2018-08-27,13224876000
2018-08-28,13297308000
2018-08-29,13332015000
2018-08-30,13223367000
2018-08-31,13212804000
2018-09-04,13235439000
2018-09-05,13149426000
2018-09-06,13199223000
2018-09-07,13227894000
2018-09-10,13353141000
2018-09-11,13532712000
2018-09-12,13427082000
2018-09-13,13491969000
2018-09-14,13603635000
2018-09-17,13413501000
2018-09-18,13470843000
2018-09-19,13437645000
2018-09-20,13446699000
2018-09-21,13442172000
2018-09-24,13427082000
2018-09-25,13457262000
2018-09-26,13377285000
2018-09-27,13339560000
2018-09-28,13418028000
2018-10-01,13116327000
2018-10-02,13041777000
2018-10-03,13165530000
2018-10-04,12882240000
2018-10-05,12773397000
2018-10-08,12487125000
2018-10-09,12594477000
2018-10-10,12129285000
2018-10-11,11983167000
2018-10-12,12281367000
2018-10-15,12202344000
2018-10-16,12592986000
2018-10-17,12510981000
2018-10-18,12421521000
2018-10-19,12032370000
2018-10-22,12248565000
2018-10-23,12399156000
2018-10-24,11998077000
2018-10-25,12080082000
2018-10-26,11878797000
2018-10-29,11728206000
2018-10-30,11966766000
2018-10-31,13420491000
2018-11-01,13304193000
2018-11-02,13126764000
2018-11-05,13077561000
2018-11-06,13123782000
2018-11-07,13448820000
2018-11-08,13676943000
2018-11-09,13580028000
2018-11-12,13298229000
2018-11-13,13365324000
2018-11-14,13005993000
2018-11-15,13204296000
2018-11-16,13335504000
2018-11-19,13099926000
2018-11-20,12822600000
2018-11-21,12931443000
2018-11-23,13101417000
2018-11-26,13381725000
2018-11-27,13235607000
2018-11-28,13583010000
2018-11-29,13775349000
2018-11-30,13818588000
2018-12-03,14309127000
2018-12-04,13993035000
2018-12-06,14245014000
2018-12-07,13639668000
2018-12-10,13511442000
2018-12-11,13536789000
2018-12-12,13650105000
2018-12-13,13390671000
2018-12-14,13077561000
2018-12-17,12633243000
2018-12-18,12679464000
2018-12-19,12561675000
2018-12-20,12014478000
2018-12-21,11526921000
2018-12-24,11231703000
2018-12-26,11878797000
2018-12-27,11847486000
2018-12-28,11890725000
2018-12-31,11914350000
2019-01-02,11637990000
2019-01-03,11338110000
2019-01-04,11448360000
2019-01-07,11402789999
2019-01-08,11799690000
2019-01-09,11955510000
2019-01-10,12045180000
2019-01-11,11846730000
2019-01-14,11648280000
2019-01-15,11832030000
2019-01-16,11837910000
2019-01-17,11871720000
2019-01-18,12008430000
2019-01-22,11808510000
2019-01-23,11964330000
2019-01-24,11930520000
2019-01-25,12048120000
2019-01-28,12064289999
2019-01-29,12042240000
2019-01-30,12198060000
2019-01-31,12240690000
2019-02-01,12281850000
2019-02-04,12375930000
2019-02-05,12572910000
2019-02-06,12552330000
2019-02-07,13388760000
2019-02-08,13275570000
2019-02-11,13304970000
2019-02-12,13629840000
2019-02-13,13628370000
2019-02-14,13795950000
2019-02-15,13941480000
2019-02-19,13917960000
2019-02-20,13934130000
2019-02-21,13965000000
2019-02-22,14075250000
2019-02-25,14048789999
2019-02-26,14004690000
2019-02-27,13956180000
2019-02-28,13801830000
2019-03-01,13940010000
2019-03-04,13856220000
2019-03-05,13794480000
2019-03-06,13701870000
2019-03-07,13484310000
2019-03-08,13568100000
2019-03-11,13922370000
2019-03-12,14110530000
2019-03-13,14254590000
2019-03-14,14203140000
2019-03-15,14379539999
2019-03-18,14263410000
2019-03-19,14339850000
2019-03-20,14283990000
2019-03-21,14491260000
2019-03-22,14092890000
2019-03-25,14062020000
2019-03-26,14067900000
2019-03-27,13847400000
2019-03-28,13981170000
2019-03-29,14166390000
2019-04-01,14368934000
2019-04-02,14463639000
2019-04-03,14642850000
2019-04-04,14651592000
2019-04-05,14685103000
2019-04-08,14859943000
2019-04-09,14857029000
2019-04-10,15160085000
2019-04-11,15546190000
2019-04-12,15589900000
2019-04-15,15755998000
2019-04-16,15688976000
2019-04-17,15326183000
2019-04-18,15355323000
2019-04-22,15286844000
2019-04-23,15458770000
2019-04-24,15499566000
2019-04-25,15334925000
2019-04-26,15340753000
2019-04-29,15279559000
2019-04-30,15385920000
2019-05-01,15642352000
2019-05-02,15694804000
2019-05-03,15894413000
2019-05-06,15888585000
2019-05-07,15556389000
2019-05-08,15391748000
2019-05-09,15355323000
2019-05-10,15524335000
2019-05-13,14867228000
2019-05-14,15044982000
2019-05-15,15168827000
2019-05-16,15419431000
2019-05-17,15202338000
2019-05-20,15200881000
2019-05-21,15490823999
2019-05-22,15457313000
2019-05-23,14905110000
2019-05-24,15034783000
2019-05-28,15004186000
2019-05-29,15002729000
2019-05-30,14935707000
2019-05-31,14342708000
2019-06-03,14476752000
2019-06-04,14931336000
2019-06-05,15033326000
2019-06-06,15184854000
2019-06-07,15278102000
2019-06-10,15499566000
2019-06-11,15422345000
2019-06-12,15352409000
2019-06-13,15460227000
2019-06-14,15187768000
2019-06-17,15183397000
2019-06-18,15171741000
2019-06-19,15301414000
2019-06-20,15751627000
2019-06-21,15821563000
2019-06-24,15668578000
2019-06-25,15658379000
2019-06-26,15824477000
2019-06-27,16085280000
2019-06-28,16172700000
2019-07-01,16260585000
2019-07-02,16289485000
2019-07-03,16406530000
2019-07-05,16442655000
2019-07-08,15952800000
2019-07-09,16293820000
2019-07-10,16250470000
2019-07-11,16410864999
2019-07-12,16793790000
2019-07-15,16750440000
2019-07-16,16525020000
2019-07-17,16397860000
2019-07-18,16243245000
2019-07-19,16257695000
2019-07-22,16228795000
2019-07-23,16423870000
2019-07-24,16415200000
2019-07-25,16503345000
2019-07-26,16536580000
2019-07-29,16315495000
2019-07-30,16412310000
2019-07-31,17074120000
2019-08-01,17126140000
2019-08-02,16811130000
2019-08-05,15538085000
2019-08-06,15655130000
2019-08-07,15699925000
2019-08-08,16285150000
2019-08-09,16578485000
2019-08-12,16236020000
2019-08-13,16379075000
2019-08-14,15896445000
2019-08-15,15710040000
2019-08-16,16139205000
2019-08-19,16517795000
2019-08-20,16433985000
2019-08-21,16744660000
2019-08-22,16837140000
2019-08-23,16217235000
2019-08-26,16295265000
2019-08-27,16267810000
2019-08-28,16144985000
2019-08-29,16574150000
2019-08-30,16689750000
2019-09-03,16764890000
2019-09-04,17059670000
2019-09-05,17118915000
2019-09-06,17107355000
2019-09-09,16980195000
2019-09-10,16111750000
2019-09-11,16301045000
2019-09-12,16519239999
2019-09-13,16142095000
2019-09-16,16328500000
2019-09-17,16444100000
2019-09-18,17394910000
2019-09-19,17600100000
2019-09-20,17493170000
2019-09-23,17244630000
2019-09-24,17146370000
2019-09-25,17559640000
2019-09-26,17831300000
2019-09-27,17598655000
2019-09-30,17684940000
2019-10-01,17380720000
2019-10-02,17194170000
2019-10-03,17174080000
2019-10-04,17564400000
2019-10-07,17667720000
2019-10-08,17649065000
2019-10-09,17478300000
2019-10-10,17584490000
2019-10-11,17852835000
2019-10-14,17697855000
2019-10-15,17702160000
2019-10-16,17746645000
2019-10-17,17789695000
2019-10-18,17781085000
2019-10-21,17802610000
2019-10-22,17565835000
2019-10-23,17656240000
2019-10-24,17858575000
2019-10-25,17917410000
2019-10-28,18079565000
2019-10-29,18106830000
2019-10-30,18279030000
2019-10-31,18355085000
2019-11-01,18827200000
2019-11-04,18913300000
2019-11-05,19488735000
2019-11-06,19079760000
2019-11-07,19075455000
2019-11-08,19160120000
2019-11-11,19244785000
2019-11-12,19203170000
2019-11-13,19441380000
2019-11-14,19059670000
2019-11-15,19594925000
2019-11-18,19751339999
2019-11-19,19774300000
2019-11-20,19759950000
2019-11-21,19744165000
2019-11-22,19579140000
2019-11-25,19805870000
2019-11-26,19658065000
2019-11-27,19580575000
2019-11-29,19379675000
2019-12-02,19240480000
2019-12-03,19105589999
2019-12-04,19419855000
2019-12-05,19289270000
2019-12-06,19610710000
2019-12-09,19277790000
2019-12-10,19480125000
2019-12-11,19467210000
2019-12-12,19630800000
2019-12-13,19769995000
2019-12-16,20189015000
2019-12-17,19998160000
2019-12-18,20178970000
2019-12-19,20412875000
2019-12-20,20652520000
2019-12-23,20501845000
2019-12-24,20516195000
2019-12-26,20754405000
2019-12-27,20658260000
2019-12-30,20488930000
2019-12-31,20383268000
2020-01-02,20531676000
2020-01-03,20284805000
2020-01-06,20132116000
2020-01-07,20109284000
2020-01-08,20079317000
2020-01-09,20259119000
2020-01-10,20314772000
2020-01-13,20456045000
2020-01-14,20543092000
2020-01-15,20634420000
2020-01-16,20577340000
2020-01-17,19528495000
2020-01-21,19418616000
2020-01-22,19489966000
2020-01-23,19796771000
2020-01-24,19681184000
2020-01-27,19103249000
2020-01-28,19330142000
2020-01-29,19244522000
2020-01-30,19097541000
2020-01-31,18615215000
2020-02-03,18963402999
2020-02-04,19428605000
2020-02-05,19412908000
2020-02-06,19213127999
2020-02-07,18930582000
2020-02-10,19120373000
2020-02-11,19402919000
2020-02-12,19491393000
2020-02-13,19589856000
2020-02-14,19733983000
2020-02-18,19245949000
2020-02-19,19497101000
2020-02-20,19726848000
2020-02-21,19108957000
2020-02-24,18485358000
2020-02-25,17858905000
2020-02-26,17814668000
2020-02-27,16564616000
2020-02-28,16299194000
2020-03-02,17121146000
2020-03-03,16497547000
2020-03-04,17008413000
2020-03-05,16240687000
2020-03-06,15922466000
2020-03-09,14014567000
2020-03-10,14853643000
2020-03-11,14679549000
2020-03-12,13052769000
2020-03-13,14455510000
2020-03-16,12410619000
2020-03-17,12454856000
2020-03-18,12042453000
2020-03-19,12596129000
2020-03-20,11353212000
2020-03-23,12215120000
2020-03-24,13389541000
2020-03-25,13115557000
2020-03-26,14421262000
2020-03-27,13378125000
2020-03-30,13829057000
2020-03-31,13281648000
2020-04-01,12649392000
2020-04-02,12526928000
2020-04-03,12373136000
2020-04-06,13647616000
2020-04-07,14044912000
2020-04-08,14563248000
2020-04-09,15131424000
2020-04-13,14792512000
2020-04-14,15201200000
2020-04-15,14764032000
2020-04-16,14845200000
2020-04-17,15495967999
2020-04-20,15037440000
2020-04-21,14076240000
2020-04-22,14487776000
2020-04-23,14362464000
2020-04-24,14919248000
2020-04-27,15134272000
2020-04-28,15253888000
2020-04-29,15847696000
2020-04-30,15777920000
2020-05-01,15211167999
2020-05-04,15406256000
2020-05-05,15662576000
2020-05-06,15204048000
2020-05-07,15189808000
2020-05-08,15456096000
2020-05-11,14947728000
2020-05-12,14521952000
2020-05-13,13956624000
2020-05-14,14197280000
2020-05-15,13928144000
2020-05-18,15167024000
2020-05-19,15092976000
2020-05-20,15554352000
2020-05-21,15266704000
2020-05-22,15057376000
2020-05-26,15380624000
2020-05-27,15712416000
2020-05-28,15614160000
2020-05-29,15793584000
2020-06-01,15935984000
2020-06-02,16129648000
2020-06-03,16388816000
2020-06-04,16625200000
2020-06-05,17848416000
2020-06-08,18268496000
2020-06-09,17715984000
2020-06-10,17331504000
2020-06-11,15740896000
2020-06-12,16247840000
2020-06-15,16219360000
2020-06-16,16998288000
2020-06-17,16686432000
2020-06-18,16694976000
2020-06-19,16653680000
2020-06-22,16545456000
2020-06-23,16511280000
2020-06-24,15876176000
2020-06-25,16011456000
2020-06-26,15448976000
2020-06-29,16233600000
2020-06-30,16578886000
2020-07-01,16486131000
2020-07-02,16711597000
2020-07-06,16774385000
2020-07-07,16276362000
2020-07-08,16179326000
2020-07-09,16055177000
2020-07-10,16244968000
2020-07-13,16065166000
2020-07-14,16324880000
2020-07-15,16795790000
2020-07-16,16653090000
2020-07-17,16911377000
2020-07-20,16864286000
2020-07-21,16695900000
2020-07-22,16992716000
2020-07-23,16951333000
2020-07-24,16347712000
2020-07-27,16596010000
2020-07-28,16246395000
2020-07-29,16501828000
2020-07-30,16508963000
2020-07-31,16588875000
2020-08-03,16761542000
2020-08-04,17055504000
2020-08-05,16660225000
2020-08-06,16380533000
2020-08-07,16377679000
2020-08-10,16125100000
2020-08-11,16725867000
2020-08-12,16640247000
2020-08-13,16350566000
2020-08-14,16199304000
2020-08-17,16213574000
2020-08-18,15836846000
2020-08-19,15980973000
2020-08-20,16028063999
2020-08-21,15861105000
2020-08-24,16023783000
2020-08-25,16003805000
2020-08-26,15863959000
2020-08-27,16387668000
2020-08-28,16459018000
2020-08-31,16217855000
2020-09-01,16066593000
2020-09-02,16771531000
2020-09-03,16006659000
2020-09-04,16303475000
2020-09-08,15942444000
2020-09-09,15775485000
2020-09-10,15708416000
2020-09-11,15885363999
2020-09-14,16146505000
2020-09-15,16293486000
2020-09-16,16254957000
2020-09-17,16300621000
2020-09-18,16099413999
2020-09-21,15527187000
2020-09-22,15721259000
2020-09-23,15584267000
2020-09-24,15758361000
2020-09-25,16087998000
2020-09-28,16624550000
2020-09-29,16854297000
2020-09-30,17056931000
2020-10-01,17623450000
2020-10-02,17622023000
2020-10-05,17963076000
2020-10-06,17562089000
2020-10-07,17970211000
2020-10-08,18008740000
2020-10-09,17978773000
2020-10-12,18552427000
2020-10-13,18541011000
2020-10-14,18482504000
2020-10-15,18522460000
2020-10-16,18639474000
2020-10-19,18388322000
2020-10-20,18453964000
2020-10-21,18385468000
2020-10-22,18471088000
2020-10-23,18551000000
2020-10-26,17933109000
2020-10-27,17592056000
2020-10-28,16942771000
2020-10-29,17259565000
2020-10-30,17495020000
2020-11-02,18044415000
2020-11-03,18653744000
2020-11-04,19100395000
2020-11-05,19718286000
2020-11-06,19699735000
2020-11-09,20541665000
2020-11-10,19625531000
2020-11-11,19792490000
2020-11-12,19344412000
2020-11-13,19634093000
2020-11-16,19846716000
2020-11-17,19518506000
2020-11-18,19368671000
2020-11-19,18947706000
2020-11-20,18829265000
2020-11-23,18725094000
2020-11-24,19524214000
2020-11-25,18827838000
2020-11-27,18869221000
2020-11-30,18620923000
2020-12-01,18839254000
2020-12-02,18723667000
2020-12-03,18729375000
2020-12-04,19050450000
2020-12-07,18970538000
2020-12-08,18970538000
2020-12-09,18829265000
2020-12-10,18795017000
2020-12-11,18650890000
2020-12-14,18797871000
2020-12-15,18954841000
2020-12-16,18873502000
2020-12-17,19298748000
2020-12-18,19174599000
2020-12-21,18692273000
2020-12-22,18658025000
2020-12-23,18529595000
2020-12-24,18441121000
2020-12-28,18702262000
2020-12-29,18475369000
2020-12-30,18551000000
2020-12-31,18595569000
2021-01-04,17942276000
2021-01-05,18038224000
2021-01-06,18187790000
2021-01-07,18620967000
2021-01-08,18990649000
2021-01-11,18858015000
2021-01-12,18966662000
2021-01-13,19041445000
2021-01-14,19020280000
2021-01-15,18859426000
2021-01-19,18762067000
2021-01-20,19210765000
2021-01-21,19425237000
2021-01-22,19093652000
2021-01-25,19080953000
2021-01-26,18941264000
2021-01-27,18769122000
2021-01-28,18977950000
2021-01-29,18577226000
2021-02-01,19494376000
2021-02-02,19957184000
2021-02-03,19893689000
2021-02-04,21162178000
2021-02-05,21301867000
2021-02-08,21220028999
2021-02-09,21385116000
2021-02-10,22200674000
2021-02-11,22140001000
2021-02-12,21926940000
2021-02-16,22001723000
2021-02-17,22274046000
2021-02-18,22103315000
2021-02-19,22681825000
2021-02-22,22480052000
2021-02-23,22178098000
2021-02-24,22872310000
2021-02-25,22137178999
2021-02-26,22137178999
2021-03-01,22656427000
2021-03-02,22166810000
2021-03-03,21963626000
2021-03-04,21368184000
2021-03-05,21797128000
2021-03-08,21890253999
2021-03-09,21795717000
2021-03-10,22073684000
2021-03-11,22574589000
2021-03-12,22584466000
2021-03-15,22755197000
2021-03-16,22712867000
2021-03-17,22632440000
2021-03-18,22166810000
2021-03-19,22298033000
2021-03-22,22477230000
2021-03-23,22020066000
2021-03-24,22069451000
2021-03-25,22522382000
2021-03-26,23690690000
2021-03-29,23289966000
2021-03-30,23256102000
2021-03-31,23171850000
2021-04-01,23687712000
2021-04-05,23979894000
2021-04-06,23978496000
2021-04-07,23810736000
2021-04-08,24407682000
2021-04-09,24526512000
2021-04-12,24360150000
2021-04-13,24589422000
2021-04-14,24902574000
2021-04-15,25278636000
2021-04-16,25724598000
2021-04-19,25471560000
2021-04-20,25267452000
2021-04-21,25419834000
2021-04-22,25285626000
2021-04-23,25528878000
2021-04-26,25598778000
2021-04-27,25651902000
2021-04-28,25447794000
2021-04-29,25513500000
2021-04-30,24930534000
2021-05-03,25052160000
2021-05-04,24646740000
2021-05-05,23961720000
2021-05-06,24129480000
2021-05-07,24446826000
2021-05-10,23964516000
2021-05-11,23436072000
2021-05-12,22854504000
2021-05-13,23560494000
2021-05-14,23689110000
2021-05-17,23645772000
2021-05-18,23468226000
2021-05-19,23490594000
2021-05-20,23494788000
2021-05-21,23496186000
2021-05-24,23564688000
2021-05-25,23308854000
2021-05-26,23217984000
2021-05-27,23371764000
2021-05-28,23125716000
2021-06-01,22909026000
2021-06-02,23061408000
2021-06-03,23106144000
2021-06-04,23415102000
2021-06-07,23173248000
2021-06-08,23273904000
2021-06-09,23180238000
2021-06-10,23403918000
2021-06-11,23578668000
2021-06-14,23668140000
2021-06-15,23896014000
2021-06-16,24007854000
2021-06-17,23659752000
2021-06-18,23176044000
2021-06-21,23728254000
2021-06-22,23925372000
2021-06-23,23640180000
2021-06-24,23806542000
2021-06-25,24013446000
2021-06-28,24295842000
2021-06-29,24650934000
2021-06-30,23979445000
2021-07-01,24137340000
2021-07-02,24286997000
2021-07-06,24160681000
2021-07-07,24553359000
2021-07-08,24278759000
2021-07-09,24436654000
2021-07-12,24210109000
2021-07-13,23912168000
2021-07-14,24171665000
2021-07-15,24076928000
2021-07-16,23950612000
2021-07-19,23674639000
2021-07-20,24197752000
2021-07-21,24336425000
2021-07-22,24365258000
2021-07-23,24844435000
2021-07-26,24930934000
2021-07-27,24892490000
2021-07-28,24757936000
2021-07-29,25141003000
2021-07-30,25173955000
2021-08-02,25217891000
2021-08-03,25440317000
2021-08-04,25845352000
2021-08-05,26172126000
2021-08-06,26093865000
2021-08-09,26036199000
2021-08-10,26295696000
2021-08-11,26905308000
2021-08-12,27173043000
2021-08-13,27229336000
2021-08-16,27325446000
2021-08-17,27005537000
2021-08-18,26810571000
2021-08-19,26681509000
2021-08-20,26879221000
2021-08-23,27034370000
2021-08-24,27041235000
2021-08-25,27237574000
2021-08-26,27195011000
2021-08-27,27357025000
2021-08-30,27561602000
2021-08-31,27543753000
2021-09-01,27499817000
2021-09-02,27907598000
2021-09-03,27830710000
2021-09-07,27631625000
2021-09-08,27513547000
2021-09-09,27398215000
2021-09-10,27184027000
2021-09-13,27016521000
2021-09-14,26564804000
2021-09-15,26785857000
2021-09-16,26682882000
2021-09-17,26243522000
2021-09-20,25784940000
2021-09-21,25779448000
2021-09-22,26036199000
2021-09-23,26432996000
2021-09-24,26507138000
2021-09-27,26401417000
2021-09-28,25557022000
2021-09-29,25454047000
2021-09-30,24663710000
2021-10-01,25163705000
2021-10-04,24749075000
2021-10-05,24949615000
2021-10-06,23784315000
2021-10-07,24045830000
2021-10-08,23967240000
2021-10-11,23654235000
2021-10-12,23524155000
2021-10-13,23579710000
2021-10-14,24055315000
2021-10-15,24081060000
2021-10-18,25234165000
2021-10-19,25423865000
2021-10-20,25526845000
2021-10-21,25819525000
2021-10-22,25944185000
2021-10-25,25953670000
2021-10-26,25537685000
2021-10-27,24982135000
2021-10-28,25194870000
2021-10-29,25291075000
2021-11-01,25425220000
2021-11-02,25637955000
2021-11-03,25140670000
2021-11-04,25067500000
2021-11-05,25347985000
2021-11-08,25110860000
2021-11-09,25341210000
2021-11-10,25582400000
2021-11-11,25517360000
2021-11-12,25891340000
2021-11-15,25860175000
2021-11-16,26419790000
2021-11-17,26455020000
2021-11-18,26453665000
2021-11-19,26566130000
2021-11-22,26585100000
2021-11-23,26536320000
2021-11-24,27071545000
2021-11-26,25902180000
2021-11-29,26395400000
2021-11-30,25658280000
2021-12-01,25041755000
2021-12-02,26235510000
2021-12-03,25971285000
2021-12-06,26338490000
2021-12-07,26857455000
2021-12-08,26940110000
2021-12-09,26380495000
2021-12-10,26404885000
2021-12-13,25982125000
2021-12-14,25702995000
2021-12-15,26036325000
2021-12-16,25450965000
2021-12-17,25754485000
2021-12-20,25303270000
2021-12-21,26192150000
2021-12-22,26946885000
2021-12-23,27473980000
2021-12-27,28051210000
2021-12-28,27858800000
2021-12-29,28025465000
2021-12-30,27637935000
2021-12-31,27624822000
2022-01-03,27655849000
2022-01-04,28076737000
2022-01-05,27456197000
2022-01-06,27817729000
2022-01-07,26761462000
2022-01-10,27008329000
2022-01-11,27036658000
2022-01-12,26629260000
2022-01-13,26177345000
2022-01-14,25852236000
2022-01-18,25622906000
2022-01-19,25550060000
2022-01-20,25493402000
2022-01-21,24910634000
2022-01-24,24976735000
2022-01-25,24396665000
2022-01-26,24617901000
2022-01-27,24515377000
2022-01-28,24893097000
2022-01-31,25502845000
2022-02-01,25550060000
2022-02-02,26251540000
2022-02-03,26031653000
2022-02-04,25941270000
2022-02-07,25807719000
2022-02-08,26273124000
2022-02-09,25625604000
2022-02-10,24736613000
2022-02-11,24113375000
2022-02-14,23755890000
2022-02-15,24770338000
2022-02-16,25021252000
2022-02-17,24589572000
2022-02-18,24519424000
2022-02-22,24010851000
2022-02-23,22811590000
2022-02-24,23108370000
2022-02-25,23948797000
2022-02-28,23264854000
2022-03-01,22853409000
2022-03-02,23475298000
2022-03-03,23519815000
2022-03-04,23144793000
2022-03-07,22317856000
2022-03-08,22228822000
2022-03-09,23067900000
2022-03-10,22949188000
2022-03-11,22933000000
2022-03-14,22474340000
2022-03-15,23240572000
2022-03-16,23391660000
2022-03-17,23797709000
2022-03-18,24199711000
2022-03-21,24118771000
2022-03-22,24032435000
2022-03-23,23544097000
2022-03-24,23720816000
2022-03-25,23762635000
2022-03-28,23919119000
2022-03-29,24411504000
2022-03-30,24122818000
2022-03-31,24185928000
2022-04-01,24038560000
2022-04-04,24177816000
2022-04-05,23904712000
2022-04-06,23846576000
2022-04-07,23973664000
2022-04-08,23734360000
2022-04-11,23282792000
2022-04-12,23207080000
2022-04-13,23115144000
2022-04-14,23385544000
2022-04-18,23211136000
2022-04-19,23516688000
2022-04-20,24200800000
2022-04-21,23850632000
2022-04-22,22921808000
2022-04-25,23071880000
2022-04-26,22060584000
2022-04-27,21974056000
2022-04-28,22800128000
2022-04-29,22061936000
2022-05-02,22190376000
2022-05-03,22670336000
2022-05-04,23945272000
2022-05-05,23147592000
2022-05-06,23067824000
2022-05-09,22280960000
2022-05-10,22517560000
2022-05-11,22233640000
2022-05-12,22550008000
2022-05-13,22894768000
2022-05-16,22871784000
2022-05-17,23342280000
2022-05-18,22136296000
2022-05-19,21895640000
2022-05-20,21659040000
2022-05-23,21801000000
2022-05-24,21471112000
2022-05-25,21802352000
2022-05-26,22513504000
2022-05-27,23132720000
2022-05-31,22965072000
2022-06-01,23147592000
2022-06-02,23812776000
2022-06-03,23739768000
2022-06-06,23758696000
2022-06-07,24079120000
2022-06-08,23570768000
2022-06-09,23469368000
2022-06-10,22624368000
2022-06-13,21750976000
2022-06-14,21970000000
2022-06-15,22152520000
2022-06-16,21083088000
2022-06-17,21118240000
2022-06-21,21609016000
2022-06-22,21581976000
2022-06-23,21377824000
2022-06-24,22218768000
2022-06-27,22413456000
2022-06-28,21546824000
2022-06-29,21372416000
2022-06-30,21317868000
2022-07-01,21242100000
2022-07-05,21343575000
2022-07-06,21399048000
2022-07-07,21623646000
2022-07-08,21855009000
2022-07-11,21457227000
2022-07-12,21404460000
2022-07-13,21417990000
2022-07-14,21481581000
2022-07-15,21852303000
2022-07-18,21603351000
2022-07-19,22666809000
2022-07-20,22894113000
2022-07-21,23170125000
2022-07-22,23014530000
2022-07-25,23060532000
2022-07-26,23014530000
2022-07-27,23650440000
2022-07-28,24103695000
2022-07-29,24561009000
2022-08-01,24558303000
2022-08-02,24398649000
2022-08-03,24619188000
2022-08-04,24356706000
2022-08-05,24312057000
2022-08-08,24161874000
2022-08-09,23341956000
2022-08-10,23814153000
2022-08-11,23773563000
2022-08-12,24390531000
2022-08-15,24579951000
2022-08-16,24834315000
2022-08-17,24708486000
2022-08-18,25315983000
2022-08-19,25486461000
2022-08-22,25045383000
2022-08-23,25012911000
2022-08-24,24949320000
2022-08-25,25422870000
2022-08-26,24312057000
2022-08-29,24083400000
2022-08-30,23686971000
2022-08-31,23095710000
2022-09-01,23070003000
2022-09-02,22798050000
2022-09-06,22915761000
2022-09-07,23416371000
2022-09-08,23590908000
2022-09-09,23754621000
2022-09-12,24053634000
2022-09-13,23332485000
2022-09-14,23277012000
2022-09-15,22957704000
2022-09-16,23113299000
2022-09-19,23093004000
2022-09-20,22764225000
2022-09-21,22378620000
2022-09-22,22005192000
2022-09-23,21635823000
2022-09-26,21417990000
2022-09-27,21340869000
2022-09-28,21845538000
