,LYB
2014-12-11,36668795970
2014-12-12,34384909475
2014-12-15,34414127639
2014-12-16,34842660713
2014-12-17,36814886791
2014-12-18,38597194802
2014-12-19,39931490964
2014-12-22,39498088196
2014-12-23,40028884844
2014-12-24,39595482076
2014-12-26,39434782173
2014-12-29,39313039823
2014-12-30,39249733801
2014-12-31,38027810000
2015-01-02,38353530000
2015-01-05,36423160000
2015-01-06,35651970000
2015-01-07,36025590000
2015-01-08,37467380000
2015-01-09,37831420000
2015-01-12,36475850000
2015-01-13,36068700000
2015-01-14,35618440000
2015-01-15,36054330000
2015-01-16,38243360000
2015-01-20,37333260000
2015-01-21,38981020000
2015-01-22,38995390000
2015-01-23,38703200000
2015-01-26,37970330000
2015-01-27,37682930000
2015-01-28,36624340000
2015-01-29,37251830000
2015-01-30,37884110000
2015-02-02,39278000000
2015-02-03,41625100000
2015-02-04,40882650000
2015-02-05,41984350000
2015-02-06,41586780000
2015-02-09,42314860000
2015-02-10,42252590000
2015-02-11,41759220000
2015-02-12,43014200000
2015-02-13,43105210000
2015-02-17,43081260000
2015-02-18,42865710000
2015-02-19,43703960000
2015-02-20,43335130000
2015-02-23,43852450000
2015-02-24,43742280000
2015-02-25,42913610000
2015-02-26,41553250000
2015-02-27,41150890000
2015-03-02,41241900000
2015-03-03,41428710000
2015-03-04,41787960000
2015-03-05,42142420000
2015-03-06,41864600000
2015-03-09,41960400000
2015-03-10,40418020000
2015-03-11,40767690000
2015-03-12,41203580000
2015-03-13,40101880000
2015-03-16,40844330000
2015-03-17,39594140000
2015-03-18,41581990000
2015-03-19,40724580000
2015-03-20,40968870000
2015-03-23,41376020000
2015-03-24,41213160000
2015-03-25,40906600000
2015-03-26,42084940000
2015-03-27,41462240000
2015-03-30,42041830000
2015-03-31,41441600000
2015-04-01,41833360000
2015-04-02,41526560000
2015-04-06,42928400000
2015-04-07,43343760000
2015-04-08,43074720000
2015-04-09,42829280000
2015-04-10,43145520000
2015-04-13,42999200000
2015-04-14,44037600000
2015-04-15,45557440000
2015-04-16,45269520000
2015-04-17,45146800000
2015-04-20,45477200000
2015-04-21,45571600000
2015-04-22,45835920000
2015-04-23,46053040000
2015-04-24,47591760000
2015-04-27,48866160000
2015-04-28,49154080000
2015-04-29,49300400000
2015-04-30,48861440000
2015-05-01,49324000000
2015-05-04,49026640000
2015-05-05,48601840000
2015-05-06,48738720000
2015-05-07,48044880000
2015-05-08,49007760000
2015-05-11,48814240000
2015-05-12,48724560000
2015-05-13,49276800000
2015-05-14,49187120000
2015-05-15,49437280000
2015-05-18,49276800000
2015-05-19,47780560000
2015-05-20,48054320000
2015-05-21,48814240000
2015-05-22,48568800000
2015-05-26,47492640000
2015-05-27,47832480000
2015-05-28,47889120000
2015-05-29,47719200000
2015-06-01,47874960000
2015-06-02,48295040000
2015-06-03,48512160000
2015-06-04,46954560000
2015-06-05,47048960000
2015-06-08,46954560000
2015-06-09,48063760000
2015-06-10,49116320000
2015-06-11,49239040000
2015-06-12,49220160000
2015-06-15,49026640000
2015-06-16,49404240000
2015-06-17,48918080000
2015-06-18,49475040000
2015-06-19,49059680000
2015-06-22,49541120000
2015-06-23,49300400000
2015-06-24,49470320000
2015-06-25,50093360000
2015-06-26,49385360000
2015-06-29,47964640000
2015-06-30,47826240000
2015-07-01,46689720000
2015-07-02,46962300000
2015-07-06,45622500000
2015-07-07,45100440000
2015-07-08,43922340000
2015-07-09,44957220000
2015-07-10,45451560000
2015-07-13,45945900000
2015-07-14,46717440000
2015-07-15,46338600000
2015-07-16,46546500000
2015-07-17,45045000000
2015-07-20,44458260000
2015-07-21,44379720000
2015-07-22,44218020000
2015-07-23,43335600000
2015-07-24,41750940000
2015-07-27,41510700000
2015-07-28,42716520000
2015-07-29,43317120000
2015-07-30,43497300000
2015-07-31,43349460000
2015-08-03,41612340000
2015-08-04,42300720000
2015-08-05,42337680000
2015-08-06,41663160000
2015-08-07,40189380000
2015-08-10,42236040000
2015-08-11,41284320000
2015-08-12,41293560000
2015-08-13,41247360000
2015-08-14,40244820000
2015-08-17,40341840000
2015-08-18,39815160000
2015-08-19,39237660000
2015-08-20,38766420000
2015-08-21,37075500000
2015-08-24,35689500000
2015-08-25,35906640000
2015-08-26,37375800000
2015-08-27,39390120000
2015-08-28,39468660000
2015-08-31,39445560000
2015-09-01,37676100000
2015-09-02,38235120000
2015-09-03,38202780000
2015-09-04,37075500000
2015-09-08,38424540000
2015-09-09,38401440000
2015-09-10,38858820000
2015-09-11,38701740000
2015-09-14,38064180000
2015-09-15,38706360000
2015-09-16,40332600000
2015-09-17,39824400000
2015-09-18,39588780000
2015-09-21,40083120000
2015-09-22,39237660000
2015-09-23,38438400000
2015-09-24,38738700000
2015-09-25,39043620000
2015-09-28,37237200000
2015-09-29,37403520000
2015-09-30,36690909751
2015-10-01,37844102932
2015-10-02,38922470601
2015-10-05,39855588747
2015-10-06,41211250960
2015-10-07,42073945095
2015-10-08,42914631727
2015-10-09,42012324086
2015-10-12,40793108394
2015-10-13,40617048367
2015-10-14,41440128996
2015-10-15,41110016444
2015-10-16,41444530497
2015-10-19,41092410441
2015-10-20,41083607440
2015-10-21,40163693796
2015-10-22,41598583021
2015-10-23,41444530497
2015-10-26,40674267876
2015-10-27,39802770739
2015-10-28,40559828858
2015-10-29,40493806348
2015-10-30,40894342910
2015-11-02,41206849459
2015-11-03,41950703076
2015-11-04,41999119583
2015-11-05,41809855054
2015-11-06,42333633636
2015-11-09,41589780019
2015-11-10,41140826949
2015-11-11,40727085884
2015-11-12,39635513713
2015-11-13,40396973332
2015-11-16,41558969514
2015-11-17,41369704985
2015-11-18,41845067059
2015-11-19,40986774425
2015-11-20,41061599937
2015-11-23,41558969514
2015-11-24,42395254646
2015-11-25,42232399120
2015-11-27,41884680566
2015-11-30,42175179611
2015-12-01,42729768698
2015-12-02,41849468560
2015-12-03,41889082066
2015-12-04,42399656146
2015-12-07,39829179743
2015-12-08,38455911528
2015-12-09,39098530629
2015-12-10,38513131037
2015-12-11,37668042905
2015-12-14,37729663914
2015-12-15,38755213575
2015-12-16,39142545636
2015-12-17,38596759550
2015-12-18,38526335539
2015-12-21,38284253001
2015-12-22,38332669509
2015-12-23,39503468692
2015-12-24,38808031583
2015-12-28,38257843997
2015-12-29,39023705117
2015-12-30,38627570055
2015-12-31,37627700000
2016-01-04,37748940000
2016-01-05,37948120000
2016-01-06,36159830000
2016-01-07,34678970000
2016-01-08,34462470000
2016-01-11,33050890000
2016-01-12,33838950000
2016-01-13,32449020000
2016-01-14,33068210000
2016-01-15,32466340000
2016-01-19,32033340000
2016-01-20,31323220000
2016-01-21,32297470000
2016-01-22,33986169999
2016-01-25,32838720000
2016-01-26,33609460000
2016-01-27,33215429999
2016-01-28,33509870000
2016-01-29,33761010000
2016-02-01,33449250000
2016-02-02,32561600000
2016-02-03,32682840000
2016-02-04,34492780000
2016-02-05,34531750000
2016-02-08,32786760000
2016-02-09,32786760000
2016-02-10,32483660000
2016-02-11,31795190000
2016-02-12,33107179999
2016-02-16,33743690000
2016-02-17,34250299999
2016-02-18,34726600000
2016-02-19,33834620000
2016-02-22,34882480000
2016-02-23,33341000000
2016-02-24,33882250000
2016-02-25,33851940000
2016-02-26,34713610000
2016-02-29,34730930000
2016-03-01,35025370000
2016-03-02,34826190000
2016-03-03,34596700000
2016-03-04,35506000000
2016-03-07,36475920000
2016-03-08,34891140000
2016-03-09,35761470000
2016-03-10,36796340000
2016-03-11,37878840000
2016-03-14,36696750000
2016-03-15,36467260000
2016-03-16,37380890000
2016-03-17,38363800000
2016-03-18,37939460000
2016-03-21,37324600000
2016-03-22,37268310000
2016-03-23,36679430000
2016-03-24,36965210000
2016-03-28,36852630000
2016-03-29,36887270000
2016-03-30,37194700000
2016-03-31,36285920000
2016-04-01,36815920000
2016-04-04,36531840000
2016-04-05,35984880000
2016-04-06,36561520000
2016-04-07,35781360000
2016-04-08,35560880000
2016-04-11,36120560000
2016-04-12,37261120000
2016-04-13,37481600000
2016-04-14,37481600000
2016-04-15,37375600000
2016-04-18,37515520000
2016-04-19,38626400000
2016-04-20,38346560000
2016-04-21,38452560000
2016-04-22,38244800000
2016-04-25,37418000000
2016-04-26,38007360000
2016-04-27,37803840000
2016-04-28,36616640000
2016-04-29,35052080000
2016-05-02,35539680000
2016-05-03,35179280000
2016-05-04,34513600000
2016-05-05,34606880000
2016-05-06,34810400000
2016-05-09,34411840000
2016-05-10,34903680000
2016-05-11,34712880000
2016-05-12,34450000000
2016-05-13,34225280000
2016-05-16,35306480000
2016-05-17,35569360000
2016-05-18,34606880000
2016-05-19,34271920000
2016-05-20,34106560000
2016-05-23,33962399999
2016-05-24,34110800000
2016-05-25,35069040000
2016-05-26,34500880000
2016-05-27,34513600000
2016-05-31,34496640000
2016-06-01,34980000000
2016-06-02,34165920000
2016-06-03,33818240000
2016-06-06,34560240000
2016-06-07,34899440000
2016-06-08,34916400000
2016-06-09,33886080000
2016-06-10,34119280000
2016-06-13,33589280000
2016-06-14,33347600000
2016-06-15,33542640000
2016-06-16,33534160000
2016-06-17,33941200000
2016-06-20,33754640000
2016-06-21,33457840000
2016-06-22,33483280000
2016-06-23,33517200000
2016-06-24,31761840000
2016-06-27,30239679999
2016-06-28,30672160000
2016-06-29,31380240000
2016-06-30,30735460000
2016-07-01,30846970000
2016-07-05,30087049999
2016-07-06,30194430000
2016-07-07,30776760000
2016-07-08,31693619999
2016-07-11,31371479999
2016-07-12,31990979999
2016-07-13,31701880000
2016-07-14,32052930000
2016-07-15,32176830000
2016-07-18,32420500000
2016-07-19,32519619999
2016-07-20,32825240000
2016-07-21,32664170000
2016-07-22,32280080000
2016-07-25,32573310000
2016-07-26,32565049999
2016-07-27,32271820000
2016-07-28,32635260000
2016-07-29,31082380000
2016-08-01,30929570000
2016-08-02,29723610000
2016-08-03,30380280000
2016-08-04,30702420000
2016-08-05,30768500000
2016-08-08,31148460000
2016-08-09,30789150000
2016-08-10,30727200000
2016-08-11,31648190000
2016-08-12,31111290000
2016-08-15,32003369999
2016-08-16,31718400000
2016-08-17,31879470000
2016-08-18,32259430000
2016-08-19,32986310000
2016-08-22,32391590000
2016-08-23,32614610000
2016-08-24,32251170000
2016-08-25,32602220000
2016-08-26,32697210000
2016-08-29,32903710000
2016-08-30,33015220000
2016-08-31,32581570000
2016-09-01,32412240000
2016-09-02,32924360000
2016-09-06,32821110000
2016-09-07,32833500000
2016-09-08,32432890000
2016-09-09,31466470000
2016-09-12,31697750000
2016-09-13,30756110000
2016-09-14,31164979999
2016-09-15,31602760000
2016-09-16,31850560000
2016-09-19,32395720000
2016-09-20,32024020000
2016-09-21,32271820000
2016-09-22,32288340000
2016-09-23,31962070000
2016-09-26,31590369999
2016-09-27,32123140000
2016-09-28,33040000000
2016-09-29,33234110000
2016-09-30,32586640000
2016-10-03,32659360000
2016-10-04,32255360000
2016-10-05,32857320000
2016-10-06,33972360000
2016-10-07,32901760000
2016-10-10,33233040000
2016-10-11,32441200000
2016-10-12,32320000000
2016-10-13,32279600000
2016-10-14,32138200000
2016-10-17,32130120000
2016-10-18,32392720000
2016-10-19,32986600000
2016-10-20,32950240000
2016-10-21,33075480000
2016-10-24,32974480000
2016-10-25,32303839999
2016-10-26,32461399999
2016-10-27,32421000000
2016-10-28,32433120000
2016-10-31,32138200000
2016-11-01,31596839999
2016-11-02,31265560000
2016-11-03,31637240000
2016-11-04,31693800000
2016-11-07,31980640000
2016-11-08,31895800000
2016-11-09,32699760000
2016-11-10,33673399999
2016-11-11,33208800000
2016-11-14,33289600000
2016-11-15,33701680000
2016-11-16,33612800000
2016-11-17,33536040000
2016-11-18,33580480000
2016-11-21,34404640000
2016-11-22,34651080000
2016-11-23,35002560000
2016-11-25,35014680000
2016-11-28,34574320000
2016-11-29,33822880000
2016-11-30,36489280000
2016-12-01,36836720000
2016-12-02,36012560000
2016-12-05,35794400000
2016-12-06,35463120000
2016-12-07,36121640000
2016-12-08,36578160000
2016-12-09,35721680000
2016-12-12,36194360000
2016-12-13,36206480000
2016-12-14,35588360000
2016-12-15,35887320000
2016-12-16,35826720000
2016-12-19,35608560000
2016-12-20,35604520000
2016-12-21,35459080000
2016-12-22,35362120000
2016-12-23,35430800000
2016-12-27,35188400000
2016-12-28,34897520000
2016-12-29,34748040000
2016-12-30,34655120000
2017-01-03,35012640000
2017-01-04,35782370000
2017-01-05,35738040000
2017-01-06,35532510000
2017-01-09,35016670000
2017-01-10,35012640000
2017-01-11,35641320000
2017-01-12,36116860000
2017-01-13,36161190000
2017-01-17,36257910000
2017-01-18,36290150000
2017-01-19,36173280000
2017-01-20,36628670000
2017-01-23,36737480000
2017-01-24,38337390000
2017-01-25,38841140000
2017-01-26,38442170000
2017-01-27,38405900000
2017-01-30,38002900000
2017-01-31,37587810000
2017-02-01,38313210000
2017-02-02,37781250000
2017-02-03,38160070000
2017-02-06,38260820000
2017-02-07,37217050000
2017-02-08,36938980000
2017-02-09,37172720000
2017-02-10,37019580000
2017-02-13,37164660000
2017-02-14,37539450000
2017-02-15,37515270000
2017-02-16,37354070000
2017-02-17,37442730000
2017-02-21,38091560000
2017-02-22,37886030000
2017-02-23,37531390000
2017-02-24,37249290000
2017-02-27,36805990000
2017-02-28,36769720000
2017-03-01,37837670000
2017-03-02,37192870000
2017-03-03,37172720000
2017-03-06,36894650000
2017-03-07,36765690000
2017-03-08,36185370000
2017-03-09,36068500000
2017-03-10,36185370000
2017-03-13,36342540000
2017-03-14,35697740000
2017-03-15,36628670000
2017-03-16,36411050000
2017-03-17,36302240000
2017-03-20,36390900000
2017-03-21,35524450000
2017-03-22,35524450000
2017-03-23,35584900000
2017-03-24,35286680000
2017-03-27,35713860000
2017-03-28,36632700000
2017-03-29,36564190000
2017-03-30,36781810000
2017-03-31,36567190000
2017-04-03,36194260000
2017-04-04,36366690000
2017-04-05,35448400000
2017-04-06,35765190000
2017-04-07,35604790000
2017-04-10,35500530000
2017-04-11,35296020000
2017-04-12,34622340000
2017-04-13,34048910000
2017-04-17,34197280000
2017-04-18,34421840000
2017-04-19,34297530000
2017-04-20,34289510000
2017-04-21,34253420000
2017-04-24,34694520000
2017-04-25,34891010000
2017-04-26,34911060000
2017-04-27,35055420000
2017-04-28,33988760000
2017-05-01,33467459999
2017-05-02,33499540000
2017-05-03,32833880000
2017-05-04,32649420000
2017-05-05,33748160000
2017-05-08,32392780000
2017-05-09,32845910000
2017-05-10,33066459999
2017-05-11,32869970000
2017-05-12,32497040000
2017-05-15,33094530000
2017-05-16,33307060000
2017-05-17,32071980000
2017-05-18,32244410000
2017-05-19,32521099999
2017-05-22,32200300000
2017-05-23,32308569999
2017-05-24,32733630000
2017-05-25,32348670000
2017-05-26,32372730000
2017-05-30,32304560000
2017-05-31,32288520000
2017-06-01,32300550000
2017-06-02,32096040000
2017-06-05,31642910000
2017-06-06,31735140000
2017-06-07,31775239999
2017-06-08,31871480000
2017-06-09,32833880000
2017-06-12,32793780000
2017-06-13,33262950000
2017-06-14,32452930000
2017-06-15,32136140000
2017-06-16,32432880000
2017-06-19,32601300000
2017-06-20,32120099999
2017-06-21,31907569999
2017-06-22,32084010000
2017-06-23,32148170000
2017-06-26,32436890000
2017-06-27,32910069999
2017-06-28,33603800000
2017-06-29,33591770000
2017-06-30,33334050000
2017-07-03,33717200000
2017-07-05,32927200000
2017-07-06,32804750000
2017-07-07,33152350000
2017-07-10,33259000000
2017-07-11,33361699999
2017-07-12,33859400000
2017-07-13,33764600000
2017-07-14,33918650000
2017-07-17,33831750000
2017-07-18,33673750000
2017-07-19,34428200000
2017-07-20,34372900000
2017-07-21,34313650000
2017-07-24,34463750000
2017-07-25,34740250000
2017-07-26,34499300000
2017-07-27,34179350000
2017-07-28,35506550000
2017-07-31,35585550000
2017-08-01,35257700000
2017-08-02,34906150000
2017-08-03,35056250000
2017-08-04,35068100000
2017-08-07,35202400000
2017-08-08,35048350000
2017-08-09,35234000000
2017-08-10,34602000000
2017-08-11,34440050000
2017-08-14,34771850000
2017-08-15,34740250000
2017-08-16,34625700000
2017-08-17,34060850000
2017-08-18,34499300000
2017-08-21,34799500000
2017-08-22,35064150000
2017-08-23,35297200000
2017-08-24,35356450000
2017-08-25,35652700000
2017-08-28,35676400000
2017-08-29,35392000000
2017-08-30,35680350000
2017-08-31,35783050000
2017-09-01,35648750000
2017-09-05,35309050000
2017-09-06,36229400000
2017-09-07,36229400000
2017-09-08,36182000000
2017-09-11,36995700000
2017-09-12,37359100000
2017-09-13,37197150000
2017-09-14,37299850000
2017-09-15,37592150000
2017-09-18,37754100000
2017-09-19,38141200000
2017-09-20,37939750000
2017-09-21,37837050000
2017-09-22,38263650000
2017-09-25,38678400000
2017-09-26,39405200000
2017-09-27,39413100000
2017-09-28,39413100000
2017-09-29,39124750000
2017-10-02,39668187029
2017-10-03,39356522507
2017-10-04,39009351899
2017-10-05,39246059131
2017-10-06,39017242140
2017-10-09,39072473828
2017-10-10,38685852015
2017-10-11,38370242372
2017-10-12,38476760626
2017-10-13,38535937434
2017-10-16,38543827675
2017-10-17,38745028823
2017-10-18,38764754426
2017-10-19,39210553047
2017-10-20,39033022622
2017-10-23,38883108042
2017-10-24,39822046730
2017-10-25,39352577386
2017-10-26,39936455226
2017-10-27,39060638466
2017-10-30,41818277724
2017-10-31,40843832950
2017-11-01,40804381745
2017-11-02,40847778071
2017-11-03,41652582661
2017-11-06,42011588630
2017-11-07,41786716759
2017-11-08,41763046036
2017-11-09,41104210906
2017-11-10,41131826750
2017-11-13,41104210906
2017-11-14,40926680481
2017-11-15,40437485535
2017-11-16,40713643972
2017-11-17,40989802410
2017-11-20,41135771870
2017-11-21,40958241446
2017-11-22,40800436624
2017-11-24,41163387714
2017-11-27,41179168196
2017-11-28,41400094946
2017-11-29,41427710790
2017-11-30,41305412053
2017-12-01,41068704821
2017-12-04,40954296325
2017-12-05,41258070607
2017-12-06,41301466933
2017-12-07,42019478871
2017-12-08,42268021465
2017-12-11,42413990925
2017-12-12,42208844657
2017-12-13,42410045805
2017-12-14,41593405853
2017-12-15,41830113085
2017-12-18,43222740636
2017-12-19,42982088283
2017-12-20,43364764975
2017-12-21,43506789315
2017-12-22,43388435698
2017-12-26,43368710096
2017-12-27,43408161301
2017-12-28,43853959922
2017-12-29,43522569797
2018-01-02,44218620000
2018-01-03,44230440000
2018-01-04,44443200000
2018-01-05,45061780000
2018-01-08,44959340000
2018-01-09,45369100000
2018-01-10,45321820000
2018-01-11,46373800000
2018-01-12,46365920000
2018-01-16,45660660000
2018-01-17,46050720000
2018-01-18,46054660000
2018-01-19,47248480000
2018-01-22,46862360000
2018-01-23,46661420000
2018-01-24,46862360000
2018-01-25,47571560000
2018-01-26,47867060000
2018-01-29,47638540000
2018-01-30,46826900000
2018-01-31,47216960000
2018-02-01,46318640000
2018-02-02,44194980000
2018-02-05,42855380000
2018-02-06,44845080000
2018-02-07,43446380000
2018-02-08,41681260000
2018-02-09,42154060000
2018-02-12,43221800000
2018-02-13,43198160000
2018-02-14,44128000000
2018-02-15,43328180000
2018-02-16,42792340000
2018-02-20,42784460000
2018-02-21,42981460000
2018-02-22,43667020000
2018-02-23,43970400000
2018-02-26,43540940000
2018-02-27,43206040000
2018-02-28,42638680000
2018-03-01,42603220000
2018-03-02,42240740000
2018-03-05,42815980000
2018-03-06,43237560000
2018-03-07,43095720000
2018-03-08,43091780000
2018-03-09,44238320000
2018-03-12,43789160000
2018-03-13,43473960000
2018-03-14,42847500000
2018-03-15,42343180000
2018-03-16,42228920000
2018-03-19,42067380000
2018-03-20,42343180000
2018-03-21,43816740000
2018-03-22,42000400000
2018-03-23,41192700000
2018-03-26,41405460000
2018-03-27,41031160000
2018-03-28,40641100000
2018-03-29,41637920000
2018-04-02,40550610000
2018-04-03,40718740000
2018-04-04,40167430000
2018-04-05,40996350000
2018-04-06,39408890000
2018-04-09,38877130000
2018-04-10,40014940000
2018-04-11,39964110000
2018-04-12,40546700000
2018-04-13,40288640000
2018-04-16,40875140000
2018-04-17,41461640000
2018-04-18,42568170000
2018-04-19,42071600000
2018-04-20,42102880000
2018-04-23,42353120000
2018-04-24,41422540000
2018-04-25,41207490000
2018-04-26,41637590000
2018-04-27,41707970000
2018-04-30,41340430000
2018-05-01,40581890000
2018-05-02,40957250000
2018-05-03,40644450000
2018-05-04,40972890000
2018-05-07,40898600000
2018-05-08,40875140000
2018-05-09,42970900000
2018-05-10,43956220000
2018-05-11,44014870000
2018-05-14,43784180000
2018-05-15,43858470000
2018-05-16,45086210000
2018-05-17,45430290000
2018-05-18,45442020000
2018-05-21,45954230000
2018-05-22,45422470000
2018-05-23,45223060000
2018-05-24,45754820000
2018-05-25,44480160000
2018-05-29,43576950000
2018-05-30,44527080000
2018-05-31,43838920000
2018-06-01,44229920000
2018-06-04,44335490000
2018-06-05,45137040000
2018-06-06,46153640000
2018-06-07,46349140000
2018-06-08,46173190000
2018-06-11,45954230000
2018-06-12,46008970000
2018-06-13,45172230000
2018-06-14,44632650000
2018-06-15,45090120000
2018-06-18,44851610000
2018-06-19,43498750000
2018-06-20,43010000000
2018-06-21,42235820000
2018-06-22,43408820000
2018-06-25,42079420000
2018-06-26,42345300000
2018-06-27,42634640000
2018-06-28,42755850000
2018-06-29,42951350000
2018-07-02,41836950000
2018-07-03,41529640000
2018-07-05,41945870000
2018-07-06,42233730000
2018-07-09,42996170000
2018-07-10,42863910000
2018-07-11,41498520000
2018-07-12,41514080000
2018-07-13,41770820000
2018-07-16,41319580000
2018-07-17,42054790000
2018-07-18,42249290000
2018-07-19,42229840000
2018-07-20,41984770000
2018-07-23,41848620000
2018-07-24,42155930000
2018-07-25,42564380000
2018-07-26,43159550000
2018-07-27,42591610000
2018-07-30,42443790000
2018-07-31,43097310000
2018-08-01,42832790000
2018-08-02,42194830000
2018-08-03,43626350000
2018-08-06,43960890000
2018-08-07,44112600000
2018-08-08,43984230000
2018-08-09,44104820000
2018-08-10,43789730000
2018-08-13,43404620000
2018-08-14,44030910000
2018-08-15,43085640000
2018-08-16,43548550000
2018-08-17,43995900000
2018-08-20,44342110000
2018-08-21,44711660000
2018-08-22,44645530000
2018-08-23,44357670000
2018-08-24,44781680000
2018-08-27,45104550000
2018-08-28,44723330000
2018-08-29,44727220000
2018-08-30,44209850000
2018-08-31,43871420000
2018-09-04,43182890000
2018-09-05,43439630000
2018-09-06,43661360000
2018-09-07,42257070000
2018-09-10,41576320000
2018-09-11,41444060000
2018-09-12,41269010000
2018-09-13,40829440000
2018-09-14,40965590000
2018-09-17,40245940000
2018-09-18,39716900000
2018-09-19,39954190000
2018-09-20,40646610000
2018-09-21,40926690000
2018-09-24,40592150000
2018-09-25,40767200000
2018-09-26,40568810000
2018-09-27,39981420000
2018-09-28,39876390000
2018-10-01,39669840244
2018-10-02,40314227307
2018-10-03,40333292013
2018-10-04,39624084950
2018-10-05,39463941420
2018-10-08,39738473186
2018-10-09,38018836705
2018-10-10,37221931994
2018-10-11,36996968463
2018-10-12,37176176700
2018-10-15,36962651992
2018-10-16,37225744935
2018-10-17,36688120226
2018-10-18,36142869634
2018-10-19,35685316690
2018-10-22,35056181392
2018-10-23,34316470800
2018-10-24,33008631968
2018-10-25,34011435504
2018-10-26,34022874327
2018-10-29,33725464914
2018-10-30,33866543738
2018-10-31,34038126092
2018-11-01,35281144923
2018-11-02,35498482572
2018-11-05,35647187278
2018-11-06,36253444929
2018-11-07,36928335522
2018-11-08,36806321403
2018-11-09,36627113167
2018-11-12,36314451988
2018-11-13,35105749628
2018-11-14,35033303745
2018-11-15,35628122572
2018-11-16,36386897871
2018-11-19,35376468453
2018-11-20,34850282568
2018-11-21,35223950805
2018-11-23,34636757860
2018-11-26,35117188452
2018-11-27,34766397861
2018-11-28,35086684922
2018-11-29,35467979042
2018-11-30,35578554337
2018-12-03,35963661398
2018-12-04,34533808448
2018-12-06,33641580207
2018-12-07,32169784904
2018-12-10,32192662551
2018-12-11,32341367258
2018-12-12,32577769612
2018-12-13,31906691961
2018-12-14,31395757840
2018-12-17,31338563722
2018-12-18,31441513135
2018-12-19,30755183719
2018-12-20,30339573128
2018-12-21,30126048421
2018-12-24,29939214302
2018-12-26,31044967250
2018-12-27,31811368431
2018-12-28,31411009605
2018-12-31,30935520000
2019-01-02,31207080000
2019-01-03,30600720000
2019-01-04,32252400000
2019-01-07,32341680000
2019-01-08,32962920000
2019-01-09,32776920000
2019-01-10,32512800000
2019-01-11,31992000000
2019-01-14,31884119999
2019-01-15,31463760000
2019-01-16,31538160000
2019-01-17,31936199999
2019-01-18,32683920000
2019-01-22,31917600000
2019-01-23,31407960000
2019-01-24,31233119999
2019-01-25,32070119999
2019-01-28,32044080000
2019-01-29,32397480000
2019-01-30,32817840000
2019-01-31,32352840000
2019-02-01,33067080000
2019-02-04,32620680000
2019-02-05,32576039999
2019-02-06,32438400000
2019-02-07,31467480000
2019-02-08,31463760000
2019-02-11,31214520000
2019-02-12,31791119999
2019-02-13,32010600000
2019-02-14,32111039999
2019-02-15,32602080000
2019-02-19,32542560000
2019-02-20,33167520000
2019-02-21,32922000000
2019-02-22,33160080000
2019-02-25,32955480000
2019-02-26,32311920000
2019-02-27,32248680000
2019-02-28,31813440000
2019-03-01,31638600000
2019-03-04,31657199999
2019-03-05,31292640000
2019-03-06,33204720000
2019-03-07,32404920000
2019-03-08,32416080000
2019-03-11,32996400000
2019-03-12,33212160000
2019-03-13,33063360000
2019-03-14,32527680000
2019-03-15,32364000000
2019-03-18,32464440000
2019-03-19,32349119999
2019-03-20,32114760000
2019-03-21,32851320000
2019-03-22,31646039999
2019-03-25,31050840000
2019-03-26,31363320000
2019-03-27,31058280000
2019-03-28,31195920000
2019-03-29,31277760000
2019-04-01,32252900000
2019-04-02,33063200000
2019-04-03,33514600000
2019-04-04,34114000000
2019-04-05,33692200000
2019-04-08,33792100000
2019-04-09,33392500000
2019-04-10,33137200000
2019-04-11,33488700000
2019-04-12,34147300000
2019-04-15,34121400000
2019-04-16,34102900000
2019-04-17,33951200000
2019-04-18,33962300000
2019-04-22,34036300000
2019-04-23,34043700000
2019-04-24,33518300000
2019-04-25,32804200000
2019-04-26,32563700000
2019-04-29,32963300000
2019-04-30,32645100000
2019-05-01,31993900000
2019-05-02,31805199999
2019-05-03,32197400000
2019-05-06,31527699999
2019-05-07,30802500000
2019-05-08,30706300000
2019-05-09,30332600000
2019-05-10,30584200000
2019-05-13,29563000000
2019-05-14,29792400000
2019-05-15,29873800000
2019-05-16,30266000000
2019-05-17,29655500000
2019-05-20,29548200000
2019-05-21,30184600000
2019-05-22,29840500000
2019-05-23,29100500000
2019-05-24,28834100000
2019-05-28,28486300000
2019-05-29,28778600000
2019-05-30,28641700000
2019-05-31,27472500000
2019-06-03,28745300000
2019-06-04,30358500000
2019-06-05,29962600000
2019-06-06,29733200000
2019-06-07,29311400000
2019-06-10,30950500000
2019-06-11,31268700000
2019-06-12,31594300000
2019-06-13,31964300000
2019-06-14,32005000000
2019-06-17,31712699999
2019-06-18,32023500000
2019-06-19,31897699999
2019-06-20,32038300000
2019-06-21,31990199999
2019-06-24,32175199999
2019-06-25,32030899999
2019-06-26,31919900000
2019-06-27,32056800000
2019-06-28,31868100000
2019-07-01,29413360000
2019-07-02,29345960000
2019-07-03,29436949999
2019-07-05,29460540000
2019-07-08,29443690000
2019-07-09,28527050000
2019-07-10,28334960000
2019-07-11,28618040000
2019-07-12,28998850000
2019-07-15,28941560000
2019-07-16,29588600000
2019-07-17,28891010000
2019-07-18,28887640000
2019-07-19,28955040000
2019-07-22,28382140000
2019-07-23,29032550000
2019-07-24,29103320000
2019-07-25,28816870000
2019-07-26,28759580000
2019-07-29,28264190000
2019-07-30,28439430000
2019-07-31,28203530000
