,AEP
2004-08-24,12747240000
2004-08-25,12814560000
2004-08-26,12786840000
2004-08-27,12802680000
2004-08-30,12818519999
2004-08-31,12961079999
2004-09-01,13016519999
2004-09-02,13099680000
2004-09-03,13032359999
2004-09-07,13099680000
2004-09-08,13016519999
2004-09-09,12988799999
2004-09-10,13044240000
2004-09-13,12774960000
2004-09-14,12834359999
2004-09-15,12893760000
2004-09-16,12988799999
2004-09-17,13004640000
2004-09-20,13004640000
2004-09-21,13032359999
2004-09-22,12933359999
2004-09-23,12846240000
2004-09-24,12818519999
2004-09-27,12810600000
2004-09-28,12806640000
2004-09-29,12711600000
2004-09-30,12560280000
2004-10-01,12686040000
2004-10-04,12646740000
2004-10-05,12678180000
2004-10-06,12733200000
2004-10-07,12654600000
2004-10-08,12725340000
2004-10-11,12670320000
2004-10-12,12678180000
2004-10-13,12517050000
2004-10-14,12493470000
2004-10-15,12666389999
2004-10-18,12544560000
2004-10-19,12422730000
2004-10-20,12328410000
2004-10-21,12458100000
2004-10-22,12611370000
2004-10-25,12701760000
2004-10-26,13012230000
2004-10-27,13079040000
2004-10-28,12929700000
2004-10-29,12941490000
2004-11-01,13020090000
2004-11-02,12733200000
2004-11-03,13181220000
2004-11-04,13625310000
2004-11-05,13503480000
2004-11-08,13491690000
2004-11-09,13432740000
2004-11-10,13428810000
2004-11-11,13519200000
2004-11-12,13758930000
2004-11-15,13605659999
2004-11-16,13589940000
2004-11-17,13440600000
2004-11-18,13436670000
2004-11-19,13362000000
2004-11-22,13660680000
2004-11-23,13688190000
2004-11-24,13833600000
2004-11-26,13837530000
2004-11-29,13609590000
2004-11-30,13428810000
2004-12-01,13365930000
2004-12-02,13326629999
2004-12-03,13381649999
2004-12-06,13389510000
2004-12-07,13460250000
2004-12-08,13365930000
2004-12-09,13295190000
2004-12-10,13279470000
2004-12-13,13460250000
2004-12-14,13558500000
2004-12-15,13688190000
2004-12-16,13715700000
2004-12-17,13676399999
2004-12-20,13692120000
2004-12-21,13786440000
2004-12-22,13845389999
2004-12-23,13711770000
2004-12-27,13597800000
2004-12-28,13644960000
2004-12-29,13597800000
2004-12-30,13589940000
2004-12-31,13495620000
2005-01-03,13369860000
2005-01-04,13318770000
2005-01-05,13161570000
2005-01-06,13165500000
2005-01-07,13114409999
2005-01-10,13157639999
2005-01-11,13157639999
2005-01-12,13212659999
2005-01-13,13330560000
2005-01-14,13586010000
2005-01-18,13680330000
2005-01-19,13656750000
2005-01-20,13637100000
2005-01-21,13255889999
2005-01-24,13318770000
2005-01-25,13196940000
2005-01-26,13558500000
2005-01-27,13861110000
2005-01-28,13908270000
2005-01-31,13853250000
2005-02-01,13998659999
2005-02-02,14010450000
2005-02-03,13998659999
2005-02-04,14010450000
2005-02-07,13880760000
2005-02-08,13747139999
2005-02-09,13644960000
2005-02-10,13609590000
2005-02-11,13578149999
2005-02-14,13672470000
2005-02-15,13617450000
2005-02-16,13554570000
2005-02-17,13527060000
2005-02-18,13255889999
2005-02-22,12851100000
2005-02-23,12772500000
2005-02-24,12953280000
2005-02-25,13130129999
2005-02-28,13126200000
2005-03-01,13248030000
2005-03-02,13326629999
2005-03-03,13346280000
2005-03-04,13460250000
2005-03-07,13582080000
2005-03-08,13609590000
2005-03-09,13236240000
2005-03-10,13444530000
2005-03-11,13193010000
2005-03-14,13460250000
2005-03-15,13322700000
2005-03-16,13291260000
2005-03-17,13326629999
2005-03-18,13193010000
2005-03-21,13200870000
2005-03-22,12941490000
2005-03-23,12906120000
2005-03-24,13122270000
2005-03-28,13134060000
2005-03-29,12902190000
2005-03-30,13185149999
2005-03-31,13079040000
2005-04-01,13105920000
2005-04-04,13040640000
2005-04-05,13194240000
2005-04-06,13163520000
2005-04-07,13232640000
2005-04-08,13259520000
2005-04-11,13397760000
2005-04-12,13478400000
2005-04-13,13409280000
2005-04-14,13332480000
2005-04-15,13128960000
2005-04-18,13274880000
2005-04-19,13347840000
2005-04-20,13274880000
2005-04-21,13393920000
2005-04-22,13428480000
2005-04-25,13489920000
2005-04-26,13397760000
2005-04-27,13559040000
2005-04-28,13440000000
2005-04-29,13524480000
2005-05-02,13582079999
2005-05-03,13674240000
2005-05-04,13632000000
2005-05-05,13639680000
2005-05-06,13524480000
2005-05-09,13501439999
2005-05-10,13505280000
2005-05-11,13551360000
2005-05-12,13459199999
2005-05-13,13251840000
2005-05-16,13393920000
2005-05-17,13605120000
2005-05-18,13612800000
2005-05-19,13708800000
2005-05-20,13651199999
2005-05-23,13674240000
2005-05-24,13651199999
2005-05-25,13612800000
2005-05-26,13605120000
2005-05-27,13597439999
2005-05-31,13704960000
2005-06-01,13789439999
2005-06-02,13754880000
2005-06-03,13747199999
2005-06-06,13793280000
2005-06-07,13747199999
2005-06-08,13754880000
2005-06-09,13800960000
2005-06-10,13720319999
2005-06-13,13751040000
2005-06-14,13896960000
2005-06-15,13777920000
2005-06-16,13716480000
2005-06-17,13735680000
2005-06-20,13785600000
2005-06-21,13739520000
2005-06-22,13866240000
2005-06-23,13969920000
2005-06-24,13850880000
2005-06-27,13920000000
2005-06-28,14035199999
2005-06-29,14062079999
2005-06-30,14342429999
2005-07-01,14338540000
2005-07-05,14501920000
2005-07-06,14330760000
2005-07-07,14521370000
2005-07-08,14817010000
2005-07-11,15124320000
2005-07-12,15167110000
2005-07-13,15128210000
2005-07-14,15030960000
2005-07-15,15050410000
2005-07-18,15038739999
2005-07-19,15093199999
2005-07-20,15171000000
2005-07-21,14941489999
2005-07-22,15081530000
2005-07-25,14999840000
2005-07-26,14902590000
2005-07-27,14945380000
2005-07-28,14980390000
2005-07-29,15054300000
2005-08-01,14836460000
2005-08-02,14937600000
2005-08-03,15132100000
2005-08-04,15050410000
2005-08-05,14848130000
2005-08-08,14408560000
2005-08-09,14618620000
2005-08-10,14606949999
2005-08-11,14673080000
2005-08-12,14595280000
2005-08-15,14618620000
2005-08-16,14443570000
2005-08-17,14311310000
2005-08-18,14303530000
2005-08-19,14322980000
2005-08-22,14350210000
2005-08-23,14385219999
2005-08-24,14373550000
2005-08-25,14439679999
2005-08-26,14330760000
2005-08-29,14385219999
2005-08-30,14385219999
2005-08-31,14463020000
2005-09-01,14587500000
2005-09-02,14673080000
2005-09-06,14766440000
2005-09-07,14859800000
2005-09-08,14770330000
2005-09-09,14898699999
2005-09-12,14817010000
2005-09-13,14859800000
2005-09-14,14925929999
2005-09-15,15034850000
2005-09-16,15128210000
2005-09-19,15081530000
2005-09-20,15132100000
2005-09-21,15171000000
2005-09-22,15155440000
2005-09-23,15163219999
2005-09-26,15147660000
2005-09-27,15132100000
2005-09-28,15244910000
2005-09-29,15396620000
2005-09-30,15641800000
2005-10-03,15842740000
2005-10-04,15858500000
2005-10-05,15436920000
2005-10-06,15090199999
2005-10-07,15141420000
2005-10-10,14964119999
2005-10-11,15011400000
2005-10-12,14786820000
2005-10-13,14491320000
2005-10-14,14491320000
2005-10-17,14731660000
2005-10-18,14451920000
2005-10-19,14542539999
2005-10-20,14124900000
2005-10-21,14286440000
2005-10-24,14656800000
2005-10-25,14570119999
2005-10-26,14444039999
2005-10-27,14424340000
2005-10-28,14932600000
2005-10-31,14956240000
2005-11-01,14656800000
2005-11-02,14715900000
2005-11-03,14546480000
2005-11-04,14589820000
2005-11-07,14578000000
2005-11-08,14522840000
2005-11-09,14558300000
2005-11-10,14392820000
2005-11-11,14381000000
2005-11-14,14105199999
2005-11-15,14117020000
2005-11-16,14278560000
2005-11-17,14377060000
2005-11-18,14384940000
2005-11-21,14373119999
2005-11-22,14420400000
2005-11-23,14538600000
2005-11-25,14546480000
2005-11-28,14644980000
2005-11-29,14644980000
2005-11-30,14396760000
2005-12-01,14499199999
2005-12-02,14491320000
2005-12-05,14369180000
2005-12-06,14451920000
2005-12-07,14302199999
2005-12-08,14644980000
2005-12-09,14601640000
2005-12-12,14613460000
2005-12-13,14767119999
2005-12-14,14897140000
2005-12-15,14688320000
2005-12-16,14743480000
2005-12-19,14578000000
2005-12-20,14617400000
2005-12-21,14522840000
2005-12-22,14696199999
2005-12-23,14711960000
2005-12-27,14869560000
2005-12-28,14656800000
2005-12-29,14704080000
2005-12-30,14613460000
2006-01-03,14706882132
2006-01-04,14683262942
2006-01-05,14600595778
2006-01-06,14828914612
2006-01-09,14608468841
2006-01-10,14612405373
2006-01-11,14639961094
2006-01-12,14533674741
2006-01-13,14636024563
2006-01-17,14714755195
2006-01-18,14718691727
2006-01-19,14923391371
2006-01-20,14710818663
2006-01-23,14734437853
2006-01-24,14935200966
2006-01-25,14722628258
2006-01-26,14561230462
2006-01-27,14702945600
2006-01-30,14655707221
2006-01-31,14691136005
2006-02-01,14541547804
2006-02-02,14238434869
2006-02-03,14210879148
2006-02-06,14258117527
2006-02-07,14175450363
2006-02-08,14151831173
2006-02-09,14140021579
2006-02-10,14183323426
2006-02-13,14203006084
2006-02-14,14073100541
2006-02-15,14006179503
2006-02-16,14179386895
2006-02-17,14317165501
2006-02-21,14234498337
2006-02-22,14340784691
2006-02-23,14285673248
2006-02-24,14336848160
2006-02-27,14348657754
2006-02-28,14368340413
2006-03-01,14384086539
2006-03-02,14305355907
2006-03-03,14352594286
2006-03-06,14025862162
2006-03-07,14112465857
2006-03-08,14136085047
2006-03-09,14041608288
2006-03-10,13899893150
2006-03-13,13923512339
2006-03-14,13970750719
2006-03-15,14073100541
2006-03-16,14120338920
2006-03-17,13974687251
2006-03-20,13844781707
2006-03-21,13769987606
2006-03-22,13801479859
2006-03-23,13785733733
2006-03-24,13679447379
2006-03-27,13557414899
2006-03-28,13384207508
2006-03-29,13620399405
2006-03-30,13490493861
2006-03-31,13394434449
2006-04-03,13465304472
2006-04-04,13516488378
2006-04-05,13575546731
2006-04-06,13394434449
2006-04-07,13272380519
2006-04-10,13166075484
2006-04-11,13091268237
2006-04-12,13016460990
2006-04-13,12882595390
2006-04-17,12858972048
2006-04-18,13087331013
2006-04-19,13079456566
2006-04-20,13221196613
2006-04-21,13197573272
2006-04-24,13181824378
2006-04-25,13130640472
2006-04-26,13083393790
2006-04-27,13146389366
2006-04-28,13173949931
2006-05-01,13055833225
2006-05-02,13170012707
2006-05-03,13047958778
2006-05-04,13110954354
2006-05-05,13351124990
2006-05-08,13083393790
2006-05-09,13008586543
2006-05-10,12973151531
2006-05-11,12858972048
2006-05-12,12827474260
2006-05-15,12929842072
2006-05-16,12933779296
2006-05-17,12721169225
2006-05-18,12740855343
2006-05-19,12992837649
2006-05-22,12996774872
2006-05-23,12851097601
2006-05-24,13016460990
2006-05-25,13229071060
2006-05-26,13307815531
2006-05-30,13244819954
2006-05-31,13492865037
2006-06-01,13595232849
2006-06-02,13740910119
2006-06-05,13524362825
2006-06-06,13544048943
2006-06-07,13544048943
2006-06-08,13630667860
2006-06-09,13740910119
2006-06-12,13799968472
2006-06-13,13520425602
2006-06-14,13406246119
2006-06-15,13563735060
2006-06-16,13449555578
2006-06-19,13394434449
2006-06-20,13418057790
2006-06-21,13402308896
2006-06-22,13358999437
2006-06-23,13347187766
2006-06-26,13370811107
2006-06-27,13276317743
2006-06-28,13335376096
2006-06-29,13398371672
2006-06-30,13491536107
2006-07-03,13629405819
2006-07-05,13590014473
2006-07-06,13550623127
2006-07-07,13664858031
2006-07-10,13743640724
2006-07-11,13779092935
2006-07-12,13727884185
2006-07-13,13676675435
2006-07-14,13621527550
2006-07-17,13716066781
2006-07-18,13802727743
2006-07-19,13920901782
2006-07-20,13857875628
2006-07-21,13909084378
2006-07-24,13987867071
2006-07-25,14058771494
2006-07-26,14204519475
2006-07-27,14133615052
2006-07-28,14330571783
2006-07-31,14228154283
2006-08-01,14342389187
2006-08-02,14511771976
2006-08-03,14566919861
2006-08-04,14578737265
2006-08-07,14401476207
2006-08-08,14385719668
2006-08-09,14362084860
2006-08-10,14381780534
2006-08-11,14306936976
2006-08-14,14283302168
2006-08-15,14417232745
2006-08-16,14267545629
2006-08-17,14220276014
2006-08-18,14338450053
2006-08-21,14358145726
2006-08-22,14373902264
2006-08-23,14224215148
2006-08-24,14228154283
2006-08-25,14149371590
2006-08-28,14283302168
2006-08-29,14369963130
2006-08-30,14228154283
2006-08-31,14369963130
2006-09-01,14468441495
2006-09-05,14232093418
2006-09-06,14173006398
2006-09-07,14121797648
2006-09-08,14145432456
2006-09-11,14204519475
2006-09-12,14200580341
2006-09-13,14354206591
2006-09-14,14267545629
2006-09-15,14373902264
2006-09-18,14310876110
2006-09-19,14409354476
2006-09-20,14373902264
2006-09-21,14255728225
2006-09-22,14236032552
2006-09-25,14429050149
2006-09-26,14464502361
2006-09-27,14551163323
2006-09-28,14531467650
2006-09-29,14326632649
2006-10-02,14625151972
2006-10-03,14724480632
2006-10-04,14843675025
2006-10-05,14803943560
2006-10-06,14803943560
2006-10-09,14819836146
2006-10-10,15618438577
2006-10-11,15809149605
2006-10-12,16051511536
2006-10-13,15892585680
2006-10-16,15852854215
2006-10-17,16123028172
2006-10-18,16365390103
2006-10-19,16341551225
2006-10-20,16424987300
2006-10-23,16552127985
2006-10-24,16544181692
2006-10-25,16599805742
2006-10-26,16317712346
2006-10-27,16281954029
2006-10-30,16313739200
2006-10-31,16460745618
2006-11-01,16647483499
2006-11-02,16297846614
2006-11-03,16266061443
2006-11-06,16444853032
2006-11-07,16409094714
2006-11-08,16389228982
2006-11-09,16409094714
2006-11-10,16480611350
2006-11-13,16460745618
2006-11-14,16436906739
2006-11-15,16341551225
2006-11-16,16456772471
2006-11-17,16452799325
2006-11-20,16444853032
2006-11-21,16548154839
2006-11-22,16500477082
2006-11-24,16528289107
2006-11-27,16357443811
2006-11-28,16464718764
2006-11-29,16639537206
2006-11-30,16492530789
2006-12-01,16699134403
2006-12-04,16798463063
2006-12-05,16929576895
2006-12-06,16742839013
2006-12-07,16564047424
2006-12-08,16643510353
2006-12-11,16766677892
2006-12-12,16889845431
2006-12-13,16858060260
2006-12-14,16897791724
2006-12-15,16862033406
2006-12-18,16738865867
2006-12-19,17044798141
2006-12-20,17001093531
2006-12-21,16973281506
2006-12-22,16909711163
2006-12-26,17056717581
2006-12-27,17052744434
2006-12-28,16957388920
2006-12-29,16917657456
2007-01-03,17024932409
2007-01-04,17020959263
2007-01-05,16703107549
2007-01-08,16691188110
2007-01-09,16850113967
2007-01-10,16818328795
2007-01-11,16973281506
2007-01-12,16631590914
2007-01-16,16730919574
2007-01-17,16715026988
2007-01-18,16659402939
2007-01-19,16663376085
2007-01-22,16786543624
2007-01-23,16929576895
2007-01-24,17128234216
2007-01-25,17064663873
2007-01-26,17187831412
2007-01-29,17231536023
2007-01-30,17386488733
2007-01-31,17295106366
2007-02-01,17362649855
2007-02-02,17585146054
2007-02-05,17744071911
2007-02-06,17899024622
2007-02-07,17879158890
2007-02-08,17998353282
2007-02-09,18057950478
2007-02-12,18145359700
2007-02-13,18189064310
2007-02-14,18256607799
2007-02-15,18161252285
2007-02-16,18232768921
2007-02-20,18256607799
2007-02-21,18157279139
2007-02-22,18085762503
2007-02-23,18177144871
2007-02-26,18363882753
2007-02-27,17867239450
2007-02-28,17839427425
2007-03-01,18065896771
2007-03-02,17827507986
2007-03-05,17601038640
2007-03-06,18010272721
2007-03-07,17946702379
2007-03-08,17934782939
2007-03-09,17938756086
2007-03-12,18324151289
2007-03-13,17986433843
2007-03-14,18121520821
2007-03-15,18415533656
2007-03-16,18264554092
2007-03-19,18435399388
2007-03-20,18777089980
2007-03-21,19086995401
2007-03-22,19222082379
2007-03-23,19531987800
2007-03-26,19587611850
2007-03-27,19440605433
2007-03-28,19400873968
2007-03-29,19480336897
2007-03-30,19369088797
2007-04-02,19858213044
2007-04-03,19690767762
2007-04-04,19455547009
2007-04-05,19471494179
2007-04-09,19762530025
2007-04-10,19686780969
2007-04-11,19443586632
2007-04-12,19375811161
2007-04-13,19399731915
2007-04-16,19551230027
2007-04-17,19730635686
2007-04-18,19842265874
2007-04-19,19886120590
2007-04-20,20069513042
2007-04-23,20173169645
2007-04-24,20312707379
2007-04-25,20217024361
2007-04-26,20033631910
2007-04-27,20073499834
2007-04-30,20021671533
2007-05-01,20197090399
2007-05-02,20181143230
2007-05-03,20185130022
2007-05-04,20093433796
2007-05-07,20145262098
2007-05-08,19862199836
2007-05-09,19706714932
2007-05-10,19431626255
2007-05-11,19503388518
2007-05-14,19599071536
2007-05-15,19710701724
2007-05-16,19854226251
2007-05-17,19654886630
2007-05-18,19591097951
2007-05-21,19814358327
2007-05-22,19487441348
2007-05-23,19495414933
2007-05-24,18885435693
2007-05-25,18837594184
2007-05-29,18873475316
2007-05-30,19072814937
2007-05-31,18989092296
2007-06-01,18961184749
2007-06-04,18694069657
2007-06-05,18554531922
2007-06-06,18251535698
2007-06-07,17741226269
2007-06-08,17904684758
2007-06-11,17956513059
2007-06-12,17789067778
2007-06-13,18076116832
2007-06-14,18036248908
2007-06-15,18446888527
2007-06-18,18088077209
2007-06-19,18167813057
2007-06-20,17525939478
2007-06-21,17729265891
2007-06-22,17338560234
2007-06-25,17653516835
2007-06-26,17525939478
2007-06-27,17801028155
2007-06-28,17761160231
2007-06-29,17956513059
2007-07-02,18296370337
2007-07-03,18372222625
2007-07-05,18260440306
2007-07-06,18144665761
2007-07-09,17881178865
2007-07-10,17817303254
2007-07-11,17941062250
2007-07-12,18388191528
2007-07-13,18511950524
2007-07-16,18080790150
2007-07-17,18308347014
2007-07-18,18476020493
2007-07-19,18695592906
2007-07-20,18444082687
2007-07-23,18519934975
2007-07-24,18020906764
2007-07-25,17976992282
2007-07-26,17406104008
2007-07-27,17242422755
2007-07-30,17589746390
2007-07-31,17362189525
2007-08-01,18208541372
2007-08-02,18372222625
2007-08-03,17581761938
2007-08-06,18487997170
2007-08-07,19058885444
2007-08-08,19102799926
2007-08-09,18751484065
2007-08-10,18723538486
2007-08-13,18432106010
2007-08-14,17937070025
2007-08-15,17553816358
2007-08-16,18000945636
2007-08-17,18551872781
2007-08-20,18484004944
2007-08-21,18695592906
2007-08-22,18619740618
2007-08-23,18460051590
2007-08-24,18671639552
2007-08-27,17992961184
2007-08-28,17905132219
2007-08-29,17829279931
2007-08-30,17749435417
2007-08-31,17757419869
2007-09-04,18228502500
2007-09-05,18016914538
2007-09-06,18128696858
2007-09-07,17785365448
2007-09-10,17821295480
2007-09-11,18084782375
2007-09-12,18156642438
2007-09-13,18056836795
2007-09-14,18000945636
2007-09-17,17949046702
2007-09-18,18236486951
2007-09-19,18567841684
2007-09-20,18272416983
2007-09-21,18392183753
2007-09-24,18352261496
2007-09-25,18404160430
2007-09-26,18635709520
2007-09-27,18563849458
2007-09-28,18396175979
2007-10-01,18845521630
2007-10-02,18729290212
2007-10-03,19001832848
2007-10-04,19250327603
2007-10-05,19226279724
2007-10-08,19122072246
2007-10-09,19390606901
2007-10-10,19053936587
2007-10-11,19202231844
2007-10-12,19334495182
2007-10-15,19005840828
2007-10-16,18969769008
2007-10-17,18845521630
2007-10-18,18797425871
2007-10-19,18288412420
2007-10-22,18536907176
2007-10-23,18552939095
2007-10-24,18641114654
2007-10-25,18917665269
2007-10-26,19106040326
2007-10-29,19234295684
2007-10-30,19278383463
2007-10-31,19322471242
2007-11-01,18949729109
2007-11-02,19013856787
2007-11-05,19126080225
2007-11-06,19154136085
2007-11-07,18548931116
2007-11-08,18773377992
2007-11-09,18589010915
2007-11-12,18404643838
2007-11-13,18524883236
2007-11-14,18540915156
2007-11-15,18532899196
2007-11-16,18601034855
2007-11-19,18625082734
2007-11-20,18953737088
2007-11-21,18673178493
2007-11-23,18617066774
2007-11-26,18456747577
2007-11-27,18637106674
2007-11-28,19029888707
2007-11-29,19037904667
2007-11-30,19106040326
2007-12-03,19150128105
2007-12-04,19398622861
2007-12-05,19763349034
2007-12-06,19719261255
2007-12-07,19707237315
2007-12-10,19703229335
2007-12-11,19230287704
2007-12-12,19094016386
2007-12-13,19322471242
2007-12-14,18989808908
2007-12-17,18657146574
2007-12-18,18893617390
2007-12-19,18725282232
2007-12-20,18877585470
2007-12-21,19057944567
2007-12-24,19238303664
2007-12-26,19021872747
2007-12-27,18681194453
2007-12-28,18789409911
2007-12-31,18661154554
2008-01-02,18556947075
2008-01-03,18613058794
2008-01-04,18552939095
2008-01-07,19094016386
2008-01-08,19081992446
2008-01-09,19314455282
2008-01-10,19330487202
2008-01-11,19222271744
2008-01-14,19318463262
2008-01-15,19218263764
2008-01-16,19446718620
2008-01-17,18500835356
2008-01-18,17963766046
2008-01-22,17094034401
2008-01-23,17747335130
2008-01-24,17082010461
2008-01-25,16564981050
2008-01-28,16925699244
2008-01-29,17126098240
2008-01-30,16861571565
2008-01-31,17126098240
2008-02-01,17619079772
2008-02-04,17995829885
2008-02-05,17398640876
2008-02-06,17494832394
2008-02-07,17506856334
2008-02-08,17298441377
2008-02-11,17406656835
2008-02-12,17591023912
2008-02-13,17578999972
2008-02-14,17250345618
2008-02-15,17274393498
2008-02-19,17098042381
2008-02-20,16933715204
2008-02-21,16625100749
2008-02-22,16953755103
2008-02-25,17174194000
2008-02-26,17186217939
2008-02-27,16953755103
2008-02-28,16845539645
2008-02-29,16400653873
2008-03-03,16512877311
2008-03-04,16921691264
2008-03-05,16789427926
2008-03-06,16512877311
2008-03-07,16288430435
2008-03-10,16148151137
2008-03-11,16777403986
2008-03-12,16420693773
2008-03-13,16280414475
2008-03-14,16124103258
2008-03-17,16224302756
2008-03-18,16276406495
2008-03-19,16140135178
2008-03-20,16364582054
2008-03-24,16164183057
2008-03-25,16132119218
2008-03-26,16621092769
2008-03-27,16556965090
2008-03-28,16420693773
2008-03-31,16715026071
2008-04-01,17132600587
2008-04-02,17357448404
2008-04-03,17152676285
2008-04-04,17224948798
2008-04-07,17204873100
2008-04-08,17293206171
2008-04-09,17216918519
2008-04-10,17457826893
2008-04-11,17734871524
2008-04-14,17534114545
2008-04-15,17606387058
2008-04-16,17951689062
2008-04-17,17823204595
2008-04-18,17935628503
2008-04-21,17815174316
2008-04-22,17670629291
2008-04-23,17943658783
2008-04-24,17626462756
2008-04-25,17779038060
2008-04-28,17678659570
2008-04-29,17935628503
2008-04-30,17919567945
2008-05-01,18015931295
2008-05-02,18104264366
2008-05-05,17931613364
2008-05-06,17795098618
2008-05-07,17554190243
2008-05-08,17594341639
2008-05-09,17614417337
2008-05-12,17698735268
2008-05-13,17574265941
2008-05-14,17405630079
2008-05-15,17241009356
2008-05-16,17429720916
2008-05-19,17397599800
2008-05-20,17610402197
2008-05-21,17389569520
2008-05-22,17273130473
2008-05-23,16915783050
2008-05-27,17196842821
2008-05-28,17265100194
2008-05-29,17309266729
2008-05-30,16996085842
2008-06-02,16895707352
2008-06-03,16980025283
2008-06-04,17273130473
2008-06-05,17365478683
2008-06-06,16847525677
2008-06-09,17188812541
2008-06-10,17080403773
2008-06-11,16867601375
2008-06-12,16847525677
2008-06-13,17180782262
2008-06-16,17253054775
2008-06-17,17108509750
2008-06-18,16839495398
2008-06-19,16927828469
2008-06-20,16598587023
2008-06-23,16610632442
2008-06-24,16466087417
2008-06-25,16558435627
2008-06-26,16120785413
2008-06-27,15891922457
2008-06-30,16183997119
2008-07-01,16196065722
2008-07-02,16051242482
2008-07-03,15914464977
2008-07-07,15986876597
2008-07-08,16554100955
2008-07-09,16473643600
2008-07-10,16417323450
2008-07-11,16139745573
2008-07-14,15942625051
2008-07-15,15990899465
2008-07-16,15652978570
2008-07-17,15648955703
2008-07-18,15878259167
2008-07-21,16055265349
2008-07-22,16103539763
2008-07-23,16011013804
2008-07-24,16075379688
2008-07-25,15954693655
2008-07-28,15846076224
2008-07-29,15854121960
2008-07-30,16151814176
2008-07-31,15890327770
2008-08-01,15596658421
2008-08-04,15713321587
2008-08-05,16087448292
2008-08-06,15636887099
2008-08-07,15395515032
2008-08-08,15729413058
2008-08-11,15870213431
2008-08-12,15355286354
2008-08-13,15403560767
2008-08-14,15339194883
2008-08-15,15496086727
2008-08-18,15600681289
2008-08-19,15459880916
2008-08-20,15600681289
2008-08-21,15528269669
2008-08-22,15673092909
2008-08-25,15528269669
2008-08-26,15677115777
2008-08-27,15809870414
2008-08-28,16035151010
2008-08-29,15705275852
2008-09-02,15838030489
2008-09-03,15701252984
2008-09-04,15323103412
2008-09-05,15065639873
2008-09-08,15592635554
2008-09-09,15423675106
2008-09-10,15528269669
2008-09-11,15620795628
2008-09-12,15737458794
2008-09-15,15387469296
2008-09-16,15186325907
2008-09-17,14096128736
2008-09-18,14381752349
2008-09-19,15359309222
2008-09-22,14904725161
2008-09-23,14735764714
2008-09-24,14800130599
2008-09-25,15089777080
2008-09-26,14948976707
2008-09-29,14755879053
2008-09-30,15064789220
2008-10-01,15125813211
2008-10-02,14918331642
2008-10-03,14458617577
2008-10-06,13872787264
2008-10-07,13421209731
2008-10-08,12961495667
2008-10-09,12245480840
2008-10-10,11391144968
2008-10-13,12896403410
2008-10-14,13059134052
2008-10-15,11928156087
2008-10-16,12225139510
2008-10-17,12347187492
2008-10-20,13250342557
2008-10-21,12758082364
2008-10-22,12107159794
2008-10-23,13103884979
2008-10-24,12603488253
2008-10-27,12058340601
2008-10-28,13429346264
2008-10-29,13148635905
2008-10-30,13506643319
2008-10-31,13274752153
2008-11-03,13144567639
2008-11-04,13331707878
2008-11-05,12920813006
2008-11-06,11895609959
2008-11-07,12558737327
2008-11-10,12290231767
2008-11-11,12408211483
2008-11-12,11863063830
2008-11-13,13026587924
2008-11-14,12591283455
2008-11-17,12481440272
2008-11-18,12391938418
2008-11-19,11948497418
2008-11-20,11330120977
2008-11-21,11802039840
2008-11-24,11858995564
2008-11-25,12257685638
2008-11-26,12461098941
2008-11-28,12729604501
2008-12-01,12375665354
2008-12-02,11854927298
2008-12-03,12282095235
2008-12-04,11757288913
2008-12-05,12168183785
2008-12-08,12005453143
2008-12-09,11887473427
2008-12-10,12241412574
2008-12-11,12192593381
2008-12-12,12135637656
2008-12-15,11887473427
2008-12-16,12310573097
2008-12-17,12286163501
2008-12-18,12782491960
2008-12-19,12981836997
2008-12-22,13152704171
2008-12-23,12851652483
2008-12-24,12933017804
2008-12-26,13050997520
2008-12-29,12985905263
2008-12-30,13038792722
2008-12-31,13539189447
2009-01-02,13832104604
2009-01-05,13705988356
2009-01-06,13470028924
2009-01-07,13323571346
2009-01-08,13539189447
2009-01-09,13266615621
2009-01-12,13339844410
2009-01-13,13071338850
2009-01-14,12843515951
2009-01-15,12920813006
2009-01-16,13221864695
2009-01-20,12949290868
2009-01-21,13156772438
2009-01-22,12957427401
2009-01-23,12994041795
2009-01-26,13225932961
2009-01-27,13099816713
2009-01-28,12920813006
2009-01-29,13303230016
2009-01-30,12754014098
2009-02-02,13173045502
2009-02-03,13234069493
2009-02-04,13372390539
2009-02-05,13681578759
2009-02-06,13514779851
2009-02-09,13400868401
2009-02-10,12961495667
2009-02-11,12884198612
2009-02-12,12790628492
2009-02-13,12941154336
2009-02-17,12225139510
2009-02-18,12123432858
2009-02-19,12249549106
2009-02-20,11985111812
2009-02-23,11553875610
2009-02-24,12033931005
2009-02-25,11936292620
2009-02-26,11704401454
2009-02-27,11411486298
2009-03-02,10976181829
2009-03-03,10321190994
2009-03-04,10435102443
2009-03-05,10117777691
2009-03-06,10093368094
2009-03-09,9877749993
2009-03-10,10052685434
2009-03-11,10052685434
2009-03-12,10178801682
2009-03-13,10272371801
2009-03-16,10577491756
2009-03-17,10675130141
2009-03-18,11086025013
2009-03-19,11395213234
2009-03-20,11216209527
2009-03-23,11582353472
2009-03-24,11094161545
2009-03-25,11033137554
2009-03-26,11057547151
2009-03-27,10687334939
2009-03-30,10203211278
2009-03-31,11928278235
2009-04-01,11999111241
2009-04-02,12438275879
2009-04-03,12419387078
2009-04-06,12428831479
2009-04-07,12324943070
2009-04-08,12504386685
2009-04-09,12466609082
