,DLR
2023-07-05,34800653100
2023-07-06,34556173230
2023-07-07,34347912600
2023-07-10,34411296270
2023-07-11,35138699340
2023-07-12,35540129250
2023-07-13,35703115830
2023-07-14,35700097560
2023-07-17,35678969670
2023-07-18,35407325370
2023-07-19,36572377590
2023-07-20,35844974520
2023-07-21,36264514050
2023-07-24,37160940240
2023-07-25,36406372740
2023-07-26,35808755280
2023-07-27,34755379050
2023-07-28,37058319060
2023-07-31,37613680740
2023-08-01,37242433530
2023-08-02,37233378720
2023-08-03,36475792950
2023-08-04,36207166920
2023-08-07,36487866030
2023-08-08,35950613970
2023-08-09,36010979370
2023-08-10,36448628520
2023-08-11,36318842910
2023-08-14,36665943960
2023-08-15,36711218010
2023-08-16,36566341050
2023-08-17,36777619950
2023-08-18,36623688180
2023-08-21,36508993920
2023-08-22,37342036440
2023-08-23,37960781790
2023-08-24,38470869420
2023-08-25,38015110650
2023-08-28,38377303050
2023-08-29,39349185990
2023-08-30,39738542820
2023-08-31,39756652440
2023-09-01,39874364970
2023-09-05,39448788900
2023-09-06,39231473460
2023-09-07,39780798600
2023-09-08,39231473460
2023-09-11,39572537970
2023-09-12,39518209110
2023-09-13,38697239670
2023-09-14,38778732960
2023-09-15,38860226250
2023-09-18,38648947350
2023-09-19,38329010730
2023-09-20,38654983890
2023-09-21,37408438380
2023-09-22,37197159480
2023-09-25,37305817200
2023-09-26,36161892870
2023-09-27,35265466680
2023-09-28,35778572580
2023-09-29,36527103540
2023-10-02,36149429820
2023-10-03,35210682150
2023-10-04,35947614360
2023-10-05,35990423700
2023-10-06,35889515970
2023-10-09,36403228050
2023-10-10,36831321450
2023-10-11,38045272020
2023-10-12,38051387640
2023-10-13,37488750600
2023-10-16,37831225320
2023-10-17,37699739490
2023-10-18,36864957360
2023-10-19,35360514840
2023-10-20,35412497610
2023-10-23,35907862830
2023-10-24,36531656070
2023-10-25,35764145760
2023-10-26,36978096330
2023-10-27,37412305350
2023-10-30,37329744480
2023-10-31,38026925160
2023-11-01,38672123070
2023-11-02,39824917440
2023-11-03,40647468330
2023-11-06,39595581690
2023-11-07,39133852380
2023-11-08,39277569450
2023-11-09,39020713410
2023-11-10,39369303750
2023-11-13,39032944650
2023-11-14,41066388300
2023-11-15,41158122600
2023-11-16,41326302150
2023-11-17,41136717930
2023-11-20,41537291040
2023-11-21,41650430010
2023-11-22,41840014230
2023-11-24,41739106500
2023-11-27,42029598450
2023-11-28,41861418900
2023-11-29,42258934200
2023-11-30,42436287180
2023-12-01,42384304410
2023-12-04,42127448370
2023-12-05,42405709080
2023-12-06,41427209880
2023-12-07,40983827430
2023-12-08,41222336610
2023-12-11,41203989750
2023-12-12,41271261570
2023-12-13,41791089269
2023-12-14,40647468330
2023-12-15,40415074769
2023-12-18,40460941920
2023-12-19,41139775740
2023-12-20,40589369940
2023-12-21,41252914710
2023-12-22,41317128720
2023-12-26,41457787980
2023-12-27,41619851910
2023-12-28,41622909720
2023-12-29,41152006980
2024-01-02,42231247160
2024-01-03,41694104920
2024-01-04,41153839760
2024-01-05,40857162360
2024-01-08,41753440400
2024-01-09,41728457040
2024-01-10,42637226760
2024-01-11,41847128000
2024-01-12,42808987360
2024-01-16,43308654560
2024-01-17,42334303520
2024-01-18,42015765680
2024-01-19,42890183280
2024-01-22,43902009360
2024-01-23,43414833840
2024-01-24,43074435560
2024-01-25,44404799480
2024-01-26,44720214400
2024-01-29,45585263240
2024-01-30,45038752240
2024-01-31,43864534320
2024-02-01,44923204200
2024-02-02,45123071080
2024-02-05,45063735600
2024-02-06,45051243920
2024-02-07,45429117240
2024-02-08,45925661520
2024-02-09,45966259480
2024-02-12,44907589600
2024-02-13,44398553639
2024-02-14,44417291160
2024-02-15,46409714120
2024-02-16,42540416240
2024-02-20,42178157520
2024-02-21,42324934760
2024-02-22,43214966960
2024-02-23,43046329280
2024-02-26,43083804320
2024-02-27,43168123160
2024-02-28,44573437160
2024-02-29,45847588520
2024-03-01,47031175200
2024-03-04,48002403320
2024-03-05,46921873000
2024-03-06,46784464520
2024-03-07,47315360920
2024-03-08,46681408160
2024-03-11,45438486000
2024-03-12,45666459160
2024-03-13,44948187560
2024-03-14,44598420520
2024-03-15,43989451120
2024-03-18,44411045320
2024-03-19,44264268080
2024-03-20,43998819879
2024-03-21,43724002920
2024-03-22,43255564920
2024-03-25,43043206360
2024-03-26,43421079680
2024-03-27,44888852080
2024-03-28,44982539680
2024-04-01,44317357720
2024-04-02,43658421600
2024-04-03,43917623960
2024-04-04,43683404960
2024-04-05,44532839200
2024-04-08,44763935280
2024-04-09,45557156960
2024-04-10,44158088800
2024-04-11,44729583160
2024-04-12,44498487080
2024-04-15,43271179520
2024-04-16,42605997560
2024-04-17,42393639000
2024-04-18,42677824720
2024-04-19,42730914360
2024-04-22,42427991120
2024-04-23,43261810760
2024-04-24,43911378120
2024-04-25,44186195080
2024-04-26,44604666360
2024-04-29,44451643280
2024-04-30,43339883760
2024-05-01,43093173080
2024-05-02,43767723800
2024-05-03,45906924000
2024-05-06,44898220840
2024-05-07,45166791960
2024-05-08,43798953000
2024-05-09,44826393680
2024-05-10,44176826320
2024-05-13,44685862280
2024-05-14,44301743120
2024-05-15,45169914879
2024-05-16,45263602480
2024-05-17,44916958360
2024-05-20,44767058200
2024-05-21,45051243920
2024-05-22,44704599800
2024-05-23,44423537000
2024-05-24,44585928840
2024-05-28,44898220840
2024-05-29,44167457560
2024-05-30,44982539680
2024-05-31,45388519280
2024-06-03,44670247680
2024-06-04,45319815040
2024-06-05,46019349120
2024-06-06,45944399040
2024-06-07,45703934200
2024-06-10,46559614280
2024-06-11,46806324960
2024-06-12,46715760280
2024-06-13,46768849920
2024-06-14,46818816639
2024-06-17,46534630920
2024-06-18,46706391520
2024-06-20,46184863879
2024-06-21,46328518200
2024-06-24,45910046920
2024-06-25,45732040480
2024-06-26,45872571879
2024-06-27,46444066240
2024-06-28,47483998600
2024-07-01,47508981960
2024-07-02,47752569720
2024-07-03,47377819320
2024-07-05,47293500480
2024-07-08,47986788720
2024-07-09,47874363600
2024-07-10,48602003960
2024-07-11,49257817160
2024-07-12,49451438200
2024-07-15,49810574000
2024-07-16,50694360360
2024-07-17,48976754360
2024-07-18,48280343200
2024-07-19,48458349639
2024-07-22,48580143520
2024-07-23,49556993330
2024-07-24,48460981420
2024-07-25,47090167690
2024-07-26,46540564050
2024-07-29,47032651030
2024-07-30,46345646480
2024-07-31,47767586130
2024-08-01,48662289730
2024-08-02,48198961080
2024-08-05,46163510390
2024-08-06,47492784310
2024-08-07,47016674179
2024-08-08,47821907420
2024-08-09,47968894440
