,DLR
2009-08-10,3421362712
2009-08-11,3385500971
2009-08-12,3406102397
2009-08-13,3421362712
2009-08-14,3319118599
2009-08-17,3226030675
2009-08-18,3174908618
2009-08-19,3110815294
2009-08-20,3235949880
2009-08-21,3332089867
2009-08-24,3305384315
2009-08-25,3282493842
2009-08-26,3285545905
2009-08-27,3332089867
2009-08-28,3366425577
2009-08-31,3325222725
2009-09-01,3171856555
2009-09-02,3116919420
2009-09-03,3245106069
2009-09-04,3239764959
2009-09-08,3371766687
2009-09-09,3380159861
2009-09-10,3403050334
2009-09-11,3342009072
2009-09-14,3436623028
2009-09-15,3496138258
2009-09-16,3566335708
2009-09-17,3458750485
2009-09-18,3418310649
2009-09-21,3403813349
2009-09-22,3483930005
2009-09-23,3471721753
2009-09-24,3383211924
2009-09-25,3317592567
2009-09-28,3449594296
2009-09-29,3471721753
2009-09-30,3504001023
2009-10-01,3405879795
2009-10-02,3338421451
2009-10-05,3376750056
2009-10-06,3464139274
2009-10-07,3457240125
2009-10-08,3511666744
2009-10-09,3505534167
2009-10-12,3539263339
2009-10-13,3458006697
2009-10-14,3546929060
2009-10-15,3519332465
2009-10-16,3458773270
2009-10-19,3510133600
2009-10-20,3446508116
2009-10-21,3435776107
2009-10-22,3556127925
2009-10-23,3490969297
2009-10-26,3507833883
2009-10-27,3481770432
2009-10-28,3416611805
2009-10-29,3510133600
2009-10-30,3459539842
2009-11-02,3415078660
2009-11-03,3476404428
2009-11-04,3435776107
2009-11-05,3469505279
2009-11-06,3433476391
2009-11-09,3597522818
2009-11-10,3553061637
2009-11-11,3641983999
2009-11-12,3576825371
2009-11-13,3665747734
2009-11-16,3740105227
2009-11-17,3635851422
2009-11-18,3694110901
2009-11-19,3669580594
2009-11-20,3625119413
2009-11-23,3615920548
2009-11-24,3599055962
2009-11-25,3607488255
2009-11-27,3566093362
2009-11-30,3730139789
2009-12-01,3734739222
2009-12-02,3738572082
2009-12-03,3680312604
2009-12-04,3824428157
2009-12-07,3705609483
2009-12-08,3698710334
2009-12-09,3678779459
2009-12-10,3689511469
2009-12-11,3694877473
2009-12-14,3710975487
2009-12-15,3691811185
2009-12-16,3762335817
2009-12-17,3725540357
2009-12-18,3697943762
2009-12-21,3702543194
2009-12-22,3748537520
2009-12-23,3763102389
2009-12-24,3783033264
2009-12-28,3819828724
2009-12-29,3774600971
2009-12-30,3817529008
2009-12-31,3910310343
2010-01-04,3900200153
2010-01-05,3925864481
2010-01-06,3872980411
2010-01-07,3907199515
2010-01-08,3950751102
2010-01-11,3931308430
2010-01-12,3885423722
2010-01-13,3904088688
2010-01-14,3927419895
2010-01-15,3888534550
2010-01-19,3970193775
2010-01-20,3923531360
2010-01-21,3925086774
2010-01-22,3818540928
2010-01-25,3794432013
2010-01-26,3771878513
2010-01-27,3781988703
2010-01-28,3731437754
2010-01-29,3732993168
2010-02-01,3756324375
2010-02-02,3855093152
2010-02-03,3834095066
2010-02-04,3724438391
2010-02-05,3799098255
2010-02-08,3656777890
2010-02-09,3636557511
2010-02-10,3631113562
2010-02-11,3670776615
2010-02-12,3706551133
2010-02-16,3766434565
2010-02-17,3799098255
2010-02-18,3876091239
2010-02-19,3893978498
2010-02-22,3949195688
2010-02-23,3938307792
2010-02-24,3975637723
2010-02-25,3984970206
2010-02-26,4011412241
2010-03-01,4076739622
2010-03-02,4107847898
2010-03-03,4096182294
2010-03-04,4121068916
2010-03-05,4221393107
2010-03-08,4275832591
2010-03-09,4279721125
2010-03-10,4230725590
2010-03-11,4303052333
2010-03-12,4318606471
2010-03-15,4314717936
2010-03-16,4350492454
2010-03-17,4352047868
2010-03-18,4349714747
2010-03-19,4355158696
2010-03-22,4390933213
2010-03-23,4306163160
2010-03-24,4318606471
2010-03-25,4311607109
2010-03-26,4239280366
2010-03-29,4273499470
2010-03-30,4234614124
2010-03-31,4365394231
2010-04-01,4382308120
2010-04-05,4486207725
2010-04-06,4532116852
2010-04-07,4444325714
2010-04-08,4462045026
2010-04-09,4556279551
2010-04-12,4536143969
2010-04-13,4671455082
2010-04-14,4578025980
2010-04-15,4482180608
2010-04-16,4424190131
2010-04-19,4407276242
2010-04-20,4531311429
2010-04-21,4578025980
2010-04-22,4706088283
2010-04-23,4779381802
2010-04-26,4844621089
2010-04-27,4718169632
2010-04-28,4693201510
2010-04-29,4849453629
2010-04-30,4727834712
2010-05-03,4825290930
2010-05-04,4731056405
2010-05-05,4690785240
2010-05-06,4552252435
2010-05-07,4476542645
2010-05-10,4832539740
2010-05-11,4827707200
2010-05-12,4820458390
2010-05-13,4758440797
2010-05-14,4627962224
2010-05-17,4622324261
2010-05-18,4504732460
2010-05-19,4454796216
2010-05-20,4262300050
2010-05-21,4389556930
2010-05-24,4346869496
2010-05-25,4404859973
2010-05-26,4489429418
2010-05-27,4663400849
2010-05-28,4583663943
2010-06-01,4536143969
2010-06-02,4744748601
2010-06-03,4848648205
2010-06-04,4697228627
2010-06-07,4705282860
2010-06-08,4825290930
2010-06-09,4883281407
2010-06-10,5009732863
2010-06-11,5038728102
2010-06-14,5008122017
2010-06-15,5061279954
2010-06-16,5020203366
2010-06-17,5006511170
2010-06-18,5045171488
2010-06-21,4988791858
2010-06-22,4750386564
2010-06-23,4799517385
2010-06-24,4724613019
2010-06-25,4767300453
2010-06-28,4712531669
2010-06-29,4612659181
2010-06-30,5070588409
2010-07-01,5089049289
2010-07-02,5007293962
2010-07-06,5002898515
2010-07-07,5217396360
2010-07-08,5281569896
2010-07-09,5321128925
2010-07-12,5404642430
2010-07-13,5516286800
2010-07-14,5508374994
2010-07-15,5508374994
2010-07-16,5346622521
2010-07-19,5360687953
2010-07-20,5424861489
2010-07-21,5306184403
2010-07-22,5500463189
2010-07-23,5346622521
2010-07-26,5463541428
2010-07-27,5464420518
2010-07-28,5435410563
2010-07-29,5450355086
2010-07-30,5557604008
2010-08-02,5620898454
2010-08-03,5525077696
2010-08-04,5466178697
2010-08-05,5333436178
2010-08-06,5334315268
2010-08-09,5380027923
2010-08-10,5279811717
2010-08-11,5180474600
2010-08-12,5205968196
2010-08-13,5242889956
2010-08-16,5235857240
2010-08-17,5292118970
2010-08-18,5247285404
2010-08-19,5155860093
2010-08-20,5115421975
2010-08-23,5099598363
2010-08-24,5098719274
2010-08-25,5162013720
2010-08-26,5104872900
2010-08-27,5203330928
2010-08-30,5113663796
2010-08-31,5210363644
2010-09-01,5314975298
2010-09-02,5490793204
2010-09-03,5493430472
2010-09-07,5488155935
2010-09-08,5498705010
2010-09-09,5432773295
2010-09-10,5444201459
2010-09-13,5497825920
2010-09-14,5454750533
2010-09-15,5439806011
2010-09-16,5445959638
2010-09-17,5471453234
2010-09-20,5561120366
2010-09-21,5438926922
2010-09-22,5342227073
2010-09-23,5261350837
2010-09-24,5327282551
2010-09-27,5381786102
2010-09-28,5437168743
2010-09-29,5428377847
2010-09-30,5600423113
2010-10-01,5531438971
2010-10-04,5535069715
2010-10-05,5652161220
2010-10-06,5397101431
2010-10-07,5448839538
2010-10-08,5447931852
2010-10-11,5395286059
2010-10-12,5441578049
2010-10-13,5502393016
2010-10-14,5496946900
2010-10-15,5383486140
2010-10-18,5410716722
2010-10-19,5334471092
2010-10-20,5395286059
2010-10-21,5387116884
2010-10-22,5395286059
2010-10-25,5390747629
2010-10-26,5341732580
2010-10-27,5360793988
2010-10-28,5417978211
2010-10-29,5421608955
2010-11-01,5416162839
2010-11-02,5447024166
2010-11-03,5386209198
2010-11-04,5133872468
2010-11-05,5150210817
2010-11-08,4989550381
2010-11-09,4830705317
2010-11-10,4945981449
2010-11-11,4919658553
2010-11-12,4913304751
2010-11-15,4888797226
2010-11-16,4805290107
2010-11-17,4768982664
2010-11-18,4629199008
2010-11-19,4637368182
2010-11-22,4632829752
2010-11-23,4636460496
2010-11-24,4745382826
2010-11-26,4705444638
2010-11-29,4803474735
2010-11-30,4767167292
2010-12-01,4831613003
2010-12-02,4882443424
2010-12-03,4934181530
2010-12-06,4891520285
2010-12-07,4965950543
2010-12-08,4894243343
2010-12-09,4799843991
2010-12-10,4874274249
2010-12-13,4806197793
2010-12-14,4670044881
2010-12-15,4671860253
2010-12-16,4696367777
2010-12-17,4385939138
2010-12-20,4404092860
2010-12-21,4442215675
2010-12-22,4496676840
2010-12-23,4517553620
2010-12-27,4528445853
2010-12-28,4580183959
2010-12-29,4607414542
2010-12-30,4671860253
2010-12-31,4712217416
2011-01-03,4764331579
2011-01-04,4661017537
2011-01-05,4682960343
2011-01-06,4746960191
2011-01-07,4755188743
2011-01-10,4794502936
2011-01-11,4783531533
2011-01-12,4836559979
2011-01-13,4909702663
2011-01-14,4917931215
2011-01-18,4926159767
2011-01-19,4827417144
2011-01-20,4718617401
2011-01-21,4732331654
2011-01-24,4788102951
2011-01-25,4942616871
2011-01-26,4864902769
2011-01-27,4918845499
2011-01-28,4915188364
2011-01-31,4973702512
2011-02-01,4974616795
2011-02-02,5022159540
2011-02-03,5033130942
2011-02-04,4976445362
2011-02-07,5024902390
2011-02-08,4981931063
2011-02-09,5015759555
2011-02-10,5057816598
2011-02-11,5225130488
2011-02-14,5206844817
2011-02-15,5099873641
2011-02-16,5101702209
2011-02-17,5121816447
2011-02-18,5258958979
2011-02-22,5201359115
2011-02-23,5128216431
2011-02-24,5141016401
2011-02-25,5301016022
2011-02-28,5377815841
2011-03-01,5337587364
2011-03-02,5240673308
2011-03-03,5310158858
2011-03-04,5214159085
2011-03-07,5219644786
2011-03-08,5230616189
2011-03-09,5197701981
2011-03-10,5149244953
2011-03-11,5125473581
2011-03-14,5084330821
2011-03-15,5102616492
2011-03-16,5143759252
2011-03-17,5073359418
2011-03-18,5069702284
2011-03-21,5107187910
2011-03-22,5078845120
2011-03-23,5021245256
2011-03-24,5068788001
2011-03-25,5122730730
2011-03-28,5126387864
2011-03-29,5150159237
2011-03-30,5260787546
2011-03-31,5598625311
2011-04-01,5599588267
2011-04-04,5640995369
2011-04-05,5672772912
2011-04-06,5596699400
2011-04-07,5558181166
2011-04-08,5456107846
2011-04-11,5463811492
2011-04-12,5489811300
2011-04-13,5467663316
2011-04-14,5585143930
2011-04-15,5600551223
2011-04-18,5564921857
2011-04-19,5637143545
2011-04-20,5660254486
2011-04-21,5652550839
2011-04-25,5645810148
2011-04-26,5694920896
2011-04-27,5636180590
2011-04-28,5812401510
2011-04-29,5810475598
2011-05-02,5859586347
2011-05-03,5811438554
2011-05-04,5806623775
2011-05-05,5826845848
2011-05-06,5774846232
2011-05-09,5830697671
2011-05-10,5902919360
2011-05-11,5799883084
2011-05-12,5829734715
2011-05-13,5764253718
2011-05-16,5806623775
2011-05-17,5845142009
2011-05-18,5929882124
2011-05-19,5956844888
2011-05-20,5874030685
2011-05-23,5836475406
2011-05-24,5906771183
2011-05-25,5903882316
2011-05-26,5913511874
2011-05-27,5956844888
2011-05-31,6005955636
2011-06-01,5900993448
2011-06-02,5922178477
2011-06-03,5950104197
2011-06-06,5967437402
2011-06-07,6089732795
2011-06-08,6117658515
2011-06-09,6160028572
2011-06-10,6025214753
2011-06-13,5949141241
2011-06-14,5979955828
2011-06-15,5827808804
2011-06-16,5820105157
2011-06-17,5824919936
2011-06-20,5953956020
2011-06-21,6024251797
2011-06-22,6040622047
2011-06-23,5863438170
2011-06-24,5839364274
2011-06-27,5854771568
2011-06-28,5902919360
2011-06-29,5972252181
2011-06-30,6214341158
2011-07-01,6267652922
2011-07-05,6315935275
2011-07-06,6406464687
2011-07-07,6397411746
2011-07-08,6337058805
2011-07-11,6295817628
2011-07-12,6303864687
2011-07-13,6173099981
2011-07-14,6199252923
2011-07-15,6225405864
2011-07-18,6270670569
2011-07-19,6359188216
2011-07-20,6348123510
2011-07-21,6313923510
2011-07-22,6386347040
2011-07-25,6325994099
2011-07-26,6354158804
2011-07-27,6166058805
2011-07-28,6155999982
2011-07-29,6157005864
2011-08-01,6093635276
2011-08-02,5956835276
2011-08-03,5865299982
2011-08-04,5674182336
2011-08-05,5474011748
2011-08-08,5092782338
2011-08-09,5584658807
2011-08-10,5450876454
2011-08-11,5711399983
2011-08-12,5667141159
2011-08-15,5914588218
2011-08-16,5850211747
2011-08-17,5792876453
2011-08-18,5573594101
2011-08-19,5449870572
2011-08-22,5480047042
2011-08-23,5728499983
2011-08-24,5789858806
2011-08-25,5694299983
2011-08-26,5773764689
2011-08-29,5935711747
2011-08-30,6026241158
2011-08-31,6010147041
2011-09-01,5956835276
2011-09-02,5819029394
2011-09-06,5765717630
2011-09-07,6003105864
2011-09-08,5976952923
2011-09-09,5753647042
2011-09-12,5729505865
2011-09-13,5704358806
2011-09-14,5704358806
2011-09-15,5718441159
2011-09-16,5753647042
2011-09-19,5617852924
2011-09-20,5595723513
2011-09-21,5389517631
2011-09-22,5300999984
2011-09-23,5379458807
2011-09-26,5553476454
2011-09-27,5582647042
2011-09-28,5442829395
2011-09-29,5552470572
2011-09-30,5803310071
2011-10-03,5636028291
2011-10-04,5853810231
2011-10-05,5801205898
2011-10-06,5967435592
2011-10-07,5788580858
2011-10-10,6135769459
2011-10-11,5842237278
2011-10-12,5963227245
2011-10-13,5901154132
2011-10-14,6011623232
2011-10-17,5937977165
2011-10-18,6198894659
2011-10-19,6187321706
2011-10-20,6251498993
2011-10-21,6394582780
2011-10-24,6674437834
2011-10-25,6501895620
2011-10-26,6396686953
2011-10-27,6631302281
2011-10-28,6572385427
2011-10-31,6557656214
2011-11-01,6472437193
2011-11-02,6571333340
2011-11-03,6591322987
2011-11-04,6692323307
2011-11-07,6717573387
2011-11-08,6791219454
2011-11-09,6557656214
2011-11-10,6606052200
2011-11-11,6755448508
2011-11-14,6605000114
2011-11-15,6733354688
2011-11-16,6752292248
2011-11-17,6759656854
2011-11-18,6822782054
2011-11-21,6631302281
2011-11-22,6635510627
2011-11-23,6464020500
2011-11-25,6546083260
2011-11-28,6663916967
2011-11-29,6642875234
2011-11-30,6680750354
2011-12-01,6607104287
2011-12-02,6653396101
2011-12-05,6810157014
2011-12-06,6830146661
2011-12-07,6889063515
2011-12-08,6770177721
2011-12-09,6824886228
2011-12-12,6772281894
2011-12-13,6688114961
2011-12-14,6693375394
2011-12-15,6756500594
2011-12-16,6898532295
2011-12-19,6886959341
2011-12-20,7060553642
2011-12-21,6939563675
2011-12-22,6957449148
2011-12-23,6984803402
2011-12-27,7061605729
2011-12-28,7048980689
2011-12-29,7063709902
2011-12-30,7014261828
2012-01-03,7106075445
2012-01-04,7018253563
2012-01-05,7078229483
2012-01-06,7145702392
2012-01-09,7139276400
2012-01-10,7164980366
2012-01-11,7192826328
2012-01-12,7155341379
2012-01-13,7125353419
2012-01-17,7175690352
2012-01-18,7209962305
2012-01-19,7233524274
2012-01-20,7291358196
2012-01-23,7325630150
2012-01-24,7245305258
2012-01-25,7372754087
2012-01-26,7453078979
2012-01-27,7499131917
2012-01-30,7454149977
2012-01-31,7589095796
2012-02-01,7706905637
2012-02-02,7643716722
2012-02-03,7657639704
2012-02-06,7628722742
2012-02-07,7581598806
2012-02-08,7518409891
2012-02-09,7402742046
2012-02-10,7364186098
2012-02-13,7448794984
2012-02-14,7457362973
2012-02-15,7410239036
2012-02-16,7464859963
2012-02-17,7489492930
2012-02-21,7452007980
2012-02-22,7377038081
2012-02-23,7593379790
2012-02-24,7581598806
2012-02-27,7589095796
2012-02-28,7595521787
2012-02-29,7764739560
2012-03-01,7847206449
2012-03-02,7761526564
2012-03-05,7809721499
2012-03-06,7715473626
2012-03-07,7741177591
2012-03-08,7705834639
2012-03-09,7645858719
2012-03-12,7702621643
2012-03-13,7748674581
2012-03-14,7746532584
2012-03-15,7655497706
2012-03-16,7689769660
2012-03-19,7781875536
2012-03-20,7785088532
2012-03-21,7762597562
2012-03-22,7675846679
2012-03-23,7784017534
2012-03-26,7854703439
2012-03-27,7851490443
2012-03-28,7825786477
2012-03-29,7810792498
2012-03-30,7922176348
2012-04-02,8161829224
2012-04-03,8113534376
2012-04-04,8078410851
2012-04-05,8061946698
2012-04-09,8041092105
2012-04-10,7867669698
2012-04-11,7887426681
2012-04-12,7965357003
2012-04-13,7989504427
2012-04-16,8101460664
2012-04-17,8226588224
2012-04-18,8187074258
2012-04-19,8189269478
2012-04-20,8081703681
2012-04-23,7999382918
2012-04-24,8021335122
2012-04-25,8161829224
2012-04-26,8094875003
2012-04-27,8228783444
2012-04-30,8241954766
2012-05-01,8284761563
2012-05-02,8303420936
2012-05-03,8211221681
2012-05-04,8113534376
2012-05-07,8103655885
2012-05-08,8115729596
2012-05-09,8066337139
2012-05-10,8019139902
2012-05-11,8049872986
2012-05-14,7959868952
2012-05-15,7997187698
2012-05-16,7922550207
2012-05-17,7613024139
2012-05-18,7516434444
2012-05-21,7656928545
2012-05-22,7682173579
2012-05-23,7785348935
2012-05-24,7818277240
2012-05-25,7800715478
2012-05-29,7896207562
2012-05-30,7685466410
2012-05-31,7767787173
2012-06-01,7637171562
2012-06-04,7588876715
2012-06-05,7706321003
2012-06-06,7889621901
2012-06-07,7777665664
2012-06-08,7929135868
2012-06-11,7756811071
2012-06-12,7864376868
2012-06-13,7889621901
2012-06-14,8025725563
2012-06-15,8126705698
2012-06-18,8176098156
2012-06-19,8267199800
2012-06-20,8201343190
2012-06-21,8122315258
2012-06-22,8093777393
2012-06-25,8039994495
2012-06-26,7994992478
2012-06-27,7980723546
2012-06-28,8079508461
2012-06-29,8239759546
2012-07-02,9253263504
2012-07-03,9333800942
2012-07-05,9360646754
2012-07-06,9399695209
2012-07-09,9507078460
2012-07-10,9367968340
2012-07-11,9376510189
2012-07-12,9468030005
2012-07-13,9613241446
2012-07-16,9616902239
2012-07-17,9799941870
2012-07-18,9311836186
2012-07-19,8935994809
2012-07-20,8970162207
2012-07-23,8998228284
2012-07-24,9076325193
2012-07-25,9198351614
2012-07-26,9320378035
2012-07-27,9525382423
2012-07-30,9619342767
2012-07-31,9526602687
2012-08-01,9420439701
2012-08-02,9353325169
2012-08-03,9389933095
2012-08-06,9385052039
2012-08-07,9286210638
2012-08-08,9242281126
2012-08-09,9298413280
2012-08-10,9304514601
2012-08-13,9310615922
2012-08-14,9305734865
2012-08-15,9287430902
2012-08-16,9327699621
2012-08-17,9347223848
2012-08-20,9231298748
2012-08-21,9143439725
2012-08-22,9226417691
2012-08-23,9097069685
2012-08-24,9058021230
2012-08-27,9064122551
2012-08-28,9060461759
2012-08-29,9117814177
2012-08-30,9128796555
2012-08-31,9092188628
2012-09-04,9131237083
2012-09-05,9040937531
2012-09-06,9094629157
2012-09-07,8957959565
2012-09-10,8934774545
2012-09-11,8953078508
2012-09-12,8829831823
2012-09-13,9010430926
2012-09-14,9110492591
2012-09-17,8962840622
2012-09-18,8939655602
2012-09-19,8784682047
2012-09-20,8422263577
2012-09-21,8447889125
2012-09-24,8395417764
2012-09-25,8220919982
2012-09-26,8330743761
2012-09-27,8377113801
2012-09-28,8523545506
2012-10-01,8545160282
2012-10-02,8526586539
2012-10-03,8631837752
2012-10-04,8517918792
2012-10-05,8438670819
2012-10-08,8426288323
2012-10-09,8361899346
2012-10-10,8342087353
2012-10-11,8299986867
2012-10-12,8181114908
2012-10-15,8140252673
2012-10-16,8290080871
2012-10-17,8234359640
2012-10-18,8220738895
2012-10-19,8078340194
2012-10-22,8021380714
2012-10-23,7914891251
2012-10-24,7887649760
2012-10-25,7939656242
2012-10-26,7571896120
2012-10-31,7606567108
2012-11-01,7466644907
2012-11-02,7427020920
2012-11-05,7340343450
2012-11-06,7513698390
2012-11-07,7609043607
2012-11-08,7589231614
2012-11-09,7597899361
2012-11-12,7648667593
2012-11-13,7670956086
2012-11-14,7471597905
2012-11-15,7553322377
2012-11-16,7663526588
2012-11-19,7761348304
2012-11-20,7888888010
2012-11-21,7850502273
2012-11-23,7971850731
2012-11-26,7940894492
2012-11-27,7956991736
2012-11-28,7960706485
2012-11-29,7965659483
2012-11-30,7991662724
2012-12-03,8136537924
2012-12-04,8151396919
2012-12-05,8121678929
2012-12-06,8129108427
2012-12-07,8163779415
2012-12-10,8221977144
2012-12-11,8338372604
2012-12-12,8252933384
2012-12-13,8243027387
2012-12-14,8178638409
2012-12-17,8137776174
2012-12-18,8244265637
2012-12-19,8385426088
2012-12-20,8400285082
2012-12-21,8343325602
2012-12-24,8373043592
2012-12-26,8358184597
2012-12-27,8381711339
2012-12-28,8381711339
2012-12-31,8584370398
2013-01-02,8694377796
2013-01-03,8658973116
2013-01-04,8689319985
2013-01-07,8675411003
2013-01-08,8661502022
2013-01-09,8724724665
2013-01-10,8752542627
2013-01-11,8830938704
2013-01-14,8918185951
2013-01-15,8997846480
2013-01-16,8949797272
2013-01-17,8923243762
2013-01-18,9039573424
2013-01-22,8995317574
2013-01-23,8924508215
2013-01-24,8872665648
2013-01-25,9147051916
2013-01-28,9196365578
2013-01-29,8946003913
2013-01-30,8863814478
2013-01-31,8586899304
2013-02-01,8624832889
2013-02-04,8634948512
2013-02-05,8519883303
2013-02-06,8384586848
2013-02-07,8237910317
2013-02-08,8269521639
2013-02-11,8245497034
2013-02-12,8306190771
2013-02-13,8282166167
2013-02-14,8265728280
2013-02-15,8048242390
2013-02-19,8170894316
2013-02-20,8341595451
2013-02-21,8366884508
2013-02-22,8485743076
2013-02-25,8409875905
2013-02-26,8335273187
2013-02-27,8361826697
2013-02-28,8469305189
2013-03-01,8555287983
2013-03-04,8572990323
2013-03-05,8599543832
2013-03-06,8629890701
2013-03-07,8602072738
2013-03-08,8664030928
2013-03-11,8681733268
2013-03-12,8645064135
2013-03-13,8598279380
2013-03-14,8636212965
2013-03-15,8528734473
2013-03-18,8475627453
2013-03-19,8371942319
2013-03-20,8332744281
2013-03-21,8364355602
2013-03-22,8332744281
2013-03-25,8419991528
2013-03-26,8481949717
2013-03-27,8473098547
2013-03-28,8460454019
2013-04-01,8539913042
2013-04-02,8524502673
2013-04-03,8473134775
2013-04-04,8676037972
2013-04-05,8777489570
2013-04-08,8970119188
2013-04-09,9045886837
2013-04-10,9111380907
2013-04-11,9139633251
2013-04-12,9157612015
2013-04-15,9012497704
2013-04-16,9187148557
2013-04-17,9221821888
2013-04-18,9242369047
2013-04-19,9473524588
2013-04-22,9406746321
2013-04-23,9458114219
2013-04-24,9323273487
2013-04-25,9225674480
2013-04-26,8971403385
2013-04-29,8979108570
2013-04-30,9056160417
2013-05-01,8971403385
2013-05-02,8882793761
2013-05-03,8783910558
2013-05-06,8796752532
2013-05-07,8844267838
2013-05-08,8863530799
2013-05-09,8484692552
2013-05-10,8412777494
2013-05-13,8568165386
2013-05-14,8405072310
2013-05-15,8188042941
2013-05-16,8157222202
2013-05-17,8094296527
2013-05-20,8128969858
2013-05-21,8227853062
2013-05-22,8037791839
2013-05-23,8089159737
2013-05-24,8094296527
2013-05-28,7967160979
2013-05-29,7824615062
2013-05-30,7863140986
2013-05-31,7822046667
2013-06-03,7599880509
2013-06-04,7551081006
2013-06-05,7935056043
2013-06-06,8012107890
2013-06-07,7756552598
2013-06-10,7901666909
2013-06-11,7845162222
2013-06-12,7525397057
2013-06-13,7656385196
2013-06-14,7860572591
2013-06-17,7904235304
2013-06-18,7901666909
2013-06-19,7575480757
2013-06-20,7227463248
2013-06-21,7492007923
2013-06-24,7413671878
2013-06-25,7476597553
2013-06-26,7621711865
2013-06-27,7739858031
2013-06-28,7833604445
2013-07-01,7705646640
2013-07-02,7732616403
2013-07-03,7727479305
2013-07-05,7631158722
2013-07-08,7615747429
2013-07-09,7754449068
2013-07-10,7866180945
2013-07-11,8293844333
2013-07-12,8158995517
2013-07-15,8174406810
2013-07-16,8202660848
2013-07-17,8216787867
2013-07-18,8265590295
2013-07-19,8270727393
2013-07-22,8283570138
2013-07-23,8251463277
2013-07-24,8108908814
2013-07-25,8089644697
2013-07-26,7484751436
2013-07-29,7361461090
2013-07-30,7285688898
2013-07-31,7100753378
2013-08-01,7024981186
2013-08-02,6977463032
2013-08-05,7064793694
2013-08-06,7122586044
2013-08-07,7145702984
2013-08-08,7117448946
2013-08-09,7226612273
2013-08-12,7089194908
2013-08-13,7009569893
2013-08-14,6967188837
2013-08-15,6855456960
2013-08-16,6716755321
2013-08-19,6557505290
2013-08-20,6766842024
2013-08-21,6752715005
2013-08-22,6845182765
2013-08-23,7028834010
2013-08-26,7015991265
2013-08-27,7116164672
2013-08-28,7098184829
2013-08-29,7150840081
2013-08-30,7140565886
2013-09-03,6947924720
2013-09-04,6778400494
2013-09-05,6624287561
2013-09-06,6662815794
2013-09-09,6764273475
2013-09-10,6854172686
2013-09-11,7007001344
2013-09-12,6968473111
2013-09-13,7000579972
2013-09-16,7014706991
2013-09-17,7069930792
2013-09-18,7402557872
2013-09-19,7312658661
2013-09-20,7080204987
2013-09-23,7158545728
2013-09-24,7162398551
2013-09-25,7130291690
2013-09-26,7195789687
2013-09-27,7018559814
2013-09-30,6820344274
2013-10-01,6989889555
2013-10-02,7007871631
2013-10-03,6784380123
2013-10-04,6743278237
2013-10-07,6928236726
2013-10-08,6743278237
2013-10-09,6783095689
2013-10-10,6921814556
2013-10-11,7096497573
2013-10-14,7015578234
2013-10-15,6986036254
2013-10-16,7063102291
2013-10-17,7357237665
2013-10-18,7223656534
2013-10-21,7223656534
2013-10-22,7221087666
2013-10-23,7240354176
2013-10-24,7359806533
2013-10-25,7438157004
2013-10-28,7481827758
2013-10-29,7453570211
2013-10-30,6315561732
2013-10-31,6121612205
2013-11-01,6229504657
2013-11-04,6152438620
2013-11-05,6153723054
2013-11-06,6068950413
2013-11-07,5989315508
2013-11-08,5883991924
2013-11-11,5959773528
2013-11-12,5957204660
2013-11-13,5945644754
2013-11-14,6052252772
2013-11-15,6161429658
2013-11-18,6187118337
2013-11-19,6075372583
2013-11-20,6040692866
2013-11-21,6106198998
2013-11-22,6026564093
2013-11-25,5994453244
2013-11-26,5980324471
2013-11-27,6066381545
2013-11-29,6067665979
2013-12-02,5899405132
2013-12-03,5719584379
2013-12-04,5779952775
2013-12-05,5945644754
2013-12-06,5909680603
2013-12-09,5860872113
2013-12-10,6003444282
2013-12-11,5841605604
2013-12-12,5731144284
2013-12-13,5733713152
2013-12-16,5765824001
2013-12-17,5928947113
2013-12-18,5971333433
2013-12-19,5945644754
2013-12-20,6089501356
2013-12-23,6229504657
2013-12-24,6306570694
2013-12-26,6306570694
2013-12-27,6306570694
2013-12-30,6288588619
2013-12-31,6313688074
2014-01-02,6358675672
2014-01-03,6404948630
2014-01-06,6392095031
2014-01-07,6408804710
2014-01-08,6359961032
2014-01-09,6388238951
2014-01-10,6426799750
2014-01-13,6453792308
2014-01-14,6581042944
2014-01-15,6749425097
2014-01-16,6790556615
2014-01-17,6654308461
2014-01-21,6816263814
2014-01-22,6717291098
2014-01-23,6741712937
2014-01-24,6728859338
2014-01-27,6620889102
2014-01-28,6699296059
2014-01-29,6465360548
2014-01-30,6420372950
2014-01-31,6554050385
2014-02-03,6440938709
2014-02-04,6664591340
2014-02-05,6674874220
2014-02-06,6613176942
2014-02-07,6665876700
2014-02-10,6794412695
2014-02-11,6698010699
2014-02-12,6800839495
2014-02-13,6885673252
2014-02-14,6862536773
2014-02-18,6879246452
2014-02-19,6766134776
2014-02-20,6695439979
2014-02-21,6874105012
2014-02-24,6958938769
2014-02-25,6883102532
2014-02-26,6888243972
2014-02-27,6903668291
2014-02-28,6961509489
2014-03-03,6985931328
2014-03-04,7061767565
2014-03-05,7038631086
2014-03-06,6979504528
2014-03-07,6730144698
2014-03-10,6734000778
2014-03-11,6844541733
2014-03-12,6768705496
2014-03-13,6591325823
2014-03-14,6620889102
2014-03-17,6782844456
2014-03-18,6672303500
2014-03-19,6464075188
2014-03-20,6397236471
2014-03-21,6422943670
2014-03-24,6470501988
2014-03-25,6651737741
2014-03-26,6694154619
2014-03-27,6832973494
