,GHC
2004-08-24,5032385280
2004-08-25,5049703360
2004-08-26,5075728320
2004-08-27,5075728320
2004-08-30,5028079680
2004-08-31,5020808000
2004-09-01,5110460160
2004-09-02,5231973760
2004-09-03,5150932800
2004-09-07,5237618880
2004-09-08,5173991680
2004-09-09,5318564160
2004-09-10,5229486079
2004-09-13,5249196160
2004-09-14,5260869120
2004-09-15,5295505280
2004-09-16,5313014720
2004-09-17,5156099520
2004-09-20,5093811840
2004-09-21,5172269440
2004-09-22,5255032640
2004-09-23,5252066560
2004-09-24,5301246079
2004-09-27,5416189924
2004-09-28,5430930721
2004-09-29,5268781956
2004-09-30,5320757623
2004-10-01,5452276161
2004-10-04,5341528745
2004-10-05,5393887290
2004-10-06,5421358775
2004-10-07,5363257063
2004-10-08,5291276029
2004-10-11,5247245077
2004-10-12,5209914488
2004-10-13,5142623707
2004-10-14,5072078465
2004-10-15,5124054132
2004-10-18,5153057129
2004-10-19,5060496411
2004-10-20,5089403688
2004-10-21,5066239578
2004-10-22,5085670629
2004-10-25,5035896510
2004-10-26,4991099802
2004-10-27,5118310965
2004-10-28,5069111162
2004-10-29,5291850346
2004-11-01,5337987125
2004-11-02,5376274909
2004-11-03,5286011459
2004-11-04,5379433652
2004-11-05,5393025815
2004-11-08,5323437767
2004-11-09,5459455120
2004-11-10,5505209022
2004-11-11,5491904017
2004-11-12,5523778597
2004-11-15,5578051531
2004-11-16,5616052157
2004-11-17,5696552222
2004-11-18,5586762002
2004-11-19,5482714949
2004-11-22,5485586533
2004-11-23,5563597893
2004-11-24,5529138887
2004-11-26,5498604379
2004-11-29,5462422423
2004-11-30,5424804676
2004-12-01,5632324465
2004-12-02,5580253079
2004-12-03,5504156108
2004-12-06,5511622226
2004-12-07,5427771979
2004-12-08,5436386730
2004-12-09,5479747646
2004-12-10,5450840369
2004-12-13,5467974152
2004-12-14,5641704972
2004-12-15,5653287027
2004-12-16,5516791077
2004-12-17,5436386730
2004-12-20,5396280276
2004-12-21,5552111557
2004-12-22,5586762002
2004-12-23,5528947448
2004-12-27,5685065887
2004-12-28,5731394106
2004-12-29,5764513039
2004-12-30,5750920876
2004-12-31,5685161607
2005-01-03,5582236350
2005-01-04,5498236710
2005-01-05,5391223470
2005-01-06,5347593519
2005-01-07,5354593490
2005-01-10,5289675960
2005-01-11,5260141839
2005-01-12,5191196930
2005-01-13,5231758400
2005-01-14,5275388350
2005-01-18,5271073300
2005-01-19,5260621290
2005-01-20,5228785810
2005-01-21,5278073269
2005-01-24,5208553019
2005-01-25,5199347580
2005-01-26,5228689920
2005-01-27,5214306420
2005-01-28,5214306420
2005-01-31,5298306060
2005-02-01,5314032019
2005-02-02,5347305850
2005-02-03,5305306030
2005-02-04,5353346920
2005-02-07,5404072730
2005-02-08,5440606820
2005-02-09,5324484030
2005-02-10,5348456530
2005-02-11,5376552300
2005-02-14,5374250940
2005-02-15,5393908390
2005-02-16,5399757680
2005-02-17,5330237430
2005-02-18,5335990830
2005-02-22,5244319990
2005-02-23,5243265200
2005-02-24,5367922200
2005-02-25,5266374690
2005-02-28,5202799620
2005-03-01,5188224339
2005-03-02,5230895390
2005-03-03,5196950330
2005-03-04,5208553019
2005-03-07,5182470940
2005-03-08,5115827390
2005-03-09,5099238420
2005-03-10,5214306420
2005-03-11,5202799620
2005-03-14,5211429720
2005-03-15,5156388860
2005-03-16,5124553380
2005-03-17,5104224700
2005-03-18,5199827030
2005-03-21,5240388500
2005-03-22,5253621320
2005-03-23,5226580339
2005-03-24,5237511800
2005-03-28,5142772480
2005-03-29,5124553380
2005-03-30,5130402670
2005-03-31,5179594240
2005-04-01,5163676500
2005-04-04,5148140400
2005-04-05,5165025840
2005-04-06,5169151260
2005-04-07,5216833440
2005-04-08,5217025320
2005-04-11,5214147120
2005-04-12,5182295040
2005-04-13,5132981880
2005-04-14,5121373139
2005-04-15,5101129800
2005-04-18,5066303580
2005-04-19,5083764660
2005-04-20,4975448400
2005-04-21,4966334100
2005-04-22,4892460300
2005-04-25,4904069040
2005-04-26,4912703639
2005-04-27,4985905860
2005-04-28,4974776820
2005-04-29,5009794919
2005-05-02,4956548220
2005-05-03,5013728460
2005-05-04,5025720960
2005-05-05,4986673380
2005-05-06,4927190580
2005-05-09,4867803720
2005-05-10,4792298940
2005-05-11,4735886220
2005-05-12,4731568920
2005-05-13,4718521080
2005-05-16,4740011640
2005-05-17,4762557540
2005-05-18,4790955780
2005-05-19,4832114040
2005-05-20,4838542020
2005-05-23,4844586240
2005-05-24,4860608220
2005-05-25,4809855960
2005-05-26,4780882080
2005-05-27,4846025340
2005-05-31,4811295060
2005-06-01,4828660200
2005-06-02,4802564520
2005-06-03,4799686320
2005-06-06,4787501940
2005-06-07,4846025340
2005-06-08,4820889060
2005-06-09,4817051460
2005-06-10,4808992500
2005-06-13,4947529860
2005-06-14,4956164460
2005-06-15,4921434180
2005-06-16,5051816639
2005-06-17,4892460300
2005-06-20,4947529860
2005-06-21,4947529860
2005-06-22,4915581840
2005-06-23,4879508400
2005-06-24,4793929920
2005-06-27,4806977760
2005-06-28,4897065420
2005-06-29,4821464700
2005-06-30,4840460820
2005-07-01,4922873280
2005-07-05,4995485680
2005-07-06,4995485680
2005-07-07,4873136680
2005-07-08,5025329240
2005-07-11,5032622200
2005-07-12,4960940080
2005-07-13,4938869279
2005-07-14,4954030960
2005-07-15,4957197640
2005-07-18,4945682440
2005-07-19,4928217720
2005-07-20,4974662360
2005-07-21,5015157480
2005-07-22,5070334480
2005-07-25,5116587200
2005-07-26,5102193200
2005-07-27,5157274240
2005-07-28,5168885400
2005-07-29,5153243920
2005-08-01,5070334480
2005-08-02,5096435600
2005-08-03,5168885400
2005-08-04,5217537120
2005-08-05,4844732520
2005-08-08,4699832920
2005-08-09,4562322240
2005-08-10,4645615520
2005-08-11,4638322560
2005-08-12,4647054920
2005-08-15,4667014600
2005-08-16,4664423680
2005-08-17,4675075240
2005-08-18,4725454240
2005-08-19,4728141120
2005-08-22,4733994680
2005-08-23,4747045240
2005-08-24,4725646160
2005-08-25,4750499800
2005-08-26,4727949200
2005-08-29,4787636320
2005-08-30,4729676480
2005-08-31,4823909200
2005-09-01,4812298040
2005-09-02,4733994680
2005-09-06,4761535200
2005-09-07,4748484640
2005-09-08,4725358280
2005-09-09,4733994680
2005-09-12,4917566160
2005-09-13,4729388600
2005-09-14,4725358280
2005-09-15,4754338200
2005-09-16,4754338200
2005-09-19,4754338200
2005-09-20,4728237080
2005-09-21,4655787280
2005-09-22,4640529640
2005-09-23,4638322560
2005-09-26,4690620760
2005-09-27,4626711400
2005-09-28,4632564960
2005-09-29,4586216280
2005-09-30,4652812520
2005-10-03,4676034840
2005-10-04,4600706240
2005-10-05,4536892840
2005-10-06,4564433360
2005-10-07,4496301760
2005-10-10,4464730920
2005-10-11,4398518520
2005-10-12,4302078720
2005-10-13,4319447480
2005-10-14,4487569400
2005-10-17,4377407320
2005-10-18,4437286360
2005-10-19,4519524080
2005-10-20,4435463120
2005-10-21,4417422640
2005-10-24,4448513680
2005-10-25,4467321840
2005-10-26,4481236040
2005-10-27,4287204920
2005-10-28,4313593920
2005-10-31,4319447480
2005-11-01,4348715280
2005-11-02,4360038560
2005-11-03,4464443040
2005-11-04,4402740760
2005-11-07,4319447480
2005-11-08,4290467560
2005-11-09,4263214920
2005-11-10,4273098800
2005-11-11,4318008080
2005-11-14,4226654160
2005-11-15,4230204680
2005-11-16,4157083160
2005-11-17,4177426680
2005-11-18,4261487639
2005-11-21,4291906960
2005-11-22,4307836320
2005-11-23,4277129120
2005-11-25,4241240080
2005-11-28,4255730040
2005-11-29,4323573760
2005-11-30,4273098800
2005-12-01,4322326280
2005-12-02,4246997680
2005-12-05,4264942200
2005-12-06,4290659480
2005-12-07,4291906960
2005-12-08,4324437400
2005-12-09,4394872040
2005-12-12,4460892520
2005-12-13,4394968000
2005-12-14,4404659960
2005-12-15,4417998400
2005-12-16,4436902520
2005-12-19,4435463120
2005-12-20,4439781320
2005-12-21,4449857120
2005-12-22,4444099520
2005-12-23,4467321840
2005-12-27,4446978320
2005-12-28,4439109600
2005-12-29,4435463120
2005-12-30,4435463120
2006-01-03,4539625200
2006-01-04,4585274100
2006-01-05,4524600300
2006-01-06,4559243700
2006-01-09,4569387900
2006-01-10,4463352300
2006-01-11,4528906800
2006-01-12,4443733800
2006-01-13,4455887700
2006-01-17,4518858300
2006-01-18,4545654300
2006-01-19,4553118900
2006-01-20,4498569900
2006-01-23,4475410500
2006-01-24,4452442500
2006-01-25,4414736700
2006-01-26,4453782300
2006-01-27,4443351000
2006-01-30,4423445400
2006-01-31,4411770000
2006-02-01,4387270800
2006-02-02,4362675900
2006-02-03,4382964300
2006-02-06,4281713700
2006-02-07,4284680400
2006-02-08,4223528100
2006-02-09,4323343200
2006-02-10,4335592800
2006-02-13,4290422400
2006-02-14,4296355800
2006-02-15,4278842700
2006-02-16,4382964300
2006-02-17,4336549800
2006-02-21,4313581800
2006-02-22,4360761900
2006-02-23,4432058400
2006-02-24,4394544000
2006-02-27,4389280500
2006-02-28,4349660700
2006-03-01,4374255600
2006-03-02,4394544000
2006-03-03,4394544000
2006-03-06,4384399800
2006-03-07,4356072600
2006-03-08,4333774500
2006-03-09,4307744100
2006-03-10,4358847900
2006-03-13,4377126600
2006-03-14,4336836900
2006-03-15,4359804900
2006-03-16,4365546900
2006-03-17,4301715000
2006-03-20,4296164400
2006-03-21,4291857900
2006-03-22,4278842700
2006-03-23,4273100700
2006-03-24,4322194800
2006-03-27,4324491600
2006-03-28,4348225200
2006-03-29,4303724700
2006-03-30,4364877000
2006-03-31,4491392400
2006-04-03,4451704750
2006-04-04,4358444250
2006-04-05,4385254250
2006-04-06,4419628500
2006-04-07,4333070500
2006-04-10,4373860000
2006-04-11,4315835500
2006-04-12,4281078250
2006-04-13,4302813500
2006-04-17,4275333250
2006-04-18,4337570750
2006-04-19,4359210250
2006-04-20,4349060750
2006-04-21,4298409000
2006-04-24,4301377250
2006-04-25,4312867250
2006-04-26,4376541000
2006-04-27,4418671000
2006-04-28,4431501500
2006-05-01,4426905500
2006-05-02,4399138000
2006-05-03,4365242500
2006-05-04,4362082750
2006-05-05,4599255500
2006-05-08,4703527250
2006-05-09,4667238000
2006-05-10,4678345000
2006-05-11,4673078750
2006-05-12,4627023000
2006-05-15,4638034250
2006-05-16,4634012750
2006-05-17,4622427000
2006-05-18,4541614000
2006-05-19,4547167500
2006-05-22,4605096250
2006-05-23,4549274000
2006-05-24,4556168000
2006-05-25,4538741500
2006-05-26,4584318500
2006-05-30,4622618500
2006-05-31,4691271250
2006-06-01,4684568750
2006-06-02,4667238000
2006-06-05,4594946750
2006-06-06,4597819250
2006-06-07,4578669250
2006-06-08,4550518750
2006-06-09,4524091750
2006-06-12,4522942750
2006-06-13,4474876250
2006-06-14,4503792750
2006-06-15,4505229000
2006-06-16,4500824500
2006-06-19,4467695000
2006-06-20,4453236750
2006-06-21,4460418000
2006-06-22,4425756500
2006-06-23,4357199500
2006-06-26,4358635750
2006-06-27,4496037000
2006-06-28,4472003750
2006-06-29,4547167500
2006-06-30,4512601750
2006-07-03,4515333680
2006-07-05,4428529820
2006-07-06,4467141250
2006-07-07,4450853550
2006-07-10,4427475910
2006-07-11,4445679810
2006-07-12,4422110550
2006-07-13,4385032080
2006-07-14,4334061160
2006-07-17,4303018720
2006-07-18,4381008060
2006-07-19,4448649920
2006-07-20,4428146580
2006-07-21,4411092400
2006-07-24,4451620030
2006-07-25,4424984850
2006-07-26,4405247990
2006-07-27,4336456410
2006-07-28,4401607210
2006-07-31,4463213040
2006-08-01,4428529820
2006-08-02,4390876490
2006-08-03,4431404120
2006-08-04,4367211420
2006-08-07,4239975740
2006-08-08,4254826289
2006-08-09,4214298660
2006-08-10,4264982150
2006-08-11,4270730750
2006-08-14,4249077690
2006-08-15,4311258380
2006-08-16,4350348860
2006-08-17,4369127620
2006-08-18,4342109200
2006-08-21,4359067570
2006-08-22,4341630150
2006-08-23,4306946930
2006-08-24,4306946930
2006-08-25,4336935460
2006-08-28,4364624550
2006-08-29,4402469500
2006-08-30,4431404120
2006-08-31,4444530090
2006-09-01,4457464440
2006-09-05,4401894640
2006-09-06,4393750790
2006-09-07,4364816170
2006-09-08,4364911980
2006-09-11,4347474560
2006-09-12,4372960020
2006-09-13,4390397440
2006-09-14,4361941870
2006-09-15,4318539940
2006-09-18,4298228220
2006-09-19,4289605320
2006-09-20,4272167900
2006-09-21,4214298660
2006-09-22,4113889780
2006-09-25,4159303720
2006-09-26,4196861240
2006-09-27,4159399530
2006-09-28,4166297850
2006-09-29,4266419300
2006-10-02,4225901237
2006-10-03,4282121864
2006-10-04,4293766884
2006-10-05,4341874178
2006-10-06,4334047197
2006-10-09,4313811590
2006-10-10,4343305942
2006-10-11,4341206021
2006-10-12,4342160531
2006-10-13,4338247041
2006-10-16,4374422962
2006-10-17,4347028531
2006-10-18,4319634099
2006-10-19,4325361158
2006-10-20,4263699825
2006-10-23,4247568610
2006-10-24,4247568610
2006-10-25,4271908609
2006-10-26,4283649080
2006-10-27,4335478962
2006-10-30,4331183668
2006-10-31,4343305942
2006-11-01,4256159198
2006-11-02,4255013786
2006-11-03,4246805002
2006-11-06,4238882570
2006-11-07,4238882570
2006-11-08,4242891511
2006-11-09,4233155512
2006-11-10,4242032453
2006-11-13,4235923590
2006-11-14,4204138414
2006-11-15,4209483668
2006-11-16,4221605943
2006-11-17,4231914649
2006-11-20,4236591747
2006-11-21,4215783433
2006-11-22,4203947512
2006-11-24,4238882570
2006-11-27,4178175747
2006-11-28,4184189159
2006-11-29,4210056374
2006-11-30,4238309864
2006-12-01,4247282257
2006-12-04,4210056374
2006-12-05,4201083982
2006-12-06,4192875198
2006-12-07,4209101865
2006-12-08,4241077943
2006-12-11,4230101080
2006-12-12,4295103198
2006-12-13,4349892060
2006-12-14,4352851040
2006-12-15,4388836060
2006-12-18,4377954648
2006-12-19,4383109001
2006-12-20,4406112687
2006-12-21,4354187354
2006-12-22,4316866021
2006-12-26,4353328295
2006-12-27,4378718256
2006-12-28,4362873393
2006-12-29,4299971198
2007-01-03,4307962050
2007-01-04,4361900760
2007-01-05,4362566670
2007-01-08,4373982270
2007-01-09,4374553050
2007-01-10,4379785200
2007-01-11,4401379710
2007-01-12,4405470300
2007-01-16,4420025190
2007-01-17,4387585860
2007-01-18,4384827090
2007-01-19,4343160150
2007-01-22,4330983510
2007-01-23,4367703690
2007-01-24,4374077400
2007-01-25,4368274470
2007-01-26,4372650450
2007-01-29,4362566670
2007-01-30,4384446570
2007-01-31,4383875790
2007-02-01,4349914380
2007-02-02,4313099070
2007-02-05,4318045830
2007-02-06,4352482890
2007-02-07,4362281280
2007-02-08,4405660560
2007-02-09,4433248260
2007-02-12,4446471330
2007-02-13,4455128160
2007-02-14,4536559440
2007-02-15,4529995470
2007-02-16,4551780240
2007-02-20,4562910450
2007-02-21,4546548090
2007-02-22,4539413340
2007-02-23,4533039630
2007-02-26,4463119080
2007-02-27,4421452140
2007-02-28,4402806660
2007-03-01,4411463490
2007-03-02,4400523540
2007-03-05,4343065020
2007-03-06,4342494240
2007-03-07,4319853300
2007-03-08,4302254250
2007-03-09,4288555530
2007-03-12,4288460400
2007-03-13,4291314300
2007-03-14,4333266630
2007-03-15,4362566670
2007-03-16,4367608560
2007-03-19,4379214420
2007-03-20,4379785200
2007-03-21,4385588130
2007-03-22,4418883630
2007-03-23,4408514460
2007-03-26,4379690070
2007-03-27,4385588130
2007-03-28,4366847520
2007-03-29,4395671910
2007-03-30,4388442030
2007-04-02,4363318400
2007-04-03,4336617780
2007-04-04,4288632680
2007-04-05,4315998440
2007-04-09,4291483280
2007-04-10,4305831300
2007-04-11,4300130100
2007-04-12,4272574300
2007-04-13,4296234280
2007-04-16,4337472960
2007-04-17,4334527340
2007-04-18,4334527340
2007-04-19,4332246860
2007-04-20,4331106620
2007-04-23,4298419740
2007-04-24,4265637840
2007-04-25,4275519920
2007-04-26,4262502180
2007-04-27,4272479280
2007-04-30,4271434059
2007-05-01,4393724800
2007-05-02,4409973220
2007-05-03,4414344140
2007-05-04,4400851300
2007-05-07,4392679580
2007-05-08,4397905680
2007-05-09,4382037340
2007-05-10,4369684740
2007-05-11,4367499280
2007-05-14,4387073400
2007-05-15,4389638940
2007-05-16,4394865040
2007-05-17,4392014440
2007-05-18,4406267440
2007-05-21,4409023020
2007-05-22,4397715640
2007-05-23,4391159260
2007-05-24,4391634360
2007-05-25,4387833560
2007-05-29,4385077980
2007-05-30,4386503280
2007-05-31,4414914260
2007-06-01,4430687580
2007-06-04,4446650940
2007-06-05,4409213060
2007-06-06,4413583980
2007-06-07,4413203900
2007-06-08,4392014440
2007-06-11,4377666420
2007-06-12,4393439740
2007-06-13,4400946320
2007-06-14,4432207900
2007-06-15,4433918260
2007-06-18,4432207900
2007-06-19,4441614880
2007-06-20,4436103720
2007-06-21,4432207900
2007-06-22,4429262280
2007-06-25,4432207900
2007-06-26,4430402520
2007-06-27,4447981220
2007-06-28,4451591980
2007-06-29,4455677840
2007-07-02,4451173240
2007-07-03,4453067840
2007-07-05,4449183910
2007-07-06,4464435440
2007-07-09,4440374020
2007-07-10,4401439990
2007-07-11,4463014490
2007-07-12,4503653660
2007-07-13,4578869280
2007-07-16,4541450930
2007-07-17,4533114690
2007-07-18,4537661730
2007-07-19,4523452230
2007-07-20,4515968560
2007-07-23,4518810460
2007-07-24,4522504930
2007-07-25,4506211370
2007-07-26,4501380140
2007-07-27,4521652360
2007-07-30,4504695690
2007-07-31,4525915210
2007-08-01,4539651060
2007-08-02,4532546310
2007-08-03,4724848210
2007-08-06,4547418920
2007-08-07,4553102720
2007-08-08,4802147890
2007-08-09,4664221010
2007-08-10,4537377540
2007-08-13,4535767130
2007-08-14,4529136030
2007-08-15,4521652360
2007-08-16,4538798490
2007-08-17,4550260820
2007-08-20,4526767780
2007-08-21,4586352950
2007-08-22,4462067190
2007-08-23,4395756190
2007-08-24,4536903890
2007-08-27,4457425420
2007-08-28,4311351760
2007-08-29,4524210070
2007-08-30,4414323270
2007-08-31,4382304530
2007-09-04,4419249230
2007-09-05,4463677600
2007-09-06,4521178710
2007-09-07,4550260820
2007-09-10,4476466150
2007-09-11,4473055870
2007-09-12,4458846370
2007-09-13,4418965040
2007-09-14,4415838950
2007-09-17,4365726780
2007-09-18,4437247930
2007-09-19,4501664330
2007-09-20,4540977280
2007-09-21,4569775200
2007-09-24,4572048720
2007-09-25,4544577020
2007-09-26,4578869280
2007-09-27,4601888670
2007-09-28,4594973380
2007-10-01,4670227200
2007-10-02,4632876000
2007-10-03,4611640800
2007-10-04,4609934400
2007-10-05,4650414000
2007-10-08,4610598000
2007-10-09,4588035600
2007-10-10,4586518800
2007-10-11,4606426800
2007-10-12,4593913200
2007-10-15,4607754000
2007-10-16,4583674800
2007-10-17,4586898000
2007-10-18,4580925600
2007-10-19,4525372800
2007-10-22,4477498800
2007-10-23,4530776400
2007-10-24,4559406000
2007-10-25,4588414800
2007-10-26,4590974400
2007-10-29,4688808000
2007-10-30,4679612400
2007-10-31,4862955600
2007-11-01,4685300400
2007-11-02,4583106000
2007-11-05,4789959600
2007-11-06,4910260800
2007-11-07,4914052800
2007-11-08,4873288799
2007-11-09,4716868800
2007-11-12,4684257600
2007-11-13,4779910800
2007-11-14,4575427200
2007-11-15,4570497600
2007-11-16,4635056400
2007-11-19,4542721200
2007-11-20,4544617200
2007-11-21,4466122800
2007-11-23,4522623600
2007-11-26,4505559600
2007-11-27,4582158000
2007-11-28,4582252800
2007-11-29,4595145600
2007-11-30,4619509200
2007-12-03,4593154800
2007-12-04,4582252800
2007-12-05,4539308400
2007-12-06,4580830800
2007-12-07,4582252800
2007-12-10,4553907600
2007-12-11,4499302800
2007-12-12,4417206000
2007-12-13,4456832400
2007-12-14,4446499200
2007-12-17,4342029600
2007-12-18,4404692400
2007-12-19,4411707600
2007-12-20,4569834000
2007-12-21,4582252800
2007-12-24,4567748400
2007-12-26,4582252800
2007-12-27,4582063200
2007-12-28,4590879600
2007-12-31,4535153960
2008-01-02,4534395240
2008-01-03,4587600480
2008-01-04,4538378520
2008-01-07,4584186240
2008-01-08,4547008960
2008-01-09,4536671400
2008-01-10,4588643720
2008-01-11,4549949000
2008-01-14,4581341040
2008-01-15,4575650640
2008-01-16,4630088800
2008-01-17,4565597600
2008-01-18,4433485480
2008-01-22,4293406800
2008-01-23,4197428720
2008-01-24,4166510880
2008-01-25,4171063200
2008-01-28,4230622720
2008-01-29,4278232400
2008-01-30,4204541720
2008-01-31,4263342519
2008-02-01,4346896560
2008-02-04,4319582640
2008-02-05,4206533360
2008-02-06,4338550640
2008-02-07,4344335880
2008-02-08,4194583519
2008-02-11,4235838920
2008-02-12,4274818160
2008-02-13,4241244800
2008-02-14,4235649240
2008-02-15,4234131800
2008-02-19,4217439960
2008-02-20,4245891960
2008-02-21,4160156600
2008-02-22,4165941840
2008-02-25,4159018519
2008-02-26,4160156600
2008-02-27,4145077040
2008-02-28,4216301880
2008-02-29,4148680960
2008-03-03,4047012480
2008-03-04,4165941840
2008-03-05,4166321200
2008-03-06,4059721040
2008-03-07,3969907560
2008-03-10,3884551560
2008-03-11,4022069560
2008-03-12,3935006440
2008-03-13,3811524760
2008-03-14,3787435400
2008-03-17,3707485280
2008-03-18,3838743840
2008-03-19,3768751920
2008-03-20,3802325280
2008-03-24,3770553880
2008-03-25,3833622480
2008-03-26,3784305680
2008-03-27,3724651320
2008-03-28,3673058360
2008-03-31,3788966400
2008-04-01,3854283600
2008-04-02,3923582400
2008-04-03,3826222800
2008-04-04,3895047600
2008-04-07,3893151600
2008-04-08,3907845600
2008-04-09,3894952800
2008-04-10,3889170000
2008-04-11,3886326000
2008-04-14,3881301600
2008-04-15,3881586000
2008-04-16,3971077200
2008-04-17,4005963600
2008-04-18,3947092800
2008-04-21,3903579600
2008-04-22,3894384000
2008-04-23,3860540400
2008-04-24,3954013200
2008-04-25,3940741200
2008-04-28,3877604399
2008-04-29,3802522800
2008-04-30,3755217600
2008-05-01,3914955600
2008-05-02,3739291200
2008-05-05,3755596800
2008-05-06,3775789200
2008-05-07,3768963600
2008-05-08,3760336800
2008-05-09,3725829600
2008-05-12,3738817200
2008-05-13,3715970400
2008-05-14,3761758800
2008-05-15,3790862400
2008-05-16,3829066800
2008-05-19,3751710000
2008-05-20,3645818400
2008-05-21,3582776400
2008-05-22,3580975200
2008-05-23,3568461600
2008-05-27,3574054800
2008-05-28,3585715200
2008-05-29,3655962000
2008-05-30,3599461200
2008-06-02,3459915600
2008-06-03,3497930400
2008-06-04,3493948800
2008-06-05,3522673200
2008-06-06,3416686800
2008-06-09,3471102000
2008-06-10,3436689600
2008-06-11,3329376000
2008-06-12,3367959600
2008-06-13,3379146000
2008-06-16,3375354000
2008-06-17,3320749200
2008-06-18,3302642400
2008-06-19,3283113600
2008-06-20,3201870000
2008-06-23,3277236000
2008-06-24,3305012400
2008-06-25,3388626000
2008-06-26,3405216000
2008-06-27,3347672400
2008-06-30,3309929740
2008-07-01,3273527140
2008-07-02,3238524640
2008-07-03,3316090180
2008-07-07,3240018080
2008-07-08,3305916120
2008-07-09,3325704200
2008-07-10,3366867140
2008-07-11,3278287480
2008-07-14,3234324340
2008-07-15,3245991840
2008-07-16,3262513019
2008-07-17,3423244500
2008-07-18,3366867140
2008-07-21,3378067940
2008-07-22,3386561880
2008-07-23,3459367080
2008-07-24,3413070440
2008-07-25,3395149160
2008-07-28,3327384320
2008-07-29,3396455920
2008-07-30,3467300980
2008-07-31,3486715700
2008-08-01,3376761180
2008-08-04,3423244500
2008-08-05,3536092560
2008-08-06,3615338220
2008-08-07,3591069820
2008-08-08,3694210519
2008-08-11,3699624240
2008-08-12,3617858400
2008-08-13,3541412940
2008-08-14,3571281740
2008-08-15,3563161160
2008-08-18,3511917500
2008-08-19,3459740440
2008-08-20,3429031580
2008-08-21,3414843900
2008-08-22,3440232380
2008-08-25,3392815660
2008-08-26,3387308600
2008-08-27,3382921620
2008-08-28,3402149660
2008-08-29,3364066940
2008-09-02,3415217260
2008-09-03,3419417560
2008-09-04,3298822280
2008-09-05,3264193140
2008-09-08,3481395320
2008-09-09,3412137040
2008-09-10,3373400940
2008-09-11,3443125920
2008-09-12,3433791920
2008-09-15,3331771300
2008-09-16,3338678460
2008-09-17,3282301100
2008-09-18,3380401440
2008-09-19,3378161280
2008-09-22,3262606360
2008-09-23,3286781420
2008-09-24,3211736060
2008-09-25,3214629600
2008-09-26,3178413680
2008-09-29,3045077910
2008-09-30,3139621200
2008-10-01,3049464420
2008-10-02,2943534870
2008-10-03,2875590630
2008-10-06,2869990830
2008-10-07,2742128730
2008-10-08,2620426410
2008-10-09,2293398090
2008-10-10,2255599440
2008-10-13,2475578250
2008-10-14,2340156420
2008-10-15,2094325200
2008-10-16,1995675390
2008-10-17,1968049710
2008-10-20,1984289130
2008-10-21,1999501920
2008-10-22,1936970820
2008-10-23,2010328200
2008-10-24,1976449410
2008-10-27,1818068400
2008-10-28,2092085280
2008-10-29,2097685080
2008-10-30,2227413780
2008-10-31,2406700710
2008-11-03,2351449350
2008-11-04,2538949320
2008-11-05,2512163610
2008-11-06,2486777850
2008-11-07,2475578250
2008-11-10,2416873680
2008-11-11,2282105160
2008-11-12,2173282380
2008-11-13,2335676580
2008-11-14,2216120850
2008-11-17,2193628320
2008-11-18,2220414030
2008-11-19,2089285380
2008-11-20,1928571119
2008-11-21,1914478290
2008-11-24,1962356580
2008-11-25,2120644260
2008-11-26,2151256500
2008-11-28,2232453600
2008-12-01,1997635320
2008-12-02,2141176860
2008-12-03,2255879430
2008-12-04,2259799290
2008-12-05,2268665640
2008-12-08,2306370960
2008-12-09,2254479480
2008-12-10,2247199740
2008-12-11,2142763470
2008-12-12,2178882180
2008-12-15,2083498920
2008-12-16,2210521050
2008-12-17,2201468040
2008-12-18,2127364020
2008-12-19,2221813980
2008-12-22,2166375960
2008-12-23,2123257500
2008-12-24,2122230869
2008-12-26,2155363020
2008-12-29,2069242230
2008-12-30,2165060370
2008-12-31,2202042810
2009-01-02,2331574740
2009-01-05,2336057460
2009-01-06,2381071440
2009-01-07,2361459540
2009-01-08,2372853120
2009-01-09,2362300050
2009-01-12,2332695420
2009-01-13,2324570490
2009-01-14,2250885780
2009-01-15,2282918550
2009-01-16,2303557740
2009-01-20,2386021110
2009-01-21,2383032630
2009-01-22,2362486830
2009-01-23,2300569260
2009-01-26,2338485600
2009-01-27,2324757270
2009-01-28,2375468040
2009-01-29,2315138100
2009-01-30,2203817220
2009-02-02,2220907590
2009-02-03,2390597220
2009-02-04,2338018650
2009-02-05,2332228470
2009-02-06,2381071440
2009-02-09,2361459540
2009-02-10,2282078040
2009-02-11,2327745750
2009-02-12,2357910720
2009-02-13,2340260010
2009-02-17,2258730540
2009-02-18,2237250840
2009-02-19,2209140450
2009-02-20,2202322980
2009-02-23,2110427220
2009-02-24,2172344790
2009-02-25,2156935440
2009-02-26,2091375660
2009-02-27,2034127590
2009-03-02,1963898310
2009-03-03,1908704820
2009-03-04,1935694530
2009-03-05,1839502830
2009-03-06,1819797540
2009-03-09,1735092810
2009-03-10,1896003780
2009-03-11,1946247600
2009-03-12,2002841940
2009-03-13,1942978950
2009-03-16,1969314930
2009-03-17,1996398030
2009-03-18,2014889250
2009-03-19,1967914080
2009-03-20,1914308220
2009-03-23,2082130050
2009-03-24,2108279250
2009-03-25,2129292000
2009-03-26,2168329020
2009-03-27,2081756490
2009-03-30,1993490113
2009-03-31,2015158484
2009-04-01,2037387244
2009-04-02,2155442505
2009-04-03,2178231654
2009-04-06,2211014404
2009-04-07,2115468097
2009-04-08,2131906171
2009-04-09,2194296136
