,SWKS
2004-09-24,1498695200
2004-09-27,1484615600
2004-09-28,1447070000
2004-09-29,1439248000
2004-09-30,1483051200
2004-10-01,1562835600
2004-10-04,1628540400
2004-10-05,1573786400
2004-10-06,1667650400
2004-10-07,1634798000
2004-10-08,1559706800
2004-10-11,1576915200
2004-10-12,1581608400
2004-10-13,1606638800
2004-10-14,1548756000
2004-10-15,1531547599
2004-10-18,1578479600
2004-10-19,1606638800
2004-10-20,1564400000
2004-10-21,1644184400
2004-10-22,1548756000
2004-10-25,1547191600
2004-10-26,1397009200
2004-10-27,1478358000
2004-10-28,1367285600
2004-10-29,1390751600
2004-11-01,1401702400
2004-11-02,1403266800
2004-11-03,1397009200
2004-11-04,1400138000
2004-11-05,1401702400
2004-11-08,1384494000
2004-11-09,1415782000
2004-11-10,1397009200
2004-11-11,1434554800
2004-11-12,1461149600
2004-11-15,1481486800
2004-11-16,1506517200
2004-11-17,1551884800
2004-11-18,1548756000
2004-11-19,1529983200
2004-11-22,1512774800
2004-11-23,1492437599
2004-11-24,1528418800
2004-11-26,1544062799
2004-11-29,1545627200
2004-11-30,1553449200
2004-12-01,1633233600
2004-12-02,1659828400
2004-12-03,1692680800
2004-12-06,1706760400
2004-12-07,1695809600
2004-12-08,1647313200
2004-12-09,1631669200
2004-12-10,1614460800
2004-12-13,1619154000
2004-12-14,1655135200
2004-12-15,1655135200
2004-12-16,1598816800
2004-12-17,1578479600
2004-12-20,1533112000
2004-12-21,1562835600
2004-12-22,1553449200
2004-12-23,1534676400
2004-12-27,1522161200
2004-12-28,1486180000
2004-12-29,1478358000
2004-12-30,1476793600
2004-12-31,1482726050
2005-01-03,1413542650
2005-01-04,1385240350
2005-01-05,1382095649
2005-01-06,1374233900
2005-01-07,1360082750
2005-01-10,1355365699
2005-01-11,1311339900
2005-01-12,1319201650
2005-01-13,1294044050
2005-01-14,1319201650
2005-01-18,1295616400
2005-01-19,1259452350
2005-01-20,1204420100
2005-01-21,1171400750
2005-01-24,1141526100
2005-01-25,1158821950
2005-01-26,1177690150
2005-01-27,1180834850
2005-01-28,1158821950
2005-01-31,1193413650
2005-02-01,1172973100
2005-02-02,1157249600
2005-02-03,1138381400
2005-02-04,1190268950
2005-02-07,1202847750
2005-02-08,1223288300
2005-02-09,1163539000
2005-02-10,1144670800
2005-02-11,1187124250
2005-02-14,1177690150
2005-02-15,1187124250
2005-02-16,1191841300
2005-02-17,1157249600
2005-02-18,1150960200
2005-02-22,1143098450
2005-02-23,1141526100
2005-02-24,1152532550
2005-02-25,1163539000
2005-02-28,1141526100
2005-03-01,1172973100
2005-03-02,1143098450
2005-03-03,1110079100
2005-03-04,1119513200
2005-03-07,1127374950
2005-03-08,1114796150
2005-03-09,1089638550
2005-03-10,1116368500
2005-03-11,1091210900
2005-03-14,1097500300
2005-03-15,1058191550
2005-03-16,1053474500
2005-03-17,1037751000
2005-03-18,996869900
2005-03-21,992152849
2005-03-22,995297550
2005-03-23,987435800
2005-03-24,995297550
2005-03-28,990580500
2005-03-29,954416450
2005-03-30,987435800
2005-03-31,998442250
2005-04-01,986306250
2005-04-04,987884340
2005-04-05,967369170
2005-04-06,954744450
2005-04-07,940541640
2005-04-08,931073100
2005-04-11,907401750
2005-04-12,921604560
2005-04-13,897933210
2005-04-14,864793320
2005-04-15,825341070
2005-04-18,823762980
2005-04-19,841121970
2005-04-20,820606800
2005-04-21,899511300
2005-04-22,872683770
2005-04-25,872683770
2005-04-26,856902870
2005-04-27,833231520
2005-04-28,817450620
2005-04-29,823762980
2005-05-02,807982080
2005-05-03,800091630
2005-05-04,823762980
2005-05-05,814294440
2005-05-06,815872530
2005-05-09,828497250
2005-05-10,820606800
2005-05-11,837965789
2005-05-12,837965789
2005-05-13,866371410
2005-05-16,880574220
2005-05-17,891620850
2005-05-18,902667480
2005-05-19,935807370
2005-05-20,926338830
2005-05-23,908979840
2005-05-24,956322539
2005-05-25,981571980
2005-05-26,1009977600
2005-05-27,1003665240
2005-05-31,998930970
2005-06-01,994196700
2005-06-02,1017868050
2005-06-03,1016289960
2005-06-06,997352880
2005-06-07,1033648950
2005-06-08,1051007940
2005-06-09,1054164120
2005-06-10,1055742210
2005-06-13,1051007940
2005-06-14,1066788840
2005-06-15,1085725920
2005-06-16,1118865810
2005-06-17,1253003460
2005-06-20,1211973120
2005-06-21,1199348400
2005-06-22,1211973120
2005-06-23,1230910200
2005-06-24,1183567500
2005-06-27,1144115250
2005-06-28,1185145590
2005-06-29,1167786600
2005-06-30,1163052330
2005-07-01,1186126040
2005-07-05,1201983340
2005-07-06,1211497720
2005-07-07,1216254910
2005-07-08,1263826810
2005-07-11,1306641520
2005-07-12,1322498820
2005-07-13,1309812980
2005-07-14,1316155900
2005-07-15,1328841740
2005-07-18,1289198490
2005-07-19,1325670280
2005-07-20,1319327360
2005-07-21,1263826810
2005-07-22,1246383780
2005-07-25,1238455130
2005-07-26,1251140970
2005-07-27,1227355020
2005-07-28,1171854470
2005-07-29,1162340090
2005-08-01,1167097280
2005-08-02,1171854470
2005-08-03,1130625490
2005-08-04,1097325160
2005-08-05,1102082350
2005-08-08,1079882130
2005-08-09,1067196290
2005-08-10,1073539209
2005-08-11,1090982240
2005-08-12,1057681910
2005-08-15,1090982240
2005-08-16,1127454030
2005-08-17,1148068520
2005-08-18,1186126040
2005-08-19,1189297500
2005-08-22,1194054690
2005-08-23,1182954580
2005-08-24,1197226150
2005-08-25,1222597830
2005-08-26,1189297500
2005-08-29,1189297500
2005-08-30,1173440200
2005-08-31,1201983340
2005-09-01,1189297500
2005-09-02,1192468960
2005-09-06,1203569070
2005-09-07,1186126040
2005-09-08,1175025930
2005-09-09,1186126040
2005-09-12,1175025930
2005-09-13,1171854470
2005-09-14,1129039760
2005-09-15,1138554140
2005-09-16,1129039760
2005-09-19,1098910890
2005-09-20,1089396510
2005-09-21,1084639320
2005-09-22,1067196290
2005-09-23,1111596730
2005-09-26,1102082350
2005-09-27,1094153700
2005-09-28,1092567970
2005-09-29,1114768190
2005-09-30,1113182460
2005-10-03,1116353920
2005-10-04,1100496620
2005-10-05,1075124940
2005-10-06,1051338990
2005-10-07,1054510450
2005-10-10,1048167530
2005-10-11,815065220
2005-10-12,803965110
2005-10-13,826165330
2005-10-14,870565770
2005-10-17,868980040
2005-10-18,865808580
2005-10-19,867394310
2005-10-20,859465660
2005-10-21,880080150
2005-10-24,881665879
2005-10-25,880080150
2005-10-26,843608360
2005-10-27,824579600
2005-10-28,829336790
2005-10-31,849951280
2005-11-01,857879930
2005-11-02,880080150
2005-11-03,777007700
2005-11-04,769079050
2005-11-07,788107810
2005-11-08,791279270
2005-11-09,786522080
2005-11-10,791279270
2005-11-11,778593430
2005-11-14,773836240
2005-11-15,767493320
2005-11-16,756393209
2005-11-17,773836240
2005-11-18,788107810
2005-11-21,813479490
2005-11-22,796036459
2005-11-23,810308030
2005-11-25,830922520
2005-11-28,845194090
2005-11-29,830922520
2005-11-30,854708470
2005-12-01,895937450
2005-12-02,897523180
2005-12-05,881665879
2005-12-06,910209020
2005-12-07,894351720
2005-12-08,900694640
2005-12-09,913380480
2005-12-12,899108910
2005-12-13,907037560
2005-12-14,892765990
2005-12-15,867394310
2005-12-16,859465660
2005-12-19,840436900
2005-12-20,838851170
2005-12-21,848365550
2005-12-22,842022629
2005-12-23,838851170
2005-12-27,832508250
2005-12-28,837265440
2005-12-29,824579600
2005-12-30,807136570
2006-01-03,828827640
2006-01-04,839963520
2006-01-05,863826120
2006-01-06,871780320
2006-01-09,887688720
2006-01-10,884507039
2006-01-11,903597120
2006-01-12,881325360
2006-01-13,867007800
2006-01-17,841554360
2006-01-18,876552840
2006-01-19,917914679
2006-01-20,879734520
2006-01-23,870189480
2006-01-24,903597120
2006-01-25,935413920
2006-01-26,836781840
2006-01-27,847917720
2006-01-30,836781840
2006-01-31,839963520
2006-02-01,846326880
2006-02-02,832009320
2006-02-03,824055120
2006-02-06,820873440
2006-02-07,806555880
2006-02-08,814510080
2006-02-09,827236800
2006-02-10,824055120
2006-02-13,816100920
2006-02-14,819282600
2006-02-15,822464280
2006-02-16,844736039
2006-02-17,844736039
2006-02-21,836781840
2006-02-22,859053600
2006-02-23,859053600
2006-02-24,846326880
2006-02-27,847917720
2006-02-28,836781840
2006-03-01,865416960
2006-03-02,862235280
2006-03-03,890870400
2006-03-06,876552840
2006-03-07,860644440
2006-03-08,867007800
2006-03-09,862235280
2006-03-10,874962000
2006-03-13,876552840
2006-03-14,897233760
2006-03-15,938595600
2006-03-16,925868880
2006-03-17,938595600
2006-03-20,937004760
2006-03-21,954504000
2006-03-22,962458200
2006-03-23,954504000
2006-03-24,1021319280
2006-03-27,1073817000
2006-03-28,1062681120
2006-03-29,1086543720
2006-03-30,1107224640
2006-03-31,1082759220
2006-04-03,1149832800
2006-04-04,1148235810
2006-04-05,1161011730
2006-04-06,1173787650
2006-04-07,1161011730
2006-04-10,1146638820
2006-04-11,1148235810
2006-04-12,1154623770
2006-04-13,1178578620
2006-04-17,1173787650
2006-04-18,1220100360
2006-04-19,1234473270
2006-04-20,1256831130
2006-04-21,1232876280
2006-04-24,1220100360
2006-04-25,1161011730
2006-04-26,1188160560
2006-04-27,1175384640
2006-04-28,1140250860
2006-05-01,1151429790
2006-05-02,1149832800
2006-05-03,1154623770
2006-05-04,1165802700
2006-05-05,1153026780
2006-05-08,1125877950
2006-05-09,1106714070
2006-05-10,1079565240
2006-05-11,1046028450
2006-05-12,1020476610
2006-05-15,988536810
2006-05-16,983745840
2006-05-17,932642160
2006-05-18,915075270
2006-05-19,924657210
2006-05-22,867165570
2006-05-23,868762560
2006-05-24,881538479
2006-05-25,915075270
2006-05-26,911881290
2006-05-30,895911390
2006-05-31,903896340
2006-06-01,961387979
2006-06-02,967775939
2006-06-05,931045170
2006-06-06,927851189
2006-06-07,915075270
2006-06-08,902299350
2006-06-09,911881290
2006-06-12,865568580
2006-06-13,852792660
2006-06-14,878344500
2006-06-15,926254200
2006-06-16,870359550
2006-06-19,868762560
2006-06-20,851195670
2006-06-21,897508380
2006-06-22,865568580
2006-06-23,875150520
2006-06-26,899105370
2006-06-27,873553530
2006-06-28,843210720
2006-06-29,879941490
2006-06-30,888118330
2006-07-03,883282840
2006-07-05,876835520
2006-07-06,872000030
2006-07-07,831704280
2006-07-10,799467680
2006-07-11,823645130
2006-07-12,783349380
2006-07-13,749500950
2006-07-14,770454740
2006-07-17,755948270
2006-07-18,747889120
2006-07-19,747889120
2006-07-20,733382650
2006-07-21,660850300
2006-07-24,656014810
2006-07-25,675356770
2006-07-26,710817030
2006-07-27,678580430
2006-07-28,707593370
2006-07-31,707593370
2006-08-01,683415920
2006-08-02,709205200
2006-08-03,720488010
2006-08-04,715652520
2006-08-07,710817030
2006-08-08,704369710
2006-08-09,691475070
2006-08-10,701146050
2006-08-11,681804090
2006-08-14,702757880
2006-08-15,733382650
2006-08-16,755948270
2006-08-17,749500950
2006-08-18,749500950
2006-08-21,733382650
2006-08-22,723711670
2006-08-23,701146050
2006-08-24,705981540
2006-08-25,728547159
2006-08-28,741441800
2006-08-29,764007420
2006-08-30,760783760
2006-08-31,746277290
2006-09-01,791408530
2006-09-05,822033300
2006-09-06,749500950
2006-09-07,759171930
2006-09-08,768842909
2006-09-11,768842909
2006-09-12,802691340
2006-09-13,786573040
2006-09-14,855881729
2006-09-15,867164540
2006-09-18,852658070
2006-09-19,862329050
2006-09-20,925190420
2006-09-21,860717220
2006-09-22,859105390
2006-09-25,889730159
2006-09-26,883282840
2006-09-27,854269900
2006-09-28,865552710
2006-09-29,836539770
2006-10-02,815585979
2006-10-03,1104103550
2006-10-04,1126669170
2006-10-05,1131504660
2006-10-06,1121833680
2006-10-09,1134728320
2006-10-10,1105715380
2006-10-11,1105715380
2006-10-12,1102491720
2006-10-13,1146011130
2006-10-16,1162129430
2006-10-17,1142787470
2006-10-18,1116998190
2006-10-19,1108939040
2006-10-20,1092820740
2006-10-23,1092820740
2006-10-24,1058972310
2006-10-25,1084761590
2006-10-26,1086373420
2006-10-27,1058972310
2006-10-30,1079926100
2006-10-31,1068643290
2006-11-01,1015452900
2006-11-02,1076702440
2006-11-03,1071866950
2006-11-06,1096044400
2006-11-07,1084761590
2006-11-08,1076702440
2006-11-09,1060584140
2006-11-10,1089597080
2006-11-13,1081537930
2006-11-14,1128281000
2006-11-15,1126669170
2006-11-16,1134728320
2006-11-17,1099268060
2006-11-20,1125057340
2006-11-21,1108939040
2006-11-22,1149234790
2006-11-24,1134728320
2006-11-27,1108939040
2006-11-28,1096044400
2006-11-29,1118610020
2006-11-30,1166964920
2006-12-01,1147622960
2006-12-04,1207260670
2006-12-05,1213707990
2006-12-06,1207260670
2006-12-07,1210484330
2006-12-08,1204037010
2006-12-11,1215319820
2006-12-12,1199201520
2006-12-13,1207260670
2006-12-14,1208872500
2006-12-15,1266898380
2006-12-18,1213707990
2006-12-19,1134728320
2006-12-20,1150846620
2006-12-21,1149234790
2006-12-22,1121833680
2006-12-26,1158905770
2006-12-27,1150846620
2006-12-28,1162129430
2006-12-29,1137663960
2007-01-03,1166587620
2007-01-04,1179442580
2007-01-05,1084637250
2007-01-08,1110347170
2007-01-09,1140877700
2007-01-10,1126415870
2007-01-11,1179442580
2007-01-12,1201938760
2007-01-16,1184263190
2007-01-17,1179442580
2007-01-18,1113560910
2007-01-19,1107133430
2007-01-22,1063747940
2007-01-23,1073389160
2007-01-24,1136057090
2007-01-25,1124809000
2007-01-26,1081423510
2007-01-29,1058927330
2007-01-30,1047679239
2007-01-31,1055713590
2007-02-01,1083030380
2007-02-02,1089457860
2007-02-05,1097492210
2007-02-06,1068568550
2007-02-07,1107133430
2007-02-08,1105526560
2007-02-09,1074996030
2007-02-12,1068568550
2007-02-13,1047679239
2007-02-14,1055713590
2007-02-15,1062141070
2007-02-16,1081423510
2007-02-20,1111954040
2007-02-21,1091064730
2007-02-22,1099099080
2007-02-23,1119988390
2007-02-26,1134450220
2007-02-27,1073389160
2007-02-28,1060534200
2007-03-01,1042858630
2007-03-02,1030003670
2007-03-05,1002686880
2007-03-06,1044465500
2007-03-07,1046072370
2007-03-08,1050892980
2007-03-09,1070175420
2007-03-12,1074996030
2007-03-13,1057320460
2007-03-14,1047679239
2007-03-15,1065354810
2007-03-16,1049286110
2007-03-19,1033217410
2007-03-20,1028396800
2007-03-21,1046072370
2007-03-22,972156350
2007-03-23,943232690
2007-03-26,970549480
2007-03-27,964122000
2007-03-28,944839560
2007-03-29,911095290
2007-03-30,911984500
2007-04-02,905640260
2007-04-03,902468140
2007-04-04,905640260
2007-04-05,924672980
2007-04-09,940533580
2007-04-10,973840840
2007-04-11,972254780
2007-04-12,983357200
2007-04-13,1005562040
2007-04-16,1005562040
2007-04-17,992873560
2007-04-18,1013492340
2007-04-19,1032525060
2007-04-20,1015078400
2007-04-23,981771140
2007-04-24,1003975980
2007-04-25,977012960
2007-04-26,1181614700
2007-04-27,1138791080
2007-04-30,1092795340
2007-05-01,1092795340
2007-05-02,1105483820
2007-05-03,1110242000
2007-05-04,1121344420
2007-05-07,1103897760
2007-05-08,1124516540
2007-05-09,1134032900
2007-05-10,1103897760
2007-05-11,1140377140
2007-05-14,1162581980
2007-05-15,1132446840
2007-05-16,1157823800
2007-05-17,1145135320
2007-05-18,1149893500
2007-05-21,1148307440
2007-05-22,1175270460
2007-05-23,1184786820
2007-05-24,1134032900
2007-05-25,1164168040
2007-05-29,1157823800
2007-05-30,1126102600
2007-05-31,1124516540
2007-06-01,1153065620
2007-06-04,1156237740
2007-06-05,1156237740
2007-06-06,1156237740
2007-06-07,1143549260
2007-06-08,1175270460
2007-06-11,1162581980
2007-06-12,1127688660
2007-06-13,1141963200
2007-06-14,1143549260
2007-06-15,1141963200
2007-06-18,1151479560
2007-06-19,1149893500
2007-06-20,1137205020
2007-06-21,1164168040
2007-06-22,1143549260
2007-06-25,1140377140
2007-06-26,1151479560
2007-06-27,1170512280
2007-06-28,1159409860
2007-06-29,1178344650
2007-07-02,1220027590
2007-07-03,1232853110
2007-07-05,1229646730
2007-07-06,1242472250
2007-07-09,1240869060
2007-07-10,1228043540
2007-07-11,1295377520
2007-07-12,1319425370
2007-07-13,1335457270
2007-07-16,1356298740
2007-07-17,1340266840
2007-07-18,1322631750
2007-07-19,1423632720
2007-07-20,1407600820
2007-07-23,1410807200
2007-07-24,1354695550
2007-07-25,1345076410
2007-07-26,1285758380
2007-07-27,1252091390
2007-07-30,1292171140
2007-07-31,1269726480
2007-08-01,1258504150
2007-08-02,1287361570
2007-08-03,1244075440
2007-08-06,1255297770
2007-08-07,1199186120
2007-08-08,1159106370
2007-08-09,1111010670
2007-08-10,1186360600
2007-08-13,1210408450
2007-08-14,1202392500
2007-08-15,1151090420
2007-08-16,1155899990
2007-08-17,1231249920
2007-08-20,1202392500
2007-08-21,1226440350
2007-08-22,1253694580
2007-08-23,1242472250
2007-08-24,1266520100
2007-08-27,1231249920
2007-08-28,1200789310
2007-08-29,1195979740
2007-08-30,1212011640
2007-08-31,1264916910
2007-09-04,1329044509
2007-09-05,1298583900
2007-09-06,1317822180
2007-09-07,1292171140
2007-09-10,1287361570
2007-09-11,1306599850
2007-09-12,1338663650
2007-09-13,1351489170
2007-09-14,1369124259
2007-09-17,1364314690
2007-09-18,1404394440
2007-09-19,1396378490
2007-09-20,1449283759
2007-09-21,1497379460
2007-09-24,1473331610
2007-09-25,1513411360
2007-09-26,1497379460
2007-09-27,1476537990
2007-09-28,1449283759
2007-10-01,1442871000
2007-10-02,1463712470
2007-10-03,1402791250
2007-10-04,1407600820
2007-10-05,1460506090
2007-10-08,1458902900
2007-10-09,1454093330
2007-10-10,1454093330
2007-10-11,1414013580
2007-10-12,1438061430
2007-10-15,1433251860
2007-10-16,1444474190
2007-10-17,1468522040
2007-10-18,1470125230
2007-10-19,1410807200
2007-10-22,1410807200
2007-10-23,1433251860
2007-10-24,1396378490
2007-10-25,1348282790
2007-10-26,1385156160
2007-10-29,1438061430
2007-10-30,1468522040
2007-10-31,1478141180
2007-11-01,1450886950
2007-11-02,1481347560
2007-11-05,1490966700
2007-11-06,1495776270
2007-11-07,1405997630
2007-11-08,1353092360
2007-11-09,1295377520
2007-11-12,1288964759
2007-11-13,1356298740
2007-11-14,1378743400
2007-11-15,1410807200
2007-11-16,1430045480
2007-11-19,1375537020
2007-11-20,1314615800
2007-11-21,1284155190
2007-11-23,1335457270
2007-11-26,1306599850
2007-11-27,1341870029
2007-11-28,1417219960
2007-11-29,1428442290
2007-11-30,1455696520
2007-12-03,1393172110
2007-12-04,1388362540
2007-12-05,1478141180
2007-12-06,1500585840
2007-12-07,1486157130
2007-12-10,1487760320
2007-12-11,1420426340
2007-12-12,1439664620
2007-12-13,1442871000
2007-12-14,1417219960
2007-12-17,1353092360
2007-12-18,1353092360
2007-12-19,1351489170
2007-12-20,1385156160
2007-12-21,1388362540
2007-12-24,1423632720
2007-12-26,1430045480
2007-12-27,1401188060
2007-12-28,1394077250
2007-12-31,1369902500
2008-01-02,1345727750
2008-01-03,1345727750
2008-01-04,1221630700
2008-01-07,1247417100
2008-01-08,1205514200
2008-01-09,1239358850
2008-01-10,1278038450
2008-01-11,1181339450
2008-01-14,1218407400
2008-01-15,1178116150
2008-01-16,1194232650
2008-01-17,1137824900
2008-01-18,1324776300
2008-01-22,1340892800
2008-01-23,1324776300
2008-01-24,1379572400
2008-01-25,1324776300
2008-01-28,1326387950
2008-01-29,1337669500
2008-01-30,1297378250
2008-01-31,1297378250
2008-02-01,1342504450
2008-02-04,1311883100
2008-02-05,1297378250
2008-02-06,1228077300
2008-02-07,1290931650
2008-02-08,1318329700
2008-02-11,1353786000
2008-02-12,1387630650
2008-02-13,1403747150
2008-02-14,1348951049
2008-02-15,1307048150
2008-02-19,1318329700
2008-02-20,1365067550
2008-02-21,1382795700
2008-02-22,1381184050
2008-02-25,1408582100
2008-02-26,1455319950
2008-02-27,1426310250
2008-02-28,1377960750
2008-02-29,1331222900
2008-03-03,1300601550
2008-03-04,1274815150
2008-03-05,1340892800
2008-03-06,1298989900
2008-03-07,1253863700
2008-03-10,1205514200
2008-03-11,1202290900
2008-03-12,1195844300
2008-03-13,1220019050
2008-03-14,1228077300
2008-03-17,1166834600
2008-03-18,1244193800
2008-03-19,1100756950
2008-03-20,1081417150
2008-03-24,1155553050
2008-03-25,1149106450
2008-03-26,1128155000
2008-03-27,1108815200
2008-03-28,1146011650
2008-03-31,1180051600
2008-04-01,1252994350
2008-04-02,1217333450
2008-04-03,1236784850
2008-04-04,1243268650
2008-04-07,1274066700
2008-04-08,1252994350
2008-04-09,1275687650
2008-04-10,1278929550
2008-04-11,1220575350
2008-04-14,1181672550
2008-04-15,1210849650
2008-04-16,1264341000
2008-04-17,1205986800
2008-04-18,1210849650
2008-04-21,1184914450
2008-04-22,1194640150
2008-04-23,1376186550
2008-04-24,1408605550
2008-04-25,1403742700
2008-04-28,1460475950
2008-04-29,1426436000
2008-04-30,1408605550
2008-05-01,1445887400
2008-05-02,1428056950
2008-05-05,1371323700
2008-05-06,1384291299
2008-05-07,1340525650
2008-05-08,1359977050
2008-05-09,1342146600
2008-05-12,1374565600
2008-05-13,1358356100
2008-05-14,1379428450
2008-05-15,1499378750
2008-05-16,1507483500
2008-05-19,1458855000
2008-05-20,1458855000
2008-05-21,1447508350
2008-05-22,1478306399
2008-05-23,1507483500
2008-05-27,1539902500
2008-05-28,1607982400
2008-05-29,1590151950
2008-05-30,1674441350
2008-06-02,1606361450
2008-06-03,1640401399
2008-06-04,1726311750
2008-06-05,1778182150
2008-06-06,1726311750
2008-06-09,1815464000
2008-06-10,1752246950
2008-06-11,1737658400
2008-06-12,1719827950
2008-06-13,1758730750
2008-06-16,1807359250
2008-06-17,1758730750
2008-06-18,1664715650
2008-06-19,1724690800
2008-06-20,1635538550
2008-06-23,1582047200
2008-06-24,1554491050
2008-06-25,1598256700
2008-06-26,1573942450
2008-06-27,1549628200
2008-06-30,1599877649
2008-07-01,1523693000
2008-07-02,1598256700
2008-07-03,1569079600
2008-07-07,1603119550
2008-07-08,1607982400
2008-07-09,1637159500
2008-07-10,1637159500
2008-07-11,1630675700
2008-07-14,1598256700
2008-07-15,1598256700
2008-07-16,1669578500
2008-07-17,1758730750
2008-07-18,1661473750
2008-07-21,1661473750
2008-07-22,1460475950
2008-07-23,1447508350
2008-07-24,1466959750
2008-07-25,1476685450
2008-07-28,1491937750
2008-07-29,1519963100
2008-07-30,1538097150
2008-07-31,1559528300
2008-08-01,1561176850
2008-08-04,1511720350
2008-08-05,1528205850
2008-08-06,1524908750
2008-08-07,1551285550
2008-08-08,1567771050
2008-08-11,1640307250
2008-08-12,1622173200
2008-08-13,1618876100
2008-08-14,1646901450
2008-08-15,1613930449
2008-08-18,1549637000
2008-08-19,1516666000
2008-08-20,1533151500
2008-08-21,1503477599
2008-08-22,1500180500
2008-08-25,1523260200
2008-08-26,1577662350
2008-08-27,1627118849
2008-08-28,1653495650
2008-08-29,1599093500
2008-09-02,1539745700
2008-09-03,1524908750
2008-09-04,1516666000
2008-09-05,1467209500
2008-09-08,1355108100
2008-09-09,1318840000
2008-09-10,1404564600
2008-09-11,1402916050
2008-09-12,1386430550
2008-09-15,1327082750
2008-09-16,1435887050
2008-09-17,1388079100
2008-09-18,1393024750
2008-09-19,1482046450
2008-09-22,1435887050
2008-09-23,1422698650
2008-09-24,1409510250
2008-09-25,1394673300
2008-09-26,1386430550
2008-09-29,1325434199
2008-09-30,1378187800
2008-10-01,1363350850
2008-10-02,1236412500
2008-10-03,1231466850
2008-10-06,1238061050
2008-10-07,1129256750
2008-10-08,1084745900
2008-10-09,1045180700
2008-10-10,1068260400
2008-10-13,1153985000
2008-10-14,1119365450
2008-10-15,984184350
2008-10-16,1079800250
2008-10-17,1051774900
2008-10-20,1099582850
2008-10-21,1051774900
2008-10-22,1015506800
2008-10-23,962753200
2008-10-24,1015506800
2008-10-27,987481450
2008-10-28,1020452450
2008-10-29,1088043000
2008-10-30,1129256750
2008-10-31,1175416150
2008-11-03,1147390800
2008-11-04,1183658900
2008-11-05,1170470500
2008-11-06,1058369100
2008-11-07,1038586500
2008-11-10,1008912600
2008-11-11,969347400
2008-11-12,939673500
2008-11-13,1010561150
2008-11-14,872082950
2008-11-17,832517750
2008-11-18,801195300
2008-11-19,735253300
2008-11-20,715470700
2008-11-21,735253300
2008-11-24,788006900
2008-11-25,786358349
2008-11-26,898459750
2008-11-28,888568450
2008-12-01,853948900
2008-12-02,717119250
2008-12-03,654474350
2008-12-04,654474350
2008-12-05,628097550
2008-12-08,702282300
2008-12-09,694039550
2008-12-10,708876500
2008-12-11,684148250
2008-12-12,727010550
2008-12-15,781412700
2008-12-16,863840200
2008-12-17,900108300
2008-12-18,872082950
2008-12-19,890217000
2008-12-22,849003250
2008-12-23,839111950
2008-12-24,842409050
2008-12-26,849003250
2008-12-29,827572099
2008-12-30,860543100
2008-12-31,913296700
2009-01-02,927923230
2009-01-05,922943319
2009-01-06,992662060
2009-01-07,939543020
2009-01-08,881444069
2009-01-09,821685150
2009-01-12,776865960
2009-01-13,765246170
2009-01-14,720426980
2009-01-15,738686650
2009-01-16,761926230
2009-01-20,675607790
2009-01-21,703827280
2009-01-22,682247670
2009-01-23,720426980
2009-01-26,738686650
2009-01-27,732046770
2009-01-28,793465660
2009-01-29,758606290
2009-01-30,717107040
2009-02-02,728726830
2009-02-03,798445569
2009-02-04,815045270
2009-02-05,833304939
2009-02-06,1123799690
2009-02-09,1057400890
2009-02-10,1035821280
2009-02-11,992662060
2009-02-12,1064040770
2009-02-13,1062380800
2009-02-17,1007601790
2009-02-18,1042461160
2009-02-19,1005941819
2009-02-20,976062360
2009-02-23,957802689
2009-02-24,1067360710
2009-02-25,1057400890
2009-02-26,1000961910
2009-02-27,1078980500
2009-03-02,1030841370
2009-03-03,1153679150
2009-03-04,1120479750
2009-03-05,1148699240
2009-03-06,1152019180
2009-03-09,1153679150
2009-03-10,1254937320
2009-03-11,1278176900
2009-03-12,1279836870
2009-03-13,1281496840
2009-03-16,1208458160
2009-03-17,1279836870
2009-03-18,1339595790
2009-03-19,1354535520
2009-03-20,1276516930
2009-03-23,1412634470
2009-03-24,1288136720
2009-03-25,1261577200
2009-03-26,1327976000
2009-03-27,1342915730
2009-03-30,1322996090
2009-03-31,1337935820
2009-04-01,1402674650
2009-04-02,1462433570
2009-04-03,1476828080
2009-04-06,1430050720
2009-04-07,1403320800
2009-04-08,1470145600
2009-04-09,1540311640
2009-04-13,1490193040
2009-04-14,1495204900
2009-04-15,1480169320
2009-04-16,1498546140
2009-04-17,1505228620
2009-04-20,1466804360
2009-04-21,1475157460
2009-04-22,1468474979
2009-04-23,1545323500
2009-04-24,1416685760
2009-04-27,1411673900
2009-04-28,1339837240
2009-04-29,1421697620
2009-04-30,1476828080
2009-05-01,1540311640
2009-05-04,1623842640
2009-05-05,1640548840
2009-05-06,1632195740
2009-05-07,1535299780
2009-05-08,1511911100
2009-05-11,1505228620
2009-05-12,1415015140
2009-05-13,1371579020
2009-05-14,1436733200
2009-05-15,1463463120
2009-05-18,1508569860
2009-05-19,1513581720
2009-05-20,1498546140
2009-05-21,1478498700
2009-05-22,1450098160
2009-05-26,1506899240
2009-05-27,1516922960
2009-05-28,1540311640
2009-05-29,1592100860
2009-06-01,1653913800
2009-06-02,1633866360
2009-06-03,1583747760
2009-06-04,1650572560
2009-06-05,1638878220
2009-06-08,1627183880
2009-06-09,1700691160
2009-06-10,1709044260
2009-06-11,1754151000
2009-06-12,1714056120
2009-06-15,1678973100
2009-06-16,1622172020
2009-06-17,1640548840
2009-06-18,1625513260
2009-06-19,1617160160
2009-06-22,1545323500
