,PSA
2004-08-24,6561794550
2004-08-25,6513122250
2004-08-26,6513122250
2004-08-27,6490066950
2004-08-30,6495190350
2004-08-31,6513122250
2004-09-01,6537458400
2004-09-02,6620713650
2004-09-03,6636083850
2004-09-07,6728305050
2004-09-08,6666824250
2004-09-09,6528492450
2004-09-10,6541300950
2004-09-13,6519526500
2004-09-14,6387598950
2004-09-15,6447798900
2004-09-16,6625837050
2004-09-17,6581007300
2004-09-20,6486224400
2004-09-21,6514403100
2004-09-22,6431147850
2004-09-23,6329960700
2004-09-24,6340207500
2004-09-27,6297939450
2004-09-28,6338926650
2004-09-29,6345330900
2004-09-30,6346611750
2004-10-01,6477178770
2004-10-04,6508004130
2004-10-05,6525985590
2004-10-06,6567086070
2004-10-07,6486169500
2004-10-08,6523416810
2004-10-11,6508004130
2004-10-12,6595342650
2004-10-13,6514426080
2004-10-14,6613324110
2004-10-15,6663415320
2004-10-18,6719928480
2004-10-19,6651855810
2004-10-20,6644149470
2004-10-21,6704515800
2004-10-22,6631305570
2004-10-25,6601764600
2004-10-26,6614608500
2004-10-27,6640296300
2004-10-28,6730203600
2004-10-29,6710937750
2004-11-01,6782863590
2004-11-02,6717359700
2004-11-03,6820110900
2004-11-04,6910018200
2004-11-05,6852220650
2004-11-08,6879192840
2004-11-09,6832954800
2004-11-10,6867633330
2004-11-11,7012769400
2004-11-12,7218271800
2004-11-15,7319738610
2004-11-16,7282491300
2004-11-17,7023044520
2004-11-18,6939559170
2004-11-19,6789285540
2004-11-22,6752038230
2004-11-23,6884330400
2004-11-24,6935706000
2004-11-26,6922862100
2004-11-29,6845798700
2004-11-30,6856073820
2004-12-01,7006347450
2004-12-02,6936990390
2004-12-03,7106529870
2004-12-06,7186162050
2004-12-07,7079557680
2004-12-08,7207996680
2004-12-09,7300472760
2004-12-10,7317169830
2004-12-13,7250381550
2004-12-14,7246528380
2004-12-15,7256803500
2004-12-16,7166896200
2004-12-17,7231115700
2004-12-20,7261941060
2004-12-21,7308179100
2004-12-22,7369829820
2004-12-23,7265794230
2004-12-27,7269647400
2004-12-28,7256803500
2004-12-29,7256803500
2004-12-30,7312032270
2004-12-31,7160474250
2005-01-03,7110805800
2005-01-04,7020795600
2005-01-05,6770052900
2005-01-06,6789340800
2005-01-07,6821487300
2005-01-10,6795770100
2005-01-11,6766195320
2005-01-12,6764909460
2005-01-13,6804771120
2005-01-14,6845918640
2005-01-18,7081231020
2005-01-19,7041369360
2005-01-20,7014366300
2005-01-21,7007937000
2005-01-24,6980933940
2005-01-25,6836917620
2005-01-26,6872921700
2005-01-27,6777768060
2005-01-28,6838203480
2005-01-31,6752050860
2005-02-01,6812486280
2005-02-02,7018223880
2005-02-03,7019509740
2005-02-04,7104376500
2005-02-07,7072230000
2005-02-08,7109519940
2005-02-09,7167383640
2005-02-10,7150667460
2005-02-11,7200816000
2005-02-14,7198244280
2005-02-15,7252250400
2005-02-16,7317829260
2005-02-17,7329402000
2005-02-18,7284396900
2005-02-22,7157096760
2005-02-23,7145524020
2005-02-24,7038797640
2005-02-25,7106948220
2005-02-28,7015652160
2005-03-01,7142952300
2005-03-02,7146809880
2005-03-03,7216246320
2005-03-04,7451558700
2005-03-07,7549284060
2005-03-08,7515851700
2005-03-09,7349975760
2005-03-10,7432270800
2005-03-11,7324258560
2005-03-14,7428413220
2005-03-15,7490134500
2005-03-16,7479847620
2005-03-17,7580144700
2005-03-18,7547998200
2005-03-21,7438700100
2005-03-22,7283111040
2005-03-23,7295969640
2005-03-24,7301113080
2005-03-28,7294683780
2005-03-29,7290826200
2005-03-30,7295969640
2005-03-31,7321686840
2005-04-01,7203052080
2005-04-04,7197932640
2005-04-05,7228649280
2005-04-06,7235048580
2005-04-07,7256806200
2005-04-08,7226089560
2005-04-11,7252966620
2005-04-12,7373273460
2005-04-13,7379672760
2005-04-14,7265765220
2005-04-15,7282403400
2005-04-18,7249127040
2005-04-19,7301601300
2005-04-20,7236328440
2005-04-21,7287522840
2005-04-22,7244007600
2005-04-25,7333597800
2005-04-26,7371993600
2005-04-27,7414228980
2005-04-28,7392471360
2005-04-29,7512778200
2005-05-02,7487181000
2005-05-03,7507658760
2005-05-04,7653562800
2005-05-05,7686839160
2005-05-06,7574211480
2005-05-09,7773869640
2005-05-10,7776429360
2005-05-11,7863459840
2005-05-12,7841702220
2005-05-13,7781548800
2005-05-16,7890336900
2005-05-17,7942811160
2005-05-18,7922333400
2005-05-19,8037520800
2005-05-20,8063118000
2005-05-23,8084875620
2005-05-24,7962009060
2005-05-25,7807146000
2005-05-26,7717555800
2005-05-27,7735473840
2005-05-31,7695798180
2005-06-01,7837862640
2005-06-02,7822504320
2005-06-03,7787948100
2005-06-06,7927452840
2005-06-07,8028561780
2005-06-08,8114312400
2005-06-09,8023442340
2005-06-10,7992725700
2005-06-13,8088715200
2005-06-14,8223100500
2005-06-15,8156547780
2005-06-16,8096394360
2005-06-17,8116872120
2005-06-20,8130950580
2005-06-21,8040080520
2005-06-22,8043920100
2005-06-23,8029841640
2005-06-24,8037520800
2005-06-27,8009363880
2005-06-28,8031121500
2005-06-29,8043920100
2005-06-30,8095114500
2005-07-01,8132221180
2005-07-05,8221825380
2005-07-06,8184703640
2005-07-07,8212864960
2005-07-08,8438155520
2005-07-11,8480397500
2005-07-12,8471437080
2005-07-13,8480397500
2005-07-14,8329350419
2005-07-15,8335750720
2005-07-18,8354951619
2005-07-19,8413834380
2005-07-20,8541840380
2005-07-21,8349831380
2005-07-22,8369032279
2005-07-25,8401033779
2005-07-26,8484237680
2005-07-27,8448396000
2005-07-28,8562321340
2005-07-29,8544400500
2005-08-01,8397193599
2005-08-02,8319109939
2005-08-03,8356231680
2005-08-04,8293508740
2005-08-05,8057977700
2005-08-08,7801965700
2005-08-09,7853168100
2005-08-10,7885169600
2005-08-11,7942772300
2005-08-12,7974773800
2005-08-15,8068218180
2005-08-16,8388233180
2005-08-17,8425354919
2005-08-18,8479117439
2005-08-19,8436875460
2005-08-22,8448396000
2005-08-23,8456076360
2005-08-24,8511118939
2005-08-25,8585362419
2005-08-26,8538000200
2005-08-29,8476557320
2005-08-30,8461196599
2005-08-31,8642965120
2005-09-01,8738969620
2005-09-02,8700567820
2005-09-06,8956579820
2005-09-07,8858015200
2005-09-08,8852894960
2005-09-09,9007782220
2005-09-12,8855455080
2005-09-13,8700567820
2005-09-14,8695447580
2005-09-15,8650645480
2005-09-16,8678806800
2005-09-19,8529039779
2005-09-20,8449676060
2005-09-21,8344711140
2005-09-22,8329350419
2005-09-23,8342151020
2005-09-26,8377992700
2005-09-27,8352391500
2005-09-28,8334470660
2005-09-29,8454796300
2005-09-30,8576402000
2005-10-03,8584062890
2005-10-04,8379162090
2005-10-05,8247257200
2005-10-06,8224205860
2005-10-07,8197312630
2005-10-10,8129439240
2005-10-11,8106387900
2005-10-12,7953992930
2005-10-13,7950151040
2005-10-14,8093581600
2005-10-17,8140964910
2005-10-18,8093581600
2005-10-19,8260063500
2005-10-20,8044917660
2005-10-21,8153771210
2005-10-24,8330498150
2005-10-25,8336901299
2005-10-26,8306166180
2005-10-27,8132000500
2005-10-28,8385565240
2005-10-31,8477770600
2005-11-01,8356110750
2005-11-02,8457280520
2005-11-03,8383003979
2005-11-04,8435509810
2005-11-07,8521312020
2005-11-08,8532837689
2005-11-09,8604552970
2005-11-10,8773596130
2005-11-11,8858117710
2005-11-14,8861959600
2005-11-15,8949042440
2005-11-16,8831224480
2005-11-17,9005390160
2005-11-18,8977216300
2005-11-21,9006670790
2005-11-22,9055334730
2005-11-23,9070702290
2005-11-25,9115524340
2005-11-28,9098876150
2005-11-29,9141136940
2005-11-30,9041247800
2005-12-01,9155223870
2005-12-02,9161627020
2005-12-05,9051492840
2005-12-06,8986180710
2005-12-07,8906781650
2005-12-08,8947761810
2005-12-09,9005390160
2005-12-12,8936236140
2005-12-13,8956726220
2005-12-14,9028441500
2005-12-15,8925991100
2005-12-16,8913184800
2005-12-19,8922149210
2005-12-20,8873485270
2005-12-21,8932394250
2005-12-22,8922149210
2005-12-23,9002828900
2005-12-27,8927271730
2005-12-28,8873485270
2005-12-29,8764631720
2005-12-30,8672426360
2006-01-03,8963415120
2006-01-04,8998008060
2006-01-05,9154316900
2006-01-06,9217096680
2006-01-09,9324719160
2006-01-10,9396467480
2006-01-11,9416967000
2006-01-12,9373405520
2006-01-13,9179941300
2006-01-17,9154316900
2006-01-18,9056944180
2006-01-19,9179941300
2006-01-20,9005695380
2006-01-23,9086412240
2006-01-24,9138942260
2006-01-25,9162004220
2006-01-26,9160723000
2006-01-27,9308063300
2006-01-30,9227346440
2006-01-31,9297813540
2006-02-01,9317031840
2006-02-02,9254252060
2006-02-03,9109474200
2006-02-06,9305500860
2006-02-07,9340093800
2006-02-08,9384936500
2006-02-09,9470778240
2006-02-10,9507933620
2006-02-13,9542526560
2006-02-14,9609150000
2006-02-15,9677054660
2006-02-16,9739834440
2006-02-17,9833363500
2006-02-21,9774427380
2006-02-22,9923048900
2006-02-23,9965329160
2006-02-24,9917924020
2006-02-27,9979422580
2006-02-28,9996078440
2006-03-01,10024265280
2006-03-02,10028108940
2006-03-03,10039639920
2006-03-06,10180574120
2006-03-07,9887174740
2006-03-08,10322789540
2006-03-09,10575189880
2006-03-10,10631563560
2006-03-13,10506004000
2006-03-14,10513691320
2006-03-15,10694343340
2006-03-16,10621313800
2006-03-17,10563658900
2006-03-20,10456036420
2006-03-21,10445786660
2006-03-22,10493191800
2006-03-23,10493191800
2006-03-24,10370194680
2006-03-27,10134450200
2006-03-28,10303571240
2006-03-29,10543159380
2006-03-30,10411193720
2006-03-31,10407350060
2006-04-03,10114683800
2006-04-04,10004449000
2006-04-05,10050593800
2006-04-06,9940359000
2006-04-07,9716044000
2006-04-10,9613500000
2006-04-11,9701944200
2006-04-12,9727580200
2006-04-13,9566073400
2006-04-17,9480192800
2006-04-18,9809615400
2006-04-19,9921132000
2006-04-20,9940359000
2006-04-21,9951895200
2006-04-24,9883959800
2006-04-25,9904468600
2006-04-26,9860887400
2006-04-27,9895496000
2006-04-28,9854478400
2006-05-01,9705789600
2006-05-02,9559664400
2006-05-03,9736552800
2006-05-04,9945486200
2006-05-05,9912159400
2006-05-08,10040339400
2006-05-09,9963431400
2006-05-10,10023676000
2006-05-11,9675026400
2006-05-12,9466093000
2006-05-15,9562228000
2006-05-16,9436611600
2006-05-17,9246905200
2006-05-18,9222551000
2006-05-19,9309713400
2006-05-22,9266132200
2006-05-23,9180251600
2006-05-24,9248187000
2006-05-25,9369958000
2006-05-26,9441738800
2006-05-30,9309713400
2006-05-31,9187942400
2006-06-01,9441738800
2006-06-02,9543001000
2006-06-05,9444302400
2006-06-06,9344322000
2006-06-07,9367394400
2006-06-08,9328940400
2006-06-09,9414821000
2006-06-12,9245623400
2006-06-13,9228960000
2006-06-14,9248187000
2006-06-15,9421230000
2006-06-16,9416102800
2006-06-19,9431484400
2006-06-20,9303304400
2006-06-21,9391748600
2006-06-22,9290486400
2006-06-23,9254596000
2006-06-26,9387903200
2006-06-27,9318686000
2006-06-28,9359703600
2006-06-29,9640417800
2006-06-30,9728862000
2006-07-03,11242776710
2006-07-05,11321285690
2006-07-06,11401248540
2006-07-07,11372171140
2006-07-10,11484119130
2006-07-11,11500111700
2006-07-12,11620782910
2006-07-13,11423056589
2006-07-14,11260223150
2006-07-17,11156998380
2006-07-18,11127920980
2006-07-19,11266038630
2006-07-20,11210791570
2006-07-21,10991257200
2006-07-24,11231145750
2006-07-25,11273307980
2006-07-26,11357632440
2006-07-27,11444864640
2006-07-28,11614967430
2006-07-31,11673122230
2006-08-01,11644044830
2006-08-02,11718192200
2006-08-03,12125275800
2006-08-04,12464027510
2006-08-07,12212508000
2006-08-08,11985704280
2006-08-09,11972619450
2006-08-10,12058397780
2006-08-11,11952265270
2006-08-14,12126729670
2006-08-15,12325909860
2006-08-16,12490197170
2006-08-17,12517820700
2006-08-18,12517820700
2006-08-21,12808594700
2006-08-22,12430588500
2006-08-23,12401511100
2006-08-24,12420411410
2006-08-25,12382610790
2006-08-28,12449488810
2006-08-29,12493104910
2006-08-30,12626860950
2006-08-31,12597783550
2006-09-01,12602145160
2006-09-05,12657392220
2006-09-06,12590514200
2006-09-07,12462573640
2006-09-08,12610868380
2006-09-11,12612322250
2006-09-12,12740262810
2006-09-13,12798417610
2006-09-14,12810048570
2006-09-15,12921996560
2006-09-18,12728631850
2006-09-19,12945258480
2006-09-20,12695192839
2006-09-21,12573067760
2006-09-22,12619591600
2006-09-25,12555621320
2006-09-26,12458212030
2006-09-27,12539628750
2006-09-28,12496012650
2006-09-29,12501828130
2006-10-02,14509694460
2006-10-03,14668769720
2006-10-04,15069842450
2006-10-05,15145995500
2006-10-06,14931074670
2006-10-09,15032612070
2006-10-10,14976766500
2006-10-11,15115534279
2006-10-12,15144303210
2006-10-13,15044458100
2006-10-16,15154456950
2006-10-17,14997073980
2006-10-18,15142610920
2006-10-19,15024150620
2006-10-20,14934459250
2006-10-23,15061381000
2006-10-24,15005535430
2006-10-25,15042765810
2006-10-26,15161226110
2006-10-27,14953074440
2006-10-30,15101995960
2006-10-31,15181533589
2006-11-01,15103688250
2006-11-02,14712769260
2006-11-03,14606154990
2006-11-06,14856613910
2006-11-07,14722923000
2006-11-08,14724615290
2006-11-09,14633231630
2006-11-10,14721230710
2006-11-13,14773691700
2006-11-14,14915844060
2006-11-15,14969997339
2006-11-16,15044458100
2006-11-17,15086765350
2006-11-20,15890603100
2006-11-21,16088601029
2006-11-22,16161369500
2006-11-24,16276445220
2006-11-27,16002294240
2006-11-28,16007371110
2006-11-29,16157984920
2006-11-30,16293368120
2006-12-01,16147831180
2006-12-04,16538750170
2006-12-05,16313675600
2006-12-06,16149523470
2006-12-07,16053062940
2006-12-08,16107216220
2006-12-11,16229061100
2006-12-12,16349213690
2006-12-13,16254445450
2006-12-14,16433828190
2006-12-15,16273060640
2006-12-18,16262906899
2006-12-19,16144446600
2006-12-20,16306906440
2006-12-21,16161369500
2006-12-22,15929525770
2006-12-26,16049678360
2006-12-27,16394905520
2006-12-28,16499827500
2006-12-29,16499827500
2007-01-03,16784132220
2007-01-04,16658902760
2007-01-05,16423674450
2007-01-08,16482904600
2007-01-09,16719825200
2007-01-10,17100590450
2007-01-11,17315511280
2007-01-12,17427202420
2007-01-16,17745352940
2007-01-17,17674276760
2007-01-18,17571047070
2007-01-19,17620123480
2007-01-22,17362895400
2007-01-23,17437356160
2007-01-24,17633661800
2007-01-25,17750429810
2007-01-26,17899351330
2007-01-29,17939966290
2007-01-30,18209040400
2007-01-31,18405346040
2007-02-01,18518729470
2007-02-02,18550882980
2007-02-05,18654112670
2007-02-06,18902879300
2007-02-07,19505334540
2007-02-08,19510411410
2007-02-09,19021339600
2007-02-12,18517037180
2007-02-13,18762419230
2007-02-14,18667650990
2007-02-15,18889340980
2007-02-16,18945186550
2007-02-20,19085646620
2007-02-21,18843649150
2007-02-22,18605036260
2007-02-23,18000888730
2007-02-26,17997504150
2007-02-27,17261358000
2007-02-28,17137820830
2007-03-01,17010899080
2007-03-02,16530288720
2007-03-05,16009063399
2007-03-06,16557365360
2007-03-07,16293368120
2007-03-08,16528596430
2007-03-09,16784132220
2007-03-12,16702902300
2007-03-13,16059832100
2007-03-14,16201984460
2007-03-15,16494750630
2007-03-16,16210445910
2007-03-19,16355982850
2007-03-20,16207061330
2007-03-21,16548903910
2007-03-22,16462597120
2007-03-23,16496442920
2007-03-26,16215522779
2007-03-27,15951525540
2007-03-28,15866911040
2007-03-29,15887218520
2007-03-30,16020909430
2007-04-02,16270763680
2007-04-03,16521395760
2007-04-04,16484139640
2007-04-05,16363903980
2007-04-09,16286004820
2007-04-10,16358823599
2007-04-11,15981182020
2007-04-12,15816916400
2007-04-13,15913443620
2007-04-16,15833851000
2007-04-17,16313100180
2007-04-18,16287698280
2007-04-19,16192864520
2007-04-20,16208105659
2007-04-23,16443496599
2007-04-24,16263989840
2007-04-25,16299552500
2007-04-26,16228427180
2007-04-27,16140367260
2007-04-30,15803368719
2007-05-01,15510400140
2007-05-02,15520560900
2007-05-03,15525641280
2007-05-04,15222511940
2007-05-07,15302104560
2007-05-08,15251300760
2007-05-09,15210657719
2007-05-10,14885513400
2007-05-11,14899061080
2007-05-14,15063326700
2007-05-15,14855031120
2007-05-16,14594238280
2007-05-17,14181034040
2007-05-18,14086200280
2007-05-21,14328365060
2007-05-22,14402877300
2007-05-23,14275867800
2007-05-24,13901613140
2007-05-25,13982899219
2007-05-29,14407957680
2007-05-30,15139532400
2007-05-31,15156467000
2007-06-01,15114130500
2007-06-04,15186949280
2007-06-05,14938010659
2007-06-06,14741569300
2007-06-07,14201355560
2007-06-08,14267400500
2007-06-11,13972738460
2007-06-12,13771216719
2007-06-13,13991366520
2007-06-14,13857583180
2007-06-15,14064185300
2007-06-18,13996446900
2007-06-19,14003220740
2007-06-20,13605257640
2007-06-21,13459620080
2007-06-22,13386801300
2007-06-25,13142943060
2007-06-26,13132782300
2007-06-27,13481635060
2007-06-28,13229309520
2007-06-29,13009159719
2007-07-02,13409339580
2007-07-03,13422889500
2007-07-05,13602425940
2007-07-06,13631219520
2007-07-09,13663400580
2007-07-10,13026554340
2007-07-11,12965579700
2007-07-12,13146809880
2007-07-13,13338202500
2007-07-16,13338202500
2007-07-17,13202703300
2007-07-18,13026554340
2007-07-19,13229803140
2007-07-20,12896136360
2007-07-23,12669175200
2007-07-24,12467620140
2007-07-25,12267758820
2007-07-26,11986597980
2007-07-27,11805367800
2007-07-30,11996760420
2007-07-31,11871423660
2007-08-01,12228802800
2007-08-02,12572632020
2007-08-03,12181378080
2007-08-06,12432051600
2007-08-07,12484557539
2007-08-08,13041798000
2007-08-09,12843630420
2007-08-10,12123790920
2007-08-13,11959498140
2007-08-14,11788430399
2007-08-15,11727455760
2007-08-16,12332120940
2007-08-17,12731843580
2007-08-20,12847017899
2007-08-21,12930011160
2007-08-22,13114628820
2007-08-23,12823305539
2007-08-24,12765718380
2007-08-27,12467620140
2007-08-28,11920542120
2007-08-29,12428664120
2007-08-30,12465926399
2007-08-31,12835161720
2007-09-04,13158666060
2007-09-05,12772493340
2007-09-06,13006229460
2007-09-07,12572632020
2007-09-10,12313489800
2007-09-11,12398176800
2007-09-12,12486251280
2007-09-13,12948642300
2007-09-14,12972354660
2007-09-17,13033329300
2007-09-18,13372077300
2007-09-19,13510963980
2007-09-20,13206090780
2007-09-21,13155278580
2007-09-24,13526207640
2007-09-25,13268759160
2007-09-26,13239965580
2007-09-27,13324652580
2007-09-28,13321265100
2007-10-01,13638607400
2007-10-02,13984208700
2007-10-03,13947119780
2007-10-04,14095475460
2007-10-05,14405673700
2007-10-08,14014554180
2007-10-09,14178082599
2007-10-10,14140993680
2007-10-11,13950491500
2007-10-12,13933632900
2007-10-15,13604890200
2007-10-16,13257603040
2007-10-17,13203655519
2007-10-18,13169938320
2007-10-19,12756902620
2007-10-22,12905258300
2007-10-23,13060357420
2007-10-24,13100818059
2007-10-25,13153079720
2007-10-26,13230629280
2007-10-29,13213770680
2007-10-30,13343581900
2007-10-31,13650408420
2007-11-01,12967635120
2007-11-02,12773761220
2007-11-05,12564714580
2007-11-06,12520882220
2007-11-07,11949375680
2007-11-08,12129762700
2007-11-09,12657436880
2007-11-12,12846253200
2007-11-13,13286262660
2007-11-14,13001352320
2007-11-15,12901886580
2007-11-16,12675981340
2007-11-19,12551227700
2007-11-20,12468620559
2007-11-21,12596745920
2007-11-23,12854682500
2007-11-26,12111218240
2007-11-27,12485479160
2007-11-28,12844567340
2007-11-29,12812536000
2007-11-30,13038441240
2007-12-03,12852996640
2007-12-04,12525939800
2007-12-05,13073844300
2007-12-06,13517225480
2007-12-07,13355382920
2007-12-10,13792020660
2007-12-11,12932232059
2007-12-12,12972692700
2007-12-13,12903572440
2007-12-14,12308463860
2007-12-17,12306778000
2007-12-18,12561342860
2007-12-19,12679353059
2007-12-20,12728243000
2007-12-21,12977750280
2007-12-24,13439675920
2007-12-26,13080587740
2007-12-27,12638892420
2007-12-28,12333751760
2007-12-31,12375898260
2008-01-02,12482107440
2008-01-03,12234286019
2008-01-04,11785847260
2008-01-07,11787533120
2008-01-08,11258173080
2008-01-09,11711669420
2008-01-10,12092673780
2008-01-11,12114589960
2008-01-14,12315207300
2008-01-15,12099417220
2008-01-16,12170223340
2008-01-17,12143249580
2008-01-18,12141563720
2008-01-22,12549541840
2008-01-23,13562743700
2008-01-24,13281205080
2008-01-25,12967635120
2008-01-28,13470021400
2008-01-29,13255917180
2008-01-30,12987865440
2008-01-31,13176681760
2008-02-01,13667267019
2008-02-04,13559371980
2008-02-05,12994608880
2008-02-06,12844567340
2008-02-07,13004724040
2008-02-08,12431531640
2008-02-11,12246087040
2008-02-12,12574829740
2008-02-13,12684410640
2008-02-14,12402872019
2008-02-15,12477049860
2008-02-19,12301720420
2008-02-20,12790619820
2008-02-21,12652379300
2008-02-22,12974378559
2008-02-25,13502052740
2008-02-26,13571173000
2008-02-27,13567801280
2008-02-28,13788648940
2008-02-29,13716156960
2008-03-03,13930261180
2008-03-04,13699298360
2008-03-05,13685811480
2008-03-06,13115990800
2008-03-07,13304807120
2008-03-10,13352011200
2008-03-11,14319694840
2008-03-12,14127506800
2008-03-13,14528741480
2008-03-14,14334867580
2008-03-17,14255632160
2008-03-18,15059787380
2008-03-19,15088447000
2008-03-20,15508226140
2008-03-24,15931377000
2008-03-25,15208143059
2008-03-26,15017640880
2008-03-27,14911431700
2008-03-28,14869285200
2008-03-31,14890641360
2008-04-01,15882006560
2008-04-02,15440092920
2008-04-03,15592998400
2008-04-04,15250221280
2008-04-07,15498902720
2008-04-08,15209894560
2008-04-09,15040186280
2008-04-10,15416569000
2008-04-11,15087234120
2008-04-14,15156125600
2008-04-15,15611481480
2008-04-16,16137409120
2008-04-17,15987864200
2008-04-18,15871924879
2008-04-21,15710618000
2008-04-22,15811434799
2008-04-23,15868564320
2008-04-24,16318879360
2008-04-25,16263430120
2008-04-28,16046674000
2008-04-29,15592998400
2008-04-30,15240139600
2008-05-01,15690454640
2008-05-02,15475378799
2008-05-05,15680372959
2008-05-06,15747584160
2008-05-07,15351038080
2008-05-08,15426650680
2008-05-09,14494095280
2008-05-12,14620116280
2008-05-13,15043546840
2008-05-14,14761259799
2008-05-15,15040186280
2008-05-16,15041866560
2008-05-19,14895682200
2008-05-20,14652041600
2008-05-21,14349591200
2008-05-22,14455448840
2008-05-23,14381516520
2008-05-27,14616755720
2008-05-28,14468891080
2008-05-29,14732695040
2008-05-30,14808307640
2008-06-02,14352951760
2008-06-03,14608354320
2008-06-04,14761259799
2008-06-05,15132601680
2008-06-06,14405040440
2008-06-09,14364713720
2008-06-10,14357992600
2008-06-11,14102590040
2008-06-12,13919439520
2008-06-13,14425203799
2008-06-16,14369754560
2008-06-17,13748050959
2008-06-18,13502730080
2008-06-19,13927840920
2008-06-20,13801819920
2008-06-23,13494328680
2008-06-24,13702683400
2008-06-25,13974888760
2008-06-26,13603546879
2008-06-27,13373348520
2008-06-30,13597522530
2008-07-01,13688408310
2008-07-02,13521784380
2008-07-03,13474658420
2008-07-07,13028644870
2008-07-08,13883644430
2008-07-09,12856971730
2008-07-10,13127946000
2008-07-11,13193585730
2008-07-14,12764402880
2008-07-15,12907463830
2008-07-16,13742266550
2008-07-17,14115908090
2008-07-18,14203427730
2008-07-21,13834835400
2008-07-22,14255602900
2008-07-23,14388565430
2008-07-24,13429215530
2008-07-25,13796124790
2008-07-28,13414067900
2008-07-29,14226990710
2008-07-30,14087295900
2008-07-31,13782660230
2008-08-01,13686725239
2008-08-04,13728801989
2008-08-05,14432325250
2008-08-06,14188280100
2008-08-07,13483073770
2008-08-08,14642709000
2008-08-11,14856458890
2008-08-12,14550140150
2008-08-13,14353220960
2008-08-14,14784086880
2008-08-15,14885071080
2008-08-18,14811016000
2008-08-19,14285898160
2008-08-20,14494598840
2008-08-21,14225307640
2008-08-22,14842994330
2008-08-25,14363319380
2008-08-26,14570336989
2008-08-27,14684785750
2008-08-28,15103870180
2008-08-29,14864874239
2008-09-02,15326035420
2008-09-03,15418604270
2008-09-04,14979323000
2008-09-05,14898535640
2008-09-08,15669381699
2008-09-09,14880021870
2008-09-10,14514795680
2008-09-11,14950710810
2008-09-12,15065159570
2008-09-15,13750681900
2008-09-16,15366429100
2008-09-17,14615779880
2008-09-18,16829016930
2008-09-19,16960296390
2008-09-22,15618889600
2008-09-23,15432068830
2008-09-24,15310887790
2008-09-25,15708092310
2008-09-26,16438544690
2008-09-29,15568397500
2008-09-30,16659026560
2008-10-01,16625375360
2008-10-02,15604061440
2008-10-03,14809893120
2008-10-06,14128456320
2008-10-07,13063395840
2008-10-08,13199683200
2008-10-09,11862048000
2008-10-10,14268108800
2008-10-13,14793067520
2008-10-14,13931596800
2008-10-15,12538437120
2008-10-16,12960759680
2008-10-17,12967489919
2008-10-20,13310732160
2008-10-21,12696597759
2008-10-22,11963001599
2008-10-23,12395419520
2008-10-24,11799793280
2008-10-27,11187341440
2008-10-28,13410003200
2008-10-29,12829520000
2008-10-30,13341018240
2008-10-31,13712864000
2008-11-03,13396542720
2008-11-04,14101535360
2008-11-05,12814376960
2008-11-06,12050494720
2008-11-07,12787456000
2008-11-10,12163226240
2008-11-11,11860365440
2008-11-12,11062832000
2008-11-13,12001700480
2008-11-14,10845781759
2008-11-17,10759971200
2008-11-18,10867655040
2008-11-19,9669672320
2008-11-20,9055537920
2008-11-21,10095360000
2008-11-24,11618076800
2008-11-25,11899064320
2008-11-26,12267544960
2008-11-28,11759411840
2008-12-01,9563671040
2008-12-02,10899623680
2008-12-03,11274834560
2008-12-04,10973656320
2008-12-05,11695474560
2008-12-08,12954029440
2008-12-09,11924302720
2008-12-10,12718471040
2008-12-11,10860924800
2008-12-12,11572647680
2008-12-15,11347184640
2008-12-16,12869901440
2008-12-17,12954029440
2008-12-18,12119479680
2008-12-19,12671359360
2008-12-22,12482912640
2008-12-23,12410562560
2008-12-24,12390371840
2008-12-26,12577136000
2008-12-29,12082463360
2008-12-30,12630977919
2008-12-31,13380804000
2009-01-02,12721020960
2009-01-05,12133612080
2009-01-06,12468552960
2009-01-07,11657289120
2009-01-08,11386306800
2009-01-09,11042950320
2009-01-12,10728206880
2009-01-13,10909983839
2009-01-14,10591874160
2009-01-15,10871272080
2009-01-16,11334130080
2009-01-20,10085255040
2009-01-21,11207896080
2009-01-22,10399998480
2009-01-23,10750087440
2009-01-26,10790482320
2009-01-27,11004238560
2009-01-28,11780156880
2009-01-29,10716425040
2009-01-30,10413463440
2009-02-02,10701276960
2009-02-03,10511084400
2009-02-04,10534648080
2009-02-05,10389899760
2009-02-06,10941963120
2009-02-09,11066514000
2009-02-10,10164361680
2009-02-11,10440393360
2009-02-12,10421879040
2009-02-13,9681306240
2009-02-17,9088848000
2009-02-18,9280723680
2009-02-19,8678166720
2009-02-20,9268941840
2009-02-23,8646187440
2009-02-24,9396858960
2009-02-25,9093897360
2009-02-26,8824598160
2009-02-27,9337949760
2009-03-02,8466093599
2009-03-03,8425698720
2009-03-04,8407184400
2009-03-05,8087391599
2009-03-06,8218674960
2009-03-09,8466093599
2009-03-10,9664475040
2009-03-11,9242011920
2009-03-12,9773877840
2009-03-13,9555072240
2009-03-16,8890239840
2009-03-17,9610615200
2009-03-18,9874865040
2009-03-19,9373295280
2009-03-20,8674800480
2009-03-23,9962387280
2009-03-24,9159539040
2009-03-25,9263892480
2009-03-26,9661108800
2009-03-27,9112411680
2009-03-30,8708462880
2009-03-31,9301227000
2009-04-01,9217053000
2009-04-02,9828156240
2009-04-03,10456094280
2009-04-06,10483029960
2009-04-07,9582368160
2009-04-08,9897178920
2009-04-09,10947670440
