,MMM
2004-08-24,52589022000
2004-08-25,52994934000
2004-08-26,53041770000
2004-08-27,53174472000
2004-08-30,53057382000
2004-08-31,53752116000
2004-09-01,54079968000
2004-09-02,54524909999
2004-09-03,54782508000
2004-09-07,54962046000
2004-09-08,54720059999
2004-09-09,54720059999
2004-09-10,55274286000
2004-09-13,55243062000
2004-09-14,54766896000
2004-09-15,53517936000
2004-09-16,53549159999
2004-09-17,53728698000
2004-09-20,52823202000
2004-09-21,53236920000
2004-09-22,52362648000
2004-09-23,51363480000
2004-09-24,51347868000
2004-09-27,50699970000
2004-09-28,51605466000
2004-09-29,51418122000
2004-09-30,51595862000
2004-10-01,51418371000
2004-10-04,50932200000
2004-10-05,50816444999
2004-10-06,52352128000
2004-10-07,51395219999
2004-10-08,51140559000
2004-10-11,51109691000
2004-10-12,50731557999
2004-10-13,50314840000
2004-10-14,50067896000
2004-10-15,50314840000
2004-10-18,49103271000
2004-10-19,48640251000
2004-10-20,49550856999
2004-10-21,50067896000
2004-10-22,48956648000
2004-10-25,48756006000
2004-10-26,49180441000
2004-10-27,50044744999
2004-10-28,49774650000
2004-10-29,50044744999
2004-11-01,49620310000
2004-11-02,48956648000
2004-11-03,48578515000
2004-11-04,50376576000
2004-11-05,52521902000
2004-11-08,52506468000
2004-11-09,52382996000
2004-11-10,52166919999
2004-11-11,52830581999
2004-11-12,53347621000
2004-11-15,53085243000
2004-11-16,52761129000
2004-11-17,53054375000
2004-11-18,53146979000
2004-11-19,52228656000
2004-11-22,52089750000
2004-11-23,51773353000
2004-11-24,51781069999
2004-11-26,51719334000
2004-11-29,51619013000
2004-11-30,51348918000
2004-12-01,51904542000
2004-12-02,51557277000
2004-12-03,52313543000
2004-12-06,51858240000
2004-12-07,50885898000
2004-12-08,51125125000
2004-12-09,50947634000
2004-12-10,50839596000
2004-12-13,50638954000
2004-12-14,50646671000
2004-12-15,51032521000
2004-12-16,51549560000
2004-12-17,52012580000
2004-12-20,52097467000
2004-12-21,52328977000
2004-12-22,52591355000
2004-12-23,53262734000
2004-12-27,53000356000
2004-12-28,53548263000
2004-12-29,53386206000
2004-12-30,53393923000
2004-12-31,52954054000
2005-01-03,53162413000
2005-01-04,52730261000
2005-01-05,52089750000
2005-01-06,52560487000
2005-01-07,53100677000
2005-01-10,54157906000
2005-01-11,54651793999
2005-01-12,54813851000
2005-01-13,54057585000
2005-01-14,54181056999
2005-01-18,52915468999
2005-01-19,53015790000
2005-01-20,53517394999
2005-01-21,52437015000
2005-01-24,52660807999
2005-01-25,53432507999
2005-01-26,53826075000
2005-01-27,53478810000
2005-01-28,53710319999
2005-01-31,54428001000
2005-02-01,54250510000
2005-02-02,53772056000
2005-02-03,53772056000
2005-02-04,54250510000
2005-02-07,54119321000
2005-02-08,54412567000
2005-02-09,53779773000
2005-02-10,54134755000
2005-02-11,54219642000
2005-02-14,54590057999
2005-02-15,55477513000
2005-02-16,56002268999
2005-02-17,55300022000
2005-02-18,55199701000
2005-02-22,54235076000
2005-02-23,54142472000
2005-02-24,54373981999
2005-02-25,54582341000
2005-02-28,54157906000
2005-03-01,54497454000
2005-03-02,54559190000
2005-03-03,54775266000
2005-03-04,55786193000
2005-03-07,55948250000
2005-03-08,55732174000
2005-03-09,55562400000
2005-03-10,55909665000
2005-03-11,55246003000
2005-03-14,55423493999
2005-03-15,55400343000
2005-03-16,55485230000
2005-03-17,55469796000
2005-03-18,55593268000
2005-03-21,55276871000
2005-03-22,55083946000
2005-03-23,54883304000
2005-03-24,55022210000
2005-03-28,54952756999
2005-03-29,54613209000
2005-03-30,55477513000
2005-03-31,55019520000
2005-04-01,54658560000
2005-04-04,54389759999
2005-04-05,54236160000
2005-04-06,54466560000
2005-04-07,54681600000
2005-04-08,54289920000
2005-04-11,54236160000
2005-04-12,54743040000
2005-04-13,54074880000
2005-04-14,52899840000
2005-04-15,51924480000
2005-04-18,48737280000
2005-04-19,49397759999
2005-04-20,48737280000
2005-04-21,50012160000
2005-04-22,49482240000
2005-04-25,49766400000
2005-04-26,48883200000
2005-04-27,49182720000
2005-04-28,48307200000
2005-04-29,49098240000
2005-05-02,49367040000
2005-05-03,49290240000
2005-05-04,49666560000
2005-05-05,49743360000
2005-05-06,49651200000
2005-05-09,49912319999
2005-05-10,49190400000
2005-05-11,49436160000
2005-05-12,48660480000
2005-05-13,48552960000
2005-05-16,49067520000
2005-05-17,49451520000
2005-05-18,50150400000
2005-05-19,49996799999
2005-05-20,49482240000
2005-05-23,50426880000
2005-05-24,50204160000
2005-05-25,49482240000
2005-05-26,49428480000
2005-05-27,49428480000
2005-05-31,49221120000
2005-06-01,49443840000
2005-06-02,49167360000
2005-06-03,48798720000
2005-06-06,48906240000
2005-06-07,49021440000
2005-06-08,49159680000
2005-06-09,48913920000
2005-06-10,48668160000
2005-06-13,48860160000
2005-06-14,49221120000
2005-06-15,48883200000
2005-06-16,49228799999
2005-06-17,49390080000
2005-06-20,49566720000
2005-06-21,49566720000
2005-06-22,50004480000
2005-06-23,48714240000
2005-06-24,48468480000
2005-06-27,48668160000
2005-06-28,49505279999
2005-06-29,48829440000
2005-06-30,46074990000
2005-07-01,46517066000
2005-07-05,46913410000
2005-07-06,46410358000
2005-07-07,47035362000
2005-07-08,47797562000
2005-07-11,48514030000
2005-07-12,47713720000
2005-07-13,47873782000
2005-07-14,48071954000
2005-07-15,48079576000
2005-07-18,47492682000
2005-07-19,47340242000
2005-07-20,47591768000
2005-07-21,47507926000
2005-07-22,47607012000
2005-07-25,47264022000
2005-07-26,47020118000
2005-07-27,46936276000
2005-07-28,47599390000
2005-07-29,47797562000
2005-08-01,47988112000
2005-08-02,47721342000
2005-08-03,47279266000
2005-08-04,46745726000
2005-08-05,46517066000
2005-08-08,46097856000
2005-08-09,45884440000
2005-08-10,45884440000
2005-08-11,46113100000
2005-08-12,45846330000
2005-08-15,45998770000
2005-08-16,45663402000
2005-08-17,45732000000
2005-08-18,45831086000
2005-08-19,45930172000
2005-08-22,45831086000
2005-08-23,45236570000
2005-08-24,45449986000
2005-08-25,45434742000
2005-08-26,45236570000
2005-08-29,45297546000
2005-08-30,45228948000
2005-08-31,45343278000
2005-09-01,45152728000
2005-09-02,45564316000
2005-09-06,46326516000
2005-09-07,47012496000
2005-09-08,46593286000
2005-09-09,46852434000
2005-09-12,47302132000
2005-09-13,47157314000
2005-09-14,46982008000
2005-09-15,46715238000
2005-09-16,46745726000
2005-09-19,46204564000
2005-09-20,46105478000
2005-09-21,46090234000
2005-09-22,46395114000
2005-09-23,46235052000
2005-09-26,46600908000
2005-09-27,46631396000
2005-09-28,46318894000
2005-09-29,46631396000
2005-09-30,46267352000
2005-10-03,45746816000
2005-10-04,45098032000
2005-10-05,44886800000
2005-10-06,44849080000
2005-10-07,45241368000
2005-10-10,45030136000
2005-10-11,44502056000
2005-10-12,44388896000
2005-10-13,44192752000
2005-10-14,44607672000
2005-10-17,45709096000
2005-10-18,47119824000
2005-10-19,47715800000
2005-10-20,47240528000
2005-10-21,47232984000
2005-10-24,47655448000
2005-10-25,47730888000
2005-10-26,47414040000
2005-10-27,47187720000
2005-10-28,48085456000
2005-10-31,47919488000
2005-11-01,47217896000
2005-11-02,47398952000
2005-11-03,47391408000
2005-11-04,47383864000
2005-11-07,47844048000
2005-11-08,47904400000
2005-11-09,47994928000
2005-11-10,48681432000
2005-11-11,48915296000
2005-11-14,48960560000
2005-11-15,49232144000
2005-11-16,48507920000
2005-11-17,48734239999
2005-11-18,49300039999
2005-11-21,49971455999
2005-11-22,49375480000
2005-11-23,49277407999
2005-11-25,49398112000
2005-11-28,49322672000
2005-11-29,49420744000
2005-11-30,49503728000
2005-12-01,50001632000
2005-12-02,50077072000
2005-12-05,49398112000
2005-12-06,49005823999
2005-12-07,48809680000
2005-12-08,48530552000
2005-12-09,49111439999
2005-12-12,48636168000
2005-12-13,48538096000
2005-12-14,48915296000
2005-12-15,48877576000
2005-12-16,48621080000
2005-12-19,48922839999
2005-12-20,48839855999
2005-12-21,49232144000
2005-12-22,49601800000
2005-12-23,49579168000
2005-12-27,48809680000
2005-12-28,49322672000
2005-12-29,49383023999
2005-12-30,48885120000
2006-01-03,49896016000
2006-01-04,49647064000
2006-01-05,49194423999
2006-01-06,49594255999
2006-01-09,49843207999
2006-01-10,49533904000
2006-01-11,49428288000
2006-01-12,49005823999
2006-01-13,48885120000
2006-01-17,48621080000
2006-01-18,48681432000
2006-01-19,48507920000
2006-01-20,47459304000
2006-01-23,47745976000
2006-01-24,46802976000
2006-01-25,46041032000
2006-01-26,45852432000
2006-01-27,45822256000
2006-01-30,45822256000
2006-01-31,45882608000
2006-02-01,46161736000
2006-02-02,45505408000
2006-02-03,44841536000
2006-02-06,44886800000
2006-02-07,44562408000
2006-02-08,44781184000
2006-02-09,45490320000
2006-02-10,45799624000
2006-02-13,45988224000
2006-02-14,46486128000
2006-02-15,46124016000
2006-02-16,46078752000
2006-02-17,46531392000
2006-02-21,46169280000
2006-02-22,46033488000
2006-02-23,46455952000
2006-02-24,46614376000
2006-02-27,46478584000
2006-02-28,46418232000
2006-03-01,46463496000
2006-03-02,46078752000
2006-03-03,45965592000
2006-03-06,45384704000
2006-03-07,45580848000
2006-03-08,45656288000
2006-03-09,45286632000
2006-03-10,45611024000
2006-03-13,45467688000
2006-03-14,46380512000
2006-03-15,46674728000
2006-03-16,47232984000
2006-03-17,47172632000
2006-03-20,47308424000
2006-03-21,47263160000
2006-03-22,47979840000
2006-03-23,48424936000
2006-03-24,48440023999
2006-03-27,48462655999
2006-03-28,48123176000
2006-03-29,48922839999
2006-03-30,48266512000
2006-03-31,47782728000
2006-04-03,47880891000
2006-04-04,48613338000
2006-04-05,48900276000
2006-04-06,51377004000
2006-04-07,51158025000
2006-04-10,51127820999
2006-04-11,51007005000
2006-04-12,51203331000
2006-04-13,51120270000
2006-04-17,50667209999
2006-04-18,51512922000
2006-04-19,51694145999
2006-04-20,52147206000
2006-04-21,53702712000
2006-04-24,53951895000
2006-04-25,53544141000
2006-04-26,53989650000
2006-04-27,53808426000
2006-04-28,53936793000
2006-05-01,53642304000
2006-05-02,53347815000
2006-05-03,54231281999
2006-05-04,54593730000
2006-05-05,55114748999
2006-05-08,55635768000
2006-05-09,55288422000
2006-05-10,55333728000
2006-05-11,55031688000
2006-05-12,54654138000
2006-05-15,55001484000
2006-05-16,54774954000
2006-05-17,53294958000
2006-05-18,53128836000
2006-05-19,53226998999
2006-05-22,52857000000
2006-05-23,52675776000
2006-05-24,52917408000
2006-05-25,52562511000
2006-05-26,52947612000
2006-05-30,52690878000
2006-05-31,52819245000
2006-06-01,53355366000
2006-06-02,53521488000
2006-06-05,52366184999
2006-06-06,51935778000
2006-06-07,50720067000
2006-06-08,51611084999
2006-06-09,50863536000
2006-06-12,50606802000
2006-06-13,50478434999
2006-06-14,50440680000
2006-06-15,51074964000
2006-06-16,50825781000
2006-06-19,50146191000
2006-06-20,50433129000
2006-06-21,50757822000
2006-06-22,50244354000
2006-06-23,50455781999
2006-06-26,50637006000
2006-06-27,49685580000
2006-06-28,50048028000
2006-06-29,51233534999
2006-06-30,50323356000
2006-07-03,50539463999
2006-07-05,50189219999
2006-07-06,50710860000
2006-07-07,46165140000
2006-07-10,45554076000
2006-07-11,45539172000
2006-07-12,45308160000
2006-07-13,44630028000
2006-07-14,44376660000
2006-07-17,44026416000
2006-07-18,44145648000
2006-07-19,44249976000
2006-07-20,44294688000
2006-07-21,44063676000
2006-07-24,44667288000
2006-07-25,42439140000
2006-07-26,43027848000
2006-07-27,43460064000
2006-07-28,43936992000
2006-07-31,43862472000
2006-08-01,43556940000
2006-08-02,43370640000
2006-08-03,43161984000
2006-08-04,43273764000
2006-08-07,42990588000
2006-08-08,42714864000
2006-08-09,42550920000
2006-08-10,42625440000
2006-08-11,42699960000
2006-08-14,42752124000
2006-08-15,43474968000
2006-08-16,44108388000
2006-08-17,44361756000
2006-08-18,44369208000
2006-08-21,44309592000
2006-08-22,44413920000
2006-08-23,43825212000
2006-08-24,43676172000
2006-08-25,43564392000
2006-08-28,44197812000
2006-08-29,44615124000
2006-08-30,44510796000
2006-08-31,44674740000
2006-09-01,44682192000
2006-09-05,44451180000
2006-09-06,44548056000
2006-09-07,43981704000
2006-09-08,44555508000
2006-09-11,44451180000
2006-09-12,45211284000
2006-09-13,45710568000
2006-09-14,45814896000
2006-09-15,46194948000
2006-09-18,46038456000
2006-09-19,45636048000
2006-09-20,45740376000
2006-09-21,45554076000
2006-09-22,45524268000
2006-09-25,45919224000
2006-09-26,46575000000
2006-09-27,46507932000
2006-09-28,46478124000
2006-09-29,46366344000
2006-10-02,44873829000
2006-10-03,45136377000
2006-10-04,45654180000
2006-10-05,46288671000
2006-10-06,46310550000
2006-10-09,46215741000
2006-10-10,45851091000
2006-10-11,46018830000
2006-10-12,45996951000
2006-10-13,45975072000
2006-10-16,46186569000
2006-10-17,46215741000
2006-10-18,46055295000
2006-10-19,46587684000
2006-10-20,47849373000
2006-10-23,48833927999
2006-10-24,48709947000
2006-10-25,48447399000
2006-10-26,48316125000
2006-10-27,48141093000
2006-10-30,48133800000
2006-10-31,48075456000
2006-11-01,48075456000
2006-11-02,48097335000
2006-11-03,47915010000
2006-11-06,48527622000
2006-11-07,48425520000
2006-11-08,48425520000
2006-11-09,48111921000
2006-11-10,48286952999
2006-11-13,48476571000
2006-11-14,48833927999
2006-11-15,49213164000
2006-11-16,48957909000
2006-11-17,49636158000
2006-11-20,49621572000
2006-11-21,49782018000
2006-11-22,49679916000
2006-11-24,49483004999
2006-11-27,48921444000
2006-11-28,49030839000
2006-11-29,49380902999
2006-11-30,49672623000
2006-12-01,48768291000
2006-12-04,49322559000
2006-12-05,49118354999
2006-12-06,48658896000
2006-12-07,48513036000
2006-12-08,47900424000
2006-12-11,48075456000
2006-12-12,48177558000
2006-12-13,48323418000
2006-12-14,48031698000
2006-12-15,47747271000
2006-12-18,47776443000
2006-12-19,47630583000
2006-12-20,48068163000
2006-12-21,48053577000
2006-12-22,47776443000
2006-12-26,47579532000
2006-12-27,47849373000
2006-12-28,47659754999
2006-12-29,47521188000
2007-01-03,47718099000
2007-01-04,47528481000
2007-01-05,47207589000
2007-01-08,47309691000
2007-01-09,47368035000
2007-01-10,47470137000
2007-01-11,47958768000
2007-01-12,48389054999
2007-01-16,48513036000
2007-01-17,48111921000
2007-01-18,48053577000
2007-01-19,48323418000
2007-01-22,47856666000
2007-01-23,48075456000
2007-01-24,48469277999
2007-01-25,48177558000
2007-01-26,47980647000
2007-01-29,48148386000
2007-01-30,45544785000
2007-01-31,45304116000
2007-02-01,45114498000
2007-02-02,45041568000
2007-02-05,45078033000
2007-02-06,45289530000
2007-02-07,45515613000
2007-02-08,45508320000
2007-02-09,45449976000
2007-02-12,45479148000
2007-02-13,46602270000
2007-02-14,46850232000
2007-02-15,46893990000
2007-02-16,46850232000
2007-02-20,46697079000
2007-02-21,46478289000
2007-02-22,46551219000
2007-02-23,46470996000
2007-02-26,46412652000
2007-02-27,45428097000
2007-02-28,45172842000
2007-03-01,44917587000
2007-03-02,44516472000
2007-03-05,44618574000
2007-03-06,44800899000
2007-03-07,44997810000
2007-03-08,45435390000
2007-03-09,45566664000
2007-03-12,45836505000
2007-03-13,45588543000
2007-03-14,46215741000
2007-03-15,46332429000
2007-03-16,45902142000
2007-03-19,46558512000
2007-03-20,46573098000
2007-03-21,46886697000
2007-03-22,47426379000
2007-03-23,47543067000
2007-03-26,47185710000
2007-03-27,47054436000
2007-03-28,46573098000
2007-03-29,46398066000
2007-03-30,46602270000
2007-04-02,45819552000
2007-04-03,46523584000
2007-04-04,46343984000
2007-04-05,46099728000
2007-04-09,46150016000
2007-04-10,45948864000
2007-04-11,45783632000
2007-04-12,46078176000
2007-04-13,46078176000
2007-04-16,46343984000
2007-04-17,46415824000
2007-04-18,46293696000
2007-04-19,46595424000
2007-04-20,46696000000
2007-04-23,46415824000
2007-04-24,46250592000
2007-04-25,46229039999
2007-04-26,48319584000
2007-04-27,48980512000
2007-04-30,49713280000
2007-05-01,50216160000
2007-05-02,50704672000
2007-05-03,50496336000
2007-05-04,50582544000
2007-05-07,51013584000
2007-05-08,50920192000
2007-05-09,51272208000
2007-05-10,50841168000
2007-05-11,51387152000
2007-05-14,50948928000
2007-05-15,51753536000
2007-05-16,51660144000
2007-05-17,52055263999
2007-05-18,52191760000
2007-05-21,52292336000
2007-05-22,52723376000
2007-05-23,52816768000
2007-05-24,52342624000
2007-05-25,52464752000
2007-05-29,52443200000
2007-05-30,52816768000
2007-05-31,52831136000
2007-06-01,53111312000
2007-06-04,52895792000
2007-06-05,52529408000
2007-06-06,52026528000
2007-06-07,50984848000
2007-06-08,51617039999
2007-06-11,51236287999
2007-06-12,51078239999
2007-06-13,52371360000
2007-06-14,52507856000
2007-06-15,52658720000
2007-06-18,52629984000
2007-06-19,52744928000
2007-06-20,52306704000
2007-06-21,52500672000
2007-06-22,51911584000
2007-06-25,51803824000
2007-06-26,51703248000
2007-06-27,52335439999
2007-06-28,52163024000
2007-06-29,52127104000
2007-07-02,52565764999
2007-07-03,52530040000
2007-07-05,52422865000
2007-07-06,52637215000
2007-07-09,52637215000
2007-07-10,52101340000
2007-07-11,52494315000
2007-07-12,53723255000
2007-07-13,53894735000
2007-07-16,54280565000
2007-07-17,54409175000
2007-07-18,54644960000
2007-07-19,54459190000
2007-07-20,53887590000
2007-07-23,54280565000
2007-07-24,53580355000
2007-07-25,53537485000
2007-07-26,53794705000
2007-07-27,53794705000
2007-07-30,53873300000
2007-07-31,53115930000
2007-08-01,53208815000
2007-08-02,53237395000
2007-08-03,52308544999
2007-08-06,52430010000
2007-08-07,52587199999
2007-08-08,52658650000
2007-08-09,51886990000
2007-08-10,51358260000
2007-08-13,51522595000
2007-08-14,51229650000
2007-08-15,50815240000
2007-08-16,51015300000
2007-08-17,52465735000
2007-08-20,52730100000
2007-08-21,52844419999
2007-08-22,53208815000
2007-08-23,53015900000
2007-08-24,53258830000
2007-08-27,52987320000
2007-08-28,52344270000
2007-08-29,53023044999
2007-08-30,53380294999
2007-08-31,54352014999
2007-09-04,54452044999
2007-09-05,53716110000
2007-09-06,54137665000
2007-09-07,53115930000
2007-09-10,52458590000
2007-09-11,52715810000
2007-09-12,53215960000
2007-09-13,53223105000
2007-09-14,53180235000
2007-09-17,53123074999
2007-09-18,54752135000
2007-09-19,54937905000
2007-09-20,54623525000
2007-09-21,54766425000
2007-09-24,54845020000
2007-09-25,54902180000
2007-09-26,55280865000
2007-09-27,55788160000
2007-09-28,55902480000
2007-10-01,55961864999
2007-10-02,55460250000
2007-10-03,55636875000
2007-10-04,55672200000
2007-10-05,56618910000
2007-10-08,56357505000
2007-10-09,56484675000
2007-10-10,56597715000
2007-10-11,55735785000
2007-10-12,55622745000
2007-10-15,55756980000
2007-10-16,55509704999
2007-10-17,55679265000
2007-10-18,55954800000
2007-10-19,51164730000
2007-10-22,50966910000
2007-10-23,50754960000
2007-10-24,50860935000
2007-10-25,50853870000
2007-10-26,50875065000
2007-10-29,50783220000
2007-10-30,50677245000
2007-10-31,51009300000
2007-11-01,49560975000
2007-11-02,50140305000
2007-11-05,50239215000
2007-11-06,50472360000
2007-11-07,49186530000
2007-11-08,48925125000
2007-11-09,46968120000
2007-11-12,46791495000
2007-11-13,47978415000
2007-11-14,47377890000
2007-11-15,47045835000
2007-11-16,48183300000
2007-11-19,48261015000
2007-11-20,48501225000
2007-11-21,47985480000
2007-11-23,48882735000
2007-11-26,47844180000
2007-11-27,48508290000
2007-11-28,49271310000
2007-11-29,49384350000
2007-11-30,49179465000
2007-12-03,48557745000
2007-12-04,48487095000
2007-12-05,49476195000
2007-12-06,50104980000
2007-12-07,50910390000
2007-12-10,51235380000
2007-12-11,49999005000
2007-12-12,51185925000
2007-12-13,51341355000
2007-12-14,50754960000
2007-12-17,50670180000
2007-12-18,50712570000
2007-12-19,50168565000
2007-12-20,49907160000
2007-12-21,50825610000
2007-12-24,50952780000
2007-12-26,50839739999
2007-12-27,50444100000
2007-12-28,50260410000
2007-12-31,49808250000
2008-01-02,48854475000
2008-01-03,48847410000
2008-01-04,48296340000
2008-01-07,47907765000
2008-01-08,47377890000
2008-01-09,47363760000
2008-01-10,47377890000
2008-01-11,45823590000
2008-01-14,46367595000
2008-01-15,45590445000
2008-01-16,45661095000
2008-01-17,44276355000
2008-01-18,44248095000
2008-01-22,44396460000
2008-01-23,44954595000
2008-01-24,44735580000
2008-01-25,44601345000
2008-01-28,45745875000
2008-01-29,46084995000
2008-01-30,46205100000
2008-01-31,47045835000
2008-02-01,47971350000
2008-02-04,47589840000
2008-02-05,46720845000
2008-02-06,46770300000
2008-02-07,46734975000
2008-02-08,46402920000
2008-02-11,46826820000
2008-02-12,46720845000
2008-02-13,48070260000
2008-02-14,47427345000
2008-02-15,47222460000
2008-02-19,47165940000
2008-02-20,47222460000
2008-02-21,46643130000
2008-02-22,47059965000
2008-02-25,47844180000
2008-02-26,48013739999
2008-02-27,47540385000
2008-02-28,47137680000
2008-02-29,46311075000
2008-03-03,46360530000
2008-03-04,46318140000
2008-03-05,46621935000
2008-03-06,46042605000
2008-03-07,45194805000
2008-03-10,44587215000
2008-03-11,46042605000
2008-03-12,46325204999
2008-03-13,46713780000
2008-03-14,45795329999
2008-03-17,46374660000
2008-03-18,47815920000
2008-03-19,46939860000
2008-03-20,46063800000
2008-03-24,46452375000
2008-03-25,46650195000
2008-03-26,46466505000
2008-03-27,45993149999
2008-03-28,46042605000
2008-03-31,46464978000
2008-04-01,47735779000
2008-04-02,47497065000
2008-04-03,47061763000
2008-04-04,47265371999
2008-04-07,47068784000
2008-04-08,46893259000
2008-04-09,46717734000
2008-04-10,47167078000
2008-04-11,46064781000
2008-04-14,45938403000
2008-04-15,46282432000
2008-04-16,47363665999
2008-04-17,47342603000
2008-04-18,48662551000
2008-04-21,48332564000
2008-04-22,47651527000
2008-04-23,47328561000
2008-04-24,46450936000
2008-04-25,45678626000
2008-04-28,45278429000
2008-04-29,45116946000
2008-04-30,45138009000
2008-05-01,45692668000
2008-05-02,46106907000
2008-05-05,45524164000
2008-05-06,45643521000
2008-05-07,45011631000
2008-05-08,45173114000
2008-05-09,44801001000
2008-05-12,45594374000
2008-05-13,45306513000
2008-05-14,45629479000
2008-05-15,45706709999
2008-05-16,46177117000
2008-05-19,46401789000
2008-05-20,45510121999
2008-05-21,44681644000
2008-05-22,44990568000
2008-05-23,44499098000
2008-05-27,44709728000
2008-05-28,45138009000
2008-05-29,45643521000
2008-05-30,45531184999
2008-06-02,44758875000
2008-06-03,44744833000
2008-06-04,44822064000
2008-06-05,45496080000
2008-06-06,43944439000
2008-06-09,44506119000
2008-06-10,44611434000
2008-06-11,44183153000
2008-06-12,44351657000
2008-06-13,44681644000
2008-06-16,44141027000
2008-06-17,44007628000
2008-06-18,43614452000
2008-06-19,43509137000
2008-06-20,42863205000
2008-06-23,42828100000
2008-06-24,42519176000
2008-06-25,42596407000
2008-06-26,41241354000
2008-06-27,40806052000
2008-06-30,40464190000
2008-07-01,40575470000
2008-07-02,39817375000
2008-07-03,40387685000
2008-07-07,40617200000
2008-07-08,41305745000
2008-07-09,39914745000
2008-07-10,40074710000
2008-07-11,39963430000
2008-07-14,40137305000
2008-07-15,39358345000
2008-07-16,39914745000
2008-07-17,40387685000
2008-07-18,40088620000
2008-07-21,39963430000
2008-07-22,40881490000
2008-07-23,41166645000
2008-07-24,41312700000
2008-07-25,41257060000
2008-07-28,40492010000
2008-07-29,40985815000
2008-07-30,41458755000
2008-07-31,40930175000
2008-08-01,40791075000
2008-08-04,40561560000
2008-08-05,41799550000
2008-08-06,41757820000
2008-08-07,41389205000
2008-08-08,42724565000
2008-08-11,43253145000
2008-08-12,42801070000
2008-08-13,42425500000
2008-08-14,42474185000
2008-08-15,42731520000
2008-08-18,42126435000
2008-08-19,41465710000
2008-08-20,41104050000
2008-08-21,41236195000
2008-08-22,42029065000
2008-08-25,41131870000
2008-08-26,41124915000
2008-08-27,41124915000
2008-08-28,42161210000
2008-08-29,41632630000
2008-09-02,41354430000
2008-09-03,41187510000
2008-09-04,40554605000
2008-09-05,40234675000
2008-09-08,41389205000
2008-09-09,40387685000
2008-09-10,39935610000
2008-09-11,40672840000
2008-09-12,40791075000
2008-09-15,40053845000
2008-09-16,40547650000
2008-09-17,40032980000
2008-09-18,40992770000
2008-09-19,42265535000
2008-09-22,41111005000
2008-09-23,40123395000
2008-09-24,39873015000
2008-09-25,40547650000
2008-09-26,40387685000
2008-09-29,38565475000
2008-09-30,39571519000
2008-10-01,39037986000
2008-10-02,38005565000
2008-10-03,37423529000
2008-10-06,36495043000
2008-10-07,34742006000
2008-10-08,33238413000
2008-10-09,30993416999
2008-10-10,31436873000
2008-10-13,34541065000
2008-10-14,34395556000
2008-10-15,31679388000
2008-10-16,33176052000
2008-10-17,32725666999
2008-10-20,33314632000
2008-10-21,34783580000
2008-10-22,33709585000
2008-10-23,35649705000
2008-10-24,34534136000
2008-10-27,34970663000
2008-10-28,37257233000
2008-10-29,35996155000
2008-10-30,36238670000
2008-10-31,37250304000
2008-11-03,37139440000
2008-11-04,38005565000
2008-11-05,37375026000
2008-11-06,36127806000
2008-11-07,37555180000
2008-11-10,37624470000
2008-11-11,36134735000
2008-11-12,34437130000
2008-11-13,37326523000
2008-11-14,36529688000
2008-11-17,35220107000
2008-11-18,36016942000
2008-11-19,34049106000
2008-11-20,32898891999
2008-11-21,35511125000
2008-11-24,36647481000
2008-11-25,36869209000
2008-11-26,38185719000
2008-11-28,38774684000
2008-12-01,36120877000
2008-12-02,35254752000
2008-12-03,35171604000
2008-12-04,34263905000
2008-12-05,34672716000
2008-12-08,33238413000
2008-12-09,32531655000
2008-12-10,33321561000
2008-12-11,31942690000
2008-12-12,32462365000
2008-12-15,32226779000
2008-12-16,33785804000
2008-12-17,33938241999
2008-12-18,32850388999
2008-12-19,32801886000
2008-12-22,32656377000
2008-12-23,32115915000
2008-12-24,32150560000
2008-12-26,32289140000
2008-12-29,32074341000
2008-12-30,33120619999
2008-12-31,33364285000
2009-01-02,34321315000
2009-01-05,33919084999
2009-01-06,34321315000
2009-01-07,33669424999
2009-01-08,33967629999
2009-01-09,33475245000
2009-01-12,33093820000
2009-01-13,32615305000
2009-01-14,31914870000
2009-01-15,31991155000
2009-01-16,32712395000
2009-01-20,31262980000
2009-01-21,31450225000
2009-01-22,31346200000
2009-01-23,30673504999
2009-01-26,31054930000
2009-01-27,31304590000
2009-01-28,32136790000
2009-01-29,32788680000
2009-01-30,31186695000
2009-02-02,29348920000
2009-02-03,29938395000
2009-02-04,29480685000
2009-02-05,29889850000
2009-02-06,30375299999
2009-02-09,31373940000
2009-02-10,29619385000
2009-02-11,29737280000
2009-02-12,28974430000
2009-02-13,28655420000
2009-02-17,27497275000
2009-02-18,27330834999
2009-02-19,27289225000
2009-02-20,27393250000
2009-02-23,26332195000
2009-02-24,27483405000
2009-02-25,27025695000
2009-02-26,26866190000
2009-02-27,26359935000
2009-03-02,24841170000
2009-03-03,25000674999
2009-03-04,25985445000
2009-03-05,24646990000
2009-03-06,24251695000
2009-03-09,24390395000
2009-03-10,26373805000
2009-03-11,27136655000
2009-03-12,27830155000
2009-03-13,27830155000
2009-03-16,27525015000
2009-03-17,28273995000
2009-03-18,28523655000
2009-03-19,27525015000
2009-03-20,26630400000
2009-03-23,28599940000
2009-03-24,28003530000
2009-03-25,28419629999
2009-03-26,29584709999
2009-03-27,29182480000
2009-03-30,28211580000
2009-03-31,28965976000
2009-04-01,29509480000
2009-04-02,30366544000
2009-04-03,30359576000
2009-04-06,30338672000
2009-04-07,29593096000
2009-04-08,29934528000
2009-04-09,30951856000
