,OMC
2004-08-24,12830541762
2004-08-25,12966645560
2004-08-26,12959288598
2004-08-27,12926182269
2004-08-30,12808470876
2004-08-31,12657653155
2004-09-01,12650296193
2004-09-02,12672367079
2004-09-03,12731222775
2004-09-07,12613511383
2004-09-08,12532584801
2004-09-09,12587762016
2004-09-10,12672367079
2004-09-13,12727544294
2004-09-14,12742258218
2004-09-15,12613511383
2004-09-16,12705473408
2004-09-17,12911468345
2004-09-20,13043893661
2004-09-21,13213103787
2004-09-22,13058607585
2004-09-23,13187354420
2004-09-24,13275637965
2004-09-27,13224139230
2004-09-28,13400706319
2004-09-29,13437491129
2004-09-30,13317462061
2004-10-01,13452350124
2004-10-04,13510680098
2004-10-05,13452350124
2004-10-06,13579946941
2004-10-07,13481515111
2004-10-08,13332044554
2004-10-11,13346627047
2004-10-12,13383083281
2004-10-13,13306525191
2004-10-14,13175282750
2004-10-15,13095079037
2004-10-18,13262777710
2004-10-19,13288297074
2004-10-20,13138826517
2004-10-21,13248195217
2004-10-22,13255486464
2004-10-25,13255486464
2004-10-26,14480415906
2004-10-27,14564265243
2004-10-28,14447605296
2004-10-29,14381984076
2004-11-01,14400212193
2004-11-02,14516872139
2004-11-03,14578847736
2004-11-04,14739255163
2004-11-05,14680925190
2004-11-08,14699153306
2004-11-09,14728318293
2004-11-10,14815813253
2004-11-11,15129336861
2004-11-12,15227768691
2004-11-15,15180375587
2004-11-16,15154856224
2004-11-17,15224123067
2004-11-18,15362656754
2004-11-19,15074652510
2004-11-22,14990803174
2004-11-23,15019968160
2004-11-24,14972575057
2004-11-26,14990803174
2004-11-29,14961638187
2004-11-30,14764774527
2004-12-01,15009031290
2004-12-02,15009031290
2004-12-03,14874143227
2004-12-06,14928827577
2004-12-07,14691862060
2004-12-08,14629886463
2004-12-09,14881434473
2004-12-10,14961638187
2004-12-13,15140273731
2004-12-14,15245996807
2004-12-15,15154856224
2004-12-16,15030905030
2004-12-17,14954346940
2004-12-20,14928827577
2004-12-21,15019968160
2004-12-22,14841332617
2004-12-23,14881434473
2004-12-27,14910599460
2004-12-28,15107463120
2004-12-29,15038196277
2004-12-30,15384530494
2004-12-31,15475804889
2005-01-03,15527195133
2005-01-04,15519853669
2005-01-05,15442768303
2005-01-06,15585926840
2005-01-07,15615292694
2005-01-10,15633646352
2005-01-11,15611621962
2005-01-12,15795158548
2005-01-13,15758451231
2005-01-14,15901609767
2005-01-18,15982365865
2005-01-19,15769463426
2005-01-20,15611621962
2005-01-21,15428085377
2005-01-24,15420743913
2005-01-25,15461121962
2005-01-26,15453780499
2005-01-27,15486817084
2005-01-28,15325304889
2005-01-31,15582256108
2005-02-01,15512512206
2005-02-02,15637317084
2005-02-03,15681365865
2005-02-04,15901609767
2005-02-07,16011731719
2005-02-08,15839207328
2005-02-09,15648329279
2005-02-10,15670353669
2005-02-11,15784146353
2005-02-14,15729085377
2005-02-15,15677695133
2005-02-16,15523524401
2005-02-17,15512512206
2005-02-18,15714402450
2005-02-22,15989707328
2005-02-23,16176914645
2005-02-24,16422853670
2005-02-25,16510951231
2005-02-28,16716512207
2005-03-01,16492597573
2005-03-02,16496268304
2005-03-03,16474243914
2005-03-04,16474243914
2005-03-07,16448548792
2005-03-08,16382475621
2005-03-09,16213621963
2005-03-10,16334756109
2005-03-11,16169573182
2005-03-14,16430195133
2005-03-15,16316402450
2005-03-16,15872243914
2005-03-17,16052109767
2005-03-18,16151219524
2005-03-21,16180585377
2005-03-22,16026414645
2005-03-23,15982365865
2005-03-24,15997048792
2005-03-28,16000719523
2005-03-29,15956670743
2005-03-30,16187926841
2005-03-31,16119206434
2005-04-01,15944393531
2005-04-04,15918899983
2005-04-05,15824209660
2005-04-06,15751370951
2005-04-07,15751370951
2005-04-08,15638470951
2005-04-11,15616619338
2005-04-12,15769580628
2005-04-13,15667606434
2005-04-14,15452732241
2005-04-15,15230574177
2005-04-18,15197796758
2005-04-19,15274277403
2005-04-20,14928293532
2005-04-21,15551064499
2005-04-22,15296129016
2005-04-25,15605693531
2005-04-26,15445448370
2005-04-27,15332548370
2005-04-28,15114032242
2005-04-29,15095822564
2005-05-02,15285203209
2005-05-03,15252425790
2005-05-04,15543780628
2005-05-05,15434522564
2005-05-06,15722235467
2005-05-09,15587483854
2005-05-10,15365325790
2005-05-11,15230574177
2005-05-12,15139525790
2005-05-13,15030267725
2005-05-16,15088538693
2005-05-17,15332548370
2005-05-18,15503719338
2005-05-19,15441806435
2005-05-20,15307054822
2005-05-23,15226932241
2005-05-24,15132241919
2005-05-25,15037551596
2005-05-26,15132241919
2005-05-27,15059403209
2005-05-31,14913725790
2005-06-01,15099464500
2005-06-02,15256067725
2005-06-03,15139525790
2005-06-06,14924651597
2005-06-07,14840887081
2005-06-08,14924651597
2005-06-09,14888232242
2005-06-10,14902799984
2005-06-13,14775332242
2005-06-14,14891874177
2005-06-15,14593235468
2005-06-16,14673358048
2005-06-17,14717061274
2005-06-20,14669716113
2005-06-21,14611445145
2005-06-22,14542248371
2005-06-23,14305522565
2005-06-24,14320090307
2005-06-27,14276387081
2005-06-28,14516754823
2005-06-29,14684283855
2005-06-30,14348179986
2005-07-01,14470353319
2005-07-05,14617679986
2005-07-06,14459573319
2005-07-07,14369739986
2005-07-08,14463166653
2005-07-11,14441606653
2005-07-12,14455979986
2005-07-13,14459573319
2005-07-14,14660799986
2005-07-15,14667986653
2005-07-18,14481133319
2005-07-19,14908739986
2005-07-20,14919519986
2005-07-21,14951859986
2005-07-22,15221359985
2005-07-25,15099186652
2005-07-26,15163866652
2005-07-27,15102779985
2005-07-28,15153086652
2005-07-29,15250106652
2005-08-01,15361499985
2005-08-02,15375873319
2005-08-03,15512419985
2005-08-04,15321973319
2005-08-05,15120746652
2005-08-08,14998573319
2005-08-09,14980606652
2005-08-10,14930299986
2005-08-11,15052473319
2005-08-12,15034506652
2005-08-15,15206986652
2005-08-16,15002166652
2005-08-17,15091999986
2005-08-18,15030913319
2005-08-19,15027319986
2005-08-22,14847653319
2005-08-23,14700326653
2005-08-24,14549406653
2005-08-25,14513473319
2005-08-26,14463166653
2005-08-29,14488319986
2005-08-30,14499099986
2005-08-31,14452386653
2005-09-01,14524253319
2005-09-02,14477539986
2005-09-06,14714699986
2005-09-07,14725479986
2005-09-08,14588933319
2005-09-09,14650019986
2005-09-12,14617679986
2005-09-13,14592526653
2005-09-14,14578153319
2005-09-15,14750633319
2005-09-16,15102779985
2005-09-19,15012946652
2005-09-20,15091999986
2005-09-21,14937486652
2005-09-22,15034506652
2005-09-23,14894366652
2005-09-26,14858433319
2005-09-27,14862026652
2005-09-28,14984199986
2005-09-29,15066846652
2005-09-30,14743774447
2005-10-03,14563972320
2005-10-04,14394746788
2005-10-05,14059821257
2005-10-06,13961106363
2005-10-07,13943478704
2005-10-10,14010463810
2005-10-11,13855340406
2005-10-12,13883544661
2005-10-13,13964631895
2005-10-14,13961106363
2005-10-17,13834187214
2005-10-18,13573297853
2005-10-19,13467531896
2005-10-20,13502787215
2005-10-21,13742523385
2005-10-24,13954055299
2005-10-25,14779029766
2005-10-26,14616855298
2005-10-27,14539293596
2005-10-28,14856591468
2005-10-31,14623906362
2005-11-01,14592176575
2005-11-02,14638008490
2005-11-03,14606278703
2005-11-04,14606278703
2005-11-07,14683840405
2005-11-08,14479359554
2005-11-09,14528717001
2005-11-10,14560446788
2005-11-11,14652110617
2005-11-14,14546344660
2005-11-15,14398272320
2005-11-16,14324236150
2005-11-17,14373593597
2005-11-18,14303082958
2005-11-21,14324236150
2005-11-22,14352440405
2005-11-23,14454680831
2005-11-25,14504038277
2005-11-28,14518140405
2005-11-29,14761402107
2005-11-30,14905948915
2005-12-01,14983510617
2005-12-02,15061072319
2005-12-05,15089276574
2005-12-06,15191517000
2005-12-07,15159787213
2005-12-08,15096327638
2005-12-09,15085751042
2005-12-12,15163312744
2005-12-13,15403048914
2005-12-14,15466508489
2005-12-15,15406574446
2005-12-16,15480610616
2005-12-19,15336063808
2005-12-20,15304334021
2005-12-21,15276129766
2005-12-22,15304334021
2005-12-23,15279655297
2005-12-27,15039919128
2005-12-28,15082225510
2005-12-29,15054021255
2005-12-30,15008189340
2006-01-03,15180940404
2006-01-04,15265553170
2006-01-05,14990561681
2006-01-06,15145685085
2006-01-09,14983510617
2006-01-10,14905948915
2006-01-11,14994087213
2006-01-12,14905948915
2006-01-13,14976459553
2006-01-17,14831912745
2006-01-18,14623906362
2006-01-19,14916525511
2006-01-20,14630957426
2006-01-23,14641534022
2006-01-24,14853065936
2006-01-25,14680314873
2006-01-26,14641534022
2006-01-27,14793131894
2006-01-30,14578074447
2006-01-31,14415899979
2006-02-01,14652110617
2006-02-02,14616855298
2006-02-03,14701468064
2006-02-06,14669738277
2006-02-07,14479359554
2006-02-08,14422951043
2006-02-09,14606278703
2006-02-10,14556921256
2006-02-13,14909474447
2006-02-14,14433527639
2006-02-15,14482885086
2006-02-16,14352440405
2006-02-17,14176163810
2006-02-21,14013989342
2006-02-22,14126806363
2006-02-23,13922325512
2006-02-24,14102127640
2006-02-27,14236097852
2006-02-28,14070397852
2006-03-01,14190265937
2006-03-02,14169112746
2006-03-03,14190265937
2006-03-06,14165587214
2006-03-07,14348914873
2006-03-08,14338338277
2006-03-09,14348914873
2006-03-10,14384170192
2006-03-13,14246674448
2006-03-14,14324236150
2006-03-15,14327761682
2006-03-16,14567497852
2006-03-17,14525191469
2006-03-20,14440578703
2006-03-21,14461731894
2006-03-22,14690891468
2006-03-23,14838963809
2006-03-24,14944729766
2006-03-27,14909474447
2006-03-28,14750825511
2006-03-29,14796657426
2006-03-30,14613329766
2006-03-31,14113726398
2006-04-03,14001847231
2006-04-04,14161190287
2006-04-05,14083213898
2006-04-06,14344265287
2006-04-07,14418851398
2006-04-10,14527340287
2006-04-11,14452754176
2006-04-12,14445973620
2006-04-13,14432412509
2006-04-17,14476486120
2006-04-18,14571413898
2006-04-19,14534120842
2006-04-20,14686683342
2006-04-21,14574804176
2006-04-24,14639219454
2006-04-25,14995198620
2006-04-26,15334226398
2006-04-27,15279981954
2006-04-28,15256250010
2006-05-01,15222347232
2006-05-02,15378300010
2006-05-03,15412202787
2006-05-04,15371519454
2006-05-05,15432544454
2006-05-08,15412202787
2006-05-09,15334226398
2006-05-10,15503740287
2006-05-11,15530862510
2006-05-12,15564765287
2006-05-15,15615619454
2006-05-16,15581716676
2006-05-17,15517301399
2006-05-18,15554594454
2006-05-19,15571545843
2006-05-22,15513911121
2006-05-23,15561375010
2006-05-24,15768181954
2006-05-25,15947866677
2006-05-26,15937695843
2006-05-30,15863109732
2006-05-31,16124161121
2006-06-01,16381822232
2006-06-02,16283504177
2006-06-05,16086868066
2006-06-06,16154673621
2006-06-07,16195356955
2006-06-08,15880061121
2006-06-09,15798694454
2006-06-12,15476618065
2006-06-13,15412202787
2006-06-14,15202005565
2006-06-15,15229127787
2006-06-16,15083345843
2006-06-19,15090126398
2006-06-20,14995198620
2006-06-21,15022320843
2006-06-22,14951125009
2006-06-23,14893490287
2006-06-26,14866368065
2006-06-27,14856197231
2006-06-28,14879929176
2006-06-29,15066394454
2006-06-30,15172701919
2006-07-03,15346396150
2006-07-05,15199948073
2006-07-06,15125021150
2006-07-07,14978573073
2006-07-10,14971761535
2006-07-11,14910457688
2006-07-12,14849153842
2006-07-13,14631184612
2006-07-14,14535823073
2006-07-17,14549446150
2006-07-18,14559663458
2006-07-19,14985384612
2006-07-20,14941109612
2006-07-21,14900240381
2006-07-24,15111398073
2006-07-25,14706111535
2006-07-26,15080746150
2006-07-27,15336178842
2006-07-28,15203353842
2006-07-31,15070528842
2006-08-01,14951326919
2006-08-02,14900240381
2006-08-03,14903646150
2006-08-04,14883211535
2006-08-07,14900240381
2006-08-08,14757198073
2006-08-09,14716328842
2006-08-10,14828719227
2006-08-11,14784444227
2006-08-14,14981978842
2006-08-15,15063717304
2006-08-16,15186324996
2006-08-17,15172701919
2006-08-18,15107992304
2006-08-21,14985384612
2006-08-22,14893428842
2006-08-23,14886617304
2006-08-24,14944515381
2006-08-25,14869588458
2006-08-28,14913863458
2006-08-29,15077340381
2006-08-30,14995601919
2006-08-31,14886617304
2006-09-01,15118209611
2006-09-05,15067123073
2006-09-06,15148861535
2006-09-07,15199948073
2006-09-08,15492844227
2006-09-11,15537119227
2006-09-12,15707407688
2006-09-13,15911753842
2006-09-14,15731248073
2006-09-15,15721030765
2006-09-18,15652915381
2006-09-19,15475815381
2006-09-20,15543930765
2006-09-21,15564365381
2006-09-22,15360019227
2006-09-25,15632480765
2006-09-26,15809580765
2006-09-27,16024144227
2006-09-28,15990086534
2006-09-29,15938999996
2006-10-02,15391783796
2006-10-03,15428054066
2006-10-04,15457729742
2006-10-05,15444540553
2006-10-06,15602810823
2006-10-09,15500594607
2006-10-10,15658864877
2006-10-11,15579729742
2006-10-12,15586324337
2006-10-13,15609405418
2006-10-16,15586324337
2006-10-17,15546756769
2006-10-18,15566540553
2006-10-19,15612702715
2006-10-20,15632486499
2006-10-23,15642378391
2006-10-24,16664540554
2006-10-25,16631567581
2006-10-26,16545837851
2006-10-27,16552432446
2006-10-30,16773351365
2006-10-31,16727189202
2006-11-01,16618378392
2006-11-02,16578810824
2006-11-03,16559027040
2006-11-06,16694216229
2006-11-07,16674432446
2006-11-08,16855783797
2006-11-09,16822810824
2006-11-10,16845891905
2006-11-13,16819513527
2006-11-14,16878864878
2006-11-15,16832702716
2006-11-16,16958000013
2006-11-17,16911837851
2006-11-20,16733783797
2006-11-21,16832702716
2006-11-22,16997567581
2006-11-24,16941513527
2006-11-27,16872270284
2006-11-28,16773351365
2006-11-29,16977783797
2006-11-30,16842594608
2006-12-01,17017351365
2006-12-04,17139351365
2006-12-05,17254756770
2006-12-06,17145945960
2006-12-07,17103081095
2006-12-08,17136054068
2006-12-11,17145945960
2006-12-12,17287729743
2006-12-13,17383351365
2006-12-14,17429513527
2006-12-15,17455891906
2006-12-18,17462486500
2006-12-19,17416324338
2006-12-20,17162432446
2006-12-21,17109675689
2006-12-22,16987675689
2006-12-26,16958000013
2006-12-27,17139351365
2006-12-28,17192108122
2006-12-29,17234972987
2007-01-03,16892563650
2007-01-04,16962436377
2007-01-05,17009018195
2007-01-08,17092200014
2007-01-09,17155418195
2007-01-10,17295163650
2007-01-11,17365036377
2007-01-12,17351727286
2007-01-16,17301818196
2007-01-17,17172054559
2007-01-18,17211981832
2007-01-19,17371690923
2007-01-22,17202000014
2007-01-23,17338418196
2007-01-24,17318454559
2007-01-25,17218636377
2007-01-26,17218636377
2007-01-29,17275200014
2007-01-30,17394981832
2007-01-31,17501454559
2007-02-01,17451545468
2007-02-02,17491472741
2007-02-05,17521418196
2007-02-06,17391654559
2007-02-07,17458200014
2007-02-08,17641200014
2007-02-09,17571327287
2007-02-12,17428254559
2007-02-13,17062254559
2007-02-14,16992381832
2007-02-15,17225290923
2007-02-16,17438236377
2007-02-20,17691109105
2007-02-21,17677800014
2007-02-22,17711072741
2007-02-23,17681127287
2007-02-26,17681127287
2007-02-27,17158745468
2007-02-28,17238600014
2007-03-01,17195345468
2007-03-02,17155418195
2007-03-05,17158745468
2007-03-06,17348400014
2007-03-07,17295163650
2007-03-08,17491472741
2007-03-09,17651181832
2007-03-12,17531400014
2007-03-13,17318454559
2007-03-14,17368363650
2007-03-15,17301818196
2007-03-16,17288509105
2007-03-19,17394981832
2007-03-20,17478163650
2007-03-21,17551363650
2007-03-22,17358381832
2007-03-23,17205327286
2007-03-26,17165400014
2007-03-27,17025654559
2007-03-28,17032309104
2007-03-29,17022327286
2007-03-30,17032309104
2007-04-02,16644318835
2007-04-03,16670361188
2007-04-04,16719190600
2007-04-05,16807083541
2007-04-09,16667105894
2007-04-10,16764764718
2007-04-11,16569447070
2007-04-12,16699658835
2007-04-13,16868934129
2007-04-16,16973103541
2007-04-17,17070762365
2007-04-18,17041464718
2007-04-19,17054485894
2007-04-20,17194463541
2007-04-23,17256314130
2007-04-24,17559056483
2007-04-25,17435355306
2007-04-26,17301888247
2007-04-27,17194463541
2007-04-30,17044720012
2007-05-01,16943805894
2007-05-02,16992635306
2007-05-03,16943805894
2007-05-04,17054485894
2007-05-07,17093549424
2007-05-08,17041464718
2007-05-09,17054485894
2007-05-10,16787551776
2007-05-11,16901487071
2007-05-14,16790807070
2007-05-15,16680127070
2007-05-16,16921018835
2007-05-17,16781041188
2007-05-18,16894976482
2007-05-21,16855912953
2007-05-22,16878700012
2007-05-23,16992635306
2007-05-24,16833125894
2007-05-25,17044720012
2007-05-29,16924274129
2007-05-30,17021932953
2007-05-31,17139123541
2007-06-01,17230271777
2007-06-04,17171676483
2007-06-05,16995890600
2007-06-06,16966592953
2007-06-07,16725701188
2007-06-08,16930784718
2007-06-11,16989380012
2007-06-12,16849402365
2007-06-13,17119591777
2007-06-14,17067507071
2007-06-15,16914508247
2007-06-18,16758254129
2007-06-19,16875444718
2007-06-20,16781041188
2007-06-21,16764764718
2007-06-22,16566191776
2007-06-25,16924274129
2007-06-26,16878700012
2007-06-27,17451631777
2007-06-28,17383270600
2007-06-29,17227016483
2007-07-02,17128296760
2007-07-03,17209829018
2007-07-05,17173954825
2007-07-06,17157648373
2007-07-09,17079377405
2007-07-10,16981538696
2007-07-11,17066332244
2007-07-12,17483777405
2007-07-13,17454425792
2007-07-16,17581616115
2007-07-17,17363109663
2007-07-18,17487038695
2007-07-19,17460948373
2007-07-20,17480516115
2007-07-23,17552264502
2007-07-24,17418551599
2007-07-25,17868609663
2007-07-26,17245703212
2007-07-27,17033719341
2007-07-30,17014151599
2007-07-31,16916312889
2007-08-01,16913051599
2007-08-02,17291361276
2007-08-03,17105467728
2007-08-06,17702283856
2007-08-07,17884916114
2007-08-08,17542480631
2007-08-09,17023935470
2007-08-10,17102206438
2007-08-13,16994583857
2007-08-14,16668454825
2007-08-15,16469516116
2007-08-16,16074899987
2007-08-17,16423858051
2007-08-20,16153170954
2007-08-21,16130341922
2007-08-22,16365154825
2007-08-23,16427119341
2007-08-24,16577138696
2007-08-27,16384722567
2007-08-28,16198829019
2007-08-29,16394506438
2007-08-30,16365154825
2007-08-31,16609751599
2007-09-04,16818474180
2007-09-05,16648887083
2007-09-06,16935880631
2007-09-07,16599967728
2007-09-10,16420596761
2007-09-11,16586922567
2007-09-12,16384722567
2007-09-13,16189045148
2007-09-14,16045548374
2007-09-17,15902051600
2007-09-18,16244487083
2007-09-19,16567354825
2007-09-20,16427119341
2007-09-21,16140125793
2007-09-24,15833564503
2007-09-25,15536787084
2007-09-26,15608535471
2007-09-27,15774861277
2007-09-28,15683545148
2007-10-01,15503343563
2007-10-02,15323594652
2007-10-03,15432727919
2007-10-04,15606057226
2007-10-05,15904568810
2007-10-08,16061849107
2007-10-09,16366780296
2007-10-10,16620354652
2007-10-11,16594676236
2007-10-12,16700599701
2007-10-15,16652452672
2007-10-16,16543319404
2007-10-17,16803313365
2007-10-18,16957383860
2007-10-19,16620354652
2007-10-22,16700599701
2007-10-23,16373199899
2007-10-24,16312213662
2007-10-25,16235178414
2007-10-26,16142094157
2007-10-29,16212709800
2007-10-30,16142094157
2007-10-31,16363570494
2007-11-01,15943086434
2007-11-02,16045800098
2007-11-05,16023331484
2007-11-06,15882100197
2007-11-07,15073230098
2007-11-08,15118167325
2007-11-09,14781138117
2007-11-12,14948047820
2007-11-13,15397420098
2007-11-14,14970516434
2007-11-15,14845334157
2007-11-16,15086069306
2007-11-19,15066810494
2007-11-20,15233720197
2007-11-21,14992985048
2007-11-23,15021873266
2007-11-26,14797187127
2007-11-27,14980145840
2007-11-28,15468035741
2007-11-29,15506553365
2007-11-30,15647784652
2007-12-03,15484084751
2007-12-04,15336433860
2007-12-05,15496923959
2007-12-06,15772966929
2007-12-07,16016911880
2007-12-10,16045800098
2007-12-11,15413469107
2007-12-12,15330014256
2007-12-13,15541861187
2007-12-14,15346063266
2007-12-17,15371741682
2007-12-18,15435937721
2007-12-19,15330014256
2007-12-20,15179153563
2007-12-21,15545070989
2007-12-24,15625316038
2007-12-26,15512972969
2007-12-27,15442357325
2007-12-28,15320384850
2007-12-31,15128799000
2008-01-02,14762754000
2008-01-03,14804133000
2008-01-04,14482650000
2008-01-07,14511297000
2008-01-08,14492199000
2008-01-09,14695911000
2008-01-10,14587689000
2008-01-11,14323500000
2008-01-14,14205729000
2008-01-15,13944723000
2008-01-16,13973370000
2008-01-17,13718730000
2008-01-18,13607325000
2008-01-22,13470456000
2008-01-23,13814220000
2008-01-24,14005200000
2008-01-25,13970187000
2008-01-28,14161167000
2008-01-29,14259840000
2008-01-30,14199363000
2008-01-31,14441271000
2008-02-01,14772302999
2008-02-04,14963283000
2008-02-05,14358513000
2008-02-06,14396708999
2008-02-07,14517663000
2008-02-08,14508114000
2008-02-11,14469918000
2008-02-12,14988747000
2008-02-13,15055590000
2008-02-14,14769120000
2008-02-15,14826414000
2008-02-19,14759571000
2008-02-20,14641800000
2008-02-21,14514480000
2008-02-22,14759571000
2008-02-25,14893257000
2008-02-26,14893257000
2008-02-27,14606787000
2008-02-28,14438088000
2008-02-29,14218461000
2008-03-03,14259840000
2008-03-04,14368062000
2008-03-05,14285304000
2008-03-06,14177082000
2008-03-07,14008383000
2008-03-10,13779207000
2008-03-11,13893795000
2008-03-12,13884246000
2008-03-13,13922442000
2008-03-14,13734645000
2008-03-17,13511835000
2008-03-18,13817402999
2008-03-19,13521383999
2008-03-20,13769658000
2008-03-24,14068860000
2008-03-25,14294852999
2008-03-26,14291670000
2008-03-27,14072043000
2008-03-28,14132520000
2008-03-31,14027150000
2008-04-01,14316075000
2008-04-02,14481175000
2008-04-03,14319250000
2008-04-04,14312900000
2008-04-07,14262100000
2008-04-08,14109700000
2008-04-09,14074775000
2008-04-10,14077950000
2008-04-11,13935075000
2008-04-14,14097000000
2008-04-15,14116050000
2008-04-16,14379575000
2008-04-17,14382750000
2008-04-18,14776450000
2008-04-21,14665325000
2008-04-22,15249525000
2008-04-23,15154274999
2008-04-24,15281275000
2008-04-25,15217775000
2008-04-28,15182850000
2008-04-29,15182850000
2008-04-30,15157450000
2008-05-01,15560675000
2008-05-02,15728950000
2008-05-05,15582900000
2008-05-06,15579725000
2008-05-07,15300325000
2008-05-08,15306675000
2008-05-09,15303500000
2008-05-12,15608299999
2008-05-13,15595600000
2008-05-14,15554325000
2008-05-15,15843250000
2008-05-16,15560675000
2008-05-19,15821025000
2008-05-20,15547975000
2008-05-21,15551149999
2008-05-22,15455900000
2008-05-23,15287625000
2008-05-27,15367000000
2008-05-28,15293975000
2008-05-29,15519400000
2008-05-30,15560675000
2008-06-02,15217775000
2008-06-03,15274925000
2008-06-04,15116175000
2008-06-05,15055850000
2008-06-06,14462125000
2008-06-09,14484350000
2008-06-10,14620875000
2008-06-11,14605000000
2008-06-12,14601825000
2008-06-13,14843125000
2008-06-16,14966950000
2008-06-17,14916149999
2008-06-18,14747875000
2008-06-19,14827250000
2008-06-20,14630400000
2008-06-23,14732000000
2008-06-24,14465300000
2008-06-25,14732000000
2008-06-26,14303375000
2008-06-27,14195425000
2008-06-30,13872408000
2008-07-01,13594217999
2008-07-02,13350029000
2008-07-03,13238753000
2008-07-07,12972927000
2008-07-08,12815286000
2008-07-09,12574188000
2008-07-10,12734920000
2008-07-11,12564915000
2008-07-14,12611280000
2008-07-15,12666917999
2008-07-16,13210934000
2008-07-17,13112022000
2008-07-18,13112022000
2008-07-21,13081112000
2008-07-22,12756557000
2008-07-23,13010019000
2008-07-24,13115113000
2008-07-25,13269663000
2008-07-28,13031655999
2008-07-29,13241844000
2008-07-30,13516942999
2008-07-31,13195479000
2008-08-01,13368575000
2008-08-04,13340755999
2008-08-05,13705494000
2008-08-06,13764223000
2008-08-07,13244935000
2008-08-08,13371666000
2008-08-11,13810588000
2008-08-12,13643674000
2008-08-13,13393303000
2008-08-14,13452032000
2008-08-15,13612764000
2008-08-18,13486033000
2008-08-19,13260390000
2008-08-20,12945108000
2008-08-21,13180024000
2008-08-22,13285117999
2008-08-25,13087294000
2008-08-26,13093476000
2008-08-27,13112022000
2008-08-28,13322210000
2008-08-29,13102749000
2008-09-02,13217116000
2008-09-03,13112022000
2008-09-04,12802922000
2008-09-05,12942017000
2008-09-08,13346938000
2008-09-09,13000746000
2008-09-10,12877105999
2008-09-11,12772012000
2008-09-12,12552551000
2008-09-15,12125992999
2008-09-16,12227996000
2008-09-17,11887986000
2008-09-18,12580370000
2008-09-19,12951290000
2008-09-22,12410365000
2008-09-23,12150721000
2008-09-24,12209450000
2008-09-25,12382546000
2008-09-26,12435092999
2008-09-29,11578886000
2008-09-30,11837920000
2008-10-01,11549340000
2008-10-02,11260760000
2008-10-03,11039720000
2008-10-06,10818680000
2008-10-07,10336690000
2008-10-08,9827070000
2008-10-09,9517000000
2008-10-10,9246840000
2008-10-13,10490190000
2008-10-14,10180119999
2008-10-15,9320520000
2008-10-16,9317450000
2008-10-17,9553840000
2008-10-20,10250730000
2008-10-21,9480160000
2008-10-22,8596000000
2008-10-23,8635910000
2008-10-24,8556090000
2008-10-27,8218390000
2008-10-28,8574510000
2008-10-29,8178480000
2008-10-30,8743360000
2008-10-31,9068780000
2008-11-03,8964400000
2008-11-04,9378850000
2008-11-05,9130180000
2008-11-06,8629770000
2008-11-07,8608280000
2008-11-10,8642050000
2008-11-11,8160059999
2008-11-12,7546059999
2008-11-13,7862270000
2008-11-14,7797800000
2008-11-17,7595179999
2008-11-18,7628950000
2008-11-19,6962760000
2008-11-20,6824610000
2008-11-21,7515360000
2008-11-24,8190760000
2008-11-25,8120150000
2008-11-26,8279790000
2008-11-28,8685030000
2008-12-01,8064890000
2008-12-02,8086380000
2008-12-03,8285929999
2008-12-04,7920600000
2008-12-05,8107870000
2008-12-08,8592930000
2008-12-09,8298210000
2008-12-10,8669680000
2008-12-11,8442500000
2008-12-12,8491620000
2008-12-15,8335050000
2008-12-16,9136320000
2008-12-17,8473200000
2008-12-18,8473200000
2008-12-19,8221460000
2008-12-22,7932880000
2008-12-23,7828500000
2008-12-24,7791660000
2008-12-26,7849990000
2008-12-29,7822360000
2008-12-30,8080240000
2008-12-31,8277900000
2009-01-02,8702250000
2009-01-05,8625375000
2009-01-06,8637675000
2009-01-07,8471625000
2009-01-08,8557724999
2009-01-09,8453174999
2009-01-12,8367075000
2009-01-13,8207175000
2009-01-14,7936575000
2009-01-15,7945800000
2009-01-16,8185650000
2009-01-20,7610625000
2009-01-21,7945800000
2009-01-22,7782825000
2009-01-23,7862775000
2009-01-26,7958100000
2009-01-27,8173349999
2009-01-28,8437800000
2009-01-29,8256375000
2009-01-30,7961175000
2009-02-02,8038050000
2009-02-03,8284050000
2009-02-04,8176425000
2009-02-05,8342475000
2009-02-06,8610000000
2009-02-09,8643825000
2009-02-10,8453174999
2009-02-11,8628450000
2009-02-12,8766825000
2009-02-13,8696100000
2009-02-17,8148750000
2009-02-18,7995000000
2009-02-19,7782825000
2009-02-20,7678275000
2009-02-23,7370775000
2009-02-24,7610625000
2009-02-25,7386150000
2009-02-26,7453799999
2009-02-27,7389225000
2009-03-02,6955650000
2009-03-03,7038675000
2009-03-04,7358475000
2009-03-05,7011000000
2009-03-06,6940275000
2009-03-09,6783450000
2009-03-10,6866474999
2009-03-11,6848025000
2009-03-12,7109400000
2009-03-13,7260075000
2009-03-16,7207800000
2009-03-17,7383075000
2009-03-18,7579875000
2009-03-19,7592175000
2009-03-20,7315425000
2009-03-23,7675200000
2009-03-24,7604475000
2009-03-25,7546050000
2009-03-26,7675200000
2009-03-27,7333875000
2009-03-30,7075575000
2009-03-31,7209540000
2009-04-01,7342022999
2009-04-02,8032167000
2009-04-03,8349510000
2009-04-06,8213946000
2009-04-07,8059896000
2009-04-08,8217027000
2009-04-09,8515884000
