,CBRE
2009-01-28,1173756196
2009-01-29,1000836756
2009-01-30,943196943
2009-02-02,919617020
2009-02-03,927476994
2009-02-04,1034896646
2009-02-05,1024416680
2009-02-06,1142316298
2009-02-09,1144936289
2009-02-10,987736799
2009-02-11,1103016425
2009-02-12,1061096561
2009-02-13,985116807
2009-02-17,898657087
2009-02-18,937956960
2009-02-19,854117232
2009-02-20,872457172
2009-02-23,833157300
2009-02-24,909137053
2009-02-25,848877249
2009-02-26,799097410
2009-02-27,757177546
2009-03-02,662857852
2009-03-03,696917741
2009-03-04,728357639
2009-03-05,673337818
2009-03-06,660237860
2009-03-09,710017699
2009-03-10,888177121
2009-03-11,783377461
2009-03-12,859357215
2009-03-13,801717402
2009-03-16,683817784
2009-03-17,728357639
2009-03-18,799097410
2009-03-19,707397707
2009-03-20,618317996
2009-03-23,772897495
2009-03-24,785997453
2009-03-25,1289035822
2009-03-26,1312615746
2009-03-27,1113496391
2009-03-30,987736799
2009-03-31,1070703964
2009-04-01,1060076630
2009-04-02,1238084485
2009-04-03,1333730497
2009-04-06,1280593824
2009-04-07,1163693143
2009-04-08,1214172982
2009-04-09,1410778673
2009-04-13,1540963522
2009-04-14,1362955667
2009-04-15,1461258513
2009-04-16,1514395186
2009-04-17,1586129695
2009-04-20,1365612501
2009-04-21,1538306689
2009-04-22,1570188693
2009-04-23,1652550536
2009-04-24,1894322399
2009-04-27,1700373542
2009-04-28,1657864203
2009-04-29,1745539714
2009-04-30,1992625245
2009-05-01,2104212258
2009-05-04,2401777628
2009-05-05,2412404963
2009-05-06,2531962477
2009-05-07,2237053941
2009-05-08,2489453139
2009-05-11,2226426607
2009-05-12,2112182759
2009-05-13,1859783562
2009-05-14,1974027409
2009-05-15,1878381397
2009-05-18,2106869092
2009-05-19,2098898591
2009-05-20,1944802239
2009-05-21,1838528892
2009-05-22,1798676387
2009-05-26,1936831738
2009-05-27,1793362720
2009-05-28,1796019554
2009-05-29,1939488571
2009-06-01,2234397108
2009-06-02,2242367609
2009-06-03,2074987088
2009-06-04,2202515104
2009-06-05,2136094262
2009-06-08,2104212258
2009-06-09,2162662599
2009-06-10,2457571135
2009-06-11,2404434462
2009-06-12,2606353820
2009-06-15,2385836626
2009-06-16,2330043119
2009-06-17,2242367609
2009-06-18,2266279111
2009-06-19,2298161115
2009-06-22,2035134583
2009-06-23,2322072618
2009-06-24,2268935945
2009-06-25,2425689131
2009-06-26,2489453139
2009-06-29,2508050975
2009-06-30,2646379457
2009-07-01,2524804332
2009-07-02,2408883864
2009-07-06,2411711193
2009-07-07,2247726141
2009-07-08,2360819280
2009-07-09,2287308740
2009-07-10,2287308740
2009-07-13,2363646609
2009-07-14,2425847835
2009-07-15,2606796858
2009-07-16,2632242814
2009-07-17,2629415486
2009-07-20,2739681297
2009-07-21,2722717326
2009-07-22,2685962056
2009-07-23,2765127253
2009-07-24,2787745881
2009-07-27,2960212918
2009-07-28,2946076276
2009-07-29,2807537180
2009-07-30,2954558261
2009-07-31,3081788043
2009-08-03,3203363167
2009-08-04,3240118438
2009-08-05,3406930818
2009-08-06,3220327138
2009-08-07,3395621504
2009-08-10,3251427752
2009-08-11,3118543313
2009-08-12,3177917211
2009-08-13,3234463781
2009-08-14,3152471255
2009-08-17,3005450174
2009-08-18,3163780569
2009-08-19,3169435226
2009-08-20,3398448832
2009-08-21,3423894789
2009-08-24,3302319664
2009-08-25,3341902263
2009-08-26,3327765620
2009-08-27,3384312190
2009-08-28,3395621504
2009-08-31,3347556920
2009-09-01,3030896130
2009-09-02,3042205444
2009-09-03,3110061328
2009-09-04,3217499810
2009-09-08,3143989269
2009-09-09,3237291109
2009-09-10,3214672481
2009-09-11,3336247606
2009-09-14,3387139519
2009-09-15,3477614030
2009-09-16,3689663666
2009-09-17,3542642585
2009-09-18,3528505943
2009-09-21,3404103489
2009-09-22,3514369300
2009-09-23,3446513417
2009-09-24,3302319664
2009-09-25,3231636452
2009-09-28,3404103489
2009-09-29,3327765620
2009-09-30,3507957210
2009-10-01,3268914129
2009-10-02,3215129436
2009-10-05,3373495477
2009-10-06,3445208402
2009-10-07,3391423708
2009-10-08,3564729942
2009-10-09,3654371097
2009-10-12,3630466789
2009-10-13,3576682096
2009-10-14,3747000291
2009-10-15,3803773023
2009-10-16,3705167752
2009-10-19,3884450063
2009-10-20,3875485947
2009-10-21,3962139064
2009-10-22,4069708450
2009-10-23,3884450063
2009-10-26,3791820869
2009-10-27,3660347174
2009-10-28,3424292132
2009-10-29,3376483516
2009-10-30,3092619857
2009-11-02,3155368666
2009-11-03,3221105513
2009-11-04,3086643780
2009-11-05,3197201205
2009-11-06,3206165321
2009-11-09,3328674900
2009-11-10,3256961975
2009-11-11,3286842361
2009-11-12,3170308859
2009-11-13,3304770592
2009-11-16,3454172517
2009-11-17,3469112710
2009-11-18,3457160556
2009-11-19,3349591169
2009-11-20,3325686861
2009-11-23,3349591169
2009-11-24,3361543323
2009-11-25,3361543323
2009-11-27,3233057667
2009-11-30,3415328016
2009-12-01,3463136633
2009-12-02,3666323251
2009-12-03,3588634250
2009-12-04,3702179713
2009-12-07,3624490712
2009-12-08,3591622289
2009-12-09,3555765826
2009-12-10,3600586404
2009-12-11,3642418943
2009-12-14,3791820869
2009-12-15,3773892638
2009-12-16,3860545754
2009-12-17,3788832830
2009-12-18,3899390255
2009-12-21,3938234756
2009-12-22,4036840027
2009-12-23,4126481182
2009-12-24,4153373528
2009-12-28,4096600797
2009-12-29,4123493143
2009-12-30,4195206068
2009-12-31,4245776714
2010-01-04,4323996624
2010-01-05,4427246906
2010-01-06,4389701349
2010-01-07,4433504498
2010-01-08,4442890888
2010-01-11,4399087738
2010-01-12,4248905511
2010-01-13,4364670978
2010-01-14,4217617547
2010-01-15,4186329583
2010-01-19,4161299212
2010-01-20,4248905511
2010-01-21,4079950505
2010-01-22,3901609110
2010-01-25,3967313835
2010-01-26,3951669853
2010-01-27,4004859392
2010-01-28,3920381889
2010-01-29,3848419572
2010-02-01,3995473002
2010-02-02,4220746343
2010-02-03,4283322271
2010-02-04,3967313835
2010-02-05,3860934757
2010-02-08,3804616422
2010-02-09,3842161979
2010-02-10,3832775590
2010-02-11,3982957817
2010-02-12,3954798649
2010-02-16,4136268840
2010-02-17,4048662541
2010-02-18,4151912822
2010-02-19,4198844768
2010-02-22,4167556804
2010-02-23,4033018559
2010-02-24,4101852080
2010-02-25,4114367266
2010-02-26,4130011248
2010-03-01,4255163104
2010-03-02,4270807086
2010-03-03,4245776714
2010-03-04,4248905511
2010-03-05,4395958942
2010-03-08,4417860516
2010-03-09,4427246906
2010-03-10,4364670978
2010-03-11,4327125421
2010-03-12,4392830145
2010-03-15,4349026996
2010-03-16,4511724408
2010-03-17,4671293025
2010-03-18,4690065803
2010-03-19,4608717097
2010-03-22,4539883576
2010-03-23,4536754780
2010-03-24,4436633295
2010-03-25,4521110798
2010-03-26,4677550618
2010-03-29,4999816647
2010-03-30,4915339144
2010-03-31,4959638303
2010-04-01,5188063285
2010-04-05,5156772192
2010-04-06,5172417739
2010-04-07,5078544458
2010-04-08,5206837941
2010-04-09,5306969440
2010-04-12,5253774581
2010-04-13,5263161909
2010-04-14,5429004704
2010-04-15,5382068064
2010-04-16,5159901301
2010-04-19,5175546848
2010-04-20,5278807456
2010-04-21,5353906080
2010-04-22,5425875595
2010-04-23,5526007094
2010-04-26,5472812235
2010-04-27,5194321504
2010-04-28,5394584502
2010-04-29,5500974219
2010-04-30,5419617376
2010-05-03,5532265313
2010-05-04,5372680736
2010-05-05,5272549237
2010-05-06,4959638303
2010-05-07,4756246196
2010-05-10,5256903691
2010-05-11,5175546848
2010-05-12,5303840331
2010-05-13,5209967051
2010-05-14,5000316725
2010-05-17,4950250975
2010-05-18,4753117087
2010-05-19,4728084212
2010-05-20,4412044169
2010-05-21,4699922228
2010-05-24,4634210932
2010-05-25,4721825994
2010-05-26,4706180447
2010-05-27,5116093770
2010-05-28,4953380085
2010-06-01,4728084212
2010-06-02,4934605429
2010-06-03,5006574944
2010-06-04,4656114697
2010-06-07,4396398622
2010-06-08,4365107529
2010-06-09,4418302388
2010-06-10,4609178057
2010-06-11,4659243807
2010-06-14,4749987978
2010-06-15,4925218101
2010-06-16,4984671178
2010-06-17,4975283850
2010-06-18,4868894133
2010-06-21,4815699274
2010-06-22,4671760244
2010-06-23,4709309556
2010-06-24,4555983199
2010-06-25,4678018463
2010-06-28,4599790729
2010-06-29,4365107529
2010-06-30,4270704506
2010-07-01,4251877006
2010-07-02,4167153258
2010-07-06,4082429509
2010-07-07,4298945755
2010-07-08,4314635338
2010-07-09,4361704087
2010-07-12,4371117837
2010-07-13,4399359087
2010-07-14,4371117837
2010-07-15,4440152003
2010-07-16,4298945755
2010-07-19,4330324921
2010-07-20,4421324503
2010-07-21,4367979921
2010-07-22,4606461583
2010-07-23,4766495330
2010-07-26,4885736161
2010-07-27,4835529496
2010-07-28,5202665739
2010-07-29,5171286573
2010-07-30,5334458237
2010-08-02,5453699068
2010-08-03,5325044487
2010-08-04,5387802819
2010-08-05,5315630737
2010-08-06,5325044487
2010-08-09,5394078652
2010-08-10,5422319902
2010-08-11,5193251989
2010-08-12,5083424908
2010-08-13,5067735325
2010-08-16,5067735325
2010-08-17,5237182822
2010-08-18,5290527404
2010-08-19,5152459073
2010-08-20,5127355740
2010-08-23,5095976574
2010-08-24,5008114909
2010-08-25,5108528241
2010-08-26,5008114909
2010-08-27,5174424489
2010-08-30,4998701159
2010-08-31,5152459073
2010-09-01,5347009903
2010-09-02,5563526149
2010-09-03,5632560314
2010-09-07,5638836148
2010-09-08,5742387396
2010-09-09,5673353230
2010-09-10,5726697813
2010-09-13,5764352812
2010-09-14,5679629064
2010-09-15,5808283645
2010-09-16,5676491147
2010-09-17,5729835729
2010-09-20,5883593643
2010-09-21,5811421561
2010-09-22,5698456563
2010-09-23,5566664066
2010-09-24,5902421143
2010-09-27,5811421561
2010-09-28,5921248643
2010-09-29,5783180312
2010-09-30,5774679292
2010-10-01,5727294068
2010-10-04,5588297411
2010-10-05,5695703918
2010-10-06,5872608754
2010-10-07,5888403829
2010-10-08,5954743143
2010-10-11,5919993978
2010-10-12,6068467680
2010-10-13,6292757740
2010-10-14,6169556158
2010-10-15,5986333292
2010-10-18,6021082456
2010-10-19,5790474366
2010-10-20,5951584128
2010-10-21,5863131710
2010-10-22,5964220187
2010-10-25,5957902157
2010-10-26,5970538217
2010-10-27,5793633381
2010-10-28,5787315351
2010-10-29,5796792396
2010-11-01,5875767769
2010-11-02,5888403829
2010-11-03,5964220187
2010-11-04,6220100397
2010-11-05,6270644636
2010-11-08,6286439710
2010-11-09,6160079113
2010-11-10,6378051143
2010-11-11,6368574098
2010-11-12,6254849561
2010-11-15,6292757740
2010-11-16,6014764426
2010-11-17,5973697232
2010-11-18,5992651322
2010-11-19,5859972695
2010-11-22,5932630038
2010-11-23,5850495650
2010-11-24,5986333292
2010-11-26,6027400486
2010-11-29,5989492307
2010-11-30,6062149650
2010-12-01,6027400486
2010-12-02,6122170934
2010-12-03,6292757740
2010-12-06,6311711830
2010-12-07,6333824934
2010-12-08,6261167591
2010-12-09,6223259412
2010-12-10,6381210158
2010-12-13,6371733113
2010-12-14,6444390457
2010-12-15,6393846218
2010-12-16,6460185531
2010-12-17,6475980606
2010-12-20,6599182188
2010-12-21,6731860815
2010-12-22,6722383771
2010-12-23,6614977263
2010-12-27,6637090367
2010-12-28,6539160905
2010-12-29,6551796964
2010-12-30,6564433024
2010-12-31,6483218268
2011-01-03,6650996865
2011-01-04,6467390098
2011-01-05,6527537143
2011-01-06,6565524750
2011-01-07,6552862214
2011-01-10,6514874607
2011-01-11,6603512357
2011-01-12,6698481374
2011-01-13,6745965883
2011-01-14,6954897722
2011-01-18,7103682516
2011-01-19,6967560257
2011-01-20,6986554061
2011-01-21,7151167025
2011-01-24,6942235186
2011-01-25,6885253776
2011-01-26,6901081945
2011-01-27,6992885329
2011-01-28,6926407016
2011-01-31,7024541668
2011-02-01,7252467310
2011-02-02,7610183943
2011-02-03,7527877461
2011-02-04,7581693238
2011-02-07,7515214926
2011-02-08,7572196336
2011-02-09,7559533800
2011-02-10,7603852675
2011-02-11,7765300005
2011-02-14,7796956344
2011-02-15,8021716353
2011-02-16,8085029031
2011-02-17,7999556915
2011-02-18,8059703960
2011-02-22,7784293809
2011-02-23,7711484229
2011-02-24,7663999720
2011-02-25,7879262826
2011-02-28,7926747335
2011-03-01,7784293809
2011-03-02,7787459443
2011-03-03,8056538326
2011-03-04,7936244237
2011-03-07,7822281416
2011-03-08,8081863397
2011-03-09,8414254959
2011-03-10,8167335513
2011-03-11,8642180601
2011-03-14,8607358628
2011-03-15,8214820022
2011-03-16,8059703960
2011-03-17,8278132700
2011-03-18,8436414396
2011-03-21,8664340039
2011-03-22,8648511869
2011-03-23,8534549048
2011-03-24,8809959199
2011-03-25,8607358628
2011-03-28,8528217780
2011-03-29,8740315253
2011-03-30,8553542851
2011-03-31,8482543942
2011-04-01,8787534286
2011-04-04,8816127131
2011-04-05,8943206441
2011-04-06,8793888252
2011-04-07,8746233510
2011-04-08,8727171614
2011-04-11,8714463683
2011-04-12,8727171614
2011-04-13,8835189027
2011-04-14,8978153251
2011-04-15,9184657130
2011-04-18,9098878596
2011-04-19,9216426957
2011-04-20,9422930836
2011-04-21,9435638767
2011-04-25,9076639716
2011-04-26,9070285751
2011-04-27,8498428856
2011-04-28,8422181270
2011-04-29,8485720925
2011-05-02,8587384373
2011-05-03,8406296356
2011-05-04,8355464632
2011-05-05,8428535235
2011-05-06,8492074890
2011-05-09,8654101011
2011-05-10,8835189027
2011-05-11,8419004287
2011-05-12,8377703511
2011-05-13,8241093253
2011-05-16,8301455925
2011-05-17,8266509115
2011-05-18,8584207390
2011-05-19,8596915321
2011-05-20,8488897908
2011-05-23,8256978167
2011-05-24,8234739288
2011-05-25,8422181270
2011-05-26,8555614545
2011-05-27,8422181270
2011-05-31,8396765408
2011-06-01,8088598081
2011-06-02,8336402735
2011-06-03,8129898857
2011-06-06,7875740237
2011-06-07,8063182219
2011-06-08,7907510064
2011-06-09,8002819547
2011-06-10,7720068082
2011-06-13,7497679290
2011-06-14,7713714117
2011-06-15,7287998428
2011-06-16,7278467480
2011-06-17,7618404634
2011-06-20,7580280841
2011-06-21,7872563254
2011-06-22,7650174461
2011-06-23,7720068082
2011-06-24,7399192824
2011-06-27,7608873686
2011-06-28,7888448168
2011-06-29,7999642564
2011-06-30,8006761594
2011-07-01,8096044479
2011-07-05,8096044479
2011-07-06,8118365200
2011-07-07,8309685668
2011-07-08,8060969060
2011-07-11,7620931983
2011-07-12,7487007655
2011-07-13,7490196330
2011-07-14,7270177791
2011-07-15,7426422840
2011-07-18,7356272002
2011-07-19,7499762353
2011-07-20,7416856817
2011-07-21,7538026447
2011-07-22,7579479215
2011-07-25,7550781144
2011-07-26,7496573678
2011-07-27,7308441885
2011-07-28,6712159759
2011-07-29,6951310344
2011-08-01,6999140461
2011-08-02,6635631572
2011-08-03,6533593989
2011-08-04,6026594748
2011-08-05,5825708256
2011-08-08,5264501549
2011-08-09,5570614299
2011-08-10,5315520341
2011-08-11,5407991901
2011-08-12,5299576969
2011-08-15,5411180575
2011-08-16,5149709269
2011-08-17,5124199873
2011-08-18,4655464726
2011-08-19,4374861372
2011-08-22,4390804745
2011-08-23,4680974121
2011-08-24,4830841822
2011-08-25,4387616070
2011-08-26,4518351723
2011-08-29,4744747611
2011-08-30,4671408098
2011-08-31,4834030496
2011-09-01,4754313634
2011-09-02,4575747864
2011-09-06,4451389560
2011-09-07,4878671939
2011-09-08,4680974121
2011-09-09,4480087630
2011-09-12,4502408351
2011-09-13,4537483770
2011-09-14,4725615564
2011-09-15,4869105915
2011-09-16,4827653147
2011-09-19,4575747864
2011-09-20,4476898955
2011-09-21,4215427649
2011-09-22,4075125972
2011-09-23,4263257766
2011-09-26,4406748117
2011-09-27,4445012211
2011-09-28,4441823536
2011-09-29,4594879911
2011-09-30,4316114746
2011-10-03,4197469690
2011-10-04,4332147862
2011-10-05,4437966425
2011-10-06,4614330698
2011-10-07,4332147862
2011-10-10,4537371743
2011-10-11,4473239280
2011-10-12,4864447303
2011-10-13,4809934710
2011-10-14,4880480419
2011-10-17,4595090959
2011-10-18,4912546650
2011-10-19,4617537321
2011-10-20,4678463161
2011-10-21,4902926781
2011-10-24,5367887136
2011-10-25,5159456632
2011-10-26,5111357285
2011-10-27,5489738815
2011-10-28,6086170719
2011-10-31,5701375942
2011-11-01,5467292453
2011-11-02,5598764002
2011-11-03,5579524263
2011-11-04,5345440774
2011-11-07,5396746744
2011-11-08,5428812976
2011-11-09,5079291053
2011-11-10,5111357285
2011-11-11,5233208964
2011-11-14,5079291053
2011-11-15,5191522863
2011-11-16,5047224822
2011-11-17,4893306911
2011-11-18,4845207564
2011-11-21,4716942638
2011-11-22,4745802247
2011-11-23,4643190306
2011-11-25,4688083030
2011-11-28,4918959896
2011-11-29,4851620810
2011-11-30,5390333498
2011-12-01,5290928181
2011-12-02,5294134804
2011-12-05,5480118946
2011-12-06,5316581166
2011-12-07,5143423516
2011-12-08,4829174448
2011-12-09,4963852620
2011-12-12,4880480419
2011-12-13,4732975754
2011-12-14,4662430045
2011-12-15,4842000941
2011-12-16,4822761202
2011-12-19,4595090959
2011-12-20,4854827433
2011-12-21,4944612881
2011-12-22,4941406258
2011-12-23,4934993012
2011-12-27,4906133404
2011-12-28,4729769131
2011-12-29,4861240680
2011-12-30,4880480419
2012-01-03,5140362461
2012-01-04,5146775889
2012-01-05,5201290026
2012-01-06,5117915464
2012-01-09,5105088608
2012-01-10,5313525015
2012-01-11,5627782982
2012-01-12,5589302414
2012-01-13,5457827142
2012-01-17,5406519719
2012-01-18,5467447284
2012-01-19,5647023265
2012-01-20,5727191114
2012-01-23,5772085110
2012-01-24,5733604542
2012-01-25,5820185819
2012-01-26,6095963218
2012-01-27,6115203502
2012-01-30,5855459672
2012-01-31,6188957923
2012-02-01,6092756505
2012-02-02,6070309507
2012-02-03,6288366055
2012-02-06,6285159342
2012-02-07,6176131067
2012-02-08,5804152249
2012-02-09,5877906670
2012-02-10,5730397828
2012-02-13,5807358963
2012-02-14,5868286528
2012-02-15,5983728230
2012-02-16,6118410216
2012-02-17,6115203502
2012-02-21,6022208798
2012-02-22,5916387237
2012-02-23,5954867805
2012-02-24,5935627521
2012-02-27,5932420807
2012-02-28,5820185819
2012-02-29,5877906670
2012-03-01,5999761800
2012-03-02,5986934944
2012-03-05,5977314802
2012-03-06,5749638112
2012-03-07,5675883691
2012-03-08,5929214093
2012-03-09,6153684070
2012-03-12,6150477356
2012-03-13,6599417309
2012-03-14,6560936741
2012-03-15,6631484448
2012-03-16,6679585157
2012-03-19,6689205299
2012-03-20,6660344874
2012-03-21,6653931446
2012-03-22,6541696458
2012-03-23,6567350169
2012-03-26,6596210595
2012-03-27,6548109885
2012-03-28,6410221186
2012-03-29,6346086907
2012-03-30,6400601044
2012-04-02,6471591778
2012-04-03,6256620708
2012-04-04,6105820106
2012-04-05,5967853598
2012-04-09,5839512660
2012-04-10,5685503535
2012-04-11,5861972324
2012-04-12,6051275207
2012-04-13,5842721184
2012-04-16,5890849035
2012-04-17,6044858160
2012-04-18,5884431988
2012-04-19,5922934270
2012-04-20,5894057559
2012-04-23,5849138231
2012-04-24,5900474606
2012-04-25,5990313262
2012-04-26,6118654200
2012-04-27,6137905340
2012-04-30,6035232590
2012-05-01,6211701379
2012-05-02,6153947957
2012-05-03,5971062121
2012-05-04,5752882527
2012-05-07,5669460918
2012-05-08,5630958637
2012-05-09,5560371121
2012-05-10,5531494410
2012-05-11,5541119980
2012-05-14,5457698371
2012-05-15,5351817097
2012-05-16,5194599449
2012-05-17,5056632941
2012-05-18,5082301128
2012-05-21,5268395488
2012-05-22,5278021058
2012-05-23,5342191527
2012-05-24,5258769918
2012-05-25,5255561394
2012-05-29,5457698371
2012-05-30,5213850590
2012-05-31,5278021058
2012-06-01,5002088042
2012-06-04,4899415292
2012-06-05,4973211332
2012-06-06,5168931261
2012-06-07,5178556832
2012-06-08,5210642066
2012-06-11,5047007371
2012-06-12,5162514214
2012-06-13,5079092605
2012-06-14,5095135222
2012-06-15,5265186965
2012-06-18,5258769918
2012-06-19,5393527902
2012-06-20,5403153472
2012-06-21,5140054550
2012-06-22,5091926699
2012-06-25,4931500527
2012-06-26,4941126097
2012-06-27,4998879519
2012-06-28,5053424418
2012-06-29,5249144347
2012-07-02,5208882696
2012-07-03,5276572384
2012-07-05,5183096147
2012-07-06,5108959822
2012-07-09,5060610045
2012-07-10,4963910490
2012-07-11,5012260267
2012-07-12,4967133808
2012-07-13,5086396593
2012-07-16,5050940089
2012-07-17,5160532918
2012-07-18,5154086281
2012-07-19,5260455792
2012-07-20,5202436059
2012-07-23,5086396593
2012-07-24,4934900623
2012-07-25,4867210935
2012-07-26,4954240534
2012-07-27,5263679110
2012-07-30,5234669243
2012-07-31,5021930223
2012-08-01,5373271939
2012-08-02,5337815436
2012-08-03,5505427997
2012-08-06,5714943700
2012-08-07,5824536529
2012-08-08,5737506930
2012-08-09,5737506930
2012-08-10,5727836974
2012-08-13,5673040560
2012-08-14,5647254012
2012-08-15,5660147286
2012-08-16,5769740115
2012-08-17,5814866574
2012-08-20,5821313211
2012-08-21,5847099759
2012-08-22,5766516796
2012-08-23,5689157152
2012-08-24,5666593922
2012-08-27,5621467464
2012-08-28,5611797508
2012-08-29,5611797508
2012-08-30,5544107820
2012-08-31,5579564323
2012-09-04,5550554457
2012-09-05,5482864768
2012-09-06,5634360738
2012-09-07,5705273745
2012-09-10,5569894368
2012-09-11,5689157152
2012-09-12,5914789447
2012-09-13,6317704260
2012-09-14,6562676466
2012-09-17,6382170630
2012-09-18,6217781386
2012-09-19,6285471075
2012-09-20,6253237890
2012-09-21,6240344616
2012-09-24,6204888112
2012-09-25,5976032499
2012-09-26,5979255817
2012-09-27,6001819047
2012-09-28,5934129358
2012-10-01,6068205107
2012-10-02,6175578173
2012-10-03,6269936322
2012-10-04,6253667676
2012-10-05,6380563118
2012-10-08,6325249720
2012-10-09,6159309527
2012-10-10,6003130521
2012-10-11,6198354278
2012-10-12,6123518504
2012-10-15,6152802068
2012-10-16,6165816985
2012-10-17,6282951239
2012-10-18,6370801930
2012-10-19,6217876654
2012-10-22,6318742261
2012-10-23,6143040880
2012-10-24,6016145438
2012-10-25,5934802206
2012-10-26,5938055936
2012-10-31,5863220162
2012-11-01,5736324720
2012-11-02,5710294886
2012-11-05,5765608284
2012-11-06,5902264913
2012-11-07,5703787427
2012-11-08,5684265052
2012-11-09,5694026240
2012-11-12,5684265052
2012-11-13,5742832179
2012-11-14,5645220300
2012-11-15,5641966571
2012-11-16,5694026240
2012-11-19,5788384389
2012-11-20,5739578449
2012-11-21,5755847096
2012-11-23,5814414223
2012-11-26,5908772372
2012-11-27,5827429140
2012-11-28,5938055936
2012-11-29,6061697648
2012-11-30,6159309527
2012-12-03,6103996129
2012-12-04,6042175272
2012-12-05,6100742400
2012-12-06,6094234941
2012-12-07,6178831902
2012-12-10,6292712427
2012-12-11,6364294471
2012-12-12,6406592952
2012-12-13,6214622924
2012-12-14,6247160217
2012-12-17,6435876515
2012-12-18,6640861460
2012-12-19,6494443642
2012-12-20,6507458560
2012-12-21,6390324305
2012-12-24,6377309388
2012-12-26,6396831764
2012-12-27,6374055659
2012-12-28,6308981073
2012-12-31,6502513154
2013-01-02,6652822503
2013-01-03,6587470612
2013-01-04,6770455907
2013-01-07,6796596664
2013-01-08,6790061474
2013-01-09,6721441989
2013-01-10,6714906800
2013-01-11,6701836422
2013-01-14,6747582745
2013-01-15,6809667042
2013-01-16,6718174394
2013-01-17,6741047556
2013-01-18,6714906800
2013-01-22,6714906800
2013-01-23,6826005014
2013-01-24,6924032851
2013-01-25,7136426497
2013-01-28,7152764469
2013-01-29,7116820929
2013-01-30,7012257904
2013-01-31,7051469038
2013-02-01,7146229280
2013-02-04,7087412578
2013-02-05,7159299659
2013-02-06,7139694091
2013-02-07,7780142623
2013-02-08,7904311216
2013-02-11,7884705649
2013-02-12,7927184378
2013-02-13,8005606647
2013-02-14,8070958538
2013-02-15,7933719567
2013-02-19,8005606647
2013-02-20,7789945407
2013-02-21,7701720354
2013-02-22,7812818569
2013-02-25,7593889734
2013-02-26,7652706436
2013-02-27,7806283379
2013-02-28,7897776027
2013-03-01,7959860323
2013-03-04,8031747403
2013-03-05,8084028916
2013-03-06,7999071458
2013-03-07,8015409431
2013-03-08,8051352971
2013-03-11,8240873455
2013-03-12,8270281806
2013-03-13,8286619778
2013-03-14,8234338266
2013-03-15,8146113213
2013-03-18,8227803076
2013-03-19,7992536269
2013-03-20,8113437267
2013-03-21,8008874242
2013-03-22,8074226133
2013-03-25,8064423349
2013-03-26,8175521564
2013-03-27,8204929915
2013-03-28,8250676238
2013-04-01,8002232515
2013-04-02,7989135571
2013-04-03,7835246484
2013-04-04,7949844740
2013-04-05,7930199325
2013-04-08,8162670073
2013-04-09,8188863960
2013-04-10,8352575755
2013-04-11,8349301519
2013-04-12,8280542565
2013-04-15,7897456966
2013-04-16,7959667448
2013-04-17,7759939059
2013-04-18,7694454341
2013-04-19,7802504125
2013-04-22,7763213295
2013-04-23,7913828146
2013-04-24,8057894525
2013-04-25,8103733827
2013-04-26,7917102382
2013-04-29,7972764392
2013-04-30,7930199325
2013-05-01,7871263079
2013-05-02,7864714607
2013-05-03,7907279674
2013-05-06,7930199325
2013-05-07,8002232515
2013-05-08,8044797581
2013-05-09,7959667448
2013-05-10,7890908494
2013-05-13,7867988843
2013-05-14,8025152166
2013-05-15,8244525971
2013-05-16,8093911120
2013-05-17,8113556535
2013-05-20,8057894525
2013-05-21,8211783612
2013-05-22,7933473561
2013-05-23,7822149541
2013-05-24,7658437746
2013-05-28,7773036002
2013-05-29,7658437746
2013-05-30,7664986218
2013-05-31,7589678793
2013-06-03,7599501500
2013-06-04,7547113726
2013-06-05,7370304988
2013-06-06,7586404557
2013-06-07,7674808926
2013-06-10,7596227264
2013-06-11,7498000188
2013-06-12,7386676167
2013-06-13,7504548659
2013-06-14,7422692762
2013-06-17,7468532065
2013-06-18,7547113726
2013-06-19,7294997562
2013-06-20,7075623758
2013-06-21,7039607163
2013-06-24,7023235984
2013-06-25,7200044722
2013-06-26,7393224639
2013-06-27,7602775736
2013-06-28,7648615039
2013-07-01,7649575491
2013-07-02,7616744695
2013-07-03,7662707809
2013-07-05,7692255526
2013-07-08,7646292411
2013-07-09,7718520163
2013-07-10,7692255526
2013-07-11,7862975665
2013-07-12,7902372621
2013-07-15,7892523382
2013-07-16,7839994108
2013-07-17,7892523382
2013-07-18,7922071098
2013-07-19,7977883452
2013-07-22,7945052656
2013-07-23,8000865009
2013-07-24,7997581929
2013-07-25,8036978885
2013-07-26,7908938780
2013-07-29,7797314073
2013-07-30,7813729471
2013-07-31,7606895456
2013-08-01,7626593934
2013-08-02,7616744695
2013-08-05,7593763137
2013-08-06,7567498501
2013-08-07,7521535386
2013-08-08,7606895456
2013-08-09,7652858570
2013-08-12,7649575491
2013-08-13,7531384625
2013-08-14,7501836908
2013-08-15,7235907460
2013-08-16,7091451957
2013-08-19,6983110330
2013-08-20,7219492062
2013-08-21,7130848912
2013-08-22,7130848912
2013-08-23,7193227425
2013-08-26,7143981231
2013-08-27,7065187320
2013-08-28,7163679709
2013-08-29,7120999674
2013-08-30,7180095107
2013-09-03,7216208982
2013-09-04,7278587495
2013-09-05,7222775142
2013-09-06,7344249087
2013-09-09,7629877013
2013-09-10,7721803242
2013-09-11,7853126427
2013-09-12,7728369401
2013-09-13,7682406287
2013-09-16,7738218640
2013-09-17,7767766357
