,CBRE
2022-12-21,24077730950
2022-12-22,23782337226
2022-12-23,24093443382
2022-12-27,24036878626
2022-12-28,23697490093
2022-12-29,24369982187
2022-12-30,24184575488
2023-01-03,24352843929
2023-01-04,24750238629
2023-01-05,24349739283
2023-01-06,25122796160
2023-01-09,25383586431
2023-01-10,25684737102
2023-01-11,26336712781
2023-01-12,26585084468
2023-01-13,26734107480
2023-01-17,26296352382
2023-01-18,25957945958
2023-01-19,25889643744
2023-01-20,26169061892
2023-01-23,26411224287
2023-01-24,25830655468
2023-01-25,25784085777
2023-01-26,26110073616
2023-01-27,26221840876
2023-01-30,25976573835
2023-01-31,26547828715
2023-02-01,26442270748
2023-02-02,27488536480
2023-02-03,27053886028
2023-02-06,26585084468
2023-02-07,27016630275
2023-02-08,26318084904
2023-02-09,27215327624
2023-02-10,27103560365
2023-02-13,27600303740
2023-02-14,27600303740
2023-02-15,27789687151
2023-02-16,27476117896
2023-02-17,27556838694
2023-02-21,26634758806
2023-02-22,26681328497
2023-02-23,26963851291
2023-02-24,26386387118
2023-02-27,26448480040
2023-02-28,26432956810
2023-03-01,26200108353
2023-03-02,26147329369
2023-03-03,26675119205
2023-03-06,26432956810
2023-03-07,25774771839
2023-03-08,25880329806
2023-03-09,25302865633
2023-03-10,24337320699
2023-03-13,23399717580
2023-03-14,23523903423
2023-03-15,22946439251
2023-03-16,23458705856
2023-03-17,22934020666
2023-03-20,23210334168
2023-03-21,23337624658
2023-03-22,22108184806
2023-03-23,21394116206
2023-03-24,21378592975
2023-03-27,21536929926
2023-03-28,21251302486
2023-03-29,21549348510
2023-03-30,21993312901
2023-03-31,22633512950
2023-04-03,22621078662
2023-04-04,22042884264
2023-04-05,21784872786
2023-04-06,21856369942
2023-04-10,21744461349
2023-04-11,21902998523
2023-04-12,21710267057
2023-04-13,21993147112
2023-04-14,22014907116
2023-04-17,22471867204
2023-04-18,22375501471
2023-04-19,22459432916
2023-04-20,22456324344
2023-04-21,22338198607
2023-04-24,22092621417
2023-04-25,21909215667
2023-04-26,21741352777
2023-04-27,23668667436
2023-04-28,23830313181
2023-05-01,23749490309
2023-05-02,23345375945
2023-05-03,23031410170
2023-05-04,22897741572
2023-05-05,23174404483
2023-05-08,22736095827
2023-05-09,22810701556
2023-05-10,22944370153
2023-05-11,22891524428
2023-05-12,22723661539
2023-05-15,23053170174
2023-05-16,22869764424
2023-05-17,23426198818
2023-05-18,23876941762
2023-05-19,24023044647
2023-05-22,24265513266
2023-05-23,23665558864
2023-05-24,23161970195
2023-05-25,23304964508
2023-05-26,23491478830
2023-05-30,23329833085
2023-05-31,23289421648
2023-06-01,23320507369
2023-06-02,23976416067
2023-06-05,23640690288
2023-06-06,24122518952
2023-06-07,24849924807
2023-06-08,24442701871
2023-06-09,24539067604
2023-06-12,24355661855
2023-06-13,24632324765
2023-06-14,24368096143
2023-06-15,24455136160
2023-06-16,24187798965
2023-06-20,23917353198
2023-06-21,23848964614
2023-06-22,23699753156
2023-06-23,23385787381
2023-06-26,23488370258
2023-06-27,24237536117
2023-06-28,24392964719
2023-06-29,24961833400
2023-06-30,24846938147
2023-07-03,25182499572
2023-07-05,25234834840
2023-07-06,25213285024
2023-07-07,25204049388
2023-07-10,25656595530
2023-07-11,25798208608
2023-07-12,26607865990
2023-07-13,27183553939
2023-07-14,26780264520
2023-07-17,27134297216
2023-07-18,27245124843
2023-07-19,27371345195
2023-07-20,27075804858
2023-07-21,27004998318
2023-07-24,26857228150
2023-07-25,27125061580
2023-07-26,27202025210
2023-07-27,25628888623
2023-07-28,25367212283
2023-07-31,25647359894
2023-08-01,25555003539
2023-08-02,25684302436
2023-08-03,25739716249
2023-08-04,25835151150
2023-08-07,26149162758
2023-08-08,26183026755
2023-08-09,25884407873
2023-08-10,25952135867
2023-08-11,26022942406
2023-08-14,26059884948
2023-08-15,25638124259
2023-08-16,25357976647
2023-08-17,25324112650
2023-08-18,25333348286
2023-08-21,25087064671
2023-08-22,24920823232
2023-08-23,25604260262
2023-08-24,25724323524
2023-08-25,25422626096
2023-08-28,26041413677
2023-08-29,26383132192
2023-08-30,26069120584
2023-08-31,26183026755
2023-09-01,26481645638
2023-09-05,26435467460
2023-09-06,26426231825
2023-09-07,26167634030
2023-09-08,26241519114
2023-09-11,26278461656
2023-09-12,26093748945
2023-09-13,24342056738
2023-09-14,24551397810
2023-09-15,24141951301
2023-09-18,24298957105
2023-09-19,24129637120
2023-09-20,24040359310
2023-09-21,23144502663
2023-09-22,23141424118
2023-09-25,23082931759
2023-09-26,22679642341
2023-09-27,22624228527
2023-09-28,22565736169
2023-09-29,22738134699
2023-10-02,22254315052
2023-10-03,21736276772
2023-10-04,21687520228
2023-10-05,22028816036
2023-10-06,22178132952
2023-10-09,22153754680
2023-10-10,22296977028
2023-10-11,22504192340
2023-10-12,22031863320
2023-10-13,21772844180
2023-10-16,22071478012
2023-10-17,21791127884
2023-10-18,21270042320
2023-10-19,20819044287
2023-10-20,20566119716
2023-10-23,20371093540
2023-10-24,20364998972
2023-10-25,20038939584
2023-10-26,20252249464
2023-10-27,20157783660
2023-10-30,20569167000
2023-10-31,21129867256
2023-11-01,21388886396
2023-11-02,21849026280
2023-11-03,23162405684
2023-11-06,22891197408
2023-11-07,22647414687
2023-11-08,22528570612
2023-11-09,21955681220
2023-11-10,22394490116
2023-11-13,22342686287
2023-11-14,23750531496
2023-11-15,23951652240
2023-11-16,23784051620
2023-11-17,23811477176
2023-11-20,23805382608
2023-11-21,23738342360
2023-11-22,23908990264
2023-11-24,24076590884
2023-11-27,24073543600
2023-11-28,24082685452
2023-11-29,24189340392
2023-11-30,24061354464
2023-12-01,24807939044
2023-12-04,25042579912
2023-12-05,24716520524
2023-12-06,24820128180
2023-12-07,25188849544
2023-12-08,25197991396
2023-12-11,25063910900
2023-12-12,25079147320
2023-12-13,26237115240
2023-12-14,27751615387
2023-12-15,27766851808
2023-12-18,27876554032
2023-12-19,27550494644
2023-12-20,27346326616
2023-12-21,27885695884
2023-12-22,28019776380
2023-12-26,28220897124
2023-12-27,28534767376
2023-12-28,28589618487
2023-12-29,28367166756
2024-01-02,28507441522
2024-01-03,27232221278
2024-01-04,26733753893
2024-01-05,26620604854
2024-01-08,26966168134
2024-01-09,26519688144
2024-01-10,26498281569
2024-01-11,25950884870
2024-01-12,26073208155
2024-01-16,26125195551
2024-01-17,25565566523
2024-01-18,25785748435
2024-01-19,26149660208
2024-01-22,26730695810
2024-01-23,26427945681
2024-01-24,26253635000
2024-01-25,26528862391
2024-01-26,26382074449
2024-01-29,26871367588
2024-01-30,26510513898
2024-01-31,26394306777
2024-02-01,26357609792
2024-02-02,25993698020
2024-02-05,25486056388
2024-02-06,25745993368
2024-02-07,25669541315
2024-02-08,26287273903
2024-02-09,26467700748
2024-02-12,26996748955
2024-02-13,26036511169
2024-02-14,26571675540
2024-02-15,28837714391
2024-02-16,28479918783
2024-02-20,27819373045
2024-02-21,27663410857
2024-02-22,27990625644
2024-02-23,27556377983
2024-02-26,27507448669
2024-02-27,27791850306
2024-02-28,27889708934
2024-02-29,28100716600
2024-03-01,28434047551
2024-03-04,28183284817
2024-03-05,28097658518
2024-03-06,28226097967
2024-03-07,28397350566
2024-03-08,28859120966
2024-03-11,28577777411
2024-03-12,28666461792
2024-03-13,28797959324
2024-03-14,28525790015
2024-03-15,28504383440
2024-03-18,28455454126
2024-03-19,28586951657
2024-03-20,29247497395
2024-03-21,30005901761
2024-03-22,29538015197
2024-03-25,29268903970
2024-03-26,29327007530
2024-03-27,29614467250
2024-03-28,29736790534
2024-04-01,29045663975
2024-04-02,28853004802
2024-04-03,29183277671
2024-04-04,29192451917
2024-04-05,29400401501
2024-04-08,29513550540
2024-04-09,29418749994
2024-04-10,27929464001
2024-04-11,27730688664
2024-04-12,27336196070
2024-04-15,26602256361
2024-04-16,26146602126
2024-04-17,26036511169
2024-04-18,26036511169
2024-04-19,25963117198
2024-04-22,26311738560
2024-04-23,26638953347
2024-04-24,26534978555
2024-04-25,26611430608
2024-04-26,26706231153
2024-04-29,26892774163
2024-04-30,26571675540
2024-05-01,26382074449
2024-05-02,26541094719
2024-05-03,26486049241
2024-05-06,26397364859
2024-05-07,26455468420
2024-05-08,26452410338
2024-05-09,26739870057
2024-05-10,27590016886
2024-05-13,26950877723
2024-05-14,27131304568
2024-05-15,28213865639
2024-05-16,28149645914
2024-05-17,27911115509
2024-05-20,27580842640
2024-05-21,27651178529
2024-05-22,27403473877
2024-05-23,26804089781
2024-05-24,26758218550
2024-05-28,26531920473
2024-05-29,26323970888
2024-05-30,26568617458
2024-05-31,26932529230
2024-06-03,26479933077
2024-06-04,26189415275
2024-06-05,26427945681
2024-06-06,26299506232
2024-06-07,26186357193
2024-06-10,26794915535
2024-06-11,26648127593
2024-06-12,27223047032
2024-06-13,27229163196
2024-06-14,26574733622
2024-06-17,26718463482
2024-06-18,27116014158
2024-06-20,27577784558
2024-06-21,27638946200
2024-06-24,27296441003
2024-06-25,27002865119
2024-06-26,26963110052
2024-06-27,27064026762
2024-06-28,27250569771
2024-07-01,26290331985
2024-07-02,26629779100
2024-07-03,26724579646
2024-07-05,26669534168
2024-07-08,27021213612
2024-07-09,27146594979
2024-07-10,27507448669
2024-07-11,28476860701
2024-07-12,28944747265
2024-07-15,29311717120
2024-07-16,29733732452
2024-07-17,29944740119
2024-07-18,29690919303
2024-07-19,29917217379
2024-07-22,30204677099
2024-07-23,30416845702
2024-07-24,30153044902
2024-07-25,32953627811
2024-07-26,33910672573
2024-07-29,33907605122
2024-07-30,34355452992
2024-07-31,34573242024
2024-08-01,34475083587
2024-08-02,33858525904
2024-08-05,32705164267
2024-08-06,33165281941
2024-08-07,32613140733
2024-08-08,33337059206
2024-08-09,33478161960
