,KSS
2013-11-26,11904570000
2013-11-27,11910960000
2013-11-29,11774640000
2013-12-02,11757600000
2013-12-03,11768250000
2013-12-04,11582940000
2013-12-05,11723520000
2013-12-06,11651100000
2013-12-09,11712870000
2013-12-10,11708610000
2013-12-11,11800200000
2013-12-12,11708610000
2013-12-13,11519040000
2013-12-16,11574420000
2013-12-17,11629800000
2013-12-18,11663880000
2013-12-19,11634060000
2013-12-20,11704350000
2013-12-23,11832150000
2013-12-24,11889660000
2013-12-26,11861970000
2013-12-27,11915220000
2013-12-30,12021720000
2013-12-31,12087750000
2014-01-02,12138870000
2014-01-03,12111180000
2014-01-06,11936520000
2014-01-07,11949300000
2014-01-08,11753340000
2014-01-09,11834280000
2014-01-10,12138870000
2014-01-13,11386980000
2014-01-14,11548860000
2014-01-15,11429580000
2014-01-16,11252790000
2014-01-17,11274090000
2014-01-21,11201670000
2014-01-22,10941810000
2014-01-23,10884300000
2014-01-24,10696860000
2014-01-27,10673430000
2014-01-28,10880040000
2014-01-29,10643610000
2014-01-30,10831050000
2014-01-31,10784190000
2014-02-03,10186700000
2014-02-04,10112540000
2014-02-05,10264980000
2014-02-06,10619300000
2014-02-07,10545140000
2014-02-10,10520420000
2014-02-11,10625480000
2014-02-12,10557500000
2014-02-13,10532780000
2014-02-14,10561620000
2014-02-18,10641960000
2014-02-19,10538960000
2014-02-20,10685220000
2014-02-21,10689340000
2014-02-24,10701700000
2014-02-25,10961260000
2014-02-26,11214640000
2014-02-27,11482440000
2014-02-28,11575140000
2014-03-03,11558660000
2014-03-04,11513340000
2014-03-05,11332060000
2014-03-06,11274380000
2014-03-07,11422700000
2014-03-10,11338240000
2014-03-11,11416520000
2014-03-12,11365020000
2014-03-13,11224940000
2014-03-14,11313520000
2014-03-17,11505100000
2014-03-18,11480380000
2014-03-19,11270260000
2014-03-20,11311460000
2014-03-21,11492740000
2014-03-24,11461840000
2014-03-25,11356780000
2014-03-26,11402100000
2014-03-27,11639000000
2014-03-28,11742000000
2014-03-31,11700800000
2014-04-01,11711100000
2014-04-02,11925340000
2014-04-03,11917100000
2014-04-04,11877960000
2014-04-07,11540120000
2014-04-08,11667840000
2014-04-09,11606040000
2014-04-10,11239360000
2014-04-11,11027180000
2014-04-14,11033360000
2014-04-15,11212580000
2014-04-16,11338240000
2014-04-17,11177560000
2014-04-21,11241420000
2014-04-22,11173440000
2014-04-23,11282620000
2014-04-24,11274380000
2014-04-25,11264080000
2014-04-28,11420640000
2014-04-29,11400040000
2014-04-30,11286740000
2014-05-01,11379440000
2014-05-02,11478320000
2014-05-05,11289360000
2014-05-06,10983360000
2014-05-07,10934400000
2014-05-08,10987440000
2014-05-09,11169000000
2014-05-12,11342400000
2014-05-13,11401560000
2014-05-14,11022120000
2014-05-15,10650840000
2014-05-16,10865040000
2014-05-19,10820160000
2014-05-20,10679400000
2014-05-21,10750800000
2014-05-22,10787520000
2014-05-23,10777320000
2014-05-27,11077200000
2014-05-28,11007840000
2014-05-29,11113920000
2014-05-30,11105760000
2014-06-02,11073120000
2014-06-03,10995600000
2014-06-04,11067000000
2014-06-05,10952760000
2014-06-06,11056800000
2014-06-09,10956840000
2014-06-10,10858920000
2014-06-11,10683480000
2014-06-12,10659000000
2014-06-13,10632480000
2014-06-16,10765080000
2014-06-17,10818120000
2014-06-18,10818120000
2014-06-19,10852800000
2014-06-20,10689600000
2014-06-23,10773240000
2014-06-24,10828320000
2014-06-25,10765080000
2014-06-26,10816080000
2014-06-27,10858920000
2014-06-30,10746720000
2014-07-01,10844640000
2014-07-02,10679400000
2014-07-03,10801800000
2014-07-07,10816080000
2014-07-08,10816080000
2014-07-09,10852800000
2014-07-10,10622280000
2014-07-11,10508040000
2014-07-14,10404000000
2014-07-15,10471320000
2014-07-16,10532520000
2014-07-17,10532520000
2014-07-18,10689600000
2014-07-21,10671240000
2014-07-22,10538640000
2014-07-23,10571280000
2014-07-24,10628400000
2014-07-25,10477440000
2014-07-28,10654920000
2014-07-29,10595760000
2014-07-30,10926240000
2014-07-31,10922160000
2014-08-01,10926240000
2014-08-04,10855480000
2014-08-05,10899920000
2014-08-06,11055460000
2014-08-07,10998900000
2014-08-08,11255440000
2014-08-11,11277660000
2014-08-12,11297860000
2014-08-13,11132220000
2014-08-14,11495820000
2014-08-15,11489760000
2014-08-18,11625100000
2014-08-19,11663480000
2014-08-20,11893760000
2014-08-21,11976580000
2014-08-22,12004860000
2014-08-25,12041220000
2014-08-26,12012940000
2014-08-27,12051320000
2014-08-28,11998800000
2014-08-29,11875580000
2014-09-02,11940220000
2014-09-03,11946280000
2014-09-04,12186660000
2014-09-05,12109900000
2014-09-08,11875580000
2014-09-09,11974560000
2014-09-10,11895780000
2014-09-11,12089700000
2014-09-12,12196760000
2014-09-15,12190700000
2014-09-16,12344220000
2014-09-17,12427040000
2014-09-18,12625000000
2014-09-19,12521980000
2014-09-22,12469460000
2014-09-23,12501780000
2014-09-24,12616920000
2014-09-25,12394720000
2014-09-26,12562380000
2014-09-29,12374520000
2014-09-30,12328060000
2014-10-01,12202820000
2014-10-02,12287660000
2014-10-03,12416940000
2014-10-06,12037180000
2014-10-07,11683680000
2014-10-08,11728120000
2014-10-09,11542280000
2014-10-10,11435220000
2014-10-13,11316040000
2014-10-14,11453400000
2014-10-15,11404920000
2014-10-16,11368560000
2014-10-17,11421080000
2014-10-20,11619040000
2014-10-21,11859420000
2014-10-22,11802860000
2014-10-23,11958400000
2014-10-24,11936180000
2014-10-27,11827100000
2014-10-28,11041320000
2014-10-29,10996880000
2014-10-30,11069600000
2014-10-31,10952440000
2014-11-03,10935050000
2014-11-04,10978830000
2014-11-05,10962910000
2014-11-06,11305190000
2014-11-07,11386780000
2014-11-10,11257430000
2014-11-11,11189770000
2014-11-12,11524090000
2014-11-13,11157930000
2014-11-14,11366880000
2014-11-17,11410660000
2014-11-18,11368870000
2014-11-19,11422600000
2014-11-20,11609660000
2014-11-21,11585780000
2014-11-24,11725080000
2014-11-25,11707170000
2014-11-26,11675330000
2014-11-28,11864380000
2014-12-01,11448470000
2014-12-02,11388770000
2014-12-03,11583790000
2014-12-04,11305190000
2014-12-05,11354940000
2014-12-08,11227580000
2014-12-09,11303200000
2014-12-10,11291260000
2014-12-11,11323100000
2014-12-12,11396730000
2014-12-15,11545980000
2014-12-16,11378820000
2014-12-17,11470360000
2014-12-18,11830550000
2014-12-19,11858410000
2014-12-22,12053430000
2014-12-23,12246460000
2014-12-24,12031540000
2014-12-26,11979800000
2014-12-29,12069350000
2014-12-30,12083280000
2014-12-31,12146960000
2015-01-02,11858410000
2015-01-05,11786770000
2015-01-06,11770850000
2015-01-07,12200690000
2015-01-08,12242480000
2015-01-09,11981790000
2015-01-12,12065370000
2015-01-13,12067360000
2015-01-14,11924080000
2015-01-15,11651450000
2015-01-16,11808660000
2015-01-20,11613640000
2015-01-21,11673340000
2015-01-22,11977810000
2015-01-23,11975820000
2015-01-26,12224570000
2015-01-27,12154920000
2015-01-28,12099200000
2015-01-29,12089250000
2015-01-30,11884280000
2015-02-02,12288000000
2015-02-03,12576000000
2015-02-04,13374000000
2015-02-05,13547999999
2015-02-06,13860000000
2015-02-09,13924000000
2015-02-10,13916000000
2015-02-11,13894000000
2015-02-12,13766000000
2015-02-13,13650000000
2015-02-17,13769999999
2015-02-18,13750000000
2015-02-19,13674000000
2015-02-20,13900000000
2015-02-23,14000000000
2015-02-24,13994000000
2015-02-25,14180000000
2015-02-26,14338000000
2015-02-27,14760000000
2015-03-02,14852000000
2015-03-03,14900000000
2015-03-04,14860000000
2015-03-05,14719999999
2015-03-06,14672000000
2015-03-09,14741999999
2015-03-10,14782000000
2015-03-11,14769999999
2015-03-12,14882000000
2015-03-13,14819999999
2015-03-16,14840000000
2015-03-17,14866000000
2015-03-18,14990000000
2015-03-19,15122000000
2015-03-20,15128000000
2015-03-23,15119999999
2015-03-24,15002000000
2015-03-25,14938000000
2015-03-26,14997999999
2015-03-27,15062000000
2015-03-30,15324000000
2015-03-31,15650000000
2015-04-01,15632000000
2015-04-02,15813999999
2015-04-06,15762000000
2015-04-07,15672000000
2015-04-08,15550000000
2015-04-09,15534000000
2015-04-10,15680000000
2015-04-13,15546000000
2015-04-14,15316000000
2015-04-15,15240000000
2015-04-16,15262000000
2015-04-17,14894000000
2015-04-20,15066000000
2015-04-21,14990000000
2015-04-22,15182000000
2015-04-23,15356000000
2015-04-24,14918000000
2015-04-27,14582000000
2015-04-28,14650000000
2015-04-29,14219999999
2015-04-30,14330000000
2015-05-01,14618000000
2015-05-04,14333480000
2015-05-05,14023800000
2015-05-06,14300159999
2015-05-07,14378560000
2015-05-08,14558880000
2015-05-11,14562800000
2015-05-12,14562800000
2015-05-13,14603960000
2015-05-14,12665520000
2015-05-15,12961480000
2015-05-18,12949719999
2015-05-19,13034000000
2015-05-20,12904640000
2015-05-21,12918360000
2015-05-22,12955599999
2015-05-26,12761560000
2015-05-27,12816440000
2015-05-28,12814480000
2015-05-29,12836039999
2015-06-01,12675320000
2015-06-02,12883080000
2015-06-03,12806640000
2015-06-04,12708640000
2015-06-05,12430320000
2015-06-08,12291160000
2015-06-09,12161800000
2015-06-10,12242160000
2015-06-11,12232360000
2015-06-12,12283320000
2015-06-15,12269600000
2015-06-16,12167680000
2015-06-17,12300960000
2015-06-18,12387200000
2015-06-19,12506760000
2015-06-22,12475400000
2015-06-23,12524400000
2015-06-24,12542040000
2015-06-25,12418560000
2015-06-26,12420520000
2015-06-29,12255880000
2015-06-30,12271560000
2015-07-01,12312720000
2015-07-02,12373480000
2015-07-06,12314680000
2015-07-07,12732159999
2015-07-08,12659640000
2015-07-09,12285280000
2015-07-10,12534200000
2015-07-13,12557719999
2015-07-14,12694920000
2015-07-15,12544000000
2015-07-16,12491080000
2015-07-17,12202960000
2015-07-20,12267640000
2015-07-21,12163760000
2015-07-22,12322520000
2015-07-23,12126520000
2015-07-24,12128480000
2015-07-27,12108880000
2015-07-28,12036360000
2015-07-29,11989320000
2015-07-30,12057920000
2015-07-31,12018720000
2015-08-03,11622350000
2015-08-04,11685380000
2015-08-05,11681560000
2015-08-06,11526850000
2015-08-07,11463820000
2015-08-10,11765600000
2015-08-11,11729310000
2015-08-12,11746500000
2015-08-13,10717010000
2015-08-14,10608140000
2015-08-17,10631060000
2015-08-18,10590950000
2015-08-19,10455340000
2015-08-20,10254790000
2015-08-21,9989300000
2015-08-24,9632130000
2015-08-25,9393380000
2015-08-26,9714260000
2015-08-27,9805940000
2015-08-28,9878520000
2015-08-31,9746730000
2015-09-01,9649320000
2015-09-02,9719990000
2015-09-03,9844140000
2015-09-04,9639770000
2015-09-08,9867060000
2015-09-09,9714260000
2015-09-10,9710440000
2015-09-11,9691340000
2015-09-14,9691340000
2015-09-15,9639770000
2015-09-16,9903350000
2015-09-17,9677970000
2015-09-18,9399110000
2015-09-21,9395290000
2015-09-22,9339900000
2015-09-23,9267320000
2015-09-24,9137440000
2015-09-25,9110700000
2015-09-28,8807010000
2015-09-29,8837570000
2015-09-30,8845210000
2015-10-01,8606460000
2015-10-02,8671400000
2015-10-05,8944530000
2015-10-06,8879590000
2015-10-07,8814650000
2015-10-08,8910150000
2015-10-09,9028570000
2015-10-12,8881500000
2015-10-13,8711510000
2015-10-14,8596910000
2015-10-15,8629380000
2015-10-16,8772630000
2015-10-19,8722970000
2015-10-20,8845210000
2015-10-21,8719150000
2015-10-22,8675220000
2015-10-23,8415460000
2015-10-26,8658030000
2015-10-27,8740160000
2015-10-28,8728700000
2015-10-29,8514780000
2015-10-30,8808920000
2015-11-02,8734770000
2015-11-03,8858190000
2015-11-04,8641270000
2015-11-05,8725420000
2015-11-06,8708590000
2015-11-09,8224259999
2015-11-10,8527200000
2015-11-11,8070919999
2015-11-12,8562730000
2015-11-13,8012950000
2015-11-16,8216780000
2015-11-17,8237349999
2015-11-18,8443050000
2015-11-19,8448660000
2015-11-20,8796480000
2015-11-23,8908680000
2015-11-24,9075110000
2015-11-25,9069500000
2015-11-27,8989090000
2015-11-30,8813310000
2015-12-01,8830140000
2015-12-02,8680540000
2015-12-03,8861930000
2015-12-04,8990960000
2015-12-07,8873150000
2015-12-08,8826400000
2015-12-09,8813310000
2015-12-10,9009660000
2015-12-11,8646880000
2015-12-14,8744120000
2015-12-15,8641270000
2015-12-16,8596390000
2015-12-17,8312150000
2015-12-18,8304669999
2015-12-21,8547770000
2015-12-22,8802090000
2015-12-23,8863800000
2015-12-24,8813310000
2015-12-28,8833880000
2015-12-29,9127470000
2015-12-30,9048930000
2015-12-31,8906810000
2016-01-04,9265850000
2016-01-05,9308860000
2016-01-06,9359350000
2016-01-07,9510820000
2016-01-08,8953560000
2016-01-11,9364960000
2016-01-12,9393010000
2016-01-13,9346260000
2016-01-14,9200400000
2016-01-15,9004050000
2016-01-19,8673060000
2016-01-20,8536550000
2016-01-21,8787130000
2016-01-22,9005920000
2016-01-25,8856320000
2016-01-26,9086330000
2016-01-27,9108770000
2016-01-28,8974130000
2016-01-29,9303250000
2016-02-01,8981640000
2016-02-02,9219540000
2016-02-03,9356790000
2016-02-04,7598160000
2016-02-05,7696980000
2016-02-08,7797630000
2016-02-09,7576200000
2016-02-10,7336470000
2016-02-11,7263270000
2016-02-12,7468230000
2016-02-16,7799460000
2016-02-17,8033700000
2016-02-18,8202060000
2016-02-19,8121540000
2016-02-22,8225850000
2016-02-23,8224020000
2016-02-24,8319180000
2016-02-25,8540610000
2016-02-26,8568060000
2016-02-29,8540610000
2016-03-01,8511330000
2016-03-02,8535120000
2016-03-03,8553420000
2016-03-04,8688840000
2016-03-07,8891970000
2016-03-08,8912100000
2016-03-09,8979810000
2016-03-10,9051180000
2016-03-11,8981640000
2016-03-14,9051180000
2016-03-15,8729100000
2016-03-16,8734590000
2016-03-17,8829750000
2016-03-18,8815110000
2016-03-21,8767530000
2016-03-22,8613810000
2016-03-23,8547930000
2016-03-24,8405190000
2016-03-28,8562570000
2016-03-29,8518649999
2016-03-30,8427149999
2016-03-31,8529630000
2016-04-01,8370420000
2016-04-04,8253300000
2016-04-05,8218529999
2016-04-06,8209380000
2016-04-07,8050170000
2016-04-08,7936710000
2016-04-11,7784820000
2016-04-12,7810440000
2016-04-13,7914750000
2016-04-14,7850700000
2016-04-15,7936710000
2016-04-18,8068470000
2016-04-19,8207550000
2016-04-20,8441790000
2016-04-21,8313690000
2016-04-22,8319180000
2016-04-25,8227680000
2016-04-26,8374080000
2016-04-27,8414339999
2016-04-28,8328330000
2016-04-29,8106899999
2016-05-02,8112600000
2016-05-03,7898400000
2016-05-04,7639200000
2016-05-05,7498799999
2016-05-06,7446600000
2016-05-09,7590600000
2016-05-10,7412400000
2016-05-11,6966000000
2016-05-12,6327000000
2016-05-13,6433200000
2016-05-16,6517800000
2016-05-17,6339600000
2016-05-18,6220800000
2016-05-19,6289200000
2016-05-20,6453000000
2016-05-23,6406200000
2016-05-24,6370200000
2016-05-25,6460200000
2016-05-26,6402600000
2016-05-27,6499800000
2016-05-31,6487200000
2016-06-01,6510600000
2016-06-02,6728400000
2016-06-03,6848999999
2016-06-06,6721200000
2016-06-07,6847200000
2016-06-08,6867000000
2016-06-09,6739200000
2016-06-10,6623999999
2016-06-13,6357600000
2016-06-14,6208200000
2016-06-15,6334200000
2016-06-16,6308999999
2016-06-17,6543000000
2016-06-20,6595200000
2016-06-21,6631200000
2016-06-22,6622200000
2016-06-23,6753600000
2016-06-24,6508799999
2016-06-27,6570000000
2016-06-28,6769800000
2016-06-29,6793200000
2016-06-30,6825600000
2016-07-01,6832800000
2016-07-05,6613200000
2016-07-06,6796800000
2016-07-07,6885000000
2016-07-08,7072200000
2016-07-11,7106399999
2016-07-12,7156800000
2016-07-13,6930000000
2016-07-14,6949800000
2016-07-15,6949800000
2016-07-18,7030800000
2016-07-19,7014600000
2016-07-20,7124400000
2016-07-21,7111800000
2016-07-22,7104600000
2016-07-25,7228799999
2016-07-26,7388999999
2016-07-27,7326000000
2016-07-28,7385400000
2016-07-29,7486200000
2016-08-01,7281780000
2016-08-02,6702990000
2016-08-03,6853440000
2016-08-04,6876450000
2016-08-05,6956099999
2016-08-08,6968490000
2016-08-09,6672900000
2016-08-10,6733080000
2016-08-11,7821630000
2016-08-12,7954380000
2016-08-15,8143770000
2016-08-16,8156160000
2016-08-17,7988010000
2016-08-18,8095980000
2016-08-19,8039340000
2016-08-22,7834020000
2016-08-23,7968540000
2016-08-24,7959690000
2016-08-25,7908360000
2016-08-26,7883580000
2016-08-29,8011020000
2016-08-30,7952610000
2016-08-31,7855260000
2016-09-01,7773840000
2016-09-02,7704810000
2016-09-06,7642860000
2016-09-07,7818090000
2016-09-08,7612770000
2016-09-09,7591530000
2016-09-12,7727819999
2016-09-13,7570290000
2016-09-14,7508340000
2016-09-15,7559670000
2016-09-16,7605690000
2016-09-19,7734900000
2016-09-20,7729590000
2016-09-21,7848180000
2016-09-22,7701270000
2016-09-23,7674720000
2016-09-26,7554360000
2016-09-27,7557900000
2016-09-28,7524270000
2016-09-29,7575599999
2016-09-30,7743750000
2016-10-03,7587990000
2016-10-04,7657020000
2016-10-05,7846410000
2016-10-06,7959690000
2016-10-07,8165010000
2016-10-10,8168550000
2016-10-11,8124300000
2016-10-12,8136690000
2016-10-13,7986240000
2016-10-14,7731360000
2016-10-17,7649940000
2016-10-18,7618080000
2016-10-19,7757910000
2016-10-20,7791540000
2016-10-21,7973849999
2016-10-24,7865880000
2016-10-25,7701270000
2016-10-26,7743750000
2016-10-27,7734900000
2016-10-28,7809240000
2016-10-31,7612500000
2016-11-01,7602060000
2016-11-02,7508100000
2016-11-03,7428060000
2016-11-04,7450680000
2016-11-07,7628160000
2016-11-08,7650780000
2016-11-09,7951800000
2016-11-10,8868780000
2016-11-11,9260280000
2016-11-14,9359460000
2016-11-15,9197640000
2016-11-16,9357720000
2016-11-17,9484740000
2016-11-18,9495180000
2016-11-21,9493440000
2016-11-22,9684840000
2016-11-23,9662220000
2016-11-25,9536940000
2016-11-28,9404700000
2016-11-29,9420360000
2016-11-30,9366420000
2016-12-01,9556080000
2016-12-02,9608280000
2016-12-05,9484740000
2016-12-06,9570000000
2016-12-07,10060680000
2016-12-08,10340820000
2016-12-09,10005000000
2016-12-12,9679620000
2016-12-13,9623940000
2016-12-14,9658740000
2016-12-15,9669180000
2016-12-16,8898360000
2016-12-19,9061920000
2016-12-20,9322920000
2016-12-21,9143700000
2016-12-22,8689560000
2016-12-23,8675640000
2016-12-27,8665200000
2016-12-28,8666940000
2016-12-29,8710440000
2016-12-30,8592120000
2017-01-03,8661720000
2017-01-04,9027120000
2017-01-05,7309740000
2017-01-06,7208820000
2017-01-09,7127040000
2017-01-10,7170540000
2017-01-11,7113120000
2017-01-12,7187940000
2017-01-13,7097460000
2017-01-17,7200120000
2017-01-18,7170540000
2017-01-19,7000019999
2017-01-20,7052220000
2017-01-23,6979140000
2017-01-24,7005240000
2017-01-25,7000019999
2017-01-26,7003500000
2017-01-27,6786000000
2017-01-30,6750700000
2017-01-31,6771100000
2017-02-01,6711599999
2017-02-02,6765999999
2017-02-03,6828900000
2017-02-06,6667400000
2017-02-07,6655500000
2017-02-08,6942800000
2017-02-09,7157000000
2017-02-10,7146800000
2017-02-13,7027800000
2017-02-14,7248800000
2017-02-15,7284500000
2017-02-16,7060100000
2017-02-17,7134900000
2017-02-21,7102600000
2017-02-22,7102600000
2017-02-23,6954699999
2017-02-24,7308300000
2017-02-27,7444300000
2017-02-28,7245400000
2017-03-01,7136599999
2017-03-02,7162100000
2017-03-03,7027800000
2017-03-06,6698000000
2017-03-07,6716700000
2017-03-08,6886700000
2017-03-09,6762600000
2017-03-10,6878200000
2017-03-13,6767700000
2017-03-14,6774500000
2017-03-15,6752400000
2017-03-16,6883300000
2017-03-17,6883300000
2017-03-20,6555200000
2017-03-21,6398800000
2017-03-22,6414099999
2017-03-23,6376700000
2017-03-24,6359699999
2017-03-27,6385200000
2017-03-28,6536500000
2017-03-29,6832300000
2017-03-30,6873100000
2017-03-31,6767700000
2017-04-03,6655500000
2017-04-04,6407300000
2017-04-05,6376700000
2017-04-06,6730300000
2017-04-07,6664000000
2017-04-10,6771100000
2017-04-11,6839099999
2017-04-12,6825500000
2017-04-13,6706500000
2017-04-17,6614699999
2017-04-18,6601100000
2017-04-19,6660600000
2017-04-20,6929200000
2017-04-21,6811900000
2017-04-24,6750700000
2017-04-25,6694600000
2017-04-26,6718400000
2017-04-27,6779600000
2017-04-28,6635100000
2017-05-01,6385680000
2017-05-02,6578879999
2017-05-03,6706560000
2017-05-04,6610800000
2017-05-05,6740160000
2017-05-08,6600720000
2017-05-09,6689760000
2017-05-10,6773760000
2017-05-11,6242879999
2017-05-12,6130320000
2017-05-15,6210960000
2017-05-16,6185760000
2017-05-17,6231120000
2017-05-18,6224399999
2017-05-19,6289920000
2017-05-22,6387360000
2017-05-23,6348720000
2017-05-24,6372240000
2017-05-25,6530160000
2017-05-26,6506639999
2017-05-30,6516720000
2017-05-31,6456240000
2017-06-01,6624240000
2017-06-02,6548639999
2017-06-05,6370560000
2017-06-06,6002639999
2017-06-07,6073200000
2017-06-08,5933760000
2017-06-09,6362160000
2017-06-12,6400800000
2017-06-13,6390720000
2017-06-14,6326879999
2017-06-15,6263040000
2017-06-16,6279840000
2017-06-19,6305040000
2017-06-20,6053040000
2017-06-21,5974080000
2017-06-22,6098399999
2017-06-23,6221040000
2017-06-26,6303360000
2017-06-27,6452879999
2017-06-28,6456240000
2017-06-29,6378960000
2017-06-30,6496560000
2017-07-03,6651120000
2017-07-05,6604080000
2017-07-06,6432720000
2017-07-07,6424320000
2017-07-10,6153840000
2017-07-11,6200879999
2017-07-12,6241200000
2017-07-13,6540240000
2017-07-14,6520080000
2017-07-17,6698160000
2017-07-18,6671280000
2017-07-19,6674639999
2017-07-20,6718320000
2017-07-21,6797280000
2017-07-24,6612480000
2017-07-25,6714960000
2017-07-26,6762000000
2017-07-27,6975360000
2017-07-28,6928320000
2017-07-31,6864100000
2017-08-01,6898960000
2017-08-02,6820940000
2017-08-03,6973660000
2017-08-04,6953740000
2017-08-07,7091520000
2017-08-08,7108120000
2017-08-09,6960380000
2017-08-10,6557000000
2017-08-11,6414240000
2017-08-14,6422540000
2017-08-15,6329580000
2017-08-16,6289740000
2017-08-17,6160260000
2017-08-18,6188480000
2017-08-21,6198440000
2017-08-22,6334559999
2017-08-23,6354480000
2017-08-24,6382700000
2017-08-25,6510520000
2017-08-28,6565300000
2017-08-29,6498900000
2017-08-30,6591860000
2017-08-31,6603480000
2017-09-01,6656600000
2017-09-05,6704740000
2017-09-06,7033420000
2017-09-07,7038400000
2017-09-08,6972000000
2017-09-11,7201080000
2017-09-12,7255860000
2017-09-13,7305660000
2017-09-14,7375380000
2017-09-15,7491580000
2017-09-18,7451740000
2017-09-19,7533080000
2017-09-20,7470000000
2017-09-21,7460040000
2017-09-22,7647620000
2017-09-25,7670860000
2017-09-26,7680820000
2017-09-27,7692440000
2017-09-28,7626040000
2017-09-29,7577900000
2017-10-02,7406920000
2017-10-03,7380360000
2017-10-04,7277440000
2017-10-05,7348820000
2017-10-06,7194440000
2017-10-09,7136340000
2017-10-10,7181160000
2017-10-11,7174520000
2017-10-12,7025120000
2017-10-13,6995240000
2017-10-16,7114760000
2017-10-17,7187800000
2017-10-18,7242580000
2017-10-19,7280760000
2017-10-20,7385340000
2017-10-23,7330559999
2017-10-24,7297360000
2017-10-25,7269140000
2017-10-26,7410240000
2017-10-27,7068280000
2017-10-30,6847500000
2017-10-31,6890400000
2017-11-01,6913500000
2017-11-02,6969600000
2017-11-03,6934950000
2017-11-06,7032300000
2017-11-07,6713850000
2017-11-08,6730350000
2017-11-09,6793050000
2017-11-10,7101600000
2017-11-13,6794700000
2017-11-14,6963000000
2017-11-15,6974550000
2017-11-16,6971250000
2017-11-17,7213800000
2017-11-20,7312800000
2017-11-21,7294650000
2017-11-22,7363950000
2017-11-24,7439850000
2017-11-27,7459650000
2017-11-28,7591650000
2017-11-29,7870500000
2017-11-30,7915050000
2017-12-01,7928250000
2017-12-04,8274750000
2017-12-05,7962900000
2017-12-06,7943100000
2017-12-07,8065200000
2017-12-08,8213700000
2017-12-11,8325900000
2017-12-12,8297850000
2017-12-13,8368800000
2017-12-14,8213700000
2017-12-15,8472750000
2017-12-18,8791200000
2017-12-19,8725200000
2017-12-20,8766450000
2017-12-21,8822550000
2017-12-22,8853900000
2017-12-26,9383550000
2017-12-27,9122850000
2017-12-28,9022200000
2017-12-29,8947950000
2018-01-02,9297750000
2018-01-03,9183900000
2018-01-04,9022200000
2018-01-05,8969400000
2018-01-08,9388500000
2018-01-09,9408300000
2018-01-10,9708600000
2018-01-11,10084800000
2018-01-12,10538550000
2018-01-16,10461000000
2018-01-17,10657350000
2018-01-18,10700250000
2018-01-19,11144100000
2018-01-22,11248050000
2018-01-23,11356950000
2018-01-24,11170500000
2018-01-25,11020350000
2018-01-26,11279400000
2018-01-29,11211750000
2018-01-30,10870200000
2018-01-31,10687050000
2018-02-01,10739850000
2018-02-02,10472550000
2018-02-05,10088100000
2018-02-06,10353750000
2018-02-07,10381800000
2018-02-08,9956100000
2018-02-09,10142550000
2018-02-12,10084800000
2018-02-13,10378500000
2018-02-14,10654049999
2018-02-15,10749750000
2018-02-16,10825650000
2018-02-20,10621050000
2018-02-21,10467600000
2018-02-22,10683750000
2018-02-23,10967550000
2018-02-26,11071500000
2018-02-27,10725000000
2018-02-28,10904850000
2018-03-01,10353750000
2018-03-02,10972500000
2018-03-05,10904850000
2018-03-06,11025299999
2018-03-07,10754700000
2018-03-08,10261350000
2018-03-09,10390050000
2018-03-12,10399950000
2018-03-13,10578150000
2018-03-14,10271250000
2018-03-15,10145850000
2018-03-16,10416450000
2018-03-19,10485750000
2018-03-20,10586400000
2018-03-21,10517100000
2018-03-22,10396650000
2018-03-23,10226700000
2018-03-26,10522050000
2018-03-27,10362000000
2018-03-28,10652400000
2018-03-29,10809150000
2018-04-02,10342200000
2018-04-03,10503900000
2018-04-04,10809150000
2018-04-05,11040150000
2018-04-06,10560000000
2018-04-09,10465950000
2018-04-10,10500600000
2018-04-11,10457700000
2018-04-12,10404900000
2018-04-13,10121100000
2018-04-16,10241550000
2018-04-17,10192050000
2018-04-18,10096350000
2018-04-19,9919800000
2018-04-20,9632700000
2018-04-23,9838950000
2018-04-24,9772950000
2018-04-25,9900000000
2018-04-26,10040250000
2018-04-27,10284450000
2018-04-30,10249800000
2018-05-01,10228350000
2018-05-02,10399950000
2018-05-03,10426350000
2018-05-04,10411500000
2018-05-07,9962700000
2018-05-08,10066650000
2018-05-09,10129350000
2018-05-10,9987450000
2018-05-11,9937950000
2018-05-14,10094700000
2018-05-15,10426350000
2018-05-16,10629300000
2018-05-17,10513800000
2018-05-18,10505550000
2018-05-21,10802550000
2018-05-22,10000650000
2018-05-23,10272900000
2018-05-24,10644150000
2018-05-25,10771200000
2018-05-29,11003850000
2018-05-30,11205150000
2018-05-31,11013750000
2018-06-01,11281050000
2018-06-04,11807400000
2018-06-05,12365100000
2018-06-06,12581250000
2018-06-07,12840299999
2018-06-08,12830400000
2018-06-11,12903000000
2018-06-12,12922799999
2018-06-13,12493800000
2018-06-14,12091200000
2018-06-15,12210000000
2018-06-18,12264450000
2018-06-19,12432750000
2018-06-20,12615899999
2018-06-21,12759450000
2018-06-22,12183600000
2018-06-25,12033450000
2018-06-26,12262799999
2018-06-27,12168750000
2018-06-28,12162149999
2018-06-29,12028500000
2018-07-02,11769450000
2018-07-03,11913000000
2018-07-05,11889900000
2018-07-06,11777700000
2018-07-09,11724900000
2018-07-10,11751300000
2018-07-11,11583000000
2018-07-12,11447700000
2018-07-13,11406450000
2018-07-16,11657250000
