,KSS
2004-08-24,16246127520
2004-08-25,16413860400
2004-08-26,16513130880
2004-08-27,16858866000
2004-08-30,16684286880
2004-08-31,16937597759
2004-09-01,16646632560
2004-09-02,17084791919
2004-09-03,17273063520
2004-09-07,17433950160
2004-09-08,17187485520
2004-09-09,17095061280
2004-09-10,17314140960
2004-09-13,17433950160
2004-09-14,17752300320
2004-09-15,17375757120
2004-09-16,16937597759
2004-09-17,16937597759
2004-09-20,16944444000
2004-09-21,17023175759
2004-09-22,16643209440
2004-09-23,16947867120
2004-09-24,16920482160
2004-09-27,16564477680
2004-09-28,16670594400
2004-09-29,16526823360
2004-09-30,16496015280
2004-10-01,16687710000
2004-10-04,17115600000
2004-10-05,17194331760
2004-10-06,17115600000
2004-10-07,16930751520
2004-10-08,17019752640
2004-10-11,16858866000
2004-10-12,16773288000
2004-10-13,16663748160
2004-10-14,16430976000
2004-10-15,16804096080
2004-10-18,17009483280
2004-10-19,17451065760
2004-10-20,17440796400
2004-10-21,17827608960
2004-10-22,17899494480
2004-10-25,17454488880
2004-10-26,17457912000
2004-10-27,17711222880
2004-10-28,17810493360
2004-10-29,17375757120
2004-11-01,17150546645
2004-11-02,17236059941
2004-11-03,17468656106
2004-11-04,17410507065
2004-11-05,17766242376
2004-11-08,17543907807
2004-11-09,17383142810
2004-11-10,17855176204
2004-11-11,18197229388
2004-11-12,17800447695
2004-11-15,17985156414
2004-11-16,17478917702
2004-11-17,17000043244
2004-11-18,16729821229
2004-11-19,16425393895
2004-11-22,16517748255
2004-11-23,16425393895
2004-11-24,16538271446
2004-11-26,16743503356
2004-11-29,16339880599
2004-11-30,15789174973
2004-12-01,16343301131
2004-12-02,16538271446
2004-12-03,16298834217
2004-12-06,16261208367
2004-12-07,16247526240
2004-12-08,16237264644
2004-12-09,16131228157
2004-12-10,15963622097
2004-12-13,15867847205
2004-12-14,16415132300
2004-12-15,15967042629
2004-12-16,15819959760
2004-12-17,15666035827
2004-12-20,15624989445
2004-12-21,15813118696
2004-12-22,16049135393
2004-12-23,15987565820
2004-12-27,16004668479
2004-12-28,16247526240
2004-12-29,16551953573
2004-12-30,16657990060
2004-12-31,16818755057
2005-01-03,16852960375
2005-01-04,16315936876
2005-01-05,16445917086
2005-01-06,16083340711
2005-01-07,16008089011
2005-01-10,16168854007
2005-01-11,16114125498
2005-01-12,16356983258
2005-01-13,16384347513
2005-01-14,16528009850
2005-01-18,16504066128
2005-01-19,16250946771
2005-01-20,16069658584
2005-01-21,15796016037
2005-01-24,15645512636
2005-01-25,15754969655
2005-01-26,15573681467
2005-01-27,15628409976
2005-01-28,15604466254
2005-01-31,16149157260
2005-02-01,16228168240
2005-02-02,16173204080
2005-02-03,16231603500
2005-02-04,16162898299
2005-02-07,16396495979
2005-02-08,16351837600
2005-02-09,16121675180
2005-02-10,16317485000
2005-02-11,16379319680
2005-02-14,16066711020
2005-02-15,16283132400
2005-02-16,16482377479
2005-02-17,16114804659
2005-02-18,16018617380
2005-02-22,15750667100
2005-02-23,15870901200
2005-02-24,15767843400
2005-02-25,16420542799
2005-02-28,16444589620
2005-03-01,17152253180
2005-03-02,17190041040
2005-03-03,17928621940
2005-03-04,18309935800
2005-03-07,18344288400
2005-03-08,18378641000
2005-03-09,18155349100
2005-03-10,18447346200
2005-03-11,18193136960
2005-03-14,18206878000
2005-03-15,18052291300
2005-03-16,17832434660
2005-03-17,17901139860
2005-03-18,17530131780
2005-03-21,17296534100
2005-03-22,17279357800
2005-03-23,17203782080
2005-03-24,17368674560
2005-03-28,17691589000
2005-03-29,17334321960
2005-03-30,17629754320
2005-03-31,17736247380
2005-04-01,17509520220
2005-04-04,17471732360
2005-04-05,17440815020
2005-04-06,17385850860
2005-04-07,17873657780
2005-04-08,17609142760
2005-04-11,17767164720
2005-04-12,18059161820
2005-04-13,17815258360
2005-04-14,17629754320
2005-04-15,17124771100
2005-04-18,17392721380
2005-04-19,17365239300
2005-04-20,16829338740
2005-04-21,17155688440
2005-04-22,16688493080
2005-04-25,17114465320
2005-04-26,16946137580
2005-04-27,16973619659
2005-04-28,16681622560
2005-04-29,16351837600
2005-05-02,16202067940
2005-05-03,16566777900
2005-05-04,16972775780
2005-05-05,16546133940
2005-05-06,16470439420
2005-05-09,16532371299
2005-05-10,16628709780
2005-05-11,17079436240
2005-05-12,16983097760
2005-05-13,16370660280
2005-05-16,16429151500
2005-05-17,16566777900
2005-05-18,16948691160
2005-05-19,16996860400
2005-05-20,16910843900
2005-05-23,16928047200
2005-05-24,16628709780
2005-05-25,16797302120
2005-05-26,16780098820
2005-05-27,16745692220
2005-05-31,16752573540
2005-06-01,17564569300
2005-06-02,17767568240
2005-06-03,17805415500
2005-06-06,17939601240
2005-06-07,18149481500
2005-06-08,18218294700
2005-06-09,18937392640
2005-06-10,19518864180
2005-06-13,19161035540
2005-06-14,19835404900
2005-06-15,19615202660
2005-06-16,19584236720
2005-06-17,19419085040
2005-06-20,19278017980
2005-06-21,19164476200
2005-06-22,19288339960
2005-06-23,19126628940
2005-06-24,19071578380
2005-06-27,19130069600
2005-06-28,19315865240
2005-06-29,19157594880
2005-06-30,19236730060
2005-07-01,19188560820
2005-07-05,19776913680
2005-07-06,19766591700
2005-07-07,20083132420
2005-07-08,20034963180
2005-07-11,19849167540
2005-07-12,19931743380
2005-07-13,19773473020
2005-07-14,19714981800
2005-07-15,19759710380
2005-07-18,19986793940
2005-07-19,19952387340
2005-07-20,20176030240
2005-07-21,19567033420
2005-07-22,19594558700
2005-07-25,19326187220
2005-07-26,19267696000
2005-07-27,19260814680
2005-07-28,19284899300
2005-07-29,19388119100
2005-08-01,19650359050
2005-08-02,19726136070
2005-08-03,19436805630
2005-08-04,19161252830
2005-08-05,18706590710
2005-08-08,18878811210
2005-08-09,18823700650
2005-08-10,18909810900
2005-08-11,18858144750
2005-08-12,19288696000
2005-08-15,19113031090
2005-08-16,18379371760
2005-08-17,18758256860
2005-08-18,18885700030
2005-08-19,19088920220
2005-08-22,19230141030
2005-08-23,19192252520
2005-08-24,19288696000
2005-08-25,19457472090
2005-08-26,18892588850
2005-08-29,18665257790
2005-08-30,18251928590
2005-08-31,18065930450
2005-09-01,17697378580
2005-09-02,17635379200
2005-09-06,17886821130
2005-09-07,18152040700
2005-09-08,18372482940
2005-09-09,18169262750
2005-09-12,18644591330
2005-09-13,18379371760
2005-09-14,17935042870
2005-09-15,17838599390
2005-09-16,18100374550
2005-09-19,17724933860
2005-09-20,17187605900
2005-09-21,16608945020
2005-09-22,16984385710
2005-09-23,16877609000
2005-09-26,16912053100
2005-09-27,16974052480
2005-09-28,16898275460
2005-09-29,17132495340
2005-09-30,17284049380
2005-10-03,16805276390
2005-10-04,16567612100
2005-10-05,16378169549
2005-10-06,16274837250
2005-10-07,16560723280
2005-10-10,16326503400
2005-10-11,16047506190
2005-10-12,15871841280
2005-10-13,16085394700
2005-10-14,16395391600
2005-10-17,16519390360
2005-10-18,16230059920
2005-10-19,16405724830
2005-10-20,16381613960
2005-10-21,16243837559
2005-10-24,16195615820
2005-10-25,15954507120
2005-10-26,15723731650
2005-10-27,15089960210
2005-10-28,15703065190
2005-10-31,16489124832
2005-11-01,16297271312
2005-11-02,16495976743
2005-11-03,16725515776
2005-11-04,16746071510
2005-11-07,16660422617
2005-11-08,16513106522
2005-11-09,16585051592
2005-11-10,16828294447
2005-11-11,17362743538
2005-11-14,17184593841
2005-11-15,16242456021
2005-11-16,16557643946
2005-11-17,16759775333
2005-11-18,16865979960
2005-11-21,16814590624
2005-11-22,16708385997
2005-11-23,16811164668
2005-11-25,16855702093
2005-11-28,16108843748
2005-11-29,15742266487
2005-11-30,15759396266
2005-12-01,15927268095
2005-12-02,16088288014
2005-12-05,15800507734
2005-12-06,15749118398
2005-12-07,15759396266
2005-12-08,15687451196
2005-12-09,15759396266
2005-12-12,15721710753
2005-12-13,15639487816
2005-12-14,15893008538
2005-12-15,15612080170
2005-12-16,15649765683
2005-12-19,15855323025
2005-12-20,16009491032
2005-12-21,16036898678
2005-12-22,15964953608
2005-12-23,16684404307
2005-12-27,16869405916
2005-12-28,16718663864
2005-12-29,16722089820
2005-12-30,16650144750
2006-01-03,16228752198
2006-01-04,16095139925
2006-01-05,15053649389
2006-01-06,15245502909
2006-01-09,15204391440
2006-01-10,15427078562
2006-01-11,15663469506
2006-01-12,15656617594
2006-01-13,15749118398
2006-01-17,15615506126
2006-01-18,15272910555
2006-01-19,15238650998
2006-01-20,14944018807
2006-01-23,14741887420
2006-01-24,14954296674
2006-01-25,15536709144
2006-01-26,15365411359
2006-01-27,15142724238
2006-01-30,15492578990
2006-01-31,15326846030
2006-02-01,15371732040
2006-02-02,15637595330
2006-02-03,15620331480
2006-02-06,15306129410
2006-02-07,15237074010
2006-02-08,15527106690
2006-02-09,15492578990
2006-02-10,15582351010
2006-02-13,15589256550
2006-02-14,15717009040
2006-02-15,16158963599
2006-02-16,16176227450
2006-02-17,15886194770
2006-02-21,15689386880
2006-02-22,15537465000
2006-02-23,15368279270
2006-02-24,16179680220
2006-02-27,16331602099
2006-02-28,16611276470
2006-03-01,16839159290
2006-03-02,16928931310
2006-03-03,16849517599
2006-03-06,17446846810
2006-03-07,17508996670
2006-03-08,17367433100
2006-03-09,17274208310
2006-03-10,17536618830
2006-03-13,17667824090
2006-03-14,17933687380
2006-03-15,18144306350
2006-03-16,17957856770
2006-03-17,18296228230
2006-03-20,17895706910
2006-03-21,17733426720
2006-03-22,17899159680
2006-03-23,17678182400
2006-03-24,17546977140
2006-03-27,17888801370
2006-03-28,17937140150
2006-03-29,18178834050
2006-03-30,18420527950
2006-03-31,18303133770
2006-04-03,17864631980
2006-04-04,18168475740
2006-04-05,18130495270
2006-04-06,18796879880
2006-04-07,18437791800
2006-04-10,18627694150
2006-04-11,18479225040
2006-04-12,18392905790
2006-04-13,18171928510
2006-04-17,17971667850
2006-04-18,18458508420
2006-04-19,18548280440
2006-04-20,18579355370
2006-04-21,18769257720
2006-04-24,18686391240
2006-04-25,19052384860
2006-04-26,19335512000
2006-04-27,19307889840
2006-04-28,19280267680
2006-05-01,18626722780
2006-05-02,18820091300
2006-05-03,18936779200
2006-05-04,19260171380
2006-05-05,19166821060
2006-05-08,19023461640
2006-05-09,18933445260
2006-05-10,19020127700
2006-05-11,18953448900
2006-05-12,18886770100
2006-05-15,19116811960
2006-05-16,18960116780
2006-05-17,19070136800
2006-05-18,19086806500
2006-05-19,19256837440
2006-05-22,19173488940
2006-05-23,18996790120
2006-05-24,18563377920
2006-05-25,18153303300
2006-05-26,18046617220
2006-05-30,17646544420
2006-05-31,17899923860
2006-06-01,18183308760
2006-06-02,18113296020
2006-06-05,17973270540
2006-06-06,18019945700
2006-06-07,18273325140
2006-06-08,18219982100
2006-06-09,18156637240
2006-06-12,18243319680
2006-06-13,18336670000
2006-06-14,18596717320
2006-06-15,19193492580
2006-06-16,19170155000
2006-06-19,19260171380
2006-06-20,19193492580
2006-06-21,19336852000
2006-06-22,19336852000
2006-06-23,19276841080
2006-06-26,19336852000
2006-06-27,19000124060
2006-06-28,18976786480
2006-06-29,19593565380
2006-06-30,19710253280
2006-07-03,19486879300
2006-07-05,19730256920
2006-07-06,19943629080
2006-07-07,19563559920
2006-07-10,19620236900
2006-07-11,19666912060
2006-07-12,19083472560
2006-07-13,18576713680
2006-07-14,18303330600
2006-07-17,18593383380
2006-07-18,18006609940
2006-07-19,18333336060
2006-07-20,18096626320
2006-07-21,18029947520
2006-07-24,18493365180
2006-07-25,18610053080
2006-07-26,18123297840
2006-07-27,18086624500
2006-07-28,18406682740
2006-07-31,18512573520
2006-08-01,18506035440
2006-08-02,18633528000
2006-08-03,18999660480
2006-08-04,19218686160
2006-08-07,19306950240
2006-08-08,19091193600
2006-08-09,18813325200
2006-08-10,19022543760
2006-08-11,19862687040
2006-08-14,19983641520
2006-08-15,20111134080
2006-08-16,20248433760
2006-08-17,20290931280
2006-08-18,20179783920
2006-08-21,19983641520
2006-08-22,19745001600
2006-08-23,19905184560
2006-08-24,19879032240
2006-08-25,19712311200
2006-08-28,19924798800
2006-08-29,20460921360
2006-08-30,20389002480
2006-08-31,20434769040
2006-09-01,20742058800
2006-09-05,20745327840
2006-09-06,20778018240
2006-09-07,21000312960
2006-09-08,21278181360
2006-09-11,21418750080
2006-09-12,21791420640
2006-09-13,22016984400
2006-09-14,22115055600
2006-09-15,21853532400
2006-09-18,21964679760
2006-09-19,22088903279
2006-09-20,22164091200
2006-09-21,21732577920
2006-09-22,21621430560
2006-09-25,21918913200
2006-09-26,21539704560
2006-09-27,21569125920
2006-09-28,21722770800
2006-09-29,21222607680
2006-10-02,21408942960
2006-10-03,22075827120
2006-10-04,22602142560
2006-10-05,22203319680
2006-10-06,22108517520
2006-10-09,22562914080
2006-10-10,22804823040
2006-10-11,22687137600
2006-10-12,23050001040
2006-10-13,23040193920
2006-10-16,22886549040
2006-10-17,22798284960
2006-10-18,23285371920
2006-10-19,23226529200
2006-10-20,23161148400
2006-10-23,24053596320
2006-10-24,24020905920
2006-10-25,23530549920
2006-10-26,23726692320
2006-10-27,23612275920
2006-10-30,23841838567
2006-10-31,22755627996
2006-11-01,22907117304
2006-11-02,22736288935
2006-11-03,22523559268
2006-11-06,23061829789
2006-11-07,23342246168
2006-11-08,23674233375
2006-11-09,23509851360
2006-11-10,23751589618
2006-11-13,23261666749
2006-11-14,23567868542
2006-11-15,23590430779
2006-11-16,23593653956
2006-11-17,23616216193
2006-11-20,23103731087
2006-11-21,23413156057
2006-11-22,23094061557
2006-11-24,22900670950
2006-11-27,22546121506
2006-11-28,22281821011
2006-11-29,22781413410
2006-11-30,22433310319
2006-12-01,22268928303
2006-12-04,22800752470
2006-12-05,23148855562
2006-12-06,22742735289
2006-12-07,22858769652
2006-12-08,22894224597
2006-12-11,22936125895
2006-12-12,22520336091
2006-12-13,22204464768
2006-12-14,22878108713
2006-12-15,22791082940
2006-12-18,23058606612
2006-12-19,23171417799
2006-12-20,22723396228
2006-12-21,22304383248
2006-12-22,22504220208
2006-12-26,22204464768
2006-12-27,22288267364
2006-12-28,22127108526
2006-12-29,22056198637
2007-01-03,21621069773
2007-01-04,21814460379
2007-01-05,21530820823
2007-01-08,21353546101
2007-01-09,21482473172
2007-01-10,21795121318
2007-01-11,21943387450
2007-01-12,21998181455
2007-01-16,21898262975
2007-01-17,21911155682
2007-01-18,22507443384
2007-01-19,22410748081
2007-01-22,22104546288
2007-01-23,22265705127
2007-01-24,22426863965
2007-01-25,22091653581
2007-01-26,22223803829
2007-01-29,22439756672
2007-01-30,22323722309
2007-01-31,22855546476
2007-02-01,23471173239
2007-02-02,23577538072
2007-02-05,23171017750
2007-02-06,23547494500
2007-02-07,23624720500
2007-02-08,23328687500
2007-02-09,23319034250
2007-02-12,23113098250
2007-02-13,23270767999
2007-02-14,23499228250
2007-02-15,23676204500
2007-02-16,23753430499
2007-02-20,23888576000
2007-02-21,23695511000
2007-02-22,23463833000
2007-02-23,23360865000
2007-02-26,23122751500
2007-02-27,22208910500
2007-02-28,22202475000
2007-03-01,21729465750
2007-03-02,22929686500
2007-03-05,22585387250
2007-03-06,22755928000
2007-03-07,22846025000
2007-03-08,23412349000
2007-03-09,23431655499
2007-03-12,23489575000
2007-03-13,23016565750
2007-03-14,22765581250
2007-03-15,23415566750
2007-03-16,23154928999
2007-03-19,23479921750
2007-03-20,23727688500
2007-03-21,23830656500
2007-03-22,23875705000
2007-03-23,24271488250
2007-03-26,24438811250
2007-03-27,24464553250
2007-03-28,24374456250
2007-03-29,24525690500
2007-03-30,24651182750
2007-04-02,24934344750
2007-04-03,25098450000
2007-04-04,25092014500
2007-04-05,25220724500
2007-04-09,25249684250
2007-04-10,25018006250
2007-04-11,24841030000
2007-04-12,25092014500
2007-04-13,24853901000
2007-04-16,24702666750
2007-04-17,25082361250
2007-04-18,25198200250
2007-04-19,25285079500
2007-04-20,25384829750
2007-04-23,25072708000
2007-04-24,24741279750
2007-04-25,25011570750
2007-04-26,24821723500
2007-04-27,24564303500
2007-04-30,23824221000
2007-05-01,24017286000
2007-05-02,23788825750
2007-05-03,23553930000
2007-05-04,23804914500
2007-05-07,23885970640
2007-05-08,23357165440
2007-05-09,23571892400
2007-05-10,23607146080
2007-05-11,23267428800
2007-05-14,23103979920
2007-05-15,22953350560
2007-05-16,23062316479
2007-05-17,23767390080
2007-05-18,24046214640
2007-05-21,23668038800
2007-05-22,23430877680
2007-05-23,23655219280
2007-05-24,23709702240
2007-05-25,23578302159
2007-05-29,23770594960
2007-05-30,24039804880
2007-05-31,24139156159
2007-06-01,24389136800
2007-06-04,24494897840
2007-06-05,24321834320
2007-06-06,23956478000
2007-06-07,23145643360
2007-06-08,23206536080
2007-06-11,23091160400
2007-06-12,22642477200
2007-06-13,22706574800
2007-06-14,23235380000
2007-06-15,22892457840
2007-06-18,22706574800
2007-06-19,22761057760
2007-06-20,22600813760
2007-06-21,22873228560
2007-06-22,22517486880
2007-06-25,22315579440
2007-06-26,21850871840
2007-06-27,22818745600
2007-06-28,22853999280
2007-06-29,22764262640
2007-07-02,22501462479
2007-07-03,22341218479
2007-07-05,22482233200
2007-07-06,22581584479
2007-07-09,22257891600
2007-07-10,21831642560
2007-07-11,21934198720
2007-07-12,22203408640
2007-07-13,22011115840
2007-07-16,21828437680
2007-07-17,21459876479
2007-07-18,21418213040
2007-07-19,21347705680
2007-07-20,20934276159
2007-07-23,20841334640
2007-07-24,20556100320
2007-07-25,20581739360
2007-07-26,19982426800
2007-07-27,19835002320
2007-07-30,19998451200
2007-07-31,19485670400
2007-08-01,19197231200
2007-08-02,19360680080
2007-08-03,18370372160
2007-08-06,19115133880
2007-08-07,19188031920
2007-08-08,18814033280
2007-08-09,18902778720
2007-08-10,18440034640
2007-08-13,18769660560
2007-08-14,17879036680
2007-08-15,17730071120
2007-08-16,18462221000
2007-08-17,19929690240
2007-08-20,19197540360
2007-08-21,19191201400
2007-08-22,19001032600
2007-08-23,18500254760
2007-08-24,18674576160
2007-08-27,18081883400
2007-08-28,17869528240
2007-08-29,18303747000
2007-08-30,18202323640
2007-08-31,18795016400
2007-09-04,18069205480
2007-09-05,17514546480
2007-09-06,17241971200
2007-09-07,17096175120
2007-09-10,16845786200
2007-09-11,17039124480
2007-09-12,16883819960
2007-09-13,17907562000
2007-09-14,18024832760
2007-09-17,17714223720
2007-09-18,18893270280
2007-09-19,18801355360
2007-09-20,18557305400
2007-09-21,19102455960
2007-09-24,18699932000
2007-09-25,18291069080
2007-09-26,18097730800
2007-09-27,18005815880
2007-09-28,18170628840
2007-10-01,18256204800
2007-10-02,18582661240
2007-10-03,19023218960
2007-10-04,18677745640
2007-10-05,19387709160
2007-10-08,19159506600
2007-10-09,19099286480
2007-10-10,19368692280
2007-10-11,19368692280
2007-10-12,19213387760
2007-10-15,18554135920
2007-10-16,18243526880
2007-10-17,18246696360
2007-10-18,17730071120
2007-10-19,17390936760
2007-10-22,17723732160
2007-10-23,17476512720
2007-10-24,17888545120
2007-10-25,17701545800
2007-10-26,17894884080
2007-10-29,18097730800
2007-10-30,17752257480
2007-10-31,17422631560
2007-11-01,16829938800
2007-11-02,16738023880
2007-11-05,15930343770
2007-11-06,15914704320
2007-11-07,15911576430
2007-11-08,15376707239
2007-11-09,14882500620
2007-11-12,15198417510
2007-11-13,16021052580
2007-11-14,15445520820
2007-11-15,15301637880
2007-11-16,15539357520
2007-11-19,14885628510
2007-11-20,15251591640
2007-11-21,14885628510
2007-11-23,15239080080
2007-11-26,14854349610
2007-11-27,15032639340
2007-11-28,15867785969
2007-11-29,15433009260
2007-11-30,15414241920
2007-12-03,15395474580
2007-12-04,15820867620
2007-12-05,15858402300
2007-12-06,16014796800
2007-12-07,16318202130
2007-12-10,16433934060
2007-12-11,15451776600
2007-12-12,15229696410
2007-12-13,14963825760
2007-12-14,14604118410
2007-12-17,14798047590
2007-12-18,14813687040
2007-12-19,14238155280
2007-12-20,14175597480
2007-12-21,14438340239
2007-12-24,14513409600
2007-12-26,14153702250
2007-12-27,14059865550
2007-12-28,14141190690
2007-12-31,14325736200
2008-01-02,14041098210
2008-01-03,13487461680
2008-01-04,12793070100
2008-01-07,12896290469
2008-01-08,12442746420
2008-01-09,12783686430
2008-01-10,12614780370
2008-01-11,11989202370
2008-01-14,12136213200
2008-01-15,12020481270
2008-01-16,12377060730
2008-01-17,12273840360
2008-01-18,12511560000
2008-01-22,13415520210
2008-01-23,13772099670
2008-01-24,13471822230
2008-01-25,13087091760
2008-01-28,13596937830
2008-01-29,13615705170
2008-01-30,13487461680
2008-01-31,14241283170
2008-02-01,14366398770
2008-02-04,13859212520
2008-02-05,13343965750
2008-02-06,13242150520
2008-02-07,14146146350
2008-02-08,13782079770
2008-02-11,14522554170
2008-02-12,14571919129
2008-02-13,14275729370
2008-02-14,13853041900
2008-02-15,13791335700
2008-02-19,13476634080
2008-02-20,14214023170
2008-02-21,13757397290
2008-02-22,13899321550
2008-02-25,14139975730
2008-02-26,14578089750
2008-02-27,14467018590
2008-02-28,13957942440
2008-02-29,13711117640
2008-03-03,13979539610
2008-03-04,13877724379
2008-03-05,13785165080
2008-03-06,13152676530
2008-03-07,13214382730
2008-03-10,13035434750
2008-03-11,13402586640
2008-03-12,13044690680
2008-03-13,12825633670
2008-03-14,12760842160
2008-03-17,12331984070
2008-03-18,13121823430
2008-03-19,13205126800
2008-03-20,14053587050
2008-03-24,14368288670
2008-03-25,14420738940
2008-03-26,13936345270
2008-03-27,13735800120
2008-03-28,13060117230
2008-03-31,13232894590
2008-04-01,14065928290
2008-04-02,14019648640
2008-04-03,13806762250
2008-04-04,13828359420
2008-04-07,13461207530
2008-04-08,13377904160
2008-04-09,13081714400
2008-04-10,13488975320
2008-04-11,13146505910
2008-04-14,13316197959
2008-04-15,13566108070
2008-04-16,13596961170
2008-04-17,13745056050
2008-04-18,14127634490
2008-04-21,14220193790
2008-04-22,14220193790
2008-04-23,14698416840
2008-04-24,14889706060
2008-04-25,15627095150
2008-04-28,15401867520
2008-04-29,15568474260
2008-04-30,15071739350
2008-05-01,15111848379
2008-05-02,15460488410
2008-05-05,14749200000
2008-05-06,14935860000
2008-05-07,14908320000
2008-05-08,14571720000
2008-05-09,14608440000
2008-05-12,15015420000
2008-05-13,14865480000
2008-05-14,15174540000
2008-05-15,15449940000
2008-05-16,15076620000
2008-05-19,14727780000
2008-05-20,14535000000
2008-05-21,13849560000
2008-05-22,13690440000
2008-05-23,13225320000
2008-05-27,13460940000
2008-05-28,13568040000
2008-05-29,13870980000
2008-05-30,13708800000
2008-06-02,13558860000
2008-06-03,13690440000
2008-06-04,13843440000
2008-06-05,14360580000
2008-06-06,13574160000
2008-06-09,13265100000
2008-06-10,13448700000
2008-06-11,13032540000
2008-06-12,13427280000
2008-06-13,13944420000
2008-06-16,13684320000
2008-06-17,13681260000
2008-06-18,13298760000
2008-06-19,13831200000
2008-06-20,13277340000
2008-06-23,12842820000
2008-06-24,12579660000
2008-06-25,12867300000
2008-06-26,12402180000
2008-06-27,12662280000
2008-06-30,12252240000
2008-07-01,12549060000
2008-07-02,12579660000
2008-07-03,13011120000
2008-07-07,13203900000
2008-07-08,13598640000
2008-07-09,12907080000
2008-07-10,12221640000
2008-07-11,11967660000
2008-07-14,11719800000
2008-07-15,11719800000
2008-07-16,12347100000
2008-07-17,13066200000
2008-07-18,13139640000
2008-07-21,12711240000
2008-07-22,13130459999
2008-07-23,13482360000
2008-07-24,13038660000
2008-07-25,13060080000
2008-07-28,12726540000
2008-07-29,12949920000
2008-07-30,12882600000
2008-07-31,12824459999
2008-08-01,12885660000
2008-08-04,12663895860
2008-08-05,13571505520
2008-08-06,13653738610
2008-08-07,13443587380
2008-08-08,14275055290
2008-08-11,15532917000
2008-08-12,14966422380
2008-08-13,14494343530
2008-08-14,14701449090
2008-08-15,15773524930
2008-08-18,15447638240
2008-08-19,14868960940
2008-08-20,14540028580
2008-08-21,14607033320
2008-08-22,15167436600
2008-08-25,14652718370
2008-08-26,14756271150
2008-08-27,14713631770
2008-08-28,15207030310
2008-08-29,14975559390
2008-09-02,15545099680
2008-09-03,15977584820
2008-09-04,15453729580
2008-09-05,15545099680
2008-09-08,16403978620
2008-09-09,16014132860
2008-09-10,15971493480
2008-09-11,15998904510
2008-09-12,15590784730
2008-09-15,15249669690
2008-09-16,15700428850
2008-09-17,14920737330
2008-09-18,15557282360
2008-09-19,15222258660
2008-09-22,14265918280
2008-09-23,14162365500
2008-09-24,14241552920
2008-09-25,14588759300
2008-09-26,14963376710
2008-09-29,13821250460
2008-09-30,14034447360
2008-10-01,13547140160
2008-10-02,12910595130
2008-10-03,12630393490
2008-10-06,12365420200
2008-10-07,11622276719
2008-10-08,11314664050
2008-10-09,10099441719
2008-10-10,9657819570
2008-10-13,10266953570
2008-10-14,9898427500
2008-10-15,8859854030
2008-10-16,9267973810
2008-10-17,9286247830
2008-10-20,9606043180
2008-10-21,9770509360
2008-10-22,9210106080
2008-10-23,8607063420
2008-10-24,8332953120
2008-10-27,8302496420
2008-10-28,9076096600
2008-10-29,9456805350
2008-10-30,10312638620
2008-10-31,10699438710
2008-11-03,10195539660
2008-11-04,10695859380
2008-11-05,10168083090
2008-11-06,10183336740
2008-11-07,10436547330
2008-11-10,10091814840
2008-11-11,9362690370
2008-11-12,8807457510
2008-11-13,9326081610
2008-11-14,8874573570
2008-11-17,8374253850
2008-11-18,8581703490
2008-11-19,8050876470
2008-11-20,7620723540
2008-11-21,7977658950
2008-11-24,9158291460
2008-11-25,9161342190
2008-11-26,9978937830
2008-11-28,9963684179
2008-12-01,8874573570
2008-12-02,9365741100
2008-12-03,10180286010
2008-12-04,10470105360
2008-12-05,10866700260
2008-12-08,11476846260
2008-12-09,11116860120
2008-12-10,11290751730
2008-12-11,10744671060
2008-12-12,10784330550
2008-12-15,10628743320
2008-12-16,11421933120
2008-12-17,11431085310
2008-12-18,11147367420
2008-12-19,10885004640
2008-12-22,10369431270
2008-12-23,9966734910
2008-12-24,10232148420
2008-12-26,10177235280
2008-12-29,10299264480
2008-12-30,10616540400
2008-12-31,11043642600
2009-01-02,11458541880
2009-01-05,11458541880
2009-01-06,11961912330
2009-01-07,11510404289
2009-01-08,11998521090
2009-01-09,11376172170
2009-01-12,11205331289
2009-01-13,11119910850
2009-01-14,10881953910
2009-01-15,11498201370
2009-01-16,11638534950
2009-01-20,10976526539
2009-01-21,11485998450
2009-01-22,11495150640
2009-01-23,11623281300
2009-01-26,11858187510
2009-01-27,11446338960
2009-01-28,11821578750
2009-01-29,11522607210
2009-01-30,11199229830
2009-02-02,11339900000
2009-02-03,11773000000
2009-02-04,11269750000
2009-02-05,11651000000
2009-02-06,11736400000
2009-02-09,11699800000
2009-02-10,11394800000
2009-02-11,11568650000
2009-02-12,11144700000
2009-02-13,11019650000
2009-02-17,10684150000
2009-02-18,10443200000
2009-02-19,10586550000
2009-02-20,10626200000
2009-02-23,10357800000
2009-02-24,10833600000
2009-02-25,10751250000
2009-02-26,10583500000
2009-02-27,10717700000
2009-03-02,10580450000
2009-03-03,10479800000
2009-03-04,10922050000
2009-03-05,10891550000
2009-03-06,10522500000
2009-03-09,10241900000
2009-03-10,11285000000
2009-03-11,11358200000
2009-03-12,11696750000
2009-03-13,11657100000
2009-03-16,11407000000
2009-03-17,12108500000
2009-03-18,12532450000
2009-03-19,12556850000
2009-03-20,12346400000
2009-03-23,13023500000
2009-03-24,13047900000
2009-03-25,12547700000
2009-03-26,13127200000
2009-03-27,13157700000
2009-03-30,12697150000
2009-03-31,12907600000
2009-04-01,13294950000
2009-04-02,13755500000
2009-04-03,13819550000
2009-04-06,13969000000
2009-04-07,13316299999
2009-04-08,13761600000
2009-04-09,13847000000
