,ADT
2022-09-06,7592740250
2022-09-07,7610839750
2022-09-08,7411745250
2022-09-09,7592740250
2022-09-12,7837083500
2022-09-13,7583690500
2022-09-14,7475093500
2022-09-15,7429844750
2022-09-16,7393645750
2022-09-19,7411745250
2022-09-20,7266949249
2022-09-21,7285048750
2022-09-22,7221700500
2022-09-23,6968307500
2022-09-26,6823511500
2022-09-27,6787312500
2022-09-28,7004506500
2022-09-29,6778262750
2022-09-30,6785940000
2022-10-03,7048680000
2022-10-04,7402020000
2022-10-05,7592280000
2022-10-06,7628520000
2022-10-07,7510739999
2022-10-10,7338600000
2022-10-11,7402020000
2022-10-12,7438260000
2022-10-13,7528860000
2022-10-14,7257060000
2022-10-17,7565100000
2022-10-18,7773480000
2022-10-19,7791600000
2022-10-20,7746300000
2022-10-21,7972800000
2022-10-24,7728179999
2022-10-25,7655699999
2022-10-26,7782540000
2022-10-27,7882199999
2022-10-28,7882199999
2022-10-31,7664760000
2022-11-01,7655699999
2022-11-02,7474500000
2022-11-03,7483560000
2022-11-04,7691940000
2022-11-07,7845960000
2022-11-08,7891260000
2022-11-09,7809719999
2022-11-10,8244600000
2022-11-11,8289900000
2022-11-14,8308020000
2022-11-15,8380500000
2022-11-16,8353320000
2022-11-17,8135880000
2022-11-18,8108699999
2022-11-21,8117760000
2022-11-22,8190239999
2022-11-23,8154000000
2022-11-25,8154000000
2022-11-28,8235540000
2022-11-29,8344260000
2022-11-30,8462040000
2022-12-01,8770080000
2022-12-02,8833500000
2022-12-05,8579820000
2022-12-06,8697600000
2022-12-07,8724780000
2022-12-08,8896920000
2022-12-09,8733840000
2022-12-12,8887860000
2022-12-13,8905980000
2022-12-14,8933160000
2022-12-15,8425800000
2022-12-16,8271780000
2022-12-19,8154000000
2022-12-20,8172120000
2022-12-21,8298960000
2022-12-22,8208360000
2022-12-23,8298960000
2022-12-27,8253659999
2022-12-28,8126820000
2022-12-29,8344260000
2022-12-30,8217420000
2023-01-03,8135943799
2023-01-04,8181396000
2023-01-05,8254119520
2023-01-06,8481380520
2023-01-09,8554104040
2023-01-10,8708641520
2023-01-11,8835907680
2023-01-12,8844998120
2023-01-13,8899540760
2023-01-17,8663189320
2023-01-18,8472290080
2023-01-19,7935954120
2023-01-20,7981406319
2023-01-23,7863230600
2023-01-24,7890501920
2023-01-25,7745054880
2023-01-26,7799597520
2023-01-27,7817778400
2023-01-30,7826868839
2023-01-31,7990496759
2023-02-01,7990496759
2023-02-02,8054129839
2023-02-03,7708693120
2023-02-06,7654150480
2023-02-07,7781416640
2023-02-08,7635969600
2023-02-09,7517793880
2023-02-10,7554155640
2023-02-13,7581426960
2023-02-14,7545065200
2023-02-15,7599607839
2023-02-16,7499613000
2023-02-17,7608698279
2023-02-21,7299623319
2023-02-22,7272352000
2023-02-23,7326894640
2023-02-24,7199628480
2023-02-27,7145085840
2023-02-28,6854191760
2023-03-01,6908734400
2023-03-02,6890553520
2023-03-03,6972367480
2023-03-06,7017819680
2023-03-07,6926915280
2023-03-08,7072362320
2023-03-09,6936005720
2023-03-10,6672382960
2023-03-13,6436031520
2023-03-14,6472393280
2023-03-15,6308765360
2023-03-16,6363308000
2023-03-17,6308765360
2023-03-20,6399669760
2023-03-21,6517845480
2023-03-22,6390579320
2023-03-23,6345127120
2023-03-24,6463302840
2023-03-27,6436031520
2023-03-28,6390579320
2023-03-29,6526935920
2023-03-30,6508755040
2023-03-31,6596116980
2023-04-03,6532254160
2023-04-04,6340665700
2023-04-05,6304172660
2023-04-06,6267679620
2023-04-10,6368035480
2023-04-11,6313295920
2023-04-12,6203816800
2023-04-13,6295049400
2023-04-14,6322419180
2023-04-17,6358912220
2023-04-18,6395405260
2023-04-19,6368035480
2023-04-20,6368035480
2023-04-21,6404528520
2023-04-24,6222063320
2023-04-25,6076091160
2023-04-26,5984858560
2023-04-27,6203816800
2023-04-28,6112584200
2023-05-01,6076091160
2023-05-02,5209381460
2023-05-03,4817081280
2023-05-04,4680232380
2023-05-05,5254997760
2023-05-08,5419216440
2023-05-09,5519572300
2023-05-10,5574311860
2023-05-11,5501325780
2023-05-12,5473956000
2023-05-15,5528695560
2023-05-16,5410093180
2023-05-17,5473956000
2023-05-18,5519572300
2023-05-19,5473956000
2023-05-22,5583435120
2023-05-23,5601681640
2023-05-24,5510449040
2023-05-25,5327983840
2023-05-26,5318860580
2023-05-30,5309737320
2023-05-31,5191134940
2023-06-01,5154641900
2023-06-02,5501325780
2023-06-05,5419216440
2023-06-06,5638174680
2023-06-07,5720284020
2023-06-08,5619928160
2023-06-09,5556065340
2023-06-12,5656421200
2023-06-13,5738530540
2023-06-14,5583435120
2023-06-15,5629051420
2023-06-16,5857132920
2023-06-20,5492202520
2023-06-21,5574311860
2023-06-22,5382723400
2023-06-23,5346230360
2023-06-26,5428339700
2023-06-27,5373600140
2023-06-28,5364476880
2023-06-29,5455709480
2023-06-30,5500373040
2023-07-03,5609833200
2023-07-05,5591589840
2023-07-06,5500373040
2023-07-07,5655441600
2023-07-10,5783145120
2023-07-11,5764901760
2023-07-12,5810510160
2023-07-13,5983822080
2023-07-14,5856118560
2023-07-17,5883483600
2023-07-18,5664563280
2023-07-19,5792266800
2023-07-20,5728415040
2023-07-21,5746658400
2023-07-24,5746658400
2023-07-25,5774023440
2023-07-26,5929092000
2023-07-27,5746658400
2023-07-28,5801388480
2023-07-31,5819631840
2023-08-01,5846996880
2023-08-02,5746658400
2023-08-03,5774023440
2023-08-04,5783145120
2023-08-07,5618954880
2023-08-08,5755780080
2023-08-09,5910848640
2023-08-10,6120647280
2023-08-11,5974700400
2023-08-14,5874361920
2023-08-15,5837875200
2023-08-16,5865240240
2023-08-17,5719293360
2023-08-18,5792266800
2023-08-21,5728415040
2023-08-22,5746658400
2023-08-23,5883483600
2023-08-24,5874361920
2023-08-25,5737536720
2023-08-28,5910848640
2023-08-29,5892605280
2023-08-30,5919970320
2023-08-31,5856118560
2023-09-01,5865240240
2023-09-05,5418277920
2023-09-06,5491251360
2023-09-07,5308817760
2023-09-08,5327061120
2023-09-11,5327061120
2023-09-12,5363547840
2023-09-13,5327061120
2023-09-14,5363547840
2023-09-15,5564224800
2023-09-18,5545981440
2023-09-19,5454764640
2023-09-20,5418277920
2023-09-21,5345304480
2023-09-22,5400034560
2023-09-25,5390912880
2023-09-26,5336182800
2023-09-27,5454764640
2023-09-28,5582468160
2023-09-29,5473008000
2023-10-02,5496260000
2023-10-03,5468870000
2023-10-04,5678860000
2023-10-05,5852330000
2023-10-06,5888850000
2023-10-09,5934500000
2023-10-10,5861460000
2023-10-11,5916240000
2023-10-12,5788420000
2023-10-13,5733640000
2023-10-16,5934500000
2023-10-17,5943630000
2023-10-18,5751900000
2023-10-19,5779290000
2023-10-20,5706250000
2023-10-23,5560170000
2023-10-24,5651470000
2023-10-25,5386700000
2023-10-26,5331920000
2023-10-27,5194970000
2023-10-30,5194970000
2023-10-31,5167580000
2023-11-01,5094540000
2023-11-02,5934500000
2023-11-03,5596690000
2023-11-06,5687990000
2023-11-07,5560170000
2023-11-08,5377570000
2023-11-09,5341050000
2023-11-10,5368440000
2023-11-13,5249750000
2023-11-14,5605820000
2023-11-15,5660600000
2023-11-16,5423220000
2023-11-17,5614950000
2023-11-20,5560170000
2023-11-21,5441480000
2023-11-22,5423220000
2023-11-24,5468870000
2023-11-27,5286270000
2023-11-28,5277140000
2023-11-29,5322790000
2023-11-30,5359310000
2023-12-01,5642340000
2023-12-04,5678860000
2023-12-05,5651470000
2023-12-06,5624080000
2023-12-07,5724510000
2023-12-08,5861460000
2023-12-11,5879720000
2023-12-12,5916240000
2023-12-13,6089710000
2023-12-14,6226660000
2023-12-15,6281440000
2023-12-18,6062320000
2023-12-19,6171880000
2023-12-20,5980150000
2023-12-21,5980150000
2023-12-22,6080580000
2023-12-26,6135360000
2023-12-27,6208400000
2023-12-28,6244920000
2023-12-29,6226660000
2024-01-02,6383572380
2024-01-03,5846295960
2024-01-04,5828083200
2024-01-05,5937359760
2024-01-08,6064849080
2024-01-09,5928253380
2024-01-10,5937359760
2024-01-11,5828083200
2024-01-12,5746125780
2024-01-16,5600423700
2024-01-17,5573104560
2024-01-18,5618636460
2024-01-19,5709700260
2024-01-22,5773444920
2024-01-23,5800764060
2024-01-24,5627742840
2024-01-25,6155912880
2024-01-26,6037529940
2024-01-29,6001104420
2024-01-30,5973785280
2024-01-31,5946466140
2024-02-01,5982891660
2024-02-02,5991998040
2024-02-05,5964678900
2024-02-06,6001104420
2024-02-07,6028423560
2024-02-08,6046636320
2024-02-09,6174125640
2024-02-12,6365359620
2024-02-13,6037529940
2024-02-14,6174125640
2024-02-15,6256083060
2024-02-16,6219657540
2024-02-20,6137700120
2024-02-21,6101274600
2024-02-22,6028423560
2024-02-23,6137700120
2024-02-26,6037529940
2024-02-27,5946466140
2024-02-28,6547487220
2024-02-29,6611231880
2024-03-01,6647657400
2024-03-04,6674976540
2024-03-05,6756933960
2024-03-06,6802465860
2024-03-07,6110380980
2024-03-08,5928253380
2024-03-11,5964678900
2024-03-12,6010210800
2024-03-13,6037529940
2024-03-14,6165019260
2024-03-15,5700593880
2024-03-18,5928253380
2024-03-19,6001104420
2024-03-20,6101274600
2024-03-21,6046636320
2024-03-22,5818976820
2024-03-25,5937359760
2024-03-26,5900934240
2024-03-27,6128593740
2024-03-28,6119487360
2024-04-01,5910040620
2024-04-02,5809870440
2024-04-03,5809870440
2024-04-04,5718806640
2024-04-05,5855402340
2024-04-08,5964678900
2024-04-09,6055742700
2024-04-10,5891827860
2024-04-11,5882721480
2024-04-12,5791657680
2024-04-15,5673274740
2024-04-16,5609530080
2024-04-17,5627742840
2024-04-18,5627742840
2024-04-19,5636849220
2024-04-22,5718806640
2024-04-23,5791657680
2024-04-24,5809870440
2024-04-25,5764338540
2024-04-26,5855402340
2024-04-29,5964678900
2024-04-30,5919147000
2024-05-01,5919147000
2024-05-02,6055742700
2024-05-03,6083061840
2024-05-06,6274295820
2024-05-07,6292508580
2024-05-08,6356253240
2024-05-09,6374466000
2024-05-10,6356253240
2024-05-13,6429104280
2024-05-14,6511061700
2024-05-15,6565699980
2024-05-16,6547487220
2024-05-17,6538380840
2024-05-20,6611231880
2024-05-21,6684082920
2024-05-22,6638551020
2024-05-23,6556593600
2024-05-24,6574806360
2024-05-28,6501955320
2024-05-29,6392678760
2024-05-30,6438210660
2024-05-31,6474636180
2024-06-03,6583912740
2024-06-04,6602125500
2024-06-05,6693189300
2024-06-06,6747827580
2024-06-07,6693189300
2024-06-10,6766040340
2024-06-11,6720508440
2024-06-12,6802465860
2024-06-13,6702295680
2024-06-14,6638551020
2024-06-17,6529274460
2024-06-18,6483742560
2024-06-20,6538380840
2024-06-21,7057444500
2024-06-24,7084763640
2024-06-25,6993699840
2024-06-26,6984593460
2024-06-27,6948167940
2024-06-28,6920848800
2024-07-01,6756933960
2024-07-02,6720508440
2024-07-03,6738721200
2024-07-05,6702295680
2024-07-08,6702295680
2024-07-09,6520168080
2024-07-10,6565699980
2024-07-11,6665870160
2024-07-12,6729614820
2024-07-15,6784253100
2024-07-16,7002806220
2024-07-17,7048338120
2024-07-18,7011912600
2024-07-19,7030125360
2024-07-22,7194040200
2024-07-23,7121189160
2024-07-24,7002806220
2024-07-25,7021018980
2024-07-26,7039231740
2024-07-29,6563520000
2024-07-30,6555040000
2024-07-31,7025480040
2024-08-01,6402397620
2024-08-02,6257914740
2024-08-05,6203733660
2024-08-06,6384337260
2024-08-07,6402397620
2024-08-08,6555910680
2024-08-09,6519789960
