,K
2023-03-07,20711520000
2023-03-08,20769660000
2023-03-09,20578140000
2023-03-10,20502900000
2023-03-13,20622600000
2023-03-14,20745720000
2023-03-15,20944080000
2023-03-16,20848320000
2023-03-17,20776500000
2023-03-20,20865420000
2023-03-21,20906460000
2023-03-22,20694420000
2023-03-23,20732040000
2023-03-24,21009060000
2023-03-27,21125340000
2023-03-28,21272400000
2023-03-29,21337380000
2023-03-30,21392100000
2023-03-31,21487860000
2023-04-03,21598710000
2023-04-04,21657020000
2023-04-05,21893690000
2023-04-06,21883400000
2023-04-10,21814800000
2023-04-11,22006880000
2023-04-12,22003450000
2023-04-13,21838810000
2023-04-14,21564410000
2023-04-17,21763350000
2023-04-18,21807940000
2023-04-19,21677600000
2023-04-20,21639870000
2023-04-21,21677600000
2023-04-24,21763350000
2023-04-25,22061759999
2023-04-26,22034320000
2023-04-27,22301860000
2023-04-28,22456210000
2023-05-01,22782060000
2023-05-02,22908970000
2023-05-03,23022160000
2023-05-04,22651720000
2023-05-05,22641430000
2023-05-08,22891820000
2023-05-09,22675730000
2023-05-10,22706600000
2023-05-11,22754620000
2023-05-12,22788920000
2023-05-15,22569400000
2023-05-16,22367029999
2023-05-17,22257270000
2023-05-18,22222970000
2023-05-19,22312150000
2023-05-22,21996590000
2023-05-23,22054900000
2023-05-24,22058330000
2023-05-25,21862820000
2023-05-26,21780500000
2023-05-30,21372330000
2023-05-31,21488950000
2023-06-01,21252280000
2023-06-02,21687890000
2023-06-05,21725620000
2023-06-06,21509530000
2023-06-07,21365470000
2023-06-08,21423780000
2023-06-09,21615860000
2023-06-12,21049910000
2023-06-13,21108220000
2023-06-14,21286580000
2023-06-15,21221410000
2023-06-16,21334600000
2023-06-20,21101360000
2023-06-21,20998460000
2023-06-22,21097930000
2023-06-23,20971020000
2023-06-26,21111650000
2023-06-27,21468370000
2023-06-28,21097930000
2023-06-29,21506100000
2023-06-30,21691320000
2023-07-03,21997439999
2023-07-05,21949560000
2023-07-06,21942720000
2023-07-07,21563100000
2023-07-10,21498120000
2023-07-11,21648600000
2023-07-12,21792240000
2023-07-13,21703320000
2023-07-14,21679380000
2023-07-17,21412620000
2023-07-18,21378420000
2023-07-19,21559680000
2023-07-20,21734100000
2023-07-21,21751200000
2023-07-24,21775140000
2023-07-25,21809340000
2023-07-26,21672540000
2023-07-27,21542580000
2023-07-28,21686220000
2023-07-31,21463920000
2023-08-01,21241620000
2023-08-02,21385260000
2023-08-03,21258720000
2023-08-04,20793600000
2023-08-07,20797020000
2023-08-08,20366100000
2023-08-09,20407140000
2023-08-10,20407140000
2023-08-11,20530260000
2023-08-14,20513160000
2023-08-15,20260080000
2023-08-16,19914660000
2023-08-17,19712880000
2023-08-18,19849680000
2023-08-21,19613700000
2023-08-22,19494000000
2023-08-23,19528200000
2023-08-24,19521360000
2023-08-25,19651320000
2023-08-28,19695780000
2023-08-29,19733400000
2023-08-30,19801800000
2023-08-31,19582920000
2023-09-01,19220400000
2023-09-05,19083600000
2023-09-06,19028880000
2023-09-07,19052820000
2023-09-08,19069920000
2023-09-11,19206720000
2023-09-12,19124640000
2023-09-13,18909180000
2023-09-14,19227240000
2023-09-15,19240920000
2023-09-18,19305900000
2023-09-19,19346940000
2023-09-20,19494000000
2023-09-21,19401660000
2023-09-22,19323000000
2023-09-25,19090440000
2023-09-26,18991260000
2023-09-27,18970740000
2023-09-28,18998100000
2023-09-29,19097280000
2023-10-02,17955000000
2023-10-03,18122580000
2023-10-04,18115740000
2023-10-05,17318880000
2023-10-06,17247060000
2023-10-09,17271000000
2023-10-10,17342820000
2023-10-11,16939260000
2023-10-12,16628040000
2023-10-13,17052120000
2023-10-16,17199180000
2023-10-17,17312040000
2023-10-18,17206020000
2023-10-19,17062380000
2023-10-20,17141040000
2023-10-23,16884540000
2023-10-24,17188920000
2023-10-25,17428320000
2023-10-26,17397540000
2023-10-27,17236800000
2023-10-30,17168400000
2023-10-31,17260740000
2023-11-01,17305200000
2023-11-02,17691660000
2023-11-03,17804520000
2023-11-06,17558280000
2023-11-07,17407800000
2023-11-08,17780580000
2023-11-09,17784000000
2023-11-10,17722440000
2023-11-13,17855820000
2023-11-14,17982360000
2023-11-15,17886600000
2023-11-16,17852400000
2023-11-17,18057600000
2023-11-20,17961840000
2023-11-21,18064440000
2023-11-22,18119160000
2023-11-24,18286740000
2023-11-27,17955000000
2023-11-28,17879760000
2023-11-29,17667720000
2023-11-30,17968680000
2023-12-01,18084960000
2023-12-04,18348300000
2023-12-05,18245700000
2023-12-06,18368820000
2023-12-07,18522720000
2023-12-08,18365400000
2023-12-11,18553500000
2023-12-12,18481680000
2023-12-13,18912600000
2023-12-14,18751860000
2023-12-15,18389340000
2023-12-18,18444060000
2023-12-19,18344880000
2023-12-20,18136260000
2023-12-21,18416700000
2023-12-22,18632160000
2023-12-26,18810000000
2023-12-27,18868140000
2023-12-28,19022040000
2023-12-29,19121220000
2024-01-02,19696160000
2024-01-03,19600680000
2024-01-04,19382440000
2024-01-05,19321060000
2024-01-08,19280140000
2024-01-09,19228990000
2024-01-10,19024390000
2024-01-11,18840250000
2024-01-12,18898220000
2024-01-16,18461740000
2024-01-17,18594730000
2024-01-18,18604960000
2024-01-19,18390130000
2024-01-22,18281010000
2024-01-23,18567450000
2024-01-24,18233270000
2024-01-25,18628830000
2024-01-26,18666340000
2024-01-29,18683390000
2024-01-30,18853890000
2024-01-31,18673160000
2024-02-01,18966420000
2024-02-02,18775460000
2024-02-05,18454920000
2024-02-06,18560630000
2024-02-07,18308290000
2024-02-08,18734540000
2024-02-09,18240090000
2024-02-12,18635650000
2024-02-13,18485610000
2024-02-14,18410590000
2024-02-15,18887990000
2024-02-16,18915270000
2024-02-20,19140330000
2024-02-21,19249450000
2024-02-22,19430180000
2024-02-23,19242630000
2024-02-26,19246040000
2024-02-27,18969830000
2024-02-28,19133510000
2024-02-29,18806150000
2024-03-01,18697030000
2024-03-04,18318520000
2024-03-05,18216220000
2024-03-06,18366260000
2024-03-07,18277600000
2024-03-08,18485610000
2024-03-11,18465150000
2024-03-12,18362850000
2024-03-13,18414000000
2024-03-14,18052540000
2024-03-15,18263960000
2024-03-18,18676570000
2024-03-19,18823200000
2024-03-20,18802740000
2024-03-21,19133510000
2024-03-22,18942550000
2024-03-25,18976650000
2024-03-26,19058490000
2024-03-27,19317650000
2024-03-28,19535890000
2024-04-01,19457460000
2024-04-02,19665470000
2024-04-03,19297190000
2024-04-04,19634780000
2024-04-05,19590450000
2024-04-08,19600680000
2024-04-09,19477920000
2024-04-10,19440410000
2024-04-11,19153970000
2024-04-12,18898220000
2024-04-15,18891400000
2024-04-16,18928910000
2024-04-17,19119870000
2024-04-18,19280140000
2024-04-19,19566580000
2024-04-22,19771180000
2024-04-23,19825740000
2024-04-24,20033750000
2024-04-25,19931450000
2024-04-26,19685930000
2024-04-29,19849610000
2024-04-30,19730260000
2024-05-01,19430180000
2024-05-02,20896480000
2024-05-03,20633910000
2024-05-06,20473640000
2024-05-07,21019240000
2024-05-08,21254530000
2024-05-09,21005600000
2024-05-10,21094260000
2024-05-13,21309090000
2024-05-14,21332960000
2024-05-15,21084030000
2024-05-16,21189740000
2024-05-17,20991960000
2024-05-20,21169280000
2024-05-21,21227250000
2024-05-22,21019240000
2024-05-23,20913530000
2024-05-24,20814640000
2024-05-28,20289500000
2024-05-29,20323600000
2024-05-30,20234940000
2024-05-31,20575940000
2024-06-03,20422490000
2024-06-04,20623680000
2024-06-05,20391800000
2024-06-06,20490690000
2024-06-07,20333830000
2024-06-10,20149690000
2024-06-11,20361110000
2024-06-12,20037160000
2024-06-13,20026930000
2024-06-14,19614320000
2024-06-17,19818920000
2024-06-18,20050800000
2024-06-20,19682520000
2024-06-21,19600680000
2024-06-24,19866660000
2024-06-25,19801870000
2024-06-26,19566580000
2024-06-27,19668880000
2024-06-28,19668880000
2024-07-01,19341520000
2024-07-02,19334700000
2024-07-03,19324470000
2024-07-05,19225580000
2024-07-08,19160790000
2024-07-09,19222170000
2024-07-10,19399490000
2024-07-11,19382440000
2024-07-12,19280140000
2024-07-15,19205120000
2024-07-16,19454050000
2024-07-17,20101950000
2024-07-18,20061030000
2024-07-19,19764360000
2024-07-22,19645010000
2024-07-23,19304010000
2024-07-24,19515430000
2024-07-25,19532480000
2024-07-26,19597270000
2024-07-29,19538460000
2024-07-30,19682100000
2024-07-31,19887300000
2024-08-01,21221100000
2024-08-02,21539160000
2024-08-05,25034400000
2024-08-06,25085699999
2024-08-07,24952319999
2024-08-08,25427699999
2024-08-09,25608960000
