,SHW
2013-11-26,18337420401
2013-11-27,18262793100
2013-11-29,18212046536
2013-12-02,18023985737
2013-12-03,17892641687
2013-12-04,18018015553
2013-12-05,18083687578
2013-12-06,18391152058
2013-12-09,18459809175
2013-12-10,18376226598
2013-12-11,18029955921
2013-12-12,17853835491
2013-12-13,17707565981
2013-12-16,17641893956
2013-12-17,17641893956
2013-12-18,17901596963
2013-12-19,17925477700
2013-12-20,18125478866
2013-12-23,18050851565
2013-12-24,18179210523
2013-12-26,18191150891
2013-12-27,18158314879
2013-12-30,18134434143
2013-12-31,18136882367
2014-01-02,18027177504
2014-01-03,18065722455
2014-01-06,18056827467
2014-01-07,18543086860
2014-01-08,18747671604
2014-01-09,18667616704
2014-01-10,19058996216
2014-01-13,18895921419
2014-01-14,19121261138
2014-01-15,19088646179
2014-01-16,19124226135
2014-01-17,19186491057
2014-01-21,19571940576
2014-01-22,19503745661
2014-01-23,19284335935
2014-01-24,18857376468
2014-01-27,18833656497
2014-01-28,18943361360
2014-01-29,18691336675
2014-01-30,18160602337
2014-01-31,18113162396
2014-02-03,17481618184
2014-02-04,17588358051
2014-02-05,17354123343
2014-02-06,17709922899
2014-02-07,18042002485
2014-02-10,18021247511
2014-02-11,18127987378
2014-02-12,18465996956
2014-02-13,18818831516
2014-02-14,18892956423
2014-02-18,18922606386
2014-02-19,19082716186
2014-02-20,19115331146
2014-02-21,19133121123
2014-02-24,19225036009
2014-02-25,19506710657
2014-02-26,19625310509
2014-02-27,19649030480
2014-02-28,19815070272
2014-03-03,19717225395
2014-03-04,20078954943
2014-03-05,20090814928
2014-03-06,20064129962
2014-03-07,20428824507
2014-03-10,20369524581
2014-03-11,20259819717
2014-03-12,20185694810
2014-03-13,19984075062
2014-03-14,19972215076
2014-03-17,20182729814
2014-03-18,20242029740
2014-03-19,19987040058
2014-03-20,19975180073
2014-03-21,19806175284
2014-03-24,19625310509
2014-03-25,19566010583
2014-03-26,19349565853
2014-03-27,19195386046
2014-03-28,19242825987
2014-03-31,19042732175
2014-04-01,19231101920
2014-04-02,19326735790
2014-04-03,19367307735
2014-04-04,18729748600
2014-04-07,18384887068
2014-04-08,18538480859
2014-04-09,18802198502
2014-04-10,18355907107
2014-04-11,18211007303
2014-04-14,18364601095
2014-04-15,18503704906
2014-04-16,18570358816
2014-04-17,19086202117
2014-04-21,19103590093
2014-04-22,19584657441
2014-04-23,19509309543
2014-04-24,19419471665
2014-04-25,19390491704
2014-04-28,19205019955
2014-04-29,19300653826
2014-04-30,19303551822
2014-05-01,19309347814
2014-05-02,19402083688
2014-05-05,19286163845
2014-05-06,19167346006
2014-05-07,19248489896
2014-05-08,19074610132
2014-05-09,19300653826
2014-05-12,19497717558
2014-05-13,19344123767
2014-05-14,19216611940
2014-05-15,19161550014
2014-05-16,19303551822
2014-05-19,19265877873
2014-05-20,19349919759
2014-05-21,19361511743
2014-05-22,19361511743
2014-05-23,19552779484
2014-05-27,19515105535
2014-05-28,19486125574
2014-05-29,19645515358
2014-05-30,19764333197
2014-06-02,19665801331
2014-06-03,19683189307
2014-06-04,19694781291
2014-06-05,19700577283
2014-06-06,19746945220
2014-06-09,19735353236
2014-06-10,19746945220
2014-06-11,19633923374
2014-06-12,19535391507
2014-06-13,19584657441
2014-06-16,19544085496
2014-06-17,19587555437
2014-06-18,19680291311
2014-06-19,19639719366
2014-06-20,19706373276
2014-06-23,19764333197
2014-06-24,19781721173
2014-06-25,19903437008
2014-06-26,19830987107
2014-06-27,20039642824
2014-06-30,19615107519
2014-07-01,19657767605
2014-07-02,19583823456
2014-07-03,19666299622
2014-07-07,19455843198
2014-07-08,19265294815
2014-07-09,19444467176
2014-07-10,19177130637
2014-07-11,19222634729
2014-07-14,19265294815
2014-07-15,19179974643
2014-07-16,19123094528
2014-07-17,19999048293
2014-07-18,20115652528
2014-07-21,20152624602
2014-07-22,20283448866
2014-07-23,20346016992
2014-07-24,20237944774
2014-07-25,20169688637
2014-07-28,20158312614
2014-07-29,19979140253
2014-07-30,19922260138
2014-07-31,19549695388
2014-08-01,19410339107
2014-08-04,19754463800
2014-08-05,19435935158
2014-08-06,19660611611
2014-08-07,19515567319
2014-08-08,19805655903
2014-08-11,19797123886
2014-08-12,19967764230
2014-08-13,20072992442
2014-08-14,20078680453
2014-08-15,20172532642
2014-08-18,20300512900
2014-08-19,20320420940
2014-08-20,20385833072
2014-08-21,20596289496
2014-08-22,20567849439
2014-08-25,20627573559
2014-08-26,20647481599
2014-08-27,20630417565
2014-08-28,20678765662
2014-08-29,20675921657
2014-09-02,20624729553
2014-09-03,20593445490
2014-09-04,20613353531
2014-09-05,20692985691
2014-09-08,20658857622
2014-09-09,20525189353
2014-09-10,20553629410
2014-09-11,20670233645
2014-09-12,20434181170
2014-09-15,20400053101
2014-09-16,20525189353
2014-09-17,20579225462
2014-09-18,20843717995
2014-09-19,20906286121
2014-09-22,20766929840
2014-09-23,20712893731
2014-09-24,20951790212
2014-09-25,20701517708
2014-09-26,20931882172
2014-09-29,20991606293
2014-09-30,20701442346
2014-10-01,20205174892
2014-10-02,20276070243
2014-10-03,20417860944
2014-10-06,20290249313
2014-10-07,19986817212
2014-10-08,20488756294
2014-10-09,20230697218
2014-10-10,20148458612
2014-10-13,19292042778
2014-10-14,19450848363
2014-10-15,19898906978
2014-10-16,20000996283
2014-10-17,20514278620
2014-10-20,20778009324
2014-10-21,21455768875
2014-10-22,21356515384
2014-10-23,21345172128
2014-10-24,21637260972
2014-10-27,21333828872
2014-10-28,21175023287
2014-10-29,20970844677
2014-10-30,21282784220
2014-10-31,21699648881
2014-11-03,21674126554
2014-11-04,21577708878
2014-11-05,21779051673
2014-11-06,22045618191
2014-11-07,22312184709
2014-11-10,22377408431
2014-11-11,22462482852
2014-11-12,22507855876
2014-11-13,22652482391
2014-11-14,22652482391
2014-11-17,22621288437
2014-11-18,22811287976
2014-11-19,22765914952
2014-11-20,22899198211
2014-11-21,22879347513
2014-11-24,22879347513
2014-11-25,22669497275
2014-11-26,22743228440
2014-11-28,23145914031
2014-12-01,22975765190
2014-12-02,23117555891
2014-12-03,23296212174
2014-12-04,23415316363
2014-12-05,23335913570
2014-12-08,23585465204
2014-12-09,23591136832
2014-12-10,23330241942
2014-12-11,24030688005
2014-12-12,23369943338
2014-12-15,23313227058
2014-12-16,23222481009
2014-12-17,23852031722
2014-12-18,24302926151
2014-12-19,24583671739
2014-12-22,24733969882
2014-12-23,24870088955
2014-12-24,25006208028
2014-12-26,25034566168
2014-12-29,25031730354
2014-12-30,25043073610
2014-12-31,24394345119
2015-01-02,24338701083
2015-01-05,24266363837
2015-01-06,24194026591
2015-01-07,24605792453
2015-01-08,25279085282
2015-01-09,25448799590
2015-01-12,25142757395
2015-01-13,24959132078
2015-01-14,24967478683
2015-01-15,25095459965
2015-01-16,25393155554
2015-01-20,25273520878
2015-01-21,25337511519
2015-01-22,25699197749
2015-01-23,25412630967
2015-01-26,25529483441
2015-01-27,25426541976
2015-01-28,25126064184
2015-01-29,25490532616
2015-01-30,25156668404
2015-02-02,25304125098
2015-02-03,25370897940
2015-02-04,25420977572
2015-02-05,25771534995
2015-02-06,25996893338
2015-02-09,25446017388
2015-02-10,25971853522
2015-02-11,25777099399
2015-02-12,26247291498
2015-02-13,26430916815
2015-02-17,26533858280
2015-02-18,26714701395
2015-02-19,26595066719
2015-02-20,26870504694
2015-02-23,26853811484
2015-02-24,26951188545
2015-02-25,26686879377
2015-02-26,26681314974
2015-02-27,26450392227
2015-03-02,26976228361
2015-03-03,26517165069
2015-03-04,26514382868
2015-03-05,26817642861
2015-03-06,26564462499
2015-03-09,26500471859
2015-03-10,26102617006
2015-03-11,26055319576
2015-03-12,26453174429
2015-03-13,26453174429
2015-03-16,26723048000
2015-03-17,26528293876
2015-03-18,26227816085
2015-03-19,26383619384
2015-03-20,26895544510
2015-03-23,26695225983
2015-03-24,26511600666
2015-03-25,26091488199
2015-03-26,25905080680
2015-03-27,26122092418
2015-03-30,26361361770
2015-03-31,26247151807
2015-04-01,26368935492
2015-04-02,26233312752
2015-04-06,26468576688
2015-04-07,26535004152
2015-04-08,26814553064
2015-04-09,26853302419
2015-04-10,26814553064
2015-04-13,26737054356
2015-04-14,26773035899
2015-04-15,26637413160
2015-04-16,26183492154
2015-04-17,26031262549
2015-04-20,26009120060
2015-04-21,26056172848
2015-04-22,25984209761
2015-04-23,26050637226
2015-04-24,26075547525
2015-04-27,26100457824
2015-04-28,26006352249
2015-04-29,25760017070
2015-04-30,25649304629
2015-05-01,26031262549
2015-05-04,25837515778
2015-05-05,25364220095
2015-05-06,25638233385
2015-05-07,25962067273
2015-05-08,26496254798
2015-05-11,26474112310
2015-05-12,26637413160
2015-05-13,26565450073
2015-05-14,26875444907
2015-05-15,26867141474
2015-05-18,26853302419
2015-05-19,26980621725
2015-05-20,26540539774
2015-05-21,26521165097
2015-05-22,26432595145
2015-05-26,26421523901
2015-05-27,26731518734
2015-05-28,26748125600
2015-05-29,26587592562
2015-06-01,26593128184
2015-06-02,26435362956
2015-06-03,26501790420
2015-06-04,26036798171
2015-06-05,25867961699
2015-06-08,25676982739
2015-06-09,25663143684
2015-06-10,26061708470
2015-06-11,26089386580
2015-06-12,25917782297
2015-06-15,25726803337
2015-06-16,25751713637
2015-06-17,25854122644
2015-06-18,26155814044
2015-06-19,26017423494
2015-06-22,26310811461
2015-06-23,26249919618
2015-06-24,26014655682
2015-06-25,26072779714
2015-06-26,26117064690
2015-06-29,25488771591
2015-06-30,25354947914
2015-07-01,25888765406
2015-07-02,25601112457
2015-07-06,25811320381
2015-07-07,26148759417
2015-07-08,25902594875
2015-07-09,25576219413
2015-07-10,25650898544
2015-07-13,26007698837
2015-07-14,26209609080
2015-07-15,26013230624
2015-07-16,24085402687
2015-07-17,24525179792
2015-07-20,24674538054
2015-07-21,24616454286
2015-07-22,25233248590
2015-07-23,24937297959
2015-07-24,24627517860
2015-07-27,24527945686
2015-07-28,25247078058
2015-07-29,25703450525
2015-07-30,25623239607
2015-07-31,25609410138
2015-08-03,25650898544
2015-08-04,25587282988
2015-08-05,25324523083
2015-08-06,25050699603
2015-08-07,24832193997
2015-08-10,25213887333
2015-08-11,24987084047
2015-08-12,25186228396
2015-08-13,25446222408
2015-08-14,25756002506
2015-08-17,26248331592
2015-08-18,26281522317
2015-08-19,25991103474
2015-08-20,24793471485
2015-08-21,24096466262
2015-08-24,23446481233
2015-08-25,22923727317
2015-08-26,23559882877
2015-08-27,23913917276
2015-08-28,23797749738
2015-08-31,23584775920
2015-09-01,22912663742
2015-09-02,23429885871
2015-09-03,23590307708
2015-09-04,23404992827
2015-09-08,24121359306
2015-09-09,23720304714
2015-09-10,23570946452
2015-09-11,23570946452
2015-09-14,23227975628
2015-09-15,23111808091
2015-09-16,23106276303
2015-09-17,23341377271
2015-09-18,22741178330
2015-09-21,22519906831
2015-09-22,21872687695
2015-09-23,21446740059
2015-09-24,21001431167
2015-09-25,20973772230
2015-09-28,20334850776
2015-09-29,20185492514
2015-09-30,20404853284
2015-10-01,21242919571
2015-10-02,21707290728
2015-10-05,22089229134
2015-10-06,21677065386
2015-10-07,21902381568
2015-10-08,22366752724
2015-10-09,22243103600
2015-10-12,22328284108
2015-10-13,22429951166
2015-10-14,22212878258
2015-10-15,21622110220
2015-10-16,22273328941
2015-10-19,22245851358
2015-10-20,21946345701
2015-10-21,21830939852
2015-10-22,22616798731
2015-10-23,22509636157
2015-10-26,22644276315
2015-10-27,22157923092
2015-10-28,22600312182
2015-10-29,23641712585
2015-10-30,24438562498
2015-11-02,24713338330
2015-11-03,24729824880
2015-11-04,24793023321
2015-11-05,24556716105
2015-11-06,24477031114
2015-11-09,24413832673
2015-11-10,24232480624
2015-11-11,24375364056
2015-11-12,24004416683
2015-11-13,24053876333
2015-11-16,24446805773
2015-11-17,24705095055
2015-11-18,24968879853
2015-11-19,24988114162
2015-11-20,25122754319
2015-11-23,25227169135
2015-11-24,25309601885
2015-11-25,25260142235
2015-11-27,25356313776
2015-11-30,25284872060
2015-12-01,25422259976
2015-12-02,25023835020
2015-12-03,24364373023
2015-12-04,24952393303
2015-12-07,24784780046
2015-12-08,24809509871
2015-12-09,24520995247
2015-12-10,24413832673
2015-12-11,23985182375
2015-12-14,24119822532
2015-12-15,24125318049
2015-12-16,24685860746
2015-12-17,24106083741
2015-12-18,23468603811
2015-12-21,23913740658
2015-12-22,23982434616
2015-12-23,24468787839
2015-12-24,24287435790
2015-12-28,24202255282
2015-12-29,24262705965
2015-12-30,24037389783
2015-12-31,23746218497
2016-01-04,23304390093
2016-01-05,23397695470
2016-01-06,22719859348
2016-01-07,22096908741
2016-01-08,22116118672
2016-01-11,22135328602
2016-01-12,22541481421
2016-01-13,22061233156
2016-01-14,22250588186
2016-01-15,22146305706
2016-01-19,21893832332
2016-01-20,22445431768
2016-01-21,22500317284
2016-01-22,22870794517
2016-01-25,22332916460
2016-01-26,22815909001
2016-01-27,23073870926
2016-01-28,22837863207
2016-01-29,23386718367
2016-02-01,23312622921
2016-02-02,22772000588
2016-02-03,23496489399
2016-02-04,23806592565
2016-02-05,23427882504
2016-02-08,22560691351
2016-02-09,23090336581
2016-02-10,23117779339
2016-02-11,22675950935
2016-02-12,23477279469
2016-02-16,23685844429
2016-02-17,23705054360
2016-02-18,23307134369
2016-02-19,23372996988
2016-02-22,23581561949
2016-02-23,23298901542
2016-02-24,23757195600
2016-02-25,24284096554
2016-02-26,24975654055
2016-02-29,24745134888
2016-03-01,25719352797
2016-03-02,25036028123
2016-03-03,24879604402
2016-03-04,25321432806
2016-03-07,25272035842
2016-03-08,25263803014
2016-03-09,25175986189
2016-03-10,25576650456
2016-03-11,26054154445
2016-03-14,25949871964
2016-03-15,25864799415
2016-03-16,26254486578
2016-03-17,26262719406
2016-03-18,26408166023
2016-03-21,25000352538
2016-03-22,25796192520
2016-03-23,25886753621
2016-03-24,25735818452
2016-03-28,25971826171
2016-03-29,26125505616
2016-03-30,26018478859
2016-03-31,26129498907
2016-04-01,26402111447
2016-04-04,26355299193
2016-04-05,26366313841
2016-04-06,26688492297
2016-04-07,26870233991
2016-04-08,27258500335
2016-04-11,27051975684
2016-04-12,27321834562
2016-04-13,27269514984
2016-04-14,27032700050
2016-04-15,27208934419
2016-04-18,27239224701
2016-04-19,27379661464
2016-04-20,27539373862
2016-04-21,27294297942
2016-04-22,27454010339
2016-04-25,27467778649
2016-04-26,27547634848
2016-04-27,27423720057
2016-04-28,26583853141
2016-04-29,26371821165
2016-05-02,26572838493
2016-05-03,26526026238
2016-05-04,26526026238
2016-05-05,26515011590
2016-05-06,26663709339
2016-05-09,26784870468
2016-05-10,27170383151
2016-05-11,26985887796
2016-05-12,27186905123
2016-05-13,26908785259
2016-05-16,27324588224
2016-05-17,26864726667
2016-05-18,26732550890
2016-05-19,26465445674
2016-05-20,26583853141
2016-05-23,26867480329
2016-05-24,26795885116
2016-05-25,26732550890
2016-05-26,26473706660
2016-05-27,26782116806
2016-05-31,26718782580
2016-06-01,26740811876
2016-06-02,26804146102
2016-06-03,26710521594
2016-06-06,26936321879
2016-06-07,26969365823
2016-06-08,27104295262
2016-06-09,26897770611
2016-06-10,26806899764
2016-06-13,26751826524
2016-06-14,26815160750
2016-06-15,26702260607
2016-06-16,26669216663
2016-06-17,26462692012
2016-06-20,26578345817
2016-06-21,26388343137
2016-06-22,26611389761
2016-06-23,26520518914
2016-06-24,26044135385
2016-06-27,25730217914
2016-06-28,26625158071
2016-06-29,26655448353
2016-06-30,27015541434
2016-07-01,27026580576
2016-07-05,27106614359
2016-07-06,27578537700
2016-07-07,27791041193
2016-07-08,28196729679
2016-07-11,28260204748
2016-07-12,28119455682
2016-07-13,28232606892
2016-07-14,28171891608
2016-07-15,28141533967
2016-07-18,28265724320
2016-07-19,28425791886
2016-07-20,28710049804
2016-07-21,26736803086
2016-07-22,27007262077
2016-07-25,27156290500
2016-07-26,26943787008
2016-07-27,26888591295
2016-07-28,27404671206
2016-07-29,27573018129
2016-08-01,27354995065
2016-08-02,27757923765
2016-08-03,27735845481
2016-08-04,27600615985
2016-08-05,27633733413
2016-08-08,27374313564
2016-08-09,27164569857
2016-08-10,27272201496
2016-08-11,27297039567
2016-08-12,27211486213
2016-08-15,27261162354
2016-08-16,26819596655
2016-08-17,26460824524
2016-08-18,26546377878
2016-08-19,26471863667
2016-08-22,26482902809
2016-08-23,26780959656
2016-08-24,26383550527
2016-08-25,26355952671
2016-08-26,26292477601
2016-08-29,26372511384
2016-08-30,26375271170
2016-08-31,26099292608
2016-09-01,26242801460
2016-09-02,26350433099
2016-09-06,26229002532
2016-09-07,26355952671
2016-09-08,26066175180
2016-09-09,25240999280
2016-09-12,25699123693
2016-09-13,25183043782
2016-09-14,25354150490
2016-09-15,25459022344
2016-09-16,25205122067
2016-09-19,25163725283
2016-09-20,25312753706
2016-09-21,25608050767
2016-09-22,25723961764
2016-09-23,26033057753
2016-09-26,25787436833
2016-09-27,25977862041
2016-09-28,25933705471
2016-09-29,25508698485
2016-09-30,25479546336
2016-10-03,25404947795
2016-10-04,24957356545
2016-10-05,25059584176
2016-10-06,25241936167
2016-10-07,24750138374
2016-10-10,24935253273
2016-10-11,24628570380
2016-10-12,24777767463
2016-10-13,24816448188
2016-10-14,24719746375
2016-10-17,24827499824
2016-10-18,24943542000
2016-10-19,25004325997
2016-10-20,25402184886
2016-10-21,25523752880
2016-10-24,25592825603
2016-10-25,22805050473
2016-10-26,22954247556
2016-10-27,22802287564
2016-10-28,22539811214
2016-10-31,22550862849
2016-11-01,22161292687
2016-11-02,22332593042
2016-11-03,22244179956
2016-11-04,22338118860
2016-11-07,22838205380
2016-11-08,23225012633
2016-11-09,23736150789
2016-11-10,24407537664
2016-11-11,24106380588
2016-11-14,24255577672
2016-11-15,24473847479
2016-11-16,24128483860
2016-11-17,24194793675
2016-11-18,23970998050
2016-11-21,24509765295
2016-11-22,24752901283
2016-11-23,25087213266
2016-11-25,25324823435
2016-11-28,25236410349
2016-11-29,25449154338
2016-11-30,24744612556
2016-12-01,24487662023
2016-12-02,24410300573
2016-12-05,24534631476
2016-12-06,24540157293
2016-12-07,24846840187
2016-12-08,24990511452
2016-12-09,24951830727
2016-12-12,24935253273
2016-12-13,24827499824
2016-12-14,24542920202
2016-12-15,24656199469
2016-12-16,25029192178
2016-12-19,24763952918
2016-12-20,24515291113
2016-12-21,24976696908
2016-12-22,24885520912
2016-12-23,25078924539
2016-12-27,25084450357
2016-12-28,24893809639
2016-12-29,24971171090
2016-12-30,24750138374
2017-01-03,25407904962
2017-01-04,25580049002
2017-01-05,25560613384
2017-01-06,25821605961
2017-01-09,25799393826
2017-01-10,25810499893
2017-01-11,26263072127
2017-01-12,26240859993
2017-01-13,26385238865
2017-01-17,26318602462
2017-01-18,26557382905
2017-01-19,26199212241
2017-01-20,26249189543
2017-01-23,26285284261
2017-01-24,25985420450
2017-01-25,26229753926
2017-01-26,28228846000
2017-01-27,28245505101
2017-01-30,28212186899
2017-01-31,28117785329
2017-02-01,28337130154
2017-02-02,28123338363
2017-02-03,28134444430
2017-02-06,27948417806
2017-02-07,27953970840
2017-02-08,28262164201
2017-02-09,28364895322
2017-02-10,28364895322
2017-02-13,28656429583
2017-02-14,28681418234
2017-02-15,28681418234
2017-02-16,28798031938
2017-02-17,28814691039
2017-02-21,28922975193
2017-02-22,28917422159
2017-02-23,28709183401
2017-02-24,28936857776
2017-02-27,28709183401
2017-02-28,28556474979
2017-03-01,29186744286
2017-03-02,28964622944
2017-03-03,28870221374
2017-03-06,28811914522
2017-03-07,28745278119
2017-03-08,28784149354
2017-03-09,28709183401
2017-03-10,28867444857
2017-03-13,28864668340
2017-03-14,28703630368
2017-03-15,28931304743
2017-03-16,28814691039
2017-03-17,29003494179
2017-03-20,28886880475
2017-03-21,28500944644
2017-03-22,28845232723
2017-03-23,28759160703
2017-03-24,28639770482
2017-03-27,28642546999
2017-03-28,28778596321
2017-03-29,28703630368
2017-03-30,28709183401
2017-03-31,28799324109
2017-04-03,28651706684
2017-04-04,28629424808
2017-04-05,28712981841
2017-04-06,28824391219
2017-04-07,29066706615
2017-04-10,28952512003
2017-04-11,29002646223
2017-04-12,29055565678
2017-04-13,28626639574
2017-04-17,28860599267
2017-04-18,28880095908
2017-04-19,28924659659
2017-04-20,30083317186
2017-04-21,30136236640
2017-04-24,30425901022
2017-04-25,30746202983
2017-04-26,30723921107
2017-04-27,31155632445
2017-04-28,31072075412
2017-05-01,30874323767
2017-05-02,31074860647
2017-05-03,31024726427
2017-05-04,31436941124
2017-05-05,31403518311
2017-05-08,31356169325
2017-05-09,31414659248
2017-05-10,31353384091
2017-05-11,31069290178
2017-05-12,31013585489
2017-05-15,31002444551
2017-05-16,31275397526
2017-05-17,30495531883
2017-05-18,30751773452
2017-05-19,30857612360
2017-05-22,30771270093
2017-05-23,30815833844
2017-05-24,30896605642
2017-05-25,31016370723
2017-05-26,31097142522
2017-05-30,31136135804
2017-05-31,30801907671
2017-06-01,31467578703
2017-06-02,32066404107
2017-06-05,31776739725
2017-06-06,31595699487
2017-06-07,31590129018
2017-06-08,32119323562
2017-06-09,32765497952
2017-06-12,32303149035
2017-06-13,32796135531
2017-06-14,32743216076
2017-06-15,32634591933
2017-06-16,32545464431
2017-06-19,33144289836
2017-06-20,33233417338
2017-06-21,32996672410
2017-06-22,32935397253
2017-06-23,33152645539
2017-06-26,33328115309
2017-06-27,33252913979
2017-06-28,33517511250
2017-06-29,32740430842
2017-06-30,32636039774
2017-07-03,32845263039
2017-07-05,32647198348
2017-07-06,32530033319
2017-07-07,32733677298
2017-07-10,32725308367
2017-07-11,32850842327
2017-07-12,33099120602
2017-07-13,33023800226
2017-07-14,33146544542
2017-07-17,33419929609
2017-07-18,33305554224
2017-07-19,33450615688
2017-07-20,32619301913
2017-07-21,32747625516
2017-07-24,32700201575
2017-07-25,32753204803
2017-07-26,32602564051
2017-07-27,32133903937
2017-07-28,31838201722
2017-07-31,31361172676
2017-08-01,31344434815
2017-08-02,31344434815
2017-08-03,31059891174
2017-08-04,31157528698
2017-08-07,31093366896
2017-08-08,30917619353
2017-08-09,31213321569
2017-08-10,30875774700
2017-08-11,30861826483
2017-08-14,31383489825
2017-08-15,30925988284
2017-08-16,31004098303
2017-08-17,30644234286
2017-08-18,30591231059
2017-08-21,30649813573
2017-08-22,31525761645
2017-08-23,31221690499
2017-08-24,31202162994
2017-08-25,31536920219
2017-08-28,31514603071
2017-08-29,30978991511
2017-08-30,31430913765
2017-08-31,31548078793
2017-09-01,31952577107
2017-09-05,32078111066
2017-09-06,31891204949
2017-09-07,31573185585
2017-09-08,32039056056
2017-09-11,32315230767
2017-09-12,32577457260
2017-09-13,32259437896
2017-09-14,32223172530
2017-09-15,31707088475
2017-09-18,31587133803
2017-09-19,31871677444
2017-09-20,32270596470
2017-09-21,32510505815
2017-09-22,32524454032
2017-09-25,32730887654
2017-09-26,32744835872
2017-09-27,32530033319
2017-09-28,33199547769
2017-09-29,33294395649
2017-10-02,33518546166
2017-10-03,34911771772
2017-10-04,34892188280
2017-10-05,35426537860
2017-10-06,35759457231
2017-10-09,35622372784
2017-10-10,35574812874
2017-10-11,35720290247
2017-10-12,35770647799
2017-10-13,35980470932
2017-10-16,35815410067
2017-10-17,35686718545
2017-10-18,35818207709
2017-10-19,36142734155
2017-10-20,36341366722
2017-10-23,36050411977
2017-10-24,36268628035
2017-10-25,36607142691
2017-10-26,36976431406
2017-10-27,37049170092
2017-10-30,36766608272
2017-10-31,36850537526
2017-11-01,36906490361
2017-11-02,36565178064
2017-11-03,37032384241
2017-11-06,36735834213
2017-11-07,36744227138
2017-11-08,36884109227
2017-11-09,36092376603
2017-11-10,36318985587
2017-11-13,36341366722
2017-11-14,36288211528
2017-11-15,35991661499
2017-11-16,36184698782
2017-11-17,36086781320
2017-11-20,36153924722
2017-11-21,36380533707
2017-11-22,36422498333
2017-11-24,36744227138
2017-11-27,36388926632
2017-11-28,37071551226
2017-11-29,36738631854
2017-11-30,37247802658
2017-12-01,36842144600
2017-12-04,37947213103
2017-12-05,37818521582
2017-12-06,37412863523
2017-12-07,37905248477
2017-12-08,38126262177
2017-12-11,38025547073
2017-12-12,37955606029
2017-12-13,37810128656
2017-12-14,37323338986
2017-12-15,37659056000
2017-12-18,38061916416
2017-12-19,38408823997
2017-12-20,38638230623
2017-12-21,38378049938
2017-12-22,38523527310
2017-12-26,38364061729
2017-12-27,38252156057
2017-12-28,38520729668
2017-12-29,38238167849
2018-01-02,38614577626
2018-01-03,38768587907
2018-01-04,38558573888
2018-01-05,39356627160
2018-01-08,39575041740
2018-01-09,39594643048
2018-01-10,39157813889
2018-01-11,39703850338
2018-01-12,40401096881
2018-01-16,39563840992
2018-01-17,39849460058
2018-01-18,40207883984
2018-01-19,40210684171
2018-01-22,39871861553
2018-01-23,40062274264
2018-01-24,40079075385
2018-01-25,39636645852
2018-01-26,39547039871
2018-01-29,39275421739
2018-01-30,39328625291
2018-01-31,38933798935
2018-02-01,38468967906
2018-02-02,37628911830
2018-02-05,36704850147
2018-02-06,37802523420
2018-02-07,37659713887
2018-02-08,36184015380
2018-02-09,37228485101
2018-02-12,37679315195
2018-02-13,37872528093
2018-02-14,37864127532
2018-02-15,37438499120
2018-02-16,37550506597
2018-02-20,37024071456
2018-02-21,37068874446
2018-02-22,37231285288
2018-02-23,37166880989
2018-02-26,37726918373
2018-02-27,37281688652
2018-02-28,37483302111
2018-03-01,37010070521
2018-03-02,36424831455
2018-03-05,36690849212
2018-03-06,37432898746
2018-03-07,38062940803
2018-03-08,37740919307
2018-03-09,39311824169
2018-03-12,38760187346
2018-03-13,38620178000
2018-03-14,38177748467
2018-03-15,38295356317
2018-03-16,38177748467
2018-03-19,37833325476
2018-03-20,37886529027
2018-03-21,37824924915
2018-03-22,36690849212
2018-03-23,36254020053
2018-03-26,36861660614
2018-03-27,36469634446
2018-03-28,35960000426
2018-03-29,36601243231
2018-04-02,35485812387
2018-04-03,36522871245
2018-04-04,36840679605
2018-04-05,36874133117
2018-04-06,35842649843
2018-04-09,36160458203
2018-04-10,36071248839
2018-04-11,36113065729
2018-04-12,35929071415
2018-04-13,35817559710
2018-04-16,36046158705
2018-04-17,37024673919
2018-04-18,37253272914
2018-04-19,36815589471
2018-04-20,36464327600
2018-04-23,36029431950
2018-04-24,34298212726
2018-04-25,34635535635
2018-04-26,34501721588
2018-04-27,34861346838
2018-04-30,34164398680
2018-05-01,34738683962
2018-05-02,34487782625
2018-05-03,34406936639
2018-05-04,35081582455
2018-05-07,35187518575
2018-05-08,35120611552
2018-05-09,35388239645
2018-05-10,35354786133
2018-05-11,35413329778
2018-05-14,35736713723
2018-05-15,35279515732
2018-05-16,35416117571
2018-05-17,35332483792
2018-05-18,36015492986
2018-05-21,36313786798
2018-05-22,34936617239
2018-05-23,35731138138
2018-05-24,35915132452
2018-05-25,36450388637
2018-05-29,36051734291
2018-05-30,35800832954
2018-05-31,35243274428
2018-06-01,35870527770
2018-06-04,35948585963
2018-06-05,36280333286
2018-06-06,36759833619
2018-06-07,36712441144
2018-06-08,36988432614
2018-06-11,37033037296
2018-06-12,37398238131
2018-06-13,36812801679
2018-06-14,37281150840
2018-06-15,37367572412
2018-06-18,37016310541
2018-06-19,36949403518
2018-06-20,36974493651
2018-06-21,36740319070
2018-06-22,36810013886
2018-06-25,36701289973
2018-06-26,37244909536
2018-06-27,37033037296
2018-06-28,37624049334
2018-06-29,37874950671
2018-07-02,37870170663
2018-07-03,37884135620
2018-07-05,38157848780
2018-07-06,38504179716
2018-07-09,38652208261
2018-07-10,38998539197
2018-07-11,38663380227
2018-07-12,38551660570
2018-07-13,38951058343
2018-07-16,38808615780
