,SHW
2004-08-24,5609615710
2004-08-25,5735485920
2004-08-26,5722898899
2004-08-27,5718703225
2004-08-30,5697724857
2004-08-31,5777442657
2004-09-01,5613811383
2004-09-02,5613811383
2004-09-03,5605420036
2004-09-07,5689333510
2004-09-08,5668355141
2004-09-09,5655768120
2004-09-10,5668355141
2004-09-13,5777442657
2004-09-14,5857160457
2004-09-15,5886530173
2004-09-16,5932682583
2004-09-17,5945269604
2004-09-20,5932682583
2004-09-21,6012400383
2004-09-22,5932682583
2004-09-23,5882334499
2004-09-24,5911704215
2004-09-27,5882334499
2004-09-28,6050161446
2004-09-29,6066944141
2004-09-30,6146661941
2004-10-01,6134074920
2004-10-04,6129879246
2004-10-05,6045965772
2004-10-06,6125683572
2004-10-07,6029183078
2004-10-08,5983030667
2004-10-11,5941073930
2004-10-12,5890725846
2004-10-13,5806812373
2004-10-14,5819399394
2004-10-15,5819399394
2004-10-18,5903312867
2004-10-19,5844573436
2004-10-20,5806812373
2004-10-21,5701920531
2004-10-22,5844573436
2004-10-25,5861356130
2004-10-26,5920095562
2004-10-27,5911704215
2004-10-28,5949465278
2004-10-29,5974639320
2004-11-01,5945269604
2004-11-02,5978834994
2004-11-03,6075335488
2004-11-04,6213792720
2004-11-05,6285119172
2004-11-08,6209597046
2004-11-09,6238966762
2004-11-10,6264140804
2004-11-11,6322880235
2004-11-12,6356445625
2004-11-15,6306097541
2004-11-16,6272532151
2004-11-17,6306097541
2004-11-18,6310293214
2004-11-19,6230575414
2004-11-22,6289314846
2004-11-23,6297706193
2004-11-24,6360641298
2004-11-26,6318684562
2004-11-29,6306097541
2004-11-30,6238966762
2004-12-01,6251553783
2004-12-02,6230575414
2004-12-03,6230575414
2004-12-06,6184423004
2004-12-07,6138270593
2004-12-08,6125683572
2004-12-09,6142466267
2004-12-10,6176031656
2004-12-13,6217988393
2004-12-14,6188618678
2004-12-15,6201205699
2004-12-16,6138270593
2004-12-17,6054357120
2004-12-20,6087922509
2004-12-21,6150857614
2004-12-22,6205401372
2004-12-23,6222184067
2004-12-27,6209597046
2004-12-28,6272532151
2004-12-29,6272532151
2004-12-30,6276727825
2004-12-31,6197073600
2005-01-03,6126273700
2005-01-04,6051309100
2005-01-05,5968015100
2005-01-06,5972179800
2005-01-07,5930532800
2005-01-10,5988838600
2005-01-11,5955521000
2005-01-12,6042979700
2005-01-13,5984673900
2005-01-14,6076297300
2005-01-18,6126273700
2005-01-19,6026320900
2005-01-20,6230391200
2005-01-21,6163756000
2005-01-24,5888885800
2005-01-25,5968015100
2005-01-26,5947191600
2005-01-27,5943026900
2005-01-28,5926368100
2005-01-31,5997168000
2005-02-01,6001332700
2005-02-02,6009662100
2005-02-03,6222061800
2005-02-04,6317849900
2005-02-07,6242885300
2005-02-08,6251214700
2005-02-09,6238720600
2005-02-10,6317849900
2005-02-11,6355332200
2005-02-14,6317849900
2005-02-15,6359496900
2005-02-16,6330344000
2005-02-17,6238720600
2005-02-18,6255379400
2005-02-22,6205403000
2005-02-23,6084626700
2005-02-24,6067967900
2005-02-25,6201238300
2005-02-28,6151261900
2005-03-01,6213732400
2005-03-02,6234555900
2005-03-03,6251214700
2005-03-04,6409473300
2005-03-07,6396979200
2005-03-08,6426132100
2005-03-09,6342838100
2005-03-10,6330344000
2005-03-11,6267873500
2005-03-14,6267873500
2005-03-15,6238720600
2005-03-16,6172085400
2005-03-17,6213732400
2005-03-18,6205403000
2005-03-21,6197073600
2005-03-22,6142932500
2005-03-23,6105450200
2005-03-24,6138767800
2005-03-28,6151261900
2005-03-29,6088791400
2005-03-30,6113779600
2005-03-31,6016660341
2005-04-01,5971514868
2005-04-04,5901744591
2005-04-05,5909952859
2005-04-06,5959202466
2005-04-07,5930473528
2005-04-08,5868911519
2005-04-11,5819661912
2005-04-12,6008452073
2005-04-13,5950994198
2005-04-14,6217762903
2005-04-15,6086430618
2005-04-18,6156200895
2005-04-19,6197242234
2005-04-20,6049493412
2005-04-21,6012556207
2005-04-22,5905848725
2005-04-25,6053597546
2005-04-26,6020764475
2005-04-27,6041285144
2005-04-28,5955098332
2005-04-29,6098743019
2005-05-02,6106951287
2005-05-03,6012556207
2005-05-04,6024868609
2005-05-05,6028972743
2005-05-06,5975619002
2005-05-09,5979723136
2005-05-10,5881223921
2005-05-11,5881223921
2005-05-12,5782724707
2005-05-13,5753995769
2005-05-16,5860703252
2005-05-17,5950994198
2005-05-18,6045389278
2005-05-19,6020764475
2005-05-20,5979723136
2005-05-23,6053597546
2005-05-24,6024868609
2005-05-25,5992035537
2005-05-26,6102847153
2005-05-27,6156200895
2005-05-31,6082326484
2005-06-01,6176721564
2005-06-02,6168513296
2005-06-03,6164409162
2005-06-06,6230075305
2005-06-07,6209554636
2005-06-08,6152096761
2005-06-09,6156200895
2005-06-10,6160305028
2005-06-13,6217762903
2005-06-14,6225971171
2005-06-15,6197242234
2005-06-16,6250595975
2005-06-17,6377824127
2005-06-20,6332678653
2005-06-21,6349095189
2005-06-22,6435282002
2005-06-23,6287533180
2005-06-24,6221867037
2005-06-27,6217762903
2005-06-28,6340886921
2005-06-29,6369615859
2005-06-30,6433096210
2005-07-01,6437193724
2005-07-05,6437193724
2005-07-06,6318365832
2005-07-07,6330658372
2005-07-08,6441291237
2005-07-11,6531436534
2005-07-12,6474071345
2005-07-13,6453583778
2005-07-14,6560119129
2005-07-15,6556021616
2005-07-18,6556021616
2005-07-19,6535534048
2005-07-20,6642069399
2005-07-21,6596996751
2005-07-22,6613386805
2005-07-25,6527339021
2005-07-26,6519143994
2005-07-27,6474071345
2005-07-28,6506851453
2005-07-29,6502753940
2005-08-01,6605191778
2005-08-02,6580606697
2005-08-03,6539631561
2005-08-04,6461778805
2005-08-05,6433096210
2005-08-08,6383926048
2005-08-09,6449486264
2005-08-10,6428998697
2005-08-11,6433096210
2005-08-12,6453583778
2005-08-15,6433096210
2005-08-16,6265098156
2005-08-17,6347048426
2005-08-18,6359340967
2005-08-19,6318365832
2005-08-22,6379828535
2005-08-23,6326560859
2005-08-24,6244610589
2005-08-25,6211830481
2005-08-26,6207732967
2005-08-29,6244610589
2005-08-30,6179050373
2005-08-31,6330658372
2005-09-01,6342950913
2005-09-02,6285585724
2005-09-06,6347048426
2005-09-07,6347048426
2005-09-08,6191342913
2005-09-09,6281488210
2005-09-12,6277390697
2005-09-13,6248708102
2005-09-14,6228220535
2005-09-15,6281488210
2005-09-16,6293780751
2005-09-19,6097100102
2005-09-20,5912711994
2005-09-21,5720128859
2005-09-22,5879931886
2005-09-23,6011052319
2005-09-26,5970077184
2005-09-27,5974174697
2005-09-28,5920907021
2005-09-29,5908614481
2005-09-30,5893053650
2005-10-03,5828867906
2005-10-04,5780728597
2005-10-05,5756658943
2005-10-06,5752647334
2005-10-07,5808809860
2005-10-10,5764682161
2005-10-11,5764682161
2005-10-12,5760670552
2005-10-13,5780728597
2005-10-14,5788751815
2005-10-17,5897065259
2005-10-18,5728577680
2005-10-19,5764682161
2005-10-20,5780728597
2005-10-21,5832879515
2005-10-24,5993343875
2005-10-25,5447765049
2005-10-26,5612241018
2005-10-27,5568113319
2005-10-28,5648345500
2005-10-31,5688461590
2005-11-01,5648345500
2005-11-02,5656368718
2005-11-03,5600206191
2005-11-04,5620264237
2005-11-07,5696484808
2005-11-08,5644333891
2005-11-09,5616252628
2005-11-10,5636310673
2005-11-11,5644333891
2005-11-14,5636310673
2005-11-15,5708519635
2005-11-16,5700496417
2005-11-17,5768693770
2005-11-18,5844914342
2005-11-21,5868983996
2005-11-22,5913111695
2005-11-23,5905088477
2005-11-25,5909100086
2005-11-28,5877007214
2005-11-29,5921134913
2005-11-30,5860960778
2005-12-01,5933169740
2005-12-02,5889042041
2005-12-05,5864972387
2005-12-06,5877007214
2005-12-07,5832879515
2005-12-08,5812821469
2005-12-09,5840902733
2005-12-12,5905088477
2005-12-13,5913111695
2005-12-14,5893053650
2005-12-15,5885030432
2005-12-16,5872995605
2005-12-19,5856949169
2005-12-20,5860960778
2005-12-21,5881018823
2005-12-22,6005378702
2005-12-23,6029448357
2005-12-27,6085610883
2005-12-28,6137761800
2005-12-29,6125726973
2005-12-30,6073576056
2006-01-03,6078132853
2006-01-04,6078132853
2006-01-05,6179031473
2006-01-06,6207283087
2006-01-09,6215354976
2006-01-10,6191139307
2006-01-11,6263786314
2006-01-12,6219390921
2006-01-13,6191139307
2006-01-17,6473655443
2006-01-18,6562446228
2006-01-19,6590697842
2006-01-20,6558410283
2006-01-23,6550338394
2006-01-24,6675452682
2006-01-25,6643165124
2006-01-26,6893393701
2006-01-27,7066939327
2006-01-30,6982184486
2006-01-31,7115370664
2006-02-01,7264700622
2006-02-02,7139586333
2006-02-03,7062903382
2006-02-06,7070975272
2006-02-07,6986220431
2006-02-08,7111334719
2006-02-09,7062903382
2006-02-10,7143622278
2006-02-13,7135550388
2006-02-14,7143622278
2006-02-15,7159766057
2006-02-16,7216269284
2006-02-17,7087119051
2006-02-21,7070975272
2006-02-22,5811760497
2006-02-23,5658394595
2006-02-24,5553460031
2006-02-27,5731041601
2006-02-28,6126564191
2006-03-01,6122528246
2006-03-02,6061989074
2006-03-03,5977234233
2006-03-06,5884407503
2006-03-07,5860191835
2006-03-08,5860191835
2006-03-09,5948982620
2006-03-10,6021629626
2006-03-13,6037773405
2006-03-14,6126564191
2006-03-15,6247642534
2006-03-16,6409080326
2006-03-17,6493835167
2006-03-20,6610877566
2006-03-21,6582625952
2006-03-22,6691596461
2006-03-23,6752135633
2006-03-24,6784423191
2006-03-27,6820746695
2006-03-28,6610877566
2006-03-29,6804602915
2006-03-30,6675452682
2006-03-31,6646563005
2006-04-03,6686894091
2006-04-04,6727225178
2006-04-05,6981311021
2006-04-06,6924847500
2006-04-07,6807887350
2006-04-10,6852251545
2006-04-11,6735291395
2006-04-12,6824019785
2006-04-13,6763523155
2006-04-17,6815953567
2006-04-18,7066006302
2006-04-19,7098271171
2006-04-20,7037774541
2006-04-21,7082138736
2006-04-24,7102304279
2006-04-25,6832086002
2006-04-26,6880483305
2006-04-27,6892582631
2006-04-28,6848218436
2006-05-01,6945013043
2006-05-02,6888549522
2006-05-03,6957112369
2006-05-04,6924847500
2006-05-05,6993410347
2006-05-08,7025675216
2006-05-09,6916781283
2006-05-10,6852251545
2006-05-11,6779655590
2006-05-12,6690927200
2006-05-15,6703026526
2006-05-16,6658662331
2006-05-17,6485238660
2006-05-18,6469106226
2006-05-19,6553801507
2006-05-22,6392477162
2006-05-23,6291649447
2006-05-24,6287616338
2006-05-25,6465073117
2006-05-26,6529602855
2006-05-30,6372311619
2006-05-31,6501371095
2006-06-01,6545735290
2006-06-02,6610265028
2006-06-05,6428775140
2006-06-06,6327947424
2006-06-07,6227119709
2006-06-08,6344079859
2006-06-09,6247285252
2006-06-12,6146457536
2006-06-13,6098060233
2006-06-14,6150490645
2006-06-15,6360212293
2006-06-16,6235185926
2006-06-19,6206954166
2006-06-20,6146457536
2006-06-21,6239219035
2006-06-22,6235185926
2006-06-23,6239219035
2006-06-26,6352146076
2006-06-27,6194854840
2006-06-28,6259384578
2006-06-29,6372311619
2006-06-30,6345716663
2006-07-03,6361751323
2006-07-05,6317656008
2006-07-06,6333690668
2006-07-07,6321664673
2006-07-10,6365759988
2006-07-11,6285586688
2006-07-12,6205413389
2006-07-13,6117222759
2006-07-14,6081144774
2006-07-17,6101188099
2006-07-18,5924806840
2006-07-19,6185370064
2006-07-20,6253517368
2006-07-21,6397829308
2006-07-24,6502054597
2006-07-25,6678435856
2006-07-26,6602271222
2006-07-27,6550158577
2006-07-28,6694470516
2006-07-31,6762617821
2006-08-01,6570201902
2006-08-02,6702487846
2006-08-03,6842791120
2006-08-04,6886886435
2006-08-07,6778652481
2006-08-08,6806713136
2006-08-09,6594253892
2006-08-10,6626323211
2006-08-11,6614297217
2006-08-14,6666409861
2006-08-15,6782661146
2006-08-16,6947016410
2006-08-17,6938999080
2006-08-18,6774643816
2006-08-21,6754600491
2006-08-22,6786669811
2006-08-23,6718522506
2006-08-24,6618305881
2006-08-25,6602271222
2006-08-28,6722531171
2006-08-29,6846799785
2006-08-30,6906929760
2006-08-31,6898912430
2006-09-01,6870851775
2006-09-05,6959042405
2006-09-06,6782661146
2006-09-07,6955033740
2006-09-08,7047233034
2006-09-11,6967059735
2006-09-12,7083311019
2006-09-13,7143440994
2006-09-14,7347882908
2006-09-15,7323830918
2006-09-18,7291761598
2006-09-19,7367926233
2006-09-20,7303787593
2006-09-21,7243657618
2006-09-22,7147449659
2006-09-25,7343874243
2006-09-26,7420038877
2006-09-27,7596420137
2006-09-28,7552324822
2006-09-29,7452108197
2006-10-02,7363535287
2006-10-03,7379379365
2006-10-04,7613079517
2006-10-05,7617040536
2006-10-06,7640806654
2006-10-09,7636845634
2006-10-10,7787364376
2006-10-11,7811130493
2006-10-12,7747754181
2006-10-13,7826974571
2006-10-16,7914117000
2006-10-17,7819052532
2006-10-18,7834896610
2006-10-19,7553664224
2006-10-20,7731910103
2006-10-23,7727949083
2006-10-24,7692299907
2006-10-25,7700221946
2006-10-26,7771520298
2006-10-27,7652689712
2006-10-30,7775481317
2006-10-31,7819052532
2006-11-01,7680416849
2006-11-02,7720027044
2006-11-03,7624962576
2006-11-06,7815091512
2006-11-07,7941844137
2006-11-08,8025025547
2006-11-09,7965610254
2006-11-10,8028986567
2006-11-13,7977493313
2006-11-14,8084440840
2006-11-15,8211193464
2006-11-16,8274569777
2006-11-17,8242881621
2006-11-20,8159700211
2006-11-21,8258725699
2006-11-22,8238920601
2006-11-24,8250803660
2006-11-27,8120090016
2006-11-28,8056713703
2006-11-29,8195349386
2006-11-30,8258725699
2006-12-01,8211193464
2006-12-04,8246842640
2006-12-05,8282491816
2006-12-06,8322102011
2006-12-07,8227037543
2006-12-08,8242881621
2006-12-11,8290413855
2006-12-12,8290413855
2006-12-13,8381517304
2006-12-14,8532036046
2006-12-15,8381517304
2006-12-18,8341907109
2006-12-19,8318140992
2006-12-20,8322102011
2006-12-21,8155739191
2006-12-22,8266647738
2006-12-26,8258725699
2006-12-27,8500347889
2006-12-28,8476581772
2006-12-29,8393400362
2007-01-03,8303617745
2007-01-04,8264301373
2007-01-05,8118830797
2007-01-08,8087377699
2007-01-09,8166010443
2007-01-10,8260369736
2007-01-11,8374387214
2007-01-12,8366523940
2007-01-16,8303617745
2007-01-17,8374387214
2007-01-18,8342934117
2007-01-19,8425498498
2007-01-22,8429430135
2007-01-23,8567037437
2007-01-24,8570969074
2007-01-25,8873705137
2007-01-26,8743961110
2007-01-29,8787209119
2007-01-30,8861910226
2007-01-31,9054560448
2007-02-01,9097808457
2007-02-02,8964132793
2007-02-05,9003449165
2007-02-06,9034902262
2007-02-07,9148919741
2007-02-08,9211825936
2007-02-09,9144988103
2007-02-12,9070286997
2007-02-13,9034902262
2007-02-14,9030970625
2007-02-15,9074218634
2007-02-16,8999517527
2007-02-20,9298321954
2007-02-21,9172509564
2007-02-22,9038833899
2007-02-23,9172509564
2007-02-26,8881568412
2007-02-27,8669260003
2007-02-28,8720371287
2007-03-01,8582763985
2007-03-02,8500199604
2007-03-05,8354729028
2007-03-06,8484473056
2007-03-07,8492336330
2007-03-08,8610285446
2007-03-09,8704644738
2007-03-12,8916953146
2007-03-13,8732166198
2007-03-14,8602422171
2007-03-15,8606353808
2007-03-16,8610285446
2007-03-19,8736097836
2007-03-20,8806867305
2007-03-21,8913021509
2007-03-22,8901226598
2007-03-23,8940542970
2007-03-26,8885500049
2007-03-27,8692849827
2007-03-28,8590627260
2007-03-29,8606353808
2007-03-30,8653533455
2007-04-02,8580096301
2007-04-03,8681221643
2007-04-04,8525644194
2007-04-05,8533423066
2007-04-09,8603432918
2007-04-10,8412850543
2007-04-11,8447855469
2007-04-12,8463413214
2007-04-13,8416739980
2007-04-16,8486749832
2007-04-17,8408961107
2007-04-18,8436187161
2007-04-19,8494528704
2007-04-20,8502307576
2007-04-23,8463413214
2007-04-24,8381735054
2007-04-25,8393403362
2007-04-26,8428408288
2007-04-27,8510086449
2007-04-30,8268941403
2007-05-01,8222268169
2007-05-02,8350619564
2007-05-03,8377845617
2007-05-04,8412850543
2007-05-07,8451744906
2007-05-08,8405071671
2007-05-09,8556759684
2007-05-10,8517865321
2007-05-11,8634548408
2007-05-14,8696779387
2007-05-15,8716226569
2007-05-16,8716226569
2007-05-17,8716226569
2007-05-18,8755120931
2007-05-21,8739563186
2007-05-22,8751231495
2007-05-23,8739563186
2007-05-24,8646216717
2007-05-25,8673442770
2007-05-29,8720116005
2007-05-30,8770678676
2007-05-31,8770678676
2007-06-01,8727894877
2007-06-04,8879582890
2007-06-05,8751231495
2007-06-06,8580096301
2007-06-07,8393403362
2007-06-08,8548980811
2007-06-11,8537312502
2007-06-12,8405071671
2007-06-13,8552870247
2007-06-14,8576206865
2007-06-15,8774568112
2007-06-18,8739563186
2007-06-19,8747342058
2007-06-20,8778457548
2007-06-21,8735673750
2007-06-22,8630658972
2007-06-25,8568427992
2007-06-26,8564538556
2007-06-27,8587875173
2007-06-28,8607322354
2007-06-29,8618990663
2007-07-02,8441764003
2007-07-03,8498445498
2007-07-05,8483330433
2007-07-06,8623144787
2007-07-09,8483330433
2007-07-10,8252825686
2007-07-11,8328401013
2007-07-12,8441764003
2007-07-13,8513560564
2007-07-16,8403976340
2007-07-17,8524896863
2007-07-18,8441764003
2007-07-19,9193738505
2007-07-20,9038809085
2007-07-23,9016136487
2007-07-24,8985906356
2007-07-25,9042587851
2007-07-26,8744065310
2007-07-27,8694941348
2007-07-30,8914109796
2007-07-31,8778074207
2007-08-01,8857428300
2007-08-02,8819640637
2007-08-03,8698720114
2007-08-06,8755401609
2007-08-07,8638259853
2007-08-08,8698720114
2007-08-09,8320843480
2007-08-10,8710056413
2007-08-13,8713835180
2007-08-14,8252825686
2007-08-15,8222595555
2007-08-16,8094117500
2007-08-17,8388861274
2007-08-20,8543790694
2007-08-21,8672268750
2007-08-22,8762959142
2007-08-23,8732729011
2007-08-24,8849870768
2007-08-27,8740286544
2007-08-28,8490887965
2007-08-29,8634481086
2007-08-30,8615587255
2007-08-31,8691162582
2007-09-04,8668489983
2007-09-05,8687383815
2007-09-06,8657153684
2007-09-07,8381303742
2007-09-10,8332179779
2007-09-11,8419091405
2007-09-12,8358631144
2007-09-13,8509781797
2007-09-14,8441764003
2007-09-17,8339737312
2007-09-18,8691162582
2007-09-19,8653374918
2007-09-20,8468215367
2007-09-21,8298170882
2007-09-24,8143241462
2007-09-25,8150798995
2007-09-26,8426648938
2007-09-27,8487109199
2007-09-28,8275498284
2007-10-01,8092630270
2007-10-02,7876288999
2007-10-03,7879955800
2007-10-04,8026627848
2007-10-05,8081629866
2007-10-08,8114631077
2007-10-09,8085296668
2007-10-10,8055962258
2007-10-11,7945958222
2007-10-12,7953291824
2007-10-15,7707616143
2007-10-16,7729616950
2007-10-17,7648947324
2007-10-18,7659947727
2007-10-19,7740617354
2007-10-22,7993626637
2007-10-23,8103630674
2007-10-24,8173299897
2007-10-25,7942291420
2007-10-26,7832287384
2007-10-29,7821286980
2007-10-30,7758951360
2007-10-31,7813953378
2007-11-01,7659947727
2007-11-02,7491274872
2007-11-05,7351936426
2007-11-06,7333602420
2007-11-07,7282267203
2007-11-08,7608612510
2007-11-09,7557277293
2007-11-12,7425272450
2007-11-13,7700282541
2007-11-14,7689282137
2007-11-15,7575611299
2007-11-16,7531609685
2007-11-19,7307934811
2007-11-20,7351936426
2007-11-21,7333602420
2007-11-23,7410605245
2007-11-26,7249265992
2007-11-27,7260266395
2007-11-28,7597612107
2007-11-29,7535276486
2007-11-30,7678281733
2007-12-03,7586611703
2007-12-04,7304268010
2007-12-05,7454606859
2007-12-06,7678281733
2007-12-07,7604945709
2007-12-10,7802952974
2007-12-11,7348269624
2007-12-12,7450940058
2007-12-13,7432606052
2007-12-14,7307934811
2007-12-17,7234598787
2007-12-18,7219931582
2007-12-19,7205264377
2007-12-20,7190597172
2007-12-21,7172263166
2007-12-24,7223598383
2007-12-26,7175929967
2007-12-27,7080593136
2007-12-28,7047591925
2007-12-31,6936875966
2008-01-02,6757628525
2008-01-03,6754043576
2008-01-04,6463662722
2008-01-07,6632155317
2008-01-08,6452907876
2008-01-09,6754043576
2008-01-10,6779138218
2008-01-11,6632155317
2008-01-14,6628570368
2008-01-15,6388378797
2008-01-16,6374039001
2008-01-17,6115922686
2008-01-18,6363284155
2008-01-22,6449322927
2008-01-23,7080273919
2008-01-24,6847252246
2008-01-25,6703854293
2008-01-28,6858007092
2008-01-29,6646495112
2008-01-30,6714609139
2008-01-31,6822157604
2008-02-01,6954800710
2008-02-04,6711024191
2008-02-05,6614230572
2008-02-06,6474417568
2008-02-07,6632155317
2008-02-08,6567626238
2008-02-11,6567626238
2008-02-12,6564041289
2008-02-13,6535361698
2008-02-14,6420643336
2008-02-15,6431398183
2008-02-19,6338189513
2008-02-20,6356114257
2008-02-21,6531776750
2008-02-22,6524606852
2008-02-25,6603475726
2008-02-26,6564041289
2008-02-27,6567626238
2008-02-28,6359699206
2008-02-29,6187621663
2008-03-03,6259320639
2008-03-04,6112337738
2008-03-05,6155357123
2008-03-06,6044223710
2008-03-07,5990449478
2008-03-10,6029883915
2008-03-11,6137432379
2008-03-12,6097997942
2008-03-13,6223471151
2008-03-14,6248565793
2008-03-17,6097997942
2008-03-18,6445737978
2008-03-19,6248565793
2008-03-20,6431398183
2008-03-24,6316679820
2008-03-25,6244980844
2008-03-26,6090828045
2008-03-27,6054978556
2008-03-28,6033468864
2008-03-31,5930730124
2008-04-01,6317744259
2008-04-02,6422342674
2008-04-03,6356097012
2008-04-04,6363070239
2008-04-07,6363070239
2008-04-08,6335177329
2008-04-09,6296824576
2008-04-10,6404909605
2008-04-11,6272418280
2008-04-14,6220119072
2008-04-15,6216632458
2008-04-16,6474641882
2008-04-17,6356097012
2008-04-18,6526941089
2008-04-21,6537400931
2008-04-22,6499048179
2008-04-23,6377016695
2008-04-24,6394449764
2008-04-25,6509508020
2008-04-28,6439775744
2008-04-29,6404909605
2008-04-30,6429315902
2008-05-01,6645485959
2008-05-02,6662919029
2008-05-05,6568780455
2008-05-06,6551347386
2008-05-07,6530427703
2008-05-08,6537400931
2008-05-09,6575753683
2008-05-12,6659432415
2008-05-13,6596673366
2008-05-14,6753570988
2008-05-15,6973227660
2008-05-16,6927901680
2008-05-19,6927901680
2008-05-20,6802383582
2008-05-21,6683838712
2008-05-22,6753570988
2008-05-23,6519967862
2008-05-27,6502534792
2008-05-28,6547860772
2008-05-29,6558320614
2008-05-30,6526941089
2008-06-02,6471155268
2008-06-03,6338663942
2008-06-04,6042301767
2008-06-05,6021382084
2008-06-06,5833104937
2008-06-09,5815671868
2008-06-10,5902837214
2008-06-11,5609961652
2008-06-12,5749426205
2008-06-13,5857511234
2008-06-16,5798238799
2008-06-17,5763372660
2008-06-18,5749426205
2008-06-19,5833104937
2008-06-20,5801725413
2008-06-23,5826131709
2008-06-24,5794752185
2008-06-25,5655287632
2008-06-26,5432144347
2008-06-27,5446090802
2008-06-30,5320001443
2008-07-01,5660537133
2008-07-02,5410347646
2008-07-03,5504168704
2008-07-07,5514593266
2008-07-08,5691810819
2008-07-09,5542392098
2008-07-10,5559766368
2008-07-11,5465945310
2008-07-14,5219230677
2008-07-15,5379073961
2008-07-16,5552816660
2008-07-17,6237362894
2008-07-18,6268636579
2008-07-21,5844704394
2008-07-22,6119217858
2008-07-23,6306859973
2008-07-24,6011497385
2008-07-25,6133117274
2008-07-28,6025396801
2008-07-29,6247787456
2008-07-30,6348558221
2008-07-31,6167865814
2008-08-01,6063620195
2008-08-04,6105318442
2008-08-05,6358982783
2008-08-06,6310334827
2008-08-07,6237362894
2008-08-08,6654345371
2008-08-11,6925383982
2008-08-12,6817663508
2008-08-13,6744691575
2008-08-14,6810713800
2008-08-15,6901060004
2008-08-18,6775965261
2008-08-19,6657820225
2008-08-20,6574423730
2008-08-21,6668244787
2008-08-22,6755116137
2008-08-25,6636971101
2008-08-26,6702993327
2008-08-27,6692568765
2008-08-28,6866311464
2008-08-29,6782914968
2008-09-02,7040054163
2008-09-03,7172098614
2008-09-04,6876736026
2008-09-05,6974031937
2008-09-08,7168623760
2008-09-09,6946233106
2008-09-10,6897585150
2008-09-11,7147774636
2008-09-12,7154724344
2008-09-15,7165148906
2008-09-16,7192947738
2008-09-17,6869786318
2008-09-18,7109551243
2008-09-19,7338891605
2008-09-22,6939283398
2008-09-23,6949707960
2008-09-24,6869786318
2008-09-25,7022679893
2008-09-26,7147774636
2008-09-29,6612647123
2008-09-30,6617656303
2008-10-01,6673237668
2008-10-02,6305011123
2008-10-03,6107002510
2008-10-06,6270272770
2008-10-07,6138267028
2008-10-08,6162583875
2008-10-09,6065316486
2008-10-10,5940258414
2008-10-13,6152162369
2008-10-14,6134793192
2008-10-15,5721406788
2008-10-16,6596813291
2008-10-17,6506493573
2008-10-20,6673237668
2008-10-21,6513441243
2008-10-22,6457859878
2008-10-23,6541231926
2008-10-24,6377961665
2008-10-27,5954153755
2008-10-28,6367540159
2008-10-29,6318906465
2008-10-30,6586391785
2008-10-31,6589865621
2008-11-03,6291115782
2008-11-04,6537758091
2008-11-05,6440490701
2008-11-06,6232060582
2008-11-07,6308484959
2008-11-10,6412700019
2008-11-11,6263325099
2008-11-12,5999313614
2008-11-13,6339749477
2008-11-14,6311958794
2008-11-17,6169531546
2008-11-18,6308484959
2008-11-19,5985418273
2008-11-20,5808252671
2008-11-21,6173005381
2008-11-24,6551653432
2008-11-25,6628077809
2008-11-26,6947670660
2008-11-28,6822612588
2008-12-01,6287641947
2008-12-02,6315432629
2008-12-03,6624603974
2008-12-04,6489124396
2008-12-05,6801769576
2008-12-08,6652394656
2008-12-09,6513441243
2008-12-10,6440490701
2008-12-11,6166057710
2008-12-12,6430069195
2008-12-15,6530810420
2008-12-16,6662816162
2008-12-17,6589865621
2008-12-18,6482176725
2008-12-19,6405752348
2008-12-22,6346697147
2008-12-23,6305011123
2008-12-24,6457859878
2008-12-26,6461333713
2008-12-29,6509967408
2008-12-30,6787874234
2008-12-31,6928970549
2009-01-02,6956797740
2009-01-05,6939405745
2009-01-06,7005495324
2009-01-07,6904621756
2009-01-08,7082020099
2009-01-09,6887229762
2009-01-12,6796791391
2009-01-13,6800269790
2009-01-14,6476778695
2009-01-15,6532433077
2009-01-16,6654177038
2009-01-20,6393297123
2009-01-21,6424602712
2009-01-22,5589786984
2009-01-23,5447172630
2009-01-26,5412388641
2009-01-27,5631527770
2009-01-28,5756750129
2009-01-29,5648919764
2009-01-30,5537611001
2009-02-02,5401953445
2009-02-03,5600222180
2009-02-04,5565438192
2009-02-05,5614135776
2009-02-06,5791534118
2009-02-09,5749793332
2009-02-10,5499348613
2009-02-11,5495870214
2009-02-12,5520219006
2009-02-13,5443694231
2009-02-17,5318471872
2009-02-18,5335863866
2009-02-19,5318471872
2009-02-20,5335863866
2009-02-23,5106289541
2009-02-24,5356734259
2009-02-25,5332385467
2009-02-26,5332385467
2009-02-27,5328907068
2009-03-02,5241947097
2009-03-03,5259339091
2009-03-04,5234990299
2009-03-05,5092375945
2009-03-06,4984545580
2009-03-09,5071505552
2009-03-10,5332385467
2009-03-11,5415867040
2009-03-12,5401953445
2009-03-13,5488913416
2009-03-16,5412388641
2009-03-17,5530654203
2009-03-18,5440215832
2009-03-19,5193249512
2009-03-20,5221076703
2009-03-23,5728922938
2009-03-24,5819361309
2009-03-25,5972410859
2009-03-26,6087198022
2009-03-27,5948062067
2009-03-30,6045457236
2009-03-31,5985630456
2009-04-01,6013277710
2009-04-02,6092763564
2009-04-03,6106587191
2009-04-06,6047836777
2009-04-07,5854306000
2009-04-08,6047836777
2009-04-09,6168793513
