,ATI
2014-01-22,3408123521
2014-01-23,3515658815
2014-01-24,3399605874
2014-01-27,3397476463
2014-01-28,3440064698
2014-01-29,3397476463
2014-01-30,3408123521
2014-01-31,3347435286
2014-02-03,3179211757
2014-02-04,3233511757
2014-02-05,3229252934
2014-02-06,3278229404
2014-02-07,3318688227
2014-02-10,3327205875
2014-02-11,3391088227
2014-02-12,3378311757
2014-02-13,3336788227
2014-02-14,3410252933
2014-02-18,3342111757
2014-02-19,3325076463
2014-02-20,3352758816
2014-02-21,3364470580
2014-02-24,3348499992
2014-02-25,3304847051
2014-02-26,3338917639
2014-02-27,3398541168
2014-02-28,3383635286
2014-03-03,3335723522
2014-03-04,3469876462
2014-03-05,3605094109
2014-03-06,3653005874
2014-03-07,3616805874
2014-03-10,3552923521
2014-03-11,3561441168
2014-03-12,3605094109
2014-03-13,3535888227
2014-03-14,3647682344
2014-03-17,3737117638
2014-03-18,3841458815
2014-03-19,3837199991
2014-03-20,3854235285
2014-03-21,3970288226
2014-03-24,3969223520
2014-03-25,4015005873
2014-03-26,3969223520
2014-03-27,3981999991
2014-03-28,3991582344
2014-03-31,4035528000
2014-04-01,4061232000
2014-04-02,4059090000
2014-04-03,4067657999
2014-04-04,4153338000
2014-04-07,4066587000
2014-04-08,4071942000
2014-04-09,4219740000
2014-04-10,4172616000
2014-04-11,4189751999
2014-04-14,4349331000
2014-04-15,4354686000
2014-04-16,4392171000
2014-04-17,4416804000
2014-04-21,4355757000
2014-04-22,4265793000
2014-04-23,4350402000
2014-04-24,4348260000
2014-04-25,4335408000
2014-04-28,4335408000
2014-04-29,4409307000
2014-04-30,4412520000
2014-05-01,4379319000
2014-05-02,4444650000
2014-05-05,4381461000
2014-05-06,4395384000
2014-05-07,4422159000
2014-05-08,4503555000
2014-05-09,4456431000
2014-05-12,4535685000
2014-05-13,4496058000
2014-05-14,4483206000
2014-05-15,4335408000
2014-05-16,4392171000
2014-05-19,4442508000
2014-05-20,4352544000
2014-05-21,4366467000
2014-05-22,4341834000
2014-05-23,4390029000
2014-05-27,4416804000
2014-05-28,4380390000
2014-05-29,4427514000
2014-05-30,4398597000
2014-06-02,4357899000
2014-06-03,4251870000
2014-06-04,4294710000
2014-06-05,4347189000
2014-06-06,4423230000
2014-06-09,4403952000
2014-06-10,4403952000
2014-06-11,4368609000
2014-06-12,4328982000
2014-06-13,4453218000
2014-06-16,4380390000
2014-06-17,4483206000
2014-06-18,4552821000
2014-06-19,4546395000
2014-06-20,4550679000
2014-06-23,4530330000
2014-06-24,4481064000
2014-06-25,4598874000
2014-06-26,4742388000
2014-06-27,4774518000
2014-06-30,4834720000
2014-07-01,4859376000
2014-07-02,4890464000
2014-07-03,4955856000
2014-07-07,4946208000
2014-07-08,4909760000
2014-07-09,4920480000
2014-07-10,4875456000
2014-07-11,4891536000
2014-07-14,4903328000
2014-07-15,4859376000
2014-07-16,4906544000
2014-07-17,4831504000
2014-07-18,4899040000
2014-07-21,4871168000
2014-07-22,4699648000
2014-07-23,4489536000
2014-07-24,4467024000
2014-07-25,4464880000
2014-07-28,4389840000
2014-07-29,4308368000
2014-07-30,4164720000
2014-07-31,4036080000
2014-08-01,4048944000
2014-08-04,4159359999
2014-08-05,4136848000
2014-08-06,4182944000
2014-08-07,4148640000
2014-08-08,4326592000
2014-08-11,4323376000
2014-08-12,4318016000
2014-08-13,4384480000
2014-08-14,4454160000
2014-08-15,4431648000
2014-08-18,4469168000
2014-08-19,4468096000
2014-08-20,4468096000
2014-08-21,4512048000
2014-08-22,4478816000
2014-08-25,4513120000
2014-08-26,4616032000
2014-08-27,4560288000
2014-08-28,4505616000
2014-08-29,4520624000
2014-09-02,4474528000
2014-09-03,4483104000
2014-09-04,4543136000
2014-09-05,4512048000
2014-09-08,4532416000
2014-09-09,4460592000
2014-09-10,4499184000
2014-09-11,4574224000
2014-09-12,4474528000
2014-09-15,4473456000
2014-09-16,4527056000
2014-09-17,4562432000
2014-09-18,4506688000
2014-09-19,4552784000
2014-09-22,4453088000
2014-09-23,4439152000
2014-09-24,4376976000
2014-09-25,4165792000
2014-09-26,4181872000
2014-09-29,4097184000
2014-09-30,3977120000
2014-10-01,3855984000
2014-10-02,3761648000
2014-10-03,3724128000
2014-10-06,3699472000
2014-10-07,3559040000
2014-10-08,3621216000
2014-10-09,3525808000
2014-10-10,3402528000
2014-10-13,3371440000
2014-10-14,3430400000
2014-10-15,3444336000
2014-10-16,3497936000
2014-10-17,3536528000
2014-10-20,3549392000
2014-10-21,3575120000
2014-10-22,3460416000
2014-10-23,3481855999
2014-10-24,3539744000
2014-10-27,3378944000
2014-10-28,3557967999
2014-10-29,3365008000
2014-10-30,3390736000
2014-10-31,3521520000
2014-11-03,3430400000
2014-11-04,3312480000
2014-11-05,3268528000
2014-11-06,3359648000
2014-11-07,3503296000
2014-11-10,3412176000
2014-11-11,3440048000
2014-11-12,3470063999
2014-11-13,3396096000
2014-11-14,3521520000
2014-11-17,3529024000
2014-11-18,3518304000
2014-11-19,3497936000
2014-11-20,3584767999
2014-11-21,3793808000
2014-11-24,3763792000
2014-11-25,3789520000
2014-11-26,3760576000
2014-11-28,3611567999
2014-12-01,3517232000
2014-12-02,3489359999
2014-12-03,3674816000
2014-12-04,3701616000
2014-12-05,3666240000
2014-12-08,3586912000
2014-12-09,3696255999
2014-12-10,3554751999
2014-12-11,3441120000
2014-12-12,3272816000
2014-12-15,3220288000
2014-12-16,3248160000
2014-12-17,3417536000
2014-12-18,3395024000
2014-12-19,3576192000
2014-12-22,3630863999
2014-12-23,3720912000
2014-12-24,3727344000
2014-12-26,3752000000
2014-12-29,3771296000
2014-12-30,3743424000
2014-12-31,3727344000
2015-01-02,3686608000
2015-01-05,3473280000
2015-01-06,3386448000
2015-01-07,3446480000
2015-01-08,3465776000
2015-01-09,3395024000
2015-01-12,3279248000
2015-01-13,3228864000
2015-01-14,3057344000
2015-01-15,2995168000
2015-01-16,3014464000
2015-01-20,3009104000
2015-01-21,3064848000
2015-01-22,3055200000
2015-01-23,2928704000
2015-01-26,3029472000
2015-01-27,2990880000
2015-01-28,2981232000
2015-01-29,3006960000
2015-01-30,3058416000
2015-02-02,3113088000
2015-02-03,3304976000
2015-02-04,3238512000
2015-02-05,3448624000
2015-02-06,3448624000
2015-02-09,3453984000
2015-02-10,3412176000
2015-02-11,3401456000
2015-02-12,3568688000
2015-02-13,3610496000
2015-02-17,3542959999
2015-02-18,3561184000
2015-02-19,3529024000
2015-02-20,3626576000
2015-02-23,3597632000
2015-02-24,3667312000
2015-02-25,3597632000
2015-02-26,3611567999
2015-02-27,3608351999
2015-03-02,3615855999
2015-03-03,3564400000
2015-03-04,3530096000
2015-03-05,3471136000
2015-03-06,3391808000
2015-03-09,3532240000
2015-03-10,3380016000
2015-03-11,3368224000
2015-03-12,3385376000
2015-03-13,3190272000
2015-03-16,3182768000
2015-03-17,3147392000
2015-03-18,3269600000
2015-03-19,3162400000
2015-03-20,3166688000
2015-03-23,3376800000
2015-03-24,3386448000
2015-03-25,3270672000
2015-03-26,3246016000
2015-03-27,3218144000
2015-03-30,3304976000
2015-03-31,3220073000
2015-04-01,3177153000
2015-04-02,3280161000
2015-04-06,3356344000
2015-04-07,3335957000
2015-04-08,3226511000
2015-04-09,3232949000
2015-04-10,3237241000
2015-04-13,3216854000
2015-04-14,3297329000
2015-04-15,3349906000
2015-04-16,3262993000
2015-04-17,3201832000
2015-04-20,3251190000
2015-04-21,3717945000
2015-04-22,3679317000
2015-04-23,3708288000
2015-04-24,3713653000
2015-04-27,3655711000
2015-04-28,3721164000
2015-04-29,3671806000
2015-04-30,3647127000
2015-05-01,3675025000
2015-05-04,3720091000
2015-05-05,3786617000
2015-05-06,3809150000
2015-05-07,3734039999
2015-05-08,3829536999
2015-05-11,3917523000
2015-05-12,3843486000
2015-05-13,3930399000
2015-05-14,4018385000
2015-05-15,3994778999
2015-05-18,3974392000
2015-05-19,3830610000
2015-05-20,3833828999
2015-05-21,3692192999
2015-05-22,3682536000
2015-05-26,3548411000
2015-05-27,3602061000
2015-05-28,3543046000
2015-05-29,3487250000
2015-06-01,3442184000
2015-06-02,3533389000
2015-06-03,3572017000
2015-06-04,3525878000
2015-06-05,3501199000
2015-06-08,3482958000
2015-06-09,3485103999
2015-06-10,3522659000
2015-06-11,3510856000
2015-06-12,3554849000
2015-06-15,3492614999
2015-06-16,3544119000
2015-06-17,3475447000
2015-06-18,3433600000
2015-06-19,3408921000
2015-06-22,3366001000
2015-06-23,3474374000
2015-06-24,3444330000
2015-06-25,3372439000
2015-06-26,3404629000
2015-06-29,3323081000
2015-06-30,3235985205
2015-07-01,3227413059
2015-07-02,3166336517
2015-07-06,3014180921
2015-07-07,3065613799
2015-07-08,2980963854
2015-07-09,3005608775
2015-07-10,3013109403
2015-07-13,3080615055
2015-07-14,3017395476
2015-07-15,2807377893
2015-07-16,2851310143
2015-07-17,2739872241
2015-07-20,2686296327
2015-07-21,2321980112
2015-07-22,2203041583
2015-07-23,2321980112
2015-07-24,2291977600
2015-07-27,2276976345
2015-07-28,2351982624
2015-07-29,2414130684
2015-07-30,2339124405
2015-07-31,2284476972
2015-08-03,2226614985
2015-08-04,2204113101
2015-08-05,2254474461
2015-08-06,2309121893
2015-08-07,2245902314
2015-08-10,2416273721
2015-08-11,2253402942
2015-08-12,2192326400
2015-08-13,2133392895
2015-08-14,2161252370
2015-08-17,2120534676
2015-08-18,2088389127
2015-08-19,2021954994
2015-08-20,1974808190
2015-08-21,1886943691
2015-08-24,1852655106
2015-08-25,1816223484
2015-08-26,1885872172
2015-08-27,2040170805
2015-08-28,2072316353
2015-08-31,2069101798
2015-09-01,1990880964
2015-09-02,2015525884
2015-09-03,1939448086
2015-09-04,1921232276
2015-09-08,1979094263
2015-09-09,1930875940
2015-09-10,1941591123
2015-09-11,1931947458
2015-09-14,1864441807
2015-09-15,1940519605
2015-09-16,1979094263
2015-09-17,1959806934
2015-09-18,1848369033
2015-09-21,1807651338
2015-09-22,1736931131
2015-09-23,1653352706
2015-09-24,1714429248
2015-09-25,1626564749
2015-09-28,1531199622
2015-09-29,1509769256
2015-09-30,1521514000
2015-10-01,1546193000
2015-10-02,1663150000
2015-10-05,1772596000
2015-10-06,1810151000
2015-10-07,1883115000
2015-10-08,1960371000
2015-10-09,1992561000
2015-10-12,1921743000
2015-10-13,1929254000
2015-10-14,1883115000
2015-10-15,1951787000
2015-10-16,1871312000
2015-10-19,1821954000
2015-10-20,1609500000
2015-10-21,1460353000
2015-10-22,1520441000
2015-10-23,1562288000
2015-10-26,1471083000
2015-10-27,1447477000
2015-10-28,1565507000
2015-10-29,1537609000
2015-10-30,1577310000
2015-11-02,1626668000
2015-11-03,1687829000
2015-11-04,1630960000
2015-11-05,1535463000
2015-11-06,1533317000
2015-11-09,1501127000
2015-11-10,1489324000
2015-11-11,1453915000
2015-11-12,1385243000
2015-11-13,1395973000
2015-11-16,1378805000
2015-11-17,1348761000
2015-11-18,1430309000
2015-11-19,1423871000
2015-11-20,1321936000
2015-11-23,1302622000
2015-11-24,1388462000
2015-11-25,1351980000
2015-11-27,1332666000
2015-11-30,1359491000
2015-12-01,1394900000
2015-12-02,1365929000
2015-12-03,1371294000
2015-12-04,1336958000
2015-12-07,1301549000
2015-12-08,1237169000
2015-12-09,1276870000
2015-12-10,1457134000
2015-12-11,1388462000
2015-12-14,1318717000
2015-12-15,1155621000
2015-12-16,1136307000
2015-12-17,1123431000
2015-12-18,1122358000
2015-12-21,1142745000
2015-12-22,1280089000
2015-12-23,1327301000
2015-12-24,1301549000
2015-12-28,1195322000
2015-12-29,1185665000
2015-12-30,1217855000
2015-12-31,1207125000
2016-01-04,1232877000
2016-01-05,1197468000
2016-01-06,1148110000
2016-01-07,1021496000
2016-01-08,1017204000
2016-01-11,979649000
2016-01-12,936729000
2016-01-13,908831000
2016-01-14,952824000
2016-01-15,885225000
2016-01-19,817626000
2016-01-20,839086000
2016-01-21,889516999
2016-01-22,887371000
2016-01-25,825137000
2016-01-26,854108000
2016-01-27,900247000
2016-01-28,873422000
2016-01-29,1006474000
2016-02-01,954970000
2016-02-02,889516999
2016-02-03,966773000
2016-02-04,1113774000
2016-02-05,1123431000
2016-02-08,1059050999
2016-02-09,1068708000
2016-02-10,1051540000
2016-02-11,1017204000
2016-02-12,1152402000
2016-02-16,1235023000
2016-02-17,1318717000
2016-02-18,1241461000
2016-02-19,1216782000
2016-02-22,1327301000
2016-02-23,1281162000
2016-02-24,1267213000
2016-02-25,1263994000
2016-02-26,1321936000
2016-02-29,1438893000
2016-03-01,1468937000
2016-03-02,1647055000
2016-03-03,1640617000
2016-03-04,1671734000
2016-03-07,1811224000
2016-03-08,1759719999
2016-03-09,1699632000
2016-03-10,1750062999
2016-03-11,1724311000
2016-03-14,1692121000
2016-03-15,1656712000
2016-03-16,1750062999
2016-03-17,1865947000
2016-03-18,1850925000
2016-03-21,1882042000
2016-03-22,1885261000
2016-03-23,1699632000
2016-03-24,1738260000
2016-03-28,1738260000
2016-03-29,1737187000
2016-03-30,1802640000
2016-03-31,1702444437
2016-04-01,1710799992
2016-04-04,1586511104
2016-04-05,1543688882
2016-04-06,1537422215
2016-04-07,1502955549
2016-04-08,1579199993
2016-04-11,1615755548
2016-04-12,1614711104
2016-04-13,1726466659
2016-04-14,1759888881
2016-04-15,1764066659
2016-04-18,1763022214
2016-04-19,1843444436
2016-04-20,1847622214
2016-04-21,1827777770
2016-04-22,1839266658
2016-04-25,1748399992
2016-04-26,1749444437
2016-04-27,1738999992
2016-04-28,1719155548
2016-04-29,1706622214
2016-05-02,1713933326
2016-05-03,1616799993
2016-05-04,1612622215
2016-05-05,1577111104
2016-05-06,1625155548
2016-05-09,1477888882
2016-05-10,1550999993
2016-05-11,1530111104
2016-05-12,1495644438
2016-05-13,1478933327
2016-05-16,1479977771
2016-05-17,1479977771
2016-05-18,1207377772
2016-05-19,1174999995
2016-05-20,1172911106
2016-05-23,1228266661
2016-05-24,1213644439
2016-05-25,1251244439
2016-05-26,1268999994
2016-05-27,1276311105
2016-05-31,1293022216
2016-06-01,1273177772
2016-06-02,1311822216
2016-06-03,1362999994
2016-06-06,1419399993
2016-06-07,1420444438
2016-06-08,1469533327
2016-06-09,1427755549
2016-06-10,1403733327
2016-06-13,1388066660
2016-06-14,1366133327
2016-06-15,1396422216
2016-06-16,1402688882
2016-06-17,1417311105
2016-06-20,1455955549
2016-06-21,1418355549
2016-06-22,1396422216
2016-06-23,1484155549
2016-06-24,1298244438
2016-06-27,1207377772
2016-06-28,1248111105
2016-06-29,1261688883
2016-06-30,1367212118
2016-07-01,1445491714
2016-07-05,1360778178
2016-07-06,1362922825
2016-07-07,1404743431
2016-07-08,1464793532
2016-07-11,1551651713
2016-07-12,1613846461
2016-07-13,1609557168
2016-07-14,1649233127
2016-07-15,1676041208
2016-07-18,1619208077
2016-07-19,1560230299
2016-07-20,1582749087
2016-07-21,1606340198
2016-07-22,1621352723
2016-07-25,1622425046
2016-07-26,1928037167
2016-07-27,1925892521
2016-07-28,1919458581
2016-07-29,1909807672
2016-08-01,1870131713
2016-08-02,1826166460
2016-08-03,1894795147
2016-08-04,1850829894
2016-08-05,1849757571
2016-08-08,1848685248
2016-08-09,1829383430
2016-08-10,1822949491
2016-08-11,1885144238
2016-08-12,1836889692
2016-08-15,1929109490
2016-08-16,1896939793
2016-08-17,1905518379
2016-08-18,1911952319
2016-08-19,1861553127
2016-08-22,1887288884
2016-08-23,1893722824
2016-08-24,1778984238
2016-08-25,1802575349
2016-08-26,1785418177
2016-08-29,1983797975
2016-08-30,1887288884
2016-08-31,1829383430
2016-09-01,1812226258
2016-09-02,1827238783
2016-09-06,1934471106
2016-09-07,1930181814
2016-09-08,1924820197
2016-09-09,1732874339
2016-09-12,1790779794
2016-09-13,1679258178
2016-09-14,1708210905
2016-09-15,1709283228
2016-09-16,1691053733
2016-09-19,1750031511
2016-09-20,1780056561
2016-09-21,1869059389
2016-09-22,1894795147
2016-09-23,1881927268
2016-09-26,1874421006
2016-09-27,1863697773
2016-09-28,1937688076
2016-09-29,1913024642
2016-09-30,1938911000
2016-10-03,1906721000
2016-10-04,1845560000
2016-10-05,1919597000
2016-10-06,1947494999
2016-10-07,1889553000
2016-10-10,1913158999
2016-10-11,1842341000
2016-10-12,1842341000
2016-10-13,1786544999
2016-10-14,1764012000
2016-10-17,1801567000
2016-10-18,1815516000
2016-10-19,1903501999
2016-10-20,1908867000
2016-10-21,1906721000
2016-10-24,1909940000
2016-10-25,1622376000
2016-10-26,1531171000
2016-10-27,1445331000
2016-10-28,1460353000
2016-10-31,1463572000
2016-11-01,1434601000
2016-11-02,1412068000
2016-11-03,1437820000
2016-11-04,1518295000
2016-11-07,1540828000
2016-11-08,1568726000
2016-11-09,1699632000
2016-11-10,1787618000
2016-11-11,1823026999
2016-11-14,1906721000
2016-11-15,1874530999
2016-11-16,1764012000
2016-11-17,1717873000
2016-11-18,1733968000
2016-11-21,1773669000
2016-11-22,1906721000
2016-11-23,1930326999
2016-11-25,1927108000
2016-11-28,1895991000
2016-11-29,1770450000
2016-11-30,1882042000
2016-12-01,1905648000
2016-12-02,1816589000
2016-12-05,1899210000
2016-12-06,1941057000
2016-12-07,1962517000
2016-12-08,1973247000
2016-12-09,2032262000
2016-12-12,1877750000
2016-12-13,1823026999
2016-12-14,1798348000
2016-12-15,1806932000
2016-12-16,1748990000
2016-12-19,1757574000
2016-12-20,1854144000
2016-12-21,1867019999
2016-12-22,1790837000
2016-12-23,1762939000
2016-12-27,1788691000
2016-12-28,1735041000
2016-12-29,1733968000
2016-12-30,1709289000
2017-01-03,1752250000
2017-01-04,1861900000
2017-01-05,1787725000
2017-01-06,1728599999
2017-01-09,1736124999
2017-01-10,1774825000
2017-01-11,1739350000
2017-01-12,1759775000
2017-01-13,1764075000
2017-01-17,1780199999
2017-01-18,1836099999
2017-01-19,1795250000
2017-01-20,1833949999
2017-01-23,1826424999
2017-01-24,2395100000
2017-01-25,2352100000
2017-01-26,2311250000
2017-01-27,2346725000
2017-01-30,2308025000
2017-01-31,2335975000
2017-02-01,2324150000
2017-02-02,2322000000
2017-02-03,2327375000
2017-02-06,2280075000
2017-02-07,2212350000
2017-02-08,2193000000
2017-02-09,2269325000
2017-02-10,2260725000
2017-02-13,2343500000
2017-02-14,2315550000
2017-02-15,2279000000
2017-02-16,2213425000
2017-02-17,2165050000
2017-02-21,2213425000
2017-02-22,2119899999
2017-02-23,2072600000
2017-02-24,2070450000
2017-02-27,2110225000
2017-02-28,2065075000
2017-03-01,2143550000
2017-03-02,2040350000
2017-03-03,2048949999
2017-03-06,2000575000
2017-03-07,1904899999
2017-03-08,1908125000
2017-03-09,1861900000
2017-03-10,1867275000
2017-03-13,1876950000
2017-03-14,1872650000
2017-03-15,1908125000
2017-03-16,1948975000
2017-03-17,1937150000
2017-03-20,1887699999
2017-03-21,1836099999
2017-03-22,1868350000
2017-03-23,1859750000
2017-03-24,1856525000
2017-03-27,1829650000
2017-03-28,1886625000
2017-03-29,1889849999
2017-03-30,1929625000
2017-03-31,1934292000
2017-04-03,1886904000
2017-04-04,1943985000
2017-04-05,1885827000
2017-04-06,1910597999
2017-04-07,1961217000
2017-04-10,1963371000
2017-04-11,1993527000
2017-04-12,1915983000
2017-04-13,1845978000
2017-04-17,1824438000
2017-04-18,1822284000
2017-04-19,1811514000
2017-04-20,1842747000
2017-04-21,1841670000
2017-04-24,1949370000
2017-04-25,2142153000
2017-04-26,2040915000
2017-04-27,1998911999
2017-04-28,1976295000
2017-05-01,1983834000
2017-05-02,1955832000
2017-05-03,1825515000
2017-05-04,1789974000
2017-05-05,1822284000
2017-05-08,1784589000
2017-05-09,1735047000
2017-05-10,1732893000
2017-05-11,1679043000
2017-05-12,1651041000
2017-05-15,1665042000
2017-05-16,1672581000
2017-05-17,1625193000
2017-05-18,1603653000
2017-05-19,1697352000
2017-05-22,1702737000
2017-05-23,1775972999
2017-05-24,1739354999
2017-05-25,1731815999
2017-05-26,1715661000
2017-05-30,1710276000
2017-05-31,1661811000
2017-06-01,1713507000
2017-06-02,1705968000
2017-06-05,1764126000
2017-06-06,1785665999
2017-06-07,1757664000
2017-06-08,1824438000
2017-06-09,1823361000
2017-06-12,1867518000
2017-06-13,1886904000
2017-06-14,1856747999
2017-06-15,1751202000
2017-06-16,1753356000
2017-06-19,1752279000
2017-06-20,1737201000
2017-06-21,1715661000
2017-06-22,1781358000
2017-06-23,1811514000
2017-06-26,1792128000
2017-06-27,1747971000
2017-06-28,1811514000
2017-06-29,1847054999
2017-06-30,1831977000
2017-07-03,1884750000
2017-07-05,1898751000
2017-07-06,1854593999
2017-07-07,1823361000
2017-07-10,1840593000
2017-07-11,1898751000
2017-07-12,1915983000
2017-07-13,1911675000
2017-07-14,1889058000
2017-07-17,1931061000
2017-07-18,1891211999
2017-07-19,1919214000
2017-07-20,1931061000
2017-07-21,1864286999
2017-07-24,1845978000
2017-07-25,2058147000
2017-07-26,2018297999
2017-07-27,2062454999
2017-07-28,2038761000
2017-07-31,2039838000
2017-08-01,1979526000
2017-08-02,1989218999
2017-08-03,1987065000
2017-08-04,1997835000
2017-08-07,2041992000
2017-08-08,2002143000
2017-08-09,1983834000
2017-08-10,1941831000
2017-08-11,1926753000
2017-08-14,1947215999
2017-08-15,1943985000
2017-08-16,1990296000
2017-08-17,1950447000
2017-08-18,1999989000
2017-08-21,1996758000
2017-08-22,2190618000
2017-08-23,2212158000
2017-08-24,2236929000
2017-08-25,2207850000
2017-08-28,2152923000
2017-08-29,2197080000
2017-08-30,2242314000
2017-08-31,2243391000
2017-09-01,2325243000
2017-09-05,2258469000
2017-09-06,2267085000
2017-09-07,2277855000
2017-09-08,2208927000
2017-09-11,2386632000
2017-09-12,2402787000
2017-09-13,2427558000
2017-09-14,2410326000
2017-09-15,2505102000
2017-09-18,2455560000
2017-09-19,2430789000
2017-09-20,2446944000
2017-09-21,2449098000
2017-09-22,2466330000
2017-09-25,2494332000
2017-09-26,2491101000
2017-09-27,2526642000
2017-09-28,2540643000
2017-09-29,2574030000
2017-10-02,2903425000
2017-10-03,2945725000
2017-10-04,2956300000
2017-10-05,2959825000
2017-10-06,2898725000
2017-10-09,2812950000
2017-10-10,2821175000
2017-10-11,2824700000
2017-10-12,2856425000
2017-10-13,2919875000
2017-10-16,2931625000
2017-10-17,2876400000
2017-10-18,2874050000
2017-10-19,2827050000
2017-10-20,2892850000
2017-10-23,2810600000
2017-10-24,2904600000
2017-10-25,2889325000
2017-10-26,2915175000
2017-10-27,2918700000
2017-10-30,2877575000
2017-10-31,2958650000
2017-11-01,2951600000
2017-11-02,3016225000
2017-11-03,3029150000
2017-11-06,3036200000
2017-11-07,2992725000
2017-11-08,2796500000
2017-11-09,2807075000
2017-11-10,2587350000
2017-11-13,2636700000
2017-11-14,2541525000
2017-11-15,2509800000
2017-11-16,2572075000
2017-11-17,2576775000
2017-11-20,2570900000
2017-11-21,2600275000
2017-11-22,2640225000
2017-11-24,2622600000
2017-11-27,2627300000
2017-11-28,2630825000
2017-11-29,2660200000
2017-11-30,2675475000
2017-12-01,2666075000
2017-12-04,2684875000
2017-12-05,2599100000
2017-12-06,2560325000
2017-12-07,2610850000
2017-12-08,2655500000
2017-12-11,2751850000
2017-12-12,2733050000
2017-12-13,2765950000
2017-12-14,2721300000
2017-12-15,2760075000
2017-12-18,2883450000
2017-12-19,2906950000
2017-12-20,2906950000
2017-12-21,2885800000
2017-12-22,2892850000
2017-12-26,2926925000
2017-12-27,2888150000
2017-12-28,2879925000
2017-12-29,2836450000
2018-01-02,3202500000
2018-01-03,3263750000
2018-01-04,3330000000
2018-01-05,3333750000
2018-01-08,3407500000
2018-01-09,3406250000
2018-01-10,3423750000
2018-01-11,3642500000
2018-01-12,3587500000
2018-01-16,3466250000
2018-01-17,3496250000
2018-01-18,3528750000
2018-01-19,3521250000
2018-01-22,3523750000
2018-01-23,3721250000
2018-01-24,3592500000
2018-01-25,3521250000
2018-01-26,3563750000
2018-01-29,3568750000
2018-01-30,3447500000
2018-01-31,3370000000
2018-02-01,3426250000
2018-02-02,3292500000
2018-02-05,3145000000
2018-02-06,3232500000
2018-02-07,3233750000
2018-02-08,3175000000
2018-02-09,3281250000
2018-02-12,3328750000
2018-02-13,3365000000
2018-02-14,3498750000
2018-02-15,3513750000
2018-02-16,3477500000
2018-02-20,3223750000
2018-02-21,3237500000
2018-02-22,3328750000
2018-02-23,3407500000
2018-02-26,3373750000
2018-02-27,3378750000
2018-02-28,3238750000
2018-03-01,3201250000
2018-03-02,3323750000
2018-03-05,3375000000
2018-03-06,3463750000
2018-03-07,3472500000
2018-03-08,3447500000
2018-03-09,3530000000
2018-03-12,3575000000
2018-03-13,3506250000
2018-03-14,3443750000
2018-03-15,3377500000
2018-03-16,3385000000
2018-03-19,3325000000
2018-03-20,3230000000
2018-03-21,3218750000
2018-03-22,3017500000
2018-03-23,2918750000
2018-03-26,2952500000
2018-03-27,2920000000
2018-03-28,2848750000
2018-03-29,2960000000
2018-04-02,2925924000
2018-04-03,2964736000
2018-04-04,2996036000
2018-04-05,3098700000
2018-04-06,2986020000
2018-04-09,3048620000
2018-04-10,3155040000
2018-04-11,3124992000
2018-04-12,3143772000
2018-04-13,3223900000
2018-04-16,3240176000
2018-04-17,3236420000
2018-04-18,3291508000
2018-04-19,3294012000
2018-04-20,3247688000
2018-04-23,3242680000
2018-04-24,3458024000
2018-04-25,3389164000
2018-04-26,3431732000
2018-04-27,3379148000
2018-04-30,3326564000
2018-05-01,3275232000
2018-05-02,3297768000
2018-05-03,3370384000
2018-05-04,3484316000
2018-05-07,3568200000
2018-05-08,3558184000
2018-05-09,3534396000
2018-05-10,3546916000
2018-05-11,3555680000
2018-05-14,3521876000
2018-05-15,3525632000
2018-05-16,3609516000
2018-05-17,3598248000
2018-05-18,3574460000
2018-05-21,3561940000
2018-05-22,3540656000
2018-05-23,3544412000
2018-05-24,3523128000
2018-05-25,3424220000
2018-05-29,3376644000
2018-05-30,3526884000
2018-05-31,3570704000
2018-06-01,3600752000
2018-06-04,3534396000
2018-06-05,3600752000
2018-06-06,3695904000
2018-06-07,3632052000
2018-06-08,3595744000
2018-06-11,3650832000
2018-06-12,3615776000
2018-06-13,3565696000
2018-06-14,3526884000
2018-06-15,3478056000
2018-06-18,3530640000
2018-06-19,3410448000
2018-06-20,3500592000
2018-06-21,3422968000
2018-06-22,3419212000
2018-06-25,3108716000
2018-06-26,3150032000
2018-06-27,3158796000
2018-06-28,3143772000
2018-06-29,3145024000
2018-07-02,3161300000
2018-07-03,3126244000
2018-07-05,3181332000
2018-07-06,3240176000
2018-07-09,3299020000
2018-07-10,3295264000
2018-07-11,3275232000
2018-07-12,3315296000
2018-07-13,3350352000
2018-07-16,3289004000
2018-07-17,3344092000
2018-07-18,3372888000
2018-07-19,3325312000
2018-07-20,3336580000
2018-07-23,3355360000
2018-07-24,3589484000
2018-07-25,3578216000
2018-07-26,3615776000
2018-07-27,3525632000
2018-07-30,3489324000
2018-07-31,3480560000
2018-08-01,3476804000
2018-08-02,3474300000
2018-08-03,3415456000
2018-08-06,3426724000
2018-08-07,3395424000
2018-08-08,3396676000
2018-08-09,3357864000
2018-08-10,3327816000
2018-08-13,3251444000
2018-08-14,3304028000
2018-08-15,3058636000
2018-08-16,3180080000
2018-08-17,3218892000
2018-08-20,3245184000
2018-08-21,3286500000
2018-08-22,3314044000
2018-08-23,3222648000
2018-08-24,3272728000
2018-08-27,3334076000
2018-08-28,3351604000
2018-08-29,3420464000
2018-08-30,3391668000
2018-08-31,3384156000
2018-09-04,3306532000
2018-09-05,3230160000
2018-09-06,3237672000
2018-09-07,3186340000
