,ATI
2004-10-15,1530718749
2004-10-18,1492593750
2004-10-19,1392515625
2004-10-20,1551687500
2004-10-21,1587906250
2004-10-22,1574562500
2004-10-25,1649859374
2004-10-26,1684171875
2004-10-27,1672734375
2004-10-28,1569796875
2004-10-29,1602203124
2004-11-01,1569796875
2004-11-02,1566937500
2004-11-03,1630796875
2004-11-04,1702281250
2004-11-05,1675593749
2004-11-08,1649859374
2004-11-09,1741359375
2004-11-10,1861453125
2004-11-11,1908156250
2004-11-12,2026343750
2004-11-15,1982500000
2004-11-16,1976781249
2004-11-17,2015859374
2004-11-18,1972015625
2004-11-19,1959624999
2004-11-22,1992984375
2004-11-23,1931984375
2004-11-24,1980593750
2004-11-26,2185515625
2004-11-29,2126421874
2004-11-30,2096875000
2004-12-01,2074000000
2004-12-02,1939609375
2004-12-03,2053984375
2004-12-06,2079718750
2004-12-07,1988218750
2004-12-08,1995843750
2004-12-09,1982500000
2004-12-10,1997750000
2004-12-13,2074953125
2004-12-14,2018718750
2004-12-15,2121656250
2004-12-16,2130234375
2004-12-17,2105453125
2004-12-20,2131187500
2004-12-21,2170265625
2004-12-22,2125468750
2004-12-23,2130234375
2004-12-27,2079718750
2004-12-28,2146437500
2004-12-29,2110218750
2004-12-30,2037781250
2004-12-31,2065421875
2005-01-03,1948187500
2005-01-04,1888140624
2005-01-05,1834765625
2005-01-06,1844296875
2005-01-07,1803312500
2005-01-10,1825234374
2005-01-11,1718484375
2005-01-12,1738499999
2005-01-13,1774718750
2005-01-14,1803312500
2005-01-18,2006328125
2005-01-19,2011093750
2005-01-20,2000609374
2005-01-21,2073046875
2005-01-24,2042546875
2005-01-25,2082578125
2005-01-26,2096875000
2005-01-27,2134999999
2005-01-28,2119749999
2005-01-31,2287500000
2005-02-01,2199812500
2005-02-02,2241750000
2005-02-03,2206484375
2005-02-04,2204578125
2005-02-07,2230312500
2005-02-08,2272250000
2005-02-09,2150250000
2005-02-10,2177890625
2005-02-11,2205531250
2005-02-14,2177890625
2005-02-15,2155015625
2005-02-16,2244609375
2005-02-17,2166453125
2005-02-18,2231265625
2005-02-22,2131187500
2005-02-23,2141671875
2005-02-24,2221734375
2005-02-25,2426656250
2005-02-28,2345640625
2005-03-01,2330390625
2005-03-02,2380906250
2005-03-03,2372328125
2005-03-04,2482890625
2005-03-07,2388531250
2005-03-08,2292265625
2005-03-09,2208390625
2005-03-10,2168359375
2005-03-11,2229359375
2005-03-14,2146437500
2005-03-15,2190281250
2005-03-16,2082578125
2005-03-17,2145484375
2005-03-18,2153109375
2005-03-21,2190281250
2005-03-22,2280828125
2005-03-23,2270343750
2005-03-24,2276062500
2005-03-28,2292265625
2005-03-29,2135953125
2005-03-30,2228406250
2005-03-31,2303007283
2005-04-01,2371782283
2005-04-04,2372737491
2005-04-05,2371782283
2005-04-06,2391841658
2005-04-07,2441512491
2005-04-08,2427184366
2005-04-11,2410945824
2005-04-12,2438646866
2005-04-13,2341215616
2005-04-14,2099547909
2005-04-15,2016444784
2005-04-18,2125338534
2005-04-19,2222769783
2005-04-20,2196023950
2005-04-21,2278171867
2005-04-22,2322111450
2005-04-25,2440557283
2005-04-26,2346946866
2005-04-27,2218948950
2005-04-28,2120562492
2005-04-29,2139666659
2005-05-02,2163546867
2005-05-03,2213217700
2005-05-04,2258112492
2005-05-05,2200799992
2005-05-06,2230411450
2005-05-09,2277216658
2005-05-10,2158770825
2005-05-11,2171188534
2005-05-12,1999251034
2005-05-13,1864566660
2005-05-16,1871253118
2005-05-17,1904685410
2005-05-18,2027907284
2005-05-19,2025041659
2005-05-20,2044145826
2005-05-23,2060384367
2005-05-24,2065160409
2005-05-25,1970594784
2005-05-26,2011668742
2005-05-27,2026952076
2005-05-31,2030772909
2005-06-01,2077578117
2005-06-02,2057518742
2005-06-03,2064205201
2005-06-06,2047011451
2005-06-07,2115786450
2005-06-08,2082354159
2005-06-09,2049877076
2005-06-10,2106234367
2005-06-13,2110055200
2005-06-14,2104323950
2005-06-15,2163546867
2005-06-16,2201755200
2005-06-17,2221814575
2005-06-20,2196023950
2005-06-21,2174054159
2005-06-22,2139666659
2005-06-23,2093816659
2005-06-24,2044145826
2005-06-27,2020265617
2005-06-28,2098592701
2005-06-29,2098592701
2005-06-30,2140547252
2005-07-01,2145398900
2005-07-05,2134725274
2005-07-06,2179360438
2005-07-07,2199737361
2005-07-08,2310354944
2005-07-11,2353049449
2005-07-12,2370515383
2005-07-13,2354019779
2005-07-14,2321028570
2005-07-15,2454934065
2005-07-18,2445230768
2005-07-19,2561670328
2005-07-20,2663554944
2005-07-21,2682961537
2005-07-22,2744092306
2005-07-25,2726626372
2005-07-26,2790668130
2005-07-27,2724685713
2005-07-28,2784846152
2005-07-29,2820748350
2005-08-01,2812985713
2005-08-02,2888671427
2005-08-03,2903226372
2005-08-04,2850828570
2005-08-05,2824629669
2005-08-08,2886730768
2005-08-09,2886730768
2005-08-10,2910989010
2005-08-11,2935247251
2005-08-12,2930395603
2005-08-15,2937187911
2005-08-16,2892552746
2005-08-17,2882849449
2005-08-18,2855680218
2005-08-19,2812985713
2005-08-22,2809104394
2005-08-23,2697516482
2005-08-24,2643178021
2005-08-25,2644148350
2005-08-26,2579136262
2005-08-29,2690724174
2005-08-30,2631534065
2005-08-31,2680050548
2005-09-01,2737299999
2005-09-02,2732448350
2005-09-06,2745062636
2005-09-07,2803282416
2005-09-08,2786786812
2005-09-09,2853739559
2005-09-12,2804252746
2005-09-13,2776113185
2005-09-14,2794549449
2005-09-15,2782905493
2005-09-16,2815896702
2005-09-19,2809104394
2005-09-20,2756706592
2005-09-21,2839184614
2005-09-22,2836273625
2005-09-23,2857620878
2005-09-26,2977941757
2005-09-27,2966297801
2005-09-28,2951742856
2005-09-29,2994437361
2005-09-30,3053317298
2005-10-03,3009951913
2005-10-04,2967572106
2005-10-05,2735961529
2005-10-06,2672884607
2005-10-07,2705408645
2005-10-10,2621634607
2005-10-11,2663028837
2005-10-12,2705408645
2005-10-13,2642331722
2005-10-14,2738918260
2005-10-17,2765528837
2005-10-18,2696538453
2005-10-19,2686682683
2005-10-20,2665985568
2005-10-21,2698509606
2005-10-24,2801995183
2005-10-25,2872956721
2005-10-26,2791153837
2005-10-27,2709350953
2005-10-28,2705408645
2005-10-31,2829591337
2005-11-01,2818749991
2005-11-02,2852259606
2005-11-03,2854230760
2005-11-04,2793124991
2005-11-07,2843389414
2005-11-08,2883798067
2005-11-09,2900552875
2005-11-10,2861129798
2005-11-11,2994182682
2005-11-14,2954759606
2005-11-15,3030649029
2005-11-16,3024735567
2005-11-17,3031634605
2005-11-18,3042475952
2005-11-21,3137091336
2005-11-22,3136105759
2005-11-23,3183413451
2005-11-25,3218894220
2005-11-28,3165673067
2005-11-29,3219879797
2005-11-30,3250432682
2005-12-01,3331249989
2005-12-02,3339134604
2005-12-05,3351947104
2005-12-06,3378557681
2005-12-07,3301682682
2005-12-08,3293798066
2005-12-09,3317451912
2005-12-12,3386442297
2005-12-13,3441634604
2005-12-14,3375600951
2005-12-15,3330264412
2005-12-16,3360817297
2005-12-19,3253389412
2005-12-20,3356874989
2005-12-21,3436706720
2005-12-22,3472187489
2005-12-23,3496826912
2005-12-27,3415024027
2005-12-28,3538221142
2005-12-29,3600312488
2005-12-30,3555961527
2006-01-03,3554930551
2006-01-04,3791597217
2006-01-05,3904999995
2006-01-06,3991777773
2006-01-09,3978958328
2006-01-10,3964166662
2006-01-11,4056861106
2006-01-12,4004597217
2006-01-13,3964166662
2006-01-17,4075597217
2006-01-18,4063763884
2006-01-19,4029249995
2006-01-20,4031222217
2006-01-23,4114055550
2006-01-24,4390166661
2006-01-25,4624861105
2006-01-26,4822083327
2006-01-27,5102138883
2006-01-30,5178069438
2006-01-31,5112986105
2006-02-01,5160319438
2006-02-02,5098194438
2006-02-03,5027194438
2006-02-06,5298374994
2006-02-07,4894069438
2006-02-08,4841805550
2006-02-09,4803347216
2006-02-10,4721499994
2006-02-13,4558791661
2006-02-14,4847722216
2006-02-15,4961124994
2006-02-16,5007472216
2006-02-17,4978874994
2006-02-21,4996624994
2006-02-22,5098194438
2006-02-23,5209624994
2006-02-24,5255972216
2006-02-27,5162291660
2006-02-28,4980847216
2006-03-01,5230333327
2006-03-02,5411777771
2006-03-03,5484749993
2006-03-06,5376277771
2006-03-07,5123833327
2006-03-08,5111999994
2006-03-09,5114958327
2006-03-10,5384166660
2006-03-13,5303305549
2006-03-14,5517291660
2006-03-15,5632666660
2006-03-16,5452208327
2006-03-17,5540958327
2006-03-20,5578430549
2006-03-21,5479819438
2006-03-22,5601111104
2006-03-23,5620833327
2006-03-24,5719444438
2006-03-27,5823972215
2006-03-28,5737194437
2006-03-29,5948222215
2006-03-30,6053736104
2006-03-31,6088464804
2006-04-03,6172059286
2006-04-04,6309393079
2006-04-05,6568137906
2006-04-06,6739307560
2006-04-07,6542263423
2006-04-10,6567142733
2006-04-11,6407915147
2006-04-12,6566147561
2006-04-13,6614911009
2006-04-17,6825887560
2006-04-18,7236893765
2006-04-19,7208033765
2006-04-20,7050796524
2006-04-21,7192111007
2006-04-24,7416024799
2006-04-25,7274710317
2006-04-26,7188130317
2006-04-27,6737317215
2006-04-28,6900525490
2006-05-01,7025917214
2006-05-02,7150313765
2006-05-03,7112497214
2006-05-04,7309541351
2006-05-05,7468768937
2006-05-08,7540421350
2006-05-09,7844944108
2006-05-10,8257940658
2006-05-11,8412192381
2006-05-12,7807127556
2006-05-15,7513551695
2006-05-16,7362285489
2006-05-17,7186139972
2006-05-18,6879626870
2006-05-19,6505442044
2006-05-22,6006860666
2006-05-23,6356166182
2006-05-24,6188977217
2006-05-25,6506437216
2006-05-26,6686563422
2006-05-30,6257644114
2006-05-31,6332282044
2006-06-01,6542263423
2006-06-02,6669645491
2006-06-05,6189972390
2006-06-06,6241721355
2006-06-07,5896396529
2006-06-08,6244706872
2006-06-09,6093440666
2006-06-12,5830715150
2006-06-13,5672482737
2006-06-14,5962077908
2006-06-15,6403934458
2006-06-16,6450707561
2006-06-19,6107373080
2006-06-20,6210871010
2006-06-21,6526340664
2006-06-22,6494495147
2006-06-23,6496485492
2006-06-26,6527335837
2006-06-27,6474591699
2006-06-28,6558186181
2006-06-29,6967202042
2006-06-30,6932654999
2006-07-03,6941666250
2006-07-05,6869576250
2006-07-06,6876585000
2006-07-07,6688350000
2006-07-10,6517136250
2006-07-11,6518137499
2006-07-12,6419013750
2006-07-13,6134658750
2006-07-14,5880341250
2006-07-17,5670078750
2006-07-18,5719140000
2006-07-19,6102618750
2006-07-20,5800241250
2006-07-21,5589978750
2006-07-24,5790228750
2006-07-25,5990478750
2006-07-26,6193732500
2006-07-27,5952431250
2006-07-28,6297862500
2006-07-31,6396986250
2006-08-01,6206748750
2006-08-02,6295860000
2006-08-03,6361942500
2006-08-04,6291855000
2006-08-07,6388976250
2006-08-08,6267825000
2006-08-09,6230778750
2006-08-10,6067575000
2006-08-11,5847300000
2006-08-14,5588977500
2006-08-15,5715135000
2006-08-16,5981467500
2006-08-17,5922393750
2006-08-18,6046548750
2006-08-21,5980466250
2006-08-22,5991480000
2006-08-23,5815260000
2006-08-24,5738163750
2006-08-25,5804246250
2006-08-28,5786223750
2006-08-29,5889352500
2006-08-30,5750178750
2006-08-31,5742168750
2006-09-01,6004496250
2006-09-05,6239790000
2006-09-06,6066573750
2006-09-07,6025522500
2006-09-08,5912381250
2006-09-11,5783220000
2006-09-12,5981467500
2006-09-13,6198738750
2006-09-14,6128651250
2006-09-15,6306873750
2006-09-18,6518137499
2006-09-19,6354933750
2006-09-20,6259815000
2006-09-21,6228776250
2006-09-22,6086598750
2006-09-25,5909377500
2006-09-26,6335910000
2006-09-27,6305872500
2006-09-28,6209752500
2006-09-29,6226773750
2006-10-02,6255551767
2006-10-03,6116584589
2006-10-04,6258594844
2006-10-05,6641008176
2006-10-06,6642022535
2006-10-09,6962559970
2006-10-10,7070082020
2006-10-11,7197891251
2006-10-12,7470753814
2006-10-13,7532629711
2006-10-16,7753759966
2006-10-17,7810564069
2006-10-18,7640151762
2006-10-19,7809549710
2006-10-20,7772018428
2006-10-23,7828822530
2006-10-24,7967789709
2006-10-25,8296442015
2006-10-26,8297456374
2006-10-27,8124000990
2006-10-30,7998220478
2006-10-31,7986048170
2006-11-01,7694927146
2006-11-02,7641166121
2006-11-03,7640151762
2006-11-06,7907942530
2006-11-07,7808535351
2006-11-08,7851138427
2006-11-09,7914028683
2006-11-10,7746659453
2006-11-13,7887655350
2006-11-14,7927215350
2006-11-15,7999234837
2006-11-16,7767960992
2006-11-17,7977933299
2006-11-20,8114871760
2006-11-21,8362375348
2006-11-22,8349188682
2006-11-24,8395849194
2006-11-27,8401935348
2006-11-28,8390777399
2006-11-29,8962875858
2006-11-30,9093728166
2006-12-01,8932445089
2006-12-04,9526859446
2006-12-05,9606993804
2006-12-06,9633367138
2006-12-07,9724659445
2006-12-08,9961005085
2006-12-11,9806822521
2006-12-12,9105900473
2006-12-13,9251968165
2006-12-14,9040981499
2006-12-15,8974033807
2006-12-18,8725515859
2006-12-19,8934473807
2006-12-20,8919258423
2006-12-21,8856368167
2006-12-22,9040981499
2006-12-26,9036924063
2006-12-27,9332102524
2006-12-28,9292542524
2006-12-29,9198207139
2007-01-03,8972005089
2007-01-04,8819851244
2007-01-05,8720444065
2007-01-08,8956789705
2007-01-09,8886798936
2007-01-10,8992292269
2007-01-11,9170819447
2007-01-12,9194149704
2007-01-16,9179948678
2007-01-17,9285442011
2007-01-18,9165747652
2007-01-19,9287470729
2007-01-22,9350360985
2007-01-23,9573519958
2007-01-24,10106058418
2007-01-25,9891014316
2007-01-26,10195322007
2007-01-29,10338346622
2007-01-30,10372834827
2007-01-31,10497600980
2007-02-01,10539189698
2007-02-02,10376892263
2007-02-05,10279513801
2007-02-06,10349504570
2007-02-07,10346461494
2007-02-08,10287628673
2007-02-09,9853483034
2007-02-12,9843339444
2007-02-13,10115187648
2007-02-14,10213580468
2007-02-15,10382978416
2007-02-16,10406308673
2007-02-20,10446883032
2007-02-21,10916531235
2007-02-22,10800894312
2007-02-23,10935804055
2007-02-26,10861755850
2007-02-27,10008679956
2007-02-28,10378920981
2007-03-01,10212566109
2007-03-02,9845368162
2007-03-05,9579606112
2007-03-06,10076642007
2007-03-07,10047225597
2007-03-08,10377906622
2007-03-09,10428624570
2007-03-12,10533103544
2007-03-13,10179092263
2007-03-14,10295743545
2007-03-15,10451954826
2007-03-16,10376892263
2007-03-19,10623381492
2007-03-20,10751190723
2007-03-21,11013909696
2007-03-22,10995651234
2007-03-23,10956091234
2007-03-26,11017967132
2007-03-27,10843497389
2007-03-28,10660912774
2007-03-29,10923631747
2007-03-30,10822195850
2007-04-02,11074706904
2007-04-03,11180500007
2007-04-04,11271034490
2007-04-05,11277137938
2007-04-09,11529413800
2007-04-10,11414465524
2007-04-11,11347327593
2007-04-12,11506017249
2007-04-13,11572137938
2007-04-16,11813224145
2007-04-17,11631137938
2007-04-18,11606724145
2007-04-19,11559931042
2007-04-20,11905793111
2007-04-23,12082793111
2007-04-24,11979034490
2007-04-25,11483637938
2007-04-26,11656568973
2007-04-27,11596551732
2007-04-30,11146931042
2007-05-01,10861086214
2007-05-02,11129637938
2007-05-03,11024862076
2007-05-04,11055379317
2007-05-07,11369706904
2007-05-08,11540603456
2007-05-09,11828482766
2007-05-10,11444982766
2007-05-11,11716586214
2007-05-14,11610793111
2007-05-15,11625034490
2007-05-16,11550775869
2007-05-17,11469396559
2007-05-18,11625034490
2007-05-21,11654534490
2007-05-22,11459224145
2007-05-23,11478551731
2007-05-24,11079793110
2007-05-25,11297482766
2007-05-29,11207965524
2007-05-30,11428706904
2007-05-31,11758293111
2007-06-01,11854931042
2007-06-04,11715568973
2007-06-05,11781689663
2007-06-06,11512120697
2007-06-07,11155068973
2007-06-08,11358517249
2007-06-11,11159137938
2007-06-12,10853965524
2007-06-13,10938396559
2007-06-14,11130655179
2007-06-15,11210000007
2007-06-18,11100137938
2007-06-19,11301551731
2007-06-20,11013672421
2007-06-21,11113362076
2007-06-22,10861086214
2007-06-25,10752241386
2007-06-26,10478603455
2007-06-27,10517258627
2007-06-28,10716637938
2007-06-29,10668827593
2007-07-02,11057402677
2007-07-03,11094141624
2007-07-05,11097203203
2007-07-06,10993109519
2007-07-09,10976781097
2007-07-10,11040053729
2007-07-11,11218645835
2007-07-12,11664615837
2007-07-13,11732991101
2007-07-16,11614610047
2007-07-17,11576850574
2007-07-18,11655431100
2007-07-19,11842187417
2007-07-20,11538070573
2007-07-23,11606445837
2007-07-24,11246200046
2007-07-25,11012499519
2007-07-26,10774716886
2007-07-27,10451210043
2007-07-30,10900241623
2007-07-31,10708382675
2007-08-01,10667561622
2007-08-02,10789004255
2007-08-03,10450189516
2007-08-06,10400183727
2007-08-07,10382834779
2007-08-08,10972698992
2007-08-09,10685931096
2007-08-10,10171585831
2007-08-13,9920536356
2007-08-14,9511305302
2007-08-15,9201065301
2007-08-16,8940831089
2007-08-17,9409252670
2007-08-20,9600091092
2007-08-21,9919515830
2007-08-22,9927680040
2007-08-23,9713369513
2007-08-24,10016465830
2007-08-27,9950131620
2007-08-28,9439868460
2007-08-29,9837873724
2007-08-30,9715410566
2007-08-31,10143011094
2007-09-04,10238940568
2007-09-05,9916454251
2007-09-06,9940946883
2007-09-07,9660302145
2007-09-10,9413334775
2007-09-11,9508243723
2007-09-12,9310261617
2007-09-13,9383739512
2007-09-14,9707246355
2007-09-17,9667445829
2007-09-18,10446107411
2007-09-19,10525708464
2007-09-20,10530811096
2007-09-21,10902282676
2007-09-24,11065566887
2007-09-25,11123736888
2007-09-26,11224768993
2007-09-27,11374786362
2007-09-28,11220686888
2007-10-01,11408340441
2007-10-02,11390212782
2007-10-03,11056865263
2007-10-04,11005503561
2007-10-05,11139446824
2007-10-08,11172680866
2007-10-09,11627886541
2007-10-10,11190808526
2007-10-11,10740638313
2007-10-12,10074950368
2007-10-15,9563347531
2007-10-16,9579461006
2007-10-17,9609673772
2007-10-18,9689234056
2007-10-19,9440482282
2007-10-22,9546226963
2007-10-23,9428397176
2007-10-24,9919858170
2007-10-25,9999418453
2007-10-26,10262269518
2007-10-29,10486851078
2007-10-30,10039702141
2007-10-31,10289461007
2007-11-01,9715418453
2007-11-02,10118255333
2007-11-05,9833248240
2007-11-06,10090056751
2007-11-07,9543205687
2007-11-08,9489829800
2007-11-09,9641900722
2007-11-12,8817092211
2007-11-13,9155475190
2007-11-14,9670099304
2007-11-15,9280354623
2007-11-16,9450553204
2007-11-19,9104113488
2007-11-20,9379049658
2007-11-21,9116198594
2007-11-23,9394156041
2007-11-26,9099078027
2007-11-27,9323659587
2007-11-28,9642907815
2007-11-29,9714411361
2007-11-30,9844326255
2007-12-03,9629815616
2007-12-04,9365957460
2007-12-05,9402212779
2007-12-06,9514000013
2007-12-07,9646936183
2007-12-10,9589531928
2007-12-11,9204822708
2007-12-12,9286397176
2007-12-13,9178638310
2007-12-14,9033617034
2007-12-17,8741560296
2007-12-18,8570354621
2007-12-19,8625744693
2007-12-20,8381021288
2007-12-21,8772780154
2007-12-24,8892624126
2007-12-26,9002397175
2007-12-27,8751631218
2007-12-28,8830184409
2007-12-31,8709120000
2008-01-02,8492400000
2008-01-03,8674848000
2008-01-04,8347248000
2008-01-07,7987391999
2008-01-08,7671888000
2008-01-09,7608384000
2008-01-10,7872479999
2008-01-11,7793855999
2008-01-14,8072064000
2008-01-15,7564032000
2008-01-16,6950160000
2008-01-17,6596352000
2008-01-18,6810048000
2008-01-22,6840288000
2008-01-23,6740496000
2008-01-24,6706224000
2008-01-25,6652800000
2008-01-28,6720336000
2008-01-29,7121520000
2008-01-30,7139664000
2008-01-31,7084224000
2008-02-01,7461216000
2008-02-04,7411824000
2008-02-05,7275744000
2008-02-06,7361424000
2008-02-07,7579152000
2008-02-08,7721279999
2008-02-11,8135567999
2008-02-12,7975296000
2008-02-13,8346240000
2008-02-14,8314991999
2008-02-15,8311967999
2008-02-19,8602272000
2008-02-20,8643600000
2008-02-21,8345232000
2008-02-22,8430912000
2008-02-25,8653680000
2008-02-26,8568000000
2008-02-27,8417808000
2008-02-28,8526672000
2008-02-29,7796879999
2008-03-03,7712208000
2008-03-04,7430976000
2008-03-05,7692048000
2008-03-06,7429967999
2008-03-07,7063055999
2008-03-10,6645744000
2008-03-11,7308000000
2008-03-12,7158816000
2008-03-13,7459200000
2008-03-14,7409808000
2008-03-17,7178976000
2008-03-18,7741440000
2008-03-19,7228367999
2008-03-20,7323120000
2008-03-24,7593264000
2008-03-25,7692048000
2008-03-26,7615440000
2008-03-27,7311024000
2008-03-28,7197120000
2008-03-31,7174228551
2008-04-01,7565312478
2008-04-02,7738233906
2008-04-03,7545205335
2008-04-04,8444999976
2008-04-07,8042857120
2008-04-08,8372614261
2008-04-09,8154451762
2008-04-10,8164505333
2008-04-11,7887026763
2008-04-14,7570339264
2008-04-15,7487899978
2008-04-16,7886021406
2008-04-17,7645741049
2008-04-18,7474830335
2008-04-21,7388369621
2008-04-22,7202378550
2008-04-23,7414508907
2008-04-24,7200367836
2008-04-25,7299898193
2008-04-28,7246614265
2008-04-29,6955060694
2008-04-30,6919873194
2008-05-01,7098826765
2008-05-02,7290849979
2008-05-05,7351171407
2008-05-06,7442658907
2008-05-07,7392391050
2008-05-08,7699024978
2008-05-09,7556264264
2008-05-12,7610553549
2008-05-13,7692992835
2008-05-14,7538167835
2008-05-15,8113232119
2008-05-16,8208741048
2008-05-19,8259008905
2008-05-20,8204719619
2008-05-21,7782469620
2008-05-22,7687966049
2008-05-23,7479857121
2008-05-27,7339107122
2008-05-28,7714105335
2008-05-29,7454723193
2008-05-30,7540178550
2008-06-02,7275769622
2008-06-03,7088773194
2008-06-04,6914846408
2008-06-05,6817326766
2008-06-06,6654458909
2008-06-09,6828385694
2008-06-10,6523762481
2008-06-11,6258348196
2008-06-12,6252316053
2008-06-13,6623292838
2008-06-16,6583078552
2008-06-17,6546885695
2008-06-18,6431269624
2008-06-19,6345814267
2008-06-20,6297557124
2008-06-23,6370948196
2008-06-24,6177919625
2008-06-25,6168871411
2008-06-26,5965789268
2008-06-27,6072357125
2008-06-30,5868720000
2008-07-01,5745960000
2008-07-02,5210370000
2008-07-03,5209380000
2008-07-07,5149980000
2008-07-08,5108400000
2008-07-09,4953960000
2008-07-10,5064840000
2008-07-11,4984650000
2008-07-14,5465790000
2008-07-15,5443020000
2008-07-16,5406390000
2008-07-17,5328180000
2008-07-18,5346000000
2008-07-21,5459850000
2008-07-22,5407380000
2008-07-23,5187600000
2008-07-24,4576770000
2008-07-25,4500540000
2008-07-28,4535190000
2008-07-29,4766850000
2008-07-30,4920300000
2008-07-31,4681710000
2008-08-01,4551030000
2008-08-04,4333230000
2008-08-05,4543110000
2008-08-06,4728240000
2008-08-07,4665870000
2008-08-08,4768830000
2008-08-11,4736160000
2008-08-12,4639140000
2008-08-13,4790610000
2008-08-14,4839120000
2008-08-15,4857930000
2008-08-18,4827240000
2008-08-19,4786650000
2008-08-20,4935150000
2008-08-21,4931190000
2008-08-22,4817340000
2008-08-25,4617360000
2008-08-26,4728240000
2008-08-27,4840110000
2008-08-28,4959900000
2008-08-29,4851000000
2008-09-02,4628250000
2008-09-03,4579740000
2008-09-04,4373820000
2008-09-05,4438170000
2008-09-08,4154040000
2008-09-09,3763980000
2008-09-10,4038210000
2008-09-11,4050089999
2008-09-12,4111470000
2008-09-15,3746160000
2008-09-16,3960990000
2008-09-17,3770910000
2008-09-18,3988710000
2008-09-19,4455000000
2008-09-22,4090680000
2008-09-23,3746160000
2008-09-24,3492720000
2008-09-25,3389760000
2008-09-26,3254129999
2008-09-29,2754180000
2008-09-30,2872260000
2008-10-01,2794500000
2008-10-02,2457216000
2008-10-03,2470824000
2008-10-06,2362932000
2008-10-07,2123820000
2008-10-08,2273508000
2008-10-09,1997460000
2008-10-10,2302668000
2008-10-13,2666196000
2008-10-14,2505816000
2008-10-15,2025648000
2008-10-16,2298780000
2008-10-17,2363904000
2008-10-20,2527200000
2008-10-21,2403756000
2008-10-22,2217132000
2008-10-23,2029536000
2008-10-24,2069388000
2008-10-27,1805975999
2008-10-28,2277396000
2008-10-29,2429028000
2008-10-30,2476656000
2008-10-31,2579688000
2008-11-03,2705076000
2008-11-04,2748816000
2008-11-05,2438748000
2008-11-06,2311416000
2008-11-07,2360016000
2008-11-10,2315304000
2008-11-11,2245320000
2008-11-12,1991627999
2008-11-13,2169504000
2008-11-14,2060640000
2008-11-17,1976075999
2008-11-18,1943027999
2008-11-19,1622268000
2008-11-20,1481328000
2008-11-21,1646568000
2008-11-24,1851660000
2008-11-25,1944000000
2008-11-26,2267676000
2008-11-28,2230740000
2008-12-01,1944000000
2008-12-02,2090772000
2008-12-03,2005236000
2008-12-04,1985796000
2008-12-05,2094660000
2008-12-08,2352240000
2008-12-09,2374596000
2008-12-10,2464020000
2008-12-11,2194776000
2008-12-12,2337660000
2008-12-15,2230740000
2008-12-16,2409588000
2008-12-17,2508732000
2008-12-18,2349324000
2008-12-19,2383344000
2008-12-22,2195748000
2008-12-23,2249208000
2008-12-24,2239488000
2008-12-26,2310444000
2008-12-29,2280312000
2008-12-30,2345436000
2008-12-31,2481516000
2009-01-02,2629260000
2009-01-05,2785752000
2009-01-06,3054024000
2009-01-07,2835324000
2009-01-08,2920860000
2009-01-09,2765340000
2009-01-12,2527200000
2009-01-13,2563164000
2009-01-14,2380428000
2009-01-15,2483460000
2009-01-16,2560248000
2009-01-20,2342520000
2009-01-21,2183112000
2009-01-22,2064527999
2009-01-23,2187972000
2009-01-26,2161728000
2009-01-27,2272536000
2009-01-28,2430972000
2009-01-29,2261844000
2009-01-30,2147148000
2009-02-02,2123820000
2009-02-03,2250180000
2009-02-04,2307528000
2009-02-05,2375568000
2009-02-06,2479572000
2009-02-09,2483460000
2009-02-10,2289060000
2009-02-11,2316276000
2009-02-12,2371680000
2009-02-13,2421252000
2009-02-17,2200608000
2009-02-18,2197692000
2009-02-19,2164644000
2009-02-20,2116044000
2009-02-23,1929420000
2009-02-24,2063556000
2009-02-25,1919700000
2009-02-26,1940112000
2009-02-27,1911924000
2009-03-02,1716552000
2009-03-03,1728216000
2009-03-04,1853604000
2009-03-05,1724327999
2009-03-06,1700027999
2009-03-09,1722384000
2009-03-10,1941084000
2009-03-11,1945944000
2009-03-12,1981908000
2009-03-13,2043144000
2009-03-16,2039256000
2009-03-17,1963440000
2009-03-18,2055779999
2009-03-19,2108268000
2009-03-20,2000375999
2009-03-23,2200608000
2009-03-24,2187000000
2009-03-25,2221020000
2009-03-26,2397924000
2009-03-27,2288088000
2009-03-30,2109240000
2009-03-31,2131596000
2009-04-01,2277396000
2009-04-02,2460132000
2009-04-03,2538864000
2009-04-06,2516508000
2009-04-07,2379456000
2009-04-08,2435832000
2009-04-09,2750760000
2009-04-13,2843100000
2009-04-14,2679804000
2009-04-15,2727432000
2009-04-16,2804220000
2009-04-17,2867400000
2009-04-20,2625372000
2009-04-21,2680776000
2009-04-22,2932524000
2009-04-23,2885868000
2009-04-24,3163859999
2009-04-27,2947104000
2009-04-28,2904336000
2009-04-29,3049164000
2009-04-30,3181355999
2009-05-01,3246480000
2009-05-04,3506976000
2009-05-05,3607092000
2009-05-06,3699432000
2009-05-07,3623616000
2009-05-08,3718872000
2009-05-11,3656663999
2009-05-12,3619728000
2009-05-13,3192048000
2009-05-14,3256200000
2009-05-15,3166776000
2009-05-18,3267863999
2009-05-19,3471012000
2009-05-20,3573072000
2009-05-21,3315492000
2009-05-22,3338820000
2009-05-26,3480732000
2009-05-27,3124980000
2009-05-28,3252312000
2009-05-29,3441851999
2009-06-01,3752892000
2009-06-02,3911328000
2009-06-03,3718872000
