,NUE
2004-08-24,6418534320
2004-08-25,6345488160
2004-08-26,6253386480
2004-08-27,6320080800
2004-08-30,6196219920
2004-08-31,6215275440
2004-09-01,6224803200
2004-09-02,6415358400
2004-09-03,6447117600
2004-09-07,6605913600
2004-09-08,6536043359
2004-09-09,7021959120
2004-09-10,7079125680
2004-09-13,7025135040
2004-09-14,7021959120
2004-09-15,6964792560
2004-09-16,6996551760
2004-09-17,7120412640
2004-09-20,7129940400
2004-09-21,7101357120
2004-09-22,7091829359
2004-09-23,6879042720
2004-09-24,6850459440
2004-09-27,6872690880
2004-09-28,7187106960
2004-09-29,7085477520
2004-09-30,7253801280
2004-10-01,7387189920
2004-10-04,7756100000
2004-10-05,7675975000
2004-10-06,7865070000
2004-10-07,7781740000
2004-10-08,7567005000
2004-10-11,7595850000
2004-10-12,7461240000
2004-10-13,7099075000
2004-10-14,7070230000
2004-10-15,7099075000
2004-10-18,7018950000
2004-10-19,6323465000
2004-10-20,6451665000
2004-10-21,6560635000
2004-10-22,6438845000
2004-10-25,6685630000
2004-10-26,6954850000
2004-10-27,6833060000
2004-10-28,6570250000
2004-10-29,6768960000
2004-11-01,6871520000
2004-11-02,7204840000
2004-11-03,7454830000
2004-11-04,7708025000
2004-11-05,7589440000
2004-11-08,7685590000
2004-11-09,7820200000
2004-11-10,7999680000
2004-11-11,7922760000
2004-11-12,8233645000
2004-11-15,8272105000
2004-11-16,8118264999
2004-11-17,8233645000
2004-11-18,7913145000
2004-11-19,7929169999
2004-11-22,8240055000
2004-11-23,8102240000
2004-11-24,8195185000
2004-11-26,8663115000
2004-11-29,8570169999
2004-11-30,8477225000
2004-12-01,8377870000
2004-12-02,8066985000
2004-12-03,8307360000
2004-12-06,8143905000
2004-12-07,7909940000
2004-12-08,7791355000
2004-12-09,7941990000
2004-12-10,8012500000
2004-12-13,8333000000
2004-12-14,8278514999
2004-12-15,8573375000
2004-12-16,8454790000
2004-12-17,8464405000
2004-12-20,8422740000
2004-12-21,8759265000
2004-12-22,8650295000
2004-12-23,8631065000
2004-12-27,8647090000
2004-12-28,8826570000
2004-12-29,8794520000
2004-12-30,8233645000
2004-12-31,8359116720
2005-01-03,8058865680
2005-01-04,8004564960
2005-01-05,7934293440
2005-01-06,7857633600
2005-01-07,7879992720
2005-01-10,7972623360
2005-01-11,7723478880
2005-01-12,7864021920
2005-01-13,8052477360
2005-01-14,8352728400
2005-01-18,8292039360
2005-01-19,8237738640
2005-01-20,8109972240
2005-01-21,8244126960
2005-01-24,8180243760
2005-01-25,8486883120
2005-01-26,8458135680
2005-01-27,8681726880
2005-01-28,8767969200
2005-01-31,8969201280
2005-02-01,8946842160
2005-02-02,9033084480
2005-02-03,9103356000
2005-02-04,9033084480
2005-02-07,9100161840
2005-02-08,9109744320
2005-02-09,8799910800
2005-02-10,9029890320
2005-02-11,9090579360
2005-02-14,9189598320
2005-02-15,9061831920
2005-02-16,9531373440
2005-02-17,9387636240
2005-02-18,9624004080
2005-02-22,9279034800
2005-02-23,9454713600
2005-02-24,9850789440
2005-02-25,10125487200
2005-02-28,9956196720
2005-03-01,9630392400
2005-03-02,9754964640
2005-03-03,9678304800
2005-03-04,10195758720
2005-03-07,9882731040
2005-03-08,9560120880
2005-03-09,9400412880
2005-03-10,9205569120
2005-03-11,9991332480
2005-03-14,9873148560
2005-03-15,10058409840
2005-03-16,9745382160
2005-03-17,9901896000
2005-03-18,9844401120
2005-03-21,10115904720
2005-03-22,10004109120
2005-03-23,9770935440
2005-03-24,9860371920
2005-03-28,9633586560
2005-03-29,8978783760
2005-03-30,9151268400
2005-03-31,9192792480
2005-04-01,9326947200
2005-04-04,9141880000
2005-04-05,9135560000
2005-04-06,9122920000
2005-04-07,9053400000
2005-04-08,8734240000
2005-04-11,8750040000
2005-04-12,8857480000
2005-04-13,8269720000
2005-04-14,7884200000
2005-04-15,7707240000
2005-04-18,8165440000
2005-04-19,8418240000
2005-04-20,8181240000
2005-04-21,8468800000
2005-04-22,8396120000
2005-04-25,8430880000
2005-04-26,8152800000
2005-04-27,7960040000
2005-04-28,7865240000
2005-04-29,8073800000
2005-05-02,8058000000
2005-05-03,8080120000
2005-05-04,8326600000
2005-05-05,8266560000
2005-05-06,8456160000
2005-05-09,8475120000
2005-05-10,8061160000
2005-05-11,8197040000
2005-05-12,7729360000
2005-05-13,7577680000
2005-05-16,7742000000
2005-05-17,7963200000
2005-05-18,8332920000
2005-05-19,8225480000
2005-05-20,8155960000
2005-05-23,8253920000
2005-05-24,8178080000
2005-05-25,8073800000
2005-05-26,8348720000
2005-05-27,8497240000
2005-05-31,8367680000
2005-06-01,8566760000
2005-06-02,8544640000
2005-06-03,8503560000
2005-06-06,8358200000
2005-06-07,8323440000
2005-06-08,8190720000
2005-06-09,8130680000
2005-06-10,8124360000
2005-06-13,8159120000
2005-06-14,8089600000
2005-06-15,8389800000
2005-06-16,8484600000
2005-06-17,8588880000
2005-06-20,8361360000
2005-06-21,8007440000
2005-06-22,7896839999
2005-06-23,7505000000
2005-06-24,7347000000
2005-06-27,7359640000
2005-06-28,7533440000
2005-06-29,7438640000
2005-06-30,7207960000
2005-07-01,7334360000
2005-07-05,7395810450
2005-07-06,7458143450
2005-07-07,7532943050
2005-07-08,7660725699
2005-07-11,7869541250
2005-07-12,7791625000
2005-07-13,7875774550
2005-07-14,7723058700
2005-07-15,7751108550
2005-07-18,7776041750
2005-07-19,8034723700
2005-07-20,8393138450
2005-07-21,8471054700
2005-07-22,8620653900
2005-07-25,8461704750
2005-07-26,8654937050
2005-07-27,8592604050
2005-07-28,8757786500
2005-07-29,8642470450
2005-08-01,8676753600
2005-08-02,9103734650
2005-08-03,8944785500
2005-08-04,8866869250
2005-08-05,8735969950
2005-08-08,8891802450
2005-08-09,8882452500
2005-08-10,9025818400
2005-08-11,9116201250
2005-08-12,9060101550
2005-08-15,9125551200
2005-08-16,8792069650
2005-08-17,8832586100
2005-08-18,8580137450
2005-08-19,8573904150
2005-08-22,8704803450
2005-08-23,8492871250
2005-08-24,8333922099
2005-08-25,8467938050
2005-08-26,8365088600
2005-08-29,8670520300
2005-08-30,8601954000
2005-08-31,8801419600
2005-09-01,9022701750
2005-09-02,9038285000
2005-09-06,8982185300
2005-09-07,9125551200
2005-09-08,9156717700
2005-09-09,9393583100
2005-09-12,9346833350
2005-09-13,9265800450
2005-09-14,9184767550
2005-09-15,9187884200
2005-09-16,9303200250
2005-09-19,9272033750
2005-09-20,8876219200
2005-09-21,9035168350
2005-09-22,9094384700
2005-09-23,9281383700
2005-09-26,9256450500
2005-09-27,9088151400
2005-09-28,9081918100
2005-09-29,9000885200
2005-09-30,9194117500
2005-10-03,9095682757
2005-10-04,8856731010
2005-10-05,8518474640
2005-10-06,8549507334
2005-10-07,8692257729
2005-10-10,8530887718
2005-10-11,8568126951
2005-10-12,8443996173
2005-10-13,8267109814
2005-10-14,8440892904
2005-10-17,8561920412
2005-10-18,8378827515
2005-10-19,8611572723
2005-10-20,8425376556
2005-10-21,8822595046
2005-10-24,9154644877
2005-10-25,9173264494
2005-10-26,9198090649
2005-10-27,8949829093
2005-10-28,9297395272
2005-10-31,9288085463
2005-11-01,9672890875
2005-11-02,9828054348
2005-11-03,9685303953
2005-11-04,9654271258
2005-11-07,9719439917
2005-11-08,9691510492
2005-11-09,9852880503
2005-11-10,9781505306
2005-11-11,10063902826
2005-11-14,9859087042
2005-11-15,9741162803
2005-11-16,9821847809
2005-11-17,10026663592
2005-11-18,9828054348
2005-11-21,10153897640
2005-11-22,10008043976
2005-11-23,10160104179
2005-11-25,10219066298
2005-11-28,10079419173
2005-11-29,10340093807
2005-11-30,10408365735
2005-12-01,10665937099
2005-12-02,10560425938
2005-12-05,10656627291
2005-12-06,10743518835
2005-12-07,10669040369
2005-12-08,10504567088
2005-12-09,10389746118
2005-12-12,10402159196
2005-12-13,10377333040
2005-12-14,10228376107
2005-12-15,10237685915
2005-12-16,10278028418
2005-12-19,10172517257
2005-12-20,10172517257
2005-12-21,10535599782
2005-12-22,10433191890
2005-12-23,10551116130
2005-12-27,10433191890
2005-12-28,10433191890
2005-12-29,10495257279
2005-12-30,10352506885
2006-01-03,10772509680
2006-01-04,10943353979
2006-01-05,10859484960
2006-01-06,11176323479
2006-01-09,11250873720
2006-01-10,11198067300
2006-01-11,11157685920
2006-01-12,10871910000
2006-01-13,10791147240
2006-01-17,10958885280
2006-01-18,10632727979
2006-01-19,10949566500
2006-01-20,10878122520
2006-01-23,11244661200
2006-01-24,11778937920
2006-01-25,12011907420
2006-01-26,12490271460
2006-01-27,13279261500
2006-01-30,13139479800
2006-01-31,13083567120
2006-02-01,12959316720
2006-02-02,12617628120
2006-02-03,12835066320
2006-02-06,13639587659
2006-02-07,12751197300
2006-02-08,12437465040
2006-02-09,12291470820
2006-02-10,12490271460
2006-02-13,12325639680
2006-02-14,12844385100
2006-02-15,12567927960
2006-02-16,13009016880
2006-02-17,12807109979
2006-02-21,13064929560
2006-02-22,13263730200
2006-02-23,13409724420
2006-02-24,13465637100
2006-02-27,13509124740
2006-02-28,13366236780
2006-03-01,13589887500
2006-03-02,13816644479
2006-03-03,13630268880
2006-03-06,13987488780
2006-03-07,13648906440
2006-03-08,13801113180
2006-03-09,13993701300
2006-03-10,14767160040
2006-03-13,14406833880
2006-03-14,14878985400
2006-03-15,15099529860
2006-03-16,15046723440
2006-03-17,15320074320
2006-03-20,15375987000
2006-03-21,15161655060
2006-03-22,15416368380
2006-03-23,15779800800
2006-03-24,15891626159
2006-03-27,16202252159
2006-03-28,16118383140
2006-03-29,16435221659
2006-03-30,16562578320
2006-03-31,16273696140
2006-04-03,16759326860
2006-04-04,16740712280
2006-04-05,17171950050
2006-04-06,17196769490
2006-04-07,16805863310
2006-04-10,16846194900
2006-04-11,16495620310
2006-04-12,16632127230
2006-04-13,16995111540
2006-04-17,17438759030
2006-04-18,18130600920
2006-04-19,18425331770
2006-04-20,17395325010
2006-04-21,17606290250
2006-04-24,17522524640
2006-04-25,17367403140
2006-04-26,17305354540
2006-04-27,16554566480
2006-04-28,16880321629
2006-05-01,17820357920
2006-05-02,18006503720
2006-05-03,18183342230
2006-05-04,18505994950
2006-05-05,18158522790
2006-05-08,18496687660
2006-05-09,18133703350
2006-05-10,18453253640
2006-05-11,17544241650
2006-05-12,17296047250
2006-05-15,17165745190
2006-05-16,17218486500
2006-05-17,16349806100
2006-05-18,16256733200
2006-05-19,16281552639
2006-05-22,15552481590
2006-05-23,15872031879
2006-05-24,16219504040
2006-05-25,16895833780
2006-05-26,17429451740
2006-05-30,16467698440
2006-05-31,16331191520
2006-06-01,16560771340
2006-06-02,16722097700
2006-06-05,15639349629
2006-06-06,15946490200
2006-06-07,14866844560
2006-06-08,15170882700
2006-06-09,15282570180
2006-06-12,14646572030
2006-06-13,14339431460
2006-06-14,14832717830
2006-06-15,15803778420
2006-06-16,15682783650
2006-06-19,15084014660
2006-06-20,15257750740
2006-06-21,15751037110
2006-06-22,15428384389
2006-06-23,15937182910
2006-06-26,16104714129
2006-06-27,16129533570
2006-06-28,16421161990
2006-06-29,17019930980
2006-06-30,16830682750
2006-07-03,17052469900
2006-07-05,16464138350
2006-07-06,16284285700
2006-07-07,16519008650
2006-07-10,16756779950
2006-07-11,16613507500
2006-07-12,16525105350
2006-07-13,15174686300
2006-07-14,15357587300
2006-07-17,14821077700
2006-07-18,15174686300
2006-07-19,16064804500
2006-07-20,15284426900
2006-07-21,14769255750
2006-07-24,15299668650
2006-07-25,15638035500
2006-07-26,15729486000
2006-07-27,15592310250
2006-07-28,16019079250
2006-07-31,16208076950
2006-08-01,15720340950
2006-08-02,16299527450
2006-08-03,16113578100
2006-08-04,15613648700
2006-08-07,15912387000
2006-08-08,15784356300
2006-08-09,15796549700
2006-08-10,15628890450
2006-08-11,14866802950
2006-08-14,14891189750
2006-08-15,15397215850
2006-08-16,15936773800
2006-08-17,15479521300
2006-08-18,15723389300
2006-08-21,15653277250
2006-08-22,15793501350
2006-08-23,15327103800
2006-08-24,15165541250
2006-08-25,15104574250
2006-08-28,15208218150
2006-08-29,15241750000
2006-08-30,14827174400
2006-08-31,14897286450
2006-09-01,15144202800
2006-09-05,15772162900
2006-09-06,15348442250
2006-09-07,15168589600
2006-09-08,15141154450
2006-09-11,14135198950
2006-09-12,14144344000
2006-09-13,14546726200
2006-09-14,14223601099
2006-09-15,14254084600
2006-09-18,14866802950
2006-09-19,14674756900
2006-09-20,14857657900
2006-09-21,14531484450
2006-09-22,14318099950
2006-09-25,14379066950
2006-09-26,15080187450
2006-09-27,14979591900
2006-09-28,15113719300
2006-09-29,15086284150
2006-10-02,15012346699
2006-10-03,14537291466
2006-10-04,14657558613
2006-10-05,15628715830
2006-10-06,15370141463
2006-10-09,15836176660
2006-10-10,15974483879
2006-10-11,15812123230
2006-10-12,16239071604
2006-10-13,16470585863
2006-10-16,16801320519
2006-10-17,16491632614
2006-10-18,16326265286
2006-10-19,16446532434
2006-10-20,16251098319
2006-10-23,16569806260
2006-10-24,18515127373
2006-10-25,17787511130
2006-10-26,17928825028
2006-10-27,17546976834
2006-10-30,17357556077
2006-10-31,17562010228
2006-11-01,17234282251
2006-11-02,17264349037
2006-11-03,17288402467
2006-11-06,17913791635
2006-11-07,17595083693
2006-11-08,17348536041
2006-11-09,18073145605
2006-11-10,17652210588
2006-11-13,17718357520
2006-11-14,17531943441
2006-11-15,17483836582
2006-11-16,16593859690
2006-11-17,17171141998
2006-11-20,17279382431
2006-11-21,17949871779
2006-11-22,17844638025
2006-11-24,17688290733
2006-11-27,17628157159
2006-11-28,17354549398
2006-11-29,18043078818
2006-11-30,17994971959
2006-12-01,17631163838
2006-12-04,19059336215
2006-12-05,19110449753
2006-12-06,19245750294
2006-12-07,19795972494
2006-12-08,19708778812
2006-12-11,19347977370
2006-12-12,17919804992
2006-12-13,17970918530
2006-12-14,17537956798
2006-12-15,17823591274
2006-12-18,17165128641
2006-12-19,17291409146
2006-12-20,16825373949
2006-12-21,16732166909
2006-12-22,16587846332
2006-12-26,16699093444
2006-12-27,16744193624
2006-12-28,16620919798
2006-12-29,16434505719
2007-01-03,16406353000
2007-01-04,16532787280
2007-01-05,16475590820
2007-01-08,16842852300
2007-01-09,16752542100
2007-01-10,16779635160
2007-01-11,16848872980
2007-01-12,16948214200
2007-01-16,16830810939
2007-01-17,16951224540
2007-01-18,16665242240
2007-01-19,17216134460
2007-01-22,17131844939
2007-01-23,17791109400
2007-01-24,17821212800
2007-01-25,18859780100
2007-01-26,18507570320
2007-01-29,18627983920
2007-01-30,19187907160
2007-01-31,19428734360
2007-02-01,19513023879
2007-02-02,19516034220
2007-02-05,19124690020
2007-02-06,19329393140
2007-02-07,19332403480
2007-02-08,19076524580
2007-02-09,18558746100
2007-02-12,18763449220
2007-02-13,19272196680
2007-02-14,19344444840
2007-02-15,19657520200
2007-02-16,19482920480
2007-02-20,19437765379
2007-02-21,19979626580
2007-02-22,19690633940
2007-02-23,19389599940
2007-02-26,19305310420
2007-02-27,18071071020
2007-02-28,18323939580
2007-03-01,18308887880
2007-03-02,17682737160
2007-03-05,17429868600
2007-03-06,18074081360
2007-03-07,18046988300
2007-03-08,19001266080
2007-03-09,19344444840
2007-03-12,19022338460
2007-03-13,18263732780
2007-03-14,19061472880
2007-03-15,19067493560
2007-03-16,18561756440
2007-03-19,19181886480
2007-03-20,19175865800
2007-03-21,19717727000
2007-03-22,19476899800
2007-03-23,19615375440
2007-03-26,19735789040
2007-03-27,19777933800
2007-03-28,19522054900
2007-03-29,19901357740
2007-03-30,19606344420
2007-04-02,19515330540
2007-04-03,19653929460
2007-04-04,19783489320
2007-04-05,20039596020
2007-04-09,20337885000
2007-04-10,20202299100
2007-04-11,20048635080
2007-04-12,20096843400
2007-04-13,20123960580
2007-04-16,20331858960
2007-04-17,20105882460
2007-04-18,19819645560
2007-04-19,20075752260
2007-04-20,20395132380
2007-04-23,20651239080
2007-04-24,20099856420
2007-04-25,20145051720
2007-04-26,19940166360
2007-04-27,19566551880
2007-04-30,19120624920
2007-05-01,19376731620
2007-05-02,19485200340
2007-05-03,19735281000
2007-05-04,19699124760
2007-05-07,20018504880
2007-05-08,19864840860
2007-05-09,19885932000
2007-05-10,19524369600
2007-05-11,19840736700
2007-05-14,19885932000
2007-05-15,19949205420
2007-05-16,19997413740
2007-05-17,19810606500
2007-05-18,20078765280
2007-05-21,20003439780
2007-05-22,19807593480
2007-05-23,19512317520
2007-05-24,19256210820
2007-05-25,19804580460
2007-05-29,19882918980
2007-05-30,20452379760
2007-05-31,20349937080
2007-06-01,20865163500
2007-06-04,20597004720
2007-06-05,20401158420
2007-06-06,20202299100
2007-06-07,19524369600
2007-06-08,20069726220
2007-06-11,18879583320
2007-06-12,18162484560
2007-06-13,18524046960
2007-06-14,18852466140
2007-06-15,18988052040
2007-06-18,18858492180
2007-06-19,19063377540
2007-06-20,18548151120
2007-06-21,18759062520
2007-06-22,18548151120
2007-06-25,18011833560
2007-06-26,17535776400
2007-06-27,17382112380
2007-06-28,17532763380
2007-06-29,17671362300
2007-07-02,17491969280
2007-07-03,17354214160
2007-07-05,17453866800
2007-07-06,17878856000
2007-07-09,17905234640
2007-07-10,17609207680
2007-07-11,18081092240
2007-07-12,18514874320
2007-07-13,18690731920
2007-07-16,18256949840
2007-07-17,18286259440
2007-07-18,18265742720
2007-07-19,17916958480
2007-07-20,17749893760
2007-07-23,17175425600
2007-07-24,16694748160
2007-07-25,16392859280
2007-07-26,15378747120
2007-07-27,15185303760
2007-07-30,15384609040
2007-07-31,14713419200
2007-08-01,14827726640
2007-08-02,14880483920
2007-08-03,15059272480
2007-08-06,15665981200
2007-08-07,15709945600
2007-08-08,16088039440
2007-08-09,15416849600
2007-08-10,15340644640
2007-08-13,14865829120
2007-08-14,14464287600
2007-08-15,13631894960
2007-08-16,13441382560
2007-08-17,14540492560
2007-08-20,14540492560
2007-08-21,14654800000
2007-08-22,15698221760
2007-08-23,15103236880
2007-08-24,16152520560
2007-08-27,15671843120
2007-08-28,15012377120
2007-08-29,15469606880
2007-08-30,15205820480
2007-08-31,15504778400
2007-09-04,15328920800
2007-09-05,15519433200
2007-09-06,16246311280
2007-09-07,15789081520
2007-09-10,15619085840
2007-09-11,15692359840
2007-09-12,15668912160
2007-09-13,16501304800
2007-09-14,16726988720
2007-09-17,16369411600
2007-09-18,17263354400
2007-09-19,17225251920
2007-09-20,17046463359
2007-09-21,17439212000
2007-09-24,17365938000
2007-09-25,17477314480
2007-09-26,17615069600
2007-09-27,17744031840
2007-09-28,17430419120
2007-10-01,16802722491
2007-10-02,16880180833
2007-10-03,16401086645
2007-10-04,16349447751
2007-10-05,16650674635
2007-10-08,16429774920
2007-10-09,16860099041
2007-10-10,16725264150
2007-10-11,16237563480
2007-10-12,16125679208
2007-10-15,15985106662
2007-10-16,15979369007
2007-10-17,16395348991
2007-10-18,17278947851
2007-10-19,16963376830
2007-10-22,17017884552
2007-10-23,17769517349
2007-10-24,17726484937
2007-10-25,17864188655
2007-10-26,18194103814
2007-10-29,18231398571
2007-10-30,17534273496
2007-10-31,17792467968
2007-11-01,16613379878
2007-11-02,16613379878
2007-11-05,16352316579
2007-11-06,16949032692
2007-11-07,16137154518
2007-11-08,16223219342
2007-11-09,15718305708
2007-11-12,14894952224
2007-11-13,15290850415
2007-11-14,15244949175
2007-11-15,14625282442
2007-11-16,15049868907
2007-11-19,14522004653
2007-11-20,14912165189
2007-11-21,14923640498
2007-11-23,15270768622
2007-11-26,14854788639
2007-11-27,14943722291
2007-11-28,15744125155
2007-11-29,16469938505
2007-11-30,16986327449
2007-12-03,16599035741
2007-12-04,16619117533
2007-12-05,17155588270
2007-12-06,17568699426
2007-12-07,17780992659
2007-12-10,17706403144
2007-12-11,16983458622
2007-12-12,17608863010
2007-12-13,17430995707
2007-12-14,17192883027
2007-12-17,16662149945
2007-12-18,16894524970
2007-12-19,16785509526
2007-12-20,16949032692
2007-12-21,17336324401
2007-12-24,17393700950
2007-12-26,17717878454
2007-12-27,17367881503
2007-12-28,17456815154
2007-12-31,17067677760
2008-01-02,16707417760
2008-01-03,16384624800
2008-01-04,15799562560
2008-01-07,15465241279
2008-01-08,15165504960
2008-01-09,15113627520
2008-01-10,16044539360
2008-01-11,15537293279
2008-01-14,16110827200
2008-01-15,15459477120
2008-01-16,15286552320
2008-01-17,14496862400
2008-01-18,14762013760
2008-01-22,15038693440
2008-01-23,15116509600
2008-01-24,16185761279
2008-01-25,15842793760
2008-01-28,15920609920
2008-01-29,16136765920
2008-01-30,16534492960
2008-01-31,16669950720
2008-02-01,17171432640
2008-02-04,16814054720
2008-02-05,16240520800
2008-02-06,16133883840
2008-02-07,16407681440
2008-02-08,17292480000
2008-02-11,17278069600
2008-02-12,17332829120
2008-02-13,17684442880
2008-02-14,17915009280
2008-02-15,17871778080
2008-02-19,18413609120
2008-02-20,19018845920
2008-02-21,18488543200
2008-02-22,18978496800
2008-02-25,19246530240
2008-02-26,19572205280
2008-02-27,19624082720
2008-02-28,19606790240
2008-02-29,18609590559
2008-03-03,19036138400
2008-03-04,19217709440
2008-03-05,20016045600
2008-03-06,19742248000
2008-03-07,19206181120
2008-03-10,18243566400
2008-03-11,19430983360
2008-03-12,19454040000
2008-03-13,20886433760
2008-03-14,20520409600
2008-03-17,20295607360
2008-03-18,21457085600
2008-03-19,19684606400
2008-03-20,19874823680
2008-03-24,20537702080
2008-03-25,21007481120
2008-03-26,20592461600
2008-03-27,19946875680
2008-03-28,19903644480
2008-03-31,20204267880
2008-04-01,20675521839
2008-04-02,20940975020
2008-04-03,20759035200
2008-04-04,21039401480
2008-04-07,21260115360
2008-04-08,21286958940
2008-04-09,20699382800
2008-04-10,21370472300
2008-04-11,20472703680
2008-04-14,20314624820
2008-04-15,20523408220
2008-04-16,21656803820
2008-04-17,22023666080
2008-04-18,22047527040
2008-04-21,22187710180
2008-04-22,22259293060
2008-04-23,22441232880
2008-04-24,21907343900
2008-04-25,22587381260
2008-04-28,22966174000
2008-04-29,22393510960
2008-04-30,22518781000
2008-05-01,22017700839
2008-05-02,22160866600
2008-05-05,22921434700
2008-05-06,23565680620
2008-05-07,23434445339
2008-05-08,24418709940
2008-05-09,23386723420
2008-05-12,24260631080
2008-05-13,24275544180
2008-05-14,23857977380
2008-05-15,24290457280
2008-05-16,24478362339
2008-05-19,24254665839
2008-05-20,23813238080
2008-05-21,22670894620
2008-05-22,22217536380
2008-05-23,21552412120
2008-05-27,21615047140
2008-05-28,22369650000
2008-05-29,21743299800
2008-05-30,22309997600
2008-06-02,22333858560
2008-06-03,22205605900
2008-06-04,22113144680
2008-06-05,24022021480
2008-06-06,23324088400
2008-06-09,23529889180
2008-06-10,22697738200
2008-06-11,22169814460
2008-06-12,22047527040
2008-06-13,22984069720
2008-06-16,23297244820
2008-06-17,22948278280
2008-06-18,22793182040
2008-06-19,23058635220
2008-06-20,22536676720
2008-06-23,22930382560
2008-06-24,23004948060
2008-06-25,23019861160
2008-06-26,22032613940
2008-06-27,22333858560
2008-06-30,23648959710
2008-07-01,22876179990
2008-07-02,19617203220
2008-07-03,19807231020
2008-07-07,20925227909
2008-07-08,20003593080
2008-07-09,20773205670
2008-07-10,21039244590
2008-07-11,20703528810
2008-07-14,20374147290
2008-07-15,20228459310
2008-07-16,21302116380
2008-07-17,18942604530
2008-07-18,18543546150
2008-07-21,19328994390
2008-07-22,19037618430
2008-07-23,18559381800
2008-07-24,17675752530
2008-07-25,17764432170
2008-07-28,18084312300
2008-07-29,18749409600
2008-07-30,19072456860
2008-07-31,18122317860
2008-08-01,17032825140
2008-08-04,16275881070
2008-08-05,16519750079
2008-08-06,17026490880
2008-08-07,16994819579
2008-08-08,16342390800
2008-08-11,16038346320
2008-08-12,15765973140
2008-08-13,16703443620
2008-08-14,16108023180
2008-08-15,15965502329
2008-08-18,15756471750
2008-08-19,16098521790
2008-08-20,16636933890
2008-08-21,16573591290
2008-08-22,16342390800
2008-08-25,15841984260
2008-08-26,16085853270
2008-08-27,16503914430
2008-08-28,16725613530
2008-08-29,16627432500
2008-09-02,15541106910
2008-09-03,15468262920
2008-09-04,15005861940
2008-09-05,15344744850
2008-09-08,14780995710
2008-09-09,13349452950
2008-09-10,14014550250
2008-09-11,14331263250
2008-09-12,15642455070
2008-09-15,13998714600
2008-09-16,15002694810
2008-09-17,13941706260
2008-09-18,14397772980
2008-09-19,16203037079
2008-09-22,14952020730
2008-09-23,14378770200
2008-09-24,14309093340
2008-09-25,14571965130
2008-09-26,14049388680
2008-09-29,11635091359
2008-09-30,12427964000
2008-10-01,12160526800
2008-10-02,10791877600
2008-10-03,10933462000
2008-10-06,10615683680
2008-10-07,9744153040
2008-10-08,10194076800
2008-10-09,9360302000
2008-10-10,9674934000
2008-10-13,12361891280
2008-10-14,10760414400
2008-10-15,8627209440
2008-10-16,10002151280
2008-10-17,10559049920
2008-10-20,11669700880
2008-10-21,11345629920
2008-10-22,10810755520
2008-10-23,10659732160
2008-10-24,11015266320
2008-10-27,9954956480
2008-10-28,11358215200
2008-10-29,11528116480
2008-10-30,12239184800
2008-10-31,12745742320
2008-11-03,11902528560
2008-11-04,12478305119
2008-11-05,11169436000
2008-11-06,10357685440
2008-11-07,10946047280
2008-11-10,11053022160
2008-11-11,10772999680
2008-11-12,9637178160
2008-11-13,11024705280
2008-11-14,10297905359
2008-11-17,10030468160
2008-11-18,9803933120
2008-11-19,8916670880
2008-11-20,8029408640
2008-11-21,8897792960
2008-11-24,9778762560
2008-11-25,10153174640
2008-11-26,10980656800
2008-11-28,11226069760
2008-12-01,9741006720
2008-12-02,10282173760
2008-12-03,10143735680
2008-12-04,10640854240
2008-12-05,11468336400
2008-12-08,12808668720
2008-12-09,12893619359
2008-12-10,13780881600
2008-12-11,13557492880
2008-12-12,13856393280
2008-12-15,13548053920
2008-12-16,14362950800
2008-12-17,14869508320
2008-12-18,13526029680
2008-12-19,13387591600
2008-12-22,13104422800
2008-12-23,13535468640
2008-12-24,13743125760
2008-12-26,14262268560
2008-12-29,13988538720
2008-12-30,14498242560
2008-12-31,14521537800
2009-01-02,15181607700
2009-01-05,14873575080
2009-01-06,14323516830
2009-01-07,13745169869
2009-01-08,14138068619
2009-01-09,13742026680
2009-01-12,12846217530
2009-01-13,13267404990
2009-01-14,12406170930
2009-01-15,12817928820
2009-01-16,13232829900
2009-01-20,12588475950
2009-01-21,12824215200
2009-01-22,12393598170
2009-01-23,12396741360
2009-01-26,11774389740
2009-01-27,12509896200
2009-01-28,14002911450
2009-01-29,13525146570
2009-01-30,12821072010
2009-02-02,12707917170
2009-02-03,13402562160
2009-02-04,13437137250
2009-02-05,13908615750
2009-02-06,14424098910
2009-02-09,14260653030
2009-02-10,13311409650
2009-02-11,13537719330
2009-02-12,13817463240
2009-02-13,13776601770
2009-02-17,12638766990
2009-02-18,12161002110
2009-02-19,12318161610
2009-02-20,12566473619
2009-02-23,11174040450
2009-02-24,11865542250
2009-02-25,11318627190
2009-02-26,11042026470
2009-02-27,10576834350
2009-03-02,9662166060
2009-03-03,10095926280
2009-03-04,10916298869
2009-03-05,10080210330
2009-03-06,10165076460
2009-03-09,9926194020
2009-03-10,11494645830
2009-03-11,11598371100
2009-03-12,11617230240
2009-03-13,11749244220
2009-03-16,11614087050
2009-03-17,10545402450
2009-03-18,11161467690
2009-03-19,11969267520
2009-03-20,11777532930
2009-03-23,12635623800
2009-03-24,12685914840
2009-03-25,12283586520
2009-03-26,12915367710
2009-03-27,12742492260
2009-03-30,11972410710
2009-03-31,11997556230
2009-04-01,12579046380
2009-04-02,13393132590
2009-04-03,13735740300
2009-04-06,13474533120
2009-04-07,12778931200
2009-04-08,12804111360
2009-04-09,13458795520
