,SMI
2008-06-25,1222886.28
2008-06-26,1151418.9
2008-06-27,1143478.08
2008-06-30,1155389.31
2008-07-01,1123626.03
2008-07-02,1083921.93
2008-07-03,1060099.47
2008-07-07,1064069.88
2008-07-08,1052158.65
2008-07-09,996572.91
2008-07-10,1072010.7
2008-07-11,1052158.65
2008-07-14,1072010.7
2008-07-15,1044217.83
2008-07-16,1131566.85
2008-07-17,1099803.57
2008-07-18,1052158.65
2008-07-21,1064069.88
2008-07-22,1187152.59
2008-07-23,1187152.59
2008-07-24,1115685.21
2008-07-25,1111714.8
2008-07-28,1075981.11
2008-07-29,1095833.16
2008-07-30,1099803.57
2008-07-31,1072010.7
2008-08-01,1072010.7
2008-08-04,1072010.7
2008-08-05,1095833.16
2008-08-06,1091862.75
2008-08-07,996572.91
2008-08-08,980691.27
2008-08-11,865549.38
2008-08-12,861578.97
2008-08-13,881431.02
2008-08-14,889371.84
2008-08-15,897312.66
2008-08-18,885401.43
2008-08-19,905253.48
2008-08-20,940987.17
2008-08-21,913194.3
2008-08-22,925105.53
2008-08-25,905253.48
2008-08-26,909223.89
2008-08-27,933046.35
2008-08-28,937016.76
2008-08-29,940987.17
2008-09-02,929075.94
2008-09-03,956868.81
2008-09-04,913194.3
2008-09-05,909223.89
2008-09-08,901243.37
2008-09-09,893342.25
2008-09-10,909223.89
2008-09-11,893342.25
2008-09-12,881431.02
2008-09-15,841726.92
2008-09-16,837756.51
2008-09-17,726585.03
2008-09-18,714673.8
2008-09-19,635265.6
2008-09-22,655117.65
2008-09-23,631295.19
2008-09-24,619383.96
2008-09-25,607472.73
2008-09-26,595561.5
2008-09-29,524094.12
2008-09-30,591591.09
2008-10-01,606678.65
2008-10-02,575709.45
2008-10-03,595561.5
2008-10-06,547916.58
2008-10-07,524094.12
2008-10-08,516153.3
2008-10-09,484390.02
2008-10-10,468508.38
2008-10-13,512182.89
2008-10-14,464537.97
2008-10-15,424833.87
2008-10-16,460567.56
2008-10-17,460567.56
2008-10-20,456597.15
2008-10-21,444685.92
2008-10-22,420863.46
2008-10-23,401011.41
2008-10-24,385129.77
2008-10-27,333514.44
2008-10-28,357336.9
2008-10-29,357336.9
2008-10-30,353366.49
2008-10-31,389100.18
2008-11-03,393070.59
2008-11-04,456597.15
2008-11-05,424833.87
2008-11-10,488360.43
2008-11-11,464537.97
2008-11-12,412922.64
2008-11-13,508212.48
2008-11-14,432774.69
2008-11-17,420863.46
2008-11-18,424833.87
2008-11-19,377188.95
2008-11-20,365277.72
2008-11-21,404981.82
2008-11-24,408912.53
2008-11-25,381159.36
2008-11-26,420863.46
2008-11-28,389100.18
2008-12-01,381159.36
2008-12-02,397041.0
2008-12-03,412922.64
2008-12-04,436745.1
2008-12-05,440755.21
2008-12-08,472439.09
2008-12-09,476449.2
2008-12-10,528064.53
2008-12-11,536005.35
2008-12-12,591591.09
2008-12-15,599531.91
2008-12-16,587620.68
2008-12-17,603502.32
2008-12-18,587620.68
2008-12-19,623354.37
2008-12-22,591591.09
2008-12-23,615413.55
2008-12-24,678940.11
2008-12-26,694821.75
2008-12-29,809963.64
2008-12-30,881431.02
2008-12-31,837756.51
2009-01-02,833786.1
2009-01-05,841726.92
2009-01-06,909223.89
2009-01-07,893342.25
2009-01-08,849667.74
2009-01-09,841726.92
2009-01-12,738496.26
2009-01-13,758348.31
2009-01-14,758348.31
2009-01-15,738496.26
2009-01-16,746437.08
2009-01-20,623354.37
2009-01-21,647176.83
2009-01-22,607472.73
2009-01-23,623354.37
2009-01-26,611443.14
2009-01-27,639236.01
2009-01-28,674969.7
2009-01-29,619383.96
2009-01-30,678940.11
2009-02-02,670999.29
2009-02-03,710703.39
2009-02-04,702762.57
2009-02-05,714673.8
2009-02-06,667028.88
2009-02-09,619383.96
2009-02-10,607472.73
2009-02-11,631295.19
2009-02-12,631295.19
2009-02-13,651147.24
2009-02-17,674969.7
2009-02-18,722614.62
2009-02-19,738496.26
2009-02-20,686880.93
2009-02-23,674969.7
2009-02-24,706732.98
2009-02-25,710703.39
2009-02-26,678940.11
2009-02-27,678940.11
2009-03-02,623354.37
2009-03-03,651147.24
2009-03-04,694821.75
2009-03-05,647176.83
2009-03-06,647176.83
2009-03-09,615413.55
2009-03-10,643206.42
2009-03-11,647176.83
2009-03-12,682910.52
2009-03-13,678940.11
2009-03-16,682910.52
2009-03-17,682910.52
2009-03-18,730555.44
2009-03-19,718644.21
2009-03-20,682910.52
2009-03-23,738535.96
2009-03-24,718644.21
2009-03-25,718644.21
2009-03-26,726585.03
2009-03-27,802022.82
2009-03-30,762318.72
2009-03-31,762318.72
2009-04-01,738496.26
2009-04-02,774229.95
2009-04-03,790111.59
2009-04-06,782170.77
2009-04-07,762318.72
2009-04-08,770259.54
2009-04-09,790111.59
2009-04-13,794082.0
2009-04-14,782170.77
2009-04-15,865549.38
2009-04-16,865549.38
2009-04-17,865549.38
2009-04-20,774229.95
2009-04-21,802022.82
2009-04-22,778200.36
2009-04-23,774229.95
2009-04-24,817904.46
2009-04-27,762318.72
2009-04-28,722614.62
2009-04-29,790111.59
2009-04-30,778200.36
2009-05-01,798052.41
2009-05-04,873490.2
2009-05-05,821874.87
2009-05-06,885401.43
2009-05-07,813934.05
2009-05-08,917164.71
2009-05-11,841726.92
2009-05-12,853638.15
2009-05-13,857608.56
2009-05-14,869519.79
2009-05-15,849667.74
2009-05-18,885401.43
2009-05-19,913194.3
2009-05-20,960839.22
2009-05-21,968780.04
2009-05-22,913194.3
2009-05-26,1072010.7
2009-05-27,1048188.24
2009-05-28,1064069.88
2009-05-29,1040247.42
2009-06-01,1111714.8
2009-06-02,1060099.47
2009-06-03,1044217.83
2009-06-04,1064069.88
2009-06-05,1064069.88
2009-06-08,1175241.36
2009-06-09,1143478.08
2009-06-10,1135537.26
2009-06-11,1127596.44
2009-06-12,1083921.93
2009-06-15,1036277.01
2009-06-16,980691.27
2009-06-17,996572.91
2009-06-18,1008484.14
2009-06-19,992602.5
2009-06-22,940987.17
2009-06-23,933046.35
2009-06-24,964769.93
2009-06-25,976720.86
2009-06-26,933046.35
2009-06-29,913194.3
2009-06-30,1012454.55
2009-07-01,1020395.37
2009-07-02,1024365.78
2009-07-06,1008484.14
2009-07-07,972750.45
2009-07-08,956868.81
2009-07-09,980691.27
2009-07-10,964809.63
2009-07-13,972750.45
2009-07-14,992602.5
2009-07-15,1052158.65
2009-07-16,1060099.47
2009-07-17,1044217.83
2009-07-20,1072010.7
2009-07-21,1091862.75
2009-07-22,1083921.93
2009-07-23,1127596.44
2009-07-24,1119655.62
2009-07-27,1111714.8
2009-07-28,1131566.85
2009-07-29,1060099.47
2009-07-30,1064069.88
2009-07-31,1052158.65
2009-08-03,1135537.26
2009-08-04,1119655.62
2009-08-05,1068040.29
2009-08-06,1048188.24
2009-08-07,1072010.7
2009-08-10,1064069.88
2009-08-11,1056129.06
2009-08-12,1079951.52
2009-08-13,1068040.29
2009-08-14,1036277.01
2009-08-17,996572.91
2009-08-18,980691.27
2009-08-19,988632.09
2009-08-20,1004513.73
2009-08-21,1004513.73
2009-08-24,1012454.55
2009-08-25,1032306.6
2009-08-26,1040247.42
2009-08-27,1008484.14
2009-08-28,1020395.37
2009-08-31,992602.5
2009-09-01,952898.4
2009-09-02,980691.27
2009-09-03,976720.86
2009-09-04,1000543.32
2009-09-08,1048188.24
2009-09-09,1032306.6
2009-09-10,1040247.42
2009-09-11,1056129.06
2009-09-14,1072010.7
2009-09-15,1075981.11
2009-09-16,1048188.24
2009-09-17,1056129.06
2009-09-18,1072010.7
2009-09-21,1056129.06
2009-09-22,1048188.24
2009-09-23,1024365.78
2009-09-24,1024365.78
2009-09-25,1008484.14
2009-09-28,1000543.32
2009-09-29,956868.81
2009-09-30,960839.22
2009-10-01,937016.76
2009-10-02,940987.17
2009-10-05,913194.3
2009-10-06,929075.94
2009-10-07,948927.99
2009-10-08,976720.86
2009-10-09,1004513.73
2009-10-12,1005863.67
2009-10-13,972750.45
2009-10-14,1012454.55
2009-10-15,996572.91
2009-10-16,972750.45
2009-10-19,1000543.32
2009-10-20,984661.68
2009-10-21,1004513.73
2009-10-22,1012454.55
2009-10-23,1004513.73
2009-10-26,1000543.32
2009-10-27,1008484.14
2009-10-28,988632.09
2009-10-29,988632.09
2009-10-30,960839.22
2009-11-02,984661.68
2009-11-03,960839.22
2009-11-11,1540519.08
2009-11-12,1469051.7
2009-11-13,1338028.17
2009-11-16,1270531.2
2009-11-17,1298324.07
2009-11-18,1270531.2
2009-11-19,1258619.97
2009-11-20,1258619.97
2009-11-23,1278472.02
2009-11-24,1242738.33
2009-11-25,1214945.46
2009-11-27,1246708.74
2009-11-30,1214945.46
2009-12-01,1254649.56
2009-12-02,1258619.97
2009-12-03,1266560.79
2009-12-04,1274501.61
2009-12-07,1246708.74
2009-12-08,1234797.51
2009-12-09,1238767.92
2009-12-10,1230827.1
2009-12-11,1274501.61
2009-12-14,1238767.92
2009-12-15,1234797.51
2009-12-16,1210975.05
2009-12-17,1171270.95
2009-12-18,1226856.69
2009-12-21,1159359.72
2009-12-22,1207004.64
2009-12-23,1222886.28
2009-12-24,1282442.43
2009-12-28,1310235.3
2009-12-29,1286412.84
2009-12-30,1345968.99
2009-12-31,1286412.84
2010-01-04,1417436.37
2010-01-05,1445229.24
2010-01-06,1484933.34
2010-01-07,1480962.93
2010-01-08,1492874.16
2010-01-11,1611986.46
2010-01-12,1584193.59
2010-01-13,1588164.0
2010-01-14,1758891.63
2010-01-15,1846240.65
2010-01-19,1758891.63
2010-01-20,1766832.45
2010-01-21,1711246.71
2010-01-22,1675513.02
2010-01-25,1572282.36
2010-01-26,1512726.21
2010-01-27,1469051.7
2010-01-28,1465081.29
2010-01-29,1473022.11
2010-02-01,1548459.9
2010-02-02,1675513.02
2010-02-03,1715217.12
2010-02-04,1623897.69
2010-02-05,1592134.41
2010-02-08,1631838.51
2010-02-09,1703305.89
2010-02-10,1592134.41
2010-02-11,1703305.89
2010-02-12,1659631.38
2010-02-16,1699335.48
2010-02-17,1691394.66
2010-02-18,1739039.58
2010-02-19,1723157.94
2010-02-22,1937560.08
2010-02-23,1905796.8
2010-02-24,1965352.95
2010-02-25,1965352.95
2010-02-26,2060642.79
2010-03-01,2116228.53
2010-03-02,2112258.12
2010-03-03,1977264.18
2010-03-04,1961382.54
2010-03-05,2032849.92
2010-03-08,2040790.74
2010-03-09,2068583.61
2010-03-10,2056672.38
2010-03-11,2036820.33
2010-03-12,2056672.38
2010-03-15,2012997.87
2010-03-16,1997116.23
2010-03-17,2024909.1
2010-03-18,2136080.58
2010-03-19,2120198.94
2010-03-22,2084465.25
2010-03-23,2068583.61
2010-03-24,2068583.61
2010-03-25,2251222.47
2010-03-26,2354453.13
2010-03-29,2406068.46
2010-03-30,2648263.47
2010-03-31,2533121.58
2010-04-01,2616500.19
2010-04-05,2672085.93
2010-04-06,2660174.7
2010-04-07,2513269.53
2010-04-08,2596648.14
2010-04-09,2556944.04
2010-04-12,2425920.51
2010-04-13,2417979.69
2010-04-14,2517239.94
2010-04-15,2513269.53
2010-04-16,2390186.82
2010-04-19,2382246.0
2010-04-20,2417979.69
2010-04-21,2271074.52
2010-04-22,2171814.27
2010-04-23,2346512.31
2010-04-26,2322689.85
2010-04-27,2136080.58
2010-04-28,2183725.5
2010-04-29,2167843.86
2010-04-30,2112258.12
2010-05-03,2064613.2
2010-05-04,1985205.0
2010-05-05,1933589.67
2010-05-06,1651690.56
2010-05-07,1731098.76
2010-05-10,1870063.11
2010-05-11,1858151.88
2010-05-12,1846240.65
2010-05-13,1810506.96
2010-05-14,1719187.53
2010-05-17,1643749.74
2010-05-18,1623897.69
2010-05-19,1580223.18
2010-05-20,1381702.68
2010-05-21,1532578.26
2010-05-24,1512726.21
2010-05-25,1433318.01
2010-05-26,1532578.26
2010-05-27,1675513.02
2010-05-28,1655660.97
2010-06-01,1556400.72
2010-06-02,1639779.33
2010-06-03,1619927.28
2010-06-04,1623897.69
2010-06-07,1608016.05
2010-06-08,1631838.51
2010-06-09,1588164.0
2010-06-10,1711246.71
2010-06-11,1671542.61
2010-06-14,1667572.2
2010-06-15,1647720.15
2010-06-16,1647720.15
2010-06-17,1651690.56
2010-06-18,1663601.79
2010-06-21,1719187.53
2010-06-22,1655660.97
2010-06-23,1659631.38
2010-06-24,1671542.61
2010-06-25,1608016.05
2010-06-28,1600075.23
2010-06-29,1584193.59
2010-06-30,1548459.9
2010-07-01,1584193.59
2010-07-02,1584193.59
2010-07-06,1556400.72
2010-07-08,1409495.55
2010-07-09,1401554.73
2010-07-12,1373761.86
2010-07-13,1389643.5
2010-07-14,1357880.22
2010-07-15,1369791.45
2010-07-16,1302294.48
2010-07-19,1290383.25
2010-07-20,1294353.66
2010-07-21,1282442.43
2010-07-22,1341998.58
2010-07-23,1310235.3
2010-07-26,1314205.71
2010-07-27,1306264.89
2010-07-28,1282442.43
2010-07-29,1270531.2
2010-07-30,1389643.5
2010-08-02,1413465.96
2010-08-03,1361850.63
2010-08-04,1385673.09
2010-08-05,1405525.14
2010-08-06,1393613.91
2010-08-09,1409495.55
2010-08-10,1397584.32
2010-08-11,1373761.86
2010-08-12,1361850.63
2010-08-13,1369791.45
2010-08-16,1341998.58
2010-08-17,1365821.04
2010-08-18,1341998.58
2010-08-19,1353909.81
2010-08-20,1357880.22
2010-08-23,1266560.79
2010-08-24,1222886.28
2010-08-25,1270531.2
2010-08-26,1266560.79
2010-08-27,1310235.3
2010-08-30,1266560.79
2010-08-31,1270531.2
2010-09-01,1278472.02
2010-09-02,1266560.79
2010-09-03,1341998.58
2010-09-07,1310235.3
2010-09-08,1298324.07
2010-09-09,1302294.48
2010-09-10,1294353.66
2010-09-13,1334057.76
2010-09-14,1353909.81
2010-09-15,1334057.76
2010-09-16,1302294.48
2010-09-17,1322146.53
2010-09-20,1345968.99
2010-09-21,1298324.07
2010-09-22,1310235.3
2010-09-23,1282442.43
2010-09-24,1361850.63
2010-09-27,1341998.58
2010-09-28,1409495.55
2010-09-29,1413465.96
2010-09-30,1409495.55
2010-10-01,1389643.5
2010-10-04,1393613.91
2010-10-05,1441258.83
2010-10-06,1449199.65
2010-10-07,1453170.06
2010-10-08,1445229.24
2010-10-11,1429347.6
2010-10-12,1429347.6
2010-10-13,1473022.11
2010-10-14,1433318.01
2010-10-15,1441258.83
2010-10-18,1496844.57
2010-10-19,1556400.72
2010-10-20,1623897.69
2010-10-21,1671542.61
2010-10-22,1647720.15
2010-10-25,1667572.2
2010-10-26,1687424.25
2010-10-27,1619927.28
2010-10-28,1627868.1
2010-10-29,1635808.92
2010-11-01,1651690.56
2010-11-02,1687424.25
2010-11-03,1719187.53
2010-11-04,1707276.3
2010-11-05,1675513.02
2010-11-08,1687424.25
2010-11-09,1659631.38
2010-11-10,1600075.23
2010-11-11,1560371.13
2010-11-12,1480962.93
2010-11-15,1516696.62
2010-11-16,1465081.29
2010-11-17,1480962.93
2010-11-18,1544489.49
2010-11-19,1480962.93
2010-11-22,1457140.47
2010-11-23,1429347.6
2010-11-24,1473022.11
2010-11-26,1465081.29
2010-11-29,1500814.98
2010-11-30,1429347.6
2010-12-01,1476992.52
2010-12-02,1504785.39
2010-12-03,1520667.03
2010-12-06,1532578.26
2010-12-07,1540519.08
2010-12-08,1508755.8
2010-12-09,1532578.26
2010-12-10,1536548.67
2010-12-13,1532578.26
2010-12-14,1476992.52
2010-12-15,1457140.47
2010-12-16,1445229.24
2010-12-17,1476992.52
2010-12-20,1473022.11
2010-12-21,1504785.39
2010-12-22,1532578.26
2010-12-23,1488903.75
2010-12-27,1496844.57
2010-12-28,1453170.06
2010-12-29,1496844.57
2010-12-30,1473022.11
2010-12-31,1453170.06
2011-01-03,1504785.39
2011-01-04,1508755.8
2011-01-05,1504785.39
2011-01-06,1524637.44
2011-01-07,1560371.13
2011-01-10,1548459.9
2011-01-11,1560371.13
2011-01-12,1596104.82
2011-01-13,1608016.05
2011-01-14,1600075.23
2011-01-18,1600075.23
2011-01-19,1600075.23
2011-01-20,1560371.13
2011-01-21,1596104.82
2011-01-24,1584193.59
2011-01-25,1540519.08
2011-01-26,1544489.49
2011-01-27,1528607.85
2011-01-28,1469051.7
2011-01-31,1532578.26
2011-02-01,1600075.23
2011-02-02,1576252.77
2011-02-03,1568311.95
2011-02-04,1556400.72
2011-02-07,1560371.13
2011-02-08,1568311.95
2011-02-09,1536548.67
2011-02-10,1675513.02
2011-02-11,1870063.11
2011-02-14,1818447.78
2011-02-15,1739039.58
2011-02-16,1766832.45
2011-02-17,1885944.75
2011-02-18,1746980.4
2011-02-22,1536548.67
2011-02-23,1552430.31
2011-02-24,1520667.03
2011-02-25,1520667.03
2011-02-28,1592134.41
2011-03-01,1532578.26
2011-03-02,1572282.36
2011-03-03,1560371.13
2011-03-04,1504785.39
2011-03-07,1500814.98
2011-03-08,1540519.08
2011-03-09,1532578.26
2011-03-10,1473022.11
2011-03-11,1504785.39
2011-03-14,1512726.21
2011-03-15,1504785.39
2011-03-16,1429347.6
2011-03-17,1469051.7
2011-03-18,1425377.19
2011-03-21,1520667.03
2011-03-22,1500814.98
2011-03-23,1536548.67
2011-03-24,1540519.08
2011-03-25,1532578.26
2011-03-28,1528607.85
2011-03-29,1516696.62
2011-03-30,1492874.16
2011-03-31,1508755.8
2011-04-01,1544489.49
2011-04-04,1536548.67
2011-04-05,1524637.44
2011-04-06,1532578.26
2011-04-07,1500814.98
2011-04-08,1500814.98
2011-04-11,1488903.75
2011-04-12,1476992.52
2011-04-13,1516696.62
2011-04-14,1492874.16
2011-04-15,1540519.08
2011-04-18,1524637.44
2011-04-19,1655660.97
2011-04-20,1600075.23
2011-04-21,1623897.69
2011-04-25,1596104.82
2011-04-26,1564341.54
2011-04-27,1627868.1
2011-04-28,1611986.46
2011-04-29,1739039.58
2011-05-02,1723157.94
2011-05-03,1901826.39
2011-05-04,1830359.01
2011-05-05,1850211.06
2011-05-06,1858151.88
2011-05-09,2088435.66
2011-05-10,2136080.58
2011-05-11,2263133.7
2011-05-12,2163873.45
2011-05-13,2183725.5
2011-05-16,2203577.55
2011-05-17,2040790.74
2011-05-18,2028879.51
2011-05-19,2005057.05
2011-05-20,1794625.32
2011-05-23,1711246.71
2011-05-24,1735069.17
2011-05-25,1643749.74
2011-05-26,1647720.15
2011-05-27,1647720.15
2011-05-31,1691394.66
2011-06-01,1608016.05
2011-06-02,1655660.97
2011-06-03,1615956.87
2011-06-06,1604045.64
2011-06-07,1635808.92
2011-06-08,1611986.46
2011-06-09,1604045.64
2011-06-10,1560371.13
2011-06-13,1588164.0
2011-06-14,1619927.28
2011-06-15,1548459.9
2011-06-16,1508755.8
2011-06-17,1500814.98
2011-06-20,1488903.75
2011-06-21,1520667.03
2011-06-22,1480962.93
2011-06-23,1508755.8
2011-06-24,1536548.67
2011-06-27,1584193.59
2011-06-28,1556400.72
2011-07-18,1393613.91
2011-07-19,1282442.43
2011-07-20,1234797.51
2011-07-21,1207004.64
2011-07-22,1302294.48
2011-07-25,1250679.15
2011-07-26,1234797.51
2011-07-27,1175241.36
2011-07-28,1199063.82
2011-07-29,1183182.18
2011-08-01,1183182.18
2011-08-02,1123626.03
2011-08-03,1135537.26
2011-08-04,1095833.16
2011-08-05,1079951.52
2011-08-08,913194.3
2011-08-09,1004513.73
2011-08-10,905253.48
2011-08-11,988632.09
2011-08-12,956868.81
2011-08-15,921135.12
2011-08-16,921135.12
2011-08-17,921135.12
2011-08-18,841726.92
2011-08-19,940987.17
2011-08-22,940987.17
2011-08-23,1040247.42
2011-08-24,1040247.42
2011-08-25,1004513.73
2011-08-26,1032306.6
2011-08-29,1036277.01
2011-08-30,1044217.83
2011-08-31,1056129.06
2011-09-01,1083921.93
2011-09-02,1044217.83
2011-09-06,1095833.16
2011-09-07,1123626.03
2011-09-08,1135537.26
2011-09-09,1060099.47
2011-09-12,1068040.29
2011-09-13,1083921.93
2011-09-14,1143478.08
2011-09-15,1242738.33
2011-09-16,1207004.64
2011-09-19,1179211.77
2011-09-20,1119655.62
2011-09-21,1040247.42
2011-09-22,972750.45
2011-09-23,996572.91
2011-09-26,980691.27
2011-09-27,1020395.37
2011-09-28,996572.91
2011-09-29,980691.27
2011-09-30,925105.53
2011-10-03,885401.43
2011-10-04,929075.94
2011-10-05,968780.04
2011-10-06,952898.4
2011-10-07,952898.4
2011-10-10,996572.91
2011-10-11,972750.45
2011-10-12,1028336.19
2011-10-13,1036277.01
2011-10-14,1072010.7
2011-10-17,1091862.75
2011-10-18,1064069.88
2011-10-19,1040247.42
2011-10-20,1004513.73
2011-10-21,1048188.24
2011-10-24,1111714.8
2011-10-25,1040247.42
2011-10-26,1099803.57
2011-10-27,1159359.72
2011-10-28,1099803.57
2011-10-31,1052158.65
2011-11-01,1012454.55
2011-11-02,1143478.08
2011-11-03,1107744.39
2011-11-04,1091862.75
2011-11-07,1095833.16
2011-11-08,1064069.88
2011-11-09,1012454.55
2011-11-10,984661.68
2011-11-11,1036277.01
2011-11-14,1020395.37
2011-11-15,1012454.55
2011-11-16,988632.09
2011-11-17,972750.45
2011-11-18,972750.45
2011-11-21,929075.94
2011-11-22,984661.68
2011-11-23,925105.53
2011-11-25,952898.4
2011-11-28,1000543.32
2011-11-29,948927.99
2011-11-30,1016424.96
2011-12-01,1004513.73
2011-12-02,988632.09
2011-12-05,968780.04
2011-12-06,948927.99
2011-12-07,960839.22
2011-12-08,921135.12
2011-12-09,933046.35
2011-12-12,917164.71
2011-12-13,913194.3
2011-12-14,933046.35
2011-12-15,917164.71
2011-12-16,948927.99
2011-12-19,885401.43
2011-12-20,944957.58
2011-12-21,921135.12
2011-12-22,933046.35
2011-12-23,944957.58
2011-12-27,913194.3
2011-12-28,909223.89
2011-12-29,944957.58
2011-12-30,933046.35
2012-01-03,972750.45
2012-01-04,925105.53
2012-01-05,940987.17
2012-01-06,929075.94
2012-01-09,948927.99
2012-01-10,960839.22
2012-01-11,984661.68
2012-01-12,984661.68
2012-01-13,968780.04
2012-01-17,960839.22
2012-01-18,996572.91
2012-01-19,984661.68
2012-01-20,1000543.32
2012-01-23,984661.68
2012-01-24,984661.68
2012-01-25,1000543.32
2012-01-26,1036277.01
2012-01-27,1052158.65
2012-01-30,976720.86
2012-01-31,1024365.78
2012-02-01,1072010.7
2012-02-02,1131566.85
2012-02-03,1135537.26
2012-02-06,1048188.24
2012-02-07,1040247.42
2012-02-08,1087892.34
2012-02-09,1103773.98
2012-02-10,1075981.11
2012-02-13,1095833.16
2012-02-14,1087892.34
2012-02-15,1099803.57
2012-02-16,1119655.62
2012-02-17,1095833.16
2012-02-21,1075981.11
2012-02-22,1083921.93
2012-02-23,1087892.34
2012-02-24,1072010.7
2012-02-27,1044217.83
2012-02-28,1060099.47
2012-02-29,1024365.78
2012-03-01,1044217.83
2012-03-02,1020395.37
2012-03-05,1024365.78
2012-03-06,996572.91
2012-03-07,992602.5
2012-03-08,1048188.24
2012-03-09,1036277.01
2012-03-12,1028336.19
2012-03-13,1024365.78
2012-03-14,992602.5
2012-03-15,1020395.37
2012-03-16,972750.45
2012-03-19,964809.63
2012-03-20,972750.45
2012-03-21,968780.04
2012-03-22,933046.35
2012-03-23,968780.04
2012-03-26,976720.86
2012-03-27,980691.27
2012-03-28,948927.99
2012-03-29,944957.58
2012-03-30,952898.4
2012-04-02,964809.63
2012-04-03,956868.81
2012-04-04,944957.58
2012-04-05,968780.04
2012-04-09,952898.4
2012-04-10,980691.27
2012-04-11,1040247.42
2012-04-12,1052158.65
2012-04-13,1016424.96
2012-04-16,1028336.19
2012-04-17,1020395.37
2012-04-18,1004513.73
2012-04-19,984661.68
2012-04-20,1000543.32
2012-04-23,944957.58
2012-04-24,972750.45
2012-04-25,960839.22
2012-04-26,972750.45
2012-04-27,980691.27
2012-04-30,964809.63
2012-05-01,964809.63
2012-05-02,1004513.73
2012-05-03,956868.81
2012-05-04,956868.81
2012-05-07,964809.63
2012-05-08,948927.99
2012-05-09,917164.71
2012-05-10,948927.99
2012-05-11,960839.22
2012-05-14,948927.99
2012-05-15,913194.3
2012-05-16,825845.28
2012-05-17,802022.82
2012-05-18,845697.33
2012-05-21,877460.61
2012-05-22,849667.74
2012-05-23,821874.87
2012-05-24,794082.0
2012-05-25,754377.9
2012-05-29,802022.82
2012-05-30,738496.26
2012-05-31,643206.42
2012-06-01,599531.91
2012-06-04,607472.73
2012-06-05,631295.19
2012-06-06,651147.24
2012-06-07,655117.65
2012-06-08,623354.37
2012-06-11,631295.19
2012-06-12,651147.24
2012-06-13,623354.37
2012-06-14,603502.32
2012-06-15,591591.09
2012-06-18,627324.78
2012-06-19,643206.42
2012-06-20,647176.83
2012-06-21,611443.14
2012-06-22,623354.37
2012-06-25,595561.5
2012-06-26,619383.96
2012-06-27,627324.78
2012-06-28,603502.32
2012-06-29,651147.24
2012-07-02,631295.19
2012-07-03,655117.65
2012-07-05,647176.83
2012-07-06,611443.14
2012-07-09,603502.32
2012-07-10,599531.91
2012-07-11,623354.37
2012-07-12,603502.32
2012-07-13,627324.78
2012-07-16,595561.5
2012-07-17,603502.32
2012-07-18,611443.14
2012-07-19,615413.55
2012-07-20,591591.09
2012-07-23,663058.47
2012-07-24,670999.29
2012-07-25,714673.8
2012-07-26,710703.39
2012-07-27,722614.62
2012-07-30,686880.93
2012-07-31,718644.21
2012-08-01,678940.11
2012-08-02,663058.47
2012-08-03,682910.52
2012-08-06,698792.16
2012-08-07,734525.85
2012-08-08,722614.62
2012-08-09,770259.54
2012-08-10,746437.08
2012-08-13,702762.57
2012-08-14,694821.75
2012-08-15,706732.98
2012-08-16,722614.62
2012-08-17,734525.85
2012-08-20,742466.67
2012-08-21,750407.49
2012-08-22,738496.26
2012-08-23,766289.13
2012-08-24,758348.31
2012-08-27,770259.54
2012-08-28,778200.36
2012-08-29,774229.95
2012-08-30,750407.49
2012-08-31,738496.26
2012-09-04,718644.21
2012-09-05,694821.75
2012-09-06,730555.44
2012-09-07,734525.85
2012-09-10,714673.8
2012-09-11,730555.44
2012-09-12,738496.26
2012-09-13,754377.9
2012-09-14,778200.36
2012-09-17,754377.9
2012-09-18,722614.62
2012-09-19,742466.67
2012-09-20,722614.62
2012-09-21,730555.44
2012-09-24,714673.8
2012-09-25,686880.93
2012-09-26,678940.11
2012-09-27,718644.21
2012-09-28,714673.8
2012-10-01,698792.16
2012-10-02,722614.62
2012-10-03,726585.03
2012-10-04,754377.9
2012-10-05,754377.9
2012-10-08,726585.03
2012-10-09,710703.39
2012-10-10,714673.8
2012-10-11,738496.26
2012-10-12,726585.03
2012-10-15,746437.08
2012-10-16,758348.31
2012-10-17,762318.72
2012-10-18,754377.9
2012-10-19,778200.36
2012-10-22,798052.41
2012-10-23,786141.18
2012-10-24,805993.23
2012-10-25,794082.0
2012-10-26,746437.08
2012-10-31,750407.49
2012-11-01,798052.41
2012-11-02,770259.54
2012-11-05,833786.1
2012-11-06,885401.43
2012-11-07,853638.15
2012-11-08,869519.79
2012-11-09,913194.3
2012-11-12,925105.53
2012-11-13,905253.48
2012-11-14,913194.3
2012-11-15,905253.48
2012-11-16,909223.89
2012-11-19,944957.58
2012-11-20,897312.66
2012-11-21,905253.48
2012-11-23,956868.81
2012-11-26,921135.12
2012-11-27,940987.17
2012-11-28,944957.58
2012-11-29,937016.76
2012-11-30,948927.99
2012-12-03,952898.4
2012-12-04,940987.17
2012-12-05,956868.81
2012-12-06,988632.09
2012-12-07,972750.45
2012-12-10,956868.81
2012-12-11,960839.22
2012-12-12,960839.22
2012-12-13,940987.17
2012-12-14,960839.22
2012-12-17,940987.17
2012-12-18,964809.63
2012-12-19,964809.63
2012-12-20,960839.22
2012-12-21,913194.3
2012-12-24,893342.25
