,SMI
2023-10-13,17442011.0
2023-10-16,17338780.0
2023-10-17,17239520.0
2023-10-18,17219668.0
2023-10-19,17104526.0
2023-10-20,17132319.0
2023-10-23,17152171.0
2023-10-24,17187904.0
2023-10-25,17088644.0
2023-10-26,17168052.0
2023-10-27,17144230.0
2023-10-30,17112467.0
2023-10-31,17084674.0
2023-11-01,17156141.0
2023-11-02,17283194.0
2023-11-03,17402307.0
2023-11-06,17358632.0
2023-11-07,17481715.0
2023-11-08,17541271.0
2023-11-09,17485685.0
2023-11-10,17553182.0
2023-11-13,17569064.0
2023-11-14,17700087.0
2023-11-15,17684206.0
2023-11-16,17767584.0
2023-11-17,17771555.0
2023-11-20,17846992.0
2023-11-21,17870815.0
2023-11-22,17898608.0
2023-11-24,17882726.0
2023-11-27,17918460.0
2023-11-28,17946253.0
2023-11-29,18128892.0
2023-11-30,18097128.0
2023-12-01,18172566.0
2023-12-04,18128892.0
2023-12-05,18196389.0
2023-12-06,18228152.0
2023-12-07,18240063.0
2023-12-08,18148744.0
2023-12-11,18212270.0
2023-12-12,18220211.0
2023-12-13,18327412.0
2023-12-14,18426672.0
2023-12-15,18414761.0
2023-12-18,18398879.0
2023-12-19,18414761.0
2023-12-20,18466376.0
2023-12-21,18454465.0
2023-12-22,18482258.0
2023-12-26,18462406.0
2023-12-27,18466376.0
2023-12-28,18438584.0
2023-12-29,18442554.0
2024-01-02,18430643.0
2024-01-03,18442554.0
2024-01-04,18430643.0
2024-01-05,18402850.0
2024-01-08,18450495.0
2024-01-09,18434613.0
2024-01-10,18406820.0
2024-01-11,18450495.0
2024-01-12,18446524.0
2024-01-16,18390939.0
2024-01-17,18339323.0
2024-01-18,18315501.0
2024-01-19,18287708.0
2024-01-22,18319471.0
2024-01-23,18295649.0
2024-01-24,18255945.0
2024-01-25,18315501.0
2024-01-26,18287708.0
2024-01-29,18363146.0
2024-01-30,18379027.0
2024-01-31,18458436.0
2024-02-01,18502110.0
2024-02-02,18390939.0
2024-02-05,18327412.0
2024-02-06,18371087.0
2024-02-07,18359175.0
2024-02-08,18355205.0
2024-02-09,18359175.0
2024-02-12,18410791.0
2024-02-13,18303590.0
2024-02-14,18351235.0
2024-02-15,18379027.0
2024-02-16,18355205.0
2024-02-20,18371087.0
2024-02-21,18371087.0
2024-02-22,18367116.0
2024-02-23,18422702.0
2024-02-26,18390939.0
2024-02-27,18382998.0
2024-02-28,18422702.0
2024-02-29,18430643.0
2024-03-01,18430643.0
2024-03-04,18367116.0
2024-03-05,18422702.0
2024-03-06,18402850.0
2024-03-07,18438584.0
2024-03-08,18442554.0
2024-03-11,18434613.0
2024-03-12,18410791.0
2024-03-13,18430643.0
2024-03-14,18375057.0
2024-03-15,18379027.0
2024-03-18,18371087.0
2024-03-19,18394909.0
2024-03-20,18375057.0
2024-03-21,18355205.0
2024-03-22,18414761.0
2024-03-26,18339323.0
2024-03-27,18355205.0
2024-03-28,18319471.0
2024-04-01,18240063.0
2024-04-02,18184477.0
2024-04-03,18156684.0
2024-04-04,18188448.0
2024-04-05,18132862.0
2024-04-08,18148744.0
2024-04-09,18196389.0
2024-04-10,18053454.0
2024-04-11,18077276.0
2024-04-12,18144773.0
2024-04-15,18152714.0
2024-04-16,18109040.0
2024-04-17,18140803.0
2024-04-18,18132862.0
2024-04-19,18152714.0
2024-04-22,18156684.0
2024-04-24,18144773.0
2024-04-25,18097128.0
2024-04-26,18105069.0
2024-04-29,18124921.0
2024-04-30,18109040.0
2024-05-02,18136832.0
2024-05-03,18180507.0
2024-05-06,18172716.0
2024-05-07,18232207.0
2024-05-08,18267842.0
2024-05-09,18279755.0
2024-05-10,18251956.0
2024-05-13,18224310.0
2024-05-14,18252018.0
2024-05-15,18299631.0
2024-05-16,18275824.0
2024-05-17,18240114.0
2024-05-20,18291700.0
2024-05-21,18275760.0
2024-05-22,18243879.0
2024-05-23,18200043.0
2024-05-24,18200043.0
2024-05-28,18283684.0
2024-05-31,18315750.0
2024-06-03,11350299.0
2024-06-04,11365214.0
2024-06-05,11419903.0
2024-06-06,11447247.0
2024-06-07,11397515.0
2024-06-10,11328422.0
2024-06-11,11353118.0
2024-06-12,11412391.0
2024-06-13,11444497.0
2024-06-14,11456845.0
2024-06-17,11387777.0
2024-06-18,11414856.0
2024-06-20,11392701.0
2024-06-24,11444526.0
2024-06-25,11439582.0
2024-06-26,11395090.0
2024-06-27,11400065.0
2024-07-01,11495909.0
2024-07-03,11561014.0
2024-07-05,11563519.0
2024-07-08,11508673.0
2024-07-09,11513651.0
2024-07-11,11546000.0
2024-07-12,11553462.0
2024-07-15,11521159.0
2024-07-16,11555973.0
2024-07-17,11548513.0
2024-07-18,11546026.0
2024-07-19,11538566.0
2024-07-22,11543500.0
2024-07-23,11538555.0
2024-07-24,11511189.0
2024-07-25,11528604.0
2024-07-26,11541036.0
2024-07-29,11546029.0
2024-07-30,11538575.0
2024-07-31,11568390.0
2024-08-01,11560936.0
2024-08-02,11619629.0
2024-08-05,11679507.0
2024-08-06,11664546.0
2024-08-07,11609689.0
2024-08-08,11602160.0
