,ALTR
2022-06-21,4111002695
2022-06-22,4089795765
2022-06-23,4255523997
2022-06-24,4377267485
2022-06-27,4037956602
2022-06-28,4025389532
2022-06-29,4067803392
2022-06-30,4155999855
2022-07-01,4121960237
2022-07-05,4232786899
2022-07-06,4188456234
2022-07-07,4243869566
2022-07-08,4213788043
2022-07-11,4086337381
2022-07-12,3931180053
2022-07-13,3909014720
2022-07-14,3881308055
2022-07-15,4065755286
2022-07-18,4064172048
2022-07-19,4182123282
2022-07-20,4296116421
2022-07-21,4355487848
2022-07-22,4346780038
2022-07-25,4304824230
2022-07-26,4236744995
2022-07-27,4431483273
2022-07-28,4569224983
2022-07-29,4663427646
2022-08-01,4686384598
2022-08-02,4615930505
2022-08-03,4752880596
2022-08-04,4819376593
2022-08-05,4582682506
2022-08-08,4508270318
2022-08-09,4425941940
2022-08-10,4471064224
2022-08-11,4379236418
2022-08-12,4465522891
2022-08-15,4534393746
2022-08-16,4454440225
2022-08-17,4486896605
2022-08-18,4467106129
2022-08-19,4335697372
2022-08-22,4252577375
2022-08-23,4216162900
2022-08-24,4299282897
2022-08-25,4383986132
2022-08-26,4253368994
2022-08-29,4128293189
2022-08-30,4123543475
2022-08-31,4117210523
2022-09-01,3905848244
2022-09-02,3852018151
2022-09-06,3893973959
2022-09-07,3980260432
2022-09-08,4026174335
2022-09-09,4090295476
2022-09-12,4132251284
2022-09-13,3939096243
2022-09-14,3855184627
2022-09-15,3787897010
2022-09-16,3725359108
2022-09-19,3727733965
2022-09-20,3660446348
2022-09-21,3667570919
2022-09-22,3639072634
2022-09-23,3618490540
2022-09-26,3601074921
2022-09-27,3627989968
2022-09-28,3654905015
2022-09-29,3558327494
2022-09-30,3549362520
2022-10-03,3667353540
2022-10-04,3844741400
2022-10-05,3892098340
2022-10-06,3913770160
2022-10-07,3833504160
2022-10-10,3640865760
2022-10-11,3573442320
2022-10-12,3595916800
2022-10-13,3655313640
2022-10-14,3526085380
2022-10-17,3640063100
2022-10-18,3694643980
2022-10-19,3644076400
2022-10-20,3605548720
2022-10-21,3672972160
2022-10-24,3727553040
2022-10-25,3804608400
2022-10-26,3781331260
2022-10-27,3815845640
2022-10-28,3931428679
2022-10-31,3937047300
2022-11-01,3899322280
2022-11-02,3777317960
2022-11-03,3654510980
2022-11-04,3651300340
2022-11-07,3733974320
2022-11-08,3737184960
2022-11-09,3582271580
2022-11-10,3848754700
2022-11-11,3915375480
2022-11-14,3910559520
2022-11-15,4018918620
2022-11-16,3943468580
2022-11-17,3823069580
2022-11-18,3779725940
2022-11-21,3676182800
2022-11-22,3717118460
2022-11-23,3792568500
2022-11-25,3796581800
2022-11-28,3742000920
2022-11-29,3757251460
2022-11-30,3938652620
2022-12-01,4037379800
2022-12-02,4003668080
2022-12-05,3865610559
2022-12-06,3809424360
2022-12-07,3849557360
2022-12-08,3858386620
2022-12-09,3811832340
2022-12-12,3813437660
2022-12-13,3914572820
2022-12-14,3853570660
2022-12-15,3685012059
2022-12-16,3609562020
2022-12-19,3535717300
2022-12-20,3578258280
2022-12-21,3646484380
2022-12-22,3620799260
2022-12-23,3579060940
2022-12-27,3522874740
2022-12-28,3519664100
2022-12-29,3675380140
2022-12-30,3649695020
2023-01-03,3716852850
2023-01-04,3780203740
2023-01-05,3656709600
2023-01-06,3764967450
2023-01-09,3861998559
2023-01-10,3921339900
2023-01-11,3969454500
2023-01-12,3997521350
2023-01-13,3991907980
2023-01-17,4023984380
2023-01-18,4056060780
2023-01-19,4116204030
2023-01-20,4164318630
2023-01-23,4292624230
2023-01-24,4203612220
2023-01-25,4214838960
2023-01-26,4222056150
2023-01-27,4270972660
2023-01-30,4192385480
2023-01-31,4258142100
2023-02-01,4408099270
2023-02-02,4740090010
2023-02-03,4632634070
2023-02-06,4576500370
2023-02-07,4660700920
2023-02-08,4547631610
2023-02-09,4542018240
2023-02-10,4476261620
2023-02-13,4570085090
2023-02-14,4609378680
2023-02-15,4665512380
2023-02-16,4578906100
2023-02-17,4455411960
2023-02-21,4384843880
2023-02-22,4391259160
2023-02-23,4536404870
2023-02-24,5095336140
2023-02-27,5207603540
2023-02-28,5137035460
2023-03-01,5188357700
2023-03-02,5227651290
2023-03-03,5270954430
2023-03-06,5318267119
2023-03-07,5327890040
2023-03-08,5394448570
2023-03-09,5274963980
2023-03-10,5076090300
2023-03-13,5200386350
2023-03-14,5335909140
2023-03-15,5372797000
2023-03-16,5461809010
2023-03-17,5578887869
2023-03-20,5591718430
2023-03-21,5572472590
2023-03-22,5469828109
2023-03-23,5521150350
2023-03-24,5521952260
2023-03-27,5546811470
2023-03-28,5576482140
2023-03-29,5607756630
2023-03-30,5677522800
2023-03-31,5767790460
2023-04-03,5697402780
2023-04-04,5745394380
2023-04-05,5653410480
2023-04-06,5622215940
2023-04-10,5723798160
2023-04-11,5649411180
2023-04-12,5680605720
2023-04-13,5740595220
2023-04-14,5691803760
2023-04-17,5624615519
2023-04-18,5635813559
2023-04-19,5599020000
2023-04-20,5631814260
2023-04-21,5662208940
2023-04-24,5695803059
2023-04-25,5532631620
2023-04-26,5506236240
2023-04-27,5548628820
2023-04-28,5523033300
2023-05-01,5516634420
2023-05-02,5398255140
2023-05-03,5368660320
2023-05-04,5350263540
2023-05-05,5457444780
2023-05-08,5411052900
2023-05-09,5379058500
2023-05-10,5482240440
2023-05-11,5400654720
2023-05-12,5407053600
2023-05-15,5445446880
2023-05-16,5435048700
2023-05-17,5477441280
2023-05-18,5584622519
2023-05-19,5590221540
2023-05-22,5707800960
2023-05-23,5591821260
2023-05-24,5569425180
2023-05-25,5779788360
2023-05-26,5960556720
2023-05-30,6078136140
2023-05-31,5865373380
2023-06-01,5998150140
2023-06-02,5967755460
2023-06-05,6018146640
2023-06-06,5974954200
2023-06-07,5939760360
2023-06-08,5934161340
2023-06-09,6014147340
2023-06-12,6110930400
2023-06-13,6205313880
2023-06-14,6114129840
2023-06-15,6110930400
2023-06-16,5954157840
2023-06-20,5917364280
2023-06-21,5858174640
2023-06-22,5800584720
2023-06-23,5737395780
2023-06-26,5672607120
2023-06-27,5886169740
2023-06-28,5951758260
2023-06-29,6000549720
2023-06-30,6099887040
2023-07-03,6060475850
2023-07-05,5993718120
2023-07-06,5848138009
2023-07-07,5774141490
2023-07-10,5926960390
2023-07-11,5920525910
2023-07-12,6023477590
2023-07-13,6067714640
2023-07-14,6029912070
2023-07-17,6048411200
2023-07-18,6025086210
2023-07-19,5969588820
2023-07-20,5816769919
2023-07-21,5909265570
2023-07-24,5839290600
2023-07-25,5917308669
2023-07-26,5885136270
2023-07-27,5886744890
2023-07-28,5956719860
2023-07-31,6027499140
2023-08-01,5984870710
2023-08-02,5807922509
2023-08-03,5676015669
2023-08-04,5131497800
2023-08-07,5040610770
2023-08-08,4992352170
2023-08-09,4925594440
2023-08-10,4954549600
2023-08-11,5037393530
2023-08-14,5071978860
2023-08-15,5034980600
2023-08-16,4991547860
2023-08-17,4893422040
2023-08-18,4908703930
2023-08-21,4930420300
2023-08-22,4948919430
2023-08-23,5139540900
2023-08-24,5059914210
2023-08-25,5162061580
2023-08-28,5164474509
2023-08-29,5269839120
2023-08-30,5359117530
2023-08-31,5347052880
2023-09-01,5394507169
2023-09-05,5301207210
2023-09-06,5306033070
2023-09-07,5273056360
2023-09-08,5268230500
2023-09-11,5341422710
2023-09-12,5159648650
2023-09-13,5178147780
2023-09-14,5269034810
2023-09-15,5261796020
2023-09-18,5274664980
2023-09-19,5142758140
2023-09-20,5099727555
2023-09-21,4957766840
2023-09-22,5008438370
2023-09-25,4898247900
2023-09-26,4883770320
2023-09-27,4905486690
2023-09-28,4970635800
2023-09-29,5031763360
2023-10-02,5134528000
2023-10-03,5146792000
2023-10-04,5277608000
2023-10-05,5395342400
2023-10-06,5314400000
2023-10-09,5390436800
2023-10-10,5477920000
2023-10-11,5549051200
2023-10-12,5475467200
2023-10-13,5361003199
2023-10-16,5344651200
2023-10-17,5258803199
2023-10-18,5202388800
2023-10-19,5113270400
2023-10-20,4998806400
2023-10-23,4948115200
2023-10-24,4987360000
2023-10-25,4881072000
2023-10-26,4876166400
2023-10-27,4863902400
2023-10-30,4900694400
2023-10-31,5078931200
2023-11-01,5077296000
2023-11-02,4832833600
2023-11-03,5374902400
2023-11-06,5469744000
2023-11-07,5596472000
2023-11-08,5670056000
2023-11-09,5676596800
2023-11-10,5725652800
2023-11-13,5751816000
2023-11-14,6079673600
2023-11-15,6046969599
2023-11-16,5918606400
2023-11-17,6050240000
2023-11-20,6063321600
2023-11-21,5921876800
2023-11-22,5865462400
2023-11-24,5910021600
2023-11-27,5858921600
2023-11-28,5851563199
2023-11-29,5884267200
2023-11-30,5924329599
2023-12-01,5911248000
2023-12-04,5873638400
2023-12-05,5804960000
2023-12-06,5778796800
2023-12-07,5790243199
2023-12-08,5833576000
2023-12-11,5943134400
2023-12-12,6062504000
2023-12-13,6006089599
2023-12-14,6078856000
2023-12-15,6064956800
2023-12-18,6064139200
2023-12-19,6020806400
2023-12-20,6069044800
2023-12-21,6108289599
2023-12-22,6809790400
2023-12-26,6862934400
2023-12-27,6887462400
2023-12-28,6902179200
2023-12-29,6880104000
2024-01-02,6449218830
2024-01-03,6318731370
2024-01-04,6453348180
2024-01-05,6606960000
2024-01-08,6822512070
2024-01-09,6772134000
2024-01-10,6898492110
2024-01-11,6892711019
2024-01-12,6956303010
2024-01-16,6964561710
2024-01-17,7005029339
2024-01-18,7033108920
2024-01-19,7079357640
2024-01-22,7277566440
2024-01-23,7241228160
2024-01-24,7068621330
2024-01-25,7061188500
2024-01-26,7039715880
2024-01-29,7201586400
2024-01-30,7170203339
2024-01-31,7021546740
2024-02-01,7100004390
2024-02-02,7239576420
2024-02-05,7173506820
2024-02-06,7324641030
2024-02-07,7389884760
2024-02-08,7441914570
2024-02-09,7619476620
2024-02-12,7434481740
2024-02-13,7094223300
2024-02-14,7346939519
2024-02-15,7571576160
2024-02-16,7471645890
2024-02-20,7254442080
2024-02-21,7177636170
2024-02-22,7421267820
2024-02-23,7062840240
2024-02-26,7042193490
2024-02-27,6983556720
2024-02-28,6990163680
2024-02-29,7026501960
2024-03-01,7076054160
2024-03-04,7085138730
2024-03-05,6732492240
2024-03-06,6821686200
2024-03-07,6896014500
2024-03-08,6810949890
2024-03-11,6805994670
2024-03-12,6784522050
2024-03-13,6724233540
2024-03-14,6737447460
2024-03-15,6526850610
2024-03-18,6630084360
2024-03-19,6658163940
2024-03-20,6868760790
2024-03-21,7168551600
2024-03-22,6982730850
2024-03-25,6967865190
2024-03-26,7030631310
2024-03-27,7124780490
2024-03-28,7114870050
2024-04-01,7058710890
2024-04-02,6917487120
2024-04-03,6910054290
2024-04-04,6892711019
2024-04-05,6984382589
2024-04-08,7096700910
2024-04-09,7031457180
2024-04-10,6782870310
2024-04-11,6910054290
2024-04-12,6780392700
2024-04-15,6691198740
2024-04-16,6701109180
2024-04-17,6653208720
2024-04-18,6670551990
2024-04-19,6798561839
2024-04-22,6790303140
2024-04-23,6919138860
2024-04-24,6891885150
2024-04-25,6869586660
2024-04-26,6902621460
2024-04-29,6810124019
2024-04-30,6644124150
2024-05-01,6723407670
2024-05-02,6751487250
2024-05-03,6728362890
2024-05-06,6856372740
2024-05-07,7109914830
2024-05-08,7036412400
2024-05-09,7076054160
2024-05-10,7072750680
2024-05-13,7058710890
2024-05-14,7164422250
2024-05-15,7503854820
2024-05-16,7522023960
2024-05-17,7474123500
2024-05-20,7554232890
2024-05-21,7493944380
2024-05-22,7486511550
2024-05-23,7495596120
2024-05-24,7672332300
2024-05-28,7504680690
2024-05-29,7406402160
2024-05-30,7297387320
2024-05-31,7212322710
2024-06-03,7145427240
2024-06-04,7193327700
2024-06-05,7365108660
2024-06-06,7120651140
2024-06-07,7057885019
2024-06-10,7673984040
2024-06-11,7801993890
2024-06-12,8024978790
2024-06-13,8005983780
2024-06-14,7978730070
2024-06-17,8192630400
2024-06-18,8126560800
2024-06-20,7958909190
2024-06-21,7863934140
2024-06-24,7930829610
2024-06-25,8086919040
2024-06-26,8133993630
2024-06-27,8082789690
2024-06-28,8100132960
2024-07-01,8055535980
2024-07-02,8127386670
2024-07-03,8105088180
2024-07-05,8165376690
2024-07-08,8074530990
2024-07-09,7968819630
2024-07-10,8144729940
2024-07-11,8198411490
2024-07-12,8279346750
2024-07-15,8008461390
2024-07-16,8066272290
2024-07-17,7769784960
2024-07-18,7480730460
2024-07-19,7410531510
2024-07-22,7566620940
2024-07-23,7586441820
2024-07-24,7231317720
2024-07-25,7199108790
2024-07-26,7240402290
2024-07-29,7302235380
2024-07-30,7261267950
2024-07-31,7387514520
2024-08-01,7133349239
2024-08-02,6921823530
2024-08-05,6818986920
2024-08-06,6930184230
2024-08-07,7140037800
2024-08-08,7459416540
2024-08-09,7462760820
