,ENPH
2017-04-20,99632120
2017-04-21,103853820
2017-04-24,108075520
2017-04-25,108919860
2017-04-26,107231180
2017-04-27,104698160
2017-04-28,100476460
2017-05-01,101320800
2017-05-02,103853820
2017-05-03,97943440
2017-05-04,94566080
2017-05-05,97943440
2017-05-08,98787780
2017-05-09,97099099
2017-05-10,89500040
2017-05-11,77772157
2017-05-12,69700267
2017-05-15,65394133
2017-05-16,64592010
2017-05-17,60100121
2017-05-18,59019365
2017-05-19,61130216
2017-05-22,66272246
2017-05-23,64608896
2017-05-24,62033659
2017-05-25,61408848
2017-05-26,60741819
2017-05-30,63325500
2017-05-31,64169840
2017-06-01,65453236
2017-06-02,69573616
2017-06-05,65892293
2017-06-06,63747670
2017-06-07,64592010
2017-06-08,67116586
2017-06-09,65985171
2017-06-12,65250595
2017-06-13,69227436
2017-06-14,67243237
2017-06-15,66711303
2017-06-16,65014180
2017-06-19,67361445
2017-06-20,70873899
2017-06-21,69860691
2017-06-22,73288712
2017-06-23,74977392
2017-06-26,72174183
2017-06-27,71768900
2017-06-28,73035410
2017-06-29,71498711
2017-06-30,73405630
2017-07-03,73184988
2017-07-05,69578353
2017-07-06,69765050
2017-07-07,67779279
2017-07-10,70622156
2017-07-11,67134328
2017-07-12,69459547
2017-07-13,68755192
2017-07-14,70002663
2017-07-17,67465290
2017-07-18,67889600
2017-07-19,67881113
2017-07-20,71699903
2017-07-21,73261364
2017-07-24,75331997
2017-07-25,84013380
2017-07-26,85710620
2017-07-27,80618900
2017-07-28,81671188
2017-07-31,79371428
2017-08-01,81467520
2017-08-02,79770280
2017-08-03,79787252
2017-08-04,78582212
2017-08-07,73829940
2017-08-08,75527180
2017-08-09,78751936
2017-08-10,70342111
2017-08-11,69459547
2017-08-14,69748077
2017-08-15,66608183
2017-08-16,69790508
2017-08-17,69798995
2017-08-18,73541409
2017-08-21,71648986
2017-08-22,71071925
2017-08-23,72557010
2017-08-24,77640243
2017-08-25,79558125
2017-08-28,78073040
2017-08-29,77852398
2017-08-30,80610413
2017-08-31,78073040
2017-09-01,83173246
2017-09-05,92499580
2017-09-06,94196820
2017-09-07,110320600
2017-09-08,110320600
2017-09-11,106077500
2017-09-12,102683020
2017-09-13,109471980
2017-09-14,110320600
2017-09-15,129838860
2017-09-18,128141620
2017-09-19,128141620
2017-09-20,128990240
2017-09-21,119655420
2017-09-22,119655420
2017-09-25,115412320
2017-09-26,116260940
2017-09-27,123049900
2017-09-28,128141620
2017-09-29,128990240
2017-10-02,131104170
2017-10-03,136245510
2017-10-04,130247280
2017-10-05,131104170
2017-10-06,127676610
2017-10-09,122535270
2017-10-10,118250819
2017-10-11,119964599
2017-10-12,120821490
2017-10-13,119107709
2017-10-16,120821490
2017-10-17,117393930
2017-10-18,107968140
2017-10-19,110538810
2017-10-20,117393930
2017-10-23,113109480
2017-10-24,113966370
2017-10-25,108825030
2017-10-26,113109480
2017-10-27,116537040
2017-10-30,127676610
2017-10-31,131104170
2017-11-01,119964599
2017-11-02,124249050
2017-11-03,126819720
2017-11-06,127676610
2017-11-07,125105940
2017-11-08,149955750
2017-11-09,156810870
2017-11-10,168378885
2017-11-13,198798480
2017-11-14,203082930
2017-11-15,223648290
2017-11-16,238215419
2017-11-17,237358530
2017-11-20,218935395
2017-11-21,238215419
2017-11-22,240786090
2017-11-24,227932740
2017-11-27,257067000
2017-11-28,269063460
2017-11-29,245927430
2017-11-30,248498100
2017-12-01,248498100
2017-12-04,227075850
2017-12-05,236501639
2017-12-06,231360300
2017-12-07,239929199
2017-12-08,237358530
2017-12-11,231360300
2017-12-12,233074080
2017-12-13,227932740
2017-12-14,231360300
2017-12-15,239929199
2017-12-18,219363840
2017-12-19,211651830
2017-12-20,215936280
2017-12-21,218506949
2017-12-22,216793169
2017-12-26,207367380
2017-12-27,209938050
2017-12-28,213365610
2017-12-29,206510490
2018-01-02,237697200
2018-01-03,235868760
2018-01-04,228555000
2018-01-05,225812340
2018-01-08,220327020
2018-01-09,217584360
2018-01-10,206613719
2018-01-11,219412800
2018-01-12,204785280
2018-01-16,191071980
2018-01-17,191986200
2018-01-18,177358680
2018-01-19,178272900
2018-01-22,180101340
2018-01-23,188329320
2018-01-24,184672440
2018-01-25,191071980
2018-01-26,195643080
2018-01-29,185586659
2018-01-30,185586659
2018-01-31,201128400
2018-02-01,198385740
2018-02-02,189243540
2018-02-05,210270599
2018-02-06,211184820
2018-02-07,231297659
2018-02-08,208442159
2018-02-09,209356380
2018-02-12,243182520
2018-02-13,260552700
2018-02-14,244096740
2018-02-15,252324719
2018-02-16,257810040
2018-02-20,233126099
2018-02-21,240439860
2018-02-22,222155460
2018-02-23,225812340
2018-02-26,245010960
2018-02-27,255067380
2018-02-28,303521040
2018-03-01,302606820
2018-03-02,313577460
2018-03-05,339175620
2018-03-06,351974700
2018-03-07,358374240
2018-03-08,346489380
2018-03-09,353803140
2018-03-12,370259100
2018-03-13,363859560
2018-03-14,388543500
2018-03-15,403171020
2018-03-16,431511840
2018-03-19,433340280
2018-03-20,435168720
2018-03-21,430597620
2018-03-22,432426060
2018-03-23,441568260
2018-03-26,449796240
2018-03-27,464423760
2018-03-28,419626980
2018-03-29,417798540
2018-04-02,421459500
2018-04-03,396228000
2018-04-04,413049000
2018-04-05,407442000
2018-04-06,386882999
2018-04-09,387817500
2018-04-10,373800000
2018-04-11,370062000
2018-04-12,380341500
2018-04-13,368193000
2018-04-16,370062000
2018-04-17,398097000
2018-04-18,397162500
2018-04-19,428001000
2018-04-20,458839500
2018-04-23,463512000
2018-04-24,416787000
2018-04-25,410245499
2018-04-26,409311000
2018-04-27,398097000
2018-04-30,387817500
2018-05-01,379406999
2018-05-02,432673500
2018-05-03,420525000
2018-05-04,401835000
2018-05-07,428935500
2018-05-08,419590500
2018-05-09,437346000
2018-05-10,486874500
2018-05-11,475660500
2018-05-14,484071000
2018-05-15,495285000
2018-05-16,523319999
2018-05-17,516778500
2018-05-18,499023000
2018-05-21,513975000
2018-05-22,517713000
2018-05-23,527992500
2018-05-24,542010000
2018-05-25,524254500
2018-05-29,546682500
2018-05-30,582193500
2018-05-31,535468500
2018-06-01,540141000
2018-06-04,541075500
2018-06-05,525189000
2018-06-06,495285000
2018-06-07,497154000
2018-06-08,470053500
2018-06-11,431739000
2018-06-12,420525000
2018-06-13,558831000
2018-06-14,601818000
2018-06-15,531730500
2018-06-18,570045000
2018-06-19,579390000
2018-06-20,575652000
2018-06-21,581259000
2018-06-22,618639000
2018-06-25,652281000
2018-06-26,682185000
2018-06-27,636394500
2018-06-28,649477500
2018-06-29,628918500
2018-07-02,733977720
2018-07-03,722669940
2018-07-05,720613980
2018-07-06,722669940
2018-07-09,760705200
2018-07-10,768929040
2018-07-11,723697920
2018-07-12,721641960
2018-07-13,723697920
2018-07-16,691830540
2018-07-17,681550740
2018-07-18,687718620
2018-07-19,721641960
2018-07-20,694914480
2018-07-23,690802560
2018-07-24,680522760
2018-07-25,666131040
2018-07-26,635291640
2018-07-27,574640820
2018-07-30,583892640
2018-07-31,611648100
2018-08-01,574640820
2018-08-02,585434610
2018-08-03,550997280
2018-08-06,592116480
2018-08-07,603424260
2018-08-08,591088500
2018-08-09,583892640
2018-08-10,586976580
2018-08-13,552025260
2018-08-14,519129900
2018-08-15,503196209
2018-08-16,511934040
2018-08-17,490346459
2018-08-20,510906060
2018-08-21,504738180
2018-08-22,507822120
2018-08-23,503710200
2018-08-24,504738180
2018-08-27,492402420
2018-08-28,515017980
2018-08-29,535577580
2018-08-30,484178580
2018-08-31,502682219
2018-09-04,502682219
2018-09-05,473898780
2018-09-06,455395140
2018-09-07,457451100
2018-09-10,454367160
2018-09-11,459507060
2018-09-12,453339180
2018-09-13,421471799
2018-09-14,414275940
2018-09-17,399884220
2018-09-18,448199280
2018-09-19,434835540
2018-09-20,454367160
2018-09-21,452311200
2018-09-24,432779580
2018-09-25,474926760
2018-09-26,466702920
2018-09-27,507822120
2018-09-28,498570299
2018-10-01,528924480
2018-10-02,532123620
2018-10-03,525725339
2018-10-04,494800319
2018-10-05,480937380
2018-10-08,493733940
2018-10-09,484136520
2018-10-10,461742540
2018-10-11,479871000
2018-10-12,490534799
2018-10-15,526791720
2018-10-16,521459819
2018-10-17,524658960
2018-10-18,519327060
2018-10-19,505464120
2018-10-22,501198600
2018-10-23,480937380
2018-10-24,454277880
2018-10-25,469207200
2018-10-26,446813220
2018-10-29,442547700
2018-10-30,452145120
2018-10-31,484136520
2018-11-01,523592580
2018-11-02,549185700
2018-11-05,574778820
2018-11-06,549185700
2018-11-07,601438320
2018-11-08,619566780
2018-11-09,592907280
2018-11-12,579044340
2018-11-13,580110720
2018-11-14,575845200
2018-11-15,590774520
2018-11-16,581177100
2018-11-19,564115020
2018-11-20,524658960
2018-11-21,541721040
2018-11-23,555583980
2018-11-26,565181400
2018-11-27,567314160
2018-11-28,593973660
2018-11-29,577977960
2018-11-30,575845200
2018-12-03,616367640
2018-12-04,603571080
2018-12-06,625965060
2018-12-07,605703840
2018-12-10,605703840
2018-12-11,607836600
2018-12-12,618500400
2018-12-13,614234880
2018-12-14,605703840
2018-12-17,589708140
2018-12-18,559849500
2018-12-19,553451220
2018-12-20,533190000
2018-12-21,505464120
2018-12-24,494800319
2018-12-26,532123620
2018-12-27,522526200
2018-12-28,515061540
2018-12-31,511762350
2019-01-02,532319400
2019-01-03,515008200
2019-01-04,549630600
2019-01-07,569105700
2019-01-08,578843250
2019-01-09,609137850
2019-01-10,609137850
2019-01-11,614547600
2019-01-14,629694900
2019-01-15,665399250
2019-01-16,722742600
2019-01-17,737889900
2019-01-18,706513350
2019-01-22,713005050
2019-01-23,704349450
2019-01-24,720578700
2019-01-25,727070400
2019-01-28,746545500
2019-01-29,768184500
2019-01-30,774676200
2019-01-31,782249850
2019-02-01,757365000
2019-02-04,757365000
2019-02-05,789823500
2019-02-06,791987400
2019-02-07,809298600
2019-02-08,804970800
2019-02-11,836347350
2019-02-12,822282000
2019-02-13,830937600
2019-02-14,828773700
2019-02-15,827691750
2019-02-19,817954200
2019-02-20,782249850
2019-02-21,797397150
2019-02-22,841757100
2019-02-25,872051700
2019-02-26,875297550
2019-02-27,959689649
2019-02-28,981328650
2019-03-01,984574500
2019-03-04,949952099
2019-03-05,941296499
2019-03-06,906674100
2019-03-07,896936549
2019-03-08,915329700
2019-03-11,956443800
2019-03-12,973755000
2019-03-13,1012705199
2019-03-14,1014869100
2019-03-15,979164750
2019-03-18,1046245650
2019-03-19,995393999
2019-03-20,993230100
2019-03-21,1014869100
2019-03-22,994312050
2019-03-25,977000849
2019-03-26,942378450
2019-03-27,952116000
2019-03-28,982410600
2019-03-29,998639850
2019-04-01,1052649020
2019-04-02,1062879950
2019-04-03,1101530130
2019-04-04,1082205040
2019-04-05,1118581680
2019-04-08,1164052480
2019-04-09,1140180310
2019-04-10,1153821550
2019-04-11,1114034600
2019-04-12,1128812610
2019-04-15,1090162430
2019-04-16,1098119820
2019-04-17,1106077210
2019-04-18,1074247650
2019-04-22,1054922559
2019-04-23,1108350750
2019-04-24,1117444910
2019-04-25,1126539070
2019-04-26,1185651110
2019-04-29,1160642170
2019-04-30,1141317080
2019-05-01,1475527460
2019-05-02,1469843610
2019-05-03,1572152910
2019-05-06,1563058750
2019-05-07,1615350170
2019-05-08,1583520610
2019-05-09,1541460120
2019-05-10,1593751540
2019-05-13,1556238130
2019-05-14,1593751540
2019-05-15,1657410660
2019-05-16,1684693140
2019-05-17,1665368050
2019-05-20,1626717870
2019-05-21,1691513760
2019-05-22,1730163940
2019-05-23,1668778360
2019-05-24,1746078720
2019-05-28,1797233370
2019-05-29,1851798330
2019-05-30,1792686290
2019-05-31,1724480090
2019-06-03,1785865670
2019-06-04,1815421690
2019-06-05,1809737840
2019-06-06,1782455360
2019-06-07,1859755720
2019-06-10,1840430630
2019-06-11,1940466390
2019-06-12,1941603159
2019-06-13,1990484270
2019-06-14,1970022409
2019-06-17,2017766750
2019-06-18,2137127600
2019-06-19,2117802510
2019-06-20,2091656799
2019-06-21,2005262280
2019-06-24,1988210729
2019-06-25,1851798330
2019-06-26,1908636830
2019-06-27,2037091840
2019-06-28,2072331710
2019-07-01,2234850900
2019-07-02,2266602880
2019-07-03,2316673310
2019-07-05,2398495720
2019-07-08,2438796310
2019-07-09,2493751660
2019-07-10,2429026470
2019-07-11,2378956040
2019-07-12,2402159410
2019-07-15,2400938180
2019-07-16,2485203050
2019-07-17,2465663370
2019-07-18,2523061180
2019-07-19,2541379630
2019-07-22,2596334980
2019-07-23,2399716950
2019-07-24,2444902460
2019-07-25,2418035400
2019-07-26,2540158400
2019-07-29,2589007600
2019-07-30,2643962950
2019-07-31,3437762450
2019-08-01,3675902300
2019-08-02,3556221760
2019-08-05,3352276350
2019-08-06,3507372560
2019-08-07,3759556555
2019-08-08,3856644340
2019-08-09,3889617550
2019-08-12,3773600700
2019-08-13,3928696910
2019-08-14,3690557060
2019-08-15,3636822940
2019-08-16,3911599690
2019-08-19,4078908200
2019-08-20,4137527240
2019-08-21,4253544090
2019-08-22,4121651250
2019-08-23,4078908200
2019-08-26,4227898259
2019-08-27,4036165149
2019-08-28,4063032210
2019-08-29,3804131450
2019-08-30,3623389410
2019-09-03,3382807100
2019-09-04,3402346780
2019-09-05,3088490670
2019-09-06,3101924200
2019-09-09,2906527400
2019-09-10,2843023440
2019-09-11,3018880560
2019-09-12,2711130600
2019-09-13,2696475840
2019-09-16,2840580980
2019-09-17,3061623610
2019-09-18,3077499600
2019-09-19,3311975760
2019-09-20,3354718810
2019-09-23,3325409290
2019-09-24,3055517460
2019-09-25,3060402380
2019-09-26,2831421755
2019-09-27,2717847365
2019-09-30,2726064900
2019-10-01,2662297300
2019-10-02,2685597000
2019-10-03,2749364600
2019-10-04,2875060350
2019-10-07,2912462500
2019-10-08,2973164350
2019-10-09,2970098600
2019-10-10,3008113900
2019-10-11,2977456400
2019-10-14,3035092500
2019-10-15,2960288200
2019-10-16,2963353950
2019-10-17,3078013000
2019-10-18,3035092500
2019-10-21,3174890700
2019-10-22,2907557300
2019-10-23,2869542000
2019-10-24,2846242300
2019-10-25,3010566500
2019-10-28,3119707200
2019-10-29,3089049700
2019-10-30,2300538800
2019-10-31,2382700900
2019-11-01,2309122900
2019-11-04,2201821650
2019-11-05,2279691700
2019-11-06,2231866000
2019-11-07,2207340000
2019-11-08,2261297200
2019-11-11,2298086200
2019-11-12,2344685600
2019-11-13,2320772750
2019-11-14,2328743700
2019-11-15,2369211600
2019-11-18,2282144300
2019-11-19,2353269700
2019-11-20,2222055600
2019-11-21,2307896600
2019-11-22,2375343100
2019-11-25,2593624500
2019-11-26,2637771300
2019-11-27,2825395200
2019-11-29,2681918100
2019-12-02,2706444100
2019-12-03,2911236200
2019-12-04,2976230100
2019-12-05,2865863100
2019-12-06,2956609300
2019-12-09,2948025200
2019-12-10,2945572600
2019-12-11,2968872300
2019-12-12,2903878400
2019-12-13,3019150600
2019-12-16,3158948800
2019-12-17,3169985500
2019-12-18,3156496200
2019-12-19,3183474800
2019-12-20,3181022200
2019-12-23,3287710300
2019-12-24,3313462600
2019-12-26,3352704200
2019-12-27,3280965650
2019-12-30,3111123100
2019-12-31,3227865030
2020-01-02,3624399540
2020-01-03,3618222990
2020-01-06,3663929460
2020-01-07,3704694690
2020-01-08,3829461000
2020-01-09,3902344290
2020-01-10,3788695770
2020-01-13,3803519490
2020-01-14,3730636200
2020-01-15,3725694960
2020-01-16,3808460730
2020-01-17,3891226500
2020-01-21,3861579060
2020-01-22,3906050220
2020-01-23,3961639170
2020-01-24,4039463700
2020-01-27,3699753450
2020-01-28,3982639440
2020-01-29,4022169360
2020-01-30,4137053190
2020-01-31,3893697120
2020-02-03,4066640520
2020-02-04,4558293900
2020-02-05,4559529210
2020-02-06,4742355090
2020-02-07,4700354550
2020-02-10,4769531910
2020-02-11,4899239460
2020-02-12,5126536500
2020-02-13,5106771540
2020-02-14,5075888790
2020-02-18,4962240270
2020-02-19,7068443820
2020-02-20,7256210940
2020-02-21,7299446790
2020-02-24,6826323060
2020-02-25,6287727900
2020-02-26,6407552970
2020-02-27,6023371560
2020-02-28,6049313070
2020-03-02,6349493400
2020-03-03,6469318470
2020-03-04,6605202570
2020-03-05,7002972390
2020-03-06,6553319550
2020-03-09,5358774780
2020-03-10,5631778290
2020-03-11,5154948630
2020-03-12,4078993620
2020-03-13,4059228660
2020-03-16,3390925950
2020-03-17,3616987680
2020-03-18,2963508690
2020-03-19,3242688750
2020-03-20,3211806000
2020-03-23,3398337810
2020-03-24,4242054540
2020-03-25,4547176110
2020-03-26,4463175030
2020-03-27,3999933780
2020-03-30,3952992000
2020-03-31,4018745397
2020-04-01,3705111504
2020-04-02,3723780188
2020-04-03,3570696978
2020-04-06,4237791290
2020-04-07,4361004605
2020-04-08,4720687919
2020-04-09,4736867445
2020-04-13,4702019235
2020-04-14,5152556811
2020-04-15,4929777181
2020-04-16,4827721708
2020-04-17,4848879550
2020-04-20,4855102444
2020-04-21,4419499815
2020-04-22,4759269866
2020-04-23,4913597655
2020-04-24,4695796340
2020-04-27,4631078235
2020-04-28,5351689442
2020-04-29,6096569937
2020-04-30,5828363176
2020-05-01,5382803915
2020-05-04,5473658178
2020-05-05,5522196756
2020-05-06,6556441855
2020-05-07,6781710644
2020-05-08,7128948168
2020-05-11,7415201324
2020-05-12,7376619377
2020-05-13,7152595168
2020-05-14,7091610800
2020-05-15,7265229562
2020-05-18,8017577531
2020-05-19,8343657213
2020-05-20,7986463057
2020-05-21,7458761587
2020-05-22,7021914379
2020-05-26,7272074746
2020-05-27,7201133746
2020-05-28,6944750485
2020-05-29,7242204851
2020-06-01,7427647113
2020-06-02,7087877063
2020-06-03,6636094908
2020-06-04,6427005646
2020-06-05,6794156433
2020-06-08,6583822592
2020-06-09,6419538172
2020-06-10,6141997068
2020-06-11,5931663228
2020-06-12,6052387385
2020-06-15,6278900752
2020-06-16,6566398487
2020-06-17,4858836181
2020-06-18,5690214913
2020-06-19,5814672807
2020-06-22,5670301650
2020-06-23,5661589598
2020-06-24,5809694491
2020-06-25,5700171545
2020-06-26,5637942598
2020-06-29,5905527070
2020-06-30,5999005130
2020-07-01,6186907540
2020-07-02,6161685740
2020-07-06,6325627440
2020-07-07,6386159760
2020-07-08,6927167370
2020-07-09,7036882200
2020-07-10,6990221870
2020-07-13,6598022880
2020-07-14,7046970920
2020-07-15,7308016550
2020-07-16,7281533660
2020-07-17,7479524790
2020-07-20,8012965860
2020-07-21,7705259900
2020-07-22,7828846720
2020-07-23,7777142030
2020-07-24,7522401850
2020-07-27,7846501980
2020-07-28,7217218070
2020-07-29,7455564080
2020-07-30,7458086260
2020-07-31,7611939240
2020-08-03,7719131890
2020-08-04,8695215550
2020-08-05,9456913910
2020-08-06,9000399330
2020-08-07,9185779560
2020-08-10,9059670560
2020-08-11,8487135700
2020-08-12,8977699710
2020-08-13,9443041920
2020-08-14,9226134440
2020-08-17,9465741540
2020-08-18,9478352440
2020-08-19,9519968410
2020-08-20,9217306810
2020-08-21,9223612260
2020-08-24,9251356240
2020-08-25,9575456370
2020-08-26,9488441160
2020-08-27,9261444960
2020-08-28,9589328360
2020-08-31,9739398070
2020-09-01,9926039390
2020-09-02,9712915180
2020-09-03,8550190200
2020-09-04,8342740895
2020-09-08,8203390450
2020-09-09,8538840389
2020-09-10,8335804899
2020-09-11,8209695899
2020-09-14,8763314410
2020-09-15,9100025440
2020-09-16,9184518470
2020-09-17,8432908830
2020-09-18,8609461430
2020-09-21,8918428480
2020-09-22,9108853070
2020-09-23,8861679430
2020-09-24,8753225690
2020-09-25,9284144580
2020-09-28,9854157260
2020-09-29,10189607200
2020-09-30,10487278200
2020-10-01,11365979800
2020-10-02,11482801400
2020-10-05,12450389000
2020-10-06,12516418600
2020-10-07,13690983600
2020-10-08,13396390000
2020-10-09,13863676400
2020-10-12,13260521400
2020-10-13,13542417000
2020-10-14,13837010600
2020-10-15,14057955800
2020-10-16,14074463200
2020-10-19,14563336200
2020-10-20,14747457200
2020-10-21,12892279400
2020-10-22,13137350800
2020-10-23,13120843400
2020-10-26,13164016600
2020-10-27,12524037400
2020-10-28,13054813800
2020-10-29,13016719800
2020-10-30,12455468200
2020-11-02,13184333400
2020-11-03,13301155000
2020-11-04,13484006200
2020-11-05,15270614800
2020-11-06,15558859400
2020-11-09,14866818400
2020-11-10,13890342200
2020-11-11,15292201400
2020-11-12,14883325800
2020-11-13,14804598200
2020-11-16,15228711400
2020-11-17,15887737600
2020-11-18,15862341600
2020-11-19,16366452199
2020-11-20,16455338200
2020-11-23,17069921400
2020-11-24,17271819600
2020-11-25,17659108600
2020-11-27,17848308800
2020-11-30,17341658600
2020-12-01,16361373000
2020-12-02,16244551400
2020-12-03,16211536600
2020-12-04,16565810800
2020-12-07,16421053600
2020-12-08,17109285200
2020-12-09,16159474800
2020-12-10,16661045800
2020-12-11,17765771800
2020-12-14,18420988600
2020-12-15,20375210800
2020-12-16,20737103800
2020-12-17,20763769600
2020-12-18,20876781800
2020-12-21,21685644400
2020-12-22,22509744600
2020-12-23,22897033600
2020-12-24,23032902200
2020-12-28,22283720200
2020-12-29,21611996000
2020-12-30,21958651400
2020-12-31,23039737410
2021-01-04,22615628720
2021-01-05,23828868440
2021-01-06,26704404140
2021-01-07,28067329280
2021-01-08,27233555230
2021-01-11,26481189040
2021-01-12,27112756470
2021-01-13,26745108070
2021-01-14,27420005490
2021-01-15,25025038770
2021-01-19,26428667840
2021-01-20,26181818200
2021-01-21,27848053270
2021-01-22,27845427210
2021-01-25,26619057190
2021-01-26,24598304020
2021-01-27,23505863060
2021-01-28,25438643220
2021-01-29,23943102050
2021-02-01,24467001020
2021-02-02,25292896890
2021-02-03,25780031020
2021-02-04,25686805890
2021-02-05,25367739600
2021-02-08,25980924610
2021-02-09,26273730300
2021-02-10,26532397210
2021-02-11,26139801240
2021-02-12,27115382530
2021-02-16,25407130500
2021-02-17,24860910020
2021-02-18,23744834520
2021-02-19,24913431220
2021-02-22,22040521580
2021-02-23,22438369670
2021-02-24,23748773610
2021-02-25,21976183110
2021-02-26,23117206180
2021-03-01,24481444350
2021-03-02,22543412070
2021-03-03,21155539360
2021-03-04,19679693640
2021-03-05,18848545650
2021-03-08,17339874180
2021-03-09,19524756100
2021-03-10,20014516290
2021-03-11,21709638020
2021-03-12,21626917130
2021-03-15,22867730480
2021-03-16,21837001930
2021-03-17,21510057460
2021-03-18,19495869440
2021-03-19,20345399850
2021-03-22,21154226330
2021-03-23,20479328910
2021-03-24,19430217940
2021-03-25,19495869440
2021-03-26,19967247210
2021-03-29,18663408420
2021-03-30,19774231800
2021-03-31,21906843040
2021-04-01,21978442860
2021-04-05,20185745480
2021-04-06,21334044480
2021-04-07,20265450940
2021-04-08,20686944220
2021-04-09,20446476900
2021-04-12,20516725780
2021-04-13,20681540460
2021-04-14,20522129540
2021-04-15,19695354260
2021-04-16,20265450940
2021-04-19,19067167160
2021-04-20,19858818000
2021-04-21,20950377520
2021-04-22,21733922720
2021-04-23,22556645180
2021-04-26,23323979100
2021-04-27,23114583400
2021-04-28,19846659540
2021-04-29,19372479600
2021-04-30,18811839500
2021-05-03,18428172540
2021-05-04,17269066020
2021-05-05,17140726720
2021-05-06,16473362360
2021-05-07,16611158240
2021-05-10,15957303280
2021-05-11,16403113480
2021-05-12,15828963980
2021-05-13,15483123340
2021-05-14,16181559320
2021-05-17,15997831480
2021-05-18,16550365940
2021-05-19,17652732980
2021-05-20,19159031080
2021-05-21,19221174320
2021-05-24,19030691780
2021-05-25,18714571820
2021-05-26,19323845760
2021-05-27,19225227140
2021-05-28,19325196700
2021-06-01,18837507360
2021-06-02,18801031980
2021-06-03,18120158220
2021-06-04,18197161800
2021-06-07,18571372180
2021-06-08,18798330100
2021-06-09,18503825180
2021-06-10,19385989000
2021-06-11,19876380220
2021-06-14,19946629100
2021-06-15,19577822480
2021-06-16,20536989880
2021-06-17,21883877060
2021-06-18,22405339900
2021-06-21,22031129520
2021-06-22,22601226200
2021-06-23,22998402560
2021-06-24,23070002380
2021-06-25,23694136660
2021-06-28,25442253020
2021-06-29,25088306740
2021-06-30,24738817230
2021-07-01,24668762310
2021-07-02,25113341610
2021-07-06,25436672010
2021-07-07,24496319430
2021-07-08,24212058120
2021-07-09,24761719800
2021-07-12,25020384120
2021-07-13,24796747260
2021-07-14,23008999590
2021-07-15,22268034090
2021-07-16,22020147450
2021-07-19,22266686880
2021-07-20,23184136890
2021-07-21,24221488590
2021-07-22,24106975740
2021-07-23,24004587780
2021-07-26,23802506280
2021-07-27,23287872060
2021-07-28,24441083820
2021-07-29,24527305260
2021-07-30,25543101600
2021-08-02,24668762310
2021-08-03,25949959020
2021-08-04,26126443530
2021-08-05,24714567450
2021-08-06,24214752540
2021-08-09,24998828760
2021-08-10,24800788890
2021-08-11,24558291090
2021-08-12,24423570090
2021-08-13,23576175000
2021-08-16,22571156340
2021-08-17,22024189080
2021-08-18,21888120870
2021-08-19,21944703690
2021-08-20,22362338790
2021-08-23,23204345040
2021-08-24,23295955320
2021-08-25,23294608110
2021-08-26,23229942030
2021-08-27,23574827790
2021-08-30,23950699380
2021-08-31,23405079330
2021-09-01,23768826030
2021-09-02,23830797690
2021-09-03,23433370740
2021-09-07,22731474330
2021-09-08,22010716980
2021-09-09,21738580560
2021-09-10,21315556620
2021-09-13,21567484890
2021-09-14,21279181950
2021-09-15,20953157130
2021-09-16,21122905590
2021-09-17,21675261690
2021-09-20,20536869240
2021-09-21,20786103090
2021-09-22,21314209410
2021-09-23,21329028720
2021-09-24,20701228860
2021-09-27,20889838260
2021-09-28,20303801910
2021-09-29,19992596400
2021-09-30,20233952400
2021-10-01,20961171200
2021-10-04,19567447600
2021-10-05,19888557200
2021-10-06,20721013600
2021-10-07,21213471600
2021-10-08,20826251200
2021-10-11,21757199200
2021-10-12,22914812800
2021-10-13,23369493200
2021-10-14,23446397600
2021-10-15,23330366400
2021-10-18,24281552400
2021-10-19,25238135200
2021-10-20,24299092000
2021-10-21,24258616000
2021-10-22,23840364000
2021-10-25,24208695600
2021-10-26,23403223200
2021-10-27,29172402400
2021-10-28,30284143200
2021-10-29,31251519600
2021-11-01,32317387600
2021-11-02,32058341200
2021-11-03,31919373600
2021-11-04,32731592000
2021-11-05,32097468000
2021-11-08,32599370400
2021-11-09,32298498800
2021-11-10,31231281600
2021-11-11,33796110800
2021-11-12,33948570400
2021-11-15,33016273200
2021-11-16,33944522800
2021-11-17,34385711200
2021-11-18,34334441600
2021-11-19,36123480800
2021-11-22,35230310400
2021-11-23,33797460000
2021-11-24,34418092000
2021-11-26,33381906400
2021-11-29,34635313200
2021-11-30,33730000000
2021-12-01,31957151200
2021-12-02,31706200000
2021-12-03,29291132000
2021-12-06,28729864800
2021-12-07,30027795200
2021-12-08,30439301200
2021-12-09,29189942000
2021-12-10,29010498400
2021-12-13,28808118400
2021-12-14,27297014400
2021-12-15,27529076800
2021-12-16,25749482000
2021-12-17,25514721200
2021-12-20,24114251600
2021-12-21,25499880000
2021-12-22,25544403600
2021-12-23,25387896400
2021-12-27,25458054800
2021-12-28,25201706800
2021-12-29,25023612400
2021-12-30,25150437200
2021-12-31,25683623660
2022-01-03,25895618149
2022-01-04,25029389014
2022-01-05,22069889797
2022-01-06,21268241764
2022-01-07,20375337826
2022-01-10,20656125228
2022-01-11,20849868535
2022-01-12,20957971685
2022-01-13,20145092156
2022-01-14,20053836250
2022-01-18,19082311839
2022-01-19,18894184280
2022-01-20,18909627587
2022-01-21,17692414200
2022-01-24,17984433098
2022-01-25,17219287427
2022-01-26,17092933096
2022-01-27,16843032308
2022-01-28,17389163805
2022-01-31,19721103179
2022-02-01,20029969321
