,CMCSA
2004-08-24,93245217382
2004-08-25,94752413783
2004-08-26,94852893543
2004-08-27,94350494743
2004-08-30,93546656662
2004-08-31,94350494743
2004-09-01,93446176902
2004-09-02,93345697142
2004-09-03,92642338821
2004-09-07,93848095942
2004-09-08,94551454263
2004-09-09,93647136422
2004-09-10,93747616182
2004-09-13,94149535223
2004-09-14,94049055462
2004-09-15,93948575702
2004-09-16,95254812584
2004-09-17,94953373303
2004-09-20,95154332824
2004-09-21,94651934023
2004-09-22,93546656662
2004-09-23,93546656662
2004-09-24,94250014983
2004-09-27,93345697142
2004-09-28,92742818581
2004-09-29,94450974503
2004-09-30,62924670000
2004-10-01,64863899999
2004-10-04,64997640000
2004-10-05,65532600000
2004-10-06,66335040000
2004-10-07,65666340000
2004-10-08,64930770000
2004-10-11,65198250000
2004-10-12,65198250000
2004-10-13,65465729999
2004-10-14,64061460000
2004-10-15,63994590000
2004-10-18,64128330000
2004-10-19,63392760000
2004-10-20,63192149999
2004-10-21,62523450000
2004-10-22,62055359999
2004-10-25,62523450000
2004-10-26,64462680000
2004-10-27,65666340000
2004-10-28,65866950000
2004-10-29,65733210000
2004-11-01,65398859999
2004-11-02,65265120000
2004-11-03,64730160000
2004-11-04,66000689999
2004-11-05,66134430000
2004-11-08,66000689999
2004-11-09,66000689999
2004-11-10,65331990000
2004-11-11,66000689999
2004-11-12,66468780000
2004-11-15,66803130000
2004-11-16,66268170000
2004-11-17,66268170000
2004-11-18,68006790000
2004-11-19,67672439999
2004-11-22,68474880000
2004-11-23,68608620000
2004-11-24,68140530000
2004-11-26,68073660000
2004-11-29,67404960000
2004-11-30,66936870000
2004-12-01,67471830000
2004-12-02,66602520000
2004-12-03,65933820000
2004-12-06,65532600000
2004-12-07,65733210000
2004-12-08,66669390000
2004-12-09,68274270000
2004-12-10,68541750000
2004-12-13,68408010000
2004-12-14,69009840000
2004-12-15,69411060000
2004-12-16,69344190000
2004-12-17,68341140000
2004-12-20,69411060000
2004-12-21,69946020000
2004-12-22,70547850000
2004-12-23,70347240000
2004-12-27,72219600000
2004-12-28,73557000000
2004-12-29,73155780000
2004-12-30,73690740000
2004-12-31,110434452779
2005-01-03,109139910050
2005-01-04,106351664173
2005-01-05,107347466272
2005-01-06,107148305852
2005-01-07,108144107951
2005-01-10,110334872569
2005-01-11,110235292359
2005-01-12,110235292359
2005-01-13,110036131939
2005-01-14,111430254878
2005-01-18,111430254878
2005-01-19,109637811099
2005-01-20,108642009000
2005-01-21,109339070470
2005-01-24,109538230890
2005-01-25,110036131939
2005-01-26,109936551729
2005-01-27,108542428791
2005-01-28,107048725642
2005-01-31,106849565222
2005-02-01,104857961024
2005-02-02,106052923543
2005-02-03,106550824593
2005-02-04,106650404802
2005-02-07,105555022494
2005-02-08,105057121444
2005-02-09,104260479765
2005-02-10,105156701654
2005-02-11,104658800604
2005-02-14,103961739135
2005-02-15,107447046482
2005-02-16,109339070470
2005-02-17,108343268371
2005-02-18,108741589210
2005-02-22,107347466272
2005-02-23,108940749630
2005-02-24,109139910050
2005-02-25,108243688161
2005-02-28,107745787111
2005-03-01,109139910050
2005-03-02,109139910050
2005-03-03,107944947531
2005-03-04,108841169420
2005-03-07,110932353828
2005-03-08,111728995507
2005-03-09,111728995507
2005-03-10,111629415297
2005-03-11,110434452779
2005-03-14,112824377816
2005-03-15,112525637187
2005-03-16,111529835088
2005-03-17,111131514248
2005-03-18,112326476767
2005-03-21,112824377816
2005-03-22,111928155927
2005-03-23,111330674668
2005-03-24,110036131939
2005-03-28,112426056977
2005-03-29,113820179915
2005-03-30,113820179915
2005-03-31,111772803591
2005-04-01,110482353816
2005-04-04,109986026979
2005-04-05,110085292346
2005-04-06,109191904041
2005-04-07,110085292346
2005-04-08,109390434775
2005-04-11,109588965510
2005-04-12,110978680652
2005-04-13,110780149917
2005-04-14,109390434775
2005-04-15,107405127429
2005-04-18,106313208389
2005-04-19,105419820083
2005-04-20,104228635675
2005-04-21,106710269858
2005-04-22,105221289348
2005-04-25,107206596694
2005-04-26,104625697144
2005-04-27,105618350817
2005-04-28,105519085450
2005-04-29,106213943021
2005-05-02,106412473756
2005-05-03,106412473756
2005-05-04,107901454265
2005-05-05,106710269858
2005-05-06,106313208389
2005-05-09,106908800592
2005-05-10,106213943021
2005-05-11,105816881552
2005-05-12,105519085450
2005-05-13,105519085450
2005-05-16,104923493246
2005-05-17,104923493246
2005-05-18,104030104940
2005-05-19,105916146919
2005-05-20,105519085450
2005-05-23,106114677654
2005-05-24,106710269858
2005-05-25,106611004490
2005-05-26,106015412287
2005-05-27,106015412287
2005-05-31,106511739123
2005-06-01,104923493246
2005-06-02,105618350817
2005-06-03,105122023981
2005-06-06,105320554715
2005-06-07,105022758613
2005-06-08,104724962512
2005-06-09,105419820083
2005-06-10,105022758613
2005-06-13,104824227879
2005-06-14,105320554715
2005-06-15,104923493246
2005-06-16,104228635675
2005-06-17,104427166410
2005-06-20,106114677654
2005-06-21,106710269858
2005-06-22,105717616185
2005-06-23,103732308838
2005-06-24,102541124431
2005-06-27,103037451267
2005-06-28,103235982002
2005-06-29,101846266860
2005-06-30,100943568213
2005-07-01,100252173910
2005-07-05,100252173910
2005-07-06,99066926534
2005-07-07,99066926534
2005-07-08,100943568213
2005-07-11,101536191901
2005-07-12,101634962516
2005-07-13,101239880057
2005-07-14,100746026983
2005-07-15,100153403295
2005-07-18,99955862066
2005-07-19,99264467763
2005-07-20,99264467763
2005-07-21,99066926534
2005-07-22,100252173910
2005-07-25,100449715139
2005-07-26,101536191901
2005-07-27,102128815589
2005-07-28,103017751121
2005-07-29,101141109442
2005-08-01,100746026983
2005-08-02,102030044974
2005-08-03,102030044974
2005-08-04,103116521736
2005-08-05,103215292351
2005-08-08,103807916039
2005-08-09,104696851571
2005-08-10,105091934030
2005-08-11,105190704644
2005-08-12,105289475259
2005-08-15,105684557718
2005-08-16,103807916039
2005-08-17,104005457268
2005-08-18,103511604195
2005-08-19,103314062965
2005-08-22,103709145424
2005-08-23,103017751121
2005-08-24,102227586204
2005-08-25,102326356818
2005-08-26,101832503745
2005-08-29,101733733130
2005-08-30,101338650671
2005-08-31,101239880057
2005-09-01,99955862066
2005-09-02,99955862066
2005-09-06,101042338827
2005-09-07,100449715139
2005-09-08,99363238378
2005-09-09,99659550222
2005-09-12,98770614690
2005-09-13,98375532231
2005-09-14,98079220387
2005-09-15,97980449772
2005-09-16,99560779607
2005-09-19,98079220387
2005-09-20,96498890552
2005-09-21,95609955019
2005-09-22,94918560717
2005-09-23,95412413790
2005-09-26,95708725634
2005-09-27,95511184405
2005-09-28,95609955019
2005-09-29,96400119937
2005-09-30,63997229999
2005-10-03,63082050000
2005-10-04,62428350000
2005-10-05,61447800000
2005-10-06,61970760000
2005-10-07,61643910000
2005-10-10,61905390000
2005-10-11,61709280000
2005-10-12,60859470000
2005-10-13,59290590000
2005-10-14,59486700000
2005-10-17,59159850000
2005-10-18,58375410000
2005-10-19,60336510000
2005-10-20,59813550000
2005-10-21,58963740000
2005-10-24,60336510000
2005-10-25,60663359999
2005-10-26,60205770000
2005-10-27,58833000000
2005-10-28,60075030000
2005-10-31,60597990000
2005-11-01,61251689999
2005-11-02,62755200000
2005-11-03,59617439999
2005-11-04,59159850000
2005-11-07,57656340000
2005-11-08,57460229999
2005-11-09,57983189999
2005-11-10,59617439999
2005-11-11,58702260000
2005-11-14,57917820000
2005-11-15,57656340000
2005-11-16,56871899999
2005-11-17,57460229999
2005-11-18,58636890000
2005-11-21,59094479999
2005-11-22,59029109999
2005-11-23,59290590000
2005-11-25,59682810000
2005-11-28,59029109999
2005-11-29,58310040000
2005-11-30,57525600000
2005-12-01,58702260000
2005-12-02,59159850000
2005-12-05,58963740000
2005-12-06,59159850000
2005-12-07,59029109999
2005-12-08,58636890000
2005-12-09,58440780000
2005-12-12,57917820000
2005-12-13,57983189999
2005-12-14,57983189999
2005-12-15,58571520000
2005-12-16,58440780000
2005-12-19,58048560000
2005-12-20,57852450000
2005-12-21,57264120000
2005-12-22,57656340000
2005-12-23,57852450000
2005-12-27,57198750000
2005-12-28,57002640000
2005-12-29,56871899999
2005-12-30,56479680000
2006-01-03,55970960000
2006-01-04,56291159999
2006-01-05,56419240000
2006-01-06,58212360000
2006-01-09,58596600000
2006-01-10,58532560000
2006-01-11,58724680000
2006-01-12,59429119999
2006-01-13,59685280000
2006-01-17,60005479999
2006-01-18,60197600000
2006-01-19,60197600000
2006-01-20,59237000000
2006-01-23,58660640000
2006-01-24,58724680000
2006-01-25,58276400000
2006-01-26,59685280000
2006-01-27,60325680000
2006-01-30,59365080000
2006-01-31,59365080000
2006-02-01,59749320000
2006-02-02,57700040000
2006-02-03,57828119999
2006-02-06,57507920000
2006-02-07,57315799999
2006-02-08,57700040000
2006-02-09,56803479999
2006-02-10,56675400000
2006-02-13,55906920000
2006-02-14,56675400000
2006-02-15,56675400000
2006-02-16,56611360000
2006-02-17,56163080000
2006-02-21,56035000000
2006-02-22,56611360000
2006-02-23,56675400000
2006-02-24,56547320000
2006-02-27,57315799999
2006-02-28,57251760000
2006-03-01,58404479999
2006-03-02,58468520000
2006-03-03,58020240000
2006-03-06,57764080000
2006-03-07,57123680000
2006-03-08,57059640000
2006-03-09,56227119999
2006-03-10,56035000000
2006-03-13,55714799999
2006-03-14,56931560000
2006-03-15,57828119999
2006-03-16,58020240000
2006-03-17,57443880000
2006-03-20,57443880000
2006-03-21,57059640000
2006-03-22,56739440000
2006-03-23,56547320000
2006-03-24,56675400000
2006-03-27,57059640000
2006-03-28,55778840000
2006-03-29,56547320000
2006-03-30,56611360000
2006-03-31,55249920000
2006-04-03,55693439999
2006-04-04,55946880000
2006-04-05,57087360000
2006-04-06,57847680000
2006-04-07,58101120000
2006-04-10,58417920000
2006-04-11,58227840000
2006-04-12,57657600000
2006-04-13,58988160000
2006-04-17,59304960000
2006-04-18,60888960000
2006-04-19,60698880000
2006-04-20,60382079999
2006-04-21,60635520000
2006-04-24,60065280000
2006-04-25,60888960000
2006-04-26,61649280000
2006-04-27,64310400000
2006-04-28,65387520000
2006-05-01,63676800000
2006-05-02,63676800000
2006-05-03,63296640000
2006-05-04,64183680000
2006-05-05,65007360000
2006-05-08,65577600000
2006-05-09,66654720000
2006-05-10,68175360000
2006-05-11,67415040000
2006-05-12,67731840000
2006-05-15,68048640000
2006-05-16,68048640000
2006-05-17,67098240000
2006-05-18,66528000000
2006-05-19,66654720000
2006-05-22,66147840000
2006-05-23,65704319999
2006-05-24,65767680000
2006-05-25,67288319999
2006-05-26,68175360000
2006-05-30,67478400000
2006-05-31,67858560000
2006-06-01,70392960000
2006-06-02,70773120000
2006-06-05,68872320000
2006-06-06,70076160000
2006-06-07,70012800000
2006-06-08,69442560000
2006-06-09,68999040000
2006-06-12,68555520000
2006-06-13,68428800000
2006-06-14,68238720000
2006-06-15,68808960000
2006-06-16,69252480000
2006-06-19,68238720000
2006-06-20,68112000000
2006-06-21,68428800000
2006-06-22,67415040000
2006-06-23,66654720000
2006-06-26,66718079999
2006-06-27,65387520000
2006-06-28,67098240000
2006-06-29,68935680000
2006-06-30,68602080000
2006-07-03,68664960000
2006-07-05,67721760000
2006-07-06,67658880000
2006-07-07,67407360000
2006-07-10,66778559999
2006-07-11,67910400000
2006-07-12,67218720000
2006-07-13,66024000000
2006-07-14,65080800000
2006-07-17,66715680000
2006-07-18,67030080000
2006-07-19,68413440000
2006-07-20,68099040000
2006-07-21,67470240000
2006-07-24,68664960000
2006-07-25,68287680000
2006-07-26,68161920000
2006-07-27,71305920000
2006-07-28,72249120000
2006-07-31,72060480000
2006-08-01,71683200000
2006-08-02,73003680000
2006-08-03,73003680000
2006-08-04,73003680000
2006-08-07,72626400000
2006-08-08,71808960000
2006-08-09,71997600000
2006-08-10,70991520000
2006-08-11,71997600000
2006-08-14,72060480000
2006-08-15,72689280000
2006-08-16,71557440000
2006-08-17,72374880000
2006-08-18,72437760000
2006-08-21,72815040000
2006-08-22,73380960000
2006-08-23,73066560000
2006-08-24,73255200000
2006-08-25,74324160000
2006-08-28,74324160000
2006-08-29,73821120000
2006-08-30,73129440000
2006-08-31,73443840000
2006-09-01,73884000000
2006-09-05,73443840000
2006-09-06,72689280000
2006-09-07,73255200000
2006-09-08,73129440000
2006-09-11,72752160000
2006-09-12,73380960000
2006-09-13,72626400000
2006-09-14,72060480000
2006-09-15,72249120000
2006-09-18,71620320000
2006-09-19,72312000000
2006-09-20,73443840000
2006-09-21,73758240000
2006-09-22,73632480000
2006-09-25,76713600000
2006-09-26,76021920000
2006-09-27,76524960000
2006-09-28,76713600000
2006-09-29,77342400000
2006-10-02,75673400000
2006-10-03,77174360000
2006-10-04,77924840000
2006-10-05,76548960000
2006-10-06,77424520000
2006-10-09,78487700000
2006-10-10,78487700000
2006-10-11,78550240000
2006-10-12,79988660000
2006-10-13,80363900000
2006-10-16,79675960000
2006-10-17,79550880000
2006-10-18,79613420000
2006-10-19,79238180000
2006-10-20,79175640000
2006-10-23,80176280000
2006-10-24,81302000000
2006-10-25,80801680000
2006-10-26,83365820000
2006-10-27,83428360000
2006-10-30,83991220000
2006-10-31,84804240000
2006-11-01,83053120000
2006-11-02,83678520000
2006-11-03,83428360000
2006-11-06,85179480000
2006-11-07,84741700000
2006-11-08,85179480000
2006-11-09,84804240000
2006-11-10,84053760000
2006-11-13,84303920000
2006-11-14,84554080000
2006-11-15,83928680000
2006-11-16,84178840000
2006-11-17,83991220000
2006-11-20,85054400000
2006-11-21,84804240000
2006-11-22,82677880000
2006-11-24,82865500000
2006-11-27,82240100000
2006-11-28,83178200000
2006-11-29,83928680000
2006-11-30,84366460000
2006-12-01,84679160000
2006-12-04,85116940000
2006-12-05,87180760000
2006-12-06,87305840000
2006-12-07,86993140000
2006-12-08,87806160000
2006-12-11,88994420000
2006-12-12,89807440000
2006-12-13,89369660000
2006-12-14,89369660000
2006-12-15,89557280000
2006-12-18,89869980000
2006-12-19,89307120000
2006-12-20,88869340000
2006-12-21,89056960000
2006-12-22,88431560000
2006-12-26,89432200000
2006-12-27,89307120000
2006-12-28,88994420000
2006-12-29,88243940000
2007-01-03,88875000000
2007-01-04,89687500000
2007-01-05,88625000000
2007-01-08,88500000000
2007-01-09,89062500000
2007-01-10,89375000000
2007-01-11,89500000000
2007-01-12,91875000000
2007-01-16,92625000000
2007-01-17,93250000000
2007-01-18,93937500000
2007-01-19,92937500000
2007-01-22,93312500000
2007-01-23,92750000000
2007-01-24,93750000000
2007-01-25,90625000000
2007-01-26,90187500000
2007-01-29,91312500000
2007-01-30,91062500000
2007-01-31,92375000000
2007-02-01,89437500000
2007-02-02,89750000000
2007-02-05,88812500000
2007-02-06,88437500000
2007-02-07,88625000000
2007-02-08,86312500000
2007-02-09,85062500000
2007-02-12,83312500000
2007-02-13,85437500000
2007-02-14,86187500000
2007-02-15,86125000000
2007-02-16,86750000000
2007-02-20,86375000000
2007-02-21,86875000000
2007-02-22,85812500000
2007-02-23,84812500000
2007-02-26,82750000000
2007-02-27,79062500000
2007-02-28,80375000000
2007-03-01,79812500000
2007-03-02,79500000000
2007-03-05,79062500000
2007-03-06,80875000000
2007-03-07,80562500000
2007-03-08,81375000000
2007-03-09,81625000000
2007-03-12,81812500000
2007-03-13,79687500000
2007-03-14,80750000000
2007-03-15,80375000000
2007-03-16,79500000000
2007-03-19,80937500000
2007-03-20,82125000000
2007-03-21,83937500000
2007-03-22,83562500000
2007-03-23,82812500000
2007-03-26,82187500000
2007-03-27,81500000000
2007-03-28,80500000000
2007-03-29,80812500000
2007-03-30,81125000000
2007-04-02,80128620000
2007-04-03,81685120000
2007-04-04,82058680000
2007-04-05,82868060000
2007-04-09,82369980000
2007-04-10,83179360000
2007-04-11,85358460000
2007-04-12,86790440000
2007-04-13,87724340000
2007-04-16,86852700000
2007-04-17,87164000000
2007-04-18,86665920000
2007-04-19,85794280000
2007-04-20,86914960000
2007-04-23,86043320000
2007-04-24,85732020000
2007-04-25,87475300000
2007-04-26,84362300000
2007-04-27,83801960000
2007-04-30,82992580000
2007-05-01,83117100000
2007-05-02,84486820000
2007-05-03,84798120000
2007-05-04,83739700000
2007-05-07,83241620000
2007-05-08,82369980000
2007-05-09,81809640000
2007-05-10,80938000000
2007-05-11,82245460000
2007-05-14,82743540000
2007-05-15,82805800000
2007-05-16,84673600000
2007-05-17,83739700000
2007-05-18,85732020000
2007-05-21,85732020000
2007-05-22,85171680000
2007-05-23,85109420000
2007-05-24,83615180000
2007-05-25,84798120000
2007-05-29,84300040000
2007-05-30,85545240000
2007-05-31,85358460000
2007-06-01,85171680000
2007-06-04,84175520000
2007-06-05,84424560000
2007-06-06,83366140000
2007-06-07,81498340000
2007-06-08,81996420000
2007-06-11,82120940000
2007-06-12,81373820000
2007-06-13,83677440000
2007-06-14,85669760000
2007-06-15,87164000000
2007-06-18,87101740000
2007-06-19,87475300000
2007-06-20,87724340000
2007-06-21,88409200000
2007-06-22,86416880000
2007-06-25,86230100000
2007-06-26,86603660000
2007-06-27,86914960000
2007-06-28,87350780000
2007-06-29,87537560000
2007-07-02,87794280000
2007-07-03,88288200000
2007-07-05,87917760000
2007-07-06,88226460000
2007-07-09,87300360000
2007-07-10,85201200000
2007-07-11,85695120000
2007-07-12,85571640000
2007-07-13,86374260000
2007-07-16,85324680000
2007-07-17,86991660000
2007-07-18,89584740000
2007-07-19,89461260000
2007-07-20,88288200000
2007-07-23,89090820000
2007-07-24,87362100000
2007-07-25,88102980000
2007-07-26,84028140000
2007-07-27,82299420000
2007-07-30,84028140000
2007-07-31,81126360000
2007-08-01,80570700000
2007-08-02,79706340000
2007-08-03,78965460000
2007-08-06,80015040000
2007-08-07,79891560000
2007-08-08,79397640000
2007-08-09,77360220000
2007-08-10,78533280000
2007-08-13,79521120000
2007-08-14,78718500000
2007-08-15,77483700000
2007-08-16,77113260000
2007-08-17,77977620000
2007-08-20,76063680000
2007-08-21,75693240000
2007-08-22,77175000000
2007-08-23,78656760000
2007-08-24,78656760000
2007-08-27,79768080000
2007-08-28,76928040000
2007-08-29,79459380000
2007-08-30,78841980000
2007-08-31,80570700000
2007-09-04,80076780000
2007-09-05,79582860000
2007-09-06,79274160000
2007-09-07,77175000000
2007-09-10,77545440000
2007-09-11,78718500000
2007-09-12,77854140000
2007-09-13,77915880000
2007-09-14,77730660000
2007-09-17,76866300000
2007-09-18,77175000000
2007-09-19,75075840000
2007-09-20,73223640000
2007-09-21,73717560000
2007-09-24,73100160000
2007-09-25,74334960000
2007-09-26,75137580000
2007-09-27,74890620000
2007-09-28,74643660000
2007-10-01,74736480000
2007-10-02,73632000000
2007-10-03,72957040000
2007-10-04,73447920000
2007-10-05,74306960000
2007-10-08,73018400000
2007-10-09,73325200000
2007-10-10,72711600000
2007-10-11,72650240000
2007-10-12,73632000000
2007-10-15,73325200000
2007-10-16,74245600000
2007-10-17,74061520000
2007-10-18,73877440000
2007-10-19,71975280000
2007-10-22,72711600000
2007-10-23,72404800000
2007-10-24,73202480000
2007-10-25,65287040000
2007-10-26,65164319999
2007-10-29,64182560000
2007-10-30,64121199999
2007-10-31,64612079999
2007-11-01,63200800000
2007-11-02,63078079999
2007-11-05,62648560000
2007-11-06,63507600000
2007-11-07,61666800000
2007-11-08,60807760000
2007-11-09,59457840000
2007-11-12,58107920000
2007-11-13,61114560000
2007-11-14,60255520000
2007-11-15,60316880000
2007-11-16,61053199999
2007-11-19,59396480000
2007-11-20,59457840000
2007-11-21,58905600000
2007-11-23,59948720000
2007-11-26,58598800000
2007-11-27,59764640000
2007-11-28,61298640000
2007-11-29,62280400000
2007-11-30,63016720000
2007-12-03,64612079999
2007-12-04,63630319999
2007-12-05,55776240000
2007-12-06,56144400000
2007-12-07,56083040000
2007-12-10,56328480000
2007-12-11,54549040000
2007-12-12,54119520000
2007-12-13,55346720000
2007-12-14,55653520000
2007-12-17,55530800000
2007-12-18,55469439999
2007-12-19,55346720000
2007-12-20,55592160000
2007-12-21,56512560000
2007-12-24,56144400000
2007-12-26,56880720000
2007-12-27,56512560000
2007-12-28,56451199999
2007-12-31,54944340000
2008-01-02,53259300000
2008-01-03,52176060000
2008-01-04,50671560000
2008-01-07,51153000000
2008-01-08,50009580000
2008-01-09,51333539999
2008-01-10,51814980000
2008-01-11,51514080000
2008-01-14,53199120000
2008-01-15,53199120000
2008-01-16,54703620000
2008-01-17,52416780000
2008-01-18,51273360000
2008-01-22,50069760000
2008-01-23,51935340000
2008-01-24,52476960000
2008-01-25,51814980000
2008-01-28,53259300000
2008-01-29,54041640000
2008-01-30,53078760000
2008-01-31,54643440000
2008-02-01,55847039999
2008-02-04,54643440000
2008-02-05,52476960000
2008-02-06,52717680000
2008-02-07,52296420000
2008-02-08,51333539999
2008-02-11,51273360000
2008-02-12,51875159999
2008-02-13,53560200000
2008-02-14,57893159999
2008-02-15,60781800000
2008-02-19,61624320000
2008-02-20,60601260000
2008-02-21,58976400000
2008-02-22,60601260000
2008-02-25,61082700000
2008-02-26,60721620000
2008-02-27,60962340000
2008-02-28,60541080000
2008-02-29,58795860000
2008-03-03,60180000000
2008-03-04,60119820000
2008-03-05,59818920000
2008-03-06,59337480000
2008-03-07,59217120000
2008-03-10,58374599999
2008-03-11,59036580000
2008-03-12,58555140000
2008-03-13,58374599999
2008-03-14,56930280000
2008-03-17,56749740000
2008-03-18,58314420000
2008-03-19,58133880000
2008-03-20,58254240000
2008-03-24,60841980000
2008-03-25,61804860000
2008-03-26,59337480000
2008-03-27,58916219999
2008-03-28,57110820000
2008-03-31,57188380000
2008-04-01,59553980000
2008-04-02,60559360000
2008-04-03,60441080000
2008-04-04,59967960000
2008-04-07,61387320000
2008-04-08,60618500000
2008-04-09,59435700000
2008-04-10,59021720000
2008-04-11,58075480000
2008-04-14,58489460000
2008-04-15,58312040000
2008-04-16,58903440000
2008-04-17,59613120000
2008-04-18,59967960000
2008-04-21,59790540000
2008-04-22,58903440000
2008-04-23,58430320000
2008-04-24,58489460000
2008-04-25,57779780000
2008-04-28,58726020000
2008-04-29,59908820000
2008-04-30,60795920000
2008-05-01,66000240000
2008-05-02,64994860000
2008-05-05,63989480000
2008-05-06,64640020000
2008-05-07,63812059999
2008-05-08,65231420000
2008-05-09,64107760000
2008-05-12,65172280000
2008-05-13,65349700000
2008-05-14,66177660000
2008-05-15,66650780000
2008-05-16,65290559999
2008-05-19,65290559999
2008-05-20,64758299999
2008-05-21,64344320000
2008-05-22,65645400000
2008-05-23,63930340000
2008-05-27,64758299999
2008-05-28,64285179999
2008-05-29,65467980000
2008-05-30,66532500000
2008-06-02,66591640000
2008-06-03,65881960000
2008-06-04,66946480000
2008-06-05,67183040000
2008-06-06,64876580000
2008-06-09,64935720000
2008-06-10,64285179999
2008-06-11,63575500000
2008-06-12,63161520000
2008-06-13,64285179999
2008-06-16,62924960000
2008-06-17,62451840000
2008-06-18,60500220000
2008-06-19,60795920000
2008-06-20,58252900000
2008-06-23,56596980000
2008-06-24,56123860000
2008-06-25,56951820000
2008-06-26,55059340000
2008-06-27,55118480000
2008-06-30,55212820000
2008-07-01,54631020000
2008-07-02,53641960000
2008-07-03,53292880000
2008-07-07,53700140000
2008-07-08,55096460000
2008-07-09,53758320000
2008-07-10,54281940000
2008-07-11,53816500000
2008-07-14,53176520000
2008-07-15,53583780000
2008-07-16,55387360000
2008-07-17,57365480000
2008-07-18,58878159999
2008-07-21,57481840000
2008-07-22,57656380000
2008-07-23,58354540000
2008-07-24,57830920000
2008-07-25,57074580000
2008-07-28,54980099999
2008-07-29,55794620000
2008-07-30,58412719999
2008-07-31,59983580000
2008-08-01,59227240000
2008-08-04,59809040000
2008-08-05,62659860000
2008-08-06,61787159999
2008-08-07,61089000000
2008-08-08,63183480000
2008-08-11,63474380000
2008-08-12,63532560000
2008-08-13,63590740000
2008-08-14,63998000000
2008-08-15,64812520000
2008-08-18,63474380000
2008-08-19,62543500000
2008-08-20,61903520000
2008-08-21,62485320000
2008-08-22,63183480000
2008-08-25,60507200000
2008-08-26,61379900000
2008-08-27,61903520000
2008-08-28,63008940000
2008-08-29,61612620000
2008-09-02,61554440000
2008-09-03,62718040000
2008-09-04,60681740000
2008-09-05,59983580000
2008-09-08,62019880000
2008-09-09,60274480000
2008-09-10,61438080000
2008-09-11,62659860000
2008-09-12,63183480000
2008-09-15,60681740000
2008-09-16,59750860000
2008-09-17,56667320000
2008-09-18,59459960000
2008-09-19,60274480000
2008-09-22,57830920000
2008-09-23,56027340000
2008-09-24,55794620000
2008-09-25,57889099999
2008-09-26,60216300000
2008-09-29,52362000000
2008-09-30,56602480000
2008-10-01,55795520000
2008-10-02,52913520000
2008-10-03,53086440000
2008-10-06,52279480000
2008-10-07,49397480000
2008-10-08,48994000000
2008-10-09,46976600000
2008-10-10,44267520000
2008-10-13,48936360000
2008-10-14,47956480000
2008-10-15,41039680000
2008-10-16,44267520000
2008-10-17,43921680000
2008-10-20,46054360000
2008-10-21,44267520000
2008-10-22,40924400000
2008-10-23,40982040000
2008-10-24,37696560000
2008-10-27,39252840000
2008-10-28,48878720000
2008-10-29,44036960000
2008-10-30,43518200000
2008-10-31,45420320000
2008-11-03,49282200000
2008-11-04,51241960000
2008-11-05,48705799999
2008-11-06,48129400000
2008-11-07,50204440000
2008-11-10,47668280000
2008-11-11,45362680000
2008-11-12,43172360000
2008-11-13,46861320000
2008-11-14,44786280000
2008-11-17,43806400000
2008-11-18,44440440000
2008-11-19,39713960000
2008-11-20,38330600000
2008-11-21,40578560000
2008-11-24,44036960000
2008-11-25,45247400000
2008-11-26,47956480000
2008-11-28,49973880000
2008-12-01,44555720000
2008-12-02,46112000000
2008-12-03,46284920000
2008-12-04,45477960000
2008-12-05,46573120000
2008-12-08,47725920000
2008-12-09,47322440000
2008-12-10,47437720000
2008-12-11,46054360000
2008-12-12,45132120000
2008-12-15,44959200000
2008-12-16,47437720000
2008-12-17,47091880000
2008-12-18,45593240000
2008-12-19,45420320000
2008-12-22,45247400000
2008-12-23,44786280000
2008-12-24,44382800000
2008-12-26,44959200000
2008-12-29,44786280000
2008-12-30,47437720000
2008-12-31,48783200000
2009-01-02,52020000000
2009-01-05,49245600000
2009-01-06,49823599999
2009-01-07,48089600000
2009-01-08,48898800000
2009-01-09,47164800000
2009-01-12,45373000000
2009-01-13,44332600000
2009-01-14,42829800000
2009-01-15,43407800000
2009-01-16,44332600000
2009-01-20,40517800000
2009-01-21,43581200000
2009-01-22,42772000000
2009-01-23,43350000000
2009-01-26,43523400000
2009-01-27,43118800000
2009-01-28,46124400000
2009-01-29,44332600000
2009-01-30,42367400000
2009-02-02,42483000000
2009-02-03,42425200000
2009-02-04,40922400000
2009-02-05,39997600000
2009-02-06,40980200000
2009-02-09,41673800000
2009-02-10,39130600000
2009-02-11,39246200000
2009-02-12,39824200000
2009-02-13,39477400000
2009-02-17,37281000000
2009-02-18,35720400000
2009-02-19,37570000000
2009-02-20,37107600000
2009-02-23,36703000000
2009-02-24,40113200000
2009-02-25,40633400000
2009-02-26,38552600000
2009-02-27,37743400000
2009-03-02,36414000000
2009-03-03,36125000000
2009-03-04,36818600000
2009-03-05,34680000000
2009-03-06,33639600000
2009-03-09,32425800000
2009-03-10,35315800000
2009-03-11,35778200000
2009-03-12,37338800000
2009-03-13,37685600000
2009-03-16,36356200000
2009-03-17,38379200000
2009-03-18,39246200000
2009-03-19,37743400000
2009-03-20,36760800000
2009-03-23,40691200000
2009-03-24,40460000000
2009-03-25,40286600000
2009-03-26,42078400000
2009-03-27,42020600000
2009-03-30,39477400000
2009-03-31,39351400000
2009-04-01,40159200000
2009-04-02,42063300000
2009-04-03,41832500000
2009-04-06,41428600000
2009-04-07,40505400000
2009-04-08,41140100000
2009-04-09,42178700000
