,CMCSA
2013-11-26,118093711794
2013-11-27,118093711794
2013-11-29,118330943035
2013-12-02,116527985603
2013-12-03,115721399384
2013-12-04,115958630625
2013-12-05,116433093107
2013-12-06,116907555589
2013-12-09,116575431851
2013-12-10,117192233078
2013-12-11,115436721894
2013-12-12,115484168143
2013-12-13,116290754362
2013-12-16,116812663093
2013-12-17,116385646859
2013-12-18,119279867999
2013-12-19,120466024205
2013-12-20,120845594190
2013-12-23,120987932935
2013-12-24,121652180410
2013-12-26,122221535388
2013-12-27,122885782863
2013-12-30,123075567856
2013-12-31,135251880000
2014-01-02,133950380000
2014-01-03,132961240000
2014-01-06,132805060000
2014-01-07,137542520000
2014-01-08,137334280000
2014-01-09,137646640000
2014-01-10,139364620000
2014-01-13,135772479999
2014-01-14,137490460000
2014-01-15,140770240000
2014-01-16,139364620000
2014-01-17,139364620000
2014-01-21,138791960000
2014-01-22,139885220000
2014-01-23,138167240000
2014-01-24,136397200000
2014-01-27,136657500000
2014-01-28,138896080000
2014-01-29,138115180000
2014-01-30,141082600000
2014-01-31,141759380000
2014-02-03,137386340000
2014-02-04,139312560000
2014-02-05,138948140000
2014-02-06,140666120000
2014-02-07,142227920000
2014-02-10,141499080000
2014-02-11,143165000000
2014-02-12,143789720000
2014-02-13,137854880000
2014-02-14,139781100000
2014-02-18,139364620000
2014-02-19,134262740000
2014-02-20,134731280000
2014-02-21,132909180000
2014-02-24,133169479999
2014-02-25,132180340000
2014-02-26,131920040000
2014-02-27,132961240000
2014-02-28,134575100000
2014-03-03,132753000000
2014-03-04,133690080000
2014-03-05,135095700000
2014-03-06,135668360000
2014-03-07,134418920000
2014-03-10,134106560000
2014-03-11,133325660000
2014-03-12,132700939999
2014-03-13,131347380000
2014-03-14,131815920000
2014-03-17,132180340000
2014-03-18,130722660000
2014-03-19,129837640000
2014-03-20,131711800000
2014-03-21,130150000000
2014-03-24,130930900000
2014-03-25,129317040000
2014-03-26,129160860000
2014-03-27,127807300000
2014-03-28,129004680000
2014-03-31,118536740514
2014-04-01,118299856540
2014-04-02,120573942689
2014-04-03,121095087432
2014-04-04,118868378077
2014-04-07,116262654365
2014-04-08,115741509623
2014-04-09,117968218977
2014-04-10,114699220138
2014-04-11,113609553858
2014-04-14,115267741675
2014-04-15,114699220138
2014-04-16,116499538339
2014-04-17,116310031160
2014-04-21,118157726156
2014-04-22,120431812305
2014-04-23,121331971405
2014-04-24,121710985764
2014-04-25,120763449868
2014-04-28,122469014480
2014-04-29,122137376917
2014-04-30,122611144864
2014-05-01,123463927170
2014-05-02,123274419991
2014-05-05,124269332681
2014-05-06,122753275249
2014-05-07,122563768069
2014-05-08,121047710637
2014-05-09,120810826663
2014-05-12,120005421152
2014-05-13,118726247693
2014-05-14,118062972566
2014-05-15,119200015641
2014-05-16,118915754872
2014-05-19,120573942689
2014-05-20,120005421152
2014-05-21,121663608969
2014-05-22,122469014480
2014-05-23,123132289607
2014-05-27,123321796786
2014-05-28,122848028838
2014-05-29,123369173581
2014-05-30,123653434349
2014-06-02,124506216655
2014-06-03,123937695118
2014-06-04,123890318323
2014-06-05,124885231013
2014-06-06,125358998961
2014-06-09,125453752550
2014-06-10,125264245371
2014-06-11,124885231013
2014-06-12,124790477424
2014-06-13,124316709476
2014-06-16,124032448707
2014-06-17,123653434349
2014-06-18,124743100629
2014-06-19,125406375756
2014-06-20,124932607808
2014-06-23,124221955886
2014-06-24,124695723834
2014-06-25,126069650882
2014-06-26,126969809983
2014-06-27,128248983442
2014-06-30,138494400000
2014-07-01,139629600000
2014-07-02,140764800000
2014-07-03,141642000000
2014-07-07,139784400000
2014-07-08,137565600000
2014-07-09,141229200000
2014-07-10,140248800000
2014-07-11,140764800000
2014-07-14,142054800000
2014-07-15,141642000000
2014-07-16,142054800000
2014-07-17,139836000000
2014-07-18,140713200000
2014-07-21,138855600000
2014-07-22,140971200000
2014-07-23,141177600000
2014-07-24,142261200000
2014-07-25,140352000000
2014-07-28,141229200000
2014-07-29,141900000000
2014-07-30,142983600000
2014-07-31,138649200000
2014-08-01,137772000000
2014-08-04,138958800000
2014-08-05,137204400000
2014-08-06,136482000000
2014-08-07,135914400000
2014-08-08,138030000000
2014-08-11,138700800000
2014-08-12,138804000000
2014-08-13,139629600000
2014-08-14,140300400000
2014-08-15,140971200000
2014-08-18,141229200000
2014-08-19,140610000000
2014-08-20,140971200000
2014-08-21,140455200000
2014-08-22,139784400000
2014-08-25,141022800000
2014-08-26,140764800000
2014-08-27,140764800000
2014-08-28,140661600000
2014-08-29,141177600000
2014-09-02,141332400000
2014-09-03,141590400000
2014-09-04,141590400000
2014-09-05,143706000000
2014-09-08,144170400000
2014-09-09,146079600000
2014-09-10,146853600000
2014-09-11,147008400000
2014-09-12,147266400000
2014-09-15,147111600000
2014-09-16,147679200000
2014-09-17,147318000000
2014-09-18,146698800000
2014-09-19,146389200000
2014-09-22,144118800000
2014-09-23,141848400000
2014-09-24,141538800000
2014-09-25,139165200000
2014-09-26,139939200000
2014-09-29,139732800000
2014-09-30,125635590729
2014-10-01,123673264655
2014-10-02,123439654409
2014-10-03,125355258432
2014-10-06,124747871791
2014-10-07,124327373346
2014-10-08,127971693197
2014-10-09,124560983593
2014-10-10,122925711866
2014-10-13,120636331447
2014-10-14,120262555052
2014-10-15,118814171522
2014-10-16,115870682412
2014-10-17,118393673078
2014-10-20,119842056608
2014-10-21,121944548829
2014-10-22,120309277102
2014-10-23,124327373346
2014-10-24,126756919913
2014-10-27,126289699420
2014-10-28,127878249098
2014-10-29,128252025493
2014-10-30,126990530160
2014-10-31,129326632628
2014-11-03,129887297220
2014-11-04,127644638851
2014-11-05,128719245986
2014-11-06,129373354677
2014-11-07,128859412134
2014-11-10,123719986705
2014-11-11,123719986705
2014-11-12,125215092284
2014-11-13,126850364012
2014-11-14,126383143518
2014-11-17,126476587617
2014-11-18,127130696308
2014-11-19,127037252209
2014-11-20,127037252209
2014-11-21,126336421469
2014-11-24,128532357789
2014-11-25,132270121738
2014-11-26,132830786330
2014-11-28,133251284774
2014-12-01,132223399688
2014-12-02,133204562725
2014-12-03,133484895021
2014-12-04,131709457145
2014-12-05,131616013047
2014-12-08,131662735096
2014-12-09,131288958701
2014-12-10,129840575171
2014-12-11,130588127961
2014-12-12,129326632628
2014-12-15,128345469591
2014-12-16,128065137295
2014-12-17,129279910579
2014-12-18,131522568948
2014-12-19,133578339120
2014-12-22,133671783218
2014-12-23,135260332897
2014-12-24,135680831341
2014-12-26,136381662081
2014-12-29,137549713315
2014-12-30,137549713315
2014-12-31,134503689253
2015-01-02,132973657628
2015-01-05,129728135998
2015-01-06,128059010589
2015-01-07,127919916804
2015-01-08,130701792487
2015-01-09,130516334108
2015-01-12,130238146540
2015-01-13,131768178165
2015-01-14,129403583835
2015-01-15,129820865188
2015-01-16,131629084381
2015-01-20,129403583835
2015-01-21,129310854646
2015-01-22,131165438434
2015-01-23,130562698703
2015-01-26,131443626002
2015-01-27,130655427892
2015-01-28,126575343558
2015-01-29,124906218148
2015-01-30,123190728144
2015-02-02,124767124364
2015-02-03,128476291941
2015-02-04,131907271949
2015-02-05,132092730328
2015-02-06,131953636544
2015-02-09,132370917897
2015-02-10,133112751412
2015-02-11,133947314117
2015-02-12,135338251958
2015-02-13,137841940072
2015-02-17,136311908447
2015-02-18,134967335200
2015-02-19,134132772496
2015-02-20,135616439526
2015-02-23,134967335200
2015-02-24,137192835746
2015-02-25,138212856830
2015-02-26,137146471152
2015-02-27,137656481693
2015-03-02,138815596561
2015-03-03,139001054940
2015-03-04,140113805213
2015-03-05,139835617645
2015-03-06,139974711429
2015-03-09,140438357376
2015-03-10,136080085473
2015-03-11,134596418443
2015-03-12,137563752504
2015-03-13,136914648178
2015-03-16,138537408993
2015-03-17,137100106557
2015-03-18,136775554394
2015-03-19,136172814663
2015-03-20,137841940072
2015-03-23,137053741962
2015-03-24,133483668170
2015-03-25,131026344650
2015-03-26,129635406809
2015-03-27,129681771403
2015-03-30,131258167624
2015-03-31,141200000000
2015-04-01,142650000000
2015-04-02,144850000000
2015-04-06,145550000000
2015-04-07,145800000000
2015-04-08,147950000000
2015-04-09,149000000000
2015-04-10,149550000000
2015-04-13,146950000000
2015-04-14,147450000000
2015-04-15,149800000000
2015-04-16,149200000000
2015-04-17,146050000000
2015-04-20,146200000000
2015-04-21,147100000000
2015-04-22,146900000000
2015-04-23,148100000000
2015-04-24,149100000000
2015-04-27,147200000000
2015-04-28,147500000000
2015-04-29,145850000000
2015-04-30,144400000000
2015-05-01,146050000000
2015-05-04,146950000000
2015-05-05,144950000000
2015-05-06,144150000000
2015-05-07,144800000000
2015-05-08,146050000000
2015-05-11,144400000000
2015-05-12,143300000000
2015-05-13,140700000000
2015-05-14,141350000000
2015-05-15,141600000000
2015-05-18,142450000000
2015-05-19,143100000000
2015-05-20,143950000000
2015-05-21,143850000000
2015-05-22,144700000000
2015-05-26,146500000000
2015-05-27,148350000000
2015-05-28,147600000000
2015-05-29,146150000000
2015-06-01,146950000000
2015-06-02,147050000000
2015-06-03,148300000000
2015-06-04,147400000000
2015-06-05,146700000000
2015-06-08,144650000000
2015-06-09,144650000000
2015-06-10,145600000000
2015-06-11,146900000000
2015-06-12,145650000000
2015-06-15,145850000000
2015-06-16,147200000000
2015-06-17,149050000000
2015-06-18,151200000000
2015-06-19,151300000000
2015-06-22,152450000000
2015-06-23,151900000000
2015-06-24,150900000000
2015-06-25,152200000000
2015-06-26,153200000000
2015-06-29,149950000000
2015-06-30,148666080000
2015-07-01,153906720000
2015-07-02,154104480000
2015-07-06,153560640000
2015-07-07,154549440000
2015-07-08,152522400000
2015-07-09,153313440000
2015-07-10,156230400000
2015-07-13,157515840000
2015-07-14,156329280000
2015-07-15,157614720000
2015-07-16,158999039999
2015-07-17,158900160000
2015-07-20,158999039999
2015-07-21,158900160000
2015-07-22,159444000000
2015-07-23,154450560000
2015-07-24,153708960000
2015-07-27,151088640000
2015-07-28,154302240000
2015-07-29,154450560000
2015-07-30,154153920000
2015-07-31,154302240000
2015-08-03,156279840000
2015-08-04,155093280000
2015-08-05,147875040000
2015-08-06,145254720000
2015-08-07,145403040000
2015-08-10,146985120000
2015-08-11,145353600000
2015-08-12,146886240000
2015-08-13,147430080000
2015-08-14,145551360000
2015-08-17,149358240000
2015-08-18,147578400000
2015-08-19,148122240000
2015-08-20,144315360000
2015-08-21,140360160000
2015-08-24,134526240000
2015-08-25,133141920000
2015-08-26,136948800000
2015-08-27,140360160000
2015-08-28,140360160000
2015-08-31,139272480000
2015-09-01,136009440000
2015-09-02,138135360000
2015-09-03,138975840000
2015-09-04,137888160000
2015-09-08,141200640000
2015-09-09,140112960000
2015-09-10,139766880000
2015-09-11,139470240000
2015-09-14,139074720000
2015-09-15,141250080000
2015-09-16,142733280000
2015-09-17,144513120000
2015-09-18,141942240000
2015-09-21,143128800000
2015-09-22,142683840000
2015-09-23,141843360000
2015-09-24,140459040000
2015-09-25,139766880000
2015-09-28,135515040000
2015-09-29,136306080000
2015-09-30,138655020862
2015-10-01,139971365997
2015-10-02,143140345025
2015-10-05,145334253583
2015-10-06,143774140830
2015-10-07,145529267677
2015-10-08,148649493181
2015-10-09,147479408617
2015-10-12,146943119859
2015-10-13,146650598718
2015-10-14,146114309959
2015-10-15,148747000229
2015-10-16,149478303081
2015-10-19,150063345363
2015-10-20,150063345363
2015-10-21,148990767846
2015-10-22,150404620028
2015-10-23,151087169357
2015-10-26,151574704592
2015-10-27,150014591840
2015-10-28,150989662310
2015-10-29,153719859627
2015-10-30,152647282109
2015-11-02,152939803250
2015-11-03,152501021539
2015-11-04,149819577746
2015-11-05,150697141169
2015-11-06,150209605934
2015-11-09,149575810128
2015-11-10,150112098887
2015-11-11,150063345363
2015-11-12,149917084793
2015-11-13,146845612812
2015-11-16,149527056605
2015-11-17,149039521370
2015-11-18,152501021539
2015-11-19,152647282109
2015-11-20,153329831438
2015-11-23,151477197545
2015-11-24,150307112981
2015-11-25,149673317175
2015-11-27,150160852410
2015-11-30,148356972040
2015-12-01,150550880598
2015-12-02,147430655094
2015-12-03,145334253583
2015-12-04,148113204423
2015-12-07,147186887476
2015-12-08,145139239489
2015-12-09,142847823884
2015-12-10,145480514153
2015-12-11,141336464655
2015-12-14,139873858950
2015-12-15,140800175896
2015-12-16,143091591501
2015-12-17,139922612473
2015-12-18,137484936298
2015-12-21,137631196868
2015-12-22,138703774385
2015-12-23,139386323715
2015-12-24,139678844856
2015-12-28,139435077238
2015-12-29,140312640661
2015-12-30,138264992674
2015-12-31,137374960000
2016-01-04,135427760000
2016-01-05,135476439999
2016-01-06,134405480000
2016-01-07,132945080000
2016-01-08,133042439999
2016-01-11,133188480000
2016-01-12,133577920000
2016-01-13,130365040000
2016-01-14,134016040000
2016-01-15,131192600000
2016-01-19,132068840000
2016-01-20,130511080000
2016-01-21,132214880000
2016-01-22,134697560000
2016-01-25,131971480000
2016-01-26,133480560000
2016-01-27,131728080000
2016-01-28,131728080000
2016-01-29,135622480000
2016-02-01,135865880000
2016-02-02,132896400000
2016-02-03,140782560000
2016-02-04,141707480000
2016-02-05,144628280000
2016-02-08,144579600000
2016-02-09,141707480000
2016-02-10,135865880000
2016-02-11,136401360000
2016-02-12,138202520000
2016-02-16,139906320000
2016-02-17,140441800000
2016-02-18,139516880000
2016-02-19,140587840000
2016-02-22,141561440000
2016-02-23,140052360000
2016-02-24,142145600000
2016-02-25,142486360000
2016-02-26,140977280000
2016-02-29,140539160000
2016-03-01,144141480000
2016-03-02,144530920000
2016-03-03,145845280000
2016-03-04,145407160000
2016-03-07,143508640000
2016-03-08,141902200000
2016-03-09,143070520000
2016-03-10,142096920000
2016-03-11,143995440000
2016-03-14,144190160000
2016-03-15,144579600000
2016-03-16,145845280000
2016-03-17,147889840000
2016-03-18,145455840000
2016-03-21,145650560000
2016-03-22,145747920000
2016-03-23,144238840000
2016-03-24,146088680000
2016-03-28,146283400000
2016-03-29,147889840000
2016-03-30,147987200000
2016-03-31,147783060000
2016-04-01,149718660000
2016-04-04,148654080000
2016-04-05,147928230000
2016-04-06,150492900000
2016-04-07,148557300000
2016-04-08,149041200000
2016-04-11,148654080000
2016-04-12,149331540000
2016-04-13,149912220000
2016-04-14,149621880000
2016-04-15,149960610000
2016-04-18,151170360000
2016-04-19,150686460000
2016-04-20,148702470000
2016-04-21,147444330000
2016-04-22,147831450000
2016-04-25,147589500000
2016-04-26,147734670000
2016-04-27,148315350000
2016-04-28,147976620000
2016-04-29,147008820000
2016-05-02,148170180000
2016-05-03,147492720000
2016-05-04,147347550000
2016-05-05,147734670000
2016-05-06,148605690000
2016-05-09,148605690000
2016-05-10,151557480000
2016-05-11,150202560000
2016-05-12,150638070000
2016-05-13,149621880000
2016-05-16,150009000000
2016-05-17,146234580000
2016-05-18,146089410000
2016-05-19,145799070000
2016-05-20,149428320000
2016-05-23,149573490000
2016-05-24,151073580000
2016-05-25,151460700000
2016-05-26,150734850000
2016-05-27,152138160000
2016-05-31,153154350000
2016-06-01,154218930000
2016-06-02,154025370000
2016-06-03,153783420000
2016-06-06,153396300000
2016-06-07,153057570000
2016-06-08,152960790000
2016-06-09,152283330000
2016-06-10,151944600000
2016-06-13,150976800000
2016-06-14,151557480000
2016-06-15,150880020000
2016-06-16,152670450000
2016-06-17,150928410000
2016-06-20,151121970000
2016-06-21,151315530000
2016-06-22,151557480000
2016-06-23,152331720000
2016-06-24,149186370000
2016-06-27,151121970000
2016-06-28,152622060000
2016-06-29,154702830000
2016-06-30,155704785463
2016-07-01,155895834280
2016-07-05,155274925626
2016-07-06,155465974443
2016-07-07,158236182282
2016-07-08,160289957060
2016-07-11,161006390122
2016-07-12,160385481468
2016-07-13,159621286202
2016-07-14,160051146039
2016-07-15,159716810610
2016-07-18,159669048406
2016-07-19,160242194856
2016-07-20,160289957060
2016-07-21,160051146039
2016-07-22,161101914530
2016-07-25,161149676734
2016-07-26,160433243672
2016-07-27,162200445225
2016-07-28,162057158613
2016-07-29,160624292489
2016-08-01,161292963347
2016-08-02,159764572814
2016-08-03,159621286202
2016-08-04,160433243672
2016-08-05,160958627918
2016-08-08,160146670447
2016-08-09,159764572814
2016-08-10,160528768080
2016-08-11,161627298775
2016-08-12,161245201142
2016-08-15,161245201142
2016-08-16,160767579101
2016-08-17,161866109796
2016-08-18,161006390122
2016-08-19,158331706690
2016-08-22,158666042119
2016-08-23,156803316158
2016-08-24,156898840567
2016-08-25,156564505138
2016-08-26,156468980729
2016-08-29,156803316158
2016-08-30,156564505138
2016-08-31,155848072076
2016-09-01,157376462608
2016-09-02,157997371262
2016-09-06,158427231099
2016-09-07,158427231099
2016-09-08,157997371262
2016-09-09,155513736647
2016-09-12,157042127179
2016-09-13,154701779177
2016-09-14,155657023259
2016-09-15,158188420078
2016-09-16,157424224812
2016-09-19,157233175995
2016-09-20,158188420078
2016-09-21,160385481468
2016-09-22,160719816897
2016-09-23,160385481468
2016-09-26,157185413791
2016-09-27,158045133466
2016-09-28,159239188569
2016-09-29,158236182282
2016-09-30,161877101594
2016-10-03,161535485763
2016-10-04,160657045055
2016-10-05,160559440532
2016-10-06,159632197562
2016-10-07,159485790778
2016-10-10,160510638270
2016-10-11,158509745546
2016-10-12,159192977208
2016-10-13,158900163639
2016-10-14,159095372685
2016-10-17,158656152331
2016-10-18,158314536500
2016-10-19,158412141023
2016-10-20,156996875438
2016-10-21,156313643776
2016-10-24,158509745546
2016-10-25,157436095792
2016-10-26,152653474159
2016-10-27,150018152035
2016-10-28,150994197266
2016-10-31,150847790481
2016-11-01,149969349773
2016-11-02,150018152035
2016-11-03,148749293234
2016-11-04,148017259311
2016-11-07,150115756558
2016-11-08,152555869636
2016-11-09,154849575929
2016-11-10,158851361377
2016-11-11,162169915163
2016-11-14,164122005626
2016-11-15,163438773964
2016-11-16,164658830503
2016-11-17,167098943581
2016-11-18,166757327750
2016-11-21,166415711919
2016-11-22,168416604643
2016-11-23,168270197858
2016-11-25,168758220474
2016-11-28,166708525488
2016-11-29,171149531290
2016-11-30,169636661182
2016-12-01,170466299629
2016-12-02,167830977504
2016-12-05,167586966197
2016-12-06,167635768458
2016-12-07,169197440828
2016-12-08,168953429520
2016-12-09,169490254397
2016-12-12,168367802382
2016-12-13,170759113198
2016-12-14,170856717721
2016-12-15,170515101890
2016-12-16,170466299629
2016-12-19,171198333552
2016-12-20,173296830799
2016-12-21,172857610445
2016-12-22,173296830799
2016-12-23,172418390091
2016-12-27,172955214968
2016-12-28,171930367475
2016-12-29,171051926767
2016-12-30,168514209166
2017-01-03,163913910000
2017-01-04,165860180000
2017-01-05,166524760000
2017-01-06,166809580000
2017-01-09,168138740000
2017-01-10,168328620000
2017-01-11,170179950000
2017-01-12,169515370000
2017-01-13,172743330000
2017-01-17,172221160000
2017-01-18,171604050000
2017-01-19,172363570000
2017-01-20,174594660000
2017-01-23,173882610000
2017-01-24,174689600000
2017-01-25,174309840000
2017-01-26,179199250000
2017-01-27,180291060000
2017-01-30,178819490000
2017-01-31,179009370000
2017-02-01,179484070000
2017-02-02,178249850000
2017-02-03,178629610000
2017-02-06,176920690000
2017-02-07,177680210000
2017-02-08,177300450000
2017-02-09,178107440000
2017-02-10,178392260000
2017-02-13,179673950000
2017-02-14,180623350000
2017-02-15,181810100000
2017-02-16,180338530000
2017-02-17,178772019999
2017-02-21,179863830000
2017-02-22,180101180000
2017-02-23,178724550000
2017-02-24,179863830000
2017-02-27,178154910000
2017-02-28,177632740000
2017-03-01,178439730000
2017-03-02,177775150000
2017-03-03,176683340000
2017-03-06,177727680000
2017-03-07,177632740000
2017-03-08,176161170000
2017-03-09,177442860000
2017-03-10,177158040000
2017-03-13,177063100000
2017-03-14,177585269999
2017-03-15,179199250000
2017-03-16,178866960000
2017-03-17,177822620000
2017-03-20,177917560000
2017-03-21,175971290000
2017-03-22,175828880000
2017-03-23,176683340000
2017-03-24,177442860000
2017-03-27,176161170000
2017-03-28,176066230000
2017-03-29,176683340000
2017-03-30,178059970000
2017-03-31,177725520000
2017-04-03,177583680000
2017-04-04,178671120000
2017-04-05,176543520000
2017-04-06,180278640000
2017-04-07,179805840000
2017-04-10,178103760000
2017-04-11,176023440000
2017-04-12,176307120000
2017-04-13,175597920000
2017-04-17,175881600000
2017-04-18,177725520000
2017-04-19,177441840000
2017-04-20,179664000000
2017-04-21,180420479999
2017-04-24,179711280000
2017-04-25,181980720000
2017-04-26,183399120000
2017-04-27,187181520000
2017-04-28,185290320000
2017-05-01,185290320000
2017-05-02,185999520000
2017-05-03,182217120000
2017-05-04,181035120000
2017-05-05,184439280000
2017-05-08,185337600000
2017-05-09,184770240000
2017-05-10,184864800000
2017-05-11,185621280000
2017-05-12,184297440000
2017-05-15,184250160000
2017-05-16,183540960000
2017-05-17,180136800000
2017-05-18,182831760000
2017-05-19,183682800000
2017-05-22,186708720000
2017-05-23,188079840000
2017-05-24,190680240000
2017-05-25,190727520000
2017-05-26,193422479999
2017-05-30,194320800000
2017-05-31,197110320000
2017-06-01,196968479999
2017-06-02,198528720000
2017-06-05,197583120000
2017-06-06,197252160000
2017-06-07,198055920000
2017-06-08,193564320000
2017-06-09,192382320000
2017-06-12,193706160000
2017-06-13,194888160000
2017-06-14,194273520000
2017-06-15,195928320000
2017-06-16,195171840000
2017-06-19,197630400000
2017-06-20,190963920000
2017-06-21,190443840000
2017-06-22,188836320000
2017-06-23,186756000000
2017-06-26,187181520000
2017-06-27,185574000000
2017-06-28,188458080000
2017-06-29,183777360000
2017-06-30,182846160000
2017-07-03,180215280000
2017-07-05,181859580000
2017-07-06,179698500000
2017-07-07,181201860000
2017-07-10,182094480000
2017-07-11,182141460000
2017-07-12,183315960000
2017-07-13,184678380000
2017-07-14,184161600000
2017-07-17,184161600000
2017-07-18,184067640000
2017-07-19,184819320000
2017-07-20,185524020000
2017-07-21,186181740000
2017-07-24,185430060000
2017-07-25,186745500000
2017-07-26,184866300000
2017-07-27,185242140000
2017-07-28,185664960000
2017-07-31,190034100000
2017-08-01,189517320000
2017-08-02,187966980000
2017-08-03,186510600000
2017-08-04,186040800000
2017-08-07,186087780000
2017-08-08,187544160000
2017-08-09,190879740000
2017-08-10,191349540000
2017-08-11,193134780000
2017-08-14,196846200000
2017-08-15,194967000000
2017-08-16,193745520000
2017-08-17,189188460000
2017-08-18,190362960000
2017-08-21,191678400000
2017-08-22,194262300000
2017-08-23,190973700000
2017-08-24,188577720000
2017-08-25,188859600000
2017-08-28,189517320000
2017-08-29,188671679999
2017-08-30,191772360000
2017-08-31,190785780000
2017-09-01,192899880000
2017-09-05,191067660000
2017-09-06,193416660000
2017-09-07,181342800000
2017-09-08,179510580000
2017-09-11,177725340000
2017-09-12,178054200000
2017-09-13,178336080000
2017-09-14,176644800000
2017-09-15,173497140000
2017-09-18,174342780000
2017-09-19,175235400000
2017-09-20,175987080000
2017-09-21,176034060000
2017-09-22,178993800000
2017-09-25,178101179999
2017-09-26,177631380000
2017-09-27,181013940000
2017-09-28,177678360000
2017-09-29,180779040000
2017-10-02,176351969405
2017-10-03,177884657051
2017-10-04,179231564376
2017-10-05,178116882451
2017-10-06,176537749726
2017-10-09,175562403042
2017-10-10,175051507160
2017-10-11,173797489996
2017-10-12,166970063211
2017-10-13,167248733692
2017-10-16,170035438502
2017-10-17,169385207379
2017-10-18,168131190215
2017-10-19,171382345827
2017-10-20,172868588392
2017-10-23,169756768021
2017-10-24,169524542620
2017-10-25,171057230266
2017-10-26,168456305776
2017-10-27,170871449945
2017-10-30,169524542620
2017-10-31,167341623852
2017-11-01,167573849253
2017-11-02,163254456797
2017-11-03,165716046046
2017-11-06,165065814924
2017-11-07,169013646738
2017-11-08,168177635295
2017-11-09,169803213101
2017-11-10,171150120426
2017-11-13,173007923633
2017-11-14,171196565506
2017-11-15,172682808072
2017-11-16,172171912190
2017-11-17,167945409894
2017-11-20,166412722249
2017-11-21,169152981979
2017-11-22,169106536898
2017-11-24,166598502569
2017-11-27,165112260004
2017-11-28,168363415616
2017-11-29,172729253152
2017-11-30,174354830958
2017-12-01,178488443093
2017-12-04,187266563245
2017-12-05,183550956831
2017-12-06,179417344696
2017-12-07,175980408764
2017-12-08,176259079245
2017-12-11,178534888173
2017-12-12,183504511751
2017-12-13,179185119295
2017-12-14,181693153625
2017-12-15,184433413355
2017-12-18,183643846992
2017-12-19,181786043785
2017-12-20,182900725709
2017-12-21,189542372173
2017-12-22,189403036933
2017-12-26,189588817253
2017-12-27,187684568966
2017-12-28,187127228004
2017-12-29,186012546080
2018-01-02,189624965085
2018-01-03,186577668349
2018-01-04,187778118578
2018-01-05,189486451597
2018-01-08,186900866488
2018-01-09,187501091602
2018-01-10,189717307411
2018-01-11,196689152974
2018-01-12,195950414371
2018-01-16,193087802285
2018-01-17,192441406008
2018-01-18,193226315773
2018-01-19,196227441347
2018-01-22,198028116691
2018-01-23,195950414371
2018-01-24,198489828318
2018-01-25,194565279491
2018-01-26,197612576227
2018-01-29,193826540888
2018-01-30,195488702744
2018-01-31,196365954835
2018-02-01,193411000424
2018-02-02,189809649736
2018-02-05,180990957666
2018-02-06,183161002311
2018-02-07,185377218120
2018-02-08,176327670236
2018-02-09,178082174418
2018-02-12,177943660930
2018-02-13,179882849762
2018-02-14,182052894407
2018-02-15,185054019981
2018-02-16,183715056263
2018-02-20,182237579058
2018-02-21,180113705575
2018-02-22,179144111159
2018-02-23,182376092546
2018-02-26,182745461847
2018-02-27,169263482348
2018-02-28,167185780028
2018-03-01,168709428396
2018-03-02,168478572582
2018-03-05,169817536300
2018-03-06,170233076764
2018-03-07,166770239564
2018-03-08,170279247926
2018-03-09,171433526993
2018-03-12,170648617228
2018-03-13,168201545606
2018-03-14,166308527937
2018-03-15,166908753052
2018-03-16,165431275846
2018-03-19,162984204225
2018-03-20,159613709350
2018-03-21,159244340048
2018-03-22,153426773552
2018-03-23,153149746576
2018-03-26,154858079595
2018-03-27,152318665648
2018-03-28,153657629365
2018-03-29,157766862843
2018-04-02,154124960000
2018-04-03,153895060000
2018-04-04,157757380000
2018-04-05,159090800000
2018-04-06,156883760000
2018-04-09,156102100000
2018-04-10,155688280000
2018-04-11,154308880000
2018-04-12,152331740000
2018-04-13,151825960000
2018-04-16,154170940000
2018-04-17,152975460000
2018-04-18,152975460000
2018-04-19,153941040000
2018-04-20,152699580000
2018-04-23,155734260000
2018-04-24,153343300000
2018-04-25,157527480000
2018-04-26,153251340000
2018-04-27,146262380000
2018-04-30,144331220000
2018-05-01,147411880000
2018-05-02,143917400000
2018-05-03,142583980000
2018-05-04,146952080000
2018-05-07,148929220000
2018-05-08,140652820000
2018-05-09,141296540000
2018-05-10,145112880000
2018-05-11,146676200000
2018-05-14,147779720000
2018-05-15,147181980000
2018-05-16,149664900000
2018-05-17,149021179999
2018-05-18,150446560000
2018-05-21,148699320000
2018-05-22,149480980000
2018-05-23,146584240000
2018-05-24,145434740000
2018-05-25,145986500000
2018-05-29,144882980000
2018-05-30,144745040000
2018-05-31,143365640000
2018-06-01,143733480000
2018-06-04,143871420000
2018-06-05,142905840000
2018-06-06,148377460000
2018-06-07,147136000000
2018-06-08,147503840000
2018-06-11,147136000000
2018-06-12,148883240000
2018-06-13,148607360000
2018-06-14,155504360000
2018-06-15,155780240000
2018-06-18,149802840000
2018-06-19,150860380000
2018-06-20,153527220000
2018-06-21,150768420000
2018-06-22,155458380000
2018-06-25,152285760000
2018-06-26,150722440000
2018-06-27,148469420000
2018-06-28,150032740000
2018-06-29,150860380000
2018-07-02,151387880000
2018-07-03,151022760000
2018-07-05,151159680000
2018-07-06,153259120000
2018-07-09,153167840000
2018-07-10,152163760000
2018-07-11,154126280000
2018-07-12,157686200000
2018-07-13,158370800000
2018-07-16,159603080000
