,MAA
2005-01-25,807402240
2005-01-26,810122880
2005-01-27,791078400
2005-01-28,791915520
2005-01-31,791496960
2005-02-01,772871040
2005-02-02,805728000
2005-02-03,803635200
2005-02-04,812843520
2005-02-07,807820800
2005-02-08,813262080
2005-02-09,808657920
2005-02-10,816819840
2005-02-11,818703360
2005-02-14,809285760
2005-02-15,806565120
2005-02-16,812215680
2005-02-17,806983680
2005-02-18,797356800
2005-02-22,784800000
2005-02-23,776638080
2005-02-24,783125760
2005-02-25,792543360
2005-02-28,786055680
2005-03-01,790869120
2005-03-02,794845439
2005-03-03,794008320
2005-03-04,809913600
2005-03-07,810960000
2005-03-08,805728000
2005-03-09,778521600
2005-03-10,785846400
2005-03-11,771196800
2005-03-14,784381439
2005-03-15,779777280
2005-03-16,776638080
2005-03-17,772243200
2005-03-18,773708160
2005-03-21,770778240
2005-03-22,763034880
2005-03-23,758640000
2005-03-24,764918400
2005-03-28,758430720
2005-03-29,770150400
2005-03-30,771196800
2005-03-31,779311500
2005-04-01,773333220
2005-04-04,784649250
2005-04-05,785716799
2005-04-06,787424880
2005-04-07,791695080
2005-04-08,785503290
2005-04-11,778030440
2005-04-12,797459850
2005-04-13,793403159
2005-04-14,784008720
2005-04-15,775468320
2005-04-18,772265670
2005-04-19,777389909
2005-04-20,783154680
2005-04-21,797673360
2005-04-22,795324750
2005-04-25,804505680
2005-04-26,803865150
2005-04-27,819664890
2005-04-28,808348860
2005-04-29,816248729
2005-05-02,817529790
2005-05-03,823294560
2005-05-04,829486350
2005-05-05,840802380
2005-05-06,838026750
2005-05-09,861085830
2005-05-10,872188350
2005-05-11,874323450
2005-05-12,861726360
2005-05-13,856175100
2005-05-16,857029140
2005-05-17,860445299
2005-05-18,869199210
2005-05-19,871974840
2005-05-20,867064110
2005-05-23,874109940
2005-05-24,872828880
2005-05-25,854040000
2005-05-26,859591260
2005-05-27,869199210
2005-05-31,864715500
2005-06-01,878166630
2005-06-02,875391000
2005-06-03,875391000
2005-06-06,880728750
2005-06-07,888415110
2005-06-08,894606900
2005-06-09,904214850
2005-06-10,903147299
2005-06-13,907203990
2005-06-14,927700950
2005-06-15,941792610
2005-06-16,955884270
2005-06-17,975527190
2005-06-20,982359510
2005-06-21,990472890
2005-06-22,974459640
2005-06-23,970616460
2005-06-24,939444000
2005-06-27,941579100
2005-06-28,960795000
2005-06-29,960581490
2005-06-30,978710160
2005-07-01,979356600
2005-07-05,1007584480
2005-07-06,1011463120
2005-07-07,1013833399
2005-07-08,1023099039
2005-07-11,1038613600
2005-07-12,1037320720
2005-07-13,1024176440
2005-07-14,1008230920
2005-07-15,998318840
2005-07-18,997887880
2005-07-19,1004136800
2005-07-20,1010601200
2005-07-21,1001120080
2005-07-22,1008446399
2005-07-25,1012756000
2005-07-26,1027839600
2005-07-27,1024391920
2005-07-28,1037967160
2005-07-29,1037536200
2005-08-01,1039044560
2005-08-02,1038613600
2005-08-03,1035812360
2005-08-04,1003921320
2005-08-05,958024080
2005-08-08,925055640
2005-08-09,928718800
2005-08-10,937984440
2005-08-11,947250080
2005-08-12,958455039
2005-08-15,970090960
2005-08-16,968151640
2005-08-17,964488480
2005-08-18,959963399
2005-08-19,961256280
2005-08-22,966212320
2005-08-23,937984440
2005-08-24,940139240
2005-08-25,943586920
2005-08-26,943802399
2005-08-29,941432120
2005-08-30,940785679
2005-08-31,965350399
2005-09-01,975908920
2005-09-02,987975800
2005-09-06,1009739280
2005-09-07,1012971480
2005-09-08,1006291600
2005-09-09,1014479840
2005-09-12,1025684800
2005-09-13,1023530000
2005-09-14,1021375200
2005-09-15,1020297800
2005-09-16,1017065600
2005-09-19,1001335560
2005-09-20,993362800
2005-09-21,987975800
2005-09-22,992716360
2005-09-23,993578280
2005-09-26,1005214200
2005-09-27,1004783240
2005-09-28,994655679
2005-09-29,998534320
2005-09-30,1013266860
2005-10-03,1026120600
2005-10-04,1019584799
2005-10-05,982766460
2005-10-06,991698720
2005-10-07,989520120
2005-10-10,981895020
2005-10-11,954662520
2005-10-12,954226799
2005-10-13,953355360
2005-10-14,977537820
2005-10-17,971655600
2005-10-18,959673299
2005-10-19,982548600
2005-10-20,955316100
2005-10-21,967734120
2005-10-24,1000630980
2005-10-25,996273779
2005-10-26,1002156000
2005-10-27,988430820
2005-10-28,1004334600
2005-10-31,1016316900
2005-11-01,1015881180
2005-11-02,1032656400
2005-11-03,1023288420
2005-11-04,1016752620
2005-11-07,1023724140
2005-11-08,1025031299
2005-11-09,1057710299
2005-11-10,1064681820
2005-11-11,1067078279
2005-11-14,1040281500
2005-11-15,1037449320
2005-11-16,1041152940
2005-11-17,1067296140
2005-11-18,1064681820
2005-11-21,1058146020
2005-11-22,1057274580
2005-11-23,1058799600
2005-11-25,1056621000
2005-11-28,1035270720
2005-11-29,1047688740
2005-11-30,1058146020
2005-12-01,1075792680
2005-12-02,1080367740
2005-12-05,1072742640
2005-12-06,1070346180
2005-12-07,1062067500
2005-12-08,1057710299
2005-12-09,1077317700
2005-12-12,1067949720
2005-12-13,1073614080
2005-12-14,1079496300
2005-12-15,1072742640
2005-12-16,1088428560
2005-12-19,1054442400
2005-12-20,1044856560
2005-12-21,1066642560
2005-12-22,1076664120
2005-12-23,1086467820
2005-12-27,1072960500
2005-12-28,1066642560
2005-12-29,1072742640
2005-12-30,1056621000
2006-01-03,1106700000
2006-01-04,1094083620
2006-01-05,1104486600
2006-01-06,1115996280
2006-01-09,1117767000
2006-01-10,1134367500
2006-01-11,1119759060
2006-01-12,1114225560
2006-01-13,1122857820
2006-01-17,1112454840
2006-01-18,1092312900
2006-01-19,1098953100
2006-01-20,1106257320
2006-01-23,1101609180
2006-01-24,1107142680
2006-01-25,1112233500
2006-01-26,1120201740
2006-01-27,1124849880
2006-01-30,1126620600
2006-01-31,1129940700
2006-02-01,1136580900
2006-02-02,1142557080
2006-02-03,1152074700
2006-02-06,1152074700
2006-02-07,1140565020
2006-02-08,1145434500
2006-02-09,1151189340
2006-02-10,1160042940
2006-02-13,1157608200
2006-02-14,1170003240
2006-02-15,1184169000
2006-02-16,1190366520
2006-02-17,1202761560
2006-02-21,1202761560
2006-02-22,1225116900
2006-02-23,1229101020
2006-02-24,1212721860
2006-02-27,1209623100
2006-02-28,1201876200
2006-03-01,1201876200
2006-03-02,1198113420
2006-03-03,1191473220
2006-03-06,1216041960
2006-03-07,1222460820
2006-03-08,1230650400
2006-03-09,1227330300
2006-03-10,1236183900
2006-03-13,1230429060
2006-03-14,1252784400
2006-03-15,1278681180
2006-03-16,1293289620
2006-03-17,1284878700
2006-03-20,1273811700
2006-03-21,1247029560
2006-03-22,1256104500
2006-03-23,1250571000
2006-03-24,1249464300
2006-03-27,1240610700
2006-03-28,1245037500
2006-03-29,1266286140
2006-03-30,1239504000
2006-03-31,1267572000
2006-04-03,1223814720
2006-04-04,1224509280
2006-04-05,1232149440
2006-04-06,1217795200
2006-04-07,1185845440
2006-04-10,1208302880
2006-04-11,1207145280
2006-04-12,1214785440
2006-04-13,1203209440
2006-04-17,1180983520
2006-04-18,1188855200
2006-04-19,1257153600
2006-04-20,1256690560
2006-04-21,1250208000
2006-04-24,1225435360
2006-04-25,1212007200
2006-04-26,1207145280
2006-04-27,1223583200
2006-04-28,1227056000
2006-05-01,1220804960
2006-05-02,1234001600
2006-05-03,1237705920
2006-05-04,1262015520
2006-05-05,1246735200
2006-05-08,1240021120
2006-05-09,1262478560
2006-05-10,1242799360
2006-05-11,1209228960
2006-05-12,1183067200
2006-05-15,1211775680
2006-05-16,1209692000
2006-05-17,1197189920
2006-05-18,1187234560
2006-05-19,1188855200
2006-05-22,1193485600
2006-05-23,1165703200
2006-05-24,1162230400
2006-05-25,1195800800
2006-05-26,1199736640
2006-05-30,1178668320
2006-05-31,1169176000
2006-06-01,1213164800
2006-06-02,1248587360
2006-06-05,1249744960
2006-06-06,1255301440
2006-06-07,1255301440
2006-06-08,1268729600
2006-06-09,1282852320
2006-06-12,1251828640
2006-06-13,1245577600
2006-06-14,1240947200
2006-06-15,1288640320
2006-06-16,1266414400
2006-06-19,1263173120
2006-06-20,1243725440
2006-06-21,1250208000
2006-06-22,1256459040
2006-06-23,1247661280
2006-06-26,1251365600
2006-06-27,1253680800
2006-06-28,1272665440
2006-06-29,1294196800
2006-06-30,1337442500
2006-07-03,1365031000
2006-07-05,1360233000
2006-07-06,1360233000
2006-07-07,1335283400
2006-07-10,1339601600
2006-07-11,1347278400
2006-07-12,1341280900
2006-07-13,1329765700
2006-07-14,1316091400
2006-07-17,1318730300
2006-07-18,1320889400
2006-07-19,1355435000
2006-07-20,1324727800
2006-07-21,1315851500
2006-07-24,1341520800
2006-07-25,1360952700
2006-07-26,1351836500
2006-07-27,1348238000
2006-07-28,1381104300
2006-07-31,1370308800
2006-08-01,1365270900
2006-08-02,1382783600
2006-08-03,1399576600
2006-08-04,1375106800
2006-08-07,1374866900
2006-08-08,1374627000
2006-08-09,1377985600
2006-08-10,1380144700
2006-08-11,1373187600
2006-08-14,1384223000
2006-08-15,1383023500
2006-08-16,1384702800
2006-08-17,1420927700
2006-08-18,1418288800
2006-08-21,1422607000
2006-08-22,1432203000
2006-08-23,1424526200
2006-08-24,1423086800
2006-08-25,1426205500
2006-08-28,1435081800
2006-08-29,1439400000
2006-08-30,1452114700
2006-08-31,1448996000
2006-09-01,1452834400
2006-09-05,1466748600
2006-09-06,1447316700
2006-09-07,1433402500
2006-09-08,1437960600
2006-09-11,1442758600
2006-09-12,1468188000
2006-09-13,1469147600
2006-09-14,1472986000
2006-09-15,1469147600
2006-09-18,1462670300
2006-09-19,1460991000
2006-09-20,1465309200
2006-09-21,1453554100
2006-09-22,1451155100
2006-09-25,1448756100
2006-09-26,1460751100
2006-09-27,1480183000
2006-09-28,1489059300
2006-09-29,1468667800
2006-10-02,1499555040
2006-10-03,1504720830
2006-10-04,1532271710
2006-10-05,1570400160
2006-10-06,1556624720
2006-10-09,1573106050
2006-10-10,1570892140
2006-10-11,1555394770
2006-10-12,1579009810
2006-10-13,1605084750
2006-10-16,1618860190
2006-10-17,1611234500
2006-10-18,1586143520
2006-10-19,1581469710
2006-10-20,1572368080
2006-10-23,1586635500
2006-10-24,1574336000
2006-10-25,1574336000
2006-10-26,1595245149
2006-10-27,1567694270
2006-10-30,1571630110
2006-10-31,1565726350
2006-11-01,1530549780
2006-11-02,1499801030
2006-11-03,1477907920
2006-11-06,1499555040
2006-11-07,1473480100
2006-11-08,1482089750
2006-11-09,1472496140
2006-11-10,1481351780
2006-11-13,1487009550
2006-11-14,1511362560
2006-11-15,1498079100
2006-11-16,1514806420
2006-11-17,1490699400
2006-11-20,1512100530
2006-11-21,1534977600
2006-11-22,1520710180
2006-11-24,1528335870
2006-11-27,1466100400
2006-11-28,1457490750
2006-11-29,1470282230
2006-11-30,1475940000
2006-12-01,1474464060
2006-12-04,1483565690
2006-12-05,1480859800
2006-12-06,1478645890
2006-12-07,1472496140
2006-12-08,1473726090
2006-12-11,1476185990
2006-12-12,1473726090
2006-12-13,1467822330
2006-12-14,1455276840
2006-12-15,1446667190
2006-12-18,1423052150
2006-12-19,1408292750
2006-12-20,1414196510
2006-12-21,1403372950
2006-12-22,1402880970
2006-12-26,1396485230
2006-12-27,1383939740
2006-12-28,1386153650
2006-12-29,1408046760
2007-01-03,1419924200
2007-01-04,1425192470
2007-01-05,1404370260
2007-01-08,1415910280
2007-01-09,1436732490
2007-01-10,1434725530
2007-01-11,1454042520
2007-01-12,1465582540
2007-01-16,1487157360
2007-01-17,1488411710
2007-01-18,1482892570
2007-01-19,1504718260
2007-01-22,1491923890
2007-01-23,1497693900
2007-01-24,1505470870
2007-01-25,1514502190
2007-01-26,1498446510
2007-01-29,1505220000
2007-01-30,1510990010
2007-01-31,1508230440
2007-02-01,1507979570
2007-02-02,1495185200
2007-02-05,1495185200
2007-02-06,1505220000
2007-02-07,1517261760
2007-02-08,1507477830
2007-02-09,1500202600
2007-02-12,1486153880
2007-02-13,1497944770
2007-02-14,1494934330
2007-02-15,1495937810
2007-02-16,1481889090
2007-02-20,1501206080
2007-02-21,1489666060
2007-02-22,1480634740
2007-02-23,1464829930
2007-02-26,1449025120
2007-02-27,1392077630
2007-02-28,1385555010
2007-03-01,1378781520
2007-03-02,1346921030
2007-03-05,1299004860
2007-03-06,1336133620
2007-03-07,1311548360
2007-03-08,1331617960
2007-03-09,1340900150
2007-03-12,1351938430
2007-03-13,1338893190
2007-03-14,1370251940
2007-03-15,1384802400
2007-03-16,1374767600
2007-03-19,1391074150
2007-03-20,1414655930
2007-03-21,1434725530
2007-03-22,1445262070
2007-03-23,1434725530
2007-03-26,1422182030
2007-03-27,1407380700
2007-03-28,1404370260
2007-03-29,1406126350
2007-03-30,1411394620
2007-04-02,1436864160
2007-04-03,1450266800
2007-04-04,1456841680
2007-04-05,1452289840
2007-04-09,1439645840
2007-04-10,1450013920
2007-04-11,1419415440
2007-04-12,1406012800
2007-04-13,1420679840
2007-04-16,1420426960
2007-04-17,1425990320
2007-04-18,1406012800
2007-04-19,1395138960
2007-04-20,1412587680
2007-04-23,1427001840
2007-04-24,1412334800
2007-04-25,1414357840
2007-04-26,1416633760
2007-04-27,1418151040
2007-04-30,1364287600
2007-05-01,1348609040
2007-05-02,1357712720
2007-05-03,1350379200
2007-05-04,1357965600
2007-05-07,1351390720
2007-05-08,1372885520
2007-05-09,1383253600
2007-05-10,1378196000
2007-05-11,1429530640
2007-05-14,1410311760
2007-05-15,1394886080
2007-05-16,1379966160
2007-05-17,1363023200
2007-05-18,1356954080
2007-05-21,1349367680
2007-05-22,1359230000
2007-05-23,1363781840
2007-05-24,1368080800
2007-05-25,1366816400
2007-05-29,1430289280
2007-05-30,1484405600
2007-05-31,1485670000
2007-06-01,1485670000
2007-06-04,1489463200
2007-06-05,1456083040
2007-06-06,1475554800
2007-06-07,1416128000
2007-06-08,1427760480
2007-06-11,1407530080
2007-06-12,1388311200
2007-06-13,1414610720
2007-06-14,1393874560
2007-06-15,1413599200
2007-06-18,1389575600
2007-06-19,1385782400
2007-06-20,1340769760
2007-06-21,1347091760
2007-06-22,1323826800
2007-06-25,1293986960
2007-06-26,1286147680
2007-06-27,1339505360
2007-06-28,1333942000
2007-06-29,1327114240
2007-07-02,1371576960
2007-07-03,1383243480
2007-07-05,1413931500
2007-07-06,1410888060
2007-07-09,1413931500
2007-07-10,1395924480
2007-07-11,1396178100
2007-07-12,1394910000
2007-07-13,1394910000
2007-07-16,1382229000
2007-07-17,1366758180
2007-07-18,1346214960
2007-07-19,1352048220
2007-07-20,1309947300
2007-07-23,1271904300
2007-07-24,1230817860
2007-07-25,1219912200
2007-07-26,1182376440
2007-07-27,1145601540
2007-07-30,1136217600
2007-07-31,1144587060
2007-08-01,1171470780
2007-08-02,1178572140
2007-08-03,1152195660
2007-08-06,1169695440
2007-08-07,1200890700
2007-08-08,1236651120
2007-08-09,1238933700
2007-08-10,1209260160
2007-08-13,1181869200
2007-08-14,1134442260
2007-08-15,1115928000
2007-08-16,1180601100
2007-08-17,1202919660
2007-08-20,1228028040
2007-08-21,1264802940
2007-08-22,1257701580
2007-08-23,1261252260
2007-08-24,1233861300
2007-08-27,1192774860
2007-08-28,1159804260
2007-08-29,1218136860
2007-08-30,1229803380
2007-08-31,1257701580
2007-09-04,1272665160
2007-09-05,1247303160
2007-09-06,1244006100
2007-09-07,1218644100
2007-09-10,1202919660
2007-09-11,1234875780
2007-09-12,1238426460
2007-09-13,1261252260
2007-09-14,1262520360
2007-09-17,1254658140
2007-09-18,1313751600
2007-09-19,1360671300
2007-09-20,1328715180
2007-09-21,1306143000
2007-09-24,1311469020
2007-09-25,1283824440
2007-09-26,1287121500
2007-09-27,1279766520
2007-09-28,1264295700
2007-10-01,1287924660
2007-10-02,1312604370
2007-10-03,1312095510
2007-10-04,1325071440
2007-10-05,1371886560
2007-10-08,1346952420
2007-10-09,1355094180
2007-10-10,1388678940
2007-10-11,1375957440
2007-10-12,1381046040
2007-10-15,1342372680
2007-10-16,1298610720
2007-10-17,1287415800
2007-10-18,1300646160
2007-10-19,1264517100
2007-10-22,1290468960
2007-10-23,1315403100
2007-10-24,1303953750
2007-10-25,1319473980
2007-10-26,1347461280
2007-10-29,1308279060
2007-10-30,1315657530
2007-10-31,1323036000
2007-11-01,1230169050
2007-11-02,1240091820
2007-11-05,1211341230
2007-11-06,1241872830
2007-11-07,1190732400
2007-11-08,1199891880
2007-11-09,1217193120
2007-11-12,1241363970
2007-11-13,1310314500
2007-11-14,1278256320
2007-11-15,1287161370
2007-11-16,1262227230
2007-11-19,1235766510
2007-11-20,1226861460
2007-11-21,1223808300
2007-11-23,1244162700
2007-11-26,1155875490
2007-11-27,1174448880
2007-11-28,1203962760
2007-11-29,1207270350
2007-11-30,1228642470
2007-12-03,1181827350
2007-12-04,1147733730
2007-12-05,1168596990
2007-12-06,1219991850
2007-12-07,1223553870
2007-12-10,1237801950
2007-12-11,1151041320
2007-12-12,1145952720
2007-12-13,1143662850
2007-12-14,1126870470
2007-12-17,1094557860
2007-12-18,1106007210
2007-12-19,1117710990
2007-12-20,1096084440
2007-12-21,1092776850
2007-12-24,1164017250
2007-12-26,1126361610
2007-12-27,1087942680
2007-12-28,1089978120
2007-12-31,1095597000
2008-01-02,1102516560
2008-01-03,1047672640
2008-01-04,1017431600
2008-01-07,1034602359
2008-01-08,1004617600
2008-01-09,1048185200
2008-01-10,1079195080
2008-01-11,1073300640
2008-01-14,1082783000
2008-01-15,1059974080
2008-01-16,1087652320
2008-01-17,1085089520
2008-01-18,1061255479
2008-01-22,1091496520
2008-01-23,1182732200
2008-01-24,1153516280
2008-01-25,1153260000
2008-01-28,1191702000
2008-01-29,1191702000
2008-01-30,1167355400
2008-01-31,1174018680
2008-02-01,1218867680
2008-02-04,1237319840
2008-02-05,1206822520
2008-02-06,1181450800
2008-02-07,1229375160
2008-02-08,1190164320
2008-02-11,1156079080
2008-02-12,1200671800
2008-02-13,1225787240
2008-02-14,1213998360
2008-02-15,1238601240
2008-02-19,1232706800
2008-02-20,1247314760
2008-02-21,1233988200
2008-02-22,1263460400
2008-02-25,1294214000
2008-02-26,1301389840
2008-02-27,1302414960
2008-02-28,1262947840
2008-02-29,1242701720
2008-03-03,1262947840
2008-03-04,1254490600
2008-03-05,1233475640
2008-03-06,1179913120
2008-03-07,1216048600
2008-03-10,1188114080
2008-03-11,1269611120
2008-03-12,1276530680
2008-03-13,1284475360
2008-03-14,1272686480
2008-03-17,1275761840
2008-03-18,1319585720
2008-03-19,1326761560
2008-03-20,1354439800
2008-03-24,1365203560
2008-03-25,1394163200
2008-03-26,1346238840
2008-03-27,1323173640
2008-03-28,1293445160
2008-03-31,1325694160
2008-04-01,1423844470
2008-04-02,1423046500
2008-04-03,1439271890
2008-04-04,1420918580
2008-04-07,1416130760
2008-04-08,1408417050
2008-04-09,1359208900
2008-04-10,1370114490
2008-04-11,1333939850
2008-04-14,1336865740
2008-04-15,1377296220
2008-04-16,1441399810
2008-04-17,1432622140
2008-04-18,1427834320
2008-04-21,1407885070
2008-04-22,1376498250
2008-04-23,1404959180
2008-04-24,1429696250
2008-04-25,1442729760
2008-04-28,1458423170
2008-04-29,1425972390
2008-04-30,1396447500
2008-05-01,1450709460
2008-05-02,1470392720
2008-05-05,1475978510
2008-05-06,1477308460
2008-05-07,1446719610
2008-05-08,1439803870
2008-05-09,1438739910
2008-05-12,1480500340
2008-05-13,1483958210
2008-05-14,1485820140
2008-05-15,1484756180
2008-05-16,1476510490
2008-05-19,1478106430
2008-05-20,1475446530
2008-05-21,1441665800
2008-05-22,1449645500
2008-05-23,1453635350
2008-05-27,1477308460
2008-05-28,1479702370
2008-05-29,1492469890
2008-05-30,1489012020
2008-06-02,1490075980
2008-06-03,1488746030
2008-06-04,1489544000
2008-06-05,1514547060
2008-06-06,1467466830
2008-06-09,1450443470
2008-06-10,1467200840
2008-06-11,1441665800
2008-06-12,1470126730
2008-06-13,1491405930
2008-06-16,1531570420
2008-06-17,1502577510
2008-06-18,1450709460
2008-06-19,1468264800
2008-06-20,1441133820
2008-06-23,1383413990
2008-06-24,1396979480
2008-06-25,1392191660
2008-06-26,1336599750
2008-06-27,1325960150
2008-06-30,1402272960
2008-07-01,1447605060
2008-07-02,1442385000
2008-07-03,1448978760
2008-07-07,1416834180
2008-07-08,1546786200
2008-07-09,1427549040
2008-07-10,1472881140
2008-07-11,1484694960
2008-07-14,1457770440
2008-07-15,1439912340
2008-07-16,1529202840
2008-07-17,1531400760
2008-07-18,1540192440
2008-07-21,1569589620
2008-07-22,1637450400
2008-07-23,1616295420
2008-07-24,1530027060
2008-07-25,1587997200
2008-07-28,1561072680
2008-07-29,1628933460
2008-07-30,1614372240
2008-07-31,1578930780
2008-08-01,1442385000
2008-08-04,1408317240
2008-08-05,1468485300
2008-08-06,1442934480
2008-08-07,1432769100
2008-08-08,1502827800
2008-08-11,1511070000
2008-08-12,1476452760
2008-08-13,1478925420
2008-08-14,1487991840
2008-08-15,1471507440
2008-08-18,1453099860
2008-08-19,1419581580
2008-08-20,1403646660
2008-08-21,1379469540
2008-08-22,1420131060
2008-08-25,1372601040
2008-08-26,1359963000
2008-08-27,1368205200
2008-08-28,1392931800
2008-08-29,1378095840
2008-09-02,1372875780
2008-09-03,1370952600
2008-09-04,1330840560
2008-09-05,1339357500
2008-09-08,1406119320
2008-09-09,1352270280
2008-09-10,1355841900
2008-09-11,1335236400
2008-09-12,1341280680
2008-09-15,1259408160
2008-09-16,1333038480
2008-09-17,1283035800
2008-09-18,1400899260
2008-09-19,1401998220
2008-09-22,1324246800
2008-09-23,1373425260
2008-09-24,1375897920
2008-09-25,1384689600
2008-09-26,1411339380
2008-09-29,1342379640
2008-09-30,1378966680
2008-10-01,1356517080
2008-10-02,1266718680
2008-10-03,1268402400
2008-10-06,1198247400
2008-10-07,1147735800
2008-10-08,1180568340
2008-10-09,1056253680
2008-10-10,1206666000
2008-10-13,1346976000
2008-10-14,1248197760
2008-10-15,1120796280
2008-10-16,1177762140
2008-10-17,1183374540
2008-10-20,1199369880
2008-10-21,1160083080
2008-10-22,1080106380
2008-10-23,1028472300
2008-10-24,971225820
2008-10-27,874973160
2008-10-28,1018931220
2008-10-29,939235140
2008-10-30,925204140
2008-10-31,988904880
2008-11-03,990869220
2008-11-04,1030156020
2008-11-05,947092500
2008-11-06,911453759
2008-11-07,913418099
2008-11-10,849717360
2008-11-11,866835180
2008-11-12,864309600
2008-11-13,933061500
2008-11-14,828390240
2008-11-17,812956140
2008-11-18,841860000
2008-11-19,755709660
2008-11-20,674610480
2008-11-21,736627500
2008-11-24,906402599
2008-11-25,989185500
2008-11-26,1046712599
2008-11-28,1039135860
2008-12-01,801731340
2008-12-02,951301800
2008-12-03,1008828900
2008-12-04,942041340
2008-12-05,1064111040
2008-12-08,1102275360
2008-12-09,990027360
2008-12-10,1060182360
2008-12-11,872166960
2008-12-12,955230480
2008-12-15,897142140
2008-12-16,1000129680
2008-12-17,1067759099
2008-12-18,989185500
2008-12-19,1059059880
2008-12-22,1015283160
2008-12-23,981608759
2008-12-24,986659919
2008-12-26,995920380
2008-12-29,939515759
2008-12-30,997604099
2008-12-31,1043638599
2009-01-02,979323949
2009-01-05,939162399
2009-01-06,953204899
2009-01-07,919222049
2009-01-08,901247650
2009-01-09,875409450
2009-01-12,839741500
2009-01-13,838898950
2009-01-14,822328800
2009-01-15,846201050
2009-01-16,877656250
2009-01-20,777392800
2009-01-21,856592500
2009-01-22,823452200
2009-01-23,843111700
2009-01-26,841707450
2009-01-27,869230750
2009-01-28,937477300
2009-01-29,854907400
2009-01-30,829630900
2009-02-02,856873350
2009-02-03,827384100
2009-02-04,791997000
2009-02-05,759699250
2009-02-06,823171350
2009-02-09,835809600
2009-02-10,791997000
2009-02-11,831596850
2009-02-12,811094800
2009-02-13,773741750
2009-02-17,731895100
2009-02-18,731614250
2009-02-19,694542050
2009-02-20,756048200
2009-02-23,702686700
2009-02-24,774865150
2009-02-25,787503400
2009-02-26,765316250
2009-02-27,725997250
2009-03-02,677971900
2009-03-03,656346450
2009-03-04,681061250
2009-03-05,645674150
2009-03-06,665895350
2009-03-09,674882550
2009-03-10,777392800
2009-03-11,770933250
2009-03-12,839179800
2009-03-13,835809600
2009-03-16,822609650
2009-03-17,859401000
2009-03-18,889732800
2009-03-19,815588400
2009-03-20,775146000
2009-03-23,903213599
2009-03-24,814184150
2009-03-25,833843650
2009-03-26,866141400
2009-03-27,818677750
2009-03-30,799299100
2009-03-31,865860550
2009-04-01,849614150
2009-04-02,879967550
2009-04-03,948824800
2009-04-06,928027100
2009-04-07,856921450
2009-04-08,881372800
2009-04-09,976648750
2009-04-13,949386900
2009-04-14,875751800
2009-04-15,944609050
2009-04-16,999132749
2009-04-17,1010374750
2009-04-20,919595600
2009-04-21,1034826100
2009-04-22,1005877950
2009-04-23,1033982950
2009-04-24,1083447750
2009-04-27,1010936850
2009-04-28,1060682700
2009-04-29,1099186550
2009-04-30,1039603950
2009-05-01,1015433650
2009-05-04,1112114850
2009-05-05,1070238400
2009-05-06,1103121250
2009-05-07,1027237749
2009-05-08,1101716000
2009-05-11,1057310099
2009-05-12,1076140450
2009-05-13,1000819050
2009-05-14,1056748000
2009-05-15,972995099
2009-05-18,1046349149
2009-05-19,1024989350
2009-05-20,999413800
2009-05-21,1000256950
2009-05-22,976648750
2009-05-26,1014871550
2009-05-27,983675000
2009-05-28,984518150
2009-05-29,1019930450
2009-06-01,1045787050
2009-06-02,1048597550
2009-06-03,1042976550
2009-06-04,1062368999
2009-06-05,1044943900
2009-06-08,1041852350
2009-06-09,1036231349
2009-06-10,1015995750
2009-06-11,995760150
2009-06-12,1025551450
2009-06-15,988171799
2009-06-16,980583450
2009-06-17,975524550
2009-06-18,979178200
2009-06-19,986766550
2009-06-22,947981649
2009-06-23,950511100
2009-06-24,967374100
2009-06-25,981426600
2009-06-26,1003067449
2009-06-29,993792800
2009-06-30,1031734550
2009-07-01,1057693560
2009-07-02,1000965560
2009-07-06,1060813600
2009-07-07,1019118520
2009-07-08,1012311159
2009-07-09,996143679
2009-07-10,1014013000
2009-07-13,1029045920
2009-07-14,1021104000
2009-07-15,1051453480
2009-07-16,1050035280
2009-07-17,1017416679
2009-07-20,1056559000
2009-07-21,1043227920
2009-07-22,1027627719
2009-07-23,1055140800
2009-07-24,1069606440
2009-07-27,1077832000
2009-07-28,1091163080
2009-07-29,1094283120
2009-07-30,1111585160
2009-07-31,1125199880
2009-08-03,1136829120
2009-08-04,1175120520
2009-08-05,1206037280
2009-08-06,1213979200
2009-08-07,1301340320
2009-08-10,1265601680
2009-08-11,1197244440
2009-08-12,1205470000
2009-08-13,1206888200
2009-08-14,1202349960
2009-08-17,1156116640
2009-08-18,1159520320
2009-08-19,1143920120
2009-08-20,1176255080
2009-08-21,1201782680
2009-08-24,1205470000
2009-08-25,1206320920
2009-08-26,1214546480
2009-08-27,1216248320
2009-08-28,1241208640
2009-08-31,1241775920
2009-09-01,1191855280
2009-09-02,1189586160
2009-09-03,1208306400
2009-09-04,1217099240
2009-09-08,1251419680
2009-09-09,1267587160
2009-09-10,1286307400
2009-09-11,1273259960
2009-09-14,1312402280
2009-09-15,1343602680
2009-09-16,1407138040
2009-09-17,1396927000
2009-09-18,1353246440
2009-09-21,1323747880
2009-09-22,1334526200
2009-09-23,1285740120
2009-09-24,1265034400
2009-09-25,1284321920
2009-09-28,1328569760
2009-09-29,1296802080
2009-09-30,1280067320
2009-10-01,1239223160
2009-10-02,1234117640
2009-10-05,1258794320
2009-10-06,1255390640
2009-10-07,1246597800
2009-10-08,1263332560
2009-10-09,1255107000
2009-10-12,1249434200
2009-10-13,1194691680
