,MDLZ
2015-05-11,63911250000
2015-05-12,63878750000
2015-05-13,63878750000
2015-05-14,65081249999
2015-05-15,65731250000
2015-05-18,65000000000
2015-05-19,65406250000
2015-05-20,66072499999
2015-05-21,65503750000
2015-05-22,65276250000
2015-05-26,64902500000
2015-05-27,65227500000
2015-05-28,65763750000
2015-05-29,67583750000
2015-06-01,66121250000
2015-06-02,66299999999
2015-06-03,66673750000
2015-06-04,65682500000
2015-06-05,65032500000
2015-06-08,65081249999
2015-06-09,65357500000
2015-06-10,65601249999
2015-06-11,65585000000
2015-06-12,65763750000
2015-06-15,65178750000
2015-06-16,66202500000
2015-06-17,66283750000
2015-06-18,66381250000
2015-06-19,66690000000
2015-06-22,66706249999
2015-06-23,66787500000
2015-06-24,66755000000
2015-06-25,66755000000
2015-06-26,66803750000
2015-06-29,66365000000
2015-06-30,66194260000
2015-07-01,66950490000
2015-07-02,66853949999
2015-07-06,66387340000
2015-07-07,67224020000
2015-07-08,66628689999
2015-07-09,66371250000
2015-07-10,66628689999
2015-07-13,66934400000
2015-07-14,67384920000
2015-07-15,66516060000
2015-07-16,67529730000
2015-07-17,67401010000
2015-07-20,67272290000
2015-07-21,67690630000
2015-07-22,67980250000
2015-07-23,67771079999
2015-07-24,67626270000
2015-07-27,67626270000
2015-07-28,68865200000
2015-07-29,69347900000
2015-07-30,72839430000
2015-07-31,72614170000
2015-08-03,73193410000
2015-08-04,73370400000
2015-08-05,74480610000
2015-08-06,75317290000
2015-08-07,74190990000
2015-08-10,74673690000
2015-08-11,74174900000
2015-08-12,74866770000
2015-08-13,74030090000
2015-08-14,74802410000
2015-08-17,74335800000
2015-08-18,74255350000
2015-08-19,72742890000
2015-08-20,70796000000
2015-08-21,69508800000
2015-08-24,67513640000
2015-08-25,66467790000
2015-08-26,67899800000
2015-08-27,68800840000
2015-08-28,68865200000
2015-08-31,68157240000
2015-09-01,65985090000
2015-09-02,68012430000
2015-09-03,69573160000
2015-09-04,68495130000
2015-09-08,69074370000
2015-09-09,67561910000
2015-09-10,68189420000
2015-09-11,68672120000
2015-09-14,68028520000
2015-09-15,69170910000
2015-09-16,69251360000
2015-09-17,70345480000
2015-09-18,68945650000
2015-09-21,68945650000
2015-09-22,67561910000
2015-09-23,68028520000
2015-09-24,67787170000
2015-09-25,68865200000
2015-09-28,66725230000
2015-09-29,65663290000
2015-09-30,66531429999
2015-10-01,67071690000
2015-10-02,69216840000
2015-10-05,70376810000
2015-10-06,69757100000
2015-10-07,70440370000
2015-10-08,71997590000
2015-10-09,71505000000
2015-10-12,71584450000
2015-10-13,71250760000
2015-10-14,71091860000
2015-10-15,71473220000
2015-10-16,72855650000
2015-10-19,73761380000
2015-10-20,72680860000
2015-10-21,72220050000
2015-10-22,74587660000
2015-10-23,73936170000
2015-10-26,74365200000
2015-10-27,74047400000
2015-10-28,73729600000
2015-10-29,73538920000
2015-10-30,73348240000
2015-11-02,73793160000
2015-11-03,73729600000
2015-11-04,72903320000
2015-11-05,72903320000
2015-11-06,71314320000
2015-11-09,70535710000
2015-11-10,70853510000
2015-11-11,70662830000
2015-11-12,69343960000
2015-11-13,68756030000
2015-11-16,70011340000
2015-11-17,69629980000
2015-11-18,70678720000
2015-11-19,70837620000
2015-11-20,69836550000
2015-11-23,70043120000
2015-11-24,69884220000
2015-11-25,69804770000
2015-11-27,70583380000
2015-11-30,69375740000
2015-12-01,70424480000
2015-12-02,69693540000
2015-12-03,67707290000
2015-12-04,70710500000
2015-12-07,69963670000
2015-12-08,69916000000
2015-12-09,69359850000
2015-12-10,69884220000
2015-12-11,67897969999
2015-12-14,68835480000
2015-12-15,69947780000
2015-12-16,71266650000
2015-12-17,70488040000
2015-12-18,68803700000
2015-12-21,70615160000
2015-12-22,71044190000
2015-12-23,72426620000
2015-12-24,72061150000
2015-12-28,71616230000
2015-12-29,72696750000
2015-12-30,72315390000
2015-12-31,70353960000
2016-01-04,68706510000
2016-01-05,69271350000
2016-01-06,69020310000
2016-01-07,65254710000
2016-01-08,64313310000
2016-01-11,65395920000
2016-01-12,66086279999
2016-01-13,63685710000
2016-01-14,64893840000
2016-01-15,63246390000
2016-01-19,65050740000
2016-01-20,63811230000
2016-01-21,63277770000
2016-01-22,65270400000
2016-01-25,63073800000
2016-01-26,64878150000
2016-01-27,64517279999
2016-01-28,65191949999
2016-01-29,67623900000
2016-02-01,67043369999
2016-02-02,65819550000
2016-02-03,61551869999
2016-02-04,59653380000
2016-02-05,59151300000
2016-02-08,57017460000
2016-02-09,58131449999
2016-02-10,59669070000
2016-02-11,59119920000
2016-02-12,59778900000
2016-02-16,61379279999
2016-02-17,62461890000
2016-02-18,62697240000
2016-02-19,62461890000
2016-02-22,62289300000
2016-02-23,62869830000
2016-02-24,63952440000
2016-02-25,65239020000
2016-02-26,63842610000
2016-02-29,63591570000
2016-03-01,64846770000
2016-03-02,64674180000
2016-03-03,65709720000
2016-03-04,66101970000
2016-03-07,65474369999
2016-03-08,64925220000
2016-03-09,65819550000
2016-03-10,65380230000
2016-03-11,66462840000
2016-03-14,66274560000
2016-03-15,65333160000
2016-03-16,65458680000
2016-03-17,63983820000
2016-03-18,63921060000
2016-03-21,63842610000
2016-03-22,62618789999
2016-03-23,62665860000
2016-03-24,61991190000
2016-03-28,61881360000
2016-03-29,62916900000
2016-03-30,63481740000
2016-03-31,62466839999
2016-04-01,64210680000
2016-04-04,64179540000
2016-04-05,63883710000
2016-04-06,65207160000
2016-04-07,64646640000
2016-04-08,65892240000
2016-04-11,65643119999
2016-04-12,66016800000
2016-04-13,66483900000
2016-04-14,65643119999
2016-04-15,66982140000
2016-04-18,67340250000
2016-04-19,67355820000
2016-04-20,67215690000
2016-04-21,65238300000
2016-04-22,65689830000
2016-04-25,65798820000
2016-04-26,66172500000
2016-04-27,68321160000
2016-04-28,67542660000
2016-04-29,66888720000
2016-05-02,68990670000
2016-05-03,67994190000
2016-05-04,67994190000
2016-05-05,68383440000
2016-05-06,68399010000
2016-05-09,68943960000
2016-05-10,70127280000
2016-05-11,69130800000
2016-05-12,69831450000
2016-05-13,69068520000
2016-05-16,69317640000
2016-05-17,67340250000
2016-05-18,67324680000
2016-05-19,67371390000
2016-05-20,67511520000
2016-05-23,67246830000
2016-05-24,68741550000
2016-05-25,68850540000
2016-05-26,69052950000
2016-05-27,69722460000
2016-05-31,69270930000
2016-06-01,69800310000
2016-06-02,70173990000
2016-06-03,70438680000
2016-06-06,70251840000
2016-06-07,70578810000
2016-06-08,70142850000
2016-06-09,70407540000
2016-06-10,70096140000
2016-06-13,68772690000
2016-06-14,68539140000
2016-06-15,68243310000
2016-06-16,68866110000
2016-06-17,68570280000
2016-06-20,68866110000
2016-06-21,69255360000
2016-06-22,68788260000
2016-06-23,69831450000
2016-06-24,65814390000
2016-06-27,64428660000
2016-06-28,65160450000
2016-06-29,66904290000
2016-06-30,70859070000
2016-07-01,70236270000
2016-07-05,69909300000
2016-07-06,70376400000
2016-07-07,70329690000
2016-07-08,71777700000
2016-07-11,71388450000
2016-07-12,71201610000
2016-07-13,70999200000
2016-07-14,71123760000
2016-07-15,70672230000
2016-07-18,70718940000
2016-07-19,70968060000
2016-07-20,70329690000
2016-07-21,70345260000
2016-07-22,70267410000
2016-07-25,71248320000
2016-07-26,70454250000
2016-07-27,68414580000
2016-07-28,68788260000
2016-07-29,68476859999
2016-08-01,67698359999
2016-08-02,66997710000
2016-08-03,67106700000
2016-08-04,66172500000
2016-08-05,67371390000
2016-08-08,67604940000
2016-08-09,67760640000
2016-08-10,67682790000
2016-08-11,67168980000
2016-08-12,67215690000
2016-08-15,66888720000
2016-08-16,66483900000
2016-08-17,66966570000
2016-08-18,67309109999
2016-08-19,67044420000
2016-08-22,67262400000
2016-08-23,67277970000
2016-08-24,66951000000
2016-08-25,67075560000
2016-08-26,67044420000
2016-08-29,67013280000
2016-08-30,69660180000
2016-08-31,70096140000
2016-09-01,68430150000
2016-09-02,68803830000
2016-09-06,69161940000
2016-09-07,67885200000
2016-09-08,67947480000
2016-09-09,65534130000
2016-09-12,67807349999
2016-09-13,66468330000
2016-09-14,66234780000
2016-09-15,66982140000
2016-09-16,66810869999
2016-09-19,66748589999
2016-09-20,66701880000
2016-09-21,66842010000
2016-09-22,67527089999
2016-09-23,67200119999
2016-09-26,66515040000
2016-09-27,67200119999
2016-09-28,67573800000
2016-09-29,67168980000
2016-09-30,67606000000
2016-10-03,67421200000
2016-10-04,66466399999
2016-10-05,66266200000
2016-10-06,66235400000
2016-10-07,65742600000
2016-10-10,66281600000
2016-10-11,65188200000
2016-10-12,65311399999
2016-10-13,64479799999
2016-10-14,64756999999
2016-10-17,64664600000
2016-10-18,64864799999
2016-10-19,64880200000
2016-10-20,64818600000
2016-10-21,65003400000
2016-10-24,65619400000
2016-10-25,65850400000
2016-10-26,68252800000
2016-10-27,67606000000
2016-10-28,69608000000
2016-10-31,69207600000
2016-11-01,68376000000
2016-11-02,67744600000
2016-11-03,66697400000
2016-11-04,65619400000
2016-11-07,68098800000
2016-11-08,70855400000
2016-11-09,67775400000
2016-11-10,64556800000
2016-11-11,63432600000
2016-11-14,63786800000
2016-11-15,65249799999
2016-11-16,65526999999
2016-11-17,66204600000
2016-11-18,66096800000
2016-11-21,66189199999
2016-11-22,66836000000
2016-11-23,65450000000
2016-11-25,66651200000
2016-11-28,66096800000
2016-11-29,66004400000
2016-11-30,63509600000
2016-12-01,62893600000
2016-12-02,63401800000
2016-12-05,63186200000
2016-12-06,62601000000
2016-12-07,64587600000
2016-12-08,63648200000
2016-12-09,64603000000
2016-12-12,65696399999
2016-12-13,66343200000
2016-12-14,65958200000
2016-12-15,68853400000
2016-12-16,68329799999
2016-12-19,68668600000
2016-12-20,68252800000
2016-12-21,69099800000
2016-12-22,69269200000
2016-12-23,69315400000
2016-12-27,69361600000
2016-12-28,68868800000
2016-12-29,69053600000
2016-12-30,68268200000
2017-01-03,68575650000
2017-01-04,68499199999
2017-01-05,68805000000
2017-01-06,68896740000
2017-01-09,68331010000
2017-01-10,67535930000
2017-01-11,68912030000
2017-01-12,68636810000
2017-01-13,68193400000
2017-01-17,68652100000
2017-01-18,68850870000
2017-01-19,68178110000
2017-01-20,69110800000
2017-01-23,68590940000
2017-01-24,68697970000
2017-01-25,68942610000
2017-01-26,68208690000
2017-01-27,67581800000
2017-01-30,67933470000
2017-01-31,67704120000
2017-02-01,67107810000
2017-02-02,67291290000
2017-02-03,67826440000
2017-02-06,67291290000
2017-02-07,67168970000
2017-02-08,67994630000
2017-02-09,68346300000
2017-02-10,68789710000
2017-02-13,68850870000
2017-02-14,68789710000
2017-02-15,69370730000
2017-02-16,66052800000
2017-02-17,64982500000
2017-02-21,68759130000
2017-02-22,68269850000
2017-02-23,68636810000
2017-02-24,69386020000
2017-02-27,66924330000
2017-02-28,67153680000
2017-03-01,67337160000
2017-03-02,66939620000
2017-03-03,66863169999
2017-03-06,66740850000
2017-03-07,66098669999
2017-03-08,65961060000
2017-03-09,66970199999
2017-03-10,67046650000
2017-03-13,67597090000
2017-03-14,67061940000
2017-03-15,68116949999
2017-03-16,68621520000
2017-03-17,68422750000
2017-03-20,67948760000
2017-03-21,67428900000
2017-03-22,67276000000
2017-03-23,67306580000
2017-03-24,66970199999
2017-03-27,66557370000
2017-03-28,66817300000
2017-03-29,66893750000
2017-03-30,66175120000
2017-03-31,65438520000
2017-04-03,65392949999
2017-04-04,66015740000
2017-04-05,66851190000
2017-04-06,67003090000
2017-04-07,67109420000
2017-04-10,67443600000
2017-04-11,66927140000
2017-04-12,67428410000
2017-04-13,66896760000
2017-04-17,67048660000
2017-04-18,67960060000
2017-04-19,67777779999
2017-04-20,68324619999
2017-04-21,68263860000
2017-04-24,68947410000
2017-04-25,69129690000
2017-04-26,68537279999
2017-04-27,68355000000
2017-04-28,68400570000
2017-05-01,66927140000
2017-05-02,66441060000
2017-05-03,68400570000
2017-05-04,68430949999
2017-05-05,68096770000
2017-05-08,67732210000
2017-05-09,67291699999
2017-05-10,67215750000
2017-05-11,67838539999
2017-05-12,68157529999
2017-05-15,69585390000
2017-05-16,69129690000
2017-05-17,68142340000
2017-05-18,68355000000
2017-05-19,69463870000
2017-05-22,70041090000
2017-05-23,69949950000
2017-05-24,70041090000
2017-05-25,70679070000
2017-05-26,70542360000
2017-05-30,70420840000
2017-05-31,70770210000
2017-06-01,71317050000
2017-06-02,71681610000
2017-06-05,71393000000
2017-06-06,71104390000
2017-06-07,71028440000
2017-06-08,70466410000
2017-06-09,69296780000
2017-06-12,68917030000
2017-06-13,69327160000
2017-06-14,69463870000
2017-06-15,69691720000
2017-06-16,68643610000
2017-06-19,69084120000
2017-06-20,68400570000
2017-06-21,68324619999
2017-06-22,68127150000
2017-06-23,68203100000
2017-06-26,68203100000
2017-06-27,66790430000
2017-06-28,66896760000
2017-06-29,65499279999
2017-06-30,65087330000
2017-07-03,65102400000
2017-07-05,64981839999
2017-07-06,64891420000
2017-07-07,65132540000
2017-07-10,64876349999
2017-07-11,64785930000
2017-07-12,65162680000
2017-07-13,65238030000
2017-07-14,65735339999
2017-07-17,65840830000
2017-07-18,66006599999
2017-07-19,66518980000
2017-07-20,66021670000
2017-07-21,66353210000
2017-07-24,65931250000
2017-07-25,66669680000
2017-07-26,66639540000
2017-07-27,66669680000
2017-07-28,66202510000
2017-07-31,66338140000
2017-08-01,65735339999
2017-08-02,66458700000
2017-08-03,65418869999
2017-08-04,65524359999
2017-08-07,66292930000
2017-08-08,65765480000
2017-08-09,65509290000
2017-08-10,65207890000
2017-08-11,65690130000
2017-08-14,65855900000
2017-08-15,66097020000
2017-08-16,66594330000
2017-08-17,65418869999
2017-08-18,64710580000
2017-08-21,64966770000
2017-08-22,65464080000
2017-08-23,64951700000
2017-08-24,63113160000
2017-08-25,62510359999
2017-08-28,62239099999
2017-08-29,63128230000
2017-08-30,62736410000
2017-08-31,61274619999
2017-09-01,61606160000
2017-09-05,61380109999
2017-09-06,61169130000
2017-09-07,61726720000
2017-09-08,61229410000
2017-09-11,62073330000
2017-09-12,61756859999
2017-09-13,61967839999
2017-09-14,61304760000
2017-09-15,61576020000
2017-09-18,61349970000
2017-09-19,61154060000
2017-09-20,60897869999
2017-09-21,60566330000
2017-09-22,60355349999
2017-09-25,61033500000
2017-09-26,61229410000
2017-09-27,61138990000
2017-09-28,61063640000
2017-09-29,61274619999
2017-10-02,61526700000
2017-10-03,61287180000
2017-10-04,61406940000
2017-10-05,61526700000
2017-10-06,61571610000
2017-10-09,61092570000
2017-10-10,62050650000
2017-10-11,62439870000
2017-10-12,62589570000
2017-10-13,62394960000
2017-10-16,62200349999
2017-10-17,61571610000
2017-10-18,61092570000
2017-10-19,60972809999
2017-10-20,61406940000
2017-10-23,61436880000
2017-10-24,61511730000
2017-10-25,61496760000
2017-10-26,61242269999
2017-10-27,60897960000
2017-10-30,58832099999
2017-10-31,62020710000
2017-11-01,61781190000
2017-11-02,61616519999
2017-11-03,61332090000
2017-11-06,60508740000
2017-11-07,61691370000
2017-11-08,62275200000
2017-11-09,61900950000
2017-11-10,62799150000
2017-11-13,62948849999
2017-11-14,63667410000
2017-11-15,62799150000
2017-11-16,63158430000
2017-11-17,63323099999
2017-11-20,63038670000
2017-11-21,63353040000
2017-11-22,63368010000
2017-11-24,63098550000
2017-11-27,63577590000
2017-11-28,63787170000
2017-11-29,64281180000
2017-11-30,64281180000
2017-12-01,64251240000
2017-12-04,64535670000
2017-12-05,64356030000
2017-12-06,64865010000
2017-12-07,63891960000
2017-12-08,63847050000
2017-12-11,64176389999
2017-12-12,64191360000
2017-12-13,64281180000
2017-12-14,64026690000
2017-12-15,64939860000
2017-12-18,64535670000
2017-12-19,64745250000
2017-12-20,64296150000
2017-12-21,64520700000
2017-12-22,64909920000
2017-12-26,64999740000
2017-12-27,64745250000
2017-12-28,64460820000
2017-12-29,64071599999
2018-01-02,63148489999
2018-01-03,63401620000
2018-01-04,63550520000
2018-01-05,64369469999
2018-01-08,64041890000
2018-01-09,64012110000
2018-01-10,63476070000
2018-01-11,63297390000
2018-01-12,63237830000
2018-01-16,64012110000
2018-01-17,65307540000
2018-01-18,65039520000
2018-01-19,65724460000
2018-01-22,65932920000
2018-01-23,66260500000
2018-01-24,66394510000
2018-01-25,66215830000
2018-01-26,66141380000
2018-01-29,66320060000
2018-01-30,66022260000
2018-01-31,66111600000
2018-02-01,68300430000
2018-02-02,67749500000
2018-02-05,65426660000
2018-02-06,66334949999
2018-02-07,65590449999
2018-02-08,63550520000
2018-02-09,62746460000
2018-02-12,63327170000
2018-02-13,63729199999
2018-02-14,63967440000
2018-02-15,65635120000
2018-02-16,65724460000
2018-02-20,65158640000
2018-02-21,64950180000
2018-02-22,64786390000
2018-02-23,65143750000
2018-02-26,66662530000
2018-02-27,65530890000
2018-02-28,65367100000
2018-03-01,64950180000
2018-03-02,66141380000
2018-03-05,67094340000
2018-03-06,67853730000
2018-03-07,64890620000
2018-03-08,65516000000
2018-03-09,65918030000
2018-03-12,66096710000
2018-03-13,65575560000
2018-03-14,65337320000
2018-03-15,64607710000
2018-03-16,64309910000
2018-03-19,63059150000
2018-03-20,63059150000
2018-03-21,62582670000
2018-03-22,61123449999
2018-03-23,60319390000
2018-03-26,61540370000
2018-03-27,60914989999
2018-03-28,60438510000
2018-03-29,62135969999
2018-04-02,60047250000
2018-04-03,60740500000
2018-04-04,62053250000
2018-04-05,62245000000
2018-04-06,61182999999
2018-04-09,61478000000
2018-04-10,61566500000
2018-04-11,61699250000
2018-04-12,61994250000
2018-04-13,62082750000
2018-04-16,62289249999
2018-04-17,61817249999
2018-04-18,61935250000
2018-04-19,60489750000
2018-04-20,59162250000
2018-04-23,59516250000
2018-04-24,58660750000
2018-04-25,58528000000
2018-04-26,58660750000
2018-04-27,58896750000
2018-04-30,58262500000
2018-05-01,57510250000
2018-05-02,55887750000
2018-05-03,55415750000
2018-05-04,57377500000
2018-05-07,57067750000
2018-05-08,56905500000
2018-05-09,57185750000
2018-05-10,57672500000
2018-05-11,57864249999
2018-05-14,57849500000
2018-05-15,58129749999
2018-05-16,58292000000
2018-05-17,58292000000
2018-05-18,58483750000
2018-05-21,58026500000
2018-05-22,58159250000
2018-05-23,58188750000
2018-05-24,58351000000
2018-05-25,58380500000
2018-05-29,58011750000
2018-05-30,58528000000
2018-05-31,57923250000
2018-06-01,58351000000
2018-06-04,58675500000
2018-06-05,57908500000
2018-06-06,58247750000
2018-06-07,57997000000
2018-06-08,58675500000
2018-06-11,59339249999
2018-06-12,59634250000
2018-06-13,59206500000
2018-06-14,59590000000
2018-06-15,60209500000
2018-06-18,59265500000
2018-06-19,59501500000
2018-06-20,60121000000
2018-06-21,60091500000
2018-06-22,60917499999
2018-06-25,61138750000
2018-06-26,60740500000
2018-06-27,60460250000
2018-06-28,60327500000
2018-06-29,60475000000
2018-07-02,59900760000
2018-07-03,59827460000
2018-07-05,61366760000
2018-07-06,62085100000
2018-07-09,61821220000
2018-07-10,61689280000
2018-07-11,61938500000
2018-07-12,62231700000
2018-07-13,62788780000
2018-07-16,62026460000
2018-07-17,62788780000
2018-07-18,61762580000
2018-07-19,61923840000
2018-07-20,62231700000
2018-07-23,61102880000
2018-07-24,60868320000
2018-07-25,60839000000
2018-07-26,63433820000
2018-07-27,62891400000
2018-07-30,63038000000
2018-07-31,63595080000
2018-08-01,62788780000
2018-08-02,63272559999
2018-08-03,64152160000
2018-08-06,63433820000
2018-08-07,62950040000
2018-08-08,62143740000
2018-08-09,61806559999
2018-08-10,61484040000
2018-08-13,61425400000
2018-08-14,61381420000
2018-08-15,61293460000
2018-08-16,61733260000
2018-08-17,62612860000
2018-08-20,62774120000
2018-08-21,62392960000
2018-08-22,61953160000
2018-08-23,61703940000
2018-08-24,62143740000
2018-08-27,62290340000
2018-08-28,61938500000
2018-08-29,62363640000
2018-08-30,62217040000
2018-08-31,62627520000
2018-09-04,62480920000
2018-09-05,63756340000
2018-09-06,63756340000
2018-09-07,62334320000
2018-09-10,62891400000
2018-09-11,62832760000
2018-09-12,63551100000
2018-09-13,64313420000
2018-09-14,64210799999
2018-09-17,64078860000
2018-09-18,63727020000
2018-09-19,63683040000
2018-09-20,64313420000
2018-09-21,64416040000
2018-09-24,63697700000
2018-09-25,63419160000
2018-09-26,63389840000
2018-09-27,63140620000
2018-09-28,62979360000
2018-10-01,62403310000
2018-10-02,62986109999
2018-10-03,62330460000
2018-10-04,61733090000
2018-10-05,61805940000
2018-10-08,62534440000
2018-10-09,62301320000
2018-10-10,61587390000
2018-10-11,60013830000
2018-10-12,59911840000
2018-10-15,59795280000
2018-10-16,60144960000
2018-10-17,59970119999
2018-10-18,59795280000
2018-10-19,60902599999
2018-10-22,60378080000
2018-10-23,60115820000
2018-10-24,60203240000
2018-10-25,59737000000
2018-10-26,58440270000
2018-10-29,58440270000
2018-10-30,61368840000
2018-10-31,61164859999
2018-11-01,61733090000
2018-11-02,61164859999
2018-11-05,62228470000
2018-11-06,63306650000
2018-11-07,63612619999
2018-11-08,64020580000
2018-11-09,64545099999
2018-11-12,64763650000
2018-11-13,64224560000
2018-11-14,63758320000
2018-11-15,64020580000
2018-11-16,64501390000
2018-11-19,64734510000
2018-11-20,63656330000
2018-11-21,63350359999
2018-11-23,63802030000
2018-11-26,64035150000
2018-11-27,64894780000
2018-11-28,64719940000
2018-11-29,64880210000
2018-11-30,65535859999
2018-12-03,65608710000
2018-12-04,64792790000
2018-12-06,64472250000
2018-12-07,63816599999
2018-12-10,64006010000
2018-12-11,64413970000
2018-12-12,64209990000
2018-12-13,64617950000
2018-12-14,63452349999
2018-12-17,62374170000
2018-12-18,61397980000
2018-12-19,60334369999
2018-12-20,59970119999
2018-12-21,59270760000
2018-12-24,57522359999
2018-12-26,58280000000
2018-12-27,58615109999
2018-12-28,58119730000
2018-12-31,58003470000
2019-01-02,57800610000
2019-01-03,57583260000
2019-01-04,59177160000
2019-01-07,59582880000
2019-01-08,60973920000
2019-01-09,60756570000
2019-01-10,61350660000
2019-01-11,61191269999
2019-01-14,61553519999
2019-01-15,62220060000
2019-01-16,61828830000
2019-01-17,62364960000
2019-01-18,62828640000
2019-01-22,62495370000
2019-01-23,63045990000
2019-01-24,62350470000
2019-01-25,61901280000
2019-01-28,62480880000
2019-01-29,62930070000
2019-01-30,63480690000
2019-01-31,67030740000
2019-02-01,66030930000
2019-02-04,66813390000
2019-02-05,66625019999
2019-02-06,66943800000
2019-02-07,67378500000
2019-02-08,67958100000
2019-02-11,68755050000
2019-02-12,68899950000
2019-02-13,68986890000
2019-02-14,68566680000
2019-02-15,69783840000
2019-02-19,69696900000
2019-02-20,69537510000
2019-02-21,70146090000
2019-02-22,69146280000
2019-02-25,68407290000
2019-02-26,68726070000
2019-02-27,68291370000
2019-02-28,68334839999
2019-03-01,68436269999
2019-03-04,68088510000
2019-03-05,68001570000
2019-03-06,68059530000
2019-03-07,67827690000
2019-03-08,67494420000
2019-03-11,68276880000
2019-03-12,68030550000
2019-03-13,68508720000
2019-03-14,68610150000
2019-03-15,69262200000
2019-03-18,69609960000
2019-03-19,69899760000
2019-03-20,69812820000
2019-03-21,70827120000
2019-03-22,71189370000
2019-03-25,71595090000
2019-03-26,72145710000
2019-03-27,71913870000
2019-03-28,71508150000
2019-03-29,72334080000
2019-04-01,71802050000
2019-04-02,71729800000
2019-04-03,71859850000
2019-04-04,71744250000
2019-04-05,71787600000
2019-04-08,71686450000
2019-04-09,71729800000
2019-04-10,71816500000
2019-04-11,71773150000
2019-04-12,71946550000
2019-04-15,72654600000
2019-04-16,72423400000
2019-04-17,72582350000
2019-04-18,72380050000
2019-04-22,72510100000
2019-04-23,72770200000
2019-04-24,72799100000
2019-04-25,72264450000
2019-04-26,72669050000
2019-04-29,73015850000
2019-04-30,73478250000
2019-05-01,74619800000
2019-05-02,74388600000
2019-05-03,74793200000
2019-05-06,74562000000
2019-05-07,73709450000
2019-05-08,73709450000
2019-05-09,74200750000
2019-05-10,74952150000
2019-05-13,73969550000
2019-05-14,74590900000
2019-05-15,74894350000
2019-05-16,76296000000
2019-05-17,75472350000
2019-05-20,75559050000
2019-05-21,75400100000
2019-05-22,75270050000
2019-05-23,75197800000
2019-05-24,75327850000
2019-05-28,73651650000
2019-05-29,73926200000
2019-05-30,74056250000
2019-05-31,73478250000
2019-06-03,74504200000
2019-06-04,75342300000
2019-06-05,76498300000
2019-06-06,77249700000
2019-06-07,78058900000
2019-06-10,78304550000
2019-06-11,78015550000
2019-06-12,78824750000
2019-06-13,78969250000
2019-06-14,79547250000
2019-06-17,79113750000
2019-06-18,78839200000
2019-06-19,79561700000
2019-06-20,80139700000
2019-06-21,79836250000
2019-06-24,79951850000
2019-06-25,80168600000
2019-06-26,78694700000
2019-06-27,78203400000
2019-06-28,77885500000
2019-07-01,79055950000
2019-07-02,79402750000
2019-07-03,80645450000
2019-07-05,80197500000
2019-07-08,80110800000
2019-07-09,80024100000
2019-07-10,80240850000
2019-07-11,78940350000
2019-07-12,78810300000
2019-07-15,79041500000
2019-07-16,79142650000
2019-07-17,79316050000
2019-07-18,79807350000
2019-07-19,79316050000
2019-07-22,78954800000
2019-07-23,79171550000
2019-07-24,78636900000
2019-07-25,78622450000
2019-07-26,79200450000
2019-07-29,79272700000
2019-07-30,79200450000
2019-07-31,77293050000
2019-08-01,77495350000
2019-08-02,77683200000
2019-08-05,75457900000
2019-08-06,76339350000
2019-08-07,77191900000
2019-08-08,79402750000
2019-08-09,79027050000
2019-08-12,78391250000
2019-08-13,78853650000
2019-08-14,76874000000
2019-08-15,77712100000
2019-08-16,78810300000
2019-08-19,78839200000
2019-08-20,78015550000
2019-08-21,78463500000
2019-08-22,78766950000
2019-08-23,77495350000
2019-08-26,78694700000
2019-08-27,78636900000
2019-08-28,79301600000
2019-08-29,79879600000
2019-08-30,79792900000
2019-09-03,80399800000
2019-09-04,81209000000
2019-09-05,81122300000
2019-09-06,81830350000
2019-09-09,81613600000
2019-09-10,78506850000
2019-09-11,78766950000
2019-09-12,79200450000
2019-09-13,78145600000
2019-09-16,78102250000
2019-09-17,79041500000
2019-09-18,79070400000
2019-09-19,79532800000
2019-09-20,78969250000
2019-09-23,78911450000
2019-09-24,79547250000
2019-09-25,79749550000
2019-09-26,80472050000
2019-09-27,80038550000
2019-09-30,79716120000
2019-10-01,78736240000
2019-10-02,77785180000
2019-10-03,78563320000
2019-10-04,80667180000
2019-10-07,79355870000
2019-10-08,78620960000
2019-10-09,79182950000
2019-10-10,79845810000
2019-10-11,78995620000
2019-10-14,78131020000
2019-10-15,77871640000
2019-10-16,78203070000
2019-10-17,78721830000
2019-10-18,78505680000
2019-10-21,77194370000
2019-10-22,75955110000
2019-10-23,75868650000
2019-10-24,76430640000
2019-10-25,76041570000
2019-10-28,75522810000
2019-10-29,76128030000
2019-10-30,74975230000
2019-10-31,75580450000
2019-11-01,74975230000
2019-11-04,74557340000
2019-11-05,74499700000
2019-11-06,75249020000
2019-11-07,74557340000
2019-11-08,74542930000
2019-11-11,74643800000
2019-11-12,75032870000
2019-11-13,75940700000
2019-11-14,76228900000
2019-11-15,76113620000
2019-11-18,76488280000
2019-11-19,75955110000
2019-11-20,75522810000
2019-11-21,75032870000
2019-11-22,74643800000
2019-11-25,74989640000
2019-11-26,75825420000
2019-11-27,75983930000
2019-11-29,75710140000
2019-12-02,76142440000
2019-12-03,76560330000
2019-12-04,76862940000
2019-12-05,77540210000
2019-12-06,77583440000
2019-12-09,78058970000
2019-12-10,77900460000
2019-12-11,77713130000
2019-12-12,76344180000
2019-12-13,76718840000
2019-12-16,77396110000
2019-12-17,77943690000
2019-12-18,78577730000
2019-12-19,79471150000
2019-12-20,79831400000
2019-12-23,78865930000
2019-12-24,79240590000
