,MDLZ
2006-02-02,31565311477
2006-02-03,31383901641
2006-02-06,31037573772
2006-02-07,31301442625
2006-02-08,31070557379
2006-02-09,31334426232
2006-02-10,31317934428
2006-02-13,31169508199
2006-02-14,31449868854
2006-02-15,31746721314
2006-02-16,31548819674
2006-02-17,31878655740
2006-02-21,31878655740
2006-02-22,32192000002
2006-02-23,32554819674
2006-02-24,32686754100
2006-02-27,32587803281
2006-02-28,32472360658
2006-03-01,31977606559
2006-03-02,31878655740
2006-03-03,32043573773
2006-03-06,31812688527
2006-03-07,31944622953
2006-03-08,31977606559
2006-03-09,32472360658
2006-03-10,32983606560
2006-03-13,32126032789
2006-03-14,32505344264
2006-03-15,32521836068
2006-03-16,32670262297
2006-03-17,32653770494
2006-03-20,32868163937
2006-03-21,32851672133
2006-03-22,33593803281
2006-03-23,32967114756
2006-03-24,33132032789
2006-03-27,33132032789
2006-03-28,32439377051
2006-03-29,32752721314
2006-03-30,32571311478
2006-03-31,32985512192
2006-04-03,32952243899
2006-04-04,33451268289
2006-04-05,32968878045
2006-04-06,32968878045
2006-04-07,32652829265
2006-04-10,32370048777
2006-04-11,31837756094
2006-04-12,31671414631
2006-04-13,31688048777
2006-04-17,31621512192
2006-04-18,31887658533
2006-04-19,32137170728
2006-04-20,33118585362
2006-04-21,33800585362
2006-04-24,33917024387
2006-04-25,34016829265
2006-04-26,34066731704
2006-04-27,34083365850
2006-04-28,34000195118
2006-05-01,33917024387
2006-05-02,33783951216
2006-05-03,33750682923
2006-05-04,33833853655
2006-05-05,34216439021
2006-05-08,34582390240
2006-05-09,34599024387
2006-05-10,34515853655
2006-05-11,34016829265
2006-05-12,33517804875
2006-05-15,33933658533
2006-05-16,34432682923
2006-05-17,34299609753
2006-05-18,34282975606
2006-05-19,34266341460
2006-05-22,34582390240
2006-05-23,34715463411
2006-05-24,35330926826
2006-05-25,35896487801
2006-05-26,35780048777
2006-05-30,35730146338
2006-05-31,36029560972
2006-06-01,35863219509
2006-06-02,36129365850
2006-06-05,35929756094
2006-06-06,35314292679
2006-06-07,34582390240
2006-06-08,34149902436
2006-06-09,34133268289
2006-06-12,33966926826
2006-06-13,33417999997
2006-06-14,33451268289
2006-06-15,33617609753
2006-06-16,33584341460
2006-06-19,33833853655
2006-06-20,33900390240
2006-06-21,33700780484
2006-06-22,34116634143
2006-06-23,33917024387
2006-06-26,33734048777
2006-06-27,33567707314
2006-06-28,33484536582
2006-06-29,33700780484
2006-06-30,32879478270
2006-07-03,33042086966
2006-07-05,33123391314
2006-07-06,32310347835
2006-07-07,32131478270
2006-07-10,32147739139
2006-07-11,32261565226
2006-07-12,32570521748
2006-07-13,32245304357
2006-07-14,32310347835
2006-07-17,32310347835
2006-07-18,32261565226
2006-07-19,32180260879
2006-07-20,32180260879
2006-07-21,31903826096
2006-07-24,32456695661
2006-07-25,34635652184
2006-07-26,34342956531
2006-07-27,34375478270
2006-07-28,34765739140
2006-07-31,34473043488
2006-08-01,34538086966
2006-08-02,34505565227
2006-08-03,34570608705
2006-08-04,34554347836
2006-08-07,34814521749
2006-08-08,35156000010
2006-08-09,35481217401
2006-08-10,35904000010
2006-08-11,35904000010
2006-08-14,36294260880
2006-08-15,35643826097
2006-08-16,35497478271
2006-08-17,35009652184
2006-08-18,34635652184
2006-08-21,35139739140
2006-08-22,34847043488
2006-08-23,34944608705
2006-08-24,35302347836
2006-08-25,34977130445
2006-08-28,35139739140
2006-08-29,35578782619
2006-08-30,35904000010
2006-08-31,36082869575
2006-09-01,36196695662
2006-09-05,36017826097
2006-09-06,35643826097
2006-09-07,35643826097
2006-09-08,35790173923
2006-09-11,35936521749
2006-09-12,36050347836
2006-09-13,35692608706
2006-09-14,36212956532
2006-09-15,36147913054
2006-09-18,36261739141
2006-09-19,36180434793
2006-09-20,36261739141
2006-09-21,36147913054
2006-09-22,36440608706
2006-09-25,37562608706
2006-09-26,37985391315
2006-09-27,38294347837
2006-09-28,38148000011
2006-09-29,37936608706
2006-10-02,37712093034
2006-10-03,37744744196
2006-10-04,38038604662
2006-10-05,37859023266
2006-10-06,38103906987
2006-10-09,38152883731
2006-10-10,38479395359
2006-10-11,38332465127
2006-10-12,38528372104
2006-10-13,38201860476
2006-10-16,38283488383
2006-10-17,38087581406
2006-10-18,38071255824
2006-10-19,38103906987
2006-10-20,37908000010
2006-10-23,38773255825
2006-10-24,37777395359
2006-10-25,37744744196
2006-10-26,36846837219
2006-10-27,36961116289
2006-10-30,37075395359
2006-10-31,36748883731
2006-11-01,36699906987
2006-11-02,36748883731
2006-11-03,36275441870
2006-11-06,36471348847
2006-11-07,36716232568
2006-11-08,36699906987
2006-11-09,36471348847
2006-11-10,36585627917
2006-11-13,37173348847
2006-11-14,37646790708
2006-11-15,37712093034
2006-11-16,38022279080
2006-11-17,37859023266
2006-11-20,37973302336
2006-11-21,37434558150
2006-11-22,37728418615
2006-11-24,37581488382
2006-11-27,36912139545
2006-11-28,36716232568
2006-11-29,37189674429
2006-11-30,37434558150
2006-12-01,37483534894
2006-12-04,37630465127
2006-12-05,37646790708
2006-12-06,37369255824
2006-12-07,36895813964
2006-12-08,37385581406
2006-12-11,37336604661
2006-12-12,37956976755
2006-12-13,37646790708
2006-12-14,37989627917
2006-12-15,38136558150
2006-12-18,38185534894
2006-12-19,38087581406
2006-12-20,38544697685
2006-12-21,38479395359
2006-12-22,38169209313
2006-12-26,38185534894
2006-12-27,37891674429
2006-12-28,38022279080
2006-12-29,38136558150
2007-01-03,38038604662
2007-01-04,38005953499
2007-01-05,37581488382
2007-01-08,37336604661
2007-01-09,37516186057
2007-01-10,38348790708
2007-01-11,38218186057
2007-01-12,38234511638
2007-01-16,38201860476
2007-01-17,37646790708
2007-01-18,37761069778
2007-01-19,38054930243
2007-01-22,38365116290
2007-01-23,37712093034
2007-01-24,37434558150
2007-01-25,37124372103
2007-01-26,36895813964
2007-01-29,37565162801
2007-01-30,37206000010
2007-01-31,37303953499
2007-02-01,36259116289
2007-02-02,36357069777
2007-02-05,35850976754
2007-02-06,35965255824
2007-02-07,35899953498
2007-02-08,35214279079
2007-02-09,35850976754
2007-02-12,36650930243
2007-02-13,36912139545
2007-02-14,36781534894
2007-02-15,36552976754
2007-02-16,37336604661
2007-02-20,36161162801
2007-02-21,35720372103
2007-02-22,35540790707
2007-02-23,35524465126
2007-02-26,35540790707
2007-02-27,34267395358
2007-02-28,34104139544
2007-03-01,34577581405
2007-03-02,34022511637
2007-03-05,33777627916
2007-03-06,34430651172
2007-03-07,33451116288
2007-03-08,33467441870
2007-03-09,33647023265
2007-03-12,34087813963
2007-03-13,33042976753
2007-03-14,32259348846
2007-03-15,32683813962
2007-03-16,32487906985
2007-03-19,33010325590
2007-03-20,33630697684
2007-03-21,33483767451
2007-03-22,34022511637
2007-03-23,34185767451
2007-03-26,34055162800
2007-03-27,33859255823
2007-03-28,33598046521
2007-03-29,33663348846
2007-03-30,33810279079
2007-04-02,31705022219
2007-04-03,31170844442
2007-04-04,31579333331
2007-04-05,32459155553
2007-04-09,32192066664
2007-04-10,32113511108
2007-04-11,32914777775
2007-04-12,33354688886
2007-04-13,33716044442
2007-04-16,33668911108
2007-04-17,33826022219
2007-04-18,33197577775
2007-04-19,33763177775
2007-04-20,34014555553
2007-04-23,34140244442
2007-04-24,34328777775
2007-04-25,34407333330
2007-04-26,34501599997
2007-04-27,34501599997
2007-04-30,34407333330
2007-05-01,34423044442
2007-05-02,34203088886
2007-05-03,33747466664
2007-05-04,34124533330
2007-05-07,33920288886
2007-05-08,33574644442
2007-05-09,33700333330
2007-05-10,33401822219
2007-05-11,33417533330
2007-05-14,33401822219
2007-05-15,33511799997
2007-05-16,33684622219
2007-05-17,33826022219
2007-05-18,34030266664
2007-05-21,34124533330
2007-05-22,34265933330
2007-05-23,34250222219
2007-05-24,34375911108
2007-05-25,34438755553
2007-05-29,34438755553
2007-05-30,34627288886
2007-05-31,34784399997
2007-06-01,35381422219
2007-06-04,35475688886
2007-06-05,35412844441
2007-06-06,35302866664
2007-06-07,35585666664
2007-06-08,35475688886
2007-06-11,35491399997
2007-06-12,35475688886
2007-06-13,36229822219
2007-06-14,36402644441
2007-06-15,36292666664
2007-06-18,36088422219
2007-06-19,35617088886
2007-06-20,35428555553
2007-06-21,37769511108
2007-06-22,37266755552
2007-06-25,36606888886
2007-06-26,35915599997
2007-06-27,36732577775
2007-06-28,36355511108
2007-06-29,36229822219
2007-07-02,36200250000
2007-07-03,35312760000
2007-07-05,35110350000
2007-07-06,34876800000
2007-07-09,35670870000
2007-07-10,35048070000
2007-07-11,34923510000
2007-07-12,35452890000
2007-07-13,36558360000
2007-07-16,36184680000
2007-07-17,36542790000
2007-07-18,36371520000
2007-07-19,37009890000
2007-07-20,36200250000
2007-07-23,36278100000
2007-07-24,35499600000
2007-07-25,35499600000
2007-07-26,34067160000
2007-07-27,33506640000
2007-07-30,33600059999
2007-07-31,33366510000
2007-08-01,33039540000
2007-08-02,33164100000
2007-08-03,32556870000
2007-08-06,33304230000
2007-08-07,33179669999
2007-08-08,33397650000
2007-08-09,32043059999
2007-08-10,32743710000
2007-08-13,32805990000
2007-08-14,33086250000
2007-08-15,32338890000
2007-08-16,31731660000
2007-08-17,31902929999
2007-08-20,32292179999
2007-08-21,32229900000
2007-08-22,32665860000
2007-08-23,32697000000
2007-08-24,33101820000
2007-08-27,33023970000
2007-08-28,32370030000
2007-08-29,32510160000
2007-08-30,32447880000
2007-08-31,32665860000
2007-09-04,32759280000
2007-09-05,33210809999
2007-09-06,34020450000
2007-09-07,33506640000
2007-09-10,33895890000
2007-09-11,34425270000
2007-09-12,34534260000
2007-09-13,34674390000
2007-09-14,34736670000
2007-09-17,34518690000
2007-09-18,35032500000
2007-09-19,35016930000
2007-09-20,35250480000
2007-09-21,35499600000
2007-09-24,35359470000
2007-09-25,35063640000
2007-09-26,34876800000
2007-09-27,35048070000
2007-09-28,35157060000
2007-10-01,34458600000
2007-10-02,34428240000
2007-10-03,34063920000
2007-10-04,34079100000
2007-10-05,34063920000
2007-10-08,33836220000
2007-10-09,33881760000
2007-10-10,33805860000
2007-10-11,33304920000
2007-10-12,33623699999
2007-10-15,33365640000
2007-10-16,33380819999
2007-10-17,33502260000
2007-10-18,33183480000
2007-10-19,32378939999
2007-10-22,32454840000
2007-10-23,32712900000
2007-10-24,32652180000
2007-10-25,32530740000
2007-10-26,33077220000
2007-10-29,32758439999
2007-10-30,32378939999
2007-10-31,33183480000
2007-11-01,32576280000
2007-11-02,32591460000
2007-11-05,32925420000
2007-11-06,33168300000
2007-11-07,33107579999
2007-11-08,32879880000
2007-11-09,32470020000
2007-11-12,32485199999
2007-11-13,33107579999
2007-11-14,32758439999
2007-11-15,32151240000
2007-11-16,32287860000
2007-11-19,32075340000
2007-11-20,32819160000
2007-11-21,32591460000
2007-11-23,33213840000
2007-11-26,32788800000
2007-11-27,32970960000
2007-11-28,33562980000
2007-11-29,34094280000
2007-11-30,34321980000
2007-12-03,34185360000
2007-12-04,34170180000
2007-12-05,34595220000
2007-12-06,34959540000
2007-12-07,34443420000
2007-12-10,34580040000
2007-12-11,34033560000
2007-12-12,33927300000
2007-12-13,33927300000
2007-12-14,33077220000
2007-12-17,32348579999
2007-12-18,32819160000
2007-12-19,32803980000
2007-12-20,32682540000
2007-12-21,33031680000
2007-12-24,33153120000
2007-12-26,33289740000
2007-12-27,32712900000
2007-12-28,32728079999
2007-12-31,32708200000
2008-01-02,32126040000
2008-01-03,31880919999
2008-01-04,31528559999
2008-01-07,32018799999
2008-01-08,31681760000
2008-01-09,31865600000
2008-01-10,32769480000
2008-01-11,32003480000
2008-01-14,31880919999
2008-01-15,31130240000
2008-01-16,31252799999
2008-01-17,30716600000
2008-01-18,30226360000
2008-01-22,29950600000
2008-01-23,30624679999
2008-01-24,30073160000
2008-01-25,29843360000
2008-01-28,30517440000
2008-01-29,30257000000
2008-01-30,29521640000
2008-01-31,29337799999
2008-02-01,29491000000
2008-02-04,29536960000
2008-02-05,29016080000
2008-02-06,29322480000
2008-02-07,29491000000
2008-02-08,28878200000
2008-02-11,29383760000
2008-02-12,29307160000
2008-02-13,29628880000
2008-02-14,29383760000
2008-02-15,31406000000
2008-02-19,31252799999
2008-02-20,31360040000
2008-02-21,30915760000
2008-02-22,31436640000
2008-02-25,31605160000
2008-02-26,31957520000
2008-02-27,32110720000
2008-02-28,31697080000
2008-02-29,31237480000
2008-03-03,31268120000
2008-03-04,31084280000
2008-03-05,31084280000
2008-03-06,30854480000
2008-03-07,30685960000
2008-03-10,30777880000
2008-03-11,31421320000
2008-03-12,31023000000
2008-03-13,30348919999
2008-03-14,29935280000
2008-03-17,29935280000
2008-03-18,30624679999
2008-03-19,30241679999
2008-03-20,31222160000
2008-03-24,30885120000
2008-03-25,30731919999
2008-03-26,30885120000
2008-03-27,31007679999
2008-03-28,30885120000
2008-03-31,30881380000
2008-04-01,31581500000
2008-04-02,31444520000
2008-04-03,31064020000
2008-04-04,31414080000
2008-04-07,31459740000
2008-04-08,31520620000
2008-04-09,31368420000
2008-04-10,30850940000
2008-04-11,30607420000
2008-04-14,30668299999
2008-04-15,30774840000
2008-04-16,31064020000
2008-04-17,31155340000
2008-04-18,31322759999
2008-04-21,31216220000
2008-04-22,30790060000
2008-04-23,31185779999
2008-04-24,31124900000
2008-04-25,30470440000
2008-04-28,30242140000
2008-04-29,30637860000
2008-04-30,31490180000
2008-05-01,31809799999
2008-05-02,31901120000
2008-05-05,31840240000
2008-05-06,31825020000
2008-05-07,31398860000
2008-05-08,31657600000
2008-05-09,31216220000
2008-05-12,31231440000
2008-05-13,31003140000
2008-05-14,31581500000
2008-05-15,31794580000
2008-05-16,32372940000
2008-05-19,32677340000
2008-05-20,32418600000
2008-05-21,32220740000
2008-05-22,32281620000
2008-05-23,31855460000
2008-05-27,32144640000
2008-05-28,32312060000
2008-05-29,32677340000
2008-05-30,32342500000
2008-06-02,31992440000
2008-06-03,31916340000
2008-06-04,31748920000
2008-06-05,31931560000
2008-06-06,31094460000
2008-06-09,31246660000
2008-06-10,31109680000
2008-06-11,30653080000
2008-06-12,30668299999
2008-06-13,30866160000
2008-06-16,30150819999
2008-06-17,30196480000
2008-06-18,29876860000
2008-06-19,29511580000
2008-06-20,29085420000
2008-06-23,29161520000
2008-06-24,29100640000
2008-06-25,29131080000
2008-06-26,28704920000
2008-06-27,28278759999
2008-06-30,27784730000
2008-07-01,27739939999
2008-07-02,28053470000
2008-07-03,28143050000
2008-07-07,28038540000
2008-07-08,28322210000
2008-07-09,28322210000
2008-07-10,28277420000
2008-07-11,28262490000
2008-07-14,28590949999
2008-07-15,28740250000
2008-07-16,29203079999
2008-07-17,29218010000
2008-07-18,28919410000
2008-07-21,28262490000
2008-07-22,28561090000
2008-07-23,29113500000
2008-07-24,28695460000
2008-07-25,28695460000
2008-07-28,30113810000
2008-07-29,30725939999
2008-07-30,31263420000
2008-07-31,31084260000
2008-08-01,31293280000
2008-08-04,31353000000
2008-08-05,31591880000
2008-08-06,31532160000
2008-08-07,31203699999
2008-08-08,32039780000
2008-08-11,32054710000
2008-08-12,31920340000
2008-08-13,32099500000
2008-08-14,31935270000
2008-08-15,32204010000
2008-08-18,31920340000
2008-08-19,31905410000
2008-08-20,32039780000
2008-08-21,31920340000
2008-08-22,31830760000
2008-08-25,31472439999
2008-08-26,31323140000
2008-08-27,31338069999
2008-08-28,31338069999
2008-08-29,30785660000
2008-09-02,30964819999
2008-09-03,30890170000
2008-09-04,30994680000
2008-09-05,31920340000
2008-09-08,32413030000
2008-09-09,32204010000
2008-09-10,32024850000
2008-09-11,32681770000
2008-09-12,32562329999
2008-09-15,32368240000
2008-09-16,32756420000
2008-09-17,31890480000
2008-09-18,32965439999
2008-09-19,34159840000
2008-09-22,32323449999
2008-09-23,31830760000
2008-09-24,31845689999
2008-09-25,32248800000
2008-09-26,32174150000
2008-09-29,31129050000
2008-09-30,31544960000
2008-10-01,32222080000
2008-10-02,32295680000
2008-10-03,31854080000
2008-10-06,30558720000
2008-10-07,29601920000
2008-10-08,28865920000
2008-10-09,26672640000
2008-10-10,26245759999
2008-10-13,27290880000
2008-10-14,26878720000
2008-10-15,25392000000
2008-10-16,26481279999
2008-10-17,27570560000
2008-10-20,28497920000
2008-10-21,28144640000
2008-10-22,27143680000
2008-10-23,27364480000
2008-10-24,26098560000
2008-10-27,25921920000
2008-10-28,27820799999
2008-10-29,27423360000
2008-10-30,27879680000
2008-10-31,28100480000
2008-11-03,28232960000
2008-11-04,29381120000
2008-11-05,28144640000
2008-11-06,26981759999
2008-11-07,27438080000
2008-11-10,27158400000
2008-11-11,27011200000
2008-11-12,26054400000
2008-11-13,27070080000
2008-11-14,26422400000
2008-11-17,25833600000
2008-11-18,26113279999
2008-11-19,25024000000
2008-11-20,23949440000
2008-11-21,25583360000
2008-11-24,25966080000
2008-11-25,25877759999
2008-11-26,25980799999
2008-11-28,26201600000
2008-12-01,24611840000
2008-12-02,25185920000
2008-12-03,25642240000
2008-12-04,25141759999
2008-12-05,26628480000
2008-12-08,26657920000
2008-12-09,25951360000
2008-12-10,25877759999
2008-12-11,25818880000
2008-12-12,25966080000
2008-12-15,25760000000
2008-12-16,26304640000
2008-12-17,26024960000
2008-12-18,25745279999
2008-12-19,25686400000
2008-12-22,25863040000
2008-12-23,25303680000
2008-12-24,25495040000
2008-12-26,25656960000
2008-12-29,25539200000
2008-12-30,25612799999
2008-12-31,25915750000
2009-01-02,26387750000
2009-01-05,26653250000
2009-01-06,26815500000
2009-01-07,26786000000
2009-01-08,27007250000
2009-01-09,26815500000
2009-01-12,27538250000
2009-01-13,27818500000
2009-01-14,27007250000
2009-01-15,27095750000
2009-01-16,27641499999
2009-01-20,27228500000
2009-01-21,27346500000
2009-01-22,27907000000
2009-01-23,27671000000
2009-01-26,27848000000
2009-01-27,28128250000
2009-01-28,28541250000
2009-01-29,28261000000
2009-01-30,27066250000
2009-02-02,27258000000
2009-02-03,27730000000
2009-02-04,25192999999
2009-02-05,25089750000
2009-02-06,25414250000
2009-02-09,24971750000
2009-02-10,24101500000
2009-02-11,24234250000
2009-02-12,24573500000
2009-02-13,24322749999
2009-02-17,23850750000
2009-02-18,23467250000
2009-02-19,23482000000
2009-02-20,22685500000
2009-02-23,22154500000
2009-02-24,22892000000
2009-02-25,23010000000
2009-02-26,22066000000
2009-02-27,21977500000
2009-03-02,21343250000
2009-03-03,21166250000
2009-03-04,21181000000
2009-03-05,20266500000
2009-03-06,20871250000
2009-03-09,20487750000
2009-03-10,21033500000
2009-03-11,20576250000
2009-03-12,21476000000
2009-03-13,21741500000
2009-03-16,22066000000
2009-03-17,22493750000
2009-03-18,21505500000
2009-03-19,21387500000
2009-03-20,21372750000
2009-03-23,22346250000
2009-03-24,22361000000
2009-03-25,22243000000
2009-03-26,22257750000
2009-03-27,22095500000
2009-03-30,21077750000
2009-03-31,21549240000
2009-04-01,22051760000
2009-04-02,22214340000
2009-04-03,22243900000
2009-04-06,21859620000
2009-04-07,21726600000
2009-04-08,21327540000
2009-04-09,21608360000
2009-04-13,21726600000
2009-04-14,21667480000
2009-04-15,22110880000
2009-04-16,21903960000
2009-04-17,21918740000
2009-04-20,21726600000
2009-04-21,21992640000
2009-04-22,21697040000
2009-04-23,21534460000
2009-04-24,21519680000
2009-04-27,21637920000
2009-04-28,22051760000
2009-04-29,22509940000
2009-04-30,22628180000
2009-05-01,22716860000
2009-05-04,23455860000
2009-05-05,24387000000
2009-05-06,24180080000
2009-05-07,24209640000
2009-05-08,24682600000
2009-05-11,24372219999
2009-05-12,24579140000
2009-05-13,24076620000
2009-05-14,24268760000
2009-05-15,23987940000
2009-05-18,24239199999
2009-05-19,24239199999
2009-05-20,24032280000
2009-05-21,24106180000
2009-05-22,24623480000
2009-05-26,25007760000
2009-05-27,24623480000
2009-05-28,24963420000
2009-05-29,25244239999
2009-06-01,25761540000
2009-06-02,26116260000
2009-06-03,25924120000
2009-06-04,26145820000
2009-06-05,25746760000
2009-06-08,25717199999
2009-06-09,25347699999
2009-06-10,24992980000
2009-06-11,25096440000
2009-06-12,25081660000
2009-06-15,24431340000
2009-06-16,23987940000
2009-06-17,24061840000
2009-06-18,24992980000
2009-06-19,24579140000
2009-06-22,24416560000
2009-06-23,24786060000
2009-06-24,24889520000
2009-06-25,25111219999
2009-06-26,24712160000
2009-06-29,24741719999
2009-06-30,24521819999
2009-07-01,25749390000
2009-07-02,25128209999
2009-07-06,25586700000
2009-07-07,24921150000
2009-07-08,24861990000
2009-07-09,24965520000
2009-07-10,25231740000
2009-07-13,26015610000
2009-07-14,26133930000
2009-07-15,26636790000
2009-07-16,26829060000
2009-07-17,26548050000
2009-07-20,26710740000
2009-07-21,26695950000
2009-07-22,27021330000
2009-07-23,27450240000
2009-07-24,27213599999
2009-07-27,27346709999
2009-07-28,27553770000
2009-07-29,27612930000
2009-07-30,27642510000
2009-07-31,27420660000
2009-08-03,27287550000
2009-08-04,27420660000
2009-08-05,27420660000
2009-08-06,27450240000
2009-08-07,27775620000
2009-08-10,27701670000
2009-08-11,27538980000
2009-08-12,27583349999
2009-08-13,27435450000
2009-08-14,27198810000
2009-08-17,26888220000
2009-08-18,27036120000
2009-08-19,27701670000
2009-08-20,27435450000
2009-08-21,27879150000
2009-08-24,27479819999
2009-08-25,27672090000
2009-08-26,27538980000
2009-08-27,27494610000
2009-08-28,27420660000
2009-08-31,27435450000
2009-09-01,27169230000
2009-09-02,27110069999
2009-09-03,27080490000
2009-09-04,27198810000
2009-09-08,25601490000
2009-09-09,25986030000
2009-09-10,25350060000
2009-09-11,25261319999
2009-09-14,25261319999
2009-09-15,25231740000
2009-09-16,25424010000
2009-09-17,25660650000
2009-09-18,25867709999
2009-09-21,25882500000
2009-09-22,25631069999
2009-09-23,25424010000
2009-09-24,25527540000
2009-09-25,25675440000
2009-09-28,25320480000
2009-09-29,25172580000
2009-09-30,27744660000
2009-10-01,27438000000
2009-10-02,27405720000
2009-10-05,27470280000
2009-10-06,27550980000
2009-10-07,27502560000
2009-10-08,27567119999
2009-10-09,27421859999
2009-10-12,27663960000
2009-10-13,27438000000
2009-10-14,27760800000
2009-10-15,28115880000
2009-10-16,28551660000
2009-10-19,28729200000
2009-10-20,28761480000
2009-10-21,28955160000
2009-10-22,28632359999
2009-10-23,28567800000
2009-10-26,28196580000
2009-10-27,28228859999
2009-10-28,28454820000
2009-10-29,29100420000
2009-10-30,29068140000
2009-11-02,29181119999
2009-11-03,29084280000
2009-11-04,28164300000
2009-11-05,28551660000
2009-11-06,28277280000
2009-11-09,28019040000
2009-11-10,28293420000
2009-11-11,28325700000
2009-11-12,28341839999
2009-11-13,28422540000
2009-11-16,29181119999
2009-11-17,29181119999
2009-11-18,28793760000
2009-11-19,28487099999
2009-11-20,28696920000
2009-11-23,28874460000
2009-11-24,28745339999
2009-11-25,28293420000
2009-11-27,28132020000
2009-11-30,28067460000
2009-12-01,27986760000
2009-12-02,28099740000
2009-12-03,27906060000
2009-12-04,28051320000
2009-12-07,28180440000
2009-12-08,28148160000
2009-12-09,28212720000
2009-12-10,28180440000
2009-12-11,28293420000
2009-12-14,28487099999
2009-12-15,28325700000
2009-12-16,28664640000
2009-12-17,28390260000
2009-12-18,28519380000
2009-12-21,28503240000
2009-12-22,28826040000
2009-12-23,28890599999
2009-12-24,29100420000
2009-12-28,29019720000
2009-12-29,28987440000
2009-12-30,29035859999
2009-12-31,28696920000
2010-01-04,28971300000
2010-01-05,30375480000
2010-01-06,30585300000
2010-01-07,30520740000
2010-01-08,30553020000
2010-01-11,30407760000
2010-01-12,30924240000
2010-01-13,30859680000
2010-01-14,30746700000
2010-01-15,31230900000
2010-01-19,31053359999
2010-01-20,30391619999
2010-01-21,29826720000
2010-01-22,29423220000
2010-01-25,29245680000
2010-01-26,29310240000
2010-01-27,29939700000
2010-01-28,29616900000
2010-01-29,29213400000
2010-02-01,29633040000
2010-02-02,30101099999
2010-02-03,30068820000
2010-02-04,29988119999
2010-02-05,30036540000
2010-02-08,29955839999
2010-02-09,30520740000
2010-02-10,30553020000
2010-02-11,30617580000
2010-02-12,30714420000
2010-02-16,30585300000
2010-02-17,30230220000
2010-02-18,30423900000
2010-02-19,30536880000
2010-02-22,30569160000
2010-02-23,30762839999
2010-02-24,30682140000
2010-02-25,30423900000
2010-02-26,30020400000
2010-03-01,30327060000
2010-03-02,30536880000
2010-03-03,30585300000
2010-03-04,30714420000
2010-03-05,30988800000
2010-03-08,30811260000
2010-03-09,30859680000
2010-03-10,31021080000
2010-03-11,31069500000
2010-03-12,31101780000
2010-03-15,31214760000
2010-03-16,31360020000
2010-03-17,31360020000
2010-03-18,31505280000
2010-03-19,31295460000
2010-03-22,31392300000
2010-03-23,32505960000
2010-03-24,32441400000
2010-03-25,32522099999
2010-03-26,32344560000
2010-03-29,32247720000
2010-03-30,32215440000
2010-03-31,34573130000
2010-04-01,34677950000
2010-04-05,34538190000
2010-04-06,34380960000
2010-04-07,34363490000
2010-04-08,34433370000
2010-04-09,34573130000
2010-04-12,34677950000
2010-04-13,35027350000
2010-04-14,35289400000
2010-04-15,35516510000
2010-04-16,35044820000
2010-04-19,35202050000
2010-04-20,34800240000
2010-04-21,34573130000
2010-04-22,34503250000
2010-04-23,34398430000
2010-04-26,34398430000
2010-04-27,33717100000
2010-04-28,33996620000
2010-04-29,34188790000
2010-04-30,33839390000
2010-05-03,34171319999
2010-05-04,33804450000
2010-05-05,33996620000
2010-05-06,33385170000
2010-05-07,34363490000
2010-05-10,34887590000
2010-05-11,34712890000
2010-05-12,34747830000
2010-05-13,34643010000
2010-05-14,34328549999
2010-05-17,34922530000
2010-05-18,34328549999
2010-05-19,34625540000
2010-05-20,33297819999
2010-05-21,33944210000
2010-05-24,33070710000
2010-05-25,32424319999
2010-05-26,32459259999
2010-05-27,33210470000
2010-05-28,32686370000
2010-06-01,33035770000
2010-06-02,33752040000
2010-06-03,33472520000
2010-06-04,32581549999
2010-06-07,32371910000
2010-06-08,32738779999
2010-06-09,33018299999
2010-06-10,33577339999
2010-06-11,33489990000
2010-06-14,33594810000
2010-06-15,33961680000
2010-06-16,33979150000
2010-06-17,34276140000
2010-06-18,34293610000
2010-06-21,34223730000
2010-06-22,33559870000
2010-06-23,33769509999
2010-06-24,33682160000
2010-06-25,33524930000
2010-06-28,33070710000
2010-06-29,32511670000
2010-06-30,32023360000
2010-07-01,32023360000
2010-07-02,31813600000
2010-07-06,32303040000
2010-07-07,32932320000
2010-07-08,33194519999
2010-07-09,33159559999
2010-07-12,33159559999
2010-07-13,33631519999
2010-07-14,33526640000
2010-07-15,33526640000
2010-07-16,32949800000
2010-07-19,32967280000
2010-07-20,33404280000
2010-07-21,32984760000
2010-07-22,33491680000
2010-07-23,33876240000
2010-07-26,33998600000
2010-07-27,34173400000
2010-07-28,33998600000
2010-07-29,33299400000
2010-07-30,33404280000
2010-08-02,33718920000
2010-08-03,33491680000
2010-08-04,34016080000
2010-08-05,33928680000
2010-08-06,34715280000
2010-08-09,34750240000
2010-08-10,34627880000
2010-08-11,33823800000
2010-08-12,33736400000
2010-08-13,33736400000
2010-08-16,33683960000
2010-08-17,33456720000
2010-08-18,33561600000
2010-08-19,33316879999
2010-08-20,33281920000
2010-08-23,33334360000
2010-08-24,33491680000
2010-08-25,33841280000
2010-08-26,33649000000
2010-08-27,34313240000
2010-08-30,33963640000
2010-08-31,34208360000
2010-09-01,34750240000
2010-09-02,34715280000
2010-09-03,34977480000
2010-09-07,34715280000
2010-09-08,34977480000
2010-09-09,35152280000
2010-09-10,35204720000
2010-09-13,35397000000
2010-09-14,35519360000
2010-09-15,36131160000
2010-09-16,35903920000
2010-09-17,35851480000
2010-09-20,36113680000
