,PCAR
2013-11-26,20196243000
2013-11-27,20313261000
2013-11-29,20323899000
2013-12-02,20260071000
2013-12-03,19962207000
2013-12-04,19690938000
2013-12-05,19717533000
2013-12-06,20196243000
2013-12-09,20164329000
2013-12-10,20249433000
2013-12-11,19893060000
2013-12-12,19871784000
2013-12-13,19914336000
2013-12-16,20323899000
2013-12-17,20515383000
2013-12-18,20472831000
2013-12-19,20313261000
2013-12-20,20430279000
2013-12-23,20504745000
2013-12-24,20616444000
2013-12-26,20823885000
2013-12-27,20733462000
2013-12-30,20866437000
2013-12-31,21001207500
2014-01-02,20766973500
2014-01-03,20809561500
2014-01-06,20995884000
2014-01-07,20979913500
2014-01-08,20926678500
2014-01-09,20937325500
2014-01-10,21006531000
2014-01-13,20724385500
2014-01-14,20804238000
2014-01-15,20900061000
2014-01-16,21027825000
2014-01-17,21128971500
2014-01-21,21065089500
2014-01-22,20932002000
2014-01-23,20671150500
2014-01-24,19957801500
2014-01-27,20069595000
2014-01-28,20160094500
2014-01-29,20064271500
2014-01-30,20389005000
2014-01-31,19872625500
2014-02-03,19164600000
2014-02-04,19542568500
2014-02-05,20192035500
2014-02-06,20809561500
2014-02-07,20990560500
2014-02-10,20756326500
2014-02-11,21006531000
2014-02-12,21022501500
2014-02-13,21240765000
2014-02-14,21842320500
2014-02-18,22108495500
2014-02-19,21938143500
2014-02-20,22002025500
2014-02-21,22135113000
2014-02-24,22779256500
2014-02-25,22949608500
2014-02-26,22875079500
2014-02-27,23066725500
2014-02-28,23364841500
2014-03-03,23098666500
2014-03-04,23391459000
2014-03-05,23178519000
2014-03-06,23386135500
2014-03-07,23396782500
2014-03-10,23269018500
2014-03-11,23343547500
2014-03-12,23545840500
2014-03-13,23173195500
2014-03-14,23066725500
2014-03-17,23604399000
2014-03-18,23865250500
2014-03-19,23668281000
2014-03-20,23758780500
2014-03-21,23918485500
2014-03-24,23646987000
2014-03-25,24008985000
2014-03-26,23609722500
2014-03-27,23396782500
2014-03-28,23620369500
2014-03-31,23947944000
2014-04-01,24081106500
2014-04-02,24240901500
2014-04-03,23937291000
2014-04-04,23340723000
2014-04-07,23031786000
2014-04-08,23282131500
2014-04-09,23681619000
2014-04-10,23069071500
2014-04-11,22770787500
2014-04-14,22829379000
2014-04-15,22919929500
2014-04-16,23324743500
2014-04-17,23218213500
2014-04-21,23399314500
2014-04-22,23388661500
2014-04-23,23441926500
2014-04-24,23537803500
2014-04-25,23314090500
2014-04-28,23367355500
2014-04-29,22547074500
2014-04-30,22717522500
2014-05-01,22760134500
2014-05-02,22472503500
2014-05-05,22504462500
2014-05-06,22280749500
2014-05-07,22328688000
2014-05-08,22371300000
2014-05-09,22216831500
2014-05-12,22664257500
2014-05-13,22509789000
2014-05-14,22051710000
2014-05-15,21737446500
2014-05-16,21796038000
2014-05-19,22067689500
2014-05-20,21806691000
2014-05-21,22078342500
2014-05-22,22131607500
2014-05-23,22355320500
2014-05-27,22733502000
2014-05-28,22674910500
2014-05-29,22520442000
2014-05-30,22499136000
2014-06-02,22440544500
2014-06-03,22504462500
2014-06-04,22477830000
2014-06-05,22706869500
2014-06-06,22967868000
2014-06-09,23063745000
2014-06-10,22898623500
2014-06-11,22706869500
2014-06-12,22339341000
2014-06-13,22472503500
2014-06-16,22488483000
2014-06-17,22557727500
2014-06-18,22653604500
2014-06-19,22808073000
2014-06-20,22861338000
2014-06-23,22738828500
2014-06-24,22605666000
2014-06-25,22642951500
2014-06-26,22477830000
2014-06-27,22334014500
2014-06-30,22318992000
2014-07-01,22542768000
2014-07-02,22654656000
2014-07-03,23885424000
2014-07-07,23427216000
2014-07-08,23320656000
2014-07-09,23278032000
2014-07-10,23075568000
2014-07-11,23299344000
2014-07-14,23416560000
2014-07-15,23347296000
2014-07-16,23533776000
2014-07-17,23240736000
2014-07-18,23427216000
2014-07-21,23341968000
2014-07-22,23448528000
2014-07-23,23411232000
2014-07-24,23283360000
2014-07-25,23102208000
2014-07-28,23022288000
2014-07-29,22553424000
2014-07-30,22691952000
2014-07-31,22116528000
2014-08-01,21834144000
2014-08-04,21967344000
2014-08-05,21807504000
2014-08-06,21647664000
2014-08-07,21589056000
2014-08-08,21978000000
2014-08-11,21988656000
2014-08-12,21924720000
2014-08-13,22015296000
2014-08-14,22137840000
2014-08-15,22089888000
2014-08-18,22537440000
2014-08-19,22574736000
2014-08-20,22841136000
2014-08-21,22489488000
2014-08-22,22287024000
2014-08-25,22436208000
2014-08-26,22281696000
2014-08-27,22260384000
2014-08-28,22265712000
2014-08-29,22308336000
2014-09-02,22287024000
2014-09-03,22127184000
2014-09-04,22137840000
2014-09-05,21882096000
2014-09-08,21834144000
2014-09-09,21605040000
2014-09-10,21509136000
2014-09-11,21551760000
2014-09-12,21359952000
2014-09-15,21146832000
2014-09-16,21029616000
2014-09-17,21189456000
2014-09-18,21338640000
2014-09-19,21232080000
2014-09-22,21061584000
2014-09-23,20763216000
2014-09-24,20827152000
2014-09-25,20507472000
2014-09-26,20448864000
2014-09-29,20315664000
2014-09-30,20175336000
2014-10-01,19935913500
2014-10-02,20239182000
2014-10-03,20542450500
2014-10-06,20680783500
2014-10-07,20138092500
2014-10-08,20840398500
2014-10-09,20361553500
2014-10-10,20031682500
2014-10-13,19717773000
2014-10-14,20244502500
2014-10-15,20244502500
2014-10-16,20590335000
2014-10-17,20712706500
2014-10-20,20542450500
2014-10-21,21069180000
2014-10-22,21053218500
2014-10-23,21489499500
2014-10-24,21776806500
2014-10-27,21739563000
2014-10-28,22330138500
2014-10-29,22468471500
2014-10-30,22649368500
2014-10-31,23170777500
2014-11-03,23192059500
2014-11-04,23192059500
2014-11-05,23394238500
2014-11-06,23612379000
2014-11-07,23745391500
2014-11-10,23702827500
2014-11-11,23596417500
2014-11-12,23729430000
2014-11-13,23569815000
2014-11-14,23633661000
2014-11-17,23607058500
2014-11-18,23601738000
2014-11-19,23564494500
2014-11-20,23585776500
2014-11-21,23756032500
2014-11-24,23883724500
2014-11-25,24096544500
2014-11-26,23894365500
2014-11-28,23771994000
2014-12-01,23936929500
2014-12-02,24202954500
2014-12-03,25096798500
2014-12-04,24910581000
2014-12-05,24915901500
2014-12-08,24692440500
2014-12-09,25011670500
2014-12-10,24229557000
2014-12-11,24633915000
2014-12-12,24011416500
2014-12-15,23947570500
2014-12-16,24022057500
2014-12-17,24117826500
2014-12-18,24665838000
2014-12-19,24559428000
2014-12-22,24543466500
2014-12-23,24633915000
2014-12-24,24623274000
2014-12-26,24522184500
2014-12-29,24687120000
2014-12-30,24405133500
2014-12-31,24150351000
2015-01-02,24198289500
2015-01-05,23388661500
2015-01-06,23420620500
2015-01-07,23729557500
2015-01-08,24043821000
2015-01-09,23164948500
2015-01-12,23378008500
2015-01-13,23207560500
2015-01-14,22994500500
2015-01-15,22499136000
2015-01-16,22903950000
2015-01-20,22898623500
2015-01-21,23117010000
2015-01-22,22962541500
2015-01-23,22919929500
2015-01-26,23154295500
2015-01-27,22770787500
2015-01-28,22525768500
2015-01-29,22744155000
2015-01-30,21343285500
2015-02-02,21806691000
2015-02-03,22280749500
2015-02-04,22179546000
2015-02-05,22104975000
2015-02-06,22280749500
2015-02-09,22429891500
2015-02-10,22429891500
2015-02-11,22312708500
2015-02-12,22456524000
2015-02-13,22802746500
2015-02-17,22887970500
2015-02-18,22903950000
2015-02-19,22903950000
2015-02-20,22935909000
2015-02-23,22696216500
2015-02-24,22653604500
2015-02-25,22941235500
2015-02-26,22957215000
2015-02-27,22744155000
2015-03-02,23047765500
2015-03-03,22919929500
2015-03-04,22270096500
2015-03-05,22174219500
2015-03-06,21897241500
2015-03-09,22110301500
2015-03-10,21481774500
2015-03-11,21657549000
2015-03-12,22142260500
2015-03-13,21918547500
2015-03-16,22206178500
2015-03-17,22216831500
2015-03-18,22632298500
2015-03-19,22227484500
2015-03-20,22589686500
2015-03-23,22637625000
2015-03-24,22765461000
2015-03-25,22238137500
2015-03-26,22131607500
2015-03-27,22078342500
2015-03-30,22531095000
2015-03-31,22431865500
2015-04-01,21994846500
2015-04-02,21744360000
2015-04-06,22048141500
2015-04-07,22080118500
2015-04-08,22298628000
2015-04-09,22453183500
2015-04-10,22469172000
2015-04-13,22314616500
2015-04-14,22485160500
2015-04-15,22804930500
2015-04-16,22719658500
2015-04-17,22303957500
2015-04-20,22698340500
2015-04-21,23705616000
2015-04-22,23950773000
2015-04-23,23625673500
2015-04-24,23497765500
2015-04-27,23625673500
2015-04-28,23769570000
2015-04-29,23540401500
2015-04-30,23220631500
2015-05-01,23295244500
2015-05-04,23471118000
2015-05-05,23140689000
2015-05-06,23028769500
2015-05-07,23337880500
2015-05-08,23625673500
2015-05-11,23716275000
2015-05-12,23487106500
2015-05-13,23652321000
2015-05-14,23742922500
2015-05-15,23609685000
2015-05-18,23369857500
2015-05-19,23284585500
2015-05-20,23231290500
2015-05-21,23284585500
2015-05-22,23369857500
2015-05-26,23241949500
2015-05-27,23519083500
2015-05-28,23156677500
2015-05-29,22581091500
2015-06-01,22762294500
2015-06-02,22948827000
2015-06-03,22911520500
2015-06-04,22677022500
2015-06-05,22570432500
2015-06-08,22506478500
2015-06-09,22655704500
2015-06-10,23108712000
2015-06-11,23263267500
2015-06-12,23098053000
2015-06-15,22847566500
2015-06-16,22756965000
2015-06-17,22703670000
2015-06-18,23039428500
2015-06-19,23007451500
2015-06-22,23151348000
2015-06-23,23114041500
2015-06-24,23060746500
2015-06-25,22858225500
2015-06-26,23028769500
2015-06-29,22527796500
2015-06-30,22652550000
2015-07-01,22844250000
2015-07-02,22966725000
2015-07-06,22785675000
2015-07-07,22865550000
2015-07-08,22338375000
2015-07-09,22327725000
2015-07-10,22503450000
2015-07-13,22934775000
2015-07-14,23035950000
2015-07-15,23115825000
2015-07-16,23264925000
2015-07-17,22892175000
2015-07-20,23035950000
2015-07-21,23158425000
2015-07-22,23238300000
2015-07-23,23179725000
2015-07-24,23041275000
2015-07-27,22950750000
2015-07-28,23004000000
2015-07-29,23307525000
2015-07-30,22988025000
2015-07-31,23019975000
2015-08-03,22892175000
2015-08-04,22412925000
2015-08-05,22578000000
2015-08-06,22471500000
2015-08-07,22349025000
2015-08-10,22657875000
2015-08-11,22359675000
2015-08-12,22285125000
2015-08-13,22247850000
2015-08-14,22338375000
2015-08-17,22375650000
2015-08-18,22343700000
2015-08-19,22178625000
2015-08-20,21592875000
2015-08-21,20746200000
2015-08-24,20016675000
2015-08-25,19846275000
2015-08-26,20687625000
2015-08-27,21150900000
2015-08-28,21102975000
2015-08-31,20932575000
2015-09-01,20245650000
2015-09-02,20645025000
2015-09-03,20613075000
2015-09-04,20176425000
2015-09-08,20448000000
2015-09-09,20368125000
2015-09-10,20357475000
2015-09-11,20400075000
2015-09-14,20256300000
2015-09-15,20687625000
2015-09-16,20820750000
2015-09-17,20501250000
2015-09-18,19990050000
2015-09-21,20075250000
2015-09-22,19537425000
2015-09-23,19516125000
2015-09-24,19345725000
2015-09-25,18871800000
2015-09-28,18376575000
2015-09-29,18536325000
2015-09-30,18426444000
2015-10-01,18246312000
2015-10-02,18389358000
2015-10-05,19162866000
2015-10-06,19104588000
2015-10-07,19443660000
2015-10-08,19708560000
2015-10-09,19523130000
2015-10-12,19374786000
2015-10-13,19041012000
2015-10-14,18823794000
2015-10-15,18887370000
2015-10-16,18553596000
2015-10-19,18458232000
2015-10-20,18728430000
2015-10-21,18638364000
2015-10-22,19046310000
2015-10-23,19374786000
2015-10-26,19385382000
2015-10-27,18082074000
2015-10-28,18977436000
2015-10-29,18770814000
2015-10-30,18595980000
2015-11-02,18972138000
2015-11-03,18802602000
2015-11-04,18633066000
2015-11-05,18887370000
2015-11-06,19056906000
2015-11-09,18389358000
2015-11-10,18156246000
2015-11-11,18092670000
2015-11-12,17652936000
2015-11-13,17663532000
2015-11-16,17785386000
2015-11-17,17663532000
2015-11-18,18188034000
2015-11-19,18034392000
2015-11-20,18166842000
2015-11-23,18135054000
2015-11-24,18177438000
2015-11-25,18225120000
2015-11-27,18309888000
2015-11-30,18352272000
2015-12-01,18219822000
2015-12-02,18103266000
2015-12-03,17234394000
2015-12-04,17584062000
2015-12-07,17313864000
2015-12-08,17112539999
2015-12-09,17250288000
2015-12-10,17266182000
2015-12-11,16688700000
2015-12-14,16778766000
2015-12-15,16911216000
2015-12-16,16503270000
2015-12-17,16047642000
2015-12-18,15952278000
2015-12-21,16164198000
2015-12-22,16773468000
2015-12-23,17181414000
2015-12-24,17112539999
2015-12-28,16953600000
2015-12-29,17086050000
2015-12-30,16958897999
2015-12-31,16651620000
2016-01-04,16567308000
2016-01-05,16572577500
2016-01-06,16572577500
2016-01-07,16071975000
2016-01-08,15887542500
2016-01-11,15887542500
2016-01-12,15877003500
2016-01-13,15560833500
2016-01-14,16056166500
2016-01-15,15919159500
2016-01-19,15819039000
2016-01-20,15924429000
2016-01-21,16093053000
2016-01-22,16345989000
2016-01-25,16056166500
2016-01-26,16704315000
2016-01-27,16477726500
2016-01-28,16635811500
2016-01-29,17236534500
2016-02-01,17052102000
2016-02-02,16699045500
2016-02-03,16788627000
2016-02-04,17563243500
2016-02-05,17605399500
2016-02-08,17526357000
2016-02-09,17510548500
2016-02-10,17120605500
2016-02-11,16962520499
2016-02-12,17563243500
2016-02-16,18042768000
2016-02-17,18285165000
2016-02-18,18016420500
2016-02-19,17879413500
2016-02-22,18353668500
2016-02-23,18090193500
2016-02-24,17974264500
2016-02-25,18206122500
2016-02-26,18248278500
2016-02-29,18090193500
2016-03-01,18517023000
2016-03-02,18364207500
2016-03-03,18991278000
2016-03-04,18764689500
2016-03-07,18849001500
2016-03-08,18380016000
2016-03-09,18343129500
2016-03-10,18190314000
2016-03-11,18522292500
2016-03-14,18870079500
2016-03-15,18764689500
2016-03-16,18975469500
2016-03-17,19302178500
2016-03-18,19386490500
2016-03-21,19296909000
2016-03-22,19133554500
2016-03-23,18859540500
2016-03-24,18775228500
2016-03-28,18891157500
2016-03-29,19238944500
2016-03-30,19170441000
2016-03-31,19190721000
2016-04-01,19022289000
2016-04-04,18832803000
2016-04-05,18538047000
2016-04-06,18648580500
2016-04-07,18395932500
2016-04-08,18474885000
2016-04-11,18501202500
2016-04-12,18827539500
2016-04-13,19496004000
2016-04-14,19585483500
2016-04-15,19574956500
2016-04-18,19622328000
2016-04-19,19690753500
2016-04-20,19801287000
2016-04-21,19617064500
2016-04-22,19822341000
2016-04-25,19669699500
2016-04-26,20680291500
2016-04-27,21132952500
2016-04-28,20906622000
2016-04-29,20669764500
2016-05-02,20585548500
2016-05-03,20301319500
2016-05-04,19611801000
2016-05-05,19511794500
2016-05-06,19490740500
2016-05-09,19596010500
2016-05-10,20217103500
2016-05-11,19980246000
2016-05-12,19974982500
2016-05-13,19659172500
2016-05-16,20006563500
2016-05-17,19790760000
2016-05-18,19380207000
2016-05-19,18717006000
2016-05-20,18732796500
2016-05-23,18664371000
2016-05-24,19006498500
2016-05-25,19464423000
2016-05-26,19464423000
2016-05-27,19522321500
2016-05-31,19564429500
2016-06-01,19532848500
2016-06-02,19738125000
2016-06-03,19264410000
2016-06-06,19564429500
2016-06-07,19711807500
2016-06-08,19964455500
2016-06-09,19659172500
2016-06-10,19259146500
2016-06-13,19143349500
2016-06-14,18985444500
2016-06-15,18901228500
2016-06-16,19022289000
2016-06-17,19080187500
2016-06-20,19274937000
2016-06-21,19153876500
2016-06-22,19243356000
2016-06-23,19774969500
2016-06-24,18238027500
2016-06-27,17153746500
2016-06-28,17485347000
2016-06-29,17769576000
2016-06-30,18206370000
2016-07-01,18195840000
2016-07-05,17716725000
2016-07-06,17827290000
2016-07-07,17811495000
2016-07-08,18295875000
2016-07-11,18601245000
2016-07-12,19001385000
2016-07-13,18917145000
2016-07-14,18980325000
2016-07-15,18885555000
2016-07-18,19143540000
2016-07-19,18832905000
2016-07-20,19296225000
2016-07-21,19201455000
2016-07-22,19306755000
2016-07-25,19622655000
2016-07-26,20486115000
2016-07-27,20738835000
2016-07-28,20544030000
2016-07-29,20696715000
2016-08-01,20549295000
2016-08-02,20296575000
2016-08-03,20270250000
2016-08-04,20128095000
2016-08-05,20343960000
2016-08-08,20401875000
2016-08-09,20338695000
2016-08-10,20259720000
2016-08-11,20322900000
2016-08-12,20254455000
2016-08-15,20649330000
2016-08-16,20665125000
2016-08-17,20738835000
2016-08-18,20896785000
2016-08-19,21033675000
2016-08-22,21028410000
2016-08-23,21065265000
2016-08-24,20970495000
2016-08-25,21033675000
2016-08-26,21007350000
2016-08-29,21160035000
2016-08-30,21233745000
2016-08-31,21002085000
2016-09-01,20902050000
2016-09-02,20780955000
2016-09-06,20301840000
2016-09-07,20180745000
2016-09-08,20175480000
2016-09-09,19696365000
2016-09-12,20064915000
2016-09-13,19780605000
2016-09-14,19917495000
2016-09-15,19980675000
2016-09-16,19854315000
2016-09-19,19896435000
2016-09-20,20107035000
2016-09-21,20280780000
2016-09-22,20517705000
2016-09-23,20333430000
2016-09-26,20075445000
2016-09-27,20138625000
2016-09-28,20538765000
2016-09-29,20317635000
2016-09-30,20639413500
2016-10-03,20634147000
2016-10-04,20744743500
2016-10-05,21002802000
2016-10-06,20981736000
2016-10-07,20723677500
2016-10-10,20544616500
2016-10-11,20165428500
2016-10-12,20170695000
2016-10-13,19902103500
2016-10-14,19949502000
2016-10-17,19944235500
2016-10-18,19986367500
2016-10-19,19996900500
2016-10-20,19881037500
2016-10-21,19833639000
2016-10-24,19780974000
2016-10-25,19238524500
2016-10-26,19401786000
2016-10-27,19407052500
2016-10-28,19449184500
2016-10-31,19280656500
2016-11-01,19170060000
2016-11-02,19143727500
2016-11-03,19006798500
2016-11-04,19143727500
2016-11-07,19575580500
2016-11-08,19507116000
2016-11-09,20349756000
2016-11-10,21181863000
2016-11-11,20776342500
2016-11-14,20908005000
2016-11-15,21287193000
2016-11-16,21171330000
2016-11-17,21071266500
2016-11-18,20987002500
2016-11-21,21113398500
2016-11-22,21329325000
2016-11-23,21761178000
2016-11-25,21766444500
2016-11-28,21418855500
2016-11-29,21513652500
2016-11-30,21819109500
2016-12-01,22135099500
2016-12-02,22156165500
2016-12-05,22967206500
2016-12-06,22619617500
2016-12-07,23746648500
2016-12-08,23899377000
2016-12-09,23762448000
2016-12-12,23557054500
2016-12-13,23583387000
2016-12-14,23072536500
2016-12-15,22951407000
2016-12-16,22856610000
2016-12-19,22893475500
2016-12-20,23067270000
2016-12-21,22946140500
2016-12-22,22872409500
2016-12-23,22972473000
2016-12-27,23040937500
2016-12-28,22809211500
2016-12-29,22598551500
2016-12-30,22435290000
2017-01-03,22968270000
2017-01-04,23284710000
2017-01-05,22904982000
2017-01-06,23163408000
2017-01-09,22878612000
2017-01-10,23295258000
2017-01-11,23485122000
2017-01-12,23321628000
2017-01-13,23738274000
2017-01-17,23527314000
2017-01-18,23316354000
2017-01-19,23115942000
2017-01-20,23205600000
2017-01-23,23021010000
2017-01-24,23453478000
2017-01-25,24049440000
2017-01-26,23938686000
2017-01-27,23764644000
2017-01-30,23775192000
2017-01-31,23664438000
2017-02-01,24128550000
2017-02-02,23764644000
2017-02-03,24081084000
2017-02-06,23933412000
2017-02-07,23780466000
2017-02-08,23500944000
2017-02-09,23975604000
2017-02-10,24165468000
2017-02-13,24566292000
2017-02-14,24634854000
2017-02-15,24539922000
2017-02-16,24160194000
2017-02-17,24207660000
2017-02-21,24181290000
2017-02-22,23922864000
2017-02-23,23711904000
2017-02-24,23706630000
2017-02-27,23769918000
2017-02-28,23490396000
2017-03-01,24328962000
2017-03-02,23690808000
2017-03-03,24128550000
2017-03-06,24001974000
2017-03-07,23759370000
2017-03-08,23664438000
2017-03-09,23458752000
2017-03-10,23806836000
2017-03-13,23864850000
2017-03-14,23680260000
2017-03-15,24212934000
2017-03-16,24223482000
2017-03-17,24444990000
2017-03-20,24297318000
2017-03-21,23785740000
2017-03-22,23743548000
2017-03-23,23764644000
2017-03-24,23775192000
2017-03-27,23379642000
2017-03-28,23590602000
2017-03-29,23785740000
2017-03-30,23780466000
2017-03-31,23640960000
2017-04-03,23514312000
2017-04-04,23435157000
2017-04-05,23482650000
2017-04-06,23625129000
2017-04-07,23625129000
2017-04-10,23799270000
2017-04-11,23757054000
2017-04-12,23097429000
2017-04-13,22738593000
2017-04-17,22986612000
2017-04-18,22585560000
2017-04-19,22712208000
2017-04-20,23176584000
2017-04-21,23134368000
2017-04-24,23825655000
2017-04-25,23134368000
2017-04-26,22986612000
2017-04-27,23361279000
2017-04-28,23477373000
2017-05-01,23282124000
2017-05-02,23941749000
2017-05-03,23699007000
2017-05-04,23535420000
2017-05-05,23582913000
2017-05-08,23329617000
2017-05-09,23319063000
2017-05-10,23208246000
2017-05-11,22643607000
2017-05-12,22295325000
2017-05-15,22437804000
2017-05-16,22669992000
2017-05-17,22295325000
2017-05-18,21925935000
2017-05-19,22105353000
2017-05-22,22121184000
2017-05-23,22094799000
2017-05-24,22052583000
2017-05-25,22052583000
2017-05-26,22031475000
2017-05-30,22036752000
2017-05-31,22147569000
2017-06-01,22406142000
2017-06-02,22216170000
2017-06-05,21925935000
2017-06-06,22559175000
2017-06-07,22321710000
2017-06-08,22506405000
2017-06-09,22516959000
2017-06-12,22717485000
2017-06-13,22633053000
2017-06-14,22474743000
2017-06-15,22907457000
2017-06-16,22939119000
2017-06-19,22933842000
2017-06-20,22511682000
2017-06-21,22073691000
2017-06-22,22073691000
2017-06-23,21989259000
2017-06-26,22232001000
2017-06-27,22094799000
2017-06-28,22991889000
2017-06-29,22976058000
2017-06-30,23241235500
2017-07-03,23579059500
2017-07-05,23362641000
2017-07-06,23647680000
2017-07-07,23795478000
2017-07-10,24096352500
2017-07-11,24112188000
2017-07-12,24112188000
2017-07-13,24022453500
2017-07-14,24159694500
2017-07-17,24011896500
2017-07-18,24085795500
2017-07-19,24117466500
2017-07-20,24122745000
2017-07-21,24233593500
2017-07-24,24328606500
2017-07-25,24154416000
2017-07-26,24128023500
2017-07-27,23985504000
2017-07-28,23990782500
2017-07-31,24085795500
2017-08-01,23589616500
2017-08-02,23732136000
2017-08-03,23790199500
2017-08-04,24133302000
2017-08-07,24122745000
2017-08-08,23895769500
2017-08-09,23652958500
2017-08-10,22945639500
2017-08-11,22808398500
2017-08-14,22945639500
2017-08-15,22829512500
2017-08-16,22671157500
2017-08-17,22222485000
2017-08-18,22169700000
2017-08-21,22259434500
2017-08-22,22681714500
2017-08-23,22523359500
2017-08-24,22460017500
2017-08-25,22523359500
2017-08-28,22660600500
2017-08-29,22929804000
2017-08-30,23251792500
2017-08-31,23341527000
2017-09-01,23177893500
2017-09-05,22977310500
2017-09-06,22956196500
2017-09-07,23515717500
2017-09-08,23790199500
2017-09-11,23821870500
2017-09-12,24191365500
2017-09-13,24323328000
2017-09-14,24360277500
2017-09-15,24603088500
2017-09-18,24935634000
2017-09-19,24951469500
2017-09-20,24930355500
2017-09-21,24882849000
2017-09-22,25130938500
2017-09-25,25352635500
2017-09-26,25289293500
2017-09-27,25579611000
2017-09-28,25468762500
2017-09-29,25458205500
2017-10-02,25680663000
2017-10-03,25976511000
2017-10-04,26187831000
2017-10-05,26319906000
2017-10-06,25807455000
2017-10-09,25818021000
2017-10-10,25860285000
2017-10-11,25659531000
2017-10-12,25685946000
2017-10-13,25601418000
2017-10-16,25606701000
2017-10-17,25606701000
2017-10-18,25569720000
2017-10-19,25981794000
2017-10-20,26388585000
2017-10-23,26293491000
2017-10-24,24787836000
2017-10-25,24735006000
2017-10-26,25384815000
2017-10-27,25310853000
2017-10-30,24814251000
2017-10-31,25263306000
2017-11-01,24999156000
2017-11-02,25342551000
2017-11-03,25120665000
2017-11-06,24867081000
2017-11-07,24824817000
2017-11-08,24835383000
2017-11-09,24449724000
2017-11-10,24507837000
2017-11-13,24412743000
2017-11-14,24185574000
2017-11-15,24016518000
2017-11-16,24550101000
2017-11-17,23488218000
2017-11-20,23842179000
2017-11-21,23842179000
2017-11-22,23905575000
2017-11-24,23578029000
2017-11-27,23562180000
2017-11-28,24138027000
2017-11-29,24307083000
2017-11-30,24771987000
2017-12-01,24528969000
2017-12-04,24750855000
2017-12-05,24713874000
2017-12-06,24698025000
2017-12-07,25083684000
2017-12-08,25347834000
2017-12-11,25268589000
2017-12-12,25326702000
2017-12-13,24687459000
2017-12-14,24381045000
2017-12-15,24359913000
2017-12-18,24867081000
2017-12-19,24972741000
2017-12-20,25115382000
2017-12-21,25088967000
2017-12-22,25004439000
2017-12-26,25057269000
2017-12-27,24951609000
2017-12-28,25162929000
2017-12-29,25036137000
2018-01-02,25739550000
2018-01-03,26051512500
2018-01-04,26384625000
2018-01-05,26474512500
2018-01-08,26389912500
2018-01-09,26379337500
2018-01-10,26125537500
2018-01-11,26638425000
2018-01-12,26929237500
2018-01-16,26781187500
2018-01-17,26982112500
2018-01-18,26929237500
2018-01-19,27320512500
2018-01-22,27368100000
2018-01-23,27267637500
2018-01-24,27595462500
2018-01-25,27220050000
2018-01-26,27743512500
2018-01-29,27849262500
2018-01-30,26696587500
2018-01-31,26284162500
2018-02-01,26337037500
2018-02-02,25591500000
2018-02-05,24391237500
2018-02-06,24692625000
2018-02-07,24211462500
2018-02-08,23608687500
2018-02-09,23793750000
2018-02-12,24052837500
2018-02-13,24021112500
2018-02-14,24364800000
2018-02-15,24317212500
2018-02-16,24243187500
2018-02-20,24317212500
2018-02-21,24401812500
2018-02-22,24814237500
2018-02-23,25142062500
2018-02-26,25221375000
2018-02-27,25110337500
2018-02-28,25237237500
2018-03-01,24338362500
2018-03-02,23682712500
2018-03-05,24253762500
2018-03-06,24645037500
2018-03-07,24348937500
2018-03-08,24026400000
2018-03-09,24348937500
2018-03-12,23878350000
2018-03-13,23751450000
2018-03-14,23386612500
2018-03-15,23555812500
2018-03-16,23878350000
2018-03-19,23317875000
2018-03-20,23365462500
2018-03-21,23555812500
2018-03-22,22672800000
2018-03-23,22186350000
2018-03-26,22921312500
2018-03-27,22519462500
2018-03-28,22736250000
2018-03-29,23323162500
2018-04-02,22652997000
2018-04-03,23111965500
2018-04-04,23681719500
2018-04-05,24035178000
2018-04-06,23301883500
2018-04-09,23048659500
2018-04-10,23824158000
2018-04-11,23576209500
2018-04-12,23977147500
2018-04-13,23871637500
2018-04-16,24451942500
2018-04-17,24525799500
2018-04-18,24926737500
2018-04-19,24494146500
2018-04-20,24330606000
2018-04-23,24409738500
2018-04-24,22832364000
2018-04-25,22827088500
2018-04-26,22600242000
2018-04-27,22652997000
2018-04-30,22394497500
2018-05-01,22362844500
2018-05-02,21866947500
2018-05-03,22030488000
2018-05-04,22436701500
2018-05-07,22684650000
2018-05-08,22594966500
2018-05-09,22526385000
2018-05-10,22426150500
2018-05-11,22436701500
2018-05-14,22225681500
2018-05-15,22341742500
2018-05-16,22478905500
2018-05-17,22610793000
2018-05-18,22864017000
2018-05-21,23217475500
2018-05-22,23122516500
2018-05-23,22890394500
2018-05-24,22943149500
2018-05-25,22732129500
2018-05-29,22336467000
2018-05-30,22605517500
2018-05-31,21888049500
2018-06-01,22146549000
2018-06-04,22183477500
2018-06-05,22652997000
2018-06-06,23032833000
2018-06-07,22853466000
2018-06-08,22953700500
2018-06-11,23069761500
2018-06-12,22932598500
2018-06-13,22510558500
2018-06-14,22426150500
2018-06-15,22510558500
2018-06-18,22362844500
2018-06-19,22067416500
2018-06-20,21983008500
2018-06-21,21634825500
2018-06-22,21845845500
2018-06-25,21856396500
2018-06-26,21861672000
2018-06-27,21719233500
2018-06-28,21819468000
2018-06-29,21793090500
2018-07-02,21341848500
2018-07-03,21026218500
2018-07-05,21247159500
2018-07-06,21362890500
2018-07-09,21689041500
2018-07-10,21946806000
2018-07-11,21468100500
2018-07-12,21646957500
2018-07-13,22251915000
2018-07-16,21941545500
