,ALK
2023-10-26,4046735520
2023-10-27,3980500000
2023-10-30,4050556800
2023-10-31,4028902880
2023-11-01,3958846080
2023-11-02,4091317119
2023-11-03,4274738560
2023-11-06,4183027840
2023-11-07,4223788159
2023-11-08,4320593920
2023-11-09,4267096000
2023-11-10,4363901760
2023-11-13,4375365600
2023-11-14,4596999840
2023-11-15,4714185760
2023-11-16,4611011200
2023-11-17,4682341760
2023-11-20,4752398560
2023-11-21,4669604160
2023-11-22,4703995680
2023-11-24,4738387200
2023-11-27,4692531840
2023-11-28,4693805600
2023-11-29,4781695040
2023-11-30,4816086560
2023-12-01,5060648480
2023-12-04,4340974080
2023-12-05,4530764320
2023-12-06,4543501920
2023-12-07,4581714720
2023-12-08,4535859360
2023-12-11,4553692000
2023-12-12,4752398560
2023-12-13,4920534880
2023-12-14,4988044160
2023-12-15,4961295200
2023-12-18,5002055520
2023-12-19,5120515200
2023-12-20,5106503840
2023-12-21,5170191840
2023-12-22,5181655680
2023-12-26,5115420160
2023-12-27,5053005920
2023-12-28,5084849920
2023-12-29,4976580320
2024-01-02,4829689800
2024-01-03,4587827400
2024-01-04,4636955700
2024-01-05,4780561500
2024-01-08,4770483900
2024-01-09,4707498900
2024-01-10,4668448200
2024-01-11,4659630300
2024-01-12,4430364900
2024-01-16,4335887400
2024-01-17,4233851700
2024-01-18,4403911200
2024-01-19,4388794800
2024-01-22,4387535100
2024-01-23,4513505100
2024-01-24,4512245400
2024-01-25,4713797400
2024-01-26,4631916900
2024-01-29,4688603400
2024-01-30,4621839300
2024-01-31,4513505100
2024-02-01,4567672200
2024-02-02,4551296100
2024-02-05,4444221600
2024-02-06,4533660300
2024-02-07,4484532000
2024-02-08,4599164700
2024-02-09,4684824300
2024-02-12,4702460100
2024-02-13,4606722900
2024-02-14,4698681000
2024-02-15,4755367500
2024-02-16,4726394400
2024-02-20,4902752400
2024-02-21,4935504600
2024-02-22,4960698600
2024-02-23,4868740500
2024-02-26,4750328700
2024-02-27,4849845000
2024-02-28,4796937600
2024-02-29,4710018300
2024-03-01,4660890000
2024-03-04,4644513900
2024-03-05,4687343700
2024-03-06,4655851200
2024-03-07,4696161600
2024-03-08,4609242300
2024-03-11,4706239200
2024-03-12,4863701700
2024-03-13,4959438900
2024-03-14,4807015200
2024-03-15,4809534600
2024-03-18,4813313700
2024-03-19,4764185400
2024-03-20,4885116600
2024-03-21,5008567200
2024-03-22,4983373200
2024-03-25,4998489600
2024-03-26,5022423900
2024-03-27,5291999700
2024-03-28,5415450300
2024-04-01,5425527900
2024-04-02,5298298200
2024-04-03,5275623600
2024-04-04,5260507200
2024-04-05,5351205600
2024-04-08,5363802600
2024-04-09,5417969700
2024-04-10,5285701200
2024-04-11,5375139900
2024-04-12,5202561000
2024-04-15,5162250600
2024-04-16,5139576000
2024-04-17,5381438400
2024-04-18,5598106800
2024-04-19,5669909700
2024-04-22,5735414100
2024-04-23,5678727600
2024-04-24,5571653100
2024-04-25,5611963500
2024-04-26,5537641200
2024-04-29,5554017300
2024-04-30,5419229400
2024-05-01,5313414600
2024-05-02,5378919000
2024-05-03,5376399600
2024-05-06,5523784500
2024-05-07,5438124900
2024-05-08,5453241300
2024-05-09,5525044200
2024-05-10,5512447200
2024-05-13,5526303900
2024-05-14,5514966600
2024-05-15,5477175600
2024-05-16,5451981600
2024-05-17,5453241300
2024-05-20,5528823300
2024-05-21,5511187500
2024-05-22,5492292000
2024-05-23,5334829500
2024-05-24,5378919000
2024-05-28,5257987800
2024-05-29,5120680500
2024-05-30,5187444600
2024-05-31,5293259400
2024-06-03,5281922100
2024-06-04,5260507200
2024-06-05,5221456500
2024-06-06,5162250600
2024-06-07,5132017800
2024-06-10,5208859500
2024-06-11,5069032800
2024-06-12,5229014700
2024-06-13,5166029700
2024-06-14,5080370100
2024-06-17,5183665500
2024-06-18,5229014700
2024-06-20,5207599800
2024-06-21,5187444600
2024-06-24,5266805700
2024-06-25,5142095400
2024-06-26,5124459600
2024-06-27,5134537200
2024-06-28,5089188000
2024-07-01,5050137300
2024-07-02,5004788100
2024-07-03,5075331300
2024-07-05,4828430100
2024-07-08,4808274900
2024-07-09,4710018300
2024-07-10,4669707900
2024-07-11,4775522700
2024-07-12,4838507700
2024-07-15,4857657650
2024-07-16,5116648500
2024-07-17,5057270110
2024-07-18,4706053250
2024-07-19,4791962410
2024-07-22,4893032010
2024-07-23,4808386220
2024-07-24,4780592080
2024-07-25,4886715160
2024-07-26,4985258020
2024-07-29,4898085490
2024-07-30,4867764610
2024-07-31,4741427610
2024-08-01,4591086580
2024-08-02,4362416610
2024-08-05,4159014040
2024-08-06,4244923200
2024-08-07,4232289500
2024-08-08,4366206720
2024-08-09,4381367160
