,DISH
2004-08-24,14114923655
2004-08-25,14224447796
2004-08-26,14352225961
2004-08-27,14302027396
2004-08-30,14032780550
2004-08-31,13987145491
2004-09-01,14000836009
2004-09-02,14151431702
2004-09-03,13996272503
2004-09-07,14087542620
2004-09-08,14201630267
2004-09-09,14297463890
2004-09-10,14388734008
2004-09-13,14484567631
2004-09-14,14521075678
2004-09-15,14507385160
2004-09-16,14324844925
2004-09-17,14279209867
2004-09-20,14060161585
2004-09-21,14251828832
2004-09-22,14096669632
2004-09-23,14297463890
2004-09-24,14553020219
2004-09-27,14489131137
2004-09-28,14333971937
2004-09-29,14260955843
2004-09-30,14233904134
2004-10-01,14517484487
2004-10-04,14439728584
2004-10-05,14535779993
2004-10-06,14636405280
2004-10-07,14448876337
2004-10-08,14503762857
2004-10-11,15171548848
2004-10-12,15317912900
2004-10-13,15295043517
2004-10-14,15107514574
2004-10-15,15061775808
2004-10-18,14997741535
2004-10-19,15043480301
2004-10-20,15180696601
2004-10-21,14897116249
2004-10-22,14705013429
2004-10-25,14567797130
2004-10-26,14691291799
2004-10-27,14737030566
2004-10-28,14522058363
2004-10-29,14462597967
2004-11-01,14462597967
2004-11-02,13991488672
2004-11-03,13835976866
2004-11-04,13845124619
2004-11-05,13858846249
2004-11-08,13730777703
2004-11-09,14046375192
2004-11-10,14361972681
2004-11-11,14597069940
2004-11-12,14842229729
2004-11-15,14993167658
2004-11-16,14979446028
2004-11-17,15148679464
2004-11-18,15153253341
2004-11-19,14933707262
2004-11-22,15235583121
2004-11-23,15171548848
2004-11-24,15336208407
2004-11-26,15304191270
2004-11-29,15322486777
2004-11-30,14997741535
2004-12-01,15674675279
2004-12-02,15363651667
2004-12-03,15368225544
2004-12-06,14787343209
2004-12-07,14522058363
2004-12-08,14476319597
2004-12-09,14787343209
2004-12-10,14773621579
2004-12-13,14627257526
2004-12-14,14805638716
2004-12-15,15070923561
2004-12-16,15180696601
2004-12-17,15130383958
2004-12-20,15253878627
2004-12-21,15404816557
2004-12-22,15272174134
2004-12-23,15125810081
2004-12-27,15057201931
2004-12-28,15208139861
2004-12-29,15185270478
2004-12-30,15166974971
2004-12-31,15208139861
2005-01-03,15139531711
2005-01-04,14773621579
2005-01-05,14769047702
2005-01-06,14823934222
2005-01-07,14984019905
2005-01-10,15148679464
2005-01-11,14979446028
2005-01-12,14910837879
2005-01-13,14622683650
2005-01-14,15093792945
2005-01-18,15089219068
2005-01-19,14810212592
2005-01-20,14627257526
2005-01-21,14883394619
2005-01-24,14645553033
2005-01-25,14618109773
2005-01-26,13982340919
2005-01-27,13753647086
2005-01-28,13730777703
2005-01-31,13954897659
2005-02-01,13909158892
2005-02-02,13721629950
2005-02-03,13698760566
2005-02-04,13858846249
2005-02-07,13973193165
2005-02-08,14069244575
2005-02-09,13781090346
2005-02-10,13758220963
2005-02-11,13881715632
2005-02-14,14174443738
2005-02-15,14137852725
2005-02-16,13950323782
2005-02-17,13675891183
2005-02-18,13547822637
2005-02-22,13561544267
2005-02-23,13392310831
2005-02-24,13346572064
2005-02-25,13406032461
2005-02-28,13607283033
2005-03-01,13721629950
2005-03-02,13831402989
2005-03-03,13749073209
2005-03-04,13900011139
2005-03-07,13918306645
2005-03-08,13991488672
2005-03-09,13991488672
2005-03-10,13136173738
2005-03-11,13030974575
2005-03-14,13072139465
2005-03-15,13008105192
2005-03-16,13186486381
2005-03-17,13556970390
2005-03-18,13264242285
2005-03-21,13236799025
2005-03-22,13053843959
2005-03-23,13136173738
2005-03-24,13044696205
2005-03-28,13062991712
2005-03-29,12948644796
2005-03-30,13127025985
2005-03-31,13296542044
2005-04-01,13314725349
2005-04-04,13151075601
2005-04-05,13182896386
2005-04-06,13096525685
2005-04-07,13237446302
2005-04-08,13228354649
2005-04-11,13319271176
2005-04-12,13532925014
2005-04-13,13301087870
2005-04-14,13060159074
2005-04-15,13137438122
2005-04-18,13046521595
2005-04-19,13387458571
2005-04-20,13419279355
2005-04-21,13623841540
2005-04-22,13478375098
2005-04-25,13410187703
2005-04-26,13205625517
2005-04-27,13246537954
2005-04-28,12941967589
2005-04-29,13160167254
2005-05-02,13187442212
2005-05-03,13287450391
2005-05-04,13573837451
2005-05-05,13178350559
2005-05-06,12696492967
2005-05-09,12841959410
2005-05-10,12873780194
2005-05-11,12819230278
2005-05-12,12737405404
2005-05-13,13101071511
2005-05-16,12946513416
2005-05-17,13164713080
2005-05-18,13364729439
2005-05-19,13496558403
2005-05-20,13528379187
2005-05-23,13323817002
2005-05-24,13423825182
2005-05-25,13160167254
2005-05-26,13232900475
2005-05-27,13205625517
2005-05-31,13282904565
2005-06-01,13360183613
2005-06-02,13614749888
2005-06-03,13628387367
2005-06-06,13478375098
2005-06-07,13437462661
2005-06-08,13392004397
2005-06-09,13273812912
2005-06-10,13251083781
2005-06-13,13551108319
2005-06-14,13778399636
2005-06-15,13719303894
2005-06-16,13660208151
2005-06-17,13623841540
2005-06-20,13678391457
2005-06-21,13696574762
2005-06-22,13482920924
2005-06-23,13478375098
2005-06-24,13573837451
2005-06-27,13501104229
2005-06-28,13555654145
2005-06-29,13596566582
2005-06-30,13678025579
2005-07-01,13691631043
2005-07-05,13600927955
2005-07-06,13596392801
2005-07-07,13532900640
2005-07-08,13637209190
2005-07-11,13614533418
2005-07-12,13605463110
2005-07-13,13510224868
2005-07-14,13578252183
2005-07-15,13582787338
2005-07-18,13528365485
2005-07-19,13589590069
2005-07-20,13605463110
2005-07-21,13129271901
2005-07-22,13188228907
2005-07-25,13147412518
2005-07-26,12975076652
2005-07-27,12979611806
2005-07-28,13056709431
2005-07-29,13024963350
2005-08-01,13201789019
2005-08-02,13469408478
2005-08-03,13433127243
2005-08-04,13532900640
2005-08-05,13469408478
2005-08-08,13328818693
2005-08-09,14058978547
2005-08-10,14013627003
2005-08-11,14063513701
2005-08-12,14158751943
2005-08-15,14176892560
2005-08-16,14027232466
2005-08-17,14009091848
2005-08-18,13959205150
2005-08-19,13895712989
2005-08-22,13977345768
2005-08-23,14027232466
2005-08-24,13709771660
2005-08-25,13569181875
2005-08-26,13614533418
2005-08-29,13659884962
2005-08-30,13605463110
2005-08-31,13573717029
2005-09-01,13718841969
2005-09-02,13786869284
2005-09-06,14199568332
2005-09-07,14276665956
2005-09-08,14267595648
2005-09-09,14439931514
2005-09-12,14539704910
2005-09-13,14562380682
2005-09-14,14507958829
2005-09-15,13641744344
2005-09-16,13537435794
2005-09-19,13514760022
2005-09-20,13369635082
2005-09-21,13242650760
2005-09-22,13247185914
2005-09-23,13161017981
2005-09-26,13197299216
2005-09-27,13115666438
2005-09-28,13260791377
2005-09-29,13442197552
2005-09-30,13178716763
2005-10-03,13192087122
2005-10-04,13143062474
2005-10-05,12978161385
2005-10-06,12871198516
2005-10-07,12906852806
2005-10-10,12938050309
2005-10-11,12746408503
2005-10-12,12599334559
2005-10-13,12394322394
2005-10-14,12536939552
2005-10-17,12429976683
2005-10-18,11921903058
2005-10-19,12109088078
2005-10-20,12153655940
2005-10-21,12091260933
2005-10-24,12273989167
2005-10-25,12247248450
2005-10-26,12256162022
2005-10-27,11939730203
2005-10-28,11993211637
2005-10-31,11975384492
2005-11-01,11917446272
2005-11-02,11801569831
2005-11-03,11855051265
2005-11-04,11881791982
2005-11-07,11997668423
2005-11-08,11712434107
2005-11-09,11587644094
2005-11-10,11547533018
2005-11-11,11471767653
2005-11-14,11351434425
2005-11-15,11253385129
2005-11-16,10928039737
2005-11-17,11030545820
2005-11-18,11623298383
2005-11-21,11699063748
2005-11-22,11832767334
2005-11-23,11850594479
2005-11-25,11828310548
2005-11-28,11676779817
2005-11-29,11614384811
2005-11-30,11516335514
2005-12-01,11748088396
2005-12-02,11783742686
2005-12-05,11618841597
2005-12-06,11725804465
2005-12-07,11632211955
2005-12-08,11578730521
2005-12-09,11605471238
2005-12-12,11663409459
2005-12-13,11654495886
2005-12-14,11672323031
2005-12-15,11770372327
2005-12-16,12131372009
2005-12-19,12019952354
2005-12-20,11904075913
2005-12-21,11725804465
2005-12-22,12033322713
2005-12-23,12207137374
2005-12-27,12033322713
2005-12-28,11953100561
2005-12-29,12104631292
2005-12-30,12113544864
2006-01-03,12532482766
2006-01-04,12782062792
2006-01-05,12701840641
2006-01-06,12906852806
2006-01-09,12840001013
2006-01-10,12523524626
2006-01-11,12287359525
2006-01-12,12519112407
2006-01-13,12438890256
2006-01-17,12626075276
2006-01-18,12434433470
2006-01-19,12474544545
2006-01-20,12447803828
2006-01-23,12282902739
2006-01-24,12140285581
2006-01-25,12122458436
2006-01-26,12211594160
2006-01-27,12394322394
2006-01-30,12309643456
2006-01-31,12300729884
2006-02-01,12354211318
2006-02-02,12189310229
2006-02-03,12220507732
2006-02-06,12216050946
2006-02-07,12198223802
2006-02-08,12398779180
2006-02-09,12568137055
2006-02-10,12630532062
2006-02-13,12572593841
2006-02-14,12349754532
2006-02-15,12479001332
2006-02-16,12523569193
2006-02-17,12679556710
2006-02-21,12447803828
2006-02-22,12706297427
2006-02-23,12617161703
2006-02-24,12657272779
2006-02-27,13290136418
2006-02-28,13089581040
2006-03-01,12969247812
2006-03-02,12951420668
2006-03-03,12969247812
2006-03-06,12982618171
2006-03-07,12795433151
2006-03-08,12813260296
2006-03-09,12804346723
2006-03-10,12951420668
2006-03-13,12946963881
2006-03-14,13080667467
2006-03-15,13272309273
2006-03-16,12969247812
2006-03-17,12969247812
2006-03-20,13094037826
2006-03-21,12911309592
2006-03-22,13009358888
2006-03-23,12929136737
2006-03-24,13053926750
2006-03-27,13076210681
2006-03-28,12938050309
2006-03-29,13040556391
2006-03-30,13361444997
2006-03-31,13332542245
2006-04-03,13636061787
2006-04-04,13631598264
2006-04-05,13689624059
2006-04-06,13685160536
2006-04-07,13591426560
2006-04-10,13466447925
2006-04-11,13457520880
2006-04-12,13323615199
2006-04-13,13377177471
2006-04-17,13408422130
2006-04-18,13685160536
2006-04-19,13631598264
2006-04-20,13680697014
2006-04-21,13756576899
2006-04-24,13720868718
2006-04-25,13734259286
2006-04-26,13662842923
2006-04-27,13801212126
2006-04-28,13792285081
2006-05-01,13787821558
2006-05-02,14131512804
2006-05-03,14260954962
2006-05-04,13988680079
2006-05-05,14207392690
2006-05-08,14301126666
2006-05-09,14336834848
2006-05-10,14394860643
2006-05-11,13814602694
2006-05-12,13801212126
2006-05-15,13774430990
2006-05-16,13649452355
2006-05-17,13618207696
2006-05-18,13613744174
2006-05-19,13578035992
2006-05-22,13511083152
2006-05-23,13546791333
2006-05-24,13435203266
2006-05-25,13439666789
2006-05-26,13493229061
2006-05-30,13345932813
2006-05-31,13359323381
2006-06-01,13734259286
2006-06-02,13747649854
2006-06-05,13636061787
2006-06-06,13680697014
2006-06-07,13377177471
2006-06-08,13497692584
2006-06-09,13586963037
2006-06-12,13466447925
2006-06-13,13528937243
2006-06-14,13448593834
2006-06-15,13640525310
2006-06-16,13613744174
2006-06-19,13502156107
2006-06-20,13560181901
2006-06-21,13528937243
2006-06-22,13426276221
2006-06-23,13461984402
2006-06-26,13502156107
2006-06-27,13412885653
2006-06-28,13582499515
2006-06-29,13698551104
2006-06-30,13761454753
2006-07-03,13873118618
2006-07-05,13756988198
2006-07-06,13435396266
2006-07-07,13408596939
2006-07-10,13444329376
2006-07-11,13605125342
2006-07-12,13618525005
2006-07-13,13636391224
2006-07-14,13681056770
2006-07-17,14525235591
2006-07-18,14297441306
2006-07-19,14775362649
2006-07-20,14730697103
2006-07-21,14900426178
2006-07-24,14994223825
2006-07-25,15248817438
2006-07-26,15230951220
2006-07-27,15172886010
2006-07-28,15731205336
2006-07-31,15655273908
2006-08-01,15405146849
2006-08-02,15695472899
2006-08-03,15829469537
2006-08-04,15811603319
2006-08-07,15802670210
2006-08-08,15668673571
2006-08-09,14060713912
2006-08-10,14632432902
2006-08-11,14846827523
2006-08-14,14869160296
2006-08-15,14721763994
2006-08-16,14788762313
2006-08-17,14627966347
2006-08-18,14493969709
2006-08-21,14266175424
2006-08-22,14145578449
2006-08-23,14002648702
2006-08-24,14078580130
2006-08-25,14158978113
2006-08-28,14386772398
2006-08-29,14225976432
2006-08-30,14154511559
2006-08-31,14181310886
2006-09-01,14426971390
2006-09-05,14761962986
2006-09-06,14690498112
2006-09-07,14887026515
2006-09-08,14980824161
2006-09-11,15016556598
2006-09-12,15284549875
2006-09-13,15378347522
2006-09-14,14619033238
2006-09-15,14449304163
2006-09-18,14458237272
2006-09-19,14199177105
2006-09-20,14217043323
2006-09-21,14118779122
2006-09-22,14132178786
2006-09-25,14199177105
2006-09-26,14346573407
2006-09-27,14426971390
2006-09-28,14493969709
2006-09-29,14623499793
2006-10-02,14377600551
2006-10-03,14368639753
2006-10-04,14395522147
2006-10-05,14857003249
2006-10-06,14964532827
2006-10-09,15022778014
2006-10-10,14812199259
2006-10-11,14861483648
2006-10-12,15322964751
2006-10-13,15645553482
2006-10-16,15318484351
2006-10-17,15139268389
2006-10-18,14969013226
2006-10-19,15224395971
2006-10-20,15197513577
2006-10-23,15560425900
2006-10-24,15703798670
2006-10-25,15726200665
2006-10-26,15851651838
2006-10-27,15851651838
2006-10-30,15753083059
2006-10-31,15914377425
2006-11-01,15426013929
2006-11-02,15573867097
2006-11-03,15408092332
2006-11-06,15820289045
2006-11-07,16120475781
2006-11-08,16434103715
2006-11-09,16331054537
2006-11-10,16268328950
2006-11-13,16425142917
2006-11-14,16254887753
2006-11-15,16398260523
2006-11-16,16286250546
2006-11-17,16259368152
2006-11-20,16151838575
2006-11-21,16371378128
2006-11-22,16335534936
2006-11-24,16402740922
2006-11-27,15887495031
2006-11-28,15990544209
2006-11-29,16165279772
2006-11-30,16133916979
2006-12-01,16393780123
2006-12-04,16572996085
2006-12-05,16797016038
2006-12-06,16667084466
2006-12-07,16635721672
2006-12-08,16501309701
2006-12-11,16814937634
2006-12-12,17016555591
2006-12-13,17150967563
2006-12-14,17168889159
2006-12-15,17227134347
2006-12-18,17021035990
2006-12-19,16904545615
2006-12-20,16913506413
2006-12-21,16864222024
2006-12-22,16913506413
2006-12-26,16989673197
2006-12-27,17106163572
2006-12-28,17029996789
2006-12-29,17038957587
2007-01-03,17191291154
2007-01-04,17119604770
2007-01-05,17191291154
2007-01-08,17451154299
2007-01-09,17666213454
2007-01-10,17711017444
2007-01-11,17858870613
2007-01-12,18136655354
2007-01-16,18329312513
2007-01-17,18266586926
2007-01-18,18105292561
2007-01-19,17943998195
2007-01-22,17858870613
2007-01-23,18172498546
2007-01-24,18365155705
2007-01-25,17661733055
2007-01-26,17657252656
2007-01-29,17670693853
2007-01-30,17513879886
2007-01-31,18073929767
2007-02-01,17800625425
2007-02-02,18091851363
2007-02-05,18369636105
2007-02-06,18499567677
2007-02-07,18849038803
2007-02-08,18961048779
2007-02-09,18629499249
2007-02-12,18683264038
2007-02-13,18871440798
2007-02-14,18835597606
2007-02-15,18817676010
2007-02-16,19055137159
2007-02-20,19341882698
2007-02-21,18974489976
2007-02-22,19014813568
2007-02-23,19050656760
2007-02-26,19028254765
2007-02-27,18324832114
2007-02-28,18190420143
2007-03-01,19122343145
2007-03-02,18737028827
2007-03-05,18938646784
2007-03-06,19288117910
2007-03-07,19686873425
2007-03-08,19906412979
2007-03-09,19409088684
2007-03-12,19745118613
2007-03-13,19234353121
2007-03-14,19041695962
2007-03-15,19252274717
2007-03-16,19131303943
2007-03-19,19409088684
2007-03-20,19418049482
2007-03-21,19731677416
2007-03-22,19789922603
2007-03-23,19427010280
2007-03-26,19306039506
2007-03-27,19341882698
2007-03-28,19162666736
2007-03-29,19207470727
2007-03-30,19458373074
2007-04-02,19548702926
2007-04-03,19773194232
2007-04-04,20100951539
2007-04-05,20074012582
2007-04-09,20267075105
2007-04-10,20608301890
2007-04-11,20639730673
2007-04-12,20756466152
2007-04-13,20864221979
2007-04-16,21061774328
2007-04-17,21124631894
2007-04-18,21102182764
2007-04-19,20936059197
2007-04-20,21043815024
2007-04-23,20909120240
2007-04-24,21030345546
2007-04-25,20954018502
2007-04-26,20945038849
2007-04-27,20783405109
2007-04-30,20891160936
2007-05-01,21438919723
2007-05-02,21829534595
2007-05-03,22009127640
2007-05-04,21955249726
2007-05-07,21735248246
2007-05-08,21780146508
2007-05-09,21627492420
2007-05-10,21694839811
2007-05-11,22058515727
2007-05-14,21609533115
2007-05-15,21434429896
2007-05-16,21991168335
2007-05-17,21766677029
2007-05-18,22107903814
2007-05-21,22251578250
2007-05-22,21744227899
2007-05-23,21941780248
2007-05-24,21196469112
2007-05-25,21367082505
2007-05-29,21129121720
2007-05-30,21039325198
2007-05-31,20680139108
2007-06-01,20945038849
2007-06-04,21142591199
2007-06-05,20626261195
2007-06-06,20347891975
2007-06-07,20271564931
2007-06-08,20365851280
2007-06-11,20383810584
2007-06-12,20307483540
2007-06-13,20172788757
2007-06-14,20172788757
2007-06-15,19728295971
2007-06-18,19490335186
2007-06-19,19854011102
2007-06-20,19634009622
2007-06-21,19562172404
2007-06-22,19436457273
2007-06-25,19342170924
2007-06-26,19256864228
2007-06-27,19467886056
2007-06-28,19485845360
2007-06-29,19472375882
2007-07-02,19740603653
2007-07-03,19556405940
2007-07-05,19709155263
2007-07-06,20019146535
2007-07-09,19794515178
2007-07-10,19484523906
2007-07-11,19677706873
2007-07-12,19816978314
2007-07-13,19794515178
2007-07-16,19731618398
2007-07-17,19538435431
2007-07-18,20037117044
2007-07-19,19987698145
2007-07-20,19807993060
2007-07-23,20104506451
2007-07-24,19875382467
2007-07-25,19646258483
2007-07-26,18985842293
2007-07-27,18913960259
2007-07-30,19286848312
2007-07-31,18999320175
2007-08-01,18972364412
2007-08-02,18967871785
2007-08-03,18554550088
2007-08-06,18289485086
2007-08-07,17804281355
2007-08-08,17889641271
2007-08-09,17206761946
2007-08-10,17408930167
2007-08-13,17979493814
2007-08-14,17588635253
2007-08-15,17426900676
2007-08-16,17071983132
2007-08-17,17898626525
2007-08-20,17386467031
2007-08-21,17242702963
2007-08-22,17602113134
2007-08-23,18060361102
2007-08-24,19071202209
2007-08-27,18630924749
2007-08-28,18325426104
2007-08-29,18725269919
2007-08-30,18563535342
2007-08-31,19012798056
2007-09-04,19223951532
2007-09-05,19116128480
2007-09-06,18855556106
2007-09-07,18747733055
2007-09-10,18509623816
2007-09-11,18599476359
2007-09-12,18284992459
2007-09-13,18496145935
2007-09-14,18500638562
2007-09-17,18401800765
2007-09-18,18887004496
2007-09-19,18887004496
2007-09-20,18666865766
2007-09-21,18747733055
2007-09-24,18563535342
2007-09-25,19830456195
2007-09-26,19529450177
2007-09-27,20657099589
2007-09-28,21029987642
2007-10-01,21131961590
2007-10-02,21073386856
2007-10-03,22051134333
2007-10-04,21573524967
2007-10-05,21843869891
2007-10-08,21744743419
2007-10-09,21708697429
2007-10-10,22019594092
2007-10-11,21785295157
2007-10-12,21843869891
2007-10-15,22096191820
2007-10-16,23015364563
2007-10-17,22280927519
2007-10-18,22407088484
2007-10-19,21952007861
2007-10-22,21920467620
2007-10-23,21785295157
2007-10-24,22524237951
2007-10-25,22339502252
2007-10-26,22402582735
2007-10-29,22429617227
2007-10-30,22078168826
2007-10-31,22060145831
2007-11-01,21902444625
2007-11-02,21402306515
2007-11-05,21573524967
2007-11-06,22123226313
2007-11-07,22204329790
2007-11-08,22740513890
2007-11-09,21857387137
2007-11-12,18396972105
2007-11-13,18586213552
2007-11-14,17779684528
2007-11-15,17802213271
2007-11-16,17946397231
2007-11-19,21397800766
2007-11-20,19482857551
2007-11-21,19036788426
2007-11-23,18856558476
2007-11-26,19005248185
2007-11-27,19117891903
2007-11-28,19302627602
2007-11-29,19239547119
2007-11-30,19419777069
2007-12-03,19086351662
2007-12-04,18162673170
2007-12-05,18036512206
2007-12-06,17802213271
2007-12-07,18144650175
2007-12-10,18059040949
2007-12-11,17495822357
2007-12-12,17504833854
2007-12-13,17090304970
2007-12-14,17040741734
2007-12-17,16567638116
2007-12-18,16675776086
2007-12-19,16729845071
2007-12-20,16815454297
2007-12-21,16837983041
2007-12-24,16977661252
2007-12-26,16806442800
2007-12-27,16675776086
2007-12-28,16630718599
2007-12-31,16995684247
2008-01-02,14463453455
2008-01-03,14945568570
2008-01-04,15085246781
2008-01-07,14409384470
2008-01-08,14102993556
2008-01-09,13652418682
2008-01-10,13661430179
2008-01-11,13697476169
2008-01-14,13346027767
2008-01-15,12985567868
2008-01-16,12904464391
2008-01-17,12683682703
2008-01-18,12593567728
2008-01-22,12679176954
2008-01-23,12890947145
2008-01-24,12796326421
2008-01-25,12683682703
2008-01-28,12972050622
2008-01-29,13039636853
2008-01-30,12791820672
2008-01-31,12724234441
2008-02-01,14044418822
2008-02-04,13665935928
2008-02-05,13350533516
2008-02-06,12931498883
2008-02-07,13269430039
2008-02-08,13147774823
2008-02-11,13152280572
2008-02-12,13291958783
2008-02-13,13801108390
2008-02-14,13643407184
2008-02-15,13715499164
2008-02-19,13665935928
2008-02-20,13850671626
2008-02-21,13557797958
2008-02-22,14080464812
2008-02-25,13814625636
2008-02-26,13147774823
2008-02-27,13395591004
2008-02-28,13760556651
2008-02-29,13359545014
2008-03-03,13517246220
2008-03-04,13494717476
2008-03-05,13165797818
2008-03-06,13098211587
2008-03-07,12769291929
2008-03-10,12201567587
2008-03-11,12462901014
2008-03-12,12616096472
2008-03-13,12985567868
2008-03-14,12498947004
2008-03-17,12003314643
2008-03-18,12512464250
2008-03-19,12638625215
2008-03-20,12895452893
2008-03-24,12607084974
2008-03-25,13183820813
2008-03-26,13107223084
2008-03-27,13035131104
2008-03-28,12791820672
2008-03-31,12971580922
2008-04-01,13450170402
2008-04-02,13567560275
2008-04-03,13504350344
2008-04-04,13386960471
2008-04-07,13788795035
2008-04-08,14100329697
2008-04-09,13797825025
2008-04-10,14280929501
2008-04-11,13915214898
2008-04-14,13879094937
2008-04-15,13766220059
2008-04-16,14249324535
2008-04-17,14375744398
2008-04-18,14447984320
2008-04-21,14244809540
2008-04-22,13946819863
2008-04-23,13779765045
2008-04-24,13969394839
2008-04-25,13811370010
2008-04-28,14086784712
2008-04-29,13942304868
2008-04-30,13472745378
2008-05-01,13739130089
2008-05-02,13698495133
2008-05-05,13590135251
2008-05-06,13815885006
2008-05-07,13820400001
2008-05-08,13978424829
2008-05-09,13721070108
2008-05-12,13748160079
2008-05-13,14249324535
2008-05-14,15043963673
2008-05-15,15152323555
2008-05-16,15233593467
2008-05-19,15667032997
2008-05-20,15937932702
2008-05-21,15518038158
2008-05-22,15644458021
2008-05-23,15509008168
2008-05-27,15802482850
2008-05-28,15906327737
2008-05-29,15996627639
2008-05-30,15852147796
2008-06-02,15928902712
2008-06-03,15518038158
2008-06-04,15861177786
2008-06-05,16100472526
2008-06-06,15861177786
2008-06-09,15743787913
2008-06-10,15671547992
2008-06-11,15283258413
2008-06-12,15197473506
2008-06-13,15310348384
2008-06-16,15314863379
2008-06-17,14908513820
2008-06-18,13937789873
2008-06-19,13928759883
2008-06-20,13554015290
2008-06-23,13414050442
2008-06-24,13251510618
2008-06-25,13698495133
2008-06-26,13134120745
2008-06-27,13210875662
2008-06-30,13211116353
2008-07-01,13134412467
2008-07-02,12141773943
2008-07-03,12110189990
2008-07-07,12047022084
2008-07-08,12484685433
2008-07-09,12371885601
2008-07-10,12213965836
2008-07-11,12173357896
2008-07-14,12042510091
2008-07-15,12250061782
2008-07-16,12633581212
2008-07-17,12516269386
2008-07-18,12832108916
2008-07-21,12683213138
2008-07-22,12710285097
2008-07-23,12683213138
2008-07-24,12674189151
2008-07-25,12805036957
2008-07-28,12588461279
2008-07-29,12859180876
2008-07-30,12868204863
2008-07-31,13274284259
2008-08-01,13066732567
2008-08-04,12592973272
2008-08-05,13526955883
2008-08-06,13608171762
2008-08-07,13779627507
2008-08-08,13946571259
2008-08-11,13779627507
2008-08-12,13720971594
2008-08-13,14203754876
2008-08-14,14244362816
2008-08-15,14199242883
2008-08-18,13748043554
2008-08-19,13540491863
2008-08-20,13012588648
2008-08-21,12836620910
2008-08-22,13048684594
2008-08-25,12674189151
2008-08-26,12981004695
2008-08-27,12899788816
2008-08-28,12935884762
2008-08-29,12728333071
2008-09-02,12782476990
2008-09-03,12782476990
2008-09-04,12525293373
2008-09-05,12520781379
2008-09-08,12579437292
2008-09-09,12268109755
2008-09-10,12570413305
2008-09-11,12696749118
2008-09-12,12687725131
2008-09-15,12060558064
2008-09-16,11884590325
2008-09-17,11216815318
2008-09-18,11487534916
2008-09-19,11428879003
2008-09-22,11040847580
2008-09-23,10666352137
2008-09-24,10765615989
2008-09-25,10855855855
2008-09-26,11076943526
2008-09-29,9010450600
2008-09-30,9421403418
2008-10-01,9282325558
2008-10-02,8717041352
2008-10-03,8434399250
2008-10-06,8102406939
2008-10-07,7595445707
2008-10-08,8160729913
2008-10-09,7218589571
2008-10-10,6150830517
2008-10-13,7402531257
2008-10-14,7133348302
2008-10-15,6482822828
2008-10-16,6738546635
2008-10-17,6909029173
2008-10-20,7393558491
2008-10-21,7326262753
2008-10-22,7164752980
2008-10-23,7613391238
2008-10-24,7263453397
2008-10-27,7007729589
2008-10-28,7348694666
2008-10-29,7097457241
2008-10-30,7429449552
2008-10-31,7061566180
2008-11-03,7043620650
2008-11-04,7303830840
2008-11-05,7070538946
2008-11-06,6752005782
2008-11-07,6962865764
2008-11-10,5939970535
2008-11-11,5150367201
2008-11-12,5114476141
2008-11-13,5217662940
2008-11-14,4935020838
2008-11-17,4894643394
2008-11-18,4724160856
2008-11-19,4315900041
2008-11-20,3755102219
2008-11-21,4042230704
2008-11-24,4396654928
2008-11-25,4634433205
2008-11-26,4719674474
2008-11-28,4970911898
2008-12-01,4531246405
2008-12-02,4755565534
2008-12-03,4831834038
2008-12-04,4598542144
2008-12-05,4948479985
2008-12-08,5370199948
2008-12-09,5240094853
2008-12-10,5199717410
2008-12-11,5002316576
2008-12-12,4930534455
2008-12-15,4791456595
2008-12-16,5074098697
2008-12-17,5154853584
2008-12-18,5020262107
2008-12-19,5262526766
2008-12-22,4957452750
2008-12-23,4670324265
2008-12-24,4795942978
2008-12-26,4818374890
2008-12-29,4688269796
2008-12-30,4984371046
2008-12-31,4975398281
2009-01-02,5267013148
2009-01-05,5154853584
2009-01-06,5374686330
2009-01-07,5392631861
2009-01-08,6061102865
2009-01-09,5854729266
2009-01-12,5693219494
2009-01-13,5639382903
2009-01-14,5531709721
2009-01-15,5590032694
2009-01-16,5536196103
2009-01-20,4939507220
2009-01-21,5154853584
2009-01-22,5006802959
2009-01-23,5020262107
2009-01-26,5105503376
2009-01-27,5352254417
2009-01-28,5930997770
2009-01-29,5863702032
2009-01-30,5760515232
2009-02-02,5818838206
2009-02-03,5684246728
2009-02-04,5760515232
2009-02-05,6083534778
2009-02-06,6088021161
2009-02-09,6240558168
2009-02-10,5899593092
2009-02-11,5823324588
2009-02-12,5922025005
2009-02-13,6092507543
2009-02-17,5630410137
2009-02-18,5374686330
2009-02-19,5154853584
2009-02-20,5006802959
2009-02-23,4908102542
2009-02-24,5186258262
2009-02-25,5060639550
2009-02-26,4970911898
2009-02-27,5047180402
2009-03-02,4454977901
2009-03-03,4082608147
2009-03-04,4302440894
2009-03-05,4069149000
2009-03-06,4158876651
2009-03-09,4145417503
2009-03-10,4369736632
2009-03-11,4490868962
2009-03-12,4818374890
2009-03-13,4881184247
2009-03-16,4674810648
2009-03-17,4831834038
2009-03-18,4917075307
2009-03-19,4813888508
2009-03-20,4643405970
2009-03-23,5078585080
2009-03-24,5132421671
2009-03-25,5258040383
2009-03-26,5437495686
2009-03-27,5190744645
2009-03-30,4939507220
2009-03-31,4983010271
2009-04-01,5175872055
2009-04-02,5467407309
2009-04-03,5575051095
2009-04-06,5678209724
2009-04-07,5539169833
2009-04-08,5646813619
2009-04-09,6135695815
