,FDX
2004-08-24,24516000000
2004-08-25,24603000000
2004-08-26,24462000000
2004-08-27,24399000000
2004-08-30,24375000000
2004-08-31,24597000000
2004-09-01,24684000000
2004-09-02,24999000000
2004-09-03,24903000000
2004-09-07,25260000000
2004-09-08,25149000000
2004-09-09,25185000000
2004-09-10,25698000000
2004-09-13,25950000000
2004-09-14,25899000000
2004-09-15,25764000000
2004-09-16,26100000000
2004-09-17,26433000000
2004-09-20,26565000000
2004-09-21,26607000000
2004-09-22,25563000000
2004-09-23,25188000000
2004-09-24,25377000000
2004-09-27,25620000000
2004-09-28,25560000000
2004-09-29,25512000000
2004-09-30,25707000000
2004-10-01,25878000000
2004-10-04,26292000000
2004-10-05,26217000000
2004-10-06,26487000000
2004-10-07,26055000000
2004-10-08,25782000000
2004-10-11,25935000000
2004-10-12,26067000000
2004-10-13,25479000000
2004-10-14,25500000000
2004-10-15,25860000000
2004-10-18,26070000000
2004-10-19,25980000000
2004-10-20,26361000000
2004-10-21,26835000000
2004-10-22,26334000000
2004-10-25,26082000000
2004-10-26,26583000000
2004-10-27,26937000000
2004-10-28,27165000000
2004-10-29,27336000000
2004-11-01,27210000000
2004-11-02,27291000000
2004-11-03,27048000000
2004-11-04,27444000000
2004-11-05,27582000000
2004-11-08,27995999999
2004-11-09,27786000000
2004-11-10,27786000000
2004-11-11,28440000000
2004-11-12,28611000000
2004-11-15,28488000000
2004-11-16,28122000000
2004-11-17,28335000000
2004-11-18,28434000000
2004-11-19,28215000000
2004-11-22,28584000000
2004-11-23,28629000000
2004-11-24,28713000000
2004-11-26,28713000000
2004-11-29,28629000000
2004-11-30,28690009532
2004-12-01,28964742866
2004-12-02,29257590485
2004-12-03,29194190485
2004-12-06,29414580961
2004-12-07,29061352390
2004-12-08,29897628580
2004-12-09,30072733342
2004-12-10,29843285723
2004-12-13,29948952390
2004-12-14,30039523819
2004-12-15,29813095247
2004-12-16,29499114295
2004-12-17,30193495247
2004-12-20,30217647628
2004-12-21,30350485723
2004-12-22,30078771438
2004-12-23,29816114295
2004-12-27,29529304771
2004-12-28,29861400009
2004-12-29,30018390485
2004-12-30,29873476199
2004-12-31,29734600009
2005-01-03,29405523818
2005-01-04,28880209532
2005-01-05,28843980961
2005-01-06,28738314294
2005-01-07,28653780961
2005-01-10,28859076199
2005-01-11,28804733342
2005-01-12,28520942866
2005-01-13,28306590485
2005-01-14,28173752389
2005-01-18,28333761913
2005-01-19,28152619056
2005-01-20,27645419056
2005-01-21,27274076199
2005-01-24,27908076199
2005-01-25,28533019056
2005-01-26,28514904770
2005-01-27,28430371437
2005-01-28,28508866675
2005-01-31,28877190485
2005-02-01,28898323818
2005-02-02,28804733342
2005-02-03,28508866675
2005-02-04,29091542866
2005-02-07,29013047628
2005-02-08,29221361913
2005-02-09,29185133342
2005-02-10,29124752390
2005-02-11,29589685723
2005-02-14,29076447628
2005-02-15,29339104771
2005-02-16,29692333342
2005-02-17,29511190485
2005-02-18,29390428580
2005-02-22,28874171437
2005-02-23,29176076199
2005-02-24,29502133342
2005-02-25,29719504771
2005-02-28,29645703377
2005-03-01,29742723474
2005-03-02,29457726939
2005-03-03,29691181547
2005-03-04,30197505178
2005-03-07,30788721394
2005-03-08,30540107396
2005-03-09,30188409544
2005-03-10,30051975033
2005-03-11,30236919593
2005-03-14,30494629225
2005-03-15,29903413009
2005-03-16,29387993744
2005-03-17,29360706842
2005-03-18,29145443502
2005-03-21,28748267480
2005-03-22,28696725553
2005-03-23,28460239067
2005-03-24,28466302823
2005-03-28,28681566163
2005-03-29,28260135117
2005-03-30,28802841285
2005-03-31,28484494091
2005-04-01,27999393607
2005-04-04,28160083142
2005-04-05,28163115020
2005-04-06,28229816337
2005-04-07,28169178776
2005-04-08,27596153829
2005-04-11,27496101854
2005-04-12,27838704071
2005-04-13,27059511417
2005-04-14,26128724862
2005-04-15,25452616061
2005-04-18,25698198182
2005-04-19,25786122645
2005-04-20,25373787233
2005-04-21,26407657641
2005-04-22,25955907814
2005-04-25,26065055423
2005-04-26,25658783767
2005-04-27,25798250157
2005-04-28,25364691598
2005-04-29,25755803864
2005-05-02,26074151058
2005-05-03,25734580718
2005-05-04,26237872471
2005-05-05,26434944543
2005-05-06,26286382520
2005-05-09,26580474689
2005-05-10,26210585569
2005-05-11,26559251542
2005-05-12,25874047108
2005-05-13,25652720011
2005-05-16,26216649325
2005-05-17,26538028396
2005-05-18,27017065125
2005-05-19,27050415783
2005-05-20,26774514882
2005-05-23,26901853760
2005-05-24,26886694370
2005-05-25,26892758126
2005-05-26,27386954244
2005-05-27,27250519733
2005-05-31,27065517818
2005-06-01,27298580318
2005-06-02,27619419603
2005-06-03,27449919603
2005-06-06,27392410675
2005-06-07,27228964247
2005-06-08,27150267818
2005-06-09,26520696391
2005-06-10,26163535677
2005-06-13,26242232105
2005-06-14,25779133892
2005-06-15,26127214248
2005-06-16,26245258891
2005-06-17,26429892819
2005-06-20,26581232105
2005-06-21,26705330319
2005-06-22,26672035676
2005-06-23,24447348179
2005-06-24,24244553537
2005-06-27,24250607108
2005-06-28,24686464250
2005-06-29,25061785678
2005-06-30,24519991036
2005-07-01,24892285679
2005-07-05,25122321393
2005-07-06,24907419607
2005-07-07,25067839250
2005-07-08,25412892821
2005-07-11,25349330321
2005-07-12,25031517821
2005-07-13,25270633892
2005-07-14,25243392821
2005-07-15,25134428535
2005-07-18,24852937464
2005-07-19,24868071393
2005-07-20,25533964249
2005-07-21,25718598177
2005-07-22,25757946392
2005-07-25,25394732106
2005-07-26,25621741035
2005-07-27,25630821392
2005-07-28,25885071391
2005-07-29,25452241035
2005-08-01,25655035677
2005-08-02,25879017820
2005-08-03,25621741035
2005-08-04,25727678535
2005-08-05,25606607106
2005-08-08,25621741035
2005-08-09,25615687463
2005-08-10,25667142820
2005-08-11,25833616034
2005-08-12,25621741035
2005-08-15,25745839249
2005-08-16,25533964249
2005-08-17,25485535678
2005-08-18,25633848177
2005-08-19,25658062463
2005-08-22,25376571392
2005-08-23,24974008893
2005-08-24,24934660678
2005-08-25,24955848178
2005-08-26,24722785679
2005-08-29,24880178536
2005-08-30,24628955322
2005-08-31,24747251633
2005-09-01,24476806472
2005-09-02,24464651633
2005-09-06,24719903246
2005-09-07,24659129053
2005-09-08,24400838730
2005-09-09,24236748407
2005-09-12,24628741956
2005-09-13,24315754859
2005-09-14,24248903246
2005-09-15,24224593568
2005-09-16,24367412923
2005-09-19,23680664536
2005-09-20,23398064536
2005-09-21,25266870989
2005-09-22,25321567763
2005-09-23,25251677440
2005-09-26,25427922602
2005-09-27,25631516150
2005-09-28,25905000022
2005-09-29,26439812925
2005-09-30,26476277441
2005-10-03,26221025828
2005-10-04,26008316151
2005-10-05,26014393570
2005-10-06,26512741958
2005-10-07,26558322603
2005-10-10,26752800022
2005-10-11,26828767764
2005-10-12,26473238732
2005-10-13,26309148409
2005-10-14,26619096796
2005-10-17,26789264538
2005-10-18,26767993571
2005-10-19,26992858087
2005-10-20,27108329055
2005-10-21,26901696797
2005-10-24,27649219378
2005-10-25,27679606475
2005-10-26,27491206474
2005-10-27,27199490345
2005-10-28,27539825829
2005-10-31,27934858088
2005-11-01,27874083894
2005-11-02,28411935508
2005-11-03,28782658088
2005-11-04,28424090346
2005-11-07,28651993572
2005-11-08,28645916153
2005-11-09,28828238734
2005-11-10,29053103250
2005-11-11,29171612928
2005-11-14,29277967766
2005-11-15,28582103250
2005-11-16,28402819378
2005-11-17,29092606476
2005-11-18,29718580670
2005-11-21,29776316154
2005-11-22,29855322606
2005-11-23,29809741960
2005-11-25,29834051638
2005-11-28,29432941960
2005-11-29,29748967767
2005-11-30,29632170184
2005-12-01,29862865219
2005-12-02,29692879404
2005-12-05,29076680823
2005-12-06,30054099261
2005-12-07,30196765928
2005-12-08,29647347489
2005-12-09,29771801389
2005-12-12,29774836850
2005-12-13,29914468056
2005-12-14,30309077985
2005-12-15,30536737559
2005-12-16,30324255290
2005-12-19,30120879403
2005-12-20,29896255290
2005-12-21,31477730466
2005-12-22,31650751742
2005-12-23,31738780111
2005-12-27,31644680820
2005-12-28,31632538976
2005-12-29,31486836849
2005-12-30,31383631175
2006-01-03,31362382948
2006-01-04,31823773019
2006-01-05,31498978693
2006-01-06,31140794296
2006-01-09,31240964509
2006-01-10,30958666637
2006-01-11,30891886495
2006-01-12,30448709190
2006-01-13,30354609900
2006-01-17,29805191460
2006-01-18,30542808481
2006-01-19,31180255289
2006-01-20,30339432595
2006-01-23,30433531885
2006-01-24,30724936140
2006-01-25,30597446779
2006-01-26,30931347488
2006-01-27,31101333303
2006-01-30,31028482239
2006-01-31,30703687913
2006-02-01,30275687914
2006-02-02,29899290751
2006-02-03,29896255290
2006-02-06,29926609900
2006-02-07,29753588623
2006-02-08,30469957417
2006-02-09,30218014155
2006-02-10,30278723375
2006-02-13,30694581530
2006-02-14,31477730466
2006-02-15,31659858125
2006-02-16,31760028338
2006-02-17,31887517699
2006-02-21,31884482238
2006-02-22,32297304933
2006-02-23,32397475146
2006-02-24,32527999968
2006-02-27,32977248195
2006-02-28,32801230592
2006-03-01,33776947914
2006-03-02,33461904390
2006-03-03,34104226138
2006-03-06,34128695538
2006-03-07,34257159888
2006-03-08,34189869038
2006-03-09,34364213512
2006-03-10,34260218562
2006-03-13,34355037487
2006-03-14,35101354185
2006-03-15,35480629884
2006-03-16,35024887310
2006-03-17,35156410335
2006-03-20,34868894886
2006-03-21,34630318236
2006-03-22,35003476585
2006-03-23,34563027387
2006-03-24,34199045063
2006-03-27,34483501837
2006-03-28,34446797737
2006-03-29,34202103738
2006-03-30,34091991438
2006-03-31,34544675337
2006-04-03,35076884785
2006-04-04,35762027983
2006-04-05,36006721982
2006-04-06,36153538381
2006-04-07,35817084132
2006-04-10,36031191382
2006-04-11,35498981933
2006-04-12,34997359235
2006-04-13,35128882260
2006-04-17,34651728961
2006-04-18,35260405284
2006-04-19,35376634934
2006-04-20,35260405284
2006-04-21,35294050709
2006-04-24,35379693609
2006-04-25,34801604036
2006-04-26,34963713810
2006-04-27,35235935884
2006-04-28,35214525159
2006-05-01,34746547886
2006-05-02,35505099283
2006-05-03,34923951035
2006-05-04,36153538381
2006-05-05,36493051305
2006-05-08,36416584430
2006-05-09,36526696730
2006-05-10,36119892956
2006-05-11,35869081607
2006-05-12,35193114434
2006-05-15,35309344084
2006-05-16,35306285409
2006-05-17,33620955490
2006-05-18,33416024265
2006-05-19,33443552340
2006-05-22,33660718264
2006-05-23,32935812292
2006-05-24,32825699992
2006-05-25,32948046992
2006-05-26,32877697467
2006-05-30,32822641317
2006-05-31,33485967752
2006-06-01,34123387107
2006-06-02,34055967752
2006-06-05,33017096784
2006-06-06,33179516139
2006-06-07,33020161300
2006-06-08,33023225816
2006-06-09,32658548397
2006-06-12,32208064526
2006-06-13,32238709687
2006-06-14,32367419365
2006-06-15,33556451623
2006-06-16,33599354849
2006-06-19,33623870978
2006-06-20,33194838720
2006-06-21,34892580656
2006-06-22,34776129043
2006-06-23,35254193559
2006-06-26,35248064527
2006-06-27,34938548398
2006-06-28,34619838720
2006-06-29,35854838721
2006-06-30,35811935495
2006-07-03,36250161301
2006-07-05,35906935495
2006-07-06,35720000011
2006-07-07,35058064527
2006-07-10,35238870978
2006-07-11,35168387107
2006-07-12,34506451623
2006-07-13,33878225817
2006-07-14,33406290333
2006-07-17,33348064526
2006-07-18,33219354849
2006-07-19,34460483881
2006-07-20,33136612913
2006-07-21,33246935494
2006-07-24,33844516139
2006-07-25,33498225817
2006-07-26,32686129042
2006-07-27,31202903235
2006-07-28,32266290332
2006-07-31,32088548397
2006-08-01,31628870977
2006-08-02,31662580655
2006-08-03,32284677429
2006-08-04,32027258074
2006-08-07,31613548397
2006-08-08,31377580655
2006-08-09,30154838719
2006-08-10,30730967751
2006-08-11,30136451622
2006-08-14,30108870977
2006-08-15,30678870977
2006-08-16,31916935493
2006-08-17,31941451622
2006-08-18,31834193558
2006-08-21,31071129042
2006-08-22,30853548396
2006-08-23,30387741945
2006-08-24,30069032267
2006-08-25,30384677428
2006-08-28,30920967751
2006-08-29,30681935493
2006-08-30,30810645171
2006-08-31,30913970064
2006-09-01,31155700603
2006-09-05,31073083837
2006-09-06,30831353298
2006-09-07,30751796412
2006-09-08,30816053897
2006-09-11,31134281442
2006-09-12,32070604795
2006-09-13,32606083837
2006-09-14,32128742520
2006-09-15,32404131741
2006-09-18,32918191621
2006-09-19,32691760484
2006-09-20,32902892220
2006-09-21,32434730544
2006-09-22,32443910184
2006-09-25,32241958088
2006-09-26,33527107789
2006-09-27,33719880244
2006-09-28,33560766472
2006-09-29,33254778448
2006-10-02,33150742520
2006-10-03,33517928148
2006-10-04,34087065873
2006-10-05,34555227550
2006-10-06,34362455095
2006-10-09,34178862280
2006-10-10,34591946113
2006-10-11,33964670664
2006-10-12,34328796412
2006-10-13,34876514975
2006-10-16,35690443119
2006-10-17,35439532939
2006-10-18,34729640724
2006-10-19,35274299406
2006-10-20,35555808388
2006-10-23,35081526951
2006-10-24,35277359286
2006-10-25,35237580843
2006-10-26,35326317370
2006-10-27,34891814376
2006-10-30,35457892221
2006-10-31,35047868268
2006-11-01,34423652700
2006-11-02,34298197610
2006-11-03,34292077849
2006-11-06,34864275454
2006-11-07,35197802400
2006-11-08,35154964077
2006-11-09,34723520963
2006-11-10,35112125754
2006-11-13,35314077849
2006-11-14,35341616772
2006-11-15,35895455095
2006-11-16,36149425155
2006-11-17,35935233538
2006-11-20,35978071861
2006-11-21,35978071861
2006-11-22,36299359287
2006-11-24,35910754496
2006-11-27,35525209586
2006-11-28,35464011981
2006-11-29,35494610784
2006-11-30,35387299262
2006-12-01,35215620430
2006-12-04,35571240868
2006-12-05,36015766415
2006-12-06,35706131379
2006-12-07,35816496342
2006-12-08,35347445247
2006-12-11,35276934299
2006-12-12,35163503642
2006-12-13,34697518240
2006-12-14,35246277364
2006-12-15,35273868605
2006-12-18,35273868605
2006-12-19,34948905102
2006-12-20,34289781014
2006-12-21,33275036489
2006-12-22,32947007292
2006-12-26,32931678825
2006-12-27,33091094883
2006-12-28,33094160576
2006-12-29,33299562036
2007-01-03,33652116781
2007-01-04,33256642328
2007-01-05,32965401452
2007-01-08,33063503642
2007-01-09,33161605832
2007-01-10,32983795613
2007-01-11,33008321160
2007-01-12,33373138678
2007-01-16,34237664226
2007-01-17,34105839408
2007-01-18,33970948897
2007-01-19,34023065686
2007-01-22,33606131379
2007-01-23,33483503642
2007-01-24,33900437948
2007-01-25,33894306562
2007-01-26,33688905102
2007-01-29,33967883204
2007-01-30,33480437949
2007-01-31,33845255467
2007-02-01,34302043788
2007-02-02,35249343058
2007-02-05,34902919700
2007-02-06,35255474445
2007-02-07,35325985393
2007-02-08,34872262766
2007-02-09,34761897802
2007-02-12,34697518240
2007-02-13,34807883204
2007-02-14,36046423349
2007-02-15,35957518240
2007-02-16,35883941598
2007-02-20,36264087583
2007-02-21,36521605831
2007-02-22,36484817510
2007-02-23,37085693422
2007-02-26,35865547437
2007-02-27,34863065685
2007-02-28,35302296250
2007-03-01,35280663048
2007-03-02,34767647100
2007-03-05,34356616249
2007-03-06,34789280302
2007-03-07,34721290237
2007-03-08,35104506969
2007-03-09,35438276381
2007-03-12,35583527885
2007-03-13,34826365792
2007-03-14,34804732590
2007-03-15,34576038733
2007-03-16,34347344877
2007-03-19,34761466184
2007-03-20,34702747492
2007-03-21,34300988014
2007-03-22,34189731543
2007-03-23,34832546707
2007-03-26,34251540694
2007-03-27,34010485007
2007-03-28,33274956117
2007-03-29,33284227490
2007-03-30,33200785137
2007-04-02,32780482914
2007-04-03,33262594287
2007-04-04,33410936248
2007-04-05,33630358732
2007-04-09,33766338863
2007-04-10,33478926314
2007-04-11,33132795071
2007-04-12,33546916379
2007-04-13,33349127098
2007-04-16,33522192719
2007-04-17,33546916379
2007-04-18,33342946183
2007-04-19,33160609189
2007-04-20,33695258340
2007-04-23,33358398470
2007-04-24,33114252326
2007-04-25,33414026706
2007-04-26,33460383569
2007-04-27,33135885529
2007-04-30,32585784090
2007-05-01,32792844744
2007-05-02,33287317947
2007-05-03,33791062523
2007-05-04,33840509844
2007-05-07,33676715595
2007-05-08,33599454157
2007-05-09,33543825922
2007-05-10,33142066444
2007-05-11,33457293111
2007-05-14,33194604222
2007-05-15,33021538601
2007-05-16,33667444222
2007-05-17,33138975986
2007-05-18,32928824875
2007-05-21,32703221476
2007-05-22,32292190626
2007-05-23,32777392457
2007-05-24,32734126051
2007-05-25,32746487881
2007-05-29,33528373634
2007-05-30,33627268275
2007-05-31,34825440000
2007-06-01,34722480000
2007-06-04,34607040000
2007-06-05,34476000000
2007-06-06,34095360000
2007-06-07,33508800000
2007-06-08,34132800000
2007-06-11,33892560000
2007-06-12,33399600000
2007-06-13,33951839999
2007-06-14,34563360000
2007-06-15,34747440000
2007-06-18,34295040000
2007-06-19,33714720000
2007-06-20,34257600000
2007-06-21,34607040000
2007-06-22,34307519999
2007-06-25,34812960000
2007-06-26,34847280000
2007-06-27,34819200000
2007-06-28,35059440000
2007-06-29,34622640000
2007-07-02,34566480000
2007-07-03,34632000000
2007-07-05,34438560000
2007-07-06,34582080000
2007-07-09,36245040000
2007-07-10,35196720000
2007-07-11,35418240000
2007-07-12,35699040000
2007-07-13,36582000000
2007-07-16,36079680000
2007-07-17,36323040000
2007-07-18,36366720000
2007-07-19,36566400000
2007-07-20,36089040000
2007-07-23,36076560000
2007-07-24,35377680000
2007-07-25,35240400000
2007-07-26,34600800000
2007-07-27,34204560000
2007-07-30,34950240000
2007-07-31,34550880000
2007-08-01,34675680000
2007-08-02,34597680000
2007-08-03,33870720000
2007-08-06,34578960000
2007-08-07,34728720000
2007-08-08,34348080000
2007-08-09,34164000000
2007-08-10,34020480000
2007-08-13,34344960000
2007-08-14,33561839999
2007-08-15,33281040000
2007-08-16,32501040000
2007-08-17,33696000000
2007-08-20,33986160000
2007-08-21,33948720000
2007-08-22,34497840000
2007-08-23,34416720000
2007-08-24,34656960000
2007-08-27,34488480000
2007-08-28,33627360000
2007-08-29,34295040000
2007-08-30,33998640000
2007-08-31,33891120000
2007-09-04,34252650000
2007-09-05,33965280000
2007-09-06,34042530000
2007-09-07,33436889999
2007-09-10,33372000000
2007-09-11,33566670000
2007-09-12,33319470000
2007-09-13,33656280000
2007-09-14,33736620000
2007-09-17,33405990000
2007-09-18,33677910000
2007-09-19,33220590000
2007-09-20,32275050000
2007-09-21,32166900000
2007-09-24,31783740000
2007-09-25,32318310000
2007-09-26,32361570000
2007-09-27,32333760000
2007-09-28,32367750000
2007-10-01,32815800000
2007-10-02,32908500000
2007-10-03,32534610000
2007-10-04,32367750000
2007-10-05,32772540000
2007-10-08,32784900000
2007-10-09,33096990000
2007-10-10,33152610000
2007-10-11,32874510000
2007-10-12,33220590000
2007-10-15,32686020000
2007-10-16,32411010000
2007-10-17,32404830000
2007-10-18,32540790000
2007-10-19,31925879999
2007-10-22,31836270000
2007-10-23,32203980000
2007-10-24,32197800000
2007-10-25,31919700000
2007-10-26,32117460000
2007-10-29,31947510000
2007-10-30,31898070000
2007-10-31,31932060000
2007-11-01,31273889999
2007-11-02,31650870000
2007-11-05,31700310000
2007-11-06,32083470000
2007-11-07,31097760000
2007-11-08,31653960000
2007-11-09,30819660000
2007-11-12,30739320000
2007-11-13,31502550000
2007-11-14,31286250000
2007-11-15,31323330000
2007-11-16,29911200000
2007-11-19,29061450000
2007-11-20,28845150000
2007-11-21,28338389999
2007-11-23,28922400000
2007-11-26,28319850000
2007-11-27,28801889999
2007-11-28,30010080000
2007-11-29,29722710000
2007-11-30,30427230000
2007-12-03,30050250000
2007-12-04,30037889999
2007-12-05,30090420000
2007-12-06,30433410000
2007-12-07,30967980000
2007-12-10,31168830000
2007-12-11,30180030000
2007-12-12,30272730000
2007-12-13,30031710000
2007-12-14,29639280000
2007-12-17,29633100000
2007-12-18,29898840000
2007-12-19,29240670000
2007-12-20,28931670000
2007-12-21,29135610000
2007-12-24,28468170000
2007-12-26,28709190000
2007-12-27,28397100000
2007-12-28,28001580000
2007-12-31,27553530000
2008-01-02,26623440000
2008-01-03,26978790000
2008-01-04,25986900000
2008-01-07,25798410000
2008-01-08,25579020000
2008-01-09,25579020000
2008-01-10,26271180000
2008-01-11,25968360000
2008-01-14,26153760000
2008-01-15,25730430000
2008-01-16,26082690000
2008-01-17,25579020000
2008-01-18,25959090000
2008-01-22,26008530000
2008-01-23,27497910000
2008-01-24,27349590000
2008-01-25,27797639999
2008-01-28,28412550000
2008-01-29,28684470000
2008-01-30,28440360000
2008-01-31,28835879999
2008-02-01,28866780000
2008-02-04,28350750000
2008-02-05,27501000000
2008-02-06,27677129999
2008-02-07,27859440000
2008-02-08,27192000000
2008-02-11,27331050000
2008-02-12,27222900000
2008-02-13,27556620000
2008-02-14,27195090000
2008-02-15,27167280000
2008-02-19,27578250000
2008-02-20,27791460000
2008-02-21,27599879999
2008-02-22,27528810000
2008-02-25,27723480000
2008-02-26,28109730000
2008-02-27,28066470000
2008-02-28,27559710000
2008-02-29,27232170000
2008-03-03,27568980000
2008-03-04,27905790000
2008-03-05,27918150000
2008-03-06,27454650000
2008-03-07,26790300000
2008-03-10,26255730000
2008-03-11,27241440000
2008-03-12,26901540000
2008-03-13,26904629999
2008-03-14,26203200000
2008-03-17,25507950000
2008-03-18,26858280000
2008-03-19,26645070000
2008-03-20,26889180000
2008-03-24,28047930000
2008-03-25,28258050000
2008-03-26,28196250000
2008-03-27,28341480000
2008-03-28,28202430000
2008-03-31,28635030000
2008-04-01,30192389999
2008-04-02,30074970000
2008-04-03,30180030000
2008-04-04,29932830000
2008-04-07,29812320000
2008-04-08,29679450000
2008-04-09,28770990000
2008-04-10,29151060000
2008-04-11,28706100000
2008-04-14,28681379999
2008-04-15,28944030000
2008-04-16,29982270000
2008-04-17,29342639999
2008-04-18,29883389999
2008-04-21,29494050000
2008-04-22,28913129999
2008-04-23,28770990000
2008-04-24,29277750000
2008-04-25,29188139999
2008-04-28,29528040000
2008-04-29,30084240000
2008-04-30,29623830000
2008-05-01,30482850000
2008-05-02,29929740000
2008-05-05,29497139999
2008-05-06,30180030000
2008-05-07,28968750000
2008-05-08,28801889999
2008-05-09,27924330000
2008-05-12,27964500000
2008-05-13,27689490000
2008-05-14,28140629999
2008-05-15,28075740000
2008-05-16,28103550000
2008-05-19,28140629999
2008-05-20,27754379999
2008-05-21,27287790000
2008-05-22,27448470000
2008-05-23,26830470000
2008-05-27,27708030000
2008-05-28,28063379999
2008-05-29,28480530000
2008-05-30,28338389999
2008-06-02,28192150000
2008-06-03,27971340000
2008-06-04,28472050000
2008-06-05,29137590000
2008-06-06,27635460000
2008-06-09,27719430000
2008-06-10,28077080000
2008-06-11,26923269999
2008-06-12,27193840000
2008-06-13,26739780000
2008-06-16,26755330000
2008-06-17,26226630000
2008-06-18,25688600000
2008-06-19,25418030000
2008-06-20,25047940000
2008-06-23,24920430000
2008-06-24,24873780000
2008-06-25,24808470000
2008-06-26,24285990000
2008-06-27,24024750000
2008-06-30,24503690000
2008-07-01,23751070000
2008-07-02,23231700000
2008-07-03,23315670000
2008-07-07,23325000000
2008-07-08,24099390000
2008-07-09,23520930000
2008-07-10,23393420000
2008-07-11,22995340000
2008-07-14,22740320000
2008-07-15,22706110000
2008-07-16,23934559999
2008-07-17,24584550000
2008-07-18,24730720000
2008-07-21,24198910000
2008-07-22,25029280000
2008-07-23,25825440000
2008-07-24,24814690000
2008-07-25,24721390000
2008-07-28,24270440000
2008-07-29,25539320000
2008-07-30,24774260000
2008-07-31,24519240000
2008-08-01,24052740000
2008-08-04,24466370000
2008-08-05,26120890000
2008-08-06,25800559999
2008-08-07,25881420000
2008-08-08,27417760000
2008-08-11,27358670000
2008-08-12,27252930000
2008-08-13,26379019999
2008-08-14,27044559999
2008-08-15,27321350000
2008-08-18,26721120000
2008-08-19,25785010000
2008-08-20,25557980000
2008-08-21,25274970000
2008-08-22,25713480000
2008-08-25,25163010000
2008-08-26,25153680000
2008-08-27,25352720000
2008-08-28,26102230000
2008-08-29,25757019999
2008-09-02,26332370000
2008-09-03,26438110000
2008-09-04,25750800000
2008-09-05,25589080000
2008-09-08,26391460000
2008-09-09,26357250000
2008-09-10,27324460000
2008-09-11,28136170000
2008-09-12,28251240000
2008-09-15,28145500000
2008-09-16,28612000000
2008-09-17,27389769999
2008-09-18,28341430000
2008-09-19,28014880000
2008-09-22,26646480000
2008-09-23,26369690000
2008-09-24,25657500000
2008-09-25,25464680000
2008-09-26,25365160000
2008-09-29,24758710000
2008-09-30,24581440000
2008-10-01,25110140000
2008-10-02,24102500000
2008-10-03,24258000000
2008-10-06,24052740000
2008-10-07,23219260000
2008-10-08,22071670000
2008-10-09,20774800000
2008-10-10,21259960000
2008-10-13,22920700000
2008-10-14,22003250000
2008-10-15,20295860000
2008-10-16,20600640000
2008-10-17,19453050000
2008-10-20,19953760000
2008-10-21,19418840000
2008-10-22,18038000000
2008-10-23,18660000000
2008-10-24,17667910000
2008-10-27,17086340000
2008-10-28,18087760000
2008-10-29,18062880000
2008-10-30,18974110000
2008-10-31,20330070000
2008-11-03,20526000000
2008-11-04,21403019999
2008-11-05,19879120000
2008-11-06,19449940000
2008-11-07,20084380000
2008-11-10,20616190000
2008-11-11,20681500000
2008-11-12,19624100000
2008-11-13,20880540000
2008-11-14,20019070000
2008-11-17,19518360000
2008-11-18,20149690000
2008-11-19,18840380000
2008-11-20,17649250000
2008-11-21,18943010000
2008-11-24,20659730000
2008-11-25,20874320000
2008-11-26,21530530000
2008-11-28,21972150000
2008-12-01,19732950000
2008-12-02,20861880000
2008-12-03,21794880000
2008-12-04,22059230000
2008-12-05,22923809999
2008-12-08,23147730000
2008-12-09,19795150000
2008-12-10,18977220000
2008-12-11,18227710000
2008-12-12,19076740000
2008-12-15,18725310000
2008-12-16,19714290000
2008-12-17,19894670000
2008-12-18,19468600000
2008-12-19,19776490000
2008-12-22,19580560000
2008-12-23,18927460000
2008-12-24,19033200000
2008-12-26,18961670000
2008-12-29,18703540000
2008-12-30,19350420000
2008-12-31,19950650000
2009-01-02,20040840000
2009-01-05,19888450000
2009-01-06,19928880000
2009-01-07,19484150000
2009-01-08,19309990000
2009-01-09,18759520000
2009-01-12,18756410000
2009-01-13,18806170000
2009-01-14,18006900000
2009-01-15,18212160000
2009-01-16,18218380000
2009-01-20,17098779999
2009-01-21,17689680000
2009-01-22,17518630000
2009-01-23,16831320000
2009-01-26,16971270000
2009-01-27,17282270000
2009-01-28,17649250000
2009-01-29,16958830000
2009-01-30,15842340000
2009-02-02,15285650000
2009-02-03,16430130000
2009-02-04,15938750000
2009-02-05,16352380000
2009-02-06,17188970000
2009-02-09,17310260000
2009-02-10,16181330000
2009-02-11,16339940000
2009-02-12,16243529999
2009-02-13,16112910000
2009-02-17,15301200000
2009-02-18,14928000000
2009-02-19,14825370000
2009-02-20,14604560000
2009-02-23,13855050000
2009-02-24,14576570000
2009-02-25,13783520000
2009-02-26,13475630000
2009-02-27,13438310000
2009-03-02,12533300000
2009-03-03,12464880000
2009-03-04,13242380000
2009-03-05,12129000000
2009-03-06,11121360000
2009-03-09,10661080000
2009-03-10,11534990000
2009-03-11,11681160000
2009-03-12,11992160000
2009-03-13,11818000000
2009-03-16,12489759999
2009-03-17,13055779999
2009-03-18,13388550000
2009-03-19,14026100000
2009-03-20,13030900000
2009-03-23,13851940000
2009-03-24,13550270000
2009-03-25,13456970000
2009-03-26,14610779999
2009-03-27,14206480000
2009-03-30,13708880000
2009-03-31,13836390000
2009-04-01,13982560000
2009-04-02,15263880000
2009-04-03,15556220000
2009-04-06,15024410000
2009-04-07,14458390000
2009-04-08,14918670000
2009-04-09,15836120000
