,FDX
2013-11-26,43410150000
2013-11-27,44055900000
2013-11-29,43690500000
2013-12-02,42483630000
2013-12-03,41826120000
2013-12-04,42029130000
2013-12-05,41880660000
2013-12-06,42235169999
2013-12-09,42362430000
2013-12-10,41962470000
2013-12-11,41362530000
2013-12-12,41311020000
2013-12-13,41783700000
2013-12-16,42374550000
2013-12-17,42144270000
2013-12-18,42335160000
2013-12-19,42326070000
2013-12-20,43241130000
2013-12-23,43083570000
2013-12-24,43026000000
2013-12-26,43419900000
2013-12-27,43459290000
2013-12-30,43344150000
2013-12-31,43562310000
2014-01-02,42350310000
2014-01-03,42435150000
2014-01-06,42032160000
2014-01-07,42613919999
2014-01-08,42532110000
2014-01-09,42877530000
2014-01-10,43216890000
2014-01-13,42568470000
2014-01-14,43238100000
2014-01-15,43192650000
2014-01-16,42968430000
2014-01-17,42574530000
2014-01-21,43071450000
2014-01-22,43116900000
2014-01-23,42492720000
2014-01-24,40777740000
2014-01-27,39980850000
2014-01-28,40705020000
2014-01-29,39950550000
2014-01-30,40532310000
2014-01-31,40395960000
2014-02-03,39220320000
2014-02-04,39517260000
2014-02-05,39380910000
2014-02-06,39644520000
2014-02-07,39923280000
2014-02-10,39353640000
2014-02-11,40344450000
2014-02-12,40299000000
2014-02-13,40320210000
2014-02-14,40577760000
2014-02-18,40235370000
2014-02-19,39799050000
2014-02-20,40295970000
2014-02-21,40874700000
2014-02-24,40865610000
2014-02-25,40250520000
2014-02-26,40108110000
2014-02-27,40465650000
2014-02-28,38055467789
2014-03-03,38069738946
2014-03-04,39128658810
2014-03-05,39077282645
2014-03-06,39185743439
2014-03-07,39225702679
2014-03-10,39348434631
2014-03-11,39185743439
2014-03-12,39328455011
2014-03-13,39011635321
2014-03-14,39034469173
2014-03-17,39268516151
2014-03-18,39551085064
2014-03-19,39496854666
2014-03-20,38960259156
2014-03-21,39043031867
2014-03-24,38517853282
2014-03-25,38292368999
2014-03-26,37710105785
2014-03-27,37707251553
2014-03-28,37678709239
2014-03-31,37835691968
2014-04-01,38278097841
2014-04-02,38463622885
2014-04-03,38617751383
2014-04-04,38346599396
2014-04-07,37955569689
2014-04-08,37935590069
2014-04-09,38246701296
2014-04-10,37692980396
2014-04-11,37456079187
2014-04-14,37675855008
2014-04-15,37724376942
2014-04-16,38175345510
2014-04-17,38689107169
2014-04-21,38894611832
2014-04-22,39111533422
2014-04-23,38911737221
2014-04-24,38840381435
2014-04-25,38306640156
2014-04-28,38397975562
2014-04-29,38666273317
2014-04-30,38888903370
2014-05-01,38886049138
2014-05-02,39088699570
2014-05-05,38774734112
2014-05-06,38671981780
2014-05-07,39542522369
2014-05-08,39017343784
2014-05-09,39251390762
2014-05-12,40002053631
2014-05-13,39999199400
2014-05-14,39768006653
2014-05-15,39582481609
2014-05-16,39454041195
2014-05-19,39673817016
2014-05-20,39234265374
2014-05-21,39688088173
2014-05-22,39768006653
2014-05-23,40387374876
2014-05-27,40598588002
2014-05-28,40949658469
2014-05-29,41252207002
2014-05-30,41146600439
2014-06-02,41111250000
2014-06-03,40740750000
2014-06-04,40755000000
2014-06-05,40655250000
2014-06-06,40669500000
2014-06-09,40940250000
2014-06-10,40980150000
2014-06-11,40683750000
2014-06-12,39674850000
2014-06-13,39976950000
2014-06-16,39743250000
2014-06-17,39988350000
2014-06-18,42450750000
2014-06-19,42066000000
2014-06-20,42214200000
2014-06-23,42430800000
2014-06-24,42658800000
2014-06-25,43154700000
2014-06-26,43177500000
2014-06-27,43151850000
2014-06-30,43143300000
2014-07-01,43428300000
2014-07-02,43396950000
2014-07-03,43778850000
2014-07-07,43228800000
2014-07-08,43083450000
2014-07-09,43126200000
2014-07-10,42824100000
2014-07-11,42932399999
2014-07-14,43054950000
2014-07-15,43291500000
2014-07-16,43998300000
2014-07-17,43291500000
2014-07-18,43567950000
2014-07-21,43419750000
2014-07-22,43687650000
2014-07-23,43513800000
2014-07-24,43462500000
2014-07-25,42995100000
2014-07-28,42616050000
2014-07-29,41934899999
2014-07-30,42567600000
2014-07-31,41860800000
2014-08-01,41823750000
2014-08-04,42416550000
2014-08-05,41849400000
2014-08-06,41458950000
2014-08-07,41615700000
2014-08-08,42137250000
2014-08-11,42259800000
2014-08-12,42302550000
2014-08-13,42564750000
2014-08-14,42647399999
2014-08-15,42385200000
2014-08-18,42869700000
2014-08-19,42750000000
2014-08-20,42929550000
2014-08-21,42906750000
2014-08-22,42596100000
2014-08-25,42690150000
2014-08-26,42544800000
2014-08-27,42493500000
2014-08-28,42142950000
2014-08-29,42145800000
2014-09-02,42563200000
2014-09-03,42933930000
2014-09-04,43027320000
2014-09-05,43383900000
2014-09-08,43129200000
2014-09-09,42733000000
2014-09-10,42665080000
2014-09-11,43165990000
2014-09-12,43516910000
2014-09-15,43593320000
2014-09-16,43768780000
2014-09-17,45197930000
2014-09-18,44977190000
2014-09-19,44807390000
2014-09-22,44674380000
2014-09-23,44714000000
2014-09-24,45084730000
2014-09-25,44476280000
2014-09-26,45217740000
2014-09-29,45896940000
2014-09-30,45690350000
2014-10-01,44753619999
2014-10-02,45005490000
2014-10-03,46055420000
2014-10-06,45064920000
2014-10-07,44164980000
2014-10-08,45350750000
2014-10-09,44292330000
2014-10-10,43794250000
2014-10-13,42806580000
2014-10-14,43502760000
2014-10-15,43531060000
2014-10-16,42996190000
2014-10-17,44181960000
2014-10-20,44111210000
2014-10-21,45246040000
2014-10-22,44847010000
2014-10-23,45987500000
2014-10-24,46378040000
2014-10-27,46757260000
2014-10-28,47600600000
2014-10-29,46912910000
2014-10-30,46777070000
2014-10-31,47374200000
2014-11-03,47317600000
2014-11-04,47249680000
2014-11-05,47945860000
2014-11-06,48591100000
2014-11-07,48455260000
2014-11-10,48602420000
2014-11-11,48772220000
2014-11-12,48619400000
2014-11-13,48554310000
2014-11-14,48551480000
2014-11-17,48483560000
2014-11-18,48676000000
2014-11-19,48585440000
2014-11-20,48817500000
2014-11-21,49372180000
2014-11-24,49674990000
2014-11-25,49485380000
2014-11-26,49547640000
2014-11-28,50424940000
2014-12-01,50289100000
2014-12-02,51050369999
2014-12-03,50951320000
2014-12-04,50990940000
2014-12-05,51514490000
2014-12-08,51372990000
2014-12-09,50591910000
2014-12-10,49938180000
2014-12-11,50057040000
2014-12-12,49748570000
2014-12-15,49884410000
2014-12-16,49315580000
2014-12-17,47481740000
2014-12-18,49349540000
2014-12-19,49304260000
2014-12-22,50054210000
2014-12-23,50074020000
2014-12-24,49926860000
2014-12-26,49779700000
2014-12-29,49672160000
2014-12-30,49525000000
2014-12-31,49145780000
2015-01-02,48803350000
2015-01-05,48053400000
2015-01-06,48050570000
2015-01-07,48404320000
2015-01-08,49536320000
2015-01-09,48862780000
2015-01-12,48837310000
2015-01-13,48534500000
2015-01-14,48888250000
2015-01-15,49199550000
2015-01-16,50023080000
2015-01-20,50693790000
2015-01-21,50569270000
2015-01-22,51336200000
2015-01-23,49810830000
2015-01-26,49994780000
2015-01-27,49208040000
2015-01-28,48520350000
2015-01-29,48927869999
2015-01-30,47858130000
2015-02-02,48463750000
2015-02-03,48950510000
2015-02-04,48698640000
2015-02-05,49063710000
2015-02-06,49029750000
2015-02-09,48574119999
2015-02-10,49043900000
2015-02-11,49219360000
2015-02-12,49892900000
2015-02-13,49941010000
2015-02-17,50809820000
2015-02-18,50877740000
2015-02-19,50557950000
2015-02-20,50515500000
2015-02-23,50458900000
2015-02-24,50317400000
2015-02-25,49706119999
2015-02-26,49411800000
2015-02-27,50085340000
2015-03-02,49933660774
2015-03-03,49750081139
2015-03-04,49317962920
2015-03-05,49374448962
2015-03-06,48914087723
2015-03-09,48835007265
2015-03-10,48013135360
2015-03-11,48453726484
2015-03-12,49024235504
2015-03-13,48950803650
2015-03-16,50080524482
2015-03-17,49625811847
2015-03-18,48945155046
2015-03-19,49100491660
2015-03-20,48589292984
2015-03-23,48193890693
2015-03-24,47775893985
2015-03-25,46722429309
2015-03-26,46739375121
2015-03-27,46485187934
2015-03-30,47095237184
2015-03-31,46728077913
2015-04-01,46951197777
2015-04-02,46945549173
2015-04-06,47072642767
2015-04-07,48340754401
2015-04-08,48532806942
2015-04-09,48837831567
2015-04-10,49247355368
2015-04-13,48897141911
2015-04-14,48436780672
2015-04-15,47877568860
2015-04-16,47798488401
2015-04-17,47448274944
2015-04-20,47747650964
2015-04-21,47987716641
2015-04-22,48015959662
2015-04-23,48041378380
2015-04-24,47999013849
2015-04-27,47739178058
2015-04-28,48363348817
2015-04-29,47891690370
2015-04-30,47891690370
2015-05-01,48501739619
2015-05-04,48671197744
2015-05-05,47959473620
2015-05-06,47888866068
2015-05-07,48504563921
2015-05-08,48959276556
2015-05-11,49199342233
2015-05-12,48979046671
2015-05-13,48558225661
2015-05-14,48987519577
2015-05-15,49464826629
2015-05-18,50040984253
2015-05-19,50266928419
2015-05-20,50137010524
2015-05-21,49863053222
2015-05-22,49476123837
2015-05-26,49173923514
2015-05-27,49894120545
2015-05-28,49453529420
2015-05-29,48922560629
2015-06-01,49454340000
2015-06-02,49553040000
2015-06-03,50737440000
2015-06-04,50655660000
2015-06-05,51391680000
2015-06-08,50728979999
2015-06-09,50864340000
2015-06-10,51414240000
2015-06-11,52164360000
2015-06-12,51783660000
2015-06-15,51510120000
2015-06-16,51360660000
2015-06-17,49837860000
2015-06-18,50305979999
2015-06-19,49615080000
2015-06-22,49710960000
2015-06-23,49426140000
2015-06-24,48904440000
2015-06-25,48729600000
2015-06-26,48972120000
2015-06-29,48227640000
2015-06-30,48052800000
2015-07-01,47886420000
2015-07-02,48258660000
2015-07-06,47587500000
2015-07-07,48035880000
2015-07-08,47091180000
2015-07-09,47294220000
2015-07-10,47505720000
2015-07-13,48213540000
2015-07-14,48289680000
2015-07-15,47694660000
2015-07-16,47796180000
2015-07-17,48004860000
2015-07-20,47999220000
2015-07-21,48097920000
2015-07-22,47517000000
2015-07-23,47054520000
2015-07-24,46279020000
2015-07-27,46456680000
2015-07-28,47779260000
2015-07-29,48472979999
2015-07-30,48298140000
2015-07-31,48340440000
2015-08-03,48168420000
2015-08-04,47965380000
2015-08-05,48303780000
2015-08-06,47827200000
2015-08-07,47091180000
2015-08-10,47770800000
2015-08-11,47497260000
2015-08-12,46617420000
2015-08-13,46135200000
2015-08-14,46476420000
2015-08-17,46521540000
2015-08-18,46716120000
2015-08-19,46515900000
2015-08-20,45246900000
2015-08-21,44000460000
2015-08-24,41840340000
2015-08-25,40906920000
2015-08-26,41857260000
2015-08-27,43157280000
2015-08-28,43005000000
2015-08-31,42020190000
2015-09-01,41300370000
2015-09-02,42078780000
2015-09-03,42187590000
2015-09-04,41462190000
2015-09-08,42767910000
2015-09-09,42285240000
2015-09-10,41730030000
2015-09-11,42151320000
2015-09-14,41914170000
2015-09-15,42966000000
2015-09-16,41746770000
2015-09-17,41707710000
2015-09-18,40538700000
2015-09-21,40736790000
2015-09-22,40167630000
2015-09-23,40078350000
2015-09-24,39740760000
2015-09-25,40301550000
2015-09-28,39266460000
2015-09-29,39598470000
2015-09-30,40170420000
2015-10-01,40374090000
2015-10-02,40600080000
2015-10-05,41827680000
2015-10-06,42271290000
2015-10-07,42678630000
2015-10-08,43398450000
2015-10-09,43337070000
2015-10-12,43083180000
2015-10-13,42262920000
2015-10-14,42053670000
2015-10-15,42438690000
2015-10-16,42541920000
2015-10-19,42514020000
2015-10-20,42966000000
2015-10-21,43518420000
2015-10-22,44561880000
2015-10-23,44506080000
2015-10-26,44045730000
2015-10-27,43515630000
2015-10-28,43320330000
2015-10-29,43632810000
2015-10-30,43537950000
2015-11-02,44347050000
2015-11-03,44394480000
2015-11-04,44361000000
2015-11-05,44715330000
2015-11-06,45304020000
2015-11-09,44793450000
2015-11-10,45058500000
2015-11-11,44927370000
2015-11-12,44302410000
2015-11-13,44112690000
2015-11-16,44994330000
2015-11-17,45033390000
2015-11-18,45423990000
2015-11-19,45574650000
2015-11-20,45795060000
2015-11-23,45599760000
2015-11-24,45530010000
2015-11-25,45309600000
2015-11-27,45781110000
2015-11-30,43122880000
2015-12-01,43642400000
2015-12-02,42940640000
2015-12-03,41787360000
2015-12-04,42287840000
2015-12-07,41499040000
2015-12-08,40362080000
2015-12-09,39997600000
2015-12-10,40389280000
2015-12-11,39238720000
2015-12-14,39083680000
2015-12-15,39355680000
2015-12-16,40481760000
2015-12-17,41300480000
2015-12-18,40024800000
2015-12-21,39644000000
2015-12-22,40367520000
2015-12-23,40995840000
2015-12-24,40704800000
2015-12-28,40367520000
2015-12-29,40593280000
2015-12-30,40576960000
2015-12-31,40525280000
2016-01-04,39012960000
2016-01-05,39344800000
2016-01-06,38289440000
2016-01-07,36608480000
2016-01-08,36641120000
2016-01-11,36167840000
2016-01-12,36641120000
2016-01-13,35438880000
2016-01-14,35822400000
2016-01-15,34522240000
2016-01-19,34598400000
2016-01-20,33504960000
2016-01-21,33611040000
2016-01-22,34696320000
2016-01-25,34282880000
2016-01-26,34620160000
2016-01-27,34884000000
2016-01-28,34875840000
2016-01-29,36143360000
2016-02-01,35988320000
2016-02-02,35400800000
2016-02-03,35626560000
2016-02-04,36505120000
2016-02-05,35879520000
2016-02-08,35449760000
2016-02-09,35297440000
2016-02-10,34718080000
2016-02-11,33842240000
2016-02-12,34979200000
2016-02-16,35933920000
2016-02-17,36200480000
2016-02-18,35721760000
2016-02-19,35294720000
2016-02-22,36826080000
2016-02-23,36396320000
2016-02-24,36309280000
2016-02-25,36986560000
2016-02-26,37367360000
2016-02-29,36344969332
2016-03-01,37539828785
2016-03-02,37776145433
2016-03-03,38198329106
2016-03-04,38211605322
2016-03-07,38522268780
2016-03-08,37845181757
2016-03-09,37699143379
2016-03-10,37600899380
2016-03-11,38347022727
2016-03-14,38193018620
2016-03-15,37988564891
2016-03-16,38307194079
2016-03-17,42839694272
2016-03-18,43468986918
2016-03-21,43689372106
2016-03-22,43391984864
2016-03-23,43182220649
2016-03-24,43187531135
2016-03-28,43065389947
2016-03-29,43277809405
2016-03-30,42900764867
2016-03-31,43206117838
2016-04-01,43458365945
2016-04-04,43492884107
2016-04-05,42999008866
2016-04-06,43219394054
2016-04-07,42823762813
2016-04-08,43391984864
2016-04-11,43293740865
2016-04-12,43840720970
2016-04-13,44400977292
2016-04-14,43997380321
2016-04-15,44050485185
2016-04-18,44377080102
2016-04-19,44679777831
2016-04-20,44448771670
2016-04-21,43962862159
2016-04-22,44162005401
2016-04-25,43960206915
2016-04-26,44371769616
2016-04-27,44491255561
2016-04-28,43986759348
2016-04-29,43840720970
2016-05-02,44499221291
2016-05-03,43755753187
2016-05-04,43877894375
2016-05-05,42582135679
2016-05-06,42757381732
2016-05-09,43091942379
2016-05-10,43346845729
2016-05-11,42826418056
2016-05-12,42316611356
2016-05-13,41889117196
2016-05-16,42109502384
2016-05-17,42136054816
2016-05-18,42348474275
2016-05-19,42247575032
2016-05-20,42916696326
2016-05-23,43025561298
2016-05-24,43646888214
2016-05-25,43604404323
2016-05-26,43386674378
2016-05-27,43670785403
2016-05-31,43717050000
2016-06-01,43645500000
2016-06-02,43672000000
2016-06-03,43412300000
2016-06-06,43266550000
2016-06-07,43679950000
2016-06-08,43658750000
2016-06-09,43489150000
2016-06-10,42630550000
2016-06-13,42513950000
2016-06-14,42333750000
2016-06-15,42309900000
2016-06-16,42895550000
2016-06-17,42996250000
2016-06-20,43584550000
2016-06-21,43446750000
2016-06-22,41475150000
2016-06-23,41840850000
2016-06-24,39901050000
2016-06-27,38724450000
2016-06-28,39246500000
2016-06-29,39818900000
2016-06-30,40221700000
2016-07-01,40767600000
2016-07-05,40325050000
2016-07-06,40134250000
2016-07-07,40439000000
2016-07-08,41398300000
2016-07-11,41634150000
2016-07-12,42386750000
2016-07-13,42511300000
2016-07-14,42797500000
2016-07-15,42556350000
2016-07-18,42601400000
2016-07-19,42315200000
2016-07-20,42418550000
2016-07-21,41978650000
2016-07-22,42604050000
2016-07-25,42460950000
2016-07-26,42797500000
2016-07-27,42641150000
2016-07-28,42784250000
2016-07-29,42903500000
2016-08-01,42839900000
2016-08-02,42182700000
2016-08-03,42561650000
2016-08-04,42352300000
2016-08-05,43171150000
2016-08-08,43380500000
2016-08-09,43547450000
2016-08-10,43632250000
2016-08-11,43934350000
2016-08-12,43857500000
2016-08-15,44096000000
2016-08-16,44183450000
2016-08-17,44109250000
2016-08-18,44305350000
2016-08-19,44686950000
2016-08-22,44490850000
2016-08-23,44676350000
2016-08-24,44580950000
2016-08-25,43865450000
2016-08-26,43711750000
2016-08-29,43770050000
2016-08-30,43706450000
2016-08-31,43871380000
2016-09-01,44060240000
2016-09-02,44020340000
2016-09-06,43844780000
2016-09-07,43943200000
2016-09-08,43996400000
2016-09-09,42786100000
2016-09-12,43427160000
2016-09-13,42653100000
2016-09-14,42413700000
2016-09-15,42578620000
2016-09-16,42264740000
2016-09-19,42895160000
2016-09-20,43264900000
2016-09-21,46246760000
2016-09-22,46193560000
2016-09-23,46387740000
2016-09-26,46640440000
2016-09-27,47161800000
2016-09-28,46669700000
2016-09-29,46581920000
2016-09-30,46464880000
2016-10-03,46363800000
2016-10-04,46177600000
2016-10-05,46353160000
2016-10-06,46041940000
2016-10-07,46020660000
2016-10-10,46339860000
2016-10-11,46305280000
2016-10-12,46161640000
2016-10-13,45472700000
2016-10-14,45480680000
2016-10-17,45443440000
2016-10-18,45416840000
2016-10-19,45342360000
2016-10-20,45140200000
2016-10-21,45273200000
2016-10-24,45773280000
2016-10-25,45733380000
2016-10-26,46174940000
2016-10-27,46390400000
2016-10-28,46350500000
2016-10-31,46369120000
2016-11-01,45626980000
2016-11-02,45853080000
2016-11-03,46190900000
2016-11-04,46496800000
2016-11-07,47885320000
2016-11-08,48228460000
2016-11-09,48191220000
2016-11-10,48829620000
2016-11-11,48861540000
2016-11-14,49518560000
2016-11-15,49313740000
2016-11-16,48896120000
2016-11-17,49231280000
2016-11-18,49819140000
2016-11-21,50047900000
2016-11-22,50029280000
2016-11-23,50571920000
2016-11-25,50946980000
2016-11-28,50547980000
2016-11-29,50625120000
2016-11-30,50984220000
2016-12-01,51122540000
2016-12-02,51284800000
2016-12-05,51737000000
2016-12-06,51425780000
2016-12-07,52274320000
2016-12-08,52420620000
2016-12-09,52295600000
2016-12-12,52572240000
2016-12-13,53471320000
2016-12-14,52646720000
2016-12-15,52646720000
2016-12-16,52263680000
2016-12-19,52566920000
2016-12-20,52864840000
2016-12-21,51103920000
2016-12-22,50776740000
2016-12-23,51034760000
2016-12-27,50686300000
2016-12-28,50127700000
2016-12-29,49728700000
2016-12-30,49529200000
2017-01-03,49928200000
2017-01-04,50196860000
2017-01-05,50117060000
2017-01-06,50606500000
2017-01-09,50457540000
2017-01-10,50119720000
2017-01-11,50337840000
2017-01-12,49843080000
2017-01-13,49744660000
2017-01-17,49489300000
2017-01-18,49803180000
2017-01-19,49521220000
2017-01-20,49404180000
2017-01-23,49332360000
2017-01-24,50968260000
2017-01-25,51324700000
2017-01-26,51226280000
2017-01-27,52114720000
2017-01-30,51404500000
2017-01-31,50303260000
2017-02-01,49547820000
2017-02-02,49106260000
2017-02-03,50063860000
2017-02-06,50061200000
2017-02-07,50013320000
2017-02-08,49997360000
2017-02-09,50159620000
2017-02-10,50768760000
2017-02-13,51223620000
2017-02-14,51194360000
2017-02-15,51782220000
2017-02-16,51431100000
2017-02-17,51524200000
2017-02-21,51965760000
2017-02-22,51558780000
2017-02-23,50853880000
2017-02-24,51367260000
2017-02-27,51702420000
2017-02-28,51768319613
2017-03-01,52959382620
2017-03-02,52232404974
2017-03-03,52135832297
2017-03-06,52028529324
2017-03-07,51749541592
2017-03-08,51752224167
2017-03-09,51320329698
2017-03-10,51545665943
2017-03-13,51805875654
2017-03-14,51339107718
2017-03-15,51843431694
2017-03-16,51803193079
2017-03-17,52200214082
2017-03-20,51577856835
2017-03-21,51462506138
2017-03-22,52556996469
2017-03-23,50751623938
2017-03-24,50464588484
2017-03-27,50174870455
2017-03-28,50939404142
2017-03-29,51215709299
2017-03-30,52087545959
2017-03-31,52350438245
2017-04-03,52406772306
2017-04-04,52650886571
2017-04-05,52538218448
2017-04-06,52575774489
2017-04-07,52484566962
2017-04-10,52514075279
2017-04-11,51771002187
2017-04-12,49979042528
2017-04-13,49286938348
2017-04-17,49772484304
2017-04-18,49254747456
2017-04-19,49241334585
2017-04-20,50024646292
2017-04-21,49702737371
2017-04-24,50582621755
2017-04-25,50692607302
2017-04-26,50856244337
2017-04-27,51427632672
2017-04-28,50888435229
2017-05-01,50494096801
2017-05-02,50708702749
2017-05-03,50947451865
2017-05-04,51288138806
2017-05-05,51618095450
2017-05-08,51266678211
2017-05-09,51180835832
2017-05-10,50901848101
2017-05-11,51194248704
2017-05-12,51414219800
2017-05-15,52245817845
2017-05-16,52079498236
2017-05-17,50295586300
2017-05-18,50628225518
2017-05-19,50799910276
2017-05-22,51411537226
2017-05-23,51789780208
2017-05-24,51846114269
2017-05-25,52259230717
2017-05-26,52111689128
2017-05-30,52009751303
2017-05-31,51949120000
2017-06-01,53160480000
2017-06-02,54433480000
2017-06-05,54203000000
2017-06-06,54449560000
2017-06-07,55248200000
2017-06-08,55165120000
2017-06-09,55315200000
2017-06-12,56044160000
2017-06-13,56124560000
2017-06-14,55985200000
2017-06-15,56400600000
2017-06-16,56414000000
2017-06-19,56534600000
2017-06-20,55998600000
2017-06-21,56896400000
2017-06-22,56716840000
2017-06-23,57713800000
2017-06-26,57716480000
2017-06-27,57440440000
2017-06-28,58196200000
2017-06-29,57681640000
2017-06-30,58244440000
2017-07-03,58257840000
2017-07-05,58507080000
2017-07-06,57628040000
2017-07-07,58560680000
2017-07-10,58657160000
2017-07-11,58300720000
2017-07-12,58509760000
2017-07-13,58415960000
2017-07-14,58708080000
2017-07-17,57748640000
2017-07-18,56558720000
2017-07-19,57051840000
2017-07-20,56783840000
2017-07-21,56952680000
2017-07-24,56998240000
2017-07-25,57451160000
2017-07-26,57252840000
2017-07-27,55620720000
2017-07-28,55754720000
2017-07-31,55752040000
2017-08-01,55398280000
2017-08-02,56146000000
2017-08-03,56108480000
2017-08-04,56097760000
2017-08-07,55843160000
2017-08-08,55476000000
2017-08-09,55256240000
2017-08-10,54551400000
2017-08-11,54905160000
2017-08-14,55706480000
2017-08-15,56030760000
2017-08-16,56180840000
2017-08-17,55039160000
2017-08-18,55208000000
2017-08-21,55296440000
2017-08-22,56087040000
2017-08-23,55494760000
2017-08-24,55387560000
2017-08-25,55679680000
2017-08-28,55969120000
2017-08-29,56628400000
2017-08-30,57293040000
2017-08-31,57453840000
2017-09-01,57633400000
2017-09-05,57153680000
2017-09-06,56791880000
2017-09-07,57260880000
2017-09-08,56408640000
2017-09-11,56923200000
2017-09-12,57764720000
2017-09-13,57620000000
2017-09-14,57491360000
2017-09-15,57574440000
2017-09-18,57641440000
2017-09-19,57888000000
2017-09-20,59094000000
2017-09-21,58646440000
2017-09-22,58960000000
2017-09-25,58745600000
2017-09-26,58909080000
2017-09-27,58960000000
2017-09-28,60101680000
2017-09-29,60455440000
2017-10-02,60656440000
2017-10-03,59764000000
2017-10-04,59313760000
2017-10-05,59391480000
2017-10-06,59174400000
2017-10-09,59131520000
2017-10-10,59169040000
2017-10-11,59678240000
2017-10-12,60316080000
2017-10-13,59554960000
2017-10-16,59321800000
2017-10-17,58986800000
2017-10-18,59576400000
2017-10-19,60023960000
2017-10-20,60318760000
2017-10-23,60391120000
2017-10-24,60525120000
2017-10-25,60434000000
2017-10-26,61382720000
2017-10-27,61765960000
2017-10-30,61028960000
2017-10-31,60517080000
2017-11-01,60423280000
2017-11-02,60380400000
2017-11-03,60096320000
2017-11-06,59214600000
2017-11-07,59270880000
2017-11-08,59094000000
2017-11-09,58273920000
2017-11-10,58464200000
2017-11-13,59343240000
2017-11-14,58943920000
2017-11-15,57472600000
2017-11-16,58399880000
2017-11-17,57888000000
2017-11-20,58223000000
2017-11-21,58241760000
2017-11-22,58378440000
2017-11-24,58156000000
2017-11-27,58389160000
2017-11-28,58560680000
2017-11-29,60549240000
2017-11-30,62031280000
2017-12-01,61865120000
2017-12-04,64065400000
2017-12-05,63087200000
2017-12-06,63352520000
2017-12-07,64132400000
2017-12-08,64515640000
2017-12-11,63947480000
2017-12-12,64186000000
2017-12-13,64861360000
2017-12-14,63918000000
2017-12-15,64333400000
2017-12-18,64831880000
2017-12-19,65000720000
2017-12-20,67286760000
2017-12-21,67045560000
2017-12-22,67005360000
2017-12-26,66903520000
2017-12-27,67008040000
2017-12-28,66549760000
2017-12-29,66876720000
2018-01-02,69036800000
2018-01-03,69899760000
2018-01-04,70987840000
2018-01-05,71266560000
2018-01-08,72000880000
2018-01-09,71757000000
2018-01-10,71826680000
2018-01-11,72678920000
2018-01-12,72855800000
2018-01-16,72247440000
2018-01-17,72759320000
2018-01-18,72944240000
2018-01-19,73517760000
2018-01-22,73402520000
2018-01-23,72901360000
2018-01-24,72469880000
2018-01-25,71834720000
2018-01-26,72051800000
2018-01-29,71740920000
2018-01-30,70071280000
2018-01-31,70344640000
2018-02-01,70170440000
2018-02-02,68573160000
2018-02-05,66598000000
2018-02-06,67048240000
2018-02-07,67308200000
2018-02-08,64124360000
2018-02-09,63065760000
2018-02-12,64301240000
2018-02-13,64405760000
2018-02-14,64539760000
2018-02-15,65668040000
2018-02-16,65442920000
2018-02-20,64582640000
2018-02-21,65204400000
2018-02-22,65775240000
2018-02-23,67594960000
2018-02-26,68208680000
2018-02-27,66662320000
2018-02-28,65526539824
2018-03-01,64805883508
2018-03-02,64170323140
2018-03-05,64337855789
2018-03-06,64630373113
2018-03-07,64268715331
2018-03-08,63946946274
2018-03-09,65715346460
2018-03-12,65561110053
2018-03-13,66685972126
2018-03-14,65659502244
2018-03-15,65789805416
2018-03-16,67021037425
2018-03-19,66377499312
2018-03-20,67010400431
2018-03-21,66220603656
2018-03-22,62830061946
2018-03-23,61024432283
2018-03-26,63782072874
2018-03-27,62396604457
2018-03-28,62439152432
2018-03-29,63851213332
2018-04-02,63423074340
2018-04-03,64098523433
2018-04-04,63492214798
2018-04-05,64106501178
2018-04-06,62303530763
2018-04-09,62311508508
2018-04-10,63290111920
2018-04-11,63290111920
2018-04-12,64329878044
2018-04-13,65015964131
2018-04-16,66489187745
2018-04-17,67013059680
2018-04-18,67951774365
2018-04-19,66904030495
2018-04-20,65715346460
2018-04-23,66167418688
2018-04-24,65300503710
2018-04-25,65656842996
2018-04-26,65664820741
2018-04-27,66568965197
2018-04-30,65736620448
2018-05-01,65061171354
2018-05-02,63981516504
2018-05-03,64393700006
2018-05-04,65135630309
2018-05-07,64651647100
2018-05-08,64340515038
2018-05-09,64930868182
2018-05-10,65869582868
2018-05-11,66720542356
2018-05-14,66840208534
2018-05-15,65773849925
2018-05-16,65715346460
2018-05-17,66071685746
2018-05-18,66334951338
2018-05-21,67720419754
2018-05-22,67169955335
2018-05-23,66606194674
2018-05-24,66943919221
2018-05-25,66880097260
2018-05-29,65845649632
2018-05-30,67300258507
2018-05-31,66016800000
2018-06-01,67204000000
2018-06-04,66748200000
2018-06-05,66780000000
2018-06-06,67985750000
2018-06-07,68171250000
2018-06-08,68939750000
2018-06-11,69422050000
2018-06-12,70365450000
2018-06-13,69673800000
2018-06-14,69822200000
2018-06-15,70108400000
2018-06-18,69872550000
2018-06-19,68473350000
2018-06-20,66628950000
2018-06-21,65380800000
2018-06-22,64069050000
2018-06-25,62150450000
2018-06-26,62765250000
2018-06-27,60883750000
2018-06-28,60067550000
2018-06-29,60170900000
2018-07-02,60788350000
2018-07-03,60316650000
2018-07-05,60573700000
2018-07-06,60491550000
2018-07-09,62259100000
2018-07-10,62449900000
2018-07-11,61008300000
2018-07-12,61662850000
2018-07-13,61943750000
2018-07-16,60997700000
