,BMY
2004-08-24,45151500000
2004-08-25,46161340000
2004-08-26,46161340000
2004-08-27,47054660000
2004-08-30,46297280000
2004-08-31,46083660000
2004-09-01,45908880000
2004-09-02,46025400000
2004-09-03,46044820000
2004-09-07,45928300000
2004-09-08,46355540000
2004-09-09,46239020000
2004-09-10,46608000000
2004-09-13,46938140000
2004-09-14,47132340000
2004-09-15,47112920000
2004-09-16,47404220000
2004-09-17,47928560000
2004-09-20,47074080000
2004-09-21,47481900000
2004-09-22,46821620000
2004-09-23,46413800000
2004-09-24,46976980000
2004-09-27,46219600000
2004-09-28,46316700000
2004-09-29,46336120000
2004-09-30,46038150000
2004-10-01,46952300000
2004-10-04,47360750000
2004-10-05,46991200000
2004-10-06,47030100000
2004-10-07,45707500000
2004-10-08,45201800000
2004-10-11,45124000000
2004-10-12,44929500000
2004-10-13,44851700000
2004-10-14,44735000000
2004-10-15,44754450000
2004-10-18,45688050000
2004-10-19,45435200000
2004-10-20,45415750000
2004-10-21,45221250000
2004-10-22,45474100000
2004-10-25,44637750000
2004-10-26,45318500000
2004-10-27,46602200000
2004-10-28,46699450000
2004-10-29,45571350000
2004-11-01,45435200000
2004-11-02,45085100000
2004-11-03,46213200000
2004-11-04,46154850000
2004-11-05,46485500000
2004-11-08,46388250000
2004-11-09,46582750000
2004-11-10,47030100000
2004-11-11,47205150000
2004-11-12,47380200000
2004-11-15,47282950000
2004-11-16,47030100000
2004-11-17,47244050000
2004-11-18,46291000000
2004-11-19,45707500000
2004-11-22,45649150000
2004-11-23,45610250000
2004-11-24,45590800000
2004-11-26,45454650000
2004-11-29,45804750000
2004-11-30,45707500000
2004-12-01,46154850000
2004-12-02,46991200000
2004-12-03,46543850000
2004-12-06,46563300000
2004-12-07,46096500000
2004-12-08,46213200000
2004-12-09,45999250000
2004-12-10,46310450000
2004-12-13,47069000000
2004-12-14,47302400000
2004-12-15,48683350000
2004-12-16,49714200000
2004-12-17,49052900000
2004-12-20,48955650000
2004-12-21,49227950000
2004-12-22,49694750000
2004-12-23,50239350000
2004-12-27,49461350000
2004-12-28,49850350000
2004-12-29,49792000000
2004-12-30,49889250000
2004-12-31,49933380000
2005-01-03,49563070000
2005-01-04,49017350000
2005-01-05,48315710000
2005-01-06,48237750000
2005-01-07,48218260000
2005-01-10,48686020000
2005-01-11,47945400000
2005-01-12,48062340000
2005-01-13,47555600000
2005-01-14,47614070000
2005-01-18,47614070000
2005-01-19,47789480000
2005-01-20,47633560000
2005-01-21,47107330000
2005-01-24,46659060000
2005-01-25,46756510000
2005-01-26,46970900000
2005-01-27,46951410000
2005-01-28,45723540000
2005-01-31,45684560000
2005-02-01,46113340000
2005-02-02,46776000000
2005-02-03,46464160000
2005-02-04,47009880000
2005-02-07,47068350000
2005-02-08,46776000000
2005-02-09,46152320000
2005-02-10,46327730000
2005-02-11,46970900000
2005-02-14,47029370000
2005-02-15,46639570000
2005-02-16,46795490000
2005-02-17,46620080000
2005-02-18,47477640000
2005-02-22,47477640000
2005-02-23,48471630000
2005-02-24,48218260000
2005-02-25,48588570000
2005-02-28,48783470000
2005-03-01,49290210000
2005-03-02,49036840000
2005-03-03,48841940000
2005-03-04,48725000000
2005-03-07,48705510000
2005-03-08,48725000000
2005-03-09,48179280000
2005-03-10,48471630000
2005-03-11,48237750000
2005-03-14,48237750000
2005-03-15,47692030000
2005-03-16,47263250000
2005-03-17,47087840000
2005-03-18,47614070000
2005-03-21,47204780000
2005-03-22,48159790000
2005-03-23,49348680000
2005-03-24,48763980000
2005-03-28,48822450000
2005-03-29,48861430000
2005-03-30,49777460000
2005-03-31,49697920000
2005-04-01,48682880000
2005-04-04,49385600000
2005-04-05,49756480000
2005-04-06,49346560000
2005-04-07,49990720000
2005-04-08,49327040000
2005-04-11,48975680000
2005-04-12,49424640000
2005-04-13,50322560000
2005-04-14,50400640000
2005-04-15,50654400000
2005-04-18,50127360000
2005-04-19,50029760000
2005-04-20,49873600000
2005-04-21,50264000000
2005-04-22,50185920000
2005-04-25,50478720000
2005-04-26,50146880000
2005-04-27,50283520000
2005-04-28,50166400000
2005-04-29,50752000000
2005-05-02,50908160000
2005-05-03,51630400000
2005-05-04,51688960000
2005-05-05,50986240000
2005-05-06,50712960000
2005-05-09,50634880000
2005-05-10,49912640000
2005-05-11,49639360000
2005-05-12,49561280000
2005-05-13,49385600000
2005-05-16,49697920000
2005-05-17,49815040000
2005-05-18,49561280000
2005-05-19,49678400000
2005-05-20,50224960000
2005-05-23,50537280000
2005-05-24,50478720000
2005-05-25,49971200000
2005-05-26,49971200000
2005-05-27,49834560000
2005-05-31,49502720000
2005-06-01,49736960000
2005-06-02,49776000000
2005-06-03,49229440000
2005-06-06,49619840000
2005-06-07,49229440000
2005-06-08,48897600000
2005-06-09,48936640000
2005-06-10,48780480000
2005-06-13,49424640000
2005-06-14,49697920000
2005-06-15,49190400000
2005-06-16,49307520000
2005-06-17,49639360000
2005-06-20,49971200000
2005-06-21,50185920000
2005-06-22,50029760000
2005-06-23,49736960000
2005-06-24,49268480000
2005-06-27,48604800000
2005-06-28,49346560000
2005-06-29,49209920000
2005-06-30,48785940000
2005-07-01,49215600000
2005-07-05,49352310000
2005-07-06,48590640000
2005-07-07,48043800000
2005-07-08,48649230000
2005-07-11,48707820000
2005-07-12,48629700000
2005-07-13,48629700000
2005-07-14,48961710000
2005-07-15,49293720000
2005-07-18,49078890000
2005-07-19,49020300000
2005-07-20,49332780000
2005-07-21,48785940000
2005-07-22,48727350000
2005-07-25,48414870000
2005-07-26,48356280000
2005-07-27,49020300000
2005-07-28,49157010000
2005-07-29,48785940000
2005-08-01,48903120000
2005-08-02,48825000000
2005-08-03,49020300000
2005-08-04,48883590000
2005-08-05,48532050000
2005-08-08,48414870000
2005-08-09,49039830000
2005-08-10,48981240000
2005-08-11,49039830000
2005-08-12,48825000000
2005-08-15,48551580000
2005-08-16,48453930000
2005-08-17,48688290000
2005-08-18,48590640000
2005-08-19,48200040000
2005-08-22,48317220000
2005-08-23,47692260000
2005-08-24,47379780000
2005-08-25,47106360000
2005-08-26,46813410000
2005-08-29,47164950000
2005-08-30,46989180000
2005-08-31,47789910000
2005-09-01,47672730000
2005-09-02,47770380000
2005-09-06,48727350000
2005-09-07,49157010000
2005-09-08,48590640000
2005-09-09,49039830000
2005-09-12,48297690000
2005-09-13,48551580000
2005-09-14,48317220000
2005-09-15,48043800000
2005-09-16,48844530000
2005-09-19,48239100000
2005-09-20,47946150000
2005-09-21,47477430000
2005-09-22,47204010000
2005-09-23,47262600000
2005-09-26,47125890000
2005-09-27,47164950000
2005-09-28,47008710000
2005-09-29,46950120000
2005-09-30,47037300000
2005-10-03,46822250000
2005-10-04,46646300000
2005-10-05,45297350000
2005-10-06,45316900000
2005-10-07,44965000000
2005-10-10,44574000000
2005-10-11,44104800000
2005-10-12,44026600000
2005-10-13,43889750000
2005-10-14,43616050000
2005-10-17,43948400000
2005-10-18,43440100000
2005-10-19,43107750000
2005-10-20,42364850000
2005-10-21,41934750000
2005-10-24,42306200000
2005-10-25,42325750000
2005-10-26,42443050000
2005-10-27,42364850000
2005-10-28,41328700000
2005-10-31,41387350000
2005-11-01,41113650000
2005-11-02,41113650000
2005-11-03,41406900000
2005-11-04,41680600000
2005-11-07,41641500000
2005-11-08,41895650000
2005-11-09,42267100000
2005-11-10,42521250000
2005-11-11,43185950000
2005-11-14,42501700000
2005-11-15,42521250000
2005-11-16,42716750000
2005-11-17,42951350000
2005-11-18,43596500000
2005-11-21,43576950000
2005-11-22,43674700000
2005-11-23,43792000000
2005-11-25,43518300000
2005-11-28,43225050000
2005-11-29,42814500000
2005-11-30,42208450000
2005-12-01,42286650000
2005-12-02,42775400000
2005-12-05,42619000000
2005-12-06,42286650000
2005-12-07,42110700000
2005-12-08,42345300000
2005-12-09,41876100000
2005-12-12,41700150000
2005-12-13,42130250000
2005-12-14,42892700000
2005-12-15,42736300000
2005-12-16,43049100000
2005-12-19,43967950000
2005-12-20,43870200000
2005-12-21,44241650000
2005-12-22,44710850000
2005-12-23,44847700000
2005-12-27,45140950000
2005-12-28,44769500000
2005-12-29,45219150000
2005-12-30,44925900000
2006-01-03,45480680000
2006-01-04,44286910000
2006-01-05,44286910000
2006-01-06,44580460000
2006-01-09,44697880000
2006-01-10,44247770000
2006-01-11,44052070000
2006-01-12,43954220000
2006-01-13,43875940000
2006-01-17,43641100000
2006-01-18,43406260000
2006-01-19,44149920000
2006-01-20,43699810000
2006-01-23,43249700000
2006-01-24,41742810000
2006-01-25,42995290000
2006-01-26,44267340000
2006-01-27,44991430000
2006-01-30,44678310000
2006-01-31,44600030000
2006-02-01,45050140000
2006-02-02,44149920000
2006-02-03,43562820000
2006-02-06,43778090000
2006-02-07,43954220000
2006-02-08,44502180000
2006-02-09,44208630000
2006-02-10,43836800000
2006-02-13,44834870000
2006-02-14,44834870000
2006-02-15,45206700000
2006-02-16,44991430000
2006-02-17,45167560000
2006-02-21,44776160000
2006-02-22,45715520000
2006-02-23,45402400000
2006-02-24,44952290000
2006-02-27,45421970000
2006-02-28,45206700000
2006-03-01,44560890000
2006-03-02,44521750000
2006-03-03,44815300000
2006-03-06,44639170000
2006-03-07,44208630000
2006-03-08,44678310000
2006-03-09,44423900000
2006-03-10,44834870000
2006-03-13,44893580000
2006-03-14,44834870000
2006-03-15,44560890000
2006-03-16,44658740000
2006-03-17,44854440000
2006-03-20,45030570000
2006-03-21,44678310000
2006-03-22,49394680000
2006-03-23,49903500000
2006-03-24,49942640000
2006-03-27,49140270000
2006-03-28,48709730000
2006-03-29,48807580000
2006-03-30,48827150000
2006-03-31,48235600000
2006-04-03,48431600000
2006-04-04,48510000000
2006-04-05,48098400000
2006-04-06,48627600000
2006-04-07,48039600000
2006-04-10,47569200000
2006-04-11,47353600000
2006-04-12,47157600000
2006-04-13,47118400000
2006-04-17,47922000000
2006-04-18,48666800000
2006-04-19,48470800000
2006-04-20,48392400000
2006-04-21,48608000000
2006-04-24,48196400000
2006-04-25,48392400000
2006-04-26,48941200000
2006-04-27,49529200000
2006-04-28,49744800000
2006-05-01,49000000000
2006-05-02,48980400000
2006-05-03,48784400000
2006-05-04,49058800000
2006-05-05,49548800000
2006-05-08,49215600000
2006-05-09,49117600000
2006-05-10,48902000000
2006-05-11,48255200000
2006-05-12,47608400000
2006-05-15,47941600000
2006-05-16,48157200000
2006-05-17,47294800000
2006-05-18,47334000000
2006-05-19,47373200000
2006-05-22,46765600000
2006-05-23,47020400000
2006-05-24,46981200000
2006-05-25,48235600000
2006-05-26,48902000000
2006-05-30,48137600000
2006-05-31,48118000000
2006-06-01,49294000000
2006-06-02,49529200000
2006-06-05,49313600000
2006-06-06,49000000000
2006-06-07,48804000000
2006-06-08,49490000000
2006-06-09,48902000000
2006-06-12,47980800000
2006-06-13,48647200000
2006-06-14,48510000000
2006-06-15,49529200000
2006-06-16,49352800000
2006-06-19,49823200000
2006-06-20,50097600000
2006-06-21,50411200000
2006-06-22,50234800000
2006-06-23,49999600000
2006-06-26,50411200000
2006-06-27,49568400000
2006-06-28,49490000000
2006-06-29,50372000000
2006-06-30,50711460000
2006-07-03,50476140000
2006-07-05,49456420000
2006-07-06,49789790000
2006-07-07,49672130000
2006-07-10,49770180000
2006-07-11,49966280000
2006-07-12,49181880000
2006-07-13,48593580000
2006-07-14,48162160000
2006-07-17,48358260000
2006-07-18,48299430000
2006-07-19,50103550000
2006-07-20,50280040000
2006-07-21,50025110000
2006-07-24,50907560000
2006-07-25,50770290000
2006-07-26,50966390000
2006-07-27,47142440000
2006-07-28,47985670000
2006-07-31,47005170000
2006-08-01,46671800000
2006-08-02,46456090000
2006-08-03,46652190000
2006-08-04,44612750000
2006-08-07,44651970000
2006-08-08,41592810000
2006-08-09,41416320000
2006-08-10,40847630000
2006-08-11,39690640000
2006-08-14,40024010000
2006-08-15,40769190000
2006-08-16,41337880000
2006-08-17,42122280000
2006-08-18,42436040000
2006-08-21,42259550000
2006-08-22,42828240000
2006-08-23,42416430000
2006-08-24,42436040000
2006-08-25,42514480000
2006-08-28,42592920000
2006-08-29,43004730000
2006-08-30,43102780000
2006-08-31,42651750000
2006-09-01,45004950000
2006-09-05,44671580000
2006-09-06,44377430000
2006-09-07,44534310000
2006-09-08,45455980000
2006-09-11,45867790000
2006-09-12,47691520000
2006-09-13,48652410000
2006-09-14,48397480000
2006-09-15,48868120000
2006-09-18,48789680000
2006-09-19,48456310000
2006-09-20,48809290000
2006-09-21,48456310000
2006-09-22,49142660000
2006-09-25,49162270000
2006-09-26,49221100000
2006-09-27,49025000000
2006-09-28,48730850000
2006-09-29,48868120000
2006-10-02,48446840000
2006-10-03,48721660000
2006-10-04,48329060000
2006-10-05,48132760000
2006-10-06,47936460000
2006-10-09,47857940000
2006-10-10,48073870000
2006-10-11,47700900000
2006-10-12,48289800000
2006-10-13,48191650000
2006-10-16,48132760000
2006-10-17,48014980000
2006-10-18,48544990000
2006-10-19,48387950000
2006-10-20,48073870000
2006-10-23,48230910000
2006-10-24,48584250000
2006-10-25,48407580000
2006-10-26,48152390000
2006-10-27,48466470000
2006-10-30,47759790000
2006-10-31,48584250000
2006-11-01,48329060000
2006-11-02,48034610000
2006-11-03,48152390000
2006-11-06,48544990000
2006-11-07,49232040000
2006-11-08,48702030000
2006-11-09,48250540000
2006-11-10,47936460000
2006-11-13,47916830000
2006-11-14,47975720000
2006-11-15,48093500000
2006-11-16,48407580000
2006-11-17,48682400000
2006-11-20,48191650000
2006-11-21,48093500000
2006-11-22,48544990000
2006-11-24,48034610000
2006-11-27,48270170000
2006-11-28,48348690000
2006-11-29,48662770000
2006-11-30,48741290000
2006-12-01,48760920000
2006-12-04,49546120000
2006-12-05,49644270000
2006-12-06,49840570000
2006-12-07,49565750000
2006-12-08,49762050000
2006-12-11,49899460000
2006-12-12,49977980000
2006-12-13,50076130000
2006-12-14,50233170000
2006-12-15,50272430000
2006-12-18,50115390000
2006-12-19,50350950000
2006-12-20,50586510000
2006-12-21,51136150000
2006-12-22,51038000000
2006-12-26,51155780000
2006-12-27,51607270000
2006-12-28,51646530000
2006-12-29,51666160000
2007-01-03,51757560000
2007-01-04,52365780000
2007-01-05,51365160000
2007-01-08,51208200000
2007-01-09,51424020000
2007-01-10,51404400000
2007-01-11,52071480000
2007-01-12,51502500000
2007-01-16,52130340000
2007-01-17,52718940000
2007-01-18,52326540000
2007-01-19,52248060000
2007-01-22,51953760000
2007-01-23,52326540000
2007-01-24,52954380000
2007-01-25,51561360000
2007-01-26,51424020000
2007-01-29,53817660000
2007-01-30,54994860000
2007-01-31,56485980000
2007-02-01,56505600000
2007-02-02,56191680000
2007-02-05,56368260000
2007-02-06,56407500000
2007-02-07,56623320000
2007-02-08,56309400000
2007-02-09,55956240000
2007-02-12,54131580000
2007-02-13,54131580000
2007-02-14,54386640000
2007-02-15,54484740000
2007-02-16,54229680000
2007-02-20,53798040000
2007-02-21,53189820000
2007-02-22,53150580000
2007-02-23,53072100000
2007-02-26,53346780000
2007-02-27,51718320000
2007-02-28,51757560000
2007-03-01,52267680000
2007-03-02,51836040000
2007-03-05,51698700000
2007-03-06,52993620000
2007-03-07,53209440000
2007-03-08,53287920000
2007-03-09,52817040000
2007-03-12,53680320000
2007-03-13,52581600000
2007-03-14,53013240000
2007-03-15,53209440000
2007-03-16,52620840000
2007-03-19,52856280000
2007-03-20,53268300000
2007-03-21,54367020000
2007-03-22,54523980000
2007-03-23,54151200000
2007-03-26,54190440000
2007-03-27,54543600000
2007-03-28,54190440000
2007-03-29,54759420000
2007-03-30,54465120000
2007-04-02,54867840000
2007-04-03,54198720000
2007-04-04,54671040000
2007-04-05,54749760000
2007-04-09,54434880000
2007-04-10,54690720000
2007-04-11,54159360000
2007-04-12,54218400000
2007-04-13,55733760000
2007-04-16,56009280000
2007-04-17,55674720000
2007-04-18,55615680000
2007-04-19,55930560000
2007-04-20,56422560000
2007-04-23,56107680000
2007-04-24,56639040000
2007-04-25,58449600000
2007-04-26,57524640000
2007-04-27,57406560000
2007-04-30,56796480000
2007-05-01,56442240000
2007-05-02,56481600000
2007-05-03,57741120000
2007-05-04,59079360000
2007-05-07,59256480000
2007-05-08,59453280000
2007-05-09,59532000000
2007-05-10,58803840000
2007-05-11,59512320000
2007-05-14,59217120000
2007-05-15,59492640000
2007-05-16,59197440000
2007-05-17,59453280000
2007-05-18,59925600000
2007-05-21,59650080000
2007-05-22,59472960000
2007-05-23,59040000000
2007-05-24,59099040000
2007-05-25,59138400000
2007-05-29,59236800000
2007-05-30,59276160000
2007-05-31,59650080000
2007-06-01,59984640000
2007-06-04,59905920000
2007-06-05,59866560000
2007-06-06,59374560000
2007-06-07,57406560000
2007-06-08,57603360000
2007-06-11,57426240000
2007-06-12,56461920000
2007-06-13,58528320000
2007-06-14,58705440000
2007-06-15,60535680000
2007-06-18,59650080000
2007-06-19,62149440000
2007-06-20,61460640000
2007-06-21,63015360000
2007-06-22,61795200000
2007-06-25,62110080000
2007-06-26,62365920000
2007-06-27,63074399999
2007-06-28,62247840000
2007-06-29,62110080000
2007-07-02,62852160000
2007-07-03,62713980000
2007-07-05,62990340000
2007-07-06,62279700000
2007-07-09,61884900000
2007-07-10,61055820000
2007-07-11,62417880000
2007-07-12,63207480000
2007-07-13,63286440000
2007-07-16,63365400000
2007-07-17,63444360000
2007-07-18,63266699999
2007-07-19,63227220000
2007-07-20,62259960000
2007-07-23,63424620000
2007-07-24,61983600000
2007-07-25,62358660000
2007-07-26,58923900000
2007-07-27,56535360000
2007-07-30,56653800000
2007-07-31,56081340000
2007-08-01,56594580000
2007-08-02,56495880000
2007-08-03,55272000000
2007-08-06,56298480000
2007-08-07,57088080000
2007-08-08,59081820000
2007-08-09,55627320000
2007-08-10,56890680000
2007-08-13,57167040000
2007-08-14,56259000000
2007-08-15,55054860000
2007-08-16,54028380000
2007-08-17,54600840000
2007-08-20,55508880000
2007-08-21,55548360000
2007-08-22,56752500000
2007-08-23,57246000000
2007-08-24,58331700000
2007-08-27,58035600000
2007-08-28,56752500000
2007-08-29,57265740000
2007-08-30,56851200000
2007-08-31,57542100000
2007-09-04,57621060000
2007-09-05,56949900000
2007-09-06,56594580000
2007-09-07,54896940000
2007-09-10,55272000000
2007-09-11,55726020000
2007-09-12,55943160000
2007-09-13,56851200000
2007-09-14,56022120000
2007-09-17,55429920000
2007-09-18,57068340000
2007-09-19,57068340000
2007-09-20,56337960000
2007-09-21,57246000000
2007-09-24,56831460000
2007-09-25,56337960000
2007-09-26,57028860000
2007-09-27,57265740000
2007-09-28,56890680000
2007-10-01,57363280000
2007-10-02,57521360000
2007-10-03,58766240000
2007-10-04,58766240000
2007-10-05,59457840000
2007-10-08,59220720000
2007-10-09,58983600000
2007-10-10,58548880000
2007-10-11,58292000000
2007-10-12,58825520000
2007-10-15,58746480000
2007-10-16,57778240000
2007-10-17,58944080000
2007-10-18,58450080000
2007-10-19,57936320000
2007-10-22,57126160000
2007-10-23,56395040000
2007-10-24,56157920000
2007-10-25,58015360000
2007-10-26,58786000000
2007-10-29,58746480000
2007-10-30,59319520000
2007-10-31,59260240000
2007-11-01,57620160000
2007-11-02,57066880000
2007-11-05,57560880000
2007-11-06,57758480000
2007-11-07,56770480000
2007-11-08,56770480000
2007-11-09,55901040000
2007-11-12,55407040000
2007-11-13,55248960000
2007-11-14,55545360000
2007-11-15,54834000000
2007-11-16,54913040000
2007-11-19,55387280000
2007-11-20,55545360000
2007-11-21,54260960000
2007-11-23,55486080000
2007-11-26,54537600000
2007-11-27,55565120000
2007-11-28,57560880000
2007-11-29,58094400000
2007-11-30,58548880000
2007-12-03,58331520000
2007-12-04,57422560000
2007-12-05,57817760000
2007-12-06,57462080000
2007-12-07,57758480000
2007-12-10,57916560000
2007-12-11,56711200000
2007-12-12,57086640000
2007-12-13,56928560000
2007-12-14,55486080000
2007-12-17,54952560000
2007-12-18,55663920000
2007-12-19,55248960000
2007-12-20,55110640000
2007-12-21,55288480000
2007-12-24,55367520000
2007-12-26,55248960000
2007-12-27,54122640000
2007-12-28,53687920000
2007-12-31,52377000000
2008-01-02,51606750000
2008-01-03,51567250000
2008-01-04,50856250000
2008-01-07,51429000000
2008-01-08,52614000000
2008-01-09,53483000000
2008-01-10,53186750000
2008-01-11,52298000000
2008-01-14,53305250000
2008-01-15,51547500000
2008-01-16,50994500000
2008-01-17,49098500000
2008-01-18,48348000000
2008-01-22,45207750000
2008-01-23,44615250000
2008-01-24,46116250000
2008-01-25,45365750000
2008-01-28,46590250000
2008-01-29,46629750000
2008-01-30,45938500000
2008-01-31,45464500000
2008-02-01,47321000000
2008-02-04,47459250000
2008-02-05,46274250000
2008-02-06,47044500000
2008-02-07,46096500000
2008-02-08,45563250000
2008-02-11,45326250000
2008-02-12,45800250000
2008-02-13,47123500000
2008-02-14,45839750000
2008-02-15,46017500000
2008-02-19,45741000000
2008-02-20,45543500000
2008-02-21,44951000000
2008-02-22,44496750000
2008-02-25,45800250000
2008-02-26,46155750000
2008-02-27,45820000000
2008-02-28,45247250000
2008-02-29,44654750000
2008-03-03,44220250000
2008-03-04,43726500000
2008-03-05,43825250000
2008-03-06,42995750000
2008-03-07,43213000000
2008-03-10,42126750000
2008-03-11,42916750000
2008-03-12,42186000000
2008-03-13,42284750000
2008-03-14,40764000000
2008-03-17,40408500000
2008-03-18,42166250000
2008-03-19,42383500000
2008-03-20,42383500000
2008-03-24,42008250000
2008-03-25,42660000000
2008-03-26,41870000000
2008-03-27,42067500000
2008-03-28,42423000000
2008-03-31,42110100000
2008-04-01,43849860000
2008-04-02,42821820000
2008-04-03,43276530000
2008-04-04,43869630000
2008-04-07,43494000000
2008-04-08,43177680000
2008-04-09,42525270000
2008-04-10,43671930000
2008-04-11,42900900000
2008-04-14,42604350000
2008-04-15,42406650000
2008-04-16,43454460000
2008-04-17,42683430000
2008-04-18,43691700000
2008-04-21,43177680000
2008-04-22,42149640000
2008-04-23,42367110000
2008-04-24,43909170000
2008-04-25,43790550000
2008-04-28,43810320000
2008-04-29,43335840000
2008-04-30,43434690000
2008-05-01,45352380000
2008-05-02,46162950000
2008-05-05,45965250000
2008-05-06,45826860000
2008-05-07,44996520000
2008-05-08,45055830000
2008-05-09,42920670000
2008-05-12,42762510000
2008-05-13,42703200000
2008-05-14,42703200000
2008-05-15,43434690000
2008-05-16,43375380000
2008-05-19,43652160000
2008-05-20,43652160000
2008-05-21,43118370000
2008-05-22,43395150000
2008-05-23,42881130000
2008-05-27,43513770000
2008-05-28,43671930000
2008-05-29,44442960000
2008-05-30,45055830000
2008-06-02,43454460000
2008-06-03,43217220000
2008-06-04,42624120000
2008-06-05,42841590000
2008-06-06,41279760000
2008-06-09,40785510000
2008-06-10,39757470000
2008-06-11,39401610000
2008-06-12,38887590000
2008-06-13,39777240000
2008-06-16,39658620000
2008-06-17,39599310000
2008-06-18,39105060000
2008-06-19,39381840000
2008-06-20,38689890000
2008-06-23,38946900000
2008-06-24,39994710000
2008-06-25,40172640000
2008-06-26,38887590000
2008-06-27,40133100000
2008-06-30,40587810000
2008-07-01,41180910000
2008-07-02,40706430000
2008-07-03,41082060000
2008-07-07,40726200000
2008-07-08,42802050000
2008-07-09,42604350000
2008-07-10,42505500000
2008-07-11,41754240000
2008-07-14,41714700000
2008-07-15,42821820000
2008-07-16,44245260000
2008-07-17,44561580000
2008-07-18,43948710000
2008-07-21,43157910000
2008-07-22,42861360000
2008-07-23,43276530000
2008-07-24,43731240000
2008-07-25,43770780000
2008-07-28,43316070000
2008-07-29,42564810000
2008-07-30,42525270000
2008-07-31,41754240000
2008-08-01,41734470000
2008-08-04,42288030000
2008-08-05,43138140000
2008-08-06,43276530000
2008-08-07,42841590000
2008-08-08,44106870000
2008-08-11,44363880000
2008-08-12,43889400000
2008-08-13,43454460000
2008-08-14,43256760000
2008-08-15,43454460000
2008-08-18,42999750000
2008-08-19,42465960000
2008-08-20,42545040000
2008-08-21,43296300000
2008-08-22,44166180000
2008-08-25,43454460000
2008-08-26,43454460000
2008-08-27,42545040000
2008-08-28,42782280000
2008-08-29,42189180000
2008-09-02,42564810000
2008-09-03,42584580000
2008-09-04,42505500000
2008-09-05,42485730000
2008-09-08,44126640000
2008-09-09,43573080000
2008-09-10,42841590000
2008-09-11,43157910000
2008-09-12,43968480000
2008-09-15,42604350000
2008-09-16,42426420000
2008-09-17,40805280000
2008-09-18,41339070000
2008-09-19,41517000000
2008-09-22,40765740000
2008-09-23,40054020000
2008-09-24,40745970000
2008-09-25,40864590000
2008-09-26,41161140000
2008-09-29,39243450000
2008-09-30,41283000000
2008-10-01,41164200000
2008-10-02,40392000000
2008-10-03,40451400000
2008-10-06,38253600000
2008-10-07,37303200000
2008-10-08,37501200000
2008-10-09,35600400000
2008-10-10,34768800000
2008-10-13,37620000000
2008-10-14,37026000000
2008-10-15,34313399999
2008-10-16,34174800000
2008-10-17,34729200000
2008-10-20,36432000000
2008-10-21,36550800000
2008-10-22,34709400000
2008-10-23,35739000000
2008-10-24,34927200000
2008-10-27,36748800000
2008-10-28,40174200000
2008-10-29,39243600000
2008-10-30,40609800000
2008-10-31,40689000000
2008-11-03,40689000000
2008-11-04,42748200000
2008-11-05,41085000000
2008-11-06,39085200000
2008-11-07,40689000000
2008-11-10,40352400000
2008-11-11,39679200000
2008-11-12,38709000000
2008-11-13,39580200000
2008-11-14,38768400000
2008-11-17,39006000000
2008-11-18,40570200000
2008-11-19,40134600000
2008-11-20,38174400000
2008-11-21,37837800000
2008-11-24,39798000000
2008-11-25,40728600000
2008-11-26,40728600000
2008-11-28,40986000000
2008-12-01,38332800000
2008-12-02,40154400000
2008-12-03,42966000000
2008-12-04,40986000000
2008-12-05,42035400000
2008-12-08,43540200000
2008-12-09,40392000000
2008-12-10,42193800000
2008-12-11,42471000000
2008-12-12,44569800000
2008-12-15,44550000000
2008-12-16,44550000000
2008-12-17,44510400000
2008-12-18,45262800000
2008-12-19,45163800000
2008-12-22,45401400000
2008-12-23,45995400000
2008-12-24,45955800000
2008-12-26,45738000000
2008-12-29,45421200000
2008-12-30,45282600000
2008-12-31,45988500000
2009-01-02,47234640000
2009-01-05,45948940000
2009-01-06,44208300000
2009-01-07,43872040000
2009-01-08,44524780000
2009-01-09,44208300000
2009-01-12,43812700000
2009-01-13,43535780000
2009-01-14,43931380000
2009-01-15,43694020000
2009-01-16,43654460000
2009-01-20,43001720000
2009-01-21,44445660000
2009-01-22,44208300000
2009-01-23,44287420000
2009-01-26,44010500000
2009-01-27,45751140000
2009-01-28,44247860000
2009-01-29,43159960000
2009-01-30,42348980000
2009-02-02,43496220000
2009-02-03,45296200000
2009-02-04,44959940000
2009-02-05,45019280000
2009-02-06,45632460000
2009-02-09,45652240000
2009-02-10,44050060000
2009-02-11,44762140000
2009-02-12,44544560000
2009-02-13,43021500000
2009-02-17,42032500000
2009-02-18,41379760000
2009-02-19,40568780000
2009-02-20,40291860000
2009-02-23,39322640000
2009-02-24,40272080000
2009-02-25,40489660000
2009-02-26,38373200000
2009-02-27,36414980000
2009-03-02,35089720000
2009-03-03,34634780000
2009-03-04,36573220000
2009-03-05,34990820000
2009-03-06,36296300000
2009-03-09,37601780000
2009-03-10,40014940000
2009-03-11,38531440000
2009-03-12,41102840000
2009-03-13,41439100000
2009-03-16,40588560000
2009-03-17,41656680000
2009-03-18,41894040000
2009-03-19,41201740000
2009-03-20,40529220000
2009-03-23,41973160000
2009-03-24,41181960000
2009-03-25,41656680000
2009-03-26,41716020000
2009-03-27,40865480000
2009-03-30,41577560000
2009-03-31,43401600000
2009-04-01,43500600000
2009-04-02,42233400000
2009-04-03,39936600000
2009-04-06,40609800000
2009-04-07,40174200000
2009-04-08,40411800000
2009-04-09,39956400000
