,VIAV
2014-01-03,1734368688
2014-01-06,1715733864
2014-01-07,1731706470
2014-01-08,1751672286
2014-01-09,1651842972
2014-01-10,1630546164
2014-01-13,1597269726
2014-01-14,1607918130
2014-01-15,1605255912
2014-01-16,1613242332
2014-01-17,1602593928
2014-01-21,1613242332
2014-01-22,1662491376
2014-01-23,1629214938
2014-01-24,1567986264
2014-01-27,1589283306
2014-01-28,1582627878
2014-01-29,1603924920
2014-01-30,1693105830
2014-01-31,1768976118
2014-02-03,1699761024
2014-02-04,1702423242
2014-02-05,1687781628
2014-02-06,1743686100
2014-02-07,1766313900
2014-02-10,1782286740
2014-02-11,1783617732
2014-02-12,1779624522
2014-02-13,1795597362
2014-02-14,1822218372
2014-02-18,1806245766
2014-02-19,1780955748
2014-02-20,1820887380
2014-02-21,1786279950
2014-02-24,1783617732
2014-02-25,1799590338
2014-02-26,1839522204
2014-02-27,1871467650
2014-02-28,1834198002
2014-03-03,1826211582
2014-03-04,1859488020
2014-03-05,1851501600
2014-03-06,1818225162
2014-03-07,1835528994
2014-03-10,1826211582
2014-03-11,1768976118
2014-03-12,1864812222
2014-03-13,1860819012
2014-03-14,1910068290
2014-03-17,1898088660
2014-03-18,1930034106
2014-03-19,1919385702
2014-03-20,1936689534
2014-03-21,1946006712
2014-03-24,1903412862
2014-03-25,1900750877
2014-03-26,1848839616
2014-03-27,1819556388
2014-03-28,1804914774
2014-03-31,1832187319
2014-04-01,1877992031
2014-04-02,1871448369
2014-04-03,1841348262
2014-04-04,1794234910
2014-04-07,1768060723
2014-04-08,1795543550
2014-04-09,1820408866
2014-04-10,1728799673
2014-04-11,1689538393
2014-04-14,1681686321
2014-04-15,1707860277
2014-04-16,1737960615
2014-04-17,1757591140
2014-04-21,1757591140
2014-04-22,1771986874
2014-04-23,1789000118
2014-04-24,1768060723
2014-04-25,1715712579
2014-04-28,1669907868
2014-04-29,1684303601
2014-04-30,1658129415
2014-05-01,1422562654
2014-05-02,1434340877
2014-05-05,1425179935
2014-05-06,1388536166
2014-05-07,1405549410
2014-05-08,1393770957
2014-05-09,1422562654
2014-05-12,1447427971
2014-05-13,1434340877
2014-05-14,1418636503
2014-05-15,1429106086
2014-05-16,1418636503
2014-05-19,1446119330
2014-05-20,1412092842
2014-05-21,1410784201
2014-05-22,1412092842
2014-05-23,1413401712
2014-05-27,1429106086
2014-05-28,1460515064
2014-05-29,1467058496
2014-05-30,1435649748
2014-06-02,1406858050
2014-06-03,1406858050
2014-06-04,1405549410
2014-06-05,1439575669
2014-06-06,1450045481
2014-06-09,1465749855
2014-06-10,1478836949
2014-06-11,1495849963
2014-06-12,1508937056
2014-06-13,1516789358
2014-06-16,1511554567
2014-06-17,1536419883
2014-06-18,1524641661
2014-06-19,1552124488
2014-06-20,1567828862
2014-06-23,1557359279
2014-06-24,1537728754
2014-06-25,1536419883
2014-06-26,1621485875
2014-06-27,1616250854
2014-06-30,1637130870
2014-07-01,1646320864
2014-07-02,1641069472
2014-07-03,1658136440
2014-07-07,1646320864
2014-07-08,1602996473
2014-07-09,1595119500
2014-07-10,1583303694
2014-07-11,1599058102
2014-07-14,1601683683
2014-07-15,1579365092
2014-07-16,1578052302
2014-07-17,1587242296
2014-07-18,1618750881
2014-07-21,1605622285
2014-07-22,1625315064
2014-07-23,1580678113
2014-07-24,1560985103
2014-07-25,1555733711
2014-07-28,1549169528
2014-07-29,1541292324
2014-07-30,1553108130
2014-07-31,1558359522
2014-08-01,1530789539
2014-08-04,1541292324
2014-08-05,1547856738
2014-08-06,1560985103
2014-08-07,1525538147
2014-08-08,1549169528
2014-08-11,1571488119
2014-08-12,1563610915
2014-08-13,1431012622
2014-08-14,1436264014
2014-08-15,1427074020
2014-08-18,1442828197
2014-08-19,1450705401
2014-08-20,1459895396
2014-08-21,1525538147
2014-08-22,1513722341
2014-08-25,1528163728
2014-08-26,1567549517
2014-08-27,1530789539
2014-08-28,1511096760
2014-08-29,1516348152
2014-09-02,1476962363
2014-09-03,1466459578
2014-09-04,1431012622
2014-09-05,1466459578
2014-09-08,1542605345
2014-09-09,1537353722
2014-09-10,1589868108
2014-09-11,1753974986
2014-09-12,1763164980
2014-09-15,1781544969
2014-09-16,1778919157
2014-09-17,1781544969
2014-09-18,1799924958
2014-09-19,1751349174
2014-09-22,1710650825
2014-09-23,1713276406
2014-09-24,1730343604
2014-09-25,1688332234
2014-09-26,1694896417
2014-09-29,1712364634
2014-09-30,1689920332
2014-10-01,1736129121
2014-10-02,1733488519
2014-10-03,1715005003
2014-10-06,1713684819
2014-10-07,1667476030
2014-10-08,1689920332
2014-10-09,1662195058
2014-10-10,1534130866
2014-10-13,1519608137
2014-10-14,1542052439
2014-10-15,1552614382
2014-10-16,1563176324
2014-10-17,1561856139
2014-10-20,1582980025
2014-10-21,1625228027
2014-10-22,1576378868
2014-10-23,1638430571
2014-10-24,1597502754
2014-10-27,1608064928
2014-10-28,1646352144
2014-10-29,1641071173
2014-10-30,1712364634
2014-10-31,1777056938
2014-11-03,1792899852
2014-11-04,1778377123
2014-11-05,1783658094
2014-11-06,1771775967
2014-11-07,1799501240
2014-11-10,1799501240
2014-11-11,1765174579
2014-11-12,1746691063
2014-11-13,1695201303
2014-11-14,1722926576
2014-11-17,1730848149
2014-11-18,1744050694
2014-11-19,1749331665
2014-11-20,1782337910
2014-11-21,1766494996
2014-11-24,1774416337
2014-11-25,1769135365
2014-11-26,1777056938
2014-11-28,1761213792
2014-12-01,1724246761
2014-12-02,1697841905
2014-12-03,1732168334
2014-12-04,1718965790
2014-12-05,1758573423
2014-12-08,1748011480
2014-12-09,1836468040
2014-12-10,1799501240
2014-12-11,1815344154
2014-12-12,1823265727
2014-12-15,1803461795
2014-12-16,1786298696
2014-12-17,1807422581
2014-12-18,1849670584
2014-12-19,1839108641
2014-12-22,1843069428
2014-12-23,1832507485
2014-12-24,1849670584
2014-12-26,1837788456
2014-12-29,1757672152
2014-12-30,1774217793
2014-12-31,1746217271
2015-01-02,1743671891
2015-01-05,1739853597
2015-01-06,1699125503
2015-01-07,1725853336
2015-01-08,1738580683
2015-01-09,1709307471
2015-01-12,1722035042
2015-01-13,1723307732
2015-01-14,1705489177
2015-01-15,1646942528
2015-01-16,1668579377
2015-01-20,1682579638
2015-01-21,1682579638
2015-01-22,1701670883
2015-01-23,1737307993
2015-01-26,1766581430
2015-01-27,1752581168
2015-01-28,1729671406
2015-01-29,1687670622
2015-01-30,1546395096
2015-02-02,1588395880
2015-02-03,1598577847
2015-02-04,1589668570
2015-02-05,1626578593
2015-02-06,1601123451
2015-02-09,1632942267
2015-02-10,1646942528
2015-02-11,1655851806
2015-02-12,1658397410
2015-02-13,1687670622
2015-02-17,1667306687
2015-02-18,1662215480
2015-02-19,1690216226
2015-02-20,1722035042
2015-02-23,1699125503
2015-02-24,1719489438
2015-02-25,1704216487
2015-02-26,1695307210
2015-02-27,1752581168
2015-03-02,1757672152
2015-03-03,1719489438
2015-03-04,1678761345
2015-03-05,1695307210
2015-03-06,1767854120
2015-03-09,1767854120
2015-03-10,1723307732
2015-03-11,1730944320
2015-03-12,1760217532
2015-03-13,1734762613
2015-03-16,1772945103
2015-03-17,1769126810
2015-03-18,1766581430
2015-03-19,1760217532
2015-03-20,1769126810
2015-03-23,1746217271
2015-03-24,1715671145
2015-03-25,1659670100
2015-03-26,1658397410
2015-03-27,1652033512
2015-03-30,1713773828
2015-03-31,1711165245
2015-04-01,1698122785
2015-04-02,1692905847
2015-04-06,1702035546
2015-04-07,1707252484
2015-04-08,1704644130
2015-04-09,1717686589
2015-04-10,1704644130
2015-04-13,1704644130
2015-04-14,1720294943
2015-04-15,1763334852
2015-04-16,1765943436
2015-04-17,1747684039
2015-04-20,1735945986
2015-04-21,1741162924
2015-04-22,1742467101
2015-04-23,1739858517
2015-04-24,1742467101
2015-04-27,1730728819
2015-04-28,1739858517
2015-04-29,1726816287
2015-04-30,1651170115
2015-05-01,1639432062
2015-05-04,1674646450
2015-05-05,1621172665
2015-05-06,1596391924
2015-05-07,1615955727
2015-05-08,1634215125
2015-05-11,1628997957
2015-05-12,1613347144
2015-05-13,1630302364
2015-05-14,1649865938
2015-05-15,1662908397
2015-05-18,1673342273
2015-05-19,1665516752
2015-05-20,1647257355
2015-05-21,1665516752
2015-05-22,1668125335
2015-05-26,1643344594
2015-05-27,1668125335
2015-05-28,1665516752
2015-05-29,1672038096
2015-06-01,1681167795
2015-06-02,1683776149
2015-06-03,1704644130
2015-06-04,1688993087
2015-06-05,1709861067
2015-06-08,1665516752
2015-06-09,1666821158
2015-06-10,1695514431
2015-06-11,1690297493
2015-06-12,1666821158
2015-06-15,1658995637
2015-06-16,1648561761
2015-06-17,1644649000
2015-06-18,1677255034
2015-06-19,1662908397
2015-06-22,1652474292
2015-06-23,1655082876
2015-06-24,1636823479
2015-06-25,1617259905
2015-06-26,1566394474
2015-06-29,1492686469
2015-06-30,1477376950
2015-07-01,1465894643
2015-07-02,1453136599
2015-07-06,1436551343
2015-07-07,1451860862
2015-07-08,1432723908
2015-07-09,1408483556
2015-07-10,1414862691
2015-07-13,1428896472
2015-07-14,1439102818
2015-07-15,1422517562
2015-07-16,1425069036
2015-07-17,1413586953
2015-07-20,1399553172
2015-07-21,1441654516
2015-07-22,1427620735
2015-07-23,1446757689
2015-07-24,1425069036
2015-07-27,1414862691
2015-07-28,1405932082
2015-07-29,1417414165
2015-07-30,1411035255
2015-07-31,1414862691
2015-08-03,1386795128
2015-08-04,1399542855
2015-08-05,1410757141
2015-08-06,1372628569
2015-08-07,1388328569
2015-08-10,1392814283
2015-08-11,1312071426
2015-08-12,1247028569
2015-08-13,1321042855
2015-08-14,1273942855
2015-08-17,1267214284
2015-08-18,1264971426
2015-08-19,1240299998
2015-08-20,1215628569
2015-08-21,1199928569
2015-08-24,1161799998
2015-08-25,1173014284
2015-08-26,1213385712
2015-08-27,1235814284
2015-08-28,1244785712
2015-08-31,1204414284
2015-09-01,1269457141
2015-09-02,1269457141
2015-09-03,1296371426
2015-09-04,1244785712
2015-09-08,1260485712
2015-09-09,1247028569
2015-09-10,1235814284
2015-09-11,1208899998
2015-09-14,1211142855
2015-09-15,1258242855
2015-09-16,1255999998
2015-09-17,1258242855
2015-09-18,1231328569
2015-09-21,1220114284
2015-09-22,1188714284
2015-09-23,1166285712
2015-09-24,1197685712
2015-09-25,1238057141
2015-09-28,1202171427
2015-09-29,1197685712
2015-09-30,1204414284
2015-10-01,1233571427
2015-10-02,1285157141
2015-10-05,1350675000
2015-10-06,1348326000
2015-10-07,1362420000
2015-10-08,1374165000
2015-10-09,1371816000
2015-10-12,1360071000
2015-10-13,1360071000
2015-10-14,1369467000
2015-10-15,1395306000
2015-10-16,1407051000
2015-10-19,1392957000
2015-10-20,1390608000
2015-10-21,1369467000
2015-10-22,1398829500
2015-10-23,1392957000
2015-10-26,1388259000
2015-10-27,1338930000
2015-10-28,1425843000
2015-10-29,1404702000
2015-10-30,1397655000
2015-11-02,1392957000
2015-11-03,1484568000
2015-11-04,1486917000
2015-11-05,1482219000
2015-11-06,1533897000
2015-11-09,1498662000
2015-11-10,1498662000
2015-11-11,1505709000
2015-11-12,1468125000
2015-11-13,1437588000
2015-11-16,1446984000
2015-11-17,1430541000
2015-11-18,1442286000
2015-11-19,1470474000
2015-11-20,1475172000
2015-11-23,1479870000
2015-11-24,1496313000
2015-11-25,1491615000
2015-11-27,1496313000
2015-11-30,1493964000
2015-12-01,1501011000
2015-12-02,1479870000
2015-12-03,1456380000
2015-12-04,1484568000
2015-12-07,1479870000
2015-12-08,1442286000
2015-12-09,1423494000
2015-12-10,1374165000
2015-12-11,1371816000
2015-12-14,1354198500
2015-12-15,1353024000
2015-12-16,1400004000
2015-12-17,1392957000
2015-12-18,1421145000
2015-12-21,1409400000
2015-12-22,1416447000
2015-12-23,1446984000
2015-12-24,1458729000
2015-12-28,1435239000
2015-12-29,1442286000
2015-12-30,1430541000
2015-12-31,1430541000
2016-01-04,1412880000
2016-01-05,1401280000
2016-01-06,1380400000
2016-01-07,1294560000
2016-01-08,1276000000
2016-01-11,1271360000
2016-01-12,1262080000
2016-01-13,1220320000
2016-01-14,1201760000
2016-01-15,1173920000
2016-01-19,1146080000
2016-01-20,1097360000
2016-01-21,1097360000
2016-01-22,1136800000
2016-01-25,1139120000
2016-01-26,1136800000
2016-01-27,1129840000
2016-01-28,1111280000
2016-01-29,1160000000
2016-02-01,1162320000
2016-02-02,1166960000
2016-02-03,1357200000
2016-02-04,1392000000
2016-02-05,1380400000
2016-02-08,1343280000
2016-02-09,1364160000
2016-02-10,1366480000
2016-02-11,1352560000
2016-02-12,1380400000
2016-02-16,1403600000
2016-02-17,1417520000
2016-02-18,1470880000
2016-02-19,1459280000
2016-02-22,1480160000
2016-02-23,1468560000
2016-02-24,1496400000
2016-02-25,1512640000
2016-02-26,1524240000
2016-02-29,1514960000
2016-03-01,1535840000
2016-03-02,1561360000
2016-03-03,1512640000
2016-03-04,1542800000
2016-03-07,1554400000
2016-03-08,1477840000
2016-03-09,1517280000
2016-03-10,1501040000
2016-03-11,1549760000
2016-03-14,1540480000
2016-03-15,1512640000
2016-03-16,1531200000
2016-03-17,1547440000
2016-03-18,1575280000
2016-03-21,1586880000
2016-03-22,1591520000
2016-03-23,1554400000
2016-03-24,1570640000
2016-03-28,1556720000
2016-03-29,1577600000
2016-03-30,1586880000
2016-03-31,1591520000
2016-04-01,1610080000
2016-04-04,1541477830
2016-04-05,1525492134
2016-04-06,1552896184
2016-04-07,1530059476
2016-04-08,1543761501
2016-04-11,1543761501
2016-04-12,1516357451
2016-04-13,1550612513
2016-04-14,1546045172
2016-04-15,1507222767
2016-04-18,1509506438
2016-04-19,1493520742
2016-04-20,1493520742
2016-04-21,1484386059
2016-04-22,1516357451
2016-04-25,1514073780
2016-04-26,1511790109
2016-04-27,1543761501
2016-04-28,1523208463
2016-04-29,1486669729
2016-05-02,1498088084
2016-05-03,1468400362
2016-05-04,1445563654
2016-05-05,1434145300
2016-05-06,1450130996
2016-05-09,1429577958
2016-05-10,1440996312
2016-05-11,1438712641
2016-05-12,1438712641
2016-05-13,1422726945
2016-05-16,1429577958
2016-05-17,1422726945
2016-05-18,1434145300
2016-05-19,1406741249
2016-05-20,1413592262
2016-05-23,1493520742
2016-05-24,1534626817
2016-05-25,1527775805
2016-05-26,1548328843
2016-05-27,1550612513
2016-05-31,1559747197
2016-06-01,1559747197
2016-06-02,1566598209
2016-06-03,1571165551
2016-06-06,1575732893
2016-06-07,1575732893
2016-06-08,1573449222
2016-06-09,1580300235
2016-06-10,1590576753
2016-06-13,1548328843
2016-06-14,1541477830
2016-06-15,1566598209
2016-06-16,1587151247
2016-06-17,1603136943
2016-06-20,1621406310
2016-06-21,1628257323
2016-06-22,1614555298
2016-06-23,1619122639
2016-06-24,1532343147
2016-06-27,1466116692
2016-06-28,1514073780
2016-06-29,1501513590
2016-06-30,1514073780
2016-07-01,1509506438
2016-07-05,1496656000
2016-07-06,1505952000
2016-07-07,1524544000
2016-07-08,1568700000
2016-07-11,1598912000
2016-07-12,1626800000
2016-07-13,1612856000
2016-07-14,1626800000
2016-07-15,1633772000
2016-07-18,1633772000
2016-07-19,1615180000
2016-07-20,1624476000
2016-07-21,1645392000
2016-07-22,1654688000
2016-07-25,1654688000
2016-07-26,1657012000
2016-07-27,1659336000
2016-07-28,1645392000
2016-07-29,1657012000
2016-08-01,1657012000
2016-08-02,1629124000
2016-08-03,1661660000
2016-08-04,1659336000
2016-08-05,1684900000
2016-08-08,1684900000
2016-08-09,1703492000
2016-08-10,1691872000
2016-08-11,1703492000
2016-08-12,1696520000
2016-08-15,1752296000
2016-08-16,1766240000
2016-08-17,1780184000
2016-08-18,1815044000
2016-08-19,1805748000
2016-08-22,1805748000
2016-08-23,1819692000
2016-08-24,1801100000
2016-08-25,1796452000
2016-08-26,1805748000
2016-08-29,1808072000
2016-08-30,1819692000
2016-08-31,1808072000
2016-09-01,1824340000
2016-09-02,1822016000
2016-09-06,1819692000
2016-09-07,1828988000
2016-09-08,1805748000
2016-09-09,1749972000
2016-09-12,1784832000
2016-09-13,1745324000
2016-09-14,1745324000
2016-09-15,1736028000
2016-09-16,1705816000
2016-09-19,1724408000
2016-09-20,1698844000
2016-09-21,1712788000
2016-09-22,1743000000
2016-09-23,1726732000
2016-09-26,1687224000
2016-09-27,1710464000
2016-09-28,1712788000
2016-09-29,1687224000
2016-09-30,1717436000
2016-10-03,1684955000
2016-10-04,1671125000
2016-10-05,1701090000
2016-10-06,1701090000
2016-10-07,1671125000
2016-10-10,1687260000
2016-10-11,1714920000
2016-10-12,1712615000
2016-10-13,1678040000
2016-10-14,1673430000
2016-10-17,1657295000
2016-10-18,1675735000
2016-10-19,1694175000
2016-10-20,1680345000
2016-10-21,1657295000
2016-10-24,1680345000
2016-10-25,1664210000
2016-10-26,1671125000
2016-10-27,1648075000
2016-10-28,1638855000
2016-10-31,1641160000
2016-11-01,1638855000
2016-11-02,1652685000
2016-11-03,1668820000
2016-11-04,1682650000
2016-11-07,1728750000
2016-11-08,1742580000
2016-11-09,1802510000
2016-11-10,1786375000
2016-11-11,1797900000
2016-11-14,1811730000
2016-11-15,1820950000
2016-11-16,1827865000
2016-11-17,1818645000
2016-11-18,1830170000
2016-11-21,1814035000
2016-11-22,1827865000
2016-11-23,1855525000
2016-11-25,1846305000
2016-11-28,1827865000
2016-11-29,1846305000
2016-11-30,1809425000
2016-12-01,1761020000
2016-12-02,1786375000
2016-12-05,1846305000
2016-12-06,1901625000
2016-12-07,1924675000
2016-12-08,1945420000
2016-12-09,1966164999
2016-12-12,1954640000
2016-12-13,1954640000
2016-12-14,1952335000
2016-12-15,1966164999
2016-12-16,1931590000
2016-12-19,1924675000
2016-12-20,1938505000
2016-12-21,1936200000
2016-12-22,1917760000
2016-12-23,1929284999
2016-12-27,1938505000
2016-12-28,1901625000
2016-12-29,1913150000
2016-12-30,1885490000
2017-01-03,1917783999
2017-01-04,1961370000
2017-01-05,1945312000
2017-01-06,1954488000
2017-01-09,1920077999
2017-01-10,1920077999
2017-01-11,1929254000
2017-01-12,1917783999
2017-01-13,1970546000
2017-01-17,1947606000
2017-01-18,1926960000
2017-01-19,1945312000
2017-01-20,1968252000
2017-01-23,2066894000
2017-01-24,2138008000
2017-01-25,2069188000
2017-01-26,2087540000
2017-01-27,2117362000
2017-01-30,2027896000
2017-01-31,2053129999
2017-02-01,2131125999
2017-02-02,2128831999
2017-02-03,2117362000
2017-02-06,2165536000
2017-02-07,2181594000
2017-02-08,2303176000
2017-02-09,2360526000
2017-02-10,2344468000
2017-02-13,2427052000
2017-02-14,2436228000
2017-02-15,2468344000
2017-02-16,2454580000
2017-02-17,2456874000
2017-02-21,2463756000
2017-02-22,2413288000
2017-02-23,2367408000
2017-02-24,2394936000
2017-02-27,2289412000
2017-02-28,2298588000
2017-03-01,2303176000
2017-03-02,2243532000
2017-03-03,2268766000
2017-03-06,2282530000
2017-03-07,2259590000
2017-03-08,2232062000
2017-03-09,2229768000
2017-03-10,2220592000
2017-03-13,2213710000
2017-03-14,2211416000
2017-03-15,2271060000
2017-03-16,2339880000
2017-03-17,2454580000
2017-03-20,2472932000
2017-03-21,2436228000
2017-03-22,2479814000
2017-03-23,2472932000
2017-03-24,2459168000
2017-03-27,2498166000
2017-03-28,2484402000
2017-03-29,2488990000
2017-03-30,2477520000
2017-03-31,2459168000
2017-04-03,2352555000
2017-04-04,2345736000
2017-04-05,2254816000
2017-04-06,2332098000
2017-04-07,2286638000
2017-04-10,2261635000
2017-04-11,2234359000
2017-04-12,2152531000
2017-04-13,2191172000
2017-04-17,2197991000
2017-04-18,2236632000
2017-04-19,2227540000
2017-04-20,2266181000
2017-04-21,2250270000
2017-04-24,2279819000
2017-04-25,2313914000
2017-04-26,2263908000
2017-04-27,2275273000
2017-04-28,2273000000
2017-05-01,2298003000
2017-05-02,2302549000
2017-05-03,2361647000
2017-05-04,2468478000
2017-05-05,2575309000
2017-05-08,2618496000
2017-05-09,2623042000
2017-05-10,2620769000
2017-05-11,2618496000
2017-05-12,2650318000
2017-05-15,2634407000
2017-05-16,2613950000
2017-05-17,2477570000
2017-05-18,2488935000
2017-05-19,2488935000
2017-05-22,2586674000
2017-05-23,2559398000
2017-05-24,2529849000
2017-05-25,2541214000
2017-05-26,2582128000
2017-05-30,2566217000
2017-05-31,2552579000
2017-06-01,2629861000
2017-06-02,2588947000
2017-06-05,2548033000
2017-06-06,2598039000
2017-06-07,2584401000
2017-06-08,2598039000
2017-06-09,2534395000
2017-06-12,2518484000
2017-06-13,2541214000
2017-06-14,2511665000
2017-06-15,2509392000
2017-06-16,2570763000
2017-06-19,2570763000
2017-06-20,2504846000
2017-06-21,2461659000
2017-06-22,2484389000
2017-06-23,2527576000
2017-06-26,2468478000
2017-06-27,2457113000
2017-06-28,2509392000
2017-06-29,2400288000
2017-06-30,2393469000
2017-07-03,2401893000
2017-07-05,2461199000
2017-07-06,2429265000
2017-07-07,2488571000
2017-07-10,2484009000
2017-07-11,2465761000
2017-07-12,2488571000
2017-07-13,2527348000
2017-07-14,2504538000
2017-07-17,2522786000
2017-07-18,2472604000
2017-07-19,2502257000
2017-07-20,2452075000
2017-07-21,2566125000
2017-07-24,2600340000
2017-07-25,2618588000
2017-07-26,2607183000
2017-07-27,2504538000
2017-07-28,2509100000
2017-07-31,2502257000
2017-08-01,2554720000
2017-08-02,2481728000
2017-08-03,2456637000
2017-08-04,2413298000
2017-08-07,2479447000
2017-08-08,2520505000
2017-08-09,2502257000
2017-08-10,2401893000
2017-08-11,2399612000
2017-08-14,2452075000
2017-08-15,2424703000
2017-08-16,2415579000
2017-08-17,2330041500
2017-08-18,2301529000
2017-08-21,2251347000
2017-08-22,2306091000
2017-08-23,2299248000
2017-08-24,2326620000
2017-08-25,2308372000
2017-08-28,2306091000
2017-08-29,2306091000
2017-08-30,2308372000
2017-08-31,2290124000
2017-09-01,2344868000
2017-09-05,2322058000
2017-09-06,2319777000
2017-09-07,2292405000
2017-09-08,2276438000
2017-09-11,2324339000
2017-09-12,2365397000
2017-09-13,2317496000
2017-09-14,2265033000
2017-09-15,2233099000
2017-09-18,2262752000
2017-09-19,2233099000
2017-09-20,2196603000
2017-09-21,2173793000
2017-09-22,2180636000
2017-09-25,2105363000
2017-09-26,2084834000
2017-09-27,2194322000
2017-09-28,2155545000
2017-09-29,2157826000
2017-10-02,2210328000
2017-10-03,2203506000
2017-10-04,2176218000
2017-10-05,2162574000
2017-10-06,2167122000
2017-10-09,2171670000
2017-10-10,2155752000
2017-10-11,2144382000
2017-10-12,2194410000
2017-10-13,2158026000
2017-10-16,2137560000
2017-10-17,2117094000
2017-10-18,2137560000
2017-10-19,2121642000
2017-10-20,2144382000
2017-10-23,2169396000
2017-10-24,2176218000
2017-10-25,2142108000
2017-10-26,2107998000
2017-10-27,2110271999
2017-10-30,2117094000
2017-10-31,2110271999
2017-11-01,2085258000
2017-11-02,1978379999
2017-11-03,1973832000
2017-11-06,2019312000
2017-11-07,1964736000
2017-11-08,1962462000
2017-11-09,1914708000
2017-11-10,1944270000
2017-11-13,1967010000
2017-11-14,1926078000
2017-11-15,1971558000
2017-11-16,1994298000
2017-11-17,1998845999
2017-11-20,2032956000
2017-11-21,2067066000
2017-11-22,2060244000
2017-11-24,2076162000
2017-11-27,2064792000
2017-11-28,2112545999
2017-11-29,2112545999
2017-11-30,2130737999
2017-12-01,2087532000
2017-12-04,2030682000
2017-12-05,2021586000
2017-12-06,1985202000
2017-12-07,2003394000
2017-12-08,2005668000
2017-12-11,2017037999
2017-12-12,1982928000
2017-12-13,2012490000
2017-12-14,1967010000
2017-12-15,1967010000
2017-12-18,2012490000
2017-12-19,2005668000
2017-12-20,2014763999
2017-12-21,2017037999
2017-12-22,2005668000
2017-12-26,1973832000
2017-12-27,1989750000
2017-12-28,1989750000
2017-12-29,1987476000
2018-01-02,2027648000
2018-01-03,2032174000
2018-01-04,2025384999
2018-01-05,2043488999
2018-01-08,2000492000
2018-01-09,1986913999
2018-01-10,1975599000
2018-01-11,2007280999
2018-01-12,2045751999
2018-01-16,2048015000
2018-01-17,2048015000
2018-01-18,2023122000
2018-01-19,1991440000
2018-01-22,1975599000
2018-01-23,1955232000
2018-01-24,1932601999
2018-01-25,1964284000
2018-01-26,1977862000
2018-01-29,1966547000
2018-01-30,1948442999
2018-01-31,1941654000
2018-02-01,1962021000
2018-02-02,2263000000
2018-02-05,2195110000
2018-02-06,2260737000
2018-02-07,2224529000
2018-02-08,2210951000
2018-02-09,2195110000
2018-02-12,2199636000
2018-02-13,2199636000
2018-02-14,2188321000
2018-02-15,2195110000
2018-02-16,2247159000
2018-02-20,2231318000
2018-02-21,2220003000
2018-02-22,2186058000
2018-02-23,2208688000
2018-02-26,2251685000
2018-02-27,2215477000
2018-02-28,2177006000
2018-03-01,2170217000
2018-03-02,2215477000
2018-03-05,2274315000
2018-03-06,2317312000
2018-03-07,2321838000
2018-03-08,2373887000
2018-03-09,2407832000
2018-03-12,2385202000
2018-03-13,2335416000
2018-03-14,2296945000
2018-03-15,2285630000
2018-03-16,2287893000
2018-03-19,2281104000
2018-03-20,2305997000
2018-03-21,2285630000
2018-03-22,2231318000
2018-03-23,2192847000
2018-03-26,2226792000
2018-03-27,2179269000
2018-03-28,2145324000
2018-03-29,2199636000
2018-04-02,2172135000
2018-04-03,2149485000
2018-04-04,2187990000
2018-04-05,2210640000
2018-04-06,2185725000
2018-04-09,2190255000
2018-04-10,2258205000
2018-04-11,2312565000
2018-04-12,2348805000
2018-04-13,2344275000
2018-04-16,2274060000
2018-04-17,2319360000
2018-04-18,2303505000
2018-04-19,2287650000
2018-04-20,2280855000
2018-04-23,2260470000
2018-04-24,2244615000
2018-04-25,2187990000
2018-04-26,2212905000
2018-04-27,2167605000
2018-04-30,2140424999
2018-05-01,2108715000
2018-05-02,2178930000
2018-05-03,2138160000
2018-05-04,2233290000
2018-05-07,2246880000
2018-05-08,2285385000
2018-05-09,2296710000
2018-05-10,2240085000
2018-05-11,2221965000
2018-05-14,2246880000
2018-05-15,2251410000
2018-05-16,2265000000
2018-05-17,2287650000
2018-05-18,2280855000
2018-05-21,2301240000
2018-05-22,2296710000
2018-05-23,2258205000
2018-05-24,2235555000
2018-05-25,2242350000
2018-05-29,2203845000
2018-05-30,2183460000
2018-05-31,2154015000
2018-06-01,2212905000
2018-06-04,2206110000
2018-06-05,2228760000
2018-06-06,2219700000
2018-06-07,2221965000
2018-06-08,2192520000
2018-06-11,2224230000
2018-06-12,2219700000
2018-06-13,2217435000
2018-06-14,2226495000
2018-06-15,2228760000
2018-06-18,2255940000
2018-06-19,2276325000
2018-06-20,2289915000
2018-06-21,2265000000
2018-06-22,2260470000
2018-06-25,2224230000
2018-06-26,2265000000
2018-06-27,2251410000
2018-06-28,2287650000
2018-06-29,2319360000
2018-07-02,2255657136
2018-07-03,2187899994
2018-07-05,2229428565
2018-07-06,2260028565
2018-07-09,2257842851
2018-07-10,2273142851
2018-07-11,2273142851
2018-07-12,2310299993
2018-07-13,2286257136
2018-07-16,2286257136
2018-07-17,2290628565
2018-07-18,2273142851
2018-07-19,2244728565
2018-07-20,2255657136
2018-07-23,2235985708
2018-07-24,2225057137
2018-07-25,2244728565
2018-07-26,2257842851
2018-07-27,2207571422
2018-07-30,2214128565
2018-07-31,2211942851
2018-08-01,2218499994
2018-08-02,2207571422
2018-08-03,2194457137
2018-08-06,2257842851
2018-08-07,2297185708
2018-08-08,2279699994
2018-08-09,2292814279
2018-08-10,2319042851
2018-08-13,2395542850
2018-08-14,2388985708
2018-08-15,2286257136
2018-08-16,2402099993
2018-08-17,2410842850
2018-08-20,2406471422
