,VIAV
2004-08-24,2559890745
2004-08-25,2625528960
2004-08-26,2551686013
2004-08-27,2551686013
2004-08-30,2518866906
2004-08-31,2551686013
2004-09-01,2568095477
2004-09-02,2559890745
2004-09-03,2502457262
2004-09-07,2527071638
2004-09-08,2494252530
2004-09-09,2682962443
2004-09-10,2797829410
2004-09-13,2888082181
2004-09-14,2871672357
2004-09-15,2838853249
2004-09-16,2847057981
2004-09-17,2863467625
2004-09-20,2847057981
2004-09-21,2920901108
2004-09-22,2797829410
2004-09-23,2814238873
2004-09-24,2748600658
2004-09-27,2691167175
2004-09-28,2666552980
2004-09-29,2723986283
2004-09-30,2768269119
2004-10-01,2817555711
2004-10-04,2801126907
2004-10-05,2751840135
2004-10-06,2842199097
2004-10-07,2735411331
2004-10-08,2661481173
2004-10-11,2677910158
2004-10-12,2620408984
2004-10-13,2636837968
2004-10-14,2669695756
2004-10-15,2718982347
2004-10-18,2760054537
2004-10-19,2710767945
2004-10-20,2727196749
2004-10-21,2924343656
2004-10-22,2784697923
2004-10-25,2801126907
2004-10-26,2784697923
2004-10-27,2883271286
2004-10-28,2579336794
2004-10-29,2603980180
2004-11-01,2571122212
2004-11-02,2587551196
2004-11-03,2571122212
2004-11-04,2587551196
2004-11-05,2595765598
2004-11-08,2595765598
2004-11-09,2579336794
2004-11-10,2571122212
2004-11-11,2603980180
2004-11-12,2587551196
2004-11-15,2661481173
2004-11-16,2612194582
2004-11-17,2620408984
2004-11-18,2653266772
2004-11-19,2579336794
2004-11-22,2595765598
2004-11-23,2571122212
2004-11-24,2571122212
2004-11-26,2595765598
2004-11-29,2587551196
2004-11-30,2603980180
2004-12-01,2620408984
2004-12-02,2587551196
2004-12-03,2603980180
2004-12-06,2579336794
2004-12-07,2521835620
2004-12-08,2530050022
2004-12-09,2546479006
2004-12-10,2579336794
2004-12-13,2562907810
2004-12-14,2530050022
2004-12-15,2530050022
2004-12-16,2505406636
2004-12-17,2521835620
2004-12-20,2521835620
2004-12-21,2497192234
2004-12-22,2505406636
2004-12-23,2497192234
2004-12-27,2488977832
2004-12-28,2497192234
2004-12-29,2620408984
2004-12-30,2620408984
2004-12-31,2608668462
2005-01-03,2575751336
2005-01-04,2509917444
2005-01-05,2452312924
2005-01-06,2435854361
2005-01-07,2411166606
2005-01-10,2386479032
2005-01-11,2271269631
2005-01-12,2312415768
2005-01-13,2238352685
2005-01-14,2287728013
2005-01-18,2287728013
2005-01-19,2172518793
2005-01-20,2131372656
2005-01-21,2057309392
2005-01-24,1975017117
2005-01-25,1966787745
2005-01-26,2016163255
2005-01-27,1843349334
2005-01-28,1802203016
2005-01-31,1769286070
2005-02-01,1703452178
2005-02-02,1662306041
2005-02-03,1637618286
2005-02-04,1645847477
2005-02-07,1662306041
2005-02-08,1654076849
2005-02-09,1604701340
2005-02-10,1547096639
2005-02-11,1571784394
2005-02-14,1621159903
2005-02-15,1662306041
2005-02-16,1571784394
2005-02-17,1481262748
2005-02-18,1473033556
2005-02-22,1522409066
2005-02-23,1571784394
2005-02-24,1580013585
2005-02-25,1547096639
2005-02-28,1571784394
2005-03-01,1596472149
2005-03-02,1563555203
2005-03-03,1555326012
2005-03-04,1530638257
2005-03-07,1612930531
2005-03-08,1645847477
2005-03-09,1604701340
2005-03-10,1596472149
2005-03-11,1563555203
2005-03-14,1571784394
2005-03-15,1530638257
2005-03-16,1464804365
2005-03-17,1431887419
2005-03-18,1440116610
2005-03-21,1398970473
2005-03-22,1407199664
2005-03-23,1407199664
2005-03-24,1333136581
2005-03-28,1341365773
2005-03-29,1316678018
2005-03-30,1316678018
2005-03-31,1502145063
2005-04-01,1448175689
2005-04-04,1421191200
2005-04-05,1340237140
2005-04-06,1322247480
2005-04-07,1376216656
2005-04-08,1349232167
2005-04-11,1322247480
2005-04-12,1349232167
2005-04-13,1331242310
2005-04-14,1385211684
2005-04-15,1331242310
2005-04-18,1376216656
2005-04-19,1484155206
2005-04-20,1457170717
2005-04-21,1484155206
2005-04-22,1394206513
2005-04-25,1448175689
2005-04-26,1412196173
2005-04-27,1484155206
2005-04-28,1340237140
2005-04-29,1331242310
2005-05-02,1304257623
2005-05-03,1259283277
2005-05-04,1241293420
2005-05-05,1223303760
2005-05-06,1232298590
2005-05-09,1313252651
2005-05-10,1277273134
2005-05-11,1277273134
2005-05-12,1286267964
2005-05-13,1322247480
2005-05-16,1304257623
2005-05-17,1277273134
2005-05-18,1313252651
2005-05-19,1322247480
2005-05-20,1412196173
2005-05-23,1394206513
2005-05-24,1475160376
2005-05-25,1475160376
2005-05-26,1493150233
2005-05-27,1448175689
2005-05-31,1376216656
2005-06-01,1385211684
2005-06-02,1421191200
2005-06-03,1421191200
2005-06-06,1421191200
2005-06-07,1367221827
2005-06-08,1358226997
2005-06-09,1412196173
2005-06-10,1385211684
2005-06-13,1376216656
2005-06-14,1403201343
2005-06-15,1367221827
2005-06-16,1394206513
2005-06-17,1421191200
2005-06-20,1439180860
2005-06-21,1439180860
2005-06-22,1439180860
2005-06-23,1394206513
2005-06-24,1367221827
2005-06-27,1394206513
2005-06-28,1376216656
2005-06-29,1367221827
2005-06-30,1367481212
2005-07-01,1349488140
2005-07-05,1349488140
2005-07-06,1358484676
2005-07-07,1358484676
2005-07-08,1349488140
2005-07-11,1394471019
2005-07-12,1439453897
2005-07-13,1466443704
2005-07-14,1538416389
2005-07-15,1511426582
2005-07-18,1538416389
2005-07-19,1529419852
2005-07-20,1493433510
2005-07-21,1511426582
2005-07-22,1511426582
2005-07-25,1502430046
2005-07-26,1448450433
2005-07-27,1412464091
2005-07-28,1367481212
2005-07-29,1358484676
2005-08-01,1367481212
2005-08-02,1430457361
2005-08-03,1367481212
2005-08-04,1349488140
2005-08-05,1340491406
2005-08-08,1412464091
2005-08-09,1385474482
2005-08-10,1385474482
2005-08-11,1376477748
2005-08-12,1394471019
2005-08-15,1394471019
2005-08-16,1376477748
2005-08-17,1421460825
2005-08-18,1367481212
2005-08-19,1403467555
2005-08-22,1394471019
2005-08-23,1376477748
2005-08-24,1394471019
2005-08-25,1376477748
2005-08-26,1358484676
2005-08-29,1385474482
2005-08-30,1385474482
2005-08-31,1421460825
2005-09-01,1385474482
2005-09-02,1376477748
2005-09-06,1394471019
2005-09-07,1394471019
2005-09-08,1439453897
2005-09-09,1448450433
2005-09-12,1466443704
2005-09-13,1493433510
2005-09-14,1583399267
2005-09-15,1547412925
2005-09-16,1673365222
2005-09-19,1610389073
2005-09-20,1637378880
2005-09-21,1619385610
2005-09-22,1583399267
2005-09-23,1754334444
2005-09-26,1808314056
2005-09-27,1961255962
2005-09-28,1916273084
2005-09-29,1925269620
2005-09-30,1997242305
2005-10-03,2025255915
2005-10-04,2119453956
2005-10-05,2119453956
2005-10-06,2072355039
2005-10-07,2015836173
2005-10-10,2015836173
2005-10-11,1902798648
2005-10-12,1789761123
2005-10-13,1865119473
2005-10-14,1865119473
2005-10-17,1836860040
2005-10-18,1836860040
2005-10-19,1836860040
2005-10-20,1874539215
2005-10-21,1940477822
2005-10-24,1959317307
2005-10-25,1931058081
2005-10-26,1912218389
2005-10-27,1808600607
2005-10-28,1949897565
2005-10-31,1978156998
2005-11-01,1959317307
2005-11-02,2091194523
2005-11-03,2260750914
2005-11-04,2213651790
2005-11-07,2232491481
2005-11-08,2110034214
2005-11-09,2204232048
2005-11-10,2110034214
2005-11-11,2157133131
2005-11-14,2053515347
2005-11-15,2025255915
2005-11-16,2044095606
2005-11-17,2100614265
2005-11-18,2147713389
2005-11-21,2119453956
2005-11-22,2251330965
2005-11-23,2279590398
2005-11-25,2279590398
2005-11-28,2232491481
2005-11-29,2213651790
2005-11-30,2420887356
2005-12-01,2637542664
2005-12-02,2533924881
2005-12-05,2505665448
2005-12-06,2552764572
2005-12-07,2533924881
2005-12-08,2543344623
2005-12-09,2552764572
2005-12-12,2515085397
2005-12-13,2515085397
2005-12-14,2524505139
2005-12-15,2477406222
2005-12-16,2467986273
2005-12-19,2364368697
2005-12-20,2298430089
2005-12-21,2364368697
2005-12-22,2383208181
2005-12-23,2364368697
2005-12-27,2345529006
2005-12-28,2260750914
2005-12-29,2270170656
2005-12-30,2223071739
2006-01-03,2311526688
2006-01-04,2387940783
2006-01-05,2464354878
2006-01-06,2540768973
2006-01-09,2473906797
2006-01-10,2712700792
2006-01-11,2798666596
2006-01-12,2664942035
2006-01-13,2827321934
2006-01-17,2731804421
2006-01-18,2750907839
2006-01-19,2941943077
2006-01-20,2779563177
2006-01-23,2798666596
2006-01-24,2932391367
2006-01-25,2875080691
2006-01-26,3008805462
2006-01-27,3018357172
2006-01-30,2980150124
2006-01-31,2980150124
2006-02-01,3018357172
2006-02-02,2922839658
2006-02-03,2817770225
2006-02-06,2846425563
2006-02-07,2798666596
2006-02-08,2855977272
2006-02-09,2865528982
2006-02-10,2817770225
2006-02-13,2865528982
2006-02-14,2846425563
2006-02-15,2817770225
2006-02-16,2817770225
2006-02-17,2922839658
2006-02-21,2846425563
2006-02-22,2817770225
2006-02-23,2846425563
2006-02-24,2922839658
2006-02-27,2884632611
2006-02-28,2903736029
2006-03-01,3027909091
2006-03-02,3333565471
2006-03-03,3543703917
2006-03-06,3467289823
2006-03-07,3343117181
2006-03-08,3581911175
2006-03-09,3629669932
2006-03-10,3534152418
2006-03-13,3543703917
2006-03-14,3553256047
2006-03-15,3849360717
2006-03-16,3782498122
2006-03-17,3868464346
2006-03-20,3820705379
2006-03-21,3801601751
2006-03-22,3782498122
2006-03-23,3744291284
2006-03-24,3849360717
2006-03-27,3868464346
2006-03-28,3925774812
2006-03-29,3992636778
2006-03-30,3944878441
2006-03-31,3992573333
2006-04-03,3906402751
2006-04-04,3743636259
2006-04-05,3772359225
2006-04-06,3954275484
2006-04-07,3781934108
2006-04-10,3600018271
2006-04-11,3437251358
2006-04-12,3465974956
2006-04-13,3523422361
2006-04-17,3264910193
2006-04-18,3513847478
2006-04-19,3600018271
2006-04-20,3676614391
2006-04-21,3532996613
2006-04-24,3418102223
2006-04-25,3418102223
2006-04-26,3427677106
2006-04-27,3360655238
2006-04-28,3341506313
2006-05-01,3331931640
2006-05-02,3370230121
2006-05-03,3485124091
2006-05-04,3245761058
2006-05-05,3245761058
2006-05-08,3169164938
2006-05-09,3284059118
2006-05-10,3245761058
2006-05-11,2901078518
2006-05-12,2795758800
2006-05-15,2642566560
2006-05-16,2728737143
2006-05-17,2632992098
2006-05-18,2652141023
2006-05-19,2661715485
2006-05-22,2661715485
2006-05-23,2805333263
2006-05-24,2747886278
2006-05-25,2834056860
2006-05-26,2939376578
2006-05-30,2834056860
2006-05-31,2901078518
2006-06-01,2958525503
2006-06-02,2910652980
2006-06-05,2786184338
2006-06-06,2767035203
2006-06-07,2786184338
2006-06-08,2632992098
2006-06-09,2613842963
2006-06-12,2336182080
2006-06-13,2230862363
2006-06-14,2278734885
2006-06-15,2384054603
2006-06-16,2317032945
2006-06-19,2317032945
2006-06-20,2441501798
2006-06-21,2518097918
2006-06-22,2489374320
2006-06-23,2498948783
2006-06-26,2460650723
2006-06-27,2345756543
2006-06-28,2345756543
2006-06-29,2441501798
2006-06-30,2428109204
2006-07-03,2389720132
2006-07-05,2303344771
2006-07-06,2274552914
2006-07-07,2216969200
2006-07-10,2073010336
2006-07-11,2025023838
2006-07-12,2092204767
2006-07-13,1996231980
2006-07-14,2015426622
2006-07-17,1967440334
2006-07-18,2111399409
2006-07-19,2130593840
2006-07-20,2034621264
2006-07-21,1996231980
2006-07-24,2082607552
2006-07-25,2120996624
2006-07-26,2159385697
2006-07-27,1986634765
2006-07-28,2053815695
2006-07-31,2053815695
2006-08-01,2005829407
2006-08-02,2005829407
2006-08-03,2044218479
2006-08-04,2073010336
2006-08-07,2063412910
2006-08-08,2025023838
2006-08-09,2111399409
2006-08-10,2034621264
2006-08-11,2044218479
2006-08-14,2082607552
2006-08-15,2197774769
2006-08-16,2399317347
2006-08-17,2360928275
2006-08-18,2408914773
2006-08-21,2370525701
2006-08-22,2408914773
2006-08-23,2408914773
2006-08-24,2485692918
2006-08-25,2476095492
2006-08-28,2543276422
2006-08-29,2533679206
2006-08-30,2524081991
2006-08-31,2178580128
2006-09-01,2178580128
2006-09-05,2120996624
2006-09-06,2044218479
2006-09-07,2025023838
2006-09-08,1996231980
2006-09-11,1996231980
2006-09-12,2092204767
2006-09-13,2149788481
2006-09-14,2130593840
2006-09-15,2082607552
2006-09-18,2092204767
2006-09-19,2063412910
2006-09-20,2092204767
2006-09-21,2063412910
2006-09-22,2082607552
2006-09-25,2111399409
2006-09-26,2092204767
2006-09-27,2159385697
2006-09-28,2159385697
2006-09-29,2101801983
2006-10-02,2132614317
2006-10-03,2103795157
2006-10-04,2151827162
2006-10-05,2113401684
2006-10-06,2065369679
2006-10-09,2026944202
2006-10-10,2026944202
2006-10-11,2065369679
2006-10-12,2065369679
2006-10-13,2046157046
2006-10-16,2046157046
2006-10-17,1993321882
2006-10-18,1989719672
2006-10-19,1891254188
2006-10-20,1808399338
2006-10-23,1741154699
2006-10-24,1700327748
2006-10-25,1766371439
2006-10-26,1790387441
2006-10-27,1759166596
2006-10-30,1756765122
2006-10-31,1744757121
2006-11-01,1685918062
2006-11-02,1714737223
2006-11-03,1990920409
2006-11-06,2029345886
2006-11-07,2005329884
2006-11-08,1970506828
2006-11-09,1953695668
2006-11-10,1954896405
2006-11-13,1968105143
2006-11-14,1998125041
2006-11-15,2126610422
2006-11-16,2083381787
2006-11-17,2201059693
2006-11-20,2187850955
2006-11-21,2208264536
2006-11-22,2325942653
2006-11-24,2297123492
2006-11-27,2221473274
2006-11-28,2208264536
2006-11-29,2173441480
2006-11-30,2219071589
2006-12-01,2167437373
2006-12-04,2199858956
2006-12-05,2159031794
2006-12-06,2216670115
2006-12-07,2163834952
2006-12-08,2133815054
2006-12-11,2102594420
2006-12-12,2065369679
2006-12-13,2017337885
2006-12-14,2148224740
2006-12-15,2102594420
2006-12-18,2070172837
2006-12-19,2070172837
2006-12-20,2106196841
2006-12-21,2090586418
2006-12-22,2053361678
2006-12-26,2049759467
2006-12-27,2044956098
2006-12-28,2017337885
2006-12-29,2000526725
2007-01-03,2067326448
2007-01-04,2155067717
2007-01-05,2122615417
2007-01-08,2081749786
2007-01-09,2020451022
2007-01-10,2014441439
2007-01-11,2009633730
2007-01-12,1956748509
2007-01-16,1979585391
2007-01-17,1949537052
2007-01-18,1897853706
2007-01-19,2081749786
2007-01-22,2081749786
2007-01-23,2064922699
2007-01-24,2111798125
2007-01-25,2098576873
2007-01-26,2092567078
2007-01-29,2079345826
2007-01-30,2078143951
2007-01-31,2137038755
2007-02-01,2007229770
2007-02-02,1981989140
2007-02-05,1942325383
2007-02-06,1954344761
2007-02-07,1975979556
2007-02-08,2014441439
2007-02-09,1943527257
2007-02-12,1896651831
2007-02-13,1877420996
2007-02-14,1921892461
2007-02-15,1923094336
2007-02-16,2015643313
2007-02-20,2021653108
2007-02-21,2019249148
2007-02-22,2039682069
2007-02-23,2028864566
2007-02-26,2007229770
2007-02-27,1912277044
2007-02-28,1948334966
2007-03-01,1882228705
2007-03-02,1840160988
2007-03-05,1790881602
2007-03-06,1842564948
2007-03-07,1830545570
2007-03-08,1858189949
2007-03-09,1860593909
2007-03-12,1836555153
2007-03-13,1811314523
2007-03-14,1832949319
2007-03-15,1832949319
2007-03-16,1823333901
2007-03-19,1802900979
2007-03-20,1828141610
2007-03-21,1850978280
2007-03-22,1850978280
2007-03-23,1859391823
2007-03-26,1855786200
2007-03-27,1836555153
2007-03-28,1842564948
2007-03-29,1817324317
2007-03-30,1830545570
2007-04-02,1831387841
2007-04-03,1842317973
2007-04-04,1847175739
2007-04-05,1856891270
2007-04-09,1838674596
2007-04-10,1843532362
2007-04-11,1844746963
2007-04-12,1855676882
2007-04-13,1879965923
2007-04-16,1888467066
2007-04-17,1890895842
2007-04-18,1903040363
2007-04-19,1907898128
2007-04-20,1918828261
2007-04-23,1912755894
2007-04-24,1915184883
2007-04-25,2031771896
2007-04-26,2062133090
2007-04-27,2026914130
2007-04-30,2001410701
2007-05-01,1969835119
2007-05-02,2020841763
2007-05-03,1740304258
2007-05-04,1700227532
2007-05-07,1675938491
2007-05-08,1658936205
2007-05-09,1699013144
2007-05-10,1658936205
2007-05-11,1678367481
2007-05-14,1650435062
2007-05-15,1618859480
2007-05-16,1612787326
2007-05-17,1589712673
2007-05-18,1578782754
2007-05-21,1582426132
2007-05-22,1601857194
2007-05-23,1605500571
2007-05-24,1570281611
2007-05-25,1558137091
2007-05-29,1550850336
2007-05-30,1535062651
2007-05-31,1590927275
2007-06-01,1590927275
2007-06-04,1588498285
2007-06-05,1560566080
2007-06-06,1528990284
2007-06-07,1519274753
2007-06-08,1586069296
2007-06-11,1579997142
2007-06-12,1635861766
2007-06-13,1638290755
2007-06-14,1654078440
2007-06-15,1685654236
2007-06-18,1690512001
2007-06-19,1675938491
2007-06-20,1650435062
2007-06-21,1675938491
2007-06-22,1648006286
2007-06-25,1629789612
2007-06-26,1600642806
2007-06-27,1623717245
2007-06-28,1627360623
2007-06-29,1631004000
2007-07-02,1689510742
2007-07-03,1730657651
2007-07-05,1733151270
2007-07-06,1760582396
2007-07-09,1774297959
2007-07-10,1860332206
2007-07-11,1906466353
2007-07-12,1943872614
2007-07-13,1935144508
2007-07-16,1941378776
2007-07-17,1950106881
2007-07-18,1925169593
2007-07-19,1981278655
2007-07-20,1948860071
2007-07-23,1927663212
2007-07-24,1846616643
2007-07-25,1836641728
2007-07-26,1773051150
2007-07-27,1765570073
2007-07-30,1827913622
2007-07-31,1786766713
2007-08-01,1791754171
2007-08-02,1805469953
2007-08-03,1748113862
2007-08-06,1731904460
2007-08-07,1743126185
2007-08-08,1824172974
2007-08-09,1855344748
2007-08-10,1812951030
2007-08-13,1773051150
2007-08-14,1740632566
2007-08-15,1664573454
2007-08-16,1677041988
2007-08-17,1711954411
2007-08-20,1719435707
2007-08-21,1714448249
2007-08-22,1790507361
2007-08-23,1700732686
2007-08-24,1755594939
2007-08-27,1759335587
2007-08-28,1745620024
2007-08-29,1791754171
2007-08-30,1804222924
2007-08-31,1815444868
2007-09-04,1886516523
2007-09-05,1855344748
2007-09-06,1864072854
2007-09-07,1850357291
2007-09-10,1794248009
2007-09-11,1812951030
2007-09-12,1817938487
2007-09-13,1763076235
2007-09-14,1736891918
2007-09-17,1693251390
2007-09-18,1726917003
2007-09-19,1753101320
2007-09-20,1750607481
2007-09-21,1756841968
2007-09-24,1738138728
2007-09-25,1756841968
2007-09-26,1784273094
2007-09-27,1807963572
2007-09-28,1865319664
2007-10-01,1914010339
2007-10-02,1911501711
2007-10-03,1911501711
2007-10-04,1901467638
2007-10-05,1925298616
2007-10-08,1950384019
2007-10-09,1977977830
2007-10-10,1974214997
2007-10-11,1961672296
2007-10-12,1944112558
2007-10-15,1976723626
2007-10-16,1949129594
2007-10-17,1967943757
2007-10-18,1970452165
2007-10-19,1910247507
2007-10-22,1901467638
2007-10-23,1916518747
2007-10-24,1880145067
2007-10-25,1831228686
2007-10-26,1847534220
2007-10-29,1901467638
2007-10-30,1905230470
2007-10-31,1914010339
2007-11-01,1838754351
2007-11-02,1818685984
2007-11-05,1828720057
2007-11-06,1840008554
2007-11-07,1764752566
2007-11-08,1678208301
2007-11-09,1636817364
2007-11-12,1641834400
2007-11-13,1724616054
2007-11-14,1664411175
2007-11-15,1673191044
2007-11-16,1670682636
2007-11-19,1651868694
2007-11-20,1638071568
2007-11-21,1624274662
2007-11-23,1624274662
2007-11-26,1605460720
2007-11-27,1650614269
2007-11-28,1699530651
2007-11-29,1681970913
2007-11-30,1688242374
2007-12-03,1664411175
2007-12-04,1633054531
2007-12-05,1734650127
2007-12-06,1752209865
2007-12-07,1748447032
2007-12-10,1748447032
2007-12-11,1688242374
2007-12-12,1714581981
2007-12-13,1752209865
2007-12-14,1744684200
2007-12-17,1690750782
2007-12-18,1688242374
2007-12-19,1688242374
2007-12-20,1729633090
2007-12-21,1724616054
2007-12-24,1734650127
2007-12-26,1738412959
2007-12-27,1695767818
2007-12-28,1683225337
2007-12-31,1703731458
2008-01-02,1681954392
2008-01-03,1684516493
2008-01-04,1607656408
2008-01-07,1585879343
2008-01-08,1503895283
2008-01-09,1471870267
2008-01-10,1515424397
2008-01-11,1461622316
2008-01-14,1487242419
2008-01-15,1452655302
2008-01-16,1425754261
2008-01-17,1398853220
2008-01-18,1361704228
2008-01-22,1292530220
2008-01-23,1291249057
2008-01-24,1319431261
2008-01-25,1288687182
2008-01-28,1325836174
2008-01-29,1345051139
2008-01-30,1359142128
2008-01-31,1333522250
2008-02-01,1357861190
2008-02-04,1341208101
2008-02-05,1301497234
2008-02-06,1639681425
2008-02-07,1552573389
2008-02-08,1529515386
2008-02-11,1740880450
2008-02-12,1616623422
2008-02-13,1703731458
2008-02-14,1651210539
2008-02-15,1647367501
2008-02-19,1643524463
2008-02-20,1617904360
2008-02-21,1601251495
2008-02-22,1653772414
2008-02-25,1720384547
2008-02-26,1748566526
2008-02-27,1763938678
2008-02-28,1705012620
2008-02-29,1684516493
2008-03-03,1664020365
2008-03-04,1643524463
2008-03-05,1667863403
2008-03-06,1594846357
2008-03-07,1589722381
2008-03-10,1534639362
2008-03-11,1550011289
2008-03-12,1633276512
2008-03-13,1646086563
2008-03-14,1607656408
2008-03-17,1594846357
2008-03-18,1658896390
2008-03-19,1647367501
2008-03-20,1699888420
2008-03-24,1770343591
2008-03-25,1807492583
2008-03-26,1765219615
2008-03-27,1753690501
2008-03-28,1680673455
2008-03-31,1640617794
2008-04-01,1708006761
2008-04-02,1706781565
2008-04-03,1737412953
2008-04-04,1837883914
2008-04-07,1780296939
2008-04-08,1796225338
2008-04-09,1741088754
2008-04-10,1760692739
2008-04-11,1649194591
2008-04-14,1638167188
2008-04-15,1616112597
2008-04-16,1698204768
2008-04-17,1684726975
2008-04-18,1757017153
2008-04-21,1775395943
2008-04-22,1741088754
2008-04-23,1747214946
2008-04-24,1806027331
2008-04-25,1819505124
2008-04-28,1787648541
2008-04-29,1786423130
2008-04-30,1753341352
2008-05-01,1470307260
2008-05-02,1444576869
2008-05-05,1375962491
2008-05-06,1409044269
2008-05-07,1388215089
2008-05-08,1388215089
2008-05-09,1384539288
2008-05-12,1398017082
2008-05-13,1396791886
2008-05-14,1410269680
2008-05-15,1449477865
2008-05-16,1445802064
2008-05-19,1445802064
2008-05-20,1422522278
2008-05-21,1406593879
2008-05-22,1407819074
2008-05-23,1426197864
2008-05-27,1428648469
2008-05-28,1421296867
2008-05-29,1455604056
2008-05-30,1515641637
2008-06-02,1482559643
2008-06-03,1472757651
2008-06-04,1497262847
2008-06-05,1552399216
2008-06-06,1508290035
2008-06-09,1485010249
2008-06-10,1476433452
2008-06-11,1461730463
2008-06-12,1467856654
2008-06-13,1508290035
2008-06-16,1538921422
2008-06-17,1509515445
2008-06-18,1481334448
2008-06-19,1502163843
2008-06-20,1458054662
2008-06-23,1439675872
2008-06-24,1443351458
2008-06-25,1445802064
2008-06-26,1400467472
2008-06-27,1417621066
2008-06-30,1391890890
2008-07-01,1390665480
2008-07-02,1339204696
2008-07-03,1346556298
2008-07-07,1363709893
2008-07-08,1385764483
2008-07-09,1312249110
2008-07-10,1297546121
2008-07-11,1292645125
2008-07-14,1284068328
2008-07-15,1299996511
2008-07-16,1328177509
2008-07-17,1330627899
2008-07-18,1346556298
2008-07-21,1346556298
2008-07-22,1367385694
2008-07-23,1351457295
2008-07-24,1308573309
2008-07-25,1340430107
2008-07-28,1323276513
2008-07-29,1364935088
2008-07-30,1366160499
2008-07-31,1339204696
2008-08-01,1342880497
2008-08-04,1330627899
2008-08-05,1346556298
2008-08-06,1367385694
2008-08-07,1335529111
2008-08-08,1344105908
2008-08-11,1382088682
2008-08-12,1356358291
2008-08-13,1363709893
2008-08-14,1398017082
2008-08-15,1418846477
2008-08-18,1412720070
2008-08-19,1418846477
2008-08-20,1458054662
2008-08-21,1276716726
2008-08-22,1243634732
2008-08-25,1226481138
2008-08-26,1230156939
2008-08-27,1243634732
2008-08-28,1273040925
2008-08-29,1244860143
2008-09-02,1249761139
2008-09-03,1241184342
2008-09-04,1197075160
2008-09-05,1175020570
2008-09-08,1209327543
2008-09-09,1168894163
2008-09-10,1173795159
2008-09-11,1149290178
2008-09-12,1154191174
2008-09-15,1091702988
2008-09-16,1089252598
2008-09-17,1018187614
2008-09-18,1045143417
2008-09-19,1128460783
2008-09-22,1054945409
2008-09-23,1012061423
2008-09-24,1019413025
2008-09-25,1058621210
2008-09-26,1061071600
2008-09-29,970274800
2008-09-30,1036346422
2008-10-01,1009428378
2008-10-02,951921608
2008-10-03,927450541
2008-10-06,916438497
2008-10-07,834460660
2008-10-08,775730402
2008-10-09,778177379
2008-10-10,825895809
2008-10-13,888296964
2008-10-14,792860105
2008-10-15,764718357
2008-10-16,759824187
2008-10-17,758600698
2008-10-20,790412913
2008-10-21,759824187
2008-10-22,720670609
2008-10-23,703540906
2008-10-24,672952180
2008-10-27,660716647
2008-10-28,746365165
2008-10-29,734129631
2008-10-30,671728691
2008-10-31,668058010
2008-11-03,657046180
2008-11-04,674175669
2008-11-05,642363454
2008-11-06,598315707
2008-11-07,586080173
2008-11-10,576291833
2008-11-11,517561359
2008-11-12,390312286
2008-11-13,416006841
2008-11-14,374406071
2008-11-17,360947049
2008-11-18,356052879
2008-11-19,315675812
2008-11-20,270404361
2008-11-21,271628064
2008-11-24,309557938
2008-11-25,302216790
2008-11-26,323016960
2008-11-28,332805516
2008-12-01,288757768
2008-12-02,319346494
2008-12-03,334029005
2008-12-04,296098916
2008-12-05,354829390
2008-12-08,385418115
2008-12-09,396429945
2008-12-10,442924885
2008-12-11,439254204
2008-12-12,455160419
2008-12-15,452713226
2008-12-16,485749144
2008-12-17,493090507
2008-12-18,450266248
2008-12-19,488196337
2008-12-22,438030715
2008-12-23,420901011
2008-12-24,416006841
2008-12-26,433136545
2008-12-29,418200182
2008-12-30,439048917
2008-12-31,447633678
2009-01-02,506500671
2009-01-05,555556355
2009-01-06,643856628
2009-01-07,580084089
2009-01-08,594800945
2009-01-09,566593781
2009-01-12,522443644
2009-01-13,535933952
2009-01-14,461123986
2009-01-15,439048917
2009-01-16,464803200
2009-01-20,418200182
2009-01-21,469708747
2009-01-22,429237824
2009-01-23,445180797
2009-01-26,434143371
2009-01-27,456218439
2009-01-28,499142243
2009-01-29,491783815
2009-01-30,445180797
2009-02-02,489331150
2009-02-03,472161628
2009-02-04,495463029
2009-02-05,504047790
2009-02-06,470935080
2009-02-09,453765558
2009-02-10,404709874
2009-02-11,399804328
2009-02-12,421879396
2009-02-13,436596036
2009-02-17,408389088
2009-02-18,401030660
2009-02-19,361786070
2009-02-20,355654191
2009-02-23,336031788
2009-02-24,359333405
2009-02-25,347069430
2009-02-26,338484669
2009-02-27,338484669
2009-03-02,299240079
2009-03-03,305371959
2009-03-04,312730387
2009-03-05,288202437
2009-03-06,279617676
2009-03-09,271032916
2009-03-10,305371959
2009-03-11,318862266
2009-03-12,354427858
2009-03-13,356880524
2009-03-16,355654191
2009-03-17,386314020
2009-03-18,402257209
2009-03-19,408389088
2009-03-20,416973849
2009-03-23,446407346
2009-03-24,479519840
2009-03-25,490557482
2009-03-26,511406218
2009-03-27,484425387
2009-03-30,446419705
2009-03-31,399687210
2009-04-01,461177517
2009-04-02,475935113
2009-04-03,500531322
2009-04-06,478394820
2009-04-07,487003472
2009-04-08,489462963
2009-04-09,528816768
2009-04-13,525127315
2009-04-14,522667824
2009-04-15,505450520
2009-04-16,532506221
2009-04-17,587847583
2009-04-20,575549479
2009-04-21,595226489
2009-04-22,590307075
2009-04-23,586617838
2009-04-24,635810040
2009-04-27,607524378
2009-04-28,638269531
