,HIG
2004-08-24,17545088000
2004-08-25,17905724000
2004-08-26,17967296000
2004-08-27,17981956000
2004-08-30,17935044000
2004-08-31,17932112000
2004-09-01,17697552000
2004-09-02,17896928000
2004-09-03,17952636000
2004-09-07,18278088000
2004-09-08,18295680000
2004-09-09,18131488000
2004-09-10,18011276000
2004-09-13,18275156000
2004-09-14,18330864000
2004-09-15,18310340000
2004-09-16,18486260000
2004-09-17,18618200000
2004-09-20,18632860000
2004-09-21,18861556000
2004-09-22,18644588000
2004-09-23,18544900000
2004-09-24,18500920000
2004-09-27,18105100000
2004-09-28,18020072000
2004-09-29,18034732000
2004-09-30,18195034000
2004-10-01,18532904000
2004-10-04,18685680000
2004-10-05,18773820000
2004-10-06,18723874000
2004-10-07,18535842000
2004-10-08,18494710000
2004-10-11,18477082000
2004-10-12,18318430000
2004-10-13,18268484000
2004-10-14,17157920000
2004-10-15,16540940000
2004-10-18,15968030000
2004-10-19,15656602000
2004-10-20,16044418000
2004-10-21,15944526000
2004-10-22,16167814000
2004-10-25,16203070000
2004-10-26,17257812000
2004-10-27,17351828000
2004-10-28,17257812000
2004-10-29,17181424000
2004-11-01,17375332000
2004-11-02,17369456000
2004-11-03,17510480000
2004-11-04,17748458000
2004-11-05,18139212000
2004-11-08,18336058000
2004-11-09,18515276000
2004-11-10,18638672000
2004-11-11,18882526000
2004-11-12,18215600000
2004-11-15,18529966000
2004-11-16,18450640000
2004-11-17,18494710000
2004-11-18,18568160000
2004-11-19,18700370000
2004-11-22,18861960000
2004-11-23,18656300000
2004-11-24,18838456000
2004-11-26,19008860000
2004-11-29,18953038000
2004-11-30,18803200000
2004-12-01,19346730000
2004-12-02,19302660000
2004-12-03,19258590000
2004-12-06,19267404000
2004-12-07,19132256000
2004-12-08,19170450000
2004-12-09,19379048000
2004-12-10,19305598000
2004-12-13,19452498000
2004-12-14,19669910000
2004-12-15,19625840000
2004-12-16,19740422000
2004-12-17,19743360000
2004-12-20,19713980000
2004-12-21,20054788000
2004-12-22,20081230000
2004-12-23,20166432000
2004-12-27,19963710000
2004-12-28,20198750000
2004-12-29,20281014000
2004-12-30,20272200000
2004-12-31,20432588000
2005-01-03,20282240000
2005-01-04,20058192000
2005-01-05,19972700000
2005-01-06,20052296000
2005-01-07,19899000000
2005-01-10,19969752000
2005-01-11,19707380000
2005-01-12,19689692000
2005-01-13,19592408000
2005-01-14,19975648000
2005-01-18,20202644000
2005-01-19,20090620000
2005-01-20,19736860000
2005-01-21,19551135999
2005-01-24,19474488000
2005-01-25,19639576000
2005-01-26,20090620000
2005-01-27,19763392000
2005-01-28,19495124000
2005-01-31,19837092000
2005-02-01,20276344000
2005-02-02,20288135999
2005-02-03,20432588000
2005-02-04,20980916000
2005-02-07,20939644000
2005-02-08,20880684000
2005-02-09,20753920000
2005-02-10,21072304000
2005-02-11,21744448000
2005-02-14,21505660000
2005-02-15,21390688000
2005-02-16,21137160000
2005-02-17,21010396000
2005-02-18,20998604000
2005-02-22,20783400000
2005-02-23,20963228000
2005-02-24,21072304000
2005-02-25,21490920000
2005-02-28,21210860000
2005-03-01,21464388000
2005-03-02,21308144000
2005-03-03,21396584000
2005-03-04,21499764000
2005-03-07,21461440000
2005-03-08,21337624000
2005-03-09,21154848000
2005-03-10,21151900000
2005-03-11,20924904000
2005-03-14,21069356000
2005-03-15,21004500000
2005-03-16,20927852000
2005-03-17,20827620000
2005-03-18,20692012000
2005-03-21,20406056000
2005-03-22,20067035999
2005-03-23,19881312000
2005-03-24,20046400000
2005-03-28,20311720000
2005-03-29,20367732000
2005-03-30,20409004000
2005-03-31,20369176000
2005-04-01,19979975000
2005-04-04,20574175000
2005-04-05,20419683000
2005-04-06,20547436000
2005-04-07,20574175000
2005-04-08,20384031000
2005-04-11,20372146999
2005-04-12,20707870000
2005-04-13,20277075000
2005-04-14,20030482000
2005-04-15,19831425000
2005-04-18,19816570000
2005-04-19,19804686000
2005-04-20,19463021000
2005-04-21,19715556000
2005-04-22,19727440000
2005-04-25,19804686000
2005-04-26,19685846000
2005-04-27,20143380000
2005-04-28,19911642000
2005-04-29,21501127000
2005-05-02,21768517000
2005-05-03,21774459000
2005-05-04,22434021000
2005-05-05,21925980000
2005-05-06,22032936000
2005-05-09,22071559000
2005-05-10,21643735000
2005-05-11,21860618000
2005-05-12,21477359000
2005-05-13,21272360000
2005-05-16,21257505000
2005-05-17,21513011000
2005-05-18,21462504000
2005-05-19,21403084000
2005-05-20,21712068000
2005-05-23,21866560000
2005-05-24,21836850000
2005-05-25,21902212000
2005-05-26,22285471000
2005-05-27,22243877000
2005-05-31,22220109000
2005-06-01,22098298000
2005-06-02,22154746999
2005-06-03,22000255000
2005-06-06,22163660000
2005-06-07,22130979000
2005-06-08,22032936000
2005-06-09,22047791000
2005-06-10,22065617000
2005-06-13,22056704000
2005-06-14,22324094000
2005-06-15,22318152000
2005-06-16,22496412000
2005-06-17,22686556000
2005-06-20,22716266000
2005-06-21,22624165000
2005-06-22,22713295000
2005-06-23,22264674000
2005-06-24,22603368000
2005-06-27,22953946000
2005-06-28,22775686000
2005-06-29,22576629000
2005-06-30,22374176000
2005-07-01,22616528000
2005-07-05,22951632000
2005-07-06,22918720000
2005-07-07,22945648000
2005-07-08,22981552000
2005-07-11,23134143999
2005-07-12,23125168000
2005-07-13,23110208000
2005-07-14,23253824000
2005-07-15,23460272000
2005-07-18,23385472000
2005-07-19,23678688000
2005-07-20,23801360000
2005-07-21,23651760000
2005-07-22,23717584000
2005-07-25,23544048000
2005-07-26,23636800000
2005-07-27,23998832000
2005-07-28,24091584000
2005-07-29,24106543999
2005-08-01,24073632000
2005-08-02,24220240000
2005-08-03,24501488000
2005-08-04,24061664000
2005-08-05,23083280000
2005-08-08,22933680000
2005-08-09,23244848000
2005-08-10,23262800000
2005-08-11,23391456000
2005-08-12,23244848000
2005-08-15,23176032000
2005-08-16,22948640000
2005-08-17,22879824000
2005-08-18,22855888000
2005-08-19,22924704000
2005-08-22,23068320000
2005-08-23,22864864000
2005-08-24,22622512000
2005-08-25,22655424000
2005-08-26,22353232000
2005-08-29,22030096000
2005-08-30,21886480000
2005-08-31,21856560000
2005-09-01,22086943999
2005-09-02,22230560000
2005-09-06,22580624000
2005-09-07,22706288000
2005-09-08,22553696000
2005-09-09,22831952000
2005-09-12,22691328000
2005-09-13,22520784000
2005-09-14,22161743999
2005-09-15,22422048000
2005-09-16,22822976000
2005-09-19,22724240000
2005-09-20,22448976000
2005-09-21,21925376000
2005-09-22,22098912000
2005-09-23,22484880000
2005-09-26,22272448000
2005-09-27,22299376000
2005-09-28,22679360000
2005-09-29,22864864000
2005-09-30,23205019000
2005-10-03,23162921000
2005-10-04,23135858000
2005-10-05,22883270000
2005-10-06,22868235000
2005-10-07,23159914000
2005-10-10,22841172000
2005-10-11,22841172000
2005-10-12,22603619000
2005-10-13,22369073000
2005-10-14,22423198999
2005-10-17,22441241000
2005-10-18,22176625000
2005-10-19,22654738000
2005-10-20,22248793000
2005-10-21,22507395000
2005-10-24,22916347000
2005-10-25,22814109000
2005-10-26,23045648000
2005-10-27,23205019000
2005-10-28,23553831000
2005-10-31,23980825000
2005-11-01,24013902000
2005-11-02,24434882000
2005-11-03,24329637000
2005-11-04,25264814000
2005-11-07,25454255000
2005-11-08,25421178000
2005-11-09,25484325000
2005-11-10,25977473000
2005-11-11,25998522000
2005-11-14,25929361000
2005-11-15,25604605000
2005-11-16,25851179000
2005-11-17,26181948999
2005-11-18,26461600000
2005-11-21,26350341000
2005-11-22,26326285000
2005-11-23,26632998999
2005-11-25,26446565000
2005-11-28,26449572000
2005-11-29,26753279000
2005-11-30,26272159000
2005-12-01,26762300000
2005-12-02,26470621000
2005-12-05,26323278000
2005-12-06,26043627000
2005-12-07,25797053000
2005-12-08,25736913000
2005-12-09,25914326000
2005-12-12,25935375000
2005-12-13,26100760000
2005-12-14,26281180000
2005-12-15,26308243000
2005-12-16,26016564000
2005-12-19,25730898999
2005-12-20,25791039000
2005-12-21,25794046000
2005-12-22,25845165000
2005-12-23,25944396000
2005-12-27,25643696000
2005-12-28,25785025000
2005-12-29,25983487000
2005-12-30,25827123000
2006-01-03,26611732000
2006-01-04,26787008000
2006-01-05,26566402000
2006-01-06,26844426000
2006-01-09,26777942000
2006-01-10,26563380000
2006-01-11,26747722000
2006-01-12,26644974000
2006-01-13,26499918000
2006-01-17,26230960000
2006-01-18,26258158000
2006-01-19,26388103999
2006-01-20,25798814000
2006-01-23,25850188000
2006-01-24,25560076000
2006-01-25,25221612000
2006-01-26,25871342000
2006-01-27,25644692000
2006-01-30,25469416000
2006-01-31,24849906000
2006-02-01,24886170000
2006-02-02,24638366000
2006-02-03,24402650000
2006-02-06,24160890000
2006-02-07,24221330000
2006-02-08,24269682000
2006-02-09,24333144000
2006-02-10,24460068000
2006-02-13,24399628000
2006-02-14,24816664000
2006-02-15,25082600000
2006-02-16,25197436000
2006-02-17,25279030000
2006-02-21,25354580000
2006-02-22,25928760000
2006-02-23,25535900000
2006-02-24,25170238000
2006-02-27,25164194000
2006-02-28,24895236000
2006-03-01,25233700000
2006-03-02,25052380000
2006-03-03,24789466000
2006-03-06,24716938000
2006-03-07,24662542000
2006-03-08,24689740000
2006-03-09,24535618000
2006-03-10,24644410000
2006-03-13,24756224000
2006-03-14,24855950000
2006-03-15,25079578000
2006-03-16,25130952000
2006-03-17,24961720000
2006-03-20,25034248000
2006-03-21,24795510000
2006-03-22,25043314000
2006-03-23,24825730000
2006-03-24,24472156000
2006-03-27,24221330000
2006-03-28,23946328000
2006-03-29,24233418000
2006-03-30,24429848000
2006-03-31,24430815000
2006-04-03,24476310000
2006-04-04,24734115000
2006-04-05,25222428000
2006-04-06,25237593000
2006-04-07,24952491000
2006-04-10,24946425000
2006-04-11,24734115000
2006-04-12,24455079000
2006-04-13,24540003000
2006-04-17,24646158000
2006-04-18,25049547000
2006-04-19,25807797000
2006-04-20,25965513000
2006-04-21,25786566000
2006-04-24,25910919000
2006-04-25,25992810000
2006-04-26,26423496000
2006-04-27,26353737000
2006-04-28,27882369000
2006-05-01,26644905000
2006-05-02,27424386000
2006-05-03,27442584000
2006-05-04,27497178000
2006-05-05,27439551000
2006-05-08,27803511000
2006-05-09,27873270000
2006-05-10,27970326000
2006-05-11,27812610000
2006-05-12,27597267000
2006-05-15,27721620000
2006-05-16,27451683000
2006-05-17,26650971000
2006-05-18,26484155999
2006-05-19,26660070000
2006-05-22,26393166000
2006-05-23,26799588000
2006-05-24,26769258000
2006-05-25,26714664000
2006-05-26,26705565000
2006-05-30,26214219000
2006-05-31,26672202000
2006-06-01,26948205000
2006-06-02,26963370000
2006-06-05,26453826000
2006-06-06,26644905000
2006-06-07,26672202000
2006-06-08,26711630999
2006-06-09,26250615000
2006-06-12,25947315000
2006-06-13,25440804000
2006-06-14,25389243000
2006-06-15,25926084000
2006-06-16,25416540000
2006-06-19,25122339000
2006-06-20,24976755000
2006-06-21,25040448000
2006-06-22,24955524000
2006-06-23,24961590000
2006-06-26,24949458000
2006-06-27,24970689000
2006-06-28,24946425000
2006-06-29,25631883000
2006-06-30,26226000000
2006-07-03,26412000000
2006-07-05,26046200000
2006-07-06,26102000000
2006-07-07,25878800000
2006-07-10,26133000000
2006-07-11,25854000000
2006-07-12,25451000000
2006-07-13,25311500000
2006-07-14,25100700000
2006-07-17,25354900000
2006-07-18,25261900000
2006-07-19,25785800000
2006-07-20,26418200000
2006-07-21,26043100000
2006-07-24,26319000000
2006-07-25,26563900000
2006-07-26,26377900000
2006-07-27,26040000000
2006-07-28,26505000000
2006-07-31,26300400000
2006-08-01,26253900000
2006-08-02,25943900000
2006-08-03,25581200000
2006-08-04,25602900000
2006-08-07,25358000000
2006-08-08,25106900000
2006-08-09,24756600000
2006-08-10,24979800000
2006-08-11,24989100000
2006-08-14,25258800000
2006-08-15,25643200000
2006-08-16,25761000000
2006-08-17,26145400000
2006-08-18,26198100000
2006-08-21,25947000000
2006-08-22,25674199999
2006-08-23,25881900000
2006-08-24,25962500000
2006-08-25,25999700000
2006-08-28,26353100000
2006-08-29,26433700000
2006-08-30,26399600000
2006-08-31,26616600000
2006-09-01,26412000000
2006-09-05,26346900000
2006-09-06,26309700000
2006-09-07,25953200000
2006-09-08,26111300000
2006-09-11,26381000000
2006-09-12,26749900000
2006-09-13,26908000000
2006-09-14,26622800000
2006-09-15,26982400000
2006-09-18,26687900000
2006-09-19,26591800000
2006-09-20,26923500000
2006-09-21,26536000000
2006-09-22,26331400000
2006-09-25,26988600000
2006-09-26,27230400000
2006-09-27,27137400000
2006-09-28,27149800000
2006-09-29,26892500000
2006-10-02,27171352000
2006-10-03,27701076000
2006-10-04,28408432000
2006-10-05,28506764000
2006-10-06,28475044000
2006-10-09,28256176000
2006-10-10,28164188000
2006-10-11,28183220000
2006-10-12,28364024000
2006-10-13,28500420000
2006-10-16,28792244000
2006-10-17,28544828000
2006-10-18,28881060000
2006-10-19,28471872000
2006-10-20,28294240000
2006-10-23,28284724000
2006-10-24,28278380000
2006-10-25,28300584000
2006-10-26,28931811999
2006-10-27,27675700000
2006-10-30,27812096000
2006-10-31,27650324000
2006-11-01,27596400000
2006-11-02,27621776000
2006-11-03,27431456000
2006-11-06,27358500000
2006-11-07,27561508000
2006-11-08,27672528000
2006-11-09,27336296000
2006-11-10,27209416000
2006-11-13,27323608000
2006-11-14,27485380000
2006-11-15,27482208000
2006-11-16,27913600000
2006-11-17,28046824000
2006-11-20,28062684000
2006-11-21,27802580000
2006-11-22,27577368000
2006-11-24,27491724000
2006-11-27,27117428000
2006-11-28,27053988000
2006-11-29,27142803999
2006-11-30,27203072000
2006-12-01,26876356000
2006-12-04,26930280000
2006-12-05,27561508000
2006-12-06,27418768000
2006-12-07,27510756000
2006-12-08,27577368000
2006-12-11,28040480000
2006-12-12,28430636000
2006-12-13,28494076000
2006-12-14,28858856000
2006-12-15,29185572000
2006-12-18,29058692000
2006-12-19,29004768000
2006-12-20,29277560000
2006-12-21,29306108000
2006-12-22,29325140000
2006-12-26,29445676000
2006-12-27,29661372000
2006-12-28,29693092000
2006-12-29,29597932000
2007-01-03,30004048000
2007-01-04,29802700000
2007-01-05,29297732000
2007-01-08,29444748000
2007-01-09,29061228000
2007-01-10,29029268000
2007-01-11,29010092000
2007-01-12,29169892000
2007-01-16,29719604000
2007-01-17,29505471999
2007-01-18,29364848000
2007-01-19,29489492000
2007-01-22,29326496000
2007-01-23,29563000000
2007-01-24,29869815999
2007-01-25,29371240000
2007-01-26,29821876000
2007-01-29,29901776000
2007-01-30,30224571999
2007-01-31,30333236000
2007-02-01,30783871999
2007-02-02,30700776000
2007-02-05,30719952000
2007-02-06,30672012000
2007-02-07,30649640000
2007-02-08,30630464000
2007-02-09,30448292000
2007-02-12,30640052000
2007-02-13,31074708000
2007-02-14,30930888000
2007-02-15,31052336000
2007-02-16,31029964000
2007-02-20,31122648000
2007-02-21,31036356000
2007-02-22,30873360000
2007-02-23,30835008000
2007-02-26,31074708000
2007-02-27,29943324000
2007-02-28,30221376000
2007-03-01,30106320000
2007-03-02,30115908000
2007-03-05,30023224000
2007-03-06,30563348000
2007-03-07,30358804000
2007-03-08,30755108000
2007-03-09,30630464000
2007-03-12,30438704000
2007-03-13,29706820000
2007-03-14,29847444000
2007-03-15,30147868000
2007-03-16,30093536000
2007-03-19,30563348000
2007-03-20,30703971999
2007-03-21,31240900000
2007-03-22,31148215999
2007-03-23,30812636000
2007-03-26,30751912000
2007-03-27,30531388000
2007-03-28,30218180000
2007-03-29,30604896000
2007-03-30,30547368000
2007-04-02,30355775999
2007-04-03,30742272000
2007-04-04,30767616000
2007-04-05,30783456000
2007-04-09,30834144000
2007-04-10,30735936000
2007-04-11,30492000000
2007-04-12,30672575999
2007-04-13,30672575999
2007-04-16,30827808000
2007-04-17,31204800000
2007-04-18,31100256000
2007-04-19,31084416000
2007-04-20,31369536000
2007-04-23,31505760000
2007-04-24,31347360000
2007-04-25,32114016000
2007-04-26,31889088000
2007-04-27,32731775999
2007-04-30,32060160000
2007-05-01,32240736000
2007-05-02,32472000000
2007-05-03,32833152000
2007-05-04,32861664000
2007-05-07,33048575999
2007-05-08,32956704000
2007-05-09,33111936000
2007-05-10,32909184000
2007-05-11,33371712000
2007-05-14,33178464000
2007-05-15,32988384000
2007-05-16,33305184000
2007-05-17,33064416000
2007-05-18,33089760000
2007-05-21,33435072000
2007-05-22,33587136000
2007-05-23,33431904000
2007-05-24,32763456000
2007-05-25,32693760000
2007-05-29,32662080000
2007-05-30,32845824000
2007-05-31,32684256000
2007-06-01,32630400000
2007-06-04,32630400000
2007-06-05,32164704000
2007-06-06,31838400000
2007-06-07,31078080000
2007-06-08,31572288000
2007-06-11,31825727999
2007-06-12,31524768000
2007-06-13,31901760000
2007-06-14,32028480000
2007-06-15,32351616000
2007-06-18,32345280000
2007-06-19,32117184000
2007-06-20,31280832000
2007-06-21,31569120000
2007-06-22,31141440000
2007-06-25,31236480000
2007-06-26,31293504000
2007-06-27,31328352000
2007-06-28,31207968000
2007-06-29,31207968000
2007-07-02,31480074000
2007-07-03,31498998000
2007-07-05,31189906000
2007-07-06,31328682000
2007-07-09,31486382000
2007-07-10,30502333999
2007-07-11,30562260000
2007-07-12,31129980000
2007-07-13,31035360000
2007-07-16,30776732000
2007-07-17,30896583999
2007-07-18,30502333999
2007-07-19,30511796000
2007-07-20,30177472000
2007-07-23,30344633999
2007-07-24,29903074000
2007-07-25,30470794000
2007-07-26,30168010000
2007-07-27,28985260000
2007-07-30,29234426000
2007-07-31,28975798000
2007-08-01,29382664000
2007-08-02,29130344000
2007-08-03,27834050000
2007-08-06,28985260000
2007-08-07,29010492000
2007-08-08,28789712000
2007-08-09,26947776000
2007-08-10,27714198000
2007-08-13,27875052000
2007-08-14,27326256000
2007-08-15,26988777999
2007-08-16,27600654000
2007-08-17,28433310000
2007-08-20,27834050000
2007-08-21,27673196000
2007-08-22,28732940000
2007-08-23,28556316000
2007-08-24,28928488000
2007-08-27,28925333999
2007-08-28,27714198000
2007-08-29,28001212000
2007-08-30,27682658000
2007-08-31,28042214000
2007-09-04,28240916000
2007-09-05,27815126000
2007-09-06,27865590000
2007-09-07,27654272000
2007-09-10,27493418000
2007-09-11,27660580000
2007-09-12,27572268000
2007-09-13,27897130000
2007-09-14,27786740000
2007-09-17,27528112000
2007-09-18,28534238000
2007-09-19,29035724000
2007-09-20,28619396000
2007-09-21,28919026000
2007-09-24,28543700000
2007-09-25,29275427999
2007-09-26,29562442000
2007-09-27,29379510000
2007-09-28,29190270000
2007-10-01,29575520000
2007-10-02,29829292999
2007-10-03,30067401000
2007-10-04,30070534000
2007-10-05,30709666000
2007-10-08,30496622000
2007-10-09,30621942000
2007-10-10,30217785000
2007-10-11,30368169000
2007-10-12,30459026000
2007-10-15,30296110000
2007-10-16,29747835000
2007-10-17,29685175000
2007-10-18,29694574000
2007-10-19,28717078000
2007-10-22,29083639000
2007-10-23,29030378000
2007-10-24,28936388000
2007-10-25,28679482000
2007-10-26,30878848000
2007-10-29,30095598000
2007-10-30,29985942999
2007-10-31,30399499000
2007-11-01,29531658000
2007-11-02,29509727000
2007-11-05,29124367999
2007-11-06,29691441000
2007-11-07,28623088000
2007-11-08,28911324000
2007-11-09,28666950000
2007-11-12,28895659000
2007-11-13,29970278000
2007-11-14,29697707000
2007-11-15,29299816000
2007-11-16,29136900000
2007-11-19,27955759000
2007-11-20,27714517999
2007-11-21,27457612000
2007-11-23,28441374000
2007-11-26,27648725000
2007-11-27,28525965000
2007-11-28,29675776000
2007-11-29,29434535000
2007-11-30,29863755999
2007-12-03,29685175000
2007-12-04,29177629000
2007-12-05,30007874000
2007-12-06,30446494000
2007-12-07,29506594000
2007-12-10,29230890000
2007-12-11,28099877000
2007-12-12,28275325000
2007-12-13,28175069000
2007-12-14,27742715000
2007-12-17,27188174000
2007-12-18,27338558000
2007-12-19,27564134000
2007-12-20,27410617000
2007-12-21,27664390000
2007-12-24,28328586000
2007-12-26,27924429000
2007-12-27,27479542999
2007-12-28,27304095000
2007-12-31,27360222000
2008-01-02,26651034000
2008-01-03,26569446000
2008-01-04,26029710000
2008-01-07,26346647999
2008-01-08,25559010000
2008-01-09,26265060000
2008-01-10,26494134000
2008-01-11,26255646000
2008-01-14,26613378000
2008-01-15,25731600000
2008-01-16,26374890000
2008-01-17,25135380000
2008-01-18,24115530000
2008-01-22,23566380000
2008-01-23,24862374000
2008-01-24,25069482000
2008-01-25,23575794000
2008-01-28,24526608000
2008-01-29,24921996000
2008-01-30,24648990000
2008-01-31,25260900000
2008-02-01,25574700000
2008-02-04,25317384000
2008-02-05,24316362000
2008-02-06,24153186000
2008-02-07,23946078000
2008-02-08,23343582000
2008-02-11,22276662000
2008-02-12,22719120000
2008-02-13,22527702000
2008-02-14,22154280000
2008-02-15,22744224000
2008-02-19,22992126000
2008-02-20,22753638000
2008-02-21,22967022000
2008-02-22,23337306000
2008-02-25,23346720000
2008-02-26,23497344000
2008-02-27,23836247999
2008-02-28,22791294000
2008-02-29,21934620000
2008-03-03,21639647999
2008-03-04,21853032000
2008-03-05,21529818000
2008-03-06,20892804000
2008-03-07,21027738000
2008-03-10,20889665999
2008-03-11,22022484000
2008-03-12,21925206000
2008-03-13,21746340000
2008-03-14,21024600000
2008-03-17,20726490000
2008-03-18,22367664000
2008-03-19,22355112000
2008-03-20,23346720000
2008-03-24,23808006000
2008-03-25,23531862000
2008-03-26,23158440000
2008-03-27,23246304000
2008-03-28,23362410000
2008-03-31,23617509000
2008-04-01,24624300000
2008-04-02,24664821000
2008-04-03,24471567000
2008-04-04,24284547000
2008-04-07,23711018999
2008-04-08,23421138000
2008-04-09,23062683000
2008-04-10,23178012000
2008-04-11,22800855000
2008-04-14,22130700000
2008-04-15,22295901000
2008-04-16,22909950000
2008-04-17,23103204000
2008-04-18,23598806999
2008-04-21,23006577000
2008-04-22,22747866000
2008-04-23,21934329000
2008-04-24,22280316000
2008-04-25,22492272000
2008-04-28,22383177000
2008-04-29,22557729000
2008-04-30,22214859000
2008-05-01,23240352000
2008-05-02,23508414000
2008-05-05,22860078000
2008-05-06,22620068999
2008-05-07,21800298000
2008-05-08,21345216000
2008-05-09,21304695000
2008-05-12,21594576000
2008-05-13,21398205000
2008-05-14,21784713000
2008-05-15,21924978000
2008-05-16,21996668999
2008-05-19,21977967000
2008-05-20,21616395000
2008-05-21,21529118999
2008-05-22,22093296000
2008-05-23,21728606999
2008-05-27,21946797000
2008-05-28,21940563000
2008-05-29,22283433000
2008-05-30,22152518999
2008-06-02,22002903000
2008-06-03,22299018000
2008-06-04,22040306999
2008-06-05,22838259000
2008-06-06,22108881000
2008-06-09,22155636000
2008-06-10,22433049000
2008-06-11,22009137000
2008-06-12,22663706999
2008-06-13,23031513000
2008-06-16,22542143999
2008-06-17,22108881000
2008-06-18,21912510000
2008-06-19,22002903000
2008-06-20,21529118999
2008-06-23,21351450000
2008-06-24,21444960000
2008-06-25,21401322000
2008-06-26,20887017000
2008-06-27,20883900000
2008-06-30,19442026999
2008-07-01,19381807000
2008-07-02,19315565000
2008-07-03,19451060000
2008-07-07,19155982000
2008-07-08,19890666000
2008-07-09,19270400000
2008-07-10,18692288000
2008-07-11,17349382000
2008-07-14,17042260000
2008-07-15,16340697000
2008-07-16,17578218000
2008-07-17,17683603000
2008-07-18,17981692000
2008-07-21,17807054000
2008-07-22,18833805000
2008-07-23,19402884000
2008-07-24,18532705000
2008-07-25,18246660000
2008-07-28,17542086000
2008-07-29,18951234000
2008-07-30,19165015000
2008-07-31,19086729000
2008-08-01,18951234000
2008-08-04,19023498000
2008-08-05,20396514000
2008-08-06,20194776999
2008-08-07,19134905000
2008-08-08,20089392000
2008-08-11,20053260000
2008-08-12,19411917000
2008-08-13,18872948000
2008-08-14,19246312000
2008-08-15,19393851000
2008-08-18,18677233000
2008-08-19,18343012000
2008-08-20,18412265000
2008-08-21,17999758000
2008-08-22,18493562000
2008-08-25,18078044000
2008-08-26,17936527000
2008-08-27,18120198000
2008-08-28,19068663000
2008-08-29,18993388000
2008-09-02,19375785000
2008-09-03,19408906000
2008-09-04,18592925000
2008-09-05,18638090000
2008-09-08,19953897000
2008-09-09,18884992000
2008-09-10,18677233000
2008-09-11,18686266000
2008-09-12,18180418000
2008-09-15,17189799000
2008-09-16,17379492000
2008-09-17,15491595000
2008-09-18,17256041000
2008-09-19,19014465000
2008-09-22,17599295000
2008-09-23,16885688000
2008-09-24,15627090000
2008-09-25,15581925000
2008-09-26,17054304000
2008-09-29,15055000000
2008-09-30,13149592000
2008-10-01,12225688000
2008-10-02,8311928000
2008-10-03,8789920000
2008-10-06,9912720000
2008-10-07,9184504000
2008-10-08,7975088000
2008-10-09,6451288000
2008-10-10,6168984000
2008-10-13,7901304000
2008-10-14,10586400000
2008-10-15,10506200000
2008-10-16,9258288000
2008-10-17,9203752000
2008-10-20,9399440000
2008-10-21,8838040000
2008-10-22,7275744000
2008-10-23,6707928000
2008-10-24,7795440000
2008-10-27,6342216000
2008-10-28,6165776000
2008-10-29,6371088000
2008-10-30,3086095999
2008-10-31,3310656000
2008-11-03,5222624000
2008-11-04,5482472000
2008-11-05,5501720000
2008-11-06,4356464000
2008-11-07,4744632000
2008-11-10,4667640000
2008-11-11,3605792000
2008-11-12,3102136000
2008-11-13,3355568000
2008-11-14,4058120000
2008-11-17,2970608000
2008-11-18,3092512000
2008-11-19,2207104000
2008-11-20,1786856000
2008-11-21,1587960000
2008-11-24,2001792000
2008-11-25,2258432000
2008-11-26,2441288000
2008-11-28,2710760000
2008-12-01,2120488000
2008-12-02,2165400000
2008-12-03,2219936000
2008-12-04,2312968000
2008-12-05,4680472000
2008-12-08,4767088000
2008-12-09,4860120000
2008-12-10,5007688000
2008-12-11,4802376000
2008-12-12,4645184000
2008-12-15,4481576000
2008-12-16,5543424000
2008-12-17,5620416000
2008-12-18,5511344000
2008-12-19,5476056000
2008-12-22,5126384000
2008-12-23,5049392000
2008-12-24,4946736000
2008-12-26,4991648000
2008-12-29,4985232000
2008-12-30,5235456000
2008-12-31,5267536000
2009-01-02,5482472000
2009-01-05,5527384000
2009-01-06,6313344000
2009-01-07,5745528000
2009-01-08,5928384000
2009-01-09,5825728000
2009-01-12,4741424000
2009-01-13,4953152000
2009-01-14,4423832000
2009-01-15,4234560000
2009-01-16,4427040000
2009-01-20,3692408000
2009-01-21,4327592000
2009-01-22,3907344000
2009-01-23,4523280000
2009-01-26,4507240000
2009-01-27,4680472000
2009-01-28,5681368000
2009-01-29,4940320000
2009-01-30,4221728000
2009-02-02,4850496000
2009-02-03,4686888000
2009-02-04,4674056000
2009-02-05,4840872000
2009-02-06,4067744000
2009-02-09,4821624000
2009-02-10,4186440000
2009-02-11,4356464000
2009-02-12,4022831999
2009-02-13,3997168000
2009-02-17,3201584000
2009-02-18,3284992000
2009-02-19,2479784000
2009-02-20,2178232000
2009-02-23,2142944000
2009-02-24,2569608000
2009-02-25,2258432000
2009-02-26,2296928000
2009-02-27,1956880000
2009-03-02,1639288000
2009-03-03,1485304000
2009-03-04,1648912000
2009-03-05,1324904000
2009-03-06,1161296000
2009-03-09,1315280000
2009-03-10,1664952000
2009-03-11,1738736000
2009-03-12,1972920000
2009-03-13,2258432000
2009-03-16,2101240000
2009-03-17,2287304000
2009-03-18,2842288000
2009-03-19,2569608000
2009-03-20,2444496000
2009-03-23,2983440000
2009-03-24,2903240000
2009-03-25,2977024000
2009-03-26,3047600000
2009-03-27,3018728000
2009-03-30,2473368000
2009-03-31,2554390000
2009-04-01,2495818000
2009-04-02,2580422000
2009-04-03,2843996000
2009-04-06,3062014000
2009-04-07,2749630000
2009-04-08,3120586000
2009-04-09,3514320000
