,DVN
2004-08-24,15650950000
2004-08-25,15631549999
2004-08-26,15587900000
2004-08-27,15757650000
2004-08-30,15587900000
2004-08-31,15718849999
2004-09-01,16126250000
2004-09-02,16344500000
2004-09-03,16359049999
2004-09-07,16485150000
2004-09-08,16441500000
2004-09-09,16742200000
2004-09-10,16684000000
2004-09-13,16805250000
2004-09-14,16814950000
2004-09-15,16620950000
2004-09-16,16698550000
2004-09-17,16975000000
2004-09-20,17241750000
2004-09-21,17590950000
2004-09-22,17527900000
2004-09-23,17644300000
2004-09-24,17881950000
2004-09-27,17915900000
2004-09-28,17498800000
2004-09-29,17144750000
2004-09-30,17040000000
2004-10-01,17150399999
2004-10-04,17270400000
2004-10-05,17620800000
2004-10-06,18014400000
2004-10-07,18014400000
2004-10-08,18028800000
2004-10-11,17870400000
2004-10-12,17755200000
2004-10-13,17337600000
2004-10-14,17515200000
2004-10-15,17524800000
2004-10-18,17313600000
2004-10-19,17404800000
2004-10-20,17817600000
2004-10-21,18062400000
2004-10-22,18326400000
2004-10-25,18336000000
2004-10-26,18604800000
2004-10-27,18124800000
2004-10-28,17553600000
2004-10-29,17755200000
2004-11-01,17760000000
2004-11-02,17486400000
2004-11-03,17913600000
2004-11-04,18240000000
2004-11-05,18456000000
2004-11-08,18124800000
2004-11-09,17904000000
2004-11-10,17894400000
2004-11-11,17899200000
2004-11-12,18216000000
2004-11-15,17990400000
2004-11-16,18100800000
2004-11-17,18268800000
2004-11-18,18278400000
2004-11-19,18566400000
2004-11-22,18960000000
2004-11-23,19339200000
2004-11-24,19660800000
2004-11-26,19809600000
2004-11-29,19651200000
2004-11-30,19881600000
2004-12-01,19382400000
2004-12-02,18734400000
2004-12-03,18984000000
2004-12-06,18984000000
2004-12-07,18297600000
2004-12-08,18422400000
2004-12-09,18456000000
2004-12-10,18288000000
2004-12-13,18820800000
2004-12-14,18950400000
2004-12-15,19281600000
2004-12-16,19166400000
2004-12-17,19272000000
2004-12-20,19430400000
2004-12-21,19396800000
2004-12-22,18859200000
2004-12-23,18912000000
2004-12-27,18480000000
2004-12-28,18571200000
2004-12-29,18691200000
2004-12-30,18686400000
2004-12-31,18681600000
2005-01-03,17856000000
2005-01-04,17812800000
2005-01-05,17568000000
2005-01-06,17812800000
2005-01-07,17764800000
2005-01-10,18052800000
2005-01-11,18187200000
2005-01-12,18336000000
2005-01-13,18273600000
2005-01-14,18504000000
2005-01-18,18912000000
2005-01-19,18945600000
2005-01-20,18844800000
2005-01-21,18931200000
2005-01-24,19022400000
2005-01-25,19147200000
2005-01-26,19454400000
2005-01-27,19708800000
2005-01-28,19267200000
2005-01-31,19521600000
2005-02-01,19929600000
2005-02-02,20428800000
2005-02-03,19891200000
2005-02-04,19545600000
2005-02-07,19300800000
2005-02-08,19368000000
2005-02-09,19416000000
2005-02-10,20174400000
2005-02-11,20380800000
2005-02-14,20217600000
2005-02-15,20217600000
2005-02-16,20932800000
2005-02-17,20443200000
2005-02-18,20937600000
2005-02-22,21144000000
2005-02-23,21446400000
2005-02-24,22056000000
2005-02-25,22785600000
2005-02-28,22459200000
2005-03-01,21720000000
2005-03-02,22348800000
2005-03-03,22968000000
2005-03-04,23260800000
2005-03-07,23280000000
2005-03-08,23275200000
2005-03-09,22924800000
2005-03-10,22128000000
2005-03-11,22392000000
2005-03-14,22819200000
2005-03-15,22392000000
2005-03-16,22353600000
2005-03-17,23140800000
2005-03-18,23145600000
2005-03-21,22795200000
2005-03-22,22468800000
2005-03-23,21859200000
2005-03-24,22032000000
2005-03-28,22027200000
2005-03-29,21672000000
2005-03-30,22089600000
2005-03-31,22156000000
2005-04-01,22991200000
2005-04-04,22981920000
2005-04-05,22490080000
2005-04-06,22731360000
2005-04-07,22615360000
2005-04-08,21761600000
2005-04-11,21905440000
2005-04-12,21455360000
2005-04-13,21093440000
2005-04-14,21125920000
2005-04-15,20374240000
2005-04-18,20648000000
2005-04-19,21079520000
2005-04-20,20490240000
2005-04-21,21218720000
2005-04-22,21381120000
2005-04-25,21877600000
2005-04-26,21701280000
2005-04-27,21223360000
2005-04-28,20880000000
2005-04-29,20958880000
2005-05-02,21557440000
2005-05-03,20866080000
2005-05-04,20791840000
2005-05-05,21028480000
2005-05-06,20661920000
2005-05-09,21009920000
2005-05-10,20555200000
2005-05-11,20893920000
2005-05-12,19859200000
2005-05-13,19413760000
2005-05-16,19715360000
2005-05-17,20193280000
2005-05-18,20105120000
2005-05-19,20573760000
2005-05-20,20105120000
2005-05-23,20508800000
2005-05-24,20745440000
2005-05-25,21047040000
2005-05-26,20986720000
2005-05-27,21599200000
2005-05-31,21297600000
2005-06-01,21784800000
2005-06-02,21747680000
2005-06-03,21798720000
2005-06-06,22142080000
2005-06-07,21747680000
2005-06-08,22063200000
2005-06-09,22350880000
2005-06-10,22072480000
2005-06-13,22318400000
2005-06-14,22425120000
2005-06-15,22568960000
2005-06-16,22819520000
2005-06-17,22847360000
2005-06-20,23060800000
2005-06-21,22675680000
2005-06-22,23014400000
2005-06-23,24007360000
2005-06-24,23766080000
2005-06-27,24141920000
2005-06-28,23362400000
2005-06-29,23334560000
2005-06-30,22603280000
2005-07-01,23504200000
2005-07-05,24115220000
2005-07-06,23704900000
2005-07-07,24315920000
2005-07-08,24097380000
2005-07-11,24271320000
2005-07-12,24641500000
2005-07-13,24275780000
2005-07-14,23562180000
2005-07-15,23267820000
2005-07-18,23076040000
2005-07-19,23593400000
2005-07-20,23669220000
2005-07-21,23557720000
2005-07-22,24645960000
2005-07-25,24650420000
2005-07-26,24833280000
2005-07-27,24833280000
2005-07-28,24980460000
2005-07-29,25016140000
2005-08-01,25256980000
2005-08-02,25769880000
2005-08-03,25689600000
2005-08-04,25716360000
2005-08-05,25738660000
2005-08-08,26421040000
2005-08-09,26153440000
2005-08-10,26746620000
2005-08-11,26907180000
2005-08-12,26688640000
2005-08-15,26224800000
2005-08-16,25466600000
2005-08-17,24851120000
2005-08-18,24993840000
2005-08-19,25711900000
2005-08-22,25948280000
2005-08-23,25970580000
2005-08-24,26180200000
2005-08-25,26264940000
2005-08-26,25725280000
2005-08-29,25992880000
2005-08-30,26456720000
2005-08-31,27103420000
2005-09-01,27759040000
2005-09-02,27090040000
2005-09-06,27527120000
2005-09-07,27790260000
2005-09-08,28102460000
2005-09-09,28691180000
2005-09-12,28213960000
2005-09-13,27959740000
2005-09-14,28057860000
2005-09-15,27919600000
2005-09-16,27830400000
2005-09-19,29070280000
2005-09-20,29315580000
2005-09-21,29957820000
2005-09-22,29667920000
2005-09-23,28874039999
2005-09-26,29609940000
2005-09-27,30006880000
2005-09-28,30640200000
2005-09-29,31300280000
2005-09-30,30338880000
2005-10-03,30564300000
2005-10-04,29339959999
2005-10-05,27925560000
2005-10-06,27333280000
2005-10-07,28022800000
2005-10-10,27324440000
2005-10-11,28398500000
2005-10-12,27969760000
2005-10-13,26705640000
2005-10-14,27417260000
2005-10-17,27846000000
2005-10-18,26210600000
2005-10-19,26802880000
2005-10-20,25423840000
2005-10-21,25689040000
2005-10-24,26652600000
2005-10-25,27138800000
2005-10-26,26851500000
2005-10-27,25609480000
2005-10-28,26696800000
2005-10-31,26687960000
2005-11-01,26515580000
2005-11-02,26409500000
2005-11-03,27350960000
2005-11-04,26047060000
2005-11-07,25247040000
2005-11-08,25781860000
2005-11-09,25476880000
2005-11-10,24119940000
2005-11-11,24332100000
2005-11-14,24221600000
2005-11-15,24884600000
2005-11-16,26016120000
2005-11-17,25923300000
2005-11-18,25905620000
2005-11-21,26767520000
2005-11-22,27558700000
2005-11-23,27129960000
2005-11-25,27129960000
2005-11-28,26223860000
2005-11-29,26674700000
2005-11-30,26608400000
2005-12-01,27359800000
2005-12-02,27532180000
2005-12-05,27726660000
2005-12-06,28310100000
2005-12-07,28486900000
2005-12-08,29233880000
2005-12-09,28862600000
2005-12-12,29344380000
2005-12-13,29614000000
2005-12-14,29989699999
2005-12-15,29291340000
2005-12-16,28363140000
2005-12-19,28146560000
2005-12-20,28805140000
2005-12-21,28522260000
2005-12-22,28371980000
2005-12-23,28226120000
2005-12-27,27377480000
2005-12-28,27823900000
2005-12-29,27585220000
2005-12-30,27642680000
2006-01-03,28592980000
2006-01-04,29167579999
2006-01-05,28805140000
2006-01-06,29432780000
2006-01-09,29370900000
2006-01-10,29415100000
2006-01-11,28897959999
2006-01-12,28946579999
2006-01-13,29012880000
2006-01-17,29843840000
2006-01-18,29136640000
2006-01-19,30170920000
2006-01-20,29998540000
2006-01-23,30033900000
2006-01-24,29927819999
2006-01-25,28752100000
2006-01-26,28562040000
2006-01-27,28933319999
2006-01-30,29923400000
2006-01-31,30148819999
2006-02-01,29167579999
2006-02-02,28849340000
2006-02-03,28442699999
2006-02-06,29021720000
2006-02-07,27443780000
2006-02-08,27183000000
2006-02-09,26179660000
2006-02-10,26042640000
2006-02-13,25636000000
2006-02-14,25971920000
2006-02-15,25764180000
2006-02-16,26723320000
2006-02-17,26833820000
2006-02-21,27487980000
2006-02-22,26520000000
2006-02-23,26524420000
2006-02-24,26953160000
2006-02-27,26466960000
2006-02-28,25914460000
2006-03-01,26153140000
2006-03-02,26736580000
2006-03-03,26878020000
2006-03-06,25649260000
2006-03-07,25198420000
2006-03-08,25428260000
2006-03-09,25061400000
2006-03-10,25123280000
2006-03-13,26135460000
2006-03-14,26718900000
2006-03-15,26687960000
2006-03-16,27054820000
2006-03-17,26741000000
2006-03-20,26033800000
2006-03-21,25967500000
2006-03-22,25755340000
2006-03-23,26453700000
2006-03-24,26944320000
2006-03-27,26789620000
2006-03-28,27311180000
2006-03-29,27850420000
2006-03-30,27651520000
2006-03-31,26914800000
2006-04-03,27183200000
2006-04-04,27332800000
2006-04-05,27535200000
2006-04-06,27073200000
2006-04-07,26312000000
2006-04-10,26884000000
2006-04-11,26606800000
2006-04-12,26400000000
2006-04-13,26448400000
2006-04-17,27205200000
2006-04-18,28058800000
2006-04-19,28468000000
2006-04-20,27830000000
2006-04-21,28226000000
2006-04-24,27513200000
2006-04-25,27236000000
2006-04-26,26364800000
2006-04-27,26193200000
2006-04-28,26448400000
2006-05-01,26743200000
2006-05-02,27627600000
2006-05-03,27759600000
2006-05-04,27310800000
2006-05-05,27834400000
2006-05-08,27684800000
2006-05-09,27429600000
2006-05-10,27764000000
2006-05-11,27486800000
2006-05-12,26290000000
2006-05-15,25586000000
2006-05-16,25810400000
2006-05-17,24816000000
2006-05-18,24393600000
2006-05-19,25132800000
2006-05-22,25229600000
2006-05-23,24741200000
2006-05-24,23980000000
2006-05-25,24692800000
2006-05-26,25088800000
2006-05-30,24706000000
2006-05-31,25238400000
2006-06-01,25229600000
2006-06-02,25550800000
2006-06-05,24675200000
2006-06-06,24943600000
2006-06-07,23821600000
2006-06-08,24019600000
2006-06-09,23359600000
2006-06-12,22836000000
2006-06-13,21604000000
2006-06-14,22959200000
2006-06-15,24046000000
2006-06-16,24015200000
2006-06-19,22998800000
2006-06-20,22941600000
2006-06-21,23570800000
2006-06-22,23658800000
2006-06-23,24499200000
2006-06-26,24890800000
2006-06-27,24776400000
2006-06-28,24758800000
2006-06-29,25603600000
2006-06-30,26640810000
2006-07-03,26901000000
2006-07-05,27139140000
2006-07-06,27134730000
2006-07-07,26883360000
2006-07-10,26773110000
2006-07-11,27059760000
2006-07-12,26702550000
2006-07-13,26402670000
2006-07-14,27068580000
2006-07-17,26345340000
2006-07-18,26252730000
2006-07-19,26499690000
2006-07-20,26041050000
2006-07-21,25286940000
2006-07-24,26389440000
2006-07-25,26931870000
2006-07-26,28135800000
2006-07-27,27783000000
2006-07-28,27937350000
2006-07-31,28506240000
2006-08-01,28559160000
2006-08-02,28995750000
2006-08-03,28343070000
2006-08-04,27893250000
2006-08-07,28290150000
2006-08-08,27791820000
2006-08-09,28021140000
2006-08-10,28029960000
2006-08-11,27924120000
2006-08-14,27311130000
2006-08-15,27359640000
2006-08-16,27033300000
2006-08-17,26521740000
2006-08-18,26834850000
2006-08-21,26852490000
2006-08-22,27447840000
2006-08-23,27077400000
2006-08-24,27588960000
2006-08-25,27765360000
2006-08-28,27319950000
2006-08-29,27430200000
2006-08-30,26953920000
2006-08-31,27558090000
2006-09-01,28290150000
2006-09-05,31813740000
2006-09-06,30433410000
2006-09-07,30808260000
2006-09-08,29793960000
2006-09-11,29022210000
2006-09-12,28753200000
2006-09-13,29489670000
2006-09-14,28545930000
2006-09-15,28920780000
2006-09-18,29476440000
2006-09-19,28365119999
2006-09-20,27306720000
2006-09-21,27588960000
2006-09-22,26839260000
2006-09-25,26737830000
2006-09-26,26967150000
2006-09-27,27412560000
2006-09-28,27209700000
2006-09-29,27849150000
2006-10-02,27306000000
2006-10-03,26284800000
2006-10-04,27123960000
2006-10-05,27639000000
2006-10-06,27705600000
2006-10-09,27328200000
2006-10-10,28282800000
2006-10-11,27821040000
2006-10-12,28256160000
2006-10-13,28735680000
2006-10-16,29752440000
2006-10-17,29526000000
2006-10-18,29494920000
2006-10-19,30342960000
2006-10-20,29921160000
2006-10-23,29534880000
2006-10-24,30636000000
2006-10-25,30791399999
2006-10-26,30414000000
2006-10-27,29827920000
2006-10-30,29432760000
2006-10-31,29676960000
2006-11-01,29499360000
2006-11-02,29765760000
2006-11-03,30502800000
2006-11-06,30569399999
2006-11-07,30294120000
2006-11-08,30804719999
2006-11-09,31559520000
2006-11-10,31119960000
2006-11-13,31119960000
2006-11-14,31075559999
2006-11-15,31359719999
2006-11-16,30582719999
2006-11-17,31062239999
2006-11-20,30769200000
2006-11-21,31697160000
2006-11-22,31413000000
2006-11-24,31288680000
2006-11-27,30853559999
2006-11-28,31355280000
2006-11-29,32292120000
2006-11-30,32576280000
2006-12-01,32665079999
2006-12-04,32443079999
2006-12-05,32869320000
2006-12-06,32518559999
2006-12-07,32700600000
2006-12-08,31999079999
2006-12-11,31608360000
2006-12-12,31528440000
2006-12-13,31555079999
2006-12-14,32083440000
2006-12-15,31381920000
2006-12-18,30289680000
2006-12-19,30795840000
2006-12-20,30498360000
2006-12-21,30476160000
2006-12-22,30240840000
2006-12-26,29832360000
2006-12-27,29965559999
2006-12-28,29925600000
2006-12-29,29783520000
2007-01-03,28797840000
2007-01-04,28282800000
2007-01-05,29002079999
2007-01-08,29135280000
2007-01-09,29148600000
2007-01-10,28713480000
2007-01-11,28411560000
2007-01-12,29139719999
2007-01-16,28811160000
2007-01-17,29170800000
2007-01-18,29188559999
2007-01-19,30041040000
2007-01-22,29872320000
2007-01-23,30826920000
2007-01-24,31040040000
2007-01-25,30294120000
2007-01-26,30227520000
2007-01-29,30209760000
2007-01-30,31159920000
2007-01-31,31119960000
2007-02-01,31164360000
2007-02-02,31257600000
2007-02-05,31244280000
2007-02-06,30991200000
2007-02-07,30698160000
2007-02-08,30516120000
2007-02-09,30303000000
2007-02-12,29663640000
2007-02-13,29787960000
2007-02-14,29903399999
2007-02-15,29614800000
2007-02-16,29610360000
2007-02-20,29184120000
2007-02-21,29343960000
2007-02-22,29490480000
2007-02-23,29370600000
2007-02-26,29796840000
2007-02-27,29113079999
2007-02-28,29170800000
2007-03-01,29099760000
2007-03-02,28615800000
2007-03-05,28198440000
2007-03-06,28651320000
2007-03-07,28966559999
2007-03-08,28744559999
2007-03-09,28744559999
2007-03-12,28571399999
2007-03-13,28096320000
2007-03-14,28420440000
2007-03-15,28518120000
2007-03-16,28589160000
2007-03-19,28939920000
2007-03-20,29193000000
2007-03-21,29463840000
2007-03-22,30032160000
2007-03-23,30036600000
2007-03-26,30751440000
2007-03-27,30969000000
2007-03-28,30786960000
2007-03-29,31102200000
2007-03-30,30733680000
2007-04-02,31269060000
2007-04-03,31483140000
2007-04-04,31871159999
2007-04-05,32058479999
2007-04-09,32535700000
2007-04-10,33093200000
2007-04-11,32758700000
2007-04-12,33427700000
2007-04-13,33494599999
2007-04-16,33311740000
2007-04-17,32798840000
2007-04-18,32691800000
2007-04-19,32103080000
2007-04-20,32803300000
2007-04-23,32696260000
2007-04-24,32526780000
2007-04-25,33365260000
2007-04-26,32807760000
2007-04-27,32776539999
2007-04-30,32500020000
2007-05-01,32598140000
2007-05-02,33119960000
2007-05-03,33878159999
2007-05-04,33864780000
2007-05-07,33829099999
2007-05-08,33628400000
2007-05-09,33298360000
2007-05-10,32723020000
2007-05-11,33454460000
2007-05-14,33896000000
2007-05-15,33463380000
2007-05-16,33490140000
2007-05-17,34150219999
2007-05-18,34765700000
2007-05-21,35251840000
2007-05-22,34930720000
2007-05-23,34712180000
2007-05-24,34016420000
2007-05-25,34163599999
2007-05-29,33931680000
2007-05-30,34337539999
2007-05-31,34243880000
2007-06-01,34640820000
2007-06-04,35586340000
2007-06-05,35737980000
2007-06-06,35488220000
2007-06-07,34926260000
2007-06-08,34926260000
2007-06-11,35109120000
2007-06-12,34877200000
2007-06-13,35385640000
2007-06-14,36001120000
2007-06-15,36732560000
2007-06-18,37254380000
2007-06-19,37174100000
2007-06-20,36023420000
2007-06-21,36157220000
2007-06-22,35697840000
2007-06-25,34939640000
2007-06-26,34114539999
2007-06-27,34591760000
2007-06-28,34493640000
2007-06-29,34917340000
2007-07-02,35435350000
2007-07-03,35568850000
2007-07-05,35355250000
2007-07-06,35328550000
2007-07-09,35462050000
2007-07-10,34799000000
2007-07-11,34928050000
2007-07-12,35551050000
2007-07-13,35608900000
2007-07-16,35221750000
2007-07-17,35337450000
2007-07-18,36952800000
2007-07-19,36841550000
2007-07-20,36401000000
2007-07-23,35737950000
2007-07-24,34514200000
2007-07-25,35039300000
2007-07-26,34015800000
2007-07-27,33192550000
2007-07-30,33544099999
2007-07-31,33201450000
2007-08-01,34896900000
2007-08-02,35292950000
2007-08-03,34318400000
2007-08-06,34345100000
2007-08-07,34914700000
2007-08-08,35110500000
2007-08-09,34060300000
2007-08-10,33802199999
2007-08-13,33989099999
2007-08-14,33486250000
2007-08-15,32818750000
2007-08-16,32400450000
2007-08-17,33504050000
2007-08-20,33228150000
2007-08-21,32605150000
2007-08-22,32507250000
2007-08-23,32961149999
2007-08-24,33508500000
2007-08-27,33210349999
2007-08-28,32596250000
2007-08-29,33277100000
2007-08-30,33134699999
2007-08-31,33512950000
2007-09-04,34376250000
2007-09-05,34861300000
2007-09-06,35114950000
2007-09-07,34532000000
2007-09-10,34434100000
2007-09-11,34954750000
2007-09-12,35729050000
2007-09-13,35355250000
2007-09-14,35413100000
2007-09-17,35573300000
2007-09-18,36503350000
2007-09-19,37126350000
2007-09-20,37295450000
2007-09-21,37749350000
2007-09-24,37024000000
2007-09-25,36436600000
2007-09-26,36392100000
2007-09-27,37210900000
2007-09-28,37024000000
2007-10-01,37602500000
2007-10-02,37442300000
2007-10-03,37215350000
2007-10-04,38189900000
2007-10-05,38385700000
2007-10-08,37651450000
2007-10-09,38301150000
2007-10-10,38737250000
2007-10-11,39115500000
2007-10-12,39200050000
2007-10-15,39653950000
2007-10-16,40036650000
2007-10-17,39943200000
2007-10-18,40281400000
2007-10-19,38550350000
2007-10-22,38056400000
2007-10-23,38074200000
2007-10-24,38550350000
2007-10-25,39725150000
2007-10-26,41478450000
2007-10-29,41607500000
2007-10-30,40076700000
2007-10-31,41563000000
2007-11-01,40632950000
2007-11-02,41189200000
2007-11-05,41122450000
2007-11-06,41260400000
2007-11-07,40272500000
2007-11-08,40272500000
2007-11-09,39440350000
2007-11-12,37655900000
2007-11-13,38118700000
2007-11-14,38274450000
2007-11-15,37825000000
2007-11-16,38363450000
2007-11-19,38109800000
2007-11-20,38496950000
2007-11-21,37393350000
2007-11-23,37976300000
2007-11-26,37380000000
2007-11-27,36935000000
2007-11-28,36303100000
2007-11-29,36485550000
2007-11-30,36850450000
2007-12-03,37081850000
2007-12-04,36983950000
2007-12-05,37922900000
2007-12-06,39386950000
2007-12-07,39146650000
2007-12-10,39671750000
2007-12-11,38701650000
2007-12-12,39867550000
2007-12-13,39983250000
2007-12-14,39484850000
2007-12-17,38670500000
2007-12-18,38612650000
2007-12-19,38723900000
2007-12-20,39511550000
2007-12-21,40588450000
2007-12-24,40842100000
2007-12-26,40414900000
2007-12-27,40103400000
2007-12-28,40232450000
2007-12-31,39564950000
2008-01-02,40797600000
2008-01-03,41358300000
2008-01-04,40183500000
2008-01-07,39961000000
2008-01-08,38826250000
2008-01-09,39734050000
2008-01-10,39449250000
2008-01-11,38790650000
2008-01-14,40139000000
2008-01-15,38848500000
2008-01-16,37415600000
2008-01-17,35911500000
2008-01-18,36418800000
2008-01-22,35284050000
2008-01-23,35488750000
2008-01-24,36182950000
2008-01-25,36076150000
2008-01-28,37135250000
2008-01-29,36983950000
2008-01-30,37469000000
2008-01-31,37847250000
2008-02-01,38612650000
2008-02-04,38857400000
2008-02-05,37633650000
2008-02-06,38363450000
2008-02-07,39119950000
2008-02-08,39854200000
2008-02-11,41692050000
2008-02-12,40935550000
2008-02-13,41429500000
2008-02-14,41683150000
2008-02-15,41474000000
2008-02-19,42809000000
2008-02-20,44313100000
2008-02-21,42671050000
2008-02-22,43436450000
2008-02-25,44980600000
2008-02-26,45683700000
2008-02-27,44793700000
2008-02-28,47187800000
2008-02-29,45710400000
2008-03-03,46266650000
2008-03-04,45403350000
2008-03-05,46146500000
2008-03-06,45314350000
2008-03-07,44749200000
2008-03-10,44531150000
2008-03-11,46217700000
2008-03-12,45434500000
2008-03-13,46489150000
2008-03-14,45839450000
2008-03-17,44192950000
2008-03-18,46044150000
2008-03-19,43053750000
2008-03-20,42849050000
2008-03-24,44126200000
2008-03-25,45803850000
2008-03-26,47877550000
2008-03-27,46827350000
2008-03-28,46422400000
2008-03-31,46113860000
2008-04-01,45972420000
2008-04-02,46255300000
2008-04-03,46657520000
2008-04-04,47444280000
2008-04-07,47930480000
2008-04-08,48991280000
2008-04-09,49526100000
2008-04-10,49366980000
2008-04-11,48292920000
2008-04-14,49530520000
2008-04-15,50153740000
2008-04-16,51550460000
2008-04-17,51333880000
2008-04-18,52332800000
2008-04-21,52553800000
2008-04-22,53424540000
2008-04-23,52841100000
2008-04-24,50922820000
2008-04-25,52421200000
2008-04-28,52164840000
2008-04-29,49972520000
2008-04-30,50122800000
2008-05-01,48602320000
2008-05-02,49543780000
2008-05-05,50617840000
2008-05-06,53185860000
2008-05-07,51493000000
2008-05-08,51859860000
2008-05-09,51148240000
2008-05-12,51395760000
2008-05-13,52133900000
2008-05-14,51276420000
2008-05-15,52306280000
2008-05-16,53649960000
2008-05-19,54025660000
2008-05-20,54967120000
2008-05-21,54388100000
2008-05-22,54392520000
2008-05-23,52443300000
2008-05-27,52191360000
2008-05-28,52690820000
2008-05-29,51099620000
2008-05-30,51245480000
2008-06-02,52310700000
2008-06-03,51753780000
2008-06-04,49764780000
2008-06-05,51815660000
2008-06-06,51258740000
2008-06-09,52708500000
2008-06-10,51227800000
2008-06-11,51541620000
2008-06-12,51254320000
2008-06-13,51373660000
2008-06-16,51475320000
2008-06-17,53380340000
2008-06-18,54065440000
2008-06-19,52549380000
2008-06-20,52496340000
2008-06-23,54149420000
2008-06-24,51904060000
2008-06-25,50874200000
2008-06-26,50675300000
2008-06-27,50776960000
2008-06-30,52630080000
2008-07-01,53874000000
2008-07-02,52073820000
2008-07-03,51618300000
2008-07-07,48618000000
2008-07-08,47413500000
2008-07-09,45810420000
2008-07-10,47965380000
2008-07-11,48328920000
2008-07-14,48666180000
2008-07-15,46511220000
2008-07-16,44404440000
2008-07-17,42709380000
2008-07-18,43173660000
2008-07-21,45140280000
2008-07-22,43186800000
2008-07-23,40869780000
2008-07-24,40812840000
2008-07-25,41342820000
2008-07-28,41364720000
2008-07-29,40545660000
2008-07-30,42486000000
2008-07-31,41561820000
2008-08-01,41658180000
2008-08-04,38561520000
2008-08-05,38938200000
2008-08-06,40515000000
2008-08-07,40966140000
2008-08-08,39244800000
2008-08-11,39770400000
2008-08-12,40681440000
2008-08-13,42976560000
2008-08-14,42332700000
2008-08-15,41150100000
2008-08-18,40830360000
2008-08-19,42700620000
2008-08-20,45464400000
2008-08-21,46077600000
2008-08-22,44798640000
2008-08-25,44592780000
2008-08-26,46099500000
2008-08-27,46769640000
2008-08-28,45184080000
2008-08-29,44697900000
2008-09-02,42052380000
2008-09-03,41793960000
2008-09-04,41040600000
2008-09-05,41912220000
2008-09-08,41627520000
2008-09-09,38250540000
2008-09-10,40151460000
2008-09-11,40488720000
2008-09-12,41991060000
2008-09-15,39218520000
2008-09-16,41320920000
2008-09-17,41106300000
2008-09-18,42915240000
2008-09-19,46209000000
2008-09-22,44785500000
2008-09-23,44395680000
2008-09-24,44496420000
2008-09-25,44956320000
2008-09-26,43256880000
2008-09-29,38596560000
2008-09-30,39763200000
2008-10-01,39039440000
2008-10-02,36231600000
2008-10-03,35974360000
2008-10-06,33746400000
2008-10-07,31627440000
2008-10-08,31588200000
2008-10-09,27380800000
2008-10-10,26160000000
2008-10-13,31775679999
2008-10-14,32787200000
2008-10-15,27315400000
2008-10-16,30480760000
2008-10-17,30868800000
2008-10-20,34749200000
2008-10-21,33663559999
2008-10-22,30232240000
2008-10-23,31662320000
2008-10-24,30445880000
2008-10-27,28108920000
2008-10-28,30620280000
2008-10-29,31296080000
2008-10-30,33489160000
2008-10-31,35254960000
2008-11-03,33960040000
2008-11-04,36188000000
2008-11-05,34775360000
2008-11-06,32264000000
2008-11-07,33183960000
2008-11-10,33920800000
2008-11-11,32264000000
2008-11-12,29617480000
2008-11-13,32255280000
2008-11-14,30581040000
2008-11-17,30376120000
2008-11-18,30934200000
2008-11-19,29896519999
2008-11-20,25942000000
2008-11-21,30066559999
2008-11-24,31732080000
2008-11-25,31858519999
2008-11-26,32652040000
2008-11-28,31540240000
2008-12-01,28640840000
2008-12-02,29246880000
2008-12-03,29395120000
2008-12-04,27097400000
2008-12-05,26709360000
2008-12-08,28479519999
2008-12-09,28880639999
2008-12-10,31636160000
2008-12-11,30942920000
2008-12-12,29669800000
2008-12-15,29342800000
2008-12-16,30681320000
2008-12-17,29935760000
2008-12-18,28161240000
2008-12-19,29120440000
2008-12-22,27502880000
2008-12-23,27476720000
2008-12-24,27463640000
2008-12-26,27908360000
2008-12-29,28579800000
2008-12-30,28553639999
2008-12-31,28846689999
2009-01-02,30067109999
2009-01-05,31160220000
2009-01-06,30892430000
2009-01-07,29606160000
2009-01-08,29241790000
2009-01-09,28780840000
2009-01-12,27722850000
2009-01-13,28240870000
2009-01-14,26822900000
2009-01-15,26309270000
2009-01-16,25760520000
2009-01-20,24057200000
2009-01-21,26094160000
2009-01-22,25202990000
2009-01-23,27147760000
2009-01-26,27472620000
2009-01-27,27134590000
2009-01-28,28328670000
2009-01-29,27586760000
2009-01-30,27042400000
2009-02-02,26370730000
2009-02-03,27178490000
2009-02-04,25501510000
2009-02-05,26111720000
2009-02-06,25549800000
2009-02-09,26054650000
2009-02-10,24671800000
2009-02-11,23104570000
2009-02-12,22727030000
2009-02-13,23108960000
2009-02-17,21278330000
2009-02-18,21506610000
2009-02-19,21708550000
2009-02-20,21023710000
2009-02-23,19974500000
2009-02-24,20505690000
2009-02-25,19882310000
2009-02-26,19965720000
2009-02-27,19171130000
2009-03-02,17270260000
2009-03-03,17946320000
2009-03-04,18762860000
2009-03-05,18095580000
2009-03-06,17524880000
2009-03-09,17050760000
2009-03-10,17731210000
2009-03-11,18569700000
2009-03-12,19364290000
2009-03-13,19829630000
2009-03-16,20347650000
2009-03-17,20830550000
2009-03-18,20826160000
2009-03-19,21475880000
2009-03-20,20896400000
2009-03-23,22845560000
2009-03-24,21770010000
2009-03-25,21708550000
2009-03-26,21256380000
2009-03-27,20145710000
2009-03-30,19588180000
2009-03-31,19618910000
2009-04-01,20404720000
2009-04-02,21247600000
2009-04-03,21928050000
2009-04-06,21243210000
2009-04-07,20334480000
2009-04-08,20615440000
2009-04-09,21471490000
